-0.0022829+0.0002026i,-0.0020124-0.00011079i,-0.00249+0.00028862i,-0.0019724+0.00027793i,-0.0026888+0.00041768i,-0.0034904+0.0013503i,-0.0038847+0.0027023i,-0.0022916+0.003178i,2.2152e-05+0.0017839i,0.0011304+0.00053378i,0.0019237+1.5425e-05i,0.0011726+3.1542e-05i,0.00023047-0.00057747i,-8.7975e-05-0.0016584i,-0.0010317-0.0015143i,-0.0010802-0.00047897i,-0.00026967+0.00045771i,-0.00018725+4.6848e-05i,0.00026144-0.00017179i,0.00095537+0.00043971i,0.0009357+0.00075944i,0.00029175+0.00070732i,7.7138e-05+5.1993e-05i
0.011875+0.010455i,0.028987+0.039772i,0.044946+0.081508i,0.047906+0.095155i,0.038257+0.065788i,0.023501+0.037947i,0.012381+0.030455i,0.0028336+0.018902i,-0.013081+0.0041968i,-0.02201+0.0043637i,-0.014408+0.010172i,-0.0051602+0.01031i,-0.0022087+0.0068355i,0.00049419+0.0027411i,0.0019743-0.00028452i,0.001264-0.0015469i,-0.00052479-0.0022292i,-0.002261-0.0024209i,-0.0019433-0.0009703i,-0.00048747-0.00029035i,0.00018267-0.00043567i,0.00070214+0.00053477i,0.0016841+0.0018428i
-0.0075498-0.012787i,-0.011506-0.044544i,-0.010859-0.085437i,-0.014435-0.095905i,-0.030457-0.066178i,-0.039528-0.034923i,-0.029227-0.022307i,-0.012892-0.020867i,-0.0027186-0.023807i,-0.003229-0.024945i,-0.0061483-0.017734i,-0.0034868-0.0088915i,-0.0018306-0.0047254i,-0.0039105-0.0011622i,-0.0048353+0.0033648i,-0.0029941+0.006i,-0.00059733+0.0047092i,0.00033478+0.0014139i,-0.00026379+0.00014071i,-0.0013562+0.0012983i,-0.0017132+0.0011602i,-0.0012622-0.00071491i,-0.00032945-0.0019633i
0.0013296+0.012773i,-0.0092599+0.041237i,-0.029408+0.075535i,-0.034208+0.085016i,-0.010604+0.065552i,0.011887+0.040863i,0.015516+0.022889i,0.018135+0.013054i,0.026253+0.0060325i,0.024362-0.0040847i,0.0092439-0.0087212i,-0.0031334-0.0039392i,-0.0047562+0.0015234i,-0.0025281+0.002354i,-0.00052529+0.0020428i,0.001435+0.0022566i,0.0034574+0.0023256i,0.0043665+0.001562i,0.0029001-0.00036161i,0.0010567-0.0019564i,-0.00052554-0.0020841i,-0.0013821-0.0015652i,-0.0017083-0.0013703i
0.0034187-0.012399i,0.022162-0.033072i,0.052171-0.054456i,0.061052-0.058408i,0.034616-0.045112i,0.011869-0.023433i,0.010844-0.0040367i,0.0082444+0.0062839i,0.0016344+0.014847i,0.0048521+0.017308i,0.010302+0.0084469i,0.0089141+0.0011424i,0.0060434-0.00060544i,0.0036681-0.0011737i,0.00059857-0.0020795i,-0.0018508-0.0020464i,-0.0024894+0.00029834i,-0.0015526+0.0025911i,-0.0010447+0.002426i,-0.0011583+0.00087973i,-0.00082925+0.0003863i,0.00051784-4.0011e-05i,0.0021275-0.00055637i
-0.010369+0.0086372i,-0.034694+0.020454i,-0.068749+0.028309i,-0.080185+0.031825i,-0.061098+0.039216i,-0.040869+0.040806i,-0.031456+0.026732i,-0.027615+0.0091975i,-0.029325+0.0015162i,-0.026434+0.0036183i,-0.015079+0.0048772i,-0.0051141+0.0010622i,-0.0011667-0.0012507i,0.0018134-0.0004022i,0.0047777-0.0002418i,0.0054605-0.0013766i,0.003378-0.0021993i,0.0014967-0.0020066i,0.0020685-0.0011803i,0.0032121-0.00040737i,0.0032042-0.00095925i,0.00088725-0.0018539i,-0.0013161-0.0019839i
0.011395-0.0043881i,0.035165-0.0043495i,0.066035+0.0043632i,0.073543+0.0077455i,0.052051-0.0075746i,0.026606-0.020133i,0.011731-0.019269i,0.0050326-0.022344i,-0.0019847-0.029033i,-0.008262-0.023861i,-0.0070625-0.0082529i,-0.00047419+0.0021526i,0.0037024+0.0044065i,0.0031176+0.0030065i,0.00083526+0.00088027i,9.8463e-05-0.0014421i,0.00085655-0.0034234i,0.001422-0.0039254i,0.00076075-0.0030029i,-0.00021095-0.00035344i,-0.00015365+0.0014707i,6.5341e-05+0.0022587i,-0.00071921+0.0040987i
-0.012557-0.0018196i,-0.033239-0.011333i,-0.059304-0.030237i,-0.069862-0.036623i,-0.059368-0.018018i,-0.03356-0.0016656i,-0.0036614-0.00042512i,0.015404-0.0013514i,0.022282-0.0021794i,0.019053-0.0073118i,0.0083666-0.0098494i,-0.00029086-0.0055978i,-0.0023469-0.0023975i,-0.0020879-0.00068025i,-0.0023513+0.0019432i,-0.0019462+0.0038081i,0.00049309+0.004406i,0.0023894+0.0035315i,0.0020176+0.0027963i,0.00106+0.0023969i,0.0012928+0.0014667i,0.0017477-2.0563e-05i,0.0020909-0.0016437i
0.010605+0.001445i,0.023164+0.016458i,0.034467+0.043698i,0.037981+0.056458i,0.036567+0.044807i,0.028294+0.037137i,0.016389+0.03847i,0.009652+0.035697i,0.0082849+0.030301i,0.0084492+0.022178i,0.005729+0.010838i,0.00048356+0.0032113i,-0.0017502+0.0008832i,-0.001828-0.00045771i,-0.0026512-0.00091123i,-0.0026941-7.4813e-05i,-0.0017816+0.0011146i,-0.00051816+0.00067061i,0.00040078-0.0015274i,0.00052619-0.0024783i,-0.00061712-0.0019858i,-0.0022568-0.00091267i,-0.0026247+0.00035813i
-0.005868-0.0070511i,-0.011051-0.025452i,-0.011408-0.053284i,-0.013929-0.063958i,-0.027894-0.046908i,-0.037881-0.02338i,-0.033433-0.0074338i,-0.029389-0.00028313i,-0.028643+0.0043404i,-0.020202+0.0072392i,-0.0061677+0.0042678i,0.0016459-0.0010355i,0.0015663-0.0025396i,-0.00013767-0.00014595i,-0.00088557+0.001851i,-0.0019345+0.0019208i,-0.002894+0.0016434i,-0.0027239+0.0018937i,-0.0020249+0.0021375i,-0.00079071+0.00066816i,0.0003411-0.00042319i,0.00060051+5.8008e-06i,0.0012334+0.00048876i
0.0035536+0.0084066i,-0.00089345+0.025574i,-0.013251+0.049226i,-0.01971+0.060775i,-0.011884+0.05108i,-0.0054086+0.025288i,-0.0055173-0.0037859i,-0.005293-0.022666i,-0.0067095-0.028725i,-0.010193-0.022089i,-0.0089281-0.0092049i,-0.0036747-0.00034403i,-1.9754e-05+0.0024611i,0.001792+0.0020765i,0.0032632+0.0008303i,0.004471-0.00026826i,0.0045068-0.0014173i,0.0037442-0.0013316i,0.0035638+7.48e-05i,0.003589+0.00062766i,0.0023067-0.00034769i,0.00090866-0.0020324i,0.00035716-0.0021572i
0.00017962-0.0060347i,0.010284-0.018579i,0.029877-0.033329i,0.039424-0.040466i,0.029799-0.03713i,0.024317-0.024437i,0.029186-0.011867i,0.030502-0.010637i,0.025048-0.014316i,0.016567-0.013833i,0.0080099-0.0081661i,0.0030294-0.0015571i,0.0016527+0.0017016i,0.00051739+0.0026293i,0.00015132+0.0027021i,0.0015735+0.0018304i,0.0032456+0.00079735i,0.0029925+0.00055724i,0.00079944-0.00033951i,-0.0015539-0.00056973i,-0.0021374+0.0015859i,-0.0012364+0.0028346i,-0.00037027+0.0025629i
-0.0041568+0.0073181i,-0.01783+0.01464i,-0.041935+0.019008i,-0.057448+0.021041i,-0.050925+0.029324i,-0.030779+0.038151i,-0.0085995+0.039069i,0.0055042+0.034708i,0.0094787+0.027281i,0.0082137+0.016187i,0.0021973+0.0054821i,-0.0031193+0.0014524i,-0.0035744+0.0023407i,-0.00099012+0.0022281i,0.0013579+0.0010321i,0.0023535+0.0011698i,0.0021589+0.001878i,0.0016763+0.0016617i,0.0009488+0.0016286i,-0.00041063+0.0021043i,-0.0010257+0.0023176i,-0.00069121+0.0018242i,0.00025204+0.00089414i
0.005418-0.0048249i,0.018976-0.0044993i,0.04095+0.00037889i,0.052147+0.0052479i,0.039537+0.0027291i,0.012166+0.0036182i,-0.01267+0.01096i,-0.024431+0.012545i,-0.025375+0.009863i,-0.018897+0.0091275i,-0.0085929+0.0062431i,-0.0015113+0.00082347i,0.00073233-0.0025605i,0.00030314-0.0029303i,-0.0016494-0.0020785i,-0.0022178-0.00045697i,-0.0020299+6.9265e-05i,-0.0013886-0.00069397i,0.00027418-0.001097i,0.0017432-0.0019385i,0.0017081-0.0019509i,0.00057467-0.00098246i,-0.00025186+3.8697e-05i
-0.0062647+0.00020884i,-0.018344-0.0042456i,-0.036495-0.01734i,-0.048351-0.026838i,-0.046357-0.024176i,-0.033727-0.022297i,-0.02048-0.025914i,-0.015399-0.02759i,-0.015157-0.02497i,-0.012586-0.018176i,-0.0071003-0.0090392i,-0.0025217-0.0037544i,-0.0012092-0.0018905i,-0.00074688+0.00039904i,0.00011594+0.00021446i,0.00016818-0.0019879i,-0.00062802-0.0027401i,-0.0011035-0.0013455i,-0.00062376+0.00054282i,-0.00014186+0.0012659i,-0.00043207+0.00084104i,0.00021919-0.00033036i,0.0013161-0.0010137i
0.0041301+0.0013764i,0.01143+0.010693i,0.01928+0.030054i,0.023043+0.04486i,0.024518+0.040433i,0.027752+0.023598i,0.032648+0.0039283i,0.033947-0.01123i,0.028283-0.017251i,0.018223-0.014347i,0.008986-0.0066168i,0.0047008-9.8882e-05i,0.0037305+0.0014823i,0.0026121+0.00056109i,0.0011544+0.00021181i,0.00078247+0.00087299i,0.0016964+0.00093751i,0.0033515+0.00061651i,0.0041365+0.0013119i,0.0036757+0.0020428i,0.0026132+0.0021116i,0.0019141+0.0017389i,0.00086065+0.00065689i
-0.0038545-0.0036586i,-0.008124-0.013526i,-0.0094349-0.032632i,-0.0093094-0.0447i,-0.010991-0.033273i,-0.0066624-0.0054269i,0.0055259+0.019382i,0.014098+0.027203i,0.015328+0.022943i,0.013094+0.014971i,0.0069062+0.0058224i,0.00055913+0.00050534i,-0.0015703-0.00014741i,-0.0016601+0.00068525i,-0.0007196+0.0019192i,0.0011331+0.002856i,0.0019079+0.0029129i,0.00084362+0.0023555i,-0.00074319-3.2242e-05i,-0.0012559-0.0021285i,-0.00073205-0.002663i,0.00022028-0.0020191i,0.0010907-0.0011228i
0.0014331+0.0032066i,-0.001351+0.01444i,-0.0098807+0.031459i,-0.019955+0.041537i,-0.026182+0.039835i,-0.031159+0.032395i,-0.032649+0.025394i,-0.027688+0.022154i,-0.021715+0.020355i,-0.015425+0.015038i,-0.0082104+0.0071907i,-0.0039462+0.0030121i,-0.00052441+0.002605i,0.0022351+0.0015055i,0.0021601-0.00019261i,1.5176e-05-5.9085e-05i,-0.00096478+0.0010375i,-0.00028714+0.0018657i,-5.9375e-05+0.00099958i,-0.00088432+0.00035103i,-0.0014623-5.2173e-05i,-0.0014675-0.00035127i,-0.0021044-0.00010357i
-0.00036688-0.0021839i,0.0056961-0.0097372i,0.01877-0.020649i,0.030815-0.026545i,0.028022-0.025744i,0.011995-0.023319i,-0.0058283-0.023817i,-0.01817-0.026699i,-0.022178-0.024151i,-0.01766-0.015718i,-0.0085724-0.0082965i,-0.0012718-0.0048609i,0.000522-0.0035831i,-0.00033021-0.0023407i,0.00083613-0.0014774i,0.0023227-0.00083207i,0.0018805-0.0011053i,0.0011151-0.0018792i,0.001449-0.0015482i,0.0031046-0.0011396i,0.0034507-0.00071361i,0.0015015+0.00038675i,0.0005907+0.001794i
-0.0018304+0.0026019i,-0.0085641+0.006306i,-0.024845+0.0098552i,-0.038019+0.010498i,-0.032915+0.0099825i,-0.010014+0.0054438i,0.013914-0.0052281i,0.022277-0.016283i,0.016793-0.021172i,0.0087921-0.018534i,0.0029179-0.010839i,0.00090951-0.0034379i,0.0005623+0.00032777i,-0.00014709+0.001452i,0.0005698+0.0017214i,0.0015058-6.8834e-05i,0.0010702-0.0014322i,-6.9962e-05-0.00065231i,-0.00089723+0.00090894i,-0.0019231+0.0012133i,-0.0026828+5.832e-05i,-0.001871-0.00097151i,0.00031582-0.0014573i
0.002211-0.001542i,0.0096351-0.0011467i,0.024036+0.003705i,0.033247+0.012515i,0.028268+0.020833i,0.020234+0.027014i,0.020781+0.028775i,0.025779+0.022816i,0.02579+0.012867i,0.018463+0.0057788i,0.0089886+0.0026276i,0.0038489+0.0014833i,0.0027167+0.00077794i,0.0013214-0.00097236i,-5.7518e-05-0.00097953i,-0.00020472+0.00097596i,0.0005997+0.001897i,0.0015801+0.0020411i,0.002684+0.0028659i,0.0028521+0.0038146i,0.00098781+0.0036019i,2.3811e-05+0.0023314i,-0.00013586+0.0014859i
-0.0057204+0.0017216i,-0.012248-0.0011439i,-0.022365-0.0098804i,-0.028826-0.021044i,-0.029406-0.020074i,-0.02755-0.0055685i,-0.024459+0.011924i,-0.019433+0.023678i,-0.013967+0.025483i,-0.0078521+0.01854i,-0.0029946+0.0086934i,-0.0028119+0.0027967i,-0.0028703+0.00065495i,-0.0018253-0.00098948i,-0.0012808-0.0011652i,-0.0004259-0.0007786i,-7.0591e-05-0.0014477i,-0.00042212-0.0021639i,-0.00071026-0.003069i,0.00041567-0.004382i,0.0014332-0.0037218i,0.0011692-0.0016702i,0.0011457+0.0007066i
-0.0091377+0.0078192i,-0.0029625+0.017233i,0.0043953+0.038049i,0.011697+0.046661i,0.013044+0.037601i,0.0074172+0.013506i,-0.006401-0.007896i,-0.020554-0.012217i,-0.026237-0.0057061i,-0.01963+0.00086391i,-0.0085079+0.00040846i,-0.0023467-0.001842i,-0.00079214-0.0015396i,-0.00079825-0.0017215i,-0.0020688-0.001424i,-0.0030059+2.0425e-05i,-0.0025221+0.0010515i,-0.00079079+0.001172i,0.00061922+0.0012056i,0.00028581+0.0014163i,-0.0013002+0.001072i,-0.002457-0.00055054i,-0.0019482-0.0019118i
-0.00098791-0.0017874i,-0.002735-0.0075021i,-0.0021835-0.020434i,0.002427-0.029124i,0.0070256-0.02401i,0.010538-0.013825i,0.012362-0.013144i,0.0086281-0.022731i,0.0021972-0.027628i,-0.0014481-0.021228i,-0.00118-0.011798i,0.00055868-0.0053795i,0.00052977-0.0020114i,-0.00052458+0.00052039i,0.00053212+0.0015792i,0.002799+0.00065557i,0.0038461-0.00035221i,0.003959-0.00083945i,0.004427-0.00046264i,0.0046502-0.00021676i,0.0035448+0.00029743i,0.0014991+0.0012684i,-8.3909e-05+0.00074114i
0.0015389+0.0013798i,0.00023628+0.0066912i,-0.0081451+0.01601i,-0.021149+0.02536i,-0.027639+0.028224i,-0.018677+0.026482i,0.0023725+0.021171i,0.019495+0.009525i,0.023342-0.00067998i,0.016503-0.0044268i,0.0075009-0.0038433i,0.0029-0.0011402i,0.0017845+0.00061511i,0.00081657+0.0010719i,0.00015586+0.0015426i,-0.00025619+0.0014338i,-0.001007+0.0012517i,-0.0013622+0.00074078i,-0.0021753-0.00054331i,-0.003066-0.001991i,-0.0025208-0.0024943i,-0.001184-0.0021365i,-0.00059981-0.0011234i
0.00045703-0.0011408i,0.0026533-0.0070473i,0.011422-0.014102i,0.018797-0.016387i,0.012279-0.010695i,-0.0034793+0.0011367i,-0.0087704+0.014214i,-0.00077462+0.021985i,0.0052811+0.019688i,0.0046001+0.011821i,0.0012051+0.0056828i,-0.00076972+0.0038193i,-0.00065768+0.0025875i,-0.00046562+0.0005057i,-0.0010082+0.00017568i,5.1861e-05+0.0014274i,0.0013849+0.0021875i,0.0011831+0.0020018i,0.001622+0.002937i,0.00084192+0.0037317i,-0.0005557+0.0024236i,-0.00044671+0.0013005i,-0.00051793+0.00098446i
-0.00036646+0.001424i,-0.0046946+0.0030962i,-0.015082+0.0040074i,-0.024332-0.00042316i,-0.024433-0.0061376i,-0.018513-0.0065064i,-0.015782-0.0010421i,-0.018262+0.0058527i,-0.018872+0.007569i,-0.013933+0.0042835i,-0.0081134+0.0015217i,-0.0053073+0.00029245i,-0.0025409+0.00023458i,0.00095965+0.00019861i,0.0020173-0.00029117i,0.0013131-0.00078518i,0.00028251-0.00091722i,7.0071e-05-0.00088751i,0.00091601-0.0020914i,0.0015481-0.0031604i,0.0017196-0.0017249i,0.0019451+0.0004062i,0.0018169+0.0016652i
0.00035749-0.00035777i,0.0048525+5.4535e-05i,0.012478+0.003834i,0.017888+0.011937i,0.015851+0.017534i,0.011434+0.013891i,0.0071523+0.002003i,6.9874e-05-0.01124i,-0.0068835-0.016828i,-0.007714-0.01204i,-0.0037174-0.006101i,-0.0005288-0.0035806i,0.00032128-0.0020384i,0.00085449-0.00093242i,0.00026584-0.00035929i,0.0001635-0.00023647i,0.0011037+0.00080798i,0.0011739+0.0012212i,-4.7065e-05+0.0010262i,-0.00078254+0.0011015i,-0.00056362-0.00022283i,-4.1073e-05-0.0010975i,0.00046579-0.00054296i
-0.0010695-0.00045866i,-0.0045646-0.0020182i,-0.010458-0.0082055i,-0.0165-0.013806i,-0.016793-0.0098765i,-0.010539+0.0021297i,0.0003524+0.0056596i,0.0097399-0.0048691i,0.010999-0.01275i,0.006517-0.0090836i,0.0035295-0.0023376i,0.0026356+0.00036777i,0.001449+0.0016508i,0.00088678+0.00332i,0.00074435+0.0034348i,0.00094097+0.0019157i,0.0014958+0.0011919i,0.0025789+0.0021028i,0.0036976+0.0023192i,0.0030149+0.0013674i,0.0013246+0.000629i,-0.00011958+0.00027633i,-0.00066591-0.00072374i
0.0022451-0.0036708i,0.0022983-0.0001896i,0.00085226+0.0068326i,-0.0049213+0.014646i,-0.014307+0.015369i,-0.018068+0.012102i,-0.0070377+0.010594i,0.0070518+0.0094209i,0.010554+0.006527i,0.0060253+0.0032566i,0.00085466+0.0020128i,-0.00048065+0.0024442i,0.00011233+0.0021782i,-0.00057894+0.00088226i,-0.0010881+0.00059267i,-0.00039697+0.0010097i,0.00093477+0.0010042i,0.00028314+0.00049048i,-0.00082979-0.00014399i,0.00014621-0.00034602i,0.0011316-0.00025033i,0.0012295+0.00044151i,0.0011304+0.00087783i
-0.0001614-0.00047912i,-0.0010388-0.0041152i,0.0005434-0.012703i,0.0044743-0.019778i,0.0056597-0.018112i,0.0018982-0.010256i,-0.001611-0.0011269i,-0.0042232+0.0060556i,-0.0056513+0.0074681i,-0.0048124+0.0034353i,-0.004336+0.00036115i,-0.004419+0.0014546i,-0.0033447+0.0021768i,-0.0013626+0.0016341i,-0.00048659+0.00054656i,3.6678e-05-0.00061181i,0.00051611-0.00095035i,0.00087529-0.00080618i,0.00078667-0.00035308i,-8.7555e-05-9.6567e-06i,-0.0013782-2.2147e-05i,-0.00088076-0.00071247i,0.00019016-0.0010099i
0.0014727+0.00097961i,0.00024662+0.0026195i,-0.0049765+0.0074364i,-0.011558+0.012002i,-0.010833+0.011742i,-0.0042641+0.0094101i,-0.0024173+0.0061923i,-0.008105+0.0025805i,-0.0099572-0.002008i,-0.0047251-0.0049316i,-0.0016752-0.0052729i,-0.00030884-0.0047308i,0.0021195-0.0023613i,0.0032096-0.00040964i,0.0020936+0.00030681i,0.00026498+0.0010231i,0.00072101+0.0019128i,0.0021484+0.0012438i,0.0030777-5.6463e-05i,0.002252-0.00033573i,0.00046362-0.0004181i,-0.0008479+5.3981e-05i,-0.001178+0.00042878i
0.00020056-0.00092566i,0.0023561-0.0024604i,0.0080804-0.0025917i,0.01149+0.0020277i,0.006104+0.010119i,-0.0027505+0.013494i,-0.0048208+0.0081452i,-0.0010882-0.0026892i,0.0014082-0.0079411i,0.0014299-0.0046293i,0.0012706-0.0013402i,0.0017451-0.0010751i,0.0019797-0.00044367i,0.0012547+0.00057647i,0.00066661-0.00020445i,0.00053847-0.0013997i,0.00031305-0.0013138i,0.00015046-0.001072i,-0.00031715-0.00057613i,0.00054781+3.758e-05i,0.0020274-8.9534e-05i,0.0019369+0.00060566i,0.0012944+0.0013179i
-0.00088127+0.00055573i,-0.0029857-0.00023425i,-0.0089574-0.0014119i,-0.016623-0.0043139i,-0.020543-0.0062051i,-0.017558-0.0029145i,-0.0076287+0.0010827i,0.0029496+0.00074065i,0.0053752-0.00027037i,0.0016599+0.0012533i,0.00074335+0.003649i,0.0024407+0.0048136i,0.0021931+0.0043959i,0.0012581+0.0035123i,0.00075211+0.0027068i,0.00013888+0.0017231i,-0.00023527+0.0016021i,1.3601e-07+0.0017252i,4.7946e-05+0.0017875i,-0.00023677+0.0013497i,-0.0003531+0.00054074i,0.00015957-0.00020955i,0.00017222-0.00089815i
0.001119-0.0011279i,0.002855-0.00027194i,0.0058341+0.0014727i,0.0056987+0.0039535i,0.0013689+0.0023446i,-0.00067954-0.0014917i,0.0030102-0.00064389i,0.0053052+0.0030871i,0.0018369+0.0019084i,-0.0026939-0.0015126i,-0.004691-0.00097632i,-0.0045897+0.0010888i,-0.0036624+0.0010906i,-0.0025038-0.00064752i,-0.0010196-0.0011625i,0.00076635-0.00081341i,0.0025888-0.0012378i,0.0032636-0.0018605i,0.0024535-0.0016008i,0.0015693-0.0017282i,0.00091318-0.0016763i,-0.00026059+3.4092e-06i,-0.0011102+0.0008148i
-0.00076513+0.00049285i,-0.0028041-0.00092599i,-0.0040742-0.0054168i,-0.0026406-0.0087523i,0.0015729-0.0052855i,0.0052607+0.0038103i,0.0056526+0.0094764i,0.0022341+0.006827i,-0.0007323+4.9877e-05i,-0.00094292-0.0047342i,-0.0015176-0.0049859i,-0.0027627-0.0014026i,-0.0022583+0.0014871i,-0.0017748+0.0020899i,-0.0014761+0.001793i,-0.00094689+0.0018464i,-0.0008491+0.0021387i,0.00028746+0.0016791i,0.001754-0.00017017i,0.00078125-0.0015902i,-0.00060593-0.0020087i,-1.1735e-05-0.0018324i,0.00079452-0.00077829i
-0.0019895+0.0016343i,-0.00052305+0.0034703i,-0.00048314+0.0079839i,-0.0038306+0.013329i,-0.0093891+0.016965i,-0.01118+0.017848i,-0.0085777+0.012097i,-0.005809+0.0025902i,-0.0022335-0.0016409i,0.0024613-0.00094817i,0.0053616-0.0020962i,0.0053585-0.0039625i,0.0044617-0.0037092i,0.004004-0.0020567i,0.0026599-0.00016794i,0.0020287+0.00093463i,0.0027409+0.0013513i,0.0028066+0.0017586i,0.0024623+0.0019745i,0.0019939+0.0018322i,0.00048908+0.0012863i,-0.0003913+0.00063463i,-0.00075152-0.00028499i
0.0011214+0.00075821i,0.0014192-0.001055i,0.00030531-0.0047838i,-0.0019989-0.0060248i,-0.0072102-0.0032222i,-0.012828-0.0020478i,-0.010781-0.0035825i,-0.0042676-0.0046155i,-0.0013216-0.0018073i,-0.00061094+0.0022373i,0.00060352+0.0036354i,0.0011451+0.0029349i,-5.3219e-05+0.0019938i,-0.0011853+0.0021023i,-0.00072959+0.0019785i,-0.00072668+0.00062018i,-0.0014417-0.00041345i,-0.0012782-0.00063524i,-0.00047166-0.00061985i,0.00019085-0.00052103i,0.00082623+0.0002776i,0.0011192+0.0014666i,0.001329+0.0012762i
0.0013469+0.0003228i,0.0011836+0.0022428i,-0.0014483+0.0039974i,-0.0055887+0.0021187i,-0.0066851-0.0028884i,-0.0040515-0.0056284i,0.00066668-0.0038579i,0.0035437-0.0006071i,-4.6634e-05-0.00021148i,-0.005133-7.2415e-05i,-0.0057413+0.0022618i,-0.0033384+0.003867i,-0.00070414+0.003801i,0.0014627+0.0028477i,0.0023243+0.0013393i,0.0027091+0.00051611i,0.0029181+0.00075135i,0.001704+0.00038862i,-0.0003409-0.00023254i,-0.0017834+0.00017225i,-0.0026588+7.5385e-05i,-0.002407-0.00034043i,-0.0011089-0.00011673i
-0.00050239+0.0001806i,0.00036973-0.0013309i,0.0032172-0.0044866i,0.0061841-0.0032098i,0.0060791+0.0023972i,0.0051967+0.0083184i,0.0055787+0.010609i,0.0044686+0.0066836i,0.0011527-0.0018016i,-0.0025468-0.0073148i,-0.0048961-0.007319i,-0.0049673-0.0050671i,-0.0036827-0.0039725i,-0.002543-0.0026626i,-0.0012187-0.0010325i,0.00042651-0.00017085i,0.0010752-0.00055274i,0.0011043-0.0015507i,0.0020949-0.0017977i,0.0029816-0.0015859i,0.00224-0.00096685i,0.00071732-0.0010982i,-0.00054475-0.0017813i
0.0016197-0.00092114i,-0.0015616-0.00034635i,-0.0060939-0.0015071i,-0.0094021-0.0018849i,-0.010094+0.0023886i,-0.0096874+0.009856i,-0.0073416+0.011586i,-0.0027061+0.0050861i,0.0026693-0.0013634i,0.0056129-0.0036561i,0.0043584-0.0043979i,0.0024835-0.0034014i,0.002941-0.0010685i,0.0031406+0.00092874i,0.0023699+0.0017903i,0.0017974+0.0021764i,0.0013324+0.0023564i,0.00074047+0.0024579i,0.00046344+0.0013677i,0.00049672-0.0003824i,0.00087956-0.0016762i,0.0014663-0.001483i,0.0014314-0.00023812i
0.00091669-0.00023797i,0.0022028+0.00039111i,0.0027755+0.0017128i,-0.0012869+0.0045825i,-0.010114+0.0063034i,-0.015718+0.0042681i,-0.011215+0.00053884i,-0.0026913-0.001883i,0.0018815+3.3463e-05i,0.0038643+0.0033316i,0.0055046+0.002678i,0.0052212+0.00034967i,0.0033651-0.0001255i,0.0020448-0.00059552i,0.0010128-0.00053001i,0.00042512+5.3198e-05i,0.00061743+0.00041464i,0.00029272+0.0012858i,0.00017976+0.0022407i,5.5334e-05+0.0023236i,-0.00043544+0.0010877i,-7.7253e-06+0.00049467i,0.0011376+0.0012691i
-0.00054255-0.00016191i,-0.0012071-0.0010193i,-0.0022014-0.0041194i,-0.0027201-0.0081754i,-0.0024061-0.010222i,-0.00024059-0.0090166i,0.002408-0.0047475i,0.0025683-0.00045131i,-0.00085927+0.0013782i,-0.0047196+0.0020374i,-0.0056458+0.0032801i,-0.0036957+0.0040183i,-0.0024577+0.0041078i,-0.0020632+0.0032602i,-0.0007662+0.0024847i,-0.00012682+0.0015594i,-0.00076268+0.00027798i,-0.00092977-0.00068379i,-0.00015057-0.0016491i,0.00032399-0.0020992i,0.00074626-0.0010274i,0.00030664+0.00036264i,-0.00083802+0.00041968i
0.0010497+0.00025441i,0.0012652+0.002058i,0.0011056+0.0046451i,0.00015896+0.0067205i,0.00078522+0.0065413i,0.0040726+0.0068893i,0.0063932+0.0082371i,0.0040516+0.005261i,-0.001212-0.00065078i,-0.005133-0.004279i,-0.0056242-0.0036731i,-0.0043836-0.0010903i,-0.0022685+0.00062778i,-0.00026335+0.00044847i,0.0012886-0.00037645i,0.0019301-0.00028891i,0.0019974-0.00033041i,0.0018501-0.00074509i,0.0010795-0.00098371i,-0.00013471-0.0010135i,-0.00093181-0.0013471i,-0.00080892-0.0012107i,-0.00088075-0.00059001i
-0.00029094+0.00014711i,0.00072034-0.0015595i,0.0027159-0.003999i,0.0031883-0.0030462i,0.0005671+0.0030076i,-0.0036828+0.0096695i,-0.0048081+0.01046i,-0.0027167+0.0033764i,-0.00042243-0.0046534i,0.0007689-0.0076357i,0.00050361-0.0070342i,-0.00075972-0.0046359i,-0.00096043-0.0022856i,-0.00091951+0.0002373i,-0.00077378+0.0020634i,-0.00027906+0.0019495i,0.00072775+0.0011314i,0.0019424+0.00095079i,0.002619+0.0014346i,0.0023263+0.0013086i,0.002486+0.00025049i,0.0023935-0.00059168i,0.0015822-0.0016181i
-0.00073923-0.00093854i,-0.001787+0.00059836i,-0.0057362+0.0014429i,-0.011419+0.0027678i,-0.015607+0.003321i,-0.015834+0.0030219i,-0.01061+0.0011234i,-0.0028507-0.0021151i,0.0018712-0.0024122i,0.0032325-0.00039388i,0.0040449+0.0011838i,0.0042081+0.0014819i,0.0034974+0.001118i,0.0028371+0.00087284i,0.0020982+0.0007006i,0.0014704+0.00052214i,0.0011998+0.0005902i,0.00018878+0.00066607i,-0.0007699+0.00016194i,-0.00017888-6.1549e-05i,-1.0048e-05+0.00027815i,-5.4749e-05+0.00060813i,-0.0005603+0.001493i
