-0.00028205+0.00054198i,0.00022211-0.00062176i,-0.00054753-0.0018182i,-0.00086205-0.0014671i,-0.00047434-0.0010507i,-0.001023-0.0010224i,-0.0017443+0.00046993i,-0.00041104+0.0019787i,0.0015303+0.0011668i,0.001333+0.00026515i,0.00055801-0.00014747i,0.00085102-0.00052323i,0.0011317-0.00010728i,0.00021885-6.0623e-05i,-0.00090791-0.00020942i,-0.00071788-3.7698e-05i,1.0798e-05+0.0001445i,0.00089131-0.0002085i,0.0014769-0.0003416i,0.0011224-0.00030871i,0.00041227-1.0226e-05i,0.00072205+0.00057756i,0.00084194+0.00061724i
-0.00085632-0.001883i,-0.0017824-0.0015536i,-0.0024282-0.0010116i,-0.0017463+0.00020828i,-0.0010769+0.00046409i,-0.00023013-0.00093002i,-9.5773e-05-0.0012359i,-0.0002598-0.00026302i,0.00088927-0.00071545i,0.0014783-0.00073651i,0.00039491+0.00028397i,0.00014983+0.00073033i,0.0013064+0.00034477i,0.0019909-0.000731i,0.0013824-0.0012634i,0.00058692-0.0014302i,0.00052671-0.00087665i,0.0012184-0.00047957i,0.0010471-0.0003031i,-1.4572e-05+0.00012653i,-6.877e-05+0.00056765i,-0.00016291+0.00031473i,0.00020807-0.00032326i
0.00072801+0.0017006i,0.00016382+0.0010157i,0.0006227+0.00059604i,0.00037513-0.00041352i,0.00075092-0.0014806i,0.00037957-0.0017831i,-0.0015322-0.0012733i,-0.0016894-2.4784e-05i,-0.00026385+0.00014546i,-0.00015829-0.00069389i,-0.0010677-0.00056693i,-0.00059461-0.00022916i,1.7161e-05-6.5525e-07i,-0.00039716-2.518e-05i,-0.0011406-0.00066383i,-0.00065263-0.0011638i,-0.00010177-0.00056199i,-0.0005948+4.6644e-05i,-0.00016195+8.0217e-05i,0.00015629-8.5207e-05i,5.4838e-05-0.00055656i,5.4138e-05-0.00035603i,-7.2885e-05+3.7224e-06i
-0.0016785-0.0021122i,-0.0031205-0.00098041i,-0.0041405-0.0004508i,-0.0028652+0.0010139i,-0.0013949+0.0016666i,-0.0012526+0.00034115i,-0.0012648-0.00085615i,0.00039157-0.0010447i,0.0020208-0.0012922i,0.0024072-0.0014661i,0.001176-0.00079076i,0.00020305-0.00014025i,9.1465e-05-4.3583e-05i,-1.1915e-05-6.4822e-05i,0.00027032-4.8734e-05i,0.00057146-0.00039557i,0.00016462-0.00070655i,-0.00028383-0.00037553i,0.00035833-8.2034e-05i,0.00013368+1.6153e-05i,-0.00015401-0.00034377i,-7.8058e-05-0.0002076i,-8.1799e-05+0.00030603i
0.00054993-0.00010242i,-0.00027736+0.00050295i,-0.00038337+0.00051915i,0.00070322+0.00066702i,0.00084458+0.00093791i,0.00054983+6.328e-05i,-0.00011189-0.00021444i,-0.00031804+0.00063193i,0.00066964+0.00011377i,0.0010656-0.00079922i,0.00019203-0.0010328i,-0.00012702-0.00076655i,-6.8693e-05-0.00080707i,4.0398e-05-0.0015384i,0.00039034-0.0012533i,0.00063814-0.00065261i,5.4966e-05-0.00083944i,-0.00038242-0.00091437i,0.00030795-0.00067035i,0.00072894-0.00017833i,0.00043613+0.00070664i,-0.00011919+0.00093167i,-0.00028867+0.00011128i
-0.00016629-0.00058994i,-0.00014114+0.00022864i,-0.00024323+0.0020128i,0.00045856+0.0030696i,0.0017137+0.0019484i,0.0017246-0.00019216i,0.0007286-0.00094998i,0.00014625-0.00019944i,0.0004938+0.0005978i,0.00093586+0.00061551i,0.00035939+0.00018489i,4.9849e-05+0.00011895i,0.00076606+0.00068608i,0.00090442+0.00023543i,0.00010332-0.00092165i,0.00018617-0.0012157i,0.0002403-0.0013376i,6.5779e-05-0.0014545i,0.00012781-0.00056218i,0.00037085+0.00022926i,0.00089445+0.0002934i,0.00089367+0.0002461i,0.0006441-0.00018032i
-0.00028787+0.0012354i,0.00077841+0.00061922i,0.00085237+0.00012073i,-0.00015877-5.9263e-05i,-0.0006501+2.4994e-05i,-0.00047759-0.00040835i,-0.0010791-0.0001635i,-0.00082125+0.0010301i,0.00086111+0.00058882i,0.0014648-0.00050111i,0.00029-0.00066867i,4.8966e-05-0.00057049i,0.00021162-0.0011992i,-0.0002929-0.0015439i,-0.00067522-0.0012548i,-0.00082006-0.00074242i,-7.5532e-05-0.00043422i,0.00048352-0.0004643i,0.00048408-0.00051154i,0.00044587+0.00034559i,-0.00016957+0.00052259i,-0.00074901+0.00015389i,-0.00060288-0.00039064i
0.00021608+0.00033507i,0.0020741+0.00071342i,0.0033125+0.0013313i,0.0028413+0.0021294i,0.0020203+0.0011426i,0.0010501-0.00013892i,-0.00033172-0.00015857i,-0.00016731-0.00024994i,0.0014131-0.00084503i,0.0017006-0.00045107i,0.00044423+0.00047094i,-0.00058186+4.9348e-06i,-0.00040414-0.00097974i,-0.00022389-0.0009299i,0.00017331-0.00066899i,0.00031368-0.0011476i,-0.00039419-0.00092854i,-0.00052819-0.00029689i,0.00035205-0.0004334i,0.0011831-0.00053267i,0.0011312-0.0011113i,0.00047387-0.00083383i,0.00010199-0.00025618i
1.7139e-05+0.0015909i,0.00044402+0.00064335i,0.00068617+0.0014633i,0.00049073+0.0010408i,0.00064108-0.001419i,0.00037992-0.0032518i,-0.00051567-0.0025501i,-0.00010208+1.1367e-05i,0.0010423+0.00090586i,0.00077789-7.1369e-05i,-0.00050612-0.00044233i,-0.0009829-0.00030643i,-0.00058119-0.00035848i,-0.00073868-0.00023311i,-0.00088668+0.00011302i,-0.00052325-0.00027081i,-0.00010973-0.00028825i,0.00012139-0.00023288i,0.00058165-0.0011416i,0.0011711-0.0010728i,0.0010537-0.0001431i,0.00034228-2.6283e-05i,0.00041848+0.00060731i
-0.00072497+5.6964e-05i,-0.0014095+0.00043707i,-0.001727+0.0008179i,-0.0002571+0.0014766i,0.00050222+0.00094363i,0.00076471+0.00015519i,0.00050659-0.00047013i,-0.00023137-5.1838e-05i,-0.00025845+0.00021784i,0.00032205-0.00031649i,-9.0154e-05-0.00059583i,-0.00017497-0.00055782i,0.00064617-0.00029815i,0.0010304-0.00058253i,0.0009102-0.0010835i,0.00043095-0.0013799i,0.00049052-0.0016434i,0.00089584-0.0013894i,0.0003584-0.00074836i,8.5057e-05-0.00035401i,0.00012463+0.00041894i,-0.00042976+0.00084639i,-0.00048514+0.00010763i
0.00010104+0.0010422i,0.0011274+7.1758e-06i,0.0016852-0.00050334i,0.00078941-0.00026245i,0.00026474-6.1692e-05i,-0.0012356-0.0011165i,-0.0021214-0.0011837i,-0.00094313-0.00018405i,0.00024154+7.391e-05i,0.00092091-8.9529e-05i,0.00051458+0.00036843i,-0.00066132+0.00019809i,-0.00094317-0.00087338i,-0.00073768-0.0012453i,-0.00059704-0.00036431i,-0.0002853+0.0003804i,0.0001623-0.00016879i,0.00071276-0.00034458i,0.0008986-0.00013766i,0.00032881-0.00010557i,-0.00020559-0.00038562i,-0.00031747+0.00031421i,-0.00063432+0.00050336i
-0.0015864-0.00012939i,-0.00086245-0.0004021i,-0.00031796+0.00094596i,7.2131e-07+0.0019935i,0.00091271+0.00097744i,0.0006911-0.0014662i,-0.00042978-0.0013555i,-0.00016912+0.0002435i,0.00077505+0.00050028i,0.0010531+0.00028102i,0.00056692+0.00038079i,-0.0001408+0.00042876i,-0.00010026-0.00042716i,-0.00037368-0.00096808i,-0.0003814-0.0012034i,-8.8607e-05-0.0013951i,0.00016963-0.0004825i,0.00077024+2.2735e-05i,0.00067242+0.00014153i,0.00072527-0.00011546i,0.001377-0.00033849i,0.0009137+0.00086021i,0.00053384+0.001626i
0.00079071+0.0017797i,0.0013555+0.000989i,0.00066682+0.00070066i,0.00062994+0.00012183i,0.0010813-0.0012259i,0.00035938-0.0030222i,0.00039874-0.0024341i,0.00078412-0.00036755i,0.0016662+0.00033027i,0.0022342+0.00036175i,0.0019737+0.0011258i,0.0014485+0.00065964i,0.00044218-0.00054558i,-0.00071426-0.00081224i,-0.00080977-0.00082364i,-7.2597e-05-0.00025352i,0.00058267-0.00015506i,0.00076828-0.0005126i,0.00041473-0.00050583i,0.00045771+7.1008e-06i,0.00035552+0.00018962i,0.00049149-0.00056286i,0.00033963-0.00083045i
0.00056052-0.0010439i,0.0010534-0.00077698i,0.00059921+2.6276e-05i,-0.00031093-0.00065173i,-0.00055006-0.0015749i,-0.00026783-0.001347i,-0.00082318-0.0011033i,-0.00082107-0.00060701i,-9.166e-06-0.00054013i,0.00079261-0.0014886i,0.00039646-0.0011632i,-0.00032062-0.00016379i,-0.00026341-0.00025959i,-0.00051185-0.00044874i,-0.00044568-0.00088096i,0.00055067-0.0010077i,0.00087666-0.00054059i,0.00017874-0.0005897i,-0.00043138-0.00034163i,-0.00070523+2.0174e-05i,-0.00070159+3.7769e-05i,-0.00035106+0.00020394i,0.00039458+0.00032772i
0.0017907-0.0004068i,0.00068773-0.00034785i,-0.0014275-0.0001725i,-0.0019358+0.00019829i,-0.0014215+0.00076176i,-0.0024848+5.2516e-05i,-0.0028721-0.00057263i,-0.00052937+0.00022912i,0.00084781-0.00020462i,0.00051841-0.001056i,0.00028694-0.0009487i,0.00025802-3.064e-05i,0.00079082+0.0002226i,0.0010225-0.0005159i,0.00046933-0.00041059i,0.00050401+0.00012374i,0.00025546+0.00054212i,0.0002477+0.00057421i,0.00046232-2.8861e-05i,-0.00026044-7.7389e-05i,-0.00041544-0.0001808i,-0.00088398-2.9105e-05i,-0.0010463-0.00027801i
0.00052368-0.001486i,-0.00063285-0.0018701i,-0.0011773-0.00099196i,0.00031082-0.00021107i,0.0015156-0.00072033i,0.00049607-0.0019069i,-0.00035345-0.0011777i,-0.0003677+0.00054335i,0.00098015+0.00024201i,0.001123+0.00012859i,9.2176e-05+0.00030041i,0.00010733-0.00053273i,0.00040301-0.00065437i,-0.00023765+0.00016554i,-0.00060613-0.00020872i,-0.00056422-0.0008951i,-0.000625-0.00077056i,-0.00061822+1.948e-05i,-0.00033294-0.00018263i,4.6329e-05-0.00044056i,0.00084647+0.0004835i,0.00075142+0.00068864i,0.00016649+6.4776e-05i
0.0007325-0.00049844i,-0.00046854-0.00065839i,-0.0003777+0.00010241i,0.00049711+0.00098082i,-9.1052e-05+0.00074767i,-0.00093125-0.0003438i,-0.0013774-0.00043759i,3.4353e-05+0.00069137i,0.0022959+0.00098998i,0.0021009+0.00027621i,0.0011325-0.00029733i,0.00054059-0.00047616i,-1.5869e-06-0.00061155i,6.5401e-06-0.0011546i,0.00073201-0.00064018i,0.00087379+0.0003904i,1.5348e-05-7.4518e-05i,-4.8063e-05-0.00034087i,-0.00012074+0.00011931i,-0.00017315-0.00025875i,-4.279e-05-0.00072581i,-8.8621e-05-0.00068176i,0.00040953-0.00067254i
-0.0016016+2.8436e-05i,-2.301e-05-0.00024599i,0.00044196-0.00015373i,0.00025386-0.00021938i,0.00030838-7.0215e-05i,-6.434e-05-0.00042147i,-0.00068417-0.00023268i,-0.00061859+0.00068986i,-0.00034988+0.00052999i,-9.1901e-05-0.00077976i,-0.0001111-0.00107i,0.00017718-0.00035479i,0.00049494+0.00027768i,-3.9631e-06-0.00035835i,-0.00050212-0.0012867i,-0.0004066-0.0012078i,-0.00023753-0.0012436i,-0.0003853-0.00078634i,0.00013692-0.0003678i,0.00073065-0.00074937i,0.00040655-0.00037027i,-0.00021409+0.00044025i,-0.00069576+0.00063437i
0.0018686+0.0012156i,0.0017868+1.5566e-05i,0.0010672-0.0006996i,0.00084783-0.0012998i,0.0011731-0.0011976i,0.00055149-0.0015834i,-0.00048743-0.0017702i,0.00010628-0.00080286i,0.00069701-2.3852e-05i,-0.0001517-0.00071161i,-0.00031145-0.0010041i,0.00022194+4.5415e-06i,0.00042921+0.00024961i,0.00018845-0.00056643i,0.00056661-0.00051488i,0.00034914+5.259e-05i,2.547e-05-0.0004829i,0.00053983-0.00042524i,0.00026806-0.00059329i,-0.00010833-0.0005054i,0.000349-0.0010817i,0.00040874-0.00072816i,-0.00014622+0.00018103i
-0.00010475-0.00045904i,0.00060782+0.00070128i,0.00028082+0.0016127i,5.9707e-05+0.0020663i,0.00064476+0.0011986i,0.00057452-0.00086861i,-0.00095063-0.0014056i,-0.0010784-0.00011173i,0.0010081+3.2379e-06i,0.0015078-0.0001103i,0.00058591+8.7616e-05i,0.00033748-0.00045836i,0.00066743-0.00097391i,0.00059123-0.00062445i,1.1503e-05-0.00058753i,-0.0006108-0.001129i,-0.00028283-0.00034586i,0.00045066+0.00015109i,0.00053261+0.00020854i,0.00022158+6.8099e-05i,0.00035561-3.5183e-05i,-0.00049306+0.0002237i,-0.0012642-0.00011782i
-0.0011655+0.00034713i,-0.00058523+0.00068243i,-0.00067543+0.0012487i,1.5741e-05+0.0022973i,0.0014803+0.0025048i,0.00162+0.0014878i,0.00055488+0.00052917i,-0.0001244-0.0001614i,-0.00028253+0.00039256i,0.00010897+0.00065682i,0.0001075-6.3906e-05i,2.7213e-05+0.00010014i,0.00081793-7.5716e-05i,0.00072647-0.00061297i,-0.00018064-0.00054213i,-0.00024114-0.0010084i,4.1707e-05-0.00084441i,-0.00010119+0.00013805i,-0.00014941-1.118e-05i,0.00022927-0.00052517i,0.00015677-0.00066107i,-0.00029846-0.00042755i,5.8153e-05+0.00027957i
-0.0017808+0.00089446i,-0.00077985+0.001552i,-4.9912e-06+0.0012492i,0.00075394-0.00042924i,0.0011489-0.0017645i,0.00014177-0.0020819i,-0.00086817-0.00090015i,-0.00053142+0.00024445i,0.00079381-0.0002278i,0.0015728-0.00086658i,0.0011786-0.00028632i,0.0004755+0.00010151i,0.00029245-0.00024125i,0.0003228-0.00027346i,0.00016701-0.00040945i,7.2343e-05-0.00078415i,-0.00011894-0.00077024i,4.4395e-06-0.00023669i,0.00054539+0.00062256i,0.00054707+0.00049659i,0.00044009-2.0696e-05i,0.00052228-0.0004097i,-0.00012222-1.1236e-05i
0.00060578-0.00019124i,-8.7874e-05+8.9387e-05i,-0.0012685-0.00022607i,6.2288e-06-0.00068672i,0.0018885-0.00099536i,0.0013591-0.0018143i,0.00058032-0.0013533i,0.00096985+0.0006486i,0.0017948+0.0012331i,0.0013213+8.141e-05i,5.5311e-05-0.00024233i,-0.00022762+0.000714i,0.00014344+0.00089868i,0.00031739+0.00028045i,0.00050588-0.00039336i,0.00025931-0.00080274i,8.4736e-05-0.00059031i,0.00026861+0.00046838i,6.5755e-05+0.00088463i,-0.00067225+0.0002558i,-0.00070803-0.00026592i,-1.5303e-05-0.00048842i,0.00033069-0.00065353i
-0.0010286+0.0016366i,0.00041663+0.0011012i,0.00061765+0.0010883i,0.00094727+2.3237e-05i,0.0013324-0.0016839i,0.0007131-0.0025241i,-0.0001972-0.0010496i,-6.9153e-05+0.00074526i,0.00056088+0.00098763i,1.5638e-05+0.00010832i,-0.00047325-0.00019719i,0.00012015-0.00017608i,0.00038147-0.00031354i,-0.00061433-0.00067642i,-0.00037732-0.00076357i,0.00050776-0.001038i,-4.0934e-05-0.00071216i,-0.00043101-0.00012212i,-0.00013108+0.00058175i,0.00032479+0.0011078i,0.00048061+0.00099856i,0.00046954+0.00045536i,8.7148e-05-0.0002144i
-8.6211e-05-0.00018861i,-0.001332+0.00040351i,-0.0021049+0.00085058i,-0.0012914+0.00060552i,-0.00010862+0.00064183i,-0.00015963+0.00034915i,-0.001475-0.00050005i,-0.00088763-0.00033998i,0.0010296-0.0003332i,0.00086145-0.0010289i,0.00010571-0.00043524i,-0.00019977+1.3987e-06i,-0.00010051+0.00036754i,0.0004239-0.00041651i,0.00059277-0.0018693i,0.00014034-0.0012272i,-0.00032758-0.000322i,-0.00019655+0.00026259i,0.00017935+0.00043153i,0.00030895+0.00020329i,0.0003443-0.00022595i,0.00030711-0.00022443i,0.00021219+0.0002848i
0.001086-0.00031475i,0.00034527-0.00018112i,-4.854e-06-0.00049667i,-0.0014284-0.0009271i,-0.0024716-0.00089392i,-0.0021103-0.00060297i,-0.0013706+0.00016648i,-8.0487e-05+0.0013352i,0.0016094+0.0011425i,0.0017703+5.6071e-05i,0.00080119-0.00091945i,0.00086504-0.00094067i,0.00093715-0.00036822i,0.0002903-0.00019455i,-0.0002661-5.0307e-05i,-0.00096564-0.00043035i,-0.00083963-0.00057651i,-0.00048511-0.00024188i,-0.00096969-0.00033324i,-0.00070697-0.00038329i,-0.00070715+0.00041402i,-0.00074077+0.00032702i,-0.00024451-9.1113e-05i
0.0022057+0.00018914i,0.0027001-0.00029894i,0.0030744-0.00011114i,0.0039085+0.0010004i,0.0041238-9.7534e-05i,0.0027841-0.0013506i,0.0004179-0.0010094i,-0.00069619-3.87e-06i,0.00032571+0.0001066i,0.00091126-0.0010324i,0.00020455-0.0010721i,-1.7221e-05-0.00026975i,0.00044402-0.00019961i,0.00018321-0.00060513i,-0.00041521-0.0005511i,-8.7974e-05+0.00011436i,0.00046073-0.00021775i,0.00078557+8.8157e-05i,0.0011863+0.00067206i,0.00060424+0.00036307i,-0.00031754+0.00075188i,9.6217e-05+0.00037285i,0.00056601+0.00020694i
-0.0012059+0.00019196i,-0.00090274-0.0001685i,-0.0017501+0.00066105i,-0.0018824+0.0003192i,-0.00086303-0.00092588i,-0.00014389-0.0011478i,-6.1485e-05-0.0003774i,-0.00028957+0.00041074i,5.8207e-05+0.00075694i,0.00059229-3.3023e-05i,0.0003939-0.00045972i,0.00014667+0.00026185i,-9.1424e-05+0.00025777i,2.2074e-07-0.00090521i,-3.0826e-05-0.0015002i,-0.00068443-0.0014539i,-0.0012633-0.0010215i,-0.0012863+1.6492e-06i,-0.00067583+0.00030575i,0.0002381-0.00024034i,0.00071902-0.00041262i,0.00044816-0.00060231i,5.0197e-05-0.0002775i
-0.001462+0.00059198i,-0.00087516+0.00060135i,-0.00051065+0.0020914i,-0.00029646+0.0016842i,0.00048345+0.00016701i,0.00073514-0.0017305i,-0.00036528-0.00097448i,-0.00061447+0.0011113i,0.00059149+0.00091088i,0.00084719+0.00037358i,0.00083993+0.00048095i,0.00085079+8.234e-05i,0.00029302-8.9588e-05i,-0.0006169-0.00022276i,-0.00097559-0.00089375i,-0.00031043-0.00097757i,-0.00022328-0.00051432i,-0.00028703-0.00043096i,0.00041482+0.00019921i,0.00037193+0.00037465i,0.00020329-0.00012642i,2.9473e-05-0.0003167i,-6.1681e-05+1.2879e-05i
-0.00040889+0.0024456i,-0.00020978+0.0022947i,0.001197+0.001756i,0.0013-0.0003258i,-0.00025396-0.0023494i,-0.0013951-0.0022551i,-0.001806-0.00072222i,-0.0016271+0.00065746i,-0.00036881+0.00085273i,5.7176e-05+0.00024627i,0.00012033+0.00027489i,0.00036006+0.00044105i,-0.00010346-0.00024916i,-9.3047e-05-0.00072645i,1.8694e-05-0.00029015i,-0.00077518-0.0001687i,-0.00091567+1.9936e-05i,-0.0002041-0.00054095i,0.0006097-0.0016904i,0.00074985-0.0013891i,0.00044378-0.00056717i,0.00022741+9.5716e-05i,0.00051716+0.00056757i
-0.0012649+0.00054507i,-6.8106e-05-6.7535e-05i,0.00066767+0.00030561i,0.00015796+0.0013855i,-0.00012257+0.002143i,8.2105e-05+0.0013003i,0.00011513+0.00037866i,0.0010644+0.00018756i,0.0021734-0.00044219i,0.0015683-0.00084034i,0.00020395-0.0003202i,-0.00037477+0.00072891i,-0.00043801+0.00035863i,-0.00036794-0.00037152i,-0.00029025+9.23e-05i,7.0985e-05+0.0001152i,0.00051269-1.3876e-05i,0.00045927+0.00041418i,0.0004299+0.00041558i,0.00051757+0.00038237i,0.00056464+4.8266e-05i,0.0005547-0.00059135i,0.00017616-0.00070077i
-0.0010622+0.00073376i,-0.0014907+0.000415i,-0.0010551+0.00062925i,0.00052393+0.000974i,0.0017708+2.8596e-05i,0.00092475-0.0016979i,-0.00059584-0.0018065i,-0.00065636-0.00026747i,0.00059668+0.00093081i,0.0014606+0.00030985i,0.0010631-0.00026754i,0.00020786+3.3233e-05i,-5.0674e-05+0.00024848i,0.00035897+0.00014689i,0.00068587-6.7342e-05i,0.00066812+1.3883e-05i,0.00037836-0.00037998i,0.00014336-0.00059927i,-6.1698e-05-0.00073307i,0.00029529-0.00064208i,0.00074076+1.4336e-05i,0.00040564+8.9543e-05i,-4.1327e-05-0.00016189i
0.0017218-0.00072546i,0.00064502-0.00034869i,-0.00040335+0.00016671i,-0.00043098-0.00023955i,-0.0012232-0.0010506i,-0.0022874-0.0020168i,-0.0026276-0.0015533i,-0.0011137+0.00025156i,0.00067101+0.00051689i,0.00062421-0.00015784i,-0.00039269-0.0010171i,1.5702e-05-0.0015702i,0.00071365-0.0013281i,0.00064232-0.0011832i,0.00041731-0.0010953i,0.0004975-0.0009137i,0.00010764-0.00071016i,0.00038433-0.00085071i,0.0012246-0.00076308i,0.0013836-0.00038038i,0.0011614-0.00039405i,0.000631-0.00052535i,0.00013423-0.0004113i
0.0013476+1.1123e-05i,0.00019709+0.00051359i,-0.00036397+0.0015551i,9.4747e-05+0.00090471i,0.0002893-0.00095019i,-0.0005233-0.0021975i,-0.0012786-0.00169i,-0.00016197+0.00024586i,0.001442+0.00083913i,0.0011589-0.00026786i,0.00060322-0.00049121i,0.00062723+0.00012048i,0.00079282-0.00024085i,0.001225-0.00060476i,0.00075594-0.00036016i,-0.00047214-0.00040254i,-0.00053861-0.00037817i,-0.00040499+0.00032864i,-0.00017589+0.00077948i,0.00014087+0.00058569i,6.686e-05+0.00051311i,-6.2847e-06+0.00075063i,7.9589e-05+0.00091676i
0.00095569+0.00038167i,0.00079607-0.00013663i,0.00080126+0.00013048i,0.00041662+0.0011461i,0.00028522+0.0007526i,-0.00047914-0.00048637i,-0.00097827-0.00069559i,-0.00011992+1.4885e-05i,0.00075811-2.9069e-05i,0.00019591+0.00014665i,-0.00071734+0.00012841i,-0.00038583+0.00027465i,-0.00020152+0.00027i,-0.00013245-0.00053352i,0.00045055-0.00076085i,0.00028496-0.00041466i,3.9327e-05-0.00035435i,0.00033601-0.00082605i,0.00046474-0.00072617i,0.000847-0.00075413i,0.0013629-0.00087365i,0.0011021-0.00026018i,0.00031404-9.2031e-05i
-0.0018838-0.00012451i,-0.001615+0.0014402i,-0.0011509+0.0023116i,-0.0010295+0.0029302i,-0.00058447+0.0025659i,0.00067096+0.00090417i,0.00088091+0.00021499i,0.00071302+0.00076877i,0.0010501+0.00076357i,0.0012127+0.00032901i,0.00082243+0.00020754i,0.00086099+0.00051116i,0.0013439+0.0002435i,0.0011261-0.00050907i,0.0004952-0.00031388i,-0.00039974+0.00022579i,-0.00089831+0.00078323i,-0.0010948+0.00044563i,-0.00021755-0.00035759i,0.00085446-0.0001977i,0.0010088-0.00046362i,0.00018655-0.00053064i,-0.00040269-0.00031118i
0.00055098-0.0011725i,-0.00019096-0.0012568i,-0.0012905-0.0014493i,-0.00092212-0.00081111i,-4.1859e-05-0.0012767i,6.0522e-05-0.0013103i,-5.8092e-05+0.00011219i,0.00027839+0.0013164i,0.00097402+0.0011039i,0.0013538+3.316e-05i,0.00077201-0.00039329i,0.00029942+0.00025449i,0.00047705+0.00066654i,0.0010371-0.00036068i,0.00079095-0.00091552i,0.00062845-0.00076723i,0.00092199-0.0011577i,0.00089601-0.0011119i,0.00027995+1.4329e-05i,-0.00082695+0.00050483i,-0.001147+6.0391e-05i,-0.00085489-0.00023965i,-0.00067965+0.00053015i
0.00018565+0.00066324i,0.00090497+0.00081629i,0.00080429+0.00086465i,0.00041188+0.0010811i,0.00059546+4.6168e-05i,-0.00010318-0.0018948i,-0.001171-0.0021526i,0.00021851-0.00073787i,0.0015141+0.00077147i,0.0011678+0.00040715i,0.00046882-0.00053281i,0.00029634+0.00020475i,0.00043843-0.00023958i,0.00033888-0.0013873i,0.00035191-0.00089055i,-0.0002222-0.00033764i,-5.4833e-05+0.00018563i,0.00058243+0.00055927i,0.00021594+0.00026152i,0.00041141+0.00032227i,0.00028929+8.608e-05i,-0.00068199+0.00028843i,-0.00078825+0.00081927i
7.2927e-05-0.00072694i,-0.00088601-9.0478e-05i,-0.0010596+0.00084184i,-0.00015249+0.0012136i,0.00057775-2.8833e-05i,0.00031332-0.0010353i,-0.00028489-0.00023412i,3.9034e-05+0.00043237i,0.00076711+0.00011176i,0.00056017-0.00077724i,-5.975e-05-0.00069727i,0.00039677-0.00075253i,0.0010292-0.00092181i,0.00029879-0.00043511i,1.4124e-05-0.00067753i,0.00059182-0.00029095i,0.00081146+0.00055611i,0.0004398+0.0007141i,9.4647e-05+0.00047646i,5.3902e-05+0.00031697i,0.000457+0.00029507i,0.00078122+0.00056238i,0.00061125+0.00076897i
0.00060737-0.00076686i,7.8571e-05-0.000287i,-2.7658e-05-0.00016206i,-0.0011224+0.00078506i,-0.0015418+0.0012367i,-0.0013714+0.00026578i,-0.0010528-0.00049807i,0.00074469+0.00023198i,0.0015069+0.00067093i,0.00065168-0.00015854i,-0.00010267-0.00029243i,0.00035007+0.00018379i,0.0010131+0.0005022i,0.00093785+0.00071591i,0.00092784-0.00013109i,0.00038311-0.001092i,0.00031208-0.0011663i,0.00085755-0.00068923i,0.00069423-2.834e-05i,7.9875e-05+0.00025815i,-0.00073328+0.00025912i,-0.0010077+0.0010397i,-0.00039904+0.0010692i
0.00052018-2.9771e-05i,0.00028194+0.00099182i,-0.00026841+0.00035086i,7.4353e-06-0.0008891i,0.00069059-0.0014874i,-2.6875e-05-0.0013035i,-0.00066047-0.00034014i,-0.00025228+0.0013363i,0.00038446+0.0012153i,0.0006421-0.00010024i,-5.6858e-05-8.5174e-05i,-0.00033011+0.00027476i,-5.2495e-05+0.00090993i,0.00038815+0.00019783i,0.00031713-0.00025613i,-3.9376e-05-0.00032628i,-0.00017894-0.00073228i,-0.00040953-7.8869e-05i,-0.00072895+0.00061395i,-0.00068174+0.00070829i,-0.00048033+0.00052104i,-0.00037146-6.2925e-05i,-0.00026367-0.00090016i
0.00010205+0.0012588i,0.00055794+0.00075982i,0.00042211+0.0021371i,0.00019567+0.0023207i,0.00013053+0.0008006i,0.00017972-0.0010241i,-0.00038404-0.0013883i,-7.3892e-05-0.00062005i,0.00096283-0.00023953i,0.0011878-0.00018839i,0.0001117-0.0004716i,-0.00041117-0.00085192i,-0.00013406-0.0010191i,0.00060806-0.0008861i,0.00052045-0.00016965i,-0.00027947-0.0003251i,-2.3025e-05-0.000227i,2.6723e-06+0.00029799i,5.4109e-05-0.00054183i,0.00043688-0.00023249i,0.00026664+0.00042205i,-0.00017101+0.00023621i,-8.0704e-05+0.00038857i
-0.00028603+0.00062049i,-6.2495e-05+0.00022392i,0.00036188-0.00042924i,0.0018757-0.0001672i,0.0029464-0.00030853i,0.0014082-0.0015325i,-0.00047328-0.0011845i,-8.1438e-05+0.00078716i,0.0013286+0.0011684i,0.0016453+0.00010648i,0.00079104-0.00011576i,0.00070187+0.00020385i,0.0010923-0.00030573i,0.00070661-0.00096552i,0.00049015-0.00073272i,0.00047071-0.00044552i,0.00027308-0.00061779i,1.3242e-05-0.00028429i,0.00015872-0.00086262i,0.00078293-0.00072934i,0.00079574+0.00019277i,0.00036852+0.00068495i,-0.00026598+0.00074705i
0.001126+0.00033522i,0.00045768+0.0010742i,0.0002954+0.0013766i,0.00018049+0.001096i,-0.00066835+0.0012366i,-0.0012155-9.864e-05i,-0.0010538-1.9037e-05i,-0.00014787+0.0010434i,0.0015521+0.00052378i,0.0020487-0.00033591i,0.00035172-0.00082076i,-0.00058406-0.00083763i,-0.00049546-0.00028074i,-0.00039248-0.00043248i,-0.00013778-0.0011254i,0.00062703-0.00078711i,0.0008203+0.00017113i,0.00045999+0.00041092i,0.00033603+0.00039277i,-0.00028937+0.00043355i,-0.00059493+0.00018842i,-0.00053812+4.8527e-05i,-0.00021978+3.8016e-05i
