0.00079959-0.00061647i,0.00083525-0.0016232i,-0.00063895-0.002672i,-0.0017827-0.0016318i,-0.0022169-0.00026431i,-0.0023592+0.00073116i,-0.00074828+0.0011207i,0.00063844+0.00090968i,0.00078988+0.00051082i,0.0010696-0.00089482i,0.0013471-0.0012313i,0.0011057+6.6646e-05i,2.8869e-05+1.1077e-05i,-0.00040918-0.00050546i,4.424e-05-0.00047286i,0.00037035-0.00047388i,-3.6854e-06-0.00068483i,-0.00030141-0.0010338i,0.00032869-0.00099486i,0.00015087-0.00066326i,-0.00014763-0.00095695i,7.1287e-05-0.0010113i,-0.00025395-0.00013304i
0.010931+0.088087i,0.13094+0.11443i,0.28618+0.092539i,0.31177+0.056274i,0.19934+0.052652i,0.09226+0.081309i,0.041599+0.076946i,0.01574+0.038967i,0.0025967+0.0080228i,-0.004068-0.0076051i,-0.010792-0.011671i,-0.01933-0.011949i,-0.026884-0.0066858i,-0.02377+0.0016422i,-0.014584+0.0029971i,-0.0077919+0.00065775i,-0.0021062-0.0010055i,0.0018378-0.0045999i,0.0031-0.0080798i,0.00089753-0.0081526i,-0.0021192-0.0054968i,-0.0039735-0.0027953i,-0.0059533-0.0017288i
0.044929-0.12384i,-0.021476-0.23832i,-0.14928-0.32032i,-0.19857-0.29199i,-0.12401-0.19463i,-0.043097-0.1161i,-0.016082-0.054144i,-0.012407-0.0089726i,-0.017452+0.009205i,-0.016068+0.013589i,-0.0047463+0.012171i,0.0070814+0.012755i,0.018126+0.011748i,0.019348+0.0028348i,0.010366-0.0011484i,0.0030856+0.0016003i,-0.001098+0.0021713i,-0.0052782+0.0016358i,-0.0067998+0.0013033i,-0.0040986+0.0018271i,-0.00071547+0.0030836i,0.0023931+0.003483i,0.0042126+0.0037175i
-0.11572+0.096751i,-0.14842+0.23169i,-0.10572+0.36022i,-0.042233+0.3462i,-0.036714+0.20844i,-0.058104+0.088854i,-0.054189+0.026791i,-0.032639+0.0018625i,-0.0060274-0.0065074i,0.0085285-0.010891i,0.01038-0.010658i,0.0076115-0.015978i,-0.0013517-0.024963i,-0.0070912-0.0228i,-0.0051519-0.014441i,-0.0022621-0.008491i,0.00014293-0.0033508i,0.0037759+0.0013794i,0.0062578+0.0020768i,0.0049673-0.0012247i,0.0017147-0.0037354i,-0.00024532-0.0039209i,0.00060598-0.0045824i
0.17465-0.025582i,0.29763-0.10756i,0.34547-0.21135i,0.28243-0.21634i,0.18519-0.12077i,0.1134-0.042371i,0.057851-0.016226i,0.020503-0.014496i,0.00036134-0.016419i,-0.0089364-0.011022i,-0.010567-0.0028624i,-0.012044+0.0079096i,-0.0085573+0.021812i,-0.00027294+0.02575i,0.0017808+0.018839i,-0.00069585+0.01024i,-0.0025284+0.0031732i,-0.0044371-0.0023579i,-0.0069249-0.0043995i,-0.0069461-0.0025425i,-0.0049699+0.00067529i,-0.0044242+0.0023061i,-0.0047196+0.0032819i
-0.17544-0.075292i,-0.33681-0.0958i,-0.43385-0.063646i,-0.37376-0.02621i,-0.22116-0.02072i,-0.097128-0.028808i,-0.030648-0.027072i,-0.0041652-0.01137i,0.0041797+0.0086036i,0.0078476+0.01435i,0.0083753+0.0076436i,0.011437-0.00063016i,0.016869-0.0093247i,0.015277-0.010988i,0.011678-0.0055471i,0.0093846-0.0019086i,0.0049756+0.00026802i,0.0017209+0.0038153i,0.00031453+0.0066813i,0.00088008+0.0061601i,0.0027987+0.003497i,0.0043223+0.0011427i,0.0050555+9.5747e-05i
0.1161+0.16235i,0.23332+0.27908i,0.30632+0.31765i,0.25328+0.2491i,0.12532+0.1447i,0.027952+0.08005i,-0.0066871+0.048792i,-0.0041859+0.025265i,0.0027767+0.0057566i,0.001399-0.0044694i,-0.00099537-0.0057879i,-0.0073038-0.0073723i,-0.019415-0.0052339i,-0.022342-0.00084301i,-0.016244-0.0014658i,-0.009889-0.0027719i,-0.003905-0.0026103i,0.001729-0.0041527i,0.0053082-0.0060048i,0.0038693-0.0051183i,0.0013606-0.0025543i,-0.00069254-0.00050389i,-0.0027551-0.0010355i
-0.014131-0.21374i,-0.029228-0.38094i,-0.043016-0.44963i,-0.025339-0.3561i,0.0124-0.19959i,0.031973-0.091038i,0.025813-0.03539i,0.008603-0.011639i,-0.0082537-0.0058723i,-0.012359-0.0020011i,-0.005659+0.0027726i,0.0054518+0.0093062i,0.019672+0.012292i,0.024764+0.0068105i,0.016309+0.0034182i,0.0062631+0.0053457i,0.0020935+0.0050406i,-0.00044985+0.0026581i,-0.0034002+0.0014881i,-0.0031285+0.0027174i,-0.0010723+0.004059i,0.00074429+0.0047289i,0.0011038+0.0058611i
-0.092181+0.18494i,-0.18199+0.32934i,-0.22132+0.37704i,-0.17799+0.27721i,-0.10564+0.13008i,-0.051528+0.033616i,-0.025762-0.0049091i,-0.014659-0.0056843i,0.0017811+0.00025231i,0.0090489-0.0039675i,0.0026161-0.005092i,-0.0018195-0.0071384i,-0.0047791-0.01474i,-0.0045135-0.015797i,0.00087474-0.011805i,0.0026854-0.0083362i,0.0012894-0.0037904i,0.002428+0.00026081i,0.0046988+0.0015209i,0.0046358+0.00035643i,0.0032283-0.0013204i,0.0018557-0.0024026i,0.0017161-0.0032058i
0.17696-0.10551i,0.32741-0.16887i,0.38218-0.1624i,0.28816-0.078889i,0.15302+0.0074214i,0.063397+0.045676i,0.022992+0.04431i,0.012974+0.024065i,0.0086862+0.0053878i,0.0039567+0.00025133i,-1.5397e-05+0.0011693i,-0.0054702+0.0077233i,-0.0083108+0.019963i,-0.0086775+0.02392i,-0.0095048+0.016193i,-0.0082601+0.0076286i,-0.0050311+0.0029194i,-0.0029201-0.0005777i,-0.0027215-0.0038539i,-0.002918-0.0047588i,-0.0031428-0.0038183i,-0.0035445-0.0021935i,-0.0047679+0.00016443i
-0.20167-0.0017676i,-0.351-0.039703i,-0.37829-0.093971i,-0.25824-0.11628i,-0.12048-0.090201i,-0.039433-0.053332i,-0.0063032-0.032461i,-0.0067759-0.018513i,-0.014271-0.00099223i,-0.0090619+0.0057115i,7.1536e-05-0.00076475i,0.0075841-0.0093257i,0.013523-0.017751i,0.012576-0.0192i,0.0079996-0.011449i,0.0052161-0.0037554i,0.0028826-0.0016295i,-0.00020784-0.0013502i,-0.0020952+0.00022512i,-0.00085627+0.00077124i,0.0014042+0.00055933i,0.0020795+0.00015492i,0.0032681+0.00015485i
0.16574+0.098254i,0.25706+0.20116i,0.22998+0.25704i,0.10675+0.20378i,0.0059434+0.095921i,-0.041512+0.022878i,-0.049424+0.002934i,-0.02914+0.0053054i,-0.009157+0.0026199i,-0.0056926+0.0014726i,-0.0052223+0.0049469i,-0.0080496+0.0036114i,-0.017306+0.0020086i,-0.018164+0.0010093i,-0.010777-0.0028317i,-0.0049261-0.0037515i,-0.0015349-0.00038978i,0.0019688+0.0011455i,0.0040145+0.00025515i,0.0021532-0.001172i,0.00030985-0.0016134i,4.0918e-05-0.00050401i,-0.001226-0.00047868i
-0.079804-0.15753i,-0.091496-0.28092i,-0.025225-0.30846i,0.056351-0.20413i,0.081873-0.079528i,0.074158-0.014416i,0.059256+0.0019903i,0.037428-0.0071324i,0.014672-0.016166i,0.0037206-0.013246i,0.0040038-0.005303i,0.010832+0.0048981i,0.021927+0.012457i,0.025489+0.013424i,0.017698+0.010772i,0.0079143+0.0062669i,0.0031414+0.0028918i,0.0010461+0.00081194i,-0.0010112-0.00013479i,-0.0019677+0.00073264i,-0.0030952+0.0013658i,-0.0041063+0.0026456i,-0.0034191+0.0043416i
-0.0057516+0.15985i,-0.064917+0.25281i,-0.13276+0.23179i,-0.13286+0.11269i,-0.076941+0.017984i,-0.032231-0.019831i,-0.020427-0.026609i,-0.017577-0.010174i,-0.006339+0.0037991i,-0.0013117+0.00029847i,-0.0056802-0.0050963i,-0.0085311-0.011165i,-0.010121-0.016815i,-0.0095994-0.013406i,-0.0045162-0.0064194i,-0.00092534-0.0034519i,-0.0017125-0.0025431i,-0.0026548+0.00057141i,-0.0020332+0.0033351i,-0.0010901+0.0025344i,-0.00018922+0.00056515i,0.00014878-0.0010622i,0.00017239-0.0018031i
0.076374-0.12196i,0.16484-0.16002i,0.19928-0.09889i,0.12687+0.0039944i,0.03259+0.055746i,-0.015912+0.064293i,-0.020924+0.060779i,-0.003626+0.042956i,0.0080787+0.020939i,0.010293+0.010379i,0.0078413+0.0085721i,0.0013706+0.013068i,-0.0027754+0.020149i,-0.0043366+0.019177i,-0.0053971+0.011324i,-0.003707+0.0050723i,0.0002854+0.0021154i,0.0020987-0.00048362i,0.0011776-0.0029859i,0.00060959-0.0026206i,-0.00014598-0.0010451i,-0.00047318-0.001157i,-0.00084434-0.0015803i
-0.11278+0.056499i,-0.19265+0.039231i,-0.17734-0.029905i,-0.070094-0.081035i,0.010365-0.082816i,0.034126-0.068273i,0.027603-0.057089i,0.0050119-0.040874i,-0.011258-0.018897i,-0.010533-0.0080085i,-0.0033403-0.0087872i,0.0048849-0.012697i,0.011264-0.01801i,0.011441-0.018755i,0.0072761-0.011897i,0.0032491-0.0050442i,0.00092659-0.0032363i,-0.00033724-0.0037236i,-0.0011297-0.00281i,-0.00091315-0.001775i,0.00085623-0.00095654i,0.0020824+0.00065154i,0.0029722+0.00134i
0.11267+0.000987i,0.16248+0.04773i,0.1112+0.086409i,0.0099278+0.066683i,-0.033591+0.024647i,-0.037711+0.00036471i,-0.038896-0.0032277i,-0.030307+0.0046545i,-0.015326+0.0078205i,-0.0075259+0.0076594i,-0.0079063+0.008773i,-0.013222+0.0075573i,-0.017032+0.005592i,-0.012965+0.0042705i,-0.005531+0.0022658i,-0.0022349+0.0012261i,-0.0015416+0.0025093i,0.00059678+0.003408i,0.0031067+0.0023036i,0.0031366+0.00075797i,0.0010972-0.00025542i,-0.00047759-0.00041974i,-0.00071191-0.00069268i
-0.081212-0.042245i,-0.097018-0.09389i,-0.034872-0.088235i,0.040344-0.015243i,0.063554+0.040778i,0.064565+0.055923i,0.063224+0.041926i,0.047982+0.011292i,0.02348-0.0069157i,0.010117-0.008275i,0.0090942-0.0064232i,0.012328-0.0021748i,0.016824+0.004605i,0.016017+0.0082134i,0.009294+0.0065506i,0.0041612+0.003909i,0.0023461+0.0014187i,0.00077361-0.00041531i,-0.00064668-0.00040559i,-0.0018772+2.5433e-05i,-0.0020653+0.00037417i,-0.001693+0.0011562i,-0.0024404+0.0020009i
0.048584+0.067161i,0.041192+0.10026i,-0.0048851+0.057312i,-0.039174-0.021855i,-0.046021-0.048166i,-0.045206-0.043144i,-0.039425-0.034964i,-0.029466-0.017695i,-0.017277-0.0045008i,-0.010751-0.0024302i,-0.0097099-0.0043221i,-0.0097636-0.0082868i,-0.0098861-0.010112i,-0.0089167-0.0075024i,-0.0057159-0.0035592i,-0.0025469-0.0015191i,-0.0017415-0.00078027i,-0.0024454+3.3131e-05i,-0.0027509+0.00029314i,-0.0020127-0.00023163i,-0.0015997-0.0016623i,-0.00061842-0.0032731i,0.0006054-0.0032033i
-0.013603-0.068862i,-0.0041407-0.086385i,0.0021452-0.033528i,-0.017096+0.029086i,-0.037161+0.037447i,-0.043228+0.036508i,-0.032481+0.045639i,-0.0094337+0.038932i,0.0043858+0.01888i,0.0079991+0.006652i,0.0093229+0.0062362i,0.0077463+0.0096056i,0.0039737+0.010963i,0.0028541+0.0081442i,0.0021265+0.0028492i,0.00034166+0.00026162i,0.00010785+9.2269e-05i,0.0011393-0.00024908i,0.0018108-0.00051358i,0.00081417+0.00014139i,-4.6289e-05+0.0012894i,-6.2209e-05+0.0019565i,-0.00088785+0.0008822i
-0.0070386+0.053148i,-0.012711+0.061415i,0.01169+0.01747i,0.055841-0.028971i,0.075289-0.047996i,0.069073-0.059096i,0.04755-0.057893i,0.021242-0.039494i,0.0064267-0.020753i,0.00028155-0.01223i,-0.0015477-0.010206i,0.0018065-0.0097312i,0.0054914-0.0090352i,0.0061578-0.0071712i,0.005045-0.0039621i,0.0031183-0.00068227i,0.0014726+0.00080821i,0.00067557+0.00051513i,0.00055276+0.00017792i,0.0017495+0.00068855i,0.0027348+0.00082635i,0.0029563+0.00097894i,0.0030134+0.0017764i
0.026474-0.044759i,0.025622-0.053383i,-0.0068033-0.036808i,-0.038286-0.017564i,-0.037033+5.7654e-05i,-0.031512+0.012371i,-0.035078+0.013542i,-0.029858+0.013465i,-0.014616+0.013886i,-0.0048915+0.013023i,-0.0044943+0.012357i,-0.0065005+0.010044i,-0.0075647+0.0063891i,-0.0055493+0.0044134i,-0.0019755+0.0025475i,-0.00018907-3.238e-05i,0.00012473-0.0012964i,9.2074e-05-0.00089426i,3.0434e-05+0.0002869i,-0.00086391+0.0001057i,-0.0019129-0.0012333i,-0.0029839-0.0012546i,-0.0034376-0.00077152i
-0.030401+0.030248i,-0.033009+0.0417i,-0.0082289+0.054108i,0.01617+0.068316i,0.026057+0.067097i,0.033298+0.056002i,0.038019+0.037821i,0.029892+0.015593i,0.012967+0.0035281i,0.0038975-0.0011462i,0.002633-0.0043909i,0.0049182-0.0033794i,0.0069848-0.00029455i,0.0041529+0.00022653i,-0.00022319+0.00064625i,-0.0021412+0.0020302i,-0.0020964+0.0026444i,-0.0018595+0.0022843i,-0.0017735+0.0018543i,-0.00086966+0.0017137i,0.00014989+0.0015408i,0.00084741+0.0025728i,0.00073884+0.0038367i
0.031265-0.012111i,0.045038-0.02534i,0.03882-0.050219i,0.017131-0.073002i,-0.017227-0.07209i,-0.040205-0.063234i,-0.040124-0.052257i,-0.030375-0.033015i,-0.020196-0.015462i,-0.014571-0.0060237i,-0.0118-0.0022494i,-0.0098311-0.0029678i,-0.0075268-0.003781i,-0.0036749-0.0029613i,-0.0007129-0.0022522i,0.0013201-0.0015839i,0.0038325-0.0009378i,0.0039161-0.00072762i,0.0026072-0.0016125i,0.0022438-0.0032815i,0.0022779-0.0038436i,0.0021529-0.0042201i,0.0012017-0.004274i
-0.034035+0.001084i,-0.056438+0.0041249i,-0.06951+0.021279i,-0.0608+0.034896i,-0.026934+0.028447i,-0.0053794+0.024991i,-0.00022459+0.028493i,0.005922+0.02306i,0.0082019+0.0088078i,0.0078868-0.00033033i,0.0088966-0.0012731i,0.0080123+2.7655e-05i,0.0058507+0.0018558i,0.0054121+0.0023032i,0.0045485+0.00039003i,0.0011497-0.0010779i,-0.0015424-0.0011466i,-0.0019712-0.0010406i,-0.0016011-0.00012367i,-0.0017276+0.0010915i,-0.0024661+0.0022275i,-0.0031912+0.0029493i,-0.0035818+0.0030896i
0.031321+0.0084068i,0.056765+0.018564i,0.08228+0.014683i,0.08799+0.00058157i,0.07148-0.011164i,0.059135-0.021253i,0.045863-0.025239i,0.028111-0.01906i,0.015359-0.0098521i,0.0074937-0.0039885i,0.0044225-0.0028567i,0.0035823-0.0042975i,0.0011078-0.0038791i,-0.0010213-0.00023076i,-0.00041741+0.0032523i,0.00059476+0.0038336i,0.0012834+0.0035271i,0.0014895+0.0033168i,0.0013264+0.0030633i,0.0016569+0.0030577i,0.0021479+0.0028068i,0.0021474+0.002173i,0.002237+0.0010198i
-0.022991-0.024461i,-0.04495-0.049403i,-0.064309-0.056645i,-0.064833-0.032541i,-0.053188+0.0050142i,-0.049903+0.028245i,-0.044783+0.030885i,-0.030366+0.0232i,-0.014907+0.01626i,-0.0049598+0.013561i,-0.0012355+0.012091i,-0.00080163+0.0095503i,-0.00082943+0.0043694i,-0.00070124+0.00055736i,-0.00073597+8.9685e-05i,-0.00021484-0.0013945i,0.00010515-0.0034338i,-0.0012648-0.0035392i,-0.0028965-0.0030232i,-0.0026936-0.0024526i,-0.0023105-0.0026488i,-0.0025944-0.0033674i,-0.0026958-0.0035885i
0.014333+0.033639i,0.019584+0.0677i,0.01939+0.0826i,0.011068+0.061656i,0.0041673+0.031199i,0.0058237+0.015506i,0.0092171+0.011663i,0.0062367+0.0085212i,-0.0013043+0.0033373i,-0.005179-0.0011205i,-0.0040701-0.0030303i,-0.0015861-0.0018198i,0.00064052-0.00049821i,0.0013184-0.0019215i,-3.4751e-05-0.0026732i,-0.0023867-0.0010128i,-0.0031501+0.00024214i,-0.001334+5.4233e-05i,-0.00069587+0.00037702i,-0.0008964+0.00028335i,-0.00034519+0.0012122i,0.00049391+0.0030312i,0.0013285+0.003806i
0.003601-0.034027i,0.014318-0.069216i,0.02708-0.084935i,0.026803-0.072961i,0.008249-0.062805i,-0.0099775-0.060704i,-0.019761-0.052372i,-0.021301-0.034831i,-0.014774-0.019458i,-0.0097846-0.011858i,-0.0095891-0.00626i,-0.008596-0.0025711i,-0.0051599-0.00096852i,-0.0007564+0.00099847i,0.0016555+0.00036098i,0.0021351-0.001308i,0.0024817-0.00036938i,0.0026661+0.00061231i,0.0031911-0.00063544i,0.0024771-0.0022278i,0.0013182-0.002261i,0.0013328-0.0019738i,0.0013622-0.0023513i
-0.019+0.023288i,-0.043505+0.047892i,-0.060834+0.051856i,-0.044221+0.038105i,-0.0012439+0.03415i,0.022104+0.03338i,0.01796+0.024842i,0.011048+0.013596i,0.010018+0.0035467i,0.010265-0.0024095i,0.0097282-0.0037506i,0.0090196-0.0028496i,0.006554-0.001407i,0.0044759+0.00048864i,0.0032395+0.0022916i,0.0010431+0.0018033i,-0.00058655+0.0008458i,-0.0012526+0.00035125i,-0.00088446-0.00014799i,-0.00060804+0.00024676i,-0.0018906+0.00045778i,-0.0029749+0.0011231i,-0.0031319+0.0019759i
0.030324-0.014171i,0.06046-0.022444i,0.079164-0.011106i,0.065246+0.0047618i,0.035532+0.0043178i,0.023397-0.0024332i,0.023432-0.0080043i,0.019648-0.0074601i,0.012809-0.002231i,0.0074759+0.00041532i,0.0038091-0.00053923i,0.00031581-0.0020767i,-0.0016952-0.0014459i,-0.002763+0.00069232i,-0.0029423+0.00098635i,-0.0017027+0.00052379i,-0.00026003+0.00085789i,5.0457e-05+0.0019036i,-0.00099667+0.0019207i,-0.0019167+0.00051956i,-0.0011012-6.6436e-05i,0.00014933-0.0003568i,0.0013983-0.00087505i
-0.029133+0.0050182i,-0.054166-0.006605i,-0.064844-0.027768i,-0.056347-0.029365i,-0.046496-0.0072091i,-0.045734+0.00984i,-0.037288+0.016429i,-0.021758+0.017315i,-0.011685+0.015229i,-0.0058963+0.013153i,-0.0021266+0.011153i,-0.00048699+0.0093998i,-0.00012398+0.0068743i,-0.00048616+0.0031199i,-0.0010827+0.0015118i,-0.0013255+0.0012363i,-0.00055772-0.00078713i,-4.4953e-05-0.0020148i,0.00057004-0.00089136i,0.00083023+0.00011084i,0.00029905-0.00058516i,-0.00093233-0.001064i,-0.0022912-0.0009035i
0.022935+0.011342i,0.03644+0.033276i,0.032538+0.052268i,0.020054+0.038137i,0.015207+0.0055599i,0.016442-0.0089651i,0.011003-0.0037869i,0.0009651+0.0018771i,-0.0060113+0.00022031i,-0.0074354-0.0028405i,-0.0048179-0.0043642i,-0.003083-0.0052316i,-0.0014814-0.004269i,0.0014365-0.0027767i,0.002132-0.0019768i,0.0024964-0.00046314i,0.0027822+0.00051987i,0.0022186-4.2723e-05i,0.0017904-0.0012165i,0.0014762-0.0011514i,0.00059393+0.00028967i,0.00047783+0.0013838i,0.0012914+0.0017266i
-0.015434-0.018602i,-0.013345-0.04289i,0.0013385-0.05665i,0.013882-0.043554i,0.013814-0.02878i,0.004457-0.024833i,-0.0070716-0.02205i,-0.012178-0.01832i,-0.0087955-0.01461i,-0.0060336-0.010681i,-0.0062961-0.0051406i,-0.0051421-0.0012915i,-0.0035656+0.0006177i,-0.0019554+0.0013584i,-0.00027859+0.00024944i,-0.00013484-0.0012044i,0.00038298-0.0013046i,0.0010023-0.00019891i,0.0007025+0.00092513i,-0.00051735+0.0026089i,-0.0014769+0.0028104i,-0.0023247+0.00066613i,-0.0020826-0.00018174i
0.0067649+0.019418i,-0.0061178+0.035829i,-0.024207+0.037579i,-0.020618+0.028234i,-0.0025618+0.031935i,0.0050661+0.034279i,0.0032239+0.021664i,0.0042709+0.0072098i,0.007833-0.00097135i,0.0088158-0.0039409i,0.0085959-0.0040354i,0.0088524-0.0028464i,0.0061463-0.0012i,0.0017577+0.0011427i,-0.00011583+0.0028336i,-2.4519e-07+0.0030816i,-0.00066596+0.0018691i,-0.00068999+0.00059114i,0.00090129-0.00044189i,0.0009474-0.0011038i,-0.00057942-0.00089668i,-0.0021175-0.00015489i,-0.0018657+0.0009176i
0.0043301-0.01819i,0.021841-0.028304i,0.034721-0.017956i,0.022818+0.00092322i,-0.00019883-8.0323e-05i,-0.0090558-0.0087087i,-0.0011421-0.011444i,0.0059267-0.0068849i,0.0063982+0.00040501i,0.0038917+0.0022322i,0.00088172+0.00035057i,-0.00098268-0.0004739i,-0.0012402-0.00226i,-0.0002946-0.0040214i,0.00078368-0.003459i,0.00099387-0.002309i,6.104e-05-0.0016661i,-0.0016311-0.0011617i,-0.0031784-0.0013425i,-0.0037551-0.0015289i,-0.0021453-0.0013344i,0.00023462-0.0011763i,0.00077458-0.0013919i
-0.01368+0.015449i,-0.030445+0.01504i,-0.037906-0.0037167i,-0.027267-0.020172i,-0.016508-0.018778i,-0.012825-0.015576i,-0.010219-0.0078827i,-0.0063064+0.0032041i,-0.0039283+0.0079821i,-0.0018931+0.0091898i,0.00073187+0.0092119i,0.0016901+0.0083474i,0.0013996+0.0059744i,0.00057681+0.0016997i,-0.00081751-0.0010676i,-0.0021235-0.0021669i,-0.0012987-0.0022552i,0.00050004-0.00035632i,0.00146+0.0016649i,0.0022517+0.0019526i,0.001808+0.001039i,0.00073157-0.00018628i,5.1075e-05-0.00080011i
0.01574-0.0062189i,0.030209+0.00050179i,0.030722+0.013943i,0.023407+0.012945i,0.026297-0.0016129i,0.03091-0.0045715i,0.022578+0.0013099i,0.006799+0.0042673i,-0.0031431+0.0020337i,-0.0049897-0.0012166i,-0.0050172-0.0034924i,-0.0048572-0.0043792i,-0.0014841-0.0022746i,0.0024002+0.0016116i,0.0031908+0.0035087i,0.0027693+0.0028569i,0.0016328+0.0019264i,0.0001554+0.0010979i,-0.00014254-0.00051136i,-1.4032e-05-0.0018917i,-0.0001679-0.00091824i,2.6177e-05+0.00078322i,-0.000495+0.0013803i
-0.011246-0.00089029i,-0.01865-0.012344i,-0.011655-0.02329i,0.0015034-0.014247i,0.0061124+0.0055205i,0.00092627+0.013474i,-0.0066174+0.0094286i,-0.009189+0.0019028i,-0.0062187-0.0015523i,-0.0034244-0.0014504i,-0.0024418+0.00040909i,-0.0017749+0.0021964i,-0.0026224+0.0028222i,-0.0022699+0.0025057i,-3.7293e-05+0.0011912i,0.00055691+0.00045478i,0.00056228+0.001184i,0.00026175+0.001554i,-0.0013924+0.002538i,-0.0035853+0.0036116i,-0.0029693+0.0028089i,-0.0015525+0.0013215i,-0.00098411+0.00036518i
0.0092539+0.0081071i,0.010692+0.018026i,0.0016747+0.025157i,-0.0075218+0.021537i,-0.013436+0.018556i,-0.017671+0.018205i,-0.016536+0.011551i,-0.0086222+0.0032165i,-0.00092773-0.0013005i,0.0025099-0.0016321i,0.0043867-0.0011607i,0.0043946-0.0029731i,0.001314-0.0038247i,-0.0028015-0.0011072i,-0.004332+0.001093i,-0.0042477+0.00081673i,-0.0037269-0.00037257i,-0.00239-0.0010104i,0.00038081-0.0012591i,0.0029101-0.002337i,0.0020788-0.0022803i,-9.9411e-06-0.00069356i,-0.00095586+0.00019758i
-0.0080285-0.0090242i,-0.0036087-0.016583i,0.0041675-0.014863i,0.0013592-0.0096963i,-0.0074976-0.015878i,-0.012283-0.024634i,-0.0092147-0.021434i,-0.0026401-0.01152i,-0.00014797-0.0042617i,-0.0025275-0.0011943i,-0.0041031-0.00028687i,-0.00266+0.00024498i,-9.7804e-05-0.00078417i,0.0020016-0.00276i,0.0024477-0.0031036i,0.0021142-0.0020311i,0.0013872-0.0010098i,9.1435e-05-0.00035897i,-0.0014139-0.00028944i,-0.0018167-0.0015071i,-0.00066377-0.0013771i,0.00039806-9.8113e-05i,0.00018095+0.00024821i
0.0038381+0.0075722i,-0.0027334+0.010765i,-0.0092119+0.0023872i,-0.0045007-0.010168i,0.0036935-0.016215i,0.0079942-0.016832i,0.0060527-0.011484i,0.0016511-0.0040109i,-0.00022683-0.00061617i,-0.00049972-0.00068755i,-0.0001356+2.2089e-05i,0.0023473+0.0011144i,0.0041327+0.001062i,0.0033517-0.00015976i,0.0020471-0.0014397i,0.0018097-0.0020829i,0.0019831-0.0022965i,0.0018494-0.0016298i,0.002105+0.00089334i,0.0028266+0.002626i,0.0029665+0.0022962i,0.0026465+0.0017504i,0.0026791+0.0010923i
0.0035004-0.0087345i,0.0096116-0.0094162i,0.012557-0.001599i,0.013437+0.0062611i,0.020882+0.0078134i,0.02457+0.0094125i,0.017588+0.009938i,0.0062787+0.0067566i,0.00048045+0.0024703i,0.0005666-0.00053634i,0.00032424-0.0016985i,-0.0013613-0.00064942i,-0.0010814+0.0022555i,0.001322+0.0042103i,0.0021527+0.0038914i,0.00052622+0.0023805i,-0.00017841+0.0017644i,-0.00095263+0.0015149i,-0.002163-0.00035513i,-0.0023024-0.0019311i,-0.0019717-0.00078529i,-0.0011104+0.0011108i,-7.5843e-05+0.0011603i
-0.0037997+0.0059955i,-0.0086346+0.0034229i,-0.0072254-0.0024793i,-0.0031931-0.00022143i,-0.004921+0.010676i,-0.0074035+0.015312i,-0.0072166+0.010394i,-0.0055492+0.0037641i,-0.0033524+0.0015304i,-0.0012194+0.0021241i,-0.0014495+0.0018497i,-0.0025474+0.0013086i,-0.0028447+0.0015121i,-0.0020797+0.00054035i,-0.00073676-0.00094383i,-9.7664e-05-0.00066131i,-0.00019037-2.0734e-05i,-0.00043738+0.0003138i,-0.0012298+0.00098069i,-0.0025046+0.0015238i,-0.0031309+0.0020226i,-0.0025071+0.0018429i,-0.0016202+0.0017309i
0.0041593-0.0046471i,0.007001-0.0019219i,0.0016305+0.0058953i,-0.0066222+0.0069496i,-0.011324+0.00054374i,-0.014077-0.0028144i,-0.011833-0.0022956i,-0.0064914-0.0017066i,-0.0028404-0.0014759i,-0.0020802-0.0004406i,-0.002046-0.0009929i,-0.002149-0.0036341i,-0.0030429-0.0047337i,-0.0037461-0.0023545i,-0.0031623+0.00057302i,-0.0025795-6.7334e-06i,-0.0020791-0.001552i,-0.0013138-0.0017007i,-0.00014939-0.0017847i,0.002197-0.0030019i,0.0029476-0.0034431i,0.0011147-0.0028057i,-0.00041956-0.0018648i
-0.0056966+0.00024705i,-0.0070469-0.0022637i,-0.0018231-0.0071076i,0.0028393-0.010811i,0.0040392-0.015779i,0.0038635-0.01812i,0.0015453-0.012006i,0.00019089-0.0047537i,-0.0007832-0.0014954i,-0.0013294-0.00069726i,-0.00071238-0.00031457i,0.00066227+9.8826e-05i,0.0020076+0.00014474i,0.0033537-0.00099088i,0.0035903-0.0013915i,0.0015494-0.00076788i,0.00010963-0.00095269i,-0.00015865-0.0012934i,-0.00056976-0.00093323i,-0.0011897-0.00065574i,-0.0016838-0.00041381i,-0.00099022+0.00072347i,-0.00026111+0.0011919i
0.0081989+0.0014867i,0.0084591+0.0025347i,0.003775+0.0022946i,0.0040098+0.00031731i,0.0099078+0.00049205i,0.01023+0.0021051i,0.0045506+0.0016422i,0.00069482+0.00060845i,0.00031581-0.00023256i,0.00055205-0.0014044i,0.001577-0.0018028i,0.0036966-0.0016753i,0.0036869-0.0022865i,0.0011553-0.0020059i,-0.00039303-0.00030507i,0.00089385-3.6106e-05i,0.0024649-0.00027824i,0.003064+0.00045135i,0.0029764+0.0018354i,0.0033924+0.0022248i,0.0033655+0.0023537i,0.001761+0.0028489i,0.00077035+0.0024823i
