-0.0025594+0.0011529i,-0.0015497+0.00074462i,-0.0008674+0.00076592i,-6.5782e-05+0.00063404i,0.00023502+9.6154e-05i,0.00075553-0.00040857i,0.00051731-0.00013691i,0.00034379+0.00043408i,0.00064809+0.000739i,0.00060284+0.00044961i,0.00049158-0.00051103i,-8.1035e-05-0.00080315i,5.0318e-05-2.7991e-05i,0.00042011-0.00033408i,-0.00011251-0.00074036i,4.726e-05-0.00028427i,0.00030026+0.00014735i,0.00021614-0.00014208i,0.00064703-0.00018099i,0.0010013+0.00067794i,0.0010518+0.00074024i,0.000391-0.00017566i,0.00010052-0.00074322i
-0.047157-0.053144i,-0.3415-0.10673i,-0.85427-0.028858i,-1.3369+0.31027i,-1.3585+0.77226i,-0.81521+0.88172i,-0.30481+0.50003i,-0.25366+0.18855i,-0.22803+0.22558i,-0.0032339+0.19564i,0.061338-0.0057944i,-0.050732-0.056981i,-0.083254+0.019062i,-0.038474+0.037057i,0.023179-0.0054707i,0.074182-0.090142i,0.043301-0.17416i,-0.043974-0.18306i,-0.093944-0.12883i,-0.07731-0.070388i,-0.037477-0.037077i,-0.01657-0.016243i,-0.0093515-0.0033506i
0.016377+0.011451i,0.12945+0.17474i,0.28443+0.37308i,0.31403+0.47297i,0.16572+0.47837i,0.071411+0.42967i,0.069702+0.20983i,-0.055737-0.052526i,-0.15898-0.045724i,-0.077786+0.080421i,-0.024061+0.085565i,-0.044644+0.048468i,-0.027396+0.00597i,-0.017476-0.05244i,-0.035954-0.052303i,-0.017445-0.00638i,0.022968-0.015135i,0.025039-0.085421i,0.0041777-0.12033i,0.0084444-0.085078i,0.034841-0.046637i,0.032607-0.038779i,0.006678-0.021997i
-0.021071+0.0047i,-0.057586-0.15677i,-0.11417-0.45971i,-0.16538-0.62484i,-0.031704-0.42679i,0.14602-0.17274i,-0.010819-0.087543i,-0.34165+0.063515i,-0.40457+0.23766i,-0.25941+0.22271i,-0.16259+0.14325i,-0.10916+0.11684i,-0.055877+0.12837i,-0.0097788+0.166i,0.0256+0.17109i,0.027848+0.1202i,0.018626+0.094757i,0.026204+0.11011i,0.026468+0.1031i,0.0087302+0.061055i,0.0011964+0.015097i,0.011874-0.013786i,0.010252-0.017748i
0.012262+0.070704i,-0.056989+0.19276i,-0.21756+0.42813i,-0.32245+0.60481i,-0.25369+0.4999i,-0.14826+0.20548i,-0.12777+0.01122i,-0.12038-0.050499i,-0.087335-0.066884i,-0.021444-0.034897i,0.033007-0.0080961i,-0.0032239+0.0038157i,-0.041064+0.046993i,-0.0024572+0.063495i,0.040271+0.032849i,0.039613+0.0041471i,-0.00021398-0.0020099i,-0.059193+0.037503i,-0.084025+0.086402i,-0.066237+0.065365i,-0.058057+0.0013163i,-0.061392-0.022147i,-0.040987-0.01184i
0.036289-0.020338i,0.17287-0.11692i,0.40289-0.32878i,0.50217-0.56518i,0.34885-0.60193i,0.20157-0.41865i,0.20712-0.2591i,0.23651-0.20749i,0.23156-0.17496i,0.19476-0.11862i,0.15533-0.043797i,0.15229-0.0045161i,0.16034-0.024285i,0.14646-0.05202i,0.097972-0.054037i,0.025976-0.033775i,-0.024238-0.028028i,-0.034971-0.053516i,-0.027767-0.055121i,-0.018051-0.012393i,-0.020191+0.023398i,-0.033973+0.031771i,-0.03538+0.035272i
-0.028496-0.02659i,-0.18318-0.091187i,-0.50744-0.18488i,-0.80642-0.18207i,-0.7417-0.048374i,-0.36247+0.04718i,-0.11893+0.02491i,-0.11595+0.067639i,-0.093264+0.16134i,-0.033685+0.1366i,-0.014611+0.062785i,-0.00024577-0.00080802i,-0.010049-0.040035i,-0.018383-0.018737i,0.012021-0.00048543i,0.039911-0.017992i,0.05102-0.024487i,0.068946-0.019031i,0.085098-0.019852i,0.067483-0.018641i,0.02879-0.0023055i,0.013454+0.013087i,0.017966+0.0063763i
0.0028523+0.024612i,0.0049711+0.085841i,-0.037197+0.238i,-0.13464+0.4238i,-0.18178+0.44303i,-0.14963+0.26817i,-0.11866+0.1285i,-0.08351+0.078843i,-0.033329+0.00076376i,-0.014752-0.075577i,-0.027438-0.078334i,-0.038413-0.048622i,-0.042541-0.052205i,-0.042289-0.094659i,-0.037921-0.12398i,-0.033249-0.097523i,-0.026485-0.031391i,-0.027682+0.038392i,-0.035434+0.070471i,-0.034583+0.053035i,-0.032376+0.027152i,-0.025592+0.012268i,-0.012801-0.004021i
-0.0048481+0.0047973i,-0.0093416+0.0081037i,0.027504+0.04357i,0.12381+0.073583i,0.13963+0.03948i,0.023458+0.0041431i,-0.062392+0.033861i,-0.051523+0.071785i,-0.0077011+0.076532i,0.034863+0.048623i,0.035304+0.024826i,0.023648+0.041163i,0.055341+0.040154i,0.063807-0.0049378i,0.018543-0.030818i,-0.026967-0.020106i,-0.046502-0.0023343i,-0.041707+7.9187e-05i,-0.032526-0.0079826i,-0.029756-0.0036991i,-0.019953+0.009201i,-0.0082118+0.014861i,-0.0061494+0.017612i
-0.0084325-0.0012403i,-0.0022646+0.01601i,-0.02056+0.041405i,-0.071544+0.10688i,-0.053811+0.15896i,-0.0030435+0.060524i,-0.096953-0.036761i,-0.21035+0.085081i,-0.14497+0.23385i,-0.033976+0.20391i,-0.011092+0.10974i,-0.027116+0.065027i,-0.039845+0.058917i,-0.046176+0.073967i,-0.02782+0.081908i,0.018967+0.066154i,0.069551+0.037701i,0.10399+0.0035903i,0.11112-0.017766i,0.087857-0.0083434i,0.057011+0.014368i,0.036945+0.023844i,0.020318+0.018444i
-0.013621+0.04369i,-0.061386+0.10712i,-0.089021+0.30835i,0.067508+0.56331i,0.30817+0.55162i,0.29099+0.29679i,0.057449+0.20609i,-0.023486+0.26673i,0.033284+0.1854i,0.017149+0.043186i,-0.013866-0.00092205i,-0.015537-0.00018535i,-0.015067-0.0034746i,-0.0047139-0.02599i,-0.0060004-0.039659i,-0.015364-0.018085i,-0.010497-0.0015895i,-0.0077029-0.0049921i,-0.013938-0.0081704i,-0.0090493-0.0064407i,0.0035015-0.0030406i,0.0033585-0.0032338i,-0.0021729-0.0028099i
0.030826+0.015209i,0.16604+0.061252i,0.41861+0.089682i,0.61548+0.028376i,0.54907-0.015272i,0.3445+0.047359i,0.29906+0.09485i,0.37154+0.011994i,0.33944-0.10239i,0.22038-0.12361i,0.12649-0.076382i,0.088922-0.018468i,0.084938-0.0033871i,0.059378-0.029756i,0.00098118-0.042576i,-0.04932-0.025407i,-0.070812-0.00038625i,-0.067389+0.011862i,-0.051754+0.0073515i,-0.032406-0.0020701i,-0.012442-0.00097426i,0.0034845+0.0089698i,0.010081+0.016671i
-0.0069396-0.051734i,-0.067712-0.18863i,-0.22044-0.40062i,-0.41963-0.53279i,-0.5287-0.45653i,-0.43415-0.23971i,-0.15753-0.095152i,0.10582-0.097314i,0.18252-0.12582i,0.099667-0.097314i,0.012007-0.036077i,-0.0037115-0.012054i,-0.012766-0.022052i,-0.039808+0.0058757i,-0.026906+0.046035i,0.019913+0.041379i,0.051198+0.019698i,0.054101+0.014683i,0.04179+0.024979i,0.027278+0.036041i,0.022201+0.031112i,0.019224+0.010455i,0.0073079-0.0082226i
-0.022856+0.024968i,-0.039379+0.11134i,-0.034975+0.18529i,-0.072394+0.11533i,-0.17805-0.00020452i,-0.21994+0.058392i,-0.14602+0.20829i,-0.084482+0.2425i,-0.079649+0.16939i,-0.085512+0.09236i,-0.070339+0.060158i,-0.034313+0.04134i,-0.021539+0.018978i,-0.0038693+0.016198i,0.043452+0.0069439i,0.067503-0.023786i,0.056676-0.050209i,0.032952-0.061867i,0.0076959-0.055214i,-0.0019344-0.037521i,0.0015631-0.032194i,-0.0027425-0.039683i,-0.0098836-0.037633i
0.011576-0.0089125i,0.041969-0.083232i,0.049571-0.18815i,0.05418-0.18872i,0.14161-0.10545i,0.25474-0.10903i,0.22039-0.18219i,0.052533-0.1978i,-0.098091-0.14925i,-0.1185-0.075701i,-0.032152-0.035909i,0.03043-0.031421i,0.04973-0.014479i,0.050334-0.023165i,0.00080828-0.047833i,-0.063249-0.031198i,-0.088179+0.0021152i,-0.076962+0.0149i,-0.044073+0.0073599i,-0.014829-0.0090695i,-0.0069722-0.012607i,-0.0089702+0.006333i,-0.0084742+0.025016i
-0.009591+0.019335i,-0.014091+0.12718i,0.086739+0.29874i,0.31879+0.33678i,0.42423+0.13899i,0.26337-0.1287i,0.060299-0.34358i,-0.064904-0.43566i,-0.11453-0.28653i,-0.031345-0.062759i,0.052351-0.012722i,0.031766-0.042713i,0.0099812-0.045447i,-0.0056169-0.038151i,-0.033099+0.0049818i,-0.020963+0.061613i,0.0085671+0.089203i,0.023602+0.09394i,0.025377+0.074677i,0.0097146+0.037818i,-0.012123+0.01402i,-0.017046+0.013947i,-0.0059404+0.018819i
0.046475-0.031942i,0.14681-0.18416i,0.19452-0.49576i,0.023164-0.73139i,-0.23157-0.5806i,-0.30141-0.21274i,-0.2212+0.021803i,-0.10682+0.10527i,0.034779+0.09484i,0.089176+0.021425i,0.032627-0.0089513i,-0.009235-0.00044579i,-0.033349-0.0069268i,-0.036061+0.0044018i,0.019259+0.0099254i,0.07568-0.0222i,0.1002-0.058404i,0.095143-0.082379i,0.060587-0.080882i,0.027527-0.047021i,0.011522-0.017713i,0.0048622-0.013264i,0.0053628-0.013391i
-0.074479-0.00076904i,-0.31393+0.033052i,-0.72314+0.18257i,-1.0125+0.40462i,-0.87867+0.49187i,-0.46349+0.45273i,-0.11566+0.46096i,0.075309+0.43901i,0.11337+0.25907i,0.015047+0.082018i,-0.052321+0.050314i,-0.035626+0.061483i,-0.019386+0.059056i,-0.0078847+0.04017i,-0.0061406-0.011671i,-0.028895-0.046518i,-0.044043-0.051087i,-0.042956-0.046534i,-0.028851-0.026976i,-0.0061679-0.0062155i,0.0052942+0.0030804i,-0.0012217+0.0079242i,-0.0076293+0.01056i
0.048501+0.053423i,0.21252+0.13334i,0.4513+0.22772i,0.5568+0.29288i,0.47484+0.29193i,0.40223+0.15088i,0.34539-0.085375i,0.18898-0.18098i,0.057616-0.086881i,0.047675-0.022326i,0.047257-0.043353i,0.027427-0.043067i,0.032639-0.02436i,0.026028-0.018436i,-0.012172+0.0012817i,-0.042692+0.036476i,-0.052352+0.06874i,-0.04967+0.089127i,-0.037533+0.082733i,-0.027521+0.054068i,-0.018584+0.033644i,-0.0019479+0.027857i,0.0087067+0.015434i
-0.02928-0.056079i,-0.15425-0.18225i,-0.3577-0.31265i,-0.45477-0.30369i,-0.35961-0.19375i,-0.28778-0.17474i,-0.37219-0.25935i,-0.43985-0.26707i,-0.33938-0.1534i,-0.15929-0.055901i,-0.061302-0.041106i,-0.057519-0.047746i,-0.056663-0.039474i,-0.029957-0.020956i,0.0059721+0.004217i,0.035833+0.0080331i,0.043122-0.0035276i,0.03585-0.0085989i,0.020979-0.014661i,0.0060415-0.015122i,0.0072856-0.0082255i,0.016485-0.010874i,0.011961-0.014619i
0.017529+0.070349i,0.096736+0.25371i,0.27625+0.48269i,0.424+0.50837i,0.31817+0.31081i,0.018219+0.23189i,-0.16766+0.36744i,-0.17398+0.40762i,-0.13098+0.27735i,-0.065053+0.16633i,0.0011425+0.11719i,0.02805+0.096281i,0.032552+0.082227i,0.02941+0.050522i,0.031241+0.009371i,0.041781-0.032131i,0.044533-0.072181i,0.033696-0.094735i,0.014323-0.079898i,0.0021895-0.040939i,-0.0031234-0.019026i,-0.015599-0.013005i,-0.017772-0.0021301i
0.017417-0.075509i,0.047985-0.26044i,0.085575-0.52412i,0.12822-0.66773i,0.17916-0.59334i,0.22989-0.42138i,0.2817-0.22269i,0.34491-0.047435i,0.31789-0.019421i,0.15618-0.064448i,0.038168-0.043837i,0.044315-0.016952i,0.071163-0.027772i,0.060558-0.040881i,0.019799-0.044737i,-0.025344-0.030279i,-0.050641-0.010749i,-0.057175+0.005715i,-0.040408+0.024348i,-0.015895+0.023273i,-0.0069992+0.011415i,0.00047304+0.010446i,0.012343+0.0067444i
-0.064772+0.056219i,-0.18041+0.23933i,-0.31806+0.54012i,-0.3138+0.75227i,-0.12653+0.64672i,0.048726+0.31478i,0.12681+0.054034i,0.20857-0.056064i,0.21463-0.094358i,0.08189-0.075737i,-0.025119-0.027728i,-0.054643-0.013094i,-0.068952-0.024688i,-0.069647-0.025819i,-0.066576-0.0068851i,-0.069389+0.041661i,-0.056764+0.10316i,-0.023327+0.13383i,0.011966+0.10723i,0.022175+0.053467i,0.014548+0.018584i,0.010564+0.0013156i,0.00056338-0.012117i
0.078905-0.030211i,0.25132-0.10678i,0.48358-0.20088i,0.57013-0.18468i,0.42818-0.0033638i,0.26001+0.16657i,0.16212+0.16446i,0.04996+0.1084i,0.00059844+0.099367i,0.046317+0.07004i,0.055829+0.02613i,0.021386+0.019813i,-0.0083304+0.035375i,-0.019728+0.053493i,0.0033951+0.057588i,0.045583+0.036192i,0.083963+0.0055257i,0.09813-0.028339i,0.073172-0.050063i,0.03822-0.040533i,0.016773-0.018821i,-0.0032314-0.0049456i,-0.019523+0.0067851i
-0.077927-0.0015546i,-0.22886-0.043204i,-0.46224-0.16607i,-0.64922-0.33624i,-0.67657-0.37453i,-0.57335-0.23029i,-0.45289-0.079056i,-0.38516-0.017345i,-0.27803+0.01488i,-0.10466+0.0179i,0.0068704-0.0069302i,0.042993-0.011225i,0.057163-0.015348i,0.045763-0.032114i,0.029966-0.045078i,0.023629-0.07508i,0.0026405-0.12137i,-0.029896-0.14158i,-0.049003-0.11028i,-0.040826-0.054526i,-0.019838-0.017004i,-0.0063587-0.002135i,0.0064585+0.0077385i
0.066629+0.025839i,0.18589+0.059878i,0.3298+0.06922i,0.32883-0.027062i,0.14551-0.1748i,-0.0083195-0.16692i,0.021322-0.074978i,0.086577-0.11091i,0.022331-0.15987i,-0.048354-0.083822i,-0.02067-0.011945i,0.012688-0.01924i,0.012582-0.032713i,0.0059133-0.030039i,-0.015946-0.020805i,-0.052837+0.0033166i,-0.086274+0.044104i,-0.090053+0.082166i,-0.057083+0.086949i,-0.021573+0.060174i,-0.0062072+0.031685i,-4.873e-05+0.014828i,0.0049452+0.0036314i
-0.036068-0.043718i,-0.11528-0.13891i,-0.18468-0.26782i,-0.12216-0.3208i,0.082774-0.26825i,0.27649-0.24074i,0.33862-0.26041i,0.30018-0.23397i,0.19377-0.15537i,0.066925-0.065443i,0.0040495-0.010565i,-0.016463-0.0021677i,-0.02055+0.004434i,0.0024378+0.01537i,0.01826+0.02534i,0.025684+0.060503i,0.05676+0.1019i,0.08665+0.10726i,0.078186+0.072967i,0.044758+0.029555i,0.019683+0.008083i,0.01189+0.005434i,0.0057558+0.0016579i
0.020428+0.055244i,0.034629+0.18429i,0.024472+0.41499i,0.01087+0.63281i,0.033092+0.64543i,0.0045369+0.45217i,-0.097474+0.27776i,-0.10697+0.22987i,-0.0031102+0.16708i,0.037938+0.045622i,0.0020437-0.011758i,-0.0067723-0.00012248i,-0.0045561+0.010744i,-0.011377+0.01397i,0.0065143+0.010605i,0.049458-0.01496i,0.082108-0.066746i,0.073177-0.1091i,0.033684-0.099369i,0.002466-0.057347i,-0.0093081-0.025404i,-0.011076-0.010177i,-0.011368-0.002216i
0.00097727-0.051388i,-0.00174-0.13458i,-0.018576-0.20952i,-0.079105-0.13398i,-0.15728+0.090947i,-0.15769+0.22595i,-0.14018+0.17916i,-0.18757+0.10737i,-0.17839+0.089932i,-0.084256+0.058489i,-0.03038+0.0070598i,-0.030678-0.010792i,-0.034464-0.0039887i,-0.033422+0.0016143i,-0.027007-0.012271i,-0.035232-0.049634i,-0.071021-0.079354i,-0.095949-0.077141i,-0.079015-0.050279i,-0.043207-0.020686i,-0.023025-0.0041175i,-0.017133+0.002937i,-0.0064434+0.01045i
-0.025736+0.040855i,-0.08275+0.10102i,-0.20655+0.13868i,-0.34319+0.070011i,-0.37435-0.083057i,-0.2863-0.18813i,-0.17796-0.20307i,-0.12694-0.14482i,-0.088705-0.045125i,-0.026197+0.012683i,-0.0030499+0.01858i,-0.017861+0.024873i,-0.014749+0.025378i,-0.0088779+0.0033699i,-0.026455-0.004774i,-0.049687+0.026923i,-0.05412+0.079442i,-0.034733+0.11142i,-0.0084318+0.094358i,0.0088571+0.049126i,0.016842+0.017542i,0.02032+0.0040781i,0.023673-0.0066725i
0.032231-0.022482i,0.099414-0.065344i,0.22096-0.12049i,0.31015-0.18348i,0.26288-0.22692i,0.13079-0.16481i,0.055898-0.023499i,0.066842+0.025594i,0.058117-0.021313i,0.01408-0.030951i,0.011139-0.0047195i,0.041786-0.00050217i,0.061368-0.010157i,0.05981-0.010677i,0.049572+0.0009604i,0.055552+0.01569i,0.081497+0.020874i,0.094585+0.016465i,0.070874+0.010105i,0.035132+0.0023451i,0.016725-0.007963i,0.0093747-0.015647i,-0.0057386-0.018409i
-0.029415+0.020423i,-0.05763+0.042833i,-0.040813+0.057982i,0.092127+0.036408i,0.25842-0.0035853i,0.27835-0.012981i,0.17482+0.035835i,0.10162+0.09933i,0.083885+0.096552i,0.058537+0.043933i,0.027322+0.0059684i,0.016732-0.012944i,0.018032-0.022295i,0.022344-0.021188i,0.026291-0.024929i,0.016944-0.047513i,-0.0077532-0.077976i,-0.029456-0.090385i,-0.032471-0.064927i,-0.025271-0.018553i,-0.020399+0.012673i,-0.018539+0.019329i,-0.017113+0.018385i
0.028743+0.00027347i,0.085301+0.010633i,0.15209+0.059324i,0.16698+0.1424i,0.10749+0.18898i,0.038875+0.13423i,0.032611+0.02933i,0.087445-0.036095i,0.11044-0.053248i,0.063778-0.037302i,0.01363+0.0006102i,-0.010168+0.029424i,-0.027613+0.035859i,-0.036306+0.027445i,-0.035395+0.014864i,-0.039879+0.014038i,-0.052725+0.023934i,-0.057562+0.031121i,-0.037079+0.026937i,-0.0059877+0.018543i,0.010271+0.016552i,0.013527+0.015505i,0.015776+0.0094227i
-0.027163-0.011644i,-0.084881-0.025893i,-0.17597-0.043878i,-0.25649-0.012511i,-0.25017+0.088784i,-0.12654+0.16417i,0.0039185+0.13744i,0.012134+0.061959i,-0.04007+0.02242i,-0.047991+0.020373i,-0.023946+0.018604i,-0.0071725+0.011347i,-0.0092086+0.0041744i,-0.021394+0.0038029i,-0.02227+0.013511i,-0.0048683+0.025471i,0.020781+0.037618i,0.04275+0.04437i,0.045214+0.02782i,0.026428-0.0065762i,0.0042936-0.026962i,-0.0064898-0.023262i,-0.0052343-0.011158i
0.02745+0.01163i,0.049512+0.018546i,0.040853+0.001007i,-0.041867-0.065065i,-0.13239-0.13638i,-0.1358-0.11727i,-0.077075-0.018919i,-0.025277+0.054686i,0.0035426+0.049847i,0.0096726+0.0038145i,0.0024602-0.024576i,0.0025228-0.034964i,0.0068706-0.039084i,0.0095888-0.028087i,0.0076945-0.013749i,0.0031509-0.0085566i,0.011805-0.010006i,0.02685-0.021192i,0.021732-0.0283i,0.0012677-0.01727i,-0.0097454-0.0030046i,-0.009971+0.0045989i,-0.0057646+0.0081548i
-0.01711-0.023811i,-0.04188-0.070973i,-0.065458-0.14348i,-0.075869-0.19986i,-0.085415-0.18574i,-0.10414-0.12709i,-0.10964-0.12556i,-0.10087-0.17277i,-0.07768-0.15239i,-0.027824-0.071627i,0.014649-0.026845i,0.022071-0.015534i,0.023121-0.0067056i,0.028798-0.012836i,0.018802-0.02048i,0.0039283-0.011944i,-0.0076808-0.0065688i,-0.026569-0.014431i,-0.034433-0.013262i,-0.012563+0.0007062i,0.012787+0.0044204i,0.016975-0.0053376i,0.0047067-0.01295i
0.0062218+0.025858i,0.025481+0.065613i,0.06752+0.11534i,0.13456+0.11714i,0.18919+0.038998i,0.18045-0.068336i,0.12301-0.13718i,0.066576-0.12629i,0.028528-0.05235i,0.013892+0.0094892i,0.014972+0.023093i,0.010775+0.018387i,-0.00051443+0.018574i,-0.010367+0.017108i,-0.0072531+0.014073i,0.0061622+0.01117i,0.0093543+0.0125i,0.0014821+0.025331i,-0.0022076+0.028264i,-0.002232+0.0095073i,-0.006706-0.0067349i,-0.013828-0.0076151i,-0.017285-0.0011237i
0.0014549-0.016345i,0.0055321-0.048335i,0.013019-0.064621i,0.022479-0.029013i,0.017823+0.024644i,-0.0063353+0.039219i,-0.01863+0.059557i,0.0074152+0.091491i,0.022385+0.056398i,-0.0090358+0.0035977i,-0.033384+0.00091685i,-0.029592+0.0059212i,-0.026794+0.0064766i,-0.018703+0.015867i,0.0025361+0.015266i,0.017571+0.0023556i,0.026148-0.0098815i,0.036334-0.015562i,0.029521-0.014025i,0.00062705-0.0053604i,-0.018378+0.011101i,-0.0097515+0.025888i,0.010475+0.027622i
-0.012445+0.029127i,-0.041873+0.075341i,-0.093088+0.15089i,-0.13256+0.23095i,-0.099482+0.27056i,-0.017464+0.24827i,-0.012861+0.20385i,-0.078782+0.17259i,-0.076691+0.12427i,-0.024699+0.037674i,-0.014025-0.020931i,-0.017944-0.019731i,-0.0034043-0.010886i,0.0059071-0.011897i,-4.9212e-05-0.0099643i,-0.0065576-0.0101i,-0.010496-0.017985i,-0.017281-0.03031i,-0.021555-0.02419i,-0.011926+0.0040971i,0.0088956+0.019671i,0.024582+0.011042i,0.029607-0.0052047i
0.018603-0.018414i,0.046764-0.042379i,0.069075-0.072049i,0.052528-0.085666i,-0.0019043-0.084557i,-0.049548-0.094486i,-0.063352-0.12129i,-0.046485-0.12084i,-0.011126-0.062668i,0.025387-0.0086171i,0.030067-0.0023061i,0.015638-0.0062074i,0.015088-0.0035227i,0.017103-0.0041841i,0.0073312-0.00518i,-0.0061058-0.0055633i,-0.018737-0.00022468i,-0.027793+0.015574i,-0.014611+0.024714i,0.013097+0.013049i,0.021812-0.010998i,0.0073673-0.028168i,-0.01279-0.02874i
-0.025101+0.002695i,-0.060304+0.00024373i,-0.10303-0.031217i,-0.13862-0.088684i,-0.15004-0.085728i,-0.10842+0.0087339i,-0.017474+0.068403i,0.038321+0.039011i,0.02095+0.01563i,-0.00089907+0.039686i,0.0084994+0.05423i,0.012078+0.037243i,0.0010086+0.016232i,-0.0046487-0.001605i,-0.0076537-0.013332i,-0.012098-0.0072767i,-0.008146+0.012432i,0.0075407+0.027988i,0.019352+0.021285i,0.01051-0.0016932i,-0.013267-0.010991i,-0.031983-0.00032268i,-0.037452+0.013408i
0.020959-0.00044391i,0.062408+0.00803i,0.11994+0.022339i,0.17178+0.01988i,0.1809-0.026338i,0.13637-0.047809i,0.11075+0.032877i,0.12956+0.10726i,0.10439+0.061169i,0.022405-0.0064387i,-0.014371-0.0045313i,0.0060722+0.009901i,0.0083531+0.0031753i,-0.011142+0.00093691i,-0.012179+0.0063517i,0.0048308+0.0089133i,0.020924+0.0024738i,0.025944-0.011009i,0.014904-0.015205i,-0.0016652-0.0042458i,-0.002728+0.012721i,0.010272+0.025997i,0.020092+0.029216i
-0.021366-0.011119i,-0.03937-0.027764i,-0.034469-0.046814i,0.00051523-0.059518i,0.0079215-0.051995i,-0.045211-0.040634i,-0.10677-0.041063i,-0.10299-0.043587i,-0.0485-0.048566i,-0.010023-0.054349i,-0.004243-0.049377i,-0.0071938-0.034183i,0.0017418-0.019891i,0.015164-0.0097438i,0.019095-0.0078023i,0.011251-0.018968i,-0.0077536-0.034007i,-0.026488-0.039686i,-0.026655-0.031713i,-0.0094722-0.017305i,0.0086964-0.014209i,0.019072-0.022973i,0.023659-0.028472i
0.011349+0.020169i,0.017695+0.048423i,-0.0060896+0.096651i,-0.042821+0.15783i,-0.013523+0.16828i,0.077174+0.076968i,0.10207-0.054696i,0.041775-0.099224i,0.019996-0.037411i,0.051027+0.013936i,0.043905+0.012488i,0.0073142+0.010342i,-0.00053772+0.010707i,0.0046193-0.0011872i,-0.0085252-0.0046128i,-0.028151+0.011112i,-0.032856+0.037114i,-0.023279+0.05136i,-0.010416+0.037755i,-0.0050699+0.014178i,-0.01157-0.00033288i,-0.022703-0.0062001i,-0.028126-0.011049i
0.0019752-0.019036i,-0.0082709-0.045641i,-0.012463-0.070863i,-0.028492-0.077945i,-0.066227-0.060337i,-0.065065-0.040604i,-0.0017866-0.03922i,0.042072-0.05113i,0.012333-0.045575i,-0.025996-0.0065287i,-0.010545+0.02004i,0.014676+0.0075638i,0.0036957-0.0008804i,-0.011455+0.012245i,-0.0047169+0.026841i,0.017051+0.035704i,0.046612+0.034512i,0.064739+0.02576i,0.052655+0.015353i,0.022934+0.0083818i,0.0039855+0.013395i,0.00073334+0.023145i,-0.0047161+0.02753i
-0.0037787+0.027612i,-0.0096082+0.03477i,-0.04284+0.0065112i,-0.099925-0.038973i,-0.11927-0.022245i,-0.078949+0.075862i,-0.033313+0.14929i,-0.031583+0.1271i,-0.053377+0.060093i,-0.060869+0.008468i,-0.049605-0.014996i,-0.031676-0.020216i,-0.019149-0.016505i,-0.0083427-0.011294i,0.0056046-0.015932i,0.012184-0.03241i,0.006308-0.052848i,-0.0057514-0.06315i,-0.015065-0.04617i,-0.0125-0.0182i,-0.0025816-0.007385i,0.0060158-0.0068726i,0.015022+0.00078669i
0.010998-0.015673i,0.023553-0.028148i,0.049975-0.021931i,0.090915-0.018834i,0.10556-0.06031i,0.054196-0.12336i,-0.018171-0.13512i,-0.027327-0.089466i,0.025288-0.05148i,0.055486-0.047504i,0.03303-0.030658i,0.011213+0.0063401i,0.010128+0.012486i,0.00066322-0.0046792i,-0.016146-0.0097109i,-0.028241-0.0051653i,-0.042909+0.0023811i,-0.054636+0.008476i,-0.046375+0.0092773i,-0.023338+0.0077008i,-0.010924+0.0051239i,-0.0094673-2.3921e-05i,-0.0017714-0.0099176i
-0.012781+0.011811i,-0.019255+0.023282i,-0.0088561+0.023576i,0.012976+0.021494i,0.0094733+0.036885i,-0.040259+0.05408i,-0.088349+0.048412i,-0.09062+0.036161i,-0.053903+0.041043i,-0.00072008+0.045192i,0.034105+0.020557i,0.029748-0.0070477i,0.015963-0.0033534i,0.014689+0.011505i,0.019794+0.01833i,0.03021+0.021207i,0.042776+0.026239i,0.047035+0.033953i,0.037399+0.027648i,0.02101+0.012021i,0.013629+0.0092386i,0.011932+0.011172i,-0.00074765+0.0048318i
0.019157-0.0076864i,0.023881-0.0078996i,0.0088069+0.025982i,-0.0032868+0.087463i,0.024788+0.11502i,0.082603+0.097425i,0.1132+0.095757i,0.087739+0.1177i,0.023901+0.11007i,-0.027621+0.081051i,-0.040871+0.051469i,-0.035989+0.019349i,-0.022684+0.0013104i,-0.00085918-0.0056397i,0.012693-0.017671i,0.014556-0.030127i,0.020521-0.039942i,0.028085-0.042453i,0.023902-0.028367i,0.012888-0.0095623i,0.0071365-0.0066501i,0.0050516-0.010449i,-5.0551e-05-0.000574i
-0.029865-0.0020605i,-0.044002+0.0046721i,-0.050538-0.0022203i,-0.06957-0.023928i,-0.11339-0.040981i,-0.12902-0.05803i,-0.099816-0.089635i,-0.059589-0.11785i,-0.027509-0.11654i,-0.023089-0.084045i,-0.022757-0.029086i,-0.0015219+0.009555i,0.0068857+0.0059062i,-0.0085868-0.0083298i,-0.027183-0.0092362i,-0.043636-0.0015548i,-0.060833+0.00184i,-0.066439-0.0019306i,-0.046285-0.001645i,-0.018588+0.00068141i,-0.0097173-3.4e-05i,-0.011916-0.00065649i,-0.0055481-0.00071342i
0.017888+0.01108i,0.028497+0.0035845i,0.010748-0.017854i,-0.024583-0.042545i,-0.026833-0.041593i,0.0081467-0.0093597i,0.031578+0.0097338i,0.039531-0.0047358i,0.055212-0.023312i,0.064258-0.039723i,0.045074-0.046822i,0.023786-0.032184i,0.016788-0.016542i,0.0085376-0.0049065i,0.003428+0.0088548i,0.0058425+0.021951i,0.0085194+0.038685i,0.0092663+0.047575i,0.0088533+0.031241i,0.0074385+0.0060884i,0.0059782-0.0029808i,0.0062861+0.00077552i,0.0068663+0.00012976i
