-0.0020799+7.9908e-05i,-0.0016772+0.00070958i,-0.0012408+0.00073462i,-0.0011148+0.00054118i,-0.0012913+0.00027627i,-0.0013361+0.00012988i,-0.00075336+0.00029363i,0.00030034+0.00082641i,0.00087501+0.00098085i,0.00024251+0.00020225i,-0.00046328-0.00030225i,-0.00042536-7.9227e-05i,-0.00039668-0.00035882i,-0.00021662-0.0010082i,-3.9214e-05-0.0010623i,0.00028893-0.0009709i,0.00051481-0.00048985i,0.00048791+3.6607e-05i,0.00071853+0.00041773i,0.00038282+0.00057078i,-0.00052118+0.00033555i,-0.0010154+7.6633e-05i,0.0001907+4.5583e-05i
0.00053849-0.015451i,0.016-0.050428i,0.042576-0.097347i,0.045228-0.12488i,-0.0029915-0.12199i,-0.04181-0.11416i,-0.020996-0.099575i,0.018167-0.071236i,0.03083-0.052121i,0.018885-0.037618i,0.0022096-0.01576i,-0.0040701+0.00015187i,-0.0025383+0.00089711i,-0.0025822-0.00073144i,-0.0042769+0.0052117i,-0.0055792+0.014087i,-0.0075368+0.02035i,-0.0067664+0.020423i,-0.0031584+0.013821i,-0.00014645+0.0078986i,0.0037607+0.0082979i,0.0080678+0.0088597i,0.0089373+0.007138i
-0.010711+0.0096364i,-0.039193+0.030518i,-0.078788+0.061089i,-0.078822+0.10544i,-0.021961+0.16621i,0.013406+0.19499i,-0.006463+0.14699i,-0.031425+0.076676i,-0.037201+0.0453i,-0.026534+0.032763i,-0.014176+0.017447i,-0.010761+0.010311i,-0.010728+0.011041i,-0.0084108+0.010457i,-0.0043751+0.0070754i,0.0028415+0.0042701i,0.011312+0.002865i,0.012922+0.00095179i,0.0068379-0.0015673i,0.0020007-0.0015035i,0.0019422-0.0016473i,0.0029121-0.0055717i,0.0032492-0.0075082i
0.01533-0.0015618i,0.046568+0.001145i,0.087021+0.015629i,0.10187+0.02069i,0.086637-0.0093648i,0.074732-0.038039i,0.057955-0.027313i,0.025478-0.002849i,0.003382+0.0070943i,0.00096688+0.0036261i,0.0060861-0.0057964i,0.0085145-0.01409i,0.007721-0.013578i,0.0075214-0.010811i,0.0060791-0.013224i,0.0012398-0.016499i,-0.0028152-0.016808i,-0.003365-0.01231i,-0.0021906-0.0061283i,-0.00099035-0.0043025i,-0.004555-0.0048067i,-0.0090479-0.001975i,-0.0076371+0.0015538i
-0.010995-0.008417i,-0.034622-0.029247i,-0.065505-0.072136i,-0.091542-0.11385i,-0.11268-0.13298i,-0.11795-0.13539i,-0.080306-0.11303i,-0.029241-0.077938i,-0.007149-0.057486i,-0.011257-0.038361i,-0.015973-0.010913i,-0.0088847+0.0056649i,-0.0011514+0.0048033i,4.0713e-05+0.00087379i,-0.0015173+0.0013253i,-0.0038649+0.0053147i,-0.0067433+0.0094334i,-0.0061597+0.010356i,-0.0016339+0.0083705i,0.0011677+0.0063847i,0.002583+0.0063742i,0.0045774+0.0065112i,0.0044303+0.0047752i
0.0035701+0.010042i,0.011247+0.038171i,0.022132+0.079886i,0.040444+0.10688i,0.065071+0.1189i,0.071529+0.12784i,0.040484+0.10136i,0.0024673+0.056808i,-0.0088548+0.039508i,-0.0017931+0.030383i,0.002593+0.014681i,0.0015315+0.0091345i,0.0021937+0.010681i,0.0028012+0.0099585i,0.0020289+0.0091573i,0.0047867+0.0085124i,0.010183+0.0054719i,0.010841+0.0015339i,0.0059595-0.00077827i,0.0027653+0.00017658i,0.0043571-0.00011916i,0.0054239-0.0037548i,0.0025256-0.0052172i
0.0011695-0.012213i,0.013191-0.033629i,0.035803-0.058156i,0.060435-0.057356i,0.079501-0.039133i,0.081402-0.033442i,0.055684-0.018221i,0.028574+0.011334i,0.018712+0.022888i,0.014688+0.012648i,0.010494-0.0031593i,0.0056756-0.0147i,0.00087634-0.016947i,-0.00093519-0.01529i,-0.0021643-0.015148i,-0.003918-0.015441i,-0.0030305-0.015246i,-0.0022182-0.012027i,-0.0020634-0.00608i,-0.0012862-0.0041223i,-0.0033357-0.0050618i,-0.0063346-0.0022387i,-0.0062106+0.0019522i
-0.0064073+0.010781i,-0.029488+0.021529i,-0.069905+0.02842i,-0.11817+0.0089251i,-0.16496-0.029254i,-0.17701-0.050566i,-0.11775-0.045188i,-0.043003-0.03831i,-0.017433-0.038179i,-0.019814-0.022872i,-0.014698+0.0023965i,-0.005975+0.010574i,-0.004914+0.0015533i,-0.0079329-0.0044652i,-0.0092156-0.0044111i,-0.010734-0.0026034i,-0.012997+0.0017294i,-0.011489+0.0046353i,-0.0058034+0.0039729i,-0.0014171+0.0026774i,-0.00021211+0.003456i,0.001299+0.0049319i,0.0025352+0.0041067i
0.011678-0.0016213i,0.034471-0.00090343i,0.05998+0.0039034i,0.063282+0.019687i,0.059312+0.046765i,0.060349+0.066214i,0.039077+0.051863i,0.005838+0.023823i,-0.0028484+0.014727i,0.005279+0.0072447i,0.0036114-0.0035649i,-0.00067565-0.0020761i,0.0014606+0.0042183i,0.0042513+0.0071021i,0.0057972+0.010501i,0.00665+0.012769i,0.0061728+0.011618i,0.0035052+0.0072108i,0.0016664+0.002543i,0.0022862+0.00083371i,0.0033535-0.00036241i,0.0037974-0.0018148i,0.0030511-0.0030201i
-0.0087357-0.0034056i,-0.02375-0.015237i,-0.025411-0.028253i,0.017382-0.033679i,0.078798-0.03989i,0.0997-0.045028i,0.071696-0.028513i,0.040279-0.0018077i,0.026931+0.0065757i,0.017228-0.00029696i,0.0076437-0.0086991i,-0.00033835-0.012797i,-0.0030351-0.0087677i,-0.00022189-0.0038908i,0.0022175-0.00387i,0.0045107-0.0044146i,0.0054982-0.0038564i,0.0036323-0.0021403i,0.0012905-0.00030632i,-0.00013216-0.00011615i,-0.0021714-0.00061584i,-0.0042763-1.0949e-05i,-0.0044378+0.0018468i
0.0060292+0.0092425i,0.013123+0.027521i,0.010298+0.046909i,-0.023554+0.048555i,-0.081216+0.039386i,-0.1087+0.029956i,-0.071265+0.0082425i,-0.026644-0.021119i,-0.02463-0.031055i,-0.026508-0.011521i,-0.0080895+0.010812i,0.0051423+0.012951i,0.00072748+0.0047951i,-0.0081562+0.00015061i,-0.011984-0.0028689i,-0.013102-0.0048833i,-0.010711-0.0023677i,-0.0053629+0.00096703i,-0.0016678+0.0017822i,-5.3295e-05+0.00056492i,0.0003338+8.4675e-05i,0.00095617+0.001866i,0.0021217+0.0023678i
0.0011366-0.0090748i,0.0011359-0.027055i,-0.00028773-0.040527i,-0.0065604-0.021466i,-0.0018816+0.017814i,0.016734+0.03131i,0.0079934+0.016887i,-0.018277+0.012945i,-0.016389+0.017042i,-0.0051078+0.0063594i,-0.0088469-0.0032684i,-0.0090871+0.0011426i,-0.00037294+0.0051547i,0.0046747+0.0043762i,0.0038064+0.0058002i,0.0019093+0.0082012i,0.001152+0.0077417i,0.00047759+0.0044835i,-0.00093153+0.0012698i,-0.0014575+0.0005498i,-0.00026857-7.1927e-05i,0.0021576-0.0020054i,0.0032213-0.003543i
-0.0052025+0.0076375i,-0.013858+0.019795i,-0.010152+0.023138i,0.028016-0.010261i,0.077673-0.072302i,0.076521-0.09797i,0.038753-0.054234i,0.022807-0.0036075i,0.02128+0.01102i,0.014531+0.0051988i,0.0052646-0.0052228i,-0.0017565-0.0093836i,0.00069552-0.0069779i,0.007057-0.0072889i,0.01091-0.0079024i,0.013567-0.00588i,0.014463-0.004167i,0.011152-0.0022992i,0.0062003-0.00065869i,0.0028454+0.00049804i,-5.7699e-05+0.0011798i,-0.0024381+0.00033471i,-0.0020596+1.4523e-05i
0.0078333-0.0049567i,0.022578-0.010625i,0.032079-0.01729i,0.008319-0.014817i,-0.040178+0.0078107i,-0.056449+0.030856i,-0.029126+0.01306i,-0.014106-0.017317i,-0.021783-0.016544i,-0.01588+0.0013432i,0.0039871+0.0089593i,0.011783+0.0032434i,0.0032439-0.0039095i,-0.0064808-0.0037762i,-0.010161-0.0029754i,-0.010555-0.0064763i,-0.0079803-0.0097426i,-0.0033968-0.0079237i,-0.0002375-0.0017337i,0.0022572+0.00030621i,0.0023749-0.0012506i,0.00029709+0.00012961i,-0.0007918+0.0011715i
-0.0086621+0.00070027i,-0.025907+0.00012114i,-0.048655+0.011307i,-0.054018+0.048089i,-0.032725+0.083698i,-0.010184+0.074056i,-0.0094809+0.0436i,-0.011962+0.028701i,-0.002427+0.016922i,-0.0024492+0.0031893i,-0.011776+0.0030716i,-0.009501+0.0084714i,-0.0025524+0.0072046i,-0.0016924+0.0052253i,-0.0050181+0.0065577i,-0.0095786+0.0095192i,-0.012007+0.010592i,-0.010042+0.0071516i,-0.0062811+0.0029562i,-0.0040662+0.0013164i,-0.0027395+0.00037915i,-0.0011825-0.00060202i,-0.00085675-0.0020868i
0.0057215+0.0069174i,0.017316+0.016351i,0.037668+0.015332i,0.054184-0.024771i,0.04472-0.083612i,0.019397-0.090157i,0.015685-0.041273i,0.030566-0.0055221i,0.033214-0.0040581i,0.020023-0.0084063i,0.0060461-0.0095927i,-0.0010182-0.0074446i,0.00038538-0.0050537i,0.0042159-0.0086796i,0.0071511-0.010853i,0.011237-0.0068349i,0.013124-0.0015562i,0.0099153+0.0010381i,0.005067+0.0005083i,0.0026156+0.00026275i,0.0019103+0.0018402i,0.00045746+0.0024459i,-0.0001851+0.0021655i
-0.0023231-0.007665i,-0.0045745-0.024118i,-0.015369-0.047647i,-0.037958-0.048666i,-0.047282-0.016354i,-0.02472+0.0077908i,-0.00567-0.0096461i,-0.015488-0.030006i,-0.02645-0.01685i,-0.014087+0.00045481i,0.0046705-0.00096831i,0.0061201-0.0070907i,-0.0041808-0.0051573i,-0.0087375+7.0839e-05i,-0.0073785-0.0007825i,-0.006759-0.0067127i,-0.0055023-0.010123i,-0.0026606-0.0066836i,0.0014076-0.0017213i,0.0040228-0.0015201i,0.0029182-0.0024793i,0.00048079-0.00044681i,0.00034075+0.0020047i
-0.005202+0.0068459i,-0.0099339+0.024991i,-0.010006+0.06683i,0.017284+0.11625i,0.056727+0.13115i,0.052581+0.09184i,0.011644+0.044553i,-0.011806+0.024385i,-0.014218+0.0097186i,-0.017376+0.0015301i,-0.015847+0.0082153i,-0.0042707+0.012748i,0.0034745+0.010036i,0.0025533+0.0087098i,-0.0020081+0.011102i,-0.0088091+0.01484i,-0.012908+0.015079i,-0.011785+0.010228i,-0.0082871+0.0037341i,-0.0060813-0.0003842i,-0.0048685-2.8619e-05i,-0.0026493+0.0019052i,-0.00077837+0.001233i
0.007193-0.0019059i,0.022399-0.011366i,0.043781-0.039006i,0.039778-0.083915i,0.0027154-0.10795i,-0.018431-0.075649i,0.0020666-0.027495i,0.022964-0.013188i,0.020309-0.013079i,0.012424-0.0095111i,0.0049396-0.0082991i,-0.00051025-0.006481i,0.0013804-0.0058995i,0.0028769-0.0081223i,0.003703-0.0073521i,0.0096715-0.0031035i,0.013812+0.0016936i,0.011385+0.0027574i,0.0056939+0.00015674i,0.0017359+0.00015272i,0.0020507+0.002049i,0.0031749+0.00080293i,0.0019661-0.0012072i
-0.0071878-0.000362i,-0.025397-0.0049456i,-0.063385-0.0083713i,-0.09626-0.0018163i,-0.082219+0.0027597i,-0.038534-0.012305i,-0.02023-0.027355i,-0.024368-0.015011i,-0.018845+0.0088608i,-0.0051143+0.012757i,0.0019703+0.0010689i,-0.00067446-0.0057805i,-0.0051041-0.0038059i,-0.0039246-0.0020102i,-0.0011549-0.0060517i,-0.00098549-0.012059i,-0.00013414-0.01396i,0.0017971-0.008917i,0.0035439-0.0026093i,0.0043556-0.0014328i,0.0038243-0.0030268i,0.002483-0.0028124i,0.0013298-0.0010366i
0.0064413+0.0049297i,0.021266+0.0209i,0.059242+0.047879i,0.11072+0.065499i,0.12786+0.056481i,0.085765+0.039508i,0.028595+0.036716i,9.0807e-05+0.035281i,-0.0077881+0.02108i,-0.012242+0.01144i,-0.0096491+0.014177i,-0.001008+0.012791i,0.0030444+0.0059116i,0.0021306+0.0038045i,-0.00033955+0.0068562i,-0.0048209+0.010992i,-0.0084455+0.011854i,-0.0075724+0.0079143i,-0.0050808+0.0035903i,-0.0041527+0.0020889i,-0.0033016+0.0016907i,-0.0022419+0.0017957i,-0.0014547+0.001255i
0.0016645-0.0066331i,-0.0010889-0.026821i,-0.012644-0.064192i,-0.040329-0.091728i,-0.06278-0.074157i,-0.049048-0.032536i,-0.0085452-0.017084i,0.016894-0.024249i,0.016954-0.026525i,0.010261-0.02304i,0.0026072-0.017498i,-0.001632-0.010879i,-0.000684-0.0083908i,-0.00036999-0.0066781i,0.0015829-0.0028087i,0.0077975-0.00046858i,0.010871+9.2411e-05i,0.006888-0.0003813i,0.0010366+9.2202e-05i,-0.00029378+0.0023722i,0.0010266+0.0034966i,0.00099923+0.0013971i,-0.00065873-0.00086098i
-0.0013086+0.0081195i,-0.014568+0.024163i,-0.0406+0.056201i,-0.06604+0.084777i,-0.071443+0.072385i,-0.051948+0.022193i,-0.030409-0.012489i,-0.016388-0.012162i,-0.00025278-0.0010336i,0.0088703+0.0031061i,0.0082457-0.00028392i,0.0022837-0.00075163i,-0.0035656+0.0032417i,-0.0035513+0.0023878i,-0.0026531-0.0056877i,-0.0044026-0.013896i,-0.0036118-0.015152i,-0.00011891-0.010417i,0.0036244-0.0048358i,0.0050667-0.0017958i,0.0032026-0.0022887i,0.00055389-0.0026742i,-0.0010333-0.00038949i
0.0077484-0.0030061i,0.028095-0.0090874i,0.072681-0.023223i,0.12161-0.04369i,0.13294-0.050282i,0.089579-0.023639i,0.038727+0.014507i,0.014254+0.027294i,-0.0041884+0.018247i,-0.014729+0.015737i,-0.007918+0.019417i,0.0012463+0.013741i,0.0018821+0.0041575i,-0.00098335+0.00084643i,-0.0045274+0.0036171i,-0.0090793+0.0078554i,-0.011231+0.0097604i,-0.0086496+0.007841i,-0.0044513+0.0038769i,-0.0028754+0.00032409i,-0.0029448-0.0006024i,-0.0020996+0.0014957i,-0.0012503+0.0031064i
-0.0062015-0.002333i,-0.02414-0.0096373i,-0.058253-0.022538i,-0.088332-0.025439i,-0.079992-0.0050324i,-0.033266+0.01137i,-0.00099932-0.004228i,-0.0041305-0.022957i,-0.010113-0.024158i,-0.0093223-0.023617i,-0.010919-0.021073i,-0.0089588-0.012056i,-0.0029251-0.0063299i,0.00050049-0.0044673i,0.0035176-0.00087902i,0.0081339+0.0030773i,0.0083283+0.0044106i,0.0029133+0.0036228i,-0.0019739+0.0026353i,-0.0030124+0.0023783i,-0.0012902+0.0031995i,0.001096+0.004192i,0.0021295+0.0034619i
0.0032166+0.005422i,0.011263+0.024345i,0.021339+0.063193i,0.024448+0.09859i,0.0085333+0.08772i,-0.020886+0.037746i,-0.035658+0.00225i,-0.024154-0.0058453i,-0.0035492-0.0034587i,0.0093435-0.0018027i,0.011093-0.0054465i,0.0066557-0.0054667i,0.0040614-5.8474e-05i,0.0035727+0.00078002i,-0.0011578-0.0028085i,-0.0049176-0.0060306i,-0.0029315-0.0077257i,0.00083264-0.0058274i,0.0035888-0.0028411i,0.0042221-0.0022513i,0.0034121-0.0033484i,0.0027148-0.0037325i,0.0027972-0.0024364i
-0.0015188-0.0058172i,0.0024018-0.024199i,0.016281-0.064031i,0.031781-0.10896i,0.03496-0.11327i,0.034053-0.066214i,0.035864-0.011041i,0.027527+0.018906i,0.0097249+0.027184i,0.0010584+0.029348i,0.0053821+0.025218i,0.0070662+0.013108i,0.0017506+0.0033316i,-0.0038086+0.0025094i,-0.0062334+0.0063461i,-0.0059806+0.0089779i,-0.0043612+0.0085135i,-0.00082346+0.0054642i,0.00088373+0.0014064i,-0.00056241-0.0015851i,-0.0018354-0.0021914i,-0.0016269-0.00086612i,-0.00074439+0.00051013i
-0.0036003+0.0066646i,-0.016085+0.017228i,-0.043978+0.034503i,-0.062751+0.048637i,-0.038578+0.04226i,0.00016374+0.01953i,0.0079711-0.0019614i,-0.0020374-0.0097488i,-0.0089392-0.0080297i,-0.016042-0.010181i,-0.021569-0.0086727i,-0.017201-0.0040654i,-0.0088976-0.0044158i,-0.0035064-0.0049413i,0.0032429-0.0032664i,0.0087924-0.0017316i,0.0086091+0.00037739i,0.0039981+0.002862i,-0.00076736+0.003648i,-0.0024581+0.0027075i,-0.0017309+0.0021034i,-0.00042033+0.0020886i,0.00069003+0.0012738i
0.0050862-0.0028098i,0.020884+0.00030762i,0.05199+0.012764i,0.074971+0.034895i,0.050963+0.04987i,-0.00015988+0.039625i,-0.027441+0.016488i,-0.022965-0.00093653i,-0.0051996-0.01397i,0.0063746-0.019869i,0.0054281-0.018705i,0.0017639-0.012198i,0.0035294-0.0047719i,0.0049383-0.0034247i,0.00077052-0.0063345i,-0.0027189-0.0088149i,-0.0013324-0.0085455i,0.0010627-0.0057616i,0.0023235-0.0030011i,0.0031131-0.00060867i,0.0039013+0.00042296i,0.00357-0.00056845i,0.0018077-0.0020233i
-0.0073258-0.003612i,-0.018884-0.01271i,-0.040975-0.037954i,-0.060041-0.069484i,-0.055166-0.077642i,-0.026598-0.050611i,0.0099011-0.018892i,0.027567-0.0046731i,0.019472+0.0056293i,0.014058+0.015637i,0.018404+0.015222i,0.01549+0.007957i,0.0062846+0.0054338i,0.00099236+0.0074917i,-0.0015656+0.0080984i,-0.0043204+0.0068142i,-0.0048603+0.0031622i,-0.0028505-0.00046524i,-0.00061922-0.00096671i,0.00041804-0.0012423i,-0.001049-0.0019339i,-0.0031719-0.0018739i,-0.0036455-0.00049931i
0.00076615+0.004864i,0.0021648+0.018514i,0.0034377+0.045003i,0.0041506+0.064393i,0.010431+0.049625i,0.020489+0.012324i,0.011609-0.009102i,-0.0055635-0.005819i,-0.013811-0.00072683i,-0.021213+0.0016711i,-0.022721+0.0081872i,-0.014561+0.010306i,-0.0075842+0.0045363i,-0.0052596-0.001511i,-0.0024733-0.0038441i,0.00091779-0.0029679i,0.001016+0.0003285i,-0.00048221+0.0022013i,-0.0014633+0.002534i,-0.0026943+0.0026315i,-0.0023962+0.0032839i,-0.0010784+0.0039812i,0.00014226+0.0033832i
0.00099172-0.0013856i,0.010683-0.011957i,0.034357-0.027813i,0.062095-0.033588i,0.061977-0.013365i,0.023829+0.017271i,-0.013487+0.025577i,-0.027177+0.010695i,-0.022022-0.0050518i,-0.011126-0.015481i,-0.0076383-0.019132i,-0.0066234-0.014529i,-0.0031841-0.010354i,-0.0018731-0.010286i,-0.0040104-0.0087261i,-0.0052042-0.0060352i,-0.0035402-0.0039125i,-0.00099077-0.0019763i,0.00092613-0.0011866i,0.0022732-0.0013363i,0.0031299-0.00037574i,0.0033692+0.00021888i,0.0029208-0.00091263i
-0.002086+0.0040356i,-0.014569+0.007769i,-0.042763+0.010176i,-0.074791+0.0093148i,-0.077488+0.00788i,-0.041337-0.00049305i,0.00085999-0.012071i,0.018112-0.0095729i,0.0166+0.0023497i,0.019169+0.0082206i,0.022762+0.0025747i,0.016206-0.0037543i,0.0089879-0.0012389i,0.0070695+0.0040872i,0.0049488+0.0072393i,0.00057668+0.0084862i,-0.0026937+0.006628i,-0.0039098+0.002749i,-0.0027245+1.5729e-05i,-0.00018739-0.0015974i,0.00084801-0.002376i,-0.00013493-0.0022933i,-0.0010163-0.0016852i
0.0017904+0.00029851i,0.012877+0.0057542i,0.031345+0.01853i,0.045863+0.026168i,0.043087+0.0068961i,0.024974-0.019304i,0.0080526-0.0188i,0.0019374-0.0036714i,-0.0016729+0.0059763i,-0.0090015+0.012209i,-0.0092881+0.017196i,-0.0036562+0.014308i,-0.003921+0.0066296i,-0.0052769+0.0029278i,-0.0028055+0.0012395i,4.1915e-05+0.000302i,0.0010847+0.0021188i,0.00022612+0.0033775i,0.00021996+0.0033643i,-0.0002252+0.0026704i,-0.0020828+0.0011839i,-0.0018076+0.0013085i,0.00080119+0.0014509i
-0.0029797-0.0014791i,-0.0078156-0.011057i,-0.0086851-0.032591i,0.0015869-0.0536i,0.017508-0.042324i,0.020439-0.007851i,0.0062342+0.016169i,-0.0073617+0.019028i,-0.010995+0.0055089i,-0.011927-0.0088879i,-0.014925-0.011362i,-0.013882-0.0064707i,-0.0097006-0.0048986i,-0.0077311-0.0055065i,-0.0066056-0.0044393i,-0.0040024-0.0042203i,0.00051057-0.0043162i,0.0027285-0.0034066i,0.0011463-0.003478i,-0.00019579-0.0031891i,-2.9328e-05-0.0014092i,0.0012161-0.00021909i,0.0017575-0.00089449i
0.0042214+0.00066746i,0.00098766+0.0096683i,-0.01037+0.031155i,-0.027721+0.054279i,-0.034171+0.054862i,-0.021871+0.03277i,-0.0013008+0.0021625i,0.011045-0.016757i,0.015879-0.013568i,0.019773-0.0082706i,0.017338-0.011294i,0.0095066-0.011808i,0.0062717-0.0061134i,0.008268-0.0023834i,0.0076164-0.0011511i,0.0039682+0.00068481i,0.0011581+0.0022716i,2.2067e-05+0.0033185i,0.00029694+0.0034643i,0.0005013+0.0021548i,0.00033307+0.00039262i,-0.00031098-0.0015532i,-0.0020083-0.0017907i
0.0032447-7.8274e-05i,0.010871-0.0055986i,0.027062-0.014452i,0.036397-0.02126i,0.021347-0.024255i,-0.0030568-0.02821i,-0.012551-0.024126i,-0.0074104-0.013844i,-0.0043507-0.0043605i,-0.005683+0.0081442i,-0.00119+0.015531i,0.0034075+0.012255i,0.0019049+0.0069922i,0.00077593+0.004095i,0.00049686+0.00078633i,0.00013556-0.0014977i,0.00056727-0.00021322i,0.0013817+0.0013269i,0.002223+0.001413i,0.0013866+0.00021394i,-0.00081902+0.0002554i,-0.0032631+0.0018167i,-0.0029046+0.0021143i
-0.0017071+0.002575i,-0.010805+0.0020812i,-0.025126-0.0049967i,-0.03302-0.020105i,-0.019882-0.028411i,0.0022374-0.013028i,0.008671+0.0086051i,-0.0016969+0.013626i,-0.011685+0.0033219i,-0.017732-0.0054283i,-0.018541-0.0033874i,-0.012179+0.0015099i,-0.0060455+0.001515i,-0.0054603+0.00029279i,-0.0057922-7.0032e-05i,-0.0048783-0.0024941i,-0.0030494-0.0043587i,-0.0015589-0.0042618i,-0.0018848-0.0033124i,-0.0018847-0.0015461i,-0.00063099+0.0010833i,0.00079541+0.0026871i,0.002011+0.00091556i
0.00030724-6.7462e-05i,0.0072324+0.00547i,0.018174+0.020878i,0.026349+0.041535i,0.027514+0.050595i,0.021722+0.033432i,0.010278+0.0043292i,0.0028737-0.0091601i,0.0037165-0.0087519i,0.0092553-0.011354i,0.0093677-0.014804i,0.0050943-0.011091i,0.0041703-0.0067747i,0.0035425-0.0064303i,0.0012771-0.0054804i,-0.00040275-0.0020499i,-0.00069567+0.00079548i,-0.00049691+0.0020831i,0.00026424+0.0026286i,0.0019622+0.0019366i,0.0028981+0.0014054i,0.0024092+0.0014663i,0.00093331+0.0019219i
-0.0011165-0.0031458i,-0.0022755-0.0096928i,-0.0031212-0.021798i,-0.0013486-0.031347i,-0.0058099-0.028296i,-0.017652-0.012662i,-0.018916+0.0012215i,-0.01108+0.0052974i,-0.0049831+0.0096674i,0.0014495+0.016792i,0.0078923+0.015959i,0.007536+0.0071545i,0.0029695+0.0010956i,0.00019251+0.00013192i,-0.0013488+0.00051985i,-0.0011304+0.0017063i,-0.00032645+0.0032175i,0.000515+0.0028039i,0.0025143+0.0012677i,0.0029797-0.00080263i,0.0011456-0.0010783i,-0.00015661-0.00053717i,-0.0002585-0.00071507i
0.0037029+0.0041053i,0.00069831+0.0085216i,-0.0094323+0.013953i,-0.025893+0.013054i,-0.029209+0.0008522i,-0.012879-0.0084744i,0.0013977-0.00011748i,0.0013584+0.0098797i,-0.0071151+0.0084431i,-0.015832+0.0043341i,-0.01628+0.0048687i,-0.0098068+0.0049293i,-0.0058077+0.0027006i,-0.0047246+0.0015482i,-0.0034651+0.001522i,-0.0030747+0.0015087i,-0.0031629+0.00069648i,-0.0034594-0.00019135i,-0.0038268-0.00023631i,-0.003622-0.00049988i,-0.0032119-0.0002513i,-0.0016974+0.00083871i,0.00022176+0.0005793i
0.0012639-0.002813i,0.0070978-0.0049312i,0.021231-0.0049735i,0.039199-0.00059969i,0.046047+0.0025061i,0.038254-0.0024735i,0.022632-0.014669i,0.0097078-0.021034i,0.0074363-0.019064i,0.0066323-0.020163i,0.00051603-0.019152i,-0.0033135-0.011932i,-0.0020452-0.0065083i,-0.00076105-0.0046239i,5.1098e-05-0.0031866i,0.0015247-0.0016217i,0.0022162-0.00016193i,0.00229-9.0333e-06i,0.0021925+0.0003958i,0.0026156+0.00099981i,0.0037436+0.00067779i,0.0045672+0.00044849i,0.0027096+0.00040227i
-0.00079767-0.00075271i,-0.0053604-0.0015937i,-0.014442-0.0082498i,-0.021753-0.01464i,-0.021613-0.0073698i,-0.015364+0.005712i,-0.0039645+0.010073i,0.0060477+0.0074622i,0.0096028+0.0071385i,0.01303+0.010231i,0.014994+0.0084538i,0.010284+0.0043466i,0.0041053+0.0036972i,0.0017226+0.0032513i,0.00082424+0.0013208i,0.00067303+0.00083182i,0.0015457+0.00090726i,0.0026228+0.00088323i,0.003371+0.00077614i,0.0031181-0.00072083i,0.0015719-0.0026225i,-1.5482e-05-0.0029425i,-0.00053542-0.0018259i
0.00028413-0.0014079i,0.0019998+0.0027296i,0.0021961+0.013522i,-0.0035829+0.024707i,-0.014599+0.023078i,-0.017972+0.012279i,-0.011662+0.007709i,-0.0080881+0.0095784i,-0.011543+0.0082667i,-0.015933+0.0092213i,-0.01378+0.012367i,-0.0075988+0.0093759i,-0.0036057+0.0032742i,-0.0018343+0.00061653i,-0.0014626+6.4099e-05i,-0.0016852-0.00081509i,-0.0013467-0.00099689i,-0.0012428-0.00057361i,-0.0025552-3.5969e-05i,-0.0040717+0.0005209i,-0.0049106+0.0017531i,-0.0050456+0.0024166i,-0.0040083+0.0014896i
-0.00050734-0.00092001i,-0.00049998-0.0038331i,0.0047514-0.013672i,0.015842-0.024264i,0.025273-0.027262i,0.018517-0.02794i,-0.001483-0.028921i,-0.012773-0.026677i,-0.01227-0.022682i,-0.010526-0.021907i,-0.010433-0.017804i,-0.0073777-0.0099805i,-0.0026451-0.0070008i,-0.00065126-0.0070242i,-0.0015679-0.0062077i,-0.0026697-0.0041628i,-0.002834-0.0027858i,-0.0020839-0.0025542i,-0.00067926-0.0016005i,0.0014267-0.00014659i,0.0029827+0.0017751i,0.0033924+0.0027235i,0.0027502+0.0021141i
0.0012724+0.00071283i,-0.0017017+0.0036652i,-0.0087508+0.006659i,-0.0158+0.0082964i,-0.013753+0.0076726i,-0.00094181+0.01i,0.010466+0.0088361i,0.011418+0.0019313i,0.011272-0.00065177i,0.015716+0.00032352i,0.016818-0.0011103i,0.011723-0.0025575i,0.0063304-0.0020638i,0.0033945-0.0014467i,0.0016192-0.00076286i,0.00093505+0.00013541i,0.00042352+0.0012661i,5.9067e-05+0.0013199i,0.00076386+0.00038288i,0.0018915-0.00082247i,0.0018188-0.0015653i,0.0017943-0.0018602i,0.0018461-0.0021699i
0.00024534+0.00059229i,0.0046091+0.0014902i,0.012096+0.006173i,0.015991+0.015539i,0.0093503+0.024053i,0.0011135+0.025556i,0.0021814+0.026144i,0.0030654+0.025826i,-0.0028775+0.02228i,-0.006863+0.020207i,-0.0044051+0.017554i,-0.0017182+0.010591i,-0.0027838+0.0053064i,-0.0033953+0.002904i,-0.002844+0.00047743i,-0.0017914-0.00017245i,-0.00032957+0.00018321i,-0.00010572+0.0010983i,-0.0007597+0.0016338i,-0.0011312+0.0016533i,-0.0024786+0.0014035i,-0.0030922+0.0011057i,-0.0019916+0.00040647i
