-0.00080381-0.00058473i,8.9501e-06-0.00087987i,0.00022668-0.0015058i,-0.00025676-0.0011282i,-0.00094883+3.9391e-05i,-0.0015655+0.00018415i,-0.001702+0.00026868i,-0.0016226+0.0010769i,-0.00066674+0.00095211i,0.00062391+0.00018029i,0.00058366-0.00057694i,-7.9372e-05-0.00014422i,-0.0003121+0.00036318i,-0.00048364-2.9241e-05i,-0.00042967-0.00038396i,0.00016727+0.0004102i,0.00082594+0.00085875i,0.00049195+0.00066584i,4.912e-05+0.0009691i,-0.00013746+0.00093446i,-0.00060894+0.00011415i,-0.00076204-0.0010112i,-0.00021854-0.0014066i
-0.0015571-0.00091591i,3.1373e-05-0.00026434i,0.00073362+0.0007073i,0.00096721+0.00033336i,0.00095521+7.8978e-05i,0.00073285+0.00062468i,0.00017861+0.00090286i,-0.00015307+0.0013383i,-0.00018008+0.001636i,-0.00022623+0.0012185i,-0.00040785+0.00022449i,-0.00093342-0.00036207i,-0.0014398-0.00095264i,-0.0010621-0.00061325i,-0.00014873-5.4091e-05i,0.00040135-9.9449e-05i,0.00067887+0.00032127i,0.0001371+0.00042186i,-0.00015537+0.00030443i,0.0003037+0.00097892i,-1.2912e-05+0.00094638i,-6.9608e-05+0.00048049i,0.00036483+0.00010668i
-0.00024363-0.00059145i,-0.00043688-0.00095548i,-0.0007523+0.00090628i,-0.00078267+0.0017168i,-0.00050432+0.0017847i,0.00042084+0.0011774i,0.0013934+0.00019682i,0.00058347+0.00032269i,0.00022977+0.00095743i,0.001041+0.00078125i,0.00021436+4.4871e-05i,-0.00068988-0.00061312i,-0.00010356-0.00087446i,-0.00011605-0.00045425i,-7.4925e-05+0.00035015i,0.00096849+9.69e-05i,0.0010118-0.00078365i,0.00055869-0.0006129i,0.00015741+0.00024201i,-0.00012679+0.00037389i,-0.00023499-0.00017709i,-7.1728e-05+0.00020679i,0.00031207+0.00025103i
-0.0017149-0.0013486i,-0.0013138-0.00095795i,-0.00127+0.00024919i,-0.00092567+0.00045815i,0.00038778+0.00011745i,0.00070262+0.00025045i,-0.0003663-1.3816e-05i,-0.0012945-0.00037086i,-0.0011585+0.00071147i,-0.00018122+0.0013641i,0.00018141+0.0010378i,0.00050706+0.0005565i,0.00059048-0.00020726i,0.00031255-0.00068783i,0.00017119-0.00037765i,-8.2415e-05+0.00015928i,-0.00085534+0.00054739i,-0.00064786+0.00038856i,3.2297e-05+0.00022285i,0.00013934+9.0116e-05i,2.4161e-05-8.47e-05i,-0.00042152+0.00028242i,-0.00052849+0.00030274i
0.00081344-0.00056097i,0.00080182-0.00084526i,0.0009636-0.00052966i,0.00083854-3.6271e-05i,0.00095462+0.00064121i,0.00056157+0.0012485i,-0.00031137+0.00054115i,5.5239e-05+9.4739e-05i,0.00013466+0.00046016i,0.00014002-0.0002289i,0.00051433-0.00037287i,5.1135e-05-0.00017337i,-0.00045831+0.00043008i,-0.00050091+0.00077039i,0.00017032+5.0605e-05i,0.00013792-0.00032033i,-0.00020829+0.00046607i,-0.00069241+0.00067617i,-0.00090111+0.00059632i,-0.00057468+0.00059671i,-0.00019129+0.00065383i,-0.00052598+0.00049758i,-0.0004311+4.8594e-05i
-0.00086913-0.00080362i,-0.00020759-0.00083737i,-0.00024607-0.00034917i,-0.00076337+0.0006945i,-0.00032291+0.0015189i,0.00032254+0.00095683i,0.00032479-0.00021637i,8.1988e-05+0.00012488i,2.1191e-05+0.00066547i,0.00024817-4.6642e-05i,0.00066315-0.00074499i,0.00035148-0.00032471i,-5.0409e-05+0.00015805i,0.00028721+0.00033888i,-3.8581e-06+9.9729e-06i,-0.00076022+0.00042169i,-0.00089945+0.00083798i,-0.00025136+3.8879e-05i,0.00052563-2.7145e-05i,0.00080657+0.00082112i,0.0008959+0.0013025i,0.00042332+0.00055206i,-0.00014502-0.00033547i
0.00065457-0.00036259i,0.00086302+0.0003401i,0.00088733-0.0011133i,0.0011732-0.0017193i,0.0014491-0.00060901i,0.0013381+0.00034735i,0.0010479+8.1743e-05i,0.0010788+7.6496e-05i,0.0011903+0.00041326i,0.00032262+0.00034447i,-0.00010915+0.00040058i,-0.0005045+0.00060104i,-0.0012641+0.00057699i,-0.0011203+0.00024865i,-0.00031861-0.00018109i,-0.00014507-0.00030127i,-0.00058193+0.00041368i,-0.0006844+0.00011044i,-0.00075594-0.0010803i,-0.00099736-0.0013858i,-9.3244e-05-0.00030405i,0.00083556+0.00030061i,5.5227e-05+0.000248i
-0.0001172-0.00082172i,0.00092975-0.00034634i,0.00015989+0.00037216i,-0.0011146+0.0010486i,-0.00033683+0.0013262i,0.000875+0.001836i,0.0005199+0.0014576i,-0.00056057+0.00022202i,-0.0010227+0.00022022i,-0.00035519+0.00061775i,5.4362e-05-0.00029294i,-0.00033164-0.00026297i,-0.00069616+0.00075996i,-0.00066308+0.00076866i,-0.00041568-0.00032083i,-5.2518e-05-0.0005495i,-0.00029609-0.00013797i,-0.00045339-0.0002357i,-0.00027-0.00079622i,9.6804e-05-0.00087493i,0.00052785-0.00078471i,0.0010339-0.00028223i,0.00093646-0.0002467i
-7.3697e-05-0.00025607i,-0.00010915-0.00033883i,0.00061748-9.1849e-05i,0.00060559+5.371e-05i,3.6795e-05-0.00016982i,0.00063576-0.00035106i,0.00095102+0.00030122i,0.00059745+0.0012243i,0.00044719+0.00068362i,0.0001947-0.00016969i,-6.0541e-05-0.00058969i,-0.00025782-0.0003351i,-2.0561e-06-0.00029689i,0.00031809-0.00043112i,-1.8538e-05-0.00012055i,-0.00014401+0.00019232i,8.5017e-05+0.00045463i,0.000157+0.00039191i,0.00022568+0.00017056i,-0.00016433+0.00058181i,-0.00037355+6.3309e-05i,-0.00010868-0.00094143i,0.0002087-0.001095i
-0.00063989-0.0002889i,-0.00084073-4.5572e-05i,-0.00020372+0.00062458i,0.00076905+0.0008099i,0.00060108-0.00040534i,0.00038116-0.00069308i,0.00023439-0.00048152i,0.00020428+0.00028336i,0.00015878+0.0012714i,0.00034379+0.00063502i,0.00035186-4.4906e-05i,-0.00014739-0.00024625i,-0.0007582-0.00029719i,-9.1173e-05-4.1057e-05i,0.00062825+0.00049806i,0.00034698+0.0011747i,-0.00099482+0.0010926i,-0.0019892+0.00034902i,-0.00096476+0.0003469i,0.00016894+0.00012544i,0.00077839-0.00022464i,0.0013933-0.00021237i,0.0010565+0.00016532i
-0.00037188+0.0011483i,-0.0010434+0.00089228i,-0.00048858-3.907e-05i,-9.3804e-05+0.00023466i,-7.5237e-05+0.0010806i,-0.00020317+0.00091239i,0.00042379+0.00048592i,0.0010113+0.00048742i,0.0012491+0.00095326i,0.00075999+0.00036615i,-0.0001086-8.7142e-05i,-0.00041311+0.00015996i,0.00082989-5.6371e-05i,0.0012717-6.5797e-06i,0.00014546+9.3106e-05i,-8.0936e-05+0.00013403i,-0.00011302-4.9264e-05i,-0.0011834-0.00055925i,-0.0013036-0.00034183i,0.00019553+0.00035962i,5.0793e-05+0.00088428i,-0.0010134+0.00066334i,-0.00090341+0.00040705i
-0.0017998+0.0012903i,-0.0020327+0.0016339i,-0.00027383+0.0012935i,0.0013268+0.00039148i,0.00088851+8.4823e-05i,-0.00035635-0.00030908i,-0.001184-0.00048381i,-0.0010262+0.00046505i,-0.00023741+0.001005i,0.00073817+0.0015523i,0.0011456+0.00068922i,0.00039113+4.2397e-06i,-5.022e-05+0.0005816i,-0.00054246+0.00034783i,-0.00075759-0.00037317i,-0.00041437-0.00060951i,-0.00012113-0.00028778i,0.00023841-0.00027332i,0.00034873-0.00037772i,0.00045084+3.9411e-05i,0.00074983+0.0004662i,0.00068672+0.00080254i,-5.8143e-05+0.0006269i
5.9068e-05+0.00045012i,-0.00048185+0.00065021i,-6.1958e-05+0.00028809i,0.00057197+0.00071922i,0.00051227+0.001208i,0.0018453+0.00057258i,0.0022199-0.00045404i,0.00038614-0.00073592i,-0.00096952+0.00047495i,-0.001024+0.00090647i,-0.00060833+6.6078e-05i,-0.00079717+0.00067656i,-0.00032886+0.001153i,-3.1926e-05+0.00023698i,1.2071e-05-0.00078896i,0.00075741-0.0010777i,0.00042405-0.00072812i,-9.8666e-05-0.00078937i,0.00044339-0.00048085i,0.00040667-2.8409e-05i,-7.1473e-05+0.00022653i,-0.0005694+0.0006298i,-0.00019252+0.00085284i
0.00054741-0.001003i,0.00029648-8.2299e-05i,-0.00089324-0.00084755i,-0.0011014-0.00074458i,0.00018224+0.00096425i,0.00089525+0.0013523i,0.00072672+0.00088615i,0.00073596+8.3617e-05i,0.00036141-0.00024669i,0.00053976-0.00038126i,0.00020377+9.361e-06i,-0.00020892+0.0003319i,-3.711e-05-9.3877e-05i,-0.00019803-0.00080697i,2.7303e-05-0.00059397i,0.00027488+0.00038229i,-0.00061062+0.00053236i,-0.001352+0.0003256i,-0.00021649+0.00060208i,0.00073688+0.00023137i,0.00067987-0.00048794i,0.00088543+0.00040646i,0.00057176+0.0011949i
-2.9669e-05-8.9916e-05i,-0.00015865+0.00019207i,0.00029933+0.00024435i,0.00076269+0.00056967i,0.0012257+0.00044665i,0.0010119+0.00035654i,0.00087186+0.00072071i,0.00078916+0.00054259i,-2.7799e-05+0.00019491i,-0.00058085-5.5726e-05i,-0.00056489-0.00017591i,0.00025847-0.00056942i,0.00087486-0.00073978i,0.0011408-0.00017044i,0.00062847-0.00065347i,0.00029349-0.00089499i,-3.1944e-05+0.00013576i,-0.00024725+3.6166e-05i,-0.00035566-0.00034763i,-0.00045809-0.00026787i,0.00025143+0.00024585i,-6.3407e-05+0.00047503i,-0.001207+0.00010745i
0.00034849-0.0021751i,8.9902e-05-0.0016254i,0.00058759-0.00048781i,0.00028682+0.00051617i,0.00025706+0.0014106i,0.0014131+0.001183i,0.0013931+0.00048987i,0.00015411-0.00023856i,-0.00013493-0.00053986i,0.00034796-6.9142e-06i,0.00056976-0.00013558i,0.00042069-0.0009328i,0.00014938-0.0012455i,0.00015321-0.0007425i,4.852e-05-0.00021494i,-0.00042846-3.2225e-05i,-0.00015526+6.0786e-05i,8.4965e-05-9.864e-06i,0.00019183+0.00015759i,0.00060995-0.00024873i,0.00061253-3.6583e-06i,0.0006127+0.00020068i,-0.00020033-6.1111e-06i
-0.00010643-5.1021e-05i,-0.00042979+0.0004i,-0.00057367+0.00031454i,0.00069229+5.7069e-05i,0.0010776-0.00012187i,0.00065104-1.6004e-05i,0.00088769+0.00035156i,0.00062543+0.00037736i,0.00016942+0.00041987i,0.00046234+0.00032057i,0.00047787+0.00079472i,0.00056654+0.0003875i,0.00023416-0.00014431i,-0.00032604+0.00033582i,4.7903e-05+0.00042364i,8.2281e-05-7.7711e-06i,-0.00039303-0.00014551i,-0.0003758+0.00034729i,1.6177e-06+2.8512e-05i,1.6095e-05-0.00021067i,-9.204e-05+0.00047655i,-0.00019635+0.00010107i,-0.00016884-4.8875e-05i
-6.6449e-05-0.00073343i,0.00019687-0.00019439i,0.00016945+2.4522e-05i,-0.0004737+0.00070431i,-0.00025455+0.0013863i,0.00051301+0.0010857i,0.001013+0.00027043i,0.00035353+0.00013751i,-0.0004239-1.179e-05i,-0.00083401-0.00088138i,-0.00036151-0.001634i,0.00026678-0.001145i,-0.00066141+0.00029678i,-0.0012481+0.0012735i,-0.00028963+0.00076737i,0.00078175-0.00062441i,0.00076781-0.00079277i,0.00039136+0.00016646i,0.00016201+0.00022735i,-0.00057903+0.00044139i,-0.0012675+0.0008161i,-0.00042115+0.00054356i,0.00029272+0.00017451i
0.00014445+6.2042e-05i,-7.1068e-05+0.00046026i,-0.00013275+0.0012448i,-0.00057169+0.0018903i,0.00010661+0.0018513i,0.00092263+0.0011542i,0.0008248+0.00046422i,0.0005216+4.7406e-05i,1.9405e-05-0.00018482i,-0.00058517-0.00013857i,-0.00045509+0.00038523i,-0.00040194+0.00074919i,-0.00096857+0.00036177i,-0.0003792-0.00045485i,-0.00017335-0.00015154i,-0.0011197+0.00054932i,-0.00080857-1.2935e-05i,-0.00032467-0.00034153i,-7.8478e-05+0.00018947i,8.6117e-05-5.623e-05i,0.00022365-0.00076884i,0.0002133-0.00044917i,-0.00021537+0.00033483i
0.00044+0.00056748i,0.00047762+0.00073921i,0.00042123-0.00036806i,0.0011083-0.00074931i,0.0017419+6.5926e-05i,0.0012176+0.00036564i,0.00060814+0.00016189i,0.00057219+0.00036716i,0.00092931+0.0004432i,0.00029523+0.00047849i,-0.0001861+0.00036791i,-0.00019039-1.7547e-05i,-0.00037074+0.00019218i,-6.688e-05-0.00044239i,0.00017513-0.0011927i,-0.00028136-0.00069983i,-0.0011505-0.00053165i,-0.001007-0.0003048i,-0.00044355-0.00050662i,-0.00011648-0.00055979i,-0.00066783+0.00018495i,-0.0010505+9.638e-05i,-0.00045935-0.00057593i
-3.5615e-05-0.0021196i,-0.00040048-0.0012423i,-0.0011705-9.5397e-05i,-0.0015604+0.00064904i,-0.0012872+0.0015761i,-0.00017522+0.0015321i,0.00020643+0.0003755i,-8.4004e-06+0.00050711i,-2.4483e-05+0.0013572i,-9.9851e-05+0.0012234i,-0.00046111+0.00038112i,-0.00056186-0.00017813i,0.00015951+0.00036628i,0.00032674+0.0004403i,0.00055286+0.00050206i,0.00036698+0.00019126i,0.00046371-0.00056106i,0.0014264-0.00047246i,0.0011475-0.00040817i,0.00036264-0.00042757i,6.9149e-05-0.00032775i,-5.7704e-05+0.00017746i,3.9067e-05-1.7582e-05i
0.00036315+0.0007366i,-0.00038808+0.00061274i,0.00032963+0.00062465i,0.0012146+0.00040614i,0.0011974+0.00013876i,0.00035459+0.00019397i,-8.0699e-05+1.5623e-05i,-0.00038656-4.9332e-05i,-0.00030533+0.00024079i,0.00016555+0.00090347i,-0.00014561+0.00052144i,-0.0007749-0.00070313i,-0.00012927-0.00071258i,0.00012135-0.000445i,-0.00014136+0.00024857i,-0.0001263+0.0010966i,-0.00021598+0.00064011i,-0.00026045-0.00040263i,7.3951e-05-0.00052852i,9.7764e-05-0.0001454i,-0.00035255-0.00023394i,-0.00045367-4.5832e-05i,0.00029989+8.0979e-05i
-0.00095488-0.0001352i,-0.00043123+0.00027265i,-0.00026095-0.00026699i,8.8847e-06+0.00084631i,0.0011769+0.002608i,0.002184+0.0016449i,0.0021715-0.00041303i,0.00087567-0.00016071i,-0.00030402+0.00085968i,9.6775e-05+0.00116i,0.0001974+0.00046098i,0.00034757-0.00057667i,0.00015582-0.00082466i,0.00015587-5.0371e-05i,0.00058823+3.0488e-05i,0.00015047-1.9044e-05i,-0.0004523+0.0002979i,-0.00024584+0.0010206i,-0.000123+0.0012781i,-6.0984e-05+0.00082543i,-0.00041969+0.00041345i,-0.00098156+0.00016661i,-0.00098638+2.8476e-05i
0.0010328+0.0013061i,-3.7722e-05+0.00089787i,0.0012188+0.0013859i,0.0023851+0.00025301i,0.0029638-0.00046457i,0.0017668-0.0010242i,-1.2895e-05-0.0012912i,-0.00077092-0.00037452i,-0.00060517+0.00014133i,-0.00029031-0.00024618i,-0.00052492-0.00057617i,5.6918e-06-0.00097823i,0.00015349-0.0010762i,-0.0003417+9.1137e-05i,-0.00045848+0.0011108i,-0.001115+0.00078031i,-0.0009198+0.00028861i,-0.00090055-0.00014i,-0.0015932-0.00052579i,-0.0011226-0.00091288i,0.00050083-0.0013594i,0.00061472-0.00067738i,-0.00087408-0.00024452i
-0.00067058+0.00065481i,-0.00012154+0.00092807i,0.00019976+0.00035957i,0.00042447+5.4826e-05i,6.6471e-05+0.00095498i,-0.00016749+0.001615i,-0.00044048+0.00022596i,-0.00054158-0.00013299i,1.3765e-06+0.00057557i,0.00027402+0.00018305i,0.00036563-7.5754e-05i,0.00012054-9.9784e-05i,0.00036349-0.00011374i,0.00088496+0.00012783i,0.00042504-0.00040088i,-0.00060154-0.0010373i,-0.0011911-0.0007452i,-0.00085444-0.00057851i,-0.00061435-1.459e-05i,-0.00096218+0.00045634i,-0.00096412+0.00036006i,-0.00047294-1.6124e-05i,0.00063722+2.0544e-05i
-0.0014381+0.001295i,-0.00028405+0.0018208i,0.00048258+0.0027787i,0.00078873+0.0030568i,0.00080859+0.0026912i,0.0012589+0.00084186i,0.0010179-0.00053033i,0.00030551-0.00039851i,0.00034141+0.00032764i,9.3035e-05+0.00013664i,-0.00023364-0.0004074i,-0.00083662-0.00013677i,-0.0011028+0.00053405i,-0.000573+0.00074537i,-0.00012481+0.0002501i,-2.0771e-05+0.000198i,-0.00032549+0.00038195i,-0.0003705+7.2178e-05i,-0.00023524-0.00027204i,-0.00063824+4.4005e-05i,-0.00036238+0.00019575i,0.00022293+0.00022676i,-8.022e-05-0.00011987i
0.0014596+0.00060931i,0.00081797+0.00052073i,0.00051115-4.2954e-05i,6.281e-05-0.00094993i,0.00075412-0.0010067i,0.0015242+0.00022645i,0.00058658+0.00074564i,-0.00040459+0.00092272i,-7.9498e-05+0.0015142i,-5.1059e-05+0.001271i,-0.0005624+0.00044763i,-0.00072315-0.00015799i,-0.00069303-0.00070788i,-0.00013464-0.00053617i,0.00052983-0.00016303i,0.00085974+7.4784e-05i,0.00020996-0.00028106i,-0.00031532-0.000411i,-0.00075447+5.2967e-05i,-0.00057196+0.00050548i,0.00025913+0.0010902i,0.00024129+0.00068197i,0.00011752+0.00022971i
-0.00036831-0.00055836i,0.00025554-0.00022982i,-0.00082906+0.0011587i,-0.00061526+0.0032787i,0.00091552+0.0032562i,0.0019961+0.001786i,0.0018437+0.00044758i,0.00092215-1.6122e-05i,4.5249e-05+0.00040987i,-0.00089266+0.00016284i,-0.00095644+0.00059056i,0.00015916+0.0008283i,0.00097497+0.00051778i,0.0009502+0.0011243i,4.1937e-06+0.00087967i,-0.00079564-0.00034367i,-0.00028358-0.00036561i,0.00016245+8.7279e-05i,0.00024299+0.00075965i,5.166e-06+0.0009739i,-0.00018867+0.00062729i,0.0002095+0.00032884i,0.00059861-3.7225e-05i
0.001449-1.4208e-05i,0.0010581+0.00042703i,0.0012809-0.00024948i,0.0010103-0.001943i,0.00069257-0.0022897i,0.00072345-0.0010955i,0.001304-0.00064655i,0.0012081-0.0001634i,0.00016482+5.348e-05i,-0.00017434-0.00026935i,-0.00036961-0.00023543i,-0.00047772+0.00054032i,-0.00014606+0.00064872i,-0.00038388+0.00014368i,-0.00068554-3.216e-05i,-6.9889e-05+0.00070614i,-2.1226e-05+0.0010364i,-0.00076292+0.0001096i,-0.0016123-0.00034486i,-0.001699+0.00028763i,-0.0013426+0.00033754i,-0.00050641-0.00011157i,0.00024596+4.6774e-07i
-0.0014107+3.1567e-05i,-0.00089216+7.0144e-05i,-0.00095106+0.0012083i,-0.00098434+0.0025398i,-0.0011529+0.0032537i,-0.0015473+0.0031244i,-0.0014818+0.0017192i,-0.00015888+0.00094311i,0.00035494+0.0012007i,-0.00010969+0.0012593i,1.2996e-05+0.00052581i,0.00051497-0.00077474i,0.00057306-0.00029682i,0.00053905+9.0551e-05i,0.00072945-0.0004121i,0.0003479-0.00011185i,-0.00079911+0.00013206i,-0.0015759+0.00029853i,-0.0012205+0.00038692i,-0.00047611+0.00032144i,-0.00037466+0.00081264i,-0.00092735+0.0013012i,-0.00051606+0.00075276i
-0.0015578-0.0013949i,0.00012218-0.0016329i,0.0019462-0.0012221i,0.0020961-0.00075866i,0.0018836-0.00035809i,0.0019067+0.00042221i,0.00099708+0.00096033i,2.6753e-05+6.9644e-05i,-0.00030712+0.000176i,-0.00073373+0.00057282i,-0.00048552+0.00012407i,0.00026095+0.00029294i,0.00055325+0.0003959i,0.00034565-3.1762e-05i,0.00016312-9.5782e-05i,-8.1638e-06+6.5318e-05i,-0.0001158-2.0759e-05i,-0.00060934-0.00014482i,-0.00085242-4.9713e-05i,-9.5709e-05+0.00032431i,-2.6007e-05+0.00043827i,-0.00054521+0.00042733i,-0.00019253-0.00018581i
-0.0014577-0.0003877i,-0.0016157-0.0004349i,-0.0019753+7.9189e-05i,-0.0019012+0.0010006i,-0.00025066+0.0014287i,0.0010567+0.00068516i,0.0016797-0.00048798i,0.0014885-0.00055997i,0.00043479+0.00018315i,0.00010383-2.9859e-05i,0.00073228-0.00024668i,0.0010813-0.000129i,0.0004414-5.6364e-05i,-0.00050652-7.8941e-06i,-0.00056296-0.00085893i,-0.0001261-0.0010293i,0.00018159+4.264e-06i,3.9171e-05+0.00032694i,-0.00070634-1.2439e-05i,-0.0012418-0.00030809i,-0.00092228-0.00038612i,-0.0003908-0.00047205i,-0.00018748+0.00030798i
0.00063792+0.0005629i,0.0012546+0.0012109i,0.0017254+0.0016954i,0.0026293+0.00088129i,0.002966+0.001129i,0.0019539+0.0011796i,0.0003295+0.00046199i,-0.00064064+0.00011524i,-0.00034966-0.00039203i,-0.00027652-0.00032259i,-0.00055062-0.00035831i,0.00042102-0.0002139i,0.0006258+0.00029085i,-1.9357e-06+0.00040123i,-0.00023748+0.00025964i,-2.0653e-05-6.9266e-05i,-0.00024782+0.00037917i,-0.00025008+0.00029893i,-0.00016265-0.00052891i,-0.00091224+0.00014993i,-0.00029808+0.00022727i,0.00052653-0.00025294i,0.00076069+0.00016673i
0.001003+0.00088464i,3.9577e-05+0.00014971i,9.0838e-05-6.3635e-05i,-0.00028613+0.00043713i,-0.00096347+0.00017453i,-0.00084533+0.00081707i,-0.00032187+0.0016258i,0.00016853+0.00074381i,0.00012076+0.00021565i,0.00014344-0.00012663i,0.00021054-0.00073865i,-9.7021e-05-0.00061055i,0.00012053+0.00034173i,0.00018421+0.0011665i,0.00024999+0.00077358i,-0.00021653+0.00062831i,-0.0011078+0.0013148i,-0.0014141+0.0011715i,-0.0010317+0.00072259i,-0.00021299+0.00054381i,0.0001542+0.00018511i,0.00023029-0.00039823i,-8.5653e-06+2.4112e-06i
-0.0018371-0.00081958i,-0.00057234-0.0010496i,0.00037424+0.00053957i,0.0017239+0.00082701i,0.0024439+0.0011134i,0.0025928+0.0014993i,0.0019187+0.00090826i,0.001047+0.00091892i,0.00037969+0.00091839i,2.7708e-05+0.00037904i,-5.7543e-05+7.1841e-05i,-0.00011289+8.6485e-05i,-0.00033045-3.5825e-05i,5.1532e-06+0.00018138i,7.3424e-05+0.00013569i,-0.000417+0.00013937i,-0.00097378-5.1616e-05i,-0.0012432-0.0006017i,-0.00095927-0.00025573i,-0.00046005+0.00055175i,-0.00044265+0.00050943i,-0.00041589+0.00037715i,-0.00017534-0.0002451i
0.0011822+0.00025448i,0.00092045-2.0205e-05i,0.00016014-0.00030734i,-0.00037594+0.00088024i,-0.00053479+0.0015595i,0.00031824+0.00059348i,0.00083268+0.00040049i,0.00022518+0.00014274i,-0.00024096-0.0002613i,-0.00019094-0.00041003i,-0.00020118+0.00011404i,-4.8164e-05+0.00085479i,-0.00062165+0.00034139i,-0.00073973-0.0004351i,-0.00037073-0.0010566i,-0.00011137-0.0008003i,-0.00039545-0.0001936i,-0.00058901+0.00074338i,-0.00096696+0.0010902i,-0.0013359+0.00033279i,-0.0009067+3.8673e-05i,8.7408e-05+0.00041003i,0.00032453+0.00065233i
0.00048574+0.00014392i,0.00076452+0.00039127i,0.0014832-0.0005724i,0.0023968-0.00072944i,0.0025575-0.00056952i,0.0014315+0.00068587i,0.00074881+0.0015048i,-0.00015923+0.00094677i,-0.0012093+0.0002959i,-0.00070707-0.00037987i,-0.00045201-0.00042341i,-0.00049917-0.00012316i,-0.00028758-5.5976e-05i,-0.00034888-0.00027549i,-0.0003606-0.00068008i,-0.00041187-0.00099301i,-0.00084658-0.00027502i,-0.00072074+0.00017639i,4.554e-05-0.00026487i,0.00033052+0.0003261i,3.9335e-05+0.0011514i,-0.00017668+0.0010247i,-0.00033048+1.2676e-05i
-6.4837e-05-0.0035901i,0.00065288-0.0010021i,-0.00087548-0.00047815i,-0.002028+0.00042097i,-0.00099264+0.0023271i,0.0010922+0.0025194i,0.0018966+0.0016216i,0.0012805+0.00056622i,0.00087719+4.1431e-05i,0.00014653-1.5694e-05i,-0.00083763-0.000152i,-0.00080146+0.00016101i,-8.3263e-05+0.00020916i,0.0004475-0.00033025i,0.00015316-0.00077107i,-0.00030511-0.00038346i,-0.00071415+0.00012052i,-0.00104+0.00044717i,-0.0011519+0.0001434i,-0.00036475-0.00057533i,0.00026268-0.00076817i,0.00048813-0.00051816i,0.00079435-0.00040031i
0.00097274+0.0015002i,0.00018744+0.0017571i,0.001359+0.0012976i,0.0022032-0.00025295i,0.00099826-0.0001451i,-6.4312e-05+0.00065664i,0.00030608+0.00097936i,0.00021171+0.0011033i,9.2914e-05+0.0011252i,-0.00013985+0.00020007i,-0.00024828-0.00070691i,0.00029219-0.00014269i,-8.8445e-05+0.00091385i,-0.0008078+0.0012378i,-0.00029819+0.00062623i,0.00010648-0.00011142i,-0.00023089-0.00099853i,-2.4472e-05-0.0012312i,0.00016526-0.00037346i,0.00012538-0.00011294i,3.8992e-05-0.00043154i,-0.00035742-0.00073294i,-0.00047826-0.00021578i
0.00016232-0.00012664i,9.9932e-05-0.00044833i,-0.00064064-0.00062091i,-0.00095704+0.0005283i,2.2095e-06+0.0020011i,0.00050922+0.0020045i,0.00029924+0.0010974i,0.00040606+0.00099438i,-0.00031497+0.00091343i,-2.3167e-05+0.00032548i,0.00099729+0.00041875i,0.00023401-0.00026835i,-0.0008683-0.001099i,-0.0007589-0.00062006i,-0.00020358-5.7477e-06i,3.723e-05+0.00028551i,-0.00038233+0.00030873i,-0.00056802+0.00023368i,-0.00047681+0.00056397i,-0.00035603+0.00036476i,-0.00039329-0.00034294i,-0.00073236-0.00068087i,-0.00044984-0.00095401i
-0.00086612-0.00013871i,-0.0005779+8.2039e-05i,0.00048756+0.000917i,0.0012857+0.0014423i,0.0021912+0.0015945i,0.0014135+0.0010572i,0.00024238-0.00030902i,-6.6452e-05-0.00034999i,-0.00039429+8.9339e-05i,0.00063142-0.00016363i,0.0011108-0.00010997i,-0.00020424+9.1323e-05i,-0.00091418+0.00046132i,-0.00018757+0.00097331i,0.00047646+0.00052039i,0.00043356-0.00045336i,-9.9612e-05+0.00023487i,-0.0003404+0.0010603i,4.7918e-05+0.00051329i,0.0002889-0.00051485i,1.8792e-05-0.00097997i,-0.00015802-0.00073745i,-0.00022174-0.00037239i
0.0033186+0.001652i,0.0017712+0.00084668i,0.0017718+8.4714e-05i,0.0017188+0.00011462i,0.001203-0.00021898i,0.00072747-0.00031874i,0.00026413-0.00032438i,0.00041034+0.00021753i,0.00025405+0.00089754i,0.000516+0.00094201i,0.00080546-0.00020911i,0.00045077-0.00043095i,0.00023264+0.00012522i,0.00070396-1.3447e-05i,0.00074578+0.00032046i,-0.00013747+0.00026919i,-0.00084332-0.00026224i,-0.0011993-0.00043791i,-0.00081859-0.00018985i,0.00018226-0.00027253i,0.00048897-0.00031677i,0.00050039-0.00017323i,0.00051466-0.00032252i
-0.00086952-0.00019795i,-0.00088306+0.00055857i,-0.00025908+0.00089574i,0.00053682+0.0014937i,0.0013612+0.0023454i,0.0019517+0.0024949i,0.0012588+0.001617i,7.691e-05+0.00074331i,-5.2914e-05+0.00026185i,5.6096e-05-0.00014043i,-7.5299e-05+0.00042401i,-0.000195+0.00028542i,-0.00037039+0.0002078i,-0.0004577+0.00081114i,-0.0002219+0.0009215i,-0.00049756+0.00036503i,-0.00086593-0.00060221i,-0.00040145-0.00047604i,0.00011489+0.00018823i,0.00021489+0.00013269i,-0.00016276-8.0823e-05i,-0.00041515-0.00032341i,7.3781e-05-0.00050584i
