-0.00018709+0.00089701i,0.00019882+0.00092406i,-0.0011498+0.00017331i,-0.0017283-6.6009e-05i,-0.0018809+0.0010695i,-0.001663+0.002134i,-0.00059882+0.0024251i,0.0010057+0.0016248i,0.0023637+0.00066898i,0.0013308+0.00068881i,6.2497e-05+0.00013183i,-8.2051e-06-0.00082653i,-0.0003443-0.0010609i,-0.00044315-0.00063642i,0.00026716-4.3802e-05i,9.723e-05+0.00067055i,2.8975e-05+0.00073843i,0.00046038+0.00063294i,-9.2258e-05+0.0005386i,-0.0010525-0.00014017i,-0.001297-0.00096511i,-0.00029577-0.0014821i,0.00029891-0.0010078i
-0.0036279+0.0021145i,-0.0033267+0.0032753i,-0.00044986+0.0025591i,0.0010053+0.00075448i,0.0014796+0.00012686i,0.00083806+0.00057656i,-0.0018142+0.0011001i,-0.0025696+0.0010886i,-0.0011519+0.00039717i,-0.00043058-0.00054682i,0.00057159-0.00095661i,0.0012124-0.00024256i,0.00040646+0.00060912i,2.3584e-05+0.00031807i,-4.6045e-05+0.00023013i,-0.00036769+0.00092048i,-0.00025557+0.00062349i,-0.0010627+9.9814e-05i,-0.00067095-0.00032545i,0.0001741-0.00094908i,0.00014799-0.0010878i,0.00057031-0.00028429i,0.0004851+0.00027763i
-0.0028948+0.0017287i,-0.0022096+0.0028282i,0.0001879+0.0046925i,0.002602+0.0041725i,0.001995+0.0015436i,-0.00031641-0.00042108i,-0.0011214+0.00033301i,-0.0005607+0.0016388i,-2.5651e-05+0.0011806i,2.6012e-05+0.0010539i,-0.00020355+0.0014299i,-0.00012462+0.00059836i,-0.00021359-0.00093612i,-0.00036675-0.0013165i,-0.00057026-0.00046511i,-0.0009475+0.00025144i,-0.0011574+0.00052847i,-0.00046375+0.00030585i,0.00068695-0.00032328i,0.00034734-0.00097645i,-0.0011392-0.00090168i,-0.00099928-0.00027772i,-0.00048209-0.00053862i
-0.003301+0.00020723i,-0.0044771+0.0011418i,-0.003439+0.00090661i,-0.0014766+0.00098651i,-0.00064534+0.0017087i,-8.4424e-05+0.0027709i,-0.00023291+0.0032469i,-6.9338e-05+0.0023807i,-0.00024858+0.00096124i,-0.00025858+5.1708e-05i,-0.00070156+0.00060724i,-0.0011112+0.0014533i,-0.0007281+0.0016062i,-1.6114e-06+0.0012441i,0.0003274+0.00056144i,4.4609e-05+0.00024183i,0.00044084-6.68e-05i,0.0005049+0.00010436i,0.00012888+3.6253e-05i,-0.00038685-8.6556e-05i,-0.0010388+0.00021239i,-0.00069671+0.00010397i,-0.00023333-1.662e-05i
-0.00026088+0.00087197i,-0.0009237+0.0018247i,0.00054161+0.0024098i,0.002281+0.0028207i,0.0011444+0.0031081i,-0.0010586+0.0024336i,-0.0010945+0.0023845i,2.6642e-05+0.0025556i,0.00031077+0.0018343i,0.00026595+0.0014074i,0.00047609+0.0013667i,0.00013048+0.00080486i,0.00025617+0.00054917i,0.00065739+0.00052557i,0.00072978+0.00082915i,0.00023572+0.0012043i,-0.00055872+0.00070055i,-0.00068908-0.00022117i,0.00037369-0.00043025i,0.00059886+0.00029658i,9.8873e-05+0.00046437i,-0.00038503+0.00095643i,-0.00035252+0.0013586i
-0.00026009+0.00042376i,-0.0012124+0.0010218i,-0.0014625-0.00016823i,-0.0010795-0.0012899i,-0.00012469-0.0015078i,0.00019542-0.0013684i,-0.00034579-0.0014343i,-0.00067806-0.0013195i,0.00019952-0.00046792i,0.00051385+9.2888e-05i,0.00070274+0.00056934i,0.0013426+0.00076133i,0.00085351+0.00012731i,0.00057299-0.00011686i,0.0010561-0.0010812i,0.0011466-0.0018981i,0.00027154-0.0010013i,-0.00052261-9.2281e-05i,-0.0010416-0.00059022i,-0.00025005-0.0011873i,0.00079828-0.00093128i,0.0012329-0.00065427i,0.0010453-0.0005818i
-0.00028915-0.0012744i,-0.00049716-0.0016205i,0.0024166-0.0011431i,0.0039398-0.0010612i,0.0022193-0.00073133i,-0.00068763+0.0014892i,-0.0017411+0.0018874i,-0.00061954+0.00016994i,-2.232e-05-0.00087581i,-0.0001239-0.001408i,0.00042233-0.0014635i,0.0011166-0.00078408i,0.00056857-0.00083813i,-0.00011439-0.0012224i,0.00012095-0.00071515i,-0.0001516+0.0006614i,-0.00041177+0.00099576i,-0.000831-1.764e-05i,-0.00068003-0.00068399i,3.8936e-05-0.00098287i,0.00030134-0.0012321i,-0.0002151-0.0010822i,-0.00019442-0.00031566i
-0.00070913-8.6201e-05i,-0.001016+0.00081438i,-0.0013365+0.0021013i,-0.0019787+0.0017849i,-0.0021773+0.0013278i,-0.0015679+0.0010495i,-0.0011476+0.0020627i,-0.0018728+0.0030718i,-0.001999+0.001472i,-0.0017553-0.0005196i,-0.0015553-0.00056786i,-0.0011264+4.5162e-05i,-0.00068459-0.0002089i,4.9656e-05-0.00086174i,0.00019203-0.00031657i,-0.00048131-0.00016743i,-0.00013291-0.00088585i,0.00057984+5.1699e-05i,0.00060603+0.00089805i,0.00029689+0.00043296i,-5.0291e-05-0.00016166i,-0.00013197-0.00058975i,-0.0004557-0.0008359i
-0.0021073+0.0020523i,-0.0022858+0.0023561i,-0.00027083+0.0013333i,0.0012949-0.00070454i,0.00057016-0.0013407i,-0.00038354+0.00057916i,-0.00047622+0.0016577i,-0.001103+0.0019583i,-0.0020642+0.0013671i,-0.0021933+0.00086676i,-0.0023992+0.00070775i,-0.001415+0.00017136i,-0.00048408-9.9663e-05i,-0.0011322-0.00018121i,-0.0013386-0.00011043i,-0.00070746+0.0008029i,0.00013862+0.0020229i,-0.00018792+0.001736i,-0.00090081+0.00095957i,-0.001344+0.00052754i,-0.0017242+0.00056837i,-0.0010526+0.00020795i,0.00014109+9.8731e-07i
0.00046422+7.8008e-05i,-0.00012675+0.00143i,0.00056951+0.0020561i,0.00055886+0.0020912i,-0.0010271+0.0019773i,-0.0028756+0.001934i,-0.0021999+0.0020181i,-0.00028871+0.0027172i,0.00020337+0.0023863i,-0.00030602+0.001799i,-0.00084705+0.0021796i,-0.00070223+0.0024976i,0.00031832+0.0020749i,0.00048611+0.0016505i,6.1717e-05+0.0017151i,-0.00088513+0.001586i,-0.00091794-0.00018539i,-0.00012169-0.0011758i,0.00075615-0.00065905i,0.001429-0.00068387i,0.00061469-0.00092619i,-0.00033629-0.00086501i,-7.8698e-05-0.00037213i
-0.002516+0.0010938i,-0.0025454+0.0023621i,-0.00086018+0.0022286i,0.00043692+0.00064044i,0.0013025-9.0963e-05i,-8.8152e-05+0.00052477i,-0.0010096+0.0015883i,0.0003713+0.0016922i,0.0015666+0.0016349i,0.0020407+0.0015174i,0.0027112+0.0014323i,0.0024269+0.0013891i,0.0018334+0.0010273i,0.0018649+0.00014469i,0.0020291-0.00018753i,0.0022665+0.00020574i,0.002079+0.00081073i,0.0012432+0.00095134i,2.2818e-05+0.00015936i,-0.00086618-0.00031668i,-0.00046267-0.00017138i,-0.00025032-0.00067179i,-0.00015699-0.0011902i
-0.00067872-0.0029963i,-0.001864-0.0018478i,-0.0021615-0.0006374i,-0.00089793+0.0015932i,5.2573e-05+0.0034379i,0.00037939+0.0035588i,0.00090893+0.0016823i,0.0022339+3.4324e-05i,0.0028285-0.00069847i,0.0020107-0.00091481i,0.0012612-0.00050501i,0.0021178-0.00017628i,0.0025577-0.00038088i,0.0023525-4.0464e-05i,0.00091709+0.00019977i,-0.00068796-0.00042126i,-0.0019961+0.00011645i,-0.0017877-0.00029144i,-0.00044519-0.0012479i,-0.0001514-0.00058949i,0.00030424-0.00014861i,0.00065563+8.7596e-05i,0.00043311+0.000556i
-0.0020375-0.0014934i,-0.0020953+0.00063773i,-0.0024436+0.0025035i,-0.0023277+0.0031657i,-0.00085649+0.0021538i,-0.00041947+0.00085713i,-0.0020118+0.00020704i,-0.002516-0.0009195i,-0.0017188-0.0020189i,-0.0002781-0.0026354i,-0.00021303-0.0027786i,-0.00032393-0.0023331i,-0.00028408-0.0015383i,-0.00045065-0.00094937i,-0.00036657-0.00043721i,-2.3053e-05-0.00079164i,0.00032015-0.0014252i,2.0115e-05-0.00038789i,-0.00065231+0.0011064i,-0.0015801+0.0014122i,-0.00079502+0.00040771i,0.00029574-0.00046275i,-0.00040786+0.00011102i
-0.0003695+0.0019977i,-0.00024853+0.0026382i,0.0014996+0.0025921i,0.0038708+0.00079759i,0.0030606-0.00055616i,-0.00081201+2.4302e-05i,-0.0032582+5.8872e-06i,-0.0042521-0.00050883i,-0.0046506-0.0011304i,-0.0038548-0.0024726i,-0.0025965-0.0025126i,-0.0023985-0.00093458i,-0.0021941+0.00040958i,-0.0019631+0.00042379i,-0.0021926+0.00071028i,-0.0023268+0.0017102i,-0.0015454+0.0016807i,-0.00064399+0.0005557i,0.00024713-0.00041504i,0.0011155-0.0012785i,0.0014046-0.0012284i,0.0013947-0.00063539i,0.0015402+1.7974e-06i
-0.001111+0.00040905i,-0.00089328+0.00025693i,-0.00070299+0.00022811i,-0.00086649+0.0013216i,-0.00090356+0.0018505i,-0.0020053+0.0016008i,-0.003424+0.0020792i,-0.0033748+0.0026808i,-0.003184+0.0030776i,-0.0037469+0.0031315i,-0.0028642+0.0023459i,-0.0013159+0.0016476i,-0.00075502+0.0018817i,-0.00058866+0.0012906i,0.00048761+0.00092392i,0.00086107+0.00056946i,0.00011784+5.3834e-05i,0.00044717+0.0010056i,0.00083662+0.0017829i,-0.00020497+0.0018162i,-0.0013239+0.001104i,-0.0010778-0.00011477i,-0.0008569-0.00011812i
-0.0022773-0.00080246i,-0.0022561-0.00030155i,-0.0023359+0.00026912i,-0.0012088-0.0010938i,0.00022583-0.00084932i,-7.689e-06+0.0013261i,-0.0001421+0.002967i,0.00036417+0.0036494i,0.00082508+0.0041746i,0.00057776+0.0041235i,-0.00029112+0.0041496i,-7.1793e-05+0.0046927i,0.00092945+0.0035338i,0.0014994+0.0016059i,0.0016378+0.0013659i,0.0013861+0.001203i,0.00098357+0.00087612i,0.00061926+0.00038837i,-0.00033065-0.0001967i,-0.0015306-0.00051477i,-0.0010049-0.00062662i,0.00041861-0.00038699i,0.00038617+3.1409e-05i
-0.0032233+0.00069442i,-0.0039275+0.0024507i,-0.0023803+0.0034823i,0.00030049+0.0036462i,0.0011814+0.0039013i,0.0011795+0.0022665i,0.00099854+0.00056948i,0.0027599+0.0011201i,0.0050545+0.0017879i,0.005006+0.0018868i,0.0037572+0.0018548i,0.0030253+0.0012069i,0.0023944-0.00024638i,0.00068413-0.00099559i,0.00011776-0.00096601i,-8.1105e-05-0.0016316i,-0.00019861-0.0018382i,0.00059661-0.0010517i,0.0014216-0.00013813i,0.0013063+0.00051789i,0.00068241+0.00084425i,0.0007253+0.0011101i,0.00021483+0.00079643i
0.0016854+0.0036547i,0.0009469+0.0042267i,0.0022113+0.0036694i,0.0020363+0.0010192i,0.00022808-0.00092003i,-0.0014417-0.00041879i,-0.0025896+0.00042817i,-0.00077685-0.00073611i,0.0024024-0.0024061i,0.0035145-0.0032508i,0.0024528-0.0024704i,0.0012043-0.0012151i,5.118e-05-0.0016025i,-1.7261e-05-0.0018983i,0.00019258-0.0010421i,0.00061538-9.7804e-05i,0.00078314+0.0010271i,-0.00028471+0.00147i,-0.0010313+0.00058401i,-0.0011256-0.00024997i,-0.001052+0.00016667i,0.00042994+0.00080053i,0.0011823+0.001037i
-0.0036115+0.0012877i,-0.0029224+0.002766i,-0.00048817+0.0035199i,0.0016324+0.003176i,0.0016532+0.0027012i,0.00019723+0.0026759i,0.00011462+0.0022836i,0.00065737-4.5281e-05i,-0.00032901-0.0031066i,-0.0011639-0.0049352i,-0.00070083-0.0039713i,-0.00080032-0.0016755i,-0.0016966-0.0011512i,-0.0014764-0.0013097i,-0.0012295+0.00013546i,-0.001949+0.00015604i,-0.001586-0.00079116i,-0.00061574-0.0010697i,1.3584e-05-0.0018225i,0.0010462-0.00107i,0.0014665-0.00028771i,0.0010367-0.00021913i,0.00030239-3.2431e-06i
0.00066814-0.00017587i,-7.1515e-05+0.00010846i,-0.00072376+0.0007621i,-0.0023526+0.0017469i,-0.0033096+0.0015788i,-0.0036304+0.00059193i,-0.004287-3.8089e-05i,-0.0051633+0.00037599i,-0.0054027-0.00077694i,-0.0046439-0.0015772i,-0.0036-0.0001184i,-0.0030026+0.0010132i,-0.0021034+0.0010157i,-0.0013616+0.0010924i,0.0005147+0.00071912i,0.0017008+0.00073482i,0.001329+0.0008217i,0.00097589+0.00050931i,0.00015577+0.0010577i,-0.00043042+0.0017591i,0.00045358+0.0010121i,0.0010786-0.00029674i,0.00073502-0.00066737i
-0.0039612+0.0004854i,-0.0032154+0.0014638i,-0.0019463+0.0029172i,0.00021942+0.0025829i,0.0022194+0.0012402i,0.001275+0.0011098i,-0.0015068+0.0026993i,-0.0034352+0.0041094i,-0.0037337+0.0050077i,-0.0033166+0.0043781i,-0.0022805+0.0034398i,-0.00086995+0.003404i,-0.00019107+0.0032493i,0.00045936+0.0022778i,0.0003022+0.00091829i,-0.00038039-0.000147i,-0.0010798-0.00022799i,-0.0015364-0.00024677i,-0.00063485-0.00088557i,-0.00035269-0.00139i,-0.00082205-0.0016194i,-0.0010301-0.0012654i,-0.0012407-0.0010117i
-0.0015122+0.0010269i,-0.0024115+0.0023094i,-0.0016344+0.0032305i,-0.00051955+0.0035112i,-0.00041969+0.0032999i,-0.001789+0.0035727i,-0.001283+0.0043278i,0.00054494+0.0055727i,0.0010921+0.0057797i,0.00067615+0.0051976i,0.00033805+0.0042066i,0.0014509+0.0028877i,0.0019774+0.0011063i,0.00094762-0.0006046i,0.00042757-0.0010263i,0.00043376-0.0010331i,0.00010935-0.0014643i,0.00064583-0.0011957i,0.0015185+0.00090346i,0.00096086+0.0022433i,0.00014152+0.0011902i,-0.00012396+0.00053567i,-0.00085863-0.00022645i
0.0009781+0.0033899i,0.0014319+0.0030062i,0.0019171+0.0011337i,0.0010685-0.0013787i,-0.0005079-0.0021711i,-0.00096159+1.8571e-05i,0.00051373+0.0019887i,0.003184+0.0030017i,0.0051498+0.0029939i,0.005529+0.0019122i,0.004057+0.00083915i,0.002784+0.0002443i,0.0015512+0.00026624i,-0.00017686-6.5354e-05i,-0.0015122-0.00017525i,-0.0012323+0.00039996i,-0.00094791+0.00087263i,-0.0013835+0.0010847i,-0.00091569+0.00082986i,0.00028833-3.009e-06i,0.00066116-0.00024112i,0.00078339+0.00044465i,0.00061255+0.00081221i
-0.0019586+0.0010993i,-0.0010658+0.0016621i,0.0006547+0.0013082i,0.0017606+0.00094489i,0.0026711+0.0005552i,0.0016627-2.6227e-06i,0.0018255-0.00016459i,0.0029483-0.0015387i,0.0036188-0.0025157i,0.0033877-0.0026287i,0.0023422-0.0020361i,0.0013779-0.0015976i,0.00010712-0.001544i,-0.00074283-0.00093706i,-0.001228-0.00039328i,-0.0013319-0.00034454i,-0.0013455-0.00057515i,-0.00068226-0.00097409i,0.0011593-0.0008904i,0.0013942-0.00053351i,0.00026795-0.0012899i,-0.00035034-0.0013432i,-0.00031411-0.00047095i
-0.00056995-0.0012591i,-0.00088488+0.00090719i,-0.001278+0.0027634i,-0.00072057+0.0044242i,-0.0018908+0.0040598i,-0.0030395+0.0010524i,-0.0031841-0.0010109i,-0.0024668-0.0015703i,-0.0015228-0.0029947i,-0.001127-0.0038326i,-0.0010968-0.0026287i,-0.0014978-0.00096267i,-0.0017677+0.0003037i,-0.0018534+0.00060436i,-0.0013543+0.0008297i,-1.3261e-05+0.0012753i,0.00094472+0.0018915i,5.6239e-05+0.0020776i,-0.00065087+0.0016342i,-0.00059212+0.00096615i,-0.00043578+0.00060327i,0.00014209+0.00087672i,0.00087828+0.00016164i
-0.00093112+0.00161i,-0.0012755+0.0010104i,-0.00034441+0.00086696i,0.0023383-0.00046014i,0.0034842-0.0018852i,0.00052096-0.00077722i,-0.002388+0.00089062i,-0.0036114+0.00045185i,-0.004604-0.0010513i,-0.0039585-0.001256i,-0.0022284+0.0006554i,-0.00070613+0.0018964i,-0.0001978+0.0015407i,6.8786e-05+0.0014926i,0.00092015+0.0014551i,0.0017444+0.00054661i,0.0010735-0.00093283i,-0.00040579-0.0020194i,-0.00036511-0.0018199i,0.00048029-0.00060918i,0.00066492+6.5967e-05i,-0.00062823-2.8691e-05i,-0.0013365+0.00025451i
-0.00092401+0.0012015i,-0.0013096+0.0015943i,-0.00083244+0.0023171i,0.00033436+0.0032731i,-0.00041997+0.0034724i,-0.0023769+0.0037538i,-0.002691+0.0042589i,-0.0026169+0.0042618i,-0.0028594+0.00337i,-0.0027969+0.0025602i,-0.0014417+0.0022438i,0.00053198+0.0017398i,0.0015155+0.0010454i,0.00079265+0.0005085i,0.00050724-0.00037238i,0.0016079-0.0012827i,0.002045-0.0011666i,0.0014023-0.00043139i,0.00071162+2.9684e-05i,0.00032346+0.00079775i,0.00038968+0.0010755i,0.0005888+0.0004915i,-8.2143e-05+0.00014091i
-0.00089337+0.0023877i,-0.001232+0.0015812i,-0.00092981-0.00039802i,-0.0012833-0.0014651i,-0.00043131-0.0031588i,0.00022856-0.0025279i,7.0788e-05+0.001369i,0.00060915+0.004268i,0.00043312+0.0045931i,-0.00055748+0.0028089i,-0.00055557+0.0012373i,0.00010476+0.00053273i,0.0011363-0.00011045i,0.00075988-0.00057041i,-0.00032807-0.0010207i,-0.00097362-0.00087509i,-0.0019671-0.00070458i,-0.0018216-0.00019505i,-0.0010608+0.00010176i,-0.00091097-0.00045109i,-0.00099698-0.00064259i,-0.00022206-0.00020193i,-0.0002252+5.0643e-05i
-0.0012634-0.002617i,-0.0015379-0.0015994i,-9.8894e-05+0.00059129i,0.002226+0.0036335i,0.0025057+0.0041058i,0.00061806+0.0022326i,0.00068596+0.0016392i,0.0019175+0.0016505i,0.0027539+0.0010481i,0.0030023+0.00064498i,0.0018652+0.0007766i,0.00046156+0.00075172i,-0.00043101-0.00065901i,-0.0003661-0.0013063i,-2.981e-05-0.00015811i,-0.00024176+0.00029936i,0.00058724+6.698e-05i,0.0016675+8.0548e-05i,0.0014351+0.00014769i,0.00017835+0.00034855i,0.00022039+0.00011401i,0.00075423-0.00028902i,-2.4852e-05-6.2245e-05i
-0.0032859+0.0027359i,-0.0034938+0.0037183i,-0.0025808+0.003738i,-0.0011214+0.0022278i,-0.00050475+0.00097831i,-0.0022165-0.001137i,-0.0024293-0.0022495i,-0.00010319-0.00097908i,0.0023822+0.00014323i,0.0027555+0.0011903i,0.0013745+0.0016259i,-0.00027922+0.00087545i,-0.0011087+0.000203i,-0.0010731+0.00046854i,-0.00063779+0.0011465i,-0.00014232+0.0020164i,-0.00035474+0.0021229i,-0.00086092+0.0013769i,-0.00092204+0.00082803i,-0.001027+0.00014497i,-0.00048229-0.00033076i,-0.00069597-0.00011877i,-0.00081243+0.00010986i
-0.0030475+0.0023591i,-0.0025938+0.0033618i,-0.00051812+0.0033183i,0.0011811+0.0017562i,0.0019577+0.00094774i,0.00069159+0.001632i,-0.00017388+0.0012498i,0.00030272-0.0017774i,0.00049091-0.0037037i,0.00075315-0.0029256i,0.0009969-0.0012408i,0.00057063+0.00045125i,-0.00024961+0.0010003i,-0.00054507+0.0008356i,8.7523e-06+0.00045152i,0.00057039-0.00038818i,0.00060385-0.00071423i,0.00024119-0.00047227i,0.00073964+2.5691e-05i,0.0013769+0.00027238i,0.0016562+3.4163e-05i,0.0012638-0.00059672i,0.00028503-0.00090431i
-0.00039248-0.0011495i,-0.0013581-0.00030944i,-0.0013901+0.0020063i,-0.00024197+0.0033616i,0.00021979+0.0030504i,-0.00254+0.0025746i,-0.0048163+0.0031127i,-0.0044351+0.0025914i,-0.0026116-0.00023092i,-0.00097999-0.0026227i,4.0299e-05-0.0016508i,0.00061044+0.00058737i,0.0013367+0.00092441i,0.0017792+0.00051021i,0.001255-0.00013048i,0.00067604-0.00073555i,0.00070214-0.00051633i,0.00070724-3.3344e-05i,0.00028794+0.000537i,0.00019476+0.00067085i,0.00045297+2.2733e-05i,0.00056682-0.00040614i,-6.5946e-05-0.00012676i
-0.0008179+0.0034689i,-0.00054021+0.0040592i,0.0025807+0.0038099i,0.0049746+0.0023755i,0.0042327+0.0013529i,0.003011+0.001168i,0.0023851+0.0012911i,-0.00010084+0.00089093i,-0.0027917+0.00060235i,-0.0036307+0.00072518i,-0.002946+0.00036054i,-0.001846+0.00043717i,-0.0013787-2.5946e-05i,-0.00080037-0.00022457i,-4.0627e-05-0.00017674i,-0.00012836-0.00033945i,-0.00051426+0.00025771i,-0.00043531+0.00017153i,-0.00017457-0.00022543i,0.00011537-0.0015673i,-0.00024811-0.0021645i,-0.00092262-0.00085898i,-0.00037029+3.4367e-05i
-0.0028413-0.00084178i,-0.0039197-0.0019881i,-0.0037273-0.0021732i,-0.0037322-0.00071241i,-0.0048493-0.00037246i,-0.0053338+6.4349e-05i,-0.0039304+0.0024621i,-0.0022092+0.0048265i,-0.0019522+0.0045899i,-0.0028787+0.0027218i,-0.0031511+0.0016943i,-0.0012892+0.00096455i,0.00031448-0.0006784i,0.00032041-0.0018727i,-0.00094025-0.00099292i,-0.0010367+0.0001774i,3.6121e-05+0.00032167i,-3.3508e-05+2.2575e-05i,-0.00098399-7.6977e-05i,-0.0013598-0.0008251i,-0.00078917-0.00080466i,0.00010022-0.0001222i,0.00015673+0.00041602i
0.0016964+0.0048473i,0.00099515+0.0056871i,0.0029674+0.0049409i,0.0041856+0.0029765i,0.0040075-0.00045759i,0.0018572-0.002844i,0.00068689-0.0025603i,0.0012157-0.00010146i,0.0019249+0.0022577i,0.0022224+0.0025473i,0.0011989+0.0012778i,-0.00064345+0.0005251i,-0.00087397+0.00064015i,-0.00016705+0.00090327i,-4.3396e-05+1.8312e-05i,0.00053541-0.000822i,0.00074734+0.00030888i,0.00025636+0.00098617i,0.00022589+0.0010527i,0.00011554+0.00015607i,-0.00042635-0.00056478i,-0.00095186-0.00040736i,-0.00069703-0.00062298i
-0.033986-0.016333i,-0.038378-0.014653i,-0.039875+0.0075898i,-0.021959+0.023728i,-0.0040029+0.027054i,0.0075731+0.016571i,0.0065357+0.0025632i,0.001395-0.00021491i,-0.00022188+0.0036708i,0.0013724+0.0084463i,0.0039977+0.0088019i,0.005241+0.0036218i,0.005253-0.00082787i,0.0049652-0.0026897i,0.0050251-0.0034831i,0.0020402-0.0016668i,-0.0014849+0.0021443i,-0.0017456+0.0032823i,-0.0015121+0.00042808i,-0.00069068-0.00070839i,0.00061429-0.00071391i,0.00092748-0.0011486i,0.00078261-0.00057216i
-0.0013208-0.00071542i,-0.0034515-0.0011936i,-0.0040702-0.00013828i,-0.0019476-0.0013547i,-0.0016855-0.0029481i,-0.0036997-0.0024356i,-0.0049223-0.00023878i,-0.0036587+0.0011368i,0.00024763-0.00028278i,0.003413-0.0011523i,0.0032057-0.00069382i,0.0019815+0.00037835i,0.0014011+0.0017829i,0.00066999+0.0016835i,0.00026433-0.00030068i,-2.2037e-05-0.0010603i,-0.00082175-0.00034012i,-0.0008463-0.00023997i,0.00046397-0.0003951i,0.0014077-0.00019848i,0.0010129+5.8721e-05i,-0.00025102+0.0002979i,-0.00085966+0.00028232i
-0.0026495-0.00055642i,-0.0033296+0.00052257i,-0.0023769+0.0022472i,6.7921e-05+0.0039832i,0.00041132+0.0047875i,-0.00010609+0.0055463i,-0.001011+0.0054928i,-0.0011942+0.0035337i,-0.00082733-0.00058478i,-0.00099553-0.003978i,-0.0012767-0.0040567i,-0.00097528-0.0023001i,-0.00036879-0.00030126i,-1.9157e-05+0.00097942i,-6.8276e-05+0.0010552i,-0.00082952+0.00084761i,-0.00061042+0.00080418i,-0.00016747+0.001233i,-5.1026e-05+0.001827i,0.00035913+0.0017523i,-5.6105e-05+0.00061562i,0.00022934-0.00026993i,0.0009675-0.00038063i
-0.0015326-0.00057005i,-0.0028786+0.00079915i,-0.0031391+0.0027635i,-0.001721+0.0033121i,-0.00084618+0.0024914i,-0.0011502+0.0021654i,-0.001686+0.002417i,-0.002435+0.0022321i,-0.0039367+3.5296e-05i,-0.0056436-0.0021617i,-0.0045598-0.00069686i,-0.0016309+0.0015155i,0.00019463+0.0018852i,0.0018841+0.0017791i,0.0017338+0.0013468i,-0.00014308+0.00036982i,-0.00097585+0.00032896i,-0.00059578+0.00025935i,7.701e-05-0.00095018i,0.00033026-0.00027719i,-0.00027117+0.00066569i,-0.0010327-0.00019695i,-0.0012831-0.00040602i
-0.0033234+0.0011069i,-0.0023927+0.0012552i,0.0012891+0.00035653i,0.0035997-0.00047274i,0.0029596-0.0014594i,0.0023633-0.00058659i,0.0013194+0.00066405i,-0.0010445+0.0018064i,-0.0028736+0.002423i,-0.0038067+0.0034018i,-0.0040107+0.0044478i,-0.0022469+0.0036296i,-0.00057314+0.0020121i,-0.00049969+0.00034865i,3.3247e-05-0.00020003i,0.0012004+0.00073441i,0.0013988+0.0010479i,0.0017972+0.0015275i,0.002207+0.0024347i,0.0013227+0.0020657i,8.4552e-05+0.00063908i,-0.00047649-0.0010457i,-0.00053933-0.0015255i
-0.0012897+0.00069921i,-0.0047724+0.00087983i,-0.0063181+0.0029331i,-0.0054762+0.0030704i,-0.0048393+0.0025839i,-0.0051493+0.0025447i,-0.0033185+0.0029772i,0.00012175+0.0038557i,0.001637+0.0047985i,0.001578+0.0046509i,0.0016044+0.0042228i,0.0015687+0.002909i,0.001772+0.00073792i,0.001547-0.00063554i,0.00060215-0.0012687i,-7.3747e-05-0.001336i,-0.00030379-0.0007138i,-0.00038266-0.00025217i,-0.00051743-0.00053144i,-0.0011368-0.00093151i,-0.0014634-0.00076053i,-0.00092541+2.3997e-06i,-0.00042976+0.00051565i
0.00019451-0.00038453i,2.1746e-05+0.00070234i,0.0017663+0.0013768i,0.0033186+0.0021975i,0.0025709+0.0029736i,-0.00036941+0.0033062i,-0.0016936+0.0036459i,0.00036089+0.0027962i,0.0028176+0.0013546i,0.0043206+0.0013739i,0.0049708+0.0019474i,0.0041217+0.001401i,0.0020471+2.5904e-05i,0.00074838-0.00034981i,-8.1045e-06+0.00031028i,-0.00036207+0.00014296i,-0.00018372-0.0010248i,3.1929e-05-0.0015979i,-2.0619e-05-0.0010521i,-0.00016701-0.00048313i,-0.00063892-0.00048807i,-0.00089399-0.0007737i,-0.0011841-0.00065896i
-0.0039839+0.00029276i,-0.0053999+0.0016361i,-0.0044582+0.0021853i,-0.0020604+0.0020532i,-0.00095325+0.0015289i,-0.00021892+0.0014166i,-0.00040194+0.00060461i,-0.00033234+4.8033e-05i,0.0019695-0.00039344i,0.0038203-0.0020804i,0.0038195-0.002502i,0.0025277-0.0020485i,0.00023246-0.0017772i,-0.0010915-0.00048198i,-0.0014578-0.00032653i,-0.001926-0.00080801i,-0.0019296+0.0001103i,-0.0016777+0.0016639i,-0.0014856+0.0016678i,-0.00095208+0.0012807i,-0.00035143+0.0011819i,0.00043609+0.00053932i,0.0013946+4.1157e-05i
-0.0030305-0.0023648i,-0.0040902-0.0003723i,-0.003025+0.00055552i,0.00017709+0.00017916i,0.0016638+5.3414e-05i,0.0016105+0.00053953i,-0.0010455+0.00099239i,-0.0030141-4.5384e-05i,-0.0027323-0.0028773i,-0.002649-0.0058367i,-0.0020218-0.0048748i,-0.0018535-0.0015663i,-0.0014072+0.00025311i,-0.00021959+0.00089864i,0.00012867+0.00088144i,-0.0002491+0.0010422i,-0.0012332+0.00087263i,-0.00077236+0.00039905i,0.00042768+0.00019525i,0.00055992-0.00023902i,0.00045184-4.7355e-05i,-0.00022482+0.00034723i,-0.0013939-8.3249e-05i
