-0.0014345-0.00045127i,-0.0014167-0.00072197i,-0.0016015-0.00077822i,-0.0029272-0.00065543i,-0.0037833-0.00013139i,-0.0035744+0.0005657i,-0.0020679+0.00062798i,-0.00023187+0.0015395i,0.00088224+0.0022879i,0.0011553+0.0019092i,0.001078+0.0015024i,0.0008732+0.00094369i,0.000578+7.9544e-05i,0.00048641-0.0001375i,0.000558+0.00012403i,0.00088534+0.00024056i,0.0005068+0.00078491i,8.13e-05+0.00041988i,0.00057099-0.00060777i,0.00030811-0.00044275i,-0.00024681+0.00053825i,-0.00045747+0.0010411i,-0.00064676+0.0011198i
0.0010737+0.0017286i,0.0018847+0.0022076i,0.0028687+0.0013219i,0.001768-0.0011758i,0.00073431-0.0021963i,0.00073635-0.0015261i,0.0006119+0.00020033i,0.00011187+0.001667i,0.0001782+0.0013593i,-0.0001138+0.00068451i,-0.00039163+0.00029106i,-0.00028882+0.00029219i,-0.0009316+0.00038912i,-0.0010379+0.00028771i,-0.00045899+0.00068113i,0.0003071+0.0012801i,0.0011422+0.0012304i,0.001244-0.00012923i,0.0012622-0.0011149i,0.00092331-0.00047849i,-0.00023563+0.00028119i,-0.00066073+0.00067592i,-0.0003657+0.0007016i
0.00067622+0.0013258i,0.0013887+0.00098697i,0.0013472+0.00087787i,0.00019826+0.00016894i,0.00013327-0.0010026i,0.00013864-0.00075395i,0.00028657-0.0003569i,0.00061123+0.00024408i,0.00021614+0.00077009i,0.00030562+0.0011235i,3.5758e-05+0.0013115i,-0.00037979+0.00072743i,5.8829e-05+0.00057504i,0.00017905+0.00025232i,-0.00012694-0.00038102i,-0.00059672-0.00046241i,0.00022512+0.00011403i,0.001673+0.00011567i,0.0020575-0.00030546i,0.001408-0.00050351i,0.00069918-0.00058411i,0.00023077-0.00066141i,0.00025089-0.00038034i
-0.0030365-0.00033704i,-0.0017156+0.00067961i,-0.0022745+0.0025241i,-0.0014038+0.0029757i,0.0005586+0.0020334i,0.0009143+0.00053533i,0.00093514-9.5504e-05i,0.001076+0.00030629i,0.0010533+0.0013923i,0.00040171+0.0023388i,4.3678e-05+0.0020501i,0.00041616+0.0011222i,0.00032274+0.000728i,0.00034955+0.00013947i,0.00046547+0.0001665i,0.00052462+0.00086384i,0.00083961+0.00060936i,0.00073103+0.00070181i,0.001107+0.0010896i,0.0010041+0.00078347i,0.00083654+0.00042802i,0.00041706+0.00051857i,-0.00016191+0.00013864i
-0.0012383-0.00090182i,-0.0014013-0.0010565i,-0.0010719+0.00023315i,0.00028364+0.00071567i,0.0012853-0.00028279i,0.0011906-0.00093153i,0.00028967-0.00020679i,-0.00044201+0.00033133i,-0.00068195+0.00031209i,-0.0010337+0.00013132i,-0.0010672+0.00023203i,-0.00047848+0.0009564i,-0.00026131+0.0010856i,0.00026574+0.00071224i,0.00086475+0.0003647i,0.00056771+0.00051269i,0.00054492+0.00044626i,0.0014229-7.8307e-05i,0.0017325-0.00028685i,0.00061203-0.00020849i,-0.0002832+0.00033715i,-0.00028276+0.0004561i,1.4643e-05-0.00021478i
0.00015087+0.0024664i,0.00015242+0.0016347i,-3.0182e-05+0.00060979i,0.00021978-0.00015563i,0.00032797-0.0012482i,-0.00081827-0.0017046i,-0.0013142-0.00054976i,-0.00012198+0.00026339i,0.0012073-0.00010511i,0.0010411+0.00014239i,0.00011293+0.00057712i,-0.00039589+0.00052588i,-0.00090993+0.00077062i,-0.0013563+0.00059061i,-0.00098432-0.00047012i,0.00014797-0.0010237i,0.00067971-0.00024953i,0.00033324+0.00022914i,-0.00024833-0.00012327i,2.7198e-05-0.0004532i,0.00042913-0.00026349i,-4.7281e-05+0.00028121i,-0.00018186+0.00035495i
-0.00058188+9.8604e-05i,0.00011441+0.00098418i,0.00025079+0.0018659i,0.00056551+0.00094319i,0.000625-0.00014755i,0.00015914-0.00077147i,0.00087638-0.00023854i,0.0010657+0.0001428i,0.00024759-0.00062709i,-0.0002607-0.00055493i,-0.0001541+0.00030834i,0.00033747+0.00031366i,-0.00020585+0.00051877i,-0.00057333+0.00074598i,-0.0001862+0.00039826i,-0.00018358+0.00034776i,1.6432e-05+1.832e-05i,0.00064361+0.00026878i,0.00068177+0.00094222i,0.00012197+0.00024186i,-0.00017262-0.0003019i,-5.5063e-05+0.00026407i,-0.0001976+0.00042236i
0.0015435-0.0014851i,0.00087866-0.0010304i,0.00038715-0.00063907i,-0.00060553-7.9387e-05i,-0.00098733-0.00041969i,-9.0945e-05-0.00043262i,0.00073982+0.00031218i,0.00096157+0.00032783i,0.00027522+0.00081306i,-0.00075627+0.00061872i,-0.0012097+0.00032579i,-0.0013522+0.0012389i,-0.0013711+0.0015729i,-0.00077935+0.0011892i,-0.00035453+0.00075173i,-0.00032489+4.0514e-05i,0.00038248-3.5539e-05i,0.00082196-5.3893e-05i,0.00093766-0.00087916i,0.0012295-0.0012084i,0.0010044-0.00088703i,0.00025208-2.1287e-05i,-0.00056156+0.00042356i
-0.0003657+0.0022889i,1.1899e-05+0.0024296i,0.0014214+0.0017351i,0.0010538+0.00090917i,-7.1332e-05+0.00016364i,-0.00083146-0.0010285i,-0.0016197-0.00084423i,-0.0015377+0.00013471i,-0.00097772+0.0011223i,-0.00075404+0.0017963i,-0.00050273+0.0012839i,4.0371e-05+0.00075474i,0.00011777+0.00065281i,-0.00033556+0.00015633i,-0.00091471-1.9213e-05i,-0.00081372-9.6351e-05i,-0.00022628+0.00022953i,-6.9669e-05+0.0003266i,0.00044417-0.00046227i,7.6381e-05-0.00095759i,-0.00037478-0.00042791i,-0.00016183-0.00048152i,-6.6993e-05-0.00075163i
-0.001085+0.0023194i,-3.8486e-05+0.0022951i,0.0016996+0.0019242i,0.0022176+0.00079018i,0.0011965-0.00033166i,0.00080906-0.00072723i,0.00085618-0.00081609i,3.163e-05-0.00050194i,0.00028612+0.00021841i,0.00091753+0.0013646i,0.00010087+0.0016102i,-0.0005461+0.00049973i,-0.00070864+1.7786e-05i,-0.00077955-2.779e-05i,0.00027889+0.00036922i,0.00057372+0.00046477i,0.00031858+0.00023654i,0.0010731-0.00030669i,0.0012493-0.00046466i,0.00042027-0.00054484i,-7.6852e-05-0.00070111i,-3.4222e-05-0.00059025i,0.00062196-0.00015122i
0.00011437-0.0013708i,0.0014575-0.001522i,0.00066365-0.0012284i,-0.00014753-0.00034701i,0.00013191-0.00032489i,-0.00071573-0.0012177i,-0.00061522-0.0004952i,0.0007701+0.00050843i,0.00076735+0.00047228i,0.00010205+0.00092103i,-0.00043582+0.0016909i,-0.00016311+0.00052561i,0.00013247-0.0007223i,-0.00089817-6.8839e-05i,-0.00049132+0.00056327i,0.00065935+0.00043634i,0.0015154+0.0005807i,0.001999+0.0012634i,0.0012924+0.00080939i,0.00014201+0.00010776i,0.00020761+0.00025078i,0.00046345+0.00027683i,-0.00015942-0.00040233i
0.000117-0.00044083i,-0.00083153-0.00095109i,-0.00099848-0.0017607i,-0.00097788-0.0024895i,-0.00088887-0.0020907i,-0.0013207-0.00087444i,-0.00018508-0.00047074i,0.00098341-0.000168i,0.00016159-2.0391e-06i,-0.00042776-0.00018502i,-0.00086112+0.00013718i,-0.00084884+0.0011598i,-0.00043766+0.001151i,-0.00057225+0.00073758i,-0.00097856+0.0007769i,-0.0007542+0.00065437i,-0.00015711+0.00067857i,0.0007305+0.0001637i,0.0013701-0.00047503i,0.0012308-0.00053761i,0.00063369-0.00034015i,6.0189e-05-7.0459e-05i,-0.0003314-0.00015978i
-0.0002828+0.00027418i,-8.8118e-05+0.00067709i,-0.001134+0.00066232i,-0.0013407+0.00026903i,-0.00046383+9.7889e-05i,7.7855e-05-0.00058765i,0.00037184-0.00037861i,0.00093192+0.00099281i,0.0010199+0.0018816i,-0.00011127+0.0017125i,-0.0014467+0.0012305i,-0.00079921+0.0012461i,-8.5604e-05+0.00047585i,3.0379e-06-2.0743e-05i,0.00066714+0.0009237i,0.00033537+0.0010205i,-0.00013971+0.00018118i,0.00037699-0.00021223i,0.00075657-0.00039721i,-0.00024232-0.00027509i,-0.00056162-2.3717e-05i,0.00071285+2.2006e-05i,0.00061518+0.00026852i
0.00037691-0.0010183i,0.00089554-0.0010157i,-0.00024184-0.001071i,-0.00084612-0.0010201i,-0.00047843-0.00028848i,-0.00020655-0.00033077i,-0.00014667-0.00060121i,-2.3964e-05-0.00072202i,0.0007449-0.00046389i,0.00018736+0.00042821i,-0.00090031+0.00017811i,-0.0008016-9.7614e-05i,0.00030357+0.0011008i,0.0010999+0.0014596i,0.00064937+0.00072928i,6.193e-05-5.9128e-06i,0.00067501+0.00057199i,0.00099655+0.0014453i,0.00023318+0.00060986i,0.00012898-6.1616e-05i,0.00069967-8.7992e-05i,0.00035624+0.00030109i,-0.00043065+0.00053467i
9.9606e-05+0.0014056i,0.00061369+0.0014639i,0.0001985+0.0011332i,0.00069248+4.2384e-05i,0.00066971-0.0012981i,-0.00044584-0.0012639i,-0.00013322-2.5345e-05i,0.00036208+0.00086316i,0.0003653+0.00086484i,0.00029616+0.00065534i,-5.3839e-05+0.00049537i,-0.00024801+0.00048146i,-0.00056913+0.0007977i,-0.00092129+0.00030373i,-0.00024713-0.00038447i,0.0001166+0.00024789i,-0.0001724+0.0013839i,0.00017753+0.0010324i,0.00038841+0.00015797i,0.00025734+0.00013373i,0.00048805+0.00023339i,0.00077794-0.00032893i,0.00088403-0.00084397i
0.0023357-7.154e-06i,0.0011302-0.00079392i,0.0010402-0.0012328i,0.00058265-0.0010856i,0.00017492-0.0013502i,0.0002661-0.0010114i,0.0001585+7.3195e-05i,0.00077399+0.00084545i,0.0010336+0.0003876i,0.00014663-0.0001352i,-0.00027401-0.00033346i,-0.00041105-0.0008175i,-0.00021-0.00099799i,0.00024115-0.00038568i,0.00044828+0.00071094i,0.00064987+0.001231i,0.00061579+0.0010332i,0.00023689+0.00059151i,4.9459e-05-0.00049161i,6.9978e-05-0.00098234i,0.00013934-0.00035205i,7.0588e-05-0.00072575i,-0.00051595-0.00077125i
0.0013845+0.00090197i,0.0024736+7.5774e-05i,0.0031801-0.0018474i,0.0025991-0.0020186i,0.0017868-0.00209i,0.00085874-0.0022249i,0.0010152-0.00051727i,0.00096902+0.00021726i,0.00062228+2.8747e-05i,0.00037913+0.00076578i,-0.00056484+0.0011068i,-0.0015613+0.00062657i,-0.0010904+0.00047065i,-0.00049343+0.0001697i,-0.00095164-0.00033431i,-0.0014908-0.0001765i,-0.00064938+0.00044441i,0.00024821-2.9695e-05i,0.00031149-0.001132i,-4.3844e-05-0.00095355i,-0.00047549-0.00047123i,-0.00084948-0.00044396i,-0.00077757-0.00048469i
-0.00072679+0.0014989i,-0.00047245+0.0011672i,-0.0010922+0.0015712i,-0.0014845+0.0014223i,-0.00034515+0.00046968i,0.00084415+5.1307e-05i,0.00023293+0.0003769i,-0.0001143+0.00065411i,-0.00018249+0.00089004i,-0.0010006+0.00076889i,-0.00081333+0.00018261i,0.00012515-0.00025246i,0.00057763+0.0004761i,0.00048985+0.00097733i,0.00048763+0.00090543i,0.00022919+0.0007872i,0.00030729+0.00080025i,0.00058171+0.0011606i,0.00066114+0.00010829i,0.00087263-5.4619e-05i,0.00029469+0.00066025i,-0.00021564+0.0011678i,2.2799e-05+0.0012845i
1.0855e-05-0.00011085i,-0.00070312+0.0011137i,2.1176e-07+0.00061264i,0.00069684+4.9791e-06i,0.00043179-0.00019449i,-0.00030702-0.00022749i,-0.00048627+0.00084597i,4.2989e-05+0.0019258i,7.8195e-05+0.0020003i,-8.496e-05+0.0012963i,0.00017913+0.00034836i,-0.0001241-9.3502e-05i,-0.00039513-0.00022514i,-1.2896e-05-0.00039807i,0.00016013-0.00056194i,0.00011058+6.5742e-05i,-0.00018655+0.00047307i,-8.9176e-05+0.00043797i,0.00027128+0.0004238i,0.00029869+0.00044616i,0.00039962+0.00018176i,2.9558e-05+4.6443e-05i,-0.00020259-0.00038644i
-0.0002728+0.0013797i,-0.00047294+0.0013279i,0.0008805+0.0019621i,0.0020346+0.0025053i,0.0014237+0.0010639i,0.00032904-0.0013992i,1.4922e-05-0.00077987i,6.6384e-06+0.0011211i,-0.00012206+0.0012597i,-0.00022342+0.00084563i,-0.00029765+0.00022049i,-0.00041783+7.2066e-05i,-0.00033327-0.00043955i,-0.00059307-0.00029421i,-0.00081615+3.1723e-05i,-0.00074523-0.00013861i,-0.00028417-0.00023947i,0.0004324-0.00047685i,0.0010255-0.00032366i,0.0013339-0.00056433i,0.000453-0.0010814i,-0.00059906-0.00085181i,-0.00050477-0.00039916i
-0.002901-0.00087934i,-0.0032541-0.0010244i,-0.0038438+0.00032987i,-0.0030663+0.0012201i,-0.0013479+0.00088906i,0.00066248+0.00046121i,0.0015817+0.00042083i,0.0009926+0.00054866i,0.00045192+4.9875e-05i,0.00018383+0.00046984i,0.00030171+0.0017733i,0.00057459+0.001814i,0.00093534+0.00067538i,0.0010025+1.7355e-06i,0.00070978-0.00017383i,0.00061977+0.00010405i,0.0004042-6.0361e-05i,0.00024462-0.00081108i,0.00058795-0.00079455i,0.00082558-0.00062284i,0.00041731+0.00040648i,-0.00032952+0.0014874i,-0.00029417+0.0014526i
0.00093923-0.00043335i,0.0011332+0.00091693i,0.0013626+0.00094224i,0.0015218+0.00089235i,0.0010594+0.00033941i,0.00036831+0.00034478i,-0.00033629+0.00031292i,-0.00045845+0.00074441i,-0.00068966+0.0015305i,-0.0011932+0.0010834i,-0.00091126+0.00026566i,-0.0013338-8.1701e-06i,-0.0019563-0.00028198i,-0.0010734+0.00039435i,0.00016285+0.00097263i,0.00040488+0.00063251i,0.00012999-0.00013389i,0.00027233-0.00038578i,0.0008173-0.00011675i,0.00086189+0.00038347i,0.00054905+0.00047055i,0.00012311-9.2146e-05i,-0.00032423-0.0002342i
0.00065712-0.00095001i,0.00063316-0.00012372i,-0.00050623-0.00083968i,-0.0005473-0.0010815i,-2.174e-05-0.00037553i,0.00039528-0.0012618i,0.00064792-0.0015667i,0.00085764-0.00046664i,0.00050296-0.00011161i,-0.00053292+8.5182e-05i,-0.0009498+0.0006212i,-0.0004688+0.0011396i,-7.7031e-05+0.0013526i,-0.00049567+0.0010978i,-0.001125+0.00069045i,-0.00056325+0.00095484i,-6.7465e-05+0.0008324i,0.00036792+0.00035444i,0.0012309+4.4247e-05i,0.0011689-0.0002197i,0.00011904+2.3305e-05i,-0.00058653-0.00014682i,-0.00037699-0.00064344i
-0.00087927+0.00035944i,-0.00053521-0.00015873i,-0.00020141+0.00057794i,-7.8669e-05+0.0014363i,0.00015532+0.0015848i,0.00030904+0.0010917i,-2.4938e-05+0.00032018i,0.00013695+0.00026378i,0.00068974+9.6013e-05i,0.00047177+4.7194e-06i,0.00011638+0.00022222i,0.00067418-1.4425e-05i,0.00087806-3.1554e-05i,0.00033249+0.00035967i,-2.382e-05+0.00045936i,-1.2987e-05+0.00029567i,-5.6909e-05+0.00038194i,6.2915e-05+0.0007033i,0.00061247+0.0007708i,0.00067083+0.00087971i,0.00049043+0.00034381i,4.2429e-05+0.00018032i,-0.00078638+0.00051543i
0.00017289-0.00081198i,0.00024705+0.00017546i,-0.00034742+0.00033789i,-4.9463e-05-0.0005342i,-0.00011372-0.001026i,-0.00057966-0.00066018i,-0.00049727-0.00019293i,-0.0002341-0.00029341i,-0.00035767+7.2661e-05i,-0.00038651+0.00019487i,-0.00049756+0.00015347i,-3.176e-05+0.00093929i,0.00017406+0.00154i,5.0869e-05+0.0013215i,0.0002716+0.00095691i,-0.00013534+0.0001949i,0.00022153-0.00052634i,0.0012586+0.00012818i,0.0015132+0.00064995i,0.001099-0.00011121i,0.00066676-0.00048941i,0.00032777-0.0002887i,-6.0852e-05-0.00072823i
-0.0006642+0.0012821i,-0.00079248+0.00064279i,-4.0981e-05+0.0013761i,0.00029998+0.0018071i,2.3717e-05+0.00058858i,-0.00018345-0.00048117i,5.6927e-05-0.00092136i,0.00017598-0.0004306i,-0.00044897+0.00045282i,-0.00072579+0.00061509i,-0.00068925+0.00027714i,-0.0002816-0.00022325i,3.9321e-05-1.2153e-08i,1.4004e-05+0.00065729i,0.00012257+0.0008238i,0.00063223+0.00067627i,0.0004996+0.00066389i,0.00021977+0.00027714i,0.00033666-0.00050627i,0.00030988-0.00054403i,5.1486e-05+0.00046271i,-0.00050972+0.0013211i,-0.00024895+0.001287i
-0.0015119-0.0018969i,-0.0005961-0.0011727i,-0.00066435-0.0023359i,-0.00084916-0.0020849i,7.4123e-05-0.00061308i,0.0010943+0.00020065i,0.0013525+0.00082107i,0.00039349+0.00074964i,-0.00086789+0.00042489i,-0.0011171+0.00084121i,-0.00052591+0.00048933i,-0.00021653-0.00042993i,0.00018844-2.4357e-05i,0.0010307+0.00081885i,0.00090256+0.00175i,0.00048669+0.0018628i,0.00096877+0.00088119i,0.00079439-0.00042192i,6.5388e-05-0.00044115i,-0.00065472-6.7502e-05i,-0.00035943-8.1446e-05i,0.0005931+0.0002465i,0.00053378+0.00054464i
0.0013476+0.00063903i,0.0012484+0.00087655i,0.0014374+0.00081258i,0.00074249+0.0010491i,0.00039189+0.00039613i,0.00082616-0.00021052i,0.00057881+5.718e-05i,-0.00044619-7.8564e-05i,-0.000262+5.4879e-05i,-0.0002621+0.0013946i,-0.00044925+0.0022607i,-0.00045281+0.0017305i,-0.00020449+0.00077336i,-0.00015947+0.00079365i,-0.00023212+0.0010372i,-2.0739e-05+0.00076802i,0.001058+0.0005552i,0.0018781+0.00083435i,0.0013831+0.0010172i,0.00083909+0.00044984i,0.00057307+0.00024595i,0.00055358+0.0010117i,0.00043898+0.0010557i
-0.0020076-0.0015891i,-0.0013832-0.0014559i,-0.0022569-0.00123i,-0.0017156-0.0012374i,-0.00092482-0.00076353i,-0.0010802-0.0014397i,-0.00041211-0.0015231i,-0.0004175-0.0002414i,-0.0011131+0.00025922i,-0.0015228+0.00068288i,-0.0015496+0.0010825i,-0.00056202+0.0010149i,0.00028576+0.00099918i,0.00083589+0.0009269i,0.00020977+0.00051818i,7.9062e-05+6.0168e-05i,0.0013368+0.00011223i,0.0013501+0.00052142i,0.00073785-0.00034365i,0.00053334-0.00075172i,0.00013798+0.00047652i,-0.00060571+0.00075153i,-0.00094197+6.1164e-05i
-0.00090378+0.00069966i,-0.00054364+0.0011765i,2.2844e-05+0.0021276i,0.00042597+0.0024059i,0.00069116+0.0022932i,0.0012833+0.001829i,0.0015169+0.0012603i,0.0010782+0.00069151i,0.00026674+0.00059923i,6.6121e-05+0.00045844i,-0.00021273+0.00053765i,-7.872e-05+0.0006896i,0.00029765+0.00034067i,-0.0003451+0.00015131i,-0.00061375+0.00025105i,1.3912e-05+0.00028689i,0.00068859+3.2563e-05i,0.00075912+0.00048175i,0.00077643+0.00036565i,0.0001866-4.26e-05i,-0.00034473+9.584e-05i,-0.000246+0.0004385i,-0.00026878+0.0011627i
-0.0019346+0.00040148i,-0.0012374+0.00073552i,-0.0017002+0.0006606i,-0.0022023+0.0011269i,-0.00091429+0.0012872i,0.00059195+0.00014713i,0.00030172+0.00066616i,-0.00043788+0.001619i,-0.00078125+0.0017105i,-0.00072876+0.001395i,-0.0005884+0.00083685i,-0.00012425+9.27e-05i,-0.0002593-0.00070829i,-0.00028666-0.00070614i,9.263e-05+0.00051524i,-0.00019808+0.00045198i,0.00034542-0.0005232i,0.0013542-0.00090124i,0.0013602-0.00069399i,0.00077449-4.565e-06i,0.00019887+0.00030179i,-7.7169e-05+0.00016686i,6.3935e-05+0.00095564i
0.00077568-0.00060499i,0.00026547-0.0011715i,0.000324-0.0012384i,0.00061271-0.0013193i,0.00058889-0.0018366i,8.8044e-05-0.0017295i,-9.0058e-05-0.00047721i,6.6517e-05+0.00030162i,-5.3426e-06+0.00043647i,-0.00034619+0.00016129i,-0.00087972+9.9355e-05i,-0.00073529+0.00039399i,7.105e-05+0.0011412i,0.00027487+0.0015325i,-1.9008e-06+0.0013078i,-3.5566e-06+0.0011357i,0.00073153+0.00037924i,0.0012646-0.00022603i,0.0016024-0.00040048i,0.0017365-0.00046704i,0.00064883+8.32e-05i,-0.00042339+0.00023023i,-0.00068956-0.0001346i
-0.00065733+0.00048259i,0.00034267+0.001452i,-0.00013564+0.0015432i,-0.00038409+0.00075574i,-0.00039077+0.00054763i,-0.00031258-0.00024319i,0.00017571+0.00017453i,0.00052819+0.00036709i,0.00023469+0.00023773i,-3.2659e-05+0.00083933i,-0.00068148+0.00028575i,-0.00086346-0.00052833i,-0.00020667+9.5132e-05i,0.00072812+0.00052192i,0.0010315+0.00016276i,0.00046514-0.00017863i,-5.4636e-05-0.00037187i,0.00092786-0.00062101i,0.0011638-0.00046103i,0.00042884-0.00090336i,0.0005703-0.00094497i,3.3949e-05-0.0005728i,-0.00071683-0.00062016i
-0.001174-0.001064i,-0.00074104-0.00028011i,-0.00037174+0.00021174i,9.7356e-05-0.00015185i,0.00035554-0.00037474i,0.00033283-0.00046791i,0.00011333-0.00036001i,0.00047205+0.00030047i,0.00046598+0.00098156i,-0.00038633+0.0016931i,-0.00083606+0.001095i,-0.00031307-0.00053248i,0.0004387-0.00061351i,0.0006849+0.0001303i,0.0011032+0.00054809i,0.0018034+0.00035119i,0.0017912+0.00010345i,0.00078374+0.00049094i,0.0003519+0.00020688i,0.00051966-0.00026612i,-5.6241e-05-0.00057996i,-0.00046529-1.9248e-05i,-0.00018464+0.00075724i
-0.0035283+0.00056085i,-0.0034485+0.001233i,-0.0024625+0.0030832i,-0.0001655+0.0035326i,0.00077624+0.002905i,0.00027059+0.0010814i,-0.00018078+0.00020289i,-0.00030967+0.0007966i,-0.0002161+0.0012501i,-0.00032676+0.001442i,0.0003546+0.0018497i,0.0014996+0.00085901i,0.0015662+0.0001149i,0.00056714+0.00032785i,7.4554e-05-7.855e-05i,-0.00024365-0.00039256i,0.00016035+0.00011821i,0.0001842+0.00059571i,-3.1502e-05+0.00061395i,0.00049166+0.0005467i,0.00034594+0.00045525i,0.00032083+0.00046644i,0.00017578+0.00024249i
0.00083579+0.00012377i,0.00011622+0.00043217i,-0.00064427+0.0010392i,-5.0935e-05+0.00094243i,0.00094994-0.00029377i,0.00030797-0.0017012i,-0.00035953-0.00085049i,2.1841e-05+0.00059715i,-0.0001283+0.00097062i,-0.00056933+0.0012436i,-0.00020407+0.0011502i,9.0772e-05+0.00082771i,-0.00038235+0.00063509i,0.00012415+0.00033002i,0.00087493-1.0785e-05i,0.00051093+0.00023952i,4.5472e-05-9.0939e-05i,0.00056036-0.00065087i,0.0013432-0.00027102i,0.0003844+9.4484e-05i,-0.0005216-0.00019122i,0.00015169-0.00043117i,0.0010378-0.00010759i
-0.0027369+0.00067979i,-0.0022713-0.00024586i,-0.0021308+0.00069834i,-0.0013908+0.0021833i,-8.4308e-05+0.0014566i,0.0006216+6.1036e-05i,0.00045311+8.3864e-05i,-0.00031769-0.00020913i,-0.00060845-0.00029948i,-0.00080766+0.0010671i,2.6978e-05+0.0016574i,0.00098101+0.00098483i,0.00086212-0.00011861i,0.00027318-0.00021859i,0.00051729-0.00017336i,0.00085846-0.00038245i,0.001068+0.00038223i,0.0017055+0.00043984i,0.0014648+1.3267e-05i,0.00080032+0.00074575i,0.00041699+0.00089562i,-0.00011072+9.3831e-06i,-0.00020796-7.108e-05i
-0.0016597-0.0012599i,-0.0022423-0.00069165i,-0.0025041-2.2413e-05i,-0.0020454+0.00040735i,-0.0012049+0.00044064i,-0.00077414+5.5009e-06i,-0.00040322+5.0355e-05i,6.8213e-05+0.00022673i,-0.00018383-3.5834e-05i,-0.00037071+0.00025098i,-0.0001178+0.00037904i,-0.00037422+0.00036217i,-0.0001586+0.00033231i,0.00037314+0.00059924i,0.00081962+0.0010335i,0.0009559+0.0015857i,0.00069514+0.0015982i,0.0007421+0.00060432i,0.00095625+0.00020128i,0.0013788+0.00032738i,0.001017-0.00022398i,7.4812e-05+0.00037274i,0.00013325+0.0016397i
0.0032159-0.0011384i,0.0029781-0.0010078i,0.0026216-0.0019714i,0.0012542-0.0023069i,-0.00059428-0.0015702i,-0.00065713-0.00046992i,0.00014997-0.00013192i,0.0008822-6.8639e-05i,0.00074708+0.00010946i,-0.00039056+0.00011277i,-0.00033195+0.00053681i,-0.00018341+0.00072009i,-0.00042523+0.0011756i,0.00015724+0.0016015i,0.00041039+0.0014877i,0.00018866+0.0011319i,0.00016836+0.00028089i,0.00018552-0.00060979i,0.0009212-0.00059243i,0.00075762+0.00064085i,-2.5734e-05+0.00093375i,0.00026106+1.3147e-05i,9.3838e-05-0.00019265i
0.00052316+0.00053929i,0.0010537+0.001641i,0.00083208+0.001227i,0.0010018-0.00032201i,0.001862-0.00086843i,0.002388-0.00045471i,0.0011317+0.00025402i,-2.4835e-06+0.00047839i,-0.00040302+0.0005361i,-0.00060378+0.00079641i,-0.0004203+0.0013449i,-0.0004735+0.00072294i,-1.8349e-05-0.00026105i,-6.791e-05-0.00022094i,-0.0003772+7.971e-05i,-0.00014334+0.00034102i,4.5619e-06-0.00036035i,-0.00025421-0.00091652i,0.00033648-0.00049112i,0.00050281-0.00018693i,0.00054187+0.00015524i,0.00060999+0.00049489i,-0.00035322-5.3428e-05i
0.00083198-0.00078988i,0.0012237-0.0012831i,0.00090393-0.00088611i,-0.00037784-0.00063817i,-0.00084359-9.4341e-05i,-0.00053073+0.00031252i,-0.0006104+0.00091256i,-0.00080424+0.0013952i,-0.00045771+0.001287i,-0.00046814+0.0014403i,-0.00053815+0.0011388i,-0.00050867+0.00072786i,-0.00013659+0.00072644i,0.00040833+0.0010345i,-0.0004532+0.0012222i,-0.0011321+0.0014759i,-0.00022922+0.0011843i,0.00070872+0.0014533i,0.0013915+0.001676i,0.0012353+0.00056475i,0.00051191-0.00080142i,-0.00053369-3.5373e-05i,-0.00066242+0.00034523i
0.0022242+0.0014304i,0.0022343+0.001169i,0.0015777+0.00058211i,0.00021868-0.00082718i,0.00050389-0.0025729i,0.00046493-0.0017773i,4.44e-05-0.00016179i,0.00051695+0.00046727i,8.7375e-05+0.00046276i,-0.000958+0.00023312i,-0.0011737+0.00013354i,-0.00095844+0.00019017i,-0.0007508+0.00081613i,-0.00061383+0.00078037i,-0.00016131+0.00019056i,0.00032451+0.00046453i,7.8432e-05+0.00041053i,0.00029964-5.3967e-05i,0.001122-0.00054698i,0.00084888-0.00044326i,-0.00030686-5.5973e-05i,-0.00054454-0.00050816i,-0.00011897-0.00035252i
0.00077134+0.0025647i,0.0004597+0.0025653i,0.0017055+0.0013412i,0.0024836+0.00068443i,0.0017838-0.00037299i,0.0011219-0.0014236i,0.0010292-0.00074806i,0.00071964+0.00033967i,0.00030488+0.00069043i,0.00036334+0.00031788i,0.0006143+0.00032086i,0.00040489+0.00066785i,-6.519e-05-4.3142e-05i,-0.00043124-0.00022756i,-0.00092565+2.1821e-05i,-0.00086815+0.00041301i,0.0002366+0.00039206i,0.00071025-0.00040308i,0.00029152-0.00061126i,0.00037896-0.0006931i,0.00044746-0.00045102i,-0.00017744-0.0005799i,-0.00059982-0.00029221i
-0.0021495-0.0019416i,-0.0020739-0.0014959i,-0.002174-0.0011506i,-0.0021713-0.0010969i,-0.0017119-0.0013135i,-0.00094663-0.0010344i,-0.00015084-0.00010093i,-2.4908e-05+0.000265i,-0.00019824+0.00082991i,-0.00049896+0.0010214i,-0.00068846+0.00033707i,-0.00029939+0.00092103i,0.00018959+0.0013496i,0.00046153+0.00048282i,0.00082091-0.00021572i,0.0010962-0.00010289i,0.0010921+0.00024322i,0.0012155+0.00054315i,0.00062446+0.00044525i,0.00021967+0.00025414i,0.00049239+4.0332e-05i,0.00044353-0.00016222i,0.00079736+0.00084717i
