-0.0013126-0.00023859i,-0.00057505-0.00074679i,-0.00078122-0.0001174i,-0.0013695+0.00066698i,-0.0025615+0.0014975i,-0.003674+0.0024172i,-0.0031951+0.0023547i,-0.0015383+0.0012764i,-0.00036245+6.9871e-05i,-0.00048719+0.00028617i,9.4427e-05+0.00080049i,0.00060897+0.00033724i,0.00014992-0.00032986i,0.00045385-0.00040436i,0.00021329+9.4638e-05i,-0.00041961+0.00087359i,-0.00052723+0.00051647i,-0.00043036-0.00038114i,0.00020771-0.00074809i,0.00088438-0.00086262i,0.0018341-0.00077807i,0.0019744-0.00043916i,0.00074912-4.4799e-05i
-0.0011447+0.00061503i,-0.0019301+0.0006429i,-0.0030943+0.00048199i,-0.003424+6.0182e-05i,-0.0030715-0.0015786i,-0.0033061-0.0017254i,-0.0032347-0.00052581i,-0.0014587-0.00082083i,-7.654e-05-0.0017359i,0.00014898-0.00058763i,0.00016274+0.00046637i,-0.00020248+0.00027653i,-0.00065666-0.00014148i,-0.0005816-6.7419e-05i,-0.0010166+4.4574e-05i,-0.0014663-0.00021255i,-0.0010561-3.131e-05i,-4.7189e-05+0.00023204i,0.0010209+0.00023992i,0.00076275+0.00062054i,-1.7186e-05+0.00013731i,-0.00049282-0.00029412i,-0.00084059+0.00030192i
4.1497e-05-0.001413i,0.00044378-0.0015116i,0.00059347-0.0011168i,-0.00010698-0.00033522i,-0.0022075-3.2925e-05i,-0.0033989+0.00033513i,-0.0027367+0.00066881i,-0.0007615-0.00097829i,0.00043055-0.0019839i,-0.00016631-0.00092737i,-0.00050972+0.00052536i,-0.00040084+0.0007219i,-0.00061763-9.0856e-05i,-0.0014189-0.00037558i,-0.0013712-0.00037938i,-0.0008093-0.00025191i,5.5161e-05-0.00027094i,0.0007385+1.9479e-05i,0.00097123+0.00042114i,0.0008248-0.00021258i,0.00069007+4.0202e-05i,0.0005426+0.00084069i,0.00039072+0.0010938i
0.00054273-0.00053376i,0.0002105-0.00061387i,-0.0008275-0.00085993i,-0.002418-0.00081523i,-0.0047198-0.001499i,-0.0064192-0.0017025i,-0.004822-0.0009225i,-0.0020794-0.00012525i,-0.00053927-0.00020857i,0.00026774-0.00039824i,0.0002568+2.9739e-05i,-0.00015737+0.00071999i,-0.00086088+0.00016867i,-0.001055-0.00056694i,-0.00024627-0.00093533i,0.00043724-0.0013246i,-0.00031835-0.00063367i,-0.00040549-0.00011058i,0.00023538-0.00015171i,0.00030198-2.4065e-05i,0.00019829-0.00038498i,3.0771e-05-0.00030612i,0.00015345+9.4008e-05i
0.00018237-0.00018151i,0.00014126-0.00091233i,0.00040408-0.0013913i,-0.00099099-0.0021718i,-0.0030931-0.0024085i,-0.0048251-0.0015967i,-0.0046262-0.00066621i,-0.0018466-0.00080925i,-0.0001071-0.00073804i,-0.00068549-0.00088752i,-0.001006-0.0003886i,-0.00042274+9.6314e-06i,0.00017174-0.00049841i,0.00019659-0.00043862i,-0.00065182+0.00024572i,-0.00062479-0.00020006i,0.00031462-0.0006341i,0.00015549+0.00021627i,6.7509e-05+0.00060813i,0.00049171+3.2202e-05i,0.00022665+0.00015857i,-0.00052976+0.00060689i,-0.0011685+0.00039535i
0.00025648-0.0015418i,0.00027806-0.00038994i,-0.0009243-0.00051899i,-0.002235-0.00024735i,-0.0030926+8.1259e-05i,-0.0041955+0.00015556i,-0.0041906+0.0011229i,-0.002447+0.00080787i,-0.00062296-0.00062335i,-3.8502e-05-0.00076312i,-6.8833e-05-0.00048042i,-0.00022687-2.8848e-05i,-0.00048444+0.000352i,-7.6475e-05-0.00022832i,4.3794e-05-0.0006806i,0.00014203-0.00081714i,0.00010931-0.00063107i,-0.00025547+8.0653e-05i,0.00012628+0.00067584i,0.00011458+0.00032554i,-0.00034292+5.104e-05i,-0.00050699+0.00042862i,-0.00083927+0.00054901i
0.0008423-0.0015028i,0.0010548-0.00054564i,0.00089825-0.0019607i,-0.00034335-0.0040612i,-0.0017308-0.0044096i,-0.0027234-0.0036216i,-0.0026449-0.0020969i,-0.00067061-0.0012571i,0.0006953-0.0018214i,0.00036109-0.0014225i,0.00029582-0.00018526i,0.00058592+3.2403e-05i,0.0003446-0.00054069i,-0.00028281-0.00052066i,-0.00014864-0.00032966i,0.00047525-0.00029645i,0.0002931-0.00024167i,-0.00060011-0.00054172i,-0.00070491+0.00025831i,-0.00022994+0.001054i,-1.7337e-05+0.00037907i,-0.00048736+0.00064909i,-0.00083417+0.0010542i
-0.00046704+0.001812i,-0.0015808+0.00096534i,-0.00028631+0.0014126i,0.00077702+0.00054534i,-0.0012292-0.00073849i,-0.0043667-0.00074694i,-0.0043554-1.1831e-05i,-0.0022776+0.00021043i,-0.0012051-0.00083891i,-0.00083029-0.00093316i,-0.00052478-0.0003362i,-3.1349e-05-0.0008385i,-9.3689e-05-0.00054414i,-0.00031978-3.9522e-05i,-0.00054276+0.00040276i,-0.00030743+0.00074697i,-0.00059836+0.0001488i,-0.000833-4.1757e-05i,-0.00037556+0.00028483i,-0.00021771+0.00028426i,2.4828e-05+0.00019188i,0.00010958-7.1883e-05i,6.7377e-05-0.00049027i
-0.00072149+0.0014915i,-0.00031708+0.0010909i,0.00015201+0.00016412i,-0.00073028-0.0018725i,-0.0018973-0.0025391i,-0.0046081-0.0017459i,-0.0050278-0.0015909i,-0.0023499-0.001644i,-0.00066655-0.0016211i,-0.00039545-0.00097317i,-4.4478e-05+7.959e-05i,0.00016368+0.00087218i,-0.0010339+0.001003i,-0.0018032+0.0011541i,-0.00092393+0.0012776i,0.00040863+0.00076683i,0.0011507+0.00049407i,0.0015874+0.00011821i,0.0013624-8.2999e-05i,0.0003818-6.7887e-05i,-2.5919e-05-0.00072318i,0.00014034-0.00016662i,0.00020656+0.00076165i
-0.001233+0.00052575i,-0.00040685+0.00059924i,0.0004857+0.000946i,0.00024054+0.00047878i,-0.0021235+0.00020479i,-0.0046457+0.00018593i,-0.0045552+0.00026444i,-0.0021246-0.00037491i,-0.00068246-0.0018585i,-0.00061705-0.0026308i,0.00021405-0.0019016i,0.00031578-0.00063989i,-9.7686e-05+0.00035058i,-0.00025318+0.00094414i,-0.00023322+0.00078681i,0.00046814+0.00054094i,0.0007973+0.0003588i,0.00080156-0.00072808i,0.00056092-0.00046231i,0.00035643+0.0005861i,0.00021831+0.00014818i,-0.00016823+0.00010075i,-0.00044625+0.00065106i
0.00056503-0.00054565i,0.00053546-0.0016899i,-2.2257e-05-0.001638i,-0.001209-0.001992i,-0.0025686-0.0022311i,-0.0035901-0.00057066i,-0.002758+0.0010175i,-0.0010653+0.00048792i,-2.6854e-05-0.00089166i,-0.00017202-0.00075229i,-0.00059259-0.00017838i,0.00021395-0.00031646i,0.00097127-0.00022143i,0.00099818+0.00016172i,0.00071614-0.00066167i,0.00052703-0.0011454i,0.00022286-0.00096634i,-0.00025672-0.0014071i,0.00014557-0.0011904i,0.00031996-7.9978e-05i,0.0001068+0.00035156i,3.3566e-05-0.00028381i,0.00033735-0.00091443i
0.00049582-0.00069725i,0.00013783-0.0001024i,-0.00072665+0.00026971i,-0.0018928+0.00047812i,-0.0038186-0.00042382i,-0.0050086-0.0014636i,-0.0043564-0.0011352i,-0.0020778-0.00048356i,-0.0010766-0.00028408i,-0.0018191-0.00048008i,-0.0018616-0.00010067i,-0.00056722+2.8199e-05i,0.00088525-0.00058111i,0.00052473-0.0010871i,-0.00051144-0.0012579i,-0.00088578-0.00086239i,-0.00054287-0.00023148i,-0.00030364-1.9802e-06i,-0.00028117+6.5714e-05i,0.00026177+0.0012428i,-0.00014555+0.0019626i,-0.00032685+0.0010215i,-4.4227e-05+0.00013529i
-5.4135e-05-0.00093353i,-0.00036777-0.0007048i,-0.00049072-0.0009934i,-0.0015609-0.00096508i,-0.003352-0.0012514i,-0.0036859-0.0012902i,-0.0025986+0.00024387i,-0.0011725+0.00059906i,-0.0010979-0.00083239i,-0.001477-0.00046688i,-0.00092541+0.0009005i,-3.8094e-06+0.0007735i,-0.00013326+0.00015447i,-0.00086929-0.00073973i,-0.00087182-0.001412i,-0.00088109-0.0014939i,-0.000608-0.00099239i,0.00048813-0.00095545i,0.00081275-0.00079286i,0.00025426+0.00015597i,0.00044377+0.00020772i,0.00093244+0.00020326i,0.00093265+0.00032874i
-0.0017679+0.00080041i,-0.0016677+0.00052929i,-0.00062519+0.00031922i,-0.00065368-0.0010349i,-0.0018207-0.0024063i,-0.0032977-0.0017748i,-0.002617-0.00043687i,-0.00034684+6.3949e-05i,-5.6523e-05-9.5758e-06i,9.2246e-05+0.00013991i,0.0010776+0.0010261i,0.0011834+0.00075869i,3.2377e-05-2.0846e-05i,-0.0011189+0.00043433i,-0.0012378+0.0011891i,-0.00072845+0.00071417i,-0.00039857-0.00018749i,-2.4681e-05-0.00018231i,0.00046304+0.00041557i,0.00042726+0.00060905i,-0.00037339+0.00047982i,-0.0010541+0.0007149i,-0.00048201+0.00041247i
0.0020489-8.4166e-05i,0.0010493-0.00052064i,0.00055135-0.0015475i,-0.00029127-0.0021977i,-0.0027814-0.00081846i,-0.0056828+0.00076853i,-0.0042201+0.00052828i,-0.00086383-0.00072573i,0.00090224-0.0017449i,0.00092279-0.001475i,0.00046932-0.0008896i,0.00066735-0.00056315i,0.00085285+3.6059e-05i,0.00056401-0.00039492i,0.00022403-0.00021032i,-0.00010755+0.00056144i,-0.00021731+0.00079795i,-0.00018852+0.00019159i,3.1752e-05-0.00089412i,0.00079182-0.00083346i,0.00081925-0.00013309i,0.00030175-7.8242e-05i,0.00070951+0.00017252i
-0.0014035+0.0004511i,-0.0012307-0.00032286i,-0.0014755-0.00018843i,-0.002262+0.00062632i,-0.0036055-0.00066255i,-0.0046319-0.0022175i,-0.0041984-0.0019107i,-0.0021781-0.0019488i,-0.0010626-0.0020335i,-0.00091459-0.0016231i,-3.0234e-05-0.00090428i,0.00067006-0.00063297i,0.0007029-0.00048201i,-0.00019818-0.00014271i,-0.0010996+0.00034905i,-0.0010342+0.00040882i,-0.00058086+0.0003314i,8.3025e-05+3.3934e-06i,-0.00033117-0.00038604i,-0.0004873-0.00010328i,0.00033959+0.00034163i,0.00088102+0.0001856i,0.00024946+0.00012128i
-0.0013149-0.00010644i,-0.00095508-0.000433i,-0.0011515-0.00019722i,-0.0015987-0.0011891i,-0.0026398-0.0015974i,-0.004165-0.00072584i,-0.0036173-0.00010952i,-0.0022584-0.0002831i,-0.0024103-0.0010586i,-0.002285-0.0017196i,-0.00089088-0.0011292i,0.00075157-0.00074417i,0.00058332-0.00083061i,-0.00032769-0.00079413i,-0.00047593-0.0014458i,-0.00042466-0.0015365i,-0.00078288-0.0011347i,-0.00081773-0.00070345i,8.8379e-05+0.00025415i,4.9918e-05+0.0008141i,-0.00038285+0.00064732i,0.00038198+0.00034871i,0.00064982+0.00012679i
0.00013014-0.00043114i,0.00014687-5.3739e-05i,0.00016515-0.00070219i,-0.0014267-0.00060816i,-0.0035524-0.0003616i,-0.004081-1.7727e-05i,-0.0039483+0.00050262i,-0.0017029+0.00029484i,-0.00037421-0.00011266i,-0.0010547-0.00052263i,-0.0011516+0.00016452i,-0.00058677+0.00034368i,5.2011e-05-0.00039064i,-0.00010911-0.00053049i,-0.00036939-0.0013247i,3.3626e-05-0.0015445i,-0.00037063-0.00033387i,-0.00073754+0.0003702i,-0.0008973+0.00011449i,-0.0013702+0.00075351i,-0.00058788+0.00086798i,0.00028423-8.4222e-05i,9.9734e-05-0.00055352i
0.00076473-0.00080898i,0.0015998-0.00085555i,0.0012184-0.0003179i,-0.0014908-0.0013433i,-0.0036425-0.0025517i,-0.0044251-0.001986i,-0.0030072+1.7922e-05i,-0.00050398+0.001121i,0.00014913+0.000526i,-0.00019124+0.00016817i,-0.00016954+0.00078094i,-5.1696e-05+0.00031129i,-0.00011634-0.00049515i,-0.00027742-0.00013019i,-0.00046926+0.00048562i,-0.00015388+0.00034959i,0.00061933-0.00022267i,0.00066931+0.00020411i,0.00044937+0.0012197i,-9.8091e-05+0.0016379i,-0.00011593+0.0013372i,0.000128+9.8667e-05i,0.00018662-0.00057845i
0.00047654-0.00027106i,0.00025283+0.00022368i,-0.00059544-0.00058595i,-0.001392+0.00014122i,-0.0037271+0.00036124i,-0.0061097-3.1486e-05i,-0.0047202+0.00017519i,-0.001528-0.00066199i,0.0008387-0.0012264i,0.00017292-0.00092322i,-6.0176e-05-0.00012156i,0.00056286+0.00069487i,0.00028725+0.00054171i,-2.141e-05+0.00056514i,-0.00056323+0.00055424i,-0.00046193+0.00013524i,-9.2476e-05-0.00020663i,9.3579e-05-0.0010644i,0.00028411-0.00075749i,-0.0002245+0.00033149i,-0.0012481+0.00031644i,-0.0013217+6.2077e-05i,-0.0011755+0.00019592i
0.00057753-0.0010653i,0.00026772-0.0014373i,-0.00065798-0.0014351i,-0.0014804-0.002083i,-0.002439-0.0029647i,-0.0036151-0.0021808i,-0.0037782-0.0019068i,-0.0014053-0.0018716i,0.0004441-0.0023404i,-0.00015866-0.0026861i,-0.00030787-0.001516i,2.4947e-05-0.00010906i,-7.9036e-05+0.00031609i,-7.9977e-05+0.00060356i,-5.6305e-05+0.00036937i,-1.4776e-05-0.00048005i,0.0001574-0.00060495i,-0.00049077-0.00027205i,-0.0011742-0.00029076i,-0.00035001-0.0003009i,0.0003671+0.00038784i,0.00042233+0.00078779i,-0.00017322+0.0010646i
-0.0010765+0.0011064i,-0.0024456+0.0010974i,-0.0022042+0.0013489i,-0.002088+0.0015407i,-0.0029535+0.0013626i,-0.004043+0.00081549i,-0.0036703+0.00089312i,-0.0020239+0.00052744i,-0.00090795-0.00047813i,-0.00058291-0.0016589i,0.00019944-0.00095657i,0.0008347-0.00011538i,0.0012796-0.00022852i,0.00053217-0.00012891i,3.6826e-05+3.8861e-05i,0.00080556+0.00063456i,0.00082374+0.0011426i,-5.1452e-06+0.00017088i,-9.1708e-06-0.0012742i,0.00067526-0.0015635i,8.5534e-05-0.0012085i,-0.00045913-0.00095479i,2.5425e-05-5.6719e-05i
0.00085345+0.0017838i,-6.3057e-05-5.1926e-05i,7.0311e-05-0.0010072i,-0.00022251-0.0014688i,-0.0025088-0.0019556i,-0.0054657-0.0014519i,-0.0057066-0.00036957i,-0.0022194-2.2238e-05i,0.00029769-0.0007387i,0.00016649-0.00069518i,-0.00011401-0.00048292i,0.00037941-0.00063411i,0.00070393-0.0008727i,0.00033264-0.00053757i,5.9334e-05-9.6394e-05i,-1.3259e-05-0.00071826i,0.00023147-0.0012445i,-0.0001728-0.0010552i,-0.00089395-0.00017115i,-0.0010218+0.00058395i,-0.00094712+0.00086712i,-0.00047764+0.001187i,-9.1623e-05+0.00044706i
0.001027-0.0014772i,0.00032232-0.00070873i,-1.2415e-05-0.00044171i,-0.00066263-0.0003674i,-0.0022372-0.0011707i,-0.0032418-0.0010382i,-0.002236+0.00025918i,-0.00044373+0.00030174i,2.2273e-05-0.0013377i,0.00011966-0.0017209i,0.00059786-0.00043423i,0.00048024-0.00050557i,0.00041094-0.00089027i,0.00075955+0.00013106i,0.00045771+0.0004856i,-0.00019864+0.00083808i,-0.00045813+0.00080218i,0.00032109-0.00010959i,0.00054567-0.0002411i,-0.00064555+9.003e-05i,-0.00078441+0.00037762i,0.00014023-0.00011724i,0.00059044-0.00046506i
0.001805-0.0002328i,0.0011218-0.00024588i,0.00051335-0.0015913i,-0.0011127-0.0028559i,-0.0033038-0.0019321i,-0.0047103-0.00019496i,-0.0034711+0.00065301i,-0.0007548-0.00058817i,0.00036475-0.0016819i,-0.00036166-0.00079689i,-0.0005812-4.363e-06i,-0.00016473+1.086e-06i,-0.00046501+5.4361e-05i,-0.00085196+0.00047984i,-0.0010221+0.0005356i,-0.00036046-0.00023486i,0.00026702-0.00062372i,0.00015388-0.00012542i,7.8529e-06+0.0002511i,6.0396e-05+0.00024829i,0.00013006+0.00045781i,0.0003021+0.0001875i,0.00056742-0.00011278i
0.0021285+0.00039594i,0.0013293+0.00033553i,-0.00043594+0.00045554i,-0.0026019+0.0003322i,-0.0048277-0.00039903i,-0.0058856-0.00087503i,-0.0044518-0.00092771i,-0.0011428-0.00043102i,0.00056173-0.00096865i,-0.00024797-0.001354i,-0.00059361-0.00022056i,-0.00013642+8.8292e-06i,-0.0006205-0.00023423i,-0.00049993+0.00025374i,8.9466e-05+0.00078033i,0.00038463-0.00024828i,0.00011883-0.0011482i,-0.00083649-0.00044391i,-0.00095721-0.00022881i,-4.1448e-05-0.00084226i,0.0009193-0.00038344i,0.00078625+0.00087403i,0.00075795+0.00095362i
0.0011519-0.0005937i,0.00054754-0.00086905i,0.00031608-0.00087803i,0.00028031-0.0012278i,-0.00030256-0.00267i,-0.0016163-0.0028204i,-0.0020999-0.0016782i,-0.0013458-0.00033795i,-0.00060014-0.00023675i,-0.00046395-0.00031833i,-0.0007611-0.00020651i,-0.00021775-0.00072632i,0.00048317-0.00013014i,0.00056597+0.00039433i,0.00031+0.00087665i,-0.00031194+0.00075809i,-0.0005672+0.00023951i,-3.7784e-05+0.00039453i,0.00077188+0.00063865i,2.1252e-05+0.00055105i,-0.00097635-2.4548e-05i,-0.00096233+0.00039097i,-0.00049962+0.00072793i
0.0001297-0.0014491i,0.0006212-0.00092293i,-0.0011247-0.0013986i,-0.0033007-0.001695i,-0.0053595-0.0021477i,-0.006027-0.0019944i,-0.0040434-0.00016093i,-0.001447+0.00011805i,-0.0011636-0.00080433i,-0.0016483-0.00093449i,-0.0008706-0.00025752i,0.00025329-0.00020281i,0.0012775-0.00098118i,0.0015024-0.00073848i,0.00086449-0.00072658i,0.00071221-0.00053944i,0.00014477+0.0001777i,-0.00069214+0.00017954i,-0.00045484+7.4128e-05i,-3.0218e-05+2.6859e-05i,0.00010579+5.0616e-05i,0.00046516+0.00061414i,0.0011889+0.0006133i
0.00034433-0.0001768i,-1.4187e-05-0.00082881i,-0.0012735-0.0019505i,-0.0018048-0.0021263i,-0.0028217-0.0021613i,-0.0047697-0.0013598i,-0.0041309-0.00027612i,-0.00034152-0.00062626i,0.0021951-0.0017958i,0.0010543-0.0014479i,-2.5387e-05-0.00012508i,0.000606+5.7962e-05i,0.0010005-0.00067256i,0.00066607-0.00054962i,-1.2081e-05+0.00032927i,-0.0005591+0.00026676i,-5.8159e-06-8.3296e-05i,0.0003477+0.00018458i,7.9931e-05+0.00051724i,-0.00049482+0.0010313i,-0.00039377+0.0012758i,3.6725e-06+0.0010669i,-8.2183e-05+0.00071856i
-0.00096312+0.0011859i,-0.00069704+0.0018614i,-0.00050967+0.0019291i,-0.0011303-5.5858e-05i,-0.0029391-0.0005444i,-0.0046975+1.0501e-05i,-0.0040808-2.0879e-05i,-0.0020076-0.00028229i,0.00097486-0.000526i,0.0011997-0.00040666i,-7.803e-05-0.00016536i,-9.2905e-05-0.00015129i,-0.00039952-0.00059727i,-0.00054016-0.00052789i,-0.00020949+0.00013308i,-0.00017746+0.00047169i,0.00020129+0.00016736i,0.00024839-0.00014061i,-0.00011683-0.0003644i,-7.8185e-05+9.9849e-05i,0.00022045+0.00043584i,0.00050827+0.00048877i,0.00077664+0.00047976i
-0.0025999-0.00080675i,-0.0015956-0.00068452i,-0.0011757-0.00058519i,-0.0018431-0.00093287i,-0.0031197-0.0019472i,-0.0039285-0.0025258i,-0.0032306-0.0017825i,-0.0016542-0.0013031i,-0.001218-0.0020821i,-0.0011135-0.002227i,-0.00021114-0.0014546i,0.00031099-0.00054802i,0.00018539+0.00016882i,-0.00055008+0.00033694i,-0.0010644+0.00010661i,-0.00037038-0.00048332i,-0.00022504-0.00057555i,-0.00025807-9.7232e-05i,-0.00056242-0.00044728i,-0.00056846-0.00086593i,9.9233e-05-0.00098234i,1.3448e-05-0.00097393i,-0.00096165-0.00030726i
0.0010597-0.00096132i,0.0010456+3.0064e-05i,6.4534e-05+7.1831e-05i,-0.0010526-0.0012149i,-0.0029919-0.0022269i,-0.0046611-0.0022362i,-0.0034267-0.0011624i,-0.0014168-0.00053043i,-0.0013296-0.0015019i,-0.0012317-0.0020133i,-0.00025446-0.00090261i,2.4033e-05-0.00042616i,-0.00040184-0.00071957i,-0.00044675-0.0001938i,-0.00040868+0.00027605i,-0.00014292+0.00016937i,-0.0001556+0.000435i,-0.00079605+0.00073402i,-0.00011967+0.00064646i,0.00031103+0.00069252i,-2.7748e-05+0.00034658i,9.3461e-05+0.0004091i,2.0221e-05+0.00096162i
-0.0014281+0.00024371i,-0.001611-0.00044181i,-0.00042031-0.00091492i,-5.9272e-06-0.00079381i,-0.0028439-0.001082i,-0.0048163-0.001878i,-0.0036851-0.0012351i,-0.0012845-0.00092726i,-0.00015563-0.0012366i,-0.00069886-0.00097586i,-9.3642e-05-5.8493e-06i,0.00086445+0.00050504i,0.00053674+0.00042707i,0.00034787+8.4115e-05i,-0.00031976-0.00061237i,-0.00060288-0.00098427i,0.00031466-0.0011131i,0.00069794-0.0010003i,0.00055114-0.00040073i,-0.00059406-0.00028977i,-0.00095382-0.0010868i,-0.00017117-0.00025916i,0.00023056+0.0007841i
-0.00044338+7.7028e-05i,-0.00060386+0.00010852i,1.9436e-05+0.00086437i,-0.00094799+0.00070227i,-0.0033193-0.00080888i,-0.0057257-0.0015287i,-0.0050738-0.0004211i,-0.002241+0.00018833i,-0.00038002-8.765e-05i,-0.00020723-7.5176e-05i,0.00029948+0.00055855i,0.0010459+0.00048897i,0.00066811-0.00069785i,0.00067632-0.00030303i,0.00035607+0.00051636i,-0.00042531-0.00023458i,-0.00021127-0.00073942i,0.00012903-0.0003754i,-0.00018937+0.00026788i,-0.00070064+0.00082151i,-0.0011123+0.00093676i,-0.00049394+0.00085072i,0.00044718+0.00049977i
-3.3759e-05+0.0013681i,-0.00018665+0.0003501i,-0.0010567-0.0013909i,-0.0016232-0.0022838i,-0.0029709-0.0022541i,-0.0048724-0.0010683i,-0.004563-0.00052652i,-0.0020109-0.0010721i,-0.00026615-0.0017936i,-0.00028916-0.0013952i,0.00010093-0.00018375i,0.0010854+1.0614e-05i,0.0017299-0.00045316i,0.0013941-0.00070574i,0.00050688-0.0011948i,-0.00027037-0.0015849i,-7.4481e-05-0.0011726i,0.00013004-0.00056759i,-0.00010538-1.0319e-05i,0.00010555+0.00057659i,0.00026877+0.00058528i,-0.00068+0.00014056i,-0.00094697-0.00022655i
-2.2369e-05-0.00025367i,-0.00042447+0.00023115i,-0.00049162+0.00028022i,-0.00046673-0.00014973i,-0.0022699-0.0001003i,-0.0041121+0.0001391i,-0.0023468+0.0009592i,0.00035311+0.0010149i,0.00091087-0.00059976i,0.00056895-0.00065706i,0.00026635-5.1295e-05i,0.00030646-0.00022632i,-3.7692e-05-0.00058968i,-0.00064475-0.00051613i,-0.00028893+0.00010221i,0.00026776+6.5638e-06i,0.00022818-0.00026204i,0.00013883+2.6619e-05i,0.00072385-0.00059832i,0.0018145-0.001014i,0.0014504+6.2635e-05i,0.00066539+0.00053951i,0.00042117+0.00023113i
0.001633-0.00028483i,0.00023325-0.00079862i,-0.0011417-0.0019814i,-0.0024061-0.003263i,-0.0033971-0.0037875i,-0.0032726-0.0032442i,-0.0024213-0.0014798i,-0.00048098-0.00073795i,0.00041629-0.001532i,-0.0010294-0.0016741i,-0.001739-0.00034459i,-0.00074258+0.00049913i,-0.00057348+0.00028127i,-0.00050366-0.00046657i,-0.00041981-0.00076661i,-0.00027927-0.00022845i,0.00021453+0.0001451i,0.00011132-0.00049253i,6.0991e-05-0.00072317i,-0.00017845-0.00019696i,-0.00032208-0.00019503i,-0.00053359-8.8124e-05i,-0.00059684+5.8343e-05i
-0.00040963-0.00010287i,-0.0001351-0.00048522i,-0.00070908+0.00046829i,-0.00073803+0.0004296i,-0.0013772-0.00088027i,-0.0033917-0.0021049i,-0.0033769-0.0021059i,-0.0015958-0.0013693i,-0.0009272-0.0016016i,-0.0012367-0.0014868i,-0.00091009-0.00036683i,0.0002297-0.00011824i,0.00059318+8.3211e-05i,0.00033053+0.00054829i,0.00057937+0.00066799i,0.00022872+0.0001441i,-0.00013021-0.00060178i,0.0002746-0.00050661i,0.00013551+9.5531e-05i,-0.00030574+0.0001291i,-0.00043401+0.0002545i,-0.00028022+0.0004852i,-0.00055275+0.00016919i
0.0011415-0.00052106i,0.00040767-0.0014095i,3.7197e-06-0.002719i,-0.0021782-0.0034447i,-0.0049008-0.0032194i,-0.0066061-0.0022516i,-0.0046645-0.00076138i,-0.0010938-0.00055213i,-0.00022231-0.001804i,-0.00055748-0.0018592i,-0.00023474-0.00067363i,0.0001188+0.00036509i,-2.8678e-05+0.00032847i,-0.00014824-4.0173e-05i,-0.00038276-0.00055164i,-0.0010459-0.0010259i,-0.00051619-0.0012308i,0.00058673-0.0012643i,0.0007434-0.00086066i,0.00049424-0.00020135i,-0.00056442+0.00013441i,-0.0011525+0.00028018i,-0.00032183+2.7141e-05i
0.0027766+0.00015673i,0.0010793+0.0011002i,0.00015111+0.00023432i,-0.0014969-0.00058687i,-0.0032595-0.00023456i,-0.0051701+0.00098341i,-0.0050554+0.0011516i,-0.0020475+0.00076015i,-0.00011114+0.00012024i,-0.00032484-0.0010093i,-2.4618e-05-0.00073927i,0.0010862+4.7379e-05i,0.00098628-0.00010463i,0.00011569-5.1602e-05i,-3.9255e-05-0.00040446i,0.0002243-0.00046322i,-1.918e-05-0.00014199i,0.00045792-0.00033847i,0.00045384+0.00050971i,-0.00029824+0.0014601i,8.8367e-05+0.0014707i,-0.00017671+0.00062689i,-0.00031233-0.0001387i
-0.0021565+0.00055936i,-0.0020093-0.00012327i,-0.00091676+0.00026i,-0.00068086+0.00029i,-0.0020657-0.00022987i,-0.0038422-0.00076673i,-0.003633-0.0002709i,-0.0012987-0.0009598i,0.00054527-0.0021228i,9.6519e-05-0.0014147i,3.5075e-05-0.00081297i,0.00063784-0.00033636i,-0.00029823-0.00020445i,-0.00106-0.00058003i,-0.00047398-0.00068553i,1.0674e-05-0.00063798i,1.4446e-05-0.00083036i,-0.000544-0.00068223i,-0.0010048-0.00099063i,-4.5648e-05-0.0011427i,0.00064399-0.00076576i,0.00011475+6.1729e-05i,0.00022451+0.00049548i
-0.00045981-0.00082977i,-0.00086686-0.0011072i,-0.00083098-0.00095912i,-0.0014777-0.0016504i,-0.0024959-0.0021504i,-0.002967-0.0019975i,-0.0023152-0.0012237i,-0.00023337-0.0014379i,0.00058727-0.0020586i,-0.00021664-0.0012466i,-0.00049263+0.00042931i,-4.4318e-05+0.00038787i,0.00037153-0.00011182i,4.661e-05-0.00036514i,-0.00033227-0.0005715i,-0.00046448-0.00042854i,0.00034955-0.00031592i,0.00056172+0.00051173i,3.4699e-05+0.00087863i,0.00034058+0.00090535i,0.00017848+0.00038972i,5.6923e-06-0.00024071i,-0.0004657+0.00028656i
-0.0013478-0.0012754i,-0.0012601-0.00064853i,-0.0011224+0.00077169i,-0.0010832+0.00095813i,-0.0027748+0.00012005i,-0.0045451-0.00054352i,-0.0038466-0.00098177i,-0.0020099-0.0019805i,-0.0003803-0.0030964i,7.4641e-05-0.0018736i,-0.00030416+1.1044e-05i,-0.00014076-6.3928e-05i,-0.00064824+0.0002216i,-0.0010752+0.0011765i,-0.00065889+0.00023592i,-0.00018635-0.0004741i,-0.00042376-0.00022851i,-0.00075337-0.00019129i,-0.00034209+0.00014003i,0.00076462-0.00011038i,0.00029972-0.00031415i,-0.00053441+0.00015331i,-0.00017826+0.00040387i
