-0.0024069+0.0010283i,-0.0011584+0.00018665i,-0.00076104-0.0012255i,-0.00012903-0.0024824i,-0.00031742-0.0033074i,-0.00060369-0.0025158i,-0.00083497-0.00068468i,0.00046231-0.00045807i,0.002368-0.0020159i,0.002527-0.002356i,0.0019325-0.0017001i,0.0012866-0.0013665i,0.0002598-0.00040042i,-0.00022168+0.00034858i,-0.00021991+0.00023328i,-0.0011864+4.813e-06i,-0.0011585-0.00013641i,0.0001767+0.00018877i,0.00074196+0.00092751i,0.00029891+0.0010251i,0.00048371+0.00055745i,0.00087843+0.00022082i,0.00085271-0.00010192i
0.023684+0.021869i,0.054407+0.020617i,0.061358-0.02412i,0.014043-0.091873i,-0.025193-0.12758i,0.0005728-0.14515i,0.031861-0.17725i,0.011963-0.16866i,-0.0062162-0.11247i,0.0024831-0.070039i,0.0030065-0.040212i,-0.010816-0.0097435i,-0.026617+0.010892i,-0.028809+0.021235i,-0.011319+0.023355i,0.0059901+0.018486i,0.011997+0.011366i,0.0098266+0.0061024i,0.0019043+0.0037381i,-0.0065881+0.00145i,-0.0070497+0.0026932i,0.0022684+0.010128i,0.010865+0.015625i
-0.015221-0.023223i,-0.046281-0.038416i,-0.068691-0.027943i,-0.04832-0.0010647i,0.0027315+0.0088485i,0.035933-0.0044601i,0.024669-0.024214i,-0.030661-0.054409i,-0.08639-0.071555i,-0.081255-0.053211i,-0.048054-0.031586i,-0.024981-0.013267i,-0.0011835+0.0040777i,0.014733+0.0024811i,0.013657-0.01419i,0.0067109-0.027256i,0.0018055-0.024704i,0.0035247-0.010551i,0.0095009+0.0010046i,0.011996+0.0032891i,0.012022-0.0031689i,0.012745-0.014637i,0.012234-0.021929i
0.010952+0.026879i,0.050433+0.049378i,0.11598+0.041743i,0.16177-0.00073368i,0.13612+0.0034171i,0.067427+0.11523i,0.066056+0.23328i,0.13523+0.23046i,0.16287+0.14817i,0.12215+0.084937i,0.080184+0.052191i,0.056882+0.017688i,0.033761-0.013479i,0.0095921-0.020468i,-0.010627-0.010216i,-0.021127-0.00054896i,-0.022328+0.00019069i,-0.019313-0.0064301i,-0.014119-0.014267i,-0.0097325-0.016183i,-0.012513-0.012697i,-0.022949-0.0091059i,-0.030356-0.0066932i
0.00083656-0.028807i,-0.020576-0.063389i,-0.064763-0.069028i,-0.09855-0.025427i,-0.092401+0.006391i,-0.075105-0.032016i,-0.062827-0.071586i,-0.018884-0.069372i,0.024102-0.076904i,0.010993-0.078245i,-0.010959-0.04714i,-0.011691-0.020849i,-0.010803-0.0067079i,-0.0027883+0.0041694i,0.0079722+0.0099101i,0.0069367+0.014548i,-0.0023283+0.015723i,-0.012372+0.014844i,-0.015923+0.016219i,-0.012422+0.015905i,-0.0076997+0.016101i,-0.0030424+0.023714i,0.00095956+0.031775i
-0.0067897+0.02793i,0.00131+0.065862i,0.028262+0.080548i,0.043424+0.03406i,0.011049-0.05224i,-0.026677-0.12482i,-0.057425-0.16549i,-0.11813-0.13326i,-0.15512-0.035462i,-0.12227+0.026521i,-0.071202+0.030107i,-0.036618+0.02472i,-0.014381+0.018557i,-0.0070721+0.0063013i,-0.0067082-0.0037732i,-0.0041459-0.0042024i,0.0045942+0.0041025i,0.019416+0.0095827i,0.028629+0.00613i,0.023248+0.00031129i,0.017238-0.0042086i,0.021992-0.0082177i,0.030212-0.0099252i
0.015627-0.031281i,0.012949-0.084262i,-0.027591-0.15252i,-0.09218-0.17514i,-0.087615-0.10865i,0.011159-0.015877i,0.09552+0.019302i,0.10469-4.1006e-05i,0.083394-0.025912i,0.072936-0.037068i,0.056308-0.04468i,0.029256-0.04715i,0.0056412-0.035646i,-0.0097238-0.012887i,-0.01291+0.0056412i,-0.0044848+0.0080638i,0.0050681-0.00027432i,0.0050013-0.013146i,-0.0034669-0.021705i,-0.0091933-0.018737i,-0.0082619-0.013047i,-0.0071874-0.016589i,-0.010553-0.026703i
-0.024284+0.0238i,-0.041746+0.064854i,-0.025193+0.10497i,0.026725+0.097329i,0.044782+0.057697i,0.022747+0.063178i,0.039775+0.074879i,0.065612+0.004561i,0.032912-0.068953i,-0.0071821-0.057962i,-0.0083655-0.022322i,-0.005063-0.0082928i,-0.0078794-5.4808e-05i,-0.0024607+0.0024489i,0.0052424+0.00057416i,0.0092571-0.0016811i,0.0038017-0.0017279i,-0.0090381+0.0060819i,-0.016914+0.015132i,-0.013622+0.018522i,-0.0065945+0.015784i,-0.0087193+0.012753i,-0.018055+0.015688i
0.024255-0.01913i,0.057024-0.051786i,0.070493-0.094835i,0.04169-0.10974i,-0.014121-0.086575i,-0.10012-0.077317i,-0.19048-0.067093i,-0.19727-0.00099494i,-0.12011+0.064183i,-0.046165+0.071612i,-0.0082576+0.057454i,0.011463+0.041104i,0.019203+0.02203i,0.016328+0.0077093i,0.007241-0.002487i,-0.0027427-0.0042812i,-0.0027606-0.00074352i,0.0075994+0.0021492i,0.018175+0.0041044i,0.019592+0.0036512i,0.012713+0.0042949i,0.011907+0.010284i,0.020218+0.01652i
-0.029602+0.0053141i,-0.077108+0.03044i,-0.11969+0.083042i,-0.11501+0.13703i,-0.071285+0.13232i,-0.02294+0.074829i,-0.0056304+0.04577i,-0.011768+0.064649i,0.00093406+0.059119i,0.0059585+0.01656i,-0.013322-0.0086014i,-0.023629-0.0079833i,-0.016189-0.0061821i,-0.0057098-0.0050788i,-0.0001152-0.0019577i,0.0023115-0.00039609i,0.0042976-0.0038424i,0.0045289-0.0099271i,0.0027885-0.012356i,0.00027405-0.010822i,1.0338e-05-0.0095838i,0.0038191-0.012767i,0.0075008-0.021648i
0.031303+0.0017285i,0.078112-0.007311i,0.1191-0.042581i,0.10513-0.090557i,0.070413-0.093484i,0.099435-0.048076i,0.16352-0.050631i,0.14659-0.11109i,0.054778-0.11969i,0.0037254-0.070884i,1.3164e-05-0.035528i,-0.0030088-0.020491i,-0.0074854-0.006844i,-0.0072936+0.0015728i,-0.0035337-0.0016886i,-0.0040272-0.011614i,-0.010127-0.014651i,-0.012953-0.0071988i,-0.010357+0.0012278i,-0.0055442+0.0032408i,-0.003009-0.0010083i,-0.009517-0.0054742i,-0.023834-0.0063331i
-0.028684-0.014718i,-0.077456-0.030244i,-0.13048-0.043867i,-0.15194-0.043376i,-0.14379-0.026681i,-0.13741+0.0027004i,-0.13192+0.030282i,-0.096857+0.029144i,-0.047493+0.0070377i,-0.01689-0.0055323i,0.002246-0.0092652i,0.01502-0.010434i,0.018842-0.0074631i,0.013408-0.003854i,0.00096976+0.00056033i,-0.008649+0.0078311i,-0.011707+0.013522i,-0.0087359+0.013496i,-0.0012088+0.0055666i,0.0029218-0.0042805i,0.00041053-0.0070356i,-0.0023748-0.00054493i,0.0003739+0.014345i
0.024692+0.018005i,0.070801+0.043405i,0.14215+0.059452i,0.19761+0.03394i,0.17537-0.0096143i,0.086339-0.0008795i,0.043461+0.0599i,0.077433+0.090337i,0.091684+0.061532i,0.053542+0.033218i,0.023239+0.031235i,0.015011+0.02384i,0.0069466+0.0062105i,-0.0011838-0.0035429i,-0.0019711-0.0021677i,0.0053258+0.0017249i,0.013458+0.0014742i,0.015891-0.003081i,0.010441-0.0071956i,0.00083423-0.0071209i,-0.0034709-0.0027674i,0.0018389+0.0027295i,0.01455+0.0013919i
-0.021886-0.02322i,-0.04756-0.063792i,-0.091106-0.10176i,-0.11853-0.094037i,-0.076083-0.057348i,0.013827-0.089254i,0.051974-0.16799i,0.016845-0.1728i,-0.014457-0.11669i,-0.01325-0.067832i,-0.012613-0.03597i,-0.014611-0.014458i,-0.015071-0.0024612i,-0.013735+0.0036701i,-0.0090429+0.0019187i,-0.0088597-0.0041334i,-0.010104-0.0072634i,-0.0085974-0.0070658i,-0.0057714-0.0015639i,-0.00017043+0.0051577i,0.0072619+0.0067496i,0.011901+0.0017125i,0.0051887-0.0091678i
0.0073075+0.032515i,0.015794+0.07895i,0.023352+0.13186i,0.017878+0.14732i,-0.014511+0.11501i,-0.050631+0.089139i,-0.074651+0.081614i,-0.10235+0.062572i,-0.11191+0.051371i,-0.079124+0.043839i,-0.03896+0.023703i,-0.019305+0.0062322i,-0.0075718+0.00023486i,-0.00068153-0.00090933i,0.00022041+0.0011782i,0.00058851+0.007727i,-0.00076857+0.015211i,-0.0025188+0.017331i,-0.0028084+0.011955i,-0.002738+0.0040143i,-0.0038213-0.004684i,-0.0097799-0.011446i,-0.017773-0.0065902i
0.0051297-0.027739i,0.011333-0.082699i,0.00924-0.16079i,-0.021631-0.21441i,-0.060581-0.17741i,-0.061564-0.056362i,-0.0088357+0.038836i,0.051457+0.039687i,0.072013+0.010131i,0.064338-0.00089938i,0.049637-0.0090618i,0.030727-0.016291i,0.014207-0.015792i,0.0053531-0.008718i,0.0040196-0.0024694i,0.0089439-0.0032725i,0.013013-0.0050422i,0.011448-0.0039101i,0.0024308-0.0022975i,-0.0091609+0.001241i,-0.01689+0.0089536i,-0.016048+0.017567i,-0.0038678+0.020177i
-0.01406+0.024093i,-0.036678+0.063406i,-0.057786+0.10579i,-0.047225+0.11239i,-0.013737+0.057636i,0.00070591-0.037275i,-0.027743-0.10578i,-0.055393-0.11275i,-0.051263-0.097114i,-0.043834-0.072913i,-0.03297-0.038553i,-0.016561-0.012955i,-0.0068891+3.9622e-05i,-0.00051713+0.0030252i,0.0015415-0.00087153i,-0.0038768-0.0051218i,-0.0066852-0.0099801i,-0.003824-0.012342i,0.0017669-0.0066888i,0.0091332+0.00015317i,0.018443+0.0040009i,0.027585+0.0019214i,0.027858-0.0081996i
0.016747-0.018436i,0.056206-0.04508i,0.11423-0.067057i,0.15747-0.072515i,0.15177-0.057312i,0.086102-0.030817i,0.025356+0.00040281i,0.0065808+0.039441i,-0.0029582+0.06793i,-0.0024452+0.066807i,0.0040992+0.046913i,0.0044194+0.028758i,0.0040113+0.016747i,0.0010004+0.0086734i,-0.0034561+0.0048976i,-0.0055674+0.0055238i,-0.0068281+0.0090342i,-0.0055461+0.010968i,0.0013664+0.0058856i,0.0098798-0.0047303i,0.010545-0.01744i,0.00034456-0.026019i,-0.013264-0.024858i
-0.022693+0.014896i,-0.063681+0.025569i,-0.12841+0.029746i,-0.18651+0.048484i,-0.17455+0.097056i,-0.063655+0.12079i,0.051969+0.080449i,0.092874+0.017648i,0.090832-0.024695i,0.068402-0.042439i,0.030306-0.037753i,0.0059773-0.02161i,-0.0025166-0.010957i,-0.0039795-0.0023409i,0.00036472+0.0035602i,0.0058475+0.0038272i,0.012447+0.0044929i,0.015739+0.0061324i,0.0085371+0.0054074i,-0.0028195+0.0037755i,-0.012565+0.0050203i,-0.019021+0.011254i,-0.01813+0.02093i
0.023451-0.0051749i,0.059999-0.0009187i,0.10353+0.014642i,0.12271+0.0086401i,0.082275-0.042053i,-0.00050894-0.057514i,-0.046655-0.014251i,-0.054413-0.0039769i,-0.070844-0.023479i,-0.078976-0.013121i,-0.052962+0.0079908i,-0.023396+0.0067664i,-0.011102-0.00097214i,-0.0060694-0.0050297i,-0.0040424-0.0082923i,-0.0047553-0.012871i,-0.0075265-0.020174i,-0.0096737-0.021699i,-0.0083663-0.013407i,-0.0051114-0.0019539i,0.00067554+0.0070779i,0.011595+0.010198i,0.02191+0.0064541i
-0.022314-0.0027798i,-0.050082-0.02659i,-0.075665-0.094281i,-0.099505-0.17456i,-0.11754-0.18044i,-0.10523-0.11454i,-0.076699-0.052344i,-0.047893-0.0029218i,-0.010346+0.037437i,0.026112+0.040809i,0.036133+0.015993i,0.024255-0.0003879i,0.011714-0.0028544i,0.0018869-0.0020314i,-0.0055457+0.00013264i,-0.012602+0.0035135i,-0.017993+0.0083875i,-0.016378+0.010302i,-0.0090243+0.003352i,-0.0021722-0.0070791i,0.00052185-0.014495i,0.0010204-0.019631i,-0.00097886-0.021996i
0.017819+0.0092366i,0.032965+0.035347i,0.043215+0.095274i,0.068244+0.16233i,0.1217+0.16408i,0.14113+0.074887i,0.086061-0.027898i,0.027579-0.070834i,0.011635-0.081412i,0.00029805-0.077i,-0.0086055-0.048553i,-0.003289-0.021534i,0.0017833-0.010955i,0.0046238-0.005201i,0.0091401-0.0014901i,0.014411+0.0022807i,0.020533+0.0055361i,0.022429+0.0040435i,0.014772+0.00065597i,0.0038442-0.0014049i,-0.0051449-0.00079555i,-0.013161+0.0039747i,-0.017284+0.0077053i
-0.017088-0.015589i,-0.016131-0.039724i,0.0077628-0.088426i,0.028516-0.13699i,0.0058052-0.13176i,-0.030801-0.069072i,-0.016796-0.011322i,0.00085877-0.0024015i,-0.033207+0.0050553i,-0.04407+0.03596i,-0.016142+0.041364i,-0.0027157+0.020292i,-0.0053073+0.0071402i,-0.0054808+0.0021869i,-0.0050442-0.0030229i,-0.0060357-0.010368i,-0.0088247-0.018484i,-0.011157-0.017705i,-0.0073277-0.0075018i,-0.00088037+0.0022417i,0.0037779+0.008506i,0.008225+0.011994i,0.010386+0.012023i
0.0065814+0.014044i,-0.008518+0.030818i,-0.072355+0.060283i,-0.16203+0.098615i,-0.19257+0.12407i,-0.1221+0.11673i,-0.027438+0.07401i,0.020878+0.033509i,0.05054+0.016377i,0.060125-0.006373i,0.032044-0.024623i,0.0042018-0.0158i,-0.0019749-9.4685e-05i,-0.002915+0.0086641i,-0.007186+0.014491i,-0.013802+0.021211i,-0.018623+0.027833i,-0.016881+0.027256i,-0.010727+0.018372i,-0.0055835+0.0080669i,-0.0012894-0.00041313i,0.0030517-0.0092565i,0.0057418-0.014823i
-0.0055086-0.017074i,0.012936-0.023497i,0.075141-0.036098i,0.15862-0.071922i,0.17718-0.12425i,0.098667-0.12616i,-0.0011225-0.057748i,-0.04117-0.0093515i,-0.040863-0.021374i,-0.049994-0.032286i,-0.044116-0.012687i,-0.018696-0.0011287i,-0.0043651-0.004216i,0.0021965-0.0049143i,0.00936-0.0016675i,0.018201+0.0024816i,0.028104+0.0048904i,0.028744+0.0057815i,0.018608+0.0052322i,0.0086652+0.0038785i,0.0020278+0.0020368i,-0.0038832+0.00097422i,-0.0070077-0.0012014i
-0.0019936+0.0058581i,-0.021616-0.00098399i,-0.070751-0.033625i,-0.13021-0.069591i,-0.14598-0.051113i,-0.095176-0.0012621i,-0.028435+0.01242i,0.00061899+0.012658i,0.0016609+0.031593i,0.019421+0.047918i,0.034343+0.032191i,0.021818+0.010026i,0.0060307+0.0030237i,-0.0017892-0.0023913i,-0.0059089-0.010893i,-0.0098236-0.020965i,-0.012321-0.029032i,-0.008133-0.028353i,-0.0012457-0.020405i,0.0037205-0.013458i,0.0064042-0.0088662i,0.0064612-0.0019005i,0.0025368+0.0053519i
0.0029856-0.00098172i,0.017621+0.014217i,0.054323+0.069219i,0.10128+0.14681i,0.13086+0.17591i,0.1178+0.10227i,0.069451-0.012959i,0.028839-0.069221i,0.017007-0.071438i,0.0096499-0.064336i,-0.0038419-0.042037i,-0.0040557-0.01445i,0.0030928-0.0040745i,0.0028936+0.00082479i,0.0012385+0.0077429i,-0.0012973+0.015649i,-0.007231+0.022733i,-0.011409+0.02166i,-0.010681+0.014051i,-0.0077089+0.0070037i,-0.0061778+0.0031017i,-0.0048162+0.0010707i,-0.0010377+0.0017491i
-0.0038361+0.0077921i,-0.0033115-0.015426i,-0.010533-0.078041i,-0.030562-0.16216i,-0.063795-0.201i,-0.095547-0.14106i,-0.081995-0.024216i,-0.038428+0.031968i,-0.031496+0.023258i,-0.044658+0.026718i,-0.03005+0.03269i,-0.008209+0.014732i,-0.0042987-0.00097398i,-0.0012697-0.0035955i,0.006301-0.0050814i,0.015942-0.0092723i,0.026472-0.011747i,0.02866-0.0077258i,0.022498-0.0012356i,0.013992+0.0027358i,0.0068812+0.004176i,0.0023922+0.0021893i,0.0011018-0.0037033i
0.00085854+0.0012463i,-0.0084162+0.017i,-0.033982+0.056513i,-0.0717+0.094254i,-0.086152+0.097564i,-0.031836+0.081141i,0.046579+0.047152i,0.066889+0.0067916i,0.057768-0.0050534i,0.059973-0.0094865i,0.047507-0.023133i,0.02031-0.020294i,0.0058305-0.0070334i,-0.0020056-0.0031725i,-0.011216-0.0048867i,-0.020548-0.01052i,-0.02736-0.018562i,-0.025105-0.023569i,-0.016189-0.022116i,-0.0081492-0.017837i,-0.0037562-0.014517i,-0.00181-0.010939i,-0.0029998-0.0078557i
-0.00077746-0.0015096i,0.01738-0.016255i,0.068304-0.053452i,0.1351-0.092548i,0.16408-0.10033i,0.11608-0.093464i,0.0070428-0.089844i,-0.068751-0.064453i,-0.069045-0.038007i,-0.053756-0.031521i,-0.042565-0.018474i,-0.02226-0.0055828i,-0.0087332-0.0038999i,-0.0050123+0.00091001i,-0.0037035+0.0074963i,-0.0049607+0.015167i,-0.0074703+0.024646i,-0.010185+0.027618i,-0.011647+0.020951i,-0.010802+0.013296i,-0.0076276+0.0090144i,-0.0031629+0.006415i,0.00070548+0.0073356i
-0.0046701-0.0035501i,-0.027286+0.00093618i,-0.078996+0.0073456i,-0.13109+0.0071956i,-0.14809+0.0067169i,-0.1299+0.025315i,-0.071162+0.059557i,-0.0034165+0.063392i,0.011461+0.04347i,0.004383+0.047621i,0.012854+0.044065i,0.012722+0.021608i,0.0053373+0.010123i,0.0042151+0.0046671i,0.0042223-0.00075947i,0.00683-0.0030718i,0.015107-0.0038505i,0.021344-0.0029145i,0.019698-0.0006568i,0.016423+0.0014687i,0.012531+0.0028966i,0.0073771+0.002585i,0.0056747+0.00090004i
0.006371+0.0070191i,0.030812+0.013823i,0.073487+0.025588i,0.089669+0.048482i,0.061874+0.076009i,0.054118+0.062216i,0.073299-0.01177i,0.056741-0.073109i,0.029191-0.076965i,0.022567-0.067219i,0.0095419-0.055085i,-0.0015277-0.032687i,-0.0017232-0.017105i,-0.0025826-0.0086285i,-0.0042718-0.003423i,-0.0072749-0.0036559i,-0.012424-0.006464i,-0.013434-0.0090437i,-0.010365-0.0096325i,-0.0065344-0.0088554i,-0.0040773-0.0074292i,-0.0036772-0.0061509i,-0.0047041-0.0069817i
-0.0041314-0.0078779i,-0.023086-0.027823i,-0.060307-0.060929i,-0.068471-0.096969i,-0.021588-0.12968i,-0.0073905-0.12842i,-0.053077-0.061149i,-0.064463+0.012137i,-0.039638+0.027687i,-0.03505+0.018511i,-0.030112+0.01977i,-0.01391+0.017615i,-0.0063429+0.011659i,-0.0032208+0.0090504i,-0.0008767+0.0079109i,-0.00075917+0.010075i,-0.00097559+0.015026i,-0.0016832+0.017927i,-0.0018387+0.016331i,-0.0016688+0.012649i,-0.0015571+0.0081224i,-0.0011905+0.0022074i,-0.0028934-0.00035042i
0.002524+0.0091734i,0.012803+0.031313i,0.037476+0.057714i,0.033556+0.050418i,-0.030373+0.025088i,-0.061232+0.044253i,-0.0038637+0.066521i,0.04547+0.039016i,0.045384+0.015532i,0.046008+0.019494i,0.047846+0.013674i,0.033641+0.0021286i,0.020464-0.0016766i,0.013731-0.0028483i,0.01113-0.0011042i,0.015609-0.00070511i,0.022257-0.0038931i,0.023123-0.0059081i,0.017711-0.0056789i,0.011758-0.0055639i,0.0070146-0.0056788i,0.003601-0.0030711i,0.0045296+0.00088268i
0.0068462-0.011184i,0.0067998-0.044362i,-0.0023058-0.08632i,-0.0033501-0.069358i,0.033668+0.015202i,0.068886+0.042374i,0.040057-0.019787i,-0.020001-0.050669i,-0.042952-0.037077i,-0.038468-0.035639i,-0.035885-0.032482i,-0.030746-0.01951i,-0.023467-0.0099874i,-0.016771-0.005186i,-0.011524-0.00757i,-0.011286-0.014796i,-0.013649-0.019961i,-0.01362-0.019027i,-0.01074-0.013968i,-0.0076623-0.0082988i,-0.0046926-0.0019812i,-0.001624+0.0019969i,0.00092864-0.00018953i
-0.010743+0.0095224i,-0.022056+0.040636i,-0.022471+0.078785i,-0.0022547+0.052811i,0.0028161-0.052836i,-0.033138-0.11675i,-0.05333-0.062012i,-0.021374+0.00084778i,-0.0039304+0.0066542i,-0.015716+0.014829i,-0.01118+0.027617i,0.0017931+0.021183i,0.0037957+0.012053i,0.00096117+0.0086816i,-0.0042308+0.009258i,-0.0097995+0.015156i,-0.010357+0.020786i,-0.0073239+0.019586i,-0.0037922+0.014263i,0.0008759+0.0094181i,0.0052149+0.0037483i,0.0040426-0.0015369i,-0.0013367-0.0027321i
0.0145-0.005779i,0.036924-0.034868i,0.044503-0.083954i,-0.010865-0.094121i,-0.092127-0.019001i,-0.091638+0.063565i,-0.01923+0.052534i,0.014878-0.0094963i,0.018172-0.032917i,0.034198-0.031867i,0.035733-0.0343i,0.021975-0.030369i,0.01232-0.022291i,0.0085889-0.015002i,0.011706-0.010579i,0.017738-0.011886i,0.020455-0.013717i,0.017233-0.010842i,0.010654-0.0064069i,0.0047632-0.005447i,-0.00061097-0.0067782i,-0.0046565-0.0062232i,-0.0032994-0.0022106i
-0.015528+0.0027897i,-0.049323+0.018499i,-0.076797+0.056831i,-0.025734+0.088832i,0.10155+0.067536i,0.16281+0.010443i,0.098889-0.020926i,0.025197-0.0094083i,-0.00091755+0.0034902i,-0.018339+0.0011834i,-0.030116+0.0062086i,-0.025541+0.014993i,-0.016381+0.015042i,-0.011615+0.0086931i,-0.01387+0.00012055i,-0.020873-0.0059533i,-0.025118-0.0084105i,-0.020789-0.0070496i,-0.013021-0.0036152i,-0.0092196-0.00014876i,-0.0060075+0.0050207i,-0.00081263+0.0082309i,0.0031527+0.0045339i
0.012846+0.0023568i,0.053137-0.0020018i,0.10225-0.037187i,0.081835-0.11298i,-0.041073-0.17054i,-0.14069-0.13751i,-0.11309-0.054623i,-0.038723-0.0068368i,-0.007719+0.0086459i,0.0013462+0.025606i,0.01417+0.027383i,0.018128+0.013833i,0.013267+0.0062323i,0.0084004+0.0069191i,0.0057863+0.014003i,0.0075356+0.022461i,0.0096824+0.025379i,0.006922+0.020719i,0.003122+0.012611i,0.0031927+0.0057432i,0.0054841-0.00030256i,0.0063482-0.0042884i,0.003338-0.0046777i
-0.014259-0.0092747i,-0.053918-0.022087i,-0.11771-0.014133i,-0.15166+0.060998i,-0.10891+0.17729i,-0.028186+0.21122i,0.009229+0.13165i,-0.0044036+0.04649i,-0.014683+0.0023829i,-0.0077901-0.025603i,-0.0074286-0.037065i,-0.013619-0.031256i,-0.013647-0.020659i,-0.0076551-0.013638i,-0.0016279-0.01387i,0.0027513-0.017503i,0.0066331-0.017088i,0.008851-0.01142i,0.0077758-0.0060873i,0.0035535-0.0051483i,-0.003149-0.0064844i,-0.00859-0.0069823i,-0.0087021-0.0045996i
0.011372+0.014633i,0.046637+0.03769i,0.11323+0.054774i,0.18792+0.0013776i,0.22036-0.12418i,0.17661-0.20214i,0.090092-0.15914i,0.031068-0.081275i,0.0052543-0.039765i,-0.012534-0.013623i,-0.012739+0.0085954i,2.6383e-05+0.015611i,0.0040743+0.010973i,-0.0018563+0.0064362i,-0.0095968+0.0041298i,-0.016003+0.0056747i,-0.017114+0.0064828i,-0.012807+0.0014587i,-0.0084759-0.0016612i,-0.004607+0.0015557i,-0.0015124+0.006134i,0.00016768+0.0092775i,0.0014911+0.0092919i
-0.0071842-0.01839i,-0.028055-0.05653i,-0.082413-0.11272i,-0.17648-0.12921i,-0.2659-0.063491i,-0.26401+0.02441i,-0.16073+0.045927i,-0.057238+0.012666i,-0.0083632-0.0048166i,0.01599+0.0022333i,0.027023+0.0019209i,0.022082-0.0056994i,0.013636-0.0072196i,0.0094945-0.002868i,0.012726+0.0017569i,0.018395+0.0039156i,0.01573+0.004184i,0.0063133+0.0044934i,8.8344e-05+0.0052613i,0.00087655+0.0045936i,0.0060108+0.0020068i,0.011131-0.0013969i,0.011442-0.0037782i
-0.0012957+0.017821i,0.0047834+0.059579i,0.028419+0.13311i,0.096064+0.19782i,0.19119+0.20773i,0.22773+0.16454i,0.17045+0.093792i,0.086115+0.037141i,0.031419+0.0092583i,-9.4545e-05-0.0078452i,-0.019266-0.010994i,-0.021951-0.001885i,-0.015165+0.0021973i,-0.0084786-0.0011626i,-0.0040947-0.0059949i,-0.0028171-0.010492i,-0.00028412-0.011269i,0.0044387-0.0066744i,0.0082333-0.0028828i,0.0061924-0.0025907i,-0.0012244-0.0043726i,-0.0081875-0.0060233i,-0.010018-0.0055286i
0.0033667-0.01246i,0.019292-0.054043i,0.038665-0.13589i,0.025569-0.23997i,-0.038126-0.30989i,-0.092464-0.29469i,-0.089595-0.18913i,-0.052763-0.072963i,-0.024157-0.01752i,-0.012039+0.0024397i,-0.00044175+0.010048i,0.0076755+0.0043796i,0.006093-1.6627e-05i,0.0013221+0.001617i,-0.0042274+0.0049837i,-0.0072799+0.0084665i,-0.006964+0.0066544i,-0.0068499-0.00067642i,-0.0060353-0.0052641i,-0.004735-0.0034068i,-0.0040709+0.00173i,-0.0030746+0.0073028i,-0.0012493+0.0085684i
-0.0094632+0.018247i,-0.036293+0.046382i,-0.089326+0.10192i,-0.14132+0.17424i,-0.15653+0.23628i,-0.12747+0.24092i,-0.074826+0.16419i,-0.037784+0.066685i,-0.016953+0.014031i,0.0042205-0.0048297i,0.011512-0.015559i,0.0050165-0.017703i,0.00060283-0.012765i,0.00069442-0.0067439i,0.0025814-0.0041473i,0.0034859-0.0043136i,0.0023174-0.0018574i,0.00066481+0.0035356i,0.00031441+0.0064669i,0.002407+0.0054396i,0.0071487+0.001076i,0.011121-0.0054011i,0.010763-0.0091324i
0.014906-0.0058567i,0.055698-0.024445i,0.13101-0.054638i,0.21844-0.089593i,0.28166-0.1157i,0.27323-0.12143i,0.18019-0.099592i,0.077674-0.064091i,0.020835-0.035578i,-0.0063445-0.016007i,-0.013531+0.00069994i,-0.0087085+0.0090634i,-0.0058554+0.0077683i,-0.005222+0.0040124i,-0.0067578-0.00079668i,-0.0089835-0.0045998i,-0.0063887-0.0057889i,0.0001964-0.0053593i,0.0038192-0.0058491i,0.0034286-0.0065576i,-0.00068005-0.0069374i,-0.007578-0.0067728i,-0.010566-0.0046412i
-0.016601+0.0020782i,-0.05663+6.3235e-05i,-0.12977-0.017223i,-0.21408-0.057338i,-0.27874-0.093959i,-0.27729-0.082986i,-0.18045-0.038053i,-0.066434-0.0131i,-0.016324-0.0095483i,-0.0052535-0.0012998i,0.0021842+0.0037961i,0.0058873+0.00025655i,0.0045111-0.0013974i,0.0013482-0.00085034i,-0.00019764+0.0030111i,0.00073758+0.0072074i,-0.00025376+0.0055195i,-0.003699+0.0017696i,-0.0056233+0.00014562i,-0.0066198+0.00073839i,-0.0067964+0.0052002i,-0.0032537+0.011218i,0.00063484+0.012267i
0.013615+0.00022658i,0.047512+0.015191i,0.096345+0.056168i,0.1307+0.12775i,0.136+0.20449i,0.11864+0.21902i,0.079236+0.14513i,0.031281+0.059851i,0.0078857+0.017341i,0.0056679-0.0058036i,0.00077653-0.016817i,-0.0040532-0.012886i,-0.0044115-0.0085253i,-0.0015056-0.0063798i,0.002914-0.0048831i,0.0049897-0.0044441i,0.0039058-0.0016017i,0.0025321+0.002271i,0.0030323+0.004098i,0.0036634+0.0039491i,0.0048389+0.00053233i,0.006209-0.0054883i,0.0054878-0.0085245i
-0.016229-0.0072969i,-0.038449-0.033794i,-0.055659-0.091405i,-0.033735-0.17682i,0.015377-0.25486i,0.042178-0.26054i,0.025237-0.17309i,0.0045178-0.072596i,0.0020952-0.024088i,0.00042442-0.0046831i,0.0012495+0.0065179i,0.0050886+0.0062818i,0.0058252+0.003223i,0.0033342+0.0021448i,-0.0019956+0.0027632i,-0.0057611+0.0049041i,-0.0036509+0.0052499i,-0.00014139+0.0026397i,-0.00021179-0.0010679i,-0.00063013-0.0040174i,-0.0015025-0.0051296i,-0.0054741-0.0035488i,-0.0066505-0.0011275i
