-0.0025092-0.00050919i,-0.0017004-0.0016578i,-0.0023876-0.0015611i,-0.0030476-0.00032485i,-0.0032185+0.0013985i,-0.0025277+0.0022034i,-0.001553+0.0018425i,-0.001175+0.0015279i,-0.00024308+0.00075128i,0.00084475+0.00018344i,0.0010552-0.00027184i,0.0010819-0.00047316i,0.00012962-2.1235e-05i,-0.00083505-0.0001922i,-0.00018456-0.00016541i,0.00051336+0.00085362i,0.00015708+0.00152i,-0.00072121+0.00099329i,-0.00067986+0.00014619i,0.00032491-0.00023566i,-4.2425e-06+0.00040452i,-0.00041013+0.001093i,-0.00013399+0.00093303i
0.0045744+0.00040949i,0.0048406-0.0014608i,0.0051093-0.0014468i,0.0030365-2.5407e-05i,0.001158+0.00059451i,0.00020473+0.00050453i,-0.0010773-1.4595e-05i,-0.0013106-0.00069408i,-0.00090773-0.00058755i,-0.00055156-0.00019154i,-0.00025997+0.00069961i,-0.0001431+0.00063097i,-9.0314e-05-0.00033715i,0.00088099-0.00078014i,0.0012964-0.0011377i,0.00078691-0.0011138i,0.00042152-0.00048i,0.00036637-0.00018173i,-0.00010837-0.00059243i,-0.00088169-0.0008373i,-0.0010955-0.00044122i,-0.00082519+0.00017261i,-0.00061861+0.00045046i
-0.0011173+0.0034369i,-0.00064081+0.0010901i,-0.00010428+0.0016135i,-0.001414+0.0035646i,-0.0018982+0.0031666i,-0.00084291+0.0020898i,-0.00041836+0.0012014i,-0.00045403+0.00052157i,-7.3291e-06+0.00028114i,-0.00036698-1.738e-05i,-0.00085212-0.00041067i,-0.00081611-0.00014238i,-0.00040102+0.00049549i,4.0419e-05+0.00055606i,-0.00013539+0.00040235i,0.00025035-6.1116e-05i,0.0008735-3.1708e-05i,-2.29e-05+6.4688e-05i,-0.00081802+0.00013734i,-0.00020905-0.00010556i,-0.00023598+0.00011525i,-0.0011262+0.00043311i,-0.0014464+0.00022375i
0.00012575+0.0024197i,0.0021758+0.0026212i,-7.2064e-05+0.0019188i,-0.00278+0.0011562i,-0.0035519+0.0016451i,-0.0023917+0.0019005i,-0.00092725+0.0018804i,-0.00037994+0.0021797i,0.00036884+0.0017046i,0.0014005+0.00015326i,0.00073208-0.00074909i,-0.00064581-0.0010873i,-0.00052549-0.00064737i,0.00019665+0.00013354i,-8.1006e-05+0.00017343i,-0.00028054-0.00028942i,0.00047899-0.0004752i,0.00043324-0.00022907i,0.00015064-0.00032148i,-2.9283e-05-0.00061306i,0.00017725-0.00086418i,0.00041159-0.00061896i,0.00045535-0.00078825i
-0.0032241-0.0030981i,-0.0030058-0.0017757i,-0.0029175-0.0013718i,-0.0031116-0.00074758i,-0.0035404-0.00061872i,-0.0027245-0.00026393i,-0.001912+0.00080971i,-0.0020329+0.00083507i,-0.0017795+0.00057326i,-0.00042181-0.00029853i,0.00026699-0.0011908i,0.00026891-0.00085909i,-0.00011999-0.00095718i,-0.00034183-0.0009926i,-0.00029301-0.00013528i,-9.4627e-05+0.00025057i,-2.7148e-05+0.00069432i,-0.00013739+0.00072017i,-0.0001565+0.00062581i,-0.00037031+0.00020724i,5.7413e-05+8.3664e-06i,0.00031168+0.00045889i,-0.00040002+0.00047492i
0.0032868-0.0014223i,0.0015521-0.0020171i,-8.409e-05-0.0034789i,-0.00077339-0.0034544i,-0.0016051-0.0020241i,-0.001737-0.0011064i,-0.0016421-0.00076532i,-0.0015031+0.00042791i,-0.00053653+0.0014904i,-0.00016741+0.0014099i,-0.00016921+0.00040201i,0.00015628-0.00014501i,-1.5138e-05-0.00023758i,-8.7635e-05-0.0003405i,-0.0006081-0.00050464i,-0.00011547-0.00021884i,0.00037855+0.0007867i,0.00034208+0.00084424i,0.00037714+2.4672e-05i,0.0001345-0.00035495i,0.00020211-0.00019615i,-0.00023864+0.00078295i,-0.0010798+0.00098943i
0.002794-0.00056645i,0.0017171-0.001403i,0.00090402+0.00070999i,-0.00071995+0.0023672i,-0.0011738+0.0019214i,-0.00048318+0.0011454i,0.00022469+0.00063773i,0.00022729+0.0010004i,-0.0001972+0.00056844i,6.956e-06+0.0001427i,-9.9177e-05+0.00049305i,-9.9293e-05+0.00015921i,0.00015241-0.00013676i,0.00016048+0.00017053i,-2.362e-05+0.00035332i,0.00031676-0.00035555i,0.00050458-0.00096585i,0.00055604-9.0261e-05i,0.0003018+0.00059094i,3.0419e-07+0.00031326i,0.00049386+8.5967e-05i,0.00029213-0.00014508i,-0.00071711-0.00021201i
-0.0015432+0.004644i,-0.00072819+0.0044305i,-0.0011747+0.0045256i,-0.0018825+0.0041245i,-0.0011066+0.0037919i,0.00042201+0.0024966i,0.00086839+0.0010944i,0.00035915+0.00086823i,0.00010347+0.00050975i,6.561e-06-4.1931e-05i,0.00027563-0.00038606i,0.00076699-0.00018918i,0.00034896-0.00016121i,0.00014905-0.0001959i,0.00055539-0.00020263i,0.00025009+0.00022362i,-0.0004889+0.00040464i,-0.00055197-0.00027841i,-0.00033558-0.0004609i,0.00017903-0.00022347i,-0.0001295-0.00045565i,-0.00087766-0.00068197i,-0.00066287-7.4438e-05i
-0.0011511-3.9805e-05i,-2.9184e-05+0.00032181i,-0.0013784+0.00071359i,-0.0028418+0.0015671i,-0.0032837+0.0020928i,-0.0029173+0.0021385i,-0.0018185+0.0025718i,-0.0007551+0.0024419i,-0.00016382+0.0019837i,9.093e-05+0.0016274i,-0.00032061+0.00088477i,-0.00052229+0.00024445i,1.9821e-05+0.00056332i,0.00017168+0.0013232i,-0.00019997+0.0010675i,-0.00046792+0.00065788i,-0.00045691+0.00071373i,-3.4205e-05+0.0001571i,-0.0001802+0.00013431i,1.4495e-05+0.00027417i,0.00066594+0.00059694i,0.00066815+0.00082952i,0.00054258+0.00016261i
-0.0012993-0.0027046i,-0.00046276-0.002551i,-0.00064204-0.0024984i,-0.002004-0.0018211i,-0.0033035-0.00019915i,-0.003311+0.0011312i,-0.0025875+0.00076021i,-0.0013223+0.00046971i,0.00024502+0.00052217i,0.00097647+0.00021853i,0.00094442+3.1004e-05i,0.00082468-0.00030934i,9.312e-05-0.00046304i,-0.00072649-0.00077019i,-0.001038-0.0012752i,-0.0011124-0.00063048i,-0.0010147+0.00020662i,-0.00035131+0.00017184i,0.00052569-5.9799e-05i,0.00039882+0.00054996i,-0.00035885+0.00074582i,-0.00027652-0.00017403i,-0.00057766+0.00019322i
0.0039934-0.0025298i,0.0031987-0.0020323i,0.0020252-0.0030391i,0.00052219-0.0032955i,-0.0013171-0.0021249i,-0.0022063-0.0016129i,-0.0011532-0.0015207i,-0.00097099-0.00048499i,-0.0012847+0.0004255i,-6.7727e-05+0.00062537i,9.9473e-05+0.00039418i,-0.00049758-1.3013e-05i,-0.0010143+4.7733e-05i,-0.0005131-0.00010888i,0.0003573-0.00038362i,0.00048267-0.00039926i,0.00065456-0.00016975i,0.00094375-0.00023507i,0.00054881-0.00014636i,-7.8603e-05+0.00052133i,-9.67e-05+0.00063743i,-0.00027588-6.9685e-05i,-0.00049896-0.00079188i
0.002977+0.000581i,0.0021847+6.4683e-05i,0.0010296-0.001221i,-0.0006626-0.0012814i,-0.0014293-0.00021283i,-0.0016756+0.00087968i,-0.00040069+0.0011539i,0.00026599+0.0012338i,-9.3389e-05+0.00097372i,0.00013037+0.00066805i,-0.00038595+0.00076102i,-0.00053655+0.00032451i,-0.00019166+7.2838e-05i,-0.00073197+0.00025965i,-0.00060043-0.00037494i,0.00033855-0.00017539i,0.00038497+0.00036094i,0.00050782+0.00040153i,0.00017714-0.00038051i,-8.8318e-05-0.00052192i,0.00026839+0.00036913i,-0.00010559+0.00045374i,-8.0798e-05-0.00031397i
-0.0034586+0.0005334i,-0.0024108+0.00084186i,-0.0031226+0.00068403i,-0.0037712+0.00099932i,-0.0034634+0.0035512i,-0.0022668+0.0037912i,-0.001017+0.0018055i,-0.00073022+0.0011668i,-0.00056645+0.00076509i,0.00067777+4.6582e-07i,0.0012928-0.00012663i,0.00072289+0.0004394i,0.00019974+0.00027171i,0.0002556-0.00015977i,0.00016508+0.00059692i,8.0452e-05+0.00026612i,0.00019225+9.8549e-05i,0.00046219+0.00060614i,0.00017114+0.00044237i,-0.00072238+0.00015532i,-0.00073119+0.00026679i,-0.00055148+6.734e-05i,-0.00068389-0.00044123i
-0.0041116-0.0012812i,-0.0032089-0.00082709i,-0.0032116-0.00024815i,-0.0032661+0.0010694i,-0.0031944+0.0025481i,-0.0024555+0.0021614i,-0.0013645+0.00094841i,-0.00082322+0.0010353i,-0.00073476+0.0015925i,-0.00040374+0.00044098i,0.00043502-0.0003816i,0.0010249+0.00019366i,0.00040355+0.00025969i,9.2697e-06+0.00010933i,-0.00080036+0.0004411i,-0.00087123+0.00048826i,0.00017308+0.00019195i,0.0010444+6.4161e-05i,0.0012339-0.00021319i,0.00099714-0.00038098i,0.0012698-0.00012867i,0.0015133+0.00064037i,0.00044981+0.00057329i
-0.0012891-0.00046014i,-0.00012385+0.0003501i,-0.00032304-9.3048e-05i,-0.0012648+0.00014823i,-0.001885+0.00067405i,-0.0017355+0.00038958i,-0.0012412+0.0010849i,-0.00066436+0.0014414i,0.0003947+0.0015037i,0.00090194+0.0011376i,0.0010318+0.00016153i,0.00094515-3.1383e-05i,0.00015343+0.00092746i,-0.0002478+0.00056197i,3.9908e-05-0.00024978i,6.6514e-05-0.00085984i,7.505e-05-0.0006651i,0.00036278+0.00010346i,0.00070199+0.00010818i,0.00071227+0.00030892i,-7.7471e-05+0.00043237i,-0.00010598-0.00022563i,0.00062062-0.00068747i
0.0023845+0.00010621i,0.0020649+4.0171e-05i,0.0015251-0.00029798i,-0.00012555-0.0011961i,-0.00099745-0.00099912i,-0.00096307-0.00021945i,-0.00087287+0.00069337i,-0.00082978+0.0014381i,-9.5987e-05+0.001298i,0.00047356+0.00058535i,-0.00017079+0.0001489i,-0.0014426+0.00027088i,-0.001597+0.00049243i,-0.00044947-0.00033718i,0.00028594-0.00067178i,0.0013037-0.00013265i,0.0014412+0.00056623i,0.00037961-0.00016698i,-8.487e-05-0.001307i,-0.00014408-0.0011442i,-0.00026372-0.0004563i,-0.00038516-0.00045727i,0.00012541-0.0008138i
0.0022343+0.0013398i,0.001956+2.5426e-05i,0.0021397-0.00096319i,0.00063104-0.0012067i,-0.00067037-8.662e-05i,-0.0010235+0.00097712i,-0.0011021+0.0007717i,-0.00027611+0.00091307i,0.00074959+0.00083839i,0.0010762-0.0007405i,0.00053938-0.0015366i,0.0003486-0.00095245i,-0.00021773-0.000249i,-0.00067444+0.00011688i,-0.00037155+0.00038708i,-0.00025435+0.00030626i,2.4446e-05-0.00050615i,-0.00028617-0.001i,-0.00066685-0.00092259i,-0.00063683-0.00062356i,-0.00047569-0.00075216i,6.6359e-05-0.00024543i,0.00035099+0.00030841i
-0.0013152+0.0013442i,-0.0012189+0.0012698i,-0.0017299+0.00074908i,-0.0029372+0.00050964i,-0.0029235+0.0015026i,-0.0019477+0.0021395i,-0.0012985+0.0014354i,-0.00048612+0.0007756i,0.00021868+0.00106i,0.00019892+0.00054053i,-4.4232e-05-0.00022895i,9.5548e-05+0.00030762i,-0.0005079+0.0010294i,-0.00036752+0.00060841i,0.00019713+0.00046471i,0.00078317+0.00032274i,0.0015123+7.9164e-05i,0.00080654-0.0003959i,0.0001507-0.00093779i,0.00064353-0.00050333i,0.00089786-0.00019607i,0.00061492+0.00060201i,-0.00024164+0.00093539i
-0.00041328+0.00029657i,-9.2575e-05-0.00053224i,-0.00062806-0.00037832i,-0.0017471-9.9029e-05i,-0.002272+0.00078533i,-0.0016443+0.001462i,-0.0011301+0.0010254i,-0.0010532+0.0012186i,-0.00029353+0.0014125i,0.001312+0.00078864i,0.001575+0.0010969i,0.000312+0.00056231i,-0.00029572-0.0013762i,-0.00019238-0.0013819i,0.00011218-9.4368e-05i,0.000838+0.00021435i,0.0008749-0.00047028i,0.00026581-0.00091681i,0.00037686-0.00074416i,0.0011626-0.0003605i,0.0016183-0.0004366i,0.0018198-0.00046468i,0.00065458-0.00035237i
-0.0024513+0.0002697i,-0.0021581+0.0018849i,-0.0015795+0.0033055i,-0.00086705+0.0037495i,-0.001062+0.0028749i,-0.001179+0.0013211i,-0.0012669+0.0014114i,-0.0013677+0.0022502i,-0.00038693+0.0019671i,0.00065532+0.0010689i,0.0010117+0.00068215i,0.0010619-0.00054934i,0.00065351-0.0012611i,0.00061079-0.00047164i,0.00086067+0.00026705i,0.0010234-1.8894e-05i,0.001238-0.00057742i,0.00034421-3.1012e-06i,-0.00024179+0.00015221i,-3.7318e-05+4.1323e-06i,-4.9491e-06+5.612e-05i,0.00016839+0.00056292i,9.5525e-05+0.00089591i
0.00063179+0.00017141i,-5.8332e-05+0.0011765i,9.1914e-05+0.0010178i,0.00015247+0.00053117i,-0.00016352+0.0004183i,0.0001219+0.00038677i,-0.00038594+0.00055679i,-0.0013079+0.0012101i,-0.0012032+0.00091042i,-0.00049789+0.00059498i,0.00037596+0.00097293i,0.00043681+0.00031051i,-2.4364e-05-0.00035897i,0.00045878-0.00067842i,0.00064448-0.00084442i,0.0002007-0.00035635i,-6.2216e-05+0.00017405i,0.0003731-6.9823e-05i,0.00015936-3.9805e-05i,-0.00031094-4.2692e-05i,0.00012376-0.00049996i,-5.4814e-06-0.00042492i,-0.00018481+0.00012825i
0.002002+0.0018523i,0.0018233-0.00033444i,0.0019045-0.0013641i,0.00033579-0.00063061i,-0.0016715-5.9795e-05i,-0.0020401+0.00035565i,-0.0011856+0.0011558i,-0.00089493+0.001319i,-0.00032985+0.0001577i,0.00037126-0.0003485i,0.00024497-0.00077677i,0.00044755-0.0005869i,0.00076914-4.7043e-05i,0.00073487+0.00028589i,0.00019111+0.00091514i,-9.2895e-05+0.00099475i,0.00023398+0.00055139i,0.00055951+0.00032227i,0.0005749+6.0019e-05i,0.00061245-0.00059217i,0.00093305-0.00046405i,3.4644e-05+0.00016839i,-0.00082376+5.2279e-05i
0.00041747-0.0003908i,0.00057874-0.00047078i,0.00014835-0.00039083i,-0.0009737+0.00040578i,-0.0015502+0.0019475i,-0.0020668+0.0016647i,-0.0015142+0.00064026i,-4.7431e-05+0.00066087i,0.00069803+0.0008063i,0.0006946+0.00026214i,0.00035516-0.00015891i,0.00013806+0.00012772i,0.00037347+0.0002284i,-0.00027656+0.00028672i,-0.00080211+0.00049737i,-0.00022291+0.00038161i,0.00040413-7.2153e-06i,0.00093506-0.00031113i,0.00065722-0.00028835i,-6.4893e-05-0.00052439i,-0.0001934-0.0012515i,-0.00033926-0.0015513i,-0.00031312-0.00064774i
0.0021155+0.00015406i,0.0023769-3.627e-05i,0.0022225+6.6073e-05i,3.4886e-05+1.6618e-05i,-0.001795-0.00076021i,-0.001843-0.00072578i,-0.0020717+0.00023269i,-0.0015014+0.0012942i,-0.00023389+0.0019194i,0.00041289+0.00085451i,0.00022875-4.1031e-05i,-0.00028564-0.00032289i,-0.0008207-0.00085745i,-0.00091928-0.0012171i,-0.00041663-0.00077944i,-1.7633e-06-0.00065119i,-0.00013814-0.00048013i,0.00043495+8.7594e-05i,0.00091322-0.00061258i,0.00062434-0.00065051i,0.00035308-0.00025432i,0.00051168-0.00058443i,0.0011443-0.00039173i
-0.00074328-0.002815i,-0.00029994-0.0025651i,-0.0014972-0.0022501i,-0.0029165-0.00069639i,-0.003298+0.00043057i,-0.0025348+1.6872e-05i,-0.0015109-0.00013028i,-0.00077281+0.00069916i,0.00015148+0.0013524i,0.00082065+0.0010767i,-0.0003748+0.00011434i,-0.0016291-0.0003694i,-0.00080763-0.00032533i,0.00034963+0.00024213i,0.00048649-0.00010392i,0.00024055-0.00091104i,0.00038772-0.00026262i,0.00049501-0.00011807i,0.00046315-0.00042433i,0.0002101-0.00019619i,-0.00062901-0.00044789i,-0.00092009-0.00083421i,-0.00020447-0.00036837i
0.00090627-0.0016718i,-0.00014665-0.0018077i,-0.00062483-0.0042384i,-0.0016052-0.0036007i,-0.0033097-0.00074199i,-0.0026077+0.00037509i,-0.0012489+0.0006845i,-0.0009464+0.00085221i,-0.00059683+0.00079352i,-0.00030186+0.00033798i,8.5079e-05-0.00027924i,0.00065685-0.00015573i,0.00040281+0.00022006i,-0.00012138+0.00015941i,-0.00019608+0.00027094i,0.00032589+0.00054662i,0.00064059+8.2254e-06i,4.8322e-05-0.00019046i,1.4273e-05-0.00013822i,0.00049454-0.0002813i,0.00074368-0.0006854i,0.00099582-0.00088937i,0.0012067-0.00084267i
-0.0008194-0.00079491i,-0.00061167-0.0018417i,-0.00064864-0.0011891i,-0.0016092+0.0004981i,-0.0019085+0.0012739i,-0.00045014+0.00068869i,0.00070701-0.00056919i,6.5062e-06-0.00099551i,-0.00024879-0.00055843i,0.00045851-0.00014116i,0.00046644+0.000155i,-5.3375e-06+0.00017398i,-0.00015609-3.0798e-05i,0.00024645+0.00030609i,0.0008131+0.0012103i,0.00056248+0.0012257i,-4.5814e-05+0.00063235i,0.000111-0.00025217i,3.86e-05-0.0011387i,-0.00024066-0.001113i,-7.3033e-05-0.00047895i,0.00012583+0.00035939i,-0.00060158+0.00042157i
0.0018278+0.0025464i,0.0018283+0.0019694i,0.0013825+0.00063212i,-6.1508e-05+1.8558e-05i,-0.0017937+0.0007679i,-0.0023202+0.00065153i,-0.0019071+0.00071653i,-0.0014437+0.0012232i,-0.00022611+0.00092723i,0.00054243+0.00035121i,0.00040772+2.2564e-06i,-5.327e-05-0.00040568i,-0.00028334-0.00060772i,-0.00012108-0.00033492i,3.6038e-05-1.6947e-05i,0.0001901-0.00022072i,0.00020142-0.00044528i,0.00071631-8.4871e-05i,0.00060729+3.2762e-05i,0.0002107-0.0001519i,0.00070085+0.00019466i,0.00033996+0.00021526i,-0.00011095-0.00010548i
-0.0016282-0.0010968i,-0.0011795-0.0015372i,-0.0026086+0.00024346i,-0.0045616+0.0011869i,-0.0034597+0.0011991i,-0.0017124+0.00049027i,-0.0006283-2.9923e-05i,-0.00050035+0.00046433i,-0.00072049+0.0011381i,-0.00032179+0.0014431i,0.00030622+0.00074775i,0.00037458-0.0001286i,0.00065219-0.00060869i,0.00064974-0.00089837i,-0.00030351-0.00018442i,-0.00026543+0.00046175i,-0.00035582+0.00050791i,-0.00069962+0.00012431i,-0.00012976+0.00011883i,3.3811e-05+0.00017091i,0.00054404+0.00030416i,0.00050293-4.5782e-05i,-6.6635e-05-0.00057638i
0.00072896-0.0011717i,-0.00032837-8.115e-05i,-0.0014453-0.00047354i,-0.0032678-0.00074515i,-0.0044589+0.00039365i,-0.0029164+0.001505i,-0.0014852+0.0013318i,-0.00063701+0.00097384i,0.00030834+0.001264i,8.195e-05+0.00092304i,2.3781e-05+0.00034929i,-0.00026945+0.000267i,5.6287e-05-0.00020259i,0.00082519-0.00055826i,0.0007625-0.00033905i,0.00025548-0.00044322i,-0.00018094-0.00012442i,-0.00036675+0.00054428i,-0.00033513+0.00072855i,0.00059469+0.00020716i,0.000809-0.00033325i,0.00016413-0.00012383i,-0.00034254-0.00029333i
-0.001442-0.0022325i,-0.0021259-0.002351i,-0.0020774-0.0017746i,-0.0019162-0.00047627i,-0.001903+0.0013036i,-0.0013981+0.0015648i,-0.00061701+0.00048293i,-1.4667e-05-0.00050677i,4.1695e-05-0.00013901i,-0.00029306+0.00042198i,-0.00019702+0.00072229i,-1.5376e-06+0.00064848i,0.00013846+0.00016311i,0.0008643+0.00048611i,0.00061614+0.0014399i,0.00016241+0.00094122i,0.00023178-4.6414e-05i,0.00017922+1.8061e-05i,0.00059536+0.00013879i,0.0011456-5.3574e-05i,0.00048474-4.2123e-05i,-0.00039369+0.00016244i,-0.00020984+0.00019084i
-0.0011846+0.00014807i,-0.0010725-0.00012208i,-0.0007493+0.0011871i,-0.00076329+0.0018681i,-0.00079556+0.0015104i,-0.00090451+0.00091502i,-0.00099327+0.00048951i,-0.0013484+0.00074581i,-0.00039271+0.00090296i,0.00066753+1.5874e-05i,0.0008119-0.00061123i,0.00040738-0.00025756i,-0.00037071-0.00040195i,-0.00071221-0.00066465i,-0.00045914+0.00046462i,-0.00019015+0.0010226i,-0.00014295+0.00013153i,-0.00034205+0.00033894i,3.5088e-05+0.00040925i,0.00016173+0.00024322i,-2.4146e-05+0.00058743i,-0.00023176-0.00022135i,-7.96e-05-0.00080187i
0.0015473+0.0001388i,0.0017092-0.00010892i,0.00069155-0.00083404i,-0.0012852-0.00064042i,-0.0021646-0.00023753i,-0.0017325+0.00027103i,-0.00039424+0.00089118i,0.00048458+0.00099238i,0.00059356+0.0009754i,0.00039308+0.0010849i,-8.3607e-05+0.0010831i,0.00019571+0.0011998i,0.00041353+0.0012421i,0.00056973+0.00046079i,0.00040635-0.00039108i,-0.00018302+0.00017214i,-0.00054655+0.00072991i,-0.00073385+0.00028101i,-0.00043434-0.00076868i,4.2817e-05-0.0013686i,-7.5191e-05-0.001074i,-0.00019355-0.00058161i,-0.00048916-0.00014339i
0.00097924+0.00094025i,0.0013558+0.00069169i,0.00023589+0.00015274i,-0.0012463+1.71e-05i,-0.0025635+0.00020209i,-0.002942+0.00053479i,-0.0018052+0.0010204i,-0.00018224+0.0018829i,0.00092056+0.0017275i,0.0010318+0.00090543i,0.00070127+0.00031759i,2.6683e-05+0.00047458i,-0.00063403+0.00054744i,-1.2633e-05+0.00023162i,0.00071035-8.9553e-05i,0.00032251+0.00021979i,-0.00045195+0.00065771i,-0.00049366+0.00035565i,0.00013736+0.00014538i,0.00078462+2.4549e-05i,0.00057674+0.00082427i,0.00032441+0.00092683i,0.0010363+2.944e-06i
-0.00055667+0.00024599i,-0.0007515-0.00014341i,-0.00096664-0.0001967i,-0.0017935-0.00084333i,-0.0015863-0.00088607i,-0.00082892+0.00012549i,-0.001405+0.00058256i,-0.0014322+0.00069837i,-0.0009726+0.00023533i,-0.00076721-0.00089933i,-0.00051847-0.0010442i,2.8968e-05-0.00060701i,0.00056693+6.6117e-05i,-0.00010606+0.00081331i,-0.0002972+0.0010122i,-0.00042709+0.00071424i,-0.00098502+0.00051285i,-0.00035623+0.00012242i,-5.2018e-05-6.598e-05i,0.00018278+0.0004212i,0.00062349+0.00049512i,0.00049316+0.00039295i,4.4841e-05+0.00019959i
-0.0017489-0.0024515i,-0.0009891-0.0025667i,-0.0013391-0.0020489i,-0.0026262-0.0013318i,-0.0028501-0.00078944i,-0.0012603+0.00018726i,-0.0007376+0.00072266i,-0.00089053+0.00037831i,-0.0013412-0.00093124i,-0.0018262-0.0013854i,-0.00087763-0.00026562i,0.00029552+0.00096588i,0.00041739+0.0011216i,-0.00019767+0.00056333i,7.3923e-05-5.5952e-05i,0.00045097+1.5451e-05i,-0.00054065+0.0004937i,-0.00057868-0.00012987i,0.00023695-0.00046996i,0.00012859+0.00024347i,-0.00030556+0.00055841i,-0.00089149+0.00024586i,-0.00085329-0.00052951i
0.0017207-0.00029389i,0.00071469-0.00090944i,0.00045705-0.00054726i,-0.00049664-0.00023754i,-0.00087911-0.00075905i,-0.00030012-0.00071463i,-0.0002368-0.00015634i,-9.2969e-05+0.00032543i,0.00077779+0.000301i,0.00096605-0.00041185i,3.452e-05-0.00071941i,-0.00017414-0.00057593i,-0.00027153-0.00044223i,-0.00018971+0.00049253i,0.00051233+0.0013367i,0.00083746+0.0014893i,0.00045397+0.0010727i,0.00011223+0.00015713i,-0.00022684-0.00056972i,-0.00019907-0.00057945i,0.00048672-0.00075254i,0.00094276-0.00075856i,0.00016181-0.00076421i
-0.00040144-0.00014372i,0.00033212-3.9442e-05i,-0.00031604-0.000109i,-0.0017401+7.7193e-05i,-0.0019473+0.00077822i,-0.00082075+0.0011429i,-0.0003982+0.0011888i,-0.000669+0.00078623i,0.00044565+0.0006028i,0.0011354+0.00052134i,0.0002523+0.00070528i,0.00024827+0.00063844i,-3.74e-05+0.00021835i,-0.00034001-0.00041446i,-0.0001001-0.00021942i,-6.0227e-05+0.00028402i,0.00016101+0.00040914i,0.00058673+0.0005137i,0.00095503+0.00089704i,0.00078205+0.00066089i,0.00058385-0.00030194i,0.00046345+8.9356e-05i,0.00048546+0.00042884i
0.0013406-0.00045162i,0.0012768-0.00050494i,-9.3705e-05-0.0012555i,-0.0016598-0.0012642i,-0.0024261+0.00029079i,-0.0026697+0.0018558i,-0.002126+0.0014275i,-0.0005885+0.0015566i,-3.4201e-05+0.0023603i,-0.00011101+0.0015247i,-0.00053063+0.00093388i,-0.00095569+0.0010623i,-0.0009095+0.0010145i,-0.0010724+0.00064697i,-0.00061315+5.5795e-05i,0.00016177-0.00025025i,0.00040344-0.00035736i,9.4293e-05-0.00020589i,-0.00015763+0.00047092i,0.00010035+0.0006407i,0.00068309+0.00065609i,0.00067453+0.0010361i,0.00034362+0.00095473i
-0.00047554-0.00055127i,-0.00040516-0.00067722i,-0.0003863-0.0015001i,-0.0014827-0.0016975i,-0.0032832-0.0011538i,-0.0036779-0.0011396i,-0.0030136-0.0010273i,-0.0018332-8.6769e-05i,-0.0010213+0.00066689i,-0.00054148+0.00029351i,0.00012969-0.00015007i,0.00037872+0.00011992i,0.00023972-0.00028451i,0.00036575-0.00070183i,0.0011791+0.00048227i,0.0015015+0.0012863i,0.00030416+0.0013093i,-8.0582e-05+0.0012923i,0.00063751+0.00081233i,0.00073822+0.00045187i,0.00023368+0.00059522i,8.7306e-05+0.00024496i,-0.00014346-0.00018971i
0.001384+0.00018348i,0.0013128-0.00085771i,0.0012106-0.0018075i,0.00022705-0.0014532i,-0.0013097-0.0010585i,-0.0022978-0.00096915i,-0.0021399-0.00049751i,-0.00095644+0.00010137i,6.252e-05+9.6048e-05i,0.00033527-0.00042587i,0.00057541-0.00081434i,0.00045912-0.00051539i,-0.00049+0.00012297i,-0.00030822+0.00046642i,0.00014829+0.00059982i,0.00046601+5.7787e-05i,0.00094103-0.00052172i,0.00097477-0.00038144i,0.00026194-0.00063542i,0.0001415-0.0010269i,0.00070261-0.00074008i,0.0002403+0.00011763i,4.3719e-05+0.00047758i
0.00068732-0.0004333i,-0.00057356-0.0013368i,-0.0015253-0.0012047i,-0.0020469-0.00037099i,-0.0017123+0.00029273i,-0.00077259+0.001294i,9.1815e-05+0.00088258i,0.000725+0.00042492i,0.00068341-4.9371e-05i,0.00026878-0.00035772i,-0.00016089-4.6281e-05i,0.00023078-0.00018148i,0.00067881-0.00065433i,0.00052396-1.1584e-05i,0.00060327+0.001165i,6.2546e-05+0.00051384i,-0.00020089+0.00019928i,-0.00073812+0.00048808i,-0.00093063+0.00019118i,-0.00069689+0.00029508i,-0.00054731-0.00027928i,-0.00018396-0.00042898i,7.979e-05+4.3264e-05i
0.00095454+0.0017219i,0.000823+0.0026066i,-0.00022548+0.0022984i,-0.001801+0.00094431i,-0.0024373+0.00097098i,-0.001905+0.00093572i,-0.0016138+0.00025011i,-0.001217-0.00047589i,-0.00022609-2.1958e-05i,0.00086839+0.00093218i,0.0010906+0.00066296i,0.0010831+0.0007694i,0.0010649+0.00058735i,0.00079982+0.00050374i,0.00040867+0.00081007i,0.00044972+0.00051759i,8.1672e-05+5.6271e-05i,-0.00047975+6.2186e-05i,-0.00051431+0.00064881i,-8.4937e-05+0.00087561i,0.00038278+0.0007625i,0.00058823+0.00026602i,0.000763+0.00035904i
