-0.0036478-0.0012713i,-0.0039531-5.6001e-05i,-0.0035655+0.0017509i,-0.0018627+0.0026752i,-0.001018+0.002028i,-0.00058541+0.0013455i,-0.00011102+0.0013968i,0.00063143+0.0019748i,0.00092025+0.0022889i,0.00060003+0.0015628i,0.0012391+0.00068015i,0.0012814-0.00035366i,-2.0652e-05-0.0015405i,-0.00091188-0.0014074i,-0.0011081-0.00065487i,-0.0013667-0.00058357i,-0.0012612-0.00045569i,-0.00062975+3.1568e-05i,-2.1103e-05+1.0265e-05i,-7.1872e-05+6.8681e-05i,0.00073712+0.00012993i,0.0006112-8.5715e-05i,-0.00027863-0.00019455i
0.00037177-0.00052274i,0.000381-0.00049609i,-4.9535e-05-1.3636e-05i,-0.0010278+0.0010123i,-0.00084066+0.0012231i,-0.00064276+0.00050647i,-0.00017385+6.3714e-05i,0.00082215-0.00047683i,0.0010333-0.001121i,0.0002445-0.00097208i,-0.00032637-0.00020396i,-0.00079317-2.3849e-05i,-0.0012111-0.00038513i,-0.000465-0.00043528i,7.3876e-05+1.7218e-06i,8.5646e-05+0.00011371i,-0.0001365-0.00028733i,-0.00022162-0.00055231i,-0.0011096-0.00043651i,-0.001027-0.00059707i,-0.0002001-0.00053483i,9.1484e-05-0.00049105i,0.00055197-0.00012903i
-0.0015283-0.00065626i,-0.0020978-0.00032901i,-0.0019724+0.0013535i,-0.0014846+0.0028746i,0.00058816+0.0033364i,0.0017081+0.0020503i,0.0014879+0.00012994i,0.0011964-0.00037479i,-0.00018429+6.699e-05i,-0.00018274+0.00010383i,0.0010004+0.00021994i,0.00072224-0.00039073i,-0.00010438-0.00071169i,-0.00049048-0.0002073i,-0.00076866-0.00036861i,-0.0010232-2.7267e-05i,-0.0005947+0.00051079i,-5.5414e-05-0.00015187i,-0.00028123-0.00058528i,-0.00052175-0.00056391i,-0.00055191-0.00055163i,-0.00059627-0.00045139i,-0.00040956-0.00088448i
-2.9192e-05+0.00038366i,-5.5944e-05+0.00049704i,-0.00076018+0.0019655i,-0.0011385+0.0030356i,-2.2613e-05+0.0022618i,0.001383+0.0010265i,0.0014479+0.00032621i,0.0013916-0.00010219i,0.0010598-0.00072398i,0.00085831-0.0010643i,0.00068596-0.00079026i,0.00088601-0.00027315i,0.0007485-0.00035614i,-1.783e-05-0.00019658i,-0.00010402+0.0003065i,-0.00010241+0.00058554i,-0.00048459+0.00072692i,-0.00049727+0.0006284i,0.00022249-2.9515e-05i,0.00040765-0.00023328i,0.00027591+4.8363e-05i,0.00037843+7.384e-05i,0.00038534-1.9595e-05i
0.00094545-7.9238e-05i,0.0011292-0.00035028i,0.00061907-0.00049305i,0.00068441-0.00023044i,0.00078374+0.0005419i,0.00034747+0.00052415i,-0.00056332+5.5887e-05i,-0.00084321-0.00049963i,-0.00053501-0.00090689i,-0.00043772-0.00010575i,-0.00022836+0.00044808i,7.8327e-05-0.00041712i,-0.00027567-0.00083467i,-0.00061815-1.2057e-05i,-0.00096874+0.00029524i,-0.00068261-0.00023705i,-3.104e-05-0.00046868i,-0.00026893+4.09e-05i,-0.00057376+0.00047057i,0.00021795+0.00015444i,0.00063546-0.00014814i,0.00012886-0.00078999i,-1.5177e-06-0.0010246i
-0.00036294+0.00080978i,-0.00022726+0.00057137i,-0.00015954+0.0011844i,0.0002378+0.0022531i,0.0014832+0.0025029i,0.0015033+0.0012825i,0.00092293-0.00010806i,0.0012076+7.194e-05i,0.0013266-0.00033799i,0.001294-0.0017316i,0.00093257-0.0017851i,0.00015987-0.0013759i,-8.9541e-05-0.0015674i,-0.0006274-0.0010757i,-0.00080016-0.00057929i,-0.0005025-0.00060692i,-0.00070218-0.00051784i,-0.0010646-0.00043372i,-0.00023006+0.00032699i,0.00042594+0.00070924i,0.00035977+0.00032477i,1.9e-05-5.6176e-05i,-1.6675e-05-0.00046351i
0.00086093-0.0011888i,8.8547e-05-0.0011543i,-0.000689-0.0011756i,-0.0014715-0.00074932i,-0.00096673-0.00082188i,0.00011364-0.00049367i,0.0012552+0.00011784i,0.0018839-2.0003e-05i,0.0016311-0.00046405i,0.0010753-0.00069269i,0.00010734-0.0008123i,-0.00035487-0.00085483i,-0.00024918-0.00061521i,-0.00053634-0.0005152i,-0.00071293-0.00075989i,-0.00037654-0.0007654i,0.00015809-0.00029262i,0.00070975-0.00038624i,0.00051087-4.5007e-05i,-0.00042582+0.0003802i,-0.00027219+0.0002923i,-0.00014052-0.00010511i,-0.00064456-0.00039181i
-0.0001727-0.0003865i,-0.0012112-0.00085777i,-0.0020876-0.00028711i,-0.0022548+0.0012613i,-0.0012693+0.0012551i,9.2504e-06+0.00042729i,9.7674e-05-1.6845e-05i,-0.00013809-8.1785e-05i,-0.00028446-0.00032655i,-0.00018796-0.00070741i,0.00029295-0.00049612i,0.00014744-0.00018254i,5.4339e-05+0.00014378i,0.00023903-7.8658e-06i,0.00058719-0.00077798i,0.00070045-0.00042228i,-0.00012789+0.00012863i,-0.00078483-0.00051161i,-0.00070855-0.00092137i,-0.00045338-0.0006636i,-0.00081346-0.00063451i,-0.0012157-0.00090175i,-0.00093942-0.0011303i
0.00015152-0.00041281i,0.00064449-0.00069919i,0.00024425+0.00017065i,-0.00064274+0.00021461i,0.00017504-0.00029753i,0.00039238-0.00019796i,0.00054994-0.00032993i,-2.5713e-05-1.7596e-05i,-0.00057883-0.0001125i,2.4924e-05-0.00069515i,0.00074366-0.00052609i,0.001259-4.3774e-05i,0.00057895+0.00022289i,-0.00049909+8.1167e-05i,-0.00051669-0.00043754i,-0.00035488+4.9203e-05i,-0.00045072+0.00061436i,-0.00010109+0.001093i,-0.000247+0.00099024i,-0.0004875+9.4745e-05i,0.00017703+9.9674e-05i,-0.00014846+0.00035046i,-0.00080628+0.00036566i
0.00030229-0.00014367i,-5.0586e-05+0.00013452i,-0.0010193-0.00016183i,-0.001511-0.00058476i,-0.00069492+0.00033636i,0.00031094+0.0012244i,-2.675e-06+0.00073211i,-0.00034035+6.147e-05i,-6.9794e-05+0.00021393i,-0.00065934+0.0007992i,-0.00010598+0.00043608i,0.00079676+0.00010745i,0.00062287+0.00048176i,0.00088375+0.00026403i,0.00033985+0.00011847i,-0.000707+0.00026011i,-0.00062788+0.00022807i,0.00048818+2.1082e-05i,0.0004533-0.00042528i,9.0453e-05-0.00025378i,0.00037929+0.0006065i,0.00064359+0.0010176i,0.00083752+0.0014597i
4.3441e-05-0.00063334i,0.00033184+9.3057e-05i,-0.0005216+0.00067679i,-0.00068269+0.00089952i,0.00096596+0.0013269i,0.0013353+0.0018049i,0.00091003+0.0013464i,0.00061166+0.00051923i,0.00019032-0.00057226i,-0.00019199-0.00055151i,-0.00047845-1.9407e-05i,2.5971e-05-0.00016248i,0.00070113-0.00034257i,0.00084297-0.00055002i,0.00013077-0.00057257i,-0.00012051-0.00024794i,-5.5279e-05-0.00018324i,-7.5129e-05+0.00020899i,0.00029823+0.00027977i,0.00070383-0.00020667i,0.0010667-1.4316e-05i,0.00097667+0.00020143i,0.00030427-0.00025965i
-0.00074255+0.0001904i,-0.00085597+0.00061364i,-0.0016353+0.0020163i,-0.0010989+0.0022401i,0.00036238+0.0018349i,0.0012072+0.0014649i,0.000869+0.00019557i,0.00061393-0.00053785i,0.00015898-0.00054684i,-4.8695e-05-0.00053385i,-0.00017727+0.00019141i,-0.00021984+0.0004479i,-0.00011812-0.00074941i,-0.00015541-0.0010514i,-0.00059827-0.00022445i,-0.0011917-0.00016548i,-0.0010996-0.00046355i,-0.0011013-0.00068211i,-0.0010476-0.0012177i,-0.00085961-0.001044i,-0.00045719-5.9045e-05i,-0.00034112+0.00064454i,0.00031688+0.00069419i
-0.0002635-0.00044923i,-0.0010219+0.00057998i,-0.0019204+0.0016209i,-0.0020519+0.0022473i,-0.0013736+0.0018409i,1.3978e-06+0.00089437i,0.0013209+0.00036635i,0.0012803+2.2929e-05i,0.00038975-0.00068858i,0.00018008-0.00042008i,0.00074638+0.00024493i,-0.00018808+9.2904e-05i,-0.0010294-0.00032004i,-0.00031468-0.00017224i,0.00040149+5.6086e-05i,0.0003014-0.00037791i,0.00021976-0.00098067i,9.3745e-05-0.00033204i,-0.00020628+0.00054445i,-0.00061744+0.00017466i,-0.00096309+6.2162e-05i,-0.00068787+0.00029116i,-0.0004471-0.0003654i
-0.0010705-0.001225i,-0.0015275-0.00054799i,-0.0011009-0.000358i,-0.0010053+0.0011003i,-0.00059677+0.0024772i,6.3013e-05+0.0024558i,0.00075738+0.0017438i,0.00071763+0.00054369i,0.0009618-0.00084217i,0.00080741-0.0010701i,5.9837e-05-0.00029409i,-0.00057783-0.00087506i,-0.00082153-0.001634i,-0.00068274-0.00096536i,0.00011482-0.00046252i,0.00018482-0.00028981i,-2.454e-05-0.0012653i,0.00067072-0.0010139i,0.00019578+0.00028033i,-9.6726e-05+0.00030035i,-2.3238e-07+0.00029985i,-0.00065301+0.00026728i,-0.00080153-9.9901e-05i
-0.00034323+0.0015201i,-0.00050817+0.0019997i,-0.00046696+0.0012896i,-0.00040504+0.0013136i,0.00035057+0.00071259i,0.0013703-4.2601e-05i,0.00087637+1.2439e-05i,0.00052476-2.5593e-07i,0.00047514+0.00019604i,0.00044336-6.0262e-05i,0.00052343-0.00058244i,-0.00024528-0.0010079i,-0.0011965-0.00084232i,-0.001085-0.0001521i,-4.7756e-06+0.00017988i,0.00022918+0.0005142i,0.0001802+0.00072482i,0.00010393-0.0001714i,-0.00011524-0.0010456i,0.00038951-0.00037907i,0.00029975+0.00033451i,-0.00035797+0.00020017i,-0.00050419-0.00060803i
-0.0014795+0.0010953i,-0.0013681+0.00083458i,0.00014994+0.0010997i,0.00094144+0.0016332i,0.0011872+0.0021249i,0.0014747+0.0010305i,0.0015352-0.00044874i,0.0016989-0.0009402i,0.0016938-0.0010596i,0.00088469-0.00046239i,4.6404e-05-0.0004131i,1.5077e-05-0.00033502i,-0.00028926+0.00020376i,-0.00023561-0.000666i,0.00014669-0.00090956i,-0.00031211-0.0010159i,-0.00069377-0.00058639i,-0.00018799+0.0007474i,0.00013581+0.00063153i,0.00020142-0.00035466i,-0.00022858-0.00051051i,6.1829e-05-0.00043646i,0.00047422-0.00051557i
-0.0015644+0.00024167i,-0.0012975+0.00093907i,-0.0015577+0.0016946i,-0.0012724+0.0011998i,-0.00072623+0.00098454i,0.00072495+0.0003168i,0.001534-0.00053636i,0.00096366-0.00089014i,0.00013646-0.00038949i,-7.8972e-05-0.00022878i,-0.00012587-5.361e-06i,-0.00014128+0.00035004i,-0.0007668-0.0004037i,-0.00047956-0.00079444i,4.7853e-05+0.00036171i,-0.00025159+0.0007325i,-0.00063+0.00035251i,-0.00089997+6.4677e-05i,-0.00070351-0.00012332i,-0.00039033-7.3569e-06i,-0.00016298-0.00080711i,-9.6932e-05-0.00099404i,0.00040364+0.00029239i
-0.00079817-2.5612e-05i,0.00011761+0.00025854i,0.001294+0.0015661i,0.0011222+0.0022136i,0.0013083+0.0014924i,0.0011302+0.00010738i,0.00028111-0.0015561i,0.00067358-0.0023962i,0.001293-0.0016685i,0.0010089-0.0007069i,0.00033669-0.00030835i,-0.00033424-0.00025145i,-0.00070704-1.3813e-05i,-0.00068147-4.1347e-05i,-0.00021091+0.00017382i,-0.00022453+0.00061755i,-0.0013242+0.00071463i,-0.0018032+0.00054836i,-0.0014902+0.00013929i,-0.00085448+6.4131e-05i,-0.0003589+0.00018269i,0.00047914+2.6194e-05i,0.0011221-0.00045918i
0.00024569-1.1073e-05i,-0.001038-0.00065244i,-0.0022067+9.8553e-06i,-0.0019982+0.00098105i,-0.00029009+0.0010162i,0.00059775+0.00077418i,0.00045757+0.00051366i,0.00042964+0.00011477i,3.6549e-05-6.2656e-06i,-0.00063001-0.0004614i,-9.5984e-05-0.00040497i,0.00014016-8.0086e-05i,-0.00078255-0.00037623i,-0.0012981-0.0004109i,-0.00051959-0.00064548i,-0.00018184-0.00086783i,-0.00025203-0.00045212i,0.00025003+6.3132e-05i,0.00096712+0.00052395i,0.00089891+0.0007007i,0.00022379+0.00076118i,-5.1156e-05+0.00052912i,-0.00036067+0.00045155i
0.00013529-0.00093777i,-0.00081383-0.0016116i,-0.0011298-0.0023578i,-0.00060097-0.00086572i,-0.00050828+0.00083525i,0.0006499+0.00039526i,0.0016905+0.00010837i,0.00088607+0.00054055i,-0.00026988+8.6551e-05i,-0.0013177-0.00051781i,-0.0011189-0.00033757i,-0.00044003-0.00024945i,-0.00019275-4.5504e-05i,0.00029874+6.8201e-05i,0.00066038-0.00027122i,0.00029879-0.0010992i,-0.0002805-0.0006039i,-0.00055016-0.00020611i,-0.0002202-0.00099308i,0.00050678-0.0013379i,0.00072158-0.00063412i,0.00035586-0.00032797i,-1.0296e-05-4.4975e-05i
-0.00010869-0.0010557i,-0.0012561-0.00057402i,-0.0021016+0.00065325i,-0.00093553+0.0015326i,-3.8279e-05+0.0013091i,-0.00036077+3.734e-05i,-0.00015275-3.6343e-05i,-8.9579e-05+0.00029599i,-0.00089496-0.0001698i,-0.0010149-0.00055853i,0.00023476-0.00029108i,0.00072707+3.0603e-05i,0.00068966-0.00072288i,0.00036488-0.001341i,-8.5739e-05-0.0011301i,0.0002028-0.00027472i,0.00054974-0.00013722i,0.00019937-0.00053198i,0.0002965-5.0018e-05i,0.0003243+0.00024899i,0.0002687-0.00051202i,0.0001044-2.8479e-05i,0.00012972+0.00022882i
0.00058068+0.00019985i,0.0011028-0.00031628i,0.0006064-0.00049088i,0.00073707-5.4158e-05i,0.0013567+0.00063121i,0.00037869+0.0002857i,0.00037621+7.2729e-05i,0.00087912-0.00011049i,0.00074195-0.00066726i,0.00020727-0.00071123i,0.00028221-0.00052571i,0.00053095-0.00074065i,3.2264e-05-0.0016793i,-0.00024001-0.0017266i,0.00015966-0.00093408i,7.0859e-06+6.5144e-05i,-0.00010556+0.00043695i,0.00068362+0.00023488i,0.00016104+1.972e-07i,-0.000667-0.00023578i,-0.00013759-0.00023213i,0.00015229-0.00046376i,-0.00024194-0.00059443i
-0.0010555-0.0015154i,-0.0021334-0.0015712i,-0.0024082-0.0010732i,-0.0022988+0.00080143i,-0.0014373+0.0034653i,0.00019291+0.0032174i,0.0011646+0.0014681i,0.0011313+0.00086953i,0.0010132-0.00048276i,0.00076204-0.0010648i,-0.00012669-0.00028819i,-0.00073046+0.00016972i,-0.0004475-0.00041769i,0.00023046-0.0013719i,-0.00041192-0.0016921i,-0.0017465-0.00093945i,-0.0014971-0.00017459i,-0.00086429-0.00040657i,-0.00040405+0.00034114i,-0.00047921+0.00093829i,-0.00072912+0.00073547i,-0.00058094+0.00056916i,-0.00033247-0.00043374i
-0.0018435+0.00036675i,-0.0014112+0.0013075i,-0.0012764+0.002606i,-0.0012402+0.0026931i,-0.00053604+0.0014444i,0.00016879+0.00020461i,0.00087317-2.0035e-05i,0.0011055-0.00020098i,0.00076519-0.00022923i,0.00069969-2.5891e-05i,0.00010368-0.00056631i,0.00056175-0.0012505i,0.00061721-0.0011805i,-0.00044638-0.00056851i,-0.0010805-0.00023874i,-0.0010489+7.2405e-05i,-0.0012435-1.4789e-05i,-0.0013115-0.00017391i,-0.00047549+0.00037628i,0.00040021+0.00096976i,2.5438e-05+0.00058005i,-2.1389e-05-0.00043334i,2.1793e-05-0.00052545i
-0.00062391+0.00064373i,-0.0015798+0.00058974i,-0.0011379+0.0013502i,-0.00099582+0.0023553i,-0.00087314+0.0017076i,0.00075156+0.00073653i,0.0013272+0.00028844i,0.00083087-0.00085166i,0.00079678-0.00098872i,0.0003752-0.00024034i,-0.00013316+0.00012172i,-0.00027981-0.00057718i,0.00027539-0.00051205i,0.0006474+7.2838e-05i,0.0001783+0.00041192i,-0.00026538+0.00032302i,-0.00040676-0.00018702i,-0.00025038+0.00015499i,-0.00025593+0.00052368i,-0.00025889+0.00049228i,0.00026991+0.00043497i,0.00051614+9.0237e-05i,-0.0002256-0.00023316i
-0.0008092-0.0008854i,-0.0018309-0.0003057i,-0.002548+0.00082375i,-0.0023243+0.0025921i,-0.00058565+0.0029638i,0.00082868+0.0017345i,0.0011168+0.00055263i,0.0011485-0.00011063i,0.00058533+0.00012782i,-0.00024059+0.00017478i,0.00014487+0.00036119i,0.00045817-0.00046983i,0.00047604-0.00068866i,0.00050276-0.00028479i,0.00021287-0.00048412i,0.00023135-0.00037865i,-0.00034705-3.5166e-05i,-0.00070705-0.00031363i,7.829e-05-0.00042565i,0.00037361-0.00039289i,-9.9104e-05-0.00011277i,2.9339e-05-0.00024179i,0.00087273-0.00091168i
-0.00040837-0.00045877i,0.00014065+0.00026979i,0.00058277+0.00065034i,0.00074498+0.0010135i,0.001703+0.00034128i,0.0015618-0.0012731i,0.00067958-0.00096474i,7.2092e-05+3.9881e-05i,0.00014842-9.748e-05i,-3.3216e-05-0.00017202i,0.00038306-0.00024799i,0.0004061-0.00036485i,0.00010052-0.00082679i,-6.889e-05-0.0011907i,-0.00068695-0.00040177i,-0.00088229+5.7682e-05i,-0.00028923+0.00014936i,-4.5865e-05-0.00015737i,-0.0005708-0.00050189i,-0.00067746-0.00032905i,-0.00020273-0.00025117i,2.29e-05-0.00023302i,-8.0346e-05-0.00062195i
0.0012368+0.00017746i,0.0010971-0.00061815i,0.00018619-0.0004066i,-0.0010365+0.00036201i,-0.0016541+0.00059282i,-0.0011403+0.00040112i,0.00027807+0.00044085i,0.0004263+0.00037106i,0.00029491+4.8178e-05i,9.6682e-05-0.00047608i,-0.00063926-0.00095165i,-0.0010647-0.0014873i,-0.0010451-0.0017697i,-0.0013714-0.0013511i,-0.0014603-0.00041273i,-0.0010047+0.0002699i,-0.00077668-0.00026476i,-0.00080811-0.0007419i,-0.00040015+0.00038535i,-5.9172e-05+0.0012535i,3.6424e-05+8.4532e-05i,0.00020347-0.00051703i,0.00043701-0.00084209i
-9.6648e-05-0.00044992i,-0.00027897-0.00059528i,-0.00053091-7.3595e-06i,-0.00066105+0.0011694i,-0.00030151+0.00073493i,0.00059236-0.00051633i,0.00090264-0.00071281i,0.0010143-0.001112i,0.0010641-0.0011611i,0.00079479-0.00031157i,9.637e-05+0.00063049i,-3.1854e-06-0.00020019i,-0.00021338-0.00071689i,-0.00060322-9.7219e-05i,-0.00085116+6.3158e-05i,-0.00091531-5.2232e-05i,-0.00042743+0.00030759i,-5.3385e-05+0.00071193i,0.0010286+0.00094691i,0.0015084+0.00051812i,0.00031413+0.0002831i,-0.00069431+0.00069989i,-0.00073588+0.00078475i
-0.0020018-0.00075089i,-0.002088-0.00054096i,-0.0025828-0.00026807i,-0.0021344+0.0011527i,-0.0012384+0.0022137i,-0.00081865+0.0019485i,-3.6165e-05+0.0012538i,0.00051742+0.00022272i,0.00053467+5.5217e-05i,0.00029742+0.00065806i,0.00010692+0.00029937i,0.00023929-0.00040764i,6.7596e-05-0.00074951i,-1.3926e-05-0.00098864i,0.00070587-0.0013101i,0.0010565-0.00068469i,0.00062829+0.00037518i,-7.3223e-07+0.00033293i,2.0343e-05-0.00015935i,4.4734e-05-0.00039941i,0.00016683-0.00063386i,0.00040988-0.00072073i,0.00031364-0.0001833i
-0.00058041-0.00057508i,-0.0018227+0.00080606i,-0.0021958+0.0017759i,-0.0019806+0.0021714i,-0.0011639+0.0015757i,0.00040932+0.0010669i,0.0011275+0.00095922i,0.0010526+0.00050193i,0.00053797+0.00012495i,-4.0038e-05-0.00010634i,0.00024808+2.3794e-05i,0.0013939-0.00067713i,0.0014613-0.00075099i,0.00054395-0.00029939i,0.00034452-0.00012916i,-0.00052918-3.6269e-05i,-0.00098241-2.8834e-05i,4.3094e-05-0.00011599i,0.00050771+0.00013198i,0.00022488+0.00028164i,0.00034377-0.0002124i,0.00051089-0.00043508i,0.00030217-0.00061866i
0.00012678+0.00060017i,0.00013816+0.0014054i,-2.279e-05+0.0019123i,0.00017734+0.0022185i,0.0011359+0.0021275i,0.0017177+0.0003413i,0.0015582-0.00060992i,0.00092402-0.00018832i,-0.00032115-0.00030566i,-0.00055262-0.00059431i,-0.00013106-0.0010883i,-2.0773e-05-0.0012811i,0.00026481-0.0013917i,0.00019681-0.0012355i,-0.00095134-0.0006584i,-0.0023411-0.00036482i,-0.001983-0.00051125i,-0.0011253+6.9606e-06i,-0.0010113+0.00064691i,-0.0004626+0.00043885i,-0.00027476+0.00066721i,2.2057e-05+0.0010183i,0.00089833+0.0006893i
-0.0015271+0.00039365i,-0.0019987+0.00019947i,-0.0022943+0.0010081i,-0.0018347+0.002319i,-0.00047593+0.0028907i,0.00086508+0.0021595i,0.0015387+0.0013341i,0.0019627+0.0004594i,0.0014479-0.00048678i,0.0001887+0.00014046i,-0.00080806+0.00048423i,-0.00041618-0.00080246i,-7.6588e-05-0.0013763i,-0.00032972-0.00099464i,-0.00063617+7.4705e-06i,-0.00037492+0.00082282i,-0.000434+0.00051579i,-0.0004019+0.00065499i,0.00047227+0.00016899i,0.00020219-0.00014634i,0.0002828-0.00024277i,0.00070812-0.0004128i,0.00037773-0.00054316i
-0.00031917+0.00068029i,-0.00095062+0.00043437i,-0.0021586+0.00055636i,-0.0010691+0.0015382i,0.0013786+0.0019454i,0.0016209+0.00098682i,0.0014766-0.00029258i,0.0016636-0.00092935i,0.0010164-0.0011959i,0.00055171-0.0011963i,-0.00031745-0.00056233i,-0.0010867+0.00025678i,-0.00085844+0.00062812i,-0.00067024+0.0010532i,-0.00014333+0.0015042i,6.2482e-05+0.0010826i,-0.00014803+0.00021405i,0.00013594+0.0001491i,-0.00023558+0.00061432i,-0.00075528+0.0009252i,-8.9004e-06+0.00015714i,0.00068049-0.00021132i,7.8955e-05+7.5291e-05i
-0.0011079-0.00018212i,-0.0017663+0.00018488i,-0.001836+0.0010552i,-0.00014843+0.001752i,0.00080891+0.0023383i,0.00090623+0.0014348i,0.00086654-0.00081849i,0.00037181-0.00064968i,0.00043873+0.00051484i,0.00064037+0.00038056i,0.00026299-0.00017546i,-0.00021584+8.601e-05i,7.4707e-05-7.154e-05i,0.00015396-0.0005508i,-0.00019634+8.2951e-05i,-0.00078422+0.00065488i,-0.00074172+0.00072953i,-0.00083491+0.00038301i,-0.00057519+0.00029079i,0.00041009+0.00017385i,0.00079896-0.00023413i,0.00048771-0.0006811i,-0.00027821-0.00096792i
0.00020783-0.00023558i,9.804e-05-0.00070568i,-0.0013087-0.00057278i,-0.0017377+0.00084163i,-0.00050605+0.0012456i,0.00076389+0.00085838i,0.00098657+0.00092021i,0.00065563+0.00045888i,-0.00063053-0.00016059i,-0.0011106+0.00050827i,-0.00058778+0.0012723i,-2.6663e-05+0.0013877i,0.0010707+0.00077073i,0.0018056+0.0001995i,0.0015558-0.00019939i,-0.00030693-0.00055323i,-0.0023153-3.5774e-05i,-0.0025175+0.00022581i,-0.0015215+0.00010711i,-0.00023971-0.00024225i,0.00016113-0.00017662i,9.2694e-06+0.00037811i,-3.6362e-05-0.00043255i
-4.8029e-05-0.00096302i,-0.0011844-0.0004591i,-0.0027504+0.00043337i,-0.0029555+0.0022845i,-0.0013653+0.003255i,0.00025136+0.0024169i,0.00063482+0.0012509i,0.0001399+0.00093086i,-0.00013586+0.00058303i,0.00019721-0.00018127i,0.00027495-0.00085134i,0.00033128-0.00094116i,0.00011252-0.00092761i,9.5378e-05-0.0011072i,0.00037903-0.0012828i,-0.00027378-0.0011821i,-0.00094813-0.00086901i,-0.00046426+0.00023549i,-8.5298e-05+0.00053255i,0.00058481+0.00016308i,0.00075229-9.2438e-06i,0.00020847-0.00060023i,-0.00053683-0.00056394i
-0.0012923-0.00012314i,-0.0015212+0.00030791i,-0.002379+0.0010661i,-0.0025682+0.0010873i,-0.0011961+0.00053509i,-0.00040583-0.0003672i,0.0006921-0.00062096i,0.0015439-0.00069197i,0.00096748-0.00081826i,0.00027569-0.00056695i,-4.2057e-05-0.0009583i,-0.00010033-0.00125i,-0.00058663-0.00080327i,-0.0013642-0.00024462i,-0.0014934-0.00033448i,-0.00062729-0.00075151i,-1.9879e-05-0.00022585i,-0.00016905+0.00083037i,-0.00040928+0.0007525i,-0.0002553+0.00043858i,1.0049e-05+0.0011123i,0.00018274+0.001142i,0.0009478+0.00030631i
-0.00085281-0.00043572i,-0.00123+0.00030024i,-0.0014886+0.0016738i,-0.00096475+0.0028686i,3.064e-05+0.0027634i,0.0011554+0.001694i,0.0013721+0.0011311i,0.00073158+0.0011149i,0.00061992+0.00078155i,0.001024+2.6935e-05i,0.00046913-0.00079793i,-0.00072855-0.00088886i,-0.00099645-0.00024833i,-0.00075949+0.00015187i,-0.00036388-0.0004056i,-0.00024753-0.00058026i,-0.00030746-0.00032067i,3.1586e-05+0.00072999i,0.00010181+0.0018696i,0.00044947+0.00086609i,0.00042881-0.00038922i,1.6415e-05-0.00024277i,8.1589e-06+0.00017809i
-0.00078872-0.00018804i,-0.00077351-0.00079426i,0.00058969-0.00035562i,0.00082379+0.00047758i,0.00035213+0.00089782i,0.00056823+0.00018091i,0.00086167-0.00015163i,0.0006328+0.00029614i,0.00061809-3.6651e-05i,0.00012546+9.1252e-05i,-0.00039652+0.00084871i,0.00012378+0.00076233i,0.00077407+0.0006267i,0.00068855+0.00036916i,8.9559e-05+8.5459e-05i,-0.0004104-0.00053197i,-0.00085856-0.00092357i,-0.00014389-6.0553e-05i,0.00026003+0.00065036i,2.9457e-06+0.00013023i,0.00027812-0.00017923i,0.00043286-8.7333e-05i,2.8891e-05+6.744e-05i
-0.0013714+0.0015617i,-0.00032166+0.0014651i,-0.00028257+0.0021222i,-0.0004641+0.0024555i,0.00028684+0.0026359i,0.00063214+0.001955i,-7.6659e-05+0.00085315i,-0.00061935-0.00024276i,-0.00054447-0.00088841i,-0.00070656-0.00035338i,-0.00042424+0.00038828i,3.8717e-05+0.0008117i,0.00080355+4.1294e-05i,0.0013429-0.0014685i,-0.00026864-0.0020785i,-0.0015234-0.0017581i,-0.00076711-0.00083386i,-0.00028364-0.0004594i,-0.00081197-0.0009766i,-0.001637-0.0011919i,-0.0014299-0.00029897i,-0.00043794+0.00071932i,9.9618e-05+0.00050265i
-0.00036036-0.0005296i,-0.00098443+0.00012772i,-0.0021455+0.0011609i,-0.0015621+0.0025005i,0.00013666+0.0035412i,0.0016287+0.0023672i,0.0012193+0.00044353i,0.00063114-0.00017789i,0.00078178-3.6076e-05i,0.00035154+0.00086115i,-7.478e-05+0.00053147i,-0.00014213-0.00048833i,6.5904e-05-0.0012364i,1.5101e-05-0.0015215i,4.1818e-05-0.00097131i,-0.00016791-0.00090333i,-0.00096885-0.00063517i,-0.00085188-8.8987e-05i,0.0001197+6.9032e-05i,-4.9926e-05-1.3346e-05i,6.9886e-05-0.00016416i,0.00082423-0.00050017i,0.00055932-0.00045186i
-0.0002772+0.00070109i,0.00025536+0.0013819i,0.00070407+0.0017607i,0.00096962+0.0012331i,0.0010787+0.00071761i,0.00049898+0.00029698i,-1.8798e-05+0.00013023i,-2.3225e-05+0.0005981i,-7.9254e-05+0.0011564i,-0.00025362+0.0014209i,-0.00070294+0.00048628i,-0.00088551-0.00091293i,-0.00067445-0.00147i,-0.00081469-0.00080098i,-0.00062169+0.00013568i,-0.00078405-0.00016594i,-0.00097499-0.00067262i,-0.00058747-0.00060105i,-0.0005856-0.00067189i,-0.00040279-0.00076758i,-0.00048378-0.00036554i,-0.00065085-0.00033176i,-0.00035753-0.00058404i
