0.0010554-0.0013115i,0.00071523-0.002506i,-0.0004447-0.0030278i,-0.0018875-0.0023724i,-0.0018653-0.001079i,-0.00090436+0.00066659i,6.2628e-06+0.00096329i,0.00069902+0.00044383i,0.00088666+0.00015723i,0.00050301-0.00049391i,0.00078621-0.00088029i,0.00084221-0.0010321i,5.339e-05-0.00011611i,-0.0004814+0.0011673i,0.00041024+0.0011688i,0.00033142+0.00024256i,-3.3657e-05+0.0006031i,0.00039786+0.0010129i,0.00050828+0.00047065i,0.00066571+4.0903e-05i,0.00094804+0.00015473i,0.0010247+0.00039799i,0.00096913+0.00012543i
-0.000517-0.0008659i,5.9703e-05-0.001288i,0.001305-0.0018909i,0.0015338-0.0026489i,0.0021765-0.0033625i,0.002689-0.0028692i,0.0012216-0.0013186i,-0.00022095-0.0010677i,-0.00025239-0.0010996i,-0.00022253-0.00067474i,-0.00035514-6.6683e-05i,-0.00069451-3.182e-05i,-0.00057979-0.00082953i,-0.000229-0.0014794i,0.00030052-0.0012315i,0.00011899-0.00094877i,1.7193e-05-0.001056i,0.00023424-0.00056589i,-0.0002335-0.00012695i,6.9304e-05-0.00064313i,0.00022567-0.00056334i,-0.00045555-0.00055531i,-0.00051796-0.00036011i
-0.0015435-0.0011761i,-0.0031743-0.0013216i,-0.0046878-0.00075723i,-0.0044348+0.00092919i,-0.0020872+0.0017966i,8.1406e-05+0.00053448i,7.085e-05-0.00031661i,4.76e-05+0.00027403i,0.00052675+0.00078871i,0.00036703+0.00091695i,0.000476+0.00089797i,0.0017383+0.0016754i,0.0023094+0.0016235i,0.0018956+0.0001422i,0.0011397+0.00010711i,0.0006285+0.00052219i,0.00048987+0.00024833i,4.6013e-05+0.00057027i,-0.00046215+0.00051888i,-0.00022383+0.00040105i,0.0005933+0.0012401i,0.0011128+0.0011765i,0.00060799-1.4261e-05i
0.00098542+0.00076896i,0.0016333+0.0013979i,0.00034478+0.0011917i,-0.0015519-0.00081136i,-0.0019961-0.001785i,-0.0013704-0.0013606i,-0.0011836-0.00081759i,-0.0012251-0.00061009i,-0.00070204-0.00013119i,-0.00032608+0.00017478i,-0.00022545+0.00068091i,-0.00080405+0.00134i,-0.0015697+0.00057252i,-0.0017236-0.00085524i,-0.00031635-0.00046362i,8.6628e-05+0.00056043i,-0.0003707+0.00062708i,-0.00053283+0.00049803i,-0.00040483-0.00054633i,-0.0001089-0.00077225i,0.00022875-0.00030363i,0.00027371-0.00013785i,0.00011585+0.00039125i
-0.00081925-0.0013978i,-0.0021949-0.00052012i,-0.00074705+8.8294e-05i,0.0011135+0.00019267i,0.00043149-0.00010639i,0.00037884-0.00023907i,-8.3488e-05-0.00030852i,-0.00049906-0.00013038i,2.4016e-05+0.00039489i,0.00064165-1.1907e-05i,0.0006813-0.00075841i,0.0011981-0.0010214i,0.0026687-0.0012372i,0.0026703-0.0016007i,0.0012845-0.0015377i,0.00071371-0.0010686i,0.00049776-0.00092403i,0.00048196-0.00055164i,0.00015172-0.00057247i,-0.00020209-0.00042997i,-0.00059664+0.00030416i,-0.00044077-0.00075438i,3.4334e-05-0.0012108i
-8.6578e-05-0.002129i,-0.0013139-0.00068831i,-0.0029845-0.00083817i,-0.0040485-0.00040094i,-0.0034275+0.00057866i,-0.00041653-0.00015095i,0.0016673-0.00089253i,0.0017016-0.00031233i,0.0009295+2.7072e-05i,0.00030065-4.0889e-05i,0.00010803+0.00076728i,0.00010356+0.0016111i,4.7397e-05+0.0016765i,0.00031981+0.0010867i,-0.00060267+0.00090872i,-0.00094993+0.00080799i,0.00046682+0.0010807i,0.0010082+0.0012713i,0.00011994+0.00044547i,-7.4624e-05+0.00011362i,0.00087915+0.00071092i,0.00029058+0.00028764i,-0.00034682-0.00062386i
-0.0029351-0.00087933i,-0.0044728-0.0011433i,-0.0056953-0.00089604i,-0.004458-0.00099153i,-0.0012254-0.0014299i,1.8616e-05-0.00065139i,-0.00093447-0.00087046i,-0.0015896-0.00039532i,-0.0015501+0.0011085i,-0.001735+0.001324i,-0.0022269+0.00042272i,-0.0019031-0.00068816i,-0.0004855-0.0016299i,0.00058637-0.0021631i,0.00025783-0.0021161i,5.5899e-05-0.0014335i,-8.6934e-05-0.00030917i,-0.00041356+8.1744e-05i,-0.00091836+7.0216e-05i,-0.00098518-7.2865e-05i,-0.00050406-0.00025317i,-0.00030344-0.00020819i,-0.00030243-0.00086646i
0.0015042+0.00026425i,0.002379+6.678e-05i,0.0028337-7.1571e-05i,0.0027166-9.2924e-05i,0.0018551-0.0011714i,0.0010504-0.0018985i,0.00095548-0.0016359i,0.0009212-0.0006474i,0.00047261+0.00028822i,2.8586e-05+0.00053709i,0.00070027+0.00070354i,0.0017673+0.00084596i,0.0030985+0.00090908i,0.0031656+0.001229i,0.0026065+0.001328i,0.0018209+0.00086477i,0.00066959-0.00018638i,-0.00033683-0.00029312i,-0.00066148+7.3806e-05i,-0.00047188-0.00048449i,7.8642e-05-0.00084114i,0.00031393-0.00045289i,0.00061292-0.00022315i
-0.002429+0.00069636i,-0.0034164+0.00023145i,-0.0041972+0.00012325i,-0.0026258-0.00013852i,-0.00041852-0.00055274i,0.00057845-0.0010139i,0.00028943-0.0013288i,-0.00016698-0.00086934i,0.0004545+0.00011317i,0.0010055+0.00079554i,-2.7774e-05+0.0014971i,-0.0014731+0.0015925i,-0.0021138+0.00059882i,-0.0025677+0.00016724i,-0.0022185+0.00015594i,-0.0011723-9.4487e-05i,-5.486e-05+0.00044847i,0.00077418+0.00028928i,0.00072923+3.8441e-05i,0.00059516+0.00063706i,0.00025068+0.000407i,-6.673e-05-0.00016654i,-4.1826e-05+0.00016002i
0.001749-0.0016072i,0.00071575-0.0013819i,-0.0015175-0.0010057i,-0.0030013-0.0003151i,-0.0031622-0.0001683i,-0.0015553-0.00071152i,-0.00020991-0.0010457i,-0.00081816-0.00035794i,-0.00098105+0.00070626i,-0.0011052+0.00069956i,-0.0010543-0.000219i,0.00063949-0.0015451i,0.0022425-0.0025341i,0.0018155-0.0021905i,0.001571-0.001326i,0.0016364-0.0012695i,0.0014488-0.00078689i,0.00053529-2.0065e-05i,-2.8691e-05+6.2987e-05i,0.00034272+0.00019496i,0.00020182-0.00024108i,0.00081011-0.001341i,0.0011244-0.00096328i
-0.0012134+0.0017518i,-0.0022267+0.0026031i,-0.00095104+0.0022421i,0.0020519+0.0010075i,0.0031206-0.0011432i,0.0017829-0.0029162i,9.5659e-05-0.0024253i,-0.001155-0.0013999i,-0.0010993-5.3859e-05i,-6.437e-05+0.0012714i,0.00013609+0.0020317i,-5.0418e-05+0.0028181i,-0.0004397+0.0029995i,-0.0010397+0.0030574i,-0.00071125+0.0023516i,0.0005753+0.0014569i,0.001421+0.000605i,0.0012514-0.00020217i,0.00063297-0.00046013i,5.1683e-05-0.00081435i,-0.00021855-0.00049957i,-0.00069787+0.00019383i,-0.00070184+0.00043007i
-0.00032258-0.0013454i,-0.00060187-0.0017492i,-0.0012299-0.0015891i,-0.0010748-0.0013148i,-0.00053428-0.00057723i,-7.3534e-05+0.00034188i,9.0445e-05+0.0010286i,0.00016068+0.00020654i,7.4152e-05-0.00052829i,-0.00027135-0.00067008i,-0.001281-0.00050851i,-0.0020475-0.00094587i,-0.0021016-0.0020031i,-0.0013064-0.0029715i,-0.00043397-0.0026536i,-0.00010474-0.0013236i,-0.00095121-0.00080238i,-0.00097468-0.00059093i,-0.0009894-0.00024073i,-0.0012571+0.00040305i,-0.00087761+0.00087317i,-0.00047104+0.00059479i,0.00022074-0.00021299i
0.0012105+0.00093241i,8.1754e-05+0.00074772i,-0.00080238-0.00068884i,-0.002139-0.0019787i,-0.0025425-0.0028482i,-0.0016308-0.0034746i,-0.0014222-0.0027636i,-0.0013672-0.00092125i,-0.00099532+8.9504e-05i,-0.00036001+0.00026098i,0.00064313+0.00049551i,0.0019629+0.0013195i,0.0032409+0.002156i,0.0030847+0.0025525i,0.0026225+0.0020205i,0.001838+0.0008245i,0.00094982-0.00020635i,0.00037348-0.00018618i,-0.00062256+0.00043833i,-1.2753e-05-6.1214e-05i,0.001376-0.00066434i,0.0011462-0.00048456i,0.00022759-0.00018807i
-0.0013034-0.0005716i,-0.0019026-0.0013952i,-0.00050918-0.00097462i,0.0016672-0.00011778i,0.0028465-0.00045112i,0.0017899-0.00062434i,0.00058344-0.00023296i,0.0011264-0.00043557i,0.00056794-0.00051011i,-0.00013219+0.00062355i,-0.00096234+0.0017538i,-0.001696+0.0022338i,-0.0021522+0.0024694i,-0.0022644+0.001638i,-0.0016799+0.00090866i,-0.00073534+0.0011567i,-0.00018818+0.0013152i,4.761e-05+0.0013603i,-0.0001334+0.00098496i,-0.00026066+0.00066591i,-0.00037787+0.00049273i,9.8892e-07+7.2237e-05i,0.0014378+6.0304e-05i
-0.00017055+0.00094748i,0.00021252+0.0024555i,-0.00049966+0.0021932i,-0.0011586+0.0010019i,-0.00080047+0.00039873i,-0.00042196-0.00062544i,-0.00036503-0.0016797i,-0.00010219-0.0022033i,0.00014164-0.0013564i,-0.00016282-0.0003521i,-0.00028395-0.00036027i,0.00068818-0.0014967i,0.0017859-0.00267i,0.0010293-0.0031122i,0.00030793-0.0030332i,0.00015336-0.0014736i,-0.00059213-0.00029054i,-0.00014169-0.00042614i,0.0011182-0.00054686i,0.00063093-0.00054296i,-2.7848e-05-0.00061781i,-2.1248e-05-0.00066617i,-0.00066165-0.00072983i
-0.0031885+5.4961e-05i,-0.0045492+5.4397e-05i,-0.0055905-8.2238e-05i,-0.004308+0.00029444i,-0.0020931+0.00065717i,4.2029e-05-0.00069037i,0.0012671-0.001395i,0.00034404-5.4114e-05i,-0.00039989+0.00081031i,0.00048945+0.0014338i,0.0010613+0.0019437i,0.00074545+0.0016811i,0.00028473+0.001891i,0.00040642+0.0022821i,0.00053354+0.0019283i,0.00037144+0.0011007i,0.00063627+0.00036095i,0.00090734-0.00041177i,0.00059999-0.00064491i,0.00048501+3.0273e-05i,2.8032e-05+0.00080379i,-0.0012062+0.00015221i,-0.0016752-0.00051071i
0.0014848-0.0044335i,0.0014962-0.0047965i,0.0009138-0.0038825i,0.00072387-0.0019991i,0.00088289-0.00095987i,0.00047484-0.00089473i,0.0010546-0.0010114i,0.0015561-0.00095256i,0.00096735-0.00015567i,-6.258e-05+0.00024358i,-0.0014312-5.7658e-05i,-0.0029989-0.00073988i,-0.0039479-0.001969i,-0.003074-0.0026897i,-0.0019399-0.002111i,-0.0013043-0.0010097i,-0.0002458-0.00010715i,0.00017406+0.00061461i,-0.00079276+0.00038026i,-0.0011587-0.0002158i,-0.0005959-9.3067e-05i,-0.00020032-0.00047999i,6.8227e-05-0.00071716i
-0.0012001+0.00083781i,-0.0035564+0.0010743i,-0.0040289+0.0019955i,-0.0027886+0.0022076i,-0.0014241+0.00057885i,5.9728e-05-0.00056839i,0.00076434-0.00048227i,0.00060102-0.0007019i,0.0014274-0.001315i,0.0015855-0.0012896i,0.00046377-0.0010682i,0.00095177+2.0293e-05i,0.0025725+0.00029868i,0.0037183-0.00031773i,0.0032309-0.00067305i,0.0013975-0.00054647i,0.00012919-0.00043524i,-0.00047664-0.00055616i,-0.00026445-0.00094389i,-4.6097e-05-0.0014218i,-6.6583e-05-0.0012368i,0.00093749-0.00044976i,0.0017234+3.5828e-05i
-0.0013438-0.00095522i,-0.0015794-0.0018084i,-0.0026924-0.0016696i,-0.00345-0.00058055i,-0.0025159+0.00027344i,-0.00093028-0.0006235i,-0.00052983-0.0013144i,-0.00040091-0.0015232i,0.00016239-0.00088063i,0.00031049+0.0011093i,-0.00031241+0.002713i,-0.0010485+0.0027065i,-0.0016281+0.0022376i,-0.0023921+0.0022947i,-0.0020861+0.0018557i,-0.0014566+0.00057208i,-0.00047928-0.00012156i,3.6724e-05+0.00011692i,-0.00056073+0.00033291i,-0.00046367+0.00013355i,-0.00045823-0.00021529i,-0.00066407-0.00022396i,-0.00023591-0.00061709i
0.00045844-0.00065045i,0.0014908-0.0013052i,0.0019391-0.0014507i,0.0016218-0.0015683i,0.0019167-0.0021881i,0.0017514-0.0026492i,0.00045656-0.0013906i,-0.0001618-0.00036732i,-0.00027683+0.00013542i,-0.00025585+0.00073687i,3.0878e-05+0.0002841i,0.00050101-0.0023252i,0.00084624-0.0056699i,0.00055508-0.0058633i,0.00068452-0.0041724i,0.00038932-0.002595i,9.1997e-05-0.0009539i,0.00063201-0.00021705i,0.00054631-0.00089547i,0.0001585-0.0014246i,0.00023161-0.00062424i,0.0004793+7.4805e-05i,0.00018145+3.7623e-05i
-0.0043561-0.00134i,-0.0072455-0.0002513i,-0.0079881+0.0012603i,-0.0057065+0.0022206i,-0.0022475+0.0013422i,-0.00029443+0.00013482i,-0.00028019-0.00048312i,-0.0011333+0.00029558i,-0.00054781+0.00076i,0.00097407+0.00064957i,0.0014983+0.00059321i,0.0016664+0.0023598i,0.0012535+0.0038949i,0.0014281+0.0033991i,0.0013118+0.0022673i,0.00027273+0.00086782i,-0.00044667-6.3047e-05i,2.0476e-05-0.00089956i,0.00060467-0.001134i,0.00067497-0.00077951i,0.00071998+0.00036076i,0.00066194+0.00034897i,6.7673e-05-0.0004198i
0.00041273+0.0022436i,0.0018855+0.0015349i,0.0035068+0.00049737i,0.0020327-0.00038797i,7.1981e-05-0.0014638i,0.00022843-0.0015709i,-0.00029462-0.00054274i,-0.00068173+0.00078498i,8.3796e-05+0.0014358i,-0.00050958+0.00090905i,-0.0019874+0.00099348i,-0.0030087+0.00034111i,-0.0035502-0.0004531i,-0.0036163-0.00022571i,-0.0028633-0.00055452i,-0.0020036-0.0010905i,-0.0012614-0.00074127i,-0.00080057-0.00020647i,-0.0009131+3.204e-05i,-0.00099629+0.00054702i,-0.00064135+0.00050572i,-0.00040039+9.495e-06i,-0.00012488-0.00040176i
-0.0019105+9.9534e-05i,-0.0026387+0.001165i,-0.0015709+0.0017131i,-0.00018828+6.5488e-05i,0.00018052-0.00084544i,0.00086548-0.00024835i,0.0014839-0.00070143i,0.0010416-0.00084223i,-0.0003858-0.00061654i,-0.00085729-0.0016397i,0.00072658-0.0015052i,0.0036825-0.00044134i,0.0044382-0.00066106i,0.0038153-0.0012322i,0.0031959-0.00097205i,0.0014148-3.8618e-05i,0.00083252+0.00024239i,0.00080383-1.3647e-05i,0.00089128-0.00063601i,0.0012308-0.00075684i,0.0013111+0.00012048i,0.00098274+0.00055041i,5.4244e-05+0.00011299i
0.0014607-0.0027131i,-0.00060688-0.0030276i,-0.0022598-0.0030229i,-0.0018157-0.001785i,-0.0012705-0.0010736i,-0.0016639-0.0019944i,-0.0017251-0.0016425i,-0.0013048-0.00092379i,-0.00075587-0.00055299i,-0.00049202+9.7046e-05i,-0.00055808+0.0016868i,-0.0013949+0.0026586i,-0.0020785+0.0023137i,-0.0017426+0.0019862i,-0.0011399+0.0010774i,-0.00032884+0.00033425i,0.00014826+0.00045489i,0.00067709+0.0012553i,0.00038498+0.00083041i,-9.4651e-05+5.6794e-05i,-0.00042229+0.00061922i,-0.00054889+0.00068904i,-0.00040552+0.00068923i
-0.0051538+0.0017723i,-0.0060282+0.0023204i,-0.0043935+0.0029634i,-0.0022195+0.002609i,-0.00078289+0.001055i,0.00078318-0.00039481i,0.00057205-9.9478e-05i,-0.0012548+0.000981i,-0.00093288+0.0014967i,0.00041139+0.00071069i,0.00021969-0.0011983i,-0.00085683-0.003246i,-0.0020993-0.0042542i,-0.0025509-0.0033715i,-0.001655-0.002252i,-0.0011034-0.0019828i,-0.00045837-0.0019375i,0.00062242-0.0011511i,0.00032557-0.0011305i,-0.00057359-0.00077644i,0.00010212-0.00014713i,0.0013147-0.00036706i,0.00096537-0.00021461i
0.00071167+0.001972i,0.00095477+0.0014898i,0.00013469+0.00084628i,0.00038845-0.0011688i,0.00054071-0.0038595i,7.6025e-05-0.0047127i,0.00025351-0.0040394i,0.00083879-0.0020783i,0.00068908-0.00025099i,0.00064874+0.00088022i,0.0021766+0.0017822i,0.0028245+0.0028921i,0.0026628+0.0033178i,0.0016687+0.0032704i,0.00010983+0.0028059i,-0.00055734+0.0015006i,5.4335e-06+0.00075809i,-0.00015294+0.00037899i,-6.0816e-05+0.00016301i,0.00028564-6.6119e-06i,-7.8004e-05-0.00015795i,-0.00016613+0.00029135i,-0.00058482+0.00078189i
-0.00089033-0.0014737i,-0.0023671-0.0022255i,-0.0022814-0.0023224i,-0.0014783-0.0015958i,-2.1357e-05-0.00094557i,0.00075183-0.0013514i,0.00049365-0.0011765i,-0.00049106-0.00040118i,-0.00067273-0.00057593i,-0.0011628-0.00071766i,-0.0018976-0.00021369i,-0.0019055-0.00018933i,-0.0019839-6.8877e-05i,-0.0019456-5.9031e-05i,-0.0011736-0.00039783i,0.00011348+0.00034969i,0.00059277+0.0010462i,2.2269e-05+0.00047035i,-0.0012295-0.00038417i,-0.0016225-0.00050506i,-0.00026716-0.00084894i,0.00060044-0.0012427i,0.0006329-0.00089184i
-0.0011191-0.0015302i,-0.00022665-0.0016328i,0.00025902+0.00047151i,-0.00049663+0.0025287i,-0.0010498+0.0021474i,-0.00055137+0.00058639i,0.00039913-7.7295e-05i,7.4072e-05+0.00067367i,-0.00075322+0.0009213i,-0.00060853+1.5096e-05i,0.00094801-0.0010726i,0.0028923-0.0019981i,0.002812-0.002978i,0.0016244-0.0041433i,0.0010248-0.0039074i,-0.00016394-0.0015147i,-0.00025779-9.7264e-06i,0.00058787+0.00029296i,0.00027322+0.00088812i,0.00063854+0.00014216i,0.0013524-0.0010237i,0.00036728-0.0010063i,-0.00091929-0.0011473i
-0.00047694+0.0018823i,-0.0035009+0.0024268i,-0.0041147+0.0011964i,-0.0030207-0.00077658i,-0.0016606-0.0022969i,-0.00028358-0.0032724i,0.00060516-0.003483i,5.5326e-05-0.0020454i,-0.00059103+4.2649e-05i,-0.00028391+0.0017281i,-0.00029438+0.0031575i,-0.0012677+0.00357i,-0.0011914+0.0034156i,0.00030348+0.0034585i,0.00094846+0.0018668i,0.0010506+0.00041008i,0.00027958+0.00032358i,-0.00031345-5.3251e-05i,-0.00036073-0.0010969i,-0.00040237-0.0019722i,0.00023778-0.0013154i,-0.00013687+0.00011494i,-0.00019786+0.00070652i
-9.9254e-05-0.0014594i,-0.00061894-0.0025876i,-0.0018188-0.0027303i,-0.0025034-0.001039i,-0.0015989+0.0003965i,-6.6226e-09+0.00056233i,-0.00045584+9.6233e-05i,-0.0013023-0.00039592i,-0.00099647-0.00063133i,-0.0010345-0.0013044i,-0.0010817-0.0018028i,-0.001096-0.0019518i,-0.0017143-0.0022579i,-0.0022291-0.00188i,-0.0019205-0.00064497i,-0.0011406+0.0012493i,-0.00059546+0.0016794i,0.00026061+0.00028123i,0.0010528+0.00010075i,0.0012653+0.00053912i,0.00085784+0.00048743i,7.639e-06+0.00016351i,2.3143e-06-5.2562e-05i
0.00071471-7.4848e-05i,0.0014696+0.00088046i,0.0018413+0.0017098i,0.0017215+0.00089577i,0.0013984-0.00028792i,0.00095257-0.00049535i,0.00035168+0.0011515i,0.00012429+0.0025975i,0.00072379+0.0013696i,0.0013982+0.00059017i,0.002881+0.0021228i,0.0050759+0.0026874i,0.0054042+0.0011151i,0.0032499-0.00070286i,0.0012447-0.0016654i,0.00053414-0.0014208i,0.00056096-0.00039507i,0.00062006+0.00020946i,6.346e-05+0.00010799i,-0.00019039+0.00016687i,-4.0848e-05+0.00022168i,-0.00014267-0.00025513i,-0.00044427-0.00060893i
-0.0029431+0.0017617i,-0.0045501+0.0021869i,-0.0041775+0.0015298i,-0.0031924+0.00055905i,-0.0022158-0.00097529i,-0.00024872-0.0020119i,0.00083581-0.0022173i,0.0009225-0.0016529i,0.00059379-0.00024371i,-0.00091295+0.00090905i,-0.0034341+0.00059328i,-0.0052843-0.00019377i,-0.0043583+0.00028816i,-0.0023646+0.0018439i,-0.00067167+0.002201i,0.00058605+0.0012088i,0.0012835+0.00032845i,0.0011664+0.00031282i,0.00042119+0.00033566i,-0.0003559-0.00026949i,-0.00053919-0.00044958i,7.1949e-05-8.7581e-05i,4.0699e-05+0.00033738i
-0.0019648-0.0028629i,-0.0031231-0.0021211i,-0.0048658-0.0028267i,-0.003781-0.0027392i,-0.001037-0.0012307i,0.00058741-0.0009259i,-0.00021681-0.001912i,-0.0020204-0.0019909i,-0.0014779-0.0015195i,5.488e-07-0.0014396i,0.0013124-0.0019418i,0.0029446-0.0030428i,0.0023361-0.0035972i,-0.00021239-0.0034135i,-0.0016448-0.0027805i,-0.0015361-0.001083i,-0.0011034-0.00011818i,-0.00059719+0.00015699i,-0.00028801+1.617e-05i,0.00040512-0.00066513i,0.0016828-0.00085647i,0.0017004-0.00061734i,0.0007206-0.00081695i
-0.0012449+0.0005376i,0.0006467+0.0010248i,0.0027996+0.0022278i,0.0018729+0.0020864i,0.00021092+0.00074566i,-5.084e-05-0.00027202i,0.00022507-0.00049987i,5.5864e-05+0.0011668i,0.00026298+0.002493i,-0.00070824+0.0030658i,-0.0020875+0.0048104i,-0.0017548+0.005603i,0.00015522+0.0035663i,0.001655+0.00047993i,0.0014959-0.00085782i,0.00089022-0.0011711i,0.0010513-0.0015227i,0.00088789-0.0015538i,0.00062344-0.0015425i,0.0004972-0.001313i,-0.00062642-0.00083953i,-0.00081142-0.00050195i,-6.2035e-05-0.00065743i
5.5365e-05-0.001211i,-0.003209-0.001216i,-0.0054435-0.001406i,-0.0041846-0.00084673i,-0.0014501-0.0021453i,0.00074797-0.00357i,0.0010461-0.0031537i,9.9863e-05-0.0030821i,-0.00094428-0.0027943i,-0.00079435-0.0016588i,-0.00058072-0.002234i,-0.0010931-0.0032354i,-0.0016514-0.0013371i,-0.0021523+0.00056374i,-0.0014386+0.0016484i,-0.00041551+0.0020532i,-0.00033706+0.0013179i,0.00014855+0.00071793i,0.00023387+0.00051363i,2.397e-05+0.00076853i,2.8661e-05+0.00053677i,-0.00025422-0.00047151i,-0.00068574-0.0010971i
-0.00093725-0.00087424i,-0.0010284-0.00040106i,-0.0010951-0.0016581i,-0.0012937-0.00245i,-0.00018509-0.0011618i,0.00068038-0.00036715i,-0.00035145-0.0013872i,-0.0012843-0.0011264i,-0.00067815+0.00019473i,0.0010327+0.00096174i,0.0030898+0.001788i,0.0039584+0.0018124i,0.0029476-0.00078119i,0.0012195-0.0035753i,-0.00051498-0.0032361i,-0.0020078-0.0014746i,-0.0023037-0.00089224i,-0.0015875-0.00081748i,-0.0014159+9.4165e-06i,-0.0010053+0.0004577i,-0.00076839+0.0001725i,-0.00091882-5.9112e-05i,-0.00066744-0.00048845i
0.00032551+0.00045962i,0.00097955+6.0668e-05i,0.001472-8.729e-05i,0.0016771-0.00016135i,0.0017815-6.1299e-08i,0.001497-0.00017991i,0.0014082-0.00062709i,0.0014894-4.2823e-05i,0.00093185+0.00060449i,-0.0015492+0.00031555i,-0.0041535-0.00045614i,-0.0042661-0.00073088i,-0.0023073-0.00060819i,-5.3967e-05+0.00051233i,0.001496+0.0015244i,0.0021189+0.00030532i,0.0019348-0.00071483i,0.0013559-0.00054536i,0.00086513-0.0010255i,0.00049416-0.00090251i,0.00049516-0.00084099i,0.00048989-0.0012078i,0.00013565-0.0012296i
-0.0034961+0.00048202i,-0.0065172+0.0024203i,-0.0082824+0.0032082i,-0.0066519+0.0023114i,-0.00271+0.00053268i,4.1959e-05-0.0011008i,0.0002336-0.002546i,-0.00048491-0.0028235i,-0.00078954-0.0020995i,-0.00033361-0.0009236i,0.0019402-0.0009814i,0.003176-0.0020404i,0.00097622-0.0019586i,-0.0022732-0.0011766i,-0.0033044-5.2554e-05i,-0.0024646+0.00023129i,-0.0017379+0.00069177i,-0.0013714+0.001027i,-0.0003577+0.0002881i,0.00021532+0.00029832i,-0.00010436+0.00093862i,-0.00024624+0.0003442i,-0.00039771-0.00060662i
0.00061579+0.0024703i,0.0027064+0.00069298i,0.0039143-0.0018514i,0.0032886-0.0026934i,0.00051582-0.0021751i,-0.0011111-0.0012333i,-0.0012181-0.00057553i,-0.0015437+0.00052392i,-0.00089815+0.0011104i,-0.00022838+0.0018166i,-0.0006543+0.0044677i,-0.0010422+0.0051139i,-0.00022718+0.0024501i,0.0010581-0.00077235i,0.0006981-0.0028553i,-0.00066742-0.0030612i,-0.0013756-0.0017733i,-0.0012874-5.1128e-05i,-0.00080137+9.9789e-06i,-0.00033983-0.00066447i,-0.00021746-0.00053978i,-6.0385e-05-0.00028647i,-0.00011978-0.00056237i
0.0017637-0.00037726i,0.0011784+4.3985e-06i,0.0012497+0.00085965i,0.0012733-0.00028488i,0.00093977-0.0014341i,0.00065451-0.0012987i,0.00067076-0.00030744i,0.00047349+0.00042382i,0.00070149+0.00013176i,-0.00010818-0.0014597i,-0.00042973-0.0040715i,9.8785e-05-0.0053393i,0.00011589-0.0028485i,6.2476e-05+0.0014327i,0.00041712+0.0036497i,0.0012432+0.0029139i,0.0019614+0.0010563i,0.001913+0.00023959i,0.00088351+0.00028496i,0.00034475+0.00054646i,0.00040731+0.00048208i,0.00067624-0.00023538i,0.0011322-0.00047633i
-0.0054297-0.0025347i,-0.0089731-0.0032058i,-0.011159-0.0024568i,-0.0091546+0.00066287i,-0.0053507+0.0017602i,-0.0012474-7.7125e-05i,0.0012119-0.0027909i,0.0011457-0.0032655i,0.0011358-0.00090284i,0.0022029+0.0015332i,0.0031226+0.0027361i,0.002586+0.0021939i,0.00092535-0.0002365i,-0.00096231-0.0020478i,-0.0023718-0.0024152i,-0.0025366-0.0011181i,-0.0021689+0.00027968i,-0.001918+0.00053603i,-0.0016846-0.00020224i,-0.0013733-0.00073618i,-0.0012185-0.00045795i,-0.0013169-0.00063797i,-0.001451-0.0011424i
-0.0030116+0.0032638i,-0.0015544+0.0030542i,0.0012073+0.00057058i,0.0014124-0.0026823i,0.00022057-0.0041575i,0.00064813-0.0033108i,0.00068336-0.0022842i,-0.00032695-0.00060091i,-0.00024198+0.00053908i,-0.0013151+0.00031877i,-0.0042464+0.00028867i,-0.0043592+0.001125i,-0.00097499+0.0016866i,0.0021847+0.0012285i,0.0027071-0.00039143i,0.0012519-0.0018562i,0.0007074-0.0020244i,0.0011818-0.0014329i,0.0013851-0.00062127i,0.00091176-0.00052329i,0.00098995-0.00072946i,0.0014788-0.00094641i,0.00048797-0.0012177i
0.0021285-0.0043065i,0.0017735-0.0046323i,-0.00060974-0.003027i,-0.0015579-0.00099122i,-0.00095252-0.00022583i,-0.00071375-9.7557e-05i,-0.00065049-0.00074666i,-0.00053605-0.0013226i,-0.00057376-0.001059i,0.00061186-0.0011214i,0.0026735-0.0011936i,0.0042559-0.00099811i,0.0023942-0.00027777i,-0.0017461+0.0008356i,-0.0031237+0.0013249i,-0.0012559+0.0022371i,0.00017036+0.0030676i,2.9221e-05+0.0014352i,9.873e-05-0.0002778i,0.00017562+8.4704e-06i,-0.00010653+0.00080034i,0.0004672+0.00024587i,0.0005683-4.4145e-06i
-0.00319-0.0023374i,-0.0065007-0.0021719i,-0.0085697-0.0020171i,-0.0067073-0.0001395i,-0.0040719+8.4967e-05i,-0.0023739-0.0014581i,-0.001591-0.0025427i,-0.0018218-0.0024848i,-0.0019947-0.00096351i,-0.0023638+0.001518i,-0.0028808+0.0037356i,-0.0016121+0.003016i,0.00089927-0.0004008i,0.0021819-0.0037165i,0.0010338-0.004437i,-0.00067717-0.0025811i,-0.00046867-0.0015123i,0.00032822-0.001873i,0.00012185-0.0018649i,-0.00050325-0.0004629i,-0.00017209-0.00034182i,0.0011382-0.001102i,0.0015821-0.00049737i
