0.00042381+0.0012098i,0.00099605-0.0014465i,0.00076509-0.0032189i,0.00025874-0.0021005i,-0.00093516+0.0002801i,-0.0022252+0.0016339i,-0.0011814+0.0021954i,0.00067315+0.0018792i,0.00026785+0.00051695i,2.2354e-05-0.0008005i,-0.00014081-0.00037372i,-0.00052906-0.00024325i,-0.00016704+9.4158e-05i,-0.0003414+0.00094824i,-0.00018155+0.0012691i,-0.00025191+0.0011243i,-0.00028539+0.00022534i,0.00028585-8.6034e-05i,-4.0424e-05+0.00012055i,-0.0011418-0.00024506i,-0.00085649-0.00056983i,3.5424e-05-0.00013069i,-0.0004209-7.8534e-05i
-0.0020695-0.0048972i,-0.0027155-0.0044022i,-0.0038931-0.0018355i,-0.0035479+0.00022366i,-0.0013116+0.00086013i,-0.00025247-2.0229e-05i,-0.00070072-0.00086245i,-0.00095153-0.0013878i,-0.0010449-0.001238i,-0.00085084+0.00011528i,0.00013393+0.0012425i,0.00084691+0.00082753i,0.0013534-0.00037545i,0.0016237-0.00027154i,0.0014769+9.7601e-05i,0.00094484+0.00022696i,0.00061797+0.00051392i,0.0005097+0.00034144i,0.00073833-0.00046241i,0.00040336-0.0002301i,-0.00058701+0.0005908i,-0.00044327+0.0010682i,0.00011439+0.00098323i
0.0022708+0.0010891i,0.00082498-0.00057375i,0.00048102-0.0018246i,0.00045125-0.0011483i,0.00069184-0.0014393i,0.0005211-0.0015144i,-0.0013472-0.00025965i,-0.0018725+0.00028342i,-0.00052007-0.00015597i,0.00053695-0.00039242i,0.00061621-0.00054829i,0.00052565-0.00070426i,-0.0001585-0.00013822i,-0.00049857+0.00067929i,-0.00047419+0.00066015i,-0.00070736+0.00052835i,-0.00083548+0.00032151i,-0.00070899+0.00040518i,-0.0010575+0.00022762i,-0.0011312+3.7595e-05i,-0.00018597-0.00031355i,-3.6573e-06-0.00024762i,-0.00096146+0.00010866i
0.0006641-0.0019856i,0.00018537-0.0011071i,0.00031025-0.001011i,0.0016762+0.00010291i,0.0019035+0.00086048i,0.00085181+0.00014393i,-1.2374e-06-3.3858e-05i,-0.00049782-0.00044438i,-0.00050367-0.00028932i,-0.00049291-0.00023123i,0.00011909-0.00024539i,0.0001767-5.952e-05i,-0.0004861-0.00020192i,-0.00071706-0.0001565i,-0.00079541-0.00045343i,-0.00046288-0.00034786i,0.00035927-0.00043105i,0.0012102-0.00045223i,0.0011257+0.00013707i,-1.7473e-05-0.00014867i,-0.00011873-0.00033267i,3.7525e-05+9.1327e-05i,0.00013659-0.00032261i
0.0036172+7.7767e-05i,0.0036631-0.00057999i,0.0014516+0.00073327i,-0.00086429+0.0018681i,-0.0025136+0.001684i,-0.0026004+0.00097632i,-0.0016709+0.00030244i,-0.00026084+0.00065811i,0.00061389+0.0010036i,0.00057575+0.00023364i,0.00023052-0.00028703i,0.00029699-0.0003391i,0.00062281+5.5201e-05i,0.00053161+0.00049352i,0.00036544+0.00051615i,-5.4096e-05+0.00068888i,-0.0005642+0.00035664i,-0.00099672+0.00016189i,-0.0008679-9.9852e-05i,-0.00025612+0.0001245i,0.00012673+0.00023384i,0.00034842-0.00052152i,0.00027741-0.00093005i
0.00073257-0.0012041i,0.00070068-0.001249i,-0.00065141-0.00089179i,-0.0014235-0.00038014i,-0.0011892-9.578e-05i,-0.00072259-0.00058577i,-0.00051829-0.0013787i,-0.00051344-0.001388i,-0.00022477-0.00042283i,7.0217e-06+7.9955e-05i,-5.1998e-05-1.3764e-05i,-0.00044181+0.00054066i,-0.00014492+0.0009908i,0.00063143+0.00089973i,0.00143+0.00085638i,0.0015593+0.0010375i,0.00078005+0.00075638i,1.0054e-05-2.5771e-05i,-0.00020212-0.00039892i,-0.0002504-1.8788e-05i,-0.00023716+0.00055201i,-0.00053046+0.00023934i,-0.00078847+0.00010557i
-0.0006993-0.0021806i,-0.00055091-0.0016727i,-0.0014731-0.00040949i,-0.001533+6.7684e-05i,-0.00030716-0.00017844i,-0.00021934-0.00043781i,-0.00056979-0.00036875i,0.00023646-0.00047475i,2.8123e-06-0.0002489i,-0.00038839+0.00032676i,0.00030127+0.00017499i,0.0014174-0.00019032i,0.001334-0.0002655i,0.00067329-0.00075281i,0.00030821-0.00092282i,-0.00017491-0.0004638i,-0.00015921+8.8178e-05i,-0.00022416-0.00045013i,-0.00023135-0.0012246i,1.8241e-05-0.0012136i,0.0001353+7.2307e-05i,0.00045964+0.00075674i,0.00016057+0.00028308i
-0.00056208-0.00061994i,-0.00054473-0.0012682i,0.0001895+0.00040786i,0.0016193+0.0019883i,0.0020034+0.0022503i,0.00071182+0.00097511i,1.5234e-05-1.1046e-05i,-0.00049972+0.00017904i,-0.00089983+0.00034851i,-0.00092893+0.0007933i,-0.00090554+0.00057789i,-0.00049515-0.00013994i,-0.00031297-0.00049138i,-7.9697e-05-0.00082504i,0.00020087-0.00076402i,0.00072031+0.00018338i,0.00019043+0.00051355i,-0.0003117+0.00052494i,-0.0004902+0.0006644i,-0.00018646+0.00012924i,0.00035015-0.00038949i,0.00025766-0.00039862i,2.0585e-05-0.00039615i
0.0055234-0.0037821i,0.0045827-0.0041746i,0.0018632-0.0021953i,-0.00097995+0.00057222i,-0.0021988+0.00087954i,-0.002125+0.00048989i,-0.0015491+5.3618e-05i,-0.00064763+0.00038099i,0.00033731+3.7079e-05i,-1.8722e-05-0.00048895i,-0.0011914-0.00020262i,-0.00063209+0.00013862i,0.00080729+0.0011434i,0.00052701+0.0019781i,-0.00039357+0.0019445i,-0.00020341+0.00084691i,0.00062042+0.00029065i,0.00059817-5.3912e-05i,0.0010396+1.7935e-05i,0.00094+0.00048868i,-0.00010452+0.00020245i,-0.00037748+6.805e-05i,-0.0006571+0.00079955i
0.0017748-0.0010234i,0.0015813-0.0029081i,-0.00070456-0.0041089i,-0.0023593-0.002277i,-0.0026286-0.00010115i,-0.0020857+0.00053873i,-0.0010261+2.7355e-05i,-0.00050912-0.00071177i,-0.00059639-0.00081953i,-0.00087462-0.00040987i,-0.0010655+0.00012743i,-0.00067353+0.00080645i,7.5308e-05+0.0010951i,-0.00036295+0.00063478i,-0.00058218+0.00043342i,-0.00021183+0.00042701i,0.00060703-0.00013569i,0.0006433-2.7794e-05i,0.00052874+0.00019635i,0.00081483-0.00010699i,0.00042755-0.00052063i,0.00038011-0.00088449i,0.00041912-0.0005736i
-0.00061837-0.0029299i,-0.00025826-0.0034311i,9.6013e-05-0.0018262i,0.00014325-0.0010319i,0.00060573-0.00043196i,0.00057155-3.8128e-05i,0.00083277-0.00033311i,0.00062495-0.00035638i,-0.00033574-0.00054597i,-0.00087569-0.00027684i,-0.0009071+0.00032505i,-0.0009833+0.00023518i,-0.00096027-8.8852e-05i,-0.00065346-0.00063632i,-0.00024517-8.1076e-05i,-6.8133e-05+0.00077834i,0.0002377+0.00050514i,0.00040756-9.5981e-05i,0.00036531-5.4844e-05i,0.00043291+0.00026968i,0.00043339+0.00044123i,0.00039166+0.00035564i,-0.00028+0.00039101i
0.0037577-0.0020363i,0.0028437-0.0032565i,0.0024284-0.0025326i,0.0022483+3.5637e-05i,0.00088804+0.00052336i,-0.0008217+0.00045351i,-0.0016826+0.00039134i,-0.00080232-0.00037657i,-0.00025085-0.00073888i,-0.001102-0.00056573i,-0.0015141-0.00033187i,-0.0013723-0.00023045i,-0.00078926+0.00026405i,0.00015307+0.0011744i,0.00044331+0.00093441i,0.00057969+0.00042312i,0.00064692+0.00013432i,-0.00011112-0.00010632i,-0.0010291-0.00057489i,-0.0010126-0.0001338i,-0.00033519+0.00048253i,0.00027076+0.00023081i,0.00044487+0.00034283i
-0.001225-0.00075504i,-0.0014233+1.2842e-05i,-0.0023326+0.0021922i,-0.0019123+0.0039203i,-0.00059001+0.003018i,-9.8217e-05+0.00064204i,-0.00039283-0.00093229i,-0.00013532-0.00090902i,-0.00069534-0.00012236i,-0.001807+0.00053903i,-0.0014477-8.0777e-05i,-0.00045119-0.00034992i,0.00011487+0.00053442i,0.00084477+0.0014283i,0.0010229+0.0010285i,0.0009354+0.0001109i,0.00079112+0.00016841i,0.00016315+9.4725e-05i,-0.00032671+0.00056928i,-0.00076245+0.00061789i,-0.00063478-0.00069401i,0.00018823-0.0010621i,0.00064582-0.00047802i
0.0019592-0.0015808i,0.0020466-0.0036618i,0.00092222-0.003187i,-0.00028824-0.0026975i,-0.0009187-0.0023433i,-0.0011495-0.0017578i,-0.0005737-0.0013883i,-0.00044575-0.0014996i,-0.00055726-0.00069971i,1.1582e-05-3.8434e-05i,0.00034146+0.00020616i,-0.00069307+0.00018135i,-0.00089903-0.00034749i,-0.00017314-0.00061553i,-0.0010815-0.00051866i,-0.0016277+0.00011993i,-0.00089573+0.00027288i,-0.000444+0.00039294i,-0.00026845+0.0003561i,-0.00048999-0.00044056i,-0.00060702-0.00062739i,-0.00089217-4.8624e-05i,-0.00050352+0.00029055i
0.00030302-0.00082142i,0.00023063+0.00052809i,-0.00075235+0.00059427i,-0.00059741+0.0003926i,-0.00036471+0.00042205i,-0.00074011-0.00043757i,-0.00078091-0.0011699i,0.00010277-0.0017748i,0.0001559-0.0016158i,-0.00052269-0.00064751i,-0.0011749+4.6826e-05i,-0.001188-0.00025728i,-0.00046251-0.0013127i,-0.00032782-0.0012683i,2.8324e-05-0.00093704i,0.00093981-0.00049563i,0.0010255-0.0002903i,0.00026067-0.00061641i,-0.0002426+1.0723e-05i,-0.00038472+0.00021462i,6.2199e-05-0.00070086i,0.0006086-8.6314e-05i,0.00068678+0.00061471i
0.00037659-0.00069081i,0.00047972-0.0011675i,0.0015227-0.00054i,0.0028772+0.0013746i,0.0022057+0.0015825i,0.00021447+0.00061839i,-0.0005565-6.6243e-06i,-0.0006204-0.00011252i,-0.00092469-1.3161e-05i,-0.0011303-0.0003859i,-0.0011143-0.00070688i,-0.00037078-0.00050796i,0.00020939-0.00046979i,-0.00018424+0.00040132i,-0.00058462+0.0010933i,-0.0002729+0.00092105i,0.00027322+0.00074589i,0.00034297+0.0012151i,1.0153e-05+0.0013261i,-0.00058511-0.0001251i,-0.00036769-0.0010124i,0.00052787-0.00022159i,0.0007113+4.9492e-05i
0.0032602+0.0011599i,0.0032991+0.00065632i,0.0013348+0.00066001i,0.00021132+0.00059186i,0.00053775+0.00027858i,0.00032933-0.00069471i,-0.00082505-0.0011993i,-0.00099338-0.00093773i,-0.00023856-0.00060408i,2.3848e-05-0.00036745i,0.00040678+0.00020623i,-0.00016496+0.0002638i,-0.0007938+0.00020114i,-0.0010461+0.00091663i,-0.0015271+0.0017634i,-0.00063903+0.00086874i,0.00047552+0.0001777i,0.00060925-0.00030008i,0.00064676-0.00015877i,0.00058624+0.0006025i,-6.3836e-05+0.00043083i,-5.9156e-05+0.00028892i,8.3291e-05+0.0006133i
0.0037248-0.0013633i,0.0033177-0.0029519i,0.00096623-0.004281i,-0.0015182-0.0041418i,-0.0029069-0.0029151i,-0.0026053-0.0015798i,-0.0013262-0.0011092i,0.00013996-0.00044604i,0.00089218+0.00053277i,0.00041202+0.0005133i,2.9432e-05+0.00035406i,-0.00088768+0.00037638i,-0.0013037-0.00078425i,-0.001071-0.00052706i,-0.0010192+0.00027531i,-0.00044652+0.00054835i,-0.00017689+0.00059257i,-0.00012494+0.00039205i,-5.3628e-05+0.00023528i,-6.3746e-05-0.00011051i,0.00051233-0.00041307i,0.00071299-0.00025409i,0.00028801-4.3487e-05i
0.0025626+0.00011118i,0.0035335+0.00024325i,0.0026538+5.379e-05i,0.0017712+3.8911e-05i,0.0012+0.00064673i,0.00011753+0.00087338i,0.00029842+0.00053356i,0.00026033-0.00021272i,-0.000317-0.0008308i,-0.00064679-0.00011765i,-0.00056194+0.00033872i,-0.00031207-0.00080368i,-0.0011921-0.00093859i,-0.0014122-0.0001428i,-0.0010129+0.0001837i,-0.00057255+0.00041956i,0.00023717+0.00089419i,0.00036854+0.0008084i,6.2551e-05-0.00011483i,-0.00011644-0.0010207i,-2.4751e-05-0.0011318i,-0.00027729-0.00042985i,-0.00029307-4.6365e-06i
0.0021833-0.0020838i,0.00094406-0.0031117i,-0.00053485-0.0024688i,2.2022e-05-2.9332e-05i,0.00058561+0.00055039i,-0.00054272-0.00020561i,-0.0017191-0.00043899i,-0.0020358-0.00055562i,-0.0013194-0.00081268i,-0.00013932-0.00076194i,0.00047251-0.00086546i,0.00011575-0.00026722i,-0.00043809+0.00061187i,-8.9319e-05+0.0013151i,-0.00031391+0.0018528i,-0.00082217+0.0011561i,-0.00037713-0.00011923i,-9.9512e-05-0.00081762i,-0.00011653-0.0010249i,-0.00044575-0.00058424i,-0.00045443-0.00035478i,4.1943e-05-0.00014382i,-7.4335e-05-0.00027103i
0.0021881-0.0010612i,0.0019037-0.0011153i,-0.00046825+0.00019451i,-0.0028808+0.0019877i,-0.002575+0.0020573i,-0.0016387-0.00016717i,-0.00089887-0.001307i,-0.00081535-0.0018083i,-0.0014854-0.0018669i,-0.0014875-0.0008648i,-0.00092349+0.00051067i,-0.00054922+0.0015064i,-0.00043439+0.0019478i,-0.0010802+0.0019594i,-0.00073307+0.0011702i,0.00043065+0.00039849i,0.00031397-0.00044084i,0.00011493-0.00051035i,-9.827e-05-4.9801e-05i,-0.00012694+0.00013713i,-0.00020307+0.00020851i,-0.00036894+0.00075221i,-0.00053266+0.00099679i
-0.0012762-0.0020728i,-0.0016003-0.0036782i,-0.0011002-0.0032212i,-0.00094687-0.001132i,-0.0013852+8.2141e-05i,-0.0015422+0.00058582i,-0.00064235+0.00078632i,7.8316e-05+0.00023607i,-0.00065399-0.00025077i,-0.0010883-0.00064192i,-0.00086575-0.0014395i,-0.0013397-0.0014154i,-0.001757-0.00022063i,-0.00087206+0.00034792i,-0.00024902+0.00091017i,2.9392e-05+0.00028677i,0.00028961-0.00032972i,0.00058597-0.00027301i,0.00075981-0.00090431i,0.00057711-0.0011937i,0.00081834-0.0013978i,0.00071301-0.00077188i,0.00025151-0.00013077i
0.0029664-0.00085947i,0.0029654-0.0015831i,0.0024209-0.0018519i,0.0017623-0.0014456i,0.0013373-0.0014916i,0.00049947-0.0016508i,-9.5875e-05-0.0014162i,0.00028637-0.0012013i,0.00046021-0.00070627i,-1.7597e-05-0.00084698i,0.00017382-0.00077611i,0.00047101-0.00010474i,0.00030693-8.8842e-05i,0.00025067-8.015e-05i,-9.8887e-05-5.5727e-05i,-0.00030062-0.00025693i,-0.00031334-0.0001037i,-0.00057189-7.9646e-05i,-0.00063007-0.00012408i,5.2993e-05+3.3806e-05i,0.00015618+0.00019839i,-0.00016151+3.5135e-05i,-9.1581e-05-0.0010822i
-1.7294e-06+0.0017742i,0.00089849+0.0019745i,0.0007946+0.0017732i,0.00094873+0.00079317i,0.00087908-0.00022988i,-0.0015139-0.0008275i,-0.0023962-0.00023903i,-0.00066514+0.0001107i,-0.00016948-0.00031705i,-0.00074457-0.00058532i,-1.3999e-05+2.6614e-05i,0.0010716+0.0010697i,0.0001911+0.0014217i,-0.0013422+0.0006005i,-0.0010289-0.00011188i,-0.00048773+1.002e-05i,-0.00088096+0.00026086i,-0.00058574-4.0197e-05i,0.000544-0.00079007i,0.00054504-0.0010035i,-0.00046588-0.0002415i,-0.0011834+0.0003473i,-0.00063104+0.000553i
0.0010937-0.0036609i,0.00082164-0.0033877i,-0.00034748-0.00057888i,0.00060641+0.0024653i,0.001324+0.0032108i,0.00082755+0.0015075i,-1.6935e-05+0.00030135i,-0.0006509-0.00019236i,-0.00073737-0.00023916i,-0.00035226-0.00014661i,-0.00080504+7.3648e-05i,-0.0015783+7.5044e-05i,-0.0016183-0.00049i,-0.0012276-0.0008087i,-0.00029082-0.00089441i,-0.00017765-0.00018573i,-6.1169e-05+0.00042439i,0.00024427+0.00089026i,-0.00011761+0.0012259i,-0.00036037+0.00045458i,-0.00057515-0.00016694i,-0.00081087+7.152e-05i,-0.00071704-0.00018745i
0.0050306-0.0024828i,0.0037722-0.0041297i,0.0019431-0.0037876i,-0.00096181-0.0023993i,-0.0037263-0.0022613i,-0.0040011-0.0014125i,-0.0027226-0.00054502i,-0.0012048+0.00037385i,-0.0004308+0.00029997i,-0.00062227-0.00055045i,-0.00062378-0.00049532i,-0.00068069-0.0006976i,-0.00058599-0.00079164i,-0.00027102-6.6116e-05i,0.00020457+0.00057186i,0.0006377+0.00038157i,0.00038173-8.2949e-05i,2.2051e-05-0.00055276i,8.9848e-05-0.00036688i,0.00033156+0.00081284i,0.00076869+0.0012236i,0.00069299+0.00070489i,0.00013119+9.8634e-05i
0.0020031-0.0016363i,0.0020995-0.0018521i,0.00031974-0.0017061i,-0.0010712-0.0013691i,-0.0014974-0.0012589i,-0.00098051-0.00086346i,-0.00042145-0.00053267i,8.6465e-05-0.0007806i,0.00022378-0.0012872i,-0.00019082-0.00048351i,-5.4723e-06+0.00057569i,0.00054567+0.00086572i,0.00071417+0.0016066i,0.00014775+0.0015505i,-0.00058354+0.0013124i,-0.00036123+0.0011817i,0.00012842+0.00088442i,0.00043981+0.00030823i,0.00043436-0.0001803i,-0.0001363-0.0003513i,-0.0010142-0.00015184i,-0.0010384+0.00028816i,-0.00039633+0.00012073i
0.0027656-0.0012891i,0.0019588-0.0020488i,0.00065516-0.00064975i,0.0013267+0.0003055i,0.00202+0.0012753i,0.00041737+0.001776i,-0.0011647+0.0013665i,-0.00069738+0.00017239i,0.00015765-0.00076265i,-0.00083659-0.00021493i,-0.0015331+0.0005722i,-0.0015424+0.0013959i,-0.001285+0.0014916i,-0.0013681+0.0011061i,-0.0020008+0.0009998i,-0.0013828+0.00041456i,2.3086e-05+0.00021828i,1.6355e-06+0.0010178i,-0.00068995+0.001112i,-0.00049248+0.00021653i,-0.00022809-0.00060683i,-0.00035097-0.0010673i,-0.00025321-0.00062192i
0.0029302-0.0019702i,0.0040206-0.0027298i,0.0027725-0.00072174i,0.0018973+0.00091318i,0.00099392+0.00094577i,-0.00072+0.00052441i,-0.00089379+0.00034733i,-0.00069081+0.00015331i,-0.0013978-0.00043558i,-0.0011885-0.0011755i,-0.0011579-0.0013074i,-0.0013092-0.00084954i,-0.0010074-0.00030634i,-0.001252-0.00017425i,-0.0010539-0.00019802i,-0.0002111+0.00052581i,0.00032185+0.00087444i,0.00085271-4.1776e-05i,0.00028886-0.00047633i,-0.00049683-0.00027266i,0.00020252-0.000438i,0.00039766+4.1646e-06i,0.00013726+9.1563e-05i
0.0011876-0.0036124i,-0.0001719-0.0029593i,-0.0017452-0.0031834i,-0.0032894-0.0010207i,-0.0041272+0.00020182i,-0.0028706-0.00082713i,-0.0020936-0.0014622i,-0.0008471-0.0014055i,1.8868e-05-0.00028328i,-0.00017374+0.00024467i,0.00057443-0.00024997i,0.00098296-0.00051715i,0.00049616+2.776e-06i,0.00038729+0.00068792i,0.0012237+0.00081341i,0.0016599+0.0006193i,0.0011521-8.5888e-05i,0.0011565-0.00056044i,0.00078551-0.00038344i,0.00076701-0.00057492i,0.00055211-0.0003335i,0.00030259+8.494e-05i,0.00030654-0.00034367i
0.002186+0.00065047i,0.00093045-0.00040769i,-0.00022477-0.0004317i,-0.00040025+0.00089449i,4.1731e-05+0.0013991i,7.5257e-05+0.00093559i,-0.00043579-0.00031848i,-0.0012093-0.00095325i,-0.001325-0.0010823i,-0.00077414+6.6609e-06i,-2.389e-05+0.0013163i,0.00023611+0.0016711i,0.00020447+0.0019119i,-0.00029682+0.0012702i,-0.00024833+0.00039238i,0.00057458+0.00043124i,0.00061372+0.00066807i,0.00010212+0.00028847i,0.00024809+0.00052004i,0.00063137+0.00077671i,0.0010165+0.00063566i,0.001241+0.00059752i,0.00044809+0.00088093i
0.0028748-0.0020244i,0.0029948-0.002463i,0.001836-0.0022814i,0.0020659-0.0026125i,0.0017625-0.0041448i,0.00015082-0.0034495i,-0.00032404-0.0015643i,-0.00039782-0.0010396i,-0.0011661-0.00087751i,-0.0017834-0.0004483i,-0.0020292-0.00052214i,-0.0022772-0.0010631i,-0.0024036-0.00055922i,-0.0020168+9.1546e-05i,-0.0016254+2.8069e-05i,-0.0015094+0.0010065i,-0.0018156+0.002047i,-0.0015094+0.001144i,-0.00064373+1.5648e-05i,0.00035994-0.000107i,0.00060452-0.00015368i,0.00025552-0.00061421i,-0.00059639-0.00037993i
0.0032001-0.00059483i,0.0022136-0.00054234i,0.00078107-0.00035823i,-0.0003176+0.00078754i,-0.00032534+0.00074261i,-0.0013255-0.0010503i,-0.0014771-0.001074i,-0.0014045-7.8546e-05i,-0.0019639-6.2069e-05i,-0.0016002-9.0443e-05i,-0.0010477+0.00011355i,-0.00068802-0.00073899i,-0.0002464-0.0013407i,0.00084563-0.0012907i,0.00036076-0.0010276i,-0.00060755-0.0003886i,-0.00029093-0.0002408i,-0.00063179-0.00034095i,-0.00056147-0.00029347i,0.00015258-0.00053224i,0.00067225-0.00073167i,0.0011618-0.0005668i,0.0015702-5.8817e-05i
-0.00038182-0.00010618i,0.00031148+0.00016606i,-0.0004609+0.0017052i,-0.00069481+0.0034362i,-0.00056323+0.0038655i,0.0002811+0.002359i,0.00022027-0.00015332i,7.7322e-06-0.0015296i,2.133e-05-0.0010219i,0.00023358-0.00025383i,0.00027027+0.00040768i,0.00088983+0.00043058i,0.0016087+0.00031546i,0.001587+0.00010162i,0.0016488-7.9955e-05i,0.001502-0.00017568i,0.0014558-0.0001179i,0.0016031-0.0001904i,0.0013686-0.00057588i,0.00074158-0.00076316i,7.7464e-05-0.00048424i,1.9006e-06+0.00035479i,0.00080269+0.00049624i
0.00094474-0.0013285i,0.0014524-0.00080187i,0.001354-0.0010382i,-0.00055967-0.00076177i,-0.0013233-0.00053628i,-0.00075435-0.00039333i,0.00020713-0.00086683i,0.00032645-0.0016918i,-0.00038327-0.0013733i,-0.00055135-0.00048394i,-0.00027479+0.00040136i,-0.00059378+0.0015935i,-0.0014462+0.0026872i,-0.0022449+0.0028943i,-0.0016179+0.0022631i,-5.5356e-05+0.0023485i,9.157e-05+0.0023106i,-0.00049575+0.00188i,-0.00041966+0.00097948i,0.00020556-0.00010732i,0.00017591-0.0001998i,-0.0001757+0.00031745i,7.5926e-05+0.00046217i
0.0019763-0.0017377i,0.0038757-0.0015619i,0.0032392-0.0010575i,0.0014618-0.0016544i,0.00029784-0.0028238i,-0.00035195-0.0029026i,-0.00072602-0.0017182i,-0.00085533-0.0012799i,-0.0008268-0.0012403i,-0.00046364-0.0011938i,-0.00023033-0.00095301i,-0.0010517-0.0014359i,-0.0019567-0.0018487i,-0.0019515-0.0021367i,-0.0014691-0.0022386i,-0.0013621-0.0014476i,-0.00088223-0.00092916i,-0.00051667-0.00084637i,-0.0011003-0.0009273i,-0.00094174-0.00072633i,-0.00031253-0.00030033i,0.00045623+5.3495e-05i,0.00069042+0.00037317i
0.0024306+0.0013035i,0.00035212+0.0013118i,-0.0015802+0.00054417i,-0.00061396+0.0010509i,0.0013182+0.0010836i,0.0017583-0.00012457i,0.001198-0.00028246i,0.0006597+0.00024146i,0.00044722+0.00022424i,-0.00039257-3.7674e-05i,-0.00096363-6.7898e-05i,-3.993e-05-0.00050376i,0.0018518-0.00081158i,0.0027615-0.00059406i,0.0018554-0.00031509i,0.001131-0.00054186i,0.0010181-0.00060388i,0.0007857-0.00041606i,0.00064166-0.00059665i,0.00055566-0.0005244i,0.00043181-0.000228i,0.00038092-0.00015396i,9.9075e-05-0.00058031i
-0.0018571-0.0016809i,-0.0021338-0.0028834i,-0.001378-0.0011862i,-0.0002138+0.00044317i,-0.00040116+0.00076494i,-0.0014285+0.00019316i,-0.001863-0.00083451i,-0.0010692-0.00085025i,-0.0012131+0.00058506i,-0.0017092+0.0013303i,-0.00040583+0.0011064i,0.00022947+0.001639i,-0.00030695+0.0023233i,-0.00058118+0.001839i,-0.00057656+0.00055771i,-0.00011006+5.8451e-05i,0.0010134+0.00016145i,0.0014557+0.00022309i,0.0004249-0.00020357i,0.00015102-0.00038269i,0.00058467+0.00042776i,0.00092515+0.00087166i,0.00079155+0.00077854i
0.0077431-0.0066823i,0.0070745-0.0083283i,0.0017975-0.0062966i,-0.0018309-0.0023559i,-0.002703+0.00079741i,-0.0028315+0.0019701i,-0.0014743+0.00061727i,-0.0004618-0.00090341i,-0.00087902-0.0016529i,-0.00090501-0.00084762i,-0.00076587+0.00031429i,-0.0019602+0.00069761i,-0.0027023+0.00046779i,-0.0021607-3.7979e-05i,-0.0018235-0.00035397i,-0.0018242+0.00076396i,-0.0015749+0.0016459i,-0.0012619+0.0015014i,-0.00096727+0.0011361i,0.00034555+0.00064784i,0.0010356+0.00084356i,-6.1545e-05+0.00085975i,-0.00040361+0.00061721i
0.0013029+0.004327i,0.00067951+0.0037618i,-0.00011242+0.0022042i,-0.0011261+0.00022526i,-0.001229-0.00039786i,-0.00095669-0.00012316i,-0.00087524-0.00079989i,-0.00067898-0.001404i,-0.00071832-0.00090741i,-0.00087013-0.00066427i,-0.00047181-0.00081553i,0.00035267-0.0018242i,0.00084724-0.0033782i,0.0012762-0.0035178i,0.00056891-0.0024655i,-0.00031415-0.0014928i,-0.00053472-0.0011115i,-0.00011732-0.0010731i,0.00046609-0.00061174i,0.00027535-1.5468e-05i,4.5488e-05-0.00028034i,7.9987e-05-2.7112e-05i,0.0001847-6.7859e-05i
-0.0031663-0.0039107i,-0.00499-0.0040854i,-0.0032481-0.0025464i,-0.00092062-0.0013652i,-0.0010084-0.0017151i,-0.0018101-0.0016469i,-0.0012248-0.00016329i,-0.0003065+0.00086363i,-0.00039875+0.00027116i,-0.00061528-0.00050157i,2.7632e-05-0.0012596i,0.00093781-0.00086006i,0.0015703+0.00019652i,0.0016302+0.0010717i,0.00088602+0.0015888i,0.00077772+0.0011028i,0.0011373+0.00020133i,0.0011747-0.00017177i,0.00092405+0.00034545i,0.00060183+0.00039374i,0.00016085-0.00029888i,-0.00028441-0.00068351i,-0.00015464-0.0007751i
0.0069689+0.0027538i,0.0080578+0.0020846i,0.0054206+0.0034637i,0.0032489+0.0037448i,0.0027017+0.00143i,0.00065075-0.0017647i,-0.0018663-0.0028769i,-0.0019804-0.0018777i,-0.00044566-0.00081535i,0.00031945-0.00053404i,0.00037366+0.00025455i,-0.00016788+0.0010208i,-0.0019668+0.00052809i,-0.0024967-7.3045e-05i,-0.0013544+0.00057165i,-0.00028441+0.00080655i,0.00021302+0.00091927i,-0.00036918+0.00044728i,-0.0010873-0.00012456i,-0.0012916-0.00041415i,-0.00070133-9.7416e-05i,-7.5877e-05+6.818e-05i,-0.00021243-0.00041825i
-0.00064977+0.0040768i,0.00058536+0.0016527i,0.002107+0.00033464i,0.002127+0.00023132i,0.0016214+0.00017489i,0.00042444+5.1772e-05i,-0.00073957-0.00077693i,-0.00065413-0.0014279i,0.00087692-0.0015876i,0.00079196-0.00070526i,-0.00084548-0.00039945i,-0.0017458-0.0015463i,-0.0025564-0.0027262i,-0.0029997-0.0026602i,-0.0022084-0.0012106i,-0.0014211+6.1486e-05i,-0.0014726+0.00056893i,-0.0015844+0.00028878i,-0.0011919-0.00021619i,-0.0007262-7.7234e-05i,-0.00010225-0.00039536i,0.00011258-0.00043412i,-2.7565e-05-6.512e-06i
-0.0023069-0.0035783i,-0.0044137-0.0020827i,-0.0044719+0.00078796i,-0.002744+0.0013368i,-0.0013141-0.00038722i,-0.001865-0.0012374i,-0.0016926-0.00089739i,-0.0011961-0.0010217i,-0.0015136-0.00090512i,-0.0018132-0.00090741i,-0.0011722-0.0016059i,0.00030846-0.0015405i,0.0011632-0.00094392i,0.0012769-0.00082995i,0.00057665-0.0011067i,0.00024458-0.0017995i,0.00091436-0.0013369i,0.0010341-0.0008382i,0.00024244-0.0012107i,0.00018907-0.001225i,0.0012084-0.00095204i,0.0017743-0.00096925i,0.0014992-0.00069696i
