-0.002478-0.00050498i,-0.0008702+6.9389e-05i,-0.00040617-0.0010565i,-0.00027159-0.00092014i,0.00016562+0.0005638i,0.0010088+0.00023281i,0.0013759-0.00014266i,0.001122-0.00057579i,0.00054884-0.00062607i,-0.00017238-0.00025523i,-0.00027085+0.00012268i,7.2564e-05-0.00029674i,-0.00031568-0.0010626i,-0.0010266-0.0010434i,-0.0010436-9.8149e-05i,-0.00038858+0.00041737i,-0.00024196+0.00027798i,-0.00032875+0.00012756i,5.92e-05-0.00016598i,0.00014218-0.00079044i,0.00052344-0.0013631i,0.0005537-0.00094128i,0.00033716-0.00029609i
0.024136+0.029639i,0.093224+0.04212i,0.20856+0.013027i,0.30665-0.070732i,0.29204-0.14117i,0.17863-0.19097i,0.056717-0.28981i,-0.07701-0.39322i,-0.19031-0.34593i,-0.17541-0.17532i,-0.084698-0.069384i,-0.043798-0.042073i,-0.042411-0.0065281i,-0.037927+0.022031i,-0.039794+0.01962i,-0.038369+0.011415i,-0.02717+0.011943i,-0.015341+0.011793i,-0.0031893-0.0022977i,0.00024658-0.023331i,-0.0063785-0.028473i,-0.0062312-0.011733i,0.0056541+0.0087311i
-0.036483-0.021981i,-0.10969-0.024247i,-0.22544+0.033624i,-0.2845+0.1537i,-0.1932+0.21978i,-0.068966+0.19615i,-0.047257+0.19921i,-0.013152+0.25347i,0.093189+0.21862i,0.12958+0.086824i,0.077666+0.006123i,0.045193-0.010698i,0.036946-0.034975i,0.021349-0.049985i,0.016551-0.031033i,0.015492-0.0077602i,0.0022907+0.00029185i,-0.012817+0.0022939i,-0.012349+0.010489i,0.0072881+0.01722i,0.021342+0.010577i,0.012865-0.00042812i,-0.0039881-0.0011987i
0.03374+0.018388i,0.11576+0.035095i,0.26383+0.012902i,0.38787-0.061702i,0.33505-0.1116i,0.14291-0.093804i,0.004366-0.065465i,-0.056122-0.067348i,-0.095034-0.061783i,-0.090206-0.021344i,-0.057057+0.0077444i,-0.039703+0.019682i,-0.022508+0.040621i,-0.0027071+0.050585i,0.0027174+0.034238i,0.0039357+0.0074715i,0.011113-0.010988i,0.019061-0.015688i,0.012481-0.015478i,-0.0090008-0.010746i,-0.019032+0.0014877i,-0.0072417+0.0083576i,0.0061216+0.0013596i
-0.034976-0.014019i,-0.10701-0.027431i,-0.22749-0.026756i,-0.33294-0.025909i,-0.31456-0.048634i,-0.14291-0.023514i,0.070345+0.08308i,0.20695+0.14199i,0.19377+0.091663i,0.080657+0.028643i,0.017096+0.017743i,0.023627+0.0037844i,0.021672-0.030768i,0.0058129-0.03811i,0.0017596-0.02126i,0.0018315+0.0013117i,0.0055273+0.025597i,0.012891+0.034961i,0.01568+0.024922i,0.015395+0.0089697i,0.014185-0.0023951i,0.010599-0.0069816i,0.0063409-0.007207i
0.031565+0.013541i,0.12195+0.030174i,0.28247+0.02583i,0.42493+0.023199i,0.40906+0.074426i,0.24739+0.084031i,0.080468-0.053539i,-0.051342-0.20992i,-0.12172-0.20059i,-0.089934-0.078808i,-0.038251-0.0051556i,-0.032842+0.023623i,-0.039478+0.052624i,-0.038337+0.054014i,-0.034539+0.029274i,-0.023773-0.0021542i,-0.023582-0.038272i,-0.036359-0.059711i,-0.037201-0.053756i,-0.024977-0.034726i,-0.016475-0.017195i,-0.011124-0.0055049i,-0.0029439-0.0026014i
-0.037638-0.018667i,-0.12678-0.041184i,-0.29206-0.052277i,-0.46373-0.048388i,-0.4985-0.058489i,-0.36032-0.051239i,-0.16633+0.014932i,0.0049595+0.10403i,0.12489+0.12874i,0.15075+0.068913i,0.10502+0.0042055i,0.059723-0.029862i,0.039783-0.04913i,0.028816-0.049723i,0.013855-0.031257i,-0.00097498-0.002531i,0.0022016+0.024204i,0.017991+0.032785i,0.024908+0.028233i,0.02197+0.024213i,0.016889+0.021334i,0.01163+0.017017i,0.0070802+0.016677i
0.032078+0.0185i,0.12453+0.038329i,0.30886+0.050732i,0.54606+0.043161i,0.67473+0.025802i,0.55316-0.0092006i,0.27163-0.067581i,0.018806-0.12672i,-0.13044-0.13961i,-0.15488-0.082059i,-0.095784-0.019691i,-0.05214+0.011898i,-0.038456+0.039778i,-0.018724+0.051124i,0.0048251+0.034415i,0.020719+0.0067741i,0.020639-0.0096882i,0.01355-0.0027092i,0.0093065+0.0046097i,-0.0014968-0.0040298i,-0.013709-0.015047i,-0.021302-0.020329i,-0.029154-0.017696i
-0.036238-0.019247i,-0.1342-0.038099i,-0.32648-0.051301i,-0.56599-0.042346i,-0.68708+0.00091941i,-0.56212+0.092709i,-0.26688+0.18472i,0.00063122+0.18951i,0.11746+0.108i,0.088967+0.0057731i,0.020703-0.037833i,0.015278-0.041931i,0.038894-0.076222i,0.032407-0.096997i,0.008822-0.070687i,-0.015874-0.026578i,-0.027423+0.0064257i,-0.025876+0.0048786i,-0.021246-0.011147i,-0.0068614-0.012405i,0.011079-0.0068263i,0.019849-0.0030475i,0.018764-0.0024204i
0.043483+0.014383i,0.13355+0.042803i,0.30869+0.059977i,0.50608+0.021528i,0.55316-0.084391i,0.36564-0.1941i,0.087753-0.21486i,-0.10831-0.15551i,-0.16754-0.064223i,-0.10675+0.034596i,-0.022233+0.065324i,-0.0090486+0.043933i,-0.036373+0.053139i,-0.049985+0.06926i,-0.036007+0.05934i,0.004822+0.02509i,0.032641-0.019306i,0.035436-0.036312i,0.032356-0.024593i,0.021758-0.012039i,0.0036223-0.0054478i,-0.0051219+0.0007695i,0.0033564+0.0055401i
-0.032991-0.015067i,-0.11068-0.042222i,-0.24838-0.042453i,-0.39397+0.039538i,-0.40709+0.20214i,-0.20819+0.32617i,0.096396+0.27963i,0.3063+0.13522i,0.3107+0.0284i,0.17679-0.012248i,0.067924+0.0055885i,0.049555+0.01631i,0.043898-0.0080029i,0.017696-0.018164i,-0.012419-0.011266i,-0.04601+0.010521i,-0.065029+0.045569i,-0.064331+0.068279i,-0.052233+0.068521i,-0.03463+0.051777i,-0.018178+0.033466i,-0.0055519+0.022688i,0.00017655+0.013545i
0.035319+0.019508i,0.12408+0.043317i,0.28744+0.055804i,0.45337-0.0045494i,0.44064-0.13817i,0.22834-0.21278i,-0.014305-0.17267i,-0.18081-0.12988i,-0.23333-0.10294i,-0.15906-0.06087i,-0.064296-0.053316i,-0.051043-0.040218i,-0.04883+0.01132i,-0.01902+0.038297i,0.0083752+0.03459i,0.035968+0.0077358i,0.057565-0.031826i,0.069187-0.057074i,0.065329-0.071582i,0.044477-0.072059i,0.0253-0.055394i,0.014311-0.03609i,0.0075978-0.025358i
-0.030911-0.017002i,-0.095892-0.058085i,-0.1852-0.12621i,-0.23907-0.17393i,-0.16762-0.14375i,-0.0085789-0.091485i,0.097386-0.10278i,0.13631-0.12775i,0.14662-0.10212i,0.10536-0.05141i,0.049753-0.0063399i,0.042682+0.0069577i,0.055621-0.013386i,0.05507-0.029934i,0.040097-0.038763i,0.01038-0.030043i,-0.0091921-0.0060997i,-0.011113-0.0045594i,-0.0089115-0.013249i,-0.0065091-0.0015594i,-0.0060399+0.016501i,-0.0027663+0.019055i,0.0021624+0.01261i
0.032053+0.019585i,0.0839+0.046357i,0.13203+0.080635i,0.12105+0.096736i,0.015947+0.079673i,-0.14411+0.091837i,-0.22544+0.18248i,-0.2046+0.27363i,-0.15017+0.27549i,-0.08108+0.19227i,-0.040173+0.090054i,-0.05084+0.027289i,-0.083303-0.0068981i,-0.11444-0.023281i,-0.097947+0.0017646i,-0.021903+0.030537i,0.041112+0.026535i,0.055345+0.01775i,0.045122+0.011275i,0.027137-0.0089116i,0.004786-0.025422i,-0.0083033-0.018259i,-0.0081456+0.00060287i
-0.036005-0.016678i,-0.085781-0.038399i,-0.13505-0.064128i,-0.15595-0.084059i,-0.13323-0.079542i,-0.026792-0.065145i,0.1227-0.077671i,0.19287-0.14376i,0.14205-0.21031i,0.045024-0.17556i,0.0081156-0.067521i,0.037759-0.0019577i,0.076454+0.0062743i,0.10321-0.01072i,0.075667-0.042553i,-0.015761-0.053456i,-0.097046-0.024915i,-0.12879+0.01725i,-0.11443+0.053736i,-0.063232+0.071035i,-0.010916+0.053756i,0.0084947+0.020308i,0.0050123-0.0052529i
0.023759+0.013662i,0.063857+0.042195i,0.097578+0.087922i,0.12612+0.1632i,0.17566+0.24144i,0.20365+0.2368i,0.15429+0.11875i,0.083408+0.00090971i,0.051996-0.027374i,0.04615-0.017456i,0.034925-0.024784i,0.0020391-0.022707i,-0.03404+0.017303i,-0.049171+0.071489i,-0.025379+0.087223i,0.025433+0.046641i,0.061642-0.0077668i,0.07388-0.038585i,0.067806-0.048726i,0.044891-0.044333i,0.024774-0.031513i,0.011874-0.024453i,-0.0043061-0.014768i
-0.024969-0.013176i,-0.032672-0.01793i,0.017159-0.022496i,0.10791-0.06165i,0.11907-0.12165i,0.038852-0.13353i,-0.0047365-0.090785i,-0.019364-0.046061i,-0.089422+0.00223i,-0.13366+0.07131i,-0.093565+0.097345i,-0.04251+0.062541i,-0.0052264+0.017594i,0.021751-0.019024i,0.019773-0.02952i,0.00013016-0.010629i,-0.0075691-0.00015396i,-0.0016567-0.017039i,-0.004924-0.038071i,-0.026542-0.035428i,-0.038001-0.0095165i,-0.020087+0.0075574i,0.0013909+0.0032644i
0.028732+0.0085587i,0.051802-0.0012253i,0.030028-0.057213i,-0.037191-0.14228i,-0.052662-0.19207i,-0.02781-0.13651i,-0.024812-0.020774i,-0.010859+0.025133i,0.027578-0.030183i,0.029196-0.10087i,-0.0044944-0.10312i,-0.020346-0.066613i,-0.042696-0.046094i,-0.086094-0.023449i,-0.094561+0.017616i,-0.044499+0.057255i,0.018881+0.071653i,0.053354+0.055205i,0.06582+0.019182i,0.067238-0.022056i,0.042493-0.040903i,0.013837-0.022725i,0.011839-0.00053306i
-0.0291-0.011828i,-0.046964+0.0057235i,0.0066368+0.065229i,0.10587+0.11853i,0.084725+0.14238i,-0.0076432+0.16699i,0.029149+0.14328i,0.11761+0.038819i,0.11409-0.014707i,0.091083+0.023243i,0.082609+0.036456i,0.051696+0.018683i,0.02766+0.0018417i,0.022778-0.020255i,0.012354-0.032299i,-0.0069595-0.028389i,-0.023277-0.011673i,-0.02822+0.018556i,-0.025329+0.049468i,-0.012428+0.06678i,0.0035599+0.059122i,0.0063449+0.039251i,0.0051567+0.024677i
0.0218-0.0011559i,0.020994-0.041062i,-0.071833-0.14696i,-0.26703-0.21828i,-0.37984-0.15954i,-0.31009-0.078491i,-0.17203-0.079077i,-0.076816-0.10866i,-0.031394-0.099464i,-0.026103-0.062986i,-0.027409-0.029145i,-0.015782-0.0096046i,-0.0015882+0.011261i,0.020744+0.02618i,0.033739+0.0075841i,0.015691-0.018511i,-0.0059067-0.016158i,-0.0030768+0.0017408i,0.015494+0.0062451i,0.023834-0.0066693i,0.017678-0.017645i,0.014229-0.023303i,0.014127-0.027418i
-0.030608-0.0082334i,-0.048665+0.035604i,0.041541+0.18997i,0.31876+0.3379i,0.5628+0.27359i,0.50225+0.12226i,0.21537+0.099243i,-0.004897+0.15982i,-0.068003+0.15061i,-0.073424+0.074909i,-0.063582+0.018859i,-0.042915-0.0096674i,-0.016991-0.019207i,0.0045954-0.007635i,0.012125+0.010297i,0.0045198+0.0098115i,-0.017891-0.0021586i,-0.043144-0.012711i,-0.058644-0.021888i,-0.056763-0.016115i,-0.040862-0.00044612i,-0.02986+0.016115i,-0.022115+0.032517i
0.02919-0.011453i,0.067276-0.075039i,0.026021-0.24378i,-0.1993-0.36153i,-0.4478-0.20442i,-0.43764+0.022732i,-0.20749+0.015343i,-0.033669-0.13032i,0.038164-0.18453i,0.08478-0.14177i,0.075003-0.081704i,0.035048-0.031378i,-0.001891-0.014134i,-0.03936-0.010391i,-0.044425+0.0044717i,-0.012008+0.012178i,0.015046-0.015037i,0.011642-0.062218i,-0.010426-0.076767i,-0.023124-0.048633i,-0.013437-0.024051i,0.0031178-0.029239i,0.0034833-0.035459i
-0.024434-0.003178i,-0.053817+0.063978i,-0.013385+0.20223i,0.19783+0.21688i,0.44098-0.093718i,0.44038-0.38286i,0.28034-0.30265i,0.19911-0.085269i,0.13116+0.033734i,0.036598+0.085129i,0.01834+0.076463i,0.042012+0.019482i,0.042109-0.021386i,0.011243-0.024839i,-0.035358-0.0013908i,-0.058628+0.032936i,-0.041612+0.071158i,-0.0018088+0.10289i,0.031675+0.099337i,0.038796+0.058057i,0.026544+0.016585i,0.013836+0.00052323i,0.0023519-0.00084679i
0.043555+0.0034507i,0.15439-0.032626i,0.31397-0.13645i,0.36865-0.11874i,0.29362+0.24538i,0.28738+0.56789i,0.30195+0.38276i,0.1238+0.023284i,-0.089692-0.080741i,-0.11776-0.015501i,-0.051048+0.043522i,-0.0079064+0.061417i,-0.0075439+0.062051i,-0.006962+0.062805i,0.018381+0.021919i,0.014204-0.05379i,-0.026821-0.091009i,-0.05685-0.075924i,-0.056805-0.044806i,-0.033283-0.017901i,-0.0054669-0.0036864i,0.008259-0.0025316i,0.0044257-0.0092914i
-0.071041+0.025481i,-0.18275+0.083272i,-0.30774+0.19068i,-0.33098+0.19577i,-0.26366-0.0081008i,-0.21681-0.17979i,-0.1036-0.1323i,0.11473-0.08837i,0.22174-0.15931i,0.15419-0.17253i,0.071252-0.1034i,0.040569-0.047795i,0.02356-0.037734i,-0.017579-0.040701i,-0.054946-0.0084537i,-0.045247+0.032881i,-0.0087921+0.018789i,0.025107-0.047161i,0.044343-0.1007i,0.038034-0.10533i,0.017407-0.068374i,0.0040704-0.023074i,0.0017884+0.0013389i
0.057213-0.014666i,0.21996-0.056536i,0.54406-0.13655i,0.89256-0.24681i,0.96456-0.28481i,0.71864-0.20401i,0.44337-0.11267i,0.25788-0.10398i,0.095698-0.073803i,0.029991+0.033533i,0.050081+0.076302i,0.027103+0.035355i,-0.01314+0.007874i,-0.0233-0.013921i,-0.03201-0.029981i,-0.018617-0.024797i,0.028262-0.018562i,0.070342-0.013636i,0.071976-0.013482i,0.040118-0.012089i,0.01335-0.0021627i,0.0046563+0.0080121i,0.005503+0.010887i
-0.077428-0.037779i,-0.24342-0.032516i,-0.52011+0.04873i,-0.73046+0.23717i,-0.69865+0.39634i,-0.51356+0.42472i,-0.24514+0.35014i,0.0099138+0.16452i,0.040759-0.019704i,-0.06887-0.035996i,-0.08793+0.024604i,-0.030252+0.034282i,-0.0041507+0.020751i,-0.0082778+0.010982i,0.0028455-0.014558i,0.029516-0.04691i,0.030064-0.055608i,0.0016617-0.029002i,-0.0021289-0.0034166i,0.015287-0.0044944i,0.017555+0.0045413i,0.023047+0.028323i,0.038734+0.022437i
0.11408+0.060913i,0.2852+0.10833i,0.5038+0.17342i,0.54041+0.26636i,0.30425+0.38518i,0.033911+0.44846i,-0.05738+0.38901i,-0.039687+0.21256i,-0.047825+0.010574i,-0.097882-0.088502i,-0.10934-0.066004i,-0.06831-0.029083i,-0.025753-0.045481i,-0.013884-0.07416i,0.0015601-0.05061i,0.05063+0.01105i,0.10662+0.049077i,0.14187+0.046657i,0.14609+0.02207i,0.10098-0.0026651i,0.018646-0.0062135i,-0.037925+0.0097219i,-0.027459+0.01629i
-0.10851-0.037392i,-0.25328-0.11525i,-0.53382-0.27284i,-0.9011-0.42278i,-1.1371-0.34619i,-0.92984-0.034611i,-0.34948-0.0085136i,-0.0001867-0.354i,-0.039217-0.4576i,-0.066633-0.2386i,-0.0050172-0.086082i,0.0052677-0.053764i,-0.0030925-0.011998i,0.016156+0.034017i,0.005167+0.043726i,-0.056136+0.048106i,-0.087668+0.07598i,-0.053089+0.10192i,-0.0025938+0.10566i,0.028118+0.078213i,0.026529+0.021479i,0.0038751-0.019887i,-0.0084005-0.025387i
-0.0063119-0.11551i,0.024562-0.029574i,0.11111+0.11264i,0.21664+0.01618i,0.16517-0.3507i,-0.0099122-0.48416i,-0.017618-0.20437i,0.19637+0.009685i,0.30208-0.016436i,0.17243-0.039644i,0.025214-0.0002495i,-0.012489+0.018168i,-0.0011875-0.0067732i,0.0053115-0.060996i,0.012357-0.14475i,0.019906-0.22433i,0.0085343-0.24291i,-0.019438-0.20864i,-0.033843-0.15916i,-0.010484-0.1107i,0.032477-0.079269i,0.054957-0.064156i,0.061982-0.0525i
0.64262+7.7119i,3.371+6.2144i,7.0025+4.6986i,7.89+1.1946i,6.315-2.4095i,3.0908-4.0749i,-0.0090285-2.6558i,-1.2171-0.27748i,-0.66831+0.99206i,0.32935+0.6855i,0.35619-0.30776i,-0.46048-0.84808i,-1.2454-0.78549i,-1.605-0.33203i,-1.3513+0.22203i,-0.76623+0.52263i,-0.27571+0.44726i,0.029618+0.14494i,0.20019-0.13828i,0.24224-0.27145i,0.21289-0.33556i,0.11827-0.3051i,0.053055-0.10975i
0.009853+0.02179i,-0.061726+0.069662i,-0.29444+0.167i,-0.73676+0.21597i,-1.1234+0.27033i,-0.9921+0.31801i,-0.59376+0.1092i,-0.50455-0.22862i,-0.50447-0.30287i,-0.27051-0.1911i,-0.079975-0.10867i,-0.089124-0.044072i,-0.10896+0.024269i,-0.041293+0.029668i,0.020527-0.018946i,0.027821-0.039181i,0.030148-0.022523i,0.059457-0.0052188i,0.096346-0.0083013i,0.09876-0.037416i,0.06322-0.065004i,0.028033-0.068315i,0.011319-0.053638i
-0.040624-0.046062i,-0.10151-0.12001i,-0.17004-0.35308i,-0.27007-0.82227i,-0.33453-1.308i,-0.28062-1.3426i,-0.1335-0.88935i,0.027266-0.4136i,0.1109-0.16076i,0.086366-0.060954i,0.045774-0.021897i,0.047927-0.012313i,0.06069-0.00027572i,0.088461+0.028678i,0.10927+0.033269i,0.087043+0.030129i,0.062929+0.061275i,0.050911+0.10293i,0.032389+0.11613i,0.0077077+0.084204i,-0.03119+0.040084i,-0.059024+0.031752i,-0.047334+0.041431i
0.038856+0.0054251i,0.065846-0.018132i,-0.018755-0.1809i,-0.21739-0.40351i,-0.26379-0.50418i,-0.15105-0.46782i,-0.31174-0.27623i,-0.68613+0.19269i,-0.73489+0.63091i,-0.40475+0.5825i,-0.12796+0.2482i,-0.056658+0.069943i,-0.022292+0.07244i,0.050747+0.077074i,0.11867+0.025964i,0.1286-0.054524i,0.0808-0.10198i,0.033956-0.091707i,0.008818-0.062495i,-0.014788-0.030732i,-0.036938+0.0065151i,-0.0396+0.032471i,-0.022244+0.029734i
0.0048816-0.044299i,-0.15995-0.093056i,-0.55792-0.054411i,-1.0592+0.18306i,-1.2214+0.4407i,-0.91214+0.43109i,-0.56404+0.19195i,-0.47824+0.009549i,-0.42331-0.0010002i,-0.24555+0.010176i,-0.12858-0.026118i,-0.12336-0.027901i,-0.12132+0.001839i,-0.10233-0.0076313i,-0.10622-0.027899i,-0.12058-0.013723i,-0.11622-0.0037721i,-0.096212-0.016442i,-0.063486-0.019307i,-0.029477-0.00083571i,-0.0076078+0.026596i,-0.0011146+0.034954i,-0.012807+0.022058i
0.050199+0.029751i,0.13009+0.057621i,0.2278+0.042049i,0.20167-0.030275i,0.021058-0.068079i,-0.058735-0.06409i,-0.0087029-0.07196i,0.050682-0.030574i,0.15254+0.041701i,0.18852+0.046377i,0.094041+0.036542i,0.025307+0.054833i,0.033375+0.047641i,0.045593+0.021242i,0.039867+0.0027706i,0.028628+0.0027761i,0.032673+0.016003i,0.038836+0.0084019i,0.011806-0.01417i,-0.021638-0.01259i,-0.02432-0.0028816i,-0.019877-0.0017561i,-0.021155+0.0063573i
-0.066704-0.044332i,-0.20727-0.079265i,-0.43516-0.0020039i,-0.49266+0.2573i,-0.20395+0.4276i,0.059986+0.28013i,0.043387+0.15534i,0.073921+0.29843i,0.24509+0.3536i,0.27196+0.1663i,0.15341+0.015142i,0.069112+0.0091064i,0.066632+0.051542i,0.099969+0.060328i,0.11772+0.022989i,0.10722-0.026343i,0.080742-0.059355i,0.055019-0.055316i,0.040046-0.030151i,0.027134-0.021169i,0.017525-0.018933i,0.020173-0.010342i,0.019602-0.0028925i
0.049862+0.079887i,0.20004+0.24947i,0.53986+0.4766i,0.90512+0.52437i,0.88703+0.3089i,0.47067+0.12104i,0.08032+0.16212i,-0.071161+0.2198i,-0.09827+0.13059i,-0.095676+0.02418i,-0.066157-0.0057782i,-0.011754+0.0021617i,0.027987-0.023045i,0.012406-0.058758i,-0.025611-0.045507i,-0.045225-0.0099383i,-0.057857+0.0081691i,-0.064597+0.014825i,-0.054677+0.021334i,-0.033599+0.03273i,-0.0077611+0.037267i,0.0083597+0.022893i,0.01003+0.0061161i
-0.003927-0.05807i,-0.085541-0.25801i,-0.32757-0.59487i,-0.66108-0.76761i,-0.73181-0.551i,-0.44279-0.25618i,-0.19361-0.15977i,-0.12114-0.087519i,-0.024748-0.018321i,0.03435-0.047699i,0.0062306-0.045552i,-0.0042544-0.013661i,-0.0097329-0.017811i,-0.014669-0.012919i,0.0073968-0.0069399i,0.017756-0.013206i,0.007637-0.014427i,-0.017757-0.022781i,-0.05007-0.027377i,-0.056584-0.0067609i,-0.042558+0.015977i,-0.035178+0.024306i,-0.025467+0.028464i
0.030781+0.074673i,0.019086+0.28661i,0.00018546+0.71577i,0.036055+1.0874i,0.063803+0.97551i,-0.0025126+0.52325i,-0.048064+0.18859i,-0.00063557+0.021983i,0.013666-0.047383i,0.00070157-0.0072319i,0.022671+0.029255i,0.024076+0.017065i,0.012603+0.019126i,0.021391+0.0085241i,0.011335-0.020106i,-0.013786-0.016483i,-0.023445+0.010248i,-0.011943+0.04518i,0.018438+0.068441i,0.042107+0.046893i,0.045157+0.0029717i,0.036815-0.021529i,0.020924-0.020908i
-0.0020919-0.083134i,0.078405-0.29926i,0.2691-0.72925i,0.42469-1.179i,0.37466-1.2194i,0.24628-0.81533i,0.21462-0.34879i,0.20921-0.046098i,0.1617+0.080394i,0.10633+0.067931i,0.070887+0.0020953i,0.062631-0.040471i,0.059-0.054605i,0.042092-0.041008i,0.028436-0.013972i,0.017907+0.0024155i,0.012386+0.021883i,0.017555+0.044342i,0.021431+0.050701i,0.01995+0.031371i,0.0080111+0.00070271i,-0.0077722-0.015266i,-0.013224-0.016463i
-0.031104+0.076105i,-0.16483+0.20705i,-0.40282+0.39371i,-0.51795+0.47559i,-0.31427+0.26164i,-0.11092-0.075439i,-0.20179-0.18784i,-0.30485-0.067966i,-0.2192+0.034843i,-0.11254+0.022403i,-0.073624-0.011687i,-0.059742-0.0035537i,-0.039707+0.030371i,-0.0058456+0.04608i,0.022212+0.023348i,0.026934-0.018486i,0.015151-0.048829i,-0.0012056-0.067448i,-0.019027-0.078499i,-0.031668-0.062787i,-0.034504-0.021925i,-0.03038+0.016153i,-0.017179+0.03225i
0.043551-0.031082i,0.19186-0.094624i,0.45785-0.19007i,0.63441-0.2536i,0.52172-0.21244i,0.29388-0.15983i,0.15471-0.22678i,0.037221-0.32077i,-0.043545-0.27928i,-0.0080043-0.1576i,0.033113-0.081799i,0.0068145-0.036773i,-0.025308-0.00041705i,-0.045012+0.0065579i,-0.052757+0.01045i,-0.030049+0.024444i,-0.0060227+0.017558i,-0.0058148+0.0021622i,-0.010354+0.0090684i,-0.0027646+0.023782i,0.011613+0.02523i,0.021308+0.01525i,0.019463+0.0047915i
-0.016647+0.021938i,-0.1428+0.0011048i,-0.46014-0.082611i,-0.86807-0.15566i,-1.0121-0.083774i,-0.71607+0.069084i,-0.27671+0.063094i,-0.068791-0.078702i,-0.079363-0.13342i,-0.10648-0.074572i,-0.083547-0.017074i,-0.043035-0.021798i,-0.02867-0.05014i,-0.022595-0.04037i,-0.0040948-0.0055017i,0.0074831+0.021511i,0.015781+0.044409i,0.02412+0.065756i,0.02392+0.070131i,0.011947+0.051083i,0.0012718+0.020504i,-0.00065959-0.0077566i,-0.0063931-0.022031i
0.0068094-0.032128i,0.058038-0.04461i,0.13724-0.0072149i,0.1452+0.0873i,0.054199+0.1794i,-0.0028045+0.24402i,-0.017643+0.32829i,-0.042214+0.42262i,-0.018951+0.41188i,0.015404+0.26881i,0.010557+0.13358i,0.0084591+0.070745i,0.023441+0.046692i,0.052801+0.043021i,0.077383+0.02224i,0.060305-0.018587i,0.032268-0.038619i,0.026644-0.045406i,0.020076-0.054549i,0.0019556-0.048575i,-0.01094-0.022494i,-0.010037+0.0026769i,-0.0034118+0.012169i
-0.023804+0.041859i,-0.088103+0.0813i,-0.14821+0.12612i,-0.040264+0.14016i,0.20776+0.045114i,0.22267-0.14481i,-0.065591-0.19004i,-0.23654-0.027595i,-0.15221+0.082451i,-0.03467+0.042939i,-0.00032818-0.009716i,-0.0064028+0.0096914i,0.01755+0.044369i,0.038206+0.019732i,0.010718-0.013994i,-0.021748-0.01217i,-0.044436-0.0088183i,-0.06328-0.01241i,-0.059155-0.0057859i,-0.032542+0.0097225i,-0.002011+0.014844i,0.014794+0.0092209i,0.020322+0.0050521i
0.025544-0.015803i,0.11997+0.0068544i,0.30629+0.076201i,0.48452+0.10747i,0.47592+0.023122i,0.29892-0.080306i,0.14514-0.11414i,0.071238-0.093035i,0.047133-0.026861i,0.070067+0.018114i,0.065506-0.005378i,0.014335-0.02554i,-0.017264-0.023709i,-0.032317-0.024442i,-0.030755-0.0046199i,0.0039287+0.021762i,0.03595+0.028464i,0.041374+0.028761i,0.030774+0.028715i,0.017133+0.019596i,0.0032818+0.0030926i,-0.011972-0.0093787i,-0.020123-0.011324i
-0.019076+0.0076336i,-0.11539-0.032899i,-0.34809-0.12835i,-0.63256-0.14734i,-0.70139-0.0068529i,-0.46165+0.11563i,-0.14911+0.11949i,0.072177+0.093538i,0.17267+0.018691i,0.10437-0.065298i,0.00085836-0.041786i,-0.011376+0.00056978i,-0.016076+0.0015825i,-0.019787+0.010266i,0.00025725-0.0053292i,-0.002344-0.041675i,-0.0059316-0.055766i,0.010022-0.053911i,0.021129-0.045084i,0.017945-0.031366i,0.0077755-0.010937i,0.0032534+0.010403i,-0.00044236+0.018404i
0.010127-0.011428i,0.025783+0.051579i,0.054296+0.24074i,0.081947+0.46969i,0.09313+0.52344i,0.10574+0.41825i,0.13826+0.31715i,0.15098+0.19587i,0.079918+0.042864i,-0.025676-0.0081859i,-0.030837+0.029209i,0.033155+0.037852i,0.062333+0.027193i,0.054077+0.023404i,0.01656+0.013571i,-0.030532+0.019525i,-0.053774+0.040491i,-0.054327+0.049493i,-0.03934+0.042623i,-0.01745+0.026165i,-0.00025191+0.010626i,0.0090783+0.0025953i,0.011122-0.00066492i
0.0034094+0.0098658i,0.043302-0.045538i,0.1837-0.24146i,0.3968-0.54008i,0.5027-0.7236i,0.38523-0.72302i,0.12386-0.66488i,-0.13088-0.53229i,-0.22407-0.26678i,-0.11636-0.074357i,-0.015593-0.066342i,-0.016183-0.071262i,-0.0086999-0.047793i,0.0050052-0.039124i,0.0078722-0.0057972i,0.027119+0.025961i,0.031611+0.031585i,0.011638+0.032594i,-0.0088587+0.025549i,-0.016826+0.015578i,-0.011878+0.0030187i,-0.014199-0.0083678i,-0.020004-0.0054137i
0.0077229-0.0231i,0.011243-0.041057i,-0.0034958-0.083083i,-0.063479-0.19625i,-0.16425-0.30623i,-0.29466-0.21975i,-0.365+0.026805i,-0.2861+0.20011i,-0.11575+0.18758i,0.00043996+0.076327i,0.0087078+0.0066038i,-0.018038-0.0019637i,-0.044297+0.0020059i,-0.05096+0.0099204i,-0.0096317+0.0059035i,0.031715-0.025492i,0.032847-0.053998i,0.013125-0.057081i,-0.0080403-0.038009i,-0.015077-0.016246i,-0.010916-0.0065787i,-0.0012505-0.0029231i,0.0083063-0.0012481i
