0.00062495+0.00062003i,0.00018372-0.00048689i,0.00017748-0.0026462i,0.00014938-0.0048044i,-0.0014138-0.0045353i,-0.0029007-0.0016309i,-0.0027236+0.001283i,-0.0008291+0.0016755i,6.9849e-05+0.00060666i,0.00044166+0.00023322i,4.5739e-06-0.00018563i,-0.0012368-0.00021619i,-0.0012624+0.00020978i,-0.00030145-5.3243e-05i,-0.00024786+0.00047109i,-0.00026426+0.001023i,0.00051816+0.00054248i,0.00056325+0.00025354i,0.00053103-0.0004213i,0.0005735-0.00062756i,0.00036358+7.9825e-05i,-0.00019935+0.00092106i,-0.00038515+0.0009113i
-0.0080914+0.0088007i,-0.016729+0.021843i,-0.019125+0.027522i,-0.023929+0.0037386i,-0.06518-0.028131i,-0.11293-0.021152i,-0.10178+0.043452i,-0.034159+0.10141i,0.022842+0.086918i,0.023994+0.049545i,0.010394+0.03651i,0.01254+0.028716i,0.014341+0.018377i,0.014602+0.015788i,0.018561+0.019407i,0.02658+0.027472i,0.041741+0.044401i,0.054024+0.059317i,0.046826+0.054014i,0.032789+0.033155i,0.034505+0.0090169i,0.043546-0.018772i,0.035414-0.041568i
0.0066634-0.0037284i,0.019392-0.014013i,0.018682-0.030178i,0.0020468-0.042338i,0.001626-0.063307i,0.009208-0.098989i,-0.019746-0.13785i,-0.084803-0.14573i,-0.12344-0.093366i,-0.099907-0.028512i,-0.0473+0.00022396i,-0.0079794-0.00087995i,0.007846-0.011645i,0.0092851-0.021623i,0.0036628-0.029269i,-0.0018585-0.040625i,0.0019073-0.061377i,0.011516-0.075034i,0.012058-0.063056i,0.001506-0.042278i,-0.013585-0.034666i,-0.035464-0.034813i,-0.051339-0.023888i
-0.0070018+0.0021068i,-0.021972+0.0089956i,-0.023293+0.024252i,0.0083851+0.039644i,0.062733+0.041473i,0.11171+0.019766i,0.12862-0.00053305i,0.1196+0.0063145i,0.092823+0.01218i,0.057777-0.0030902i,0.018775-0.018445i,-0.015088-0.011369i,-0.025533+0.0013185i,-0.025421+0.0061414i,-0.026372+0.014501i,-0.032544+0.025217i,-0.050536+0.026655i,-0.065458+0.016114i,-0.056315+0.0055025i,-0.033494+0.0033062i,-0.019631+0.010164i,-0.013032+0.029106i,-0.0025191+0.044757i
0.009401+0.0010425i,0.026705-0.00089649i,0.032557-0.0083269i,0.0046393-0.0061264i,-0.037262+0.034589i,-0.04179+0.10989i,0.0055668+0.13452i,0.039201+0.065954i,0.034769-0.0113i,0.02028-0.027592i,0.0092839-0.0085981i,0.004586+0.0033761i,0.001601+0.012284i,0.0074868+0.021358i,0.024662+0.021116i,0.043739+0.022115i,0.054571+0.034925i,0.051591+0.05024i,0.039991+0.046832i,0.026278+0.029813i,0.02155+0.018044i,0.034357+0.0078392i,0.046793-0.0045151i
-0.0077585-0.0018639i,-0.028876-0.0060161i,-0.052561+0.00034263i,-0.068753+0.018575i,-0.087414+0.035051i,-0.11739+0.044149i,-0.13995+0.073207i,-0.12358+0.11205i,-0.083283+0.12182i,-0.040095+0.094478i,-0.0051611+0.044764i,0.0093299+0.0078095i,0.014796-0.0063211i,0.015774-0.015828i,0.0084029-0.026252i,0.003066-0.036842i,0.010917-0.047601i,0.024601-0.051513i,0.025457-0.040562i,0.016393-0.02159i,0.010758-0.013069i,0.001102-0.02301i,-0.013373-0.035295i
0.011645+0.010385i,0.028849+0.016693i,0.048083+0.0080193i,0.045276-0.033599i,0.010936-0.097965i,-0.022584-0.14037i,-0.023081-0.14897i,-0.00040503-0.12925i,0.01934-0.090268i,0.01209-0.057282i,-0.0067319-0.029372i,-0.012908-0.012718i,-0.014635-0.012573i,-0.019607-0.011088i,-0.025137-0.0014236i,-0.035375+0.0063322i,-0.053771+0.0059389i,-0.06819-0.00050882i,-0.062273-0.0021919i,-0.039663-0.00089317i,-0.02421-0.002913i,-0.026658+0.0057598i,-0.031245+0.021589i
-0.005698-0.010998i,-0.019937-0.023862i,-0.039246-0.029146i,-0.042349-0.0081925i,-0.0015394+0.022659i,0.054893+0.010043i,0.054709-0.026637i,-0.0029547-0.035721i,-0.046846-0.01948i,-0.039114-0.00051923i,-0.014449+0.0090204i,-0.0072036+0.016636i,-0.0056901+0.025041i,0.0031517+0.022612i,0.012873+0.013717i,0.01745+0.015385i,0.021175+0.032321i,0.024333+0.052695i,0.025037+0.049983i,0.017632+0.027279i,0.0072876+0.015305i,0.015043+0.018923i,0.032556+0.021596i
0.0050564+0.014692i,0.015547+0.029924i,0.032231+0.046077i,0.048386+0.044368i,0.050118+0.038662i,0.048216+0.077426i,0.078671+0.12145i,0.11198+0.10316i,0.099874+0.055631i,0.062315+0.02308i,0.034362+0.0044016i,0.023684-0.0043866i,0.022666-0.0061493i,0.015996-0.0067197i,0.0089251-0.0084533i,0.013886-0.015861i,0.030774-0.030697i,0.047458-0.044016i,0.044592-0.043848i,0.02793-0.027868i,0.019467-0.015071i,0.018592-0.024144i,0.012544-0.038492i
-0.00024036-0.0097462i,-0.0043401-0.027102i,-0.022878-0.046284i,-0.065349-0.036551i,-0.1028+0.013816i,-0.096095+0.046537i,-0.067006+0.022682i,-0.057027-0.018286i,-0.054322-0.028329i,-0.042186-0.011299i,-0.031393-0.001627i,-0.027997-0.0058898i,-0.028543-0.0068441i,-0.023314-0.00061311i,-0.019106+0.0028217i,-0.026018-0.00081597i,-0.042617-0.012017i,-0.058839-0.021575i,-0.054106-0.016557i,-0.028532-0.0060955i,-0.011834-0.0054085i,-0.021714-0.0064153i,-0.036354+0.00046659i
-0.0016152+0.0040034i,-0.0091051+0.022927i,-0.010779+0.045211i,0.0013909+0.040943i,-0.0040721-0.010944i,-0.050938-0.050564i,-0.089012-0.018787i,-0.064959+0.042995i,-0.013725+0.060151i,0.0081013+0.032357i,0.0082159+0.011686i,0.0066031+0.010997i,0.0069832+0.01276i,0.005875+0.0077275i,-0.00016725+0.0066752i,-0.0047034+0.020648i,-0.0033878+0.04453i,-0.00048232+0.060125i,0.0012028+0.050241i,-0.00057721+0.025174i,-0.005739+0.015i,-0.00070197+0.026681i,0.014732+0.036305i
0.0067198-0.0032404i,0.016686-0.020042i,0.024877-0.048424i,0.012102-0.073431i,-0.0086594-0.066109i,-0.0011307-0.038741i,0.022068-0.026749i,0.019142-0.033849i,-0.0058174-0.037773i,-0.014438-0.025524i,-0.0041437-0.01427i,0.004722-0.015284i,0.005852-0.017723i,0.0063827-0.012343i,0.013719-0.0057851i,0.025237-0.0058621i,0.03872-0.010358i,0.050087-0.015776i,0.041518-0.017079i,0.017657-0.00824i,0.0097885+0.001603i,0.023227-0.0063474i,0.03124-0.023778i
-0.0059532+0.0027393i,-0.022069+0.014561i,-0.041097+0.036419i,-0.0364+0.06973i,0.011494+0.085647i,0.071477+0.051733i,0.075352-0.010909i,0.023875-0.029156i,-0.0055807+0.008609i,0.0022191+0.032383i,0.0052033+0.024284i,-0.0034754+0.017754i,-0.0041342+0.018205i,0.0042729+0.010913i,0.0078662-0.0029182i,0.001965-0.016944i,-0.012605-0.031334i,-0.026393-0.038517i,-0.023162-0.027924i,-0.0059983-0.013551i,0.0029116-0.015094i,-0.01198-0.024923i,-0.033071-0.023863i
0.011626-0.00447i,0.025903-0.0099144i,0.042772-0.020209i,0.04078-0.038314i,-0.0019372-0.043772i,-0.059537-0.010059i,-0.056993+0.035518i,0.0028564+0.020361i,0.027727-0.032663i,0.0066496-0.043644i,-0.0088445-0.022419i,-0.0065014-0.0059399i,-0.0013792-0.0014806i,-0.0042749+9.3352e-05i,-0.012436+0.0062867i,-0.017887+0.013755i,-0.024111+0.024196i,-0.029124+0.034338i,-0.023658+0.030199i,-0.012523+0.014357i,-0.011345+0.0079918i,-0.016765+0.022061i,-0.013882+0.038747i
-0.011802+0.0021017i,-0.026934+0.0030661i,-0.05591+0.00087879i,-0.094312+0.011031i,-0.11325+0.049204i,-0.074714+0.095034i,-0.012493+0.10648i,-0.00011309+0.093908i,-0.020679+0.078603i,-0.022319+0.054132i,-0.0079922+0.025507i,-0.0050954+0.0056113i,-0.0099034+0.0035794i,-0.0075508+0.0090046i,-0.00019436+0.010956i,0.010954+0.013397i,0.029058+0.016402i,0.04354+0.016035i,0.037462+0.010738i,0.019845+0.0068116i,0.014495+0.010666i,0.029548+0.010233i,0.045992+0.00032464i
0.011932+0.001794i,0.023916+0.0068073i,0.043171+0.020706i,0.076986+0.022897i,0.10853-0.027839i,0.08373-0.11004i,0.014535-0.13202i,-0.0044138-0.084042i,0.032775-0.037074i,0.047936-0.023452i,0.028749-0.020295i,0.01487-0.012431i,0.013713-0.0097593i,0.013013-0.014239i,0.0083342-0.02141i,0.0033386-0.029418i,0.0004926-0.039058i,-0.0019967-0.045828i,-0.0044015-0.037415i,-0.002358-0.01981i,0.0026103-0.015378i,-0.00012249-0.027832i,-0.009857-0.039366i
-0.0099713-0.0046224i,-0.018747-0.01223i,-0.027359-0.035098i,-0.050945-0.067406i,-0.099914-0.065429i,-0.12094-0.0056792i,-0.091709+0.038355i,-0.076953+0.019413i,-0.089998-0.0040301i,-0.078299+0.0068671i,-0.041495+0.01912i,-0.020118+0.012824i,-0.017487+0.0039379i,-0.019656+0.0020389i,-0.022066+0.0056949i,-0.028492+0.011594i,-0.041779+0.02011i,-0.046108+0.027527i,-0.029326+0.023251i,-0.010499+0.010323i,-0.0090681+0.0016495i,-0.021029+0.0065083i,-0.03262+0.018905i
0.0037847+0.0021186i,0.0046737+0.014413i,-0.0079595+0.04477i,-0.015121+0.10357i,0.028326+0.16291i,0.11045+0.15764i,0.15339+0.092713i,0.12915+0.050879i,0.092134+0.050008i,0.065989+0.037547i,0.037684+0.013572i,0.018775+0.0084441i,0.016295+0.015094i,0.020779+0.019851i,0.026023+0.021794i,0.03316+0.023609i,0.042275+0.026717i,0.044162+0.025291i,0.030937+0.014998i,0.013026+0.0050695i,0.0033019+0.0053047i,0.0079552+0.014154i,0.020641+0.023914i
-0.0037111-0.0057795i,-0.00089517-0.012689i,0.019911-0.032472i,0.044762-0.084548i,0.016753-0.15667i,-0.064541-0.1756i,-0.11246-0.12428i,-0.08855-0.08676i,-0.05419-0.085959i,-0.04161-0.067735i,-0.028534-0.03809i,-0.014676-0.026335i,-0.003954-0.025079i,0.0031895-0.025533i,0.0041522-0.027456i,0.0040836-0.033381i,0.0053553-0.045951i,0.0034138-0.051432i,-0.002353-0.036041i,-0.0047332-0.011189i,0.0015585+0.0028395i,0.013546-0.0027451i,0.025493-0.020281i
-0.006128+0.0031455i,-0.0096723+0.0094339i,-0.045898+0.013141i,-0.11726+0.036621i,-0.16005+0.09725i,-0.12421+0.14438i,-0.056159+0.13577i,-0.023865+0.11424i,-0.017622+0.10204i,-0.0045997+0.077798i,0.0037012+0.048032i,-0.0032273+0.028903i,-0.016007+0.02185i,-0.024055+0.018139i,-0.02645+0.016487i,-0.031708+0.01952i,-0.039785+0.023618i,-0.04147+0.02356i,-0.027544+0.01716i,-0.0047461+0.0061225i,0.0077028-0.0056472i,0.0010205-0.017196i,-0.017982-0.024027i
0.00065857-0.0015875i,0.0033059+0.00035291i,0.034377+0.021224i,0.11276+0.041426i,0.20158+0.012733i,0.22929-0.051322i,0.18535-0.09079i,0.1297-0.096667i,0.090526-0.081111i,0.052773-0.055953i,0.022936-0.033326i,0.014678-0.01455i,0.017969-0.0026601i,0.02075+0.0038368i,0.022249+0.0064947i,0.026289+0.01005i,0.032724+0.019993i,0.033338+0.026982i,0.02236+0.019617i,0.0071538+0.0051259i,-0.0063278-0.0020172i,-0.017776+0.0061062i,-0.022915+0.025154i
-0.0026319+0.0082764i,0.00051356+0.0028756i,-0.013698-0.032462i,-0.073295-0.095783i,-0.16321-0.12047i,-0.21998-0.061781i,-0.20197+0.024559i,-0.15297+0.064823i,-0.117+0.057418i,-0.079401+0.03894i,-0.041275+0.019376i,-0.022475-0.0020433i,-0.015573-0.01549i,-0.010356-0.021898i,-0.0066045-0.025969i,-0.0043328-0.031286i,-0.00071463-0.039662i,0.0048144-0.039833i,0.0056831-0.025406i,0.00080454-0.0066216i,-0.00038258+0.0099337i,0.010637+0.02125i,0.029193+0.021892i
-0.0029407-0.0052822i,-0.010795+0.0019441i,-0.024714+0.04607i,-0.02392+0.13551i,0.0075219+0.21362i,0.056128+0.21057i,0.081544+0.13356i,0.076059+0.060637i,0.070525+0.033716i,0.061117+0.020062i,0.037039+0.0073403i,0.01558+0.010655i,0.0060055+0.016879i,0.00018505+0.016508i,-0.0071158+0.015926i,-0.01684+0.014771i,-0.028971+0.012595i,-0.034085+0.008299i,-0.023941+0.0033728i,-0.006651+0.0014127i,0.0065635-0.0031981i,0.012592-0.016327i,0.013114-0.033014i
1.7148e-05+0.007104i,0.011173+0.0056516i,0.045462-0.028546i,0.08665-0.11845i,0.093742-0.22379i,0.04996-0.26857i,-0.0075356-0.23542i,-0.042401-0.17345i,-0.057406-0.11671i,-0.052504-0.062258i,-0.027342-0.0217i,-0.0039705-0.0074506i,0.0072509-0.0032033i,0.013256+0.0030109i,0.016643+0.0080964i,0.018659+0.013857i,0.022839+0.022589i,0.025042+0.026864i,0.020653+0.018324i,0.013716+0.0031482i,0.0038227-0.0076789i,-0.012252-0.010806i,-0.028584-0.0077543i
0.0012892-0.00015253i,-0.010554-0.0083186i,-0.062444-0.00036914i,-0.1507+0.047366i,-0.2065+0.12499i,-0.16158+0.17751i,-0.053931+0.17892i,0.018894+0.15411i,0.034423+0.11742i,0.025113+0.071642i,0.0087114+0.029516i,-0.0082866+0.0066392i,-0.015346-0.00020549i,-0.012448-0.003904i,-0.0076607-0.0079674i,-0.00056533-0.013705i,0.0080306-0.022883i,0.01133-0.02721i,0.0062465-0.021071i,3.123e-05-0.011458i,-0.0013681-0.0021595i,0.00018478+0.010178i,0.0013345+0.02568i
-0.0027044+0.0047055i,0.0081767+0.019141i,0.057314+0.042108i,0.15269+0.05353i,0.23328+0.040811i,0.22347+0.021365i,0.14928+4.9043e-05i,0.083254-0.031074i,0.042544-0.05018i,0.017471-0.041923i,0.0037651-0.020733i,0.0024141-0.0041908i,0.0031428+0.0012476i,-0.0023487+0.0028146i,-0.010427+0.003808i,-0.020157+0.0031131i,-0.031206+0.0035773i,-0.034794+0.0035351i,-0.027854+0.004742i,-0.017617+0.0090706i,-0.0075578+0.010794i,0.006059+0.0073643i,0.022331+0.0025158i
0.0025941-0.0015188i,-0.00045882-0.022307i,-0.037583-0.069749i,-0.1226-0.12984i,-0.21325-0.16141i,-0.2494-0.13982i,-0.23379-0.074039i,-0.18872-0.0035026i,-0.12279+0.031518i,-0.059657+0.030882i,-0.016855+0.015349i,0.00065379-0.0013372i,0.0036993-0.0071604i,0.0072247-0.0035707i,0.011197+0.0016861i,0.01379+0.0099986i,0.017048+0.020323i,0.016407+0.024555i,0.013161+0.017431i,0.011254+0.0071113i,0.0098345+0.00079083i,0.0053506-0.0085242i,-0.00066131-0.0235i
-0.002409+0.0033578i,-0.010356+0.024727i,-0.0038731+0.083969i,0.028159+0.16647i,0.063+0.21126i,0.08349+0.18735i,0.10887+0.112i,0.12253+0.03365i,0.097096-0.001459i,0.055641-0.0063407i,0.020193-0.0061499i,-0.00099406+0.00035409i,-0.0042937+0.0044367i,-0.00029888-0.0021552i,0.0042738-0.010938i,0.010494-0.020241i,0.016438-0.029004i,0.019294-0.027916i,0.015638-0.019295i,0.0081873-0.013864i,0.002036-0.01344i,-0.0081104-0.0097098i,-0.022056-1.6678e-05i
0.010444-0.00038726i,0.026088-0.021194i,0.047096-0.082839i,0.057232-0.17023i,0.062527-0.21903i,0.072345-0.20508i,0.050339-0.16044i,-0.0026978-0.10676i,-0.034594-0.05559i,-0.033474-0.017526i,-0.017549+0.0031103i,-0.0027677+0.0069643i,0.00079232+0.004187i,-0.0030818+0.0062623i,-0.0081098+0.0098904i,-0.016957+0.0099677i,-0.027344+0.0069404i,-0.029299+0.0029i,-0.020805+0.0021338i,-0.010904+0.0044969i,-0.0058176+0.005706i,-0.00031616+0.010509i,0.0079927+0.020438i
-0.0090944+0.0014061i,-0.035045+0.013718i,-0.084212+0.058066i,-0.14041+0.1237i,-0.18073+0.16154i,-0.18275+0.17134i,-0.12915+0.18063i,-0.055157+0.15911i,-0.010812+0.1016i,0.0052502+0.049471i,0.0082257+0.015115i,0.00030965-0.0013641i,-0.004263-0.00019875i,0.00087996+0.0040042i,0.006609+0.0069032i,0.011689+0.014022i,0.01503+0.02211i,0.010724+0.025015i,0.0033727+0.018394i,0.0010258+0.010048i,0.002212+0.0076714i,0.0066848+0.0038825i,0.014885-0.0053921i
0.011109+0.0035305i,0.041055+0.0028967i,0.10101-0.013828i,0.16146-0.039678i,0.18526-0.03662i,0.16761-0.02452i,0.12367-0.04781i,0.068548-0.072568i,0.022401-0.065061i,-0.0034293-0.042136i,-0.014292-0.019522i,-0.010942-0.0047349i,-0.0043554-0.0024211i,-0.0052207-0.0058233i,-0.0075148-0.010946i,-0.0062123-0.018113i,0.00085732-0.025136i,0.0098404-0.024956i,0.011253-0.015934i,0.0073624-0.0067746i,0.0050907-0.0025548i,0.00094525-0.0034372i,-0.0067403-0.0074042i
-0.0062617-0.0077324i,-0.036872-0.019822i,-0.10086-0.034482i,-0.16677-0.050112i,-0.18682-0.084011i,-0.16769-0.1083i,-0.14184-0.080301i,-0.10147-0.027467i,-0.048659+0.0073485i,-0.011931+0.018569i,0.0052552+0.015711i,0.006456+0.0048251i,0.00099221-0.0018698i,0.0011869+0.00055514i,0.0004718+0.0045166i,-0.0081084+0.0066173i,-0.01852+0.0067058i,-0.019558+0.0020826i,-0.009972-0.0032684i,-0.0015031-0.0072755i,0.00058399-0.0098477i,-0.00067378-0.0069661i,-0.0045265+0.0011333i
0.003622+0.010687i,0.025096+0.035986i,0.070464+0.074645i,0.10923+0.11122i,0.10023+0.14477i,0.074238+0.16271i,0.079002+0.14201i,0.078881+0.08934i,0.050971+0.038767i,0.028378+0.0084378i,0.013721-0.0058528i,0.0042054-0.004126i,0.0050692+0.0018949i,0.0078739+0.0010932i,0.011634+0.00050956i,0.018456+0.0036649i,0.020515+0.0096683i,0.012972+0.015338i,0.0024342+0.014274i,-0.0055151+0.0098243i,-0.0092159+0.0066191i,-0.0068209+0.0052999i,-0.00090322+0.006354i
-0.00058066-0.0097758i,-0.011815-0.042645i,-0.036403-0.095808i,-0.054644-0.14051i,-0.031593-0.15011i,0.012609-0.13088i,0.0165-0.10958i,-0.013331-0.080661i,-0.032922-0.033643i,-0.035584+0.0029738i,-0.025481+0.013762i,-0.013051+0.010737i,-0.0062963+0.0059295i,-0.0034759+0.0053429i,-0.0036125+0.0036244i,-0.0046586-0.0040051i,-0.0022012-0.01218i,0.0036474-0.012579i,0.0052807-0.0050525i,0.0045191+0.0025531i,0.0067961+0.0053962i,0.0082537+0.0040359i,0.010744+0.00063158i
-0.0021704+0.013292i,-0.0053595+0.047243i,-0.0091956+0.099883i,-0.024533+0.1358i,-0.065735+0.12149i,-0.1082+0.083538i,-0.10402+0.069723i,-0.057917+0.056208i,-0.014333+0.023624i,0.0084448+0.0038539i,0.013458-0.00079718i,0.004926-0.002829i,-0.004051-0.00090957i,-0.0053047+0.0019179i,-0.0051955+0.0037732i,-0.0065998+0.0078271i,-0.0094804+0.0078797i,-0.011145+0.0014984i,-0.0077854-0.004984i,-0.0011314-0.0090318i,0.0021983-0.011965i,0.0011307-0.012333i,-0.00055845-0.012978i
0.0034774-0.0090506i,0.017984-0.037937i,0.040575-0.082994i,0.059373-0.10427i,0.075157-0.065716i,0.096628-0.007278i,0.10465+0.0080251i,0.074898-0.0014152i,0.030343-0.0082617i,0.0017626-0.016371i,-0.0083642-0.019469i,-0.0057105-0.013527i,-0.0001162-0.0084334i,0.00030445-0.0072382i,0.00050711-0.0064395i,0.0033753-0.0054617i,0.0066673-0.00038917i,0.0069375+0.0063261i,0.0032968+0.0077056i,-0.0010452+0.0067298i,-0.0040432+0.008092i,-0.0057473+0.0086698i,-0.010295+0.0079669i
-0.0082128+0.0052693i,-0.033115+0.024425i,-0.072224+0.052815i,-0.098534+0.060503i,-0.090454+0.017042i,-0.077101-0.037331i,-0.075026-0.044062i,-0.054784-0.019167i,-0.023045+0.0080692i,-0.0032169+0.027111i,0.0037581+0.029998i,0.0037955+0.018268i,0.0047024+0.0071008i,0.0067311+0.0033576i,0.0052972+0.0014411i,0.00046536-0.00084661i,-0.00077416-0.0033146i,0.0032074-0.0039792i,0.0064679-0.00089391i,0.0080945+0.0013192i,0.0093304+0.00086021i,0.007898+0.001853i,0.007494+0.0074774i
0.011091-0.0065186i,0.036966-0.013958i,0.076565-0.02342i,0.091203-0.019074i,0.048917+0.01662i,0.0018562+0.060691i,-0.0035236+0.067402i,-0.0023506+0.037088i,-0.0054533+0.0055691i,0.0018809-0.0085932i,0.0063742-0.012084i,0.002183-0.0059256i,-3.558e-05+0.0027327i,0.001533+0.0036719i,0.0027651+0.0018668i,0.0028333+0.0019253i,-0.0012181+0.00088311i,-0.0067477-0.0021969i,-0.0065267-0.0042864i,-0.0058748-0.0052904i,-0.0081018-0.0068553i,-0.0071613-0.0073276i,0.00078236-0.0097238i
-0.010207-0.00045615i,-0.038218-0.0029178i,-0.079016-0.0093152i,-0.095684-0.020307i,-0.053391-0.032759i,0.0088978-0.03988i,0.039065-0.039285i,0.035753-0.02739i,0.0099578-0.0079176i,-0.016883+0.0029621i,-0.022456+0.0044241i,-0.015935+0.0011109i,-0.010758-0.00055532i,-0.0071683+0.002076i,-0.0047928+0.0021612i,-0.0035799+0.00059742i,-0.0022395+0.0031927i,-0.00091438+0.0067525i,-0.00067623+0.0056779i,-0.00026832+0.0053018i,0.0025357+0.0082265i,0.0041144+0.0071215i,-0.0018654+0.00016368i
0.0086527+0.0045274i,0.03088+0.016571i,0.061262+0.036893i,0.064675+0.046988i,0.020178+0.034425i,-0.026016+0.014824i,-0.038917+0.011769i,-0.027445+0.016775i,-0.0016581+0.012735i,0.019569+0.0094216i,0.021923+0.0065722i,0.014329+0.0019816i,0.007592-0.00033317i,0.0051635-0.00095563i,0.0039505+0.0013964i,0.0035669+0.0044653i,0.0064558+0.0029501i,0.0081966-0.00044658i,0.0072352-0.00081507i,0.008294-0.00061312i,0.011599-0.0029526i,0.01096-0.0035751i,0.0052026+0.0025759i
-0.0072967-0.0099343i,-0.023477-0.027826i,-0.0464-0.056444i,-0.051877-0.065003i,-0.03112-0.03097i,-0.010351+0.017593i,-0.0025247+0.036969i,-0.0069412+0.02496i,-0.01847+0.004348i,-0.021622-0.0108i,-0.014579-0.01292i,-0.0072607-0.006553i,-0.0028378-0.0023832i,-0.00073533-0.0031776i,0.00023386-0.0048345i,6.1026e-05-0.0058966i,-0.0030421-0.0059621i,-0.005334-0.0048069i,-0.0037487-0.0031093i,-0.0039668-0.0028031i,-0.0084294-0.0028189i,-0.0095239-0.0013528i,-0.0026925-0.0012134i
0.0036069+0.0082165i,0.0094202+0.029999i,0.013658+0.061179i,0.0073215+0.070132i,-0.0030915+0.037258i,-0.0036686-0.0044614i,0.0007351-0.026376i,0.005994-0.02917i,0.0057794-0.010395i,4.759e-05+0.012018i,-0.0041414+0.016027i,-0.0049022+0.010798i,-0.0029581+0.0088489i,-0.0015262+0.0074893i,-0.0040967+0.0055234i,-0.0069284+0.0051787i,-0.0051337+0.0070342i,-0.0025498+0.0079301i,-0.0037253+0.0061459i,-0.005201+0.0059516i,-0.00412+0.0091769i,-0.0024894+0.010117i,-0.002016+0.0041643i
-0.0013816-0.0084477i,0.00052334-0.028385i,0.0056173-0.055247i,0.0082743-0.061989i,-0.0010454-0.039371i,-0.012329-0.013205i,-0.0080792+0.0032966i,0.0021785+0.0080313i,0.012683-0.00018298i,0.019284-0.0094006i,0.01604-0.011939i,0.0079386-0.0096246i,0.0042814-0.005408i,0.0053559-0.0030484i,0.0079048-0.0020751i,0.011065-0.0018355i,0.011453-0.0037513i,0.0081461-0.0037031i,0.0053732-0.0008923i,0.0073244+8.4101e-05i,0.011123-0.0034974i,0.011022-0.007482i,0.0068777-0.006168i
-0.0017704+0.0049398i,-0.012477+0.022455i,-0.028539+0.039637i,-0.039343+0.038919i,-0.033913+0.025854i,-0.014225+0.027875i,0.0027977+0.035687i,0.0013642+0.03298i,-0.016062+0.026846i,-0.023717+0.018438i,-0.014997+0.0081073i,-0.005865+0.003087i,-0.0033105+0.0011817i,-0.0043987-0.0017287i,-0.0044868-0.0043621i,-0.0049771-0.005899i,-0.006642-0.0057439i,-0.00571-0.0052451i,-0.0017869-0.0062934i,8.8274e-05-0.0074948i,-0.0024549-0.0081136i,-0.0050914-0.0073326i,-0.0040548-0.0041433i
0.0040389-0.0054752i,0.016887-0.016106i,0.030266-0.026118i,0.031302-0.017556i,0.018585+4.4057e-05i,0.0094108-0.002823i,-0.00094123-0.015686i,-0.013279-0.014581i,-0.0084707-0.0037179i,0.0027189+0.0071307i,0.0046411+0.010038i,0.0023252+0.0060547i,0.0023669+0.0045998i,0.002483+0.007173i,0.00027421+0.01048i,-0.0013347+0.012461i,-0.0015638+0.011448i,-0.0028479+0.008599i,-0.0046658+0.006058i,-0.0052869+0.0068151i,-0.0045804+0.0097553i,-0.0035473+0.011336i,-0.0016976+0.011528i
-0.0065116+0.0040554i,-0.019392+0.010046i,-0.031978+0.013054i,-0.031648+0.0011113i,-0.026246-0.016604i,-0.033128-0.015024i,-0.029431-0.003046i,-0.0083498-0.0086412i,-0.0013007-0.025045i,-0.0051451-0.028216i,-0.0057647-0.018658i,-0.0050902-0.009357i,-0.0027457-0.005679i,0.00070256-0.0066202i,0.002647-0.0072082i,0.004505-0.0061474i,0.0062059-0.0050198i,0.0068089-0.0022023i,0.0063667+0.0010694i,0.0061044+0.0020013i,0.0075909+0.0013056i,0.0093807+0.00019454i,0.0099968-0.0012315i
0.0054386-0.0026321i,0.016555-0.0037122i,0.021303-0.0027612i,0.0041607+0.0075547i,-0.014568+0.025525i,-0.0026007+0.03618i,0.01901+0.02973i,0.02229+0.020199i,0.015328+0.023181i,0.0077694+0.022332i,0.0031796+0.010367i,0.0007334+0.0016567i,-0.0012336+0.00031532i,-0.0033305+0.00085791i,-0.0066178-0.00085978i,-0.008992-0.003306i,-0.0092948-0.0049676i,-0.0070841-0.0059361i,-0.0035227-0.0069947i,-0.0016159-0.0089899i,-0.0024809-0.0093354i,-0.0034816-0.0090703i,-0.0041216-0.011157i
-0.0080628-0.00036016i,-0.018645+0.00077925i,-0.023511+0.0040806i,-0.002883+0.0025616i,0.022562-0.012626i,0.019776-0.026504i,0.0020347-0.015717i,-0.0069412+0.0040053i,-0.0023027+0.0095541i,0.0056535+0.0071897i,0.0074323+0.0066456i,0.0053711+0.0062662i,0.0051296+0.0054409i,0.0065359+0.0044791i,0.0074268+0.0044764i,0.0067164+0.0067497i,0.0039942+0.0088141i,0.00087813+0.009333i,-0.0016689+0.0072682i,-0.0028457+0.0057541i,-0.0015191+0.0056971i,-0.0012966+0.0055503i,-0.0048634+0.0070972i
0.006743+0.0013673i,0.015684+0.0033157i,0.015726-0.0031084i,-0.012774-0.017719i,-0.052314-0.0174i,-0.061115+0.0052651i,-0.040352+0.013144i,-0.028374-0.0014702i,-0.032834-0.0078421i,-0.028987-0.0033459i,-0.015417-0.0014302i,-0.0080509-0.0010248i,-0.0053122-0.00016875i,-0.0024941-0.00092326i,0.00095549-0.0036688i,0.0049264-0.0061125i,0.0079343-0.0065877i,0.0086642-0.0045778i,0.0072873-0.00059312i,0.0063528+0.0012676i,0.0059255+0.00090873i,0.0057358+0.0019068i,0.00783+0.0047588i
