0.0008115+9.9248e-05i,0.00049101+0.00020097i,-0.001713-0.00064206i,-0.0022926-0.00021171i,-0.0013989+0.0006103i,-0.00083614+0.0017278i,0.00028958+0.0020891i,0.0010446+0.0015925i,0.00088173+0.00032113i,7.94e-05-0.00074708i,-0.00085226-0.00059846i,-0.0013309-0.00019791i,-0.0014337-0.00043439i,-0.00054315-0.00054081i,0.00020087-0.0001246i,-0.00049148-0.00041198i,-0.00041564-0.00021345i,0.00016051+9.3946e-05i,-0.00022136-0.00042602i,-0.00092787-0.00073911i,-0.0013248-0.0012299i,-0.0012391-0.00042546i,-0.001091+0.000302i
0.001186-0.00079662i,0.0013074-0.0004543i,0.00050424-0.00095693i,-0.0011737-0.00081992i,-0.0023318+0.00068224i,-0.001412+0.002264i,-0.00036064+0.0019049i,-0.00032331+0.00041232i,8.6336e-05-0.00044693i,-0.00020541-0.00019332i,-0.0010157-0.00027533i,-0.00097734-0.0011707i,-0.00038194-0.0011091i,0.00044966-0.00093583i,0.00041545-0.00078986i,0.00020748-0.00034875i,0.00024889+0.000371i,-0.00052295+0.0010826i,-0.00083167+0.00084375i,-0.00021388-1.023e-05i,0.00010732-0.00044047i,-0.00016542-0.0012183i,8.4821e-05-0.0019451i
5.5565e-05+0.0014896i,-0.0001878+0.0015965i,0.00023061+0.0015156i,0.00043772+0.0010543i,0.00039471-0.00017329i,0.0001077+0.00013032i,0.00096312+0.0016333i,0.0010765+0.0014644i,0.00041793+0.00059676i,0.00034249+0.00043022i,0.00052329+0.00023921i,0.00077514+0.00057033i,0.00071177+0.00076831i,0.00097513+0.00018498i,0.00097944-0.00021007i,8.4052e-05-0.00046669i,-0.00038934-0.00012826i,-0.00092976-0.00028419i,-0.00077093-0.00037605i,-0.00035305+0.00010512i,-0.00074858-4.3662e-05i,-0.00015935-0.0006877i,0.00031627-0.00082763i
9.3714e-05-0.0005997i,0.00011964-0.00037188i,-0.00011482+2.542e-05i,0.0010902+0.00057751i,0.00157+0.0017997i,0.0013995+0.0029982i,0.0012553+0.00285i,0.0014179+0.0020418i,0.0012551+0.0013384i,0.00054032+0.0010905i,0.0002896+0.00089568i,0.00058674+0.00029775i,0.00022496-2.5168e-05i,-5.1963e-05-0.00013211i,-0.0002198+0.00037086i,1.1746e-05+0.00056529i,0.00023051-3.4591e-05i,1.5684e-05-0.00053805i,-0.00060383-0.00016943i,-9.3915e-05+0.00017797i,0.00080593+0.00056872i,0.00061789+0.0017022i,-0.0002402+0.0010556i
-0.0032767-0.00028352i,-0.0035321+0.0006959i,-0.0028966+0.0017867i,-0.0018853+0.0027242i,-0.0011759+0.0026737i,0.00020666+0.003366i,0.00099625+0.0029484i,0.0012037+0.0007684i,0.0014474-3.7329e-05i,0.00097541-0.00072495i,0.00056234-0.00072545i,0.00058293+0.00046374i,0.00069022+0.00077911i,0.00066195+0.00076385i,0.00036625+0.00028705i,0.00018815+0.00014136i,0.00027174+0.00054857i,0.00047757+0.00025356i,0.0004932-3.8109e-05i,0.00032325-0.00032507i,0.00024685-0.0005569i,0.00062604-0.00070979i,0.00056033-0.00057772i
0.0011329-0.00080046i,0.00087029-0.00095328i,0.0011141-0.0014465i,0.00014674-0.0017011i,-0.00062472-0.00074232i,-0.00016312+0.00094324i,0.0010429+0.0011184i,0.0020394+0.0001109i,0.0017649+0.00019499i,0.00071198+0.00073635i,4.6827e-05+0.00080694i,-0.00048722+0.00045523i,-0.00044337-8.6528e-06i,0.00014944+0.00015814i,0.00093063+0.00018019i,0.0009441+7.167e-05i,-0.00011655+0.00064647i,-0.00015216+0.00029622i,0.0004482-0.00083698i,0.00031203-0.00072625i,0.00033047+0.00054059i,0.000384+0.0013232i,0.0003874+0.0010705i
0.0013262-0.00058707i,0.00038253+0.00033103i,0.00076174+0.00013595i,0.0012771+0.00039092i,0.00015222+0.0013624i,-0.0012834+0.0022216i,-0.00064512+0.0024781i,0.00098338+0.0022422i,0.00082907+0.0010305i,-0.00017124-0.00041597i,-0.00017835-0.00019042i,0.00049674+0.0007613i,0.00039127+0.001265i,0.00043599+0.0010513i,0.00052729+0.0008875i,0.00027919+0.0011425i,0.00071328+0.00089499i,0.00074716+0.00043289i,0.00033733+0.00045047i,2.6433e-05+0.00056347i,0.00026888+0.00057042i,0.00043358+0.00049656i,0.0005819+0.00070603i
0.00062235+0.00026545i,0.00077024+5.8906e-05i,0.00033044-0.00022133i,0.00033026+1.6727e-06i,0.0001406+0.00073422i,0.00027146+0.0011581i,0.00092474+0.0011082i,0.00058227+0.00063559i,0.00055217-0.0005424i,0.0010426-0.00081799i,0.00055612-0.00012562i,0.00034947+2.9823e-05i,0.0001117+2.0636e-05i,-0.00040298+0.00028544i,-0.00013502+0.0006604i,0.00062453+0.00075666i,0.00042573-6.3714e-05i,-2.4744e-05-8.1984e-05i,-3.8523e-05+0.00039671i,4.2426e-05+0.00056919i,-0.00014716+0.00067972i,0.00016505+0.00093024i,0.00030649+0.0013839i
-0.00092686-4.5523e-05i,-0.0017875-0.0013124i,-0.00076412-0.0017988i,0.00076877-0.0011323i,0.00022485+0.00033722i,-0.0007106+0.0017593i,-0.00050849+0.0022028i,-2.7221e-05+0.0016238i,0.00068531+0.00087314i,0.0011678-0.00027263i,0.00074839-0.0011427i,0.00088749-0.00059871i,0.00072885+0.00053439i,-2.7059e-05+0.00087945i,6.2734e-05+0.00091918i,-3.1712e-05+0.00054433i,-7.0149e-05+0.00041338i,-0.00027472-0.00033544i,-0.00012129-0.00034746i,-0.0001094+0.00040238i,-0.00012346-0.0005134i,0.00045141-0.0013313i,0.00095317-0.0008867i
-0.00081399-0.00079441i,0.00084194+0.0007235i,0.001424+0.0024198i,0.00066192+0.0032452i,-0.00029233+0.0031613i,-0.00022174+0.0036893i,0.00064501+0.0035202i,0.0011786+0.0014229i,0.0010511-0.0005902i,0.00012607-0.001165i,-0.00049771-0.00090681i,0.00045253-0.00034475i,0.00097188+0.0001668i,0.0005609-0.00023966i,0.00073992-0.00041901i,0.0011524-0.00043935i,0.00082292-0.00080696i,3.1363e-05-0.00074703i,-0.00012361-8.0308e-05i,3.865e-05+0.00012306i,0.00018747+4.2453e-05i,0.00053228+0.0004807i,0.00022172+0.00056797i
0.00044893-0.0010851i,-0.00094592-0.00078454i,-0.0022527-0.00085371i,-0.0027087-0.00063108i,-0.0019449+0.00018162i,-0.0010589+0.0015857i,-0.00047341+0.0021822i,0.00024899+0.0010874i,0.00032683+0.0006531i,-0.00061515+0.00056108i,-0.00088818-0.00029095i,0.00011765-0.00042786i,0.00086013+0.00055982i,0.00042989+0.001065i,0.00033909+0.00069125i,0.0012354-2.8271e-05i,0.0010357+0.00013491i,0.00044975+0.00043271i,0.00065051+0.00048229i,0.0003503+0.00036351i,-0.00069469-0.00027589i,-0.00034044-0.00049582i,0.00057443-0.00014258i
-0.00067664+0.0022012i,-0.00051133+0.0025598i,0.00034192+0.0024962i,0.0014861+0.0020652i,0.0012404+0.0015448i,0.00044673+0.0015807i,0.00063469+0.0018809i,0.0007539+0.0016831i,0.00031514+0.00077739i,0.0003774-0.00018651i,0.0014984-0.00022724i,0.0016231-0.00052279i,0.00048674-0.0010141i,0.00022656-0.00010377i,0.00039041+0.00054407i,-0.0004952+0.00054675i,-0.0012051+0.00038702i,-0.0012267+0.00021879i,-0.0017861-0.0001793i,-0.0016197-0.00040432i,-0.00092243-0.00028189i,-0.00048055+0.00022178i,-0.0001113+0.00087086i
-0.0010678+0.0022707i,-0.0010713+0.0012564i,0.0013154+0.0020107i,0.0023031+0.0021561i,0.0020523+0.001523i,0.001203+0.0018891i,0.0006179+0.0019235i,0.0019256+0.0010102i,0.0025529-0.00027762i,0.0016554-0.0011641i,0.00089031-0.0010049i,0.00071262-0.00017464i,-0.00011281+0.00016863i,-0.00011437+0.00035143i,0.00093668+0.00099081i,0.00080892+0.0013207i,0.00042218+0.0010404i,0.00019818+0.00028718i,0.00033377-4.2927e-05i,-4.3265e-05-7.2174e-05i,-0.00018659-0.00032123i,0.00021962-0.00051737i,0.00019287+0.00038949i
-0.00067456+0.00031795i,-0.00178+0.001501i,-0.0019537+0.0020611i,-0.00043704+0.00073253i,0.0013373+0.00040739i,0.0012152+0.0012432i,-0.00010762+0.0018292i,-0.00044809+0.0018873i,-1.0386e-05+0.0012401i,0.00033246+0.00081558i,0.00048814+0.0006695i,0.00093946-8.7493e-05i,0.00076333-0.00031814i,0.00033149+2.2087e-05i,9.1496e-05+0.00011083i,-0.00011391+0.00030913i,-0.00044825+0.00068218i,-0.00074317+0.00027544i,-0.00062306+0.00040494i,-0.00038154+0.00056319i,-0.00052735+0.00038212i,-0.00060341+0.00024042i,0.00019783-4.4358e-05i
0.0011222+0.00020393i,0.0018982+0.00031347i,0.0025486+0.0011254i,0.0020747+0.0014428i,0.00080894+0.0016943i,-8.8408e-05+0.0018226i,0.00025609+0.0015317i,0.00094991+0.00043148i,0.00053196+0.00011612i,-0.00020677+0.00088569i,-0.00025874+0.00047572i,-0.00016504+0.00035586i,-0.00027516+0.0012971i,-2.2494e-05+0.00086688i,0.0004727-3.4164e-05i,0.00015993+8.6925e-05i,-0.00032833+0.00073576i,0.00017508+0.00080737i,0.00028667+0.00073904i,0.00010343+0.0003793i,-0.00020521-0.00031692i,-0.00044044-0.00034011i,-6.6565e-05+0.00041819i
-0.0019366+1.572e-05i,-0.0034507+0.00055312i,-0.0041164+0.0011631i,-0.0032675+0.0013226i,-0.0012055+0.0017892i,0.00063154+0.0028518i,0.00097686+0.0025218i,0.0006877+0.00097338i,0.00043396-0.00020504i,0.00066534-0.00051354i,0.0012205-0.00030511i,0.00095773+0.00038344i,0.00041736+0.00089893i,0.00012726+0.00056682i,-0.00011524+0.0001102i,-0.00025942+0.0001285i,-0.00074858+0.00039547i,-0.0007244+0.00020817i,3.4396e-05-0.0005656i,2.6456e-05-0.00062246i,0.00041482-0.00055192i,0.0013066-0.00031493i,0.0006575-2.6e-05i
-0.00079224+0.0019418i,0.00035116+0.00088313i,0.0020191+0.0012465i,0.0022961+0.0012941i,0.0018323+0.0009946i,0.0009853+0.0018498i,0.00098366+0.0022922i,0.0013343+0.0019427i,0.00086563+0.0014442i,-0.0002881+0.00077539i,-0.00048943-0.00055887i,0.00020223-0.001425i,0.00027915-0.0007745i,0.00012578-0.00036591i,0.0005237+0.00058466i,0.0002682+0.00075705i,0.00013857+0.00041277i,0.00028268+0.00076707i,0.00031495+0.00034953i,0.00034199+0.00023524i,-2.2838e-05+0.000254i,-0.00055785+0.00055974i,-0.0008403+0.0012858i
-0.00097456+8.8479e-05i,-0.0019608+0.0010545i,-0.002142+0.0018655i,-0.0015653+0.001595i,-0.00080862+0.001291i,-0.00058879+0.0018413i,0.00029798+0.0025764i,0.00081762+0.0024316i,0.00063549+0.0014954i,0.00078379+8.3805e-05i,0.00088506-0.00029471i,0.0010046+0.00024472i,0.0010136+0.00023062i,0.00041393-2.0398e-05i,-0.00053323-0.00014753i,-0.0006205-0.00060159i,-0.00011048-0.00078898i,0.00081467-0.0010158i,0.0014663-0.00084044i,0.00072854+9.5167e-05i,3.5798e-05+0.00091844i,-0.00057204+0.001569i,-0.00091527+0.0013826i
-0.00062038+0.00075046i,-0.001753+0.0011207i,-0.0016936+0.0007273i,-0.00040683+0.00051845i,-0.00016404+0.00062375i,0.00013119+0.001382i,0.00070434+0.0017037i,0.00050857+0.0003791i,0.00026198-0.00030464i,0.00023662-0.00020879i,7.9713e-05-0.0003256i,0.00014438+6.2963e-05i,0.0011057+0.00048767i,0.001333+0.00052769i,0.0012348-7.9068e-05i,0.0012251-0.0004687i,0.00051959+0.00011017i,-1.5604e-05+0.00044874i,-5.4838e-05+0.00040188i,-0.00059904+0.00048618i,-0.00083575+9.4493e-05i,-0.00044238-0.00060957i,-0.0007302-0.0005771i
0.00057358-0.0012077i,0.00049138-0.0019583i,0.0012007-0.0013847i,0.00087171-0.00022295i,0.00015612+0.00043175i,0.00046358+0.00078167i,0.001909+0.0014188i,0.0025837+0.0016377i,0.0022914+0.00051397i,0.0016094-0.00077008i,0.00074874-0.00049163i,4.4005e-05-0.00027671i,-4.493e-05+0.00017795i,0.00037411+0.0011092i,0.00070339+0.0010288i,0.0010009+0.00070472i,0.00051721+0.00054699i,0.00051198+0.00043364i,0.00080281+9.2242e-05i,0.00017212-0.00014431i,-0.00027971-5.7098e-05i,4.823e-05+0.00035574i,0.00013357+0.0003256i
-0.0010446+0.0030669i,-0.0030254+0.0026955i,-0.0031175+0.0027621i,-0.0012679+0.0019382i,0.00031576+0.00086685i,0.00027741+0.0010241i,-0.00062604+0.0013853i,-0.00057352+0.0013326i,0.00060376+0.001051i,0.0010555+0.00052166i,0.00087286-0.00045657i,0.00031312-0.00066107i,0.00012609-7.1232e-06i,-8.4533e-05+0.00044403i,-0.00031282+0.00073411i,-0.00042111+0.00040196i,-0.00032048-0.00036827i,-0.00060926-0.00047721i,-0.00011248-3.796e-06i,0.00082391+0.00014902i,0.0006671+0.00022237i,0.00072535-6.1914e-05i,0.00058888-0.00032779i
0.00066631-0.0028472i,-0.00011134-0.0028408i,0.00046517-0.0031184i,0.0010437-0.0018669i,-3.536e-06+0.00069644i,-0.00089312+0.0023253i,0.00061479+0.0024067i,0.0013713+0.0013093i,0.00027632+0.00099209i,-3.1116e-05+0.00097333i,0.00053666+0.0007233i,0.00015473+0.00018384i,-0.00015606-0.000843i,0.00010303-0.00163i,0.0009987-0.0012024i,0.0011253+0.00026415i,0.00062749+0.00088353i,0.00078871-5.2725e-05i,0.0010701+0.00023971i,0.00085292+0.00087312i,0.00012631+0.00035861i,0.00038568+0.00042265i,0.0010754+0.00056311i
-0.0031165-0.0001444i,-0.003855+0.0019852i,-0.0040367+0.0025505i,-0.0029137+0.0024178i,-0.00078838+0.0027528i,0.00025921+0.0031555i,0.00085782+0.0023138i,0.0014166+0.0016027i,0.0010172+0.00098548i,0.00093625+0.0003032i,0.0013397+0.0001241i,0.0014412+9.6897e-05i,0.0016642+1.325e-05i,0.0014262-0.00032259i,0.0014671-0.00021638i,0.0013097+9.0832e-05i,-0.00010882-0.0002292i,-0.00061668+0.00021862i,0.00033311+0.0001153i,0.0010415-0.00033488i,0.0011209-0.00040253i,0.0016574+7.8328e-05i,0.0015727+0.00062865i
-0.0018826+0.00026687i,-0.0018217+0.00013681i,-0.00040136+0.00012585i,0.00059994+0.00017876i,0.00073021+0.0013321i,0.00098001+0.0016594i,0.00091429+0.0011286i,0.0002612+0.0013106i,0.00026643+0.001223i,0.0010364+0.00032908i,0.0014336-7.1299e-06i,0.00097383+0.00028307i,-0.00013385-0.000199i,-0.00030715-0.00033178i,1.3667e-05+0.00071607i,-0.00030693+0.00087972i,-0.00077437+0.00010892i,-0.00042654-0.00031157i,-0.00023687-0.0002685i,6.9612e-05+0.0002566i,8.6948e-05+0.00024014i,-0.00018158-0.00073294i,-0.00030256-0.00034197i
-0.002021+0.0024842i,-0.001907+0.0039039i,-0.00090693+0.0033814i,6.0656e-06+0.0018205i,0.00046653+0.00047888i,0.00022269+0.00068972i,0.00087979+0.0010688i,0.0011884+0.00098092i,0.00085797+0.0009854i,0.00064593+0.00083756i,0.00034624+0.00034967i,0.00037913+0.00054738i,0.00050542+9.7164e-05i,0.00022395-0.00051145i,0.00062998-0.00018143i,0.00069331+0.00025009i,-0.00023377-0.00015527i,-0.00034161-0.00065447i,-0.00027002-0.00056661i,-6.9152e-05+0.00012957i,0.00012846+0.00074877i,-0.00011973+0.0012511i,0.0002107+0.0012162i
0.0016138-0.0019422i,-0.0001227-0.00067713i,-0.00077074+0.00059284i,-0.0010489+0.0018371i,-0.00098734+0.0023555i,-0.0006581+0.0018747i,-0.00021638+0.0019267i,0.00070052+0.0017503i,0.0009373+0.0012714i,4.8455e-05+0.00049474i,9.4898e-05+0.00030505i,0.00056532+0.00034496i,0.0004909-7.8521e-05i,0.00045619+0.00014674i,-8.2295e-05+0.00081649i,-0.00042719+0.0003644i,-0.00046406-0.00015805i,1.1765e-05+0.00037161i,9.727e-05+0.00068964i,-0.00069304-7.0539e-05i,-0.00057556+7.2852e-05i,-0.00026668+0.00063586i,-0.00060765+0.0001667i
2.2201e-05-0.0019091i,-0.00053425-0.0016949i,-0.00051357-0.002488i,9.6829e-05-0.0029914i,-0.00059738-0.00095201i,-0.0010764+0.0016854i,-0.00036457+0.002892i,0.0008067+0.0014349i,0.0015277-0.00080316i,0.00043292-0.0012242i,7.3274e-05-0.0012747i,0.00063459-0.0005338i,0.00087083+0.00018521i,0.00074175-0.00017337i,0.00065445+9.9206e-05i,0.00032277+0.00062194i,0.00036497+9.46e-07i,0.0003351-0.00028577i,0.00022403-0.00017069i,0.00063671-0.00036492i,0.00064932-0.00047156i,0.00040772-0.0005043i,0.00025877+5.6614e-05i
-0.00039366-0.0009972i,-0.0010446+0.00077196i,-0.0018666+0.0026171i,-0.00070614+0.0030296i,0.00025199+0.0023393i,0.00082333+0.0020661i,0.0013141+0.0015801i,0.001386+0.00046231i,0.0014109-8.9205e-05i,0.00061058+0.00021341i,-0.00037911+0.00036244i,-5.5026e-05+0.00018183i,6.0217e-05+4.3759e-05i,-5.1686e-05+1.5289e-07i,0.00049-0.00018184i,0.00055186-0.00032522i,0.00032042-0.00019633i,-0.00032787-0.00058375i,-0.00052675-0.00078393i,-0.00048945-0.00050696i,-0.0003924-0.00027798i,-0.00020717+0.00016432i,-0.0004888+0.00071938i
0.00012071+0.00023014i,-0.00073003-0.00050596i,-0.0006326-0.001349i,-0.00069137-0.0014638i,-0.0012872+0.00051128i,-0.00089743+0.0018561i,-0.00012779+0.0014571i,0.00039862+0.00051695i,0.00061993-0.000133i,0.00040442-0.00030509i,-0.0004214-0.00039141i,-0.00078981+8.0361e-05i,-0.00021878+0.00046723i,0.0004496+0.00017695i,0.00095978+0.00025206i,0.00056143+0.00084612i,8.7946e-05+0.00077388i,0.00038343+0.00015686i,0.00032426+0.00017861i,-0.00021773+0.0011423i,-0.000506+0.0013978i,-0.00044647+0.00095772i,-0.0010342+0.00024935i
-0.00050367+1.9862e-05i,0.00041122+0.0016011i,0.0019744+0.0023637i,0.0019513+0.0015936i,0.0012519+0.00051305i,0.00075999+0.0010305i,0.00099593+0.0011598i,0.0012065+0.00037069i,0.0010675+0.00055203i,0.00083046+0.00099807i,0.00098222+0.00014143i,0.00064431-0.00050337i,0.00037519-0.0006315i,6.8998e-05-0.0005156i,-0.00047176-3.7739e-06i,-0.00066132+0.00023331i,-0.00017171+0.00021741i,0.00025924+0.00035417i,0.00028278-8.9254e-05i,5.4062e-05-0.00056622i,-0.00013651-0.00050769i,-0.00077537-0.00074949i,-0.00083504-0.00037412i
-0.00015605-0.00047515i,-0.00088651-0.0004418i,-0.001824-0.00053318i,-0.0014579+0.00024975i,-0.00024832+0.0015145i,1.015e-05+0.0028814i,7.0479e-05+0.0026649i,0.00066751+0.0014587i,-8.3186e-05+0.00097766i,-0.0012315+0.00059859i,-0.0012692-0.00038928i,-0.0012216-0.00035252i,-0.00031046+0.00046838i,0.00046395+0.00072734i,0.00085416-0.0002407i,0.0010219-0.00055663i,0.0014308-0.00020611i,0.0016184-4.6023e-05i,0.00064245+0.00024397i,-5.5921e-05-0.00010372i,0.00022201+0.00014099i,0.00041413+9.5325e-05i,5.9849e-05-0.00033658i
0.00060453-0.0013247i,-0.00028585-0.0018263i,-9.3572e-05-0.0018025i,-0.00044131-0.0012904i,-0.00095566+0.00020127i,-0.00068019+0.0020166i,0.00057357+0.0019763i,0.00080347+0.00050442i,-0.00014409-3.3004e-05i,-0.00017376-0.0011922i,-3.6779e-05-0.0013921i,-2.1257e-05-1.4917e-05i,0.00019271+0.00015416i,0.001109+9.4235e-05i,0.0015606+5.433e-05i,0.00054416+0.00024874i,-0.00039065+0.00067897i,-0.00021529+9.7116e-05i,-0.00039614-0.00038842i,-0.00076375-0.0001217i,-0.00039467+0.00030163i,-0.00010104+0.00077112i,-0.00029867+0.00024177i
0.00043788+0.00072287i,0.00016902+0.0018964i,-7.8899e-05+0.0024911i,-3.8976e-05+0.0016005i,0.00042744+0.0005339i,0.00061212+0.0012751i,0.0011227+0.002254i,0.0014539+0.0014229i,0.00082772+1.9593e-05i,-0.00021539+8.2e-06i,-0.00012786+0.00021431i,0.00027538+5.4893e-05i,0.00015211+0.00083047i,0.00012665+0.00078459i,-0.00010282+0.00029023i,0.00021064+0.00053794i,0.00069021+0.00052834i,0.00020111+0.00052349i,8.516e-05+0.00068816i,0.00028105+0.00039155i,-0.00019421+5.3066e-05i,-1.7361e-05+0.00038714i,0.00019646+0.00090359i
-0.0025241-0.001373i,-0.0032696-0.0019926i,-0.0025741-0.001951i,-0.00051639+0.0004116i,0.00012182+0.0026899i,-0.00031569+0.0026146i,0.00029984+0.0023815i,0.00037192+0.0030799i,-0.00010255+0.0022983i,0.00026252+0.00053224i,0.0006135+0.00024605i,-4.5978e-05+0.0008726i,-0.00068684+0.00079203i,-0.00058003+0.0004403i,-0.00019183-8.5041e-05i,-1.7182e-05-0.00066702i,0.00041296-0.00082262i,0.0012256-0.0005372i,0.0014067-0.00028932i,0.0008812-0.00016151i,0.00081499-0.0001111i,0.00051231+0.00018354i,-0.0003947+0.00039476i
-0.0011195-0.00098407i,-0.00062951-0.00031174i,0.00061464+0.0016153i,0.0011551+0.0022531i,0.00052917+0.0026255i,0.00067216+0.002723i,0.0016489+0.0017631i,0.0013482+0.0011969i,0.00027395+0.00026861i,0.00023817+0.00033076i,0.00056852+0.00093544i,0.00027649+0.00040233i,-0.00025095-0.00041665i,-0.00027241-0.0001908i,0.0005053+0.00069887i,0.0011146+0.00068603i,0.0011068-7.9713e-05i,0.00086842+0.00040418i,-0.00029362+0.0013761i,-0.00083697+0.0014251i,-0.00090107+0.00066061i,-0.00024101+0.0002548i,0.00028358+7.5363e-05i
-0.0027478+0.00046026i,-0.004323+0.00093653i,-0.0051746+0.00076063i,-0.0038011-0.0003877i,-0.0013663-0.00061652i,0.00011735+0.00081589i,0.00091117+0.0010538i,0.0015842-0.00028986i,0.00091126-0.00089079i,-0.00010815-0.00047849i,2.1031e-05-4.1988e-05i,0.00027181+0.0007025i,0.00019043+0.00081617i,0.00033083-0.00032297i,0.00063598-0.00034579i,0.00079844+0.00032969i,0.00046315-3.1989e-06i,-0.00014194-0.00063306i,-0.00031813-0.00034842i,-0.00041422-7.9165e-05i,-0.00039057-0.00038653i,-0.0008181-0.00020049i,-0.0010211-0.00022198i
8.6056e-06+0.0014041i,0.00073689+0.0008414i,0.0027714+0.001145i,0.0029072+0.0015239i,0.0018626+0.0015514i,0.00085058+0.001976i,0.00019065+0.0020492i,8.6029e-05+0.0013684i,-9.0452e-05-3.1804e-05i,-0.00027708-0.0012174i,-0.00041779-0.00037423i,-0.00040874+0.00080964i,-0.0004336+0.00048705i,-0.0003258+0.00043285i,-0.00033791+0.00051212i,-0.00058871+8.8347e-05i,-0.00023994+0.00012976i,8.9685e-05-0.00039089i,0.00014296-0.00045926i,0.00011433-0.00017736i,-0.00045059+2.3809e-06i,-0.00077673+0.00042054i,-0.00086051+0.00053294i
-0.00085625-1.6609e-05i,-0.0010653+0.0025413i,-0.00055126+0.0052169i,-0.00056023+0.004182i,-0.00034639+0.0025274i,3.2936e-05+0.0025778i,0.00073756+0.0025414i,0.000697+0.0017108i,-0.00014696+0.00023119i,0.00050454-0.00078858i,0.00082594-0.00090848i,0.00025958-0.00060957i,-0.00034701-0.00022272i,-0.00022238-0.00041426i,0.00034186+5.8462e-05i,0.00019914+0.00062659i,0.00045298+0.00022379i,0.00079748+3.7024e-05i,0.00054396-0.00026166i,0.00050263-0.00028728i,0.0003713+7.3591e-05i,0.00010623-0.00015887i,-8.3689e-05-0.00036224i
-0.0003752+0.00037938i,-0.0015165-0.0020621i,-0.0013099-0.0049616i,0.00011715-0.0044197i,-0.0001397-0.0017812i,-0.0015005+0.00089493i,-0.00065331+0.0023501i,0.0013037+0.0019055i,0.0022531+0.00073649i,0.0022297-3.7432e-05i,0.0016662-0.00040633i,0.0012377-0.00034803i,-0.00016603+0.0005069i,-0.0013902+0.00083022i,-0.0010824+0.00038206i,-0.00077601+9.1515e-05i,-0.00092765-0.00031215i,-0.00070129-0.0005474i,-0.00033567-0.00041662i,-2.9704e-05-0.00037233i,0.00023449-0.00075546i,-0.0002175-0.00031069i,-0.00055045+0.00048623i
0.00084785-0.0016767i,0.00092615+0.00074916i,0.003075+0.001935i,0.0025907+0.0017622i,-7.1235e-05+0.0010968i,-0.00065458+0.0025486i,0.0004386+0.0028595i,0.00057262+0.0013486i,0.00057156+0.0011049i,0.00028603+0.0010239i,-0.00044352+0.0001005i,-0.0004128-0.00026102i,-0.00016341+0.00014967i,0.000687+0.00032459i,0.0014777+0.00028133i,0.0010435-1.0843e-05i,-0.00012009+9.2238e-05i,-0.00096858+0.00030267i,-0.0013142+1.9172e-05i,-0.0010355+0.00058166i,-0.00050984+0.00096088i,-0.00048928+0.0006817i,-0.00030223+0.00044182i
-0.00063987+0.00082211i,-0.0034232+0.0017501i,-0.00525+0.0014933i,-0.0039234+0.00095621i,-0.001468+0.0011027i,-0.0011328+0.0019874i,-0.00011475+0.0022789i,0.00081774+0.00098017i,0.00013072-0.00073614i,0.00013292-0.0010863i,0.00050441-0.00079107i,0.0001156-0.0001769i,0.00015884+0.0005146i,0.00020607+0.00030774i,-0.00030139-7.2824e-06i,-0.00082417+0.00034555i,-0.00070582+0.00083202i,1.5932e-05+0.00073436i,0.00039453+0.00092595i,-2.0514e-05+0.0013183i,0.00028929+0.00032543i,0.000331-0.0004965i,-0.00076566-0.00033986i
-0.0023544-0.0015152i,-0.0014214-0.0034166i,0.00089049-0.0035472i,0.0022161-0.00082402i,0.0025463+0.00099643i,0.0021245+0.0015583i,0.0015057+0.0015619i,0.0013175+0.00058355i,0.0010658-3.2756e-06i,0.00072728-5.7621e-05i,0.00077663-2.1462e-05i,0.00069263+0.00018616i,-1.1319e-06-0.00037255i,-0.00060381-0.00060646i,3.0999e-05-0.00024693i,0.00082956-0.00045586i,0.00010147-0.00092961i,-0.00016743-0.00056866i,0.00031395+0.00040768i,-0.0003639+0.0011692i,-0.00026864+0.00065114i,0.00034125-0.00024377i,0.0001188-0.0007697i
0.0010112+0.0010421i,0.00079107+0.0037605i,0.000123+0.0047116i,-0.00020498+0.0039676i,-0.0013719+0.0033128i,-0.00207+0.0028909i,-0.00053411+0.0020883i,0.00074696+0.0015119i,2.0713e-05+0.00070064i,-9.1503e-06-0.00041569i,0.00049613-0.00034223i,0.00021378+0.0010651i,0.00085018+0.0018698i,0.0009934+0.0014184i,0.00049989+0.00059731i,0.00065823-0.00034311i,0.00071478-0.00041205i,0.00065905-0.00015777i,0.00067574+0.00034164i,0.00052412+0.00062282i,-5.308e-05+0.00079029i,-0.0006383+0.00055303i,-0.00034238-0.00014285i
-0.0012166-0.0014038i,-0.0035876-0.0025794i,-0.0048691-0.0031231i,-0.0043954-0.0028006i,-0.0026261-0.0018292i,-0.00076838+0.0005063i,0.0006397+0.0016242i,0.0010518+0.00055158i,0.0014319-0.00039537i,0.0012799+0.00057764i,0.00045917+0.0011534i,0.00048306+0.00092132i,0.00068126+0.00077343i,0.00088173+0.00071584i,0.0007745+0.00068279i,0.00052174-0.00023938i,0.00012995-0.00092609i,1.3657e-05-0.0013506i,0.00049361-0.0014422i,0.00013731-0.0011655i,3.4456e-05-0.00033599i,-3.0237e-05+0.0003449i,0.00011977+0.00083639i
