-0.0018402+0.00021961i,-0.0017832-9.7391e-06i,-0.001406+4.574e-05i,-0.0013294-0.00079964i,-0.0013962-0.001405i,-0.0018146-0.00038763i,-0.0017917+0.0010219i,-0.0014327+0.0019646i,-0.00076539+0.0019768i,0.00039012+0.0016912i,0.0016165+0.0011101i,0.0013437+7.0901e-05i,0.00036903-0.00099253i,-3.9907e-05-0.00096902i,-0.00012044-0.00050678i,9.6153e-05-0.00029361i,0.00046475-0.000139i,0.0004882-0.0004018i,7.1128e-05-0.00044263i,-0.00010837-0.00075826i,-0.00018736-0.0011722i,-0.00011404-0.00059337i,0.00025816-0.00026785i
-0.01141-0.0092415i,-0.02003-0.030159i,-0.022925-0.050987i,-0.015918-0.046196i,-0.012912-0.023754i,-0.0084425-0.0075743i,0.0064402+0.0033751i,0.013701+0.01345i,0.011221+0.012774i,0.0094146+0.0029252i,0.0082384-0.0039974i,0.0043217-0.0074538i,-0.0021965-0.008395i,-0.0044285-0.0062753i,0.00029242-0.0032167i,0.0052777+5.3421e-05i,0.006258+0.002903i,0.0043932+0.0027413i,0.0014137+0.00016489i,1.1334e-06-0.00065333i,0.00079427-0.00096571i,0.0021328-0.0014958i,0.0020605-0.0018488i
0.0023391+0.012895i,0.00016523+0.03095i,-0.0088126+0.034429i,-0.010814-0.010641i,0.0092797-0.08336i,0.020944-0.11617i,0.0043434-0.087821i,-0.0085128-0.047591i,-0.0058386-0.023561i,-0.0022181-0.009064i,-0.00080841+0.00099523i,0.0025342+0.0054505i,0.0052394+0.0037724i,0.0047004-0.00014959i,0.0039548-0.0026833i,0.003767-0.0049263i,0.0028836-0.0048529i,0.0019172-0.003665i,0.00056659-0.0043129i,-0.00098032-0.0055764i,-0.0028429-0.0051364i,-0.0041831-0.0030256i,-0.0035815-0.0013296i
-0.00022676-0.0098615i,0.0092513-0.025579i,0.026806-0.030966i,0.033613-0.0098946i,0.02086+0.025215i,0.013973+0.050967i,0.0091405+0.045667i,-0.0042765+0.024844i,-0.0084896+0.014195i,-0.0034003+0.010364i,-0.00099422+0.0065666i,0.00026767+0.003367i,0.0044176+0.00072857i,0.0065113-2.1607e-05i,0.0042873+0.0011846i,0.0001781+0.0015417i,-0.0037406-0.00073685i,-0.0043605-0.002602i,-0.001416-0.001535i,0.00031319+0.0020099i,0.00049308+0.0040642i,0.00029496+0.0038956i,-9.0006e-05+0.0026637i
-0.0046575+0.0073156i,-0.015916+0.016057i,-0.020813+0.022524i,0.0048211+0.032428i,0.048208+0.052147i,0.06005+0.05159i,0.046803+0.022975i,0.036191+0.00016568i,0.021345-0.0052691i,0.0063706-0.0055536i,0.00046012-0.0063527i,-0.0019899-0.0039664i,-0.0028489+0.0022575i,-0.0002235+0.004375i,0.0014808+0.0016842i,0.0023475-0.0005116i,0.0030405-0.00062741i,0.0010766+0.00059641i,0.00048552+0.00048921i,0.0031266+0.00054278i,0.0052103+0.00046269i,0.0051868-0.0011209i,0.0040204-0.0020303i
0.0056814-0.0054424i,0.01744-0.0057193i,0.019666-0.0016657i,-0.012881-0.0030632i,-0.068952-0.01479i,-0.092524-0.018921i,-0.069155-0.01112i,-0.036578-0.0049239i,-0.019291-0.0042568i,-0.010962-0.001538i,-0.0016997-0.00031325i,0.0025854-0.0019462i,0.00024756-0.0023855i,-0.0021104-0.0021117i,-0.0033948-0.0035765i,-0.002658-0.005512i,0.00014166-0.0059759i,0.00094629-0.0042488i,-0.00053815-0.0022175i,-0.0025177-0.0015344i,-0.0044611-0.0016063i,-0.0050964-0.0028508i,-0.003382-0.0033812i
-0.0065658+0.00075374i,-0.018316-0.0017398i,-0.032834-0.0047959i,-0.037403+0.0043059i,-0.030511+0.015739i,-0.017377+0.015044i,-0.0037237+0.019078i,0.00086103+0.024885i,0.0032767+0.019013i,0.0069176+0.0081573i,0.007136+0.0037836i,0.0058032+0.00275i,0.0025125-0.00064077i,-0.0014919-0.0022843i,-0.0016311-0.0011224i,-0.00074966+0.00078171i,-0.001715+0.0024094i,-0.002397+0.002454i,-0.0027417+0.0014003i,-0.0024501+0.0017835i,-0.0012974+0.0035111i,-0.00073687+0.0047924i,0.00018883+0.004016i
0.0049194+0.0027282i,0.013567+0.0082681i,0.028572+0.0078002i,0.047388-0.020013i,0.063889-0.060039i,0.061212-0.073747i,0.034047-0.060085i,0.011441-0.037421i,0.0055074-0.017247i,0.0014349-0.0067988i,-0.0041367-0.0025205i,-0.0042496+0.0011986i,0.000692+0.0011219i,0.0035924-0.0012948i,0.0043634-0.0017836i,0.0050475-4.585e-05i,0.0041706+0.002031i,0.0028881+0.0021014i,0.0028632-0.00017375i,0.0028805-0.0022033i,0.0033743-0.0027819i,0.0041326-0.0023344i,0.0033303-0.0023817i
-0.0045047-0.0038535i,-0.0095182-0.012564i,-0.015291-0.021975i,-0.019716-0.017743i,-0.020199+0.0043864i,-0.016462+0.026726i,-0.013686+0.026342i,-0.01393+0.010907i,-0.01111+0.0047364i,-0.0047685+0.0053173i,-0.0016+0.0011076i,-0.0016616-0.0014155i,0.00033361+0.0012066i,0.0029047+0.0020383i,0.0019252+0.00082763i,0.00025811-0.00069066i,0.00048239-0.0035578i,0.0007338-0.0053123i,-3.8314e-05-0.0048182i,-0.0018354-0.0038078i,-0.0037031-0.0038428i,-0.0048594-0.0040697i,-0.0051482-0.0032045i
0.0018869+0.0034869i,0.0032062+0.014373i,0.008194+0.035001i,0.01982+0.058243i,0.026841+0.073053i,0.023147+0.062049i,0.022027+0.035118i,0.023326+0.018875i,0.014681+0.0088157i,0.0068463+0.0020236i,0.0067468-0.0027729i,0.0053328-0.0062592i,0.0018946-0.0028569i,0.001031+0.0020733i,0.001425+0.0024423i,0.0015791+1.2496e-05i,0.0020358-0.0021511i,0.00017752-0.0022045i,-0.0024897-6.5329e-05i,-0.002782+0.0025094i,-0.0019305+0.0050822i,0.00018939+0.006267i,0.0019492+0.0050366i
0.00053776-0.0038753i,0.0045806-0.012385i,0.0076733-0.0266i,-0.0012655-0.042541i,-0.023818-0.053818i,-0.041808-0.049425i,-0.038723-0.031336i,-0.022784-0.016987i,-0.011045-0.011032i,-0.0060763-0.0045813i,6.0244e-05+0.0019724i,0.0040585+0.0016197i,0.0018413-0.0019482i,-0.00060684-0.0032492i,-0.00056646-0.0038593i,0.00070765-0.004095i,0.0023484-0.0033315i,0.0027718-0.0028798i,0.0012825-0.0017223i,8.9621e-05-0.00045243i,0.0007589-0.00059943i,0.0030578-0.0021612i,0.0043545-0.0031896i
-0.0034625+0.0026686i,-0.013382+0.010344i,-0.03127+0.018462i,-0.046541+0.022427i,-0.045192+0.016269i,-0.024455+0.0067212i,-0.009878+0.0080926i,-0.0097906+0.011079i,-0.0056413+0.0088916i,-0.00033165+0.0056095i,-0.00082175+0.0058863i,0.00097779+0.0074796i,0.0038478+0.0029804i,0.0037602-0.0033406i,0.00239-0.0049101i,0.00046444-0.003746i,-0.00064294-0.0023723i,-0.0013866-0.001174i,-0.0018724-0.0011746i,-0.0023073-0.00094985i,-0.0023146-0.00067186i,-0.0029384-0.0011361i,-0.0033172-0.0013803i
0.0010613-0.0018585i,0.013499-0.0039295i,0.035917-0.0060666i,0.060131-0.010497i,0.072943-0.01788i,0.064265-0.02068i,0.043078-0.020182i,0.024011-0.014977i,0.012743-0.0061409i,0.005158-0.0037984i,-0.0025675-0.0050587i,-0.0058195-0.0028365i,-0.0024401-0.00071676i,0.00077377-0.0012248i,0.00091889-0.001319i,0.00025285+0.00023546i,-0.00025757+0.0021143i,-0.00049596+0.0030836i,0.00053916+0.0034866i,0.00058245+0.0036068i,0.00086874+0.0027277i,0.0024229+0.0024302i,0.0023081+0.0022451i
-0.0056406-0.00036645i,-0.013768-0.0035233i,-0.02509-0.01288i,-0.030932-0.021095i,-0.025572-0.012485i,-0.018163+0.0079713i,-0.013183+0.014931i,-0.00743+0.0078572i,-0.0046269+0.0051665i,-0.0024836+0.0048821i,6.0807e-05-0.00019387i,-0.0010205-0.002758i,-0.0015335+0.0010951i,0.00066093+0.0037263i,0.0017707+0.0026018i,0.0020943+0.00018201i,0.0021708-0.0023635i,0.0016199-0.0026868i,0.0019207-0.0012034i,0.0022205-0.00030804i,0.00157-0.0018946i,0.00085646-0.0038681i,0.00093243-0.0039666i
0.0023862+0.001999i,0.0084103+0.011124i,0.013605+0.032413i,0.01224+0.056506i,0.00090678+0.06289i,-0.0076006+0.045297i,-0.0043448+0.026828i,0.00078667+0.020375i,0.00065489+0.01357i,0.0020438+0.0080781i,0.007403+0.0041668i,0.0079848-0.0013805i,0.0035251-0.0034109i,0.00022001-0.0015044i,-0.00069119+9.132e-05i,0.00057464-0.00022174i,0.0011525-0.0014871i,-1.2262e-05-0.0024099i,-0.0012639-0.0017413i,-0.0021926-0.00029186i,-0.0027026+0.00057312i,-0.0030796+0.001029i,-0.0030484+0.00064521i
-0.0016792-0.0031226i,-0.0038555-0.012451i,-0.00114-0.029256i,0.005247-0.043807i,0.0036709-0.046194i,-0.0093321-0.042806i,-0.018638-0.035539i,-0.014861-0.022541i,-0.0078868-0.012206i,-0.0051186-0.0054204i,-0.0034262+0.0011944i,0.00026205+0.0037546i,0.0011169+0.0012709i,-0.00067456+0.00022703i,-1.0422e-05+0.00088676i,0.001615-0.00074496i,0.0030559-0.0023062i,0.003579-0.0019766i,0.00076031-0.0011813i,-0.00098594-0.00047036i,-0.00029961-3.0489e-05i,0.0010983+0.00082369i,0.0017904+0.00093004i
-0.0016368+0.0021882i,-0.0068166+0.010456i,-0.021752+0.018511i,-0.038131+0.014882i,-0.0347+8.5532e-05i,-0.01165-0.0072684i,0.0011574-0.0058475i,-0.0013549-0.0068879i,-0.0015809-0.0049268i,-5.2969e-05-0.0015511i,-0.0013246+3.3903e-05i,1.5515e-05+0.003061i,0.0048555+0.0026369i,0.0066301-0.0010612i,0.0049785-0.0031638i,0.0027594-0.0041507i,0.00081271-0.0040328i,0.00023441-0.003028i,0.00053831-0.0019887i,9.7566e-05-0.00014623i,-0.00057816+0.0008564i,-0.00017531-0.0010482i,-9.3552e-05-0.0021697i
0.0030138-0.0047206i,0.0089017-0.0098516i,0.024513-0.011478i,0.041403-0.003851i,0.044796+0.0080217i,0.037546+0.014077i,0.032518+0.012352i,0.025117+0.007842i,0.015007+0.0047488i,0.0091334+0.00089501i,0.0044042-0.0037641i,-0.00099854-0.0043356i,-0.0019212-0.0016296i,0.0007-0.00062012i,0.0013639-0.00014296i,0.00024621+0.00014829i,-0.0010132-0.00039586i,-0.0010368+0.00038389i,-0.00050668+0.0018653i,-0.00046108+0.0016714i,-0.00069493+0.0010947i,-0.00096485+0.0014222i,-0.00042501+0.0016519i
-0.0034024+0.0016173i,-0.009062+0.0016507i,-0.017874-0.0053814i,-0.019919-0.016523i,-0.013266-0.014451i,-0.013511+0.0044471i,-0.015697+0.016952i,-0.008628+0.014955i,-0.0040702+0.010923i,-0.0027858+0.0091011i,0.002245+0.0049333i,0.0017985+0.00050434i,-0.0017374+0.0011121i,-0.00015247+0.0029022i,0.0023626+0.0019999i,0.0034874+3.6263e-05i,0.0023745-0.0015463i,0.00057673-0.0015144i,-0.00019454-3.8705e-05i,-0.00036156+0.00093328i,-0.00077563+0.00048432i,-0.00011484+0.00049329i,0.00091575-0.00022241i
0.0025959-0.0019103i,0.0084899+0.0025819i,0.011812+0.016447i,0.0029761+0.03266i,-0.015613+0.031837i,-0.025011+0.01525i,-0.023823+0.0073649i,-0.020864+0.0084551i,-0.014727+0.0061143i,-0.0082412+0.0044208i,-0.0024358+0.0049362i,0.00084422+0.0013076i,2.1274e-05-0.0024772i,-0.001593-0.0021656i,-0.0019411-0.0014737i,-0.0018502-0.0017333i,-0.0011151-0.0014355i,-0.0002316-0.001619i,-0.00075974-0.0016515i,-0.00040616-0.0014114i,0.00033059-0.0019436i,-0.00029756-0.0024696i,-0.0011745-0.0020015i
-0.00038441-0.0003337i,-0.002976-0.0058545i,-0.00086819-0.016136i,0.0076382-0.024337i,0.01314-0.026134i,0.0078177-0.030492i,0.00035993-0.034013i,-0.0012657-0.02668i,-0.00028622-0.015912i,-0.0016067-0.0092573i,-0.0037745-0.0039445i,-0.0015283+0.0011169i,0.00072002+0.0019282i,-0.00031862+0.00096881i,-0.00060948+0.00097093i,0.00084007+0.00045697i,0.0018445-0.00046326i,0.0029797-0.0015912i,0.0028822-0.0019729i,0.0012669-0.0014535i,-6.4013e-05-0.00094222i,-0.00081108-8.8215e-05i,-0.00010623+0.00083772i
0.00033348+0.003768i,-0.00080021+0.0080118i,-0.0074185+0.012529i,-0.015826+0.0078343i,-0.0099039-0.0044899i,0.0094066-0.0079597i,0.019799-0.0070447i,0.01745-0.0095578i,0.013249-0.0068444i,0.0097984-0.0044513i,0.0047717-0.0060574i,0.0019097-0.0041185i,0.0035464-0.00085275i,0.0050716-0.00070283i,0.004708-0.0021025i,0.0029846-0.0032458i,0.0018869-0.0027489i,0.0027229-0.00079128i,0.0027923+0.0003591i,0.00097966+0.0012011i,4.429e-05+0.0021555i,0.0012445+0.0016484i,0.0016877-0.00083775i
0.00025855-0.0013549i,0.0033848-0.0039218i,0.012566-0.0044532i,0.021031+0.0024772i,0.018199+0.013409i,0.012376+0.021339i,0.014014+0.025529i,0.013415+0.023007i,0.0091461+0.016013i,0.0088793+0.010026i,0.0086305+0.0036562i,0.0044875-4.0621e-06i,0.0010412+0.0012238i,0.0010179+0.0023794i,0.001859+0.0013908i,0.0031379+5.7486e-05i,0.0033768-0.00078101i,0.0014289-0.00055335i,0.00031711+0.00057591i,-7.6671e-05+0.00059277i,-0.00074661+0.00015167i,-0.0010313+0.00046065i,-0.0018117+0.00014112i
0.00030094+0.0016555i,-0.0031743+0.0027726i,-0.0079636+0.00051318i,-0.0081996-0.0066546i,-0.0070264-0.0056259i,-0.016453+0.005891i,-0.024657+0.013773i,-0.019841+0.014917i,-0.013323+0.011976i,-0.0089378+0.010203i,-0.0020465+0.0093812i,0.0017204+0.0047643i,0.00081745+0.0010467i,0.00097964+0.0010067i,0.0026087+0.0014169i,0.0030419+0.0014214i,0.0017789+0.00018598i,-0.00029705-0.00081915i,-0.0018607+0.00021004i,-0.0020475+0.00065462i,-0.0018917+9.9286e-05i,-0.0018524+0.0004283i,-0.0011269+0.00068518i
0.0015528-0.0036219i,0.0029365-0.0015624i,0.0033018+0.0047247i,-0.0038166+0.011246i,-0.016086+0.0050065i,-0.023122-0.0095012i,-0.027483-0.015192i,-0.027334-0.012556i,-0.02055-0.0096212i,-0.015312-0.0054644i,-0.011061-9.6347e-05i,-0.0045732+0.0010057i,-0.0011676-0.0016194i,-0.0015885-0.002862i,-0.0022133-0.002393i,-0.0029603-0.0017712i,-0.0020281-0.00092731i,-0.00049135-0.0012372i,-0.00082648-0.0017886i,-0.00021873-0.00040108i,0.0024719+0.001369i,0.0032414+9.1926e-05i,0.0013721-0.0021987i
-0.0033296-0.00068009i,-0.0060981-0.0021559i,-0.0058976-0.0061552i,0.0014203-0.0091736i,0.010167-0.0099792i,0.015165-0.017085i,0.016834-0.025833i,0.014073-0.023947i,0.0088836-0.01642i,0.0043604-0.012572i,1.7208e-05-0.0099351i,-0.0014917-0.0053907i,0.00067362-0.002211i,0.0014267-0.001885i,0.0011246-0.0025218i,0.0007128-0.0036583i,-0.00073898-0.0044125i,-0.0019718-0.0038908i,-0.0015758-0.00254i,-0.0012448-0.0010979i,-0.00058227-0.0011787i,-0.0001108-0.0017649i,0.0001378-0.0016632i
0.0011754-0.00013865i,0.0013165+0.0023796i,-0.00049036+0.0041691i,-0.004424+0.002112i,8.0622e-05+0.00032225i,0.015229+0.0076011i,0.026915+0.011118i,0.028241+0.0060059i,0.022019+0.0051092i,0.017377+0.0028475i,0.012815-0.003736i,0.0057176-0.0048531i,0.002263-0.0023574i,0.0017914-0.0021447i,0.0021644-0.0024803i,0.0029561-0.0017681i,0.0022488-0.00061808i,0.0011101+0.0015619i,0.0013812+0.0036749i,0.0011292+0.0033395i,-0.00032881+0.0025846i,-0.00099085+0.0026222i,-0.00070456+0.0012771i
-0.0019453+0.00081864i,0.00025709-0.0010513i,0.0046458-0.0026412i,0.0078236+0.00055436i,0.0036154+0.0075418i,-0.0035533+0.016624i,-0.0050804+0.027383i,-0.003311+0.029156i,-0.002179+0.021666i,0.0014032+0.017018i,0.0061302+0.012045i,0.0050117+0.0053376i,0.0014192+0.0032689i,0.0008209+0.0026863i,0.0021382+0.0018827i,0.0041577+0.0012378i,0.0049367-0.00040147i,0.0034363-0.0013876i,0.0016952-0.001712i,0.00073584-0.0016869i,0.00023403-0.00070942i,0.00022787-0.00023269i,-0.00043819-0.0010335i
0.001071+0.0021917i,0.00086126+0.0013618i,-1.084e-05+0.0010068i,-0.0012793-0.0013801i,-0.005122-0.002734i,-0.018362-0.0019445i,-0.029595-3.8522e-05i,-0.026956+0.003442i,-0.01931+0.0042611i,-0.014989+0.0061507i,-0.0095032+0.0095365i,-0.0025001+0.0070579i,0.00074015+0.0022251i,0.00078195+0.00097075i,0.0003232+0.0010947i,0.00010626+0.0017071i,-0.00017218+0.0024748i,-0.0020458+0.0015415i,-0.0035942+0.00081997i,-0.0030592+0.0012095i,-0.0022772+0.00011328i,-0.0017415-0.0019528i,-0.00090495-0.0017275i
-0.00087809-0.00011179i,0.0012685-0.0001753i,0.0026999+0.0023441i,0.0029092+0.0036583i,0.001173-0.0042532i,-0.0017114-0.021058i,-0.0079913-0.031788i,-0.011635-0.027808i,-0.0099254-0.020102i,-0.010589-0.014964i,-0.01216-0.0078482i,-0.008885-0.002069i,-0.0055379-0.0010224i,-0.0041611-0.0012655i,-0.0021868-0.0011387i,-0.00058088-0.00082656i,-0.00017308-0.00043713i,0.0009518-0.00062173i,0.0027752-0.00037164i,0.0034767+0.0010051i,0.0036021+0.0021896i,0.0027408+0.0017813i,0.0008992+0.00032802i
0.00067467+0.0011872i,-0.0004145+0.00087939i,-0.0012264-0.00060827i,0.0012648-0.0025113i,0.0078625-0.002429i,0.016688-0.0059493i,0.023027-0.011385i,0.020609-0.011515i,0.015888-0.0079834i,0.012974-0.0075521i,0.0062967-0.008806i,0.00047419-0.0057581i,0.00072472-0.0006295i,0.0015964+0.00026731i,0.0012767-0.0017612i,0.0012014-0.0042389i,0.00095503-0.0060078i,0.00014399-0.0059229i,-0.0012372-0.005632i,-0.0019641-0.0038363i,-0.0006523-0.0016802i,0.00055046-0.0012216i,0.00075047-0.00023915i
0.00055044-8.931e-05i,0.0016501+0.00047814i,0.0017571+0.0012908i,-0.00041827+0.0028354i,-0.00050737+0.0080635i,0.0059259+0.019176i,0.014639+0.025435i,0.017536+0.021545i,0.013923+0.016933i,0.013905+0.012676i,0.015195+0.0040241i,0.0097769-0.0034912i,0.0043453-0.0046811i,0.0028505-0.0035177i,0.0019746-0.0022747i,0.0023628-0.0015829i,0.0026483-0.0012272i,0.00074715+0.00058412i,-0.0016849+0.0023373i,-0.0012088+0.0030728i,1.2047e-05+0.0027485i,-7.5311e-05+0.00096442i,0.00050662+8.8248e-05i
0.0016366+0.00059262i,0.0017167+0.00029631i,0.0031394-0.0009102i,0.0029037-0.0027905i,-0.0036609-0.0016652i,-0.015774+0.0061695i,-0.022233+0.017309i,-0.019664+0.019914i,-0.014352+0.015589i,-0.0081439+0.014668i,-0.00026527+0.01352i,0.0031152+0.0079337i,0.00095339+0.0044682i,0.0004896+0.0035022i,0.001925+0.0019509i,0.0038515+0.0015639i,0.0058665+0.0010225i,0.0052703+5.0251e-05i,0.0039126-0.00075281i,0.002967-0.0023179i,0.0011035-0.0020415i,-1.2544e-05-0.00037417i,0.00025953-0.00036052i
0.0012157+0.0015027i,0.00071287+0.0019685i,-0.00042427+0.0020337i,-0.0021088-0.0002518i,-0.0071897-0.0053823i,-0.016798-0.013137i,-0.023386-0.017202i,-0.020625-0.014082i,-0.015717-0.010176i,-0.014809-0.0058859i,-0.011386+0.00034327i,-0.0034915+0.0028666i,0.0017716+0.0014663i,0.0017723+0.0011099i,-4.4833e-05+0.0023132i,-0.0015987+0.002735i,-0.001465+0.0013508i,-0.0010674-0.0014378i,-0.0031242-0.0023955i,-0.0041834-0.0011652i,-0.0025691-0.00019567i,-0.0014687-0.00036792i,-0.0012219-0.00023181i
0.0027898-0.00024368i,0.0026492-0.0023868i,0.0033114-0.004061i,0.003898-0.0037831i,0.0062409-0.0066643i,0.011534-0.015919i,0.014107-0.024264i,0.012569-0.023541i,0.01046-0.019237i,0.0054726-0.017503i,-0.0021876-0.013828i,-0.0054487-0.0073655i,-0.0044438-0.0033986i,-0.0030982-0.00127i,-0.00080922-0.00034941i,0.00083188-0.00026322i,-0.00084617+0.00053312i,-0.0017429+0.0014474i,-0.00026217+0.002174i,0.00036907+0.0034364i,0.00024581+0.003202i,0.00027637+0.0017369i,0.00091954-0.00037073i
-0.0013039-0.0013162i,-0.0014854+0.00076677i,-0.0028369+0.00094164i,-0.0022292+0.00022998i,0.0042019+0.0042594i,0.013995+0.0094422i,0.021428+0.010797i,0.020352+0.0096892i,0.017003+0.0076518i,0.016037+0.0027864i,0.011122-0.0037i,0.0038952-0.0044293i,0.00090294-0.00098438i,0.00066572-0.00033859i,0.000423-0.001221i,4.9397e-05-0.0022009i,0.00030945-0.0028261i,0.0016471-0.0024875i,0.001965-0.0021143i,0.00041874-0.0017538i,-0.00066326-0.00059536i,-0.00077576-0.00041416i,-0.0012474-0.00077559i
-0.00067641+0.0010186i,0.00086925+0.0015721i,0.0013013+0.0014352i,-0.0021413+0.0022489i,-0.0064408+0.0071961i,-0.0096951+0.017462i,-0.008523+0.025878i,-0.005914+0.024876i,-0.0038942+0.020974i,0.0026099+0.018134i,0.0087426+0.010419i,0.0074821+0.00063896i,0.00334-0.0024631i,0.0019588-0.002462i,0.0022041-0.0026285i,0.0026111-0.0026892i,0.0023233-0.0035612i,0.00012372-0.002287i,-0.0011579-0.0005766i,-0.0014246-0.00072285i,-0.00084246-0.00042174i,0.00015397-9.1999e-05i,0.00072296+0.00034532i
0.0084247+0.01169i,0.013247+0.009131i,0.022324+0.0024542i,0.0207-0.0069374i,0.0079284-0.016459i,-0.015942-0.019896i,-0.030284-0.010586i,-0.025642-0.001826i,-0.016949+0.0019482i,-0.010985+0.0059089i,-0.0062174+0.0074068i,-0.0029984+0.0049103i,-0.0025738+0.0027655i,-0.0024812+0.0028208i,0.00020527+0.0023595i,0.0029122+0.00095985i,0.0029266+0.00065921i,0.0010773+0.00048205i,-0.00027753+0.00067236i,-0.00042583+0.0015426i,-0.00059375+0.0019819i,-0.00057845+0.0013982i,0.00036922-0.00025946i
-0.0013933-0.0011277i,-0.0013883-0.00086804i,-0.0025985-0.00025682i,-0.0033982-0.002751i,-0.0035672-0.010644i,-0.0054278-0.020777i,-0.006032-0.026366i,-0.0045536-0.024699i,-0.00502-0.021029i,-0.0081342-0.015445i,-0.0083822-0.0059464i,-0.003658+0.0018461i,0.001102+0.0027161i,0.0022526+0.001218i,0.0015609+0.0015439i,0.00090436+0.0015011i,0.0015931+0.00060658i,0.0016203-0.00044758i,8.1348e-05-0.0015625i,-8.7265e-05-0.0014255i,-5.8368e-05-0.0002485i,-0.001061+0.00063385i,-0.0015535+0.00023782i
-2.8584e-05-0.00048883i,-0.001632-0.0013905i,-0.00089319+0.00064155i,0.0033113+0.0042689i,0.0098836+0.0052506i,0.020223+0.0011346i,0.02738-0.0037451i,0.026886-0.0046885i,0.022765-0.0058581i,0.016098-0.0099815i,0.007094-0.011071i,0.00015798-0.0070083i,-0.00090695-0.0030335i,0.00043912-0.00017584i,0.0011157+0.00042134i,0.0011842-0.00138i,0.0006703-0.0028191i,0.00034409-0.0022433i,-0.00081576-0.00095098i,-0.001596-0.00030067i,-0.0010262-0.00036345i,-0.00025301-0.00019889i,0.00011737+0.00021107i
0.0010663+0.0022042i,0.002417+0.0013086i,0.00215+0.00033529i,0.0010726+0.0014443i,0.0024541+0.008162i,0.0068602+0.019155i,0.0098573+0.026472i,0.0099566+0.026234i,0.011673+0.022402i,0.014579+0.014927i,0.01177+0.0047757i,0.0045903-0.00089116i,0.00020555-5.7864e-05i,-0.0011209+0.00099603i,-0.0014669+0.00028887i,-0.0011688-0.00095343i,-0.00085877-0.001568i,0.00032982-0.0010611i,0.0012015-0.00086318i,0.00049957-0.0011903i,2.5167e-05-0.0011721i,0.00045935-0.00086748i,0.0008219-0.001256i
0.00036888+0.00032382i,0.00059432+0.00062357i,-0.0011472+0.0017466i,-0.0040304+0.0013806i,-0.011357+0.0036113i,-0.022381+0.0097876i,-0.028251+0.016066i,-0.026149+0.016983i,-0.020043+0.016038i,-0.010389+0.015951i,-2.3042e-05+0.01054i,0.0041377+0.0031196i,0.0029713-0.00044524i,0.0020956-0.0016155i,0.0022899-0.0018343i,0.0027684-0.001183i,0.0037829-0.00077402i,0.002672-0.00099903i,0.00049839-0.00057422i,-5.5088e-05+0.00029879i,0.00027946-2.5765e-05i,-9.1189e-05-0.00065521i,-0.00051841-0.00078409i
-0.00042292+0.0023896i,0.00029466+0.0023421i,0.0019733+0.0010175i,0.0025469-0.0030405i,-0.0024689-0.00946i,-0.01316-0.01786i,-0.022204-0.024061i,-0.023298-0.02338i,-0.021227-0.016197i,-0.018544-0.0063193i,-0.01139+0.00072388i,-0.0032072+0.0014673i,-0.00071081+0.00052294i,-0.0010954+3.8821e-05i,-0.00016831-0.00090048i,0.00086407-0.00069013i,0.001229-0.00014462i,0.00030849-0.00014223i,-0.00020604-0.00026342i,0.00010558+2.9683e-05i,-5.7166e-06+0.00093002i,0.00010105+0.0013646i,0.00037301+0.0011355i
-0.00078302-0.0023005i,-0.0022573-0.0017773i,-0.0033918-0.0013885i,-0.0018418-0.0014057i,0.002779-0.0060191i,0.010945-0.017125i,0.017238-0.025477i,0.016804-0.026183i,0.010884-0.023679i,0.0023184-0.018925i,-0.0024327-0.010753i,-0.00069097-0.0031229i,0.0018464-0.00013795i,0.0031891+0.00052256i,0.0030668+0.0010024i,0.0015973-0.00049754i,0.00055108-0.0019772i,-2.3922e-05-0.001545i,-0.00023191+0.00047522i,-0.00016444+0.0020536i,-0.00022882+0.0013387i,-0.00047354-0.00048581i,-0.00042949-0.0012262i
-0.0010274+0.0004639i,-0.00074128+0.0011905i,0.00062193+0.001684i,0.0035277+0.0033551i,0.0098139+0.006475i,0.020175+0.0097326i,0.027897+0.013379i,0.02808+0.013974i,0.025582+0.0085976i,0.020345+0.00084988i,0.010408-0.0034866i,0.0022052-0.0029187i,0.00013064-0.00034882i,0.00053014+0.00044199i,0.0018186-0.00048262i,0.0019841-0.0010327i,0.001151-0.0017733i,0.0018169-0.00086216i,0.0017197+0.00023305i,0.00041799-0.00031605i,-6.2549e-06-0.00096366i,-0.00032702-5.9119e-05i,-0.001222+0.0003212i
0.00023274-0.0016056i,-0.00052737-0.0014386i,-0.0014121-9.1742e-05i,-0.0016941+0.0035618i,-0.0019226+0.011138i,-0.0047202+0.023126i,-0.0078602+0.031888i,-0.0059715+0.032066i,-0.00015766+0.027075i,0.0054501+0.019065i,0.00672+0.010347i,0.0030163+0.0041899i,-0.00016928+0.0019228i,-0.00074864+0.0011138i,-0.0006068+0.00060014i,0.00049138+0.00071971i,0.0014531+0.00021881i,0.0016078-0.00086219i,0.00070256-0.0021437i,-8.7865e-05-0.0019962i,0.00051259-0.0012841i,0.0016478-0.00079749i,0.001497+0.00054441i
