-0.0033158+0.00050816i,-0.0030508+0.00077141i,-0.0025555+0.0021421i,-0.0014311+0.0028111i,-0.0005691+0.0035521i,3.9283e-05+0.0036927i,0.0011112+0.0021632i,0.0016283+0.0010721i,0.00077105+0.0015761i,0.00058824+0.00096676i,0.001083-0.00038568i,0.0010863-0.0013601i,0.00039581-0.0018671i,-0.00085699-0.0015207i,-0.0010154-0.00043816i,-0.00058922-0.00032527i,-0.0001887-0.00061172i,0.00089653-0.00041138i,0.0010675-0.00018587i,0.0006771+8.8601e-05i,9.9358e-05+1.0598e-05i,-0.00017892-0.00019676i,0.00054333-0.00031846i
-0.0016374-0.00033989i,-0.00080367+0.00048169i,0.00024666+0.0016103i,0.00083868+0.0014221i,0.00083161+0.0010821i,0.00062259+0.00044369i,0.00074013-0.00041896i,-0.0002625-0.00031494i,-0.00051811+0.00054188i,0.00025098+0.0006742i,0.00035112+0.00010771i,0.0002378-0.00026861i,1.4396e-05-0.00051004i,-0.00049717-0.00075278i,-0.0008169-0.00092978i,-0.0006712-0.00040366i,0.00015112+3.476e-05i,0.0006031-0.00071646i,0.00010911-0.0006925i,-0.00044851+0.00024284i,-0.00032188+0.00038384i,0.00031293+3.927e-05i,0.00089276+0.0003784i
0.00018638+0.0010836i,0.00073145+0.00051522i,0.00095299-0.00063343i,-4.1429e-05-0.0008511i,-0.00076645-0.0010005i,7.5338e-05-0.0011745i,0.00083191-0.00071048i,0.00021898-0.00015644i,-0.00041436+3.4282e-05i,-0.00082084-0.00033309i,-0.0003434-0.0005649i,0.00022053-0.00017965i,0.00022851+0.00050448i,0.00010471+0.00073575i,5.5242e-05+0.00059015i,4.7694e-05+0.00060723i,-0.00028331+0.00037633i,0.000247-0.00056569i,0.0011052-0.00092141i,0.00062739-0.00087515i,-9.5208e-05-0.00045693i,0.00020745+0.00040778i,0.00083618+0.00043796i
-0.00040533-0.00026801i,-0.00036314-0.0014101i,5.8801e-05-0.0010742i,0.00040063-0.00016267i,0.0007017+0.00071305i,0.00030987+0.00078913i,0.00026363+0.00023622i,-4.6195e-05+0.0001452i,-0.00054991+2.9609e-05i,-0.00022889-0.00040359i,-2.706e-05+0.00033684i,0.00030831+0.0010342i,0.00041102+0.0004109i,0.00013283-0.00041725i,0.00023985-0.00055981i,-5.5823e-05-0.00034004i,-0.00040472-4.5543e-05i,-0.00022074+0.00045499i,9.4149e-05-0.00018744i,0.00057022-0.00068399i,0.00069479-6.0633e-05i,0.00019965+6.9932e-05i,-0.00015116+0.00035226i
0.00022381-0.0010608i,-0.001008+0.00029367i,-0.00010358+0.00024928i,0.0011718-0.00066179i,0.0009022-0.00082445i,0.00044372-0.00027376i,-0.0003115+0.00026049i,-0.0013177+0.00040866i,-0.0014572+0.00044537i,-0.0011869+0.00023718i,-0.0003216-0.00015571i,0.00028188-2.9496e-05i,-0.00016577+0.00024738i,-0.0010805+0.00013721i,-0.00082237-0.00035383i,7.0783e-05-0.00072346i,0.00056155-0.00061426i,-0.00025357-0.001287i,-0.00042827-0.0012823i,0.00038979-0.00038394i,0.00014766+7.5359e-06i,-0.00035836+0.00023169i,-0.00013515+0.00089865i
0.00030028-7.8535e-05i,0.00050279+0.00032194i,4.9655e-05+0.00016553i,-0.00026293-3.4911e-05i,-0.00050468+7.1672e-05i,0.00014816-0.0001076i,0.00027196-0.00019973i,0.00029731-0.00020136i,0.00026364-0.00035434i,-0.00049769+0.00010006i,-0.0011756+0.00042987i,-0.0015598+0.00039601i,-0.00078345+0.00044832i,0.00013144+0.00038326i,5.3024e-05-0.00056518i,-0.00022118-0.0015251i,0.00039903-0.0012318i,0.0004902-0.00053935i,-0.00024867-0.00063215i,-0.00044777-0.00058482i,0.00022655-0.00032378i,0.00052267-0.000308i,0.0005989-0.00025252i
-0.0007601+0.0015263i,-0.00088613+0.0014743i,-7.043e-05+0.00086623i,0.00037703-4.5725e-05i,0.00011345-0.00084967i,-0.00015506+0.00054591i,0.00066232+0.001443i,0.00072156+0.0012375i,9.7424e-06+0.00071595i,0.00069765+0.00014121i,0.00022165+0.00049764i,5.3477e-06+0.0012345i,0.00041977+0.0013877i,-3.895e-05+0.0013907i,-0.00041884+0.0011957i,-4.27e-05+0.00047507i,0.00012264-0.00044542i,-0.00074354-0.00068392i,-0.00088184-0.00028753i,-0.00024307-0.00034175i,0.00014465-6.4333e-05i,0.00022234+0.00044037i,0.00084125+6.1285e-05i
-0.0001137-0.0010162i,-0.00043924-7.0748e-05i,-0.0009495-0.00035507i,-0.00063603-0.00053572i,-0.00041283+0.00024281i,-0.00016148+0.00010374i,0.00062172-0.00032854i,0.00058098+0.00012129i,-0.00014368+0.00066617i,-0.0001719+0.00026178i,-0.0002796+0.00042065i,-0.00067097+0.0010287i,-0.00045646+0.00080668i,-0.00035856-0.00014318i,-0.00055201-0.00039376i,-0.00034061+0.00011004i,0.00021999-0.00027906i,0.00050819-0.00066696i,0.00073735-0.00031757i,0.00011131-2.641e-05i,-0.00030795+0.00013779i,-0.00010264+0.00021277i,-0.00016254-0.00047652i
-0.00012278+0.0011604i,0.0012121+0.0013724i,0.0016071+0.0016339i,0.0019801+0.00054813i,0.0010531-5.5338e-06i,-0.00031794-0.00054231i,-0.0006532-0.00044109i,-0.00036943+0.00045266i,-0.00040094+0.00035434i,1.8062e-05+1.1771e-05i,0.00039698+0.00037217i,0.00010935+0.00086813i,0.00023002+0.00074898i,8.4298e-05+0.00056411i,0.00011165+0.00076404i,0.0003207+0.0001217i,0.00026658-0.00090117i,0.00043485-0.0015088i,-0.00039866-0.00074148i,-0.00096134+0.00021781i,-0.00053623-0.00039855i,7.8769e-05-0.00063813i,0.00016781-0.00028827i
-0.0019351+0.00054129i,-0.0016164+0.0012188i,-0.0011033+0.0018518i,-0.00055142+0.0016255i,-0.0003892+0.0014216i,-0.00020205+0.0013373i,-0.0002778+0.00065399i,-0.00066558-0.00014634i,-0.00081586-0.00050089i,-3.0959e-05-0.00058661i,0.000793-0.00045496i,0.0010752-0.00022683i,0.0013592+0.00036633i,0.00087406+6.5101e-05i,0.00085857-0.00046478i,0.0010421-0.00064431i,0.00063487-0.00047515i,3.3195e-05+0.00012272i,4.7764e-05+0.001352i,0.00019489+0.0013238i,0.00064267+5.9515e-06i,0.0007571-2.8986e-05i,4.7823e-05+0.0010341i
0.00032059-0.00014439i,0.00073034-0.00078192i,0.0015692-0.00092551i,0.00098037-0.00030015i,0.00027036+0.00025201i,0.0002971-9.0692e-05i,0.00033809-0.00062711i,0.00044705+0.00020507i,-0.00021857+0.00040995i,-0.00060296-0.00015854i,-0.0003367-3.9124e-05i,0.00026049+0.00080076i,0.00016739+0.00088168i,0.00011135+0.00045i,0.00041441+0.00030183i,0.00022331+3.2624e-05i,-0.00036972-0.00010914i,-0.00052329-0.00025497i,-0.00015692-0.00050967i,0.00010636-0.00044895i,-0.00017832+0.00011315i,-9.0542e-05-0.00029307i,0.00015091-0.00061409i
-0.0013104+0.00079678i,-0.0010161+0.0013164i,-0.0012959+0.0013325i,-0.0016072+0.001292i,-0.001499+0.001458i,-0.00033696+0.00090189i,0.00039705+0.00034643i,3.0974e-05-0.00082874i,-0.00040495-0.00057599i,-0.00043857+0.00076759i,-0.00022616+0.00054883i,7.4543e-05+3.3439e-05i,0.00049781-0.00023167i,3.0435e-05-0.00054397i,-0.00067744-0.00076519i,-0.00052973-0.00069445i,-0.00059679-0.00017291i,-0.00025691-6.3314e-05i,-8.519e-05-0.00043571i,-0.00051558-0.00065223i,-0.00051295-0.00056973i,-0.00079248-0.00032962i,-0.00093203-0.00049653i
0.0020723-0.00068254i,0.0014605-0.0011747i,0.0012787-0.001038i,0.00045142-0.00065263i,-0.00081659-0.0013621i,-0.00078508-0.00096659i,-0.00041003+0.00012295i,-0.00015921+0.00017739i,0.00019689-2.5049e-05i,0.00012066-0.00025234i,0.00029098+0.00041026i,0.00073484+0.00044044i,0.00094268-0.00011651i,0.00099563+0.0006057i,0.0010737+0.0010613i,0.00030365+0.0010485i,-0.00015857+0.00084529i,0.00024933+0.00080926i,0.00077972+0.00073104i,0.00091299+0.00015584i,0.00065411+0.00028663i,0.00050167+0.00018317i,-2.4864e-05+0.00012518i
0.0010054+0.0009665i,0.00039295+0.0020554i,0.00037279+0.0013982i,-0.00022331+0.00014464i,-0.0015238-6.5251e-05i,-0.0011472+0.00062454i,0.00099445+0.00048241i,0.0019091+0.0006808i,0.0015255+0.00056439i,0.00082977+0.000142i,0.00025052+4.4974e-05i,-0.00012045-0.0006016i,-7.5058e-05-0.00053656i,-8.548e-05+0.00054719i,-0.00024129+0.00052606i,-8.3398e-05+0.00020489i,-0.00020087+0.00037817i,-0.00047971+0.00044301i,-0.00049704+0.00035507i,-0.00054789+4.4793e-05i,-0.00079087+0.00026547i,-0.00043689+0.00041727i,0.0004629+0.00023544i
-0.0021356-0.0011148i,-0.0016602-0.0015156i,-0.0010033-0.00073706i,-0.00014517+6.443e-05i,0.0009888-1.2011e-05i,0.0012168-0.00089678i,0.00064115-0.0013883i,0.00040331-0.0007632i,0.00012176-9.0016e-05i,8.7745e-05+1.6e-05i,-3.5122e-05+0.0002871i,-0.00012553+0.00050966i,-9.682e-05+8.6416e-05i,-0.00071888-0.0008881i,-0.00091193-0.00082361i,0.00031945-0.00060039i,0.00084409-0.00010854i,4.9296e-06+0.00037599i,-0.0004719+0.0003628i,-0.0004781-8.3043e-05i,-0.0004263-0.00024175i,5.6566e-05+0.00057015i,-2.5129e-05+0.00033626i
0.0018946-0.00020962i,0.0012505-0.00039871i,0.0011846-0.00042742i,0.00076974-0.001031i,-0.00020442-0.0013935i,-0.001092-0.00041612i,-0.0010666+0.0001541i,-0.00021138+7.7135e-05i,-0.00011416+8.2907e-05i,-0.00015324+0.00011079i,-0.00045138+1.8177e-05i,-0.001222-0.00018524i,-0.00081362-0.00030255i,8.3775e-05+2.9615e-05i,0.00080383+0.0002434i,4.1908e-05+0.00054713i,-0.00094007+0.00093943i,-0.00038265+0.00032238i,0.00011906-0.00043767i,0.00028592-0.00052592i,0.00028348-0.00019552i,0.00077776+9.4394e-05i,0.0011833+8.462e-05i
-0.00042079+0.00044753i,0.00014584+0.0012654i,-0.00037551+0.00098373i,-0.00068808+0.00046934i,-0.00040686+0.00081376i,0.00024074+0.00093973i,0.00071601+0.00075191i,0.0009587+0.00061088i,0.0012382+0.00029168i,0.00081821+0.00029146i,0.00039747+0.00013023i,0.00046187+0.00018175i,0.00074692+4.1041e-05i,0.00070979-6.6904e-05i,-0.00025947+5.7681e-05i,-0.00020545+0.0002481i,8.4755e-05+0.00047876i,0.00012423+0.00099445i,0.0001496+0.0012522i,0.0004287+0.00087706i,0.00029416+0.00035278i,-0.00033869+0.00021133i,0.00019062+0.00048981i
-0.0002844+0.0034458i,0.00028336+0.0044525i,0.00022666+0.0017369i,0.00046447-0.0015717i,0.00051874-0.0025717i,-7.0315e-05-0.0016923i,-0.0007524+7.8796e-05i,-0.00089853+0.00010946i,1.6799e-05-0.00035801i,0.0001597-0.00020111i,-0.00018311-0.00054682i,4.4226e-05-0.00043826i,-0.00031728-5.3956e-05i,-0.00010674+0.00031399i,0.0002684+0.00094998i,0.00028219+0.0013326i,0.0003408+0.00093292i,0.00024859+0.00030148i,0.00033751+0.00052059i,0.0002393+0.00065032i,-0.00013771+0.0003952i,-5.1051e-05+0.00012292i,0.00092653+0.00024261i
0.00088945-0.001586i,0.0010654-0.0012318i,0.00013815-0.00083449i,-0.00028748+5.862e-05i,0.00016621+0.00095473i,0.00048812+0.00036987i,0.00073042+0.00022702i,-9.5417e-05+0.00023734i,-0.00049838+7.0558e-05i,0.00014399+0.00025932i,0.00019544-0.00013981i,-0.00050471-0.00018081i,-0.00042762+0.00051069i,0.00050851+0.00029125i,0.00087165-5.1741e-05i,-0.00037955+0.0004934i,-0.001293+0.0005031i,-0.0012213-0.00035775i,-0.00037155-0.00071947i,5.9999e-05-0.00025971i,-0.00029624+0.00038096i,-0.00026657+0.00012827i,-0.00031485-0.00069313i
0.00010846-0.00065278i,-0.0010808-0.0017085i,-0.0010411-0.0015449i,-0.00057169-0.001296i,-0.00037096-0.0014426i,0.000216-0.00064899i,0.00066175+0.00015069i,0.0009127+0.00065174i,0.00032726+0.00024133i,8.3431e-05-0.00066077i,-0.0003129-1.5999e-05i,-0.00087193+0.00116i,-0.00076889+0.00089078i,-0.00075466+0.00028235i,-0.00010309+0.00058736i,-0.00028244+0.00079989i,-0.00060282+7.5212e-05i,0.00015524-0.00091076i,0.00064955-0.00095061i,0.00089333-0.00021246i,0.00017116+0.00053815i,-0.0003437+0.00063516i,0.00049165-0.00012191i
0.0011871-0.00059689i,0.0011856-0.00053683i,0.0002017-0.0010673i,-0.00025834-0.0011497i,-0.00031207-0.00033282i,7.3208e-05-0.00036992i,0.00033878-0.00056634i,-0.00031017+0.00014554i,-0.00027831+0.00060898i,0.0003472+0.00055042i,-8.768e-05+0.00085655i,-0.00069488+0.00099545i,-0.00011167+0.00032844i,1.3903e-06-0.00059369i,-0.000348-0.00026018i,-0.00033537+9.2927e-05i,-0.00019368-0.00030006i,-0.00010353-0.00021318i,-0.00028703+8.9153e-06i,-0.00027955-0.00042546i,-0.00066236-0.0006229i,-0.00059621-0.00034722i,8.3213e-05-0.00016143i
0.00099028+0.0027708i,0.0012608+0.0026427i,0.0022846+0.0017006i,0.0018732+0.00048349i,0.00053049-0.00050386i,-0.00042992-0.00047597i,-0.00038203-8.9079e-05i,-2.6392e-05-0.00042239i,0.0002586-0.00032998i,-0.00013709-0.00074819i,-0.00020684-0.0015216i,0.00063568-0.00080295i,0.00062408+0.00018427i,-0.00032038+0.00037422i,-0.00096493+0.00038898i,-0.0011567-0.0001574i,-0.00035263-0.00050894i,0.00021101-0.00011364i,-7.8333e-05-9.5928e-05i,-0.00018561+6.6934e-05i,0.00031954+0.00069233i,0.00066481+0.00083826i,0.00049941+0.00053573i
0.00012428-0.0019591i,-0.00017664-0.0015944i,-0.00060991-0.0018054i,-0.0012617-0.0017092i,-0.0011149-0.00073238i,-0.0010716+0.00042497i,-0.00087764+0.0006131i,-0.00080323-0.00043208i,-0.0007599-0.00084778i,-0.00043897-0.00027525i,0.00019068+9.7974e-05i,0.00087501+0.00033623i,0.00076118+0.00015833i,0.0011236-0.00086119i,0.0013953-0.00079762i,0.00082883+6.3794e-05i,0.00026585+4.0174e-05i,-0.00042557-0.00079659i,-0.00031063-0.0009942i,-0.00051533-6.8895e-05i,-0.00021469-6.6569e-06i,0.00070188-0.00026026i,0.00030053+0.00016971i
0.00091136+8.436e-05i,0.0015258+0.0004128i,0.0010698+0.00080872i,0.00079499+0.00013627i,0.00088906-7.878e-06i,0.0006057-0.00015521i,0.00078957-0.00075854i,0.00082971-0.00051666i,0.00016285-0.00029435i,-0.00044152+1.9487e-06i,-0.00051041+0.00017889i,-0.00056174-0.00032959i,-0.00076098-0.00036908i,-0.0003046-0.00015703i,-8.4343e-05+0.00064739i,-0.00046701+0.0013935i,-0.00039953+0.001226i,0.00039524+0.00088459i,0.00040518+0.0008833i,-0.00013019+0.00035709i,-0.00023673-0.00067493i,-4.1946e-05-0.00095023i,-6.2988e-05-0.00048685i
0.0012104-0.0003097i,0.00085515+0.00062736i,0.00020138+0.00078097i,-0.001025+0.00028717i,-0.0013037-0.00028453i,-0.00082244-0.00027635i,7.124e-05+8.9021e-05i,0.00036655+0.00023278i,-6.757e-05-0.00011367i,-0.00044921+0.00032464i,-0.0005672+0.00096745i,-0.00056513+0.00070544i,-0.00033482+0.0001878i,0.00059036-2.2047e-05i,0.00071511-0.00010624i,0.00011409+5.8557e-05i,-0.00011244-2.1561e-05i,-0.00044666-0.00046928i,-0.0004748-5.3588e-05i,-0.00037488+0.00071525i,-0.00030524+0.00037837i,-8.9892e-05-9.6434e-05i,0.00017469-0.0004693i
0.00039167+0.00099207i,-7.9261e-05+0.00019665i,0.00077703-4.7437e-05i,0.0017803-0.00065687i,0.0014541-0.0014289i,0.0012449-0.0016599i,0.0010958-0.00080048i,0.0010808+0.00046176i,0.0010153+0.00011352i,0.00064334-0.0010465i,-3.142e-05-0.00045567i,0.00024944-6.9523e-05i,0.00051605+0.00010225i,0.00035948+0.00053766i,0.00077561+0.00025258i,0.00064493-3.838e-05i,-0.0008496-4.3804e-05i,-0.0012006-0.00031178i,-0.00045312-2.8821e-05i,-0.00065656+0.00016869i,-0.0005531-0.00029041i,-9.854e-05+6.2458e-05i,8.6511e-05+0.00047392i
-0.0017607+0.0015967i,-0.0017323+0.0026366i,-0.00096852+0.0022624i,0.00010164+0.0014518i,-0.00019423+0.00061208i,-0.0013548-5.9751e-05i,-0.001396+0.00074003i,2.1018e-05+0.00064452i,0.00097958+0.00062404i,0.00066536+0.0011651i,0.0010131+0.00097101i,0.0014551-2.8479e-06i,0.00085876-0.00062612i,-9.3027e-05-0.00015917i,-0.00075014+0.00092834i,-0.00089824+0.00047761i,-0.00079677-0.00055118i,-0.00039738-0.00049184i,8.2184e-05-0.00010478i,-0.00020206-0.00018246i,0.000201-0.00045755i,0.001059+0.00011357i,0.00042392+0.00016543i
0.00058772+3.0148e-06i,0.0011124-0.00035357i,0.0012864-0.00055711i,0.00049871-0.00035453i,0.00066199+9.695e-05i,0.0013048+0.00076034i,0.00068694-0.00019621i,0.00087363-0.00083023i,0.0014833-6.2975e-06i,0.0010957+0.00036092i,0.00071271+0.00021346i,0.00022745-0.00012167i,-0.0001028+0.00010156i,-0.00046296+0.00051822i,-0.00048558+0.00047971i,-0.00026273+0.00064547i,7.4522e-05+0.00030589i,0.00072931+4.986e-05i,0.00045669-0.00010172i,-0.00011508-0.0001243i,-7.6512e-05-0.00025046i,-0.00026474+8.4949e-05i,-0.00024117+0.00087654i
-0.00026548+0.00026127i,-0.0010329+0.00041247i,-0.00093024+0.001289i,7.8098e-05+0.0011104i,7.4126e-05-0.00027257i,-0.00016413-0.00084114i,-0.00017348-0.00033167i,0.00029592+0.00052884i,0.00053169+0.00075834i,0.0004443+0.00077256i,0.00035908+0.0011571i,-0.00042818+0.00094246i,-0.00077452+0.00081095i,-0.00027206+0.00068647i,-0.00014724+0.00016745i,4.1725e-05+0.00017952i,0.00045831-0.00011251i,0.00087424-0.00070579i,0.00071589-0.00035594i,-8.7545e-05+0.00039643i,-0.00062891+6.8967e-05i,-0.00029917-0.00015828i,-0.00014541-0.00021392i
0.00044991+0.0012247i,0.00080533+0.0011467i,-0.0005416+0.0013759i,-0.00042535+0.00039364i,0.00072862-0.00026335i,0.00072756-0.00031575i,0.00015312-0.00027858i,-0.00035117+0.00017296i,-0.0003626+0.00086065i,-0.0003731+0.0012866i,-0.00017846+0.00080907i,0.00025262+0.00067679i,0.0004105+0.00050081i,-0.00012072+0.00050305i,-0.0010189+0.00032561i,-0.00091701-4.3172e-05i,-0.00022058+3.3928e-06i,0.00024176-0.00013585i,0.00079813+5.9887e-05i,0.00061262+0.00084082i,-0.00010647+0.0010077i,8.1094e-05+0.00056795i,0.00043226+8.4507e-05i
-0.0037694-0.0019322i,-0.0041238-0.001714i,-0.0048472-3.9432e-05i,-0.0031601+0.00070762i,-0.0006383+0.00052739i,0.00063848-0.00059533i,0.0005665-0.0017884i,0.00010771-0.00078001i,-0.00019335+0.0003531i,-0.00048098+0.00054833i,-0.00038448+0.00020092i,-0.00043328-0.0002759i,-0.0011139-0.00035273i,-0.00082315-0.00019126i,-0.00072386+0.00034099i,-0.00047949-2.6229e-05i,0.00033536-0.00055015i,-0.00023918-0.00048291i,-0.00094586+0.00021286i,-0.0006893+0.00054071i,-0.00086598+4.6196e-05i,-0.0014202-0.00034168i,-0.00075941-0.00057859i
0.00016991+0.00041207i,0.00077842-0.0010596i,0.0018009-0.0015153i,0.0011911-0.00010929i,-0.00042884-0.00014649i,-0.00070967+0.00023677i,-0.00031676+0.00046493i,-0.00056297-0.00020333i,8.1286e-05-0.00022783i,8.7309e-05-0.00021724i,3.9902e-05-0.00031179i,0.00096479+0.00046407i,0.0011474+0.00038914i,0.0008297+0.00018662i,0.00035836+0.0005437i,-0.00011691+0.00060755i,-0.0006479+0.00086735i,-0.00079402+0.00061645i,-0.00085005+0.00017663i,-0.00029267+0.00092377i,-0.00048456+0.00071719i,-0.00086729-0.00014277i,4.4836e-05-0.00045027i
0.00010446+0.00056392i,-0.00023171+0.00017563i,-0.00011351-0.0004665i,-0.00032618-5.3346e-05i,-0.0013718-0.00029062i,-0.0012447-0.00036416i,-0.00014514+0.00061852i,0.00080666+0.0003751i,0.0011673-0.0001935i,0.00066402-0.00042623i,-0.00011651-0.00030498i,-0.00017803-0.00032292i,0.00030984-0.0002383i,0.00046542+0.00021807i,-0.000167+0.00018597i,-0.00071391+8.8058e-05i,-0.00065654-0.0003603i,1.2345e-06-0.00056748i,-0.00012342-0.00042723i,-0.00041781-9.4339e-05i,-0.00027203+0.00042082i,-0.00038961+0.00062217i,0.00016871+0.00048445i
0.00056367+1.7243e-05i,0.00052288+2.8836e-06i,0.0012962-0.00057477i,0.0011904-0.00098317i,0.00089478-0.0010284i,0.00067853-0.00073913i,0.00054623-0.00049567i,0.00028241+5.9664e-05i,-0.00033661+0.00051113i,-0.00056136+0.00016411i,-0.00028061-0.00032646i,0.00017152-0.00082671i,0.00052417-0.00036178i,0.00072958+0.001219i,0.00026838+0.0012792i,-0.00061648+0.00081097i,-0.0006846+0.00019936i,2.5003e-05-0.00045691i,0.00053003-0.00042353i,-0.00020603+6.3811e-05i,-0.0010009+0.00016673i,-0.00066772-0.00013095i,-0.0011676-0.00020793i
0.00044542-0.00062612i,0.00026685+0.00040682i,-6.9598e-05+0.0017779i,-0.00033234+0.0014333i,-0.00061623+6.727e-05i,0.00028987-0.00030236i,0.00025138-0.00025689i,-0.00021202-0.00027612i,0.0004806-3.2353e-05i,0.00060242-0.00064815i,0.00019901-0.001187i,0.00055469-0.00071527i,0.00050317+0.00018605i,0.00032128+0.00012465i,-0.0001339-3.9644e-05i,-0.00037418+2.4309e-05i,0.00051186-0.00026261i,0.00059033-0.00034561i,-0.00021619+0.00022733i,-0.0004734+0.00044894i,-0.00036843+9.6545e-05i,-0.00016335+0.00034658i,0.00055601+0.00044992i
0.00068067-0.0021832i,7.1463e-05-0.0019683i,-0.00015441-0.0015747i,-0.00043278-0.0011602i,-0.0012118-0.0001231i,-0.00171+0.00091234i,-0.00052282+0.00085514i,0.00069918+0.0005026i,0.0006979-0.00012113i,0.00062491-0.00055626i,0.00045165-0.00057474i,0.00032865-0.0004436i,0.00063654+0.00014957i,0.00034911+5.6762e-05i,4.6523e-05-0.00036312i,0.00040697-0.00015127i,0.00081024-0.00014147i,0.00031858-0.00026001i,-0.00030968-8.839e-05i,-0.00017501+0.00038199i,3.7085e-05+0.00018623i,0.00037784-0.00047143i,0.00020898-0.0011868i
0.0010359-0.0003845i,0.001493+0.00054456i,0.0014001+0.00094815i,0.00072523+0.00075978i,-0.00034112+0.00028175i,-0.0003673+0.00026482i,0.00051376+0.00067131i,0.00095798+0.00062575i,0.0011957+2.4419e-07i,0.00073426+8.5798e-05i,5.481e-05+0.00020915i,8.2992e-05+0.00047726i,-0.00015513+0.0013158i,4.3153e-05+0.0013647i,0.00010974+0.00067268i,0.00032431+0.0005669i,0.00058924+0.00023979i,-0.00013331-0.00070997i,-0.00043266-0.0011663i,-0.00024794-0.0010228i,-0.00043677-0.00094182i,0.00051848-0.00069581i,0.0013206-0.00054559i
0.00051396+0.00017171i,-0.00028879+7.7247e-05i,-0.00058651+2.1651e-05i,-4.0355e-05-0.00015231i,0.00036989-0.00033325i,-0.00013415-0.00039972i,-0.00026758-0.00068647i,-0.00041316-0.000285i,-0.00018425-9.4348e-06i,-0.00057956+9.2387e-06i,-0.0012465+0.00027564i,-6.9679e-05+0.00018494i,0.0013875+0.00021408i,0.00086286+0.00020164i,-0.000197-2.6859e-05i,-0.00041096+0.00031135i,0.00012461+0.0001996i,0.00072413+5.2258e-05i,0.0006019+0.00020248i,0.00039139+0.0002205i,0.00026552+0.00037123i,0.00039693-9.6514e-05i,0.00052935+0.0003111i
0.0015028-9.6674e-05i,0.0020047-0.00036626i,0.0016625+0.00025085i,0.00094216+0.0001774i,-0.0001019-0.00064981i,-0.0013121-0.00084194i,-0.0011407-0.00096262i,-0.00057462-0.0002944i,0.0004143+1.7191e-05i,0.0013129-0.00048457i,0.0012553+7.2601e-05i,0.00062742+0.0005554i,0.00067771+0.00098913i,0.0012478+0.00097114i,0.00094078+0.0011604i,0.00020968+0.00069901i,-0.00015806-0.00080329i,0.00017463-0.00084194i,0.00018621-0.00036501i,-0.00057591-0.00077714i,-0.00036614-0.0011754i,0.00027899-0.00033049i,5.8128e-05+6.2478e-05i
-0.00060352-0.0012045i,-0.0026035-0.00090284i,-0.0033706-0.00062809i,-0.0027129-0.00038029i,-0.0025156-7.5777e-05i,-0.0015243+0.00037583i,0.00042906+0.0007672i,0.00080092+0.000791i,2.8434e-05-0.00011934i,0.00049704-0.0012642i,0.00083906-0.0011795i,-0.00015725-0.00050353i,-0.00030708+0.00030647i,0.00074785+0.00022728i,0.001301-0.00031724i,0.0010554-0.00015689i,0.00075603+0.00022795i,0.00020673+0.00022438i,5.9281e-05+0.00013651i,0.00021903+4.324e-05i,0.00055595-9.0785e-05i,0.00088322-5.4423e-05i,0.0012637-0.00032775i
0.00080915+0.00089403i,0.0027711+8.9142e-05i,0.0031329-0.00032705i,0.00082205-0.00063611i,-0.00044783-0.0009144i,-0.00053454-0.0011589i,-0.00046308-0.00030132i,-0.00049541+0.00077897i,-0.00056882+0.00074297i,-0.00043438+0.00081882i,2.3031e-05+0.00094324i,0.00019029+0.00094924i,0.00010449+0.00081698i,0.00033989+0.00030836i,0.00042135+0.00015928i,8.1001e-05+0.00022278i,0.00016852+8.6928e-05i,0.00041781-2.5968e-05i,-6.5393e-05-5.6993e-05i,0.00017634+2.7999e-05i,0.00024114-0.00014416i,-0.00050957-0.00061366i,-0.00059556+1.3096e-05i
-0.0019969+0.00052219i,-0.0024218+0.00055379i,-0.0014416+0.0012922i,-0.00072633+0.0011887i,0.00045357+0.00043092i,0.0016008+0.00020259i,0.00091149+0.00038972i,0.00021907-0.00010487i,-9.4147e-05-0.00083547i,-0.00026449-0.00050402i,-0.00049831+0.00013182i,-0.00055022+0.00029434i,-6.3062e-05-2.6733e-05i,0.00010334+1.5654e-05i,-0.00018839+6.1428e-05i,-5.8731e-05-2.5681e-05i,0.00062087-0.00014833i,0.0011541-0.00044871i,0.00062673-0.00039483i,-0.00054059-8.573e-05i,-0.00075314-4.7208e-06i,0.00021131+0.00020762i,0.00092147+0.00053181i
-0.00013725-0.0010785i,-0.00016291-0.00096366i,3.3958e-05-0.00018148i,-6.2251e-05+0.00041095i,-0.00018703+0.00083155i,0.00094204+0.0015041i,0.0013438+0.0013249i,0.00027849+0.00019778i,-0.00028829-0.00023296i,-0.00013987-2.5113e-06i,0.00018284-0.00050018i,0.00019102-0.0010648i,0.00021795-0.00066201i,0.00023537-0.00039547i,0.00034957-0.00018306i,6.637e-05+0.00072747i,-0.0008414+0.00060545i,-0.00094578+0.00012493i,-0.00016843+0.00099792i,5.5117e-05+0.001431i,-0.00028307+0.00037145i,-0.00016313+4.3031e-05i,0.00026985-0.00052111i
