0.0016234-0.00022919i,0.00025007-0.0012518i,-0.0010921-0.0027374i,-0.0018575-0.0036563i,-0.0032816-0.0033956i,-0.0038618-0.001035i,-0.0022843+0.00052039i,-0.00026825+0.0010675i,0.00082339+0.0015769i,0.00084637+0.00099523i,0.00028525-0.00010836i,0.0002633-0.00037273i,0.00037814-0.00025817i,0.00067334-5.4092e-05i,0.00092884+0.00027091i,0.0012593+0.0004221i,0.00078674-0.00015567i,0.00045875-0.00081278i,0.00068516-0.00098042i,0.00028366-0.00057973i,-0.00012852-2.3869e-05i,-0.00045546-0.00038379i,-0.00089779-0.0010274i
-0.0058153+0.0052793i,-0.029823+0.0054331i,-0.079527-0.0092444i,-0.12925-0.051001i,-0.12919-0.10674i,-0.080003-0.14866i,-0.043017-0.14547i,-0.037842-0.099446i,-0.023234-0.051309i,0.0059566-0.029814i,0.016943-0.023837i,0.010767-0.010233i,0.0062931+0.0049274i,0.0023264+0.010997i,-0.0053989+0.011058i,-0.013778+0.0046403i,-0.019343-0.0017801i,-0.017209-0.00090744i,-0.0079849+0.0051403i,0.00033152+0.0086693i,0.0054205+0.0038641i,0.0075276-0.0044935i,0.0081912-0.0089611i
0.011073-0.00088849i,0.029925+0.0061736i,0.060025+0.035712i,0.076134+0.095209i,0.054254+0.15402i,0.012009+0.16666i,-0.022338+0.11731i,-0.044939+0.049186i,-0.061093+0.00638i,-0.064167-0.0075542i,-0.048898-0.0075619i,-0.025649-0.0079095i,-0.0064832-0.010714i,0.0062353-0.01267i,0.012759-0.012677i,0.013108-0.0058084i,0.011916+0.0018521i,0.012231+0.0015823i,0.0094597-0.002742i,0.0036332-0.0045303i,-0.0023932-0.0036518i,-0.0076099-0.0048214i,-0.0099168-0.0078739i
-0.0062848-0.0044179i,-0.021312-0.015873i,-0.038378-0.048977i,-0.029955-0.086355i,0.01772-0.09593i,0.062544-0.070138i,0.081038-0.038061i,0.085131-0.029549i,0.072448-0.023953i,0.052236-0.0024016i,0.037519+0.014884i,0.022591+0.014589i,0.0049088+0.010317i,-0.0056745+0.0079763i,-0.0057518+0.0046833i,0.0025406-0.00042921i,0.010543-0.0051234i,0.0088597-0.0051344i,0.00053298-0.0015277i,-0.0047+0.001147i,-0.0059011+0.0049345i,-0.0053166+0.010973i,-0.0054962+0.015037i
0.0048248+0.0026949i,0.0092191+0.018902i,0.0034088+0.052436i,-0.03379+0.080268i,-0.09869+0.071187i,-0.1252+0.035069i,-0.085673+0.0048883i,-0.032274-0.0072268i,-0.0019679-0.015782i,0.0035408-0.027706i,-0.0020799-0.028818i,-0.00335-0.017652i,0.0020911-0.0062285i,0.0067414+0.0047864i,0.0069204+0.012879i,0.00040641+0.012953i,-0.0074987+0.011338i,-0.0065209+0.010596i,0.00079557+0.0076828i,0.0061178+0.0041861i,0.0098809+0.001815i,0.014947+0.00074673i,0.018361+0.0030844i
-0.0026585-0.0035921i,-0.0027555-0.018519i,0.010671-0.042334i,0.049938-0.05272i,0.097509-0.032764i,0.10282-0.006255i,0.058578+0.014449i,0.012782+0.044391i,-0.0092951+0.067553i,-0.018921+0.062906i,-0.022801+0.043751i,-0.02049+0.025275i,-0.016137+0.010012i,-0.013495-0.0016515i,-0.0098666-0.0055009i,-0.0032246-0.00095745i,0.002335+0.0026497i,0.0034193-0.00027414i,0.001698-0.0050971i,-0.00059483-0.0072013i,-0.0030452-0.009591i,-0.0049137-0.014298i,-0.0039589-0.017291i
0.0038234+0.0032652i,-0.0013807+0.012801i,-0.018912+0.020901i,-0.046922+0.0001237i,-0.066257-0.046053i,-0.052157-0.064506i,-0.028305-0.04411i,-0.020122-0.026441i,-0.013621-0.019674i,0.0064409-0.012891i,0.024323-0.011251i,0.021103-0.0089464i,0.011315-0.0024604i,0.0064443+0.0021051i,0.0026605-0.00034031i,0.00039922-0.0096727i,-0.00077362-0.01742i,-0.0018253-0.016217i,-0.0025813-0.0078045i,-0.0031007+0.0018127i,-0.0050043+0.0075691i,-0.0087222+0.0087222i,-0.012675+0.0059884i
-0.003955-0.0036866i,0.003237-0.011187i,0.014277-0.011966i,0.022052+0.024962i,0.019919+0.093122i,0.013112+0.12047i,0.0053453+0.076383i,-0.012923+0.015548i,-0.033159-0.013329i,-0.038211-0.018177i,-0.030632-0.015781i,-0.015149-0.0091439i,-0.00044609-0.0052088i,0.0094587-0.0067291i,0.013139-0.0082394i,0.0081612-0.005985i,0.0018155-0.00072378i,-0.00025889+0.0012765i,0.00029358-0.0016038i,0.002396-0.004958i,0.0058541-0.004937i,0.0099751-0.00037i,0.011306+0.0054702i
0.00082419+0.001537i,-0.010491+0.0058575i,-0.022872+0.0042935i,-0.021169-0.022404i,-0.0048345-0.064885i,-0.001757-0.077533i,-0.006916-0.048697i,0.014027-0.017538i,0.039769-0.0032022i,0.038258+0.010421i,0.022346+0.024782i,0.011456+0.026688i,0.0053807+0.020318i,0.0011172+0.014703i,-0.0011743+0.010559i,0.00077918+0.0081075i,0.0047251+0.0061774i,0.0039152+0.0035659i,-0.00059174+0.0015914i,-0.0051076+0.00099649i,-0.0066684-0.0012668i,-0.0027677-0.0051935i,0.0039082-0.00606i
0.00066028-0.001237i,0.008196-0.0027669i,0.0073662+0.00056808i,-0.028178+0.017605i,-0.08701+0.039169i,-0.095299+0.047901i,-0.042727+0.035115i,-0.0060079+0.013043i,0.0039298-0.0030662i,0.010315-0.018547i,0.0091329-0.027504i,0.0033862-0.021627i,0.00065966-0.01162i,4.2204e-05-0.0027531i,0.00052053+0.0050783i,-0.001293+0.0062036i,-0.0061149+0.0022753i,-0.0074516+0.0013381i,-0.0031631+0.003398i,0.0018638+0.0060285i,0.0027823+0.0075713i,-0.0020838+0.0058046i,-0.0055949+0.00073367i
-0.001657-0.00034039i,-0.010829-0.0015755i,-0.013183+0.00013409i,0.022675+0.0076947i,0.095655+0.008948i,0.13491-0.01256i,0.098083-0.029659i,0.038454-0.0084576i,0.00088562+0.022506i,-0.020046+0.030521i,-0.02754+0.020432i,-0.023018+0.0072641i,-0.016819-0.0020262i,-0.014804-0.0084842i,-0.015139-0.010496i,-0.013817-0.0065489i,-0.010262-0.00039931i,-0.0048583+0.0034123i,-0.00080454+0.0024092i,-0.0002252-0.0010567i,0.001151-0.002339i,0.0019185+0.00044019i,-0.00090638+0.0035431i
0.001965+0.0040165i,0.010542+0.0055697i,0.016282-0.00087883i,-0.0036604-0.025235i,-0.048458-0.051253i,-0.071687-0.039952i,-0.052937-0.0076303i,-0.024037-0.0035907i,-0.00694-0.014178i,0.0094312-0.0079664i,0.025184+0.00095123i,0.025772+0.00054207i,0.01672-0.0013005i,0.0090227+1.6244e-05i,0.0042315+0.0032059i,0.0037152+0.0045043i,0.0054823+0.0020839i,0.0047525-0.00052062i,0.00096043+0.00053018i,-0.0025796+0.0021118i,-0.0037553+0.00065561i,-0.001655-0.001833i,0.0028253-0.002236i
-0.0014711-0.002543i,-0.0091305-0.0066203i,-0.019499-6.6741e-05i,-0.02015+0.043493i,0.0017254+0.11128i,0.024833+0.13322i,0.023775+0.090149i,0.00037879+0.036699i,-0.022148+0.0057804i,-0.029077-0.010654i,-0.026524-0.015766i,-0.017567-0.0080302i,-0.0063766-0.0012435i,0.0051893+4.4771e-05i,0.014608-0.0015096i,0.015377-0.004466i,0.0098965-0.0047688i,0.0046095-0.0035367i,0.002792-0.0025837i,0.0033979-0.0016949i,0.0029681-0.0014073i,0.0012154-0.0022088i,-0.00012499-0.0027153i
0.00067769+0.0015364i,0.0054007+0.0060495i,0.018546+0.0012952i,0.036507-0.035907i,0.035412-0.099997i,0.0024437-0.13036i,-0.025906-0.09567i,-0.015262-0.040155i,0.0087696-0.0053254i,0.012854+0.014718i,0.003124+0.026578i,-0.002527+0.026516i,-0.0038883+0.021486i,-0.0061032+0.01557i,-0.0080268+0.0091356i,-0.0075346+0.0055899i,-0.0027275+0.0034757i,0.0024756+0.00039742i,0.0039332-0.003329i,0.0024523-0.0047966i,0.0020146-0.0033843i,0.0022737+0.00022372i,0.0014554+0.0028909i
-0.0012676-0.0056207i,-0.008481-0.013103i,-0.034884-0.022933i,-0.087777-0.013394i,-0.13462+0.023056i,-0.11877+0.05359i,-0.057406+0.042273i,-0.021268+0.0084266i,-0.010213-0.010357i,0.004439-0.018138i,0.013183-0.021724i,0.0098984-0.017207i,0.0044588-0.0081225i,0.0029289+0.00092606i,0.0046888+0.0069898i,0.0061347+0.0076519i,0.0041179+0.0040077i,0.00065943+0.00055765i,-5.5364e-05+0.00067951i,0.00035095+0.0023242i,0.00073087+0.0012472i,0.00056462-0.00066138i,-0.00015796-0.0012603i
-0.0026835+0.00033491i,-0.0025308+0.010989i,0.01+0.031307i,0.0569+0.048441i,0.12588+0.04338i,0.1563+0.014315i,0.11938-0.0067164i,0.064155+0.0034652i,0.024662+0.019157i,-0.0030809+0.020383i,-0.013737+0.014139i,-0.010414+0.0071019i,-0.0045988-0.0008626i,-0.0017265-0.010033i,-0.0017188-0.017422i,-0.0031357-0.017885i,-0.0043102-0.010817i,-0.0039726-0.0025828i,-0.003439+0.001384i,-0.0026618+0.0019693i,-0.0026849+0.0019404i,-0.0040374+0.0018388i,-0.003718+0.0021772i
0.0010055-0.0045147i,0.0014356-0.013595i,-0.0066739-0.040213i,-0.042203-0.077431i,-0.094172-0.09013i,-0.10593-0.05306i,-0.062733-0.0076125i,-0.015106+0.0018219i,0.0077864-0.003974i,0.017326+0.0012384i,0.020495+0.0084968i,0.017948+0.0082109i,0.012938+0.004608i,0.0044903+0.0038422i,-0.0036064+0.0052717i,-0.0067871+0.0054852i,-0.0061467+0.0018778i,-0.0053666-0.0034069i,-0.0066086-0.0041854i,-0.0066305-0.0017129i,-0.0037243+0.00065466i,-0.00024948+0.0022172i,0.0023291+0.0018925i
-0.0036943-0.0017036i,-0.01008+0.009723i,-0.021343+0.043978i,-0.019606+0.10876i,0.0028052+0.16725i,0.017153+0.15743i,0.0039071+0.092859i,-0.018289+0.040385i,-0.028511+0.014644i,-0.02608-0.005776i,-0.022599-0.018441i,-0.017596-0.013993i,-0.0078997-0.0048455i,0.0021038-0.00063682i,0.0096522+0.0014942i,0.01083+0.0020852i,0.0052145+0.0010411i,-0.00014447-0.00050141i,-0.0006415-0.0010527i,5.4065e-05-0.00049804i,0.0004081-0.00040957i,0.00021409-0.00085412i,-0.00037743-0.0015234i
0.0027313-0.0016128i,0.011966-0.0084951i,0.035125-0.03156i,0.060114-0.083531i,0.060432-0.13895i,0.033913-0.14256i,0.007965-0.096303i,0.00043915-0.047646i,0.0033158-0.01682i,0.0017689+0.0016981i,-0.0021757+0.0088918i,-0.0051184+0.0062493i,-0.0087656+0.0024103i,-0.012077+7.1862e-05i,-0.01324-0.0018315i,-0.010333-0.0018037i,-0.0021245+0.0005314i,0.0066739+0.0029374i,0.0096482+0.0019915i,0.0076158-0.00033757i,0.0040095-0.00083742i,0.00029834+0.00031257i,-0.0013846+0.0016418i
0.00012393-0.0029424i,-0.014008-0.0012316i,-0.050121+0.0045302i,-0.10123+0.027767i,-0.12828+0.052758i,-0.10025+0.048243i,-0.045486+0.015363i,-0.012755-0.015768i,-0.0043128-0.024586i,0.0029146-0.020824i,0.011079-0.014999i,0.011517-0.0099809i,0.0067205-0.0034977i,0.0035846+0.005876i,0.0028056+0.012128i,0.0017173+0.012093i,-0.00057958+0.008137i,-0.0014716+0.0046028i,-0.00042146+0.0026884i,0.00022748+0.0014806i,0.00033522+0.0017422i,0.0006349+0.00072691i,0.0016265-0.001238i
0.0016492+0.0038755i,0.013753+0.0060961i,0.04739+0.012303i,0.10423+0.013908i,0.14636+0.013381i,0.13393+0.016255i,0.081453+0.022329i,0.037253+0.029805i,0.014526+0.028803i,-0.0026419+0.020427i,-0.010821+0.014435i,-0.0074647+0.01254i,-0.0011309+0.0063204i,0.0040013-0.0033187i,0.0087594-0.0080812i,0.010794-0.0072224i,0.0074488-0.0024039i,0.0017451+0.0020081i,-0.0013666+0.00283i,-0.00031118+0.0027635i,0.0010573+0.002131i,0.0010284+0.00079818i,0.00047241-0.00016246i
-0.0025781-0.0057446i,-0.013102-0.013937i,-0.043985-0.037709i,-0.092117-0.068304i,-0.12153-0.080906i,-0.098661-0.053617i,-0.045369-0.012556i,-0.007943+0.0036046i,0.0042769+0.0049561i,0.0070137+0.0079978i,0.0036402+0.010284i,-0.00037005+0.011341i,-0.00035194+0.011527i,-0.0020657+0.010039i,-0.0049159+0.0066514i,-0.003676+0.001704i,0.0011148-0.0048936i,0.0029435-0.010458i,0.00059671-0.010284i,-0.001173-0.0056481i,-0.001285-0.002533i,-0.0013179-0.001007i,-0.0005639+0.00079017i
0.0019168+0.0037234i,0.0055656+0.014429i,0.013462+0.047994i,0.022077+0.10146i,0.018833+0.13778i,-0.0016604+0.11033i,-0.023838+0.047722i,-0.032517+0.011011i,-0.028172-0.00083643i,-0.016284-0.0077641i,-0.008436-0.013754i,-0.0067038-0.012604i,-0.002351-0.0070795i,0.0041828-0.0040681i,0.0060982-0.0016991i,0.0033699+0.0011468i,-6.9316e-05+0.00036214i,-0.0014896-0.0030093i,-0.00094971-0.0038911i,-0.00077201-0.0019299i,-0.00132+5.5417e-05i,-0.0019651+0.0003179i,-0.0020507-0.00054535i
0.00087995-0.0018044i,0.00036597-0.013427i,0.0035754-0.045764i,0.010739-0.093829i,0.020594-0.12253i,0.02731-0.094294i,0.027057-0.041351i,0.022087-0.014129i,0.015035-0.0038653i,0.0075177+0.003071i,0.0042073+0.0037082i,0.0040431-0.0021422i,4.0621e-05-0.0066815i,-0.0048134-0.0077789i,-0.0056557-0.0085122i,-0.0033736-0.0079882i,0.00076135-0.0030093i,0.0034552+0.0028435i,0.0026099+0.0039662i,0.00064339+0.0022919i,7.8293e-05+0.0019735i,4.1997e-05+0.002132i,0.00012834+0.0015855i
0.0026603+0.0032173i,-0.0050612+0.010755i,-0.024994+0.033914i,-0.058804+0.069621i,-0.077557+0.081386i,-0.053439+0.043348i,-0.013845-0.0020739i,0.0049777-0.018198i,0.0076953-0.015364i,0.0076934-0.0086785i,0.010137-0.0012782i,0.011758+0.0018747i,0.0092114+0.0017934i,0.0048409+0.003689i,5.8172e-05+0.0044524i,-0.0048074+0.00093623i,-0.0088272-0.0022856i,-0.0089324-0.00065918i,-0.0056428+0.0023581i,-0.0032452+0.0026907i,-0.0016981+0.00065712i,0.00099951-0.00082823i,0.0032731-0.00097738i
-0.0024301-0.0031658i,0.0072181-0.0081169i,0.034581-0.017062i,0.080594-0.023754i,0.10354-0.01144i,0.072858+0.018477i,0.02176+0.033823i,-0.0086103+0.029899i,-0.016048+0.021813i,-0.01527+0.01213i,-0.012437+0.0065398i,-0.0091348+0.0076242i,-0.004436+0.0055224i,-9.1515e-05+0.00094129i,0.0027711+0.0014806i,0.0039837+0.0039663i,0.00077351+0.0049432i,-0.0036972+0.0035524i,-0.0041803+0.0010757i,-0.0013743+0.00036826i,-2.838e-05+0.00081906i,-0.0015113+0.00059292i,-0.002451-0.0007271i
-0.0013235+0.0031334i,-0.011123+0.0024587i,-0.038798-0.0021015i,-0.078443-0.013421i,-0.087698-0.02524i,-0.047882-0.024392i,-0.0029952-0.012905i,0.012047-0.0074366i,0.0075728-0.0037997i,0.003561-0.00011046i,-0.00077477-7.6508e-05i,-0.0070096+0.0016621i,-0.008794+0.0055127i,-0.0067478+0.0065353i,-0.0043264+0.0047636i,-0.00033622+0.0015882i,0.0049224-0.00091636i,0.0068852-0.0021254i,0.0048275-0.0017777i,0.00271-0.00047208i,0.0015369+0.00099886i,-6.3988e-05+0.0022118i,-0.0011995+0.003117i
0.0028535-0.00060095i,0.011146+0.0019144i,0.030781+0.015226i,0.048847+0.040085i,0.034967+0.053536i,-0.0046346+0.031732i,-0.026283-0.0019502i,-0.020813-0.015144i,-0.0094646-0.015441i,-0.0022919-0.012134i,0.0020665-0.0096714i,0.0025161-0.0090717i,0.0017636-0.0054049i,0.0032779-0.00104i,0.0026627+0.0021811i,3.3444e-06+0.0045915i,0.00066535+0.0041146i,0.0027459+0.0021508i,0.0026412+0.0013063i,0.0021082+0.0015833i,0.0026706+0.00084323i,0.0039179-0.0013086i,0.0040794-0.0024079i
0.00062202+0.0013864i,-0.0062505-0.0070628i,-0.019096-0.030372i,-0.030869-0.063133i,-0.020026-0.07243i,0.0045168-0.034415i,0.017157+0.013242i,0.018229+0.028786i,0.013843+0.023725i,0.0062699+0.014417i,0.0025842+0.0070552i,0.0049939+0.0020874i,0.004698-0.0017737i,0.0028762-0.0025222i,0.0042991-0.0022368i,0.0061594-0.0018829i,0.0066365+0.0017288i,0.0046555+0.0043268i,0.0011627+0.002764i,-0.0010102+0.00052137i,-0.001826+0.00011401i,-0.0024732+0.00059937i,-0.0025822+2.2787e-05i
0.00070628+0.00053783i,0.00098575+0.0079791i,-0.0016403+0.030121i,-0.01153+0.057639i,-0.021867+0.055166i,-0.011307+0.013419i,0.0052273-0.019353i,0.0050369-0.017498i,0.0014211-0.0061013i,0.00071254+0.00078596i,0.00044999+0.0061008i,0.0020806+0.0088216i,0.0044143+0.0064814i,0.0041402+0.0017637i,0.0014065-0.0029942i,-0.001366-0.0062675i,-0.0039589-0.0073326i,-0.0047016-0.0065188i,-0.0040211-0.0055428i,-0.0032595-0.0046301i,-0.0023225-0.0019119i,-0.00064984+0.0017247i,0.00063134+0.0029387i
-0.00041987+0.00069674i,0.00045906-0.0060813i,0.0097197-0.021946i,0.02458-0.034967i,0.026911-0.021575i,0.0013749+0.011417i,-0.025513+0.022525i,-0.033806+0.0084598i,-0.031182-0.00029998i,-0.020431-0.0021586i,-0.010467-0.0047075i,-0.0067842-0.0038693i,-0.0027472-0.0017282i,-0.00015125-0.001152i,-0.00077513+4.1802e-05i,-0.0002224+0.0013331i,-0.00012129+0.00014781i,-0.0020615-0.0025848i,-0.0024412-0.0028112i,-0.00020519-0.0021683i,0.0018528-0.002463i,0.001719-0.0025304i,0.00027411-0.0023925i
-0.001214+0.0038524i,-0.004989+0.0085458i,-0.018899+0.018881i,-0.037965+0.030365i,-0.036031+0.028504i,0.00057872+0.014911i,0.032224+0.00048759i,0.033438-0.0096034i,0.019831-0.009912i,0.0088237-0.0037929i,0.0028475-0.0017901i,-0.0020028-0.0034538i,-0.0041564-0.002519i,-0.0031149-0.0010852i,-0.0016918-0.0023674i,0.00081912-0.0038212i,0.003595-0.0043121i,0.0039928-0.0039205i,0.0035192-0.0016969i,0.0032399+0.00078586i,0.001831+0.00093465i,-0.00045145-6.0436e-06i,-0.0010911-9.8151e-05i
-0.0048024-0.00049026i,0.0013847-0.0018042i,0.016063-0.00047909i,0.032197+0.00091606i,0.024464-0.0015538i,-0.0064873-0.013477i,-0.019959-0.022679i,-0.0090753-0.016244i,0.0016341-0.0081356i,0.0041244-0.0033737i,0.0054805+0.00044507i,0.0073498+0.00037163i,0.0045889-0.0012259i,9.846e-06-0.00065911i,-0.003089+0.001105i,-0.0054445+0.0033466i,-0.0051534+0.004779i,-0.0036673+0.0043048i,-0.0030117+0.0039305i,-0.0025818+0.0041483i,-0.0010353+0.0038547i,0.0010064+0.0028068i,0.001681+0.0006629i
-0.0027432-0.0001832i,-0.0079632-0.00020358i,-0.021223-0.0042739i,-0.035589-0.010139i,-0.02819-0.0028681i,-0.004441+0.021524i,0.0050012+0.042059i,0.0010135+0.045229i,-0.0013223+0.035214i,-0.0024782+0.019393i,-0.00536+0.0084014i,-0.0042062+0.0055579i,-0.00046377+0.004214i,0.0019589+0.0039476i,0.0050344+0.0051071i,0.005564+0.0049955i,0.0031226+0.0047908i,0.0012306+0.0046504i,-0.00069384+0.0033382i,-0.0026038+0.0018944i,-0.0024388+0.00056052i,-0.0014014-0.00085916i,-0.0013113-0.0013777i
-0.00099806-0.0031322i,0.0017629-0.0003361i,0.0087867+0.0075196i,0.018748+0.017049i,0.02339+0.010278i,0.023735-0.013752i,0.0182-0.028262i,0.0045883-0.022385i,-0.0027325-0.010743i,-0.0023532-0.0047972i,-0.0031732-0.001541i,-0.0045469+0.00361i,-0.0025099+0.0059873i,0.00021705+0.0041805i,0.00069403+0.0014394i,-0.00025143-0.0013203i,-0.00057446-0.0032084i,4.1315e-05-0.0034012i,0.00099251-0.0028602i,0.0016719-0.0028163i,0.00089439-0.0022922i,-0.0003388-0.00098177i,0.0001804-2.6104e-05i
-0.0015913+0.00015852i,-0.0055315-0.0036978i,-0.012824-0.014663i,-0.022191-0.02695i,-0.030598-0.018664i,-0.03853+0.0069685i,-0.036647+0.014898i,-0.024823-0.00014776i,-0.017352-0.010168i,-0.010286-0.009053i,-0.0024551-0.0081477i,0.00027977-0.0069182i,-0.00015113-0.0027722i,-0.00040426+0.00052885i,-0.00089315+0.0023569i,0.00063235+0.002781i,0.0017805+0.0010522i,0.0011823-0.00030771i,0.00067378-0.00039592i,-7.9356e-05-0.00050812i,0.00033645-0.0008745i,0.0012516-0.00051951i,0.0010645-0.0011101i
-0.0028689+0.0031555i,-0.0024304+0.0085843i,-0.00449+0.022108i,-0.0064877+0.037311i,-0.0013766+0.038692i,0.019116+0.027479i,0.036653+0.014501i,0.035584+0.0033862i,0.023883-0.0014685i,0.010856+0.00056707i,0.0047274+0.0038322i,0.0041414+0.002629i,0.0029503-0.00052235i,0.0039043-0.0031378i,0.005692-0.0047553i,0.0059289-0.0040796i,0.0052039-0.0016583i,0.0043789+0.0003662i,0.0041532+0.002595i,0.0042859+0.004378i,0.0034702+0.0037572i,0.0017074+0.0024733i,-3.6439e-05+0.002014i
0.0023967-0.0030669i,0.0011765-0.0069997i,0.0032672-0.017556i,0.0034513-0.031513i,-0.0069253-0.039299i,-0.022094-0.040562i,-0.022856-0.031976i,-0.013339-0.015414i,-0.0067738-0.0050489i,-0.005471-0.0014168i,-0.003746+0.0029298i,0.00017529+0.0048485i,0.00088544+0.0026865i,-2.7743e-05+0.00038036i,-0.0012384-0.00058035i,-0.0029766-0.001208i,-0.0028652-0.0015681i,-0.0023351-0.0016192i,-0.0021759-0.0020711i,-0.0026089-0.0025899i,-0.0026009-0.0024697i,-0.00061262-0.0011218i,0.0012664-0.00019149i
-0.0015179+0.0013245i,-0.0046242+0.0045661i,-0.012707+0.012575i,-0.024182+0.025908i,-0.023407+0.039723i,-0.0070702+0.045639i,-0.0002723+0.037609i,-0.0074121+0.025191i,-0.011488+0.017356i,-0.010004+0.0095336i,-0.01009+0.0026781i,-0.008895+0.0021734i,-0.0041215+0.0027737i,-0.00072747+0.0022855i,0.00088254+0.0027001i,0.00098484+0.0020706i,-0.0011013+0.00059306i,-0.0021938+6.2551e-05i,-0.002739+0.0011494i,-0.0036377+0.0018987i,-0.0031786+0.0011846i,-0.0019913-0.00017928i,-0.0017081-0.0008439i
0.0027557-0.0010401i,0.0049385-0.0029583i,0.012274-0.0070307i,0.026082-0.012412i,0.037028-0.018563i,0.036336-0.024544i,0.026089-0.025593i,0.012305-0.021321i,0.0038196-0.012856i,0.0027908-0.0063236i,0.0023403-0.0053449i,-0.0016172-0.0044957i,-0.0040549-0.0018603i,-0.004076-0.00024951i,-0.00387-0.00062794i,-0.0022782-0.0019643i,-0.00078419-0.0024447i,-1.6423e-05-0.0010878i,0.0014696-0.00082049i,0.0035977-0.002064i,0.0042332-0.0028857i,0.0025768-0.0023767i,0.0010351-0.00042883i
-0.0027218+0.001118i,-0.0057608+0.0015841i,-0.014962+0.001605i,-0.031579+0.0029152i,-0.04634+0.0093008i,-0.048138+0.019167i,-0.034443+0.022533i,-0.015315+0.015604i,-0.003969+0.0081772i,0.0019937+0.0055522i,0.0062724+0.0029514i,0.0058797+0.00021863i,0.0021833-0.0013708i,9.9775e-05-0.00097135i,-0.00054728+0.0016129i,-0.0003609+0.0029745i,0.0005082+0.002001i,-0.00038896+0.00038257i,-0.0017805-0.00076441i,-0.0015948-0.0011114i,-0.00053396-0.0014433i,0.00067432-0.0016622i,0.0011865-0.0014141i
0.0022899+1.5511e-05i,0.0039217+0.000622i,0.0098367+0.0029243i,0.020706+0.010577i,0.027704+0.016435i,0.026609+0.017887i,0.019854+0.016163i,0.012332+0.012848i,0.0078546+0.010462i,0.0041743+0.0085831i,0.0020354+0.0091327i,0.0026212+0.0074401i,0.0026359+0.0032604i,0.0025685+5.7231e-05i,0.0035448-0.001206i,0.0042907+0.00038814i,0.0041073+0.0019703i,0.0020731+0.0019388i,-0.0012856+0.0019264i,-0.0011156+0.0036069i,0.00035245+0.0045764i,-0.00077498+0.0030872i,-0.00095973+0.001641i
-0.0030873-0.00043016i,-0.0048678-0.0025163i,-0.011678-0.0084888i,-0.021502-0.022766i,-0.028501-0.036953i,-0.026831-0.0421i,-0.019514-0.037153i,-0.014684-0.024891i,-0.011969-0.014299i,-0.010035-0.0087234i,-0.0088612-0.0037542i,-0.0052265+0.0019898i,-0.00092519+0.0044564i,0.0024241+0.003203i,0.0040786+0.0016759i,0.0029823+0.00066434i,0.0014975+0.00036357i,0.0014287-0.0005302i,0.0014447-0.0024874i,0.0010482-0.0027608i,0.0011127-0.0018004i,0.00097099-0.00041807i,1.5699e-05+0.00058259i
-0.00031282+0.0037562i,0.00064295+0.0062804i,0.0013464+0.015041i,-0.00058378+0.029503i,-0.001947+0.041965i,0.0057258+0.040206i,0.015224+0.023124i,0.014415+0.0042562i,0.00742-0.0042698i,0.0021993-0.006239i,-0.00093834-0.0075154i,-0.0018557-0.0051934i,-0.00081934-0.0018923i,0.00042892-0.0010243i,0.0012079+0.00012514i,0.0016131+0.00017978i,0.0012465-0.00090194i,0.00077134-0.00036667i,0.00028689+0.00018688i,-0.0015757-0.00033258i,-0.0033567-0.00081624i,-0.0024213-0.00079116i,-0.0012908-0.0004764i
-0.0020586-0.0029192i,-0.0036137-0.0046997i,-0.0031706-0.010254i,0.0036196-0.017619i,0.014223-0.021081i,0.022696-0.015859i,0.022876-0.0056644i,0.018377-0.00047619i,0.011893+0.00054059i,0.0073358+0.00059432i,0.0065062-0.0012965i,0.0042649-0.0028992i,0.0008667-0.0019405i,-0.002267-0.00039121i,-0.0036638-0.00019493i,-0.0024188-0.0014945i,0.00022454-0.0026642i,0.0012215-0.0011486i,0.0014296+0.0018345i,0.0027148+0.002831i,0.0033547+0.001461i,0.0029028+0.00030996i,0.002246-0.00033659i
0.002829+0.0019957i,0.001674+0.0040599i,-0.0050069+0.0093807i,-0.019814+0.016014i,-0.03537+0.020249i,-0.041463+0.021878i,-0.035312+0.023427i,-0.024147+0.022917i,-0.01489+0.019286i,-0.007246+0.015714i,-0.0010757+0.01154i,0.0025882+0.005184i,0.0035227+4.043e-05i,0.0024938-0.0021691i,0.00058192-0.0027706i,-0.00050996-0.0028024i,-0.00099936-0.0024396i,-0.00098391-0.0022415i,-0.00099043-0.0020972i,0.00013863-0.0020003i,0.0018451-0.0017301i,0.0021498-0.0015608i,0.0013648-0.00095537i
-0.0022096-0.00080882i,-0.0011857-0.0028297i,0.0033839-0.0030678i,0.0136+0.00028733i,0.022284+0.0057729i,0.018908+0.0064548i,0.0025391-0.00042018i,-0.013754-0.0046972i,-0.017798-0.0012192i,-0.013422+0.0027547i,-0.0098388+0.0057372i,-0.0053171+0.0067541i,-0.0010693+0.0049267i,0.00026118+0.0029274i,0.00070425+0.0026314i,0.0010141+0.0026989i,0.00082812+0.0019044i,0.00039282-3.1624e-05i,-0.000436-0.0013094i,-0.001338+2.2597e-05i,-0.00078738+0.002234i,-0.00088013+0.0026828i,-0.00061991+0.0019746i
