-0.0021372-0.00091746i,-0.0031802-0.00022316i,-0.0031393+0.00061103i,-0.0025399+0.00037663i,-0.0020103-0.00041573i,-0.0018307+9.3093e-05i,-0.0011579+0.0013791i,-4.0917e-05+0.0012829i,0.00050021+0.0010651i,0.0005726+0.0014458i,0.00078221+0.0013788i,0.00044989+0.00086796i,0.00032841+5.5858e-05i,0.00092841+0.00023695i,0.0012106-0.00034029i,0.00073741-0.00097603i,0.00069315-0.00035545i,0.00071112+0.00030988i,0.00027946-6.0196e-05i,0.00019569+0.00014914i,0.00016066+0.00032932i,1.1369e-05+0.000251i,-6.4626e-05+2.8669e-05i
0.0002524-0.0013938i,-0.0011554-0.0011589i,-0.0021142+0.00012578i,-0.0011812+0.00026335i,0.00022508+0.00036095i,0.000676+0.0011793i,-2.2039e-05+0.00088846i,-0.00053694-0.00017456i,-0.00044638-0.00020916i,0.00021311+0.00039488i,0.00070835+0.0005788i,0.00069234+0.00023646i,0.0012838+0.00056634i,0.00077993+0.00071633i,9.8631e-05+0.00018007i,0.00079588-0.00073045i,0.00084931-0.0011103i,0.0006441-0.00019202i,0.00037432+0.00062534i,6.1374e-05+0.00025804i,5.0259e-05-0.00029017i,-2.5177e-05+0.00026717i,-0.00048299+0.00083424i
0.00044363+0.0014223i,0.00082248+0.00066053i,0.0021157+0.00084672i,0.0020178+0.0010122i,0.00087522-1.8572e-05i,0.00016015-0.0010944i,-5.6499e-05-0.0012887i,-0.00015701-0.00069346i,0.00024736-0.00078737i,5.8719e-05-0.001049i,-0.00026594-0.00030243i,-0.00011249-0.00054926i,0.00023937-0.00092844i,0.00015731-0.00074751i,-0.00037747-0.0010146i,-0.00038031-0.00098782i,1.3091e-05-0.00083726i,-0.00011441-0.00062489i,0.0001563+0.00025756i,1.1915e-05+0.00035097i,-0.00074204-0.00012305i,-0.001027+0.0003914i,-0.0010448+0.00056301i
-0.0021665+0.0012451i,-0.0017665+0.0016243i,-0.00029026+0.0015818i,-0.00037969+0.001516i,-0.00048487+0.0016838i,0.00056486+0.0014022i,0.00067866+0.00055991i,-4.1193e-05-0.00011039i,0.00038665-0.00042183i,0.00083955+0.00043618i,0.00046066+0.0016014i,0.00041695+0.0010641i,0.00046465-0.00010022i,-0.00015757-0.00046443i,-0.00040854-0.00034724i,0.00016106-0.00034806i,0.00025441+6.5532e-05i,8.0736e-05+0.00067075i,0.00012608+0.00055228i,0.00037647+0.00016461i,-0.00016863+0.00021985i,-0.00045084+0.00028548i,0.00055153-0.00023763i
-0.00011003-0.0013833i,-1.6242e-05-0.0020472i,-0.00076926-0.0012508i,-0.0017778+0.00023897i,-0.0018404+0.00082708i,-0.00090768+0.00071348i,-0.00088073+0.00066467i,-0.0006481+5.4017e-05i,-0.00061434-0.00051514i,-0.00063553-0.00018046i,-0.00019196-0.00022255i,0.00033725+0.00025346i,0.0013118+0.00086372i,0.0014607+7.9441e-05i,0.00072067-0.0002189i,-2.8951e-05+0.00025615i,4.2569e-06-0.00019156i,0.00049512-0.00037217i,0.00051906-0.00030249i,0.00048295-0.00025362i,-0.00010072+0.00078817i,-0.00067937+0.0011882i,-0.00014677+0.00029056i
-0.0006727-0.0013322i,-0.0015066-0.0021369i,-0.0011834-0.0019827i,-0.00047094-0.00074077i,-0.00033045+0.00085287i,-0.00022663+0.0013517i,0.00062571+0.0010506i,0.0011678+0.00010797i,0.00077437-0.0010201i,-1.5984e-05-0.0015966i,-0.00013362-0.00087612i,0.00079326+0.0002729i,0.0015329+0.00064373i,0.00093581+0.00037101i,-0.00019444-0.00089826i,0.00041264-0.0012167i,0.0013572-5.5767e-05i,0.00084161+0.00075816i,-8.9777e-05+0.00039499i,-0.00056217+0.00039804i,-0.00049879+0.00072682i,-5.1243e-05+0.0002164i,-0.00016569+0.00023647i
2.8045e-05+0.0025338i,0.00033114+0.0025925i,0.00030155+0.002325i,0.00061846+0.0008689i,0.00011035-0.00026257i,-0.00051823+0.00071714i,-0.000186+0.00045645i,0.00023759-0.00070513i,0.00028787-0.00036605i,-7.4294e-05-9.7458e-05i,-0.00050815-0.00010237i,-0.00094691-0.0007661i,-0.00039629-0.00091631i,3.9165e-05-0.00024991i,0.00036277-0.00028463i,0.00039491-0.00012965i,0.00022691+0.00017815i,0.0001219+0.00057538i,0.00011692+0.00065377i,-0.00055226+0.00088779i,-0.00057561+0.00038286i,7.798e-05+6.3415e-05i,0.00089039-0.00022939i
0.0020115-0.00031161i,0.00037886+0.00030976i,0.0014116+0.00028039i,0.0021562+5.4956e-05i,0.00089356-1.2555e-05i,-6.5546e-05+0.00022391i,-0.00060256+0.00019751i,-0.000197-8.6926e-05i,-1.2452e-05-0.0005697i,-0.00057692-0.001349i,-0.0009693-0.0014231i,-0.0011544-0.00016954i,-0.001233+0.00040195i,-0.00094757-0.0004191i,-0.00064835-0.0013645i,-0.00010686-0.0015489i,0.00019715-0.0010397i,-0.0003797-0.00031445i,-0.00035108+0.00052224i,0.00037597+0.00050084i,0.00061946-0.00039751i,-0.00019813-0.00077256i,-0.00087826-0.00070881i
-0.00070616-0.0014273i,-0.0020861-0.0005836i,-0.0030136+0.00027898i,-0.0021565+0.00099725i,-0.0015529+0.0012897i,-0.00046452+0.00094964i,0.00090782+0.00074044i,0.001039+0.00047486i,0.00095252+0.00025481i,0.00052303+8.8497e-05i,0.00026727+0.00032052i,5.3193e-05+0.00065956i,0.00033846-8.2979e-05i,0.0011775-0.00075564i,0.0015699-0.00051794i,0.0021054-0.00024846i,0.0012723+0.00017509i,-0.00068636-0.0004241i,-0.00069115-0.00047897i,6.5214e-05+0.00078499i,-0.00069959+0.0011193i,-0.0010725+0.00061061i,-0.00073627+0.00020052i
-0.0015355+0.00026758i,-0.0026338-0.00065527i,-0.0024855-9.3501e-05i,-0.0014842+0.001219i,-0.00059513+0.00062274i,0.00028082-0.00010828i,0.00031605+3.4776e-05i,-4.7597e-05+0.00021679i,-0.00083963+0.00051159i,-0.00084004-0.00012625i,-0.00032847-0.000576i,-0.00050182-0.00045164i,-0.00018873+0.00022858i,0.0001273+0.00051732i,0.00062385-0.00038858i,0.00081899-0.00092568i,0.00014643-0.00044903i,-0.00043798-0.0010014i,-2.5815e-05-0.0016013i,-9.3295e-05-0.00073025i,-0.00050978-0.00035484i,-0.00025935-0.00057774i,0.00027624-1.7278e-05i
-0.00055886-0.0015315i,-0.00088116-0.0017682i,-0.0011382-0.0015498i,-0.0010611-0.0005716i,-0.0014434+0.00089074i,-0.00075761+0.0013205i,0.00072223+0.00062761i,0.00099242+0.00011869i,0.00018349-0.00084664i,-0.00073333-0.0015341i,-0.0012451-0.00065663i,-0.00067522-0.00057011i,8.8525e-05-0.00079229i,0.00024378-0.00041375i,5.1614e-05-0.00098841i,7.3121e-05-0.00068913i,0.00056419+0.00022629i,0.0013666+0.00074785i,0.00067239+0.00081665i,-0.00060376+0.00033283i,-0.00045877+0.00035917i,0.00044572-0.00010216i,0.00063554-0.00084012i
1.3166e-05+5.3773e-05i,-0.00094146+0.00035767i,-0.00080795+0.00038986i,-0.00043388+0.00021832i,-0.00070084+0.00036188i,-0.00042433+0.00039608i,-8.0099e-05+0.00024272i,4.6267e-05-1.7633e-05i,0.00045795+5.812e-06i,0.0011935-0.00041231i,0.00088383-0.00069084i,0.00041001-0.00019613i,0.00049606-0.0002499i,7.1031e-05-0.00018635i,-0.00017796-0.00031671i,0.00029469-0.00080484i,0.0011474-0.00063436i,0.00094019-0.0001931i,-0.00025034-5.2626e-05i,-8.3912e-05-0.00043262i,-0.00028142-0.00039878i,-0.00086751-0.00023012i,-0.00038194+0.00031553i
-0.00039043-0.0011317i,-0.0012467-0.0012661i,-0.0019288-0.00083814i,-0.0015889+0.00030913i,-0.00060096+0.00072998i,0.00029978+0.00077599i,8.7615e-05+0.00021494i,6.7386e-05-0.00037316i,0.00053849-0.00025381i,0.00049287-0.00030615i,-1.1857e-05-0.00069673i,-0.00033376-0.00066124i,0.00022564-9.6415e-05i,0.0011441+0.00037717i,0.0016904+0.00037494i,0.00069954+0.0001802i,-0.00061341-9.8869e-05i,-0.00025624+0.00039005i,0.00083805+0.00048607i,0.0011582-4.236e-05i,0.00065577+0.00018568i,-0.0001202+0.00063681i,-0.00041671+0.00018649i
0.0017383-0.00052501i,0.0016403-0.00031077i,0.0021092-0.00032816i,0.00062033-0.00047532i,-0.0011497-0.00062656i,-0.00071027-0.00036926i,0.00039688-0.00017229i,0.00029147-0.00023301i,0.00022968-7.7523e-05i,0.00041185-0.0002091i,0.00035346-0.00064425i,0.00031106-0.00066325i,0.00055526-0.00067017i,0.0011449-0.00055027i,0.0005756-0.00040603i,0.00013589-0.00037335i,7.8072e-05-0.00036378i,-0.00012021+0.00017035i,-3.5539e-05+0.00018301i,-2.8639e-05-0.00058939i,0.00015279-0.00065698i,-5.4295e-05+4.1121e-05i,-0.00027787+0.00095619i
-0.0017553+0.0017415i,-0.0012856+0.0023006i,0.00026692+0.0026768i,0.0012857+0.0019656i,0.00053989+0.0008045i,0.00011606+0.00037987i,0.00067057+0.00070899i,0.00048146+0.00047901i,0.00094634+0.00050408i,0.0015426+0.00067495i,0.0012742-0.0003746i,0.0006845-0.00059378i,0.00040291-0.00019861i,0.0002463-0.00038363i,-0.00041954+6.4976e-05i,-0.00060328+3.51e-05i,0.00021882-0.0002653i,0.00039212-0.00080347i,0.00052723-0.00048331i,0.00010873+0.0005743i,-0.00061617+0.00017931i,-0.00096304-0.00027163i,-0.00075453-0.0002036i
-0.0019165+0.00088941i,-0.0018712+0.00022346i,-0.0012266+0.0010002i,-0.00091315+0.0021617i,-0.00092392+0.0020701i,0.00028964+0.001684i,0.00095912+0.00088622i,0.00019128-0.00053175i,-0.00069498-0.00072073i,-0.0010848-0.00023788i,-0.00072086-6.0336e-05i,-0.00047211-0.00050103i,0.00029254-0.0010338i,0.0006373-0.00073834i,0.00058689-0.00029067i,0.0002202-0.00055237i,-0.00026383-0.0012305i,-0.00044154-0.0008787i,-0.00062248+0.00017653i,-0.00030904+0.00030923i,0.00038627+0.00042469i,0.00016618+0.00036595i,-8.1863e-06+0.00031191i
-0.0019511-3.7338e-05i,-0.0011486-0.00026735i,-0.00099057+0.00052451i,-0.00066853+0.0011605i,-0.00040689+0.00096924i,-0.00064648+0.00064562i,-0.00054255+0.00026047i,-0.000472+8.3725e-05i,-0.0003548+8.4124e-05i,0.00012866-0.00012883i,0.00017682+0.00013175i,0.00032095+0.00053724i,0.00037503+0.0006249i,-0.00033536+0.00029499i,-0.00093515+0.00014445i,-0.00038585-2.9713e-05i,0.00026193-3.2242e-05i,-2.945e-05+0.00068322i,-0.00060666+0.0010549i,-0.00075773+0.00044751i,-0.0008281-0.00042292i,-0.00060483-0.00076209i,7.6461e-05-0.00019511i
0.00011272+0.00017991i,-4.4134e-05-0.00010067i,3.3386e-05-0.00086422i,-0.00046263-0.00055822i,-0.0018334+5.317e-05i,-0.0014346+0.00026527i,-0.00041782+0.0001962i,0.00036409+7.4954e-05i,0.00048179-0.00015925i,-0.0004359-0.00080493i,-0.000278-0.00035864i,0.00051256-1.3315e-05i,-0.00039698-0.00069512i,-0.00071604-0.0011188i,-0.00015358-0.00078048i,-3.3177e-05-0.00055568i,-7.0149e-05-0.00068137i,-0.00031001-0.00067079i,-0.00020105-0.0003793i,2.1708e-05-0.0001137i,-0.00025156+0.00015498i,-5.5584e-05+0.00027283i,0.00016036+0.00033674i
-0.00014376-0.0018343i,-0.00076698-0.00044762i,-0.0017981+0.00036663i,-0.002905+0.00042873i,-0.0021939+0.00061849i,-0.00095442+0.00059691i,0.00015257+8.8938e-05i,0.00058855-0.00034285i,-0.00057694-0.00074109i,-0.0011374-4.4381e-05i,-0.00075596+0.00041721i,0.00021658+0.00033369i,0.00024326+0.00058558i,4.8509e-05-4.5658e-05i,0.00091297-0.00035919i,0.0011716-0.00059449i,0.00048853-0.00071878i,0.00024887+0.00019482i,0.0001103+0.00025917i,-0.00085969-0.00045894i,-0.00093057+0.00014651i,-0.00040112+0.0010252i,-0.0002833+0.00086694i
-0.0019494-4.1756e-06i,-0.0020723+8.3895e-06i,-0.00091844+0.00082587i,-0.00019421+0.0009448i,0.00029378+0.00080022i,0.00038436+0.00075824i,-0.00042062+4.2735e-05i,-0.00036272-0.00079525i,0.00010785-0.00011081i,0.00064149+5.4258e-05i,0.00082711-0.00059046i,0.00040334-0.00073559i,0.00015628-0.00050648i,6.6434e-05-0.00056251i,0.00034076-0.001013i,0.0010072-0.0011979i,0.00099567-0.00031277i,2.6161e-05+0.00027181i,-0.00012789+0.00017164i,0.00029933+0.0005248i,0.00038055+0.00083124i,8.2462e-05+0.00014721i,0.00067564-0.00070084i
0.00060149-0.0014087i,0.00058008-0.0018238i,9.0706e-05-0.001027i,-0.00098647+0.00039932i,-0.0012196+0.0012211i,-0.0010177+0.0016976i,-0.00078116+0.0012331i,-0.00050155+0.0007691i,0.00027526+0.00011329i,-2.4716e-05-0.00017554i,-0.00094733-0.00028306i,-0.0010999-0.00056742i,-0.00028393-0.0006218i,-3.3451e-05-0.00051862i,-6.093e-05-0.00051789i,0.00078121-0.00017233i,0.0010001-3.6909e-05i,0.00024976-7.4676e-05i,-0.00034304-0.00012042i,-0.0005246+0.00016896i,-0.00043675+4.6193e-05i,0.00035375+0.00013174i,0.00085024+0.00052172i
0.0010501-0.0010841i,0.0012135-0.0021126i,0.00077599-0.0019674i,-0.00088679-0.0013983i,-0.0012073-0.00088401i,-0.00057667-0.00018483i,-0.0007872-0.00040803i,-0.00013793-0.00096676i,0.00046427-0.0012401i,0.00042649-0.00088161i,1.745e-05-0.00065838i,-0.0002633-0.00049341i,-0.00058167-0.00045099i,-0.00075557-0.00062691i,-0.00070758-0.00027708i,3.8583e-05-0.00040415i,0.00056534-0.00031667i,0.00048037+8.8127e-05i,4.4786e-05+0.00020278i,-0.0007943+0.00071749i,-0.00074367+0.00091837i,-0.00088121+0.00021966i,-0.00091301-0.00026653i
-0.00043206-0.00077465i,-0.00047454-0.0005324i,-0.00034829-0.0006212i,-0.00084647-0.001069i,-0.000639-0.0010619i,0.00065794-0.00022214i,0.0016769+0.00019176i,0.000875-3.675e-05i,0.00017016-0.00018718i,0.00021613+2.6056e-05i,-0.00038567+0.00037078i,-0.00075232+0.00035739i,0.0002053-0.00016292i,0.00064147-0.00056451i,0.00045932-0.00038477i,0.00084485-0.0010165i,0.00098332-0.00091186i,-0.00020064-6.8371e-05i,-0.00072905+0.00060927i,0.00072107+0.00089948i,0.0011949+0.00017058i,0.00070298-0.00045362i,0.00076122-0.0011014i
-0.0034593+0.0010341i,-0.0031773+9.0502e-05i,0.00084754+0.0018162i,0.0015567+0.0027347i,0.00089108+0.0018278i,-0.00031466+0.00021615i,-0.00088291-0.00064037i,-0.00072037+0.0001338i,-0.0006647+0.00095258i,-0.00035067+0.0010761i,-0.00041132+0.00080953i,-0.00060897-0.00019834i,0.0007609-0.001019i,0.0015313-0.0012608i,0.0010996-0.00074125i,0.00098785+9.7288e-05i,0.00048939+0.0006206i,-0.00061136+0.0007114i,-0.0010915+0.00079695i,-0.00046169+0.0012756i,0.00014609+0.0017953i,0.00022114+0.0009271i,-3.2481e-05+0.00011097i
0.0029929-0.0017764i,0.0025609-0.001292i,0.0010054-0.0018585i,-0.00066579-0.0027034i,-0.00085103-0.0022679i,0.0003341-0.00051688i,0.00044493+0.00075622i,-0.00033797+0.00013415i,-0.00058138-0.00095734i,-0.00064426-0.00048895i,-0.00091665-0.00012191i,-0.0010236-4.4104e-05i,-0.001075-0.00050252i,-0.0008177-0.00039727i,-0.00049904-0.00013021i,-0.00050983-0.00078801i,-0.00076833-0.00023804i,-0.00012764+2.6998e-05i,0.00040505+0.0001478i,0.0002109+0.00052268i,-0.00013601-5.7909e-06i,-0.0003212-0.00022684i,-0.00038654+0.00034401i
0.0013177+0.0010083i,0.0014366+0.0010102i,0.00045473+0.00054166i,0.00014204+0.0004232i,0.00045684+0.00062093i,0.00089107+0.00046101i,0.00099966-0.00019772i,0.0015021-0.0013316i,0.0021894-0.0013232i,0.0012576-0.001007i,4.834e-05-0.00062103i,-0.00063128-0.00014988i,-0.00081362-0.00029774i,-0.00040201-0.00015845i,-6.2181e-05-0.0003238i,0.00029399-0.00068818i,0.0004311-0.00018653i,0.00016493+0.00069181i,-0.00059213+0.0010236i,-1.1363e-05+0.00035714i,0.00067313-9.9437e-05i,5.5329e-05+0.00020273i,-1.3375e-05-0.00012367i
0.0025574-0.00098971i,0.002533-0.0010405i,0.0010986-0.0013132i,0.00069637-0.0015635i,-0.00082003-0.00087323i,-0.0015804-0.00013858i,-0.00010346-0.00013644i,-0.00036251-0.00049854i,-0.0012639-0.0010765i,-0.00052404-0.0014155i,-0.00039565-0.00062338i,-0.00029366+0.00013956i,-5.3713e-05+0.00025237i,9.1853e-05+0.00085254i,0.00078066+0.0015323i,-0.00019457+0.0011183i,-0.0011842+2.8612e-05i,-0.00057954-0.00058299i,-8.0917e-05-0.00082102i,-2.1301e-05-0.00034915i,-0.00066414+0.00070569i,3.7362e-05+0.00013984i,0.0010367-0.00044028i
0.00029232-0.0011282i,-0.0001692-0.0011078i,-0.0011017-0.0019731i,-0.0014857-0.00081835i,-0.0011882+0.00086455i,-0.000433+0.0012584i,9.4248e-05+0.00082154i,0.00036804+0.00016489i,0.00040063-0.0006488i,0.00010582-0.0012289i,0.00030459-0.0010436i,0.00075031-0.00021341i,8.6226e-05+4.9584e-05i,2.4689e-05-0.00018263i,-0.00017929+6.0066e-05i,-1.2983e-05-0.00022797i,0.0004511-0.00027004i,3.366e-05-3.2868e-05i,0.00020087+0.00031172i,0.00050494+0.0006437i,0.00018184+0.00032271i,-0.00059439+1.1038e-05i,-0.0013089-0.00041427i
-0.0024465-0.0010438i,-0.0025804-0.00072415i,-0.0037927-0.00051045i,-0.0032424+0.00071328i,-0.0016231+0.00074061i,-0.00013676+0.00050976i,8.499e-05+0.00064974i,-0.00091657+0.00017572i,-0.00042685+0.00014949i,0.00077794+0.00039845i,0.0012491+0.00063981i,0.0011316+0.00074039i,0.0011808+0.00056711i,0.001007-7.2384e-05i,0.001243-0.00071668i,0.0016008-0.00025341i,0.0014431+0.00019541i,0.00077784+0.00083773i,0.00036695+0.001401i,0.00098585+0.0010316i,0.00085367+9.0268e-05i,0.00053829-0.00032931i,1.9279e-05-0.00039868i
-0.00065636+0.0015138i,0.00011724+0.0021722i,0.00067057+0.0031912i,0.0011489+0.0037162i,0.0012621+0.00315i,0.00069378+0.00045888i,0.00011239-0.00061491i,-1.3447e-05-0.00030394i,-0.00052002-0.00052114i,-0.0011674-0.00090038i,-0.00070799-0.0013768i,-0.00018844-0.0011881i,0.00022474-0.00069577i,0.00079391-0.00026643i,0.00056596-0.00051075i,0.00089491-0.00086773i,0.0010646-0.0010464i,0.00049681-0.00017687i,0.00046666+0.00089069i,0.00079057+0.0010137i,0.0006798+0.00058391i,8.0121e-05+0.00033026i,-0.00036668+0.00043519i
0.0019254+0.00046625i,0.0018355+0.00080279i,0.0016351-0.00064229i,0.00086754-0.001726i,-0.0004182-0.001773i,-9.7065e-05-0.00059115i,0.00091294+4.7181e-05i,0.0014342-0.00017292i,0.00084378-0.00053385i,-0.00040973-0.00057917i,-0.0005111-0.00048552i,-0.001-9.542e-05i,-0.001531-0.00025876i,-0.0015227-0.00042976i,-0.0010594+0.00014274i,-5.2289e-05+0.00041945i,0.00066188+7.8305e-05i,0.001067-0.00019296i,0.00099516-2.3169e-06i,0.00034049+0.00047482i,-0.00034266+0.00029965i,-0.00011759+0.00012568i,-0.00033655+0.00056958i
-0.00028821-0.0018664i,-0.00012172-0.0017232i,-0.00079843-0.0012848i,-0.0022277-0.00037088i,-0.0028255+0.00090808i,-0.0014141+0.00084144i,-6.9462e-05+0.00013739i,-7.0525e-05-0.00070113i,-0.00038874-0.00077168i,-0.00039265+0.00016785i,-0.00065313+0.00022322i,-0.00096696+2.4117e-05i,-0.00046583+0.00010844i,1.1026e-05-0.0005552i,0.00040017-0.00063037i,0.00037713-0.00071525i,-0.00025387-0.00048973i,-0.0006687-0.00039493i,-0.00063869-5.0926e-05i,-9.0562e-05+0.001193i,0.00025329+0.0010288i,-0.00015147+6.9156e-05i,-0.00033666-0.00013312i
0.00094094-0.0003007i,0.00089227-0.00046242i,0.0010021-0.00035698i,0.00075518-0.00016296i,0.0007642-0.0003934i,0.00046839+0.00014662i,0.00045675+0.00044888i,0.00091118+7.8783e-05i,0.0013049-0.00031286i,0.00090713-0.001095i,-1.5029e-05-0.0014114i,-0.00011508-0.00026629i,0.00078138+0.0010187i,0.00071769+0.0011696i,0.00014581+0.00034193i,5.7785e-06-0.00011048i,0.00039081+0.00071212i,0.00033136+0.0010224i,-0.00025092+0.00093654i,-0.00053014+0.00049086i,-0.00028804-8.4843e-05i,-0.00043232-0.00067866i,-0.00073752-0.0016633i
-0.001186+2.2868e-05i,-0.00021323+1.978e-05i,-0.00034758-4.0477e-05i,-0.00066636-9.2382e-05i,-0.00067185+0.00012961i,-0.00083992-0.0002444i,-0.00011457-0.00037241i,-1.162e-05-0.00078689i,0.00011343-0.0016343i,0.00021919-0.0012165i,-9.2178e-05-2.1774e-05i,-0.00017663+0.00023843i,-8.1146e-05+0.00012894i,-0.00065409+0.00027231i,-0.00035102+6.4398e-05i,0.00060299-0.0008074i,0.0004923-0.0006199i,0.00035501+0.00058327i,-0.00014356+0.00095342i,-1.6533e-05+0.00066058i,0.00052256+0.00026279i,0.00026391+0.00025772i,0.00033078+0.00023577i
0.0018562-0.00099989i,0.0021299-0.0010346i,0.00082659-0.0021723i,-0.00041125-0.0021819i,-0.00058559-0.00049693i,-0.00068347+0.00096451i,-0.0011831+0.0011362i,-0.0009795+0.00040731i,-0.00076297-0.0012117i,-0.00036008-0.0023822i,-2.2976e-05-0.0020026i,0.00022642-0.00054855i,0.00013154+0.00044382i,-0.00019382+1.7009e-05i,-0.0006092+0.00023394i,-0.0004345+0.00034839i,-0.00010928-0.00015263i,-0.00015982-0.0003138i,0.0004224-0.0001972i,0.00045304+0.00065708i,-0.00015382+0.00057522i,-0.00020909+0.00035338i,-6.3544e-05-7.8559e-06i
0.0020248+0.000856i,0.0014494+8.3675e-05i,0.0023186-8.6249e-05i,0.0020785+0.00011627i,0.00039587+0.00049475i,-0.00025444+0.0011974i,-0.00017246+0.0011173i,-0.00014834+0.00033481i,0.0001955-0.00068127i,-0.00013251-0.0012732i,-0.00071069-0.00083337i,-0.00079629-0.0010045i,-0.0010606-0.0011585i,-0.0012043-0.00033227i,-0.0012518-0.00023914i,-0.0012528-0.00046161i,-0.00059194-0.0003341i,0.00011778+8.3619e-05i,0.00037615+0.00053564i,0.00040168-9.5442e-05i,0.00025635-0.00049691i,-0.00049541-2.4958e-05i,-0.00079998+0.00026552i
-0.00065421+0.00029458i,-6.7271e-05+0.00076996i,0.00076944+0.00066665i,0.00033243+4.7103e-05i,-0.00026994+0.00020505i,-0.00020895+0.00035054i,-0.00025362-0.00035635i,0.00045378-0.00065737i,0.0010824-2.6622e-05i,0.0013826-8.7794e-05i,0.00043459-0.0003023i,-0.00069033+5.476e-05i,-0.00051021+3.3399e-05i,-0.00052331+6.1685e-05i,-0.00033043-0.00014807i,-7.7516e-05-0.00079865i,0.0001201-0.00021602i,0.00020877+0.00070857i,-0.00028838+0.0012687i,-0.00022384+0.0010758i,0.00033242-0.00053837i,0.0001846-0.001574i,-7.556e-06-0.00086366i
0.00012177+0.0020356i,0.00055367+0.0020683i,0.00055016+0.0024597i,-0.00028677+0.0015488i,-0.00020549+0.0011505i,1.8637e-05+0.0010005i,-0.00021451+0.00052604i,-0.00031515-4.8668e-05i,-0.00055136-0.00077365i,-0.00043002-0.00073872i,0.0002466-0.00090145i,0.0003368-0.0007823i,1.5522e-05-0.00033422i,0.00036979+9.5275e-05i,0.00080308+9.6175e-05i,0.0010752-3.0155e-05i,0.0005357+0.00014673i,-0.00018336+0.00057905i,-0.00040835+9.8799e-05i,4.1195e-05-0.00075013i,0.0005425-0.00037193i,0.00059459+0.00059673i,-0.00028449+0.0014789i
-0.00069435+0.002064i,0.0001246+0.0016523i,0.00091202+0.0019987i,0.0013061+0.0017208i,0.0012723+0.001028i,0.0012056+0.0013082i,0.00094263+0.0010096i,7.6593e-05-0.00042491i,-0.00021085+2.5264e-06i,0.00053751+8.4275e-05i,0.00046481-0.00084504i,-0.00049662-0.00077905i,-0.00077704-0.00085926i,-0.00033232-0.00074911i,-0.00013755-0.00060324i,6.1166e-05-0.00076216i,0.00030518-0.00053368i,0.00035197-0.00014879i,-0.0004229+0.0010809i,-0.00069507+0.0010945i,-0.00018027-0.0001833i,0.00072745-0.00086088i,0.00098891-0.00038597i
-0.0007987+0.00080783i,-0.00049405+0.00090302i,-0.0014853+0.0010151i,-0.0019394+0.0010733i,-0.0012572+0.00041466i,-0.00039526+2.5113e-05i,0.00010875+0.00052719i,0.0006066+0.0011503i,0.00050548+0.00073355i,0.00029123-0.00020468i,0.00078253-0.00035793i,0.00036589-0.00016333i,-0.00061486-0.000684i,-0.00062944-0.00012514i,0.00027133-0.00020429i,0.00093179-0.0011773i,0.0010728-0.00092841i,0.0010647-0.00053998i,0.0009209-9.4492e-05i,0.00071129+0.00074923i,-2.8442e-05+0.00087439i,-0.00017712+0.00029013i,-0.00011101+9.2657e-05i
0.00064251-0.00039831i,0.00087039-0.00010147i,0.0013278-5.0293e-05i,0.00085662+0.00023121i,0.00044127-0.000458i,0.0011031-0.00012527i,0.0016699+0.00061698i,0.0011971+0.0004772i,4.2562e-05-2.8076e-05i,-0.00074514-0.00066821i,-0.00070776-0.00057565i,-0.00071407-0.00036109i,-0.00011154-0.00037619i,0.00044494-0.00036512i,0.00029101-0.00041238i,0.00016175-0.00023369i,0.0004753+0.00048258i,-6.0375e-06+0.00077601i,-0.0004679+0.00028458i,0.0003185+0.00049026i,0.00086499+0.00060749i,0.00019586+7.4748e-05i,-0.00099575-0.00058264i
0.001317-0.00069213i,0.0016687+0.00019535i,0.00055776+0.00064095i,-0.00062354+0.00025257i,-0.0016956+0.00029928i,-0.0017219+0.00041542i,-0.00029995+0.00019234i,8.782e-05-0.00055055i,-0.00025832-0.00098137i,-1.0028e-05-0.0011226i,0.00023198-0.0012358i,0.00015642-0.00076413i,0.00053256-0.00073145i,0.00037111-0.0014135i,0.00035214-0.00086845i,0.00058643-0.00033823i,0.00014806-0.00028475i,0.00016675-0.00045432i,0.00065884+4.2606e-05i,0.00071939+0.00012968i,0.00038967-0.00070356i,0.00014701-0.0007725i,-0.00032361-0.00031761i
-0.0015946+6.196e-05i,-0.00085834+0.00067622i,-0.00085197+0.0012944i,-0.00033586+0.0013754i,-0.0002153+0.0013693i,-2.1285e-05+0.00084118i,0.00016856+0.00055888i,0.00053086+0.00068951i,0.0003293-0.00079278i,0.00033308-0.0010444i,-0.00029486-0.00016204i,-0.00063633-0.0009606i,0.00029097-0.0018467i,0.00073584-0.0010119i,0.00060076+1.9521e-05i,0.0010488-0.00011687i,0.00062387-3.7646e-05i,0.00039985-3.5205e-05i,0.00077058-0.00015727i,0.00012684+0.00031969i,-0.00055206+0.0005821i,-0.0010992-0.00019895i,-0.00054677-0.00030172i
