-0.00015186+0.00022867i,0.0015567-0.00063041i,0.00091026-0.0020645i,0.00033215-0.0020604i,-0.00082622-0.00093774i,-0.001838-0.00013046i,-0.0009245+0.00091527i,0.00081705+0.0020315i,0.0017271+0.0023054i,0.0020291+0.0014385i,0.0018459-3.4095e-05i,0.00085417-0.00018981i,4.1407e-05-0.00010248i,0.00017091+0.00011421i,-2.5013e-05+0.00087635i,-0.0011007+0.00092816i,-0.00083815+0.00095816i,-6.0397e-05+0.00098123i,-0.00021651+0.00056521i,-0.0004882+0.00064261i,5.94e-05+0.00053582i,0.00087791+2.7925e-05i,0.00074827+6.9904e-05i
0.0084718-0.019805i,0.074162-0.051257i,0.25477-0.11481i,0.44857-0.20165i,0.44548-0.19126i,0.24663-0.060868i,0.053454+0.04065i,-0.044392+0.072568i,-0.045454+0.090218i,0.018732+0.073102i,0.050851+0.035225i,0.046856+0.034234i,0.046014+0.039182i,0.031263+0.028792i,0.015237+0.014934i,0.0050985-0.0098888i,-0.010551-0.027982i,-0.021203-0.030786i,-0.018336-0.024093i,-0.0026274-0.0078195i,0.011677+0.006461i,0.014487+0.016643i,0.015621+0.024257i
0.0035183+0.023107i,-0.065469+0.039444i,-0.24725+0.066389i,-0.44303+0.095443i,-0.44785+0.045325i,-0.3048-0.09072i,-0.2157-0.1628i,-0.19679-0.13294i,-0.18858-0.077847i,-0.16557-0.013302i,-0.10766+0.01644i,-0.064465-0.0097611i,-0.055633-0.027557i,-0.039881-0.018355i,-0.018873+0.0083237i,0.0092344+0.044347i,0.049027+0.050523i,0.066697+0.027132i,0.047469+0.0069794i,0.012854-0.00078847i,-0.0088324+0.00053965i,-0.0085098-0.0016587i,-0.0044715-0.0092604i
0.0067065-0.019103i,0.078038-0.043936i,0.27012-0.10501i,0.47303-0.23008i,0.4696-0.3001i,0.29741-0.16234i,0.1654+0.041439i,0.109+0.13484i,0.081162+0.13134i,0.064059+0.060662i,0.033761+0.0068102i,0.022491+0.023304i,0.041657+0.037642i,0.042547+0.024187i,0.022907+0.0018846i,-0.0080611-0.021745i,-0.034876-0.022015i,-0.029417-0.0067873i,-0.010375-0.0019053i,-0.0050253-0.0049955i,-0.0081853-0.0024995i,-0.0082865+0.0052625i,-0.0031675+0.0073946i
-0.0092554+0.013455i,-0.10026+0.034226i,-0.34173+0.099659i,-0.62414+0.26352i,-0.66629+0.40738i,-0.42325+0.32907i,-0.1678+0.10022i,-0.044979-0.052537i,0.0074214-0.075808i,0.03033-0.036323i,0.033947-0.0055455i,0.014158-0.011662i,-0.017294-0.011518i,-0.02455+0.0052695i,-0.015641+0.018479i,-0.001741+0.024037i,0.0011486+0.021295i,-0.01725+0.020219i,-0.024492+0.020763i,-0.011852+0.01472i,-0.0029142+0.0053308i,-0.0066003-0.0028219i,-0.014487-0.0091969i
0.018714-0.0097771i,0.11003-0.014628i,0.35327-0.035195i,0.63709-0.13428i,0.68605-0.2661i,0.45538-0.26996i,0.20176-0.13655i,0.070688-0.017811i,0.021277+0.029697i,-0.001767+0.028179i,-0.023084+0.018503i,-0.022041+0.029199i,-0.0059115+0.028723i,0.0010454+0.0075392i,0.012187-0.015146i,0.024942-0.030022i,0.041243-0.040396i,0.060511-0.053585i,0.055146-0.053877i,0.026801-0.035168i,0.00055913-0.015602i,-0.0083482-0.0030727i,-0.0024125+0.0065884i
-0.0037538+0.0036136i,-0.088617-0.0030565i,-0.29332+0.027965i,-0.47414+0.19187i,-0.38185+0.40988i,-0.1357+0.39907i,-0.056455+0.18666i,-0.10886+0.070373i,-0.10661+0.060328i,-0.044751+0.050164i,0.011658+0.02347i,0.024247-0.018051i,0.010021-0.043311i,0.0045214-0.04107i,-0.0082466-0.019701i,-0.02959+0.017804i,-0.04625+0.060155i,-0.054266+0.095949i,-0.0444+0.10505i,-0.020334+0.079668i,0.0060127+0.041493i,0.017945+0.010398i,0.013364-0.0031656i
0.011704-0.0002292i,0.1048+0.010119i,0.33623-0.023747i,0.55271-0.23329i,0.45913-0.52466i,0.1425-0.51659i,0.0042456-0.20805i,0.072383-0.0032188i,0.088414+0.021623i,0.042+0.020579i,0.016852+0.025884i,-0.0037371+0.045531i,-0.017702+0.071353i,-0.014629+0.080501i,0.015958+0.070497i,0.054908+0.025963i,0.059694-0.04406i,0.031216-0.10206i,-0.0079188-0.1164i,-0.033042-0.084754i,-0.037743-0.037801i,-0.03013-0.0034933i,-0.016356+0.011483i
-0.012949+0.0011199i,-0.094175-0.042816i,-0.28598-0.10315i,-0.4443-0.06326i,-0.31656+0.082982i,-0.019521+0.11022i,0.036932-0.033833i,-0.13372-0.089094i,-0.20076-0.0052007i,-0.12993+0.040341i,-0.053273+0.025875i,-0.0081953-0.0025785i,0.00267-0.025683i,-0.01261-0.033311i,-0.049446-0.021069i,-0.083094+0.020036i,-0.077978+0.072009i,-0.036686+0.10037i,0.013326+0.088804i,0.037657+0.050261i,0.031869+0.012604i,0.021652-0.0070279i,0.016524-0.014191i
0.0078499+0.018918i,0.069658+0.083405i,0.19777+0.18172i,0.24011+0.199i,0.041839+0.10858i,-0.17142+0.071036i,-0.098018+0.11772i,0.090621+0.068989i,0.11914-0.043706i,0.038602-0.08203i,-0.025383-0.062499i,-0.033127-0.032184i,-0.010659-0.018431i,0.013878-0.0086871i,0.053249-0.0091151i,0.086965-0.042386i,0.090348-0.081969i,0.067965-0.09596i,0.027231-0.08032i,-0.0081918-0.049617i,-0.025875-0.018429i,-0.032692+0.0080178i,-0.030737+0.019102i
-0.0062946-0.019148i,-0.057101-0.094925i,-0.18699-0.20842i,-0.24038-0.22108i,-0.02195-0.12114i,0.22049-0.10268i,0.15097-0.14596i,-0.024733-0.034848i,-0.011517+0.12272i,0.087952+0.13606i,0.11667+0.080901i,0.092857+0.038419i,0.069175+0.0014786i,0.047675-0.045293i,-0.0054632-0.063904i,-0.057642-0.018827i,-0.059326+0.032115i,-0.030999+0.034134i,-0.011363+0.016478i,-0.00719+0.018199i,-0.0014006+0.024495i,0.0053431+0.0081582i,0.002781-0.012537i
-0.0029672+0.017742i,0.031249+0.12821i,0.15982+0.36137i,0.30425+0.57894i,0.27665+0.60246i,0.15238+0.44839i,0.12933+0.22343i,0.16416-0.00098389i,0.13479-0.12106i,0.057547-0.097973i,-0.0050001-0.032585i,-0.039693+0.0089746i,-0.056993+0.044807i,-0.047162+0.088402i,0.00072394+0.10597i,0.049425+0.072579i,0.061735+0.031373i,0.051497+0.019308i,0.036455+0.014683i,0.018184+0.0024114i,0.0063064-0.0042573i,0.01304-0.00512i,0.021788-0.0088061i
0.015311-0.027864i,0.01714-0.15405i,-0.009755-0.43611i,-0.023138-0.72976i,0.045385-0.78572i,0.054147-0.58854i,-0.094539-0.27082i,-0.23572+0.064648i,-0.22247+0.2554i,-0.11206+0.20854i,-0.034804+0.075836i,-0.018907+0.021082i,-0.022561+0.020422i,-0.034448+0.010494i,-0.039481-8.6201e-05i,-0.030897-0.0055776i,-0.037496-0.013351i,-0.054445-0.0066245i,-0.048262+0.0094361i,-0.02398+0.004521i,-0.015562-0.008342i,-0.021053+0.00098087i,-0.015879+0.015955i
-0.0068023+0.033131i,-0.020006+0.14816i,-0.028087+0.38978i,-0.057215+0.59928i,-0.14459+0.56773i,-0.20155+0.39581i,-0.1677+0.22689i,-0.14044+0.04041i,-0.17047-0.070153i,-0.15185-0.039201i,-0.061011+0.0064225i,0.0014867-0.0030152i,0.024616-0.013812i,0.047025-0.0064838i,0.046955+0.0053691i,0.033588+0.026345i,0.049711+0.045848i,0.083739+0.03641i,0.087831+0.0049221i,0.054295-0.011536i,0.025509-0.011656i,0.010765-0.014835i,-0.0016639-0.014275i
0.019521-0.023312i,0.052799-0.1563i,0.06575-0.49639i,-0.0045395-0.91061i,-0.1066-1.0388i,-0.10733-0.78577i,0.017152-0.43958i,0.12572-0.21953i,0.11803-0.090644i,0.052535+0.0029689i,0.016279+0.051545i,0.012153+0.050023i,0.010777+0.021926i,0.013677-0.0025222i,0.015603-0.027234i,-0.0069023-0.051238i,-0.038636-0.048315i,-0.060892-0.020187i,-0.068351+0.0068491i,-0.059115+0.012166i,-0.051997+0.0059667i,-0.042408+0.0093407i,-0.017631+0.013768i
-0.04739+0.023354i,-0.11768+0.16741i,-0.17193+0.52385i,-0.087944+0.95472i,0.12575+1.0622i,0.24956+0.70614i,0.11687+0.25575i,-0.084934+0.056225i,-0.12168+0.012403i,-0.056597-0.030552i,-0.021671-0.04496i,-0.028516-0.017611i,-0.044301+0.010395i,-0.058982+0.020911i,-0.059689+0.039029i,-0.028777+0.06116i,-0.0063247+0.04749i,-0.019867+0.011703i,-0.030049-0.0055313i,-0.015144+0.0018612i,0.0074343+0.01369i,0.017477+0.015995i,0.010494+0.01928i
0.049503-0.020489i,0.13283-0.12475i,0.25094-0.34549i,0.33997-0.54363i,0.36009-0.48855i,0.30502-0.25145i,0.22291-0.094733i,0.14523-0.0751i,0.091132-0.079683i,0.06456-0.055687i,0.035281-0.035968i,0.0041795-0.051154i,-0.026373-0.071566i,-0.032517-0.057329i,-0.0088809-0.029098i,0.01466-0.014448i,0.040404-0.014998i,0.064904-0.029764i,0.06395-0.040826i,0.039588-0.038203i,0.014286-0.035781i,-0.0028658-0.034343i,-0.013668-0.029316i
-0.041401-0.0088378i,-0.12574+0.067169i,-0.2132+0.31153i,-0.15064+0.61483i,0.063767+0.65722i,0.18232+0.42224i,0.096921+0.246i,0.035843+0.30602i,0.09512+0.37581i,0.10336+0.27433i,0.047585+0.14499i,0.04728+0.09321i,0.090364+0.056802i,0.10015+0.0098476i,0.065642-0.022516i,0.0095061-0.022216i,-0.028468+0.016518i,-0.024185+0.052923i,-0.013216+0.056572i,-0.0097722+0.05376i,0.0063697+0.056874i,0.018829+0.047393i,0.0093041+0.026809i
0.037984+0.0039596i,0.12982-0.048209i,0.21681-0.24909i,0.12927-0.47495i,-0.12607-0.43527i,-0.22939-0.19005i,-0.11463-0.057313i,-0.10846-0.08552i,-0.22988-0.059184i,-0.20033+0.019227i,-0.077241+0.014631i,-0.029799-0.0061495i,-0.026782+0.012206i,-0.022185+0.040068i,-0.0032483+0.064613i,0.030327+0.05557i,0.044349+0.0058405i,0.03266-0.048131i,0.012076-0.078133i,-0.014124-0.068532i,-0.032802-0.030019i,-0.023489-0.0058937i,-0.0040234-0.014045i
-0.032782-0.016782i,-0.099557-0.018511i,-0.26723+0.033808i,-0.45353+0.066482i,-0.511-0.038653i,-0.46114-0.16065i,-0.35048-0.16041i,-0.18506-0.13619i,-0.067933-0.13383i,-0.022439-0.080367i,0.017146-0.017687i,0.02114-0.00098399i,-0.028592+0.0064515i,-0.060217+0.0083888i,-0.044559-0.0045154i,-0.0093885-0.017359i,0.018394-0.030915i,0.028311-0.019413i,0.025499+0.019796i,0.0046705+0.045367i,-0.026374+0.053075i,-0.033044+0.048208i,-0.017669+0.025984i
0.015401+0.064906i,0.10366+0.072826i,0.25734-0.035317i,0.34263-0.25805i,0.27287-0.42924i,0.14337-0.44332i,-0.005947-0.3017i,-0.10542-0.079249i,-0.076489+0.074865i,-0.0051577+0.10194i,0.03369+0.080632i,0.047045+0.060238i,0.051932+0.036139i,0.051182+0.0071974i,0.027731-0.0016295i,0.0069183+0.021779i,0.018102+0.03843i,0.034859+0.021247i,0.025394-0.0094952i,-0.0087045-0.031085i,-0.041269-0.032903i,-0.048692-0.016956i,-0.032966+0.0027152i
-0.0050681-0.0061081i,-0.063994+0.02036i,-0.093056+0.052918i,0.081903+0.0019472i,0.481-0.2298i,0.67391-0.47424i,0.44287-0.4546i,0.20662-0.19215i,0.18977-0.0025489i,0.15008-0.014988i,0.040262-0.017568i,0.006392+0.034757i,0.038583+0.043205i,0.089189+0.030278i,0.12104+0.023151i,0.097913+0.024986i,0.061095+0.048948i,0.0453+0.070482i,0.027079+0.058299i,-0.0081974+0.023328i,-0.044725-0.0027397i,-0.05039-0.0014005i,-0.025798+0.0058913i
-0.013376-0.024237i,-0.013817-0.0040796i,0.15826+0.015498i,0.46518+0.073975i,0.74772+0.22467i,0.76266+0.29997i,0.36412+0.27477i,-0.1401+0.44434i,-0.24538+0.67096i,-0.0034205+0.52261i,0.10939+0.20531i,0.042302+0.10721i,-0.0064118+0.14238i,-0.050057+0.15982i,-0.091183+0.16582i,-0.091525+0.14674i,-0.087573+0.10361i,-0.097265+0.072313i,-0.091476+0.055491i,-0.054897+0.018424i,-0.025694-0.032659i,-0.027507-0.048642i,-0.030602-0.031188i
-0.0070973+0.0037785i,-0.037168+0.034516i,-0.17416+0.11411i,-0.33688+0.22889i,-0.39197+0.26444i,-0.28569+0.19496i,-0.17379+0.033881i,-0.29511-0.11481i,-0.48142-0.030482i,-0.37336+0.20718i,-0.10372+0.26711i,-0.029386+0.12294i,-0.1081+0.0038021i,-0.11463-0.045857i,-0.025512-0.057058i,0.10316-0.04251i,0.20049-0.063433i,0.19597-0.12586i,0.10204-0.1603i,0.0031206-0.12003i,-0.032228-0.045855i,-0.013328-0.00015007i,0.02419+0.0093892i
0.11735-0.13846i,0.13119-0.2765i,0.24263-0.36579i,0.57588-0.52054i,0.90698-0.63565i,0.93465-0.53533i,0.62391-0.39564i,0.20836-0.27718i,-0.058847-0.063401i,-0.109+0.11739i,-0.061526+0.15561i,-0.025215+0.10783i,-0.012955+0.073678i,0.024716+0.10304i,0.067604+0.12284i,0.041296+0.11792i,-0.00070746+0.13874i,0.026943+0.14214i,0.090539+0.085055i,0.10811-0.0093331i,0.043207-0.082043i,-0.045566-0.081224i,-0.068247-0.029355i
0.64203+7.7908i,3.3502+6.5295i,6.9952+5.423i,7.9322+2.5584i,6.4958-0.60652i,3.4766-2.5508i,0.56955-1.9727i,-0.6466-0.35509i,-0.28592+0.65799i,0.5738+0.49549i,0.53888-0.33702i,-0.33241-0.81728i,-1.1726-0.73623i,-1.5982-0.28105i,-1.4272+0.26565i,-0.89824+0.55125i,-0.42443+0.47935i,-0.11475+0.21894i,0.091596-0.031963i,0.18306-0.19034i,0.19994-0.30102i,0.15447-0.30717i,0.099958-0.1486i
0.08491-0.03695i,0.14123-0.16938i,0.14369-0.37261i,-0.0052655-0.65726i,-0.30993-0.76696i,-0.40777-0.56224i,-0.29036-0.33628i,-0.30663-0.23488i,-0.38185-0.10303i,-0.29694+0.069586i,-0.11265+0.12603i,-0.017029+0.042435i,-0.040802-0.034614i,-0.063281-0.034166i,-0.031706-0.0067242i,0.030038+0.021241i,0.078568+0.012066i,0.046551-0.049671i,-0.027704-0.085181i,-0.043832-0.074404i,-0.030551-0.069706i,-0.04184-0.055587i,-0.044879-0.011812i
-0.10471-0.027538i,-0.267+0.059616i,-0.3653+0.21347i,-0.26636+0.17081i,-0.084473-0.16789i,-0.066645-0.36813i,-0.058156-0.12268i,0.17262+0.15051i,0.35111+0.08281i,0.23887-0.095045i,0.066856-0.095877i,0.036459+0.012457i,0.097265+0.059127i,0.15118+0.028826i,0.14409-0.024311i,0.071171-0.053637i,-0.00090219-0.04231i,-0.008831-0.029557i,0.015441-0.036717i,0.014958-0.035474i,-0.0076996-0.014639i,-0.017905+0.012718i,-0.001011+0.02946i
0.053553+0.01937i,0.24635-0.010343i,0.4379-0.17232i,0.33025-0.3268i,-0.09233-0.22723i,-0.34936+0.005629i,-0.21837+0.10071i,0.014826+0.063197i,0.15272-0.024878i,0.18671-0.094573i,0.15954-0.094765i,0.12461-0.048766i,0.086304-0.0046004i,0.041535+0.034794i,0.034496+0.035519i,0.045202-0.027374i,0.0068939-0.070747i,-0.056159-0.024343i,-0.060044+0.058128i,-0.013057+0.081826i,0.016233+0.05292i,0.020383+0.035217i,0.027889+0.033355i
0.018914-0.020534i,-0.18285-0.041376i,-0.55981-0.029168i,-0.84817+0.0259i,-0.7783-0.067587i,-0.53423-0.26586i,-0.28677-0.25924i,0.039299-0.15543i,0.25677-0.19298i,0.16871-0.19883i,0.048801-0.10399i,0.042648-0.066086i,0.034272-0.057031i,0.029297-0.029867i,0.045617-0.031088i,0.042836-0.046309i,0.022941-0.046592i,-0.014649-0.038107i,-0.051098-0.023026i,-0.04022-0.012558i,-0.01584-0.018821i,-0.022324-0.027347i,-0.033666-0.022003i
0.059152-0.0018971i,0.22689+0.069391i,0.58284+0.16529i,0.8759+0.095624i,0.69279-0.11046i,0.24458-0.11894i,0.050985+0.072076i,0.05078+0.16134i,0.0053059+0.15967i,-0.032505+0.12863i,-0.044252+0.036918i,-0.041893-0.005343i,0.015364+0.0075972i,0.050347-0.0088335i,0.031772-0.017877i,0.014488+0.0033154i,0.016328+0.023088i,0.050158+0.01106i,0.081603-0.032361i,0.062231-0.041445i,0.032164-0.0030931i,0.022512+0.020377i,0.015062+0.014754i
-0.083101-0.049414i,-0.24065-0.2091i,-0.61411-0.44876i,-1.0841-0.46815i,-1.2185-0.075703i,-0.8534+0.3042i,-0.39082+0.24947i,-0.19173+0.027118i,-0.10904-0.046101i,0.0030221-0.071779i,0.019879-0.11342i,-0.0399-0.11133i,-0.068775-0.074128i,-0.070856-0.040457i,-0.060391-0.027402i,-0.026434-0.032076i,0.0033742-0.036528i,0.011876-0.019589i,0.022358+0.013973i,0.045837+0.036536i,0.07093+0.029599i,0.074568+0.012284i,0.059014+0.013622i
0.011172+0.099559i,0.064321+0.31936i,0.17548+0.7255i,0.30935+1.0837i,0.30711+1.0595i,0.16092+0.74341i,0.089142+0.40884i,0.12933+0.063343i,0.10727-0.19232i,0.036112-0.16394i,0.026744-0.024891i,0.03611+0.01141i,0.03446-0.0093903i,0.044799-0.043372i,0.023918-0.087131i,-0.044087-0.10341i,-0.1204-0.084345i,-0.18407-0.033853i,-0.19058+0.020826i,-0.12055+0.020794i,-0.053262-0.022683i,-0.039895-0.040412i,-0.038714-0.026123i
0.019998-0.060814i,0.070534-0.21478i,0.16869-0.52223i,0.21757-0.80355i,0.15063-0.74345i,0.1085-0.41383i,0.22086-0.14603i,0.31805-0.030744i,0.24377-0.0078323i,0.085099-0.02095i,-0.0067405-0.0038425i,0.020492+0.024222i,0.072019+0.018292i,0.06256+0.022317i,0.0258+0.037722i,-0.01298+0.040949i,-0.046215+0.054511i,-0.039751+0.063699i,-0.0026697+0.036922i,0.014609-0.0022233i,0.00045427-0.0081448i,-0.0014925+0.015236i,0.020615+0.024975i
-0.0095919+0.025608i,-0.083349+0.0903i,-0.25682+0.19859i,-0.45736+0.27072i,-0.49779+0.19889i,-0.35085+0.037252i,-0.22176-0.085869i,-0.12935-0.13916i,-0.021359-0.18833i,-0.015234-0.22813i,-0.077044-0.18235i,-0.078738-0.10572i,-0.055558-0.072684i,-0.050792-0.047547i,-0.027254-0.017361i,0.029922-0.0020496i,0.10181+0.0041434i,0.1623+0.0040935i,0.17431+0.0036434i,0.12886+0.011424i,0.077034+0.0167i,0.05095+0.0054141i,0.032079-0.0091783i
-0.0036565-0.021192i,0.032145-0.055616i,0.1257-0.093578i,0.28257-0.085271i,0.41082-0.04547i,0.35458-0.030256i,0.16585+0.025494i,0.079516+0.082112i,0.11678+0.036229i,0.14063-0.029413i,0.11045-0.033587i,0.059935-0.0046045i,0.032608+0.0037511i,0.028449-0.034051i,0.0098106-0.07655i,-0.027513-0.083031i,-0.05745-0.074373i,-0.080755-0.068405i,-0.10198-0.0514i,-0.091113-0.023427i,-0.05302-0.0076473i,-0.029405-0.012438i,-0.02757-0.022189i
-0.0016031+0.028874i,-0.0052285+0.08877i,0.00075245+0.1812i,0.024521+0.19808i,-0.0083698+0.075562i,-0.084857-0.01735i,-0.073753-0.015129i,-0.054722-0.0057163i,-0.13904+0.042513i,-0.17603+0.12812i,-0.089717+0.12623i,-0.016897+0.047809i,-0.010069+0.011188i,-0.027477+0.028812i,-0.041701+0.059669i,-0.042116+0.071288i,-0.054645+0.058309i,-0.080407+0.043412i,-0.08119+0.032687i,-0.048962+0.024221i,-0.010699+0.020513i,0.012257+0.02287i,0.020861+0.022931i
-0.0014925-0.033162i,0.022825-0.10605i,0.06637-0.25631i,0.022406-0.39132i,-0.15555-0.34519i,-0.30858-0.16964i,-0.29893-0.042459i,-0.22767-0.012307i,-0.18706-0.0039825i,-0.1406+0.012063i,-0.086208+0.004831i,-0.061867-0.018481i,-0.073965-0.01705i,-0.072667+0.028515i,-0.017044+0.066789i,0.063988+0.05475i,0.12482+0.023696i,0.15502+0.0071285i,0.15081+0.0040685i,0.1103+0.0027272i,0.061198-0.0047964i,0.023334-0.011683i,-0.003745-0.0011447i
-0.01206+0.038818i,-0.084172+0.09837i,-0.2395+0.19773i,-0.35705+0.28623i,-0.26781+0.24173i,-0.068709+0.088279i,0.024257-0.043467i,0.061442-0.12617i,0.10752-0.19993i,0.092981-0.20848i,0.061168-0.13239i,0.047704-0.051513i,0.050516+0.002367i,0.072593-0.0087351i,0.055633-0.072199i,-0.0044279-0.10021i,-0.040956-0.089332i,-0.039829-0.073471i,-0.0291-0.054097i,-0.02173-0.035052i,-0.013824-0.020275i,-0.010762-0.018781i,-0.016307-0.024214i
0.03328-0.018137i,0.1311-0.02531i,0.33092-0.006996i,0.52542+0.040489i,0.542+0.098852i,0.43312+0.11533i,0.34805+0.093158i,0.27581+0.1084i,0.20991+0.18697i,0.1789+0.20611i,0.11539+0.11989i,0.047816+0.046494i,0.041554+0.0078392i,0.029512-0.02689i,-0.021306-0.03173i,-0.07092-0.0081244i,-0.11076+0.017993i,-0.13549+0.032755i,-0.11758+0.0361i,-0.065694+0.03286i,-0.022347+0.027032i,0.00022439+0.029819i,0.016944+0.029837i
-0.02637-0.010878i,-0.096278-0.080381i,-0.27267-0.23093i,-0.5123-0.33931i,-0.60884-0.21728i,-0.45771+0.033682i,-0.22853+0.15874i,-0.070428+0.19807i,0.057041+0.18621i,0.092454+0.067093i,0.0053304-0.0094357i,-0.048865+0.0026505i,-0.052951-0.0013794i,-0.05196+0.010614i,0.00017762+0.041188i,0.065097+0.029905i,0.084149+0.002657i,0.06189-0.0057079i,0.029908+0.002665i,0.020891+0.011501i,0.023414+0.0026904i,0.017876-0.01143i,0.011088-0.011966i
-0.01434+0.0059744i,-0.046543+0.083047i,-0.094512+0.26484i,-0.14492+0.45483i,-0.20867+0.4648i,-0.2524+0.36121i,-0.18132+0.3166i,-0.030852+0.19467i,0.01941-0.04084i,-0.017841-0.14367i,-0.0075358-0.092196i,0.027995-0.0198i,0.047684+0.034421i,0.061759+0.034657i,0.055138-0.013532i,0.035632-0.053728i,0.025578-0.068091i,0.033003-0.064623i,0.038785-0.050504i,0.029356-0.03406i,0.020185-0.020339i,0.0081176-0.014552i,-0.0077619-0.0084946i
0.014132+0.010892i,0.088609+0.011869i,0.25536-0.058319i,0.46048-0.23978i,0.52827-0.46182i,0.42102-0.59132i,0.31661-0.59796i,0.24185-0.54955i,0.11568-0.42048i,0.036267-0.22128i,0.05115-0.11135i,0.061018-0.096161i,0.056168-0.081133i,0.029857-0.063967i,-0.036366-0.027641i,-0.079568+0.033802i,-0.076359+0.075433i,-0.054989+0.079672i,-0.026884+0.05405i,-0.0099394+0.02259i,-0.0084747+0.011881i,0.0010947+0.02205i,0.020053+0.02522i
-0.00010466-0.027391i,-0.025626-0.07393i,-0.079672-0.14091i,-0.13124-0.21222i,-0.16419-0.26239i,-0.24396-0.22777i,-0.37303-0.094082i,-0.37563+0.043791i,-0.2441+0.080837i,-0.17269+0.053634i,-0.15774+0.050043i,-0.12329+0.024389i,-0.10906-0.024953i,-0.090917-0.019875i,-0.035724+0.01522i,0.01045+0.029668i,0.025413+0.033731i,0.021006+0.040222i,0.0095649+0.038679i,-0.0021003+0.020362i,-0.011517-0.0028614i,-0.019339-0.020658i,-0.025225-0.026871i
-0.00502+0.013149i,-0.016733+0.049602i,-0.048272+0.1375i,-0.090664+0.31382i,-0.055+0.54444i,0.09647+0.667i,0.21769+0.57045i,0.16138+0.36119i,0.026293+0.18452i,-0.039426+0.089762i,-0.029002+0.068443i,0.0061055+0.074151i,0.024834+0.072135i,0.037824+0.046754i,0.049981-0.017063i,0.033006-0.082013i,0.0011963-0.11072i,-0.018808-0.10403i,-0.02458-0.065755i,-0.0082984-0.022102i,0.013018-0.0012782i,0.013623+0.0018186i,0.00091193+0.0052508i
0.006478-0.009596i,-0.0033368-0.023523i,-0.027252-0.0066294i,-0.069096+0.079151i,-0.10361+0.15154i,-0.061518+0.037676i,0.020346-0.20231i,0.062119-0.28199i,0.087997-0.16568i,0.11526-0.071567i,0.10704-0.068556i,0.076671-0.066665i,0.06712-0.048186i,0.049392-0.039302i,0.0045321-0.028235i,-0.031426-0.011382i,-0.050771+0.0047915i,-0.05+0.018632i,-0.025809+0.020823i,-0.0075522+0.015454i,0.0034437+0.015666i,0.019148+0.016406i,0.031284+0.0099967i
0.0020452+0.021267i,0.017066+0.049649i,0.049886+0.047479i,0.067243-0.043578i,-0.0058734-0.15669i,-0.15213-0.12341i,-0.16054+0.043927i,-0.0050113+0.12526i,0.1111+0.086347i,0.11401+0.040177i,0.048614+0.0039754i,-0.02283-0.016064i,-0.058344-0.015008i,-0.063734+0.0015218i,-0.043224+0.038261i,-0.0047115+0.07337i,0.035915+0.089919i,0.063928+0.077873i,0.060804+0.037421i,0.035943+0.0028776i,0.0069075-0.010298i,-0.015127-0.010748i,-0.02138-0.007266i
0.014117-0.023718i,0.03697-0.091926i,0.066595-0.23598i,0.062593-0.44441i,0.010353-0.58036i,-0.0323-0.47416i,-0.052948-0.18335i,-0.057102+0.050445i,-0.02764+0.088425i,-0.004044+0.020127i,-0.014234-0.0012944i,-0.013207+0.034548i,0.0094716+0.052135i,0.01789+0.03652i,0.020212+0.0099525i,0.037508-0.017625i,0.06022-0.047646i,0.058489-0.071322i,0.027097-0.064762i,0.0021831-0.040064i,-0.00053565-0.019635i,0.0048255-0.0035969i,0.0063623+0.0053003i
-0.020497+0.0068691i,-0.082797+0.030904i,-0.19079+0.072515i,-0.28088+0.13694i,-0.24693+0.18943i,-0.12702+0.19202i,-0.037536+0.10707i,-0.0093324-0.055479i,-0.042442-0.1679i,-0.082505-0.14225i,-0.044454-0.067248i,0.016456-0.04905i,0.029042-0.056123i,0.019699-0.052971i,-0.0016884-0.055619i,-0.035048-0.066889i,-0.077626-0.077209i,-0.10979-0.059987i,-0.095625-0.013784i,-0.056254+0.020234i,-0.024659+0.024716i,-0.0032917+0.011069i,0.0066687-0.00056481i
0.021962+0.0024017i,0.057726+0.032903i,0.12778+0.15553i,0.23112+0.37459i,0.32868+0.51017i,0.3906+0.35941i,0.35734+0.035086i,0.20257-0.15413i,0.019735-0.10979i,-0.058739+0.022858i,-0.040488+0.060416i,-0.048888+0.010848i,-0.080957-0.00046982i,-0.06619+0.021741i,-0.03531+0.032088i,-0.029775+0.052072i,-0.034488+0.08908i,-0.021647+0.10912i,0.0091406+0.081643i,0.027553+0.036342i,0.022188+0.015783i,0.0036783+0.011019i,-0.011832+0.0091968i
-0.010714-0.0034778i,-0.018591-0.0084342i,-0.011415-0.036354i,0.0047391-0.073163i,-0.039043-0.056635i,-0.16275+0.012401i,-0.22549+0.1049i,-0.14593+0.19899i,0.0073674+0.20779i,0.088614+0.10906i,0.052091+0.035855i,0.023049+0.050513i,0.044435+0.067101i,0.055945+0.054301i,0.060191+0.041267i,0.08059+0.028976i,0.11397+0.010345i,0.12638-0.016654i,0.089015-0.034795i,0.041676-0.032484i,0.025303-0.024626i,0.027775-0.015813i,0.024769-0.010422i
