-0.00018133+0.00036553i,-0.0003411-0.0010189i,-0.00049884-0.0011777i,-0.00058785-0.00072439i,-0.001711-0.00041588i,-0.0019063-6.9333e-05i,-0.00023461+0.00058607i,0.00083038+0.00071007i,0.00066913+0.00028987i,0.00054497+8.1659e-05i,0.00043988-0.00030024i,3.3323e-05-0.00039423i,-0.00036807+3.3974e-05i,-0.00040752-0.00028216i,-0.0002024-0.00021072i,-0.00038602+3.2087e-05i,-0.0002103+7.6407e-05i,0.00022598-0.00018288i,0.00045905-0.00012324i,0.00078307+0.00050441i,0.00058127+0.0005437i,5.7192e-05+0.00031577i,-0.00040085+0.00048142i
0.0021038+0.0033305i,0.0024509+0.0019955i,0.0029577+0.0020105i,0.0019106+0.0011132i,0.00037422-0.00058885i,-0.00082492-0.0011352i,-0.0017213-0.00090942i,-0.0018638-0.00056918i,-0.0017077-0.00042469i,-0.00097885-0.00081244i,0.00074983-0.00073278i,0.00065269-1.5617e-05i,-0.00019966+0.00024584i,-0.00027518+2.0725e-05i,9.1029e-05-4.2643e-05i,0.00060515+0.00029047i,7.5436e-07+0.00043592i,-0.000624-0.00040509i,-0.00032754-0.00060028i,0.00010364+1.2346e-05i,-5.6177e-05+0.00076972i,-0.00020177+0.00010663i,0.00022033-0.0011163i
0.00016705+0.0022978i,0.00066749+0.001179i,0.001304-0.0015318i,0.0010969-0.0026431i,0.00080058-0.0026093i,0.0015867-0.0019382i,0.0011413-0.00054153i,-0.00021355+0.00024372i,-0.00034062+0.00014903i,0.00034878-0.00049759i,-1.3646e-05-0.00085216i,-0.00044024-0.00044888i,-0.00015813+0.00031594i,8.7179e-05-0.00029283i,0.00026463-0.00054465i,2.6248e-05+0.00011379i,-0.00029911+0.00032049i,-0.00060265+0.00027593i,-0.0010168-7.2084e-05i,-0.00090677-0.00062672i,-1.1447e-05-0.00072821i,0.00027173-0.00024222i,0.00026967+0.00042535i
0.0013131-7.2473e-05i,0.0019545+0.00050794i,0.0010106+0.0023909i,-8.118e-05+0.0020263i,-0.00087181+0.00061425i,-0.00087105+0.00022327i,0.00037284+0.00086752i,0.00063365+0.00099374i,-0.00015434+0.00010186i,-0.0002014-0.00020474i,0.00069825+9.5398e-05i,0.00093307-0.00023065i,0.00076097-0.00039292i,0.00046146+0.00054839i,-0.00026209+0.00075503i,-0.00056846-0.00018671i,0.00015073-0.00041379i,0.00055683-0.00021832i,0.0001062-0.00017765i,0.00026835-0.00026215i,0.00097166-0.00032705i,0.00068471+4.7725e-05i,0.00076282+0.0006512i
-0.0014738+0.0040216i,-0.00092532+0.0039791i,-0.0015659+0.0021513i,-0.00072001+0.00040663i,0.00076929-0.0002261i,0.0010245-0.00030261i,-6.9027e-06-0.0004812i,-0.00052073-0.00010167i,-0.00030074+0.00029812i,0.0002135-0.00018396i,0.00026094-0.00010956i,0.00048867+0.00013515i,0.00033318-0.00022843i,-0.0004789-0.0004139i,-0.00052986-0.0010442i,-0.00043673-0.0011524i,-0.00034664-0.0010213i,-2.2764e-05-0.0012503i,-0.00032625-5.1531e-05i,-0.00094325-2.951e-05i,-0.00079332-0.0002709i,-0.00041228+0.00015906i,-0.00036317-0.00056896i
-0.00077955-0.0025342i,-0.00013818-0.0019127i,0.00057259-0.0011708i,0.00016315-0.00082084i,-0.0014808-0.0012522i,-0.001897-0.00073981i,-0.0010277+1.1538e-05i,0.00010386+0.0001848i,-2.8738e-05+0.00026682i,-0.0010979-0.00023514i,-0.0013116-8.5509e-05i,-0.00019135+0.00060439i,-1.095e-05+0.0010905i,-0.00018096+0.0013935i,7.9983e-05+0.00095557i,4.7354e-05+0.00017978i,7.2923e-05+0.00018185i,-6.9336e-05+0.00045649i,-0.00030167+0.00039814i,-9.1422e-05+0.00028625i,0.00029993+7.2727e-05i,0.00038969-0.00067681i,0.00044134-0.00057794i
0.004389+0.004747i,0.0045393+0.0034253i,0.0035541+0.0029216i,0.0027103+0.0023533i,0.0019995+0.00016786i,0.00045064-0.00070403i,-0.00047374+8.2817e-05i,-0.00063026+0.00056827i,-0.0007436+0.00010951i,-0.00037683-0.00054893i,0.00016211-0.00011471i,0.00016688-0.0004126i,-0.00022011-0.00041247i,-0.00019891-5.597e-05i,-9.4532e-05-0.00052642i,-0.00050523-0.00029649i,-0.00068624-0.00017629i,-0.0004972-9.3251e-05i,-0.00056032+0.00082219i,-0.00016927+0.0011502i,6.785e-05+0.00094367i,-0.00032213+0.00057366i,9.9827e-05+0.00055739i
-0.0031006-0.0017806i,-0.0032143-0.001303i,-0.0025369-0.0010728i,-0.0025337-0.00081741i,-0.0027872-2.1526e-05i,-0.0018874+0.0006366i,-0.00032534+0.0011601i,0.00048939+0.0011999i,0.00010903+0.000365i,-0.00048048-0.00043242i,-0.0011918-0.00020177i,-0.0013286+0.0004236i,-0.00025117+0.00020974i,0.00045189+0.00038776i,0.00017524+0.001013i,-0.00061077+0.00051419i,-0.00039599-0.00016281i,0.00017685+0.00011162i,2.9301e-05+0.00021689i,-0.00037792+0.00069383i,-0.00022036+0.0010534i,7.7406e-05+0.0010171i,0.00028283+0.0011648i
0.0054452-0.0028648i,0.0051594-0.0034461i,0.0032729-0.0036962i,0.0010047-0.0025252i,-0.00042639-0.0015349i,-0.00039539-0.0013958i,0.0004654-0.00090656i,0.00085686-0.00045703i,0.00014288-0.00040226i,-0.0012463+7.8332e-05i,-0.001482-0.00022604i,-0.00029737-0.00059923i,-0.00065717-0.00023094i,-0.0011082+0.00058584i,-0.00052868+0.0011152i,3.9983e-05+0.0008139i,5.0478e-05+0.00018149i,-0.00032585-3.0688e-05i,-0.00010272+0.00016574i,0.00011878-7.4183e-06i,-0.00010003-0.00083749i,-0.00017131-0.0008249i,-0.00013006+0.00027049i
-0.0029979+0.0045181i,-0.001546+0.0046137i,-0.00038664+0.0035915i,-0.0004168+0.0027524i,1.5476e-06+0.0010307i,0.0014032+0.00049724i,0.0017983+0.0010982i,0.00073028+0.00046774i,-0.00019537-0.0006693i,-0.00039101-0.00028555i,-6.8046e-05+0.00064927i,-0.000166-0.00012411i,-2.6348e-05-0.00095185i,0.00062927-0.0010755i,0.00022283-0.00067759i,-0.00031958-0.00068752i,-0.00057505-0.00068361i,-0.00051604-0.00060787i,7.8571e-05+3.4613e-05i,-0.00024218+0.00057098i,-0.00069086-0.0001713i,-0.0001809-0.0005839i,-6.0525e-05-2.7097e-05i
0.0021008-0.0022719i,0.00034553-0.0016368i,-0.0011396-0.00069311i,-0.00092278-0.00020379i,-0.00018716+7.1876e-05i,0.00034233-0.00050756i,0.00058277-0.00098207i,0.00078467-0.00048924i,0.00086039+0.000326i,0.00043361+0.00045521i,-0.00042894-3.8493e-05i,-0.00093791+0.00044364i,-0.0004861+0.0014876i,-0.00034801+0.0006774i,-0.00042228-0.00044818i,-0.00052235-0.00037765i,0.00010515+5.3376e-05i,0.00095731-0.00011476i,0.00079255-0.00047183i,0.0002249-0.00044319i,3.6063e-05-0.00036433i,-0.0001066-0.00022157i,0.00026367-0.00068339i
0.001358+0.0050838i,0.0019459+0.0041413i,0.0026986+0.0029733i,0.0022313+0.0010014i,0.001957-0.00019426i,0.0012583-0.000452i,-0.00028369-0.00035177i,-0.00078766-0.00035118i,-0.00050987-0.00067328i,-0.00061489-0.00083176i,-0.00044274-0.00025621i,0.00020573+0.00047663i,0.00068352+0.00047711i,0.00012234+0.00044705i,-0.00017774+0.00022991i,0.00026871-0.00032774i,0.00038011-0.00011364i,-0.00027114+0.00022004i,-0.00021222+0.00046628i,0.00049384+0.00032737i,0.00074932-0.00036238i,0.00078437-0.00022154i,0.00060769+0.00016775i
-0.0013047-0.0011465i,0.00015039+0.00065189i,0.00067984+0.0013883i,-8.4309e-06+0.00067294i,-0.0013062-8.8953e-05i,-0.0010076-0.00030403i,5.9121e-05+0.00026718i,0.00021698+0.00018432i,0.00071482-9.7436e-05i,0.0005938+3.2069e-05i,-2.1817e-05+0.00016821i,-0.00042505+0.00015312i,-0.00044662+0.00051958i,-9.5871e-05+0.00019733i,0.0002244-2.3644e-05i,0.00038919+0.00031949i,0.00035467+0.00021395i,-6.3455e-05-0.00017542i,-0.00028707-0.00043759i,-0.00038602-0.0006731i,-0.00062384-0.00076208i,-0.00065074-0.0010179i,-0.00027988-0.0010674i
0.0028611-9.3998e-05i,0.0016634-0.00035119i,0.00063271-0.00021579i,0.00045642-0.00078373i,-2.5459e-05-0.0014733i,-0.001021-0.0015403i,-0.0010777-0.0003002i,4.7446e-05-0.00012079i,0.00046959-3.2578e-05i,-0.00015707+0.000641i,-0.00057939-0.00043625i,-0.00041575-0.00093888i,-4.5616e-05-0.00022397i,-0.00014747+4.7477e-06i,-7.1938e-06+0.00017696i,0.00011333-0.00010166i,-7.6587e-05+0.00036099i,0.00026604+0.00036292i,0.00027045-0.00052796i,-0.00050114-0.0005163i,-0.00015885+9.4647e-05i,0.00050513+0.0004275i,2.7199e-05+0.0006606i
-0.0004886+0.0010352i,0.0013652-0.00086204i,0.0019504-0.00012937i,0.0013063+5.803e-06i,0.0011117-0.00027035i,0.00014362-5.6528e-05i,-0.0009429-0.00024682i,-0.00046485-0.0001928i,0.00037327-0.00027695i,0.00046003+0.00026479i,0.00011262+0.0008516i,-0.00039649+0.00037603i,6.5393e-05-0.00089366i,0.00051837-0.0011097i,-6.9129e-05-0.00076471i,-0.00059079-0.00058378i,-0.00018769-0.00075626i,0.00043454-0.00081674i,0.00023825-0.00015471i,0.0005908+9.7755e-05i,0.00075144+0.00047187i,0.00027008+0.00041544i,1.9818e-05+0.00043861i
0.00066117+0.0029557i,0.0015331+0.0031652i,0.0021342+0.0028028i,0.0026787+0.0013398i,0.0015771-0.00042884i,-0.00051187-0.00079494i,-0.0010893-1.159e-05i,-0.00049526+0.00070949i,0.00023875-0.00029999i,0.00044111-0.0012744i,-0.00014702-0.0013828i,-0.00094273-0.0014468i,-0.0010187-0.00097082i,-0.00051714-0.0002856i,-7.0152e-05-0.00033318i,-0.00036339-5.1799e-05i,-8.4684e-05+0.0005399i,0.00024224+0.00095724i,-0.00051567+0.00072111i,-0.00039856-9.5119e-05i,0.00066727-0.00024224i,0.00059496-0.00031096i,-0.00049617-8.8483e-05i
0.0013853+0.00054097i,0.0011483-0.00065131i,0.0012026-0.00048384i,0.0013592-0.00098875i,0.00076066-0.00039836i,-0.00010336+7.6924e-05i,0.00037591+0.00037467i,0.0011479+0.00082501i,0.00097067+0.00057809i,-0.00062753+0.00036309i,-0.0015673+0.00042338i,-0.001034+0.00077306i,-0.00044636+0.00070491i,0.00042752-2.5546e-05i,1.4067e-05-0.00037538i,-0.00081551+2.5975e-05i,-0.00018667-8.9409e-06i,0.0006581-0.00038136i,0.0011117-0.00074309i,0.0011843-0.00056776i,0.00089599-0.00045089i,3.1215e-05-0.00092781i,-0.00010191-0.00032538i
0.00015976+0.00091531i,-0.00018848+0.001053i,0.00043382+0.00075038i,0.0003219+0.00010278i,-0.0008579-0.00046393i,-0.0005664-0.00063983i,-0.00031044+0.00033353i,-0.00029722+0.0012214i,-0.00022788+0.00014762i,-0.0010266-0.0011935i,-0.0011419-0.00080232i,-0.00085901-0.00055505i,0.00022484-0.00036815i,0.00030665+1.1349e-05i,-0.00040529-0.00041809i,-0.0002752+0.00035086i,-0.00017205+0.00031036i,-0.0007992-9.7804e-05i,-0.00073883+0.00012295i,-7.1481e-06+3.2923e-05i,0.00058755+0.0004931i,0.001196+0.0011688i,0.00090399+0.00089693i
-0.00056661-0.00082223i,-0.00076623-0.00086179i,-0.0014581+0.00082614i,0.00037152+0.00059049i,0.0015396-0.00074865i,0.00026319-0.00080829i,7.1857e-05-0.00067108i,0.0011043-0.0012247i,0.0007369-0.0010618i,9.7561e-05-0.00033718i,6.987e-05+0.00048608i,6.9926e-05+8.4857e-05i,0.00029253-0.00063737i,0.00049635-0.00059942i,0.00073711+9.8672e-05i,0.00067737+3.3751e-06i,0.00034684-0.00017074i,-0.00022977-0.00046661i,-0.0006312-0.00058382i,-0.0003468-0.00035468i,-0.00052168-0.00013809i,-0.00098199-0.00021098i,-0.00062206-0.00033514i
-5.9553e-05-0.0010075i,0.0004946-3.1496e-05i,-0.00034243-0.00049259i,-0.00016921-0.00051259i,0.00047924+1.3084e-05i,0.00024828-0.00027884i,0.00012502-0.00061445i,0.00059917-0.00054252i,0.00067333-0.00037706i,-0.0001041-0.00039944i,-0.00071016-0.00098565i,-0.00093629-0.00036581i,-0.00068559+0.00052137i,0.00029515+0.00025756i,0.00060797+0.00022859i,0.00045327+0.00027154i,0.00081948+0.00049438i,0.0011028+0.0012326i,0.00061654+0.00097684i,0.00053068+5.2804e-05i,0.00027536-0.00036108i,-8.5692e-05-0.00024611i,-0.00056398+0.00014928i
-0.0002663+0.0012966i,-4.0015e-05+0.0033857i,0.0010223+0.0038207i,0.0014735+0.0026979i,0.00088735+0.00066076i,-6.67e-05-0.00072778i,-0.00076656-0.00024123i,-0.00015529+0.00037682i,0.00034505-0.00038218i,0.00032312-0.00080086i,0.0001324-0.00045043i,-0.00060629-0.00033221i,-0.00071958-0.00026408i,-0.00023088-0.00047469i,-0.00040155-0.00070323i,-0.0010352-0.00046404i,-0.0011079+7.4066e-05i,-0.00015103+0.00026909i,0.00075627+0.00043624i,0.00063773+0.00028517i,0.00028135-0.0005511i,0.00035399-0.00090083i,0.00047395+0.00016133i
0.00044052+0.00098342i,-0.00050654-0.00075062i,0.00020032-0.00061343i,2.7456e-05-7.1579e-05i,-0.00072237-0.00027105i,-0.00090237-0.00022375i,-0.00035673+0.00055749i,0.00017003+0.00091069i,0.00056994-0.00029047i,2.0202e-05-0.0017838i,-0.00074473-0.001761i,-0.00058918-0.00054438i,-4.5707e-05-0.00062901i,0.0008322-0.0013467i,0.00069488-0.0011678i,0.00087026-0.00058216i,0.0011851-0.00010181i,0.00031715+6.7233e-05i,-0.0007943-9.4817e-05i,-0.00088184+0.00031917i,0.00026125+0.00062222i,0.0012715-6.5365e-05i,0.00094794-0.0010109i
0.0014114+0.0015598i,0.0031932+0.0016621i,0.0036615+0.00031651i,0.0029437-0.0001123i,0.001465-0.00018453i,-5.0482e-05-2.1483e-05i,-0.00024932+0.00075507i,0.00020001+0.0014544i,-4.1455e-06+0.00060355i,-0.00058827-0.00096725i,-0.00058369-0.0013325i,0.00032803-0.0009685i,-2.7331e-05-0.00069926i,-0.00037854-0.00048691i,3.6314e-05-0.0003032i,7.4009e-05+0.00013977i,-0.0004508+0.00024513i,-0.00050568-0.00059693i,-3.1134e-05-0.0008146i,-6.8781e-05-1.6252e-05i,-4.9572e-05-0.00010109i,3.6461e-05-0.0010977i,-4.0841e-05-0.00062406i
0.0003617-0.0013006i,-4.4925e-05-0.0010414i,-0.00068125-0.00086605i,-0.0021495-0.00040603i,-0.0029915-0.00029414i,-0.0013599-0.00053705i,0.00028063-0.00039947i,0.00029296-3.7275e-05i,-0.0003604-0.00077437i,-0.00088486-0.0012214i,-0.0010151+0.00011773i,-0.00091075+0.00071511i,-9.9303e-05-4.4248e-05i,0.0008592-0.00044285i,0.0011498+9.8717e-06i,0.00027307+0.0010445i,0.00010708+0.0008644i,0.00075494+0.00036445i,0.0013346+0.00064381i,0.0010381+0.00052804i,0.00012192+0.000352i,-0.00012726+0.00040402i,-0.00033328+0.0012176i
-0.0009966+0.0006999i,-0.0009604+0.0003464i,-0.0012873-8.6638e-05i,-0.00042633-0.00061355i,0.00060064-0.0020223i,0.00097541-0.0031088i,0.00047529-0.0015676i,-0.00052671+0.0006404i,-0.00082878+0.00071429i,-0.00078624+0.00030486i,-0.000348+0.00045466i,-0.00027035+0.00048624i,-0.00058405+0.00044001i,-0.0009235-0.00012847i,-0.00051058-0.00085914i,0.00030242-0.00050767i,0.00022397-2.528e-05i,8.3888e-05-0.00045476i,0.00023707-0.00076776i,0.00059432+0.00021899i,0.00037584+0.0008888i,0.00022437-0.00019644i,0.00046363-0.00049978i
0.00084313-0.00095126i,0.00081782-0.0013447i,0.00096943-0.00085629i,0.0012074+0.00055909i,0.00094055+0.0012125i,0.00076236+0.0011015i,0.00039462+0.0011328i,-0.00073214+0.00082797i,-0.0011305+0.00074839i,-0.0010765+0.00076058i,-0.00052359+0.00056982i,0.0004654+0.00068934i,0.0012466+0.00057221i,0.0013669+8.5279e-05i,0.00085846-0.00076058i,0.00025836-0.0011664i,-5.2666e-05-0.00065043i,0.00035752-0.00069471i,0.00026021-0.00080618i,-0.00045059-0.00045816i,9.5091e-05+6.7123e-05i,0.00087948+0.00025077i,0.0010568+0.00016828i
-1.4366e-05+0.00036954i,0.00014341+0.0021688i,0.00029295+0.0025359i,0.00017199+0.00094178i,-0.00022615-0.00058344i,-3.4516e-05-0.0011656i,-0.00020825-0.0011804i,-5.7757e-05-0.0016207i,0.00022003-0.0012889i,-0.00023358-0.00016497i,-0.00079803+0.00028783i,-0.00093043+0.00022904i,-0.00050749+3.9538e-05i,-0.00023786+0.00035419i,-2.584e-05+0.00012308i,0.00019779-1.2155e-05i,0.00010024-0.00027189i,0.00030678-0.00027903i,0.00072685+5.9452e-05i,0.00098036+0.001163i,0.0012192+0.0013761i,0.001014+0.00060862i,0.00032153+7.899e-05i
0.0014209-0.00056442i,0.00022155-0.0015713i,-0.0011152-0.0025256i,-0.0012369-0.0025881i,-0.0018012-0.0019218i,-0.0018171-0.0002721i,-0.0010075+0.0010647i,-0.00093897+0.0018154i,-0.00029984+0.00081256i,0.00015262-0.00038563i,-0.00079576-0.00046363i,-0.0018395-0.00062007i,-0.0013356-0.00083554i,0.00029826-0.00051398i,0.00050124-0.00013751i,-0.00070262-1.6599e-05i,-0.0007237-2.0757e-05i,-2.4501e-05-0.00050929i,0.00026042-0.0010678i,0.00041004-0.00074083i,0.00014149-5.7143e-05i,-0.00032847+0.00011702i,-0.00081507-0.0001523i
-0.00069071-1.3047e-05i,-4.2923e-05+0.0015062i,-0.00017492+0.0017449i,-0.00017015+0.0014033i,-0.00022728+0.00082999i,0.00010502-0.0005122i,0.00072719-0.0005796i,5.5863e-05-0.00080915i,-0.0011144-0.0016196i,-0.00059346-0.00089382i,0.00016314-0.00056397i,0.0001098-0.00086981i,-0.00011122-0.00029706i,-0.00017936-0.00023991i,1.681e-05-0.00026296i,0.00016185-0.00016771i,0.000683-0.00065469i,0.00086382-0.0010757i,0.00058818-0.0013955i,0.00041104-0.00069315i,-9.3212e-05-0.00032887i,2.0628e-05-0.00054547i,0.00037807-0.00041359i
0.00074803-0.00058569i,0.0015216-0.0017134i,0.0031353-0.0013415i,0.0024643-0.0011085i,0.00055764-0.00087756i,-0.00019714+0.00073899i,-0.00072073+0.0007154i,-0.00043106-0.00031439i,0.00043996-0.00027782i,8.2044e-06+3.0412e-05i,-0.00084957-0.00038402i,-0.001316-0.00089167i,-0.0013983-0.00054211i,-0.0006208+7.7791e-05i,0.00019069-0.00012475i,0.00010441+0.00029907i,0.00033056+0.00016731i,0.00028101-0.0004203i,-6.3964e-06-0.00059007i,0.00053248-0.00061995i,0.0003456-0.00014708i,-0.00029476+0.00067475i,0.00019018+0.0005222i
0.0016347+0.0019842i,0.0018929+0.0020462i,0.00055024+0.0015641i,-0.001021+0.00017653i,-0.0014815-0.0013218i,-0.0011625-0.0015386i,-0.0001943-0.00054893i,-9.6433e-07+0.00032836i,-0.00043361+0.00023202i,-0.00051748-0.00017441i,-0.00055531+1.9575e-05i,-0.00040332-0.00033322i,-0.00045389-0.00057177i,-0.00056744-0.00031131i,-0.00031341-0.00066385i,0.00016976-0.00034031i,0.00015366+0.00051642i,-0.0006136+0.00030322i,-0.0014581-0.00046607i,-0.0007753-0.0010929i,0.00051542-0.0013491i,0.00076614+4.294e-05i,0.00068123+0.00077362i
-0.00012999+0.00068638i,0.00054132+0.00093627i,0.00076941-0.00066972i,0.00029462-0.0016773i,0.00019262-0.0014721i,-7.8196e-05-0.0011722i,0.00016507-0.00015437i,-0.00037264+0.00043728i,-0.00072327-0.00028545i,-0.0010319-0.00097502i,-0.0011736-0.0010266i,-0.00018689-0.00064792i,2.2828e-05+0.00037253i,-0.0012666-0.00032881i,-0.001179-0.00081971i,-0.00053308+7.2533e-05i,-0.00021343-0.00015751i,2.4816e-05-0.00035097i,-0.00022987-0.0003779i,-0.00043714-0.00011496i,0.0002967+9.7619e-05i,0.00076946+0.00017038i,0.00061987-5.4114e-06i
0.0011624+0.0021396i,0.0006894+0.0027146i,0.0011112+0.0028107i,0.0023533+0.0016025i,0.0026049-0.00015367i,0.0020795-0.00086942i,0.00083842-0.00088771i,0.00049346-0.00087921i,0.00022858-0.00042293i,-0.0004105-0.00042797i,-0.0009035-0.0014793i,-0.0013075-0.0013728i,-0.00054211+0.00012794i,0.00015912+0.00050192i,0.00050195+0.00013989i,0.00077227-0.0004924i,0.00030944-0.0005744i,-6.9695e-07-8.4249e-05i,0.00027493+0.00023627i,0.0011205+0.00052846i,0.0010613-2.8995e-05i,0.0005608-0.00067514i,0.00015449-0.00051568i
-0.0010585-0.00021855i,-0.0012656+0.00090121i,-0.0012418+0.0012382i,-0.0007965+0.0017633i,-0.0002158+0.0020337i,0.00014629+0.0013209i,-5.3427e-06+0.00025458i,-0.00015246-0.00060329i,-0.00033467-0.00091264i,-0.00078008+0.0001181i,-0.0012554+0.0009634i,-0.00090948+0.00086374i,4.6046e-05-3.2467e-05i,0.00098297-0.00094136i,0.0010543-0.0003947i,-2.5362e-05+0.00026604i,7.9795e-05-1.6469e-05i,0.00054592+0.00026711i,0.00045399+0.00032353i,0.00054282+0.00039644i,0.00060284-2.844e-05i,0.00022683-0.0009092i,9.3842e-05-0.00071575i
0.00035476-0.0016483i,-0.0010649-0.0014712i,-0.0015862-0.00029265i,-0.0014455-0.00062305i,-0.0019173-0.0010758i,-0.0015819-0.0001014i,-0.00064379+0.00071747i,-0.00019527+0.00069682i,-0.00051811+0.00050414i,7.8634e-05+0.00041414i,0.00081918-5.3043e-05i,0.00054451+2.2368e-05i,1.5717e-05+0.00010863i,-7.0961e-05-0.00029982i,-1.0253e-05-8.8556e-05i,-0.00013217+0.00026444i,0.00037851+0.0004494i,0.000395+8.1172e-05i,-0.00026946-0.0007199i,-0.00010249-0.00071598i,-4.9923e-05-0.00017943i,-0.00030765-0.00038912i,9.6291e-05-0.00051975i
-0.0002873-0.00051036i,0.0004303-0.00042244i,0.00048043-0.00058472i,0.00065848-0.0011088i,0.00016496-0.0018587i,-0.00085609-0.0018364i,-0.00078368-0.0011471i,-0.0004241-0.00021693i,-9.9852e-05-0.00025462i,0.00019559-0.00041697i,-0.00018461-0.00071815i,-0.00042486-0.00048579i,-0.00021749+0.00021527i,-2.2583e-05+0.00037051i,0.00027799+0.00017334i,0.0010675+0.00021532i,0.00085193+0.0010044i,0.00048243+0.00072028i,0.00044219-0.00034197i,0.00027795-0.00039879i,0.0004143+0.00016616i,0.00034477+0.0011871i,-0.00044031+0.00092923i
0.0019069-0.0023113i,0.00072715-0.0016143i,0.00080419-0.00065698i,0.0014946+0.00058945i,0.00098677+0.0007064i,0.00067601-0.00037173i,0.0012119-6.7911e-05i,0.0012236+0.00016095i,0.00080798+6.4958e-05i,-0.00018681+4.7228e-05i,-0.00077151+7.6017e-06i,-0.00098088+0.00086168i,-0.001096+0.001166i,-0.00022827+0.0011302i,0.00021443+0.00086433i,4.5081e-05+0.00079926i,-0.000168+0.00051649i,-0.00083118-0.00018437i,-0.0010854-0.00010862i,-1.3486e-05+0.0003184i,0.00050491+0.0004244i,-0.00035713+5.0852e-05i,-0.00061939-2.8979e-05i
0.00087559+0.0016138i,0.00097549+0.00044479i,0.00041344+2.356e-05i,-0.001092-0.00019828i,-0.0015154-0.00092091i,-0.0008249-0.0008046i,-0.00027191-0.00047034i,-0.00020357+6.072e-05i,-0.00074863+0.00050388i,-0.0011394+0.00010033i,-0.00087844-0.00044776i,0.00024981-0.00049741i,-0.00027676-0.00044528i,-0.0014298-0.00023178i,-0.0010524+0.00054488i,-0.00072824+0.00039329i,-0.00076755-0.00057391i,-0.0007234-0.0003127i,-0.00077026+0.0012361i,-0.00063919+0.0017558i,0.00012129+0.0010038i,0.00018709+0.00062144i,1.2826e-06+0.00045495i
-0.00031323+0.001029i,-0.0012572+0.0012642i,-0.0011769+0.0017484i,-0.00036078+0.00083807i,-0.00032771+0.00025375i,0.00028976+0.00086867i,0.00076152+0.0010287i,0.00025483+0.00074673i,-0.00030438+0.00031337i,-4.2521e-05+0.00022921i,0.00057196+0.00091607i,-0.00012041+0.0010034i,-0.00065781+0.00026848i,-0.00037918+0.00013779i,-6.0799e-06-0.00039162i,-1.4348e-05-0.00079487i,3.1894e-05-0.00044352i,0.00036471-0.00027161i,-1.8452e-05+7.9583e-05i,-0.00097415+0.0003729i,-0.00090918-9.5699e-05i,-0.00015072-0.00021085i,0.00016408+2.1387e-05i
0.00080869-0.00097632i,0.0012948-0.00035436i,0.00070642-0.00067882i,0.001177-7.8205e-05i,0.00086882+0.00043359i,-8.9149e-05+0.00080105i,0.00017601+0.00050589i,0.00035487-0.00071627i,-0.0005689-0.0012345i,-0.0018186-0.00073943i,-0.002196+0.00037663i,-0.001935+0.00077293i,-0.0010103+4.7454e-05i,0.00025971+0.00035019i,0.00069079+0.00054927i,0.00050918-0.00017732i,0.00084782-6.0153e-05i,0.00082443+5.7799e-05i,0.00043996-0.0002648i,0.00028772+0.00038853i,-9.9851e-05+0.00085184i,-0.00034475+9.4157e-05i,-0.0004104-0.00037932i
2.1446e-05-0.0020811i,-0.0015623-0.0015664i,-0.0021503+0.00039946i,-0.0013821+0.00095591i,-0.00029868+0.00024222i,0.00049463+0.00014368i,0.00069815+0.00013176i,0.00031118-0.00064723i,-0.00022359-0.0014886i,-8.8366e-05-0.0013374i,2.2575e-05-0.001355i,0.00050222-0.0013565i,0.00044864-0.00012899i,-0.00020688+0.00081942i,-6.2206e-05+0.00067618i,0.00055882+0.00044663i,0.00079975+0.00044742i,0.00031549+0.00034067i,0.00039194+0.00036905i,0.00012709-8.2042e-05i,5.2967e-05-0.00035676i,0.00044083-8.0816e-06i,0.00037149+0.00017116i
0.0022258+0.0004681i,0.002553+3.8925e-07i,0.00019965+0.00034553i,-0.0022532-9.0553e-05i,-0.0021563-6.6724e-05i,-0.00094436+0.00024888i,-5.7768e-05+0.00032335i,0.00032243+0.00024141i,9.8915e-05-0.0002708i,-0.00047461-0.00045357i,-0.00021461-0.00010684i,0.00045509-0.00070273i,0.00058983-0.00099566i,0.00021279+0.00025193i,0.00042944+0.00097094i,0.00040676+0.00087358i,-0.00043513+0.00081335i,-0.00095441+0.00057954i,-0.00028858+0.00026471i,3.1156e-05+0.00082126i,-0.00023699+0.00066123i,-7.4912e-05+0.00054952i,8.24e-05+0.00077959i
-0.00097862+0.0018i,-0.00017523-0.00016759i,0.0013169-0.001881i,0.0013223-0.0004387i,-0.00014557+0.00072923i,-0.00087362+0.00055339i,-0.00079982+0.00038489i,-0.00066852+0.00022901i,-0.00065595-8.733e-05i,-0.0011747-0.0005697i,-0.0014487-0.00098995i,-0.0011675-0.00050069i,-0.00082474-0.000194i,-0.00061922-0.00095821i,-0.00033694-0.00027102i,-0.00039874+0.00033209i,-0.0010891+0.0004524i,-0.00055344+0.0010666i,5.082e-05+0.00083828i,0.00015981+0.00051911i,0.00084768+0.00045806i,0.00043557-4.2948e-05i,-0.00073477-0.00057835i
