-0.0002571+0.00061091i,1.9826e-06-0.00092973i,-0.0019132-0.0010991i,-0.0026388+0.00052813i,-0.0015166+0.0017528i,2.2343e-06+0.0014579i,0.0011631+0.0014396i,0.0018343+0.0012741i,0.0022805+0.00019251i,0.0017707-5.1568e-05i,8.5927e-05-0.00016442i,-0.00050736-0.0001255i,-0.00023512-0.00012933i,0.00040726-0.0010712i,0.00055889-0.0010658i,-0.00016409-0.00033653i,-0.00014793-0.0001144i,0.00013402+6.2498e-05i,-5.0331e-05-0.00024809i,-0.00034354-0.00067137i,-0.00039289+0.0002153i,-0.00069081+0.00086836i,-0.00074677+0.00030198i
0.0024324-0.0012482i,0.0027884-0.0026841i,0.00042464-0.0037142i,-0.0017989-0.0016068i,-0.00090631+0.00095169i,0.00080586+0.0016248i,0.0024303+0.0012444i,0.0029141+0.00047209i,0.0018883-0.00019274i,0.00091808+0.00021737i,0.00056584+0.00033297i,0.0010446-0.00015387i,0.0012078-0.00094394i,0.00054188-0.00077655i,2.4681e-05-2.8679e-05i,-0.00039304+9.7937e-05i,-0.00060213-0.00041848i,-0.00035224-0.0004582i,8.4969e-05+8.0049e-05i,-0.00012923+0.00015913i,-0.0009693+0.00071389i,-0.0006006+0.0017046i,-0.00016197+0.0012995i
0.0039728-0.00096029i,0.0038806-0.0013873i,0.0018226-0.0017113i,0.00023503-0.0020936i,-0.0003289-0.0013484i,0.0003092-4.8251e-05i,0.0016077+0.0003298i,0.0020659+0.00043864i,0.0014204-8.6192e-05i,0.0003099-0.00047799i,0.00016435+0.00012336i,1.1088e-05+0.00037403i,0.00010834+8.1573e-05i,-0.00054391+0.00073015i,-0.0011215+0.00071475i,-0.0010522+0.00073349i,-0.00076043+0.00057138i,-0.00044915-0.00019452i,-0.00026524-0.00040936i,-7.5829e-05+0.00018004i,0.00017245+0.0010055i,0.0002536+0.0010489i,0.00033351+0.00054319i
0.0048349+0.00093916i,0.0043615-0.0005677i,0.0017686-0.0021635i,-0.0002981-0.0014341i,-0.0014003+0.00044732i,-0.00098047+0.0012548i,0.00048639+0.0012496i,0.0014357+0.0013685i,0.00092401+0.001167i,2.849e-05+8.4297e-05i,-0.00021689-0.00080668i,-0.0005093-0.0010255i,-0.00066146+0.00019421i,-0.00079258+0.0014959i,-0.0011552+0.0013809i,-0.00093449+0.00049158i,-0.00023923+0.00015818i,-7.5209e-05+0.000175i,-0.0005982+0.00023824i,-0.00048038+0.00039884i,-0.00062543+0.0002854i,-0.00096701-0.00012606i,-0.00014911+8.6675e-05i
0.0015871+0.00031371i,0.0019199-0.00024015i,0.00092909-0.00011302i,-6.5137e-06+0.00064478i,-0.00020762+0.001981i,0.00053749+0.0021855i,0.0019194+0.00033954i,0.0024448-0.00072274i,0.0019844-0.00016984i,0.0012879+1.2337e-05i,-7.4851e-06-5.7852e-05i,-0.00031161+0.00026005i,0.00035992+0.00091482i,0.00039173+0.00084673i,-4.4436e-05+0.00037029i,-0.00023466+0.00026355i,-0.00019597+0.00017223i,-2.2847e-05-0.00022742i,8.9852e-05-0.00060985i,-0.00037657-0.00073i,-0.00090709-0.00025316i,5.6622e-05+0.00026198i,0.00047982+0.00024845i
0.0051773-0.0013224i,0.0047723-0.0018633i,0.0025003-0.0031403i,0.00059218-0.0026294i,1.0885e-05-0.0006032i,0.00063078+0.00091117i,0.0013395+0.0016104i,0.0012944+0.0013227i,0.00091055+0.00090205i,0.00028741+0.00081829i,-0.00021232-5.7109e-06i,5.7116e-05-0.0004852i,0.00015619-6.4844e-05i,-0.00076912+0.00081306i,-0.00097778+0.0011412i,-0.00039367+0.00061896i,-0.00010877-0.00037489i,-5.9525e-05-0.00033065i,-6.2751e-05+0.00082364i,-0.00056562+0.0010775i,-0.00046447+0.00053984i,-0.00012674-6.3425e-05i,-0.000488-0.00042762i
0.0046185+0.00046118i,0.0047142+0.00080542i,0.0017788-0.00037674i,-0.0014465-0.00020207i,-0.0023005+0.0011342i,-0.00071114+0.0017064i,0.0012337+0.0014159i,0.001634+0.00068418i,0.00078355-0.00010015i,0.00027446-0.00061365i,-0.00049163-0.00067825i,-0.0012073-0.00051992i,-0.00099948+0.00025146i,-0.00018203+0.0010754i,0.00029696+0.0012328i,0.00025233+0.00070039i,-2.0133e-05+0.00067474i,-0.0005898+0.00063244i,-0.00034697+0.00024317i,-0.00022429-0.00011066i,-0.00048838-0.00019076i,-2.0707e-06-4.4866e-05i,8.6693e-05+2.5523e-05i
0.0021503-0.00092352i,0.0020959-0.00098844i,0.00062829-0.0013514i,-0.0019441-0.0016809i,-0.003051-0.00025052i,-0.0023581+0.0013945i,-0.0005701+0.0012211i,0.00064574+0.00065198i,0.00016212+0.00066884i,0.00038549+0.0004168i,0.00067011+0.00015763i,0.00041037+0.00012959i,0.00084607-4.3635e-05i,0.0010419+0.00070703i,0.00064353+0.0006307i,0.00058416+0.00031686i,-2.384e-05+0.00073125i,-0.00054974+0.0010589i,-0.00032055+0.00095691i,-0.00047671+2.2974e-05i,-0.00034856-0.00046047i,-0.00039906-0.00039109i,-0.00034897-0.00031441i
0.0046821-8.4096e-05i,0.0036815-0.0011049i,0.0016662-0.0013735i,0.00022492-0.001231i,-0.00026364-0.00086212i,0.00013686+0.00019287i,0.0014459+0.00010726i,0.0019605-0.0006951i,0.0011634-0.00074359i,1.2705e-05-7.848e-05i,-4.2689e-05+1.756e-05i,0.00052346-0.0010891i,8.6207e-05-0.0009037i,-0.00099568-0.00041041i,-0.001591-7.8211e-05i,-0.0010424+0.00019144i,-0.00049869+0.00017457i,-0.00046372-0.00011751i,-0.00022665-0.00049013i,-0.00018072-0.00066701i,-0.00048654-0.00036052i,-0.00065475+8.8898e-05i,-0.0011281+0.00012842i
0.00010533+0.0023539i,-4.8465e-05+0.0029048i,-0.0014171+0.0024359i,-0.0021316+0.001879i,-0.0013098+0.0018136i,4.5566e-05+0.0015535i,0.00051976+0.00052048i,4.7175e-05-0.0012142i,-0.00016139-0.0019823i,6.3361e-06-0.00093814i,0.00054692+9.2888e-06i,0.00034862+6.5369e-05i,-0.00026318-0.00060119i,4.5495e-05-0.0010157i,0.00026067+0.0001379i,0.00065023+0.00071839i,0.0013483+1.994e-05i,0.0010658-0.00090792i,0.00034505-0.00087528i,0.00020377-0.00014703i,8.1527e-05+0.0002594i,-0.00053358-6.8164e-05i,0.00025015-0.00014616i
0.0027877-0.00060682i,0.002175-0.00084326i,-0.00015724-0.0012558i,-0.0022913-0.00038142i,-0.0025026+0.0012724i,-0.0010021+0.0014859i,0.00063936+0.00093886i,0.0012841+0.00016486i,0.00062362-0.00064651i,-0.00054167-7.8979e-06i,-0.001258+0.00027834i,-0.0014034-0.00036951i,-0.00090069-0.00017713i,-0.00070437+0.00087822i,-0.00098442+0.0010346i,-0.0015284+0.00020817i,-0.0010556-0.00010616i,-0.00010062+3.422e-05i,0.00041281+2.4103e-05i,0.0005996+0.00046208i,0.00013602+0.00097733i,-0.0005498+0.00028059i,-0.00058987-0.00079436i
0.0046259+0.0014993i,0.0027879+0.00098046i,0.00018841+0.00052318i,-0.0010182+0.00033767i,-0.00028253-0.00068371i,0.0010585-0.00016034i,0.0018659+0.00026885i,0.0018434+0.00038451i,0.0013551-0.00024168i,0.00083376-0.0010002i,0.00037633-0.00073974i,-0.00034272-0.0012765i,-0.000104-0.0012822i,0.00048866-0.00065513i,0.00022736+0.00048171i,-1.8459e-06+0.0010439i,0.00029636+0.00056279i,0.00052108-0.00034626i,0.00052848-0.00045382i,0.00092542-0.00032938i,0.00073921-0.00026553i,-0.00079676-0.00049376i,-0.0012652-0.00052961i
0.0011323+0.0020831i,0.0023709+0.0013334i,0.0016573-1.6169e-05i,-0.00060929-0.0002829i,-0.00093325+0.00059945i,0.00022189+0.00095005i,0.00075497+0.00062193i,0.0011678+0.00034494i,0.0016572+9.69e-06i,0.0016629-0.0001833i,0.00042147-0.00050532i,0.00028889-0.00072432i,-0.00024782-0.00076531i,-0.0014288-0.00080669i,-0.00092579-0.00070302i,-0.00025222-0.00040577i,0.00057641-0.00082031i,0.0012462-0.00050601i,0.00082464+0.00023123i,-5.9501e-05+0.0004687i,-0.0010717+0.00055512i,-0.0015946+8.6029e-05i,-0.00075812-0.00039677i
3.9861e-05-0.0015411i,-0.0005893-0.0013134i,-0.0015904-2.7979e-05i,-0.0021735+0.00051851i,-0.0010122+0.00073681i,0.00043271+0.00089309i,0.00099903-0.00010417i,0.0010184-0.0011678i,0.00036423-0.0011674i,-0.00094858-0.00066537i,-0.00095376-0.00036005i,-0.00028377-0.00041334i,0.00055134-0.00079878i,0.00091964-0.0010578i,0.00044613-0.0008648i,-3.3537e-05-0.00050519i,-6.5423e-05+0.00022475i,-0.00011994+0.00037156i,-0.00049619+0.00023394i,-0.00070334+0.00042949i,-0.00013371+0.00083428i,-6.6112e-05+0.0010805i,7.8037e-05+0.00079678i
0.0038731+0.0044758i,0.0039061+0.0027162i,0.0025273+0.0012072i,0.0012798+0.00095847i,0.00044863+0.00035554i,0.00053942-0.00059446i,0.00071153-0.00077284i,0.00040404-0.00040833i,0.0006969+0.00015735i,0.00095601-0.00027197i,0.00085849-0.00048047i,6.9966e-05-0.00089311i,-0.00092913-0.0014327i,-0.00025413-0.0013194i,0.00042701-0.0011967i,-0.00038666-0.0016397i,-0.00020059-0.0018325i,-0.00041509-0.00054916i,-0.0010844+0.00041i,-0.00094925+0.00043581i,-0.0001868+0.00039944i,0.0003788+3.0423e-05i,-0.00026998-0.00049817i
0.00071527+0.00076324i,0.00065633-0.00024189i,0.00038216-0.0011425i,-0.0012568-0.0010361i,-0.0015532-0.00013077i,-0.00064319+0.00034692i,0.00035083+0.00038129i,0.0007262-3.4316e-06i,0.00070131-0.00035523i,6.3097e-05-0.00024593i,-0.00091146+5.711e-06i,-0.00060156+0.00013298i,0.00034952+5.5922e-05i,0.00066816-0.00019097i,0.00013242-0.00074426i,-0.00010066-0.00052457i,3.4718e-05-0.0002052i,6.4227e-05-0.0004797i,0.00020378-0.0003058i,0.00021934+0.000521i,-0.00011101+0.0005098i,-0.00040648+3.7663e-05i,-0.0008747+0.00040388i
0.0034338-0.0024389i,0.0027087-0.0018926i,6.6814e-05-0.0015987i,-0.0011656-0.00091748i,-0.00096747+0.00038281i,0.00063264+0.0018689i,0.001712+0.0018614i,0.0018703+0.00086175i,0.0018424+0.0003589i,0.00077061-0.00043688i,-0.00038099-0.00071842i,-0.0005262+0.00052021i,0.00012989+0.0012012i,0.00059231+0.00096767i,0.00033196+0.00030108i,0.00039134-0.00011388i,0.00081648+0.0001656i,0.00072003+0.00010021i,0.00075906-0.00014975i,0.00079515+0.00020524i,0.00042152+0.00064935i,0.00011046+0.00073767i,0.00054008+0.00077314i
0.0035822+0.0024237i,0.0035849+0.0014846i,0.0015051-0.00047114i,-0.0010953+7.4512e-05i,-0.00053138+0.0010582i,0.001272+0.0014463i,0.001994+0.0012582i,0.0012329+0.00053201i,0.00048177+0.00011647i,0.00055669-0.00029486i,-0.00053531-0.00069509i,-0.00086101-0.00031976i,0.00011079-0.00014518i,0.00054505-0.00029042i,0.00086209-0.00056025i,0.00025322-0.0007024i,0.00019234-0.0008132i,0.00055096-0.00050999i,-4.8234e-05-0.00038565i,-0.00068692-0.0007555i,-0.00051386-0.00077046i,-7.7806e-05-0.00030629i,6.7975e-05+0.00013878i
0.0025418+0.0027219i,0.0014245+0.0028855i,0.00044485+0.0005431i,-0.00014064-0.00085803i,-0.0006875+5.3157e-05i,-0.00066874+0.00072829i,-0.00025849+0.00062341i,0.00012079+0.00016201i,0.00028423-1.9262e-05i,0.00024811-0.00051841i,-7.3242e-05-0.0012844i,-0.00040252-0.0015183i,-0.00042377-0.00089773i,-0.00074812-0.00032833i,-0.0015979-0.00048553i,-0.0019947-0.00063088i,-0.0016679+0.00024746i,-0.0008098+0.0010431i,0.00013226+0.0011701i,-0.00026064+0.0010118i,-0.00027188+0.00039225i,0.00059094+5.3878e-06i,0.00038037+8.827e-05i
0.0033008-0.00016437i,0.0027826-0.0014272i,0.00098396-0.002516i,-0.00023124-0.0017293i,-2.6457e-05+0.0001798i,0.0012037+0.0011944i,0.0018293+0.0013047i,0.001335+0.00076249i,0.0010763-0.00076403i,0.00070443-0.0013329i,-0.00021925-0.00046675i,-2.3327e-05-0.00039837i,0.00046166-0.00060595i,-0.00013107-0.00011252i,-0.00066613-0.00035615i,-5.3707e-05-0.00041401i,4.9508e-05-0.00039169i,3.1037e-05-0.00033319i,0.00020666-1.9112e-05i,0.00016154+0.00013789i,-0.00040926+0.00084452i,-0.00092139+0.0014289i,-0.0012531+0.00018401i
0.002366+0.00080129i,0.0028963+0.0018833i,0.0014237+0.0011301i,-0.00039955-2.404e-05i,-0.00064419+0.00089243i,0.00058563+0.0016877i,0.0023473+0.0010879i,0.0028292+0.00077574i,0.0016615+0.00024496i,0.00021104-0.00012828i,-0.00019817-0.00012426i,8.8368e-05-0.00045351i,0.00038739-0.0007296i,0.00012776-0.00039501i,-0.00049458-0.00066225i,-0.0013115-0.00057917i,-0.0012955-0.00016529i,-0.00023292+4.6681e-06i,-0.00045116+4.9568e-05i,-0.0011425-0.0001242i,-0.0015765-6.9119e-05i,-0.0010862-0.00029688i,-0.00039891-0.00032944i
0.0033137+1.6245e-05i,0.003492+0.00069046i,0.0014866+0.001139i,-0.00080559+0.0010762i,-0.0017107+0.0013004i,-0.0011935+0.001272i,0.00062689+0.00017651i,0.0012575-0.00093285i,0.00062146-0.0011848i,-0.0003651-0.00079984i,-0.00063688-0.00020575i,-0.00032865+0.00031884i,-0.00034816+0.00031795i,-0.00036431+0.00036995i,-0.00016477+4.5321e-05i,-0.00017121-6.6094e-05i,-0.00050393+0.00010012i,4.3566e-05+0.0002668i,0.00051146+0.00057472i,0.00042158-9.5944e-05i,0.0002308-9.0968e-05i,-0.00019898+0.00044276i,-0.00014453+0.0002758i
0.0013136+0.0017476i,0.0017213+0.00043423i,0.00038113+2.6658e-05i,-0.00034035+0.00034331i,-0.00048561+0.0011247i,-0.00027008+0.0010763i,0.00023651+0.00092465i,0.0010367+0.00031604i,0.00082613-0.00015122i,7.7623e-05-0.00011395i,0.00011825+0.00018046i,-0.00011379+0.00044174i,0.0003542+0.00024135i,0.00041433-0.00019746i,-0.00067485-0.00038139i,0.00020663-0.00014729i,0.00071259+0.00031504i,-0.00045598+0.00056242i,-0.00051675+6.0754e-05i,9.6483e-05-0.00011511i,-0.00039268+1.971e-05i,-0.00090016-0.00025404i,-0.00022852-0.00013898i
0.0033778-0.002246i,0.0036361-0.0024741i,0.0018214-0.0020519i,-0.0006595-0.0007136i,-0.001603+0.00088991i,-0.00097623+0.001616i,0.0006589+0.00067296i,0.0013563-0.00011286i,0.0009405-0.00053515i,0.00036005-0.0012579i,-2.5608e-05-0.00078465i,0.00010172+0.00029604i,-0.0002363+0.00078183i,-0.00048563+0.00081999i,-0.000285+0.0010263i,-6.5778e-05+0.0014508i,0.00065643+0.00091868i,0.001151+0.00011554i,0.00045657+0.00044303i,0.00013419+0.00084532i,0.00038835+3.2283e-05i,2.2878e-05-0.00058283i,-0.00058717-0.00030225i
0.0037919+0.0025076i,0.0033194+0.0024345i,0.00089201+0.0006905i,-0.0017498-0.0002609i,-0.0021968-3.4654e-06i,-0.0012326-0.00013415i,-0.00073047-0.0001209i,-0.00014359-0.00027048i,0.00055127-0.00012057i,0.0006105-0.00018481i,0.00066978-0.00024429i,0.0006254+9.9448e-05i,-7.0327e-05-0.00031012i,-0.00082704-0.00037433i,-0.0014004-0.00026252i,-0.0010032-0.00061568i,4.9037e-05-0.00061762i,0.0012067+2.7931e-05i,0.00086506+0.00067978i,7.4424e-05+0.00067897i,0.00036015+0.00014452i,0.00030014-0.00014028i,-0.00022381-0.00038227i
0.0021045+0.0025229i,0.0015315+0.0025867i,0.0012173+0.00051416i,0.00079745-0.00069469i,9.9941e-06-0.0012466i,0.00020672-0.00054333i,0.00099853+0.00061683i,0.0014878-4.955e-05i,0.0017308-0.00072666i,0.00084389-0.00048029i,-0.00025259-0.00016751i,-0.00077961-0.00031984i,-0.00075681-0.00049398i,-0.0001477-0.00032122i,-0.00037753-0.00030531i,-0.0003835-0.0005423i,0.00027456-0.00011234i,7.9815e-05+0.00025373i,0.00029741-0.00015537i,0.00074348+0.00035985i,0.00065182+0.00010829i,-0.00044315-0.00070406i,-0.0014377-0.00047308i
0.0021706-0.00041469i,0.0020882-0.0016495i,0.00065701-0.0014043i,-0.0007075-0.00023221i,-0.00091359-0.00012241i,-3.5775e-07-0.00018691i,0.00048073+0.0002518i,0.00071139+0.00061163i,0.000926+0.00029636i,0.0012161-0.00017343i,0.0009923-0.00014293i,6.7307e-05-0.00043417i,-0.00040128-0.00074487i,-0.00056331-0.00030219i,-0.001173-0.00029249i,-0.0012007-0.00017611i,-0.001097+0.00037469i,-0.00076242-2.9071e-05i,-0.00050493-0.00044073i,-8.7382e-05-6.7265e-05i,0.00013382+0.00065914i,-0.00033076+0.00041307i,-0.00034311-0.00019661i
0.0013671+0.0023914i,0.001079+0.00023705i,-3.3907e-05-0.0015518i,-0.0009854-0.0001595i,-0.00060263+0.0011991i,0.00081471+0.00098177i,0.0013661+0.00055695i,0.00097787+0.00039505i,0.00082757-5.3503e-06i,0.00027606-0.00012202i,6.5664e-06-0.000806i,-7.7002e-05-0.00091105i,-0.00027089+7.25e-05i,-0.00060546+4.2915e-05i,-0.0010067-4.0489e-05i,-0.0008511-0.00020908i,-0.00047864-0.00023i,-0.00022493-5.8676e-05i,-0.00013961+0.00049179i,-0.00080556+9.2477e-05i,-0.0011306-0.00016055i,-0.0010793+0.00029021i,-0.00092371-0.00010976i
0.0023167+0.0018419i,0.0019656+0.0012001i,0.00012028+0.00032309i,-0.00065879+0.00048166i,-0.00076136+0.0011243i,-3.3238e-05+0.00032924i,0.0010368-0.0004047i,0.00075522-0.00030741i,0.0002005-0.00017842i,-0.00052649-0.00030405i,-0.0002633-0.0009676i,0.00033928-0.0014823i,-0.00011621-0.0010238i,-0.00045352-0.00060606i,-0.00048646-0.00036414i,-0.00038855-0.00011003i,-0.0003553-0.00022348i,6.1227e-05-0.00018698i,0.00056846+0.00018211i,0.00073728+3.9611e-05i,0.0005515-0.00013327i,0.00040378+0.00027688i,0.0006358+0.00064137i
0.005333+0.0042226i,0.006727+0.0039327i,0.0049954+0.0024606i,0.0017617+0.00061416i,0.0004765-2.8531e-05i,0.00074669+0.00022862i,0.0013455+0.00055488i,0.0014778+0.00017344i,0.0014515+0.00014416i,0.00053164-0.00014568i,2.6816e-05-0.0011971i,-0.00025822-0.00088807i,-0.00050549+0.0001561i,-0.00030957+0.00028692i,-0.00045563+0.00010505i,-0.00060584-0.00050326i,0.00046355-0.00081118i,0.00090491+0.00040217i,0.00031366+0.00080139i,0.00043963-0.00037592i,0.0011927-0.00078008i,0.00056185+0.00035711i,-0.00055307+0.0010019i
-0.00089536-0.00038263i,-0.00080697-0.0013928i,-0.0023295-0.0019504i,-0.0025962-0.00075801i,-0.0015899+0.00052541i,-0.00063447+0.00073436i,0.00079717+0.00063394i,0.0015682+0.0002006i,0.0013611-0.00017983i,0.0012739-0.00016949i,0.00067092-0.00044583i,7.2115e-05-0.00062344i,3.3055e-05-0.00076623i,0.00086528-0.00097462i,0.0010846-0.0005705i,0.00085297+0.00019173i,0.00091236+0.00049803i,0.00069821+0.00075979i,0.00055464+0.0008174i,0.00018467+4.3583e-05i,-0.00036997-0.00020777i,-0.00063161-0.00019299i,-0.00128+0.00037751i
0.0032216+0.00059188i,0.0031462-0.0006322i,0.001024-0.00084113i,-0.00055652+0.00026613i,-0.00050776+0.00060627i,0.00032467+0.00015111i,0.0010465-0.00041099i,0.00095531-0.00051618i,0.00041967-0.00036617i,0.00037088+6.0488e-06i,-9.0246e-06+0.00024349i,-0.00042578-0.00024543i,0.00027541-0.00065284i,-0.00034938-0.00071942i,-0.0015566-0.00095635i,-0.0010539-0.00092078i,-0.00056879+0.00014719i,-0.00073558+0.00044218i,-0.00087626-8.7599e-05i,-0.00071166-0.00047859i,0.00031662-0.00053204i,0.00063199-0.0004085i,0.00038637+0.0001499i
0.0020215+0.0058671i,0.0024727+0.0030695i,0.0020043+0.00037367i,0.00062785-0.00049333i,0.00076067-0.00017619i,0.0012706-0.001043i,0.0013474-0.001446i,0.00098103-0.00055578i,0.00083807-0.00038622i,0.00094371-5.08e-05i,-0.00030601+0.00014845i,-0.0007212-0.00052286i,0.00015182-0.0012094i,0.00027847-0.00070773i,-0.00050226-0.00091433i,-0.00077513-0.0013471i,6.1038e-05-0.00072154i,0.00080612+0.00027485i,0.00074279+0.00045473i,0.0002573-0.00032019i,9.7035e-05-0.0002838i,0.00033786+0.00050561i,0.00039286+0.00029063i
0.00091204+0.0016835i,0.0012701+0.0011136i,0.0015597-0.00024506i,0.00054577-0.00029134i,-0.00067596+0.00028475i,-0.00038697-0.00016314i,0.0011346-0.00073418i,0.0017521-0.00098348i,0.00073186-0.00019569i,0.00016974+0.00023759i,0.00030977+0.0005474i,9.2865e-05+0.00045895i,-0.00013963-0.00023739i,-0.00070118-0.0001968i,-0.00084113-0.0004274i,-0.0001444-0.0012463i,-0.00027676-0.00081383i,-0.00041483-6.7647e-05i,-0.0005664+0.0003531i,-0.00094972+0.00032821i,-0.00088656+0.0001239i,-0.00012458-0.0001906i,0.00085048-0.00047018i
0.0027148+0.0004517i,0.0019691+0.00070631i,0.0012309+0.0002032i,0.0004111+0.00041951i,-0.00079715+0.00058013i,-4.6032e-05+0.0010587i,0.001083+0.00097081i,0.0017094+2.8232e-05i,0.0016175+1.2717e-05i,0.00091965-0.00028033i,0.00035537-0.00068473i,3.954e-05-0.00024143i,0.00010843-0.00050828i,0.00091525-0.00068517i,0.00075883+0.00020887i,7.5094e-05-0.00057886i,-8.5191e-05-0.0012543i,-0.00010854-0.00082796i,-0.00027982-0.00097675i,-7.0618e-05-0.0012766i,0.00042576-0.0011325i,0.0010121-0.00018726i,0.00069808+0.00088557i
0.0038133+0.0036928i,0.0039079+0.0025661i,0.0019542+0.00054147i,0.00026372-0.00089199i,0.00053019-0.00042633i,4.6079e-05+0.00099315i,1.4698e-05+0.0010161i,0.0009363+0.0001667i,0.0015251-0.00059566i,0.0014421-0.00074003i,0.00070667+2.0596e-05i,0.00030299+0.00049625i,0.00023625+0.00062956i,-0.00054842+0.00067045i,-0.00097416+0.00023756i,-0.00093814-0.00011537i,-0.00078288-0.00037062i,-0.00046438-0.00019204i,8.614e-05+4.6184e-05i,0.00058462+0.00026915i,9.7417e-06+0.00023699i,-0.00088963-0.00022009i,-0.0011146-3.167e-05i
0.0026269-0.00031671i,0.0013558-8.2343e-06i,-0.00011923-0.00066487i,-0.0014946-0.0012172i,-0.0017922-0.00079492i,-0.00010141+0.0015461i,0.0013214+0.0025876i,0.0019859+0.00067019i,0.0015744-0.00058335i,0.00077571-0.00049666i,-0.0003731-0.0008247i,-0.00097995-0.00071344i,-0.00032502-0.00029703i,0.00018758-0.00037654i,-0.00064086+8.8355e-05i,-0.00083074+0.00036663i,-0.0008883+0.00038983i,-0.0010041+0.00010514i,-0.00052757+0.00011092i,-0.00014487+0.0010143i,7.2623e-05+0.0012312i,3.9294e-05+6.0064e-05i,0.00045778-0.00054615i
0.00308-5.652e-05i,0.0027187-0.00061182i,0.0008553-0.00070733i,-0.00019199-0.00011877i,0.00025537+0.00047954i,0.00095916+0.00017541i,0.0013602+0.00050357i,0.0014602+0.00027218i,0.00054888-0.00016429i,5.2569e-05+7.9543e-05i,0.00030758-0.00038956i,0.00034734-0.00020626i,0.00034851+0.00078414i,-6.1688e-05+0.00036733i,-0.00061878-0.00085541i,-0.00071108-0.00057515i,-0.0004447+1.5138e-05i,-0.00035412+0.00075636i,-0.00068174+0.00014255i,-0.0010243-0.00093813i,-0.00096092-0.0011215i,-0.00048449-0.00056861i,0.00038105-0.00016024i
-0.00015843+0.0011048i,0.0013169+0.0014809i,0.00027361+0.00079933i,-0.00086515+0.00085249i,-0.00029762+0.0018072i,0.0015429+0.0022798i,0.0023522+0.0014982i,0.0014601-2.3749e-07i,0.00031669-0.001111i,-0.00023777-0.00082128i,0.00010769-0.00053939i,0.00062785-0.00089484i,0.00092776-0.00063498i,0.00039751-0.00043909i,0.0002699-0.00054585i,0.0005148-0.00042002i,0.00084621+9.2431e-05i,0.0003901-6.5722e-05i,-0.00026481-0.0010229i,-0.00032601-0.001122i,-0.00037114-0.00065427i,-0.00026563-0.00017513i,-7.2225e-05-0.00023327i
0.0011218-0.00068732i,0.001476-0.00010358i,-0.00031021+0.00064379i,-0.0011379+0.0015406i,-0.00089834+0.0019974i,0.00095681+0.001644i,0.0020349+0.0012053i,0.0010285+0.00025056i,0.00046811-0.00060744i,2.801e-05-0.00030485i,0.00018031+0.00087676i,0.00093878+0.00097375i,0.0014097-0.00023675i,0.00046376-0.0002419i,-0.00076065-0.00023321i,-0.00022124-0.00080095i,0.00013051-0.00097278i,-0.00038073-0.0010165i,-0.00072973-0.0007333i,-0.00025743-0.00040437i,0.00027049-9.7321e-05i,0.00019992+0.00045283i,-0.00017092+0.00063079i
0.0014015+0.0043622i,0.0023686+0.0033809i,0.00066143+0.002824i,-0.0012134+0.0019231i,-0.00064814+0.001169i,0.00087304+0.00012292i,0.0017718-0.00069442i,0.00084494-0.00035837i,0.00042333+6.877e-05i,0.0011449+0.00047037i,0.00049849+0.00072096i,-0.00029074+0.00019836i,-0.00044551-0.00019901i,-0.00071888-0.00029674i,-0.00065771-0.0010063i,-0.0006116-0.00098696i,-0.00049734-0.00056502i,-0.00040572-0.0006271i,-0.00023741-0.00024319i,0.00036447+0.00024652i,0.00056281-1.3863e-05i,0.00041641-0.00013355i,-0.00010509+0.0001342i
0.0030064+0.00072526i,0.0020108-0.00060505i,0.00011793-0.0010693i,-0.0011785-0.00072816i,-0.0010318-0.0004145i,0.00023697-4.888e-05i,0.000601+0.00098088i,0.00087401+0.00075899i,0.0012587-0.00050515i,0.00067139-0.00077474i,0.00034036-0.00075582i,6.589e-05-0.00079915i,-0.00015719-0.00086846i,-0.00036063-0.00039071i,-0.0010446-0.00022833i,-0.001655-0.00048036i,-0.0015526-0.00039584i,-0.00092966-0.00020354i,-0.00061001-0.00072285i,-0.0007106-0.0007425i,-0.00044736+9.006e-05i,-0.00025226+3.9254e-05i,-0.00027356+1.3253e-05i
0.0010807+0.0015101i,0.0020797+0.00047425i,0.0012229-0.0014474i,0.00048641-0.0017512i,0.00045655-0.0008591i,0.00050082-1.4978e-05i,0.0006304-0.00034316i,0.0018153-0.0003329i,0.0014297+0.00012864i,-7.523e-05-0.00034355i,-0.00046505-0.00088624i,-0.00010556-0.00072801i,-0.00039318-0.00058453i,-0.00025038-0.0010957i,0.00086511-0.00066793i,0.00034432+2.8933e-05i,-0.00038073+5.1091e-06i,-5.2392e-05-0.00031117i,-2.4157e-05-0.00095356i,0.00013903-0.00098955i,-0.00027985-0.00063741i,-0.0013172-0.00058336i,-0.0011985-0.00019107i
0.00035697+0.0010012i,0.0014013+0.0014683i,0.00023509+0.0017213i,-0.00072029+0.0019082i,0.00045608+0.0029695i,0.001694+0.0027784i,0.0012205+0.0010919i,0.00079787-6.794e-05i,0.0008434+0.00056203i,0.0011778+0.00035374i,0.00091018-0.00091716i,0.00049656-0.0018367i,0.0001328-0.0021354i,-0.00014154-0.0013918i,-1.9364e-05-0.00041193i,-0.00081483+0.00032648i,-0.0012332+0.00086142i,-0.00076678+0.0012334i,-0.001068+0.00066591i,-0.0015173-0.00015014i,-0.0011132-0.00011851i,-0.00026831+0.0003597i,0.0004065+0.00030958i
