-0.00015202+0.00051268i,0.0011526-0.0010508i,0.0021839-0.0021286i,0.0021993-0.0019763i,-0.00013155-0.0015671i,-0.0015417-0.00071185i,-0.0022038-0.00025083i,-0.0026715+1.4775e-05i,-0.0015681+0.00016088i,-0.00061215+5.4864e-05i,7.7671e-05-0.00068245i,0.00094527-0.00071414i,0.00094707-0.0007638i,0.00051365-0.0010268i,0.00033738-0.00068377i,0.00010784-0.0010731i,-0.00097663-0.0019333i,-0.00076313-0.0018475i,-2.0345e-05-0.00088809i,9.0104e-05+8.1779e-05i,5.7964e-05+0.00053981i,-0.00032168-5.3203e-05i,-0.00041464-0.00061453i
0.027338+0.0087156i,0.044078-0.02262i,0.024023-0.12124i,-0.0014679-0.22222i,0.029143-0.20344i,0.069046-0.091891i,0.080161-0.027182i,0.05139-0.04517i,-0.0043296-0.064623i,-0.029121-0.047524i,-0.015174-0.032888i,0.0021085-0.03065i,0.0071279-0.022368i,0.0045115-0.010228i,0.0074163-0.0043731i,0.014184-0.0091423i,0.013948-0.012239i,0.0081139-0.0056081i,0.0028623+0.0023409i,-0.00027408+0.0067488i,-0.00091799+0.0063049i,0.0010297-4.0239e-05i,-0.0044805-0.0060563i
-0.0313-0.031799i,-0.014912-0.047554i,0.095357-0.022097i,0.23081+0.020879i,0.20172+0.036079i,0.042882+0.020526i,-0.062101-0.00010125i,-0.074187+0.00084489i,-0.047823+0.022525i,-0.021384+0.034802i,-0.019509+0.028999i,-0.029556+0.026998i,-0.019833+0.023668i,-0.0022555+0.0052806i,-0.0024413-0.01441i,-0.011594-0.020763i,-0.010092-0.018976i,0.0032839-0.015718i,0.015678-0.011022i,0.01597-0.0076373i,0.0054229-0.0077754i,-0.0072668-0.0042622i,-0.010329+0.0083427i
0.011569+0.076482i,0.0054322+0.16726i,-0.046924+0.24867i,-0.11996+0.27892i,-0.09986+0.22964i,0.011455+0.11915i,0.083794+0.036866i,0.078132+0.021628i,0.058195+0.021338i,0.047508+0.0075226i,0.037866+0.0033385i,0.031443+0.0043208i,0.016973-0.00087147i,-0.002734-0.0028756i,-0.011192+0.0046781i,-0.0097922+0.013037i,-0.008517+0.01351i,-0.008575+0.0050184i,-0.0055856-0.0059967i,-7.3235e-05-0.009931i,0.0032883-0.0051665i,0.004292+0.0024318i,0.0088376+0.0070192i
0.011476-0.0415i,0.0074139-0.086043i,-0.027729-0.12509i,-0.083793-0.16689i,-0.12294-0.17956i,-0.11588-0.10919i,-0.076963-0.028423i,-0.036844-0.013152i,-0.021912-0.025402i,-0.023202-0.023463i,-0.015866-0.024453i,-0.0071528-0.036067i,-0.007888-0.035561i,-0.0088057-0.01708i,-0.0031649-0.0015756i,0.0017165+0.0013712i,0.0012471+0.0012753i,-0.004316+0.0023188i,-0.012032+0.0020717i,-0.014477+0.0031498i,-0.0073521+0.0073416i,0.0045574+0.0075808i,0.010167-0.0022158i
-0.0071223+0.026952i,0.015489+0.01447i,0.074608-0.053355i,0.13582-0.11203i,0.14115-0.076245i,0.058253-0.015156i,-0.030852+0.0007531i,-0.049806+0.0011492i,-0.027111+0.0039181i,-0.010476+0.0085073i,-0.010105+0.023384i,-0.011454+0.037486i,-0.0052981+0.034562i,0.0011643+0.015167i,-0.0011675-0.0049364i,-0.007367-0.011736i,-0.0079838-0.0067178i,-0.0057069+0.0011432i,-0.0048436+0.0070096i,-0.0051784+0.0079014i,-0.0050098+0.0050625i,-0.0020611+0.00027207i,-0.0026891-0.0047153i
0.055933-0.03808i,0.098882-0.053037i,0.11282+0.0042768i,0.099073+0.11356i,0.10067+0.13794i,0.149+0.037859i,0.15402-0.051934i,0.083073-0.039013i,0.036273+0.0058243i,0.034492+0.0039047i,0.033061-0.019161i,0.026396-0.021943i,0.019853-0.013309i,0.010695-0.0058239i,0.0059598-0.00035135i,0.0079764+0.0019606i,0.011054+0.0038279i,0.013368+0.0060382i,0.012786+0.005524i,0.0099149+0.0032164i,0.008741-0.00087637i,0.003685-0.003912i,-0.0056481+0.0013751i
-0.06387-0.004904i,-0.12337-0.016344i,-0.17744-0.040508i,-0.22679-0.06896i,-0.25888-0.06042i,-0.24921+0.016687i,-0.16826+0.090916i,-0.060045+0.076315i,-0.01563+0.028336i,-0.020198+0.01361i,-0.022381+0.0056486i,-0.023005-0.014673i,-0.023003-0.022738i,-0.014743-0.014232i,-0.003036-0.0036214i,0.0065929-0.0014849i,0.01024-0.0096474i,0.0079681-0.017204i,0.0062021-0.01627i,0.0063407-0.009438i,0.0061009-0.0027351i,0.0056153+0.0015602i,0.0081202+0.0052851i
0.021237+0.012099i,0.023425-0.00022062i,0.012212-0.038179i,0.025043-0.085207i,0.046492-0.090833i,0.02291-0.044094i,-0.022587-0.0024496i,-0.035864-0.0029101i,-0.026576-0.016417i,-0.019223-0.0031342i,-0.011167+0.022025i,-0.0034713+0.033624i,-0.0011213+0.029964i,-0.0020989+0.013996i,-0.0073561-0.0055361i,-0.015687-0.016126i,-0.019719-0.016571i,-0.016492-0.010785i,-0.0095582-0.0026326i,-0.0054812+0.00045206i,-0.0095348+0.0016922i,-0.01044+0.0049229i,-0.00033277+0.0013584i
-0.04102-0.020888i,-0.053785-0.017858i,-0.0067865+0.0224i,0.099707+0.077137i,0.19705+0.063312i,0.2165-0.05705i,0.14863-0.14126i,0.059749-0.085475i,0.029246-0.0069523i,0.032101-0.0073544i,0.019009-0.026826i,0.010263-0.01829i,0.011459-0.0091398i,0.0036121-0.0081801i,-0.0078742-0.0051974i,-0.015015+0.0020571i,-0.013577+0.011947i,-0.0034116+0.015077i,0.0045356+0.0085279i,0.0054042+0.0010648i,0.0056235+0.00021201i,0.00594+0.0025769i,0.0018156+0.0018624i
0.016965+0.062513i,0.020211+0.10917i,-0.024045+0.12135i,-0.13069+0.1069i,-0.22943+0.12565i,-0.20942+0.19035i,-0.098451+0.20115i,-0.011492+0.12063i,0.015425+0.045821i,0.013605+0.019948i,0.010294+0.0084187i,0.0063781-0.0061477i,-0.00032188-0.015406i,-0.002703-0.0077014i,0.0045979+0.0066129i,0.016435+0.010125i,0.018966+0.0022101i,0.011135-0.0077328i,0.00059307-0.01226i,-0.0038509-0.0086775i,0.0041461-0.0051156i,0.013123-0.0084001i,0.0085737-0.0082161i
0.018178-0.034963i,0.035356-0.061428i,0.043971-0.082526i,0.033191-0.11832i,0.00488-0.14102i,-0.044382-0.093279i,-0.059228-0.020042i,-0.034767-0.0090199i,-0.035533-0.025616i,-0.035296-0.0046321i,-0.0077308+0.016281i,0.0069948+0.011615i,0.0039811+0.0089905i,0.00437+0.0044345i,0.0024177-0.0060281i,-0.0027551-0.013452i,-0.0058588-0.017847i,-0.0079329-0.014601i,-0.0069109-0.0029971i,-0.0054542+0.0055616i,-0.0095414+0.0046396i,-0.014675+0.00083991i,-0.012185+0.0015953i
-0.0064645+0.025946i,0.0113+0.0269i,0.071737-0.0015392i,0.16208-0.044881i,0.22496-0.096669i,0.21557-0.17406i,0.12231-0.20647i,0.024655-0.12148i,0.0096798-0.026313i,0.016832-0.014477i,-0.0038693-0.01944i,-0.012291-0.0048792i,-0.0054016+0.0015142i,-0.0038873+0.00048385i,-0.0073981+0.0002008i,-0.012123+0.0054366i,-0.012284+0.015784i,-0.0024277+0.019056i,0.0071621+0.011837i,0.0080553+0.0042241i,0.0026398+0.0063797i,-0.0010776+0.015752i,0.004095+0.016887i
0.037603-0.036343i,0.049898-0.054743i,0.0055722-0.016445i,-0.075591+0.10607i,-0.096564+0.23603i,-0.041253+0.26451i,0.015609+0.20245i,0.042556+0.11747i,0.041041+0.047757i,0.021027+0.0089735i,0.005239-0.0076187i,-0.00055232-0.017967i,-0.0024028-0.022152i,0.0016971-0.014265i,0.012905-0.0026088i,0.022122+0.00084918i,0.022258-0.0002791i,0.011952-0.0041151i,-0.0013418-0.010315i,-0.006016-0.008816i,0.0031814-0.0039974i,0.015888-0.0049345i,0.015511-0.0083322i
-0.047588-0.0085816i,-0.087092-0.028546i,-0.10654-0.067369i,-0.13214-0.11933i,-0.19943-0.13089i,-0.23458-0.04619i,-0.16803+0.034454i,-0.088997+0.0209i,-0.06695+0.00080987i,-0.042971+0.018618i,-0.0098024+0.016764i,-0.0047028+0.0024195i,-0.0075221+0.0027517i,-0.0025841-0.0017625i,-0.0017326-0.014974i,-0.0031467-0.02633i,-0.0044279-0.031911i,-0.0074096-0.023107i,-0.0065786-0.0054599i,-0.0014699+0.0034098i,0.00061107-0.0011913i,-0.0039915-0.011111i,-0.011059-0.0132i
0.021733+0.012594i,0.031768+0.007789i,0.036691-0.029938i,0.072575-0.10181i,0.13723-0.18246i,0.13559-0.2454i,0.05075-0.22456i,-0.0049804-0.1168i,0.0090466-0.035771i,0.020405-0.019218i,0.0077713-0.004441i,0.0067481+0.016949i,0.010821+0.020337i,0.0012914+0.010404i,-0.013856+0.00025293i,-0.023496-0.00060332i,-0.020826+0.0057213i,-0.007395+0.0090112i,0.0062442+0.0066354i,0.0094203+0.0011402i,-0.00018827+0.00050635i,-0.010365+0.0082388i,-0.011004+0.013558i
-0.034245-0.017295i,-0.045799-0.00076241i,-0.01228+0.071193i,0.075511+0.17176i,0.15675+0.2128i,0.18896+0.16619i,0.1619+0.091004i,0.10375+0.040761i,0.060939+0.010886i,0.027578-0.0039735i,0.0059954-0.0024859i,0.0038253-0.0077227i,0.00077597-0.019166i,-0.0036648-0.015117i,-0.00081149-0.0011728i,0.0035395+0.01029i,0.005881+0.016862i,0.0036764+0.014295i,-0.0041358+0.0066921i,-0.0086158+0.0057863i,-0.0020473+0.011335i,0.010051+0.016038i,0.015972+0.017842i
0.021218+0.047591i,0.023252+0.071116i,-0.019021+0.05423i,-0.13632+0.026424i,-0.27081+0.073413i,-0.30621+0.17087i,-0.20919+0.19464i,-0.091782+0.1245i,-0.046608+0.064438i,-0.027092+0.044872i,-0.0075278+0.022001i,-0.0079719+0.0041338i,-0.009688+0.0035571i,-0.0042528+0.0022237i,-0.00067015-0.0010046i,0.0037126-0.0061978i,0.0067598-0.015003i,0.0050623-0.014673i,0.0046858-0.0059399i,0.0065197-0.0018019i,0.0082768-0.004959i,0.008717-0.01117i,0.010701-0.01401i
0.01356-0.035517i,0.021713-0.067259i,0.013534-0.095895i,-0.0049009-0.13497i,-0.0048923-0.19405i,0.0045894-0.21822i,-0.0044042-0.16658i,-0.014439-0.088541i,-0.0057573-0.046973i,0.0036168-0.034325i,0.0081436-0.021641i,0.015437-0.0080244i,0.018375-0.00067301i,0.010387+0.0017012i,-0.001788+0.00024431i,-0.0096669-0.0040848i,-0.010234-0.010865i,-0.0028139-0.016649i,0.0051438-0.020439i,0.005338-0.022138i,-0.0042936-0.018228i,-0.015283-0.012652i,-0.018713-0.014492i
-0.0073045+0.019143i,0.0085279+0.020444i,0.071987+0.0026745i,0.17748-0.024832i,0.26434-0.055313i,0.26322-0.10327i,0.17207-0.12778i,0.071501-0.09342i,0.023512-0.047329i,0.0092291-0.024986i,0.0013975-0.015171i,-0.0052295-0.016594i,-0.014838-0.018508i,-0.013719-0.0068149i,-0.0016218+0.0072432i,0.0043813+0.01658i,0.00066724+0.023448i,-0.0072401+0.022883i,-0.014545+0.016421i,-0.015648+0.015453i,-0.0055143+0.021447i,0.0069233+0.023716i,0.005562+0.020093i
0.025118-0.022542i,0.030838-0.035194i,-0.0072597-0.0084801i,-0.091573+0.085258i,-0.17257+0.21791i,-0.1872+0.31051i,-0.12162+0.28574i,-0.041527+0.17895i,-0.0038428+0.096657i,0.0050019+0.059136i,0.00089977+0.033237i,-0.00863+0.021421i,-0.0050905+0.018842i,0.005522+0.0091439i,0.013308-0.0015163i,0.01945-0.0073847i,0.020098-0.0056862i,0.014425+0.0040476i,0.0075751+0.012876i,0.0060179+0.015316i,0.01037+0.0080155i,0.013441-0.0037883i,0.013721-0.0026012i
-0.038288-0.0032667i,-0.07538-0.0051826i,-0.098174-0.0045298i,-0.098996-0.018446i,-0.084145-0.060343i,-0.050275-0.093036i,-0.0088476-0.079748i,0.0090047-0.049959i,-0.00019469-0.035451i,-0.0074572-0.027626i,-0.0033114-0.016551i,0.007064-0.0050214i,0.016545-0.0020438i,0.014294-0.008291i,0.002033-0.018346i,-0.0096953-0.028225i,-0.012878-0.036062i,-0.0067933-0.037014i,0.0013975-0.030546i,0.0024134-0.025326i,-0.0090193-0.021761i,-0.022825-0.014034i,-0.019546-0.008622i
0.018014+0.014581i,0.030221+0.013707i,0.045733-0.02836i,0.080653-0.11902i,0.12837-0.2178i,0.13-0.27374i,0.051397-0.23785i,-0.023159-0.12745i,-0.026275-0.041088i,-0.011694-0.018484i,-0.013687-0.014128i,-0.017405-0.009753i,-0.020186-0.0068947i,-0.017522-0.0017825i,-0.011423+0.0020498i,-0.013156+0.0081066i,-0.017975+0.01506i,-0.017517+0.015202i,-0.012659+0.0086711i,-0.0050014+0.0042266i,0.0044478+0.0085354i,0.010767+0.015058i,0.0078409+0.011795i
-0.011651-0.010099i,-0.011124-0.012836i,-0.0027399+0.01795i,-2.7971e-05+0.098542i,-0.020329+0.21303i,-0.052096+0.29775i,-0.042212+0.2811i,0.0066524+0.1783i,0.032677+0.082557i,0.027517+0.042685i,0.019261+0.031677i,0.017573+0.020325i,0.016517+0.0068176i,0.011368-0.0019272i,0.0063599-0.0016164i,0.0090069+0.0051032i,0.017436+0.012393i,0.020206+0.01666i,0.014053+0.016809i,0.009168+0.014815i,0.011574+0.0082505i,0.016537-0.0032668i,0.015482-0.0061264i
0.011553+0.024777i,0.020465+0.044686i,0.025322+0.045567i,-0.0019129+0.020259i,-0.057926-0.0037609i,-0.057549-0.0072778i,0.0068886-0.020806i,0.028632-0.044262i,0.00082231-0.037285i,-0.0062039-0.013049i,0.00874-0.0088979i,0.015574-0.016588i,0.011026-0.021842i,-0.0012977-0.023038i,-0.012109-0.019722i,-0.01284-0.021497i,-0.0084076-0.029695i,-0.0025741-0.03199i,0.00096782-0.023024i,-0.0036615-0.013598i,-0.015588-0.0089111i,-0.025112-0.0031992i,-0.020629+0.0015336i
0.0079815-0.021432i,0.013967-0.046815i,-0.0019093-0.070897i,-0.01301-0.10389i,0.025279-0.17649i,0.045791-0.26393i,-0.014495-0.24679i,-0.058075-0.11987i,-0.034268-0.031821i,-0.01755-0.019731i,-0.02507-0.014714i,-0.029627-0.0031181i,-0.030216+0.0066294i,-0.023746+0.012229i,-0.015978+0.010857i,-0.018979+0.01042i,-0.025248+0.011634i,-0.025402+0.0076485i,-0.01668-0.00036564i,-0.006132-0.0051066i,-0.00078615-0.00014372i,0.0030982+0.01036i,0.0043119+0.011282i
-0.010298+0.0037226i,-0.021634-0.0034875i,-0.013843-0.0045063i,0.012635+0.02993i,0.021346+0.1147i,0.0087103+0.21716i,0.013835+0.24227i,0.03736+0.15762i,0.03926+0.064523i,0.025332+0.028225i,0.019187+0.01782i,0.014558+0.0094799i,0.008265+0.0061264i,0.0073934+0.0089107i,0.012917+0.015676i,0.022169+0.021556i,0.026135+0.025731i,0.019834+0.02502i,0.0099918+0.016441i,0.0061229+0.0099178i,0.014189+0.004688i,0.023796-0.0054862i,0.021886-0.011974i
0.011182-0.008385i,0.019339-0.014095i,0.01112-0.016391i,-0.026233+0.002289i,-0.063641+0.061989i,-0.051817+0.10416i,0.0061118+0.056015i,0.020523-0.015367i,-0.007725-0.018465i,-0.0022966+0.00011188i,0.01271-0.010668i,0.0086444-0.019694i,0.0027832-0.013516i,-0.00052295-0.0071079i,0.0006178-0.0075916i,0.0066932-0.018686i,0.011338-0.029333i,0.011816-0.02614i,0.0071728-0.012377i,0.00026277-0.0013306i,-0.0074742-0.00011496i,-0.015677-0.0048133i,-0.016569-0.0079352i
-0.02024+0.0010762i,-0.038067+0.0038476i,-0.042506+0.0043605i,-0.018371-0.033711i,0.014974-0.15676i,0.014992-0.28984i,-0.044314-0.2704i,-0.078994-0.12363i,-0.03948-0.028658i,-0.019978-0.016895i,-0.034772-0.0053617i,-0.029341+0.014562i,-0.010015+0.018824i,0.00072316+0.010725i,-0.003269-0.00096976i,-0.016849-0.0073558i,-0.025869-0.0085423i,-0.022153-0.0089762i,-0.01144-0.0079058i,-0.005843-0.0056414i,-0.0081818-0.00023606i,-0.01141+0.010995i,-0.01199+0.018912i
0.0094128+0.015434i,0.012346+0.03072i,0.021726+0.044857i,0.051879+0.042163i,0.076697+0.042598i,0.046261+0.086768i,0.021628+0.13632i,0.043841+0.11135i,0.03818+0.043025i,0.0095979+0.015207i,0.0099313+0.018969i,0.01951+0.012036i,0.018846-0.00084232i,0.017849-0.0073374i,0.017927-0.0057364i,0.015087+0.0047287i,0.010317+0.017022i,0.0041692+0.020654i,0.0015088+0.013458i,0.0060848+0.0058165i,0.014915+0.0016953i,0.02253-0.00053344i,0.023156+0.00084169i
0.0028279-0.0093819i,0.014804-0.020796i,0.011755-0.033493i,-0.040817+0.0049429i,-0.087526+0.13821i,-0.024888+0.23996i,0.063581+0.15777i,0.051109+0.026404i,0.013367+0.0037847i,0.024733+0.0098045i,0.030107-0.015793i,0.013438-0.027418i,0.0036608-0.021347i,0.00059239-0.015925i,0.00024569-0.013151i,0.0048063-0.015718i,0.010626-0.019163i,0.012832-0.017896i,0.0090084-0.009958i,0.0038038-0.0016764i,0.002173-0.003045i,0.0011168-0.010963i,0.0026306-0.017526i
0.0023747+0.0035797i,0.0037454-0.00082951i,-0.00011021-0.0097942i,0.0090163-0.047615i,0.01504-0.16727i,-0.040332-0.29254i,-0.10883-0.25171i,-0.093319-0.1094i,-0.038149-0.040355i,-0.027881-0.025834i,-0.034805+0.001359i,-0.023059+0.015618i,-0.012548+0.0060762i,-0.013581-0.0031895i,-0.021078-0.0052183i,-0.028172-0.0040968i,-0.028727-0.0082778i,-0.021751-0.013772i,-0.011659-0.012625i,-0.0085799-0.010018i,-0.014376-0.0031067i,-0.019447+0.0074237i,-0.019044+0.01019i
0.0044062-0.007596i,0.0191-0.0077082i,0.053359-0.02273i,0.067108-0.072033i,0.012341-0.096081i,-0.046714-0.027477i,-0.031984+0.06443i,0.0078578+0.074911i,0.0060573+0.03861i,-0.0052038+0.030144i,0.0061909+0.025971i,0.0096361+0.0078201i,-0.0018259-0.0026141i,-0.0081673-0.0057852i,-0.0068345-0.0031667i,-0.0030109+0.0094408i,-0.0009657+0.02341i,-0.0011419+0.024905i,-0.0016851+0.014105i,-0.0015738+0.0059287i,0.0029105+0.0056004i,0.0096875+0.008537i,0.0098906+0.011073i
-0.004654-0.0125i,-0.024327-0.036232i,-0.074444-0.031519i,-0.10279+0.085734i,-0.00981+0.26984i,0.13971+0.32685i,0.17126+0.18374i,0.089905+0.036986i,0.037152+0.0073875i,0.039749-0.0087881i,0.028263-0.040068i,0.0050992-0.037351i,-0.0030229-0.013928i,-0.0028459+0.0011733i,0.0035855+0.0034204i,0.014463-0.0025421i,0.02112-0.0061331i,0.017035-0.00145i,0.0084977+0.0057391i,0.0062115+0.008021i,0.0094645+0.0019503i,0.011628-0.0082356i,0.01079-0.012834i
-0.011757+0.0050631i,-0.028574+0.021867i,-0.0257+0.040654i,0.0078224+0.0022276i,0.0064187-0.11973i,-0.055292-0.23529i,-0.10446-0.21246i,-0.089332-0.1044i,-0.049685-0.048422i,-0.03668-0.025287i,-0.032283+0.0070819i,-0.016271+0.024836i,-0.0039781+0.021864i,-0.00018785+0.019157i,0.0011162+0.0146i,-0.0018448-8.2635e-05i,-0.0063226-0.016051i,-0.0054649-0.021497i,-0.00099616-0.015651i,-0.0010741-0.0085325i,-0.0069832-0.004051i,-0.011946+0.00022426i,-0.0097794+0.0021222i
0.0088646+0.0048949i,0.032764-0.0095451i,0.047671-0.067232i,-0.0036582-0.15798i,-0.1168-0.19037i,-0.18236-0.085551i,-0.1143+0.049229i,-0.013025+0.079195i,0.010518+0.056047i,0.0045258+0.049165i,0.015513+0.038795i,0.018247+0.018782i,0.012931+0.0061482i,0.0089796-0.0024938i,0.0016662-0.0063983i,-0.0042755-0.00026487i,-0.0064589+0.0073671i,-0.0064423+0.0078829i,-0.0043515+0.0011006i,-0.0029856-0.0035948i,-0.0024167+0.0011259i,0.00038006+0.0080415i,0.0037961+0.0089423i
-0.0097705+0.0008556i,-0.038305+0.015257i,-0.058495+0.080065i,0.0019389+0.20737i,0.15716+0.31205i,0.28061+0.27385i,0.23379+0.12755i,0.10887+0.025275i,0.053659-0.0035558i,0.038623-0.028848i,0.0073697-0.048061i,-0.010546-0.037971i,-0.0044836-0.022245i,0.0017775-0.014484i,0.004063-0.010231i,0.0066257-0.006494i,0.0094143-0.00052582i,0.0098563+0.0060993i,0.0068876+0.008853i,0.0056166+0.006602i,0.0080757+0.00058466i,0.0092898-0.0057488i,0.0046283-0.008254i
0.013285+0.017634i,0.049424+0.036251i,0.1026+0.030497i,0.1213-0.044648i,0.058496-0.16422i,-0.052583-0.2275i,-0.11711-0.18154i,-0.1112-0.092019i,-0.077867-0.039039i,-0.051426-0.012208i,-0.026973+0.012486i,-0.0059908+0.016805i,0.0017519+0.0084346i,0.0073982+0.0034417i,0.010385-0.0031338i,0.003085-0.012124i,-0.0050274-0.019013i,-0.0046565-0.018525i,-6.7601e-05-0.010711i,0.0012861-0.0038043i,-0.00071044-0.0024808i,-0.0022234-0.0027274i,-0.0025426+9.0567e-05i
0.0070752-0.024473i,-0.0048444-0.078098i,-0.072179-0.15239i,-0.21546-0.17382i,-0.34351-0.093468i,-0.32014+0.023612i,-0.15742+0.084862i,-0.013378+0.074839i,0.028785+0.048746i,0.03302+0.040333i,0.037781+0.026013i,0.028581+0.0064092i,0.010836-0.0066979i,-0.0042604-0.014865i,-0.013419-0.012861i,-0.015771-0.0032906i,-0.015639+0.0023683i,-0.013107-0.0016355i,-0.0089882-0.0086328i,-0.0064756-0.0083446i,-0.0053749-0.0014557i,-0.0029525+0.0035502i,0.0024979+0.0032255i
-0.014018+0.0098013i,-0.016959+0.044679i,0.02413+0.11632i,0.15749+0.19003i,0.32311+0.20894i,0.37286+0.16407i,0.2715+0.078494i,0.13309+0.0029142i,0.051746-0.025019i,0.013011-0.031549i,-0.012618-0.032097i,-0.021845-0.022219i,-0.021213-0.01201i,-0.021369-0.004243i,-0.01645+0.0056188i,-0.003967+0.013187i,0.0080106+0.017171i,0.010915+0.017066i,0.0059545+0.011203i,0.0030647+0.005674i,0.0032035+0.002847i,0.0020753+0.0011159i,-0.001373-0.00060888i
0.016079-0.010543i,0.047542-0.042785i,0.079209-0.10374i,0.072328-0.17281i,0.022366-0.21637i,-0.049189-0.21495i,-0.11327-0.147i,-0.12315-0.046801i,-0.084336+0.0063424i,-0.045393+0.014193i,-0.022521+0.017616i,-0.0082869+0.018398i,0.0018909+0.017469i,0.011579+0.014655i,0.016436+0.0030236i,0.013716-0.0091637i,0.0091701-0.014591i,0.0056653-0.011289i,0.0036405-0.0030134i,0.0026038+0.0018054i,0.0026154+0.0011016i,0.00382+0.00021404i,0.0023296+0.0018138i
-0.029779-0.0022974i,-0.097068+0.00061329i,-0.2061+0.034196i,-0.31089+0.10296i,-0.35808+0.15616i,-0.30126+0.15921i,-0.14474+0.11953i,-0.0066398+0.060412i,0.037781+0.01951i,0.03715+0.0069635i,0.032708-0.0015926i,0.020746-0.0078535i,0.0074105-0.0076485i,-0.001446-0.0080342i,-0.0076714-0.0089969i,-0.011409-0.0094771i,-0.013475-0.011244i,-0.012598-0.011817i,-0.0088663-0.0088689i,-0.0051936-0.0035868i,-0.0027764+0.00015772i,-0.0021384-0.00023584i,-0.001183-0.0014024i
0.017692+0.021405i,0.066068+0.048544i,0.16386+0.055547i,0.27674+0.015173i,0.35045-0.022605i,0.34568-0.024511i,0.24109-0.036158i,0.10442-0.051848i,0.026237-0.036105i,0.0013623-0.019026i,-0.012527-0.013971i,-0.016373-0.0087111i,-0.013557-0.0024924i,-0.011861+0.0067813i,-0.0056525+0.013577i,0.00171+0.012741i,0.0045947+0.011128i,0.0037709+0.0095543i,0.0016991+0.0035159i,0.00071757-0.0027322i,-0.00060151-0.0028573i,-0.001591+0.0025915i,0.0002476+0.006849i
-0.0041595-0.024778i,-0.0182-0.07374i,-0.04941-0.14076i,-0.077854-0.18743i,-0.081552-0.20479i,-0.089264-0.18349i,-0.10725-0.090812i,-0.089452+0.013564i,-0.04572+0.042554i,-0.020398+0.03034i,-0.0063505+0.026187i,0.0064397+0.021602i,0.017592+0.011904i,0.025818-0.0012106i,0.022002-0.012094i,0.011132-0.013464i,0.0062304-0.0082653i,0.0067471-0.0011245i,0.0052774+0.0028911i,0.0019308+0.0035629i,0.002371+0.002896i,0.0078226+0.00082193i,0.01111-0.0010401i
-0.0020857+0.031851i,-0.012104+0.094437i,-0.02844+0.19285i,-0.071145+0.27709i,-0.15457+0.303i,-0.19474+0.25854i,-0.11055+0.1572i,-0.0061343+0.047566i,0.019648-0.011808i,0.01294-0.016988i,0.011339-0.010032i,0.0086069-0.0086627i,0.002748-0.013857i,-0.0068871-0.01918i,-0.01584-0.017361i,-0.019211-0.013057i,-0.017705-0.012109i,-0.010824-0.011345i,-0.0031933-0.0051063i,0.0016243+0.0016089i,0.0031453+0.0013736i,0.0001344-0.0044563i,-0.0038273-0.009688i
0.023168-0.027359i,0.06738-0.07958i,0.10856-0.15393i,0.12649-0.19217i,0.16004-0.15701i,0.19107-0.096962i,0.13856-0.073693i,0.045383-0.05649i,0.0052812-0.022755i,0.0024548-0.0090288i,-0.0043885-0.013477i,-0.014316-0.01229i,-0.019503-0.0022795i,-0.016254+0.010513i,-0.0075619+0.017695i,-0.0012893+0.017558i,-0.00087355+0.01316i,-0.0044241+0.0061946i,-0.0050375-0.0015473i,-0.0033578-0.0072163i,-0.0051058-0.0053938i,-0.0084426+0.0019403i,-0.0095317+0.0071815i
-0.035101+0.00058609i,-0.095493-6.0758e-05i,-0.15578+0.00060425i,-0.15057-0.028345i,-0.09078-0.10027i,-0.046886-0.12922i,-0.035223-0.054494i,-0.017701+0.029302i,0.0034165+0.041415i,0.0086111+0.022935i,0.0085572+0.013539i,0.010271+0.0077321i,0.012825+0.0016333i,0.014976-0.0042206i,0.015093-0.0066021i,0.015282-0.0027583i,0.016848+0.004124i,0.016503+0.0082775i,0.0098613+0.0062743i,0.0022342+0.0029454i,0.0016057+0.0047888i,0.0056646+0.0080616i,0.0088106+0.0085803i
0.027732+0.010416i,0.086675+0.037159i,0.15884+0.080141i,0.16335+0.13411i,0.067699+0.19452i,-0.028666+0.2021i,-0.033389+0.11424i,-0.0086869+0.013288i,-0.015108-0.020575i,-0.016166-0.0096895i,-0.0027159-0.0018756i,0.0031987-0.004003i,-0.0026927-0.0076398i,-0.012201-0.0088922i,-0.015423-0.0078793i,-0.011215-0.0095245i,-0.0064581-0.014545i,-0.0031181-0.016407i,0.0011583-0.0098996i,0.0071462-0.00053349i,0.0097964-0.00076969i,0.0077388-0.0082465i,0.0060252-0.011203i
-0.021957-0.028041i,-0.064359-0.077047i,-0.10782-0.12849i,-0.10269-0.13033i,-0.028433-0.085414i,0.047377-0.050838i,0.037184-0.037094i,-0.0067689-0.017993i,-0.0081706-0.00052278i,-0.001604-0.0021678i,-0.012701-0.0051865i,-0.018257+0.0024224i,-0.011107+0.01175i,-0.00035781+0.016732i,0.0059664+0.013411i,0.0027667+0.0063291i,-0.0067439+0.0031149i,-0.012775+0.0019533i,-0.011302-0.0013075i,-0.0081009-0.0057564i,-0.01011-0.005311i,-0.014146-0.0014407i,-0.013687-0.00042239i
