0.0011222-0.0012963i,0.001521-0.0025409i,0.00010372-0.0035882i,-0.0016717-0.0033633i,-0.0026551-0.0021989i,-0.0029065-0.00036831i,-0.0023401+0.00065659i,-0.0013629+0.00046251i,-4.9785e-05+0.00056457i,0.0013454+0.00011992i,0.0015569-0.00070769i,0.00047832-0.00029906i,0.00010321+0.00014656i,7.3655e-05-0.00016386i,-0.0003743+0.00017306i,-0.00078194+0.00050184i,-0.00052779-0.00042831i,-8.8831e-06-0.001147i,0.00060647-0.00061931i,0.00093409-0.00012573i,1.9401e-05-0.00038519i,-0.00050653-0.0015633i,-0.00027337-0.0014601i
0.13627+0.024835i,0.31153-0.011676i,0.37491-0.06351i,0.14738-0.024593i,-0.10655+0.05958i,-0.058547+0.010014i,0.13293-0.15537i,0.19233-0.23852i,0.11-0.18723i,0.017085-0.079517i,-0.008026-0.022581i,-0.016375-0.041134i,-0.037671-0.052004i,-0.063793-0.015149i,-0.083613+0.07025i,-0.055795+0.15376i,-0.010033+0.16342i,-0.0069999+0.11307i,-0.019669+0.049946i,-0.011803+0.0031555i,0.010276-0.017899i,0.019756-0.037259i,-0.0046984-0.050971i
-0.2571-0.057811i,-0.62691-0.0025677i,-0.93382+0.098213i,-0.76988+0.21859i,-0.28797+0.2534i,-0.050832+0.21528i,-0.10752+0.20405i,-0.15157+0.16234i,-0.12361+0.0919i,-0.08275+0.054588i,-0.032549+0.046561i,0.017303+0.053225i,0.040918+0.046594i,0.0059615+0.003591i,-0.078968-0.052455i,-0.15284-0.084103i,-0.17382-0.088475i,-0.14233-0.069942i,-0.092616-0.03129i,-0.054789+0.0053089i,-0.025654+0.021252i,0.0024181+0.011973i,0.015399-0.0042169i
0.13827+0.27087i,0.48341+0.71366i,0.77667+1.0678i,0.60744+0.91927i,0.096638+0.43924i,-0.17351+0.17503i,-0.0063717+0.17427i,0.229+0.1604i,0.25666+0.079638i,0.16024+0.032374i,0.071567-0.00086199i,-0.011429-0.019974i,-0.06485+0.024366i,-0.027619+0.080495i,0.061125+0.087316i,0.13624+0.066204i,0.18416+0.042809i,0.17515+0.022696i,0.11397+0.012655i,0.055245+0.0067734i,0.0056518-0.0042694i,-0.04682+0.010932i,-0.061203+0.046271i
0.10236-0.46599i,0.12876-0.91799i,0.13279-1.1239i,0.23826-0.62662i,0.44643+0.10866i,0.58169+0.2865i,0.48201-0.025594i,0.27259-0.25659i,0.15379-0.22412i,0.14128-0.11966i,0.12201-0.09032i,0.074228-0.10192i,0.046012-0.11466i,-0.00041328-0.12116i,-0.079512-0.086288i,-0.14421-0.027583i,-0.17735+0.024642i,-0.15078+0.054602i,-0.062249+0.03946i,0.022786+0.0048445i,0.066584-0.017663i,0.08257-0.03364i,0.075463-0.046853i
-0.24062+0.16593i,-0.41602+0.38623i,-0.51483+0.45841i,-0.28232+0.13731i,-0.015746-0.4342i,-0.17046-0.57743i,-0.34877-0.1403i,-0.25527+0.17629i,-0.18199+0.16785i,-0.15974+0.15767i,-0.03451+0.16157i,0.066663+0.10764i,0.060534+0.059851i,0.041868+0.026303i,0.046956-0.025949i,0.042329-0.061312i,0.017827-0.069931i,0.00029966-0.076156i,-0.021491-0.060033i,-0.059268-0.021359i,-0.075804+0.0054387i,-0.058484+0.0011669i,-0.031663-0.016134i
0.32514+0.0032589i,0.8872+0.29476i,1.4867+0.33881i,1.4625+0.0077788i,0.86915-0.2097i,0.48397-0.17553i,0.36149-0.35699i,0.12381-0.54085i,-0.035288-0.36644i,0.017074-0.13946i,0.0079707-0.027768i,-0.025738+0.12705i,0.10507+0.26197i,0.27518+0.31003i,0.37459+0.31545i,0.39071+0.22937i,0.29694+0.087818i,0.1579+0.0252i,0.095655+0.022846i,0.088899-0.026825i,0.03543-0.083541i,-0.030149-0.056821i,-0.0421+0.0024391i
-0.17493-0.43882i,-0.070972-0.52458i,0.2231-0.69715i,0.32683-0.69404i,0.1109-0.27711i,0.041564+0.24228i,0.33665+0.41356i,0.57328+0.2187i,0.46197-0.029668i,0.25105-0.1143i,0.13209-0.14617i,-0.013098-0.20587i,-0.19889-0.18651i,-0.31078-0.082914i,-0.33963+0.039123i,-0.27151+0.15444i,-0.12577+0.18953i,0.00025213+0.10323i,0.038297-0.0026217i,0.032931-0.037372i,0.055016-0.04625i,0.090455-0.080947i,0.10679-0.11288i
-1.7333+8.414i,-0.36955+8.1381i,2.5381+9.6677i,4.9888+7.5988i,5.626+3.323i,3.6721-0.7049i,0.78509-1.5461i,-0.36978-0.30015i,-0.072968+0.77065i,0.72583+1.2761i,1.5563+1.0291i,2.0686+0.2163i,2.1189-0.53377i,1.6637-0.71021i,1.1972-0.51131i,0.86955-0.43785i,0.43387-0.5197i,0.066438-0.35853i,0.065031+0.071618i,0.32123+0.28066i,0.51446+0.10587i,0.47596-0.1202i,0.29575-0.17166i
-0.29342+0.042409i,0.06791+0.5707i,0.50662+0.87089i,0.56213+0.59775i,0.26283+0.17406i,0.16749+0.020762i,0.34228-0.082015i,0.36748-0.14315i,0.25003-0.018259i,0.18914+0.081922i,0.070575+0.036354i,-0.093469+0.038792i,-0.11464+0.11631i,-0.029824+0.13237i,0.032835+0.1033i,0.05471+0.1109i,0.07561+0.15689i,0.11016+0.16947i,0.12779+0.096497i,0.092898+0.012467i,0.034718+0.00073057i,0.019295+0.031941i,0.038435+0.042744i
0.049358-0.32069i,0.162-0.88705i,0.11242-1.3394i,0.019365-1.0862i,0.05414-0.48151i,-0.00074446-0.20912i,-0.33949-0.080203i,-0.5755+0.12194i,-0.49268+0.19001i,-0.29931+0.12154i,-0.1549+0.036304i,-0.091002-0.042312i,-0.078712-0.071953i,-0.092377+0.00030424i,-0.11251+0.13623i,-0.090285+0.22513i,-0.055232+0.21508i,-0.030331+0.14703i,-0.0026472+0.08461i,0.016601+0.050479i,0.036945+0.02619i,0.060898-0.012829i,0.066912-0.049153i
-0.32371+0.25579i,-0.81993+0.33232i,-1.3629+0.35275i,-1.4063+0.13979i,-0.96565-0.23466i,-0.66281-0.41701i,-0.71401-0.33298i,-0.74014-0.1533i,-0.50129-0.028751i,-0.24401-0.017583i,-0.13487+0.061673i,-0.026841+0.23744i,0.12923+0.31377i,0.24959+0.22279i,0.28729+0.049636i,0.24918-0.081583i,0.20026-0.13521i,0.14858-0.13727i,0.078458-0.085364i,0.030008-0.016705i,0.008183+0.023328i,-0.0046004+0.022541i,-0.016135-0.0084245i
0.26878-0.019696i,0.59831-0.15754i,0.8944-0.30795i,0.90322-0.39099i,0.70995-0.30363i,0.6391-0.16178i,0.65189-0.15894i,0.53389-0.2042i,0.30939-0.20157i,0.11276-0.16664i,-0.0093094-0.13488i,-0.070356-0.1285i,-0.096004-0.13413i,-0.08539-0.11181i,-0.058779-0.061288i,-0.065056+0.0096236i,-0.093933+0.11504i,-0.081405+0.18631i,-0.015737+0.13399i,0.024593+0.023626i,0.013454-0.037346i,-0.010773-0.043313i,-0.032549-0.024568i
-0.23689-0.15998i,-0.59099-0.19923i,-0.80926-0.033191i,-0.58622+0.30873i,-0.18109+0.51285i,-0.12916+0.41753i,-0.37151+0.32809i,-0.41499+0.29995i,-0.22721+0.14067i,-0.099755-0.037995i,-0.031028-0.064908i,0.078983-0.067253i,0.11954-0.15101i,0.016961-0.20784i,-0.12497-0.17503i,-0.18406-0.097399i,-0.14681-0.034513i,-0.075395-0.018833i,-0.038325-0.014488i,-0.029833+0.020042i,-0.0067986+0.058489i,0.018488+0.069624i,0.028582+0.063127i
0.11409+0.11188i,0.23217+0.049401i,0.26181-0.16385i,0.083506-0.41303i,-0.1089-0.44908i,-0.13453-0.32721i,-0.10192-0.30404i,-0.14304-0.27268i,-0.17055-0.1103i,-0.13331+0.012242i,-0.12953+0.053377i,-0.17203+0.12133i,-0.19675+0.20146i,-0.1472+0.22626i,-0.024104+0.19394i,0.10525+0.12877i,0.20086+0.04485i,0.2069-0.038087i,0.11226-0.074084i,0.020594-0.050523i,-0.016028-0.018228i,-0.021679-0.0049893i,-0.017435-0.004186i
-0.19474-0.043159i,-0.38863-0.036198i,-0.41835+0.061688i,-0.1491+0.15638i,0.11997+0.13812i,0.16018+0.10104i,0.15785+0.17358i,0.18599+0.21708i,0.12409+0.16059i,0.036033+0.10863i,0.022714+0.038543i,0.035245-0.071307i,0.026106-0.12194i,-0.0051362-0.07543i,-0.049863+0.0044024i,-0.09363+0.055591i,-0.14706+0.075744i,-0.18046+0.095579i,-0.13278+0.11263i,-0.041167+0.092305i,0.016275+0.040488i,0.027118-0.0019949i,0.019728-0.018717i
0.19393+0.26595i,0.45733+0.49476i,0.64658+0.60874i,0.53043+0.49302i,0.24699+0.32904i,0.060976+0.22686i,-0.034254+0.086547i,-0.10743-0.031339i,-0.093032-0.056062i,-0.030263-0.03962i,0.0015732+0.0061971i,0.035039+0.055823i,0.07777+0.049521i,0.095148-0.005604i,0.091819-0.065344i,0.072811-0.10699i,0.040933-0.12397i,0.017517-0.10553i,0.0064087-0.054159i,-0.00077573-0.0015382i,-0.010553+0.029909i,-0.017933+0.047443i,-0.013782+0.053855i
0.042486-0.31103i,0.002032-0.76279i,-0.071484-1.1756i,-0.12404-1.195i,-0.076357-0.86641i,0.044582-0.57952i,0.054489-0.47715i,-0.016524-0.35701i,-0.0004946-0.18288i,0.062135-0.11505i,0.02704-0.12364i,-0.076796-0.095234i,-0.13504-0.031702i,-0.099092+0.034144i,-0.0045389+0.07286i,0.069745+0.077966i,0.097431+0.088011i,0.10565+0.090782i,0.099385+0.0436i,0.070105-0.020761i,0.027731-0.044471i,-0.0072799-0.027445i,-0.022407-0.0057767i
-0.10972+0.15431i,-0.23439+0.39831i,-0.33248+0.61084i,-0.29604+0.60131i,-0.20797+0.39353i,-0.19126+0.2365i,-0.12257+0.2755i,0.010757+0.30456i,0.039913+0.19223i,-0.029841+0.086718i,-0.051741+0.065739i,0.0099743+0.057554i,0.073683+0.013824i,0.063032-0.061659i,-0.023702-0.12881i,-0.11659-0.13924i,-0.15421-0.10188i,-0.14282-0.060358i,-0.10803-0.028285i,-0.062536-0.0010255i,-0.010567+0.013597i,0.040548+0.0036352i,0.06135-0.02082i
0.022907-0.15245i,0.073641-0.28648i,0.094436-0.27184i,0.066946-0.023492i,0.038133+0.24334i,-0.0037911+0.31483i,-0.11938+0.20449i,-0.20997+0.087767i,-0.17321+0.051544i,-0.080792+0.052175i,-0.013169+0.060694i,0.013544+0.056327i,-0.0036258+0.037865i,-0.033156+0.036417i,-0.034391+0.057408i,-0.001142+0.07197i,0.043776+0.051026i,0.063494+0.0090999i,0.038108-0.019839i,-0.0070375-0.023938i,-0.035762-0.013523i,-0.043843-0.0056142i,-0.043563+0.00028862i
-0.14155+0.179i,-0.26024+0.29974i,-0.31203+0.2574i,-0.20575-0.020756i,-0.03159-0.32189i,0.10238-0.4471i,0.17945-0.4038i,0.18057-0.29369i,0.12794-0.19011i,0.078795-0.1374i,0.037669-0.13204i,-0.00040855-0.12856i,-0.017607-0.091424i,-0.0027187-0.020965i,0.0413+0.042077i,0.080494+0.062924i,0.081871+0.062338i,0.061654+0.061035i,0.044634+0.052862i,0.030868+0.037786i,0.0081108+0.019781i,-0.028164+0.0072135i,-0.050021+0.0077441i
0.217-0.09148i,0.48436-0.19676i,0.65469-0.23484i,0.51603-0.1645i,0.17809-0.036459i,-0.061917+0.091859i,-0.090122+0.15913i,-0.042723+0.14984i,-0.036855+0.1177i,-0.047804+0.098158i,-0.050288+0.083061i,-0.036847+0.077336i,2.2078e-05+0.050051i,0.021496-0.032083i,-0.0096223-0.12179i,-0.068052-0.15899i,-0.10218-0.14539i,-0.098473-0.10882i,-0.068952-0.061758i,-0.028138-0.012052i,0.014212+0.030675i,0.058818+0.054152i,0.082601+0.048954i
-0.20936-0.015518i,-0.45654-0.093761i,-0.65672-0.1226i,-0.56817+0.031997i,-0.25103+0.24887i,-0.03836+0.28703i,-0.10864+0.1958i,-0.21368+0.13665i,-0.14503+0.092608i,-0.039107+0.038956i,0.0031114+0.030351i,0.019787+0.031009i,0.0085872+0.0063683i,-0.024245+0.011142i,-0.037998+0.05564i,-0.021938+0.093706i,0.0052546+0.10433i,0.023919+0.091213i,0.023863+0.057714i,0.01562+0.019744i,0.014004-0.010089i,0.011617-0.030385i,0.0014288-0.034729i
0.1097+0.076251i,0.20854+0.20653i,0.28961+0.292i,0.30916+0.11707i,0.26055-0.22531i,0.18755-0.43232i,0.19214-0.42499i,0.2068-0.31909i,0.13896-0.20936i,0.063594-0.13717i,0.034152-0.10924i,0.025493-0.085023i,0.015439-0.038168i,0.015124+0.011969i,0.042692+0.03709i,0.073062+0.033876i,0.075469+0.02219i,0.057892+0.0082692i,0.037465+0.00073005i,0.020832-0.0013372i,0.0014776-0.018561i,-0.031383-0.04137i,-0.052036-0.041031i
-0.073384-0.036717i,-0.084558-0.15047i,-0.018826-0.26853i,0.016754-0.24935i,-0.069155-0.059336i,-0.14886+0.18526i,-0.13288+0.32001i,-0.078181+0.28186i,-0.052026+0.1696i,-0.055781+0.089873i,-0.069377+0.045189i,-0.08041+0.019449i,-0.064282+0.0056761i,-0.032674-0.028572i,-0.03291-0.076328i,-0.053448-0.095515i,-0.056016-0.08834i,-0.046094-0.07198i,-0.035498-0.051957i,-0.029464-0.031193i,-0.029988+0.0041179i,-0.015095+0.048285i,0.011037+0.061475i
0.051125+0.046804i,-0.03498+0.10054i,-0.22248+0.17807i,-0.34141+0.24136i,-0.26035+0.23488i,-0.12905+0.11733i,-0.12315-0.0095012i,-0.16652-0.032847i,-0.13559+0.0081629i,-0.06401+0.040069i,-0.0098208+0.063751i,0.027746+0.060582i,0.035357+0.015453i,0.0086015-0.0086906i,-0.01634+0.015925i,-0.019287+0.042778i,-0.013007+0.051291i,-0.0074119+0.04907i,-0.0053463+0.038256i,-0.0013949+0.03063i,0.012962+0.029999i,0.028099+0.022261i,0.029332+0.0038516i
-0.029214-0.036752i,0.033227-0.081517i,0.16665-0.14409i,0.22486-0.21304i,0.15773-0.23029i,0.10749-0.21529i,0.12559-0.21954i,0.13609-0.17841i,0.12879-0.093859i,0.11487-0.060323i,0.083157-0.067364i,0.054786-0.05136i,0.032586-0.0087047i,0.020801+0.032956i,0.038816+0.049901i,0.05864+0.035046i,0.048274+0.0076954i,0.023489-0.0059965i,0.0089933-0.002712i,0.0065048-3.1239e-05i,0.0074367-0.012274i,-8.6677e-06-0.033821i,-0.015476-0.036375i
0.047046+0.028876i,0.039296+0.021296i,0.024015+0.034887i,0.10387+0.078316i,0.2311+0.10269i,0.22375+0.14244i,0.12016+0.22494i,0.060157+0.21887i,0.017817+0.10229i,-0.037985+0.015384i,-0.07228-0.0086375i,-0.082209-0.014878i,-0.060982-0.012972i,-0.019236-0.027811i,-0.0089982-0.065277i,-0.032531-0.076066i,-0.039508-0.042134i,-0.020336-0.0042529i,-0.0040341+0.0067518i,-0.00068813-0.0012652i,-0.0058666-0.0082559i,-0.012596-0.0040895i,-0.010051+0.0057341i
-0.067596-0.016982i,-0.10421+0.002994i,-0.13671+0.034713i,-0.19444+0.02573i,-0.26653-0.04117i,-0.30808-0.13744i,-0.32433-0.19155i,-0.30156-0.15451i,-0.21626-0.078231i,-0.11911-0.015927i,-0.049527+0.03362i,-0.0054892+0.048144i,0.0073731+0.015965i,-0.0081559-0.011064i,-0.026984+0.0029933i,-0.026643+0.03031i,-0.0085183+0.036466i,0.010804+0.019324i,0.020083-0.0028945i,0.016989-0.010207i,0.0044423+0.002272i,-0.002663+0.022104i,0.0032235+0.026611i
0.070533+0.031317i,0.11392-0.012109i,0.09721-0.099694i,0.017314-0.12108i,-0.019639-0.019883i,0.07132+0.083824i,0.20298+0.054318i,0.22446-0.014732i,0.16109-0.0061782i,0.11352+0.0090003i,0.082709-0.0099018i,0.060222-0.012804i,0.042659+0.0051883i,0.024917+0.025531i,0.032315+0.041242i,0.057054+0.031918i,0.05521-0.00093509i,0.021853-0.022082i,-0.012677-0.015963i,-0.033585+0.0053011i,-0.030337+0.028005i,-0.0071455+0.031454i,0.0025726+0.017797i
-0.054461-0.06526i,-0.068166-0.062088i,0.0045771-0.018445i,0.15371+0.0058692i,0.23708-0.0090657i,0.16147-0.0031612i,0.025355+0.080751i,-0.033701+0.14408i,-0.035079+0.10381i,-0.038578+0.037383i,-0.041679-0.0031447i,-0.044565-0.024417i,-0.039858-0.025526i,-0.024476-0.028087i,-0.022303-0.048683i,-0.03841-0.058187i,-0.047061-0.036174i,-0.036031-0.0041085i,-0.015513+0.017523i,0.014899+0.020344i,0.043856-0.0068602i,0.044709-0.044109i,0.027236-0.051931i
0.015224+0.071427i,-0.0052204+0.08684i,-0.10223+0.098676i,-0.20123+0.11437i,-0.23241+0.065252i,-0.24962-0.032384i,-0.2708-0.090538i,-0.23014-0.086827i,-0.12888-0.066816i,-0.05764-0.048515i,-0.035117-0.017258i,-0.022649+0.0017062i,-0.012679-0.0033878i,-0.0022531-0.0033853i,0.0036111+0.0054396i,-0.0025354+0.013022i,-0.0047277+0.019738i,0.0054958+0.017323i,0.017858+0.0031677i,0.016569-0.012259i,-0.0050337-0.017841i,-0.029068-0.0061764i,-0.032041+0.0069982i
-0.03131-0.080339i,-0.050331-0.15486i,-0.047194-0.21617i,-0.023203-0.22821i,0.034228-0.14842i,0.17092-0.062588i,0.2929-0.073811i,0.26685-0.10602i,0.15158-0.072315i,0.073502-0.024563i,0.041208-0.0035515i,0.028972+0.0097388i,0.02052+0.0086857i,-0.00041254-0.0073529i,-0.013027-0.008786i,-0.0016605+0.001741i,0.01035+0.00076351i,0.0081062-0.0082224i,-0.0014352-0.014793i,-0.014856-0.0073231i,-0.027428+0.023114i,-0.02523+0.055322i,-0.014469+0.06062i
-0.0039733+0.10046i,0.020553+0.14787i,0.055312+0.1564i,0.08094+0.11849i,0.036601+0.080659i,-0.078371+0.12303i,-0.15118+0.22142i,-0.13252+0.25266i,-0.087479+0.1864i,-0.055817+0.10552i,-0.028259+0.051453i,-0.011048+0.02484i,-0.0097685+0.024268i,-0.02245+0.035496i,-0.03655+0.045384i,-0.031011+0.047934i,-0.012495+0.042098i,-0.0022676+0.029574i,-0.00081621+0.013158i,0.0095422-0.0076143i,0.03193-0.033182i,0.0441-0.052393i,0.035945-0.050431i
0.0066013-0.062798i,-0.0044315-0.052528i,-0.0052826+0.047294i,0.021577+0.15223i,0.05507+0.14028i,0.039436-0.0028542i,-0.047054-0.13753i,-0.10179-0.15438i,-0.064376-0.10646i,-0.014684-0.072742i,-0.0020302-0.049969i,0.0031217-0.037493i,0.02222-0.033995i,0.06267-0.02539i,0.098279-0.033054i,0.085958-0.056119i,0.04323-0.054924i,0.012357-0.025357i,-0.0064364+0.0042462i,-0.025799+0.01919i,-0.036665+0.019862i,-0.025421+0.0078959i,-0.0041786-0.011888i
-0.028715+0.051649i,-0.057441+0.013471i,-0.10667-0.11773i,-0.15941-0.23921i,-0.12525-0.24529i,0.005984-0.18225i,0.13022-0.13928i,0.15123-0.1108i,0.094983-0.064846i,0.03968-0.025586i,0.0017632-0.015638i,-0.026058-0.01602i,-0.041033-0.022581i,-0.053541-0.041869i,-0.067288-0.048851i,-0.064619-0.033584i,-0.043318-0.018401i,-0.018669-0.012885i,-0.0019741-0.0049234i,0.0013685+0.018933i,-0.0042014+0.050166i,-0.016065+0.062264i,-0.026602+0.05389i
0.064215-0.048767i,0.10285-0.048161i,0.1592+0.018605i,0.19251+0.092662i,0.11998+0.15003i,-0.010422+0.23216i,-0.064328+0.29164i,-0.03702+0.25427i,-0.01324+0.15621i,-0.010349+0.085213i,-0.0030045+0.065976i,0.010263+0.06696i,0.0081155+0.063787i,-0.016748+0.066464i,-0.036344+0.08357i,-0.024844+0.094303i,0.0020254+0.073756i,0.014848+0.030635i,0.019879-0.002978i,0.041424-0.024181i,0.061153-0.04586i,0.047123-0.048122i,0.013178-0.022388i
-0.045816+0.050791i,-0.051124+0.053395i,-0.035402+0.0080244i,-0.019309-0.043454i,0.0033247-0.10009i,-0.011089-0.19349i,-0.10684-0.24071i,-0.16631-0.18462i,-0.11352-0.11223i,-0.043652-0.083064i,-0.010409-0.068067i,0.0062164-0.051376i,0.0189-0.033009i,0.045877-0.024777i,0.073094-0.045962i,0.059957-0.073668i,0.015924-0.063735i,-0.011266-0.026111i,-0.014644-0.0059435i,-0.023024-0.013819i,-0.033544-0.024291i,-0.016556-0.021971i,0.01918-0.021093i
0.028144-0.034989i,-0.016151-0.059406i,-0.13055-0.048669i,-0.21281-0.0077949i,-0.16898+0.034908i,-0.013833+0.055867i,0.14296+0.028505i,0.17211-0.014246i,0.090529-0.012053i,0.023334+0.013106i,-0.0047983+0.013369i,-0.018062-0.0024228i,-0.016005-0.016152i,-0.020752-0.021127i,-0.039016-0.014291i,-0.045239-0.0031049i,-0.033719+0.0034233i,-0.024783+0.0041963i,-0.026668+0.0086312i,-0.03254+0.029757i,-0.032405+0.05748i,-0.024035+0.058521i,-0.016066+0.032075i
-0.05842+0.0090781i,-0.008983+0.012614i,0.12199-0.0208i,0.23106-0.064503i,0.20646-0.049053i,0.071522+0.033134i,-0.044119+0.10917i,-0.072666+0.12281i,-0.049663+0.092364i,-0.025353+0.061062i,-0.0044224+0.04731i,0.011475+0.038482i,0.0073564+0.025289i,-0.0045906+0.023044i,-0.008314+0.045266i,0.004186+0.07179i,0.02385+0.071769i,0.028773+0.049444i,0.023107+0.026084i,0.02724+0.0043985i,0.034287-0.015858i,0.020618-0.023988i,-0.007423-0.01294i
0.039636-0.016123i,-0.002449-0.028121i,-0.12214+0.023421i,-0.19702+0.10675i,-0.18001+0.082726i,-0.16399-0.036314i,-0.17846-0.090177i,-0.14335-0.061178i,-0.062229-0.045199i,-0.017125-0.051174i,-0.020043-0.040914i,-0.02851-0.015252i,-0.018453+0.0033777i,0.0044901-0.0045882i,0.025643-0.035832i,0.030658-0.057745i,0.028012-0.050114i,0.033219-0.027063i,0.034818-0.013539i,0.019912-0.016614i,-0.0016593-0.025452i,-0.010218-0.022345i,-0.0031738-0.0087136i
-0.055294+0.016965i,-0.065286+0.051625i,-0.030406+0.071004i,0.0053371+0.058806i,0.065797+0.07131i,0.19524+0.076295i,0.28761+0.0037718i,0.23642-0.062715i,0.12731-0.048402i,0.067162-0.016275i,0.046081-0.013291i,0.034407-0.026108i,0.020128-0.036651i,-0.00051203-0.028822i,-0.015544-0.01669i,-0.020059-0.028642i,-0.025169-0.051326i,-0.029608-0.056179i,-0.025215-0.036125i,-0.014533-0.00043409i,-0.0017541+0.034985i,0.01295+0.04853i,0.021451+0.034342i
0.067175+0.0050113i,0.10665-0.067079i,0.11842-0.18516i,0.080806-0.27422i,-0.028435-0.25172i,-0.16265-0.11139i,-0.21432+0.055552i,-0.16372+0.12914i,-0.098898+0.098426i,-0.064527+0.047496i,-0.039521+0.016999i,-0.020545+0.0032582i,-0.013523+0.004891i,-0.0089878+0.016361i,-0.005432+0.032659i,-0.0073097+0.052494i,-0.011821+0.064098i,-0.018062+0.052552i,-0.024068+0.028687i,-0.021208+0.0094724i,-0.0093361-0.0052124i,-0.0029078-0.015926i,-0.0034254-0.01657i
-0.064284+0.00038036i,-0.10215+0.07i,-0.068873+0.20521i,0.035307+0.2859i,0.10703+0.22745i,0.073561+0.090371i,-0.0015495-0.020327i,-0.043577-0.062513i,-0.040091-0.048504i,-0.021497-0.017897i,-0.021268+0.012728i,-0.022482+0.038768i,-0.008953+0.034915i,0.00080963+0.0022338i,-0.0054437-0.02702i,-0.015439-0.02761i,-0.010565-0.005545i,0.0054959+0.011565i,0.017718+0.012249i,0.018256+6.3414e-05i,0.0046967-0.017084i,-0.011468-0.022983i,-0.01724-0.01696i
0.058339+0.028569i,0.089291-0.027404i,0.045872-0.11585i,-0.031339-0.14957i,-0.0037738-0.1259i,0.12902-0.11741i,0.19669-0.1213i,0.15901-0.086328i,0.10948-0.038649i,0.080723-0.022241i,0.061075-0.030676i,0.038203-0.04164i,0.0097446-0.035938i,-0.0075136-0.011938i,-0.0020603+0.0051959i,0.0097156-0.0081152i,0.0070935-0.031211i,-0.0015154-0.033295i,-0.00055429-0.022848i,0.0063361-0.012071i,0.012118+0.0067251i,0.018085+0.021912i,0.018925+0.019435i
-0.054363-0.049374i,-0.1012-0.063682i,-0.12468-0.069624i,-0.14383-0.066786i,-0.20628-0.0056314i,-0.26868+0.10565i,-0.23373+0.17197i,-0.13422+0.1437i,-0.075556+0.068724i,-0.067395+0.017839i,-0.056676+0.0060603i,-0.023469+0.0086158i,0.01066+0.012194i,0.029329+0.0141i,0.032836+0.01912i,0.032339+0.033108i,0.033775+0.041456i,0.0244+0.034394i,-8.4895e-05+0.024687i,-0.021304+0.022422i,-0.022228+0.020382i,-0.01262+0.012773i,-0.0068462+0.0070535i
0.029547+0.056215i,0.098261+0.10228i,0.18538+0.11324i,0.24119+0.076998i,0.23789+0.0003666i,0.16503-0.085801i,0.03184-0.11992i,-0.071714-0.080226i,-0.077306-0.023143i,-0.038422+0.007464i,-0.019771+0.024337i,-0.019158+0.032782i,-0.021733+0.016809i,-0.028776-0.0088391i,-0.036984-0.016767i,-0.037534-0.0071611i,-0.022077+0.005993i,0.0026632+0.0088431i,0.017315+0.00708i,0.018742+0.0049638i,0.0090106-0.0070768i,-0.0072426-0.019525i,-0.014338-0.019079i
-0.033049-0.078536i,-0.1265-0.11985i,-0.24199-0.084835i,-0.27093+0.011411i,-0.1691+0.063182i,-0.015679+0.035456i,0.10845-0.0075113i,0.15475-0.03152i,0.12548-0.028591i,0.08319-0.017819i,0.052393-0.02744i,0.018151-0.037677i,-0.008786-0.02355i,-0.0092126-0.0073712i,0.0068536-0.017439i,0.011574-0.049093i,-0.0027031-0.072871i,-0.016194-0.069935i,-0.011454-0.051164i,0.00057505-0.030203i,0.0066954-0.0068259i,0.010731+0.011429i,0.011753+0.01227i
0.018125+0.064748i,0.06464+0.072418i,0.10022+0.018416i,0.077399-0.041264i,0.016084-0.0064464i,-0.041559+0.085515i,-0.083954+0.11706i,-0.092996+0.087076i,-0.07248+0.046122i,-0.052944+0.018302i,-0.030918+0.0099936i,0.0045375+0.0034041i,0.031748-0.010127i,0.027399-0.016706i,0.0057847-0.0062859i,-0.0059936+0.014291i,-0.012229+0.02849i,-0.022642+0.029134i,-0.026999+0.022889i,-0.019156+0.020273i,-0.0011573+0.021675i,0.01324+0.019755i,0.013515+0.014848i
0.02105-0.039331i,0.038171-0.070038i,0.076373-0.072115i,0.11668-0.090647i,0.078783-0.15736i,-0.0093596-0.19267i,-0.058302-0.12864i,-0.055719-0.037772i,-0.025423-0.0042505i,-0.0041636-0.0079821i,-0.0051397+0.0051938i,-0.0086981+0.03243i,-0.012013+0.045615i,-0.015896+0.052112i,-0.013075+0.067763i,-0.0032963+0.08464i,0.011515+0.087889i,0.024743+0.072728i,0.026522+0.047928i,0.021048+0.01537i,0.008478-0.022176i,-0.0090862-0.037903i,-0.015843-0.026509i
-0.062647+0.064748i,-0.098725+0.14315i,-0.11656+0.22251i,-0.078166+0.26595i,0.017689+0.2519i,0.10926+0.16916i,0.14279+0.040674i,0.11084-0.057264i,0.047246-0.063205i,0.010649-0.025993i,0.00074707-0.02276i,-0.015262-0.035848i,-0.020585-0.033339i,0.0014475-0.038184i,0.021447-0.069015i,0.015112-0.098955i,0.0028916-0.097711i,0.0051086-0.071029i,0.0098494-0.045258i,0.001843-0.027554i,-0.012429-0.0083242i,-0.013194+0.0042667i,-0.0048128+0.00080658i
