-0.0012751-0.00046687i,-0.0010442-0.00036998i,-0.00012667-0.0001882i,0.00054692-0.0003189i,0.00057215-0.00018071i,0.00083663+0.00063345i,-0.00037369-0.00011319i,-0.0025013-0.00014371i,-0.0023389+0.0020973i,-0.00054902+0.0029335i,0.00038327+0.001991i,0.0007408+0.00054897i,0.00073366-0.00031616i,0.00032676-0.00094098i,0.00015727-0.0011067i,-8.001e-05-0.00018897i,-0.00045984+0.00026006i,-0.00024354+0.00020647i,0.00031963-0.00042259i,0.00037956-0.00092706i,0.00013006-0.00049286i,-2.9108e-05-0.00011134i,-4.5012e-05+0.00015847i
-0.0013971-0.00070923i,-0.0025074-0.00020012i,-0.0027665+6.115e-05i,-0.0016624+0.0016395i,4.9266e-05+0.0047628i,0.0017724+0.0054285i,0.0019303+0.002657i,0.00035625-0.00058774i,-0.0016942-0.0017667i,-0.0016634-0.0016339i,-0.00061306-0.0011612i,0.00035701-0.00066362i,0.0013073-0.0006188i,0.0002984-0.00094283i,-0.0010604-0.00035217i,-0.0012252-0.00018572i,-0.00037395-0.00098431i,0.00024158-0.0012537i,0.00033722-0.00077192i,0.00018117-1.0493e-05i,8.6152e-05+0.00095789i,-9.496e-05+0.0014636i,-0.00028589+0.0011703i
0.0017798+0.0017512i,0.0010794+0.0011312i,0.0015385+0.00065128i,0.0022204+0.00012551i,0.0021207+9.915e-05i,0.0018031+0.00047435i,0.0027077+2.9518e-05i,0.0013606-0.00049132i,-0.0015848-0.00044974i,-0.0014655-0.0011593i,6.1777e-05-0.0012177i,0.00050704-0.00069883i,-6.335e-05-0.00089398i,-0.00015966-0.00078331i,-5.5353e-05+0.00025217i,-0.00031832+0.00062573i,-2.6278e-05+3.2512e-06i,0.00055127-0.00077642i,0.00048732-0.00068707i,0.00054389-0.0001711i,0.00078293-8.2217e-05i,6.6292e-05-6.7243e-05i,-0.00047344-7.2304e-05i
0.00029354-0.00026692i,0.0011524+0.00018178i,0.00049327+0.00089577i,-0.00052302+0.00086607i,-0.00039714+0.0013194i,0.0020131+0.0020323i,0.0039163+0.001389i,0.002172-0.00019398i,-0.00075943-0.00040367i,-0.0023586+0.00013226i,-0.0021104+0.00049382i,-0.00063219+0.00037621i,0.00011844-7.1588e-05i,-0.00023497+0.00015791i,-0.00026656+0.0006192i,-0.00098681-6.4053e-05i,-0.00074277-0.00028616i,-0.00045622-0.00020115i,-0.00072423-0.0001052i,0.00016379+0.0012155i,0.000326+0.00036248i,-0.00026067-0.0011212i,-0.00070266-0.00067017i
0.00083538+0.0016026i,0.00085421+0.00061408i,0.00021931-0.00028256i,5.2881e-05+0.00052483i,0.00052296+0.0016761i,0.00048017+0.0014637i,0.00043716-0.0010084i,-0.00073608-0.0029919i,-0.0021022-0.0016727i,-0.0022417-0.00035764i,-0.0017799-0.00033046i,-0.0010818-0.00065828i,-0.00066045-0.00028672i,-0.00014083-3.5786e-06i,0.00026151-0.00034823i,-0.00014522+0.00016768i,-0.00025554+0.00022754i,2.3521e-05-0.0010813i,0.00041082-0.0012751i,0.00057798-0.00078978i,0.0002793-0.00063205i,0.00042287+0.00019921i,-0.00016333+0.00011378i
-0.00060302-0.0014299i,-0.00064046-9.461e-05i,-0.00090491+0.00034623i,-0.00087379+0.00068589i,0.0012026+0.0028372i,0.0029892+0.0037304i,0.0024059+0.0013328i,-0.00033517-0.0010568i,-0.0027333-0.00045768i,-0.0020927+0.00093355i,-0.00082763+0.00079094i,-0.00030553+0.00074239i,-0.0002763+0.00099828i,-0.0001414+0.00015941i,6.0884e-05-5.8003e-05i,0.00052521+0.00061742i,0.0012078+0.00097113i,0.0011371+0.00086881i,0.00089424+0.00033935i,0.00059495+0.00014411i,4.7524e-05+0.00056574i,-0.00021513+0.00047269i,0.0007258+0.00057204i
-0.0013647+0.00023812i,-0.0010449+0.00068057i,-0.00042839+0.0014203i,-0.00049868+0.0021491i,0.00012586+0.0037374i,0.0016593+0.0041143i,0.0018801+0.0016516i,5.1671e-05-0.00017426i,-0.0014305-4.1711e-05i,-0.000735-0.00021665i,4.6313e-05-0.00056096i,-8.6409e-05-0.00043825i,-8.408e-05-0.00084453i,-0.00011766-0.0014855i,-0.00045044-0.0012964i,-0.00045185-0.0011192i,-0.00018516-0.00075389i,0.00016905-2.3992e-05i,-0.00091445-0.00035028i,-0.0015418-0.00029635i,-0.0006731+0.00031287i,0.00020673+3.2232e-05i,0.00030095+0.0002833i
0.0026905-0.0012529i,0.00082563-0.0013513i,-0.00045829-0.0019637i,0.00016519-0.0020028i,0.0010029-0.0011451i,0.0015682-0.00016511i,0.0029373-0.00016935i,0.0018507-0.00081481i,-0.00096795-0.0011358i,-0.0019643-0.0010978i,-0.0014961-0.00082577i,-0.0010149-0.00048567i,-0.00034967+0.00038618i,0.00026231+0.0010333i,0.00018123+0.0014691i,0.00021758+0.0010983i,0.00035009+0.00050525i,0.00034032-0.00020103i,0.00072751-0.0010925i,0.00051846-0.00080839i,-0.0002297+0.00014539i,-0.00013632+4.7685e-05i,0.0003394-0.0004409i
0.00042377-0.00059303i,0.00016778-0.0004796i,-1.2903e-05-0.00054159i,-0.00025351+0.00048631i,-0.00029667+0.0026612i,0.00078285+0.0032502i,0.0019372+0.001458i,0.0016566-0.00083974i,0.00027944-0.0014485i,-0.0017592-0.001449i,-0.0022459-0.0013754i,-0.0007447+0.00011922i,5.3715e-05+0.00090423i,0.00011032+0.00065181i,0.00026952+0.00083684i,0.00068636+0.00041715i,0.00090037-0.00017945i,0.0006531-0.00060137i,0.0003765-0.001187i,-0.00010046-0.00073813i,-0.00086775-6.8353e-05i,-0.0010597-4.5054e-05i,-0.00023544-0.00012352i
-0.00054822-0.0011185i,-0.00083017-0.0012984i,-0.0012028-0.0012163i,-0.0015149-0.00011225i,-0.0016288+0.0013663i,3.2236e-05+0.001997i,0.0017667+0.00014573i,0.0011049-0.0024401i,-0.0012358-0.002242i,-0.0023423-0.00088785i,-0.001775+9.2188e-05i,-0.00065418+0.0015174i,4.7329e-05+0.0025015i,0.00014196+0.0017877i,3.2587e-05+0.00055618i,0.00041733-8.2854e-05i,0.0010219-0.00043475i,0.0012648-0.00054507i,0.0010646-0.00063455i,0.00045778-0.00071233i,-0.00017449-0.00033613i,0.00011058+0.0001418i,0.00040239+0.00021744i
-9.9695e-06+1.8777e-05i,-7.591e-05+0.00032657i,-0.00031933+0.0013376i,0.00054371+0.0022103i,0.0022315+0.0037133i,0.0030563+0.0040062i,0.0019916+0.0018839i,-0.00066758-0.0012794i,-0.0026651-0.0019194i,-0.0022974-3.155e-05i,-0.00097462+0.00095406i,-1.1377e-05+0.00046366i,0.00077762-0.00031825i,0.0013317-0.00032241i,0.00059814-0.000326i,-1.6439e-05-0.0003356i,-0.00029654+0.00020726i,-0.00018585+0.00080767i,0.00029882+0.0004968i,0.00039085+0.00027637i,-9.2956e-05+0.00038401i,-0.00054711+0.0003283i,-0.00064212-3.7366e-05i
-0.0011324-0.0017282i,-0.0015276-0.00074114i,-0.0021517+0.0016623i,-0.003466+0.0020445i,-0.0028807+0.0027536i,-0.00015602+0.0043998i,0.0014306+0.0018311i,0.00010537-0.0011731i,-0.0014819-0.00099923i,-0.00078422+0.00060967i,-2.5078e-05+0.00043211i,0.00029982-0.0003224i,0.00031616-0.00061337i,-0.00027381-0.00048493i,-0.00083056-5.037e-05i,-0.00088869+0.00048094i,-0.00072729+6.67e-05i,-0.0001616-0.0008411i,0.00089679-0.0013137i,0.0018961-0.00097389i,0.0018017-0.00046843i,0.00090458-0.00034527i,0.00021567+3.722e-05i
-0.0012262+0.00026032i,-0.0012419+0.00036802i,-0.00030639+4.559e-05i,0.0014953+0.0006932i,0.0027018+0.0022885i,0.0032443+0.0032253i,0.0036155+0.0022189i,0.0012977+0.0010332i,-0.0011955+0.00063401i,-0.0012087-0.00030613i,-0.0010776-0.0012509i,-0.001356-0.0015257i,-0.0012626-0.0014263i,-0.00094723-0.00091946i,-0.0007146-5.4251e-05i,0.00023787+0.00062388i,0.00046603+0.0008239i,0.00070452+0.00044493i,0.0011217+0.00027241i,0.00092279+0.0001279i,0.00089673+0.00017765i,0.00038631+0.00022533i,-0.00037958-0.00048562i
-0.00018419+0.00058254i,-0.00077074+0.000939i,-0.00079989+0.001446i,-0.00079419+0.0018679i,-0.00050947+0.0024628i,0.0015072+0.0022787i,0.0031483+0.00036182i,0.0020913-0.00073797i,-0.0007575+0.00018114i,-0.0018596+0.00017999i,-0.0018988-0.00041162i,-0.0016471+8.5595e-06i,-0.00097971+0.00074617i,-0.00097767+0.00056354i,-0.0012544+0.00011337i,-0.00066009-0.00011689i,-0.00019137-0.00014679i,-0.00033661+0.00019501i,-0.000122-0.0001095i,-7.223e-05-0.0009657i,-0.00031037-0.0012636i,-0.00063285-0.00099915i,-0.00042072-0.00088549i
-9.4399e-05+0.001932i,0.00044325+0.0017496i,0.0013273+0.0012398i,0.0024654+0.00049926i,0.0027895+0.00087396i,0.0033121+0.0010674i,0.00366-0.0010976i,0.0017722-0.0025712i,-0.00064737-0.0016429i,-0.0014088-0.00023704i,-0.0014033+0.0012694i,-0.0014848+0.002158i,-0.00025688+0.0019674i,0.00052257+0.001525i,0.00044648+0.0017561i,0.00014491+0.00159i,0.0002867+0.00067007i,0.00019676-0.00081392i,-0.00012503-0.0012478i,-0.0004249-0.00037672i,-0.00035983-7.4858e-06i,0.00027244+0.00020682i,0.00021205+0.00046146i
-0.00043353-0.00093929i,-0.00052168-0.00071543i,-0.0010045+0.00097453i,-0.0013405+0.0031176i,-0.00046976+0.0045931i,0.0014424+0.0041553i,0.0025412+0.0012947i,0.00053698-0.0019466i,-0.0020446-0.0022913i,-0.0014782-8.2515e-05i,-0.00012799+0.0013647i,0.00032159+0.00080959i,0.0012908+0.00014849i,0.0015224-3.0325e-05i,0.0014278-0.00062974i,0.0009292-0.00060101i,0.00011084+0.00021149i,7.0761e-05+0.00024739i,9.3979e-05+0.00012773i,1.37e-05-4.2348e-05i,0.00023086-0.00034134i,0.00093324-8.4997e-05i,0.00032365+8.1108e-06i
-0.00096525-7.6352e-05i,-0.0011263-0.00038225i,-0.00058087-0.00084006i,-0.00060378-0.00077167i,-0.00059503-7.1108e-05i,6.5732e-05+0.0013353i,0.0007287+0.0013368i,-0.00071009+0.00045525i,-0.0027315+0.00067807i,-0.0023723+0.00080709i,-0.00097506-0.00035117i,0.00014512-0.00080324i,0.00087754-0.00040212i,0.0012158-0.00049424i,0.00099463+0.00015146i,0.00052725+0.00031551i,0.0011056-0.00023354i,0.0013789+8.3506e-05i,0.00053066-9.7156e-05i,0.00025115-0.00090263i,0.00010193-0.00029212i,1.4417e-05+0.00038297i,0.00013795-2.2476e-05i
0.0026224-0.00075937i,0.0023232-0.0014965i,0.00091288-0.0011446i,-0.00030982+0.0014437i,-0.00078326+0.0040228i,0.0010668+0.005298i,0.0024476+0.0034844i,0.0002516+0.0016108i,-0.0026844+0.00043987i,-0.0029698-0.0011969i,-0.0018663-0.0015751i,-0.001046-0.0018605i,-5.421e-05-0.0018299i,0.00012417-0.00034167i,-0.00018756+0.00030841i,-1.6696e-05-0.00045368i,9.4544e-05-0.0012705i,0.00062764-0.002081i,0.00066373-0.0020416i,0.00031404-0.0010571i,9.3822e-05+3.583e-05i,-3.7854e-05+0.00029004i,-0.00014474-0.00055408i
0.00036824-0.0012043i,-0.0019046-0.001678i,-0.0030984-0.0014821i,-0.0020711-0.0002761i,-0.00083037+0.0013808i,0.00096131+0.0022853i,0.0030476+0.0012342i,0.0028557-4.2514e-05i,0.00013999+0.0004424i,-0.0022673+0.0010673i,-0.0029594-0.00016362i,-0.0024944-0.00033769i,-0.0017188+0.00014041i,-0.0010397-0.00021181i,-0.00019995-0.00025051i,0.00020475-0.00074699i,0.00011877-0.0009415i,-0.00041773-0.0012008i,-0.00057956-0.0018091i,-0.00013261-0.0011445i,-0.00028133+0.0001756i,-0.00068942+0.00085194i,-0.00047786+0.0004077i
0.0005586+0.0027306i,0.0011332+0.00196i,0.0023436+0.0018183i,0.0038325+0.0020327i,0.0042318+0.0021672i,0.0039025+0.0015298i,0.0034924-0.00080195i,0.0028729-0.0022911i,0.0012591-0.0012418i,-0.00079989+0.00057074i,-0.0017923+0.00098756i,-0.00083381+0.00081596i,-0.00030903+0.00067404i,-0.00055272+0.00053768i,-0.0010059+0.00020134i,-0.0011267-0.00034383i,-0.00057739-0.00082647i,-0.00043742-0.0005656i,-0.00030174+0.00012297i,-0.00026522+0.00042107i,-0.00043461+0.0004862i,-0.00051909+0.00028673i,0.00026488+0.00055041i
0.00081314+0.00071927i,0.0012774+0.00015399i,0.0016145-0.00034397i,0.00082581-0.00079767i,-8.4149e-05-0.00048384i,-0.00020148+0.0010001i,0.00073074+0.00063199i,0.00063326-0.0021771i,-0.00041498-0.0036481i,-0.0014215-0.0019385i,-0.0013668-7.4916e-05i,0.00022229+0.0010235i,0.0017758+0.0019228i,0.0018278+0.001961i,0.00060962+0.0007603i,0.00027272+0.00018619i,0.00047543+0.00025363i,0.00063278+0.00083393i,0.00041186+0.0010481i,0.0002754+0.00064067i,4.7048e-05+0.00030211i,-0.00013611+0.0001922i,0.00047606-0.00037122i
0.0016473-0.0011463i,0.0015448-0.00105i,0.00076731-0.0016024i,-0.00019434-0.0012456i,-0.00099484+0.00083871i,-0.00050102+0.0023313i,-0.00027928+0.0014059i,-0.0024764-0.0015262i,-0.0040707-0.002774i,-0.0022069-0.0012951i,-0.00020657+0.00022955i,0.0004584+0.00044461i,0.0014207+5.5392e-06i,0.0017631-0.00045308i,0.00050549-1.4677e-05i,-0.00047052+0.00021685i,2.4728e-05-0.00023101i,0.00099278-0.00057559i,0.0012151-0.00055857i,0.0013492-0.00047164i,0.0011494-0.00043104i,0.0004854-0.00053535i,-0.00038828-0.00026177i
-0.00071412-0.00085729i,-0.0022915-0.00081049i,-0.0027126-0.00066549i,-0.0014218+0.00020678i,0.00014066+0.0025062i,0.0021162+0.0042218i,0.0027884+0.0034346i,0.00017713+0.0013449i,-0.0031+9.1648e-05i,-0.0037918-0.00033644i,-0.0023183-0.0012109i,-7.1764e-05-0.0018794i,0.00088967-0.0018582i,0.00065935-0.0015816i,0.00087824-0.00095396i,0.00094701-0.00046022i,0.00072627-0.00031121i,0.00077934-0.00082598i,0.00028471-0.0014933i,0.00028425-0.0012086i,0.00053234-0.0010138i,0.00027323-0.0011168i,-0.00045096-0.00030347i
-0.00049929+0.00039852i,-0.00144+0.0014362i,-0.0020925+0.0028179i,-0.00079757+0.0034018i,0.0018915+0.0043387i,0.003609+0.0051309i,0.0043821+0.0037249i,0.0030933+0.0022646i,0.00025801+0.0026444i,-0.0017935+0.0022505i,-0.0022474+0.00045589i,-0.0019447-0.00067347i,-0.0021985-0.00070804i,-0.0015993-0.00017833i,-0.00092614-7.6447e-05i,-0.00072821-0.00068835i,-0.00038738-0.00094432i,-0.00027537-0.0011605i,5.4033e-05-0.0017081i,-0.00043234-0.001543i,-0.00097829-0.00053291i,2.6435e-05-7.3815e-06i,0.00018908+0.00067256i
-0.00064746+0.0007863i,-0.00052512+0.0013544i,-0.00069563+0.001046i,0.00025787+0.00047451i,0.0020774+0.0007402i,0.0040215+0.00092228i,0.0050035-0.00037134i,0.0039213-0.0018388i,0.0022815-0.001297i,-5.2885e-05+0.00059983i,-0.0023501+0.00095385i,-0.002199+0.0011878i,-0.0014742+0.0019062i,-0.0018216+0.0011368i,-0.0016691-0.0001242i,-0.00088686-0.00090493i,-0.00036375-0.00077109i,6.4177e-05+0.00014445i,-0.00024744+0.0016156i,-0.00091868+0.0018184i,-0.00064411+0.00071516i,-0.00038297+0.00085631i,0.00054104+0.0011542i
-0.000398+0.0014778i,0.00048183+0.0021801i,0.0014074+0.0013293i,0.0014164+0.0014323i,0.00097418+0.0028076i,0.0019416+0.0021184i,0.0032403-0.00040612i,0.0027391-0.0034714i,0.00095725-0.003968i,0.00037229-0.0014543i,0.00069918+0.001225i,0.00073576+0.0016512i,0.00081755+0.00097422i,0.0010654+0.0012807i,0.0011123+0.0013878i,0.00094657+0.0013256i,0.001112+0.0010372i,0.0007203-4.7151e-07i,0.00031883-0.0012161i,0.00017986-0.00061726i,0.00039058+0.00071931i,0.00054186+0.0011396i,0.0005887+0.00064749i
0.00041636-0.00055465i,-0.00036863-0.00073793i,-0.0014202-0.00098235i,-0.001821-0.001444i,-0.0015798+5.2401e-05i,-0.00059726+0.00093914i,-0.0008072-0.00023769i,-0.003073-0.0025422i,-0.0044847-0.0038322i,-0.0031061-0.0026771i,-0.00058527-0.00021693i,0.00094286+0.0009424i,0.0017644+0.00097925i,0.0017697+0.00046671i,0.00058559-0.00052001i,-0.00020919-0.00099601i,0.0003143-0.0010884i,0.0014858-0.00107i,0.0022422-0.00080986i,0.0019743-0.00046951i,0.00093641-0.00051256i,0.00073947-0.00066087i,0.00096823-0.00049707i
0.0016797+9.1411e-05i,0.0014001-0.001234i,0.0017033-0.0020837i,0.0015354-0.00033495i,0.0012782+0.0022464i,0.0016202+0.0035536i,0.0011553+0.0030806i,-0.0013256+0.0021111i,-0.0035793+0.00045701i,-0.0032136-0.001519i,-0.0013944-0.002381i,0.00014498-0.0016669i,0.00073228-0.00064237i,0.0011697-0.0008245i,0.0010246-0.00042086i,-0.00030107+0.00059794i,-0.0010561-0.00010254i,-0.00056291-0.0012389i,5.9037e-05-0.0017732i,-0.00012293-0.0016384i,-0.0008515-0.0010527i,-0.0011388-0.00085374i,-0.00082155-0.00024794i
8.6989e-05+0.00035971i,-0.0010329+0.00031196i,-0.0023848+0.00079101i,-0.0026802+0.0013098i,-0.001215+0.0014616i,0.0019098+0.0023745i,0.0036514+0.0028953i,0.0023198+0.0026849i,-0.00039476+0.0028978i,-0.0025823+0.0023329i,-0.0033813+0.00050616i,-0.0029294-0.00090777i,-0.001647-0.001136i,-8.7778e-05-0.0014141i,0.00050952-0.001562i,-0.00068602-0.00058584i,-0.0012107-0.00042056i,-0.00080689-0.00077169i,-0.00065279-0.0010182i,-0.00038877-0.0012076i,-0.00067524-0.0011311i,-0.0010383-0.00046878i,-0.00081051+0.00038569i
-4.7644e-05+2.0573e-05i,0.00030027+0.00036203i,0.00069907+1.8717e-05i,0.0019349+7.6361e-05i,0.0029805+0.001543i,0.0030801+0.0015113i,0.0040629-0.00034968i,0.0046523-0.0011878i,0.0034617-0.00030881i,0.0007339+0.00082763i,-0.0012482+0.00077925i,-0.0012852+0.00055013i,8.268e-05+0.00068558i,0.00079271+0.00055327i,-0.00026316+0.0012188i,-0.00039448+0.0012434i,-0.00054495+0.0011445i,-0.0011031+0.00094498i,-0.00099162+0.0007566i,-0.00038193+0.00092069i,-0.00011543+0.00066198i,-0.00039558+0.00071355i,-2.108e-05+0.0005468i
0.00051207-0.00027497i,0.00041836+0.00058854i,-9.3713e-05+0.0012973i,-0.0012249+0.0007749i,-0.0012903+0.00087615i,0.00055068+0.0014659i,0.0022653-0.00030022i,0.0021099-0.0035526i,0.0011679-0.0040291i,0.00051692-0.0016568i,0.00076742+0.00090934i,0.00037604+0.0012071i,-5.581e-05-0.00018754i,-0.0005295-0.00072158i,-0.0004424-0.00068218i,0.00015576-0.00054239i,0.00074851-0.0002431i,0.0011142-0.00021594i,0.0018501+9.1718e-05i,0.0020605+0.00038016i,0.00096999+0.00026765i,0.00065278+0.0009307i,-0.00014383+0.00081822i
-0.0008424-0.002113i,-0.0014614-0.00084432i,-0.0018521+0.0001281i,-0.0014714+0.0011223i,-6.2416e-05+0.0026557i,0.0016424+0.0030766i,0.0013978+0.00051643i,-0.0013102-0.0035151i,-0.0029222-0.0056464i,-0.0015278-0.004254i,0.0011508-0.0015758i,0.0019511-0.00060277i,0.0016897-0.00030586i,0.00186-1.3932e-05i,0.0015888+0.00065552i,0.0010583+0.00017251i,0.0012267+0.00013648i,0.0010831+0.00085246i,0.00036913+0.00024593i,0.00033128+0.00026321i,0.001112+0.0010437i,0.0011532+0.00092347i,0.00061324+0.00039171i
0.00027788+0.0013699i,0.0014746+0.0014398i,0.001619+0.0011544i,0.0012532+0.0013961i,0.00091065+0.0030996i,0.0011548+0.0040972i,0.00073922+0.0032403i,-0.0019885+0.00084215i,-0.0053001-0.0010009i,-0.0046447-0.0016889i,-0.0015157-0.0014285i,-0.00050967+7.5046e-05i,-0.00073418+0.00062218i,-0.00091508-0.00057686i,-0.0011397-0.00098977i,-0.00094056-0.00055924i,-0.00043363-0.00040652i,-0.00063923-0.0013017i,-0.00072653-0.0021126i,0.00024116-0.0017133i,0.00078383-0.00061715i,0.00033234-0.000424i,-8.4699e-05-0.00023194i
0.00081896-0.00091667i,0.0012056-0.0011144i,0.00051348-0.0011228i,-0.00024742-0.0011659i,0.00063305+0.00051608i,0.0014765+0.002552i,0.0023187+0.0029985i,0.00080635+0.0030798i,-0.0023814+0.0029083i,-0.0040445+0.0015895i,-0.003792-1.9354e-05i,-0.0026022-0.00085016i,-0.0015886-0.00061505i,-0.0010401-0.00028311i,-0.00051607-0.00021339i,-0.00040626-0.00016075i,-0.00026885+0.00053792i,-0.00022149+0.0010046i,-0.00054262-0.00010121i,-0.00053746-0.0011048i,-0.00054276-0.0008153i,-0.00037705-0.00036126i,-0.00026262+0.00019671i
-0.0020661+0.00091217i,-0.0018307+0.0029091i,-0.0016137+0.0042037i,-0.00097653+0.0052424i,-0.00029561+0.005777i,0.0027474+0.004426i,0.0051777+0.0018229i,0.0046441+0.00075122i,0.0032085+0.0016899i,0.0014115+0.0026707i,-0.00070989+0.0024394i,-0.0006902+0.0018698i,0.00052304+0.00056961i,-0.00099635-7.9646e-05i,-0.0023347+2.2611e-05i,-0.001474+0.00020014i,-0.00094395+0.00032504i,-0.0010275+0.00047739i,-0.00084747+0.00074586i,-0.00052282+0.00029835i,-0.0011145+0.00044804i,-0.0016987+0.00057018i,-0.0013543-2.8415e-05i
-0.00084093+8.7222e-05i,-0.0010779-0.0002646i,-0.00095683-0.00016741i,-0.00038018+0.00055219i,0.0010112+0.0018736i,0.0032933+0.0029347i,0.0047179+0.0003247i,0.00355-0.0036945i,0.0020226-0.0050114i,0.0010487-0.0027407i,0.00046734-0.00014845i,0.00014491+0.00093889i,8.9017e-05+3.3778e-05i,0.00072406-0.00050463i,0.001465+0.0010171i,0.0022753+0.0018227i,0.002699+0.00099644i,0.0024481+0.00053963i,0.0023973+0.00052184i,0.0021546-5.1465e-05i,0.0012201-0.00024841i,-5.7004e-05+0.0009382i,-0.00046015+0.00095265i
-0.0014089-0.00041758i,-0.00266+0.00039548i,-0.0022456+0.0014169i,-0.0010638+0.0024393i,0.00013869+0.0039388i,0.0020448+0.0034056i,0.0016402-0.00099237i,-0.0008265-0.0055477i,-0.0022911-0.0071744i,-0.0024528-0.005106i,-0.00047054-0.0022346i,0.0013086-0.00070635i,0.00161-8.7283e-05i,0.00081352-4.3499e-06i,0.00011627-0.0002596i,0.00019675-0.00079077i,0.00020537-0.0013918i,0.00076174-0.0012969i,0.0013806-0.0013845i,0.0010867-0.0015246i,-0.0002211-0.00074216i,6.8463e-05+0.00020407i,-0.00013346+0.00016614i
0.00010549+0.00070638i,-0.00028512+0.0016834i,-0.0012672+0.0013987i,-0.0016735+0.00084117i,-0.00051054+0.0021096i,0.001581+0.0035134i,0.0014636+0.0026913i,-0.0032869+0.0012506i,-0.0080841-1.8831e-05i,-0.0073689-0.00049458i,-0.0036761-0.00045455i,-0.0014043-0.0008966i,-0.00060008-0.0016489i,-0.0002667-0.0015915i,0.00028669-0.00099275i,0.00027544-0.00091856i,-0.0007307-0.0017955i,-0.00065759-0.0024078i,-0.00073401-0.0020425i,-0.00080296-0.0012361i,-0.00011772-0.00044154i,0.00022724+0.00039309i,0.0003956+0.00034918i
0.00079893+0.00049678i,0.00019385+0.00098374i,-2.1805e-05+0.0015331i,-0.00015633+0.0016451i,0.00087675+0.0027116i,0.0020245+0.0043417i,0.0011793+0.0044543i,-0.00082748+0.0043135i,-0.0027332+0.0050361i,-0.0040025+0.0030322i,-0.0036215-7.4397e-05i,-0.0021067+0.00016506i,-0.00056919+0.0016009i,-5.6612e-05+0.0017825i,-0.00052774+0.0012492i,-0.0013455+0.0012573i,-0.0015199+0.0014604i,-0.0013386+0.00038544i,-0.0011703-0.0005435i,-0.0012819-0.00039171i,-0.0014309+0.00065236i,-0.0010337+0.00099011i,-0.00070419+0.00036429i
0.002137-0.0026024i,0.0011514-0.0029668i,-0.00016282-0.0038941i,-0.0019344-0.0028237i,-0.0019402-0.00018366i,0.0022249+0.002931i,0.0057566+0.0031854i,0.0060614+0.0018471i,0.0046017+0.0023107i,0.0017945+0.0031785i,-0.0008742+0.0030761i,-0.0018072+0.0025521i,-0.00044309+0.0011247i,0.0014547-0.00073275i,0.0014557-0.00035182i,0.00066932+0.0011682i,0.001005+0.001088i,0.0012503+0.00024882i,0.00088397+0.00034474i,0.00043452+0.00067662i,-5.7586e-06+0.00071675i,-7.4421e-05+0.0006026i,-0.00015465+2.2059e-05i
-0.0004112+0.001898i,0.00079094+0.0011759i,0.0013079+0.001892i,0.0014182+0.0022186i,0.0017036+0.002155i,0.0022967+0.00099499i,0.0035919-0.0016772i,0.0042257-0.0049789i,0.0041655-0.0057445i,0.0036814-0.0023611i,0.0017405+0.00031889i,0.00067193+0.00056204i,0.0010775+0.00094831i,0.00074266+0.001377i,0.00036817+0.0012794i,0.00097791+0.0018715i,0.0013056+0.0012752i,0.0022361-0.00013203i,0.002889-0.00045282i,0.0021305-0.0003745i,0.00092442-5.6652e-05i,-0.00021026+1.8008e-05i,-0.00095809+0.00016524i
-0.00054833+0.00013718i,-0.00023528-0.00063394i,0.00010823+0.00030733i,-0.00090542+0.00073528i,-0.00030044+0.001324i,0.00071591+0.0008747i,0.00070837-0.0022779i,-0.001282-0.0062574i,-0.00349-0.0088752i,-0.0025557-0.0077367i,0.00019104-0.0043259i,0.0011895-0.0021775i,0.00053489-0.0015758i,-2.1286e-06-0.0012489i,0.000164-0.00035282i,0.00069628-0.00013403i,0.0007976-0.00096229i,0.0011579-0.0021344i,0.0004227-0.0023176i,-0.0010049-0.0013786i,-0.00050835-0.0013742i,0.00010064-0.0011349i,-0.00053487+0.00015557i
-0.00092541+0.00053127i,-0.00058379+0.0012391i,-0.00031204+0.0014238i,0.00021683+0.0019418i,0.00038119+0.0032487i,0.00099414+0.0035781i,0.00023092+0.0024036i,-0.004202+6.3493e-05i,-0.0086587-0.002087i,-0.0081328-0.0023058i,-0.0044904-0.0022869i,-0.0018966-0.0026457i,-0.00047902-0.0014968i,-0.00017275-0.00037159i,-0.00068845+5.0941e-05i,-0.0009877+9.8313e-05i,-0.00062202-0.00080358i,-0.0001456-0.0017547i,-0.00013755-0.0020376i,-0.00012004-0.0017921i,-0.0002478-0.00095983i,-0.0001519-0.00019364i,0.00042359+8.6343e-06i
0.0031673-0.00093841i,0.002776-0.0029265i,0.0015304-0.0038997i,0.00033794-0.0028083i,0.00034345-0.001136i,0.0013323+0.0011408i,0.0022494+0.0026513i,-3.4677e-05+0.0036309i,-0.0039893+0.0043754i,-0.005888+0.0036498i,-0.0058662+0.0015301i,-0.0049075+3.5711e-05i,-0.0038167+0.00013103i,-0.0022136-0.00039237i,-0.0012372-0.0015893i,-0.0019972-0.0013792i,-0.0026244-0.00017294i,-0.002529+0.00099454i,-0.0025404+0.00080299i,-0.0020417+0.00045065i,-0.0010706+0.0011877i,0.00010731+0.0013857i,0.00052841-0.00015661i
