-0.0015292+0.00077732i,-0.00056682+2.4655e-05i,-0.0011538-0.00062578i,-0.0012654-0.00049309i,-0.0010752+0.00028204i,-0.00023609+0.00042994i,0.00046503+0.0016052i,0.00097719+0.0021046i,0.0019592+0.0014984i,0.0021807+0.00049183i,0.001555-0.00041359i,0.00046089-0.00020486i,0.00026773-0.00028296i,0.00010122-0.001281i,3.9959e-05-0.0012967i,-0.00017563-0.00053747i,-0.00022368+0.00014045i,-7.674e-05+0.00034672i,-0.00013414+0.00060566i,-0.00010181+0.0006932i,-0.00011066-0.00027871i,-0.00032787-0.00065374i,-5.7883e-05-0.00044717i
0.0011523-0.00032283i,0.00053991-0.00030072i,0.00087371-0.00093685i,0.00085909-0.0012219i,-0.00056808-0.0014245i,-0.0010474-0.0012216i,-0.00031525-0.00023445i,0.00038178+0.00011395i,0.0012347+0.00037428i,0.0017199+0.00047236i,0.0009388+0.00045503i,-0.00029982+0.00077638i,-0.00059745+0.00090145i,-5.427e-05+0.00054369i,-0.00023983+6.0357e-05i,-0.00056632-0.00017532i,6.5722e-05-0.00023415i,5.5743e-05+0.00036281i,-0.00050988+0.00025644i,-7.6472e-07-2.9841e-06i,0.0005869+0.00021778i,4.9409e-05+1.3732e-05i,-0.00059782-0.0001619i
0.00084367+0.00073709i,0.00032267+5.4419e-05i,0.00040153-0.0012434i,-0.00014308-0.0021342i,-0.00085802-0.0022484i,-0.0011288-0.00071761i,-0.0013645+0.00070296i,-0.00099551+0.00075466i,0.00036442+0.00097434i,0.001389+0.0010679i,0.00075156+0.0011104i,-1.5597e-05+0.0010277i,0.00034456+0.00040809i,0.00024366+2.5732e-05i,-0.00026965+0.0004135i,-0.00030142+0.00010775i,-0.00017556+0.00027994i,-0.00066175+0.00060319i,-0.0011378+2.4682e-05i,-0.00039451-0.0003489i,0.00043641+0.0002244i,0.00014627+0.0008817i,-0.00045514+0.0003043i
8.5191e-07+0.00028078i,-0.001061+0.00032398i,8.1724e-05-0.0001932i,0.00093209+3.4713e-05i,0.00019725+0.00070764i,-0.00025443+0.00034016i,-0.00068082+0.0006116i,-0.00052147+0.0011592i,-0.00013984+0.00072644i,-0.00036032-0.00019138i,-0.00023902-0.00076445i,4.3481e-05-0.00018517i,0.0001029+0.00051811i,0.00086759+0.00055657i,0.0013829-0.00031775i,0.0012932-0.00036345i,0.0009979+0.00070705i,-0.00014387+0.00057185i,-0.00070518-0.00029454i,-0.00074239-0.00076213i,-0.0011882-0.0005292i,-0.0010336-0.00015552i,-0.00052286-2.4524e-05i
-0.00092755+0.00087544i,-0.00078817+0.0009758i,-0.0013816+0.0010789i,-0.00074716+0.00042495i,0.00026509-0.00083827i,0.00031883-0.00036633i,-0.00023412+0.0012035i,-9.2554e-05+0.0015024i,0.00057993+0.00084268i,0.0010791+0.00028392i,0.00099525+0.00016345i,0.00047703+0.00041383i,0.00075037+0.00060973i,0.00093315+0.00071886i,0.00067222-3.6394e-05i,0.0011293-0.0007295i,0.00072993-0.00091795i,-0.00036514-0.0011375i,-0.00059543-0.00093104i,0.00010198-0.00060988i,0.00048635-0.00026932i,0.00025151+0.00071984i,0.00077927+0.0005324i
-0.00084548+0.0022363i,4.2229e-05+0.00089589i,0.0016977+0.00074705i,0.0026047+0.001116i,0.0026083+0.00026679i,0.0015446-0.00025077i,0.00033797-6.9357e-05i,0.00016531+0.00011085i,0.00044207-4.6243e-05i,0.00096197+0.0003381i,0.00056721-0.00018306i,-0.00014534-0.00082498i,-4.821e-06+0.00014021i,0.00011397+0.0009964i,0.00024116+0.00039362i,0.00054457-0.00013664i,0.00084757+0.00033886i,0.00092046+0.00084223i,0.00063913+0.0012387i,1.7439e-05+0.00080183i,-0.00051341+3.8302e-05i,-0.00056605+1.0744e-05i,-0.00023838-0.00032699i
0.0010535+0.0027398i,0.0016161+0.001743i,0.0024439+0.0010625i,0.0019406-0.00039002i,0.00082014-0.0023261i,-0.00042403-0.0020237i,-0.00066128-0.0010771i,-0.00010569-0.00043455i,-4.9717e-05+0.001013i,-0.00043525+0.0016605i,-0.00046214+0.00057487i,-0.001414-0.00018177i,-0.0016017-2.5462e-05i,-0.0005519+0.00040299i,-0.00010762+0.00041736i,-0.00028602+1.5949e-05i,-0.00050228-0.00025249i,-5.5265e-05+0.00010503i,0.00020247+0.0003986i,6.0883e-06-0.00013112i,-5.1564e-06-0.00027877i,0.0002457+0.00032639i,-0.0001562+0.00015399i
-0.00061074+0.00048006i,-0.0010246+0.0003217i,-0.0011916-0.00020872i,-0.0013371-0.00053985i,-0.00059276-0.00037438i,5.6384e-05+0.00083061i,-0.00012508+0.0018466i,1.4504e-05+0.0013172i,0.00083511+0.00092837i,0.0012501+0.00066267i,0.00070307+0.00071563i,0.00078014+0.00066892i,0.00086814+0.00061622i,0.00035953+0.00017026i,0.0002482+0.00022517i,0.0003861+0.00024003i,-0.00016738-0.00030991i,-0.0009702-0.00014236i,-0.0007712+0.00011926i,-5.0753e-05+0.00011654i,0.00072655-0.00058114i,0.00031761-4.9932e-05i,-0.0005326+0.0013737i
0.00034964-0.0018807i,-0.0007498-0.0018426i,-0.00073658-0.00131i,-0.00033799-0.00146i,-0.00028101-0.0011667i,-0.00057023+0.00011338i,-0.00039182+0.00055339i,-0.00038833-0.00015039i,-0.00024068-0.00024091i,0.00031956+0.00017846i,0.00046433+0.00043169i,2.2014e-05+0.00036251i,0.00044063-0.00033907i,0.0010522-0.00084511i,0.0015517-0.00080456i,0.0019221-5.8608e-05i,0.00048887+0.00017794i,-8.2607e-05+0.00016607i,0.00032423+3.7966e-05i,0.00017782-0.00058385i,0.00033574-0.00024004i,7.1624e-05+0.00098074i,0.00017772+0.00057113i
6.6345e-05-0.0018312i,9.792e-05-0.0018165i,-0.0010711-0.0024049i,-0.0014493-0.0032416i,-0.00078281-0.0028768i,-0.0013404-0.00098497i,-0.0012572-7.179e-05i,7.3175e-05+1.9532e-05i,0.00073263+0.00045405i,0.00076864+0.0010177i,0.00068968+0.00045595i,0.00056322-0.00060686i,0.00059487-0.00047534i,0.00037714+0.00024708i,0.00031164+0.00048619i,-0.00043098+0.00028904i,0.00013195+5.4867e-05i,0.0010222+7.1448e-05i,0.00066415+0.00038241i,0.00077281+0.0005466i,0.00089105+0.00074902i,0.00080736+0.0011026i,4.1775e-05+0.0011529i
0.00098624+0.00042484i,0.00026402+0.00018416i,0.00058811-0.00029959i,0.00045873-0.0009179i,-0.00038906-0.00067353i,-0.00097223+0.00023312i,-0.00095095+0.0006884i,-0.00012729+0.0012709i,0.0005485+0.0012283i,0.0012286+0.00057132i,0.0013017+0.00015381i,0.00044434+7.4566e-05i,-0.00060782+0.00036465i,-0.00012175+0.0010831i,0.00085691+0.0015338i,0.000201+0.0011897i,-0.00049244+0.00049467i,-0.00015294+0.00034264i,0.00073844+0.00084126i,0.00056191+0.0006766i,-2.1128e-05-2.2008e-05i,7.2751e-05-7.654e-05i,-0.00013783+0.00015045i
-0.00010064-0.00030971i,-0.0009242-1.3069e-05i,-0.0011161-0.00071834i,-0.0016242-0.0015987i,-0.0023827-0.0020381i,-0.0014536-0.00087279i,0.00023027+5.1324e-05i,0.00073529+0.00053941i,0.00024761+0.00081892i,-0.00011912+0.00059042i,-0.00033513+0.00053751i,0.00030408+0.00092758i,0.00064287+0.00065318i,0.00015747+0.00034871i,0.00062744+0.00031229i,0.00049018+0.00042665i,-0.00031792+0.00085925i,-0.00046297+0.00038298i,-0.00073944-0.00028588i,-0.00036846-0.00052466i,-2.4652e-05+0.00013982i,-0.00022915+0.00054661i,-0.00080132+0.00024427i
-0.00034071+0.00098767i,0.0004574+0.00089963i,0.00095082+0.00036951i,0.00059843+0.00014529i,0.00019709+4.4072e-05i,0.00063417-0.00035978i,0.0014585-0.0010639i,0.00075162-0.0010079i,-0.00041659+0.00039226i,-0.00014714+0.00136i,0.00077278+0.00073877i,3.9344e-05+9.9624e-05i,-0.00046801+0.00039612i,1.7017e-06+0.00061877i,0.00054545+0.00030411i,0.0006888-0.00044386i,0.00076107-0.00076035i,0.00052636-0.00054567i,-7.8871e-05-2.922e-05i,-0.0003667+0.00030293i,-0.00036772-0.00028501i,-0.00035966-0.00035744i,-0.0005142-0.00055936i
-0.00036208+0.0018055i,-0.0006746+0.00049511i,6.3179e-05-0.0012782i,0.00073952-0.0022021i,0.00013615-0.0017468i,-7.7777e-05-0.00053958i,0.00013408+0.00014892i,-2.3201e-05+0.00070247i,0.00052479+0.0017808i,0.0016183+0.0017577i,0.0015251+0.00065749i,0.0010207+0.00025278i,9.6423e-05+0.0002129i,-0.0011332+0.00049445i,-0.0010684+0.00061025i,-0.00055494+0.00033744i,-7.4102e-05-0.00013054i,0.00018803-0.00023321i,0.00045167+3.1572e-06i,0.00095139-0.00018512i,0.00052314-0.00030304i,-5.8981e-05-0.00023155i,0.00037221-1.2534e-05i
0.0021749+0.0026073i,0.0016442+0.0016333i,0.0022679-0.00023027i,0.0016525-0.0014195i,-5.0113e-06-0.001773i,-0.001986-0.0010173i,-0.0025596-0.00040841i,-0.0008306+0.00013497i,0.00040562+0.0010422i,0.00027384+0.0004363i,-0.00036633-0.00033976i,-0.0011786-6.1199e-05i,-0.0012331+8.9983e-05i,-0.00063927+0.00040547i,-0.00017651+0.001071i,7.1631e-07+0.0013136i,-0.00023757+0.00097346i,-0.00032405+0.00054824i,0.00025388-0.00017522i,0.00068207-0.00012643i,-0.0002809+9.1395e-05i,-0.0007462-0.00048833i,-0.00032726-0.0012196i
0.00020219+0.00066312i,0.00046997+0.00035444i,6.2829e-05-0.00091085i,0.00027855-0.0013376i,-0.00031372-0.0013259i,-0.0012437-0.00069418i,-0.0011654-0.0002116i,-0.00056322+0.000235i,0.00071708+0.00092371i,0.001279+0.0014133i,0.00099258+0.00097655i,0.00085369+0.00082479i,0.00058338+0.00083379i,0.0002198-0.00017979i,-0.00029106-0.000847i,-0.00028363-0.00066568i,-0.00067796-0.00017404i,-0.0019416-0.00021623i,-0.0015883-0.00030553i,-0.00073716-0.00069111i,-0.0006045-0.00077801i,-0.00020093-4.6592e-05i,9.0868e-05+0.0006824i
-0.00018421-0.0011953i,-0.0017044-0.0012786i,-0.0021559-0.0015827i,-0.0016182-0.0011826i,-0.00089161-0.0012227i,-0.00042476-0.0006208i,-0.00060854+0.00088307i,-5.9443e-05+0.0014325i,0.0010332+0.0007525i,0.0010886-0.00014007i,0.0001917-0.00047333i,9.732e-05-0.00044235i,0.00030901-0.00026638i,0.0001782+0.00041189i,0.00036183+0.0006817i,0.00065518+8.1201e-05i,0.00037644-0.00066277i,0.00045812-0.00092126i,0.00051137-0.00045652i,0.00043082-0.00027484i,0.00035996+6.7811e-05i,1.7926e-05+0.00047357i,3.5694e-05-2.3572e-05i
0.0011013+0.00031186i,0.00046488+0.00029134i,0.00033903+8.6651e-05i,0.00016053-0.00010098i,0.00060572-9.5437e-05i,0.0009014+0.00044255i,0.00098169+0.0010846i,0.0010704+0.00085695i,0.00043426+0.0010574i,0.00028975+0.0015195i,0.0001054+0.00044344i,-0.00020005-0.00028248i,0.00044967+0.00050334i,0.00075163+0.00057144i,0.00042991-0.00034679i,0.00037877-0.0001255i,-5.5671e-06+0.00027172i,-0.00092299-0.00017379i,-0.001337+0.00046854i,-0.00071029+0.00070796i,-2.1606e-05-0.00017489i,-0.00016144-0.0002126i,-0.00061297-0.00037916i
-0.0017428+0.00093059i,-0.00067421+0.0015423i,0.00085413+0.00091748i,-2.4858e-05-8.5247e-05i,-0.00041307-0.0012483i,0.0004061-0.0016687i,-0.00062895-0.00046668i,-0.0010383+0.00041531i,-3.1286e-05+0.00075319i,0.00029481+0.00071875i,0.0003874+0.0003483i,0.0001649+0.00022549i,0.00048232-5.9094e-05i,0.00061918+0.00046758i,0.00099892+0.00066915i,0.0011588+0.00022916i,0.00087312-3.3535e-05i,0.00070948+0.00031009i,0.00034185+0.00094882i,-0.00018304+0.00062305i,-0.00070634+0.00011362i,-0.00027992-0.00038859i,0.00019651-5.8495e-06i
0.00096869+8.4608e-05i,0.00071734-0.00027342i,9.9948e-05-0.0014321i,-0.0002682-0.0020642i,-0.00038309-0.0013992i,-0.00041129-7.4832e-05i,-0.00065557+0.00089798i,-0.00031459+0.0013077i,0.00014899+0.0014297i,7.9388e-05+0.0011507i,0.00059627+0.0002225i,0.00080464-0.00028546i,0.00052754+0.00046265i,0.0010561+0.00071234i,0.00080962+0.00055162i,-8.6252e-05+0.00039095i,0.00025608-0.0004662i,0.00091439-0.0012101i,0.00093779-0.00085421i,0.0008168-0.00022089i,0.00044932-0.00031575i,5.0837e-05-0.00013811i,0.00013982+0.00052914i
0.00045727-0.0007861i,-0.00024165-0.0025373i,-0.00032453-0.0029917i,-0.0010112-0.0025831i,-0.0019781-0.002159i,-0.0021504-0.0017911i,-0.0012004-0.00052079i,-0.00077719+0.00074578i,-0.00093287+0.00063861i,-0.0005899+0.00048i,-0.00020538+0.00060858i,0.00018655+0.0011989i,0.00056722+0.0020888i,0.00032002+0.0015236i,0.00036215+0.00040508i,0.00047914-0.0003681i,0.00028464-0.00033695i,-0.00032382-0.00015853i,-0.00026671-0.00068322i,0.00049094-0.00047535i,0.0012284+0.00027464i,0.00072523+0.00017373i,-0.00015947-2.7801e-05i
9.9832e-05+0.0020418i,0.0013528+0.0015311i,0.0011938+0.0016161i,0.00089491+0.00060123i,0.0012974-0.0003131i,0.0009881-0.00041324i,4.4383e-05+0.0002481i,0.00061046+0.0013017i,0.0013648+0.001598i,0.0011139+0.0011607i,0.00050253+0.00069985i,-0.0010736+1.4375e-05i,-0.00074232-0.00020497i,0.00037563-5.0387e-06i,0.0008048+0.00022892i,0.0011134+0.00030225i,0.00019653+4.2853e-05i,-0.00046778-0.00024007i,-0.00056365-0.00039392i,-0.00030604-0.00024487i,-0.00046143-0.00088577i,-0.00050566-8.7499e-05i,-0.00021446+0.00035498i
-1.1296e-05+0.00050892i,0.00074604-0.00076043i,0.00078661-0.0015998i,0.00086953-0.0017439i,0.00066101-0.0020631i,-0.00079407-0.0010793i,-0.0017916-0.00012124i,-0.0007059+0.00054738i,0.00071759+0.0011912i,0.0008083+0.00062357i,9.0072e-05+2.139e-05i,-8.698e-05+0.00071458i,-0.00027588+0.0015866i,-0.00021358+0.0017799i,0.00010831+0.0018138i,0.00058887+0.00088826i,0.000453-0.00046074i,0.000374-0.00017494i,7.1749e-05+0.0010748i,-0.00012374+0.0012247i,0.00044212+0.00035961i,0.001047+2.157e-05i,0.0010211-0.00010689i
-0.00047723+0.0012376i,-8.4341e-05-0.00017941i,-0.0010424-0.00049642i,-0.00057374-0.00021254i,6.3328e-05+1.546e-05i,0.000209+0.00033899i,0.00020436+0.00071258i,7.648e-05+0.0001355i,0.00013429+0.00024655i,5.2003e-05+6.0983e-05i,0.00048495-0.00062417i,0.00080669-0.0004906i,0.0011165+0.00048269i,0.001299+0.00081811i,0.00065647+0.00079992i,0.00035409+0.00037565i,-1.2593e-05-0.00024887i,-0.00035405-0.00075747i,7.6249e-06-0.00029695i,0.00041754+0.00040863i,0.0010905-9.819e-05i,0.0013947+0.00028285i,0.00068612+0.0007695i
-0.0013838-0.0016213i,-0.0010849-0.0018143i,-0.0013748-0.00090823i,-0.0015193-0.00081391i,-0.0013413-0.0011994i,-0.0014412-0.00021337i,-0.0012854+0.0012142i,-0.00086939+0.001715i,-0.0010169+0.0015217i,-0.00066369+0.00078294i,0.00045696+0.0001456i,0.0010822-0.00035012i,0.0011867-0.00060796i,0.00073485+0.00028685i,0.0001922+0.0011618i,0.00015546+0.00095591i,0.00057866+0.00022921i,0.00083166-0.00040247i,0.00059061-0.00065775i,-0.00051122-0.00048297i,-0.00060962-0.00053267i,-9.7717e-05-0.00055115i,-0.00012571-0.00059846i
-0.0015376-0.0011969i,-0.0032202+0.00023249i,-0.003345+0.001178i,-0.0030567+0.0014834i,-0.0031785+0.0013985i,-0.0023603+0.0014663i,-0.00092595+0.00069233i,0.00012146+0.00042522i,0.00045317+0.00088741i,4.3837e-05+0.0010484i,0.00019765+0.00090556i,0.00021575+0.00050913i,0.0003035+0.00030457i,0.0009028+0.00063464i,0.00075267+0.00041034i,-6.2443e-05-5.4194e-06i,-6.6635e-05-0.00065364i,-2.9301e-05-0.00074986i,-0.00035114-0.00025881i,-0.00068455-0.0003354i,-0.00082099-0.00066399i,4.8699e-06-1.7715e-05i,0.00087426+0.00019589i
-0.00096127-0.00063431i,-0.00063836-0.00019134i,-0.00019145-0.00094423i,4.155e-06-0.0011431i,0.00010597-0.0012992i,0.00039081-0.0012521i,0.00041557-0.00087072i,0.00053349-0.00036349i,0.00043194+0.00012286i,0.00013323-0.0003228i,-5.667e-05-0.00053521i,-0.00011891+0.00014893i,0.00071751+0.00035468i,0.0016233-0.00040522i,0.0011925-0.00014484i,0.00063488+0.00066485i,0.00011537+0.00050067i,-0.00028622+0.00045058i,-0.00025815+0.00087449i,-0.00011951+0.00085662i,-0.00076283+0.00037039i,-0.00064564+0.00027193i,0.00041184+0.00052159i
-0.00080699-0.00059956i,-0.00026896-0.00053508i,-0.00044861+0.00017405i,-8.8e-05+0.00040485i,0.00026903-9.5188e-05i,-0.0009377-0.0001079i,-0.001146-4.897e-05i,-0.00013871+0.0001035i,0.00041999+0.00059341i,0.0013648+0.00039061i,0.0015149+0.00014911i,0.00057033+0.00016496i,0.00028108-4.0377e-05i,0.00056327-4.5912e-05i,0.00032465+0.0003924i,0.00026343-1.9131e-06i,0.00075154-0.0008806i,0.00067094-0.00052336i,-0.00020813+0.00024191i,1.6039e-05+0.00035875i,-5.9095e-05-0.00037935i,-0.00043952-0.00038681i,-0.00015453-0.00032975i
0.00061017+0.00020195i,0.0015335-0.00047221i,0.0026233-0.0010271i,0.0025457-0.00095186i,0.00093422-0.0014082i,-0.00061836-0.0016476i,-0.0013293-0.00046336i,-0.00028203+0.00038376i,0.00029111+0.00081757i,0.00018937+0.00073475i,0.00050573+0.00010626i,0.00064545-0.00050353i,0.00033202-0.00065259i,0.00090998-0.00037502i,0.0010908-8.8333e-07i,0.00036827-2.1156e-05i,0.0006371-0.00027884i,0.0012903-5.2686e-05i,0.0014777+0.0010704i,0.0010458+0.00027822i,-0.00014924-0.00071723i,-0.0010375+0.00027271i,-0.00076676+0.00083983i
-0.00052318+0.00083448i,0.00027518+0.0014131i,0.00083324+0.0018258i,0.00040739+0.00092495i,-5.1783e-05+0.00010136i,-0.00058815+2.5435e-05i,-0.00031762+0.00013418i,0.00011608+0.00030629i,5.163e-05+0.00076044i,0.00052339+0.0011963i,0.00073469+0.00084329i,0.00045283+3.1491e-05i,0.00025042+0.00016931i,0.00028747+0.000815i,6.0886e-05+0.0010925i,0.00014801+0.0005635i,0.00044076-0.00021831i,-6.368e-05-0.00016038i,-1.349e-06-5.1217e-05i,0.00042674-0.00038993i,-8.2411e-05-0.00011879i,6.3175e-05-0.00029903i,0.00043913-0.0011137i
0.00094777+0.00028639i,0.0011714-0.0004429i,0.0016253-0.0007051i,0.00016758-0.00066871i,-0.0015669-0.00086844i,-0.0017319-0.00078432i,-0.0013092+0.00039623i,-0.0012359+0.0020054i,-0.00064585+0.0017133i,0.0010499+0.00094446i,0.0014614+0.00057994i,0.00035376+9.1367e-05i,-0.00061339+0.00022992i,-0.00079608+0.0010831i,-0.00051788+0.0012964i,0.00018389+0.0011849i,-0.00017095+0.00040779i,-8.5456e-05-0.00072072i,8.8222e-05-0.00061723i,-0.00092004-0.00071703i,-0.00053415-0.00062631i,0.00020895-0.00041239i,0.0003954-0.001095i
0.0018614-0.00058604i,0.0011549-0.0008426i,0.0010388-0.0023229i,0.0012146-0.0029987i,0.00029554-0.0026072i,-0.00070935-0.0010965i,-5.2959e-05+0.00019197i,0.00053936+0.0010653i,0.0010131+0.0014929i,0.00068963+0.00066249i,0.00048007-0.00027376i,0.00045822-0.00023632i,-0.00026576+0.00073212i,-0.00051056+0.00087649i,-0.00044761+0.00011946i,0.00050186-0.00019399i,0.0011263-0.00047707i,0.00035566-0.00070621i,-0.00021414-0.00084021i,-0.00036203-0.00057079i,0.00013032+7.3812e-05i,0.00021584-0.00044617i,0.00031868-0.00048911i
-0.00024298-0.00058355i,-0.0011329-0.00085315i,-0.0014794-0.00097957i,-0.001574-0.00095998i,-0.0020511-0.00038672i,-0.0020832+0.00017813i,-0.0010245+0.0006087i,-0.00023846+0.00097544i,0.00011227+0.00025841i,7.9497e-05+4.6923e-06i,-0.00051445+0.00055135i,-0.00052762+0.00087152i,-0.00036016+0.00058469i,-0.00017314+0.00070309i,5.7879e-05+0.00015627i,-4.66e-05-0.0003644i,-0.00058868-7.7878e-05i,-0.00062459-0.00056297i,-0.00025722-0.00046985i,-0.00036143-0.00018786i,-0.00037897-0.00062874i,-7.383e-05-0.00058882i,-0.00018128-0.00045776i
0.0012473-0.001411i,0.00047311-0.0008828i,-0.00014104-0.00173i,0.00032852-0.0019165i,-0.00045825-0.001275i,-0.00080861-9.4845e-07i,0.00019437+0.00063963i,0.0005756+0.00063212i,0.00083157+0.00014083i,0.00092189-0.00025396i,0.00034912-0.000338i,-0.00014202+0.00021078i,0.00027422+0.0012411i,0.00087921+0.0010831i,0.0011608+0.00031061i,0.0013898-0.00022413i,0.00052473-0.00017877i,-0.00065029-1.3561e-05i,-0.00073842-0.00044872i,-0.00038781-0.0009465i,-0.00035472-0.00097519i,-0.00030778-0.00029937i,-0.00057487+0.00050679i
-0.00033323+8.2682e-05i,0.00024889-0.00049046i,-0.00015214-0.00072428i,-0.0010631-0.00091625i,-0.0018098-0.00087065i,-0.00242-0.00038871i,-0.0021894+0.00063875i,-0.0017128+0.0005886i,-0.0013248+0.00035455i,-0.00065221+0.0005505i,-8.5586e-05-0.00017184i,0.00033234-0.00011437i,0.00071713+0.00064394i,0.00085792+0.00058126i,0.00045105-0.00014355i,0.00061293-6.7426e-05i,0.00091095+3.3508e-05i,0.00013807-0.00054359i,-0.0010711-0.0013977i,-0.0012306-0.0011674i,-0.0010205-0.00041393i,-0.00066859+0.00017708i,-0.0006551-0.00036949i
-0.00072909-0.0003083i,-0.0016802-0.00077828i,-0.0020756-0.0010517i,-0.00048212-0.0013134i,0.00013734-0.00041041i,-0.00018222+0.0013228i,0.00023134+0.00097914i,0.00033129+0.00038843i,-0.00011193+0.00055345i,0.00061474+0.00048359i,0.0010469+0.000482i,0.00032552+0.00028945i,-2.1433e-05-0.00028468i,0.00016726-3.442e-05i,0.00042269+0.00019569i,0.0013269-0.0002725i,0.0012267-0.00051746i,0.00026253-0.0005219i,0.00031869-0.00040564i,0.00041885+6.983e-07i,0.00028981+5.7235e-05i,0.00040948-8.1072e-05i,0.00026605+0.00014728i
0.00014566-0.00033681i,-2.7472e-06-0.00043382i,-0.00019304-0.00045236i,-0.00072984+6.2177e-05i,-0.0015781+0.00039228i,-0.0009222+0.00064119i,0.00060866+0.00063899i,0.00046564+0.00028974i,0.00024554-7.795e-05i,0.00049745-2.8903e-05i,0.00047804-3.4545e-05i,0.00022478-7.4432e-05i,-2.3794e-05+0.00017588i,-6.1293e-05+0.00030712i,-0.00036311-0.00035718i,1.6926e-05-0.00019672i,0.00067582+0.00035361i,0.00076287+0.00020405i,0.00018972+0.00019968i,-0.00018395+0.00060083i,-0.00021534+0.00031911i,7.7789e-05+1.5036e-05i,0.00056504-0.00029386i
-0.00071477-1.1146e-05i,0.00037415+0.00050289i,0.00011209+0.00043051i,0.00013611-0.00067319i,0.00027662-0.0014382i,0.0001787-0.001061i,0.00019057-0.00040886i,6.3117e-05+0.00010745i,-0.00029674-0.00010377i,-0.00041666-0.00064116i,-0.00014997-0.00042518i,6.8961e-05+6.7681e-05i,0.00070744+0.00026504i,0.00050644-2.9729e-05i,0.000116+0.00011977i,-0.00011011+0.00030566i,-0.00065178+0.00037373i,-0.00014807+2.6355e-05i,-0.0002954+0.00012088i,-0.0006242+0.0003556i,0.00033477+0.00020858i,0.00074124+0.00016932i,0.00082391-3.2302e-05i
-0.0014441+3.2835e-05i,-0.00076594-0.0010184i,-0.00030351-0.00079517i,0.00015243+0.00020932i,-0.00027878+0.00093183i,-0.0010375+0.0009988i,-0.00089172+0.00093523i,-5.039e-05+0.00099464i,0.00084943+0.00094436i,0.0015591+0.0014937i,0.0019031+0.0011546i,0.0011841+0.00026304i,0.00030027+0.00071714i,0.00056967-7.2899e-05i,0.00049832-0.00075916i,-6.3647e-05-0.00032285i,-0.00042416-0.00024611i,-0.00030525+0.00026502i,-1.0505e-05+0.00023564i,-0.00029091+4.3956e-06i,-7.9942e-05+0.00047474i,-8.506e-05+0.00036734i,-0.00070952-6.8962e-05i
-3.2085e-05-0.00099584i,-0.00069726-0.0014844i,-0.0018268-0.00093963i,-0.0017921-3.238e-05i,-0.0021236+0.0011366i,-0.0017831+0.0017543i,-0.00093704+0.0008482i,0.00014677+8.152e-05i,0.00091339+0.00026631i,0.00098459+0.00021884i,0.00069312+0.00019982i,-0.00035811+0.00069632i,-0.00039368+0.0004041i,0.00066164+5.3778e-06i,0.00076921+0.00040511i,0.0003685+0.00018992i,-0.00016764-0.00022505i,-0.00031295+6.1888e-05i,0.00010627-0.00038225i,0.00024692-0.0010587i,-0.00016548-0.00078826i,-0.0001199-0.00028816i,-8.7852e-05-0.00017462i
-0.0011145+0.00088662i,-9.6702e-05+0.0003764i,0.00048771-0.00027764i,-0.00052367-0.00011111i,-0.0011348+0.00017202i,-0.0014369-3.096e-05i,-0.0014112+0.0005377i,-0.00096617+0.00036956i,-0.00030657-0.00027987i,3.402e-05-2.0719e-06i,1.7112e-05+0.00081209i,-9.7768e-05+0.00083088i,9.5766e-05+0.00053181i,1.6699e-05+0.0006039i,-0.00067001+0.00070582i,-0.00051442+7.4852e-05i,-4.1642e-05-0.00064137i,0.00047966-0.0002745i,0.00073176-0.00040806i,0.00075906-0.00034913i,0.00064992-0.00037677i,0.00051677-0.00055129i,0.00082678-0.00018186i
-0.0018932-0.00034522i,-0.0016143+0.00050498i,-0.0015217+0.0019879i,-0.0014713+0.0015561i,-0.0012513-0.00017772i,-0.0014281-0.00075612i,-0.0015818-0.00035053i,-0.0012282+0.0004283i,-0.0012361+0.00073273i,-0.00069565+0.00073841i,-0.00013875+0.00069353i,-0.00014768+0.00036915i,0.00026194+0.00075966i,0.00058055+0.0014636i,-0.0001759+0.0010597i,-0.00033107+0.00020695i,0.00028477+0.00032413i,0.00045072+0.00058442i,0.00067901-5.3026e-05i,0.00093676-0.00061637i,0.00057755-0.00032481i,0.00064274+0.00014615i,0.00071914+0.00044957i
0.00075667+3.3556e-05i,0.00024003-0.00048835i,0.00015631-0.0019595i,0.000384-0.0023271i,-0.00012764-0.0019544i,4.9356e-05-0.0012935i,0.00024089-1.3437e-06i,2.3459e-05+0.00073942i,0.00021259+0.00063487i,0.0004962+0.000176i,0.00055823+0.00020618i,-0.00056672+0.00029038i,-0.00084964+0.00022694i,2.6601e-05+0.0004176i,0.000276+0.00029966i,0.00039652+5.6869e-05i,0.00076563-0.00018542i,0.0010024-0.00039245i,0.00067083-0.0003628i,0.00020773-0.00027567i,0.00030174-0.00014106i,0.0003189-0.00020597i,1.9592e-05-0.00040334i
