-0.0036869+0.00072671i,-0.0019063+0.0010737i,-0.0014619+0.0018827i,-0.00059866+0.003683i,-0.00028806+0.0048501i,0.00050949+0.0035505i,0.0012705+0.0025949i,0.00058597+0.002371i,-1.9095e-05+0.0013385i,-0.00063038+0.00069996i,-0.00043186+0.00022264i,0.00058772-0.00084741i,0.00097962-0.0014595i,0.00041542-0.001424i,9.259e-05-0.0014384i,0.00012061-0.0010671i,-0.00060188-0.0011289i,-0.0011513-0.00092285i,-0.00041181-0.00061276i,-6.3298e-06-0.00038267i,-0.00021954+3.5624e-05i,-0.00050208+7.541e-05i,-0.00042988+0.00080017i
-0.0010469-0.00031611i,-0.00058815-0.00036285i,-0.00027136+2.4968e-05i,0.00043416+0.00044179i,0.00097775+0.0023901i,0.0019831+0.0041584i,0.0030415+0.0027067i,0.0044224+0.00085822i,0.0043226+2.7976e-05i,0.0022714-0.001643i,0.0003799-0.0027105i,-0.00036381-0.0023178i,3.4684e-05-0.0013349i,0.00025174-0.0016233i,-5.2778e-05-0.0024453i,0.00049788-0.0029673i,0.00115-0.0023239i,0.00032039-0.0007366i,-0.0002146-0.00026176i,-3.6717e-07-0.00039799i,-0.0001299-0.00060543i,-0.00038211-0.001009i,-0.00047417-0.00039924i
-0.0022951-0.00076605i,-0.0021071+0.0014909i,-0.0027157+0.0035676i,-0.0017496+0.003418i,0.0022271+0.0013093i,0.004556-0.0010745i,0.0028856-0.0033697i,-0.00020652-0.0051545i,-0.0029638-0.0055234i,-0.0042912-0.0039237i,-0.0032698-0.0019461i,-0.0013374-0.00049805i,-0.00026035-0.00078115i,-0.00049746-0.0014525i,-0.0014341-0.0011615i,-0.0019926-0.00054831i,-0.0014968+0.00011601i,-0.0010288+0.0001934i,-0.00051763-0.00012154i,-0.00011133+0.00012631i,-0.00059527+0.00073384i,-0.0011621+0.0003638i,-0.0013143-0.0003374i
-0.00025128-0.0019009i,-0.0011286-0.0029911i,-0.0023884-0.0031695i,-0.0023555-0.0030418i,-0.002259-0.0023963i,-0.0023915-0.0011193i,-0.0034557-0.001762i,-0.0067307-0.0029813i,-0.008872-0.0019351i,-0.0072098-0.00081964i,-0.0045047-0.00010898i,-0.002238+0.0011412i,-0.00040177+0.0014881i,-0.00039124+0.0011714i,-0.001091+0.0010737i,-0.001399+0.00094792i,-0.00087303+0.0009673i,6.6554e-05+0.0014718i,0.0014161+0.0015835i,0.001704+0.0011693i,0.00069918-4.8935e-05i,-0.00025116-0.00057881i,-0.00041492+4.3611e-05i
0.0014288-0.00079655i,0.0013124-0.00087319i,0.00073749-0.0011841i,-0.0014257-0.00096478i,-0.0044353-0.00096323i,-0.0062034-0.0013494i,-0.0068799+7.7296e-05i,-0.0075508+0.0027595i,-0.0068855+0.0036049i,-0.0035253+0.0034877i,-0.00086332+0.0028871i,-0.00038983+0.0016121i,0.00014207+0.00041731i,0.00041004+0.00081218i,0.00020617+0.0017036i,0.00054489+0.0022853i,0.0012514+0.0025204i,0.0016632+0.0017977i,0.00081029+0.0012079i,-0.00045962+0.00070605i,-0.00093391+0.00024602i,-0.00088256+0.00016223i,-0.00033682-0.00010647i
-1.1324e-05+0.0021425i,0.0017594+0.00070459i,0.0033615+0.00046534i,0.003249+0.0023445i,0.0015105+0.0042028i,-0.00057479+0.0052467i,-0.0014724+0.0061795i,-0.0008194+0.0070003i,1.8477e-05+0.0065817i,0.00099703+0.0042882i,0.0017662+0.0019365i,0.0017231+0.00075706i,0.00032559+0.00048068i,-0.00041654+4.1047e-05i,0.00061908-0.00057651i,0.0015235-0.0001331i,0.0015032-0.00024522i,0.0014809-0.00072326i,0.0013779-0.0002822i,0.00033824-0.00092729i,-0.00043842-0.0017795i,-0.00072724-0.0014784i,-0.0010478-0.00078984i
-0.0011989-0.001717i,-0.0024679-0.0012568i,-0.0041275+5.732e-05i,-0.0047372+0.0021967i,-0.0032901+0.0051358i,-0.0015083+0.0068752i,0.00037023+0.0054925i,0.0028609+0.0029584i,0.0040021+0.0014234i,0.0032556+5.8574e-05i,0.0019767-0.00083219i,0.00099237-0.00057105i,0.0009974+4.0362e-05i,0.0012895-0.00025489i,0.0013696-0.0010123i,0.0007103-0.0023699i,-0.00045274-0.0027101i,-0.0017481-0.00054383i,-0.0016131+0.00094781i,-9.2935e-05+0.00090531i,0.00061564+0.00064719i,0.00040147+0.0004358i,-7.6574e-05+0.00098772i
-0.0018069+0.00165i,-0.0009379+0.0004091i,0.0001405+0.0013547i,0.002692+0.0015056i,0.0058578+0.00019494i,0.0070067-0.0013196i,0.0063376-0.0028673i,0.0050622-0.0045927i,0.0026824-0.0052884i,0.00028604-0.0041383i,-0.00064939-0.0030384i,-0.0011263-0.0022197i,-0.00094552-0.0017298i,-0.0012817-0.0016178i,-0.0021444-0.0012355i,-0.0026124-0.00061154i,-0.0027162+7.4485e-05i,-0.0026414+0.00020184i,-0.002198+1.4254e-05i,-0.00074727+1.5366e-05i,2.5736e-05-0.00015052i,-0.00052217-0.00030098i,-0.00044336-2.2255e-05i
-0.0020104-0.00038781i,-0.0018612+0.00042826i,-0.001674+0.00027394i,-0.0016879-0.0011271i,-0.00094827-0.002315i,-0.00066056-0.0023641i,-0.0021667-0.0028719i,-0.0053296-0.0046012i,-0.0068621-0.0047286i,-0.0058249-0.0028111i,-0.0043935-0.00064028i,-0.0031718+0.00019024i,-0.0011605+4.3815e-06i,-0.00011419-0.00012191i,2.9677e-05+0.000245i,0.00028621+0.0012531i,0.00027795+0.0023888i,0.0011651+0.0030194i,0.0012816+0.002719i,0.00043199+0.0008708i,0.00023136-0.00066217i,-0.00021576-0.0014852i,-0.00083392-0.0010282i
0.00074156-0.00014809i,-0.00059219+0.00030243i,-0.002339+0.00057176i,-0.0034519+0.00011282i,-0.0045223-0.0012685i,-0.0051885-0.0026352i,-0.0063382-0.0019152i,-0.0078498-0.00083031i,-0.0069366-0.00021359i,-0.0045446+0.0003511i,-0.0026421+0.0006364i,-0.0013592+0.00032355i,-0.00079599-0.0001539i,-2.5186e-05+0.00021969i,0.00074176+0.00075394i,0.00057304+0.00059768i,0.00078668+8.3375e-05i,0.0009722-0.00013004i,0.00046192-0.00043118i,0.00019198-0.00036154i,0.00014633+0.00018436i,-0.00010504-0.0002342i,-0.00082464-0.00070392i
0.00027582-0.0010012i,0.00050377-0.0011204i,-2.1458e-06-0.00022575i,-0.0013032+0.0022788i,-0.0024753+0.005491i,-0.0035048+0.005973i,-0.0039592+0.0056975i,-0.0038074+0.0065351i,-0.0033033+0.0053091i,-0.001499+0.0034012i,-0.0003303+0.0023931i,-0.00036069+0.0019755i,0.00033492+0.001114i,0.0010068+0.00045019i,0.0015551+0.00076435i,0.0029299+0.00049299i,0.0029469-0.00056313i,0.001348-0.00073928i,0.00016648-0.00081301i,0.00039277-0.00097604i,0.0008758-0.00025045i,0.00048507+7.8015e-05i,0.00010589+0.00013207i
-0.002321-0.00091088i,-0.0024998-4.3209e-05i,-0.0032308+0.0012018i,-0.0020208+0.0035804i,0.00078012+0.0075294i,0.0016142+0.0094089i,0.0026835+0.0074647i,0.0036584+0.0055363i,0.0028308+0.0038488i,0.0025649+0.0018864i,0.002844+0.0015751i,0.0015785+0.0010464i,0.00014201-0.00032365i,2.5054e-05-0.001119i,0.00025602-0.0017813i,-0.00010221-0.0016412i,-0.00087758-0.00066117i,-0.001528+0.00069745i,-0.0014755+0.0015106i,-0.0001529+0.0015894i,0.00065156+0.0015562i,-0.00012806+0.0011737i,-0.00061215+0.00099177i
0.00015265+0.0016837i,0.00085558+0.0012395i,0.0015305-0.00037884i,0.0027937-0.00062222i,0.0045374+0.00087049i,0.00551+0.0014932i,0.0055517+0.00023848i,0.0039347-0.001806i,0.0026993-0.0026961i,0.001856-0.0022234i,0.0015683-0.002064i,0.0012548-0.0021513i,0.00020442-0.0017933i,0.00019483-0.00097891i,-0.00023769-0.00089039i,-0.001031-0.0010701i,-0.0011525+5.3358e-05i,-0.00083138+0.00037097i,0.00040632-0.00068342i,0.0009829-0.0010492i,0.00048143-0.000798i,0.0007565-0.001266i,0.00095837-0.0011699i
-0.00097083-0.00054091i,-0.0015853-0.00019739i,-0.0022626-0.00021512i,-0.003047-0.0016341i,-0.0028835-0.004272i,-0.0017264-0.0055116i,-0.0010196-0.0051891i,-0.002042-0.0049414i,-0.003814-0.0053728i,-0.0042584-0.0045331i,-0.0031866-0.002425i,-0.001108-0.0012354i,-0.00019579-0.00058176i,-0.0007526+0.00037276i,-0.00087437+0.00083048i,-0.00025229+0.001243i,0.00038294+0.00183i,0.00040625+0.0018091i,0.00056258+0.0015276i,6.9071e-05+0.0010541i,-0.0013899+0.00028165i,-0.0018413+2.8196e-05i,-0.0017871-0.00042131i
-0.0016585+0.00089295i,-0.0011835+0.0024412i,-0.00060923+0.0035262i,-0.00048918+0.001699i,-0.0016134-0.001111i,-0.0039784-0.0036715i,-0.0059837-0.0040858i,-0.0068694-0.0026269i,-0.0071967-0.0016962i,-0.0058507-0.0008434i,-0.0028158-0.0001391i,-0.00059583-0.00020634i,4.1073e-05-0.00063516i,0.00048936-0.00075819i,0.00033112-0.000738i,0.00016424+0.00019747i,0.00028107+0.00016076i,0.00057481-0.0011679i,0.00028129-0.0018618i,-0.00046826-0.0015701i,-0.00072448-0.00065394i,-0.0014175-0.00018403i,-0.0015661-0.00061731i
0.0015176-0.0021925i,-0.0005941-0.0016472i,-0.0030779-0.0012987i,-0.005483+0.0011837i,-0.0081946+0.0039005i,-0.008636+0.0054745i,-0.0072034+0.0054561i,-0.0054758+0.0047801i,-0.0041174+0.00397i,-0.0036037+0.0030569i,-0.0027513+0.0025159i,-0.0013561+0.0019304i,-0.00087803+0.0016726i,-0.00035715+0.0011553i,-2.3509e-05-0.00045415i,0.00039963-0.0012946i,0.00053635-0.00039134i,0.000437+0.00017562i,0.00099491+0.00072189i,0.00086929+0.00095017i,0.00043115+0.00062609i,-0.0002091+0.00098515i,-3.984e-05+0.0017705i
0.0013687+0.00056464i,0.0020802+3.599e-05i,0.0035838+0.00059185i,0.0044866+0.0027408i,0.0044834+0.0061948i,0.0034996+0.0082777i,0.0016205+0.0073665i,4.9414e-05+0.0069202i,-0.00082704+0.0062329i,-0.00045185+0.0039556i,-0.00015768+0.0021441i,-0.00051408+0.0011865i,-0.00055242+0.00024852i,0.00020362-0.00044475i,0.00064277+1.3744e-05i,-8.7933e-05+0.00032187i,-0.0011574+0.0011053i,-0.0023508+0.0023026i,-0.0018582+0.0018992i,-0.00097886+0.00086868i,-0.0012494+0.00017912i,-0.00057917-0.00020442i,0.00045786+0.00012724i
1.3889e-05-0.0012833i,-0.0011377-0.00069558i,-0.0017698-0.0011254i,-0.00059676+0.00074873i,0.0026394+0.0048303i,0.0056273+0.0065584i,0.0058019+0.0041327i,0.0040474+0.0017219i,0.0019199+0.00075919i,0.0012449-0.00034013i,0.0013288-0.0005103i,0.00099801+0.00023952i,0.0004922+0.00041022i,0.00035113+5.4851e-05i,8.2684e-05+0.00024684i,-0.00036768-2.8289e-05i,0.00075805-0.00022014i,0.0023188-3.5617e-05i,0.0022387+2.1486e-05i,0.0014393-0.00038428i,0.001401-0.00097529i,0.0012356-0.0012497i,0.00037647-0.0016499i
0.0018704-0.00060772i,0.0013283-0.00065886i,0.00049623-0.0018787i,1.3502e-05-0.0045186i,0.00057274-0.007117i,0.0020907-0.0077712i,0.0029467-0.006078i,0.0029651-0.0050569i,0.0025152-0.0054573i,0.001252-0.0053563i,0.00048302-0.0040241i,0.00011449-0.0022755i,0.0004393-0.00096254i,0.0016466-0.00028246i,0.0016678+0.00038642i,0.0011554+0.00065381i,0.0012329+0.0013034i,0.00032768+0.0018689i,-0.00099135+0.0013459i,-0.00058367+0.00014108i,-0.00013039-0.00056696i,-0.0012406-0.000674i,-0.0011723-0.00037217i
0.0021353+0.0031947i,0.0023189+0.0011142i,0.0015468+3.4731e-05i,-0.0012474-0.0016877i,-0.0055236-0.0046974i,-0.00841-0.007258i,-0.0076558-0.0068831i,-0.005982-0.0052173i,-0.0050716-0.0043578i,-0.0043205-0.003287i,-0.0038011-0.0021281i,-0.0025567-0.0011794i,-0.0014065+4.3912e-05i,-0.00058334+0.000645i,0.00038982+0.00019835i,0.00033317-0.00029845i,0.00033546-0.0011794i,0.00025607-0.0028744i,-0.00012093-0.0039428i,-0.00045011-0.0033628i,-0.00060929-0.0021453i,-0.00068066-0.00084797i,-0.0005324-0.00016213i
-0.0025399+0.00083767i,-0.0018448+0.00088701i,-0.0013547+0.0036828i,-0.0022488+0.0060574i,-0.0045854+0.0057426i,-0.0068342+0.0042713i,-0.0080201+0.0030424i,-0.0079937+0.0019708i,-0.0080055+0.0010822i,-0.0075687+0.0019384i,-0.0052744+0.0021169i,-0.0023241+0.00034005i,-0.00081337-0.0011054i,-0.0013374-0.0016494i,-0.0016737-0.0023586i,-0.00095755-0.0019742i,-0.00078852+0.00029064i,-0.00089168+0.0021435i,-0.0014061+0.0028394i,-0.0017445+0.0026921i,-0.00092856+0.0019025i,-0.00023716+0.001276i,-0.0003081+0.0012248i
0.00074138-3.5141e-05i,-0.00085173+1.3063e-05i,-0.0020439+0.00068484i,-0.0010345+0.0033255i,-2.4105e-05+0.0084021i,-0.00095797+0.011731i,-0.0019311+0.010547i,-0.0021118+0.0080959i,-0.0014851+0.0058138i,-0.00010349+0.0044109i,0.00037414+0.0038468i,0.00037188+0.0028969i,-0.00062215+0.0018334i,-0.0010898+0.00054523i,-0.0015943-4.0806e-05i,-0.0019933+0.00040989i,-0.0018165+0.0014656i,-0.0015941+0.0020107i,-0.00091205+0.0016469i,0.00027688+0.00033719i,0.0012296-0.00044955i,0.0012515-0.00057961i,0.00077839-0.0007503i
-0.00091982+0.0019703i,0.0003339+0.00058597i,0.0028543+0.0003513i,0.0059719+0.00031086i,0.0096835+0.00056926i,0.011119+0.0017823i,0.0086169+0.0031198i,0.0069143+0.0035312i,0.0060192+0.0030166i,0.0046186+0.0025833i,0.0029588+0.0017405i,0.001905+0.00039166i,0.00085424+0.00013385i,4.754e-05+0.00013658i,0.00029323+0.0002258i,0.0013756+0.00054144i,0.0023422+0.00081802i,0.0033259+0.0002889i,0.0042947-0.00020273i,0.0037561-0.00034748i,0.0025693-0.00044746i,0.00065662-0.00017295i,-0.0005007-0.00074138i
-0.0018532-0.00012117i,-0.0023708+0.0019849i,-0.0019729+0.0023487i,0.00090692+0.00077226i,0.0054652-0.001631i,0.0087574-0.0039498i,0.0072771-0.0052113i,0.004038-0.0052964i,0.0022134-0.0049077i,0.0016432-0.0048475i,0.0020459-0.0045802i,0.0021468-0.0032271i,0.0016368-0.00096118i,0.0013399-0.0002304i,0.0014471-0.00013668i,0.0010967+0.00048907i,0.00023598-0.00014562i,-0.00072313-0.00088171i,-0.00092659-0.00090179i,-0.00032527-0.0013139i,-0.0008259-0.0019315i,-0.0022432-0.0015236i,-0.0030069-0.00030806i
-0.00027239-0.0013144i,-0.0013881-0.0015126i,-0.0038718-0.0024474i,-0.0075501-0.0051771i,-0.010332-0.0086613i,-0.0098836-0.0092657i,-0.0064776-0.0078109i,-0.0047648-0.0067773i,-0.004584-0.0071112i,-0.0043544-0.0061493i,-0.0043581-0.0045293i,-0.0029521-0.0022476i,-0.0008603-0.00070869i,0.00053761-0.0014102i,0.00074891-0.0026005i,0.00021556-0.0026973i,-7.4302e-05-0.0012005i,-0.00011176-0.00039535i,-0.00049902-0.0012109i,-0.00075236-0.0016113i,-0.00088039-0.000655i,-0.00071523-0.00021597i,-0.00050371-0.00010126i
-0.00043318+0.0015543i,-0.00063694-0.00010949i,-0.00076673+8.1585e-05i,-0.0034549+0.0035258i,-0.0085518+0.0063714i,-0.011545+0.0046044i,-0.01126+0.0023827i,-0.010109+0.0020374i,-0.0086717+0.0013532i,-0.0081115-0.00010904i,-0.0070909-0.00019025i,-0.0046662+0.00076808i,-0.0019798+0.00044639i,-0.0004757-0.0013404i,-0.00076917-0.0022614i,-0.00116-0.0012663i,-0.00045426+0.00096193i,0.00033967+0.0026772i,0.00036344+0.0031616i,-1.523e-05+0.0024119i,-0.00035683+0.0008717i,-0.00052466-0.0001912i,-0.00053-0.00088027i
-0.00068652+0.0012083i,-0.0010831+0.0011196i,-0.00099062+0.0027806i,-0.00078441+0.0060355i,-0.0018848+0.010088i,-0.0041517+0.012653i,-0.0047079+0.010871i,-0.0039813+0.0081671i,-0.0037294+0.0064749i,-0.0026545+0.0054024i,-0.0012804+0.0050129i,-0.00078693+0.0040808i,-0.0015762+0.0023516i,-0.002189+0.00011058i,-0.0020862-0.00024681i,-0.0018877+0.00014801i,-0.0015637+8.2573e-05i,-0.00045989+3.704e-05i,0.0012484-0.00050488i,0.0021027-0.00098619i,0.0017908-0.0010943i,0.0014771-0.0013647i,0.00092085-0.0011099i
-0.00035808-0.00011591i,1.2615e-05-0.0004375i,0.0010987+0.00024451i,0.0054782+0.0020407i,0.011342+0.0045015i,0.01219+0.006821i,0.0088105+0.0066448i,0.0062673+0.0050692i,0.0051309+0.0041472i,0.0047784+0.0039019i,0.0049172+0.0031032i,0.0043457+0.0015892i,0.0024412+0.00057452i,0.00060315+0.00065087i,0.00015058+0.00094056i,0.00090136+0.0011592i,0.0014876+0.00094165i,0.0016007+0.00052468i,0.0015556+0.0002547i,0.0018217+0.00037002i,0.00068298+0.00093304i,-0.00066451+0.00073873i,-0.0010909+1.7207e-05i
0.00018079+0.00046082i,0.00026115+0.00046367i,0.00038679+6.6532e-05i,0.0018551-0.0030444i,0.0037287-0.0072784i,0.0063408-0.0070913i,0.0073362-0.0039035i,0.0055681-0.0024431i,0.0035892-0.0027986i,0.003393-0.0032779i,0.0035895-0.0033677i,0.0030626-0.0029596i,0.0010724-0.0010127i,0.00066923+0.00064108i,0.0017921+0.0014058i,0.0011707+0.0013555i,-0.00026139+0.00029097i,-0.0016998-0.00056783i,-0.0024078-0.00065509i,-0.0019708-0.00048884i,-0.0011727-0.0012321i,-0.00022353-0.0013161i,-0.00011502-0.00044212i
-0.00018879+0.00049956i,0.00013871+0.00072571i,-0.0015335-0.0012845i,-0.0051096-0.0055631i,-0.0064057-0.010179i,-0.0047274-0.012471i,-0.0033194-0.0098389i,-0.0027998-0.0074047i,-0.0028351-0.0076605i,-0.0036967-0.0081538i,-0.004221-0.0071838i,-0.0034499-0.0046749i,-0.0012113-0.0023754i,0.0011246-0.0015362i,0.0016572-0.0024668i,0.0020105-0.0026194i,0.0022418-0.0005025i,0.0021276+0.0011055i,0.0017418+0.0010995i,0.001154+0.00093321i,0.00099907+0.00080848i,0.00053078+0.00071324i,0.00022595+0.00041634i
0.0013967-0.0015893i,-0.00020623-0.0003288i,-0.0026429+0.0011704i,-0.0071279+0.0032542i,-0.01259+0.0049584i,-0.015266+0.0041204i,-0.013255+0.00053678i,-0.01079-0.002647i,-0.0095273-0.0023898i,-0.0087644-0.0012404i,-0.0072755-0.00081983i,-0.0047143+0.00073273i,-0.0024567+0.0013868i,-0.0016698-0.00015586i,-0.0019126-0.002502i,-0.0019714-0.0025352i,-0.0015454+0.00013464i,-0.00048342+0.0021246i,3.3099e-05+0.0022743i,-0.00052823+0.0011999i,-0.0014551+0.00060841i,-0.0010337+5.6924e-05i,-0.00020436-0.00047973i
0.0019488-0.00091703i,0.0023722-0.0012865i,0.0025975+7.1102e-05i,0.0012622+0.0043475i,-0.0015787+0.009836i,-0.0049696+0.012582i,-0.0062548+0.012221i,-0.0060995+0.010389i,-0.0055712+0.0075766i,-0.0043567+0.0060791i,-0.0028773+0.0063497i,-0.0020646+0.0050987i,-0.0019046+0.0017523i,-0.0021451-9.0148e-05i,-0.0022466+0.00020405i,-0.0018463+0.00038347i,1.6275e-05-0.00011902i,0.0011569-0.0012895i,0.00059555-0.0018826i,0.00021055-0.00082256i,6.0874e-06-0.00017165i,-0.00066187-0.00066899i,-0.0010926-0.00084775i
-0.0014816-0.00011657i,-0.0010301+0.001423i,0.00090672+0.0023865i,0.00534+0.0043322i,0.01021+0.0090568i,0.010821+0.012112i,0.0063432+0.0097414i,0.0030144+0.0076444i,0.002832+0.0070007i,0.0034567+0.0060363i,0.0040483+0.0049035i,0.0034529+0.0037982i,0.0015509+0.0028064i,5.7856e-05+0.0031489i,-0.0012064+0.0043089i,-0.0017938+0.0042348i,-0.0014567+0.0023171i,-0.00099239+0.0011828i,-0.0010836+0.00077227i,-0.0006309+0.0004665i,-0.00017191+0.0007437i,-0.0010435+0.00090704i,-0.0014888+0.00052204i
-0.00050304+0.0008923i,-0.00069105-0.0010259i,0.00031096-0.0029329i,0.0036031-0.006467i,0.0088701-0.0096058i,0.011014-0.0084766i,0.010159-0.00553i,0.0094372-0.0035987i,0.0080812-0.0024429i,0.0063673-0.0019176i,0.0053349-0.0018224i,0.0033461-0.0016258i,0.0013916+0.00014101i,0.001533+0.0014715i,0.0025938+0.0013917i,0.002772+0.0013246i,0.00067977+0.00078256i,-0.0012495-0.00019417i,-0.001618+1.1117e-05i,-0.00023246+0.00049368i,0.0010948-0.00031991i,0.00073523-0.00078866i,0.00027261+2.5267e-05i
-0.0014592-0.00041433i,-0.0020192-0.00099632i,-0.0030186-0.0010304i,-0.0058333-0.0034047i,-0.0070932-0.0081876i,-0.0042313-0.011564i,-0.0018938-0.010532i,-0.0023238-0.0095703i,-0.0026703-0.010503i,-0.0021562-0.0096326i,-0.0018194-0.0071349i,-0.0011232-0.00455i,0.00032955-0.0019717i,0.0019695-0.000986i,0.0028427-0.0017046i,0.0027841-0.001243i,0.00223+0.00094875i,0.0019864+0.0017844i,0.0026801+0.0010483i,0.0025431+0.00032351i,0.0013554-0.00027671i,0.00051496-0.00018902i,0.00017508+0.00015656i
0.00017822+0.00015877i,0.00044426+1.779e-05i,-0.0022735+0.0017358i,-0.0084981+0.0036563i,-0.015929+0.0033352i,-0.018599+0.0005101i,-0.014899-0.0024216i,-0.011476-0.0043373i,-0.010008-0.0046571i,-0.0084308-0.0038219i,-0.0062686-0.0024275i,-0.0044509-0.00079738i,-0.0023038-0.0016396i,-0.00017769-0.0038946i,-0.00074572-0.005195i,-0.0016916-0.0045322i,-0.00098591-0.0029046i,-0.00023409-0.0020583i,-0.00033866-0.002121i,-0.00065359-0.0020653i,-0.00023491-0.0014382i,8.6254e-06-0.0015498i,0.00019157-0.0014867i
-0.0010414+0.00083561i,0.00020919+0.0025721i,0.0004167+0.0050461i,0.00065311+0.0084087i,9.5789e-05+0.012852i,-0.0023271+0.013559i,-0.0041808+0.010266i,-0.0057218+0.0076494i,-0.0078151+0.0064568i,-0.0079189+0.005838i,-0.0057721+0.0053815i,-0.0027968+0.0034477i,-0.0010303+0.00067566i,-0.0011125-0.0011656i,-0.0025818-0.0013675i,-0.0025503-0.00076876i,-0.00049287-0.00047734i,0.00046883-0.00090533i,-8.3379e-05-0.00094629i,-0.001179-0.00059862i,-0.0015998-0.00069313i,-0.0013212-0.00095986i,-0.0016645-0.00047101i
-0.0028985-0.0017046i,-0.0029134-0.00054805i,-0.00055371+0.0019482i,0.0047057+0.0067658i,0.010099+0.013657i,0.010386+0.016419i,0.0055647+0.013236i,0.0016223+0.010216i,-5.7717e-05+0.008646i,-0.00024367+0.0068052i,0.00094063+0.0052722i,0.0016712+0.0041968i,0.00046843+0.0022626i,-0.0017047+0.00076394i,-0.0038226+0.00063676i,-0.0040201+0.0011138i,-0.0031647+0.0017343i,-0.0016937+0.0024055i,-0.00099606+0.0042296i,-0.00027514+0.0047254i,-0.00026838+0.0028497i,-0.00098203+0.0013133i,-0.0014662+0.00072729i
-0.0012694-0.00075726i,-0.0012024-0.00019339i,0.00046387-0.0024986i,0.0034075-0.0064147i,0.0088263-0.0099942i,0.012064-0.009538i,0.010417-0.0056561i,0.0077855-0.0017729i,0.0057484-0.00014528i,0.0043942-0.00018675i,0.0040804-0.00014282i,0.0035572-0.00039364i,0.0029383-3.2176e-05i,0.0031456+0.0016713i,0.0034039+0.0023454i,0.003064+0.0021387i,0.0023205+0.0017027i,0.0019809+0.00088595i,0.002184+0.00022041i,0.0018871+4.6206e-05i,0.0011005+0.00027073i,-0.00013271+0.00056893i,-0.00091396+0.0016958i
0.0035637+0.00026099i,0.0032561-0.0013685i,-4.6512e-05-0.0044133i,-0.0043043-0.0095436i,-0.0069298-0.015052i,-0.0048925-0.014197i,-0.00026196-0.0073897i,0.0025564-0.0040211i,0.0030593-0.0053236i,0.0021705-0.0053053i,0.00099124-0.0040584i,0.00035112-0.0027634i,0.00078318-0.0011156i,0.002007+0.00046825i,0.0028774+0.00064989i,0.0023141+0.00043484i,0.0016311+0.0017883i,0.001718+0.002744i,0.0020396+0.0015364i,0.001815-0.0012364i,0.00074324-0.0023213i,-0.00046463-0.00096119i,0.00013696-0.00069104i
-0.0014389+4.0768e-05i,-0.0013318+0.00058963i,-0.0033379+0.001939i,-0.010613+0.0034944i,-0.018828+0.0035534i,-0.019816-0.00088438i,-0.015012-0.0052222i,-0.010258-0.0077856i,-0.008647-0.0088554i,-0.0071633-0.0069111i,-0.0046445-0.0041665i,-0.0027297-0.0029924i,-0.00057189-0.002427i,0.00099895-0.0037239i,0.0012046-0.0050927i,0.0006574-0.0050326i,-0.00028055-0.0042166i,-0.00044466-0.0036752i,-0.00080957-0.0040395i,-0.001928-0.0028592i,-0.0014554-0.0013503i,-0.00037222-0.00086079i,0.00037884-0.00081257i
-0.0020777-0.0025553i,-0.0022626-0.0010568i,-0.0035744+0.0034433i,-0.0040162+0.011463i,-0.0051798+0.020029i,-0.0055629+0.020597i,-0.0052028+0.012557i,-0.0070593+0.0057569i,-0.0087638+0.0026174i,-0.007383+0.0013763i,-0.0052576+0.00093258i,-0.0028578+0.0012804i,-0.00095628+0.001206i,-0.0011636-0.00074179i,-0.0024376-0.0026586i,-0.0029446-0.0028032i,-0.001697-0.0018262i,-0.00084408-0.00079467i,-0.0019839+0.00093054i,-0.0026487+0.0023746i,-0.0021812+0.0013319i,-0.00085723-0.00044061i,-0.00068595-0.0011233i
0.001325+0.0012643i,0.0011137+0.00068374i,0.0024872+0.0004799i,0.0070495+0.0029037i,0.011911+0.0089676i,0.010237+0.013831i,0.0033068+0.011722i,-0.0029983+0.0083978i,-0.0053443+0.0082691i,-0.0045343+0.0064347i,-0.0026201+0.0039566i,-0.00056262+0.0029489i,0.00019361+0.0011992i,-0.0012072-0.00012221i,-0.0031051-0.00092542i,-0.0035478-0.00064727i,-0.0033159+0.00073471i,-0.0035535+0.0013612i,-0.0023141+0.0027251i,0.00015941+0.003702i,0.00097249+0.0031386i,0.00045053+0.0015252i,-0.00034025+0.00056166i
0.0022599-0.0011212i,0.0004079-0.001751i,0.00058408-0.0039824i,0.0053962-0.0082584i,0.012812-0.01193i,0.014533-0.010423i,0.0095205-0.0038518i,0.005834+0.0020647i,0.0050009+0.0042146i,0.0037123+0.0029905i,0.0019088+0.0016732i,0.0013838+0.0010144i,0.001325+0.00023658i,0.00035523+0.0015785i,0.00089998+0.0040546i,0.0013109+0.0049134i,0.00094435+0.0050135i,0.0016877+0.0046643i,0.0030619+0.0032318i,0.0030653+0.0011283i,0.0013484+0.00010365i,-0.00078141+0.00042931i,-0.0017258+0.0010088i
