-0.0021191-0.00024098i,-0.0029399-0.00062462i,-0.0043191-0.00087015i,-0.0029338-0.001029i,-0.0012626-2.1024e-05i,-0.00045131+0.0011717i,-0.00085232+0.00076158i,-0.00077462+0.00048405i,-3.6462e-05-1.3898e-05i,0.00049369-0.0010579i,0.00046501-0.00089441i,-0.00013175-0.00046873i,-0.00027347-0.00089046i,-0.00050618-0.00059062i,-0.00075153-7.6925e-05i,-2.4615e-05-0.00043746i,0.00057486-0.00047393i,0.00093432-0.00026733i,0.00075358-0.00033624i,0.00013591-0.0002347i,-0.00023657+3.2565e-05i,-0.00023018-0.00018975i,-0.0004252-0.00046818i
-0.001173+8.144e-05i,0.0008605-0.00014727i,0.0017613-0.00042691i,0.001563-0.0010484i,0.0011862-0.00054501i,0.00071616+3.4085e-05i,-0.00045512-0.0006557i,-0.0014318-0.00071778i,-0.00097424+0.00035764i,0.00010032+0.00070351i,0.0010686+0.00093414i,0.00082045+0.00045364i,-0.00015518+0.00010745i,-0.00043534+0.00014218i,-0.00051619-0.00023421i,-0.00055034-0.00023017i,-0.00039942-0.00024418i,-0.00049797-0.00042982i,-0.00063255-0.00036449i,-0.00026193-9.1082e-05i,0.00016384+0.00057542i,0.00040765+0.00029163i,0.00010302-0.00013174i
-0.0009798+0.0021894i,-0.00084886+0.0026424i,3.4318e-05+0.0037493i,0.0010185+0.0042415i,0.00095091+0.0036197i,-0.00018984+0.0023632i,-0.0016477+0.0010993i,-0.0018216+0.00025179i,-0.00093602-0.00026658i,0.00020497+0.000342i,0.00023872+0.0010747i,0.000393+0.0004998i,0.00068025-8.3215e-05i,-0.00017678-0.00043465i,-0.00040725-0.0010671i,-0.00071739-0.0012005i,-0.00083122-0.00076399i,-0.00086326-0.00030714i,-0.00074212-0.00021181i,8.0337e-05-0.00016373i,0.00024695+0.00071387i,-0.0004696+0.00082143i,-0.00041565-0.00017237i
-0.00018639-0.0011372i,-0.00031689-0.0019373i,-0.00076875-0.0017272i,-0.0017978-0.0012708i,-0.0016812-0.00068882i,-0.001213-5.7634e-05i,-0.00080121-0.00042489i,-0.00063862-0.0004239i,-0.00062065-6.5234e-05i,-0.00062129-0.00013923i,-0.00062504-0.0001014i,0.00062255-0.00073847i,0.0006722-0.0010368i,-0.00061712-0.00056944i,-0.00074321-0.00038028i,-2.1542e-05-0.00019274i,0.00033255-0.00053452i,5.4901e-05-0.00094985i,-0.00017199-0.00062587i,0.00026739+0.00029109i,0.00035412-0.00025927i,-0.00025683-0.0016852i,2.1831e-05-0.0017026i
0.0012421+0.0012971i,0.0020699+0.00084912i,0.002191+0.00041798i,0.0022096-0.00053426i,0.0012277-0.00075479i,-0.00055429-0.00033235i,-0.001658-0.00018481i,-0.0017088+0.00034497i,-0.0014733+0.0002547i,-0.00018816-6.2897e-05i,0.00056777-0.00018509i,0.00032055-0.00029472i,0.00046179+0.00010297i,0.00040297+0.0010267i,0.00040042+0.0011661i,0.0001188-7.1754e-05i,0.00027261-0.00084235i,0.00080669-0.00079824i,0.00029732-0.0002547i,0.00011657+0.00057879i,0.00028411+0.00017517i,0.00086116-0.00041637i,0.00075346-0.00016111i
0.00075823-0.00094373i,0.0015759-0.0017923i,0.0016007-0.0021151i,5.5529e-05-0.0011381i,-0.0014421-3.0873e-05i,-0.0012217+0.00080835i,-0.00062793+0.00080714i,-0.00052205+0.00045506i,-3.7224e-05-0.00013339i,6.743e-05-0.00037945i,-0.00041295+0.00040317i,-0.00026083+0.00034581i,0.00041013-0.00026299i,0.00096097+0.00015565i,0.00097898+0.00017759i,0.00083615+0.00030835i,0.00069666+0.00023497i,-0.00026129+0.00020504i,-0.0010501+0.00027499i,-0.00093613-0.00080115i,-1.7808e-05-0.0012121i,-6.2135e-05-0.00074993i,-0.00024936-0.00036925i
0.0018014+0.00066417i,0.0026958+0.00016701i,0.001513-7.155e-05i,-0.00067829-0.00025935i,-0.0010767-0.00015704i,-0.00036894+0.0012667i,0.00013848+0.0019434i,-0.00019196+0.0011528i,-0.00060553+0.00057266i,0.00029765+1.5843e-05i,0.00091857-0.00019357i,0.00052203-0.00032353i,0.00069972-0.00052174i,0.00030289-0.00038723i,0.00012735-1.0786e-05i,0.00071863+0.00102i,0.00048384+0.0012615i,0.00024441+0.0009194i,-5.4077e-05-0.00022439i,0.0001621-0.0011625i,-0.0003173-0.00015602i,-0.00087556+0.00037381i,0.00030876+0.00013742i
0.0013287-0.00017206i,0.001898-0.00037637i,0.0019362-0.0019595i,0.00094492-0.002867i,-0.00045821-0.0017935i,-0.00092316-0.0003369i,-0.00055319-0.00060252i,-0.00040363-0.0012507i,-0.00045302-0.0011062i,-0.00056803-0.00076079i,-0.00082229-0.00027276i,-0.0010889-0.0001714i,-0.00066722+0.00028237i,0.0003464+0.00081807i,0.00076285+0.00080509i,0.00041383+0.0011899i,0.00013989+0.00071466i,9.5734e-05-0.00035914i,0.00013775-0.00087989i,0.00045782-0.00012732i,0.00088819+0.00050125i,0.00050351+0.00010098i,0.00048546-0.0004742i
0.00052531+0.00052857i,0.00028052+0.0003679i,0.00038767+0.00020595i,0.00036626+0.00075296i,0.00011695+0.0012246i,-0.00048822+0.0014702i,-0.00047327+0.00072305i,-0.00017579+0.00014877i,-0.00040884-0.00043839i,-0.00063782-0.0010795i,-3.2185e-05-0.00056307i,0.00056434-0.00027795i,-0.00023994+7.1786e-05i,-0.00064082+0.00054572i,-0.00016349+0.0002384i,-0.00034453-0.0002316i,2.6408e-06-0.00048051i,0.00089461-0.00021818i,0.00060529-0.0004342i,-0.00018903-0.00057922i,-0.00072734+0.00011203i,-0.00013578+0.0003391i,0.00061675-0.00025911i
-0.00092265+0.00014069i,0.0015927+4.6102e-05i,0.0027295+0.00024351i,0.0011511-0.00030502i,-0.00013385-0.0008745i,9.1722e-05-0.0015839i,-0.00021124-0.00087671i,-0.0013203+0.00079576i,-0.00092988+0.0010206i,0.00026428+0.00046147i,0.00070602+0.00050769i,0.00058367+0.00063542i,0.00013849-0.00014514i,-0.00067893-0.00069615i,-0.00089418-0.00046499i,-0.00039131-0.00084077i,-0.00039294-0.0013441i,-0.00095917-0.00070995i,-0.00067956-0.00016023i,0.00011293+4.3161e-05i,0.00061849+0.00018915i,-0.00010591-0.00010337i,-0.00032808-0.00027847i
0.0033717+0.00087284i,0.002588+0.0020289i,0.001256+0.0014696i,9.3721e-05-0.00014743i,-0.00043306-9.4199e-05i,-0.00054317+0.0011455i,-0.00021594+0.00087987i,0.00048045-0.00021199i,0.00035509+3.5911e-05i,0.00046091+4.1167e-05i,0.0009229-0.00049426i,0.00058447-0.00047649i,0.00031488-0.00058122i,0.0005871+9.3551e-05i,0.00091083+0.00070234i,0.00088182+0.00043105i,-0.00010167+0.00070896i,-0.00048288+0.00062331i,0.00065149+0.00028187i,0.0014841-0.00039967i,0.0016041-0.0011599i,0.0011397-0.00029298i,0.00075669+0.00058762i
-0.0011806-0.0019316i,-0.00012234-0.0039288i,0.00046668-0.0040319i,0.00029372-0.0023198i,-0.00047374-0.00071316i,-0.0011644+0.00054034i,-0.00083421+0.0006734i,-0.00014157+8.2336e-05i,0.00038193+0.00035848i,1.9766e-05-0.00010483i,-0.00023668-0.0011718i,-4.7897e-05-0.0011321i,3.4914e-05-0.0010062i,0.00073434-0.00075109i,0.00055226-4.0093e-05i,-0.00035498+2.982e-05i,-0.00038448-0.00014769i,5.8782e-05+0.00032969i,0.00018044-0.00011495i,-5.7853e-05-0.00038563i,-0.00052004-0.0001243i,-0.00058081-0.00023192i,-0.00084889+0.00015557i
0.0036132+0.0035508i,0.0055961+0.0031529i,0.0054342+0.0022655i,0.0019756+0.0004159i,-0.00015176-7.43e-05i,0.00026966+0.00084931i,0.00034567+0.00072209i,-8.34e-05+0.00047906i,-0.00013692+0.00020472i,-0.00045944-1.9329e-05i,-0.00063835+0.00035962i,-0.00081658+0.0001462i,-0.00044451-3.6885e-05i,0.00057033+0.0006208i,0.0004061+0.0012032i,-0.00089542+0.0010977i,-0.0011597+0.00097391i,-0.00016012+0.00041187i,0.00058696-0.00026474i,0.0007374-9.3649e-05i,0.00078138+0.00026751i,0.00017965+0.00028218i,-0.00033358+0.00017514i
-0.00097339+0.0010266i,0.00010982+0.0017025i,0.00072518+0.0011325i,0.00044901+0.00018714i,-5.5322e-05-0.00036304i,-0.00067577-0.00096007i,-0.0014091-0.00058612i,-0.0017816-0.00045077i,-0.0012114-0.00046777i,-0.0001109+0.00019549i,0.00067495+0.00038377i,0.00037314-0.00036213i,3.4627e-05-0.001098i,0.00060718-0.0014534i,0.00022932-0.001309i,-0.00080247-0.0007316i,-0.00066433-0.0004886i,-0.00037357-0.00060671i,-0.00038807+0.000353i,1.6561e-05+0.0009922i,0.00025935+0.00034099i,-0.00023952+0.00028473i,-0.00052157+0.00021451i
0.00090597+0.001571i,0.0011177+0.00044163i,0.001323-0.00066629i,0.0010456-0.00032009i,0.0014317+0.00013593i,0.0017663-3.2035e-05i,0.00065716-0.00035667i,-0.00013074-1.528e-05i,0.00016633-0.00031208i,0.00057618-0.00064728i,0.00093791-0.00050095i,0.00029661-9.9519e-05i,-0.0010491+0.00040084i,-0.0018208+0.00033984i,-0.0013774+0.00025435i,-0.0011275+0.00070781i,-0.0014311+0.0010089i,-0.00078858+0.0012149i,-0.00012119+0.0010613i,0.00037317+0.00030039i,0.000297-3.3233e-07i,0.00033393+0.00026177i,0.00017567+1.9693e-05i
0.00154+6.8261e-06i,0.0043116+0.00094834i,0.0046734+0.00062722i,0.0022799+0.00036627i,0.00027513+9.4818e-06i,-0.0010536-0.00083782i,-0.0014273-0.0012774i,-0.0010381-0.0010315i,-0.00078945-0.00030121i,-0.00080903-0.00058212i,-0.00067663-0.00055474i,-0.00051554-2.4709e-05i,-0.00045131+5.0179e-05i,0.0002526+8.4122e-07i,0.00058922+0.0012375i,0.00048527+0.0018955i,0.00035728+0.0014608i,0.00033498+0.00065336i,0.00018343+0.00020505i,0.00018324-0.00023565i,0.00039278-2.9368e-05i,0.0001493+0.00086611i,-0.00075887+0.00029125i
-0.0023497+4.5108e-05i,-0.003688-0.00043393i,-0.003393-0.0016692i,-0.0029364-0.0018442i,-0.0021113-0.00074414i,-0.0016799-0.00018259i,-0.0018747-0.00051528i,-0.0014608-3.0472e-05i,-0.00063266+0.00082396i,-0.00021277+0.0008713i,-0.0001644+0.00061818i,0.00025385+0.00024814i,7.7035e-05-0.00011087i,-0.00063193-0.00074115i,-0.00068184-0.0010577i,-0.00010838-0.00096751i,-0.00012779-0.00092665i,-0.00084149-0.00098674i,-0.001022-0.00058364i,0.00031485-7.448e-05i,0.0013298+0.00069725i,0.00071258+0.00039628i,-0.00012544+0.00021675i
0.00088606-0.00034853i,0.0033185-0.00047818i,0.0051424-0.00034669i,0.0039525+8.3483e-05i,0.0015643-0.00065197i,-0.0003012-0.001327i,-0.001105-0.0014375i,-0.00086463-0.00055331i,-9.9921e-05+0.00085788i,-6.7014e-05+0.0012851i,-0.00043704+0.00053635i,-0.00029999+5.4609e-05i,0.00036478+0.00061355i,2.4044e-05+0.0004559i,-0.00026768+0.00015782i,-9.4106e-05-0.00059562i,0.00042761-0.0015638i,0.00067784-0.00070318i,0.00065817+0.00018893i,0.00050997-0.00013237i,-8.2527e-05-8.1023e-05i,0.00028591+5.9125e-05i,0.00035944+0.00076557i
0.0018606+0.00064464i,0.0014214+0.0013696i,0.00082029+0.00092959i,0.00021856+0.00022574i,-0.0011488+0.0011475i,-0.0024681+0.0017743i,-0.0019347+0.00080901i,-0.00051325-2.3999e-05i,-0.0003146-2.1657e-05i,-9.6913e-05+0.00016414i,0.00020023+0.00034597i,8.6907e-05+0.00047229i,0.00045805-0.00027185i,0.00079926-0.00090978i,0.00086834-0.00046925i,0.0010419+0.00034838i,0.00040168+0.00049347i,-0.0007404+0.00019164i,-0.0012957-0.00044402i,-0.0010816-0.0011304i,-0.0011064-0.0011633i,-0.0013742-0.00042357i,-0.0006897+9.9325e-05i
-0.00020364-0.0010793i,-0.0011015-0.0014416i,-0.0025088-0.0019411i,-0.0027032-0.0015884i,-0.0015387-0.0017365i,-0.00093885-0.00071763i,-0.0014939-4.2681e-05i,-0.001319-0.00015703i,-0.00046586-1.0357e-05i,6.3751e-05-0.00024185i,-5.3005e-06-0.00025324i,1.09e-05+2.2565e-05i,0.00048022-0.00021835i,0.0008043-0.00055393i,0.00053601-0.00047826i,0.00051321-0.00039599i,0.0012471+0.00012362i,0.0010987+0.00023517i,0.00077639-0.00029136i,0.00041423-0.00055468i,-0.00032969-0.00059663i,-0.00024729-0.00026072i,-8.9009e-05+0.00037327i
0.0011782-0.00084189i,0.003521-0.0011454i,0.0038976-0.0011095i,0.0027184-0.00062296i,0.0012747-0.00015253i,0.0010312+0.0009308i,0.00031441+0.00091018i,3.448e-06-0.00019875i,-0.00037571-0.0010804i,-0.00073422-0.0012153i,-0.00010812-0.00093508i,8.6758e-05-0.00076504i,0.00031555-0.00090659i,0.00042418-0.001189i,-0.00023236-0.0012793i,-0.00059105-0.00076066i,-0.00097146-0.00060988i,-0.00099184-0.00054452i,-8.2161e-05-0.00017451i,0.00087132-0.00048125i,0.00029971-0.00071774i,-0.00024861-0.0001691i,-2.8132e-05+0.00039528i
0.0010737+0.0017807i,0.0015221+0.0033041i,0.0016673+0.0036495i,0.0012935+0.0021185i,7.4723e-05+4.4767e-05i,-0.00236-0.00014742i,-0.0025111+4.5114e-06i,-0.00092171-0.00060673i,-0.00032461-0.00067473i,-0.00037831-0.0003929i,-0.00024193-0.00058747i,-1.0183e-05-0.00095249i,0.000377-0.00069293i,0.00059816-0.0005657i,0.00014334-0.00044481i,-0.00041637+1.7561e-05i,-0.00024471-2.9858e-05i,-5.1836e-05-0.00042735i,-5.3515e-05+1.8528e-05i,7.605e-05+0.001042i,-3.4266e-05+0.0011133i,-0.00016872+0.00047601i,0.00027213+0.00055373i
-0.0010487-0.00077296i,-0.00177-0.0032205i,-0.0019415-0.0046725i,-0.0026941-0.0029774i,-0.0028066-0.0010555i,-0.0018779-0.0009665i,-0.0009607-0.00048385i,-0.00070712-0.00015706i,-0.0006549-0.00039522i,-0.00056628+0.00032863i,-0.00027469+0.00038026i,0.00014682-0.00070237i,-0.00044093-0.00089515i,-0.00066131-0.00041704i,-0.00023558-3.5599e-05i,0.00057584-0.00014322i,0.00056598+8.1877e-05i,-8.4329e-05-9.2695e-05i,-0.00034934-0.00076384i,0.00053964-0.00031984i,0.0013304-0.00017092i,0.00099149-0.00053663i,0.00047756-0.00094638i
-0.00061733+0.00069045i,0.0029967+0.002147i,0.0048086+0.0018748i,0.0035648+0.00042367i,0.002034-6.6857e-05i,0.00049751+0.00039594i,-0.001713+0.00022346i,-0.0023238-0.00017791i,-0.0013268-2.8799e-05i,-0.00021054+1.9863e-05i,0.00027046+0.00019076i,0.00010379-0.00018111i,-0.00076337-0.00017533i,-0.0012299-9.6746e-05i,-0.00051977-0.00091377i,0.00050266-0.00083586i,0.00053961+0.00070804i,0.00026919+0.0005798i,-0.00029608-0.0004098i,-0.00024658-0.00056748i,0.00025796-0.00017854i,2.9478e-05+0.00028596i,-0.00060361-0.00045367i
0.00042582+0.00094214i,0.00061927+0.0016033i,0.0015399+0.0023825i,0.0019761+0.001384i,0.00069843+0.00016982i,-0.00092841-0.00028669i,-0.0018552+0.00040278i,-0.0018753+0.0010698i,-0.0014797+0.0006085i,-0.0006025-0.00078616i,0.00063091-0.00067559i,0.0011267-0.00018943i,0.00044856-8.07e-05i,0.00025518+0.00023099i,0.0002445-0.00028985i,-0.00031137-0.0010711i,-0.00041534-0.0010953i,-0.00096656-0.00099034i,-0.00095731-0.00082274i,-0.00015855-0.00097857i,-0.00036158-0.00028035i,-0.00011073+0.00089492i,0.00067638+0.00078462i
0.0024148-0.0037081i,0.0013093-0.004796i,-0.00071402-0.004745i,-0.0017133-0.0025819i,-0.0011244-0.00032142i,-0.0008549+0.00045742i,-0.0010245+0.00084134i,-0.00078748+0.00038709i,-0.00087793-0.00050502i,-0.00098828-0.00030404i,-0.0001669-0.00095231i,0.00031278-0.001807i,0.00087647-0.00083302i,0.0019271+7.2851e-05i,0.0016833+0.00027466i,0.00075623+0.00023615i,0.0001885-9.0499e-06i,0.00049021-0.00060099i,0.00029807-0.00072513i,0.00036832-0.00017814i,0.00071046+0.00011793i,0.000365-0.00038758i,0.00051712-0.00054757i
0.0033532-0.00016012i,0.005019+4.8261e-05i,0.0053002-0.00092057i,0.0033751-0.0020213i,0.00061787-0.0011566i,-0.001345+0.00022472i,-0.0017358-5.0536e-05i,-0.001243-0.00052487i,-0.00012764-0.00052832i,0.00049001-0.00062265i,0.00016295-4.8156e-05i,-0.00060204+0.00052558i,-0.00034477+0.00067317i,0.00062704+0.00038285i,0.00064823+0.00014523i,0.00052198+0.00027591i,7.3349e-05+0.00078549i,-0.00026212+0.0005722i,1.4613e-05-0.00062714i,0.00029789-0.00095888i,0.00088462-0.00081047i,0.0012293-0.00036499i,0.00056188+0.00017914i
0.00088092+0.00087549i,0.00015837+0.0022397i,-0.00064277+0.0024659i,-0.00017429+0.0010283i,0.00027467+0.0003797i,-0.0006656+0.001178i,-0.0011278+0.0019279i,-0.00044039+0.0016395i,-0.0001809+0.00011183i,0.0002073-0.0009113i,0.00072276-0.00086952i,0.00014976-0.00064727i,-7.2207e-05-0.00033639i,0.00012579-0.00051154i,0.00014895-0.00084158i,0.00047535-0.00012203i,0.00049848+0.00037036i,0.00066108-0.00037069i,0.00010266-0.0012593i,-0.00042876-0.0010641i,0.00026789-0.00069751i,0.00077872-0.00087604i,0.00045991-0.00073086i
-0.00015776-0.00033199i,0.0022707-0.0035572i,0.0025618-0.0040847i,0.00079289-0.0024277i,0.00016288-0.00084763i,0.0008636-0.00017591i,0.00087329-0.00070247i,4.8786e-05-0.0009438i,-0.0010444-0.00025296i,-0.00058214-8.7436e-05i,0.00066366-0.00038797i,0.00098178-0.0007109i,0.00031117-0.0002886i,-0.00050322+0.00022443i,-0.00059274-9.8561e-05i,-0.0007814-0.00076169i,-0.00082487-0.00064565i,-0.0008316+0.00061152i,-0.00080153+0.00076638i,-0.00035062-5.5235e-05i,-0.0001189-0.00038665i,0.00014741-0.00030441i,-1.5345e-05+0.00024938i
0.00097522+0.0024993i,0.0018154+0.0029061i,0.0010073+0.0026037i,1.7912e-05+0.0011587i,-0.0011575+0.00020364i,-0.0021217+0.00065508i,-0.0010286+0.00036533i,0.00054118-0.00013971i,0.0006007-6.6174e-05i,0.00024272-2.6269e-05i,4.9731e-06+0.00020045i,-0.00043137+0.00086499i,-0.00049297+0.0010298i,-0.00040775+0.0006294i,0.00041158+0.00064977i,0.00024208+0.00034469i,-0.00042156+0.00014544i,0.00047706-0.00035876i,0.00098425-0.00096155i,0.00044422-0.00063295i,-9.6437e-05-0.0004343i,-0.00029998-0.00034654i,0.00022753-0.0004474i
6.997e-05+0.0017224i,0.00069106+0.0011035i,0.00046239+0.00039554i,0.00079572-0.00074339i,0.00088484-0.0011412i,-0.00081074-0.00053323i,-0.0023391+0.00019698i,-0.0019121+0.00046045i,-0.00072496-0.00016314i,-0.0002754-0.00056132i,-0.00014431-0.00036072i,0.00093667+0.00011014i,0.0014429+0.00031183i,0.00069384+0.00010195i,-0.00017492+0.00018558i,-0.00071903+1.4216e-05i,-0.001289-0.00021593i,-0.00090645+0.00029839i,-0.00023015-3.1311e-05i,-6.2141e-05-0.00094565i,-9.0636e-05-0.00089589i,-0.00047083-0.0002276i,-0.00089677+0.00039742i
0.0015383+0.00064218i,0.0027836+4.3968e-05i,0.0025449-0.0011567i,0.0016262-0.00061061i,0.001387+0.000253i,0.00078841+0.0001865i,-0.00014692-0.00023439i,2.2288e-05-0.00062442i,0.00054773-0.0010513i,0.00060757-0.00067244i,0.00013302-0.00045571i,-0.0004681-0.00053278i,-0.00030747-0.00010655i,0.00011388+3.8351e-05i,0.00041502-0.00029714i,0.00054869-0.0001907i,-4.8048e-05+9.1726e-05i,-7.4993e-05+0.0007515i,-2.2278e-05+0.0013808i,-1.259e-05+0.00095464i,0.00018359+0.00046953i,4.4443e-05+2.5168e-05i,-0.00068541-0.00049223i
-0.0012359+0.0019957i,0.00024793+0.0042736i,0.00039727+0.0043426i,-0.00045639+0.0028748i,-0.0016366+0.0011843i,-0.0018313+8.5601e-05i,-0.0014394-5.5997e-06i,-0.00083289+0.00074281i,0.00029508+0.0014483i,0.00054539+0.001086i,0.00076813+0.00023124i,0.0009424-0.00047554i,-5.5875e-05-0.0011904i,-0.00088537-0.0011943i,-0.00097694-0.0012085i,-0.0012104-0.0007691i,-0.0013229-0.00087051i,-0.0011442-0.00037172i,-0.0013309-2.0231e-05i,-0.0008924-8.9004e-05i,0.00022754-3.2399e-05i,0.00050717-0.00043561i,0.00049209-0.00054127i
0.00024862+0.00057534i,0.0011906-0.00043502i,0.00033855-0.0015972i,-0.00031927-0.0020857i,0.00032704-0.0013068i,0.00028696-0.00026918i,-0.00023997-0.00020581i,-0.00055131-0.00060928i,-0.00056673-0.00057066i,-1.9512e-05-0.00075948i,0.00093405-0.001101i,0.0005657-0.00052518i,-0.00020892+8.8487e-05i,0.00026273+1.1589e-05i,0.00062631-9.4e-05i,0.00043462+0.000116i,0.00015327+5.4645e-05i,-0.00021573-0.00017052i,0.00017896+2.4907e-05i,0.00032116+0.00038107i,0.0003815+0.00040148i,0.00017142-5.4736e-05i,-0.0002814-6.5345e-05i
0.0023852-0.0003215i,0.0047592+0.00037035i,0.0053122+0.0012966i,0.0035173+0.0012214i,0.0015982+0.0012262i,-0.00010001+0.00099616i,-0.00057843-8.0646e-05i,-9.023e-05-0.00085054i,0.00012162-0.00097953i,0.00016092-0.00042969i,0.00042806-6.0933e-05i,0.00063388+0.00048878i,0.0003329+0.00099567i,0.00045871+0.00065795i,0.00066869+0.00014295i,0.00061057+0.00011903i,0.00077998+0.00013868i,0.00077449+0.00028177i,0.00022413-0.00031581i,0.00011488-0.00098665i,0.00010086-0.00013031i,-0.00038255+0.00024782i,-0.0003688-0.00012878i
-0.00039543+0.00049988i,-0.00080282+0.0016516i,-0.0017213+0.001844i,-0.0013707+0.00247i,-0.00036435+0.0025235i,0.00083499+0.002021i,0.0012071+0.00086773i,0.00044509-0.00011138i,0.00055295-0.00074275i,0.00078963-0.0010421i,0.00040363-0.00062957i,0.00022122-0.00031763i,0.00051563-0.00066951i,0.00043082-0.0008033i,3.7097e-05-0.0003553i,0.00011911-0.00011013i,0.00042755-0.00048726i,0.00042923-0.00047029i,-0.00023581+7.8313e-05i,-0.0001784+8.692e-05i,2.5118e-05-0.00062715i,4.2683e-05-0.00074929i,-0.00029638+7.4387e-05i
0.0020665-0.0010416i,0.00222-0.0021767i,0.0008326-0.0030733i,-0.00042569-0.003528i,-0.0013487-0.001997i,-0.0019904-8.4698e-05i,-0.0013039+0.00041924i,-0.00034661+0.00049813i,-0.00036997-0.00035415i,-0.00047966-0.0011235i,-0.00071512-0.0012811i,-0.00031119-0.0015736i,0.00068612-0.0016577i,0.0017641-0.0012189i,0.0012616-0.00070168i,0.00032209-0.00056774i,-1.1306e-05-0.00045038i,-0.00039941-0.00044316i,-7.1674e-05-2.2243e-05i,0.00032387+1.622e-05i,0.00046857+0.00028869i,0.00024608+0.0008521i,-0.00021676+0.00087712i
0.0045514+0.00032084i,0.0067053+0.00063967i,0.0056408+0.00026774i,0.0033966-0.00054291i,0.0012915-0.00068425i,-0.00045118+4.1383e-05i,-0.0011401+8.4455e-05i,-0.0011072-0.00035717i,-0.0011602+2.9167e-05i,-0.00062553+0.00048609i,-0.00021664+0.00084749i,3.1642e-05+0.00086816i,0.00043722+0.0010874i,0.00036109+0.0012824i,0.00051391+0.00066469i,0.0002673-5.735e-05i,-0.00030046-0.00013831i,-0.00020114+0.00064271i,-0.00031925+0.00079506i,-0.00028474+0.00030822i,-0.0003003+0.00042148i,0.00026439+0.0005485i,0.00017561-1.769e-05i
-0.0019302+0.0018331i,-0.0020414+0.0021338i,-0.0014419+0.002004i,-0.00088519+0.00053397i,-0.00047914+0.00052677i,-0.00047196+0.00089519i,-0.00063196+0.00088187i,-0.0009013+0.0011356i,-0.00058974+0.00091626i,-0.00048485+3.2407e-05i,-0.00014943-0.00083908i,-4.8899e-05-0.0010593i,-0.00033515-0.00021402i,-0.00037972+0.00081149i,-0.00028762+0.00071172i,-0.00016334+0.00022191i,-0.00045497-0.0003712i,-0.00059018-0.00052182i,-0.00064238-0.00022528i,-0.00024009+0.00039378i,0.0002798+0.00019521i,0.00035461+3.8326e-06i,0.00021388+0.00043885i
0.0020229-0.00036115i,0.0039832-0.001481i,0.0030546-0.002886i,3.8745e-05-0.0026888i,-0.0012147-0.0015266i,-0.0012083-0.00043889i,-0.0015641-0.00036951i,-0.0019405-0.00041888i,-0.0013221-0.00048122i,-0.00024398-0.0010295i,0.00040906-0.0010175i,0.00077466-0.00050025i,0.00025847+0.00036152i,-0.00014605-4.5105e-05i,0.00066319-0.00034383i,0.0012167+0.00051979i,0.00010249-8.4141e-05i,-0.0016763-0.0010432i,-0.0016259-0.00074503i,-0.00030845-0.0010567i,0.00068868-0.00071772i,0.00039632+0.00010121i,-4.6498e-06-0.00022339i
8.3207e-05+0.0016572i,0.001204+0.0016983i,0.002158+0.00021652i,0.0026623-0.00054727i,0.0016695-7.903e-05i,0.00011612+0.00043867i,0.00041459+0.00047324i,0.00052708+0.00023252i,-0.0003997+2.0631e-05i,-0.0010932-0.00075737i,-0.00077823-0.00064905i,0.00026591-0.00016521i,-0.00016004+2.0513e-05i,-0.00074141-4.6276e-05i,2.467e-05-0.00063121i,0.00014127-0.00080717i,0.00055723-0.00054218i,0.00094509-0.00014301i,0.00030932+0.00025354i,-0.00018771+0.0004837i,5.4426e-05-2.117e-05i,0.0004141-0.00018569i,0.00026594+0.00022321i
-0.002375-0.0015894i,-0.0010926-0.00016174i,-2.5216e-05+0.0014884i,0.00036774+0.0034819i,0.00038816+0.0032453i,-0.00044116+0.0013111i,-0.00087215+0.00045819i,-0.00047733+0.00011855i,-0.00070171+0.00027726i,-0.00073306+0.00089566i,0.00035426+0.00049965i,0.00078541-4.9955e-05i,-0.00051486-4.3402e-06i,-0.0016303-0.00014591i,-0.001064-0.00045417i,-0.00019838-0.00061767i,0.00027002-7.6454e-05i,0.00049904+0.00053472i,0.00016087-0.00013154i,-0.00049929-0.0008605i,-0.00070445-0.00052559i,-0.00048218-0.00030009i,-0.00036724-0.00065306i
0.0029577+0.0018432i,0.0048205+0.0015058i,0.0041101+0.00059454i,0.00081639-0.00072673i,-0.00060354-0.00075011i,-0.00054788-0.00096146i,-0.0015901-0.00074191i,-0.0013932-0.00024033i,0.00023335+1.092e-05i,0.0010081+0.00059048i,0.00059501+0.00055857i,0.0009637-8.1258e-05i,0.0020139-0.00076914i,0.001671-0.00031569i,0.0010126+0.00045596i,0.0010044+0.00019336i,9.03e-05-0.00043477i,-0.00077409-0.00021963i,-0.00083148+0.00018163i,-0.000595-0.00029697i,-0.00042724-0.00039528i,7.4122e-05+6.1225e-05i,-6.5872e-05+1.7498e-05i
0.00073932+0.0014612i,0.00087401+0.0010766i,0.0012168-0.00048134i,0.001469-0.0016488i,0.00073458-0.0014096i,0.00022795-0.00010153i,9.8179e-05+3.5108e-05i,0.00054502-0.00051298i,0.00063811-0.00034478i,0.00097196-1.5254e-05i,0.0011666-7.6246e-06i,0.00010976+0.00020305i,-0.00059481+0.00025221i,-0.00047766-2.2699e-05i,-9.7154e-05-0.00012702i,0.00011577-0.0002065i,0.00032384+1.5885e-05i,0.00077305+0.00036579i,0.00058213+0.00039187i,0.00036576+0.00026448i,0.00010068+0.00015223i,0.00023812+0.00012473i,0.00073416-0.00010272i
