-0.0022766+0.00016143i,-0.00077395+0.00027899i,-0.00027883-1.8638e-05i,-0.00026748-6.2984e-05i,-9.7151e-05+0.00099764i,0.00069882+0.0015318i,0.00097195+0.00078105i,0.00034528+0.00028514i,-0.00050816+5.9001e-05i,-0.00013206-4.0638e-05i,0.00079509-0.0002377i,0.00052652-0.00086424i,-0.00078217-0.0010432i,-0.0014246-0.00091409i,-0.0010143-0.00096546i,-0.00052037-0.0005038i,-0.0012315+0.00036938i,-0.0016226+0.00048582i,-0.00072216+0.00016237i,-0.00048972+6.045e-05i,-0.00075468-0.00016408i,-0.00040702-0.00034041i,0.00024938+0.0006581i
0.00010588-0.00045725i,-0.00040883+0.0014792i,6.0841e-05+0.0014631i,0.00035077+0.0018009i,-0.00067308+0.0027421i,-0.00052786+0.0031504i,0.00049038+0.0020719i,0.00071707+0.0011781i,0.00086848+0.00093656i,0.00081382+0.00032529i,0.0012631-0.000451i,0.0012403-0.00011674i,2.074e-05-9.2522e-05i,-0.00099021-0.0012462i,-0.0011643-0.0017348i,-0.00026747-0.0011717i,0.00036958-0.0007815i,5.5613e-05-0.00032603i,9.3467e-06+0.00038993i,0.00055372+0.0004844i,0.00031937+0.00044124i,-5.725e-05+0.0007657i,0.00055402+0.0003502i
0.00066634-0.00010658i,-6.5083e-05-2.9634e-07i,-0.00033384-0.00014747i,0.00043205-0.00030302i,0.00062492-0.00019912i,0.00058779+0.00072157i,0.0011666+0.001128i,0.0017169+2.262e-05i,0.0018831-0.0011147i,0.00071258-0.0014572i,0.000173-0.0019075i,0.00069375-0.002012i,0.0011079-0.0011181i,0.00068753-0.00027357i,-0.00057183+0.00026494i,-0.00086892+0.00022378i,-0.00043779-0.00015914i,-0.00044409-0.0002759i,-0.00089793+0.0003568i,-0.0018688+0.00070641i,-0.0014192-0.00056654i,7.9292e-05-0.001736i,0.00071029-0.0013121i
0.00036967-0.00089422i,-5.3905e-05+0.00074049i,-0.00029472+0.0009369i,-0.00016414+0.0010893i,-0.0010198+0.0022445i,-0.00033179+0.0027838i,0.0013873+0.0012684i,0.0017551-0.0012526i,0.00033917-0.002394i,-0.00040301-0.0017872i,-0.00060834-0.0012371i,-0.0018707-0.0015267i,-0.0023851-0.0014073i,-0.0021908-0.00083627i,-0.0015134-0.00041036i,-0.00052224-1.3486e-05i,-0.00017562+0.00031761i,-6.8689e-05+0.00017428i,0.00069752-0.00026244i,0.0013061-0.00055354i,0.00066503-0.0002408i,-9.213e-05+0.00019342i,0.00036269+0.00048627i
-0.001777+0.00076279i,-0.001774+0.00056358i,-0.00090558+0.0010762i,-7.523e-05+0.00096006i,-0.00012573+0.0012571i,0.00048829+0.00034165i,0.00077496-0.0013156i,-0.0010637-0.0018397i,-0.0023249-0.0014768i,-0.0019911+8.911e-05i,-0.0014481+0.0013441i,-0.0011436+0.001699i,-0.00045514+0.00058457i,0.00061783-0.00085844i,0.0022204-0.00087624i,0.0022472-0.00023063i,0.0013974+0.00017041i,0.00056304+3.2088e-05i,-0.00034188-6.9392e-05i,-0.00045034+0.00059578i,-0.00030914+0.0010275i,-0.00048994+0.0019268i,-0.00082252+0.0022244i
0.00055265+0.00024279i,0.00091785+0.0014223i,0.00064733+0.0015114i,0.00067474+0.0011388i,0.00083785+0.00051239i,0.00064403+0.00058883i,2.7608e-05+0.00072097i,-0.0016806+0.00064432i,-0.0022832+0.00073903i,-0.0011053+0.0010995i,0.00018968+0.0016428i,0.0013451+0.0017411i,0.00095439+0.0016186i,-0.00010128+0.0010589i,-0.00088426+0.00029351i,-0.00096461-0.00015487i,-0.00079856-0.0003889i,-0.00068617-0.00062124i,0.00014292-0.00094738i,0.0010656-0.0011558i,0.00147-0.00092907i,0.00099058-0.00030559i,0.0002077+0.0001914i
-0.00059809+3.8289e-05i,-0.00049982+0.0011601i,-0.0006299+0.0015348i,-0.00022311+0.00066243i,-0.00036504+0.00033409i,-4.4669e-05+9.4245e-05i,0.00074327-0.00060035i,0.00036859-0.00065652i,0.00032801+0.00036841i,0.00085053+0.0013093i,0.0014794+0.0017197i,0.0024384+0.00054307i,0.0014375-0.0015604i,0.0004878-0.0024496i,0.00069048-0.0015341i,0.00042197-0.00069025i,-3.1454e-05-0.00010841i,-0.00033865+0.00048794i,-2.2905e-05+0.00031727i,-0.0002725+0.0001036i,-0.00027043+0.00017176i,0.00025568+0.0003385i,7.7223e-05+0.00037876i
-0.0015596+0.00054901i,6.0009e-05+0.0011736i,0.0010268+0.00040009i,0.0010447-2.076e-05i,8.5558e-05+0.00013509i,-0.00074493+0.00019782i,0.00059664+0.0005145i,0.0010842+0.00022368i,0.00096625-0.0012317i,0.0013267-0.0015811i,0.0014586-0.0013434i,0.00043469-0.0023076i,-8.36e-05-0.002269i,-7.1115e-05+0.00029201i,-0.00044419+0.0014271i,-0.00011422+0.0007749i,0.00015002-0.00016857i,-0.00027211-0.00094168i,-0.00069084-0.0012547i,-0.00056865-0.0010698i,-0.00014556-0.00076856i,0.00020015-0.00081642i,-0.00013152-0.00071551i
-0.00081399+0.00054046i,-0.00086999+0.0013513i,-0.00032984+0.0019737i,3.4005e-05+0.00075321i,-0.00049187+0.00076239i,-0.0015723+0.0021901i,-0.0010313+0.0014933i,-0.00060712-0.0003927i,-0.00097526-0.0017016i,-0.0012493-0.0017221i,-0.001026-0.0012496i,-0.00073038-0.0015318i,-0.0016408-0.0022893i,-0.0019352-0.002368i,-0.0012347-0.00069845i,-0.00031816+0.00089607i,5.4926e-05+0.00096399i,0.00058223+0.0011788i,0.00072193+0.00080276i,-9.3867e-05-3.1279e-05i,0.00036248-2.6258e-05i,0.0008423+9.4991e-05i,-2.2903e-05+0.00015036i
-0.00073383+0.0025124i,-0.00080755+0.0029228i,0.00089698+0.0021078i,0.0019974+0.00095815i,0.0022458+0.0010155i,0.0018939+0.0014545i,0.001137+0.000579i,0.00021867-0.0011138i,-0.0013282-0.0013083i,-0.0026053-0.00037761i,-0.0020026+0.00044716i,-0.0016876+0.0013337i,-0.0013826+0.0015455i,0.00025191+0.0020386i,0.0013966+0.0022634i,0.0015231+0.00046046i,0.0012361-0.00030216i,0.00034105-5.4242e-05i,-0.0011564-0.00016598i,-0.0016717-0.00036116i,-0.0011749+5.2886e-06i,-0.0010411+0.0010088i,-0.00068932+0.00071812i
-0.0002384+0.00017553i,-0.00088025+0.0012728i,0.00014707+0.0022738i,0.00016451+0.0025945i,-0.0012181+0.0020779i,-0.00050138+0.001572i,0.00064353+0.00096104i,-0.00074487+0.00040045i,-0.00097457+0.00070873i,-6.5088e-06+0.0012912i,0.00072488+0.0017139i,0.0010205+0.0016944i,0.00031632+0.0014913i,-0.0010392+0.00079793i,-0.0017587-0.00050302i,-0.0011972-0.0011816i,-0.00057764-0.0011534i,-0.0003652-0.0012991i,0.0001973-0.0010994i,0.00051574-0.00013514i,0.00057502+0.00011641i,0.00060812+0.00026617i,0.0007645+0.00058384i
-0.00059955-0.00062073i,-0.00039556+7.249e-05i,0.00022059-6.0754e-05i,0.0011377-0.0010735i,0.0016223-0.0012722i,0.0016306-0.00066206i,0.00083788-0.0003339i,-0.00081588+0.00010943i,-5.5781e-05+0.00056569i,0.0011201+0.00084119i,0.0016703+0.00092295i,0.0021771+0.00022652i,0.0022852-0.00057307i,0.0028657-0.00046231i,0.0021174-0.00084407i,-5.3405e-06-0.001039i,-0.0015089-0.00015712i,-0.0016991+0.00077629i,-0.0015993+0.0017565i,-0.0013309+0.0017277i,-0.00062257+0.0010864i,0.00010275+0.00036984i,0.00055808-5.6875e-05i
-0.00092249+0.0011569i,-0.00061721+0.0018623i,-4.1877e-05+0.0012826i,-0.00023102+0.0010542i,-0.00023671+0.0013893i,0.00021181+0.0010687i,0.00017022+0.00040803i,0.00072091+0.00018521i,0.00083049-0.00025663i,0.0011486-0.0016233i,0.00091429-0.0026771i,0.00063666-0.0025954i,0.00013289-0.0015867i,-0.0013521+0.00012727i,-0.0015722+0.00058047i,-0.00057206+7.6241e-06i,0.0003253-0.00025674i,0.00044468-0.0001642i,0.00038559-0.0006407i,-0.00022464-0.0011398i,-0.00041536-0.0010453i,8.2963e-05-0.00093562i,0.00090044-0.00060792i
-0.00030176+0.0017559i,-0.00032285+0.0024627i,4.9626e-05+0.0020921i,-0.00062235+9.4128e-05i,-0.00197-0.00083349i,-0.0025736-0.00025948i,-0.0016674-0.00057565i,0.000228-0.0016235i,0.00027095-0.0026861i,-0.0014779-0.0026182i,-0.0027791-0.0013543i,-0.0026315-0.0012773i,-0.002427-0.0024569i,-0.0018973-0.0024309i,-0.00068448-0.0014493i,-0.00069008-0.00071731i,-0.0011912-0.00029061i,-0.00071095-0.00010865i,8.0987e-05+0.00014654i,-0.00067318+0.00034009i,-0.00086131-0.00020579i,-0.00061852-0.00017397i,-0.0011743+8.1708e-05i
-0.0001452+0.0014102i,0.00011832+0.00087247i,0.00056456-0.00011522i,0.00062433-0.000401i,0.00057188+0.0010082i,0.00060752+0.0020175i,1.9018e-05+0.001551i,-0.001159-0.00051928i,-0.0018856-0.0012885i,-0.0021848+0.00030592i,-0.0023344+0.0019982i,-0.0019865+0.0024105i,-0.00073054+0.0025061i,0.00014366+0.0028534i,0.00027567+0.0020206i,0.00037005+0.00054816i,0.00010524-9.9537e-05i,0.0006703-0.00043171i,0.00049394-0.0012603i,-0.0010665-0.0013915i,-0.0016831-0.0010522i,-0.00067764-0.0010064i,0.00012031-0.0011489i
-0.0019+0.0016165i,-0.0008839+0.0023628i,-0.00049579+0.0027225i,-0.00068976+0.0025895i,-0.00077444+0.0026964i,0.00039736+0.0024556i,0.0014201+0.0011671i,0.00053724-5.5021e-05i,-0.00066948+0.00057286i,-0.00078784+0.0019015i,-6.0586e-05+0.0030025i,0.00084529+0.0030646i,-4.7597e-05+0.0017446i,-0.00064662-2.1973e-05i,0.00022609-0.000599i,-0.00046352-0.00045773i,-0.00098898-4.4871e-06i,-0.00060231+0.0002799i,7.0381e-05+1.5737e-05i,0.0007263+0.00041314i,0.00074194+0.0006979i,0.00098608+0.001257i,0.0012503+0.0016927i
-0.0014366+2.627e-05i,-0.0011215+1.4531e-05i,0.00020905-0.00022571i,0.0023114+0.00049794i,0.0035165+0.0011023i,0.0030686+0.00038422i,0.0026194-0.00046486i,0.0012095-0.00081748i,-6.262e-05+0.0006096i,0.0012038+0.0011452i,0.0025702+0.000872i,0.0017593+6.4097e-05i,0.0020711-0.00081122i,0.0020745+2.7514e-05i,0.0012505+0.00032522i,0.00075104-4.3546e-05i,0.00016028-0.00040447i,-0.00075634-0.00088849i,-0.0016858+6.0417e-05i,-0.0015795+0.00062595i,-0.00053958-0.00045061i,-0.000133-0.00043554i,-0.00025932-4.4708e-05i
0.00025442+0.0010707i,-0.0009074+0.0020498i,-0.0017041+0.0020322i,-0.0015767+0.0013791i,-0.0011191+0.001495i,-0.00030741+0.00059183i,0.0010663-0.0004409i,0.0014601-0.00078324i,0.0012874-0.0012018i,0.0011436-0.0014045i,0.00024269-0.00097584i,-0.0012549-0.0010456i,-0.0015485-0.0019128i,-0.0014586-0.0013409i,-0.0012869-0.00083778i,-0.0010257-0.00035372i,-0.00037143-0.00043293i,0.00082858-0.00084082i,0.0011392-0.00075678i,0.00070329-0.00089772i,0.00035564-0.00076288i,0.00070327-0.00053846i,0.00093475-0.00043537i
-0.002464+0.00066719i,-0.0021255+0.00079239i,-0.0011508+0.0010595i,0.00054117+0.00058945i,0.0021724-0.00039653i,0.0027746-0.00069472i,0.0014295-7.2814e-05i,-0.00073391+0.00087028i,-0.0018186+0.00040291i,-0.0021556-0.00098163i,-0.0022302-0.0012234i,-0.0013436-0.00096287i,-0.00078084-0.00062033i,-0.00027241+3.0399e-05i,-0.00034701-0.00013523i,-0.00068239-0.00068585i,-0.00043947-0.00021454i,-0.00014917+0.00033147i,-0.00036605+0.0010403i,-0.0014787+0.00099522i,-0.0020305+0.00046576i,-0.001424+0.00074694i,-0.0014332+0.00055577i
-0.00016972+0.0017585i,-6.0689e-05+0.0029563i,0.0017188+0.0032662i,0.0027184+0.001634i,0.001423+0.0003873i,-0.00058493+0.00076588i,-0.0012002+0.001239i,5.5165e-05+0.00018288i,0.00037208-0.00022076i,-0.00095247+0.00073778i,-0.0016273+0.002009i,-0.0008485+0.0028916i,-0.00022933+0.0027841i,-5.5911e-05+0.0019231i,0.0001827+0.00076009i,0.00030595+0.00024273i,-0.00040078-0.00083213i,-0.00041139-0.0012802i,-0.00050938-0.00083508i,-0.00075752-2.0156e-05i,-0.00015311+0.00050982i,0.0001388+0.00054342i,-0.0001685+0.00076838i
0.00094406+0.00068887i,0.0002288+0.0012249i,-0.00025378+0.00047962i,-0.0006383-0.00083606i,-0.0021667-0.00073039i,-0.0031934+0.00037533i,-0.001452+0.00045265i,0.00025943-0.00010652i,5.9947e-05+7.0028e-07i,-0.00013797+0.00044735i,0.00085033+0.00052545i,0.0016131+8.9852e-05i,0.0017291-0.0011191i,0.0012431-0.0012774i,0.00047644-0.0003385i,0.00061409-1.2963e-05i,0.00050022+0.00049737i,0.00030135+0.0011076i,0.00063242+0.0014378i,0.001138+0.0016199i,0.0010329+0.001951i,0.00050232+0.0017157i,0.00029314+0.00079116i
0.00061783+0.0005486i,0.00077556+0.0013484i,0.00039137+0.0018535i,0.0010058+0.0014094i,0.0008161+0.0013072i,0.00060518+0.0023203i,0.001417+0.0010576i,0.00076022-0.00076607i,-0.0002161-0.00048257i,0.00050627+0.00016101i,0.0011622+0.00013268i,0.0012673-0.00016528i,0.0014636+0.0004081i,0.0011831+0.00039237i,0.00036291+0.0002599i,-0.00029258-0.00030471i,-0.00071365-0.0012733i,-0.0010949-0.0012332i,-0.0010037-0.0011257i,-0.00051691-0.0017608i,0.00015825-0.0016373i,-7.3852e-05-0.00097743i,-8.4182e-05-0.00090775i
-0.00078065+0.0017109i,-0.001146+0.0017111i,0.00019047+0.002639i,0.00053471+0.0020163i,-0.00022549+0.00086324i,0.00020443+0.00067837i,0.00067987+7.8382e-05i,0.00068267-0.00047972i,0.00020109-0.00059415i,0.00025095-0.00086137i,3.0937e-05-0.0017139i,-0.00047318-0.002112i,-0.0018135-0.0010187i,-0.002056+0.00022568i,-0.0012351+0.0006699i,-0.0011976+0.0010952i,-0.00027799+0.0014529i,0.00092388+0.001017i,0.00091229+0.00012887i,0.00072682-0.00041862i,-9.8042e-05-0.00016704i,-0.00089939+0.00067425i,-0.00014407+0.00077603i
-0.0027736+0.0013912i,-0.0016096+0.0019295i,0.00073665+0.0026128i,0.0024024+0.0017772i,0.0027907+0.0016406i,0.0022162+0.0015042i,0.00115+0.00061741i,0.00040236+0.00012361i,0.00054768-0.00036431i,-6.6603e-05-0.0011651i,-0.00080441-0.00091246i,-0.00037507+0.00044755i,7.9133e-05+0.00091561i,0.00016715+0.00034461i,0.00047003-0.00018779i,-2.0006e-05-0.00032172i,-0.00068979-0.00027507i,-0.0012705-0.00013067i,-0.0020436+0.00082895i,-0.002379+0.00057437i,-0.0017396-2.9047e-05i,-0.0016695+0.00033797i,-0.0014078+0.00063605i
-0.00094985-9.4134e-05i,-0.0010781+0.00026297i,-0.0004855+0.00049823i,0.00061865+0.00074396i,0.00085923+0.0014961i,0.0016275+0.0015237i,0.0020117+0.00033926i,0.00051339-0.0002338i,-0.0011438-1.2556e-05i,-0.0011829-5.6715e-05i,-0.00093963+0.00046287i,-0.00025774+0.0014482i,-0.00057774+0.0011088i,-0.0016351+0.00019674i,-0.0014992-0.00049813i,-0.00066554-0.00046988i,-0.00021648-0.00077334i,0.00022824-0.0023081i,0.00053824-0.0021416i,0.00064068-0.0011133i,0.00067783-0.00031766i,0.00063735+0.00019614i,0.00091192+8.8518e-05i
-0.0017216+0.00084168i,-0.0010765+0.0010377i,-0.0015454+0.00018873i,-0.0018774-0.00039703i,-0.00069891-0.0010803i,0.00094746-0.00098599i,0.002407-0.00037787i,0.0021013-0.0010576i,0.00046092-0.0019361i,-0.00047664-0.00058232i,-0.00020699+0.0004738i,0.0010203-0.0002899i,0.0018068-0.00086197i,0.0014581-0.0011445i,4.1282e-06-0.0012207i,-0.00089874-0.00083966i,-0.00085774+0.00060337i,-0.0012406+0.0021838i,-0.0009247+0.0024503i,-0.00040548+0.001957i,-0.0013442+0.0012134i,-0.0014159+0.0011086i,-0.00076345+0.0012057i
-0.00054934+0.0012767i,-0.00047245+0.0016802i,0.00042302+0.0024903i,0.0012456+0.0024226i,0.00072584+0.0013166i,0.00037471+0.0010941i,0.00050908-0.0001711i,0.00079131-0.0013741i,-0.00021421-0.0012569i,-0.0010266-0.00025909i,-0.00054909+0.00018913i,-0.00023117-0.0009501i,-0.00027765-0.001626i,-0.00039803-0.0005755i,-0.00035614+0.00017512i,4.8293e-06-0.00024447i,0.00016932-0.00089664i,-2.8034e-05-0.0017988i,-5.5638e-06-0.0031035i,-0.00024835-0.003741i,0.00026384-0.0028052i,0.0013453-0.0012028i,0.00096515-0.00074358i
-0.00074363+0.00089659i,-0.0013506+0.00099673i,-0.0010108+0.00065456i,-0.00082488+2.1796e-05i,-0.0014527+0.00060786i,-0.0014573+0.00015117i,-0.0004135-0.00086731i,-0.00033126-0.0012577i,-0.00079696-0.00084678i,2.7394e-05+0.00049248i,0.00056532+0.00053057i,-0.00070984-0.00053642i,-0.0016167-0.0013557i,-0.0012282-0.0012829i,-8.3101e-05-0.00044581i,-0.00011293+8.6609e-05i,6.2971e-05-0.00014614i,0.0011415-3.7717e-05i,0.0019816+0.00078566i,0.0015374+0.00073396i,0.00016447+0.00042886i,0.00011842+9.2629e-05i,0.00051993-0.00035814i
-0.00033892+0.0016002i,-0.00079017+0.0013741i,0.00044251+0.0011389i,0.0010381+0.0010221i,0.00078224+0.0019214i,0.00057344+0.0033412i,-2.1227e-05+0.0026563i,-0.00049561+0.00075184i,-0.00073739-0.00032036i,-0.00031408-0.00044809i,-3.1174e-05+9.3036e-05i,0.0001131+0.00092658i,0.00012442+0.0013038i,2.3882e-05+0.0012208i,-0.00029468+0.00062423i,-0.00068118+0.00021191i,-0.0015218+0.00030394i,-0.0026053+0.00068951i,-0.0029625+0.00062496i,-0.002519-7.1874e-06i,-0.0019678-0.00074849i,-0.0014934-0.0011992i,-0.00055943-0.00056854i
-0.0011633-6.1251e-05i,-0.0014668+0.00044631i,-0.00097227+0.001147i,-0.00041281+0.0020105i,-7.3106e-05+0.0028824i,0.00087114+0.0038332i,0.0010134+0.0025698i,0.0011718+0.00091411i,0.00071201+3.7345e-05i,0.00026551-0.00024624i,-0.00074892+5.3815e-05i,-0.00045797+7.0815e-05i,0.00039579-0.00026809i,-1.3938e-05-0.00068977i,-7.796e-05-0.00061917i,4.4134e-05-0.00030105i,0.00094821-0.00047383i,0.0020323-0.00043205i,0.0017352-0.00018577i,0.0011627+9.3633e-05i,0.001076+0.0013178i,0.00047161+0.0021395i,-0.00028909+0.0011798i
-0.0011515+0.00045752i,0.00035499+0.00050941i,0.0013949+0.001078i,0.0020331+0.0013047i,0.0026901+0.0013449i,0.0033808+0.0009342i,0.0038566-0.00043405i,0.0023837-0.001259i,-0.0001616-0.0014041i,-0.00076203-0.00066332i,0.00057247+0.00029322i,0.0014438-0.00012596i,0.00056899-0.0015575i,-0.00076569-0.0013214i,-0.00086907-0.0005539i,-0.00016076-0.0004758i,-0.0001208+7.1975e-05i,-0.00091405+0.0010938i,-0.0016689+0.0017768i,-0.0011463+0.00077289i,-0.0007813-0.00027305i,-0.00018996+0.00010645i,-7.0501e-05+0.00074479i
-0.0017945+0.00048821i,-0.0017859+0.0010331i,-0.0011034+0.0015423i,-8.5498e-05+0.00071806i,-5.1062e-05+0.00029654i,0.00024504-7.4524e-05i,0.0010671-0.00093346i,0.00022591-0.0010847i,-0.0019198-0.00074438i,-0.0022658-8.9761e-05i,-0.00069887+0.00014912i,-0.0002229-0.0012388i,-0.00042816-0.0023454i,-0.000652-0.0011875i,-0.00086858-0.00014614i,-0.00099957-0.00085457i,-0.00029218-0.0022253i,-4.1925e-05-0.002135i,-0.00044168-0.0012997i,0.00017962-0.0010845i,0.0010593-0.00050264i,0.0010766+0.00033395i,0.00075325+0.00018192i
0.00013886+0.0025687i,0.00064909+0.0023951i,0.0020671+0.0011001i,0.0015948-0.0016629i,-0.001171-0.0039024i,-0.0031773-0.0034592i,-0.002677-0.0015554i,-0.0017144-0.00099591i,-0.001333+0.00014388i,-0.00067068+0.0014708i,0.0001526+0.0011212i,0.00031116+0.00025329i,-0.00045728+0.00019779i,-0.00021472+0.00041564i,0.00058339+0.00046521i,0.00038138+0.00049425i,-0.00057891+0.001095i,-0.0014159+0.0017826i,-0.0018149+0.0020527i,-0.0017918+0.001194i,-0.0014978-4.5527e-05i,-0.0011963-0.00034887i,-0.00050478-0.00061023i
-0.0012839-8.5272e-05i,-0.00085144+0.00090743i,-0.0001252+0.0012784i,-2.5272e-05+0.0019026i,-0.0016684+0.0030199i,-0.0025802+0.0029357i,-0.0022773+0.0015037i,-0.001981+0.00010817i,-0.0014563+0.00020108i,-0.00044653+0.0005133i,-0.00056478+0.00067262i,-0.00046988+0.0012917i,-0.00046538+0.00099527i,-0.00052892-2.3755e-05i,-0.00072495-0.00013277i,-0.0013056+0.00032615i,-0.0012861-0.00013011i,-0.0013169-0.00039809i,-0.0018429-0.00065417i,-0.0011384-0.0010219i,-0.00025693-0.00018724i,-0.00050675-4.0678e-05i,-0.00060745+0.00025989i
-0.00013315-0.00015411i,4.5529e-05+8.0472e-06i,-0.00073557+0.00071318i,-0.0020192+0.0014253i,-0.0025771+0.002263i,-0.0015437+0.0039512i,-1.7082e-05+0.0040463i,0.00042595+0.0013772i,0.00016867-0.0011821i,-6.541e-05-0.001597i,0.00012982-0.0010005i,0.00084366+0.00040684i,0.0011618+0.00039798i,0.0011408-0.00091324i,0.00050335-0.0016421i,0.00064559-0.001863i,0.0013509-0.0011673i,0.00057221+0.00018196i,-0.00064591+0.00087613i,-0.00055903+0.00096811i,-0.00068846+0.00093753i,-0.00037639+0.0014254i,0.0011874+0.0012704i
-0.001466+0.0011466i,-0.0011217+0.001492i,-0.00039822+0.0012413i,0.0011223+0.0014207i,0.0029772+0.0022713i,0.0041944+0.0019826i,0.004313+0.0010929i,0.0027436-8.5079e-05i,0.00046809-0.0013741i,-0.0011652-0.00077431i,-0.0015768+0.00054048i,-0.0010721-0.00018312i,-0.0010308-0.00077684i,-0.0018061-0.00037836i,-0.0020709+0.00049603i,-0.0016275+0.00065653i,-0.00098036+0.00026892i,-0.00081931+0.00065379i,-0.00061553+0.00035384i,-0.0004274-0.0004855i,-0.00047635-0.00069705i,0.00012292-0.00049761i,0.00012577-0.00067727i
0.00078773-0.0003423i,0.0014922+0.00045075i,0.0018538-0.00032875i,0.00065365-0.0011978i,-0.00032773-0.0012736i,0.0011727-0.00068403i,0.0024864-0.0013713i,0.00093217-0.0017807i,-0.0012591-0.0008639i,-0.0021326+0.0004106i,-0.0013563+0.00069243i,-0.00020512+0.00058148i,-7.3523e-05+0.00076533i,0.000107+0.0005019i,0.00050106-0.000204i,-0.00021567-0.0013297i,-0.0010805-0.0018643i,-0.00043341-0.0016907i,0.00059613-0.00058369i,0.00057974-9.054e-05i,0.00022434-0.00041024i,-0.00026028-0.00037763i,0.00027213-0.00012016i
1.9789e-05-9.0327e-05i,-0.0010049+0.00072607i,-0.00070579-0.0002181i,0.00029441-0.0013387i,0.00045833-0.0017462i,0.00025524-0.0029817i,0.00077813-0.0037749i,0.00043979-0.0032558i,-0.0003799-0.0011815i,-3.2849e-05+0.00074914i,0.00030973+0.0010692i,-0.00040236+0.00066113i,-0.00071092+0.0010197i,0.00042287+0.001722i,0.00021967+0.0022953i,-0.00050493+0.0020039i,7.2502e-05+0.00092684i,0.0010473+0.00050544i,0.00077955+0.00019733i,-0.00057104+0.00015451i,-0.0012843+3.0597e-06i,-0.0010824-0.00043276i,-0.0010588-0.0001308i
-0.00035259-0.0018322i,0.00033947-0.00065155i,-0.00047963+0.00021366i,-0.0016818+0.00081789i,-0.0032658+0.0021762i,-0.0046948+0.0031441i,-0.0041657+0.0020833i,-0.0022169+0.00049498i,-0.00077604-0.00067375i,0.00014867-0.0012221i,0.00060357-0.0012823i,0.00038229-0.00070579i,0.0010962-0.0006257i,0.0010519-0.0022037i,-0.00049392-0.0025804i,-0.001469-0.00084715i,-0.0011841+0.00065794i,-0.00031005+0.00081838i,-0.00054261+0.00022276i,-0.0012032-0.00020218i,-0.00033662+0.00028498i,0.0010982+0.0013633i,0.00081405+0.0013927i
-0.00054066+0.00028692i,-0.0004882+0.0015829i,-0.00045011+0.0014097i,-0.0010077+8.5469e-05i,-0.0012814+6.7066e-05i,-0.00065731+0.0026911i,0.00057041+0.0033693i,0.0013582+0.0010725i,0.00081579-0.0012417i,-5.5764e-05-0.0019839i,3.3345e-05-0.0011844i,0.00019022+0.00020729i,0.00096529+0.00048183i,0.0013928+2.4436e-06i,0.00057269+3.8714e-05i,0.00050971+7.3355e-05i,0.00099073-0.00010586i,-0.00014646+0.00034997i,-0.0012933+4.9619e-05i,-0.0012984+0.00012806i,-0.0012671+0.001577i,-0.00078359+0.0012627i,-0.00051171+0.0002046i
-0.00042937+0.0015029i,-3.6826e-05+0.00087111i,0.00082993+0.0010665i,0.00054094+0.0019041i,-0.0009977+0.003954i,-0.00099512+0.0047046i,0.0011894+0.0035702i,0.00082994+0.0015799i,-0.0014946+1.0255e-05i,-0.0021454-2.599e-06i,-0.00094371+0.00043491i,9.9155e-05-6.3012e-05i,-0.0003868-0.00098249i,-0.0014895-0.00064601i,-0.0013284+6.0143e-05i,-0.0010169+0.0006415i,-0.00080264+7.9407e-05i,0.00017534+0.00019084i,-8.4276e-05+0.0011275i,-9.8593e-05+0.0013945i,0.00053216+0.00034467i,0.0013101-0.00065294i,0.0010254-0.00074715i
-0.00072302+0.00099159i,-0.00064673+0.0018425i,0.00011082+0.0012009i,-0.00098366+0.00015105i,-0.0010113+0.00034156i,0.0018131+0.00076039i,0.0035271+0.00057158i,0.0014707-0.00064759i,-0.00088459+6.8481e-06i,-0.0014973+0.0018781i,-0.00031186+0.0017271i,0.00077143+0.0016066i,0.00035127+0.00084837i,0.001055+0.00012808i,0.0016461+0.00012031i,0.00076391-0.00059073i,-0.00020927-0.00084785i,-0.00047047-0.00098136i,0.00033876-0.00071897i,0.00095872+0.00035972i,0.00011626+0.0011483i,-0.00024814+0.00067178i,-0.00024404-0.00024317i
-0.0026821-0.00053136i,-0.0023795+0.00049189i,-0.00093373+0.0019629i,0.0012711+0.0022946i,0.0025763+0.0021213i,0.0028293+0.00024704i,0.0017751-0.0026209i,0.00035338-0.0019214i,0.00010977+0.00084277i,0.00088324+0.0018855i,0.00094492+0.00051617i,6.1592e-05-0.0012411i,-0.0011224-0.00071379i,-0.0021691+0.00053421i,-0.0020316+0.00053816i,-0.00098181+0.00083343i,0.00029841+0.0014413i,0.00097318+0.00096611i,0.00083203-0.00080369i,0.00043369-0.0017123i,-0.00029511-0.0015285i,-0.00070803-0.001157i,-0.00093638-0.00040558i
-0.0013039+0.00067671i,-0.0014686+0.0011432i,-0.00076875+0.0021255i,-0.00042112+0.0018305i,-0.0014074+0.00059305i,-0.0019322-0.00044211i,-0.002603-0.0012806i,-0.0017521-0.0019474i,-0.00011993-0.0010255i,0.00045805-0.00042076i,0.00084526-0.00061535i,0.0011831+0.00036478i,0.00070583+0.00035729i,8.498e-06-0.00065295i,-0.000255-0.001077i,-0.0002136-0.00054783i,-0.00071165+0.00033928i,-0.0012408+0.0003868i,-0.0012547+9.3938e-05i,-0.0006941+0.00015596i,0.0003268+0.00078361i,0.0010713+0.0010792i,0.00031372+0.00057437i
