-0.0044794+0.0011429i,-0.0046159+0.00095508i,-0.0040143+0.0020204i,-0.0022772+0.0027464i,0.00011136+0.0029129i,0.0018924+0.0025993i,0.0019097+0.0018141i,0.0011199+0.0011687i,0.00010602+0.0010882i,0.00035407+0.0011548i,0.0010061+0.00042904i,0.00062471-0.00048673i,3.3815e-05-0.0013045i,-0.00070122-0.00090582i,-0.0012728-0.00037656i,-0.00099107+0.00016714i,-0.00099857+0.0001955i,-0.0011389-0.00027209i,-0.001063-0.00011739i,-0.00038836+4.5251e-05i,-0.00012421-0.00027135i,-0.00033403-0.00055723i,-6.8707e-05-0.00042471i
-0.0045977+0.00176i,-0.0060205+0.0032615i,-0.0093104+0.0046249i,-0.012361+0.0032067i,-0.0102-0.00086896i,-0.0026359-0.0028442i,0.0019903-0.0017259i,0.00098379-0.0010864i,-0.00051832+0.00082606i,-0.0012516+0.0027756i,-0.00084899+0.0027491i,0.00061329+0.0036933i,0.00029851+0.0055445i,-0.0018756+0.0054549i,-0.0033728+0.0047529i,-0.0033126+0.0049573i,-0.0024659+0.0045764i,-0.0015726+0.0044019i,-0.00058971+0.0044535i,0.00072182+0.0033394i,0.0012336+0.0019681i,0.00080109+0.0011647i,0.00038284+0.00079775i
0.0013422-0.0029189i,0.00084804-0.004999i,-0.0032703-0.0077979i,-0.0044546-0.010094i,0.00023531-0.010675i,0.0044547-0.0081605i,0.0055305-0.0043812i,0.0038174-0.0021171i,-0.00019582-0.00011607i,-0.001681+0.00095283i,-0.00020161-0.002109i,0.00076607-0.0058443i,0.0002053-0.0065543i,-0.00024336-0.0055317i,-0.00058856-0.0036564i,-0.001252-0.0022951i,-0.0013559-0.0014803i,-0.00098833-0.0010597i,-7.2146e-06-0.00029789i,0.00020059+0.0013197i,-6.4755e-05+0.0016343i,2.0063e-05+0.00079709i,-1.6543e-05+0.00082879i
-0.00025691+0.003335i,-0.00037136+0.0029786i,0.0016471-0.0014087i,0.0062673-0.005328i,0.011137-0.0042091i,0.010875-0.00019818i,0.0074717+0.0017803i,0.0038019+0.00055569i,-0.00047173-0.0017344i,-0.0030344-0.0023032i,-0.0027467+0.00060411i,-0.00076016+0.0033216i,-5.2037e-06+0.0031298i,-0.0013555+0.0016078i,-0.0016414-0.00022198i,-0.0011254-0.0010926i,-0.0015085-0.002177i,-0.0018611-0.0022471i,-0.0012568-0.0015365i,-0.00030691-0.00077778i,-0.00074892+0.00040741i,-0.0013068+0.00016706i,-0.0012613-0.00028508i
-0.00037341-0.0048027i,0.0012166-0.0064615i,0.0054724-0.0028218i,0.010506+0.0045781i,0.011827+0.0090197i,0.0082551+0.0071475i,0.004254+0.003059i,0.0023925+0.00027572i,0.0018236-0.0014418i,0.0020208-0.0022493i,0.0027327-0.0019872i,0.0037742-0.0020691i,0.004546-0.0033767i,0.0048619-0.0040485i,0.005869-0.0036772i,0.0058543-0.0035005i,0.004464-0.0025889i,0.0029225-0.0013053i,0.0013136-0.00073516i,0.00049748-0.0012227i,0.00077944-0.001935i,0.00058972-0.0020259i,0.00031627-0.0015613i
-0.00090461+0.0037652i,0.0010222+0.0065038i,0.0019221+0.010876i,0.0011148+0.014503i,8.7519e-05+0.013478i,0.00090921+0.0074818i,0.0015955+0.0019768i,0.0024219+0.001301i,0.0034016+0.0010916i,0.001674-0.00041367i,-0.0019389+0.00027255i,-0.004523+0.0024054i,-0.0038005+0.0035469i,-0.0024565+0.0023415i,-0.0029647+0.00070672i,-0.0028884+0.00075496i,-0.00066852+0.0010865i,0.00081725+0.00051217i,0.00069069-0.00024985i,0.00046896-0.0004794i,0.00031539-0.00020514i,-0.00013803+0.00052569i,1.7327e-05+0.00055496i
0.00079807-0.0015581i,-0.0021276-0.001301i,-0.0062099+0.00053843i,-0.011047+0.0021861i,-0.012857+0.0015363i,-0.0082585+0.00071012i,-0.0025971+0.0016952i,-0.0004954+0.0027406i,0.00039344+0.0035654i,0.0014717+0.0031269i,0.0023518+0.0011673i,0.0027997-0.00052868i,0.0024006+0.0002742i,0.002443+0.002518i,0.0030162+0.0042624i,0.0027948+0.0048722i,0.0018564+0.0041053i,0.00050953+0.0023919i,0.00033546+0.00042092i,0.0012911-0.0003435i,0.00075418+3.0514e-05i,-0.00014065+0.00036902i,-0.00033921-1.6603e-05i
0.0018612-0.00036975i,0.0018715-0.0026579i,-0.0025759-0.0060502i,-0.0056179-0.0097942i,-0.0032595-0.010812i,-5.004e-05-0.0072055i,-0.00020999-0.0037998i,-0.0021996-0.0020803i,-0.0035615-0.0001108i,-0.0042456+0.00067695i,-0.0050981-0.00074779i,-0.0064416-0.0017341i,-0.0067747-0.0017492i,-0.0052999-0.0022537i,-0.0039729-0.0017571i,-0.0031987-0.00061553i,-0.0023783+0.00050917i,-0.00099588+0.00067023i,9.0645e-05+0.00027504i,0.0005123+0.00037132i,-0.00014372+0.00060233i,-0.0007722+0.00016595i,-0.00027287+0.00092888i
-0.0036292+0.0026035i,-0.0032091+0.0045814i,0.0006736+0.0019615i,0.0070876-0.0023675i,0.010475-0.0033549i,0.0095782-0.0020474i,0.0062873-0.0019984i,0.0015743-0.0030988i,-0.0028068-0.002697i,-0.0037626-0.00045398i,-0.00013648+0.0015124i,0.0036794+0.0012895i,0.0032841+0.00023866i,0.0010444-0.00090095i,0.00068431-0.0017503i,0.0002433-0.0023231i,-0.00023176-0.001886i,-0.00075917-0.00010191i,-0.0011602+0.00089389i,-0.00034766+0.00047214i,0.00035878+0.00082692i,-0.00012347+0.0011779i,-0.00068916+0.00062353i
-0.0013775-0.0031082i,-0.0010581-0.0041684i,-0.00039051-0.002812i,0.002891+0.0024498i,0.0072479+0.0070858i,0.0069564+0.0059093i,0.0044433+0.0019217i,0.0032349-0.0024853i,0.0010609-0.0055114i,-0.0018018-0.0053282i,-0.0027401-0.0045894i,-0.0019769-0.0044124i,-0.00099942-0.0046472i,-0.00049161-0.0044154i,-0.00057698-0.0042526i,-0.00098794-0.0039654i,-0.00027518-0.0028168i,0.00078028-0.0011408i,0.00049849+0.00049016i,-0.00039551+0.0015981i,-0.00086881+0.00075768i,0.00028079-0.00087953i,0.00079173-0.00080876i
0.0014138+0.0018649i,0.0027478+0.0038683i,0.0029881+0.0063371i,0.0018565+0.0088106i,0.0013044+0.0089216i,0.0031047+0.0053411i,0.004707+0.0013155i,0.0047383+6.3177e-05i,0.0045581-0.00022006i,0.0040237-0.0011543i,0.0029599+0.00040329i,0.0019079+0.0040296i,0.0014199+0.0048593i,0.0010599+0.0037219i,0.00095856+0.0032267i,0.0016532+0.0025448i,0.0015327+0.0018715i,0.0010927+0.0012649i,0.0018362+0.00069147i,0.0012842+0.00038789i,0.00040368+0.00055731i,0.00053011+0.0002339i,0.00023732-0.00072778i
-0.0046329-0.0049003i,-0.0078001-0.0064847i,-0.0088616-0.0039168i,-0.0085995+0.00071815i,-0.0066634+0.0016432i,-0.0029327+0.0012829i,0.00089584+0.0017274i,0.0032761+0.0020972i,0.0042431+0.00204i,0.0046424+0.00098709i,0.0027709-0.0024195i,5.2829e-05-0.0047567i,8.7609e-05-0.003403i,0.0013831-0.00085658i,0.0017514+0.00015621i,0.0021285+0.00022469i,0.001988+0.00040405i,0.00033032+0.0001715i,-0.00086228-0.00033662i,-0.0010253-0.00029195i,-0.0011303+1.7577e-05i,-0.00066623+0.00030349i,-9.9039e-05+0.00015567i
0.0085426+0.0022226i,0.0092999+0.002148i,0.006438-0.0010258i,0.0023581-0.0055384i,0.00077711-0.0070235i,0.0015311-0.0043203i,0.0009522-0.00079999i,-0.00052739+0.002276i,-0.00080788+0.0040737i,-0.00025843+0.0049714i,-0.0007394+0.0050728i,-0.0027263+0.0048456i,-0.0036931+0.0042571i,-0.0024709+0.0029054i,-0.00095936+0.0015572i,-0.0011266+0.0016133i,-0.0012889+0.0019523i,-0.0011034+0.0016418i,-0.0010268+0.00075941i,-5.7338e-05-0.0002747i,0.00050044-0.00078359i,0.00014686+0.00024846i,0.0005859+0.001114i
-0.0031422-0.0050727i,-0.0055887-0.0068997i,-0.0036591-0.0066306i,0.0012758-0.0047565i,0.0044564-0.0020821i,0.0047876-0.00020831i,0.0020409+0.0012829i,-0.0022431+0.0015482i,-0.0047065+0.0018841i,-0.0040584+0.0019697i,-0.001635-0.00059294i,0.00082298-0.003566i,0.0016741-0.004413i,0.00072569-0.0037589i,-0.00068784-0.0031621i,-0.0011474-0.002789i,-0.00024689-0.0018676i,0.00041933-0.0013839i,0.00042026-0.0015771i,0.00030259-0.0010298i,3.5862e-05-0.00055849i,-3.4597e-05-0.0009491i,-0.00037177-0.0010938i
0.0027151-0.0014885i,0.0036137-0.0029366i,0.0027875-0.0019527i,0.0033269+0.00072854i,0.0060563+0.0029653i,0.0064062+0.0029917i,0.0045293+0.00093732i,0.0018386-0.0020977i,-0.0014602-0.0047894i,-0.0046591-0.0037002i,-0.0063094-0.00040612i,-0.0053139+0.0013024i,-0.0031169+0.00085282i,-0.0012925-0.00019229i,-0.00026362-0.00043906i,-0.0001545+0.00076337i,0.00061258+0.0020212i,0.0010302+0.0013766i,0.00044441+0.0010467i,0.00046584+0.00093817i,0.00033584+0.00023445i,-0.00027088-1.5872e-05i,-0.001571-0.00064379i
-0.0036036-0.0001792i,-0.0041443+0.0021425i,-0.0024194+0.0038858i,-0.00063071+0.0051681i,-0.00046997+0.0057719i,-0.00022486+0.0037282i,0.00011202+0.00041601i,0.00090306-0.0020992i,0.0017766-0.0043671i,0.0018485-0.0059581i,0.0025569-0.0049352i,0.0049339-0.0023144i,0.0069156-9.5476e-05i,0.0062216-8.02e-05i,0.0050277-0.00090517i,0.0046035-0.0013599i,0.0029387-0.0010213i,0.0011447+3.7137e-05i,0.00064744-4.12e-05i,0.00024362-0.00039386i,0.0008938-7.4034e-05i,0.0015636+0.00039488i,0.00076265+0.00040538i
0.0018691+0.0011662i,0.002131+0.0023333i,-0.00063295+0.0033135i,-0.003525+0.0050492i,-0.0034555+0.0048147i,-9.7724e-05+0.0028287i,0.003666+0.0014502i,0.0054298+0.00060695i,0.0048188-0.00018514i,0.0027248-0.00093132i,-0.00044423-0.0011332i,-0.0037116+8.5123e-05i,-0.0048852+0.00056606i,-0.0039256+0.00057543i,-0.0024535+0.0013343i,-0.00089803+0.0017793i,-0.00023424+0.0018121i,0.00058752+0.0023911i,0.0011691+0.0019345i,0.0006694+0.0012956i,-0.00011179+0.001181i,-0.00039146+0.00052872i,-0.0002328+0.00043205i
0.00046535-0.0033585i,-0.00025547-0.0045563i,-0.0016956-0.0061189i,-0.0031747-0.0067553i,-0.0021881-0.0059232i,0.0012143-0.0024548i,0.0024683+0.00060197i,0.0028708+0.0023225i,0.0033494+0.0042174i,0.003801+0.0041116i,0.0045568+0.0032724i,0.0041309+0.0025644i,0.0036874+0.0022297i,0.002695+0.0012149i,0.00059549+0.00011743i,-0.00011315+0.00084864i,0.00077648+0.00095092i,0.00064357+0.00027546i,0.00051858-0.00017162i,0.0004995-0.00066851i,0.00010713-0.00047526i,-0.00047746+0.00090655i,-0.00044834+0.0015599i
-0.001136+0.0005769i,-0.001561+0.00080112i,-0.00093658+0.00044266i,0.0016961-0.0015423i,0.0034437-0.0018812i,0.0019248+0.00090611i,-0.00065968+0.0026395i,-0.0028283+0.0033958i,-0.0046069+0.0043171i,-0.0040847+0.0038677i,-0.0030538+0.0013745i,-0.0034854-0.0014257i,-0.0036608-0.0022502i,-0.0027401-0.0016118i,-0.0019152-0.0010266i,-0.0025265-0.00060182i,-0.0029116-0.00050206i,-0.0015146-0.00048174i,-0.0011057-0.00022666i,-0.0013376-0.00013026i,-0.00097224+0.00014989i,-0.0014878+0.00016846i,-0.0013914-0.00066048i
0.0001386+0.00094856i,0.00080914+0.00042813i,0.0026245+0.0012744i,0.004401+0.0027641i,0.0057927+0.003006i,0.005096+0.0013928i,0.0033717-0.00056041i,0.00056031-0.0014546i,-0.0028348-0.002401i,-0.0037958-0.0014065i,-0.0019279+0.00085805i,8.6554e-05+0.0016853i,0.00014245+0.00060929i,0.00045064-0.00025336i,0.0019485-0.00079778i,0.002698-0.00099161i,0.0020082-0.0013259i,0.0011051-0.0016363i,0.00077271-0.0014519i,0.00065119-0.00060992i,0.00026214-0.00015929i,-5.2161e-05+0.00060602i,-0.00037437+0.0009865i
-0.00043501-0.00501i,-0.0011782-0.0046257i,-0.0020812-0.0027201i,-0.0031023+0.0021577i,-0.0029205+0.0064981i,-0.00065074+0.0055017i,0.0013235+0.0016118i,0.0016805-0.0025536i,0.00037791-0.0052002i,-0.0025134-0.0053892i,-0.0037885-0.0050513i,-0.0022207-0.004901i,0.00033889-0.0044463i,0.0021401-0.0040245i,0.0028672-0.0035062i,0.0017455-0.0020564i,0.00070144-0.00029488i,0.00038014+0.00098487i,-0.00044635+0.0010704i,-0.00065946+0.00046875i,0.00026431+0.00010927i,0.00080417+0.00018309i,0.00026802+0.00017542i
0.001798+0.0012319i,0.0027438+0.0013427i,0.0016692+0.00034654i,-0.00085768-0.00089351i,-0.001377-0.0012779i,0.00082962-0.00068025i,0.002536-0.0004928i,0.0034285-0.00083164i,0.0038099-0.001429i,0.0037184-0.0019466i,0.0028879-0.00082372i,0.0010877+0.0018374i,0.00057244+0.0027054i,0.0009309+0.0023476i,0.00040855+0.0023736i,0.00018286+0.0024791i,0.00044877+0.0021868i,8.8053e-05+0.0014947i,0.00034858+0.0011937i,0.00065107+0.00010042i,0.00010681-0.00073519i,0.00038803+4.9658e-05i,0.0017115+0.00024337i
-0.0049316-0.0025143i,-0.0075551-0.0021556i,-0.0065766-0.001163i,-0.001683-0.0013474i,0.0016822-0.0012686i,0.0022728+0.00043918i,0.0014469+0.0018995i,0.0018524+0.0023118i,0.0035336+0.0020734i,0.0040591+0.00018105i,0.0031799-0.0019343i,0.0020103-0.0026493i,0.0016926-0.0013215i,0.00077759-8.3734e-05i,-0.00055724-0.00010426i,-0.0015362-0.00031168i,-0.001752-0.00044139i,-0.00066647-0.00021081i,-0.00065393+2.1535e-06i,-0.00060744-0.00045961i,-0.00036879-0.00022577i,-0.0010105-0.00027492i,-0.00093396-0.00027717i
0.0046161-0.00020624i,0.0080294-0.0027011i,0.0077848-0.0030897i,0.0057533-0.0019927i,0.006305-0.0015188i,0.0062661-0.0012725i,0.0034567-0.00044019i,0.0009202+0.0018146i,0.00029314+0.0041989i,0.00034968+0.0053029i,0.00034819+0.0053902i,-0.00054988+0.0041667i,-0.001738+0.0025758i,-0.001942+0.0013475i,-0.0013499+0.0010409i,-0.00087659+0.0012992i,-0.0003528+0.00076073i,-0.00059751+0.00096513i,-0.00096534+0.0015439i,-0.0010751+0.0012794i,-0.0010107+0.00056013i,-0.00063107+0.00029856i,-0.0003823+0.00026936i
-0.0002207+0.0010983i,-0.0016562+0.00087533i,9.0767e-05+0.0012411i,0.0016821+0.0014156i,0.0019969+0.0025454i,0.00044746+0.0033084i,-0.0011789+0.0025605i,-0.0024966+0.0020188i,-0.0036374+0.0023615i,-0.0037536+0.0017931i,-0.0019701+0.00058485i,0.0003741+5.9217e-05i,0.0018076+9.0553e-05i,0.001911-0.00021581i,0.0009738-0.0020602i,0.00038661-0.0020664i,-0.00026363-0.0010393i,-0.00046955-0.00097144i,0.00012015-0.00046231i,0.00056561+0.00023403i,0.00035215+0.0005306i,0.00048937+0.00070149i,0.00075889+0.00051537i
0.0060911-0.00060165i,0.0064901-0.0019364i,0.0042413-0.0019536i,0.0017057+0.00073132i,0.00044564+0.003227i,-2.6693e-05+0.002558i,-7.0429e-05+0.00032212i,-0.00049984-0.0025648i,-0.0023135-0.0032208i,-0.0044302-0.0017872i,-0.0045294-0.00053402i,-0.0037174-0.00071693i,-0.0022911-0.0014965i,-0.0005449-0.0019191i,0.0004172-0.0013704i,0.0004269-0.0010564i,0.00017282-0.00096955i,0.00029216-8.1652e-05i,0.00039708-0.00053135i,9.0479e-05-0.00051633i,-0.00010987+1.8935e-05i,7.9775e-05+0.0006323i,6.9061e-05+0.0011074i
-0.0029276-0.0016667i,-0.0019639-0.0027208i,-0.0010759-0.0022257i,-0.00053648+0.00031746i,-0.00013922+0.0018508i,0.00057088+0.00062623i,0.0022219-0.0016589i,0.0035037-0.0040314i,0.0033679-0.0051546i,0.0019906-0.0046289i,0.0013756-0.0032591i,0.0018406-0.0015517i,0.0022499+0.00020932i,0.0028296+0.00087313i,0.0028012+0.0004144i,0.002164-0.00020278i,0.0010435-0.00034019i,-0.0003559-0.00020623i,-0.0012358-0.00054786i,-0.00088236-0.00056384i,-0.00079808-0.00078916i,-0.00060186-0.0010713i,0.00031973-0.00090448i
-0.00080986-0.00084696i,-0.00078935+0.00091188i,-0.0022547+0.0019499i,-0.0037714+0.0017436i,-0.0022867+0.0010914i,0.00021478+0.00060856i,0.0019379+0.00031284i,0.0031428+9.2638e-05i,0.0039091+0.00047934i,0.0033846-0.00048819i,0.0010834-0.00099866i,-0.00042594-0.0006458i,-0.00043493-0.0011602i,-0.00028253-0.00058519i,-0.00028373+0.00026035i,-0.00022121+0.00073101i,-0.0003787+0.00065654i,-0.00096211+8.5564e-05i,-0.0011085-1.4295e-05i,-0.00028069-0.00016508i,-0.00019931+0.00033619i,-0.00058843+0.00047872i,-0.00019427+0.0005938i
-0.0046284-0.00013234i,-0.0062416+0.00030521i,-0.004856-0.0016737i,-0.0014544-0.0035551i,0.0012263-0.002692i,0.002546+0.00049839i,0.0028326+0.002712i,0.0030349+0.0033591i,0.0031984+0.0032867i,0.0027273+0.0024148i,0.0023135+0.0010106i,0.0021491+0.0003402i,0.0007448+0.001099i,-0.00046006+0.0010466i,-0.00077127+0.00035425i,-0.00059373-5.794e-05i,-0.0002656-3.7196e-05i,0.00030272-0.00010134i,0.00072038-0.00030422i,0.00088685-2.0164e-05i,0.0010541-0.00030106i,0.0010454-0.00040277i,0.00084943-9.1605e-05i
0.0070678-0.0032849i,0.008376-0.005427i,0.0070848-0.0061098i,0.0046697-0.0027242i,0.0038536+0.0017825i,0.0044729+0.0032823i,0.0029317+0.0025466i,-0.00087156+0.0025119i,-0.0035803+0.0028919i,-0.0034739+0.0032777i,-0.0020483+0.001692i,-0.00084282-0.0010677i,-0.00037632-0.0023257i,-0.0012227-0.0024033i,-0.0022769-0.0019833i,-0.0020504-0.0008682i,-0.00099595+0.00082799i,0.00014758+0.0014405i,0.00060513+0.0008335i,0.00056709+0.00028802i,0.00036272+0.00034223i,-0.00051599+3.4921e-05i,-0.0011998-0.00050218i
-0.0074992+0.0013661i,-0.0081811+0.003056i,-0.005539+0.0054615i,-0.0009766+0.0063783i,0.0024118+0.0047949i,0.0022962+0.0025245i,-0.00042282+0.0011033i,-0.0032082+0.00010281i,-0.0047415-0.00092098i,-0.0039316-0.00097264i,-0.001159+0.00010326i,0.00030509+0.00056298i,-0.00088397-0.00055697i,-0.0018954-0.0012758i,-0.0010211-0.00086539i,0.00043433-0.00055153i,0.0013249-0.00035685i,0.0016822-1.8161e-05i,0.00013614+0.0005665i,-0.0010259+0.00047762i,-0.00022601+0.00058284i,0.00011797+1.2982e-05i,-9.027e-05-0.00076271i
0.0014132+0.0016097i,0.00072576+0.0022157i,-0.0011972+0.0045483i,-0.0024893+0.0053484i,-0.0016154+0.0032144i,0.0011036+0.00023667i,0.0031197-0.0023055i,0.0022587-0.004228i,0.00074021-0.0042617i,-0.00068331-0.0032474i,-0.0014162-0.0012765i,0.00045059-0.00093394i,0.0020702-0.0018408i,0.0015287-0.002091i,0.00033034-0.0017827i,0.0005743-0.0011954i,0.00087636-0.00078697i,-0.00033332+0.00049637i,-0.00095166+0.0010186i,-0.00091714+0.00045247i,-0.00073719+0.00037083i,-0.00042003+0.0011976i,-0.00064273+0.0014688i
-0.0034186+0.00032851i,-0.004186-0.0013119i,-0.003569-0.0034069i,-0.0022224-0.0047632i,-0.00078356-0.0037715i,0.00091167-0.0018425i,0.002283-0.0018777i,0.00359-0.0024451i,0.004265-0.0018509i,0.0034975-0.0013145i,0.0021008-0.00061208i,0.0008327-0.00036665i,0.00020049-0.00010152i,0.0010673+0.00070184i,0.0015832+0.00046506i,0.00098912-7.0297e-05i,-0.00034298+0.00032129i,-0.00069231+3.8591e-05i,-0.00059194-0.0008696i,6.9028e-05-0.0006448i,0.00095125-0.00062546i,0.0005702+0.00036581i,-4.2719e-05+0.00074017i
0.00022678-0.0026116i,0.00091618-0.0027491i,0.0015124-0.0009316i,0.0031756-0.0011841i,0.004222-0.0016834i,0.0035676+0.00034059i,0.0029991+0.0025607i,0.0028907+0.0037469i,0.0015022+0.0038663i,0.00039158+0.0030848i,-7.7979e-05+0.0019458i,0.00041967+0.001673i,0.0008957+0.0020356i,0.00026235+0.00052659i,-0.00021502-0.00076732i,-0.00023672-0.00052862i,0.00034506-0.00061747i,0.0011103-0.0004674i,0.0012364-0.00021449i,0.00065964-0.00024647i,-0.00011611-0.0004701i,-0.00060973-0.0011283i,-0.00026739-0.0006147i
-0.0034707+0.0013083i,-0.0045679+0.0035706i,-0.0038637+0.0057935i,0.00023402+0.0062613i,0.0049094+0.0061646i,0.0070079+0.0049861i,0.0055786+0.0031522i,0.0032213+0.0029452i,0.0014923+0.0033384i,0.0003267+0.0023262i,0.00080638+0.0018992i,0.00015327+0.0018301i,-0.0018848+0.0012857i,-0.0025296+0.00025388i,-0.002079-0.00049239i,-0.0014698+0.00017388i,-0.00031468+0.00070936i,0.00050036+0.00066542i,0.00077986+0.00050406i,0.0010492+0.00053711i,0.00076176+0.00016391i,-0.00033822-0.00088781i,-0.00096668-0.0016689i
-0.031168-0.0099381i,-0.034986-0.0014289i,-0.037363+0.015111i,-0.022233+0.022941i,-0.0029306+0.02512i,0.012015+0.016692i,0.0094777+0.0039255i,-0.00083195+0.0014478i,-0.0067667+0.0052417i,-0.0056868+0.0085157i,-0.0016753+0.0069157i,-0.00024312+0.0011839i,-0.0011541-0.006464i,-0.0053403-0.013212i,-0.007155-0.014959i,-0.0017739-0.010907i,0.0028393-0.0054872i,0.000972-0.0022863i,-0.0018317+0.00056019i,-0.0022394+0.0019118i,-0.0022936+7.4355e-05i,-0.0022884-0.0019086i,-0.0022612-0.002609i
0.0059511+0.0063622i,0.0078219+0.0035772i,0.0083746-0.0032007i,0.0047364-0.0065186i,0.00066338-0.006779i,-0.001235-0.0044013i,-0.00042152-0.0026273i,0.00011275-0.0031508i,-0.00030895-0.0034303i,-0.00092567-0.0038515i,-0.0010435-0.0039303i,-0.00033138-0.0029533i,0.00083789-0.0016694i,0.0021408-0.00047756i,0.0021858+0.00071644i,0.00055631+0.00060294i,-0.00094095+0.00038189i,-0.0010846+0.00046097i,-0.0001931-5.7565e-05i,0.00021727-0.00073785i,0.0004203-0.00049076i,0.0011596+0.00098228i,0.0016742+0.0013801i
0.0035869+0.0019033i,0.0047042+0.0025616i,0.0064107+0.0016111i,0.005876+0.00029018i,0.0034937-0.00016795i,0.0023774-5.5997e-05i,0.0028076-0.00059231i,0.0021538-0.0019106i,0.00029872-0.0029366i,-0.0010456-0.0032976i,-0.0014287-0.0024985i,-0.00016273-0.0012625i,0.0013123+0.00021923i,0.00147+0.00099162i,0.0016607+0.001113i,0.001117+0.00061107i,-0.00016494-0.00039442i,-0.00039438-0.00046662i,-0.00017866-0.0003175i,0.00023448-0.00075018i,0.0012212-0.00035861i,0.0016405+0.00063564i,0.00067584+0.00050877i
0.0038257+8.3892e-05i,0.004619-0.00031624i,0.0035528-0.0011261i,0.0020379-0.00096841i,0.002011-0.00058809i,0.0026441+0.00022312i,0.0027198+0.00046665i,0.003372-0.00018015i,0.0033897-0.0010781i,0.0019191-0.0015936i,0.00079955-0.0017672i,0.00057395-0.00080319i,0.0013414+0.00069401i,0.0010344+0.0012109i,4.7208e-05+0.0013543i,-0.0002545+0.0016584i,-0.00046665+0.00093059i,0.00018229-0.00043884i,0.001012-0.0011767i,0.00072532-0.00095726i,-0.00064259+0.00055394i,-0.0010154+0.0013591i,0.00020122+0.00057688i
-0.0031563-0.00094599i,-0.0053665-0.0020127i,-0.0056183-0.00075987i,-0.0025642+0.0010731i,0.00047557+0.00088113i,0.0015649+0.00052796i,0.0023376+0.0013824i,0.0031511+0.0017112i,0.002661+0.001465i,0.0010675+0.0011023i,-0.00033107+0.00081945i,-0.00073037+0.001751i,-0.000645+0.0018942i,-0.0006992+0.0012941i,-0.001213+0.001291i,-0.00073213+0.0013349i,0.00045139+0.00018823i,0.00090043-0.00052194i,0.00055125+0.00071445i,0.00050996+0.0010012i,0.00035975+0.00042802i,-0.00037114+0.00010905i,-0.00062666+0.00040937i
0.002186+0.00079725i,0.0059472+0.00042968i,0.0078621-0.00046129i,0.0054104-0.00079344i,0.0027463-0.00024082i,0.0013691+0.00016036i,0.00055274+0.0006985i,0.00035612+0.0015817i,-0.00080775+0.0016483i,-0.0018981+0.0010475i,-0.00098333+0.00082614i,-0.00063551-0.00011923i,-0.0014748-0.00045723i,-0.0013419-0.00058023i,-0.00083007-0.0014013i,-0.00024495-0.0011136i,0.00042347+0.00013958i,0.00051357+0.00092647i,0.00064397+0.00094499i,0.00088435+0.00090115i,0.00031071+0.0010623i,-0.00045639+0.00066297i,-0.00014002+7.8926e-05i
0.0023217-0.0011362i,0.0014673-0.0040949i,0.0002793-0.0036846i,0.00044344-0.0013706i,0.00058271+0.00040549i,-0.00080611+0.0015788i,-0.0021227+0.0012623i,-0.0025067+9.7763e-05i,-0.0029759+0.00039762i,-0.0032131+0.0011362i,-0.0033666+0.00079395i,-0.0032993-0.00038234i,-0.0020602-0.001126i,-0.0002542-0.0010809i,0.00091388-0.00072801i,0.00051539+0.00035016i,-0.00010893+0.0010399i,-0.00017982+0.0015069i,0.00037254+0.00097405i,0.00079596+0.00038708i,0.00076299-6.7558e-05i,0.0011212-0.00089304i,0.00086997-0.001444i
0.0028758+0.0038731i,0.0030229+0.0041272i,0.0019863+0.0030744i,-0.00026335+0.0023158i,-0.0010781+0.00014308i,-0.001013-0.002593i,0.00031943-0.0030225i,0.0013685-0.0027916i,0.00077509-0.0035786i,-0.00025116-0.0028252i,-0.00043654-0.0017043i,7.4502e-05-0.0023779i,0.00066473-0.0018878i,0.0021364-0.00028814i,0.0027478+0.00059258i,0.0014826+0.0013179i,0.00056646+0.0013682i,0.00066825+0.00074063i,0.00076903+0.00055225i,-0.00025164-0.00017591i,-0.00089127+0.00010356i,-0.00027742+0.0010042i,0.00063823+0.00096382i
-0.00019389-0.00048513i,-0.00086924-0.0030918i,-0.001815-0.0042537i,-0.0018288-0.0026784i,-0.00038915+0.00063184i,0.001568+0.0016072i,0.0031164+0.00026146i,0.0034871-0.0008424i,0.0017049-0.001i,-0.00051571-0.00060468i,-0.00066958-5.3777e-05i,-0.00029384-0.00032007i,0.00018867-0.00051509i,0.00077383+0.00028443i,0.00085998+0.0006488i,0.0011032+0.00030803i,0.00017053+0.00018134i,-0.00053439+0.00037669i,-0.00038152+0.00069564i,-0.00054819+0.00045615i,-0.00049813-5.9943e-05i,-0.00010497+0.00053618i,-0.00010915+0.0015129i
-0.00090885-0.0017914i,0.00051774-0.0043086i,0.0018391-0.004436i,0.0028514-0.003546i,0.0036009-0.0030473i,0.0034872-0.0014949i,0.0022762+0.0003149i,0.0016974+0.0013569i,0.00126+0.0012797i,0.00081489+0.00059477i,0.0010959+0.00051364i,0.0011735+0.001303i,0.0008155+0.0018841i,0.00015072+0.0015886i,-1.6908e-05+0.001334i,2.533e-05+0.0010182i,4.594e-05+0.00016131i,0.00021198-6.925e-05i,3.8748e-05+0.00051036i,7.8186e-05+0.00047159i,0.00040745-5.4153e-06i,0.00092355+0.00041676i,0.0010633+0.0015206i
