0.00069136-0.0013317i,-0.0004588-0.0022068i,-0.0013136-0.0026924i,-0.0014383-0.0019795i,-0.0016821-0.00098989i,-0.0019362+3.3697e-05i,-0.0016404+0.0005515i,-0.0011256+0.00082532i,4.4639e-05+0.00023891i,0.00053352-0.00036204i,0.0010362-0.0001336i,0.0013863+3.1808e-05i,0.0013956+0.00023204i,0.0010308+0.00051787i,6.8135e-05+0.00031474i,-0.00064691+0.00031251i,-0.0010305-0.0003383i,-0.0005218-0.00060191i,0.00060687-0.00015873i,0.0004502-0.00032577i,0.00013246-0.00041261i,0.00013906+0.00031216i,-0.00021176+0.00095575i
0.023342+0.046646i,0.066176+0.15452i,0.11976+0.29813i,0.14875+0.39183i,0.14751+0.39267i,0.13178+0.29523i,0.10815+0.13991i,0.079373+0.031015i,0.053719-0.0099988i,0.030644-0.02561i,0.0053362-0.024736i,-0.0025162-0.012808i,0.0074935-0.0095767i,0.0098541-0.0099844i,0.0024708-0.0036559i,-0.0049684+0.0046923i,-0.0077923+0.012094i,-0.00043472+0.022635i,0.010907+0.026093i,0.013544+0.016394i,0.0089885+0.0058384i,0.0024924+0.00022757i,-0.0049505-0.0011402i
-0.0011187-0.044163i,-0.022781-0.12372i,-0.033421-0.21819i,0.01688-0.26445i,0.074186-0.26146i,0.040851-0.20922i,-0.033791-0.096173i,-0.048362+0.0010009i,-0.024496+0.034621i,-0.010445+0.038418i,-0.0047524+0.031815i,-0.00032833+0.018104i,0.0048448+0.0055033i,0.005332-0.0034158i,-0.00064389-0.0075486i,-0.004083-0.0095598i,-0.0088072-0.010316i,-0.020198-0.010453i,-0.028097-0.0091785i,-0.0252-0.0066335i,-0.017368-0.0070627i,-0.0082173-0.007001i,0.0041352-0.0051237i
0.014377+0.0033321i,0.054855+0.035168i,0.11482+0.051701i,0.14695-0.012065i,0.13404-0.10953i,0.11294-0.11523i,0.1038-0.062738i,0.079647-0.035109i,0.029179-0.022692i,-0.017507-0.0016747i,-0.026369+0.020856i,-0.0083256+0.024248i,-6.3696e-05+0.010521i,-0.0039068-0.0010077i,0.0014647-0.0053473i,0.012535-0.0045537i,0.022112+0.00269i,0.03514+0.0099737i,0.042575+0.010181i,0.031698+0.0089285i,0.011852+0.013035i,-0.001277+0.01831i,-0.0089964+0.018458i
0.026502+0.016868i,0.012956-0.0053865i,-0.080532-0.063193i,-0.23121-0.063675i,-0.31954+0.049203i,-0.2556+0.13399i,-0.13764+0.10277i,-0.090047+0.042676i,-0.065782+0.022154i,-0.015676+0.0066523i,0.013341-0.018974i,0.004018-0.026409i,-0.0094725-0.011748i,-0.0056939+0.0088543i,4.1925e-05+0.017834i,-0.0039456+0.0096355i,-0.0089062-0.0062634i,-0.016906-0.019915i,-0.023999-0.021858i,-0.016354-0.016752i,-0.00051266-0.016325i,0.0069195-0.018816i,0.0058113-0.019079i
-0.021487-0.041685i,-0.037451-0.050654i,-0.024228-0.00010389i,0.013242+0.062501i,0.047944+0.04465i,0.048183-0.026772i,0.041317-0.063303i,0.065107-0.064828i,0.069574-0.068123i,0.029602-0.049719i,-8.3859e-05-0.0048157i,0.0016553+0.028229i,0.0062823+0.035309i,-0.0039594+0.024994i,-0.018738+0.011118i,-0.024705+0.0080274i,-0.019886+0.014496i,-0.0067539+0.021971i,0.006031+0.019405i,0.0095034+0.0088533i,0.0069537+0.0047658i,0.0057451+0.0086714i,0.0067145+0.015045i
0.047646+0.065173i,0.085538+0.1051i,0.11001+0.11333i,0.14864+0.11454i,0.22314+0.13165i,0.24272+0.11087i,0.13665+0.057562i,0.020423+0.058872i,0.0085559+0.082936i,0.037766+0.053675i,0.029795+0.0013314i,0.0098908-0.030419i,0.012771-0.045603i,0.021269-0.04803i,0.015836-0.030077i,0.0089816-0.006741i,0.0040446-0.00099851i,-0.0080264-0.0088995i,-0.021491-0.01189i,-0.025781-0.0083469i,-0.022312-0.0078142i,-0.017739-0.012413i,-0.012756-0.015591i
-0.074407-0.086671i,-0.14771-0.14202i,-0.17204-0.14457i,-0.15157-0.12908i,-0.17272-0.1425i,-0.19703-0.11075i,-0.12073-0.032213i,-0.035229-0.026606i,-0.055407-0.04177i,-0.086111+0.010409i,-0.048694+0.051374i,-0.00767+0.044918i,-0.00032385+0.037821i,-0.00091653+0.034693i,0.0092677+0.019019i,0.01888+0.0014451i,0.020656+0.0036445i,0.026514+0.016793i,0.031639+0.019214i,0.023509+0.015326i,0.010743+0.016824i,0.0058425+0.017107i,0.0053266+0.0095729i
0.10442+0.091784i,0.21893+0.14187i,0.28189+0.1097i,0.22016+0.013474i,0.12901-0.044867i,0.09585-0.048628i,0.062111-0.046492i,0.010722-0.030543i,0.0055815-0.021766i,0.020094-0.056643i,0.0016642-0.078936i,-0.023242-0.069468i,-0.038873-0.060977i,-0.041087-0.042125i,-0.024529-0.015224i,-0.0049899-0.008646i,0.00084164-0.022507i,-0.0097552-0.031904i,-0.015283-0.023494i,-0.0040901-0.012384i,0.0054558-0.010353i,0.0010603-0.0097392i,-0.0061273-0.0040304i
-0.073135-0.10641i,-0.19628-0.17414i,-0.2981-0.14558i,-0.25482+0.011767i,-0.12231+0.18705i,-0.031486+0.24431i,0.012724+0.17539i,0.030688+0.082835i,0.031755+0.041134i,0.03525+0.040789i,0.033805+0.049367i,0.027401+0.064142i,0.031754+0.077592i,0.032846+0.061012i,0.010899+0.025884i,-0.015551+0.0116i,-0.022263+0.020573i,-0.011583+0.029383i,-0.00049024+0.024794i,0.0025145+0.013223i,0.0041974+0.0055207i,0.0088962+0.0020054i,0.0088086+0.0009965i
0.14312+0.081822i,0.32908+0.10211i,0.42544+0.022229i,0.30535-0.12213i,0.13508-0.20716i,0.065865-0.20415i,0.026283-0.1522i,0.0017922-0.070582i,0.005495-0.01925i,-0.0094655-0.013081i,-0.028537-0.014251i,-0.025465-0.020971i,-0.02363-0.034256i,-0.029152-0.030771i,-0.024075-0.010345i,-0.01259+0.0018188i,-0.0053737-0.003218i,-0.00437-0.013871i,-0.0064463-0.017519i,-0.0055507-0.014322i,-0.0048105-0.01104i,-0.0058689-0.0047306i,-0.0028068+0.0022255i
-0.12422-0.068335i,-0.3247-0.061468i,-0.4662+0.026274i,-0.36335+0.10508i,-0.14146+0.072448i,-0.019247+0.018487i,0.017364+0.04205i,0.030744+0.054046i,0.011798+0.033538i,-0.0073786+0.030556i,0.0018905+0.029586i,0.017621+0.024916i,0.035066+0.024232i,0.045844+0.016874i,0.038433+0.00082304i,0.021582-0.0086292i,0.0081922+0.0011434i,0.0056062+0.016381i,0.0050418+0.017563i,-0.0022733+0.012028i,-0.0079101+0.010082i,-0.0057318+0.0044645i,-0.0029628-0.0046565i
0.06951+0.061867i,0.25272+0.054637i,0.39853+0.012977i,0.29851+0.041501i,0.058817+0.15139i,-0.037074+0.17972i,-0.018009+0.052516i,-0.043766-0.056107i,-0.068292-0.054978i,-0.040104-0.03394i,-0.010365-0.032926i,-0.00085794-0.037808i,-0.013707-0.036373i,-0.025521-0.015881i,-0.011857+0.0054392i,0.0071167+0.0067862i,0.012407-0.0075359i,0.0077275-0.022094i,0.0053826-0.026373i,0.0080958-0.024377i,0.0076239-0.019539i,0.0046675-0.0094102i,0.005693+0.0026629i
-0.11134+0.004379i,-0.27746+0.085056i,-0.33772+0.19403i,-0.12346+0.17889i,0.1275+0.032518i,0.13488-0.052615i,0.058699-0.0039872i,0.075135+0.034256i,0.099436+0.006174i,0.072877-0.0049246i,0.03475+0.020404i,0.014813+0.041262i,0.018665+0.032281i,0.022614+0.002502i,0.0058297-0.013034i,-0.0115-0.0041164i,-0.0139+0.010699i,-0.010647+0.023081i,-0.0062887+0.031542i,-0.0029597+0.033308i,-0.0011549+0.025553i,-0.0027912+0.0089076i,-0.010506-0.0057561i
0.072551-0.050318i,0.22728-0.18879i,0.32393-0.3992i,0.25091-0.47509i,0.18436-0.33987i,0.19856-0.19651i,0.11967-0.14439i,-0.0081172-0.069882i,-0.048903+0.022372i,-0.036637+0.047419i,-0.025719+0.021621i,-0.021961-0.0071178i,-0.031483-0.013991i,-0.040147-0.0018129i,-0.029972+0.0058994i,-0.010271+0.0029321i,0.0061748-0.0020742i,0.013314-0.011401i,0.0085642-0.020715i,0.0013346-0.017608i,0.00020509-0.0072966i,0.0047774+0.0020065i,0.013152+0.0075228i
0.054604-0.0033246i,-0.025212+0.062797i,-0.20891+0.16435i,-0.40706+0.13656i,-0.54122+0.0062641i,-0.49735+0.010681i,-0.25609+0.10362i,-0.065104+0.073199i,-0.046194-0.0073077i,-0.056471-0.019292i,-0.028333-0.010186i,-0.0064891-0.0049727i,0.005163+0.0039823i,0.012278+0.0058148i,0.011406+0.0016716i,-0.00090337-0.0028074i,-0.018444-0.0022304i,-0.025204+0.0061392i,-0.016623+0.011579i,-0.0027927+0.0065249i,0.0018098-0.0003481i,-0.0033346+0.00058308i,-0.012089+0.0052167i
0.032513-0.12549i,0.059234-0.25987i,0.021041-0.28684i,-0.067669-0.048058i,-0.061432+0.22335i,0.041767+0.20019i,0.065254+0.024701i,0.026904-0.032946i,0.037471-0.021305i,0.044202-0.033406i,0.019704-0.033699i,0.0069786-0.022038i,0.0024071-0.011752i,-0.001589+0.004536i,7.8563e-05+0.014293i,0.006493+0.011257i,0.013885+0.00097015i,0.01416-0.0067032i,0.0055462-0.0078038i,-0.0030487-0.0058051i,-0.003893-0.0037583i,0.0025683-0.0056238i,0.012343-0.009141i
0.024574+0.11831i,0.087063+0.25602i,0.24226+0.39561i,0.46812+0.44424i,0.57996+0.39723i,0.45004+0.29099i,0.23689+0.15972i,0.11089+0.08081i,0.067313+0.062095i,0.049446+0.047261i,0.021573+0.031041i,0.0022449+0.033182i,0.010345+0.030073i,0.018976+0.0059866i,0.011924-0.010184i,0.0026968-0.0049857i,-0.0034532+0.0053574i,-0.0057773+0.0094276i,-0.0016331+0.0083573i,0.0015014+0.0030173i,0.0016781-0.0036574i,0.00033874-0.00523i,-0.0034729+8.7262e-05i
-0.11598+0.037567i,-0.18661+0.047484i,-0.13668-0.065013i,0.031368-0.29015i,0.15842-0.43393i,0.14965-0.37187i,0.074881-0.2138i,0.010069-0.12277i,-0.049762-0.078013i,-0.072291-0.012492i,-0.042094+0.032756i,-0.015128+0.029177i,-0.016896+0.016014i,-0.022737+0.015755i,-0.01838+0.012247i,-0.010169+1.1726e-05i,-0.00058199-0.0051847i,0.011192-0.001961i,0.016702-0.00022184i,0.013367+0.00069543i,0.0074571+0.0033965i,-0.0010396+0.0020161i,-0.0083456-0.0039857i
0.03402+0.097882i,0.10668+0.1072i,0.12812-0.047067i,-0.039539-0.29729i,-0.28315-0.41915i,-0.32759-0.29252i,-0.19787-0.090996i,-0.08384+0.0099775i,-0.014377+0.021829i,0.013295-0.0054835i,0.0098188-0.016269i,0.016771-0.0090857i,0.024491-0.015316i,0.014443-0.018484i,0.0062524-0.0066373i,0.0022081-0.001615i,-0.0092304-0.0043658i,-0.017814-0.0083945i,-0.015793-0.011496i,-0.010624-0.0090576i,-0.0062765-0.0062606i,0.001493-0.00018918i,0.011647+0.0074254i
0.026156-0.083416i,-0.052315-0.056547i,-0.26862+0.12735i,-0.47096+0.39834i,-0.45201+0.59169i,-0.23+0.55646i,-0.015128+0.32124i,0.038457+0.12072i,0.012122+0.069029i,0.016007+0.056862i,0.013209+0.016278i,-0.0031963-0.0030899i,0.0065234+0.0015289i,0.02533-0.0010977i,0.025695-0.0060942i,0.015645+0.0011594i,0.010395+0.011458i,0.0040213+0.018i,-0.004951+0.02191i,-0.0073555+0.020848i,-0.0036888+0.019167i,-0.0025921+0.015588i,-0.010616+0.011438i
0.065915-0.24519i,0.072773-0.51211i,0.049176-0.57345i,0.076061-0.26476i,0.20644+0.020062i,0.24133-0.031287i,0.09754-0.11152i,0.023903-0.059812i,0.033671-0.050739i,0.0027012-0.057224i,-0.0050335-0.025574i,0.0019494-0.024537i,-0.031434-0.022524i,-0.051051+0.0040527i,-0.035839+0.016018i,-0.016473+0.011186i,-0.0036721-0.001614i,-0.0010675-0.011952i,-0.0043727-0.0099375i,-0.0036872-0.0066859i,-0.00094122-0.0098874i,-0.00014183-0.015569i,0.003037-0.021189i
0.073574-0.005943i,0.14745+0.10907i,0.2657+0.25402i,0.44472+0.16353i,0.52016-0.10365i,0.3887-0.20541i,0.21114-0.16135i,0.067911-0.14578i,-0.032219-0.11352i,-0.058054-0.0424i,-0.04802-0.0029826i,-0.030954+0.0070925i,-0.0030323-0.0018924i,0.0058411-0.019233i,-0.0051534-0.02276i,-0.01355-0.019474i,-0.016044-0.0063381i,-0.0091238+0.013084i,0.0025711+0.016569i,0.0051251+0.006242i,-8.8767e-05-0.0019549i,-0.0034222-0.00066605i,-0.0019744+0.0080228i
-0.13576+0.034173i,-0.2426-0.10247i,-0.29848-0.31668i,-0.30421-0.38372i,-0.30381-0.25829i,-0.24874-0.094288i,-0.14743+0.019561i,-0.075735+0.069634i,-0.036535+0.075964i,0.016399+0.045819i,0.054449-0.0045209i,0.041259-0.023563i,0.014566+0.00097899i,0.0042219+0.023011i,0.00065445+0.024189i,-0.00099289+0.016438i,-0.00049557-0.0014468i,-0.0020267-0.024141i,-0.0018644-0.036648i,0.0028933-0.033558i,0.0033051-0.022093i,5.1471e-05-0.0092024i,-0.002101-0.0048631i
0.19049+0.35091i,0.47466+0.6855i,0.69149+0.69042i,0.50413+0.30072i,0.046397+0.066489i,-0.21024+0.14518i,-0.15621+0.18714i,-0.037657+0.12966i,0.033362+0.087952i,0.024775+0.046786i,-0.051548+0.046071i,-0.066596+0.074664i,-0.022873+0.037859i,0.0015744-0.017849i,0.011458-0.029062i,0.012117-0.015356i,0.0059086+0.0096453i,0.011188+0.026245i,0.017943+0.021694i,0.011768+0.014858i,0.0057062+0.01217i,0.0060113+0.0074817i,0.0044523+0.0075513i
-0.16495-0.026392i,-0.35121-0.11988i,-0.52517-0.1065i,-0.41644+0.14368i,0.057029+0.3691i,0.50441+0.30396i,0.54509+0.11822i,0.35445+0.055125i,0.21339+0.051595i,0.12543+0.011611i,0.066054-0.020609i,0.037186-0.0132i,0.022165+0.025992i,0.012998+0.056057i,0.0023807+0.052571i,-0.00012193+0.031532i,0.0055485+0.0068132i,-0.00085869-0.0010392i,-0.010068+0.0092055i,-0.0074315+0.010245i,-0.001584+0.00524i,-0.00057578+0.0048186i,-0.0060822+0.0045539i
0.22667-0.064111i,0.36699-0.10289i,0.42598-0.098502i,0.29059-0.10989i,-0.0022544-0.14167i,-0.18841-0.11459i,-0.16918-0.10116i,-0.1396-0.16484i,-0.19254-0.17221i,-0.19055-0.049535i,-0.08314+0.045582i,0.00072179+0.029333i,0.0076461-0.00097038i,0.0037414-0.0040567i,0.0089411-0.013612i,-0.001804-0.019855i,-0.019535-0.0048775i,-0.023316+0.011025i,-0.011729+0.0091598i,-0.0013625+0.0022725i,-0.00083449+0.0014739i,-0.0018258+0.00059804i,0.001809-0.0050044i
-0.22897-0.30974i,-0.50177-0.41777i,-0.69863-0.23078i,-0.56607+0.084924i,-0.23927+0.10934i,-0.14825-0.087697i,-0.2544-0.15055i,-0.26938-0.095245i,-0.18367-0.043052i,-0.075901-0.009139i,-0.00050852-0.0066153i,0.015236-0.026189i,-0.00023601-0.043981i,-0.016069-0.035887i,-0.011548-0.0076463i,0.011025+0.0017751i,0.026783-0.016059i,0.025828-0.032465i,0.016052-0.023812i,0.010869-0.0037545i,0.0091998+0.0015709i,0.0008173-0.0034477i,-0.0026341+0.002027i
0.080021-0.036713i,0.10752-0.16948i,0.10863-0.31746i,0.14776-0.31097i,0.24807-0.19145i,0.33163-0.14665i,0.30574-0.14838i,0.22367-0.051906i,0.18561+0.052187i,0.14405+0.025292i,0.053933-0.038894i,0.002593-0.045312i,0.016762-0.040797i,0.024365-0.044082i,0.0048858-0.025385i,-0.013232+0.0057296i,-0.015241+0.026665i,-0.0067956+0.033395i,-0.0017714+0.024738i,-0.005384+0.0080427i,-0.0044131-0.002509i,0.0055812-0.0098918i,0.004214-0.018939i
0.02086-0.017528i,0.1235+0.032419i,0.28414+0.04523i,0.29316-0.062174i,0.083531-0.083273i,-0.11535+0.15991i,-0.11576+0.37145i,-0.017199+0.29878i,0.011963+0.10705i,-0.028675+0.020062i,-0.047667+0.047444i,-0.041642+0.077989i,-0.063978+0.08665i,-0.085981+0.086521i,-0.072903+0.057412i,-0.049773+0.023578i,-0.033794+0.0093068i,-0.030551+0.0015583i,-0.033866+6.4339e-05i,-0.024173+0.0057643i,-0.010541+0.0092077i,-0.0062334+0.013564i,-0.00050046+0.018314i
-0.037684+0.25113i,-0.12449+0.35158i,-0.34743+0.22989i,-0.55454+0.06907i,-0.49715+0.080461i,-0.17346+0.14458i,0.1504+0.098802i,0.24269-0.04484i,0.14443-0.11736i,0.041515-0.080955i,-0.015178-0.052726i,-0.037085-0.037413i,0.0025522-0.024287i,0.044438-0.038108i,0.046117-0.047521i,0.032947-0.050395i,0.0111-0.054055i,-0.0016174-0.046718i,-0.00069514-0.038452i,-0.0072458-0.025749i,-0.011742-0.0064848i,-0.0061564+0.0069922i,-0.0053689+0.016502i
0.30014-0.30209i,0.56662-0.49207i,0.77578-0.49583i,0.63566-0.22734i,0.29543+0.1419i,0.094056+0.21596i,-0.026555-0.0055483i,-0.1538-0.072771i,-0.15314+0.059476i,-0.042229+0.098361i,0.013847+0.043291i,0.0096829+0.018386i,-0.0006136+0.01596i,-0.012844+0.0045169i,-0.018213-0.010717i,-0.0063443-0.01293i,0.014239-5.7024e-05i,0.028258+0.012665i,0.036219+0.011914i,0.041171-0.0076231i,0.027961-0.031455i,0.0010298-0.03646i,-0.015598-0.028789i
-0.16598+0.18059i,-0.37346+0.43183i,-0.40715+0.62534i,0.019913+0.48542i,0.65971+0.02575i,0.94003-0.24904i,0.73287-0.16108i,0.31789-0.020881i,-0.011234+0.072608i,-0.12895+0.14431i,-0.10174+0.16322i,-0.036808+0.1451i,0.012903+0.1315i,0.029599+0.13909i,0.02571+0.13759i,0.001548+0.10137i,-0.032825+0.070184i,-0.040611+0.059726i,-0.016766+0.047791i,0.0091038+0.029063i,0.020662+0.017516i,0.018692+0.019325i,0.010442+0.025073i
0.028083+0.12119i,0.024446-0.075796i,-0.1918-0.22812i,-0.41022-0.029935i,-0.41293+0.32864i,-0.346+0.41985i,-0.29695+0.24602i,-0.13619+0.042242i,0.027755-0.11834i,0.0018007-0.18041i,-0.082153-0.10411i,-0.065435-0.04889i,-0.042054-0.076199i,-0.051489-0.071875i,-0.044707-0.03661i,-0.037119-0.012823i,-0.030859+0.0014848i,-0.022357+0.0048916i,-0.02207-0.001567i,-0.028009-0.0059683i,-0.032815-0.0030194i,-0.025042-0.010316i,-0.012299-0.024851i
-3.301+7.4738i,-1.3208+6.2422i,2.2656+5.9059i,4.6865+3.0393i,4.5078+0.01061i,2.513-1.2598i,0.59183-0.59494i,-0.088844+0.56631i,0.37911+1.1985i,1.3726+0.85564i,1.7992-0.29517i,1.4343-1.3065i,0.93514-1.5397i,0.78432-1.1302i,0.96157-0.76102i,0.80275-0.57184i,0.32356-0.29448i,0.065962-0.13525i,-0.0030269-0.22356i,0.019488-0.27859i,0.17903-0.3229i,0.26988-0.49i,0.11818-0.5644i
-0.15754-0.15182i,-0.33077-0.078492i,-0.55209+0.21814i,-0.59971+0.45909i,-0.46582+0.35913i,-0.35119+0.14149i,-0.22869+0.040568i,-0.15987-0.029603i,-0.19353-0.0058576i,-0.090177+0.10228i,0.081279+0.076365i,0.091572-0.01535i,0.02658-0.044725i,-0.0072689-0.050822i,-0.016629-0.03977i,-0.0066809-0.011768i,0.0035158+0.0050706i,0.0052431+0.01331i,0.014513+0.018883i,0.030253+0.016989i,0.034379+0.0088861i,0.030422+0.003751i,0.031369-0.00022005i
-0.8122-0.064839i,-1.3384-0.1282i,-1.3869-0.098798i,-0.97577-0.073954i,-0.69984-0.27463i,-0.66557-0.49709i,-0.52321-0.4079i,-0.24494-0.19804i,-0.045755-0.13325i,0.0099942-0.14008i,0.028729-0.12534i,0.040089-0.10798i,0.037014-0.094525i,0.04036-0.070716i,0.050323-0.036495i,0.058434-0.0078355i,0.05624+0.00034769i,0.03924-0.0065263i,0.024478-0.007024i,0.024247-0.0064257i,0.026305-0.018651i,0.019961-0.03315i,0.012374-0.034228i
0.028904+0.38384i,0.12882+0.72253i,0.33664+0.81649i,0.40099+0.53104i,0.099722+0.26352i,-0.24091+0.25906i,-0.28988+0.28017i,-0.15598+0.21037i,-0.024058+0.11341i,0.02298+0.015129i,-0.0065037-0.030457i,-0.030454-0.0098426i,-0.022294+0.0082455i,-0.0172+0.0046504i,-0.04024+0.013942i,-0.049683+0.044875i,-0.018359+0.053636i,0.011213+0.028024i,0.010182+0.0014748i,-0.0092254-0.0044161i,-0.013826+0.0013924i,0.0032289-0.0032351i,0.018746-0.018417i
-0.29611-0.040478i,-0.50621+0.14582i,-0.55506+0.4346i,-0.35827+0.56986i,-0.13582+0.44695i,-0.17681+0.26944i,-0.30271+0.24548i,-0.24509+0.27092i,-0.11096+0.19046i,-0.045381+0.088257i,-0.013196+0.04321i,0.0032963+0.031337i,0.011812+0.044079i,0.030573+0.047403i,0.036829+0.023739i,0.030303-0.0027375i,0.019731-0.023977i,0.0027437-0.029635i,-0.010604-0.01296i,-0.013946+0.002i,-0.013902+0.0031914i,-0.012572+0.0034662i,-0.0038115+0.0017726i
0.1505+0.13586i,0.28288+0.067865i,0.24334-0.10234i,0.092411-0.15219i,0.073919-0.16604i,0.12477-0.3088i,0.077409-0.33566i,0.076027-0.19031i,0.11813-0.11498i,0.086918-0.089545i,0.059052-0.053934i,0.04478-0.074035i,0.011514-0.11202i,0.0035983-0.11534i,0.014171-0.09656i,0.010946-0.070397i,-0.0001634-0.038274i,0.0046421-0.0054802i,0.027244+0.0061046i,0.037618+0.0050545i,0.031854+0.015912i,0.026607+0.028314i,0.019728+0.030489i
-0.17852-0.29037i,-0.28389-0.39269i,-0.16931-0.28332i,0.034218-0.14057i,0.0050157-0.1343i,-0.11628-0.15683i,-0.093589-0.17836i,-0.046423-0.1738i,-0.012785-0.091923i,0.048417-0.044424i,0.058315-0.051912i,0.019465-0.022594i,-0.0049242+0.02545i,-0.0023188+0.040333i,0.017033+0.022863i,0.031764+0.0047598i,0.039811-0.00013812i,0.034501-0.012139i,0.0021804-0.02188i,-0.021817-0.013862i,-0.011451-0.012045i,0.0053357-0.029334i,0.0082712-0.042901i
-0.21116+0.5966i,-0.23216+1.0241i,-0.15146+1.0277i,-0.15051+0.5589i,-0.35743+0.19101i,-0.52161+0.18564i,-0.41353+0.23823i,-0.24907+0.17401i,-0.1812+0.11621i,-0.12024+0.11413i,-0.044235+0.10786i,0.014243+0.095229i,0.054225+0.078568i,0.059916+0.054401i,0.037792+0.038026i,0.017459+0.027715i,-0.0058113+0.014556i,-0.031519+0.012237i,-0.034488+0.027593i,-0.022723+0.034499i,-0.02278+0.025876i,-0.030588+0.02525i,-0.022803+0.028844i
0.58397-0.37484i,0.81297-0.81572i,0.596-1.0371i,0.24257-0.83128i,0.22538-0.53721i,0.2765-0.39798i,0.14431-0.22743i,0.068903-0.065169i,0.06115-0.054773i,0.02215-0.075687i,0.0043826-0.077109i,-0.0070229-0.097628i,-0.031759-0.10081i,-0.040137-0.068764i,-0.025043-0.01823i,0.00098343+0.01358i,0.020849+0.012379i,0.035139+0.0050276i,0.050368-0.005111i,0.051415-0.013282i,0.040526-0.0065957i,0.037155+0.0042109i,0.03217+0.0069187i
-0.36487-0.37619i,-0.55512-0.50975i,-0.43246-0.37618i,-0.063974-0.13894i,0.23022-0.057332i,0.33971-0.04501i,0.33795-0.020391i,0.29246-0.0022065i,0.24926-0.017611i,0.17675-0.066341i,0.070871-0.073995i,0.0032742-0.029303i,-0.013244+0.010548i,-0.010429+0.021568i,-0.013524+0.00072452i,-0.031648-0.020261i,-0.037022-0.024607i,-0.029561-0.033276i,-0.032069-0.037076i,-0.035408-0.027069i,-0.030896-0.017695i,-0.026994-0.017194i,-0.029855-0.015617i
0.014722+0.53375i,0.06223+0.85939i,0.049558+0.80663i,-0.17662+0.49412i,-0.51753+0.3503i,-0.62594+0.31295i,-0.44861+0.17599i,-0.25801+0.033413i,-0.1597-0.00098397i,-0.080741+0.02319i,-0.011554+0.02874i,0.018493+0.015163i,0.023966+0.0081829i,0.028078-0.00080281i,0.018185-0.0096624i,0.0062807+0.0014618i,0.0053536+0.021131i,0.0033901+0.027459i,-0.0082156+0.023756i,-0.018465+0.023325i,-0.016146+0.025823i,-0.0063948+0.026196i,0.0048873+0.020159i
0.237-0.31131i,0.2382-0.50398i,-0.023597-0.44584i,-0.29391-0.17573i,-0.33079-0.023173i,-0.30298-0.047493i,-0.30449-0.038259i,-0.25815+0.019588i,-0.19194+0.043328i,-0.13711+0.050268i,-0.088512+0.038837i,-0.062674+0.0095256i,-0.054091-0.013071i,-0.049156-0.023582i,-0.027074-0.021757i,0.0030041-0.022831i,0.015561-0.025567i,0.018647-0.014351i,0.026115-0.0021036i,0.031279-0.0039411i,0.024732-0.013715i,0.010582-0.018452i,0.00017925-0.016173i
-0.46131-0.14299i,-0.62224-0.20057i,-0.36606-0.19272i,0.13677-0.18028i,0.50672-0.25888i,0.61791-0.3182i,0.48182-0.24577i,0.2903-0.11221i,0.19141-0.053599i,0.11054-0.065045i,0.043508-0.044643i,0.033892-0.0065774i,0.04042+0.0044447i,0.034751+0.006778i,0.018911+0.011016i,0.0071942+0.015002i,0.0075984+0.015347i,0.01024+0.011822i,0.010494+0.011337i,0.00628+0.0099753i,-2.0274e-05+0.0087847i,0.00022212+0.011156i,0.0041522+0.0088652i
0.2322+0.36319i,0.34364+0.59177i,0.32197+0.59926i,0.19159+0.40224i,0.0094482+0.25323i,-0.11584+0.20326i,-0.10026+0.13037i,-0.039429+0.036632i,-0.0097682-0.0068352i,0.022854-0.0057474i,0.049307-0.011613i,0.036503-0.020302i,0.013004-0.012703i,0.0095005-0.0024596i,0.013009+0.0013027i,0.012154+0.00029289i,0.0069698-0.0090198i,-0.002954-0.020908i,-0.01145-0.021654i,-0.010957-0.007726i,-0.0011958+0.0057714i,0.011803+0.0052177i,0.015589-0.0023984i
0.055882-0.36616i,0.054557-0.53229i,-0.015855-0.41861i,-0.099074-0.13387i,-0.17724+0.070172i,-0.28103+0.14438i,-0.2664+0.15088i,-0.14059+0.11134i,-0.059919+0.066198i,-0.020308+0.042341i,-0.0072423+0.012534i,-0.024076-0.0045355i,-0.036329+0.0024532i,-0.036541+0.012561i,-0.02543+0.017648i,-0.014085+0.019272i,-0.012001+0.021561i,-0.012735+0.017751i,-0.01563+0.0049488i,-0.017837-0.0045928i,-0.017881-0.0065902i,-0.015482-0.0052775i,-0.007885+3.2933e-05i
-0.26543+0.25288i,-0.37805+0.3043i,-0.27663+0.10327i,-0.044456-0.21322i,0.1083-0.43757i,0.12388-0.46509i,0.056636-0.30334i,0.02199-0.11971i,0.016018-0.039507i,-0.021698-0.016035i,-0.039785+0.0044247i,-0.01703-0.0014143i,0.0047705-0.027294i,0.010437-0.044437i,0.008037-0.043168i,0.012234-0.0338i,0.022272-0.027508i,0.029157-0.017831i,0.030075-0.0027161i,0.025218+0.0078927i,0.015019+0.0085412i,0.00096098+0.0058047i,-0.0091061+0.0050788i
