-0.0040511+0.00050719i,-0.0052067+0.00066533i,-0.0042025+0.0037523i,-0.0017366+0.0045486i,-2.339e-06+0.003823i,0.0003372+0.0025569i,-0.00056355+0.0019788i,-0.00025875+0.0021985i,0.00088723+0.0019479i,0.0016317+0.0021994i,0.0017534+0.0019464i,0.0010388+0.0003567i,0.0007506-0.00085663i,0.00048055-0.00066988i,0.00013708+2.351e-05i,5.6501e-05+0.00065145i,0.00022555+0.00082936i,0.00021809+0.00089924i,-9.3879e-06+0.0011391i,0.00018829+0.0012356i,0.00038706+0.00020809i,9.3241e-05-0.00084701i,2.9294e-05-0.0012388i
-0.00079776+0.0018654i,0.00084486+0.0016414i,0.00066418+0.00044109i,4.4259e-05+4.188e-05i,-0.0003438+0.00075944i,-0.0009891-2.7495e-05i,-0.00098482-0.0013101i,-0.00079865-0.0012836i,0.00067864-0.00026496i,0.0018397+0.00014607i,0.0010525-0.00046099i,0.00022837-0.00065026i,8.0582e-05-0.00044565i,9.7191e-05-0.00021614i,0.00050266+9.4771e-05i,0.00091816-0.00035294i,0.00073589-0.00024089i,0.00070752+0.00054429i,0.00050874+0.00053816i,0.00014845+0.00043664i,0.00045021+0.00036065i,0.00041183-0.0002055i,0.000563-4.907e-05i
-0.0020073+0.00036673i,-0.002139+0.0012652i,-0.0022062+0.0014643i,-0.0011066+0.0009314i,0.0004577+0.00056043i,0.00066882+2.9859e-05i,3.8019e-08+0.00030333i,8.4726e-06+0.00084839i,-7.315e-05+0.0011189i,0.00037679+0.00069326i,0.00093924-9.45e-05i,0.00033878-0.00056063i,0.00028002-0.00094892i,0.00095021-0.00077209i,0.00081909-0.00045672i,0.00012937+0.00022181i,-0.00046067+0.0014459i,-0.00041975+0.0018134i,-0.00032669+0.00074064i,-0.00061824-0.00013072i,-0.00049573-0.00016i,-9.4279e-05+0.00031978i,0.00049563+0.0003378i
-0.00054949+0.00039953i,0.00068536+0.00020329i,0.0014862-5.5046e-06i,0.001917+0.00088894i,0.0012652+0.00055996i,0.00023727-0.0008845i,-0.00015618-0.0012653i,-0.00061499-0.00082945i,-0.00079995-0.00066291i,-0.00073307-9.8253e-05i,-0.00091124+0.00062916i,-0.0012696+0.00096013i,-0.0007989+0.00021036i,4.2519e-05-0.00053175i,-0.00014863+2.2905e-05i,-0.00033309+0.00036018i,-0.00029388-0.00024704i,-0.00059951-0.00034419i,-0.00036114-0.00033933i,0.00014612-0.0011375i,-0.00013136-0.0010192i,-0.001009-0.0002768i,-0.0011758+0.00056441i
-0.00011663-0.00046646i,-0.00078314-0.00015669i,-0.0022063-0.00027931i,-0.0034453-0.00014195i,-0.0025685+0.00087461i,-0.00042169+0.0010178i,-3.4575e-06-3.1009e-05i,-5.734e-05-0.00076965i,-0.00021934-7.2325e-05i,-0.00085224+0.001359i,-0.00035686+0.0022907i,0.00054138+0.0017477i,0.00013127+0.0010116i,-0.00027687+0.00078855i,-0.00050045+0.00090768i,4.7592e-05+0.00057481i,0.00040452+0.00056225i,-0.00058777+0.0015556i,-0.00046318+0.0006091i,0.00042066-0.00088913i,0.00071814-0.00072193i,0.00050909-0.00022558i,0.00042956+7.3681e-05i
-0.0024813+0.00014732i,-0.0012102+7.9308e-05i,-0.00047286+0.00029293i,0.0010822-0.00015246i,0.0024589-0.0009012i,0.0025921-0.00072362i,0.0013035+0.00031378i,0.00026262+0.0010334i,1.6348e-05+0.0010559i,0.00070028+0.00074299i,0.001301+0.0005826i,0.00058842-0.00034974i,7.2313e-05-0.00013615i,-0.0003175+0.00078422i,-0.00045987+0.0010356i,9.5203e-05+0.00098946i,-0.00056436+0.00083249i,-0.0013034+0.00039059i,-0.00020747-4.7396e-05i,0.00040782+0.00014163i,-0.00037065+0.00034587i,-0.00045638-0.00019796i,0.00028536-0.00030151i
0.00027848+0.0011287i,0.00052119+0.0013303i,-0.0005926+0.0018728i,-0.0013359+0.0025551i,-0.0009685+0.0017521i,-0.00058301+8.3311e-05i,-0.00020745-0.0011175i,-0.000453-0.00081689i,-0.00085344+3.4041e-05i,-0.00081381-0.00052963i,-0.0010268-0.0012788i,-0.00029141-0.00090236i,0.00088822-0.00012022i,0.0003777-0.00040104i,-0.00056351+0.00034468i,-0.00050387+0.0013237i,-1.6205e-05+0.00057083i,4.2253e-05-0.00015695i,-0.00036854-0.00012753i,-0.00065983+2.3965e-05i,-0.00045471+0.000104i,-8.9517e-05-0.00017189i,-0.00061258-0.00033333i
0.00096579-0.0024579i,-0.00031752-0.0030607i,-0.002036-0.0035523i,-0.0025277-0.0026586i,-0.0016565-0.0006265i,-0.00035561+0.00018397i,9.4442e-05-0.00058665i,0.00017608-0.00070115i,-0.00024698-0.00017402i,-0.00026252-0.00039151i,-0.00025898-0.00051251i,-0.00068562+0.00018387i,-0.00029714+0.00075871i,0.000224+0.00058117i,0.00097405-8.0916e-05i,0.00076873-0.00035218i,-0.00049769-0.00014351i,-0.00062283-0.00016323i,-0.00023004+0.00030512i,-0.00059551+0.00066131i,-0.00070437+0.00075807i,0.00031031+0.00063039i,0.00058835+6.3405e-05i
0.0017109+0.00058502i,0.0018098+2.304e-05i,0.0018192+3.9921e-05i,0.0014746+3.1031e-05i,-5.2265e-07+0.00029236i,-0.0013446+0.00040987i,-0.0012735-0.00034301i,-0.0013314-0.00068954i,-0.0011808-9.5207e-05i,-0.0013065-0.00019228i,-0.0018531-0.00076319i,-0.0020149+3.3239e-05i,-0.0012692+0.00072318i,-0.00028004+0.0005933i,-0.00010591+0.00024291i,-0.00025265-0.00055221i,-5.9516e-06-0.00082334i,6.2307e-05+0.00028044i,3.3859e-05+0.00053298i,0.00053864-0.00036534i,6.3591e-05-0.00039892i,-0.00026904-0.00041199i,-7.3596e-05-0.00095315i
0.00076654+0.0033218i,0.00028071+0.002347i,0.00032396+0.00050633i,0.0001616-0.00082032i,-7.1864e-05-0.0010894i,-0.00053757-0.00066357i,-0.00093803-0.00071071i,-0.00090873-0.00071702i,-0.00019571+9.8567e-05i,0.0002105+0.00041612i,0.00020967-9.4386e-05i,0.00014596-5.4732e-05i,-0.00022409+0.00011111i,-0.00018473-0.00022029i,-0.00023318-0.00029348i,-0.0010084+0.00030442i,-0.00088212-0.00017928i,0.00028385-0.00024542i,-0.00011683+0.0003118i,-0.0014028-0.0005155i,-0.0013625-0.0008444i,-0.00056574-0.00042489i,0.0001297-4.5704e-05i
0.0011117-0.00029225i,0.0020163-0.00028752i,0.0025237-0.00085259i,0.0025154-0.0014972i,0.0012993-0.0019323i,-0.00061429-0.0016832i,-0.0015595-0.0010863i,-0.00058377+0.00033265i,0.00027082+0.00072745i,-0.00034545+7.4112e-06i,-0.0010565-0.00041312i,-0.00069966-0.00010988i,-6.4851e-05+0.00091866i,-0.00036474+0.0010393i,-0.00084158+0.00085334i,-0.00065344-9.5165e-05i,-0.0004612-0.00085924i,-0.00037283-0.00066349i,-0.00040591-0.00047067i,-0.00071334+0.00016539i,-0.00075387+0.00067461i,-0.00054213+0.00068773i,-0.00070049+0.0002512i
0.0014986+0.00058531i,6.7313e-05+0.0017692i,-0.00060029+0.0018904i,-0.0010987+0.00093633i,-0.00076618+0.00097137i,-0.00075368+0.0010699i,-0.00093194+0.00089767i,-0.00059946+0.00025399i,-0.00027135-0.00033958i,0.00012159-0.001123i,0.00040295-0.0012319i,0.00064819-0.00051181i,0.00053692-7.8471e-05i,-0.00072861+0.00055153i,-0.0014065+0.00064727i,-0.00097759+0.00061265i,-0.00058058+0.00029978i,-0.0002544-0.00015415i,7.9008e-05-3.1335e-05i,-0.00031121-0.0001235i,-0.000542-2.2114e-05i,1.0325e-05-0.00027667i,0.0001449-0.00091842i
-0.00078815+0.0011513i,-0.00073537+0.0008189i,-0.00032742-2.0799e-05i,0.0010666-0.00048512i,0.0019899-0.00054669i,0.0011583-0.00085208i,0.00023328-0.0010349i,-0.00019623-0.00035874i,0.00016904+2.8252e-05i,0.00025469-0.00034005i,-0.00047434-0.00058633i,-0.00061542-0.0007501i,1.4295e-05-0.00062735i,-0.00022539-0.00033259i,-0.00028376-0.0002189i,0.00016016-0.00058477i,0.0005546-0.000444i,0.00059532+2.8629e-05i,-3.202e-05-1.626e-05i,0.00027399-0.00052599i,0.00084799-0.00047686i,0.00022849+0.00010961i,-1.0159e-05-0.0002713i
8.8378e-05+5.542e-05i,0.00037815+0.00033262i,0.0010431+0.00018547i,0.0007711+0.0007471i,-5.7553e-05+0.00044151i,-0.00044878-0.00029876i,-0.0016292-0.00080349i,-0.0020176-0.00087726i,-0.00097715-0.00033385i,-0.00037012-9.2132e-05i,-0.00048063+0.00052296i,-0.0013064+0.0010243i,-0.0014223+0.00029946i,-0.00088046-0.00055366i,-0.00085989-0.00088487i,-0.00092633-0.00046541i,-0.00025396-0.00023588i,0.000475-0.00063658i,0.00077408-0.00095848i,0.00070562-0.00070164i,0.00011052+0.00012807i,-0.00052091+0.0002663i,-0.00054+0.00025025i
0.00047202+6.1793e-06i,0.000412+0.00024295i,-0.0012219+7.5623e-05i,-0.0022278-3.3098e-05i,-0.00062414+0.00050647i,0.00072513+0.00094077i,-6.5347e-05-0.0002061i,-0.00053713-0.0012603i,-0.00028989-0.0013787i,0.00039921+0.00017612i,0.00061586+0.0014279i,0.0012482+0.0010683i,0.0015751+0.00084463i,0.00090037+0.00023152i,-0.00043361-0.00028267i,-0.00096049+0.00014167i,-0.00037278+0.00033814i,-0.0004786-0.00035932i,-0.0012298-0.0011201i,-0.0011701-0.00087515i,-7.0655e-05-0.00026579i,0.00013679-0.00024035i,-0.001143-0.0006547i
-0.0010129-0.00035167i,-8.2465e-05-0.00013842i,0.00086564+0.00046422i,0.00059073+0.0010384i,-0.00017658+0.0008351i,-0.00086856+0.00059092i,-0.00018286+0.00055373i,0.00052538+0.00017258i,-1.9631e-05-0.00035843i,0.00013448-0.0007989i,0.0015428-0.00013916i,0.0013891+0.00062214i,0.00073233+0.00039244i,3.602e-05+0.00047058i,-0.00038974+0.00096756i,0.00011294+0.0012988i,0.0004161+0.00052791i,0.00049926-0.00051152i,0.00021795-0.00060657i,-0.00071001-0.00035623i,-0.0011909-0.00010166i,-0.00068258-7.3549e-06i,-6.8932e-05-0.00019306i
0.0025963+0.00084932i,0.0025605+0.0002501i,0.001993-0.00077884i,0.00023359-0.00030345i,-0.001137+0.00058713i,-0.00088597+0.00033587i,-0.00065306+0.00046213i,-0.00074246+0.00093119i,-0.00031453+0.00086913i,7.8994e-05-0.00079694i,-0.00031563-0.0020718i,-0.00039226-0.0021231i,9.2435e-05-0.0017523i,0.00032571-0.00075459i,0.00023386-0.00017948i,0.000302-0.00028185i,0.00061088-0.00085112i,0.00061417-0.00051719i,0.00051863+0.0006007i,0.00026553+0.00092871i,-2.7553e-06+0.00042897i,0.00015692-2.1701e-05i,0.00026697-0.00036635i
