0.00064594+0.00061753i,-0.00013755-0.00052429i,-0.00031142-0.0013559i,-0.0014161-0.0013328i,-0.0025774-0.00030076i,-0.00241+0.00068085i,-0.00092699+0.001164i,0.00066647+0.0013565i,0.0014331+0.0017728i,0.00068332+0.0016945i,0.00015231+0.0010608i,0.000171+0.00016295i,0.00038501-0.00054345i,0.00055026-0.00073811i,0.00085373-0.0010102i,0.00058191-0.0009343i,0.00056437+0.00015775i,0.00057051+0.00023954i,3.4308e-05-0.00014385i,0.00015405+0.00039781i,0.00050945+0.00042584i,0.00064708-0.0004683i,0.0011538-0.00033643i
-0.00089159-0.00027772i,-0.00052701-0.00052964i,0.0041881-0.0022445i,0.018972-0.0038967i,0.042416+0.0044888i,0.057104+0.020704i,0.048159+0.031255i,0.023745+0.026991i,0.0047931+0.014194i,-0.00076579+0.0046138i,0.0011895-0.00021559i,0.0030209-0.0012289i,0.0025098-0.00038593i,0.0014492-0.0002523i,0.0013471-0.00019781i,0.0012718+0.00010546i,0.00046683+0.00036021i,-4.8444e-05+0.0014132i,-0.00014644+0.0016477i,0.0004644+0.0012085i,0.0009584+0.0010434i,0.0011454+0.00014409i,6.3203e-05-0.0017454i
-0.00050879+0.00010411i,-0.0017677+0.0015989i,-0.0073157+0.0048335i,-0.020385+0.0066518i,-0.042677-0.0027416i,-0.059553-0.01916i,-0.054141-0.028669i,-0.030058-0.025904i,-0.0092616-0.014574i,-0.0027063-0.0043853i,-0.0031243+7.634e-05i,-0.0026738+0.00082097i,-0.0014908+0.00030267i,-0.001417-0.00014466i,-0.0018803-0.00041673i,-0.0014192-0.0011124i,-0.00066282-0.0023207i,0.00068348-0.0025619i,0.0020238-0.0011263i,0.0016636-0.00041833i,0.00081249-0.0002115i,0.00030841+0.0014646i,0.0013216+0.0030775i
-0.0014123+0.00024101i,5.8919e-05-0.0010353i,0.0062599-0.0028827i,0.02294-0.0043042i,0.047529+0.001722i,0.064768+0.015343i,0.058308+0.025924i,0.032225+0.026364i,0.0094309+0.017257i,0.001179+0.0071253i,7.7543e-05+0.00095031i,-0.00021527-0.0015859i,-0.00050937-0.0017273i,-0.00030575+3.8918e-05i,0.0003081+0.0018663i,0.00090954+0.0015873i,0.00073355-1.3685e-05i,0.00037586-0.00027562i,-0.00052917+0.00069318i,-0.00069535+0.001062i,0.00051357+0.00069331i,0.00089346-0.00046718i,-0.00096503-0.0018254i
-0.0011412-0.0016871i,-0.0022913+0.00033584i,-0.0095749+0.003349i,-0.02578+0.0049204i,-0.048975-0.001457i,-0.067248-0.01478i,-0.063093-0.023999i,-0.037106-0.024281i,-0.012814-0.017453i,-0.0030468-0.0068093i,-0.0021346+0.0015874i,-0.0024931+0.0038119i,-0.0017171+0.0029995i,-0.0013698+0.0018467i,-0.0011973-0.0001026i,-0.0010143-0.0010205i,-0.00062838-0.0008589i,0.00062668-0.00053079i,0.0020208-0.0010585i,0.0019433-0.0018447i,0.00083735-0.001202i,0.00016241+0.00047446i,0.0013384+0.0018176i
-0.0015972-0.00278i,-0.0019904-0.0030824i,0.0039041-0.0048607i,0.023085-0.0056133i,0.050674-0.00050931i,0.069866+0.010323i,0.066705+0.019941i,0.041375+0.022581i,0.014532+0.017054i,0.0034071+0.0088376i,0.0013539+0.0043965i,0.00084217+0.0035548i,0.00093112+0.0034719i,0.00055629+0.0027313i,0.0013135+0.0023547i,0.0023641+0.0020851i,0.0020847+0.0015391i,0.00069532+0.00070026i,-0.00068247+0.00047447i,-0.00088102+0.0011757i,-0.00099091+0.0013982i,-0.0016019-3.5465e-05i,-0.0019844-0.0017156i
-0.000432+0.00033023i,-0.0013651+0.0015324i,-0.0084572+0.0045398i,-0.02679+0.0051725i,-0.052792+0.00017379i,-0.071731-0.0085216i,-0.070661-0.014759i,-0.046855-0.016697i,-0.019201-0.014269i,-0.0049247-0.0074191i,-0.00018397-0.00056004i,0.0012406+0.0027583i,0.00067566+0.0033166i,-0.0006424+0.0022214i,-0.0010815+0.00057066i,-0.0015056-0.00048573i,-0.00081177-0.00082425i,0.0014018+0.00010592i,0.0021125+0.0005308i,0.0012845+7.704e-05i,0.00038224+0.0002526i,0.00054962+0.0012769i,0.0016989+0.0019415i
-0.0064214+0.0005873i,-0.0053297-0.0015999i,0.0013015-0.0010236i,0.024405+0.00025742i,0.057084+0.0025581i,0.078502+0.0051297i,0.075419+0.0082252i,0.05036+0.012752i,0.021595+0.013624i,0.0071665+0.008963i,0.0048357+0.0032322i,0.0046145+0.00041244i,0.0047789+0.0009207i,0.004558+0.0020784i,0.0035935+0.0020857i,0.0031978+0.0010662i,0.0021617+0.00050623i,0.00072103+0.0003741i,-0.00041269+0.0011613i,-0.0010959+0.001784i,-0.0016875+0.0012074i,-0.0012324+0.00040846i,-0.00061019-0.00074853i
-0.0012678-0.001769i,-0.0028273-0.00092223i,-0.011821+0.0026206i,-0.031784+0.0032327i,-0.06046-0.00091903i,-0.079464-0.0027413i,-0.076963-0.0014466i,-0.054117-0.0048227i,-0.027158-0.0092467i,-0.011322-0.006923i,-0.0046816-0.0017092i,-0.0013111+0.00050834i,0.00078527+0.00056281i,0.0018486+0.00034159i,0.0014184-0.00040346i,0.00025354-0.0010156i,0.00010359-0.0013546i,0.0010243-0.001381i,0.0018611-0.0016774i,0.0017759-0.0011449i,0.00067056+0.000371i,0.00032616+0.0014562i,0.001394+0.0021328i
-0.00074842-0.00025094i,0.0011711-0.0015145i,0.0090765-0.0033001i,0.030485-0.0029767i,0.061179+0.00015065i,0.080595-0.0022706i,0.077643-0.0069316i,0.055844-0.001022i,0.028271+0.0080407i,0.01037+0.0073557i,0.0018781+0.0013543i,-0.0014602-0.0011583i,-0.0013554-0.00054179i,-5.6792e-05+0.00051812i,0.001449+0.0015853i,0.0020303+0.0024646i,0.0020338+0.0019828i,0.0011693+0.00082815i,-0.00057703+0.00052319i,-0.0010779+0.00052966i,-0.000787+0.00043048i,-0.00067494-0.00019042i,-0.0010186-0.0010718i
-0.0031735+0.0014075i,-0.0044757+0.0032378i,-0.012441+0.0053455i,-0.032449+0.0033984i,-0.059587-0.0018054i,-0.0779+0.0034548i,-0.077227+0.013927i,-0.058131+0.0083691i,-0.031628-0.0023838i,-0.013702-0.0030809i,-0.0060721+0.00030537i,-0.0031173+0.0019364i,-0.0019591+0.001347i,-0.0011102-0.00093817i,-0.00091275-0.002754i,-0.001916-0.0023641i,-0.0013286-0.0013644i,0.00063153-0.00076968i,0.0015656-0.00097566i,0.0015552-0.00090242i,0.0017841-0.00024363i,0.0016392+0.00017745i,0.0019041+0.00032246i
0.0017151+0.0018545i,0.004184-0.00035438i,0.015519-0.0029034i,0.038281-0.0028113i,0.063804-0.00091195i,0.077608-0.010337i,0.074014-0.023468i,0.05624-0.015902i,0.033099+0.00069026i,0.015864+0.005907i,0.0065139+0.0036565i,0.00064309+0.0021799i,-0.0028076+0.0023032i,-0.0024696+0.0026943i,-0.00070945+0.0030481i,0.00043286+0.0023708i,0.00084116+0.0015629i,0.00020773+0.0013284i,-0.00043505+0.00075473i,-0.00039307+0.00013471i,-0.00088069-0.0013798i,-0.0012979-0.0021244i,-0.0016642-0.0010992i
-0.0010787-0.0021122i,-0.0039759+6.6288e-06i,-0.01626+0.00025042i,-0.038755-0.0022315i,-0.062321-0.0040691i,-0.074631+0.0094997i,-0.071284+0.027764i,-0.054753+0.023047i,-0.033186+0.0057478i,-0.016217-0.0015636i,-0.0055255+4.045e-05i,0.00043799+0.002238i,0.0021633+0.002903i,0.0010208+0.0023738i,-0.000204+0.00070351i,-0.00088482-0.00032132i,-0.00071325-0.00087279i,0.0011307-0.00080296i,0.0019084-0.00041952i,0.000538+0.00013831i,-0.00066782+0.001063i,-0.00075111+0.0019275i,0.00075242+0.0015681i
-0.00011666-0.0002983i,0.0027407-0.00092372i,0.015151-5.6286e-05i,0.039938+0.0021757i,0.064027+0.0017889i,0.073006-0.014892i,0.066323-0.035229i,0.049642-0.030038i,0.031646-0.0087807i,0.017559+0.001496i,0.0070378+0.00011207i,0.001183-0.0016573i,0.00018175+0.00016191i,0.0013796+0.0030387i,0.0025107+0.0038914i,0.0021716+0.0023901i,0.0011354+0.0011832i,0.00042452+0.0012565i,-0.00076426+0.0015302i,-0.0020141+0.0011137i,-0.0022687+0.00059261i,-0.0016797+0.00053743i,-0.0015396+0.00061661i
0.0014963+0.0014531i,-0.0014801+0.0015013i,-0.013021-0.0013323i,-0.036249-0.0063925i,-0.059456-0.0070003i,-0.06696+0.012205i,-0.060538+0.039528i,-0.046537+0.040269i,-0.032029+0.017686i,-0.019872+0.002025i,-0.0084193-0.0014163i,-0.00089145-0.0019927i,0.0021421-0.0020704i,0.0023969-0.0019265i,0.001394-0.0021539i,0.0006917-0.0012818i,0.00028836-9.3863e-05i,0.00085196+4.2133e-05i,0.0025083-0.0011539i,0.00352-0.0011011i,0.0031385+0.0005655i,0.0024559+0.0010604i,0.0022386+3.4792e-05i
0.001232-0.00023439i,0.0048124-0.00085827i,0.018126+0.00125i,0.04154+0.0082048i,0.062851+0.0086759i,0.064947-0.014989i,0.052816-0.046348i,0.04027-0.046747i,0.029498-0.021578i,0.017641-0.0048088i,0.0059358-0.0016368i,-0.00058468-0.00047874i,-0.0024713+0.00077621i,-0.0026148+0.0015788i,-0.00099535+0.0022571i,0.00045936+0.001519i,0.00081479+0.00030999i,0.0011846+0.00030603i,0.0010355+0.0016929i,-0.00019661+0.0018592i,-0.0011025+0.000575i,-0.00057174-0.00038037i,-0.0002304-4.8726e-05i
0.0022389+0.0021049i,-0.001069+0.0024889i,-0.014548-0.0013685i,-0.039588-0.012273i,-0.060157-0.015942i,-0.05921+0.010019i,-0.044975+0.046383i,-0.033373+0.050937i,-0.026582+0.028568i,-0.019674+0.010659i,-0.010973+0.0045794i,-0.0040214+0.0019644i,-0.00021474+2.7412e-05i,0.00058946-0.0013354i,-0.00041443-0.0018971i,-0.0015101-0.0015032i,-0.00096464-0.00084662i,0.00022318-0.0012421i,0.00085975-0.0027378i,0.0016042-0.003238i,0.0018564-0.0022369i,0.0013357-0.0011734i,0.0015883-0.0019242i
-0.00057245+0.0030581i,0.0034293+0.002876i,0.018714+0.0077202i,0.044015+0.017422i,0.061714+0.018412i,0.053787-0.011407i,0.032281-0.050997i,0.020365-0.056192i,0.020631-0.032107i,0.019096-0.011089i,0.0097586-0.0026819i,0.0014048+0.001691i,-0.0020806+0.0032902i,-0.0031706+0.0031264i,-0.0021339+0.0031674i,-0.00029487+0.0011947i,0.00062601-0.00083394i,0.0010035+0.00016786i,0.00019372+0.0016093i,-0.00064962+0.0012321i,-0.0011482+0.00055917i,-0.001437+0.00047578i,-0.0014807+0.00094184i
-0.0021606+0.0014305i,-0.0067344+0.00064495i,-0.01995-0.005098i,-0.041686-0.019019i,-0.055766-0.023892i,-0.044222+0.0072029i,-0.020505+0.05156i,-0.0089728+0.060807i,-0.013065+0.039704i,-0.014667+0.020123i,-0.0057114+0.010538i,0.0024901+0.0047298i,0.004205+0.0010294i,0.0034941-0.00018963i,0.0027234+0.00010198i,0.0010253+1.7973e-05i,-0.00060333-0.00076222i,-0.0004799-0.00065236i,0.00021612-0.001176i,4.9487e-05-0.0016814i,-0.00021033-0.001418i,0.00078478-0.0012001i,0.0018525-0.002008i
0.0012549+0.00048094i,0.0059626+0.0013414i,0.020958+0.008245i,0.043637+0.022345i,0.056075+0.026476i,0.039151-0.0050439i,0.0090559-0.049876i,-0.0047162-0.060039i,0.0046985-0.040563i,0.013873-0.021634i,0.0097907-0.010172i,0.0025714-0.003124i,-0.0017605+0.00033262i,-0.0026152+0.0019561i,-0.0018648+0.0015715i,-0.0012898+0.00012885i,0.00045575-0.00011314i,0.0018336+0.0015066i,0.0013478+0.0034473i,0.00064068+0.0044947i,0.00030373+0.0044967i,-0.00021857+0.0042887i,-0.0011965+0.0049765i
-0.00069094-0.0023388i,-0.00511-0.0035641i,-0.019757-0.01165i,-0.042638-0.028992i,-0.053301-0.036944i,-0.031706-0.0061575i,0.0036182+0.042236i,0.018553+0.056723i,0.0056699+0.040417i,-0.0080032+0.022646i,-0.0056898+0.010153i,0.00051784+0.0018997i,0.0028491-0.00089794i,0.0035217-0.00066675i,0.0028787-0.000132i,0.0017307+0.001241i,0.00049554+0.0014719i,0.00064903+0.00014788i,0.0018114-0.0021218i,0.0016605-0.0033456i,0.00073742-0.0031449i,0.00020081-0.0021724i,0.00087293-0.0023235i
0.0026767+0.00062652i,0.0070961+0.0021399i,0.02128+0.012024i,0.043953+0.030641i,0.052741+0.039012i,0.025146+0.0083217i,-0.01684-0.038099i,-0.033339-0.053061i,-0.018447-0.040012i,-0.0012687-0.024581i,-0.00030725-0.013852i,-0.0042911-0.0054501i,-0.0055992+0.00055752i,-0.0042803+0.0029523i,-0.0026735+0.0019277i,-0.0012042-0.00046162i,0.0012958-0.0019991i,0.0021588-0.0014325i,0.001268+0.00092219i,0.00091679+0.0021154i,0.00077609+0.0022965i,-3.429e-05+0.0025327i,-0.00033985+0.0030517i
-0.0022635-8.0452e-05i,-0.0070047-0.001892i,-0.021229-0.011933i,-0.041437-0.034671i,-0.046904-0.048496i,-0.017067-0.01965i,0.026293+0.028007i,0.042544+0.045547i,0.023477+0.037527i,0.00094997+0.025791i,-0.0031158+0.013851i,0.00039466+0.0044345i,0.0029592+0.00051389i,0.0038008+0.00020202i,0.0031937+0.0010972i,0.0015804+0.0022002i,0.00010117+0.0012618i,0.00027393-0.00097854i,0.00079509-0.0029274i,0.00028995-0.0045939i,-8.8621e-05-0.0050525i,0.00048117-0.0046035i,0.00080456-0.0049662i
0.0013903-0.0010482i,0.0064042+0.0015256i,0.021165+0.013099i,0.042175+0.038509i,0.045571+0.055412i,0.01204+0.029363i,-0.03655-0.014756i,-0.056612-0.030105i,-0.03684-0.025234i,-0.012291-0.019286i,-0.0069045-0.010164i,-0.0073165-0.00067864i,-0.0051221+0.0032011i,-0.0034822+0.0033651i,-0.0030889+0.0011684i,-0.0011798-0.0018573i,0.00067758-0.0024441i,0.00030695-0.00083386i,-0.00034376+0.0012167i,-0.001047+0.0034854i,-0.0013427+0.0046518i,-0.0014594+0.0038724i,-0.0019299+0.004091i
0.0012674+3.2923e-05i,-0.0040884-0.0042129i,-0.018219-0.01914i,-0.039214-0.048035i,-0.041255-0.067354i,-0.0052241-0.041904i,0.045417+0.0032672i,0.066392+0.020643i,0.044995+0.021354i,0.016254+0.021927i,0.00654+0.016357i,0.0060026+0.0072064i,0.0050479+0.00079356i,0.0040838-0.0010982i,0.002864+0.00019781i,0.0010261+0.0026008i,-0.001128+0.0030224i,-0.0016312+0.000827i,-0.00033983-0.0025445i,-8.9472e-05-0.0046631i,-0.00052566-0.0039736i,-0.00083624-0.0034327i,-0.0011592-0.0038822i
-0.0013581+0.0016416i,0.0036483+0.0055673i,0.018732+0.022837i,0.039701+0.053056i,0.040169+0.072531i,0.00079418+0.049978i,-0.052576+0.010473i,-0.072917-0.00386i,-0.049057-0.0080869i,-0.018548-0.013878i,-0.0067548-0.010532i,-0.0045074-0.0028873i,-0.0049018+0.00095152i,-0.0052233+0.0010736i,-0.0033703-0.001074i,-0.0013598-0.003342i,0.0014107-0.0030663i,0.0028715-0.00018987i,0.0011024+0.0026424i,-0.00029642+0.0044134i,-0.00041826+0.0053142i,-0.00062573+0.00538i,-0.00036784+0.0050196i
0.0015311-0.00041i,-0.0030987-0.0038781i,-0.016134-0.022931i,-0.035175-0.058276i,-0.034786-0.083111i,0.0027796-0.065234i,0.053751-0.028364i,0.075411-0.011945i,0.054707-0.0030954i,0.025671+0.0093133i,0.013805+0.01008i,0.010349+0.0027074i,0.006577-0.0004139i,0.0033223+0.00056676i,0.0017111+0.0030628i,0.00069333+0.005129i,-0.00044882+0.0046642i,-0.00058037+0.00067917i,0.0011674-0.0037959i,0.0023781-0.0052725i,0.0018898-0.0044075i,0.0018656-0.0035409i,0.0025072-0.0040919i
0.0031462+0.0012728i,0.0082438+0.0049238i,0.022154+0.023139i,0.039183+0.05993i,0.035198+0.086766i,-0.0056444+0.073837i,-0.057103+0.044281i,-0.077808+0.029228i,-0.056905+0.013603i,-0.027908-0.0058181i,-0.01536-0.010785i,-0.010622-0.0049606i,-0.0078653+0.00041786i,-0.0060621+0.0020058i,-0.0030295-0.00018118i,-0.00011074-0.0035325i,0.0028213-0.0041222i,0.0038375-0.0016653i,0.0018236+0.0018814i,0.0001396+0.004028i,-0.0001325+0.0032335i,0.00046189+0.0016449i,0.00096267+0.0023735i
-0.0018882+0.00028276i,-0.0060333-0.0049804i,-0.016528-0.025779i,-0.030932-0.066393i,-0.029474-0.098129i,0.0068785-0.088712i,0.054674-0.061535i,0.072585-0.045485i,0.053447-0.025944i,0.027619-0.0031247i,0.016515+0.0034091i,0.011688+0.00025231i,0.0074107+0.00039208i,0.0057713+0.0018259i,0.0051756+0.0026818i,0.0022164+0.0039269i,-0.0013151+0.0027411i,-0.0014808-0.00082063i,0.00059086-0.0038044i,0.00224-0.005336i,0.0020521-0.0044357i,0.0012396-0.0029634i,0.00060766-0.0031308i
0.0024386-0.0022195i,0.0065556+0.0041121i,0.015274+0.026289i,0.029094+0.070064i,0.028007+0.10457i,-0.0069701+0.097818i,-0.051413+0.07473i,-0.067358+0.062557i,-0.051322+0.040873i,-0.032209+0.011934i,-0.023682+0.0011712i,-0.015903+0.0022022i,-0.0087057+0.0023922i,-0.0052119+0.00056216i,-0.0026493-0.0031764i,0.00011765-0.0059562i,0.0030097-0.0048753i,0.0027957-0.00090481i,-0.00062708+0.001956i,-0.0029836+0.0038983i,-0.0032713+0.0041317i,-0.0029675+0.0031536i,-0.00059942+0.0028449i
-5.3765e-05-0.0021353i,-0.0045293-0.0082507i,-0.01238-0.033096i,-0.023847-0.079066i,-0.023077-0.11608i,0.0073877-0.11086i,0.045958-0.088105i,0.057475-0.076918i,0.042826-0.051754i,0.02676-0.015417i,0.016943-0.00052269i,0.0099764+2.5734e-05i,0.0067586+0.00055944i,0.0056462+0.0017607i,0.0036295+0.0042993i,0.00085366+0.0056897i,-0.0017071+0.004141i,-0.0016718+0.00071638i,0.0015099-0.0023853i,0.0034386-0.0032043i,0.003146-0.0025047i,0.0020511-0.0021528i,-7.6565e-06-0.0037026i
0.0033209+0.0011603i,0.0060711+0.007445i,0.012207+0.030957i,0.022244+0.078478i,0.020993+0.11923i,-0.0064685+0.11721i,-0.040012+0.096657i,-0.049915+0.08742i,-0.037352+0.06302i,-0.024864+0.025858i,-0.01937+0.009384i,-0.013195+0.0062955i,-0.0083877+0.0026508i,-0.0070597-0.00026597i,-0.0055102-0.0029967i,-0.001688-0.0047924i,0.0026188-0.0037642i,0.0034965-0.0015836i,0.0005218+0.00094387i,-0.0017712+0.0033412i,-0.0023332+0.0033134i,-0.0026344+0.001382i,-0.0015671+0.0012877i
0.00031472-0.0021076i,-0.0026587-0.010171i,-0.0080494-0.037162i,-0.016447-0.08705i,-0.016593-0.13053i,0.002805-0.1287i,0.026605-0.10528i,0.033361-0.092401i,0.025239-0.066108i,0.019105-0.027185i,0.017409-0.0079933i,0.013272-0.0037189i,0.0090951+0.00022738i,0.0062253+0.0046011i,0.003869+0.0075241i,0.0013646+0.0074246i,-0.0026222+0.0050895i,-0.0031726+0.00092563i,-0.00020592-0.0036592i,0.002036-0.0059472i,0.0023362-0.0050103i,0.00055815-0.0032994i,-0.0016096-0.0022771i
-0.0011202+0.0038199i,0.001943+0.011134i,0.0090722+0.038595i,0.01554+0.089301i,0.014477+0.13369i,-5.8793e-05+0.1351i,-0.016827+0.11458i,-0.019569+0.10039i,-0.013323+0.073289i,-0.011565+0.035236i,-0.011809+0.014566i,-0.0090957+0.0063528i,-0.0081873+0.00094876i,-0.007423-0.0016262i,-0.0039177-0.0037345i,2.9308e-05-0.0052327i,0.0036395-0.004069i,0.0039885-0.00069426i,0.0003848+0.0027851i,-0.0032543+0.0049152i,-0.0039281+0.0044051i,-0.0024451+0.0038352i,0.00067062+0.0043867i
0.0024128-0.0023553i,0.00014578-0.0092755i,-0.003631-0.036774i,-0.0078802-0.09018i,-0.0061965-0.139i,0.002954-0.1424i,0.010487-0.11813i,0.0080332-0.09788i,0.005194-0.070881i,0.0094676-0.037828i,0.011145-0.019444i,0.0083447-0.010363i,0.0073026-0.0015227i,0.0076935+0.0027579i,0.0055237+0.0047871i,0.00064362+0.0058163i,-0.0035716+0.0052465i,-0.0039524+0.0034691i,-0.00045618+0.00011384i,0.0025219-0.0026261i,0.0024309-0.0020485i,0.0012267-0.00068283i,0.00020583-0.00051396i
0.0030954+0.0013536i,0.0046604+0.0094599i,0.0055237+0.035905i,0.0068235+0.088547i,0.0053532+0.13697i,0.00063225+0.14078i,-0.00061993+0.11713i,0.0065515+0.094901i,0.0077048+0.065961i,-0.0031312+0.033553i,-0.0094948+0.014929i,-0.009868+0.0067822i,-0.010658+0.0023033i,-0.010272-0.00029318i,-0.0066828-0.0037708i,-0.00064051-0.0056492i,0.0051305-0.0043601i,0.0068233-0.0019871i,0.003802+0.00031897i,-0.0005118+0.0028107i,-0.00077454+0.0039175i,0.0016065+0.0032585i,0.003468+0.0013234i
-0.0001886-0.0014603i,-0.00071705-0.010041i,-0.0012004-0.038745i,-0.00047173-0.094356i,0.0017326-0.14504i,-0.0006054-0.14868i,-0.0083729-0.12057i,-0.018932-0.093072i,-0.019528-0.062904i,-0.0081614-0.032487i,-0.0021804-0.016532i,-0.00026483-0.0088119i,0.0048906-0.0010663i,0.0074862+0.003342i,0.0047124+0.0052731i,0.00019223+0.0064735i,-0.0034022+0.0043323i,-0.003965+0.0012672i,-0.0010466-0.0012211i,0.0021402-0.0042048i,0.0024775-0.0065592i,0.0012553-0.0061669i,-0.0012273-0.0038374i
-0.0012289-0.0057694i,-0.0021893+0.0037589i,-0.0075019+0.034088i,-0.01101+0.092481i,-0.0098399+0.14367i,-0.0010621+0.14783i,0.010698+0.11726i,0.021179+0.086108i,0.019624+0.057039i,0.0034697+0.031354i,-0.0050773+0.019727i,-0.0038821+0.013497i,-0.0050697+0.0066344i,-0.00646+0.0019421i,-0.0036803-0.0014332i,0.0017867-0.0041233i,0.0055739-0.0052029i,0.0050066-0.0034867i,0.0021819-0.00063917i,-0.0010591+0.0014457i,-0.0022538+0.0019771i,-0.0015298+0.00038159i,0.00068551-0.00066927i
0.0032198-0.00296i,0.0043692-0.011512i,0.0081391-0.042646i,0.012332-0.099029i,0.010686-0.14613i,-0.0030998-0.14616i,-0.019973-0.10843i,-0.029131-0.070955i,-0.025509-0.043673i,-0.012417-0.020637i,-0.0045565-0.0075601i,-0.00067347-0.002311i,0.0055853+0.00095501i,0.0087453+0.0025964i,0.0061975+0.0032696i,0.00017331+0.0035062i,-0.0052422+0.0044666i,-0.0054617+0.003855i,-0.0029684+0.00052104i,-0.0023843-0.0025284i,-0.0038739-0.0030786i,-0.0053328-0.0011825i,-0.0063083+0.00082809i
0.0012949-0.00075837i,-0.00063702+0.0077846i,-0.0076635+0.036559i,-0.016384+0.092742i,-0.013914+0.14227i,0.0067256+0.1458i,0.028149+0.10852i,0.031572+0.065595i,0.023461+0.038344i,0.012791+0.022189i,0.0075576+0.01253i,0.0051615+0.0068453i,-0.002233+0.0024186i,-0.0065455+0.00033366i,-0.0041163-0.0018824i,0.00048935-0.0046699i,0.005216-0.0055665i,0.0060355-0.0035923i,0.0028824-8.0875e-05i,0.0002474+0.0035125i,0.0013152+0.0055646i,0.0035462+0.0050301i,0.0046104+0.0028051i
0.0013426-0.0060501i,0.0026491-0.014011i,0.010667-0.043389i,0.02109-0.098584i,0.01775-0.14675i,-0.0034249-0.14726i,-0.023233-0.10499i,-0.026596-0.055968i,-0.019008-0.028823i,-0.0082614-0.018049i,-0.0029443-0.0097403i,-0.0013905-0.0041885i,0.0020165-0.00061317i,0.0037592+0.0016781i,0.0019178+0.0030047i,-0.0016339+0.0048285i,-0.0045324+0.0067836i,-0.0036537+0.007271i,-0.0011544+0.0038012i,-0.00070357+1.7545e-06i,-0.0013749-0.00068939i,-0.002576+0.00086665i,-0.0038967+0.0031811i
0.0012205+0.0038315i,-0.0014489+0.011217i,-0.010908+0.038091i,-0.024251+0.091668i,-0.020897+0.14033i,0.0030466+0.14001i,0.022973+0.096514i,0.024698+0.050148i,0.01535+0.026096i,0.006565+0.014245i,0.0052601+0.0028249i,0.0024797-0.0031578i,-0.0051051-0.00087308i,-0.0080174+0.0032913i,-0.004369+0.0030607i,0.001777-0.00081684i,0.0064106-0.0046438i,0.0070163-0.006312i,0.0050901-0.0044595i,0.004771-0.00088948i,0.0068529-6.7664e-05i,0.0093108-0.0022967i,0.010042-0.0040743i
-0.00083068-0.00097786i,0.0034537-0.0087246i,0.017018-0.034395i,0.033705-0.088641i,0.028936-0.1405i,-0.0021903-0.1425i,-0.025588-0.10084i,-0.021445-0.053818i,-0.0084741-0.025699i,-0.004373-0.014988i,-0.0071206-0.0069542i,-0.0062467+0.00065406i,-3.3671e-05+0.0035159i,0.0041566+0.0029496i,0.0032361+0.0038657i,-7.6304e-05+0.0054675i,-0.0029899+0.0063982i,-0.0041664+0.0068294i,-0.0028072+0.0046905i,-0.0028418-2.2794e-05i,-0.0058466-0.0024554i,-0.0083777-0.0015908i,-0.007207-3.1499e-05i
0.0003315-0.00084053i,-0.0037791+0.0056043i,-0.017732+0.03029i,-0.036223+0.082352i,-0.032328+0.13408i,0.0015478+0.14096i,0.021117+0.10303i,0.0089688+0.056817i,-0.0030517+0.027807i,-0.0049355+0.016122i,-0.0033885+0.0076777i,-0.0019047+0.0017714i,-0.0026908+0.002619i,-0.0017552+0.0040839i,0.0013167+0.0021595i,0.0033034-0.0029538i,0.0052524-0.0079634i,0.0057669-0.0092305i,0.0037586-0.0069017i,0.0029447-0.0030422i,0.0045917-0.00085181i,0.0062515-0.0026278i,0.0056899-0.0055885i
-0.00025775-0.0038705i,0.0038819-0.010487i,0.018896-0.035144i,0.040465-0.083585i,0.038981-0.13237i,0.0015894-0.1366i,-0.023211-0.096162i,-0.010287-0.053075i,0.001095-0.030605i,-0.0029883-0.016811i,-0.0065801-0.0012435i,-0.0040222+0.0068182i,0.0010084+0.003884i,0.0026193+0.0001037i,0.00059587-0.00067904i,-0.0026144+0.001884i,-0.0048593+0.0068055i,-0.0041431+0.008645i,-0.0022704+0.006845i,-0.0029907+0.0032463i,-0.0067242+0.0022029i,-0.0095459+0.0044282i,-0.0086487+0.0065126i
-0.0025379-0.0045996i,-0.0079726+0.0022908i,-0.028292+0.025715i,-0.050286+0.073917i,-0.042814+0.12286i,0.0061199+0.13163i,0.03837+0.09995i,0.016558+0.065744i,-0.0068534+0.046569i,-0.004635+0.031799i,0.0012464+0.015273i,0.0023734+0.0038454i,0.00089506+0.0021202i,-0.00022804+0.0027913i,0.00034732+0.0020117i,0.0019682-0.0010758i,0.0035064-0.0054908i,0.0034447-0.0084406i,0.002244-0.0073677i,0.0037929-0.0021385i,0.0078675+0.0012667i,0.0097506-0.0011996i,0.0082114-0.0048384i
0.0020563-0.00016935i,0.0070291-0.006538i,0.025918-0.028187i,0.051276-0.072843i,0.045791-0.11982i,-0.0071729-0.13515i,-0.040031-0.11352i,-0.011898-0.076852i,0.012468-0.048391i,0.006664-0.02806i,0.0030277-0.0088917i,0.0043102+0.00061748i,0.0031936-7.0633e-06i,0.00064324-0.0010265i,-0.00080517+0.00029665i,-0.0004404+0.0033597i,-0.00080456+0.0076305i,-0.0017432+0.010309i,-0.00091911+0.007682i,-0.0012562+0.0023203i,-0.0045706+0.00057099i,-0.0066211+0.002998i,-0.0045559+0.0069302i
