-0.002402+0.0011997i,-0.0016002+0.00032854i,-0.0014519+0.00095806i,-0.00098598+0.00090415i,-0.00094428+0.0013739i,-0.00033956+0.0016513i,-0.00019024+0.0022341i,-0.00023192+0.0024737i,0.00030415+0.001805i,0.0010752+0.00046234i,0.0016033-0.00043322i,0.0017996-0.0014675i,0.0011391-0.0016728i,1.3031e-05-0.0018003i,0.00030769-0.0016782i,0.0006087-0.00030246i,0.00057695+0.00010272i,0.00027855+0.00032221i,-0.00048462+0.00036774i,-0.00050071-0.00048907i,8.4984e-05+0.00044421i,0.00011788+0.0015944i,0.00031766+0.0011541i
-0.0024039-0.0010906i,-0.0022466+0.00021i,-0.0015893+0.0011134i,-0.00062711+0.0024058i,-0.00024258+0.0032231i,0.00050551+0.0019475i,0.00074707+0.00018979i,0.00030421-0.00012262i,-0.00031401-1.0559e-05i,-0.0003129+2.8702e-05i,0.00022695+0.00010432i,0.0003633+0.00025266i,0.00036815-0.00010912i,0.00036278-0.00041873i,9.8897e-05-0.0001193i,0.00038107-0.00017247i,0.00079367-3.5299e-05i,0.00092408+0.0003298i,0.00062632+0.00055306i,0.00011131+0.00025508i,-0.00033236-6.9794e-05i,-0.00039486+0.00018779i,-0.00020806+0.00048742i
-0.00099633-0.0033099i,-0.00073144-0.0021217i,-0.0017453-0.00080926i,-0.0030849+0.00014237i,-0.0019491+0.00054679i,0.0011361+0.00028647i,0.0018238-0.00054151i,0.00024249-0.00054858i,-0.0003511-0.0007144i,-0.00024587-0.00075615i,-0.00069389+6.1978e-05i,3.5918e-05+0.00096459i,0.00091602+0.00061162i,0.0009641-2.3429e-05i,0.0017011+0.00027143i,0.0019732+0.00012236i,0.0014187-6.9332e-05i,-1.0438e-05-0.00017858i,-0.00037955-0.0011874i,0.00017451-0.0014871i,0.00025749-0.00083137i,0.00041746-0.00070374i,0.00035733-0.00094873i
-0.0018476-0.00074314i,-0.0026032-0.0017293i,-0.0011477-0.0019267i,-0.00045436-0.0014727i,-0.00034438-0.0012941i,-9.9711e-05-0.0012416i,-0.00035144-0.0012183i,-0.0011185-0.0013379i,-0.0014836-0.00067045i,-0.00096565+0.00010928i,-0.00046806+0.0002642i,-0.00035137+0.00048105i,-0.00017606+0.00055902i,0.00024982+0.00021673i,0.00026156+0.00036355i,0.00042761+0.00072622i,0.00012482+0.00046337i,0.00059621-0.00047052i,0.00075633-0.00065078i,-0.00046915+0.00023245i,-0.0013907-7.5376e-05i,-0.00081771-0.00058951i,-0.00013773-0.00027101i
-9.3297e-05-0.0029342i,0.00067718-0.0039877i,0.00054652-0.0030517i,0.00017787-0.00070919i,0.00048601+0.00023804i,0.00013589+0.00024701i,-0.00031009-0.00025344i,-0.00039922-0.00058451i,-0.00039667-8.9022e-05i,7.2662e-05+2.3379e-05i,-0.00014869+0.00014911i,-0.00078719+0.00069444i,-0.00057314+0.00052317i,-0.00024328+9.1667e-05i,-0.00070553+0.00035935i,-0.0011844+0.0013158i,-0.000738+0.0011658i,-0.00026962+0.00043624i,-0.00021035+0.00068047i,-0.00047337+0.00068524i,-0.00087671+0.00080403i,-0.00044815+0.00086667i,-0.00025526+0.00068655i
-0.00031701+0.0013768i,-0.0010746+0.0017033i,-0.0017052+0.00036016i,-0.0010725-0.00045556i,-1.2813e-05-6.9636e-05i,0.0015686+0.00021341i,0.002428-0.00050908i,0.0011205-0.00076453i,0.00045654-0.00027812i,0.00068389-0.00027253i,0.00060495-0.00059331i,0.00030307+0.00025741i,0.00024863+0.00094854i,0.00044058+0.0014227i,-3.5385e-05+0.0013243i,-0.00033752+0.00074977i,-0.00044572+1.3722e-05i,-0.00041063-0.00059894i,-0.00066149+3.338e-05i,-0.0005984+0.00037985i,7.8169e-05+0.00022512i,0.00021389-0.00038659i,-0.00065271-0.00049035i
-0.0036203-0.0043732i,-0.002902-0.0052068i,-0.0017074-0.0035755i,-0.0012895-0.0017537i,-7.4186e-05-0.00031476i,0.001164+0.0004833i,0.00044026+0.00031317i,-0.00059617+0.00017466i,-0.0004995+0.00044986i,0.00045779-1.4357e-05i,0.00079249-0.00028318i,0.00095612+0.00039841i,0.0009198+0.00040668i,-0.00037556-0.0007143i,-0.00086889-0.0013091i,0.00019131-0.0004557i,0.00095465+0.00021814i,0.00050132+0.00041543i,-0.00033384+0.00099548i,-0.00033257+0.0004894i,0.00014426+0.00036887i,0.00062386+0.0002924i,0.00094024-0.00046096i
0.0021013-0.0017597i,0.00067026-0.0010422i,-0.00093158-6.4103e-05i,-0.00058337-0.00089301i,6.9914e-05-0.00054266i,0.0013723-0.00017229i,0.0014541-0.0017692i,-0.000573-0.0026004i,-0.0016021-0.0012435i,-0.0013081-0.00011403i,-0.00090456+0.00028307i,-0.00045553+0.00035651i,0.00019517-8.1809e-05i,0.00074526+0.00022021i,0.0010972+0.00028406i,0.00062126-1.8175e-05i,-0.00030395+0.00049716i,-0.00030337+0.00051541i,0.00068147-9.4593e-05i,0.00066186-0.00021608i,-5.0219e-06+0.00041428i,-0.00038609+0.00065112i,-0.00064371+0.00097422i
-0.0033353+0.0030503i,-0.0038978+0.002472i,-0.0018307+0.0015265i,0.00088822+7.0203e-05i,0.0022235-0.00029264i,0.0017411-0.0002637i,0.0012687-0.00044423i,0.00038542-0.00084205i,1.413e-05-0.00081633i,0.00060125-0.000453i,0.00054308-0.00025909i,-0.00047179-0.00082209i,-0.00012532-0.0011817i,0.0001541-8.2956e-05i,-0.00030412+0.00053199i,-0.00056425-9.298e-05i,-0.00061978-0.00034948i,-0.00054843+0.00013529i,-0.00019469+0.0010657i,-0.00016031+0.0008188i,0.00011816+2.6438e-05i,0.00039728+0.00013498i,-0.00021482+6.762e-05i
0.0036337-0.0035277i,0.0027582-0.0058255i,0.0010969-0.0060138i,-2.8233e-05-0.003632i,-0.00019307-0.0009857i,-0.00020586-0.00073415i,-1.6855e-05-0.00073385i,-0.00017046+0.00029036i,-0.00051599+0.00050693i,-1.7421e-05+0.00064284i,-0.00038001+0.00081651i,-6.4772e-05+0.00067468i,0.00045166+0.0011769i,-8.6893e-05+0.0011087i,0.00019471+0.00098985i,0.00030813+0.0016793i,9.1173e-05+0.001423i,-0.00034566+0.00070784i,-0.00055138+0.00062275i,0.00031422+2.3308e-05i,0.00052475-6.7445e-05i,-0.00013379+0.00044401i,-0.00036013+0.00014895i
-0.0018026+0.0012796i,-0.00058533+0.00045669i,-0.00067962+0.00081742i,-0.0009111+0.00030127i,-0.0009152-0.00052176i,-0.00076005-0.00070231i,-0.00032529-0.0013794i,0.00015974-0.00097324i,0.00048605+0.00047302i,0.00018453+0.00088034i,-0.00011047+0.00087382i,-9.7257e-05+0.00086855i,-0.00051134+0.00073274i,-0.00013619-4.8102e-05i,0.00077959-0.00048448i,0.000925-0.00017677i,0.00058528-0.00016357i,-0.00020224-0.00010509i,-0.00058385-0.00026536i,-0.00015814+0.00021324i,-0.00051937+0.00017965i,-6.1696e-05+0.00052837i,0.00058087+0.00095804i
-0.0028614-0.0015189i,-0.0030599-0.0012916i,-0.0027269-0.00067741i,-0.00097364+0.00024453i,0.0012524+0.00088089i,0.0025452+0.00083445i,0.0023811+0.00041201i,0.0012094+0.00018001i,0.00019751-0.00022208i,-6.0409e-05-0.00044949i,-3.6922e-05-0.00080861i,0.00022026-0.00097487i,0.00043926-0.0005414i,0.00027825-0.00059358i,-1.1239e-06-0.00074397i,-0.00045718-0.00085652i,-0.00028692-0.00071999i,0.00083975-0.00076391i,0.0011139-0.0003615i,8.7158e-05-0.00021662i,-0.00050082-0.00027003i,-2.0607e-05+0.00024839i,0.00066314+0.00038908i
0.00057517-0.0016304i,-0.000431-0.0017573i,-0.0012703-0.0019742i,0.00051003-0.0015523i,0.0018045-0.00021345i,0.001114+0.00050178i,0.00053019+0.00033347i,-0.00034862-0.00036429i,-0.0006081-0.00052058i,0.00013005-0.00054168i,0.00038321-0.0005053i,0.00060234+6.7812e-05i,8.8814e-05+6.5654e-05i,-0.00071169-0.00023956i,-0.00059022-0.00065467i,-0.00011734-0.00055363i,-0.00028705+0.00018202i,-0.00014455+0.00023641i,0.00047492+0.00011184i,0.00080602+8.3389e-05i,0.00098066-0.00040803i,0.00097937-0.00027265i,-0.00034247-0.00042673i
0.0016824-0.00050047i,0.002333-0.00039614i,0.0022021-0.00070099i,0.00039617-0.00044768i,-0.0010794-0.00065991i,-0.00071032-0.00041305i,9.0033e-05-0.00038597i,0.00020606-0.0010598i,-0.0005576-0.00081886i,-0.0011225-0.00011743i,-0.0012534+0.00013339i,-0.00086262-0.00035049i,-0.0001497-0.00075143i,0.00010218-0.00032213i,-0.00015946+5.5208e-05i,3.07e-05+0.00030752i,0.00022191+0.00036027i,-0.00010181+0.00044646i,0.00028996+0.0010523i,0.00029437+0.0010197i,-0.00011564+0.00055665i,-0.00067317+0.00056531i,0.00026591+0.00014122i
-5.3172e-05-0.0011863i,-0.0018804-0.0012171i,-0.0016954-0.0013069i,-0.0012471-0.0017112i,-0.0017718-0.0016467i,-0.0014188-0.00095729i,7.0125e-05-0.00056706i,0.00091977+4.6038e-05i,0.00098841+0.00049048i,0.00080321+0.00043341i,-3.1018e-05+0.00021075i,-0.0002698+0.0011023i,0.00016155+0.00097655i,0.00010645+0.00025897i,-4.0059e-05-7.276e-05i,0.00042692-0.0004438i,0.00060127-0.00037642i,0.00090276-0.00040062i,0.0015914+0.00037296i,0.00089304+0.0010965i,-0.0010468+0.00064404i,-0.0016692-0.00058834i,-0.0010212-0.00039677i
0.00019333-0.0025511i,0.00022021-0.0046271i,0.00063832-0.0046344i,0.0019007-0.0017891i,0.003129+0.00042927i,0.0035996+0.0014942i,0.0027821+0.0014073i,0.00092594+0.0013976i,-0.00026706+0.0010262i,0.00022349+0.00020338i,0.00057559+0.00013762i,-8.6577e-05+0.00086839i,-5.3575e-05+0.0011891i,0.00089523-0.00057676i,0.00075613-0.0015262i,0.00012581-0.00079089i,0.00042139-0.0011283i,9.8361e-05-7.8407e-05i,-0.00027183+0.00071624i,0.00020042+0.00032561i,0.00019723+0.00075666i,-0.00028292+0.00077153i,-0.00094182+0.00039854i
6.8215e-06+0.00025348i,-0.00056448+0.00080579i,-0.00048303+0.0015365i,-0.00021712+0.0018655i,0.00034463+0.0021793i,0.0009232+0.00097387i,0.00073833-0.0010348i,-0.00050536-0.0013878i,-0.00014627-0.00043732i,0.0011206+0.00047658i,0.0014611+0.0001933i,0.00097081+6.4291e-05i,4.2908e-05+8.1007e-05i,0.00038491-2.0237e-05i,0.0011116+0.00040822i,0.0013541+0.00075617i,0.00099573+0.00099083i,0.00042399+0.0003154i,0.00011865-0.00011323i,0.00038798-0.00017464i,0.00019433-0.00031841i,-2.9813e-05-3.8405e-05i,-0.00026929+0.00026687i
-0.0012115-0.00031263i,-0.0018316-0.00056161i,-0.0022958+0.0013678i,-0.0021869+0.0024795i,-0.0020518+0.0016193i,-0.0018104+0.0004972i,-0.00080855-0.00053548i,-0.00043475-0.00068792i,-0.0007277-0.00010137i,-0.00085756+0.00058107i,-0.00068587+0.00062676i,-0.00037984+6.9809e-06i,0.00021635-0.00052346i,0.00037418-0.00055216i,-0.00048023-0.00070108i,-0.00060281-0.00022634i,-0.00020027+0.00021865i,-7.743e-05+0.00014604i,-2.9897e-05+0.00095298i,1.7333e-05+0.00056642i,0.00029119-0.00011985i,-0.00026051-0.00037098i,-0.00072475-0.00015073i
0.00107-0.00055697i,0.0015533-0.0021656i,-5.7902e-05-0.0030912i,-0.00053471-0.0020511i,0.00097891-0.0012395i,0.0015404-0.0011372i,0.0010202-0.0014511i,0.0002768-0.0015816i,8.0833e-05-0.00093524i,-1.4489e-06+4.0248e-05i,-0.00016815+0.00046073i,-8.129e-05+0.0001554i,0.00048353-0.00042476i,0.00071511-0.00048182i,0.00028627+0.00032691i,6.5799e-05+0.00017473i,-0.000222-0.00031949i,-0.00048793+4.5486e-05i,0.00010052+0.00011364i,0.00016648+0.00029886i,0.0001569+0.00053177i,-0.00010598+0.0006189i,-0.001169+0.00017474i
-0.0014829+0.0017382i,-0.00097203+0.00099739i,0.00088027+0.00015569i,0.0017528-0.0014706i,0.0025378-0.0025541i,0.0016305-0.002439i,-4.1137e-05-0.0023716i,-0.00092858-0.0014336i,-0.000486+0.00038327i,0.00013975+0.00081547i,0.00083154+0.00060305i,0.00056698+0.0008021i,0.00028144+0.00081922i,4.5143e-05-0.00022578i,-0.0005221-0.00072788i,-0.00079891-0.00021888i,-0.0004638-0.0001853i,-7.7725e-05-0.00028358i,-6.326e-05-0.00012139i,0.00011378+7.6999e-05i,4.3156e-05-9.4709e-05i,-0.00020813-0.00027137i,0.00029809-0.00046739i
0.0015835-0.0025787i,0.00096664-0.0025857i,7.1626e-05-0.0010374i,-0.00089048+0.0013728i,-0.0014302+0.0014193i,-0.0011839+0.0011395i,-0.00030578+0.0010608i,0.00068162+0.00018088i,0.0010515-0.00037071i,0.00095303-0.00015443i,-7.8879e-05-4.5541e-05i,-0.00048941+1.9123e-05i,0.00020334+0.00049934i,6.9492e-05+0.00095246i,-0.00031234+0.00020573i,-0.00025237-0.00061077i,1.1814e-05-0.00067733i,0.0003152-8.9719e-05i,0.00051212+0.00045328i,0.00066392+0.00040043i,0.00047789+0.00082022i,0.00032247+0.00053462i,1.7717e-05+0.00020422i
0.00012025-0.0022846i,-0.0018332-0.0025078i,-0.0028199-0.0011378i,-0.0031655+0.00052163i,-0.0022676+0.0016629i,-0.00066245+0.0015213i,-0.00094399-3.2809e-05i,-0.0013595-0.0009037i,-0.0011158-3.2268e-05i,-0.00028147+0.00036486i,0.00020598+0.00017155i,0.00018507+0.0001941i,0.0013665+0.00076369i,0.0015162+0.0011599i,0.00094484+0.00045809i,0.00062373-0.00028261i,-4.576e-05-0.00011222i,0.00025757+0.00012883i,0.00044369+0.00023297i,-0.00037289+9.5456e-05i,-0.0010351+0.00039868i,-0.001274+0.00076571i,-0.0011426+0.00051254i
-0.0020946-0.0011403i,-0.0030444-0.002623i,-0.00070873-0.0034793i,0.0014492-0.0044075i,0.0016442-0.0046695i,0.0016547-0.003691i,0.0015799-0.0021582i,0.00044519-0.0010456i,-0.00046015-0.00078264i,1.0501e-06-0.00061808i,0.0006292-8.5292e-05i,0.00012151-0.00023615i,-0.00037856-0.00161i,-0.00036538-0.0016502i,-4.5183e-05-0.00061188i,0.00020697+0.00015891i,0.00023735+0.00023375i,0.00096859-5.5629e-05i,0.0016339+5.343e-05i,0.0011238-0.00033595i,0.0002664+4.0332e-05i,0.0002731+9.6309e-05i,0.00082621+0.0001872i
0.0030599-0.001796i,0.0028397-0.00091776i,0.0029356-0.00022739i,0.0025981-0.00094345i,0.00095709-0.0018321i,-2.3777e-05-0.001241i,-8.4607e-05-0.00040985i,6.2047e-05+0.00035312i,7.8356e-05+0.00024433i,-0.00057434+3.4109e-05i,-0.0012485+0.00035337i,-0.0010988+0.00046349i,-0.00069759+0.00058041i,-0.00064697+0.0010275i,-0.0006344+0.00096747i,-0.00065116+0.00031546i,-0.00069451+0.00064398i,-0.00089445+0.0012618i,-0.00070535+0.0010196i,0.00019335+0.00092729i,0.00032467+0.00071882i,-0.00031644+0.00041747i,-0.00047404+0.00051164i
0.0022271-0.00095508i,0.00091938-0.0021909i,-0.00046995-0.0015239i,-0.0019962+0.0014974i,-0.0023426+0.0036828i,-0.0017888+0.0025622i,-0.001166+0.00092745i,-0.0012622+0.00073948i,-0.0011129+0.00065364i,-5.9932e-05-0.0002227i,0.00073251-0.00019554i,0.00042433+0.00052741i,-0.00030885+0.0011392i,-0.00065765+0.0014546i,-0.00039701+0.0006568i,0.00011136+0.0002701i,0.0005506-3.2765e-05i,0.00070068-0.00043829i,0.00055395-8.1257e-06i,0.00051332+0.00066255i,0.00080105+0.00069483i,0.00078312+0.00065471i,0.00028631-2.379e-05i
-0.0021014-0.0020901i,-0.0017699-0.0023148i,-0.0009691-0.00063128i,-0.00086054-0.00036583i,-0.0014603-0.00049999i,-0.0016593-0.00044598i,-0.0011621-0.001429i,-0.00076675-0.0022581i,-0.00077428-0.0015456i,-0.00071023+5.2521e-05i,0.00035492+4.79e-05i,0.0012023-0.00039037i,0.00043632+2.8718e-05i,-4.2205e-05-0.00047548i,-0.00011632-0.00050059i,-0.00083872+0.00011628i,-0.00035493+0.00014962i,0.00015334-0.00050241i,2.9124e-06-0.00055469i,0.00016859-4.4568e-05i,0.00034477-7.6097e-05i,0.0004239-0.00025512i,0.00018433-0.00012711i
0.0017282-0.0021692i,0.00045671-0.0024661i,0.00029147-0.0031795i,0.0011737-0.0032757i,0.00127-0.0026538i,0.0015774-0.0012839i,0.0021561-0.0006271i,0.0013268-0.00080108i,0.00020799-4.4233e-05i,-0.00039665+0.00093609i,-0.00085542-5.4029e-05i,-0.00086845-0.00099986i,-0.00054439-0.00073536i,-0.00081908-0.00030587i,-0.0016305-1.87e-05i,-0.0017673-0.00033212i,-0.001323-0.00011303i,-0.0006155+0.00038078i,0.00036793+1.2351e-05i,0.00086707-0.00058727i,0.00025581-0.00043441i,-0.0002931-0.0006922i,-0.00044191-0.0013076i
-0.0010521+0.001774i,-0.00063483+0.0010599i,-0.0012468+0.00066133i,-0.0018499+0.0007321i,-0.0017966+0.0008608i,-0.0013451+0.00012064i,-0.0010483-0.00022084i,-0.00115-0.00018504i,-0.00094195-0.00040152i,-0.00045467-0.00092711i,0.00050239-0.00028876i,0.00094636+5.0048e-05i,0.0003894-0.00071874i,-0.00011083-0.00058861i,-0.0002739+0.00056333i,1.4603e-05+0.001066i,0.00047826+0.00057661i,0.00074685-0.00010469i,0.00039034+0.00019837i,-0.000316+0.0010815i,-0.00070649+0.00076642i,-0.00072096+9.0697e-05i,-0.0007561-0.00014518i
0.00065899-0.002679i,0.0017218-0.0031063i,0.0017315-0.0017267i,0.0013323+0.00049355i,0.001641+0.0016959i,0.0013318+0.0013867i,9.9973e-06+0.00021425i,-0.00083804+0.00057242i,-0.00068623+0.00020733i,0.00058827-0.00049661i,0.00087572-5.1179e-05i,0.00023462+0.00042345i,-0.00095188+0.00037379i,-0.0012441-0.00029846i,-0.00071861-0.0006903i,-0.00019775-0.00039755i,0.00071622+0.000282i,0.00071013+0.00068892i,-0.00019568+0.00032274i,0.00015448+0.00026735i,0.0011033+1.5977e-05i,0.00046209-0.00058161i,6.3557e-05+0.00015132i
0.00035928-0.0021736i,-0.0012335-0.0028764i,-0.0015463-0.0041191i,-0.0013623-0.0029889i,-0.0011576-0.00074727i,-0.00049489-6.755e-06i,0.00013097-0.00061261i,-0.0003408-0.00163i,-0.00038623-0.00073117i,-0.00069453+0.00074404i,-0.0013182+0.00089271i,-0.00080209+0.0010198i,0.00013855+0.00077475i,0.0013733-0.000232i,0.0015675-0.00051984i,0.00086111-0.00064239i,0.00031978-0.0005041i,0.00020959+0.00013327i,0.00036506-2.7463e-05i,0.00063577-0.00069797i,0.00059253-0.00039724i,0.0006005-0.00028522i,0.00065364+0.00013181i
-0.0051935-0.0018612i,-0.0050918-0.00092085i,-0.0031438-0.00095386i,-0.0016856-0.0018462i,-0.0013153-0.0011204i,-0.00092571-4.6238e-05i,0.00023963-0.00086084i,0.0012569-0.0018i,0.0004449-0.00087936i,-6.8286e-05+0.00041615i,9.9473e-05+0.0006455i,4.6324e-05-6.2342e-05i,0.00066806-0.00085769i,0.0011517-0.00094949i,0.0005192-0.00022862i,-9.5663e-05+0.00052536i,-0.0002066+0.00057014i,-0.00015495-0.00051823i,2.1786e-05-0.00065924i,0.00020427-1.8515e-05i,-0.00012645+0.00049145i,9.2452e-06+1.8696e-05i,0.00059979-0.00023629i
0.0011942-0.0026768i,0.0002593-0.0019075i,-0.00023702-0.0012964i,7.5493e-05-0.00020526i,0.00077247+0.00036347i,0.0013607-0.0003953i,0.0020995-0.0010075i,0.0016711-0.00042268i,0.00052562-0.00039884i,-0.00048399-0.00041516i,-0.0014894+0.00031229i,-0.0014036+0.00059872i,0.00014283+0.0002637i,0.0011651+8.5122e-06i,0.00063008-8.5078e-05i,0.0001172-0.00025204i,0.00021551-0.00021207i,0.00064932+0.00029233i,0.00028892+0.00094066i,-0.00079324+0.00097228i,-0.0007367-0.00028698i,0.00035051-0.001067i,0.00024195-0.001047i
-5.9366e-05+0.00077911i,7.6514e-06-6.4346e-05i,-0.00042249-0.00038403i,-0.0012302+0.00014203i,-0.0011589+0.00052228i,5.3077e-05+0.00065254i,0.00024108-0.00010236i,-0.00058991-0.00069911i,-0.00069513-0.00046353i,-0.00067696+0.00020457i,-0.00064336+0.00049018i,-0.00046006+0.00048804i,-8.9392e-05+0.00048416i,0.00027593+0.00012279i,0.00022662-0.0002081i,0.00045246-3.4512e-05i,0.00073533-0.00065225i,0.00060699-0.0011096i,0.000767-0.00063133i,-0.00035743-0.00092587i,-0.0011288-0.0015682i,-0.0005765-0.0011472i,-0.0001909-0.00022586i
-0.0018926-0.0057075i,-0.0025866-0.005736i,-0.0024561-0.0039237i,-0.0030552-0.0020297i,-0.0037843-0.00043185i,-0.0032128+0.0012853i,-0.0014461+0.00070226i,-0.00075325-0.001083i,-0.00042243-0.0015573i,-0.00069239-0.00079317i,-0.0011966-0.00043356i,0.00031399-2.9269e-05i,0.0007117+0.00057514i,0.00051206+0.00049413i,0.0011158+1.5739e-05i,0.00095533-0.0001056i,2.7372e-05-0.00037127i,-0.00039683-0.00056481i,0.00042117-0.00045319i,0.001-0.00025047i,0.00083188+0.00012554i,0.00066399-0.00016482i,0.00011005-0.00023326i
0.0017084-0.0021203i,0.0021105-0.00083423i,0.00098143+0.0008074i,0.00063819+0.00076629i,0.0016126-0.0011069i,0.0025822-0.0012705i,0.0019993-0.00079556i,0.00072665-0.00047264i,-0.00082812+0.00043924i,-0.0010071+0.00069122i,0.00060856+0.00023731i,0.0013952+0.00037965i,0.0013683+0.0011741i,0.0011344+0.0011254i,0.0008761+0.00046813i,0.0005434-7.8392e-05i,-0.00010239+2.2617e-05i,-0.00025997+0.00037192i,0.00029916+0.00045979i,0.00058536-0.00017894i,-0.00027136-2.9826e-05i,-0.00065793+0.00042976i,-0.00060352+2.5947e-05i
-0.00054303-0.001597i,-0.0009764-0.0024265i,-0.0011144-0.0035731i,-0.00065315-0.0021906i,0.00015809-4.908e-05i,0.0015048+0.0008982i,0.0022473+0.00083508i,0.0021711+0.00015092i,0.0015699+6.4419e-05i,0.0005575+0.00016431i,-0.00087156+0.00055152i,-0.0011253+0.00079621i,-0.0010807+0.00051405i,-0.00086964+0.00052696i,-0.00049268+0.00041121i,-1.8806e-05+0.0003024i,-0.0001069+0.00030411i,-0.00037475-0.00029386i,0.00075248-4.4018e-05i,0.00068983+0.00027622i,-0.00097698+8.4241e-05i,-0.0011847-0.00029029i,-0.0010501-0.00079438i
0.00163-0.0052131i,0.00139-0.0058385i,-0.00013609-0.0034577i,-0.0012906-0.0013554i,-0.0010849-0.00054745i,-0.0010684-0.00033658i,-0.0010308+0.00019913i,-0.00082352+2.9535e-05i,-6.9264e-06-0.00068029i,-3.7009e-05-0.0010046i,-0.00071356-0.0011454i,0.00034541-0.00057333i,0.0014185-0.00020694i,-9.2029e-05-0.00055101i,-0.0013956-0.00053i,-0.0013112-0.00058838i,-0.00072571-0.0004247i,-6.945e-06-3.154e-05i,-0.00020876+9.287e-06i,-0.00089448+0.00046479i,-0.0010347+0.00037323i,-0.00017654-0.00029041i,5.4314e-05-3.6773e-05i
0.003251+0.0039093i,0.002604+0.0028398i,0.0013936+0.0011303i,0.0015304-0.00072228i,0.0015599-0.0010471i,0.0011264-0.00072985i,0.00045967-0.00081963i,-0.0011463-0.00042461i,-0.0015349+0.00065316i,-0.00054277+0.00087681i,-0.00034311+6.6854e-05i,-0.00041706+0.00018821i,-0.0011073+0.00071369i,-0.0015996+0.00027188i,-0.00091619-0.00037589i,-7.8635e-05-0.00016212i,0.00012703+4.6477e-05i,-0.00018646+0.00070087i,-0.0011701+0.00087759i,-0.0013344+0.00011715i,-0.00022561-0.0007053i,-0.00011206-0.00034005i,-0.00037971+0.00068767i
-0.0036617+0.0001721i,-0.0035065-0.00058133i,-0.0013338-0.0015177i,0.00044155-0.0013183i,0.00033972+8.1501e-05i,0.00063186+0.0010396i,0.00087466+0.00053075i,-0.00041734-0.00078352i,-0.0009309-0.00054741i,-6.6934e-05+1.8078e-05i,0.00057177-0.00021618i,0.0004699-0.00040466i,-0.00010924-0.0013074i,-0.00060141-0.0015329i,0.00062555-0.00081998i,0.00099624+7.8852e-05i,-0.00018182+0.00097989i,-0.00086944+0.00095709i,-0.00080328+0.00090905i,0.00022535+0.00039389i,0.00063884+0.0006249i,0.00011823+0.00032888i,-0.00061772-0.00059869i
0.0044334-0.0065758i,0.003582-0.0079815i,0.00085587-0.0064874i,-0.00046387-0.0035152i,-0.00050281-0.0010981i,-0.00056781+0.00019468i,-0.00058714+0.00075107i,-0.00017968+0.00065582i,0.00018338-0.00068873i,0.00031174-0.0011927i,0.00069919-0.0006162i,0.0006033-0.00031531i,-3.2458e-06-0.00062658i,0.00037148-0.00083982i,0.0010982-0.00020522i,0.0011891+9.4795e-05i,0.001074-0.00065579i,0.00039346-0.00052021i,-0.00033477-5.6395e-05i,-0.00042087+0.00045618i,-0.00040994+0.0006096i,-0.0003944-5.0559e-05i,-0.00057438-0.00015504i
0.00054717+0.0035814i,0.00046035+0.00462i,-0.00020592+0.0031993i,0.00019252+0.0013738i,0.0025294+0.00067456i,0.0024851+4.1695e-06i,0.00023074-0.0012478i,-0.00019685-0.0012643i,-0.00066-0.00036641i,-0.00085137-0.0002094i,0.00010428+0.00021733i,0.00065923+0.00093329i,0.0011111+0.00085261i,0.0010829+0.00036778i,0.00022854+0.00024925i,-2.9996e-05+0.00012141i,0.00017688+0.00019537i,0.00020384+0.00091867i,-0.0003011+0.0012825i,-0.00091423+0.00096504i,-0.00042983-0.00016854i,0.0001447-0.00066017i,-0.00013471-0.00049095i
-0.002994-0.0041779i,-0.0036168-0.0048855i,-0.0021693-0.0027196i,-0.0012345-0.00081989i,-0.0014162+0.00029632i,-0.0011418+2.7797e-06i,-0.00032268-0.0017948i,-0.00024354-0.0020644i,-0.00085919+0.00011971i,-0.0010569+0.0013239i,-0.0015524+0.00080395i,-0.0018901+0.00078373i,-0.0012493+0.0012779i,-0.00058194+0.0010008i,-0.00086239+0.00044657i,-0.00086541+0.00036523i,-6.0646e-05+0.00075612i,0.00033496+0.0010166i,-0.00022481+0.00081911i,-0.00044911+0.00044186i,-0.00088988-0.00018549i,-0.0009639+0.00015431i,-0.00029835+0.00039289i
0.0036382-0.002762i,0.0041326-0.0029914i,0.0018876-0.0026354i,-0.00068897-0.0018157i,-0.0018291+3.7346e-05i,-0.0015161+0.00054658i,-0.0013762-0.00013642i,-0.00087156+7.4691e-05i,-0.0004161+8.8109e-05i,-0.0001121-0.00029995i,0.00048833-5.4394e-05i,0.00087246+3.6153e-05i,0.00085704-0.0005497i,0.00036744-0.0010351i,0.00044506-0.00068379i,0.00052558-0.00069885i,0.00041745-0.00068814i,0.00027939-0.00022857i,0.00054801-0.00060812i,0.0010419-0.00081743i,0.00069416-0.0009452i,-0.00064964-0.0010884i,-0.00097274-0.001063i
