-0.0038847+0.00019336i,-0.0032615-0.0013553i,-0.0041773+0.00030783i,-0.0034129+0.0018454i,-0.0012269+0.0023895i,1.868e-05+0.0030316i,-0.0010322+0.0032202i,-0.002061+0.0023228i,-0.0010871+0.0014266i,0.0004638+0.00061494i,0.00068107+0.00020151i,0.00042226+5.5198e-05i,0.00078261+0.00032241i,0.00037785+3.6537e-06i,-0.00013296-0.00021829i,0.00011345-3.4387e-05i,0.00073781-0.00015795i,0.00080408-2.71e-05i,0.00022645-5.1168e-05i,0.00013525-7.4745e-05i,-0.00023076+0.00021595i,-0.00063516+0.00049351i,-0.0003176+9.3056e-05i
-0.00053094-0.00021466i,-0.0011085-0.00064411i,-0.00065405-0.0014996i,-0.00024193-0.0014669i,-0.00034991-0.00029281i,-0.00014438+0.00065598i,-7.9563e-05+0.00093395i,-0.00050186+0.0011812i,-0.00086218+0.0015165i,-0.0010262+0.00081674i,-0.0010836+0.0001679i,-0.00075616+0.00014536i,-0.00026666+0.00025228i,0.00017426+0.00052168i,0.00040607+0.00098365i,0.00024057+0.0013021i,8.8097e-06+0.00014504i,-5.787e-05-0.0010674i,0.00025501-0.00062715i,-1.9197e-05-0.0001548i,-8.099e-05-0.00055794i,-0.00088184-0.0003494i,-0.001856+0.00011426i
-0.0012037+0.0023589i,-0.00070481+0.00049674i,0.00012091+0.00087526i,0.0011439+0.001481i,0.0019462+0.00067706i,0.0013273-0.00036398i,-0.00015578-0.00063104i,-0.00044527-0.00042711i,-0.00030082-0.00065963i,-4.7867e-05-0.00053217i,0.00051926+4.3917e-05i,0.0005718+0.0001214i,-0.00013358+0.00071705i,-0.00073267+0.00087199i,-0.00078981+0.0006552i,-0.00070081+0.00038017i,0.00018669+5.7334e-05i,0.00036617-0.00012267i,-0.00013834+8.878e-05i,-0.00059274-0.00011938i,7.1667e-05-0.00031734i,0.00045266-0.00027838i,8.941e-05-0.00022312i
0.0014309-0.00058477i,0.0011782-0.0021515i,0.00067917-0.0024184i,0.00019836-0.0021811i,9.8077e-05-0.0017462i,-0.00058075-0.0010591i,-0.0010323-0.00081261i,-0.00097107-7.4599e-05i,-0.0014949+0.00023221i,-0.0021979-0.00012356i,-0.0013703+0.00046611i,-0.00020477+0.001292i,-0.00014849+0.0012689i,0.0005133+0.00082035i,0.0015466+0.00098607i,0.0013546+0.0018417i,0.00094632+0.0016198i,0.0011599+0.00019658i,0.00098759-0.00071485i,9.6284e-05-0.00076269i,-5.453e-05-0.0005937i,0.00027199-0.0008731i,8.5868e-05-0.00049841i
-0.0019839-0.00049831i,-0.0016581-0.00052556i,-0.0015312+0.00058443i,-0.00049405+0.0014569i,0.00097637+0.00225i,0.00059773+0.0016188i,-0.0006586+0.0008128i,-0.00090464+0.0003905i,-0.00062598+0.00032582i,-9.1435e-05+0.0010588i,0.00031581+0.0012819i,0.00065096+0.0014586i,0.0014731+0.00097794i,0.002052-0.00013686i,0.0016199-0.00047669i,0.0013343-0.00063157i,0.00091154-0.00095519i,0.00029595-0.0011094i,-0.00021768-0.00042108i,-0.00053889+0.00061102i,-0.00091043+0.00051699i,-0.00095923-0.00037899i,-0.00010944-0.0004903i
0.0023221+0.0034559i,0.0029405+0.0031909i,0.003441+0.0020617i,0.0027035+0.00064308i,0.002403-0.00055953i,0.0013517-0.00038554i,-0.0001663+3.852e-05i,-0.0005677+0.00059286i,-0.00022042+0.00079658i,3.4133e-05-0.00014887i,0.00044324-0.00056745i,7.2298e-05-0.00085513i,-3.1644e-05-0.00099682i,-9.5226e-06-0.00035749i,-0.00074772-0.00015636i,-0.00079344-0.00053909i,-0.00034607-7.1585e-05i,4.9032e-05+0.00059236i,0.00019729+0.00092461i,0.0001963+0.0003434i,0.00034846-0.00064154i,0.00061378-0.0010633i,0.00028207-0.0012123i
0.0018777-0.0010174i,0.0019466-0.0010649i,0.0013542-0.0025887i,0.00067911-0.0025927i,-0.00056311-0.0014208i,-0.0012601-0.00043098i,-0.001332-0.00010685i,-0.0009334-0.00036808i,-0.00070019-0.00010726i,-0.0014416+0.00019335i,-0.0020407+0.0005052i,-0.0010678+0.0006947i,-0.00063534+0.00037163i,-0.0012011+0.00040017i,-0.0013171+0.00031086i,-0.001082+0.00058136i,-0.00015531+0.001018i,0.00074764-2.8275e-05i,0.00049668-0.00061899i,-1.1163e-05-0.00025242i,-0.00038989-0.00011549i,-0.00081874+0.00012414i,-0.00088814-0.0004733i
-0.00065711+0.0013499i,-0.00085743+0.0016692i,-0.00020739+0.0011549i,0.00082774+0.00087647i,0.00091301+0.0013138i,0.00054717+0.00093023i,-0.00016651+5.9522e-05i,-0.001285+1.2519e-05i,-0.0017849+0.00051414i,-0.0015828+0.00043277i,-0.0018603-7.2877e-05i,-0.0013473+0.0001604i,0.00020247+0.00064837i,0.00036249+0.00028133i,2.2824e-05-0.00046478i,0.00065347-0.00083106i,0.00072219-0.00075519i,-0.00029286-0.00040328i,-0.00065787+0.00027376i,-0.00041792+0.00057406i,-0.00022037+0.00041259i,0.00064019+8.147e-05i,0.0012792+0.00054786i
-0.0016816-7.6222e-05i,-0.00076525-0.00092108i,6.285e-05-0.0011037i,0.00028053-0.00043035i,-1.1862e-05+0.00033696i,0.00057516-0.00027213i,-2.5281e-05-0.00064042i,-0.0010393-0.00033574i,-0.0014235-0.00016411i,-0.0012676+0.00020231i,-0.00063717+0.0005369i,-0.00041369+0.00040108i,-0.00013478+0.00076151i,0.00042137+0.00071665i,0.0012748-0.00090276i,0.0017754-0.00063405i,0.0012683+0.00070141i,0.00043192+0.00049237i,-0.00029581+0.00034782i,-0.00052829+0.00024576i,4.6117e-05-0.00052791i,0.00040157-0.00058619i,-5.8195e-05-9.6701e-05i
-0.00013342-0.0032039i,-0.00047313-0.0031654i,-0.0011466-0.0017311i,-0.0020028-0.0005416i,-0.0015311+0.00052774i,-0.00076516+0.0010117i,-0.0011768+0.00066725i,-0.001418+0.00072405i,-0.0007928+0.00097116i,-0.00088353+0.0010194i,-0.0011408+0.0010646i,-0.00050663+0.0010485i,0.00048971+0.001084i,0.0012074+0.00058022i,0.0014616-0.00018628i,0.0013529-0.00015093i,0.00043047+1.75e-06i,3.9587e-05-1.3717e-05i,0.00029309+0.00035009i,-0.00013932+0.00091143i,-0.00065944+0.00067109i,-0.0010255-0.00033093i,-0.00059913-0.00097014i
0.0006991-0.0012414i,0.00065557-0.0013181i,-0.00019077-0.00076642i,-0.00052704-0.00026569i,-0.00047559+0.00039393i,-0.00015038+0.00010709i,0.00036041-0.0011436i,0.0001173-0.0012568i,-0.00061652-0.00084979i,-0.00097138-0.00040569i,-0.00076351+0.00023175i,-0.00038732+0.00048307i,-0.00032451+0.00052781i,5.0432e-05-0.00051269i,-0.00025921-0.0016855i,-0.00019754-0.0014202i,0.00049145-0.00078897i,0.00052435-0.00025556i,-5.8796e-05+0.00017645i,-0.00051462-0.00013682i,-0.00032193-0.0009062i,0.0003103-0.0011781i,-0.00013911-0.00045812i
0.0011701+0.0015136i,0.002039+0.0016727i,0.0018314+0.00072586i,0.00047079-0.00032875i,-0.00035851-0.00053957i,-0.00091458-0.00013994i,-0.00075443-0.00017826i,-0.00043306+0.00046034i,-0.00067807+0.0010086i,6.732e-05+0.00016007i,0.00043718-0.0006159i,-0.00014904-0.00065508i,-0.00019126-0.00049977i,-0.00017559-0.00057032i,-0.00076257+0.00017336i,-0.00099826+0.0013649i,-0.00080268+0.0014418i,-0.00047917+0.00045236i,-0.00060455+0.00012124i,-0.00026602-0.00010171i,0.00039595-1.163e-05i,0.00033985+0.00016056i,0.00032037+0.00039578i
0.00084492-0.00080731i,0.00060896-0.00029495i,0.00051436-0.0013571i,-4.1268e-05-0.0018084i,-0.00025352-0.00093979i,-0.00057333-0.00012365i,-0.00096671+1.9775e-05i,-0.00062127+0.00026695i,-0.00049197+0.00045176i,-0.00030681+0.00030148i,-0.00034381-6.5559e-05i,-4.4455e-05+0.00030221i,0.00030171+0.00083691i,0.0004023+0.00014465i,0.00029963-0.00013384i,0.00049485+0.00051352i,0.00072344+0.00085312i,0.00054249+0.00063292i,0.00031693+0.00015274i,0.00058142-0.000185i,0.00051166+0.00056147i,1.763e-05+0.0011789i,-0.00028063+0.00072887i
0.0007462-0.00027788i,0.00045903-0.00035726i,0.001491-0.00040402i,0.0010652+0.00029639i,-0.00017817+0.00081513i,-0.00073253+0.00051676i,-0.00082808-0.00016825i,-0.00058426-0.00048385i,-0.0015732-0.00059508i,-0.002165-0.00023985i,-0.0013229+0.00083522i,-0.00052126+0.0017093i,-0.00034019+0.0016912i,-0.00040716+0.00063487i,-0.00023728+7.1891e-05i,0.00093266+0.00092733i,0.0005046+0.001991i,-0.0012855+0.0017604i,-0.0013099+0.0009106i,-0.00059635+0.001141i,-5.0228e-05+0.001204i,0.00032552+0.00067681i,0.0003798+0.00052204i
-0.00047522+0.00011107i,-0.00046304+0.00079394i,-0.00038718+0.00047835i,0.00015144-0.00027016i,-0.00028018-1.0151e-05i,-0.00090205-0.00051869i,-0.0008758-0.0006322i,-0.00075145-6.4589e-05i,-0.00043593-2.9405e-05i,-0.00026219+0.00063799i,-0.00027875+0.00055869i,2.8046e-05+0.0003842i,0.00027125+0.0011278i,0.00067213+0.0010834i,0.0007474-1.8506e-05i,0.00054094-0.00073622i,0.00028892-0.00024919i,0.00018489+0.00053569i,0.00040332+0.00068313i,0.00010723+0.00085064i,-0.0003884+0.00071105i,-0.00043506+0.00095414i,-0.00063804+0.00060991i
0.00077593+0.0011337i,0.00096016+0.0011093i,0.0019663+0.0010204i,0.0017357+0.0012124i,-2.5831e-05+0.001072i,-0.00049264+3.418e-05i,-1.4499e-05-0.00065226i,1.29e-06+0.00023541i,-0.00015386+0.00093259i,0.00043753+2.0965e-05i,0.0012566-0.00020406i,0.0010709-0.00012607i,0.0010221-0.00077515i,0.00063641-0.0010543i,-0.00046221-0.001253i,-6.1289e-05-0.00081897i,3.4003e-05-0.00065692i,-0.0009174-0.00087382i,-3.8008e-05-0.00061931i,0.000671+2.3935e-05i,-5.5207e-05+0.00014081i,-1.2328e-05-0.0005393i,0.00015311-0.00060187i
0.001232+0.0020472i,0.000412+0.0018165i,-6.9177e-05+0.0016126i,0.00063202+0.0010272i,0.00116+0.00021353i,0.00061746+5.5079e-05i,0.00022742+9.5928e-05i,0.00011796+0.00012641i,0.00029805+0.00029051i,9.3992e-05+0.00054215i,-3.0136e-05+0.00057184i,0.00066536-2.6734e-05i,0.00055951+0.00015232i,0.00034607+0.00026643i,0.00066528+0.00032995i,0.00025722+0.00088609i,-0.00042097+0.0013008i,3.8291e-05+0.0012584i,0.00052347+0.00057865i,4.5315e-05+0.00015072i,-0.00013708+0.00042029i,0.00013531-6.671e-06i,0.00043366-0.00044362i
0.0012013+0.00018849i,0.00049902-0.00053776i,0.00058441-0.00020111i,-4.3677e-05+0.00086447i,-0.00080095+0.00071389i,-0.00058477+0.00035262i,-0.00036742+0.0008418i,-0.00047062+0.00068288i,-0.00079768+0.00012655i,-0.0015107-0.00030089i,-0.0016464-0.00059765i,-0.0012902-0.00017592i,-0.00095804+0.000476i,-0.0011352-0.00020394i,-0.001333-0.00077565i,-0.00028084-0.00019304i,0.00074645-6.5526e-05i,0.0010407-6.2412e-06i,0.0009962+0.00085726i,-0.0001664+0.00087711i,-0.00036004+0.00021441i,0.00060902+3.3081e-05i,0.00092718-0.00021959i
-0.0020299+0.00075673i,-0.0019496+0.00018954i,-0.0027312+0.0016463i,-0.0022938+0.0028318i,-0.00013526+0.0029847i,0.00079135+0.001731i,-8.2139e-07+0.00032707i,-0.0008528+0.00073708i,-0.001814+0.0013164i,-0.0016141+0.00111i,-0.00027701+0.0013173i,0.00059121+0.0010139i,0.00073094+2.7666e-05i,0.00096002-0.00052103i,0.0012771-0.00095793i,0.0015093-0.00044292i,0.0010367+0.00075986i,0.00040667+0.00068463i,-9.5441e-05-0.0002598i,9.9428e-05-0.00053106i,0.00038211-8.8892e-05i,0.0002343-5.3908e-05i,0.00044865+0.00023145i
-0.0006701+0.0017979i,-1.8418e-05+0.0021372i,0.00090018+0.0026779i,0.0011523+0.0024855i,0.00093904+0.0014384i,0.00072644+1.9026e-05i,0.00010072-0.00094487i,-0.0011637-0.00086063i,-0.0012444-0.0001911i,-0.0003145-0.00031337i,0.00048831-0.0010927i,0.00083575-0.0014017i,8.7397e-05-0.00038123i,-0.00039412-0.00018412i,-0.00042896-0.00085508i,-0.0005717-0.0007191i,0.00027994-0.00059869i,0.00074807-0.00028698i,-7.0071e-05-0.00022126i,-0.00026309-0.00044915i,-0.0003766-2.7975e-05i,-0.00065007-0.00013462i,-0.00047907-0.00058402i
-0.00023533-0.0013418i,-0.00068576-0.0013843i,-0.0011388-0.0018797i,-0.0015681-0.00069895i,-0.0018632+0.00083011i,-0.00081785+0.00081837i,0.00079641-8.8585e-05i,0.00070356-0.00027799i,0.00018+0.00037549i,0.00019715+0.00059329i,8.2641e-05+0.00033341i,7.9258e-05+0.00016503i,0.00094323+4.8505e-05i,0.00098763+0.00047942i,-0.00010406+0.00080366i,-0.00018548+0.0006752i,-1.3641e-05+5.2326e-05i,-8.8707e-05-0.00023576i,-0.00033505+0.00043686i,-0.00017946+0.00078248i,-0.00012164-8.1343e-06i,-0.00035866-0.00096356i,-0.00014462-0.00071191i
-0.0004364-0.00078323i,-0.0015406-0.00083312i,-0.0019838-0.00027098i,-0.0021983+0.0017248i,-0.0017745+0.0023444i,-0.0005689+0.0016829i,0.00035561+0.0007939i,0.00046499+0.0007574i,0.00034889+0.0010185i,-0.00014344+0.0010512i,-0.00082763+0.00061694i,-0.00070029+0.00014074i,-0.00019617-4.5844e-05i,0.00059535-0.00051187i,0.00072367-0.000589i,8.8952e-06-0.0005063i,-0.0003844-0.0012896i,-0.00038262-0.0015507i,-0.00057125-0.00061893i,-0.00055366+7.4023e-05i,0.00010125+0.00048481i,-4.1484e-06+0.00031954i,-0.00078637+2.6311e-05i
-0.0028403+0.0021241i,-0.0020896+0.0024697i,-0.00091402+0.0035292i,0.00046622+0.0036046i,0.0011865+0.002212i,0.00070782+0.00022105i,-0.00028022-0.00060752i,-0.00080811-0.00020309i,-0.00059374+0.000488i,-0.00043934+0.0003633i,-8.7903e-05+0.00068603i,0.00055957+0.0006719i,0.0013264-3.6836e-05i,0.0011458-0.00041187i,0.00024123-0.00090526i,0.00049445-0.0013112i,0.00034369-0.0012895i,-0.00050464-0.0010306i,0.00071207-0.00015747i,0.0018649+0.00037956i,0.001749+0.00039417i,0.0013019+0.00080695i,0.00092077+0.00099714i
0.0003613-0.0027995i,0.00012192-0.0022957i,-0.00071627-0.0016006i,-0.00099928-0.00017644i,-0.00058827+0.0011343i,-0.00031159+0.00033023i,-0.00031874-0.00084177i,-0.00031793-0.00024506i,-0.00081745-1.0656e-05i,-0.0016564-5.1894e-05i,-0.0016042+0.00047308i,-0.00048826+0.00085701i,0.0010165+0.00070027i,0.0017072+0.00039443i,0.0011825+0.00040004i,0.00063645+0.00014277i,0.00038938-0.0004257i,0.00019847-0.00038066i,8.6019e-05-0.00018515i,-0.00012488-5.0092e-05i,0.00010727+0.0002525i,0.00064123+0.00030238i,0.00034442+0.00075974i
-0.0012678-0.0005386i,-0.0018015+0.00028727i,-0.0018671+0.00077672i,-0.0010905+0.0014614i,4.0492e-05+0.00175i,0.00071061+0.00076842i,0.00030361-0.00023477i,-0.00087759-0.00023611i,-0.0013576+3.5554e-05i,-0.00076783-0.00020089i,9.2231e-05+0.00046571i,0.00024747+0.00062744i,-0.00012717-0.00027477i,0.00015622-0.00065003i,0.00092263-0.0013482i,0.0013054-0.0016495i,0.00043411-0.00064742i,-0.00013392-6.1721e-05i,-0.00020818-9.7408e-05i,-0.00047392+0.00010046i,-0.00076714-8.3955e-05i,-0.00016374-0.00070787i,0.0007231-0.00085746i
-0.0010061+0.001636i,-0.00060937-0.00012671i,0.00053763-0.00062i,0.00047875+0.00069498i,-7.3424e-05+0.0010362i,0.00013732+0.00039267i,-0.00038839+6.3721e-05i,-0.00096725+6.1027e-05i,-0.00065561+0.00077035i,-0.00025277+0.0015004i,-0.00035878+0.00053154i,0.00028693-3.8233e-05i,0.00087647+0.00033699i,0.00086389+1.0328e-05i,0.00073637+0.00021154i,-8.0333e-05+0.00013212i,-3.6748e-05-0.00033409i,0.0005533+3.6538e-05i,0.00062209+0.00028062i,-0.00016224-0.00042717i,-0.00012281-0.00091414i,0.00055544-0.0008894i,0.00042494-0.00049002i
-0.00010105-0.0020017i,0.00089509-0.0018677i,0.0010229-0.00055798i,0.00050024+0.00017632i,0.00014251+0.0010478i,0.00017313+0.0016449i,-0.00019802+0.0010832i,-0.00011267+0.00068404i,0.00013996+0.00025768i,-0.0007013+5.8851e-05i,-0.0005943+0.00021225i,-7.9171e-05+0.0012085i,0.00028525+0.0012135i,0.00033107+0.00074288i,3.2846e-05+0.00024379i,-0.00061905-8.7082e-05i,-0.00017613-0.00065688i,0.00032824-0.0015167i,-0.00056204-0.00070728i,-0.0004286-7.1887e-05i,3.7593e-05-0.00029905i,0.00041625-0.00022706i,0.00013578+0.00049525i
-0.0011534-0.0010868i,-0.0014108-0.00061291i,-0.00086406+0.00069559i,-0.0008368+0.0015965i,0.00016248+0.0014546i,0.00052083+0.00040977i,7.3081e-06-0.0005162i,-0.00030388+0.0002817i,-0.00028249+0.0013675i,0.00014481+0.00076668i,0.00073704+0.00072874i,0.00075358+0.00095703i,0.00030845+0.00044677i,0.00024057-0.00021388i,0.0002062-0.00065122i,0.00036521-0.00020231i,0.00065223+0.00036028i,0.00041471+0.00060927i,0.0010768-0.00033726i,0.0014425-0.00025084i,0.0004096+0.0010506i,-0.00020239+0.0017665i,0.00016881+0.001551i
-0.00084477-0.0015957i,-0.0012223-0.00073907i,-0.000937-9.4349e-05i,-0.00063167+0.00052269i,-0.00030393+0.0018539i,-2.9106e-05+0.0020406i,-0.00085749+0.0010875i,-0.0016088+0.00073657i,-0.0014943+0.00079768i,-0.0017542+0.00060675i,-0.0013786+0.0010354i,-0.00037692+0.0019877i,1.5293e-05+0.0015054i,0.00017599+0.0002987i,0.0005767-6.4329e-05i,0.00015484+0.00019953i,-0.0003296+0.00055618i,0.00050686+0.0004554i,0.00041219+0.00038592i,-0.00082232+0.00097965i,-0.0011982+0.00060149i,-0.00075031+0.00028994i,-0.0011475-0.00012579i
-0.0021341+0.00085894i,-0.00030994+0.00010402i,0.00017684+0.0017217i,0.00080299+0.0025557i,0.0013531+0.0025739i,0.0010811+0.00034023i,0.00035922-0.0005553i,-0.0011349+0.00047023i,-0.0017588+0.0014127i,-0.00042294+0.00212i,0.00055558+0.0015075i,0.00069196+0.00075552i,0.00053955-2.3211e-05i,0.00019077-0.00063789i,-5.8266e-05-0.00096441i,2.0759e-05-0.00049366i,-0.00079182+0.00056528i,-0.0013014+0.00027458i,-0.00049125-0.00037067i,0.00056461-0.00015395i,0.00084887-0.00033039i,0.00076291-0.00022565i,0.00075253+1.9505e-05i
0.0016043+0.0001632i,0.00064937-2.34e-05i,0.00085225+0.00015267i,0.00079478+0.00040562i,-0.00020865-5.5931e-06i,-0.0003563-0.0010012i,-0.00054036-0.00078321i,-0.0013445+0.00039193i,-0.001483+0.00032694i,-0.0012864-0.00011845i,-0.0012205-0.00040199i,-0.0011153-0.00036i,-0.00055926-0.00018551i,5.9645e-06-0.00062449i,0.00051723-0.00091301i,0.0010947-0.00060111i,0.00083354-0.00013524i,-9.0462e-05-0.00016597i,4.5335e-05-0.00086919i,0.00027101-0.000632i,-0.00049854-0.00010609i,-0.00041421-0.00052694i,-0.00023074-0.0003009i
0.0013311-0.0019642i,0.00056149-0.0022475i,0.00038743-0.002003i,-0.0006215-0.0015039i,-0.0010001-0.0010359i,-0.00066117-0.00025349i,-0.001005-0.00052942i,-0.0013111-0.00091049i,-0.001046+0.00020522i,-0.0010685+0.00028022i,-0.00076722+0.00072206i,-0.00010757+0.00083444i,4.9976e-05-0.00010356i,0.0010197-0.0001846i,0.001396+0.00023179i,0.00054369+5.0548e-06i,0.00012363-0.00011598i,2.348e-05-0.00066414i,0.00055355-0.0010513i,0.00043062-0.00041863i,-0.00032109+4.231e-06i,-0.00038599+0.00023116i,-0.00016046+0.00062506i
-0.0012625-0.00026103i,-0.0011455-0.00023102i,-0.0013928+0.00082375i,-0.0011155+0.0016566i,-0.00078904+0.0012654i,-0.0011575+2.5522e-05i,-0.0011778-0.00096685i,-0.001073-0.00086825i,-0.0012139+0.00030255i,-0.00081953+0.00062295i,-5.2649e-05+0.00053167i,0.00020237+0.0011945i,0.00043343+0.00056595i,0.00076992-0.0003239i,0.00079454-0.00024291i,0.00070402-6.1654e-05i,0.00066276+0.0010814i,0.00028521+0.0016661i,-0.0001846+0.001545i,-0.00072412+0.0013061i,-0.0006864+0.00075107i,-0.00030693+0.00058654i,0.00053579+0.00016675i
-0.0015807+0.0004712i,-0.0018232-1.1098e-05i,-0.0010349+0.00058979i,-0.001223+0.0014771i,-0.0016084+0.0012971i,-0.0012622+0.00078258i,-0.00085199+0.00052431i,0.00036486-9.4399e-05i,0.00040764-0.00050075i,-0.0015004-0.00012402i,-0.0016673+0.00074866i,-0.00070208+0.0016512i,1.8632e-05+0.0014566i,0.00070611-8.8771e-05i,0.00059738-0.00068226i,0.00053015-4.3434e-06i,0.00068907+0.00031449i,0.00090235+0.00025069i,0.00068289+0.00015608i,8.9845e-05-0.00091049i,-3.2182e-05-0.0015616i,0.00026103-0.0013578i,0.00062416-0.00070054i
0.0011819+0.00066277i,-0.00039565-0.00028764i,-0.00063272-0.0012799i,-0.00016833-0.00043037i,0.00042002-0.00040785i,0.0002004-0.00069658i,-0.00096486-0.0005168i,-0.00097293-5.2865e-05i,-0.0011449+0.0001506i,-0.0012001-0.00013601i,-2.5994e-05-0.00036041i,0.001301-0.0002906i,0.0011386-0.00058165i,0.00040355-0.00095569i,-7.4845e-05-0.00045621i,0.00050987+0.00035995i,0.0012351+0.0001023i,0.00036553-0.0012518i,-0.0003198-0.0015803i,4.5456e-05-0.00062434i,0.00016123-0.00020472i,0.00037066+3.4673e-05i,0.00018696+0.00027327i
0.0013568-0.00013056i,0.0019146-0.00078886i,0.0020041-0.0013055i,0.0011735-0.0014322i,0.000148-0.00024111i,-3.8113e-05+0.00086019i,0.00037921+0.00044065i,-0.00033518+0.00078488i,-0.0006358+0.0012287i,-0.00033132+0.00073161i,-0.00083495+0.00026258i,-0.00087002+0.0002757i,4.5877e-05+0.00012202i,0.0012501+0.0001788i,0.00095258+0.00084021i,0.00036364+0.0009791i,0.00023069+8.8131e-05i,6.2058e-05-0.00082323i,8.1058e-05-0.001002i,-0.00073366-0.00045519i,-0.0010918-0.00048258i,-0.00057006-0.00087034i,-0.00070882-0.00052234i
0.00051205-0.00068811i,-0.0010409-0.00039597i,-0.00090536-0.00032974i,0.0003256+0.00027638i,0.00015053+0.00056214i,-0.00026526+0.00022368i,4.8052e-05+9.1789e-05i,-0.0002224+0.00021087i,-0.0012399+0.00074394i,-0.0013246+0.00029348i,-0.00092123-0.00063304i,-0.00070804-0.00020047i,-1.6908e-06+0.00081372i,0.00059766+0.0003628i,2.9142e-05-0.00044732i,0.00046254-0.0008129i,0.0012634-0.00038742i,0.00071369-0.00034207i,8.3447e-06-0.00055542i,-0.00046068+0.00025797i,-0.0006139+0.00087884i,-0.00047532+0.0004511i,-0.00045662+0.00012268i
-0.0011906-0.0012492i,-0.00074294-0.00036622i,-0.0010796+0.00068736i,-0.0012132+0.00079868i,-0.00051933+0.00028379i,0.00011797+9.8787e-05i,-0.00018455+0.00014703i,-0.00052269+9.8391e-05i,0.00014138+4.6372e-05i,0.00063049-0.00033103i,0.00028174-5.9303e-05i,-0.00047143+0.00085738i,-0.00062985+0.00051966i,0.00069133-0.00056215i,0.0013111-0.00044167i,0.00035074-0.00010553i,-0.00012343-0.00028054i,-0.0002809-0.00067602i,-0.00040574-0.00039282i,-0.00014021+0.00061956i,0.00017127+0.00087415i,0.00051639+0.00025471i,0.00053763-3.3827e-05i
0.0024735-0.0028072i,0.0030509-0.002956i,0.0022628-0.0039462i,-0.0002653-0.0040473i,-0.0019532-0.0025137i,-0.0023425+0.00033672i,-0.0022841+0.001318i,-0.0012826+0.00032386i,-0.00083966-0.0007434i,-0.0019259-4.3816e-05i,-0.0019673+0.0012138i,-0.00064473+0.0016354i,-0.00029544+0.0017803i,-0.00035487+0.0015721i,5.7454e-05+0.0015744i,8.5478e-05+0.0014886i,-0.00014487+0.00059447i,-0.00025436+0.00033391i,0.0003179+1.1268e-05i,0.00049133-0.00011822i,0.00031877+0.0003135i,0.000189-0.00025632i,7.3572e-06-0.00014716i
-0.0018765+0.0023013i,-0.0016917+0.003289i,-0.0011643+0.0040193i,0.00030884+0.0038386i,0.001246+0.0026762i,0.00039934+0.0012952i,-0.00055001+0.00036715i,-0.0011382+0.00080772i,-0.00178+0.0015805i,-0.0011557+0.0012324i,0.00040249+0.0006427i,0.0012966+4.7337e-05i,0.0010296-0.00081264i,0.00044224-0.00041266i,7.2874e-07+0.00031375i,-0.00025206-0.00010427i,0.00038968-0.00070699i,0.00059081-0.0002453i,0.00045723-0.00011525i,0.00019097-0.00035924i,-0.00019601-0.00054128i,0.00035861-0.00093513i,0.00066139-0.0006739i
0.00020117+0.0019773i,0.00038659+0.0013935i,0.00041126+0.0014152i,0.0015729+0.0013295i,0.00080308+0.00058432i,-0.0015049+0.00054862i,-0.0013974+0.00062593i,-0.00076348+0.00035465i,-0.0010566+0.00072208i,-0.0009434+0.00072556i,-0.00020343+0.00018426i,0.00036469-0.00036709i,-0.0004185+7.9058e-05i,-0.0010112+0.00033149i,-0.00017647-7.9942e-05i,0.00017275-5.4767e-05i,0.00052541-0.00036564i,0.00084517-0.0004699i,-0.00029069-0.00052164i,-0.00058346-0.00070344i,-4.6864e-05-0.0005089i,-0.00019035-0.00019163i,-0.00034099-1.4133e-05i
-0.00032341-0.0017282i,6.2934e-06-0.0020942i,-0.0004074-0.0015313i,-0.0012264-0.00021133i,-0.0011647+0.00022279i,-0.00024704-0.00053486i,-8.4215e-06-0.00027618i,-0.00019813+0.00036583i,-0.00056697-0.0001069i,-0.00069389-0.00077717i,-0.0009364-0.00029489i,-0.000685+0.00012098i,0.00052922-0.00031842i,0.0012895-0.00023862i,0.00059189-4.9618e-05i,5.0539e-05-0.00069849i,5.2186e-06-0.00093638i,-0.00012449-0.00092573i,0.00012274-0.0014201i,-0.00034603-0.0010608i,-0.00028303+0.0002115i,-0.00026866+0.0012208i,-0.00047131+0.0012025i
0.0017026-0.00073481i,0.0012597-0.00080613i,-0.00040153-0.0020405i,-0.00047101-0.0019226i,-0.0007796-0.00036553i,-0.00084822+0.00068743i,-0.00096731+0.00058594i,-0.00059073+0.00011313i,0.00069187-0.00044755i,0.0010286-0.00096662i,-3.0239e-05+1.819e-05i,-0.00070589+0.0011353i,-0.00053687+0.00093046i,-0.00053887+0.0007113i,-0.00073267+0.00062999i,-0.00050697+4.0484e-05i,-0.00069185-0.00012793i,-0.0011463+7.6606e-05i,-0.0012095-0.00026524i,-0.000842-0.00055637i,4.2996e-05-0.00056544i,0.00064505-0.00020144i,-0.00021677+0.00024557i
