-0.0027327-0.00055102i,-0.002688+9.9379e-05i,-0.0031355+0.0011838i,-0.0041568+0.0013988i,-0.0049945+0.0021417i,-0.0031152+0.0025066i,-0.0010278+0.0020353i,-0.00095953+0.0023649i,-0.00038617+0.0027667i,0.00035388+0.0023147i,1.9906e-05+0.00091369i,-0.00033616-6.8623e-06i,-0.00044905-0.0002877i,-6.2178e-05-0.00049637i,-0.00056299-0.00064672i,-0.0010619-0.0010688i,-6.9679e-05-0.00059341i,0.00018382+0.00053215i,-0.00010408+0.00028524i,-8.4531e-05-0.00038452i,0.00038358+3.7339e-05i,0.00098316-0.00012734i,0.00085851+0.00010549i
5.5638e-05+5.0143e-05i,-0.00028524-0.00023428i,-0.0002444-0.001127i,-0.0008524-0.0023239i,-0.0019186-0.002521i,-0.0011952-1.8614e-05i,0.0018296+0.00058721i,0.003206-0.00057526i,0.0021148-0.00021496i,0.0010929-0.00011035i,0.0007423-7.2216e-05i,0.0007104+0.00013773i,0.00096516-0.00038292i,0.0012093-0.0013207i,0.0011197-0.0013924i,0.00080887-0.0011847i,0.00027665-0.00093991i,0.00033994-0.0008812i,0.00073686-0.0018003i,0.00026055-0.0020537i,-0.00046559-0.00034298i,-0.00089332+0.00078747i,-0.00069736+7.3493e-05i
-0.00016229-0.00087015i,-0.00066484-0.0012629i,-0.0016211-0.00195i,-0.0023593-0.0022887i,-0.0023425-0.0017766i,-0.00048582-0.0015661i,0.0012872-0.0031167i,0.00069996-0.0049235i,-0.00074857-0.0052128i,-0.00094125-0.003375i,-0.00055847-0.001259i,-0.00038241-0.00088447i,2.979e-05-0.0010447i,9.3249e-05-0.0015041i,2.5212e-05-0.001525i,-6.7245e-05-0.0011592i,0.00026535-0.0016708i,-0.00016718-0.0018787i,-0.0013535-0.0021381i,-0.00052994-0.001998i,0.00053744-0.00075902i,0.00073436-9.5778e-05i,0.0011102+0.00015059i
-0.0013351+0.00044361i,-0.0011057+0.001112i,-0.0021505+0.00036954i,-0.0030746-0.0002554i,-0.0031777+0.00029581i,-0.0030785-0.00020925i,-0.0037896-0.0014359i,-0.0056604-0.0022457i,-0.0061948-0.0021604i,-0.0039965-0.00077664i,-0.0019043-9.2962e-05i,-0.0016076-0.00061432i,-0.0017506-0.0014468i,-0.0018374-0.001298i,-0.0019563-0.00031522i,-0.0016444+0.00075558i,-0.0011853+0.00086502i,-0.0013093+0.001045i,-0.0020097+0.0011365i,-0.0013152+0.00049302i,0.00022846-0.00015006i,0.0007961-0.00011177i,-0.00012803-0.00040952i
-0.000528+0.00024861i,0.00067649+1.4572e-05i,-0.00024477-0.00036809i,-0.0015152-0.0013595i,-0.0021717-0.00059406i,-0.0027203+0.0014846i,-0.0027739+0.0021579i,-0.0042083+0.0031104i,-0.0055878+0.0042041i,-0.0042313+0.0036884i,-0.0022842+0.001975i,-0.0022367+0.00084698i,-0.0026205+0.0010848i,-0.0022232+0.0012474i,-0.001885+0.0013328i,-0.001389+0.0013814i,-2.3367e-05+0.00067623i,0.0010371+0.00082391i,0.0012672+0.0010638i,0.0011347+0.00050532i,0.00070545-5.2787e-05i,9.6915e-05-2.4256e-05i,-0.00024683+0.00013645i
0.0010728-0.00054317i,0.00085143-0.0013437i,2.8198e-06-0.0029386i,-0.0027152-0.0045372i,-0.0042596-0.0036975i,-0.0031638+0.0003904i,-0.00083266+0.0038918i,0.00062643+0.0054945i,0.00045233+0.0062584i,0.00011897+0.0044824i,-0.00061952+0.0018834i,-0.0011945+0.0014879i,-0.00053666+0.0021517i,0.00055171+0.0028513i,0.0014922+0.0023063i,0.0022435+0.001047i,0.002368+0.00085132i,0.0020966+0.0010044i,0.0023019+0.00086968i,0.0014707+0.0005881i,-0.00025962+0.0007405i,-0.00065859+0.0010328i,-0.00046489+0.00091486i
0.0015453-0.00016064i,0.0009676-0.00047131i,-4.2677e-05-0.0027377i,-0.0017786-0.0049359i,-0.0028184-0.0042098i,-0.0025621-0.001169i,0.0011488+0.00093158i,0.0040966+0.0013496i,0.004353+0.0012329i,0.004+0.00088992i,0.0026589+0.00057778i,0.001203+0.0010613i,0.0014009+0.0018628i,0.0018996+0.0022403i,0.0016993+0.0013392i,0.0010642-0.00049662i,0.00043634-0.0016013i,0.00078626-0.001549i,0.00088222-0.0013668i,0.00014578-0.00059337i,-0.0001554+0.00034481i,0.00051504+0.00012826i,0.00051726-0.00044362i
0.0010429-0.00014285i,0.00088566-0.00098205i,2.9157e-06-0.0021177i,-0.00099681-0.0034541i,-0.0020805-0.0035259i,-0.00086337-0.0011914i,0.0018473-0.00024163i,0.0030232-0.0023635i,0.0029871-0.0033724i,0.0018418-0.001384i,0.001012+0.00014711i,0.0015433-0.00044817i,0.0024209-0.0012434i,0.0022819-0.0014918i,0.0010467-0.0013266i,0.00053444-0.00092608i,-7.5601e-05-0.00065927i,-0.0010779-0.0013586i,-0.001596-0.001369i,-0.0013969-0.00012242i,-0.0011876+0.00053102i,-1.2469e-05+0.0011661i,0.00061732+0.0013512i
-3.4905e-05-0.0012617i,0.00055362-0.0014421i,-0.00079736-0.0014939i,-0.0031813-0.0012023i,-0.0035834-0.00049846i,-0.0026788-0.00039347i,-0.0024337-0.0019038i,-0.0031741-0.0040366i,-0.0041163-0.0054299i,-0.0033706-0.0047097i,-0.0013464-0.0025305i,-0.00086854-0.0016651i,-0.0013934-0.0023279i,-0.0016045-0.0027518i,-0.001826-0.0017617i,-0.0018866-0.00085491i,-0.0017267-0.00052889i,-0.0018023-0.00043676i,-0.0020625+0.0001297i,-0.0017668+0.00058423i,-0.00061073+0.00011796i,0.00051775-2.4182e-05i,0.00048317-0.0001238i
-0.001459+0.0010389i,-0.0016418+0.00033711i,-0.00097604-0.00050063i,-0.0014933-0.0014538i,-0.0012521-0.0020646i,-0.00066449-0.00081398i,-0.0022575-0.00016956i,-0.00566-0.0005855i,-0.0078462-0.00069041i,-0.0061438-0.00042853i,-0.0042291+2.5931e-05i,-0.0030598-0.0010022i,-0.0021985-0.0019934i,-0.0025074-0.0013135i,-0.0021028-2.7572e-05i,-0.00097875+0.00038806i,-4.3533e-05+0.00046396i,0.0004029+0.0011155i,0.00074539+0.0015367i,0.000707+0.001227i,0.00014321+0.0009082i,8.3166e-05+0.00053499i,-0.00031416+0.00049167i
-0.00074147-0.00058569i,0.00051322-0.00065409i,0.00014636-0.00045949i,-0.0013572-0.00062974i,-0.0019184-0.00038743i,-0.0019501+0.00030041i,-0.0032372+0.0016867i,-0.0054177+0.0041734i,-0.0057081+0.006731i,-0.0046501+0.0067083i,-0.0035526+0.0040867i,-0.0028131+0.0018979i,-0.0021792+0.0011802i,-0.0012189+0.0013964i,-0.00077346+0.0018518i,-0.00067817+0.0011306i,-0.00019082+0.0005904i,-4.5199e-05+0.00078948i,5.0701e-05-0.0001178i,0.00031051-0.00061813i,0.0001042-0.0001229i,-0.00040169+5.9475e-05i,3.9139e-05+0.00013922i
0.00052023+0.00060625i,0.00055109+0.00062534i,7.8096e-05-0.00032489i,-0.0012417-0.0022687i,-0.0023454-0.0019758i,-0.0017577+0.00058772i,-8.8689e-05+0.0032851i,0.0026638+0.0054452i,0.0040709+0.0067553i,0.0030757+0.0053315i,0.0012297+0.0029848i,4.2542e-05+0.0020294i,-0.0001087+0.0019569i,0.00012847+0.0017189i,0.00058149+0.00032426i,0.00032032-0.00068298i,0.00034894-0.00098134i,0.00092416-0.0013526i,0.0012561-0.0018572i,0.00051141-0.0019095i,-0.00026472-0.00097548i,-0.00023908+0.00038353i,6.0589e-05+0.00054989i
-0.0012801+0.00030099i,-0.00099851+0.00092988i,-0.00020278+0.00028515i,8.8803e-05-0.00038098i,-0.00028594-0.00056574i,0.00071692+0.0003485i,0.0041979+0.00099333i,0.0073663-3.4431e-05i,0.0079702-0.0010557i,0.0063159-0.00073597i,0.0041244+0.00057525i,0.002179+0.0010174i,0.0013389+2.5352e-05i,0.0012058-0.00025589i,0.00044258+6.0367e-07i,-0.00033325+6.0934e-05i,-0.0010487+8.9284e-05i,-0.0010084+0.00062484i,-0.00070565+0.00033577i,-0.0005994+0.00026436i,-0.00046223+0.0011187i,-0.00016589+0.0010487i,-5.3859e-05+0.00082394i
-0.00039846-0.00059646i,-0.00085251-0.00088958i,-0.0014276-0.0024248i,-0.0025163-0.0032562i,-0.0032834-0.001791i,-0.0015882-0.0010126i,0.0014884-0.0030218i,0.0023316-0.0064702i,0.0014969-0.0085581i,-2.1528e-05-0.006823i,-0.00056918-0.0029768i,-0.00039351-0.00060681i,-0.0011602-0.00038379i,-0.0014899-0.0014588i,-0.0011443-0.001938i,-0.00017728-0.0013524i,0.0005496-0.00066927i,0.00089464-0.00010851i,0.00067298-0.00042922i,0.00019298+2.9676e-05i,-1.8687e-05+0.0006549i,0.00020653+0.00032808i,0.00013133+0.0011677i
0.00072263+0.00071717i,0.001355+0.00073018i,0.0011523-0.00051287i,-1.638e-05-0.0020957i,-0.00077267-0.0028169i,-0.0010515-0.0026635i,-0.0024202-0.0041124i,-0.0060993-0.0061583i,-0.0089307-0.0055245i,-0.0079185-0.0030198i,-0.0050186-0.0010631i,-0.0027769-0.00050241i,-0.001854-0.00044028i,-0.0017651-0.00075976i,-0.0014745-0.00040253i,-0.00033163+0.00013967i,0.00031832+0.00062964i,0.00029358+0.001274i,0.00030729+0.00040419i,0.00041197-0.00045963i,-6.7625e-05-0.0002191i,0.00013351-0.00064236i,0.00048044-0.00077414i
-0.0011383-0.0017627i,-0.0024367-0.0023824i,-0.0032321-0.0038779i,-0.0038058-0.0035989i,-0.0041403-0.0020083i,-0.0028067-0.00020274i,-0.002697+0.00080675i,-0.0059816+0.0014029i,-0.0085991+0.0032114i,-0.0078558+0.0041171i,-0.0049079+0.002522i,-0.0029396+0.0011966i,-0.0022387+0.0010291i,-0.0011661+0.00044618i,-0.0010612+0.00012564i,-0.0014286-9.0566e-06i,-0.00081251-0.00035284i,-3.8226e-05-0.00061696i,-0.00012033-0.00057608i,-0.00059464-0.00050987i,-0.00029474-0.00040638i,0.00016699+0.00059929i,0.0007226+0.0006048i
-0.00083315-0.0008432i,-0.00074115-0.00056186i,-0.00017893-0.0016559i,-0.00038939-0.0024335i,-0.0013672-0.0013455i,-0.002723+0.0012567i,-0.0036018+0.0034803i,-0.0035187+0.0062095i,-0.0024167+0.0094047i,-0.0013143+0.0095956i,-0.0005555+0.0062679i,-0.00013184+0.0033351i,0.00028085+0.0019829i,0.0010123+0.0016079i,0.0011163+0.0016182i,0.00050997+0.0010488i,-3.8157e-05+0.0001902i,-0.00040338-0.00041345i,-0.00060054-0.00027007i,-0.00088057+6.5189e-05i,-0.00051009+0.00059204i,-0.00063653+0.00059564i,-0.00042741-0.00085507i
-0.0011343+0.00026309i,-0.0012376+0.00014148i,-0.0018058-0.0013333i,-0.0030316-0.002441i,-0.0028766-0.00042613i,-0.0011362+0.0023421i,0.0011957+0.0037581i,0.0039016+0.00425i,0.0066141+0.0043436i,0.006633+0.0040309i,0.0039084+0.0027344i,0.0016047+0.0013105i,0.00087588+0.00062283i,0.0010773+0.0008061i,0.00078029+0.00052258i,-3.7402e-05+0.0007844i,-0.00049608+0.0011444i,-0.00060102+0.00063034i,4.2148e-05+0.00034583i,0.00042927+0.00097719i,0.00037714+0.0014332i,0.00015683+0.00013157i,-0.00039211-0.00073558i
0.00016109-0.0011109i,-0.00034349-0.0012652i,-0.00067195-0.0015898i,-0.00049062-0.0017993i,-0.0013788+6.8066e-05i,0.0004411+0.0022562i,0.00437+0.0026065i,0.0061131-0.0003139i,0.0064836-0.0046423i,0.0052443-0.0058774i,0.0027928-0.0037026i,0.0013228-0.0011168i,0.00058031-0.00082679i,-0.00020827-0.00157i,0.00016801-0.0015269i,0.0010196-0.00066215i,0.0010735-6.5946e-06i,0.0009236+0.00038153i,0.0011197+0.00033765i,0.00044283-0.00039622i,-0.00062565-0.00054753i,-0.00091088-0.00084003i,-0.00061674-0.0011481i
-0.00022313-0.0013638i,-0.00202-0.0024834i,-0.0031292-0.003665i,-0.0041452-0.0040611i,-0.0036169-0.0020687i,-0.0015548+5.7781e-06i,0.0013224-0.0015537i,0.00074018-0.0049323i,-0.0036311-0.0067581i,-0.0055924-0.0057211i,-0.0046337-0.003522i,-0.0027312-0.0012369i,-0.00088662-0.00066046i,-0.00054934-0.0013391i,-0.00054278-0.0011121i,8.4766e-05-0.0010694i,4.4331e-05-0.00097034i,0.00033214-0.00039402i,0.001115-0.00040985i,0.00043443-0.0008958i,-0.00010697-0.00058027i,-2.4894e-05+0.00084653i,-0.00033301+0.0014743i
-0.0012652-0.00042141i,-0.0004584-0.001106i,0.0001041-0.0021724i,-0.00022137-0.0030982i,-0.00033063-0.0025115i,-9.0685e-05-0.0017931i,-0.00087028-0.0025536i,-0.0045155-0.0029899i,-0.0095516-0.0012192i,-0.0098775+0.0010156i,-0.0057281+0.0015934i,-0.0025799+0.0016008i,-0.002011+0.0016458i,-0.0016536+0.0009464i,-0.0017785+0.00031854i,-0.0015171+0.00049572i,-0.0002248+0.00047672i,0.00031049+0.00017812i,-0.00028516+2.2087e-05i,-7.3311e-05-0.00061671i,0.00039842-0.00084172i,0.00064087-0.00083049i,0.0015544-0.00079487i
-0.0025595-0.0005839i,-0.0026146-0.00060488i,-0.004438-0.00099114i,-0.0063592-0.0013828i,-0.006083-0.0013276i,-0.0038432-0.00076184i,-0.0030687-0.00070253i,-0.0048842+0.001241i,-0.0061239+0.0062763i,-0.0047092+0.0087214i,-0.0024159+0.0063115i,-0.00048585+0.0027598i,0.00047315+0.0014735i,0.00042071+0.0013726i,-0.00057154+0.0009258i,-0.0013459+0.00074053i,-0.0011189+0.00061664i,-0.00053084+0.00059587i,-1.2788e-05+0.00089028i,-0.00080735+0.0014977i,-0.00085225+0.0013401i,-9.3744e-06+0.00032596i,-0.00022153-0.00033207i
0.00098154+0.00088216i,0.0023894-0.00062696i,0.0028203-0.0020611i,0.0022545-0.0029536i,-1.9102e-05-0.0017823i,-0.0019854+0.00044948i,-0.0016009+0.0025132i,-3.8989e-06+0.005379i,0.0017703+0.0073612i,0.0030952+0.0067276i,0.0031127+0.0045978i,0.0024389+0.0027932i,0.0025016+0.0012789i,0.0032165+0.0015275i,0.0019683+0.0025976i,0.00073336+0.00213i,0.00091851+0.0012942i,0.00074911+0.00029336i,0.0011929+0.00023928i,0.0011148+0.0011183i,-5.7917e-05+0.00125i,-0.00024434+0.0012657i,-0.00013231+0.00090468i
0.00046903-5.7148e-05i,-0.00057064-0.0014367i,-0.0028878-0.0025572i,-0.0049794-0.0041163i,-0.0054354-0.0027269i,-0.0042409+0.0014656i,-0.0020695+0.0041979i,0.0007825+0.002704i,0.0045441-0.00059419i,0.0066072-0.0026336i,0.0047438-0.0026728i,0.0019127-0.0026077i,0.00082423-0.0028882i,0.0010789-0.0028478i,0.0014695-0.0017947i,0.00072168-0.00024401i,-0.00024763+0.00069632i,-5.0769e-05+0.00065036i,0.00099146+2.6803e-05i,0.0016744-0.00038056i,0.0014757-0.00058998i,0.00058917-0.00036249i,-0.00037751+0.00013571i
0.0013641+0.0004265i,0.001203-0.00081486i,0.00054856-0.0014719i,0.00079466-0.0018666i,0.0014552-0.0016868i,0.00093601+0.00053995i,0.00027384+0.0019123i,0.00043968-0.001045i,-0.00028261-0.0054313i,-0.0020667-0.0074287i,-0.0023716-0.0063726i,-0.0020742-0.0041726i,-0.0015597-0.0032208i,-0.00079989-0.0037503i,-0.00031595-0.0031185i,-0.00025171-0.0017857i,0.0005104-0.0015573i,0.00090821-0.0015155i,-0.0004611-0.0012385i,-0.0014095-0.00098598i,-0.00068814-0.0005796i,-1.8487e-05-0.00019026i,-0.00014554+0.0001952i
-0.0010301+0.00076971i,-0.0013458+7.6467e-05i,-0.0014454-0.0015994i,-0.0021158-0.0022573i,-0.0025857-0.0016803i,-0.00089964+0.00035819i,0.00079597+0.00091616i,-0.0016972-0.00096441i,-0.0070647-0.0022607i,-0.0095804-0.0018561i,-0.0087483-0.0012076i,-0.0063719-0.00056728i,-0.0047866-5.3025e-05i,-0.0047846+0.00010323i,-0.0042688-1.6722e-05i,-0.0031344-0.00030741i,-0.0014432-0.00052394i,-0.0007593-0.00038903i,-0.0015941-0.00028437i,-0.0017227-0.00029251i,-0.00095829+1.4545e-05i,1.9339e-05-0.00010899i,0.00060407-0.00048136i
0.00049899+0.00079357i,0.0010961+0.00099719i,0.00085596+0.0010593i,0.00064375+0.00013024i,-0.00051168-0.0009851i,0.00011226-0.0018774i,0.00051575-0.0016906i,-0.0024503+0.00081969i,-0.0063409+0.0050617i,-0.0070789+0.0066369i,-0.0043553+0.0061518i,-0.0024755+0.005563i,-0.0017632+0.0048665i,-0.0013574+0.0038823i,-0.0011239+0.0022676i,-0.0012899+0.00040894i,-0.0015851-0.00091441i,-0.0012145+0.00030457i,-0.00081898+0.0022348i,-0.0011025+0.0018435i,-0.00031333+0.00047694i,0.00086466-0.00012909i,0.00061315-5.5405e-05i
-0.00013838-0.00021735i,-0.00074156-0.0011833i,-0.00073521-0.0027828i,-0.0015269-0.0037662i,-0.0019169-0.0025662i,-0.0014309-0.0010447i,-0.0011314-0.00072095i,-0.00084887+0.0018566i,0.0002069+0.0063244i,0.0019591+0.0076607i,0.0031173+0.0061025i,0.0026922+0.0038577i,0.0022363+0.0032077i,0.0010639+0.0036359i,-0.00030962+0.0030102i,-0.00010908+0.0022641i,0.0008458+0.002216i,0.0013786+0.001274i,0.0019322+0.00061445i,0.0016086+0.00076433i,0.0008721+0.00059763i,0.00090662+0.00042903i,0.00077537-2.2002e-05i
3.7378e-05+0.00012933i,0.00060396-0.0012232i,0.00048305-0.001728i,0.00020839-0.0029779i,-0.00077707-0.0029396i,-0.0016683-0.0011782i,-0.0010803-8.1321e-05i,0.00087174+0.00090372i,0.0041023+0.00050669i,0.0068725-0.00068019i,0.0072062-0.00037022i,0.0059328-0.00012912i,0.0050821-0.0010439i,0.0044325-0.0011534i,0.0029146-0.00055709i,0.0012563+6.7901e-06i,0.00085683+3.4678e-05i,0.0014058-8.8065e-06i,0.0013257+8.2084e-05i,0.0010883-0.00059045i,0.00083369-0.00086524i,0.00043084+0.00049644i,0.00023581+0.0013271i
0.0010673+0.00059612i,-0.00021782-0.00057483i,-0.0011098-0.0031386i,-0.0020228-0.0048227i,-0.0028942-0.0043214i,-0.0023105-0.00074364i,-0.0014155+0.00095733i,0.00022317-0.0014708i,0.0019779-0.0046735i,0.002351-0.0065901i,0.0014105-0.0058698i,1.7762e-05-0.0047121i,-0.00050099-0.0038433i,-0.0004741-0.0023496i,1.6481e-05-0.0018479i,0.0006392-0.0012932i,0.0009336-0.0011231i,0.0011912-0.0015655i,0.00094191-0.0016801i,6.3551e-05-0.0015237i,-0.00072071-0.00036215i,-0.00068311+0.00083542i,-0.00060452+0.0013674i
-0.0017015-0.0013082i,-0.0025681-0.00082349i,-0.0033403-0.00065338i,-0.0032804-0.002323i,-0.0022641-0.0022506i,-0.00071391-0.00016979i,-0.00029129+0.00020613i,-0.0029675-0.0020302i,-0.0070448-0.0045632i,-0.0083106-0.0047878i,-0.0058533-0.0038344i,-0.0038016-0.0032215i,-0.0038539-0.0030866i,-0.0033441-0.0030851i,-0.0024445-0.0024694i,-0.0017375-0.001972i,-0.00097185-0.0022304i,-0.0014535-0.0017665i,-0.0014743-0.00072049i,-0.0015431-0.00061861i,-0.0010053-0.00035517i,0.00094944+0.0005977i,0.001136+0.00053444i
-0.0007683-0.00090781i,-0.0012845-0.0013129i,-0.0014925-0.0029875i,-0.0030379-0.0040691i,-0.0045682-0.0028085i,-0.0028178-0.00099033i,-0.0009963+0.00073313i,-0.0035789+0.0022921i,-0.0076849+0.0029398i,-0.0084103+0.0030261i,-0.0063461+0.0028003i,-0.0050606+0.0021855i,-0.0051708+0.00099505i,-0.0043097+0.00075563i,-0.0026095+0.0016163i,-0.0015891+0.0016603i,-0.00082842+0.00093667i,-0.00076136+0.00072954i,-0.00049083+0.0010509i,0.0006841+0.0010853i,0.00090695+0.00075145i,0.00059095+0.00091511i,0.00042814+0.0003936i
-0.00058155-0.00038049i,-0.00032111+0.00062442i,-0.00059281+0.0006147i,-0.001654+0.00012589i,-0.0024147+0.00011764i,-0.0011775+0.00021618i,0.00020559+0.0013671i,-0.00069608+0.0034099i,-0.0026191+0.0066979i,-0.002864+0.0083494i,-0.0018464+0.0063748i,-0.001151+0.0043244i,-0.00064107+0.003328i,-0.00037466+0.0026439i,-0.00065507+0.0020345i,-0.0015427+0.0021849i,-0.0017504+0.0029916i,-0.0014717+0.0034539i,-0.0012924+0.0027677i,-0.00072935+0.0010988i,0.00025553-0.00072464i,0.00054932-0.00098079i,0.00054543-0.00068892i
-0.00070669-0.0028801i,-0.0014322-0.0030123i,-0.0022875-0.0040127i,-0.0026205-0.0037529i,-0.0021628-0.0010628i,-0.00019402+0.0016895i,0.0019555+0.001885i,0.0038741+0.0021937i,0.004932+0.0040009i,0.0046905+0.0037247i,0.0029159+0.0019044i,0.0023018+0.0016285i,0.0035865+0.0015594i,0.0035735+0.00098702i,0.0018196+0.0014376i,0.0010721+0.0012078i,0.0018119+0.00024253i,0.0024335-0.0003173i,0.002018+0.0001898i,0.0011692+0.0010426i,0.00019295+0.001507i,-0.0009616+0.0012716i,-0.0015763+7.7617e-05i
-0.00151+0.0015178i,-0.0005831+0.0015612i,0.00059414-0.00055187i,0.0009822-0.0032012i,0.0014774-0.003341i,0.0015981-0.0012529i,0.0012873-0.00055164i,0.0022474-0.00055774i,0.0030783-0.0011448i,0.0028086-0.0019871i,0.0023701-0.0016277i,0.0011365-0.0007744i,0.00046362-0.00098276i,0.00043041-0.0012961i,-0.00011849-0.00062446i,-6.1915e-05+3.7197e-05i,0.00042729+0.0002892i,0.00036627+6.8317e-05i,0.0002157-0.00055406i,-0.00048148-0.0012762i,-0.0012539-0.001289i,-0.0016816-0.0001501i,-0.001248+0.00064012i
0.00021237+0.00062959i,0.00022258+0.00072387i,-0.00058142-0.001601i,-0.0017035-0.0056939i,-0.0021126-0.0069859i,-0.0016565-0.0049455i,-0.0013054-0.0034627i,-0.0014146-0.0050827i,-0.0016297-0.0062916i,-0.0024685-0.0050089i,-0.0022914-0.0027272i,-0.00079185-0.0016014i,-0.0010479-0.001538i,-0.0014828-0.0012431i,-0.00037591-0.001154i,-0.00034326-0.0012562i,-0.00018972-0.0010796i,0.00042244-0.00095779i,7.4602e-05-0.0014329i,0.00013811-0.00079954i,0.00015522+0.00061546i,0.00062774+0.0014139i,0.00092709+0.0020666i
-0.00089185-0.00051139i,-0.000661-0.0011685i,-0.001663-0.0022206i,-0.0047751-0.0021813i,-0.0073518-0.0021203i,-0.0064905-0.0016953i,-0.0040957-0.00020305i,-0.0044474-0.00073619i,-0.0054052-0.0021207i,-0.0045216-0.0017449i,-0.0029656-0.0011001i,-0.0022814-0.00017185i,-0.0019282+0.00018321i,-0.0012921-2.1601e-05i,-0.001088-0.0001792i,-0.0017699-5.9708e-05i,-0.0022619+0.00075838i,-0.001987+0.0014825i,-0.0013431+0.0007598i,-0.00069227-0.00048705i,-0.00076302-0.00088905i,-0.00059515-0.00063189i,0.00028302-0.00075244i
-0.00090613+0.00024818i,-0.0015279+0.00053553i,-0.0023491+0.00034425i,-0.0026974+0.00040284i,-0.0033004+0.0019357i,-0.0033435+0.0029523i,-0.0022489+0.0026406i,-0.0033643+0.0025388i,-0.0051338+0.00333i,-0.0035221+0.0041597i,-0.0016278+0.0023541i,-0.00099049-0.00019906i,-0.0003565-0.0021224i,-0.00045937-0.0021681i,-0.00060236-0.0011616i,-7.0613e-05-0.0010285i,0.0012683-0.0010803i,0.0011688-0.00076648i,-8.0854e-05-0.0013721i,0.0003658-0.0015909i,0.00099499-0.00097316i,0.0006032-0.0005454i,-0.00018062-0.00052784i
-0.00014957+0.00057152i,0.0004143-0.00011422i,0.00078752-0.00062415i,0.00088067-0.00034987i,0.0020629+0.0010505i,0.0022983+0.0019854i,0.0013702+0.0017609i,0.00094838+0.0029097i,0.00013813+0.0045832i,-0.00038292+0.0034314i,-0.00084687+0.0013976i,-0.0018341+0.00061477i,-0.001485+0.00043902i,0.00028921+0.00016777i,0.001063+0.00015775i,0.00064465+0.00044863i,0.00046418+0.00018772i,-0.00011282+0.00042808i,-0.0011443+0.00075587i,-0.0010357+0.0014729i,-0.00044771+0.0015792i,-0.000365+0.00066897i,-0.0012028-0.00021545i
0.00043213+0.0012057i,0.00018965+3.3684e-05i,0.00097814-0.0019934i,0.001702-0.0052137i,0.002211-0.0054642i,0.0017453-0.0013993i,0.0018922+0.0016006i,0.002554+0.0019857i,0.0022488+0.0018421i,0.00063443+0.001024i,-0.0016056+0.00030533i,-0.003216+0.00025318i,-0.0030643+4.8047e-05i,-0.002285+0.00035687i,-0.0013572+0.00074183i,-0.0003646+0.00018642i,0.00049096-0.0010971i,-0.00019888-0.0015514i,-0.00079819-0.0010274i,0.00071245-0.00087498i,0.0013294-0.00030384i,0.00054795+0.00082111i,-0.00025719+0.00087932i
0.0014617-0.0019379i,0.0010121-0.002696i,-0.0015432-0.0051175i,-0.0034955-0.0072853i,-0.0029845-0.0068293i,-0.00095743-0.0037372i,0.00097494-0.0012443i,0.0016056-0.0019486i,0.00058299-0.0019937i,-0.00094612+0.00021949i,-0.0020185+0.0028547i,-0.0022408+0.0039296i,-0.0014342+0.0032363i,0.00046309+0.0020842i,0.0014909+0.0011947i,0.0010695+0.00052153i,0.00020877+0.00017304i,0.00019843+0.00031322i,0.0013885+0.00010799i,0.0017838+6.4527e-05i,0.00095039+0.00096284i,-0.00020723+0.0010432i,-0.00036819+0.00076798i
-0.0021981-0.00033583i,-0.0025513+0.00024i,-0.0043328-0.00055792i,-0.0058524-0.0026242i,-0.0067523-0.0033658i,-0.0054555-0.0026879i,-0.0031141-0.0020923i,-0.0026506-0.0036788i,-0.0030804-0.002274i,-0.0027546+0.0019562i,-0.00088744+0.0034033i,0.00081904+0.0026423i,0.00080682+0.0012984i,0.00025311+0.00056354i,-0.00048845+0.00030389i,-0.00094689-0.00023962i,-0.0011209-0.00039868i,-0.0010849+0.00025502i,-0.00060881-8.4552e-05i,-0.0012003-0.00078927i,-0.0016836-0.00063835i,-0.00053252+4.2444e-05i,0.00051199-5.0421e-05i
-0.00041933+0.001072i,3.5338e-05+0.0005847i,0.00029906+0.000426i,-0.00072514+0.0011439i,-0.0034376+0.0020047i,-0.0049852+0.0025827i,-0.0034796+0.0018639i,-0.003185+0.00098595i,-0.0033008+0.00069434i,-0.00043083+0.00063158i,0.0026429+0.00063128i,0.003399+0.00017956i,0.0032341-0.00038042i,0.0025822-0.00060994i,0.00062857-0.00067028i,-0.00053807+0.00025601i,0.00014726+0.0010259i,0.0010786+0.00039162i,0.00083608-0.00074779i,8.9702e-05-0.0010224i,0.00060683-7.7306e-05i,0.00083758+8.928e-05i,-0.00033083-0.00019412i
-0.0017005-0.0020115i,-0.0029986-0.002061i,-0.0043727-0.0020621i,-0.0047077-0.0013727i,-0.0038017+0.0021616i,-0.002536+0.0050446i,-0.0016959+0.003838i,-0.0013006+0.0026381i,-0.0010227+0.0013878i,-0.00065483-0.0014622i,-0.00020367-0.0036982i,-0.00069969-0.0037108i,-0.0015219-0.0028776i,-0.0019709-0.0021782i,-0.0019696-0.0013273i,-0.00086189-0.00081097i,-0.00036735-0.0012218i,-0.00063066-0.0011731i,-0.00048907-0.00031714i,-0.00037836+0.00056889i,-0.00019798+0.00075992i,-6.0033e-05+8.9718e-05i,-0.00051607+0.0002733i
