0.0020752+0.00049486i,0.0013963-0.0002917i,0.00012239-0.0010118i,-0.0010262-0.00015124i,-0.001879+0.0015938i,-0.0021762+0.0022303i,-0.0020213+0.0016446i,-0.00030298+0.0016816i,0.00070241+0.0015901i,0.00040068+0.00038239i,0.00085159-0.0010907i,0.00085903-0.0011318i,-0.00042124-0.00026285i,-0.00056168-8.0078e-05i,-0.00035654-0.00032988i,-6.5676e-05-0.00010578i,0.00042508+0.00023945i,0.00038555+0.0011013i,-4.5118e-05+0.0010737i,-0.00033608+0.00014982i,-0.00022999-1.6223e-06i,0.00025173+0.00013433i,0.00084895-0.00024592i
0.00013224+0.00063243i,-0.00078492+0.00038752i,2.9999e-05-0.00070189i,0.0010214-0.00057735i,0.0011006+0.00068862i,0.0010328-8.5529e-05i,0.00050674-0.00083233i,0.00025029-0.00045111i,0.00050956-0.00036903i,9.5034e-05-0.00021601i,-0.00014223+5.4576e-06i,-0.00019704-9.0318e-05i,-0.00073053-0.00077714i,-0.00042609-0.00096139i,-0.0001095-6.087e-05i,-0.00083616+0.00045649i,-0.00061651+0.0006783i,0.00017295-0.00023708i,0.00038403-0.0013768i,0.00038886-0.0011216i,0.00062894-0.00086526i,0.0005459-0.00048724i,0.0004415+1.7445e-05i
-0.00080764-0.00095816i,-0.0005541-0.0012995i,-0.0015532-0.00067932i,-0.0010087-0.00015531i,0.00067711+0.00019918i,0.0011601-0.00015594i,0.00030178-0.00054073i,-0.00026976-0.00027737i,7.4209e-05+7.4212e-06i,0.00018034+0.0003778i,-6.3603e-05+0.0010868i,-0.00020945+0.0012505i,-0.00020498+0.00078792i,-0.00018472+0.00029339i,-0.00010491-2.7127e-05i,0.0004658-0.00028093i,0.00054823+0.00010452i,-0.00062196-5.4737e-05i,-0.00087999-0.00018655i,-9.7697e-05+0.00038999i,0.00028439+0.00024185i,0.00010039-0.00028255i,-0.00028677+0.00015903i
-0.0016769+0.00025425i,-0.0012187+0.00024742i,-0.0012317+0.00064005i,-0.0014173+0.0010602i,-0.00057391+0.0011917i,-0.00024222+0.00079449i,-0.00040907+0.00055662i,-0.00027616+0.001296i,-1.4376e-05+0.0012311i,-0.00035461+0.00053666i,-0.00062133+0.00061237i,-0.00028+0.0006066i,-4.3609e-06+0.0003043i,-0.00039796-0.00034655i,-0.00059887-0.00060438i,0.00012924-0.00043322i,0.000958+0.00059634i,0.00031548+0.00094685i,-0.00033544+0.00033451i,2.6752e-05-0.0002538i,0.00048093-0.00093349i,0.0002737-0.00063359i,0.00023433-0.00010383i
-0.0018356-7.1838e-05i,-0.00098016+7.055e-05i,-0.00075759+0.00086021i,-0.001136+0.0014072i,-0.0003279+0.0012165i,-3.4471e-06-0.00023656i,1.6986e-05-0.00032199i,0.0001744+0.00046967i,-0.00049618+0.00082257i,-0.0010088+0.0011087i,-0.0013712+0.00099157i,-0.0009664+0.00029009i,6.2289e-05-6.3986e-05i,0.00026012-3.1031e-05i,0.00060311-0.00030299i,0.0011076-0.00069741i,0.00058135-0.00052815i,3.832e-06-4.0628e-05i,-0.0004967+0.00061608i,-0.00048805+0.00099484i,-0.00054421+0.00047829i,-0.00053977-0.00021526i,-0.00026-0.00082475i
-0.0018297+0.00061462i,-0.0011673+0.00066806i,-0.00054432+0.0020436i,0.00079784+0.0021704i,0.0021082+0.00087922i,0.0017947-0.00055503i,-0.00015887-0.00023936i,-0.00015336+0.00066926i,0.00093685+1.7888e-05i,0.00085985+0.00035793i,0.00012666+0.001061i,0.00010943+0.00026754i,-0.00010399-0.00023125i,-0.00020217-0.0001022i,0.00074102+0.00042113i,0.0013822+0.0010422i,0.0011036+0.00093864i,0.00059797+0.00078955i,7.7439e-05+0.00090264i,-3.7643e-06+0.00062423i,0.00051992+6.9489e-05i,0.00082436-0.00088234i,0.001326-0.00096532i
0.00031515-0.0010653i,0.0007769-0.0022484i,0.00020164-0.0023254i,-0.00071286-0.0004323i,-0.00068832+0.00056226i,-0.00022286+0.00059126i,0.00011933+9.738e-06i,-4.9846e-05-0.00037064i,0.00014142-0.00040326i,0.00031067-0.00034595i,9.4164e-05-0.00012783i,0.00082682+0.0001654i,0.0013914+0.0005479i,0.0010748+0.00017522i,0.00036575+0.00052237i,-0.00035541+0.00066858i,-2.3787e-05-0.00025032i,0.00033974-0.00065698i,0.00027518-0.00077349i,0.00033693-0.00030882i,0.00040633+0.00044828i,-5.1047e-05+0.00037665i,-0.000418+4.7788e-05i
0.001862+0.0010513i,0.0012941+0.00010331i,0.00050809-0.00042783i,-0.00080087-0.00083487i,-0.0018171-0.0016033i,-0.001822-0.0016244i,-0.0014421-0.00073497i,-0.00057698-8.3131e-05i,2.9339e-05-0.00040561i,-0.00019736-0.00054346i,-0.00096957-0.00034949i,-0.0010608+0.00015934i,-0.00054091+0.0003505i,8.8089e-05+0.00011233i,0.00038797-0.00042144i,0.0010632+8.5017e-05i,0.0011418+0.00061273i,0.0011037+0.00040387i,0.00057025+0.00038776i,-3.8712e-05+0.00051655i,-0.00036535-0.0004637i,-0.001131-0.0011766i,-0.0014728-0.00018598i
-0.0017236-8.8359e-05i,-0.0021139-6.6781e-05i,-0.0016955-0.00028009i,-0.00086055+0.0012276i,0.00035798+0.0019208i,0.0013662+0.00093367i,0.00089673+0.00013326i,0.00059378-0.00015837i,0.00049637-4.9422e-06i,0.00025639+0.00074866i,0.00039772+0.0016746i,-6.1479e-05+0.0012406i,-0.00080346+5.364e-05i,-0.00081746-2.6754e-05i,-0.00055893-0.00021858i,-0.00054692-0.00061914i,-0.00040278-0.00050943i,0.00013279-0.00037186i,0.00048048+9.3086e-05i,0.00026549+0.00089502i,8.5621e-05+0.00067428i,-0.00036093+0.00017033i,-0.00084062+2.7011e-05i
-0.0010658-0.00095372i,-0.0014037+2.2406e-05i,-0.0012299+0.0011124i,-0.0010031+0.0016222i,-0.00047377+0.0019281i,-0.00026033+0.0011086i,-0.00071917+0.00022904i,-9.4715e-05+4.5889e-05i,0.00058901+0.00029046i,0.00058959+0.00056126i,0.00026444+0.00042259i,-0.00021062-0.00040255i,-0.00031909-0.00068605i,1.8671e-05+0.00011416i,-4.0241e-05+0.00045757i,0.00020029+0.0011117i,0.00059255+0.0011433i,0.00063306+8.9294e-05i,5.1531e-05-7.3476e-06i,-0.00062962+9.0122e-05i,-0.00085561+5.038e-06i,-0.00057255-7.3279e-05i,-3.166e-05-0.0001449i
0.00035133+0.00052168i,0.0011783+0.00031i,0.00030553-0.00055812i,-0.0010478-0.0012319i,-0.00093799-0.00087505i,-0.00027034-0.00027116i,-0.00026681+0.00019586i,-0.00054364+0.00032805i,-0.0005242+3.0447e-05i,0.00040728-0.00030263i,0.0003002-0.00012317i,-0.00035506-0.00028367i,1.3338e-05-0.00051816i,-0.00021367-0.00022479i,-0.00086097+0.00016542i,-0.0006134+0.00030981i,8.9136e-05+9.7662e-07i,0.00049865-0.00031375i,-0.00013057+7.2809e-05i,-0.0003191+0.00028437i,-0.00014331+0.00045333i,-0.00035533+9.6474e-05i,-0.00059532-0.00015203i
0.0014504-0.0022067i,0.0007066-0.0038154i,0.00011751-0.0036783i,-0.0006823-0.0013462i,-0.00085267-0.00036701i,-0.00087459-0.00054597i,-0.00082826+0.00010045i,-0.00068485+0.00044575i,-0.00057707-0.00017633i,-0.00082121-0.00098466i,-0.0012476-0.00091267i,-0.0010518-0.00034213i,-0.00045897+0.00033914i,0.00012907+0.00098838i,0.00043736+0.0001328i,0.00031127-0.001339i,-0.00070378-0.0014226i,-0.00076161-0.00053165i,0.00057623-0.00025154i,0.0010788+5.9776e-05i,-0.00017561+0.00029897i,-0.00074227-0.00018611i,-0.00044701-8.8481e-05i
-0.00014123-0.0016039i,-0.00071581-0.00082948i,-0.001114-3.7702e-06i,-0.00035491+0.00033734i,0.00032537+0.00044079i,1.1237e-05-3.5188e-05i,8.8339e-05-5.0774e-05i,0.00019373-0.00012141i,-0.00014086-0.0004187i,-0.00040893-0.0005439i,-0.00016758-0.00066567i,0.00043688-0.00074368i,0.000326-0.00052328i,-9.7019e-06-0.00011658i,6.9302e-05+0.00025958i,-0.00021169+9.4675e-05i,-0.00030756-3.5562e-05i,-0.00014359+0.00038523i,0.00015337+0.00061907i,0.00013555+0.00057244i,-0.00017636+0.00014142i,-0.00029317-0.00029311i,0.0002396-0.0010736i
-0.0016272-0.00042293i,-0.0011853-0.00062246i,-0.0010326-0.00039609i,-0.00094395+0.00082623i,-0.00034721+0.0017606i,0.00012431+0.0010498i,0.00067087+0.00079717i,0.0006496+0.001687i,0.00059219+0.0015817i,0.0010579+0.00156i,0.0009716+0.0017238i,-0.00010098+0.0010625i,-0.000954+0.00047021i,-0.00051502-4.7855e-05i,1.2181e-05-5.4685e-05i,-0.0003326+9.0737e-05i,-0.00078814+0.00031155i,-0.00085535+0.00025962i,-0.00047861+0.00068383i,5.2474e-05+0.00029462i,0.00048847-0.00046348i,-4.1132e-05+1.9075e-05i,-0.00078829+0.00054251i
0.00015879+0.00096818i,0.0012281+0.00087706i,0.0011923-7.939e-05i,0.00019597-0.00036508i,-0.00035318-0.00070084i,-0.00032259-0.00055169i,-0.00027907-0.00017723i,-0.00061071+0.00035159i,-0.00035002+0.00022002i,0.00041584-0.00028943i,0.00061318+0.00010407i,0.0001313+0.00049167i,-0.00036208+0.00065669i,-0.001085+0.00075252i,-0.0013791+7.4543e-06i,-0.00023965-0.00054524i,0.0010207-0.00051623i,0.0010126-0.00045668i,0.00039081+0.00010392i,0.0001904+0.00080261i,-5.4911e-05+0.00015162i,-0.00041691-0.00048376i,0.00034599+0.00017238i
0.00019462+0.00063428i,-0.00027601+0.00037594i,0.00013834-0.0001689i,0.00061722-0.00066929i,0.0014033-0.0011394i,0.00085014-0.00033232i,0.00082702+0.00061264i,0.0011441+0.00077816i,0.00071932+0.00082839i,0.00014043+0.00069553i,0.00023167+0.00051691i,0.00041495+0.00029012i,0.00017211-0.00042986i,-0.00059359-0.00030886i,-0.00053787+0.0003105i,8.8006e-05-7.6932e-05i,0.00017669-0.00042349i,-0.00016698-0.00041225i,-0.0003389+8.3663e-05i,0.0001783+3.7847e-05i,0.00020599-0.00055924i,-0.00024806-0.00030425i,-0.00027247+0.00039475i
0.00105-0.00045498i,0.00074818-0.00026048i,-0.00045408+0.0001172i,-0.00058107-1.9556e-05i,0.0011643-0.00041325i,0.002539+0.00057583i,0.00090188+0.00071848i,-0.00053012+0.00011533i,9.2724e-05+0.00028277i,8.2994e-05+0.00077707i,-0.00048429+0.0011006i,0.00031277+0.0011282i,0.00080921+0.00072621i,-7.8738e-05+0.00039197i,-0.00060316+0.0002561i,-5.9083e-05-2.4339e-05i,0.00071237-0.00065914i,0.00069454-0.00091792i,0.0002837-0.00032228i,0.00054418+0.00022729i,0.00066424+0.00052902i,0.00079963+0.00087728i,0.00053807+0.00096199i
-0.00023245-0.0012149i,-0.0007754-0.0012282i,-0.0015373-0.0017461i,-0.00084591-0.0017244i,-0.00039665-0.00034317i,-0.00080032+0.00060646i,-3.5936e-05-0.00015211i,0.0013155-0.00023278i,0.0010241+0.00057619i,0.00018312+0.00086472i,5.0413e-05+0.0004071i,0.00016249-0.00039035i,-6.1306e-05-3.6904e-05i,-0.00049873+0.00044454i,8.9441e-05+0.00035446i,0.00059307+1.8486e-06i,0.0005381-6.8863e-05i,0.00031511+0.00033853i,-0.00013069+9.6007e-05i,-0.0003657-0.00032279i,-9.864e-05-0.00023999i,0.00044951-0.00039926i,0.00073807-0.00063268i
-0.0017481+0.0012939i,-0.0027178+0.0015398i,-0.0025345+0.0013925i,-0.0017289+0.00016804i,-0.0004045-0.0010554i,0.00072346-0.00087155i,0.00067953-0.00034353i,0.00041911-3.6301e-05i,0.00026308+0.00022586i,-0.00036649+0.00059015i,-0.00071995+0.00014098i,-0.00039946-0.00031632i,-0.00036725-0.00017476i,-0.00049344+0.00011911i,-0.0002549+0.00025383i,0.0001929-0.00023118i,0.00082193-5.2141e-05i,0.00073873+0.00034505i,-9.6676e-05-5.7182e-05i,-0.0006398+7.6315e-05i,-0.00056934+0.00028805i,-0.00019838-0.00024897i,-0.00045291-0.000204i
0.0012253+4.0543e-05i,0.0016766-0.0006337i,0.001169-0.0011609i,0.00090567-0.0001093i,0.0008935+0.00049002i,0.00064592+0.00062068i,0.00064356-3.2417e-05i,0.00032409-0.00048445i,-0.00044466-9.1605e-05i,-0.0011709-0.0003028i,-0.00063782-8.3935e-05i,0.00044165+0.00066325i,0.00032813+0.00076512i,0.00021933+0.00065358i,0.00077626+0.00069837i,0.0014452+0.00035827i,0.0012452-0.00064726i,0.00058584-0.00062313i,0.00034833-8.4182e-06i,-3.449e-05+7.7539e-05i,-0.00011752+0.00025226i,1.4491e-05+0.00044063i,0.00041358+0.00048585i
0.00073169-0.0014627i,0.00059339-0.0018537i,-0.00035258-0.0018759i,-0.00082647-0.001326i,-0.0014331+0.00014721i,-0.00078571+0.00013936i,-5.8194e-05-0.00023694i,-0.00032191+0.00018264i,-0.00095683+0.0002692i,-0.001607-0.00014517i,-0.0011833-4.1943e-05i,-0.00053592-2.581e-05i,-0.00059617-0.00073337i,-0.00035431-0.00060348i,0.00044631+0.00022427i,0.00090644+6.8384e-05i,0.00062434-0.00092612i,0.00014646-0.0011407i,0.00023956-0.0010248i,4.1317e-05-0.00056435i,-0.00027676+0.00035087i,-0.0008437+0.00020972i,-0.00065774+0.00014366i
0.0020403-0.0002135i,0.0018613-0.00030688i,0.00047269-0.0013657i,-0.00070764-0.002365i,-0.0016194-0.0015844i,-0.0012361-0.00040688i,-0.00094001+8.4823e-05i,-0.00099362+0.00055816i,-0.00076856-0.0002664i,-0.00018159-0.0015219i,0.00067856-0.00087793i,0.00038838+0.00077974i,-0.00028351+0.00089136i,-0.00063433+0.00022365i,-0.00075074-0.00060098i,-0.00025416-0.0011396i,0.00044547-0.00023387i,0.00019021+0.00033332i,-0.0008065+0.00079797i,-0.0006338+0.00066686i,0.00048414+1.9582e-05i,0.00061003+0.00016073i,0.00024853+0.00054389i
-0.0015696-0.0014987i,-0.0013562-0.0017394i,-0.0015955-0.0020106i,-0.00081648-0.0010556i,-0.00043318+0.00014747i,0.0003306+0.00060587i,0.00053835+0.00044148i,-0.00025336+0.00040182i,-0.00018514+0.00099218i,0.00022738+0.0012443i,0.0003125+0.00059941i,0.00081031-3.2189e-05i,0.0013626-0.00012096i,0.00067172-6.8321e-05i,-7.3628e-05+0.00014327i,-0.00038826+0.00020724i,-0.00083086-3.3665e-05i,-0.00054591-0.00024608i,-0.00059439+0.000135i,-0.00088782+0.00031426i,-0.00028176-7.5923e-05i,8.1261e-05-0.00057495i,0.00069303-0.00092518i
-0.00072456+0.0014168i,-0.00044258+0.00072776i,0.00011286+0.00088755i,0.00092984+0.0021191i,0.00091716+0.0025171i,0.00013151+0.0011278i,-0.00013852+0.00036539i,0.00047507+7.402e-05i,0.00092345+0.00030427i,0.00080841+0.00032595i,0.00073248-0.00022695i,0.00055281-0.00055674i,0.00043124-0.00041101i,0.0002304+0.0003927i,4.6914e-05-3.4304e-05i,2.0153e-05-0.0011297i,0.00023312-0.0010489i,0.00044703-0.00051145i,0.00019374+0.00052799i,-0.00043566+0.0015616i,-9.8785e-05+0.00093918i,0.00072514-0.00022911i,0.0005883+0.00032685i
-0.0016295+0.00024242i,-0.00096973+0.00034299i,-0.00095652+0.00011486i,-0.00098923+0.00033561i,0.00012632+0.00014186i,0.00021166-0.00041363i,-0.001056-0.00070173i,-0.0014482-0.00035105i,-0.00086697+0.00050403i,-0.00066158+0.00079833i,-0.00039597+0.00072775i,8.5473e-05+0.00073522i,-0.00037151-0.00014445i,-0.00057837-0.00090186i,-0.00076571-0.00030213i,-0.00034381-6.1014e-05i,0.00028045+0.00014859i,-6.8257e-05+1.486e-05i,0.00018285-0.00017324i,0.00047635-0.0002803i,4.6146e-05-0.00016004i,0.00025089+0.0005024i,0.00051895+0.00031225i
0.0029353-0.00068762i,0.0033117-0.0016095i,0.0022751-0.0028152i,0.0010704-0.0024476i,0.00026503-0.0018468i,-0.00060271-0.00082862i,-0.00065281+0.00015449i,5.0687e-05-7.8361e-06i,0.00033467-0.00034827i,0.00011306-0.00044209i,-2.3701e-05-0.00046032i,-0.00081086+0.00013571i,-0.0016184+0.0013946i,-0.00060211+0.0019621i,0.0010032+0.0021924i,0.0010131+0.0011413i,0.00066295-0.00023608i,0.00014704-7.4445e-05i,-6.0467e-05-0.00016705i,0.00062555-0.00099314i,0.00061593-0.00025949i,-0.00020414+0.00064288i,-0.00021849+0.00027963i
0.00063709+0.0011675i,0.00040934+0.0010612i,0.00012756+0.00096833i,0.00024515+0.0023183i,0.00052181+0.002562i,5.955e-05+0.00092958i,-0.00062575-0.00039392i,-4.797e-05-0.00028056i,0.00046835+0.00030256i,0.00052915+0.0005235i,0.00010469+0.00060072i,-0.00024264+0.00048835i,-7.9992e-05+0.0004181i,0.00028515+8.8933e-05i,0.00023138-0.00045741i,0.00040939-0.00068557i,0.00022807-0.0004665i,0.00023239+0.00031349i,0.00013675+0.00061327i,-0.00072034+0.00038546i,-0.00056041-0.00030119i,0.00068321-0.00034585i,0.00089811+3.9687e-05i
-0.0024807+0.0018225i,-0.0021878+0.0017751i,-0.00053144+0.0020161i,0.0006092+0.0010844i,0.00066108+0.00066641i,7.5153e-05+0.00051381i,-0.00011823+0.00069722i,-0.00027089+0.00081755i,-8.428e-05+0.00062996i,0.00042058+3.7332e-05i,0.00019633-0.0001619i,-0.0001133+0.00055056i,-0.00034892+0.00072802i,-0.00042271-0.00050738i,-0.00032721-0.00084947i,-0.00027903-0.00017283i,-0.00029295-0.00023897i,-0.00077943-0.00040826i,-0.0012924-0.00035196i,-0.00070841-0.00010367i,-0.00024375+8.6561e-05i,-0.00027256-2.2076e-05i,-0.00020241+5.9778e-05i
-0.00048785-0.00042692i,-0.00066951-0.00052489i,-0.00069474-0.00090746i,-0.00088005-0.0011071i,-0.00039342-0.00042331i,-7.7351e-05-5.0735e-05i,-0.0010137-0.00016231i,-0.0013211+0.00033639i,-0.00047771+0.0004073i,0.00037671-1.814e-05i,0.00080826+0.00041162i,0.00066899+0.00077536i,0.00084571+0.0004247i,0.00067507+8.7288e-05i,0.00019032+0.00041289i,-0.00016522+0.00090628i,-0.00021169+0.00023725i,0.00014304-0.00016227i,0.00047716+0.00012311i,3.4414e-05+0.00021107i,0.0002388+8.257e-05i,0.0007504-0.00010532i,0.00084675+0.00054702i
0.001046+0.00024712i,0.0020458+0.00067718i,0.002404+0.00092865i,0.0015183+0.00040304i,0.00010706+9.2472e-05i,-0.00058217-0.00059122i,-0.00031868-0.0016064i,0.00032318-0.00072102i,0.0009741+0.00040977i,0.00078265+0.00036282i,0.00042273+0.00036356i,0.0002236+0.00053164i,-0.00014307+0.00029783i,-8.1629e-05+3.0521e-05i,-9.9791e-05-6.2463e-05i,0.00056608-0.0004958i,0.0006259-0.00072581i,0.00012673-0.00066428i,0.00073201-0.00054939i,0.00055897-0.00028285i,0.00023648+0.0002377i,0.0001591+0.00078985i,-0.00051807+0.00079651i
0.00090862-0.00036885i,0.00064901-0.0005694i,0.0011802-0.0010869i,0.00085386-0.0019928i,0.00046407-0.0014946i,0.00058204-0.00051448i,0.00013847-0.00032926i,-0.00011927-0.0013062i,0.00043572-0.0011338i,0.0010672-0.00032023i,0.00069642-0.00035004i,0.00016909-0.00060973i,-3.2782e-05-0.00059655i,-0.00034681-0.00049644i,-0.00034261+0.00014772i,-2.3385e-05+0.00086106i,-0.00038209+6.8477e-05i,-1.2906e-05-0.00039813i,0.00061475-8.7167e-05i,0.00047548-0.00028758i,0.00012002-0.00035247i,-0.00037245-0.00045217i,-0.00045175-0.00056079i
-0.00054069+0.00030091i,-0.00073705+0.0008548i,-0.0006183+0.00051944i,-0.00041828+0.00059001i,-0.00042831+0.00028506i,-0.00074682-0.00012426i,-0.00055573+0.00040759i,-4.1358e-05+0.00015163i,-0.00014648-0.00050661i,0.00042616-0.00029211i,0.00054181+0.00047439i,-9.4074e-05+0.00069612i,-0.00031948+0.00028166i,-0.00093841-7.0076e-05i,-0.001098-0.00045583i,-0.00013818-0.00063859i,-0.00052698-0.00098842i,-0.0011289-0.00086996i,-0.00039082-0.00051212i,0.00022442-0.0003458i,-0.00052101+0.00031868i,-9.9666e-05+0.00047575i,0.00095806+0.00030287i
0.0011935-0.0004302i,0.00070323-0.00044986i,0.00026969-0.00037974i,0.00019495-0.00014575i,-9.1071e-05+0.0010889i,-0.00041339+0.0013267i,-0.00031095+0.00043403i,6.0526e-05-0.00030214i,0.0002493-0.00021974i,-0.00053501-9.6687e-05i,-0.00058448-0.00022535i,-2.7495e-05-0.000122i,-0.00047555-4.8911e-05i,-0.00027238-7.9459e-05i,0.00024069-5.2629e-05i,0.00018213+0.00046525i,0.00028825+0.00057208i,0.00039983-5.6913e-05i,0.00016196-4.6142e-05i,0.00015439+0.00062295i,0.00068564+0.00091691i,0.00051104+0.0013174i,0.00021695+0.00052588i
-0.00035642+0.00089213i,-0.00037632+0.0013021i,-0.00047424+0.0014436i,0.00011564+0.0012307i,0.00046249+0.00040423i,0.00057551+0.00020998i,-0.00013806-0.00018335i,-0.00024445-0.0005559i,0.00032224-0.0001431i,0.00036159-0.00036532i,0.00016036-0.00042336i,0.0001792-0.00042512i,-0.00018286-0.0003602i,-0.0004964+0.00063112i,-0.00050471+0.00041882i,0.00026895-0.00036541i,0.000233-0.00089199i,-0.00033516-0.0011138i,-0.0004968-0.00067136i,-0.0003489+0.00023017i,-0.00022887+0.00055569i,-0.00061735+0.0001893i,-0.00058863+0.00021916i
0.00079737+0.00030114i,0.0012946+0.0010416i,0.00080657+0.00033609i,0.00061299-0.00027306i,0.00058239-0.00026489i,-0.00046636+6.8753e-05i,-0.0010713+0.00068171i,-0.00085364+0.00086907i,-0.00075494+0.00034178i,-0.00078615-0.00018203i,-0.00032315-0.00024561i,0.00030086-0.00020488i,0.0005637-0.00041995i,0.00039113-0.00056114i,-0.00021512-0.00059869i,-0.00027272+0.00039867i,0.00047199+0.00057752i,0.00053516-0.0008002i,0.00038011-0.0014083i,0.0003034-0.00096485i,-0.00053492-0.0008953i,-0.0004247-0.00057471i,0.00026207-0.00014271i
-0.0025391+0.0014949i,-0.0016335+0.0014836i,-0.0018151+0.0022124i,-0.0010535+0.0022849i,0.00021366+0.0019174i,0.000706+0.00038316i,0.00058916-0.00040085i,0.00033314-0.00014286i,8.6302e-05+1.1908e-05i,-0.00038732+0.00038529i,0.0001878+0.00042939i,0.00084535-0.00018652i,0.00035836-0.00074464i,0.00030686-0.0007968i,0.00046173-0.00034409i,0.00037141+0.00026131i,0.0006431+0.00083009i,9.826e-05+0.00017086i,-0.00018489-0.00099793i,0.00019131-0.0006861i,5.156e-06+0.00010624i,-6.4929e-05+4.24e-05i,-0.00019806-0.00024154i
-0.0012404+0.0012695i,-0.00050783+0.001718i,0.00010503+0.00079148i,0.00089806-0.00058838i,0.0011801-0.00084904i,0.0008435-0.00062413i,0.00040125-0.00014897i,-8.1355e-05+0.00073949i,-0.00024587+0.00064814i,-5.9182e-05-0.0004102i,-0.00025643-0.0011862i,-0.00057046-0.00090945i,-0.0003088-0.00061854i,5.7499e-05+0.00025585i,-0.00039073+0.00076763i,-0.00031179+0.0003224i,0.00016332+3.8399e-06i,0.00021589-0.00047884i,0.00021866-0.00034824i,0.00049509-0.0001341i,0.00068753+0.00034728i,0.00037141+0.00087903i,0.00012555+0.0005961i
-0.0019762+0.00086377i,-0.0017865+0.00071976i,-0.0011208+0.00052158i,0.0004112+0.00055256i,0.0017465+0.00050338i,0.0013521-1.1508e-05i,0.00033265+0.00019352i,0.00043809+0.00044176i,0.00028448-5.5225e-05i,0.00029415+0.00027353i,0.0004125+0.00045013i,0.00017098+0.00017211i,-0.0002418-5.7052e-05i,-0.00035517-0.00023416i,-0.00032784-2.9746e-05i,4.9887e-05+0.00034558i,-3.2428e-05+0.00014367i,-2.8716e-06+0.00027539i,0.00051542+0.00033493i,-2.6946e-05+0.00020123i,-0.00062308+0.00019357i,-2.9044e-05-7.2923e-05i,0.0010517-0.00053273i
-1.2703e-05-0.00013965i,-0.00026129-0.00068593i,-0.0014827-0.00071287i,-0.0019433-0.00020059i,-0.0010218+0.00068273i,-0.0001143+0.0013382i,-0.00039048+0.00044655i,-0.00044846-0.00037795i,-0.00032231-0.00030384i,-0.00021784+0.00061399i,-0.00023176+0.00067988i,-6.4783e-05+0.00049044i,0.00014294+0.00068164i,2.9955e-05+0.0004214i,0.00016121+0.00081988i,0.00033305+0.0004382i,0.00044058-0.00020506i,0.0004774+2.8552e-05i,0.00049804-0.00014152i,6.0514e-05+0.00026173i,0.00072205-0.00030975i,0.0012178-0.00072982i,0.00020834+0.00022332i
0.00084401-0.00074215i,0.0006816-0.0010542i,-0.00032489-0.00058479i,-0.00080993-0.00044008i,-0.00010806-0.0005073i,-0.00022985-3.5445e-05i,-0.00040651+9.9904e-05i,-0.00058043-7.2703e-05i,-0.00011623+0.00026096i,-0.00010133+9.0445e-05i,-0.00050798-7.6981e-05i,-0.0006946+0.00035727i,-0.00037891+0.00052009i,-0.00037887+0.00083316i,-0.00025946+0.0010459i,0.00027818+0.00069008i,0.00060995+0.00048518i,0.00032217+0.0005929i,-0.00033368+0.00037683i,-0.00025389-0.00053423i,0.00052677-0.00050839i,0.00080129+0.00053182i,0.00071903+0.00079133i
0.0012746+0.00014937i,0.0016299+0.00076675i,0.0012747-0.00010095i,0.00063215-0.00072135i,0.00044672-0.00033194i,0.0002358+1.7251e-05i,-0.00042976-0.00010574i,0.00010723+0.00022269i,0.00065233+0.00030382i,0.00066568-0.00023952i,-0.00029284-0.00066089i,-0.0003281-0.00029754i,0.0010961+0.00035951i,0.00092215+0.00090726i,1.7156e-05+0.00046545i,0.00068809-7.2243e-05i,0.00097318-0.00017111i,0.00022736-9.7062e-05i,-0.00024481+0.00043789i,9.9176e-05+0.00052235i,0.00091077+0.00022662i,0.0014252-0.0004746i,0.001304-0.00014101i
-0.00083612+0.00038414i,-0.0010089-0.00068863i,-0.0018144-0.00088156i,-0.0016633+0.00091173i,-0.00038046+0.0012822i,9.7644e-07-0.00075949i,-0.00034866-0.0011505i,-0.00047876-0.00068999i,-3.749e-05-0.00018004i,0.00023158+0.00060047i,8.1918e-05+0.00068553i,0.00080518-0.00038145i,0.00026601-0.00050494i,-0.0012407+0.00024359i,-0.00054446+0.0001369i,0.00049543-0.00025634i,0.00055709-0.0005982i,0.00092244-0.00087305i,0.0002996-0.001107i,-0.00045795-0.0012803i,-0.00051274-0.00080866i,-0.00061547-0.00012625i,-0.00023722-0.0005329i
-0.00014965+0.00085738i,0.00058145+0.0009431i,0.00089437+0.00091583i,0.001715+0.00034404i,0.0014172-0.00053712i,0.00088139-0.00059899i,0.00066873+0.00016316i,0.00045755+0.00047128i,0.0010997+0.00027785i,0.0013936+0.00042851i,0.00069029+0.00072755i,0.00042129+0.00045432i,5.0633e-05+1.121e-06i,-0.00030916-0.00020834i,0.00018504+0.0003157i,0.00026542+0.00046842i,-0.00035776+6.1018e-05i,-0.00092866-0.0004807i,-0.0012162-0.00062617i,-0.00060087-0.00018482i,-4.2684e-05+0.0003196i,0.00015584+0.00027736i,0.00042201+8.5351e-05i
