0.0020752+0.00049486i,0.0013963-0.0002917i,0.00012239-0.0010118i,-0.0010262-0.00015124i,-0.001879+0.0015938i,-0.0021762+0.0022303i,-0.0020213+0.0016446i,-0.00030298+0.0016816i,0.00070241+0.0015901i,0.00040068+0.00038239i,0.00085159-0.0010907i,0.00085903-0.0011318i,-0.00042124-0.00026285i,-0.00056168-8.0078e-05i,-0.00035654-0.00032988i,-6.5676e-05-0.00010578i,0.00042508+0.00023945i,0.00038555+0.0011013i,-4.5118e-05+0.0010737i,-0.00033608+0.00014982i,-0.00022999-1.6223e-06i,0.00025173+0.00013433i,0.00084895-0.00024592i
-0.0012754+0.0010075i,-0.0014539+0.00035589i,-0.000786+0.001033i,-0.0005439+0.0018033i,0.00071385+0.0010581i,0.0011414-0.00032377i,0.0005742-0.0011136i,0.00042804-0.00031727i,0.00072387+0.00030616i,0.00050971-0.00016116i,-0.0003174-0.00030405i,-0.00074642+0.00016494i,-0.00092242+0.0010546i,-0.00096574+0.00087864i,-0.00020003+0.00014925i,0.00020284-0.00071238i,-8.3009e-05-0.00097532i,1.8187e-06-0.00040722i,-0.00013291-0.00017777i,-0.00013698-0.0002236i,0.00014578-0.00024633i,0.0009266+0.0001277i,0.001542+0.00030849i
-4.0284e-05-0.00086199i,-0.00015119-0.0019492i,-0.00014536-0.0017029i,-0.0004693+2.2526e-05i,-0.0010602+0.00079557i,-0.0011746-0.00027982i,-0.0011473-0.00068423i,-0.00065159+0.00017044i,0.00031866+0.0003435i,0.00051427+0.00056902i,0.0012234+8.6465e-05i,0.0013908-0.00033487i,0.00076398+0.00022794i,0.00016614-0.00034071i,-0.00046756-0.0012188i,-0.00093377-0.00092306i,-0.00059243+1.6742e-05i,0.00036482-9.0343e-05i,0.00044034-0.0008231i,0.00039539-0.00017207i,0.00026551+0.00054368i,0.00017623+8.5459e-06i,3.0905e-05-0.0004724i
0.00036005-0.00023698i,0.00031112-0.00030278i,-0.0014508+0.0010425i,-0.0022013+0.00098973i,-0.00060703+0.00020414i,4.4655e-05-0.00014683i,0.00077423+0.00034406i,0.0014254+0.00071584i,0.0010902+0.00056637i,-0.00010602+0.00075096i,-0.001321+0.0003234i,-0.00087757-7.6432e-05i,-0.00010935+1.9675e-05i,8.1268e-05+0.00042776i,4.3415e-05+0.00072343i,-0.00033621+0.00059287i,-0.00082607-5.6601e-06i,2.6966e-06-0.00016181i,0.00022219-0.00028332i,-0.00039353-0.0013194i,-0.00028606-0.0015188i,-0.00063268-0.00071377i,-0.00031007-0.00054713i
0.0015022-0.0026442i,0.00044814-0.003922i,-0.00024962-0.0034447i,-0.00083389-0.0020309i,-0.00095281-0.0015504i,-0.00047155-0.00030519i,-0.00057624-0.00013137i,-0.00066033-6.3607e-05i,7.6417e-05+2.993e-05i,0.00023673-0.00059454i,8.0866e-05-0.00063004i,0.00014384+9.2626e-05i,6.724e-05+0.00098855i,0.00027065+0.00083716i,3.5233e-05+0.000216i,-0.00032538+0.00035244i,0.00011519-0.0003325i,0.00094355-0.00080875i,0.00053894-0.00044874i,-0.00053869-0.00020131i,-0.00039655+0.00011725i,0.00039363+0.00051762i,0.00074063+0.00018534i
-3.8114e-05+0.00023571i,0.00028876-0.00017153i,0.0014643+0.0011746i,0.0031546+0.0018746i,0.0033328+0.0010452i,0.0015225-2.9904e-05i,-0.0010693+0.00013455i,-0.0015375+0.00070489i,-3.1784e-05+0.00031134i,0.00032288-8.8693e-05i,-0.00060274+0.00058258i,-0.00064006+0.0011355i,-0.00082263+0.00059546i,-0.00059617+0.00044553i,0.00025754+0.00059855i,0.00091186-0.00022158i,0.00089584-0.00030916i,0.00068903+0.00048233i,0.0009087+0.00059699i,0.00041237+0.00015203i,0.00011004-0.00035469i,0.00021068-0.00052556i,0.0003359-9.7601e-05i
-0.0017864+3.124e-05i,-0.0015495-0.00039899i,-0.0022206-5.013e-05i,-0.0022968-0.00048136i,-0.0018181-0.00057467i,-0.0013632-0.00043929i,-0.00066948+8.5494e-05i,0.00028948-0.00034805i,0.00051095-0.00099134i,0.00029943-3.9575e-05i,-0.00032076+0.00070271i,-0.00063785+0.00083837i,-0.00094902+0.00064232i,-0.00083548-0.00067715i,0.00040602-0.001266i,0.0010218-0.00033842i,0.00044477+0.00010727i,7.9685e-05+0.00037486i,0.00046662+0.00090263i,0.00063655+0.00039312i,0.0010064-0.00059663i,0.00025469-0.00037172i,-2.8417e-05+0.00029457i
-0.00057241+0.0019484i,0.00046704+0.0017623i,0.0011132+0.0015671i,0.0012548+0.00085746i,0.0014644+0.00049107i,0.00088501-0.00048646i,-0.00016937-0.0011966i,-0.00084279-0.00093517i,-0.00057794-0.00048595i,0.00025888-1.2761e-05i,0.00030707+0.0003027i,2.7124e-05-9.8134e-05i,3.9025e-06-0.00043175i,-0.00059127-0.00044009i,-0.0014328-0.00010564i,-0.00063337+0.00037538i,-0.00024056-6.3237e-05i,-0.00067593-1.25e-05i,-0.00050767+0.00054468i,-6.1907e-05+0.00017483i,0.00025609-0.000263i,0.00050153-0.00084253i,0.0009192-0.00076591i
0.00022367-0.0024734i,-0.0006617-0.0028147i,-0.0024176-0.0020594i,-0.0029851-8.3051e-05i,-0.0018596+0.0012401i,-0.00017692+0.00096823i,0.00065798-5.6447e-05i,0.00017857-0.00044106i,-0.0010086-3.1424e-05i,-0.0017341+8.588e-05i,-0.0011609-0.00033542i,-0.00021188+0.00015122i,0.00011812+2.4789e-05i,0.0003029-0.00010835i,0.00065682+0.00036595i,0.00034175-3.8746e-05i,-0.00091629-0.00045457i,-0.00081497-0.00077593i,-0.00032782-0.0010148i,-0.00023479-0.001026i,0.00015431-0.00050297i,0.00027386-0.00016607i,0.00039198-6.0921e-05i
0.0010981+0.0011834i,0.0010029+0.00013149i,0.00030408-0.0011604i,0.00035586-0.00037573i,-0.0003136+0.00063911i,-0.00082099+0.00058648i,-0.00040551+0.00059294i,0.00015294+0.0011573i,6.7574e-05+0.00072071i,-5.6086e-05+0.00046929i,0.00038559+0.0011004i,0.00023739+0.001135i,-0.00082176+0.0003633i,-0.0013971-8.3886e-05i,-0.0010714+0.00019033i,-0.00055862+0.0005526i,-0.00052602+0.00012989i,0.00012529+0.0001645i,0.00042124+0.00054006i,-0.00018752-0.00058424i,-0.00082469-0.0013208i,-0.00039664-0.00051387i,0.00049368-0.00043327i
0.00097941-0.0009916i,0.0014157-0.00018099i,3.8039e-05+7.5784e-06i,-0.0020893-0.00023848i,-0.0019841-0.00036786i,-0.0010794-0.00032176i,-0.00080268-6.8037e-05i,-0.00044089-0.00025597i,-0.00014876-0.00043377i,0.00015434-5.4458e-05i,7.9289e-05-0.00024942i,8.4165e-05-0.00067171i,0.00010952-0.0007472i,-0.0002531-0.00010114i,-0.00039005+0.00028834i,-0.00021931+0.00011136i,-0.0003251-0.0002065i,-0.00094781-0.00053702i,-0.00057203-4.3593e-05i,0.00019212+0.00022174i,0.00058955+0.00011594i,0.0012782+0.00043613i,0.00058218+0.00059718i
0.00024829+0.00031293i,-0.00047415-0.00016745i,0.00018346-0.00058662i,0.00071103-0.00029248i,0.00035532+0.00057291i,-0.00013329+0.00076639i,6.0665e-06+0.00023159i,2.1185e-05+0.00027799i,-2.5959e-06-0.000158i,0.00023658-9.8372e-05i,6.8961e-05+0.00093581i,0.00050336+0.00052127i,0.00048594-0.00045907i,-0.00040122-0.00020947i,-0.00041569+0.00050196i,-0.00055319+0.00054111i,-0.00068712+0.00017425i,-0.00037524+0.00014499i,-0.00079363+0.00012601i,-0.00057402+0.00011656i,9.0196e-05-4.3749e-05i,0.00051539+1.9376e-05i,9.8236e-05-0.00024291i
-0.0026261+1.0778e-05i,-0.00097144+0.0010137i,0.00077771+0.0016933i,0.0019006+0.0019059i,0.001657+0.0018719i,0.0011897+0.0013115i,0.00073954+0.00066179i,0.00018155+7.8218e-05i,-0.00050332+0.00042588i,-0.00071673+0.0011457i,-0.00070468+0.00099425i,-0.00034699+0.00025601i,0.00056248-0.00079068i,0.00081924-0.0011023i,0.00041362-0.00080033i,0.00028359-0.0011139i,0.00069064-0.00045269i,0.0010398+0.00041822i,0.00070943+0.00051722i,2.4623e-05+0.00038666i,9.8321e-05+0.00040522i,0.00095269+0.00095188i,0.00085911+0.0014172i
-0.0012175+0.00028359i,-0.0018572-0.00014949i,-0.0022005-0.00028235i,-0.0015345-0.00024307i,-0.00010824-0.0002247i,0.00030336-0.00030226i,-2.3672e-05-0.0010377i,-0.0002566-0.00095524i,-0.0004354-8.6155e-05i,0.00031192-0.0002759i,0.00053624-0.00048603i,0.00054085-0.00017917i,0.00013322+0.00015158i,0.00040054-1.2317e-05i,0.00041682-0.00011301i,2.5837e-05+0.00012119i,0.00040917+0.00010617i,0.0011356+0.00086595i,0.00067391+0.00083024i,-2.2861e-06+0.00025793i,-0.0001105+0.0001251i,0.00032301-0.00017438i,0.00068036-0.00023003i
0.00092354+0.0031967i,0.0016794+0.0030032i,0.0030734+0.0021949i,0.0039613+0.0012493i,0.0029498+0.00050306i,0.0012633-4.274e-05i,0.00019646-0.00023684i,-0.00080314-0.00053322i,-0.00081021-0.00068653i,-7.9681e-05-0.00036621i,-3.5781e-05+0.00029626i,-0.00036375+0.00070677i,-0.00046899+0.00039447i,-0.00013771-5.0867e-05i,-9.7182e-05-0.00022968i,-0.00038582-0.00029245i,-0.00022591-0.00014157i,0.00046107+3.376e-05i,0.00099346+5.6364e-05i,0.0013086-0.00018953i,0.0012981-0.00055362i,0.0007486-0.00040284i,0.00057813+0.00014058i
0.000378-0.00278i,-0.00061189-0.0041095i,-0.0021028-0.004016i,-0.0028426-0.0018393i,-0.0010903+0.00025531i,-0.00030424+0.00088675i,-0.00091967+0.00087692i,-0.0010418+0.00015329i,-0.00079936+0.0003029i,-0.00042643+0.00089749i,-0.00041901+0.0015192i,-5.1674e-05+0.001708i,0.00024447+0.00057917i,0.00040653+4.353e-05i,0.00057178-0.00020107i,0.00033765-0.00042157i,7.6535e-06-9.8289e-05i,-0.0002632-9.7109e-05i,2.2205e-05-0.00033367i,0.00074016-0.00022102i,0.00053281-0.00023208i,-0.00036518-0.00051006i,-0.00022194-0.00035514i
-0.0017414+0.00081787i,-0.0020375+0.0017123i,-0.0020188+0.0019515i,-0.00048378+0.002038i,0.0011579+0.0013593i,0.0010168+0.00038135i,0.00029196-0.000192i,-9.9845e-05-0.0004803i,8.0755e-05-0.00029289i,0.00057075+0.00024162i,0.00025403+0.00055406i,0.00064561+1.8202e-05i,0.0007799-0.00031729i,-0.00067331+6.6741e-05i,-0.0011002+0.00021857i,-0.00063814+1.8488e-05i,-0.00073469+0.00011195i,-0.00065373+8.2931e-05i,-7.8016e-05+0.00088228i,0.00024199+0.00079748i,-0.00034885+0.000676i,-0.00016806-1.5297e-05i,5.451e-05-0.00069759i
-0.0018412-0.00061265i,-0.0013833-0.00048921i,-0.001448-0.00023155i,-0.00066943+0.00088586i,0.00067819+0.001213i,0.00085859+0.0001421i,0.00012499-0.0003512i,-0.00056643+0.00041333i,-0.00043143+0.00087962i,5.2729e-05+0.00089988i,-0.00045392+0.0010478i,-0.0004365+6.6506e-05i,0.00076614-0.00053953i,0.00026292-0.00046795i,-0.00028005-0.00070861i,-0.00051088-0.00063054i,-0.00059908-0.00057783i,0.00072748-0.00042451i,0.00079246-6.9699e-05i,-5.301e-07-4.7375e-05i,0.00024328-0.00011206i,0.00016489+3.9815e-05i,-0.00038543-0.0003338i
9.3994e-05+0.001927i,0.00096771+0.0017361i,0.0010726+0.00083366i,0.001511+0.00089999i,0.0010211+0.00096515i,-6.9332e-05+4.3558e-05i,-0.00052255-0.00065513i,-0.00073215-0.00040951i,7.8607e-05+0.00013501i,0.00056093-0.00011455i,0.00025105-0.0004817i,-0.00016786-0.00064006i,0.00012-0.00062838i,0.00013177-0.00033953i,0.00053307-0.00051279i,0.0011214-0.00065307i,0.00034611-0.00077962i,-0.00065086-0.00042088i,-0.00055966+8.223e-05i,-0.00048273+9.6664e-05i,-8.9532e-05+3.3404e-05i,4.9734e-05+0.00039453i,-6.412e-05+6.9338e-05i
0.00034969+0.001261i,-0.00017987+0.0008511i,0.00025764-0.00035858i,1.4579e-05-0.00025889i,-0.0016266+0.00022497i,-0.001801+0.00034555i,-0.0012284+0.00072639i,-0.0010553+0.0008302i,-0.00070313-0.00030836i,-0.00050908-0.00076981i,-0.00055935-0.000467i,-0.00046241-9.329e-06i,0.00021492+0.00021371i,0.000147-0.00014037i,0.0001373-0.00089251i,-8.0641e-05-0.00063684i,-0.00079952+0.000546i,-0.00030769+0.00038609i,0.0006325-0.00032639i,0.00095358-0.00035725i,0.00083222+0.00056176i,0.00018575+0.0011557i,-0.00025646+0.00036563i
-0.00035072+0.0012586i,-0.00036044+0.0009613i,0.0006452+0.00050159i,0.0011352+0.00058946i,0.00081252+0.00077842i,0.0010747+0.00047912i,0.0010306-1.1475e-05i,0.00053226-0.00033105i,0.00072404-2.6617e-07i,0.00099172+0.00042477i,0.00025445+0.00020669i,-0.00057052-0.00040314i,-0.00038015-0.00043255i,-0.00020137-0.00026465i,0.00023089+0.00041896i,0.0004029+0.00088527i,0.00051282+0.00098256i,-8.5205e-05+0.00097703i,-0.00040837+0.00052471i,-0.00027085+6.8945e-05i,0.00017306-0.00035019i,0.00057832-0.0010773i,9.0853e-05-0.00073514i
0.0027984-6.5016e-05i,0.0018628-0.00079291i,0.00069955-0.0015144i,0.00023646-0.0025422i,-0.00012054-0.0022729i,-0.00085086-0.0010151i,-0.0013018-0.00025437i,-0.0007887+0.00026497i,1.3022e-05-0.00035613i,-0.00026318-0.0010671i,3.3318e-05-0.0007496i,0.00068572+9.9783e-05i,0.00042085+0.00025583i,-0.00029463-0.00014782i,-0.00026043+0.00041328i,0.00013985+0.00011617i,-0.00027316-0.00053827i,-0.00075253-0.00064446i,-0.00022733-0.00042231i,0.00027887-3.2477e-05i,3.6762e-05+2.7436e-05i,-1.4134e-05+4.1012e-05i,9.4421e-05+0.00056294i
-0.00055836+0.001391i,0.00043971+0.001955i,0.0011698+0.0017557i,0.0021505+0.00084741i,0.001837+7.9159e-05i,0.00060764-0.00046804i,-3.7625e-06-0.00080653i,0.00021968-0.00065273i,0.0011004-0.00073433i,0.00076644-0.00023703i,0.00036187+0.00055831i,0.00073463+0.00042578i,0.00035006-0.00026851i,0.00047214-0.00052211i,0.00053006-7.3594e-05i,0.00045187+0.0004122i,0.00035616+0.00041875i,-0.00032081-0.00031184i,-0.00074055-0.00079222i,0.000111-2.879e-05i,0.0012297+0.00068061i,0.0010105+0.00038062i,2.0017e-06+0.00023604i
6.4432e-05+0.00033289i,-0.00039488-0.0013308i,-0.0014462-0.00085837i,-0.002135+0.00094446i,-0.0011414+0.0011101i,0.00028276+0.00061292i,0.00015062+0.00026817i,-0.00012943-0.00010966i,0.00023482-9.0887e-05i,0.0003536-0.00025412i,-9.2699e-05+0.00023487i,-0.00058543+0.00058122i,-0.00079162+2.4666e-05i,-0.00025882+0.00013681i,0.0010728+0.00046001i,0.001293+0.00057503i,0.00053398+0.00045607i,-0.00011695+0.00038828i,4.1255e-05-0.0003162i,0.00094468-0.00071821i,0.00093043-0.00056447i,0.00019457-0.00082094i,-0.00033996-0.0013471i
-0.0019383+0.00045283i,-0.00085103+0.0002226i,-0.00053278+5.6334e-05i,0.00091513-0.00059363i,0.0023427-0.0009026i,0.0017187-0.0013988i,0.00025303-0.00090459i,-0.00048117+0.00039511i,-0.00041498+0.00021224i,-0.00024255-0.00059565i,0.00011809-0.0012251i,-0.00033111-0.001557i,-0.00057245-0.00054017i,2.3298e-05+0.00068512i,0.00011143+0.001096i,-4.5834e-05+0.00020064i,2.4948e-05-4.3567e-05i,-0.00019852+0.00013592i,-0.00030983-0.00043763i,0.00028374-3.7103e-05i,0.00024792+0.00056746i,-0.00037811+0.00011i,4.8906e-05-0.00035922i
0.0011534-0.0035876i,0.00073236-0.0041325i,-0.0004693-0.0029467i,-0.0014302-0.0013418i,-0.0010288+0.000646i,0.00042119+0.0016623i,0.00046256+0.0012133i,-0.00089309+0.00099599i,-0.0009056+0.00026775i,-0.00047382+0.0005069i,-0.00031611+0.00040784i,-0.00033481-0.00042763i,0.00013924-0.00020643i,0.0012173-0.00012725i,0.00098816+0.0003097i,0.00036516+0.00030798i,0.00054606+0.00020362i,-7.7223e-05+0.00017376i,3.9091e-05+1.9024e-05i,0.00057893+0.00024678i,0.00086493+0.00028991i,0.0013104+0.00053611i,0.00094588+0.00058417i
-0.00048082+0.00043921i,-0.0010119+7.9691e-05i,-0.001597+0.00083706i,-0.0020722+0.0010259i,-0.0019131+0.0015035i,-0.0017328+0.0015779i,-0.0012597+0.00051246i,-0.00017334+0.00082278i,0.00075855+0.0014444i,0.0010467+0.00091481i,0.00039547+0.00084923i,-0.00061202+0.00068919i,-0.00085856+0.00016075i,-0.0010171+5.2437e-05i,-0.00085159+0.00027272i,-0.00039398+0.00051516i,-0.00026945+0.00048764i,-0.00036914+0.00049891i,-0.00070732+0.00060893i,-0.00063306+5.5667e-05i,-0.00041305-0.00088201i,-6.8815e-05-9.4049e-05i,-0.00012946+0.00061915i
-0.001572-7.6785e-05i,-0.0013533+0.00022511i,-0.00013347+0.00095653i,0.0010065+0.00057744i,0.0021047-0.00036043i,0.0022786-0.0013431i,0.0019309-0.001327i,0.0020539-0.00086702i,0.001484-0.00063074i,0.00056939-0.00021678i,1.8096e-05+0.0006029i,-0.00016754+0.00084976i,0.00015103+0.00065394i,0.00027743+0.00054501i,9.0179e-05+0.00032435i,-6.0742e-05+6.7533e-05i,5.8616e-05+0.00011315i,0.00027207+0.00039065i,0.00037407+2.7031e-05i,0.00055651+3.6304e-05i,0.00063985+0.00074233i,7.9162e-05+0.00080078i,-0.00058088+0.0004597i
0.0035199-0.0010788i,0.0025109-0.0016772i,0.001776-0.0025221i,0.0013865-0.0024476i,0.00073653-0.0018142i,6.6949e-05-0.00051252i,-0.00019425+0.00064892i,-0.00051413+3.505e-05i,-4.9926e-05-0.0011101i,0.0005481-0.00094667i,1.9423e-05+8.5352e-05i,-0.00033735+0.00035463i,-0.00065936+0.00083827i,4.0192e-05+0.0010381i,0.00072241+0.00054586i,0.00051624+0.00010126i,0.00056008+6.4308e-05i,0.00019621+0.00032225i,0.00013732+0.00019139i,0.00028967-0.00013689i,9.467e-05-0.00042025i,0.00036891-0.00066798i,0.00057632-0.0005803i
0.0015561-0.0029194i,1.2945e-05-0.0027631i,-0.0011465-0.0020866i,-0.0022081-0.0007647i,-0.0029538+0.0014767i,-0.0021078+0.0021961i,-0.0005437+0.00055809i,-0.00033766-0.00085297i,-0.0010708-0.00064687i,-0.0013176-0.00058299i,-0.00038288-0.0011581i,0.00031867-0.00067703i,0.00013108-0.00025191i,0.00025591-6.7439e-05i,0.00071678+0.00036062i,0.0007547+0.00042793i,0.00060013-0.00058007i,0.00050859-0.0011268i,4.265e-05+0.00016934i,-0.00021682+0.00065674i,0.0006086+0.00018851i,0.00097147+0.00030153i,0.00041568+0.00015163i
-0.0022208-0.0014311i,-0.0032246-0.00080271i,-0.0036286-0.00050746i,-0.0027586+0.0004292i,-0.0011753+0.0013644i,0.00043481+0.001303i,0.00090725+7.2567e-05i,0.0010554-0.00058409i,0.00013108-0.00019564i,7.692e-05+0.00037907i,0.00058747+0.0012089i,0.0011694+0.0004791i,0.00097016-0.00070225i,0.00042849-0.0013591i,-0.00016414-0.00058031i,-0.00036389-0.00018211i,-8.368e-05-0.00042477i,-3.2458e-05+0.00012349i,-0.00033899+0.00044533i,0.00019531-0.00014803i,0.00050704-0.0011036i,-0.00021255-0.00099748i,-0.0010036-0.00044822i
0.0010909-0.00053967i,0.00090009-0.0013223i,0.00034744-0.0010998i,0.00016423-0.00072634i,0.00037037+1.3158e-05i,0.00038988+0.00021479i,-0.0004188+0.00039531i,-0.00068799+0.0013279i,4.9328e-05+0.0015615i,0.00019743+0.00016657i,4.0427e-05-0.0002679i,0.00017668-0.00030777i,6.3477e-05-0.00076426i,0.00010186-0.00028416i,0.0014621-0.00012424i,0.0011605+0.00016911i,0.00010503+0.00030968i,8.0015e-06+0.00023127i,0.00011353+0.00039224i,-0.0001773-0.00016963i,-0.0008003-0.00012934i,-0.00074492+8.2297e-05i,-0.00030123-0.00026345i
-0.0015075+0.0029403i,0.00021155+0.0034449i,0.0012558+0.0040012i,0.0017399+0.0033614i,0.0011457+0.0014813i,0.00027822-0.00047374i,-0.00026873-0.00072636i,-0.00087429+0.0004398i,-0.00037714+0.0011554i,-0.00013957+0.00032779i,-0.00026544-0.00010373i,0.00029843+0.00042305i,0.00014676+0.00048515i,0.00028634+6.2989e-06i,0.00062333-0.00033204i,0.00028271-0.000288i,-0.00031514+1.1532e-05i,-0.00024152+7.0496e-05i,0.00040135-0.00038219i,0.00036357+0.00010052i,0.0002762+0.00050429i,0.00071599-0.00040489i,0.00059991-0.00034811i
-0.0027691-0.0022861i,-0.0024595-0.0020461i,-0.0019352-0.0011474i,-0.00051956-0.00034703i,0.0011149-6.9437e-05i,0.0016243-0.00088965i,0.00054676-0.00097454i,0.00022894-0.00047904i,0.0010679+0.00019053i,0.001284+0.0016293i,0.0011807+0.0019293i,0.00067095+0.00044507i,-0.00075531-0.0011826i,-0.00073874-0.0017211i,0.00019703-0.00053184i,-0.00028906+0.000365i,-0.00075673+0.00049132i,-0.00070279+0.00013704i,-0.00018629-6.5398e-05i,0.00017943+0.00030525i,0.00010793+0.00027692i,0.00046754+3.2886e-05i,0.00031183+0.00020122i
6.548e-05+0.00078799i,0.00035212+0.00083753i,0.00076632+0.00033026i,0.00072864+0.00032136i,9.1298e-05+0.0010991i,-0.00083418+0.0015632i,-0.001117+0.00072651i,-0.00065486-0.00017973i,-1.1813e-05-0.00034019i,0.00059756-8.9489e-05i,0.00032016-0.00023547i,-2.5533e-05+0.0001387i,-0.00042869+0.0010472i,-0.0005718+0.00071854i,-0.0010541+0.00029442i,-0.00075252+0.00027513i,4.1576e-05+0.00014232i,-9.0206e-05-8.4165e-05i,-0.00014712-0.00014062i,8.9565e-05-8.0329e-05i,0.00053048-5.9268e-05i,-0.00015433-7.2896e-05i,-0.0012345-5.3745e-05i
0.0010114-0.00061945i,0.00032032-0.0011823i,-0.0009475-0.0013266i,-0.0018359-0.0017814i,-0.0016586-0.0016295i,-0.0015445-0.0010874i,-0.0012156-0.00058367i,-0.0010843+0.00012595i,-0.0005231+8.1538e-05i,0.00021683-0.00034946i,0.00032055-0.00017267i,5.5678e-06+0.00034055i,-0.00064619+0.00029635i,-0.0013919+0.00035346i,-0.00083448+0.00024081i,0.00069431+1.7052e-05i,0.0015511+0.00031461i,0.0010912+0.00079179i,0.00070982+0.00081652i,0.00057737-1.2187e-05i,0.00094636-0.00041876i,0.00074598-5.7625e-05i,-0.00013414-0.00066244i
0.00041478+0.00048025i,0.00030075-0.0012403i,0.00073311-0.00022501i,0.0019832+0.00048138i,0.0025466-0.00043158i,0.0013771+9.6052e-05i,-0.00010711+0.00089373i,-8.0373e-05+3.5963e-05i,0.00038902-8.0607e-05i,0.00032067+0.0002486i,0.00010083+0.00041117i,0.0010453+2.7827e-05i,0.001278-0.00045213i,-0.00026727-0.00048139i,-0.00056529+0.00015509i,-0.00041176+0.0002189i,-0.00016777-0.00016324i,0.00042012-0.00038545i,0.00047335-0.00063437i,0.00030149-0.00047922i,0.00020467-7.9662e-06i,0.00075836-3.1674e-05i,0.00070218-6.6447e-05i
0.0015705-0.00097901i,0.0012264-0.0023019i,0.0010649-0.0011925i,-0.00060944-4.1693e-05i,-0.0020996-0.00022196i,-0.0014584-0.00060252i,0.00033637-0.00073513i,0.0002921-0.00097273i,-0.00016409-0.00054836i,-0.00010564+0.00025584i,6.6539e-05+0.00032559i,0.00026906+0.00014068i,5.4901e-05+0.00063289i,-2.5881e-06+0.00084668i,0.00024423-0.00025551i,-0.00018908-0.00062538i,-0.0011141-0.00056401i,-0.00061863+0.00022799i,0.00045826+0.0013667i,0.00095131+0.0011712i,0.0010787+0.00057635i,0.00043923+0.00059401i,-0.00031688+0.00075474i
0.00085697+0.000249i,-0.00094197-0.0007081i,-0.0017126-0.0016888i,-0.0022254-0.0012185i,-0.0010514-0.00011698i,-0.00029475+0.00046371i,-0.00072244+0.00035317i,-0.00078199+0.000286i,-0.00075776-0.00014394i,-0.00054641-7.3696e-05i,-0.00044443+8.9265e-05i,-0.00087118-0.00072496i,-0.00063197-0.0015334i,-0.00067425-0.0019047i,-0.00060431-0.0011048i,0.00028349-1.517e-06i,0.0002537-0.00018324i,-0.00013924-0.00047129i,-0.00023192+4.9483e-06i,0.0003843-0.00038322i,0.00092409-0.00065079i,0.00072207+4.6494e-05i,-0.00010884-0.00023893i
-0.0021369-0.0026527i,-0.0016532-0.0019167i,-0.0019473-0.00030221i,-0.0016709+0.0012836i,-0.0003678+0.0019326i,0.00022899+0.0013048i,-0.0001248+0.00012085i,-0.00046575+0.00055784i,-0.00075039+0.0012086i,-0.00016617+0.0015166i,-4.468e-05+0.00066913i,-3.0516e-05-0.00020276i,0.00016105+7.9084e-05i,0.00076054+0.00083924i,0.0013876+0.0010685i,0.00097499+0.00056881i,-0.0001587+4.8235e-05i,-0.00037872-0.00035758i,-0.00026483-0.00027474i,-0.00035593-0.00035903i,-0.00012017-0.00046591i,0.00012626-0.00026099i,-0.0003237-0.00063665i
