-0.0013886-0.00038945i,-0.0010596-0.000961i,-0.00042585-0.00073584i,-0.0012208-0.00090359i,-0.0028626-0.001865i,-0.0030489-0.0010163i,-0.0014838+0.00037985i,-0.00082923+0.0006981i,-0.00035387+0.0004287i,-0.0002335+0.00026325i,-0.00049941-3.831e-05i,-0.00010251-0.00017784i,0.00012658-0.00047526i,4.4454e-05-0.00092328i,-0.00037767+4.8443e-05i,-0.00055372+0.00067663i,-0.00068274+0.00046976i,-0.00075527+0.00095299i,-0.00080896+0.0010057i,-0.00037707+0.00035307i,0.00044279-0.00061697i,0.00082533-0.00062527i,0.00060426+0.00018954i
0.00065797-0.00052429i,0.0011563+9.7974e-05i,5.0766e-05+0.0004995i,-0.00017719-0.00049907i,0.00076118-0.00072954i,0.00077855-0.00022285i,0.00014351+0.00034557i,0.0004817+0.00049648i,0.0011871+9.5965e-05i,0.0016753-1.4795e-05i,0.0015486+3.5646e-05i,0.00021938-5.7249e-05i,-0.00030669-1.4222e-05i,-0.00083026+2.9989e-05i,-0.00094278-3.2821e-05i,-0.00041191+1.4935e-05i,-0.00022615-5.4077e-05i,-0.00031047-0.00040089i,6.3313e-05+0.00024886i,-0.00012693+0.00096093i,-0.00059974+0.00050235i,-0.00037045-0.00018082i,9.2493e-05-0.00041359i
-2.7431e-05+0.00038239i,-0.00077105-0.00040306i,-0.0012226-0.00035804i,-0.00066542-0.00036443i,0.00056387-0.00060423i,0.00016308+0.00010898i,-0.00088894+0.0001942i,-0.00054022-4.5267e-05i,2.7167e-05+0.00026021i,0.00032331+0.00028954i,0.00020043-0.00013841i,-0.000237-0.00060874i,-0.00096174-0.00091786i,-0.00096158-0.00089859i,-0.00066948-0.00049493i,-0.00074981-0.00076738i,-2.9515e-05-0.00086032i,0.00046566-8.8974e-05i,0.00094712+0.00039428i,0.0010721+0.00041267i,0.00054084-6.3602e-05i,0.00044333+0.00014078i,0.00054238+0.00050778i
7.0777e-05+0.0009579i,0.00037071+0.00091715i,0.0006701+0.001079i,0.00082211+0.00066149i,0.00050277+0.00062357i,0.00044549+0.00082765i,0.00018538+0.00043074i,0.00022321+4.6081e-05i,0.0001796+7.2086e-05i,-0.00050457-0.00017302i,-0.00060202-0.00024702i,-3.0743e-05-0.00037749i,0.00020028-0.00079914i,2.9597e-05-0.0012554i,7.5581e-06-0.0010672i,-0.0002914-3.8347e-05i,-0.00077576+0.00067563i,-0.00037373+0.00028578i,0.00042528-0.00064891i,0.00072156-0.00022974i,-0.00014144+0.00062949i,-0.00074577+0.00041265i,8.5724e-05+0.0002321i
-0.0010648+0.00042883i,-0.0011081+0.0011653i,-0.00027228+0.001079i,0.0010335-0.00027694i,0.0012446+8.4478e-05i,0.0007843+0.0010301i,0.00043533+0.0010159i,0.00030039+0.00094035i,0.00047315+0.0006744i,0.00054721+0.00060114i,0.00028809+0.00039379i,0.00046608-0.00028324i,0.00038934-0.0013715i,-3.6806e-05-0.0017187i,-0.00029174-0.00079811i,-0.00032676+0.00070571i,-0.00028079+0.0014667i,-0.00070093+0.0012415i,-0.00077887+0.00060129i,-0.00012227+0.00018648i,0.00052029+0.00065227i,0.00072147+0.00052587i,0.00075744-0.00027837i
-8.859e-06+4.6622e-05i,-2.6212e-05+0.00079193i,0.00117+0.00044665i,0.0019392+5.2788e-05i,0.00097556-0.00054033i,0.00012684-0.00042181i,-0.00028683+0.00044083i,-0.00037342+0.00013712i,-0.00016334-0.00064059i,4.4952e-05-0.00060955i,-0.00015561-0.00063983i,-0.00036263-0.00067607i,-0.00042688-3.028e-05i,-0.00048749+0.00040576i,-0.00029141+0.00030821i,-2.3447e-05+0.00054084i,-0.00034696+0.00028272i,-0.00083343+3.8025e-05i,-0.00023317+0.00041798i,0.00013685+0.00023318i,0.00036518+0.00017223i,0.00074712+0.00031455i,0.00074413+0.00073055i
-0.00014568-0.00047976i,3.3297e-05-0.00045927i,0.0004806+0.00026945i,0.00086312+0.00034706i,0.0015636-0.00060828i,0.0012948-0.00037475i,-0.0002109+0.00029743i,-0.00044669+0.00071999i,0.00026686+0.0010086i,0.00034905+0.0010799i,0.00025056+0.00041287i,0.00020437-0.00046948i,8.4036e-05-0.00066211i,-0.00048713-0.00019864i,-0.00063197+0.00015262i,-0.00064061-1.0224e-05i,-0.0011727-0.00024003i,-0.0010637+6.8642e-05i,-0.000689-0.00024468i,-0.00014152-0.00033979i,-0.00037901+7.6842e-05i,-0.00098432-0.00029387i,-0.00034208-0.00072563i
-0.0010708+0.0005295i,-0.00098487-0.00018231i,0.00032859+0.00019098i,0.00094356+6.0505e-05i,0.00134+0.00020962i,0.0011392+0.00063887i,-0.00019433+0.00053052i,-0.00064052+0.00022248i,-0.00053129-0.00057791i,0.00010799-0.00072089i,0.00086081-0.00018918i,5.3481e-05+0.0001427i,-0.00081629-0.00013537i,-0.001186-0.00074095i,-0.00090415-0.0011892i,-0.00026571-0.00065576i,-0.00064543+0.00020928i,-0.00076187+0.00040502i,-0.00064199+0.00023519i,-0.00059738+0.00056032i,-0.00052166+0.00094646i,-0.00084917+0.00079746i,-0.00088888+0.00038604i
-0.00086984+0.00023199i,-0.00093738+0.00085941i,-0.00016225+0.0013384i,0.00060689+0.0012509i,0.0014816+0.0015123i,0.00086393+0.0016521i,-5.4002e-05+0.0012021i,-7.3778e-05+0.00042407i,0.0003697+0.00019267i,0.00038152+0.00012952i,0.0001652+0.00018313i,0.00032024+0.00064054i,0.00010929+0.00025072i,-0.0006736+4.1753e-05i,-0.00069445+0.00042904i,-0.00015574-0.00041647i,-0.00023256-0.00066482i,-0.00056677+6.0315e-05i,-2.4958e-05+0.0005861i,0.00031844-1.1455e-05i,4.1423e-05-0.0011732i,-0.00027301-0.00096323i,-0.0001713-0.00020124i
0.0014525-0.0013163i,0.00015679-0.0010268i,-9.7546e-05-0.0015828i,0.00092452-0.0023737i,8.5187e-05-0.0012685i,-0.00081784-0.00015632i,4.2115e-05+0.00015218i,0.00035584-0.00046706i,0.00014246-0.00074913i,0.00085142-0.00069261i,0.0014154-0.00087102i,0.0010233-0.00042703i,0.0001821+1.1537e-05i,0.00013204-0.00055241i,-0.00055384-0.0010939i,-0.0011324-0.00094575i,-0.00073228-0.00037787i,-0.00038443+0.00028541i,-0.0002035+7.4476e-05i,0.00032204-0.00021895i,-0.00013066+8.8253e-05i,-0.00021426+0.00014995i,0.00056113-0.00017383i
-0.00033411-0.0010103i,-0.00035571-0.00031091i,-0.0004691+0.00073614i,-0.0011152+0.0014138i,-0.0014346+0.0006495i,-0.00097281+0.00028064i,-0.00019213+0.0010959i,0.00014225+0.00031763i,0.00034945-0.0011885i,0.00044852-0.00033938i,0.00022836+0.0015294i,1.778e-05+0.001465i,-0.00089668+0.00040046i,-0.00076581-0.00037422i,-4.9362e-05-0.00040115i,-3.3267e-05-0.000643i,-0.00058819-0.0011415i,-0.00096317-0.00088608i,-0.00042415-0.00044901i,-0.00020515+7.7716e-06i,-0.00034716+0.00012686i,-0.00032806+0.0002967i,-0.00044732+0.00046399i
0.00029594-0.00054144i,0.00022958-0.00039387i,0.00053873-0.0011272i,0.0011427-0.0016602i,0.0011548-0.00092259i,0.00073984+0.00011751i,0.00059096+3.6145e-05i,-0.00011853+4.1447e-05i,-0.0004117-0.00054688i,0.00027632-0.00076425i,0.00076812-0.00026432i,0.00038781-9.9962e-05i,-0.00056579-1.8749e-05i,-0.00096614-0.0004128i,-0.00052241-0.0013349i,-0.00019017-0.0011599i,-0.00040925-0.0003683i,-0.00018664-0.00036337i,-0.00014188+7.067e-05i,-0.00021513+0.0010761i,0.00030266+0.0010243i,0.00060927+0.00017271i,0.00019595+9.1514e-05i
-0.00058154+0.00077894i,6.2288e-05+0.00093006i,0.00098973+0.00071554i,0.0013216+0.00020689i,0.0014108-8.2857e-05i,0.0011666+0.00054769i,0.00073842+0.00088588i,0.0003236+0.0010197i,-0.00013859+0.00046434i,-0.0004331-0.00043253i,-0.00017086-0.00028699i,-0.00043362+0.00044095i,-0.00059104+0.0012274i,-0.00090404+0.0018267i,-0.00069808+0.00088062i,-0.00068544-4.1749e-05i,-0.00057446+0.00019952i,-0.00047099+0.00070656i,3.2694e-09+0.00026302i,0.00051943+0.0002588i,-0.00038162+0.00048375i,-0.00044893+6.9138e-05i,0.00032016+0.00050624i
-0.00082745-0.00020749i,-0.00071522+0.00015629i,-0.00083093+0.0014035i,-0.00026256+0.0010093i,0.00073772+0.00058536i,0.00034916+0.0014376i,-5.4146e-05+0.00085549i,0.00017546-0.00033636i,-0.00017268-0.00012683i,-0.00039832+0.00095123i,5.8788e-05+0.00025218i,-0.00019138-0.0010808i,-0.0010005-0.00078122i,-0.00072046-0.00049421i,-0.00031189-0.00077568i,-0.00032921-0.00061152i,-0.00053466+4.0131e-05i,0.00019628+9.6966e-05i,0.00076045-0.00031011i,0.00022405-0.00042758i,9.9813e-05-9.4952e-05i,-0.00028599+7.1322e-05i,-0.00074791-2.9458e-05i
-0.00046205+0.00059301i,-0.00019864+0.00050389i,2.0754e-05-0.0012354i,0.00072777-0.0015435i,0.00094517+0.00028717i,0.00052648+0.00016548i,0.00064498-0.00054235i,0.0012529-0.00057753i,0.001421-0.00094913i,0.00089982-0.0010361i,0.00071752-0.00046385i,0.00050261-0.00040249i,0.00040371-0.00062524i,0.00056532-0.00059358i,0.00019665-0.00070601i,-0.00060466-0.00085182i,0.00027125-0.00090982i,0.0012679-0.0002388i,0.00086734+0.00026654i,0.00049252+0.00029565i,-7.9299e-05+0.00073622i,-0.00057237+0.00079168i,0.00030579+0.00065359i
0.0022746+0.00020755i,0.0022725-0.00041861i,0.0018877+0.00014999i,0.00042831-0.00021592i,-0.001013+5.3979e-05i,-0.0016827+0.0003634i,-0.001555-0.00026804i,-0.00070744-0.00023756i,0.00066752-2.6565e-05i,0.0017117-0.00013998i,0.0015258-0.00057622i,0.0006745-0.0010455i,-0.00038557-0.00090366i,-0.0003439-0.00036027i,0.00020483-0.00047162i,-0.00023981-0.00062944i,-0.00064478-0.00020783i,-0.00011018+0.00010984i,0.0004034+1.3338e-05i,0.00066971+0.00025151i,0.00054319+0.0010009i,3.0755e-05+0.001122i,-4.965e-06+0.00060312i
-0.00023289+2.7594e-05i,-0.00016199-0.00046754i,0.00096052-0.0010125i,0.0016596-0.0016524i,0.0016205-0.0010605i,0.0011447-0.00040454i,0.0014752-0.0001798i,0.0014506+0.00077074i,0.00079232+0.00055404i,0.00027074-0.0008661i,-0.00028839-0.00096103i,1.2532e-05-0.00053893i,0.00069179-0.00062136i,0.00030712-0.00042085i,-0.00034101-0.00053131i,-0.00037613-0.0010568i,-0.00077095-0.00016072i,-0.00091516+0.00076396i,-0.00023267+0.0004036i,0.00042649+0.00064661i,0.00021061+0.00092778i,-0.00032868+0.00013665i,-0.00080952-0.00057883i
-0.0021806+0.0013601i,-0.0017645+0.0016285i,-0.00032367+0.0025013i,0.00098378+0.0027496i,0.0013317+0.0016651i,0.00042656+0.001337i,-0.0002217+0.0014192i,5.7238e-05+0.0010062i,0.00040865+0.00094093i,0.0002272+0.00067348i,-3.9172e-05+0.00055229i,-0.0003139+7.3793e-06i,-0.0009776-0.0004081i,-0.0013605-4.8775e-05i,-0.00080671+0.0002622i,-0.0002864+0.00020461i,4.8074e-05+0.0001779i,0.00019303-3.6742e-05i,7.2708e-05-7.9918e-05i,0.0003381+1.1945e-05i,0.00044496-0.00022326i,6.4481e-05+5.1408e-05i,-0.00034578-0.000167i
-0.0016607-0.00098534i,-0.0018895-0.0007036i,-0.0028872-0.00036914i,-0.0019914+0.0009405i,-0.0001009+0.0012319i,0.000518+0.00092487i,0.0003368+0.0006303i,-0.00047838+0.00017131i,-0.00085291-0.00027792i,-0.00010253-0.00042172i,0.00056632-0.00078367i,0.00088084-0.00036532i,7.8283e-05+0.00057083i,-0.00045178+0.00060206i,-0.00035194-3.6137e-06i,-0.0005598+0.00018812i,-0.00046829+0.00058749i,0.00037056+0.00044421i,0.0002727+0.0003741i,-0.00014783+0.00053281i,0.00023405+8.0886e-05i,-0.00011573-7.0106e-05i,-0.00014749+0.00036659i
-0.0011866+0.00030674i,0.00082993+0.00076851i,0.0012714+0.00042854i,0.00081307+0.0010218i,0.00075764+0.0017114i,0.00096388+0.001545i,0.00021922+0.0012429i,-0.00025843+0.0007269i,-0.00032981+0.0010308i,-0.001041+0.00083075i,-0.00052673-6.0113e-05i,0.00038151-0.00017884i,0.00050086-0.00015793i,0.00041592-0.0005545i,0.00064722-0.00062716i,0.00017429-0.0009266i,-0.00079947-0.0010106i,-0.00055211-0.00076055i,0.00026846-0.00086743i,0.00052297-0.00075877i,0.00039766+0.00017369i,-0.00010508+0.00066965i,0.0002609-0.00016553i
-0.00032492-0.0021462i,-0.0013057-0.00083266i,-0.00087382-0.00089488i,1.0819e-05-0.00033569i,0.00019151-0.00061432i,0.00011394-0.00077816i,0.000329-0.0001299i,-0.00036751+0.00016088i,-0.00072928-0.00015823i,0.00012966-5.3634e-05i,0.00017139+0.0001139i,0.00029425-0.00067512i,0.00062024-0.00095229i,0.00021827-0.00038772i,-0.00060139+7.2751e-05i,-0.0014781+0.00027155i,-0.0013095-7.3637e-06i,-0.00062645+0.00029016i,-5.4741e-05+0.00080388i,0.00083561+0.00033196i,0.0011293+0.00024854i,-0.00012194+0.00018471i,-0.00095216-0.00015164i
-0.0011312+0.00026231i,-0.00088891+0.00052905i,2.2378e-05+0.0014655i,0.0013511+0.0019651i,0.00095087+0.0022828i,-6.813e-05+0.0019112i,-0.00074406+0.001323i,-0.0008129+0.00097833i,-0.0007427+0.00052061i,-0.00065126+0.00011922i,-0.00020713+0.00022108i,0.00052631+0.00029755i,0.00052174+0.00030264i,7.6462e-05+0.00018782i,-7.644e-05-0.00014056i,-0.00077009-0.0006996i,-0.0012322-0.00097163i,-0.0011471-0.00015545i,-0.001123+0.00035887i,-0.00047308-0.00014862i,4.5849e-05-0.00041915i,-9.0724e-05-0.0001483i,0.00022032+0.00013283i
-0.0018586+0.00050944i,-0.0016793+4.0964e-05i,-0.0013382+0.00045352i,-0.0010526+2.3248e-05i,-0.00041876-0.0013451i,0.0008303-0.00064851i,0.0003071+0.0002845i,-0.00055652+0.00068377i,-0.00084325+0.00075092i,0.00018274+0.00028308i,0.00049197-0.00017824i,-0.00048614-0.0012462i,-0.0011905-0.0016134i,-0.0012818-0.0014043i,-0.00084864-0.0013811i,-0.00079594-0.00086595i,-0.00098478+0.00048817i,-0.00042969+0.0012198i,0.00041938+0.00056826i,0.00062207+0.00014099i,0.00089179+6.2122e-05i,0.00037925+0.00022827i,0.00011621+0.00021514i
-0.00088681+0.0029802i,0.00052067+0.0016842i,0.001667+0.0005379i,0.003429+0.00080615i,0.0041163+0.0020784i,0.0022919+0.0021584i,0.00045387+0.00094763i,-0.0002298+0.00082958i,-0.00013391+0.001201i,0.00024916+0.0011229i,-0.00061421+0.00042372i,-0.00058981-0.00027058i,-9.9814e-05-0.00032867i,-0.00032511-0.00016368i,-0.00032041-2.8842e-05i,0.00022201-2.0318e-06i,0.00051375-6.792e-05i,-0.00023457+0.00018443i,-0.00083229+0.00023894i,-0.00039809+0.0001259i,-0.00039175+0.00017045i,-0.00021796+0.00019297i,0.00061498+0.0001822i
-0.00058543-0.0033831i,-0.0016241-0.0033635i,-0.0012131-0.0022878i,-0.001494-0.0014152i,-0.0020225-0.00051466i,-0.00043107+0.00018345i,0.00054263+0.00048554i,0.0001039+0.0004232i,-8.6142e-05-0.00055527i,-0.00048381-0.00085917i,-0.00098068-0.00067915i,-0.0005284-0.00069225i,0.00018472-0.00015173i,-0.00048608+2.7216e-05i,-0.00090772-0.00029374i,-0.00077296-0.00032869i,-0.0010224+0.00021364i,-0.0012288+0.00015853i,-0.0011841-0.00048828i,-0.00082161-0.00049524i,0.00014286-0.00062201i,0.00029473-0.00069366i,0.00012566+0.00017229i
-0.00019645+2.1218e-05i,-0.00021734+0.00087803i,-0.00068434+0.00098405i,-0.00060035+0.00035075i,-0.0001365+0.00021365i,0.00022972+0.00057456i,0.00068541+0.0014207i,0.00041559+0.00054889i,0.00024815-0.00057033i,0.00036773-0.00048082i,0.00010248-0.00041311i,7.0607e-05-0.00055687i,-0.00095421-0.00075008i,-0.0011807+0.00011139i,-0.00027275+0.001037i,8.6939e-06+0.00047671i,-0.00040737-0.00051082i,-0.00056901-0.00066673i,-0.00029901-9.2217e-05i,-0.0001479-4.3553e-05i,-0.00020161-0.00022014i,-4.8747e-05+0.00020978i,0.00018712-0.00017419i
9.6218e-05-0.0010761i,0.00042594-0.00033561i,0.00080851-0.0002726i,0.0007213-0.0011264i,8.3511e-05-0.001352i,-0.00024451-0.0011826i,1.2403e-05-0.00077567i,0.00025422-0.00047715i,0.00022407-0.00020308i,0.00018165-0.00037671i,0.00058106-0.00032933i,0.00073879-4.3812e-05i,-0.00014343-0.00012808i,-0.00085749-9.3985e-05i,-0.0012463-0.00018101i,-0.0012927+0.00024518i,-0.00024472+0.00040967i,6.07e-05-2.3528e-05i,-0.00018879-8.2368e-05i,-0.00011104+0.00019667i,0.00021907-0.0003323i,0.00045805-0.00068329i,-7.3397e-05-0.00024266i
-0.00020572+0.00087786i,-0.00034188+0.00060237i,-0.00012377+0.00011015i,0.00067514+4.1803e-05i,0.00089714+0.00029526i,0.00066697+0.00055303i,0.0007663+0.00019519i,0.00034286-2.4486e-05i,0.00011226-0.00024826i,0.00036099-0.00035979i,-0.00012506-0.00043257i,-0.00063562-0.0014529i,-0.00067101-0.00073747i,-0.00085131+0.0002316i,-0.00062896-0.00063055i,-0.00058311-0.0012956i,-0.00070885-0.00087184i,-0.00082075-0.00054618i,7.3998e-06-0.00013159i,0.00032781+0.00012388i,-8.2229e-05+0.00039007i,0.00019014+0.00056844i,0.00013153+0.00037898i
-0.00063394-0.0016471i,-0.0007275-0.000952i,-0.00040995-0.00058933i,-0.00096743-0.00042566i,-0.002138-0.00011365i,-0.0018854+0.00051295i,-0.00092824+0.0004791i,-0.00029093-0.00024513i,-0.00035156-0.00039976i,-0.00063701-0.00090426i,-0.0011472-0.0011489i,-0.00074506-0.00044661i,-0.00060818-0.00023279i,-0.00088782-0.00055563i,-0.0011705-0.0010714i,-0.0014772-0.0009874i,-0.0010997+3.4147e-05i,-0.00010239+0.00094684i,-0.00012464+0.0010403i,-0.0005615+0.00069909i,-0.00025249+0.00016025i,0.00066618-0.00024521i,0.00033387-0.00057185i
6.5705e-06-5.8378e-05i,0.00034114-0.0011549i,-9.2165e-05-0.0011175i,4.976e-05-0.00061336i,0.00010533+0.00010884i,0.00045984+0.00060066i,0.0010569+0.0004059i,0.0013336+0.00050715i,0.00072009+0.00023674i,-7.8113e-05+0.00020159i,-0.00011853+7.6657e-05i,0.00012658-0.00044654i,0.00019422-0.001097i,-4.5871e-05-0.0011896i,-0.00023423-0.00090391i,-0.00042775-0.00048959i,-0.00080993+0.00012326i,-0.0007388+0.00093266i,-0.00011276+0.001183i,0.00043613+0.0005511i,0.00043822-0.00037695i,0.00023857-0.00015775i,1.8272e-05+0.00017738i
0.00010306-0.00025092i,-0.0011388-0.0005512i,-0.001261+5.587e-05i,0.00049594+0.0001994i,0.0010371+3.3341e-05i,-0.00012397+0.00024131i,-0.00091561+0.00038605i,-0.0010985-0.00046185i,-0.000461-0.0010056i,-0.0002081-0.0008611i,-4.7314e-05-0.00023482i,-0.00045965-0.00015341i,-0.0011807-0.00055638i,-0.00072888-0.00027508i,0.00012813+0.00030517i,0.00010617-0.00057995i,0.00031174-0.00075319i,0.00059947+0.00022985i,0.00051632+0.00067147i,0.0003311+0.0012053i,0.00045553+0.0013976i,0.00075611+0.00097859i,0.0011208+0.00033798i
0.00067362+6.6629e-05i,0.00141+0.00016151i,0.0020085-0.00028677i,0.0014094-0.00086911i,0.00079841-0.00081946i,0.00038964-0.00049622i,0.00016698-0.00041773i,0.00042103-0.00059156i,0.00090777-0.00027557i,0.00072293-0.00023593i,0.00020866-0.00038902i,-0.00065743-0.00021757i,-0.0019959-0.00055581i,-0.001817-0.00054277i,-0.00051387-0.00031722i,-7.3518e-05-0.00033166i,-0.00046852+3.3633e-05i,-0.000641-0.00032682i,0.00062901-0.00026779i,0.00071015+0.00016853i,-0.00035337+0.00053199i,-0.00042905+0.00047275i,-0.0005184+2.6894e-05i
0.0018838-0.0013205i,0.0012115-0.00227i,0.00070932-0.0031962i,0.00039065-0.0021245i,-0.00070208+0.00010664i,-0.0006358+0.001419i,0.00035802+0.0017783i,0.0001839+0.0011871i,0.00024828+0.00012986i,0.00037025-0.00076139i,0.00037512-0.0010409i,0.00026103-6.3284e-05i,-0.00087037+0.00026185i,-0.00085527+1.4836e-05i,-6.7343e-06-0.00024379i,-0.00060712-0.00055565i,-0.00076881-0.00085446i,1.2549e-05-0.0011657i,0.0004199-0.00066904i,0.00038991-0.00070892i,-0.00018825-0.00082466i,-0.00073886-0.00042256i,-0.00041149-3.1435e-05i
0.00045312-0.0015256i,6.91e-05-0.0017434i,-0.00015616-0.0010817i,-0.00060289-0.00064796i,-0.0012574-0.0010158i,-0.0012333-0.0009566i,-0.00041734-0.00045718i,0.00039765-0.00030935i,0.00045652-0.00083987i,0.00056657-0.00028258i,0.00047899-0.00022861i,0.00044076-0.00058479i,0.00079712+0.00064667i,0.00030227+0.00047311i,-8.1067e-05-0.00068228i,0.00030821-0.00058155i,0.00021029-4.2726e-05i,-0.0006785+5.8256e-05i,0.00030299+0.00011403i,0.0012774+0.00031753i,0.00026231+0.00040833i,-0.00060148+0.00053481i,-0.00050653+0.00091814i
-4.9818e-05+7.4604e-05i,8.5681e-05+0.00054214i,0.0012098+0.00034166i,0.0013356-0.00029643i,0.00068302-0.00038084i,0.00083159+0.00055536i,0.0004839+0.00068978i,-0.00016521-0.00014199i,-0.00015726-0.00017058i,-0.00039905-5.2273e-05i,-0.00027689-0.0002449i,0.0003488-0.00033861i,-0.00014429-0.00023626i,-0.00066884-0.00085382i,-0.00050765-0.0017216i,-0.00087478-0.0017186i,-0.00083195-0.00096377i,-0.00066807-0.00010826i,-0.0005212+9.221e-05i,0.00014001+0.0002733i,0.00039605+0.00046865i,0.00024263+0.00043077i,0.00016185-0.00014014i
-0.00041141+0.00087324i,-0.00033873-0.0002993i,-0.0010101-0.00052424i,-0.00099449+0.00099907i,7.3903e-06+0.0012053i,-0.00049782+0.00041999i,-0.0014341+0.00018149i,-0.00089615+7.7711e-05i,-0.00030985-0.00042477i,-0.00017163-0.00043669i,0.000539+1.0343e-06i,0.0013082-4.3626e-05i,0.0009883-0.00046001i,0.0001536-0.00092656i,-0.00079409-0.0009309i,-0.0010262-0.00048484i,-0.00051916-0.0011i,-0.00025716-0.0010966i,-0.00032524-0.00032779i,0.00039636-0.00035352i,0.00065156-0.00023918i,-0.00031203+2.3167e-05i,-0.00034106-0.00016993i
0.00016521-0.00039501i,0.0010352-0.00046506i,0.0011288-0.0010332i,0.00047529-0.0013824i,0.00038093-0.00048443i,0.00079364+0.00041248i,0.0006914-3.9299e-05i,0.00065863-0.00012934i,1.3199e-05-0.00072764i,-0.00011545-0.001513i,0.00039301-0.0013514i,0.00045761-0.00088218i,0.00044297+6.1114e-05i,-0.00029677+2.5393e-05i,-0.00096728-0.00062697i,-0.00063908-0.00031512i,1.0381e-05+0.00035212i,0.00014238+0.00014714i,0.00023737+0.00021149i,0.00025898+0.00086375i,-0.00046115+0.00042164i,-0.0007635-0.00043138i,-8.28e-05-0.0005019i
-0.00067326+0.0013506i,-0.00069295+0.00084197i,-0.00014819+0.0010587i,0.00054193+0.0011606i,0.001163+0.00087654i,0.00095033+0.00029369i,0.0011971-4.7996e-05i,0.0010723-2.3193e-05i,0.00035212+0.00023375i,-0.00032073+0.00029338i,-0.00021081-4.8645e-06i,0.00028158-0.00088175i,-3.7141e-06-0.0010925i,-0.00037218-0.00025185i,-0.00032883+0.00030466i,-0.00044656+0.00088019i,-0.0009643+0.00094577i,-0.00042883+2.4568e-06i,0.00036171-0.0005224i,0.00033828-0.00027825i,9.7508e-05+0.00021755i,-9.9096e-05-1.927e-05i,-5.686e-05-0.00023563i
-0.0012699+0.0012147i,-0.0013399+0.0011274i,-0.0013396+0.0010159i,-0.00047551+0.00014694i,0.00030188-0.00067898i,0.00062077-0.00047369i,-8.8139e-05-0.00036403i,-0.0011372-0.0014198i,-0.00079539-0.0010527i,-0.00032731+0.00016461i,-0.00062073-1.3887e-05i,-0.00033132-0.00049244i,1.9027e-05-0.00067098i,-0.0002932-0.00037951i,-0.00045884-0.00050563i,-0.00061534-0.00097635i,-0.0010666-0.00076257i,-0.00068691-0.0003003i,-0.00029489-7.9242e-05i,0.00028209-0.00014398i,0.0008135+0.00029871i,0.00051887+0.00046255i,0.00065571+3.1739e-05i
0.00021094-0.00029783i,0.00015196-0.0008664i,0.00087703-0.00069219i,-5.9057e-06-0.00080436i,-0.00026928-0.00051007i,0.00010751+9.6007e-05i,0.00031891+0.00058545i,0.0008371+0.00036201i,0.00085101-0.00031375i,0.00024128-0.00054138i,-0.00050089-0.00064684i,-0.00074495-0.00057603i,-0.00017355-0.00062209i,-1.1423e-05-0.0010492i,-0.00020862-0.001015i,-0.0002345-0.00065332i,-0.000192-0.00020915i,0.00037218+0.00061556i,0.00049785+0.00052493i,0.00045288+0.00081432i,0.00056599+0.0010658i,0.00050744-0.00025122i,0.00094597-0.00094046i
-0.00057354-0.0011303i,-0.00083984-0.00013327i,-0.00022917+0.00039213i,-0.00068097+7.8915e-05i,-0.00070401+0.00035756i,3.1024e-05+0.0009099i,-0.00018868+0.00053002i,8.7517e-05-8.8754e-05i,0.00011748+8.7693e-05i,-0.00039918+0.0010499i,-4.0432e-05+0.00097503i,-0.00045305+0.00025434i,-0.0011076-0.00038753i,-0.00056436-0.00050262i,-0.00016583-0.00039529i,-0.00055284-0.00053913i,-0.0012749-0.00012951i,-0.0012015-4.76e-05i,7.7444e-05+0.00041775i,0.00049139+0.00046942i,0.00012363+0.00027598i,7.97e-05+0.00030269i,0.00020979+0.00021108i
-0.00061078-0.0008507i,-0.00037663+0.0005723i,0.00075729+0.00092153i,0.0015619-0.0003019i,0.0011034-0.0004812i,-0.00055874+0.00079411i,-0.00087854+0.0013789i,0.00080539+0.00029799i,0.0014734-0.00053409i,0.0014965+9.5692e-05i,0.00078599+0.00048805i,-4.3811e-06+7.5225e-05i,-2.6675e-05-8.0698e-05i,-0.00034656+1.982e-05i,-3.0316e-05+0.00011663i,0.00061845-0.00028277i,0.00089704-0.00040321i,0.00066446+0.0004086i,0.00096503+0.00068856i,0.0014082+3.3248e-05i,0.00067887-0.00036414i,-0.00018898-0.00047699i,0.00025244-0.00037817i
0.0016002+0.00016667i,0.00091721+5.6149e-05i,0.00071734-0.00077456i,0.00073359-0.00084057i,0.0010516-3.3559e-05i,0.00015679+0.00069487i,-0.0007225+0.00059029i,-0.00028718+0.00047437i,0.00050572+0.00083008i,0.00075623+0.00060893i,0.00012039-3.0063e-05i,-0.00034927-0.0010133i,-0.00021225-0.0018912i,-0.00014207-0.0017067i,-0.00049425-0.00098539i,-0.00069943-0.00042453i,-0.00070066+0.00023867i,-0.00047902+0.00039507i,8.824e-05+0.00072224i,0.0003427+0.00035776i,0.00032905+4.8679e-06i,0.00022543+0.00031132i,0.00062625+9.378e-05i
