-0.00055251+7.2048e-05i,-0.00024883-8.8436e-06i,-0.00017925-0.00056639i,-0.00037372-0.0018814i,-0.00013042-0.0022803i,-0.00066838-0.00057397i,-0.0013873+0.0010361i,-0.00059836+0.0022387i,0.0013735+0.0016156i,0.0022047+0.00012512i,0.0011364-0.00029046i,0.00056804+0.00027285i,0.00054368+0.00056839i,0.00017784-0.00012481i,3.3118e-06-0.00083244i,-0.00049012-0.000439i,-0.00063887+7.6089e-05i,-0.0006064-0.00081354i,-0.0010323-0.00067736i,-0.00071541+0.00057682i,-0.00013437+0.00047118i,1.2766e-05-0.0002256i,2.8922e-05-0.00042331i
3.2504e-05-0.00081166i,6.9328e-05-0.00068282i,0.00029115+0.00016009i,0.00045321-0.00080551i,0.00044827-0.0028576i,-4.7747e-05-0.0032541i,0.00034931-0.0014499i,0.00085146+0.00045452i,0.0009323+0.00098148i,0.0012696+0.00075388i,0.00071069+0.00044871i,-0.00015652+0.000138i,-0.00014701+0.00019327i,0.00025149+8.774e-05i,1.6187e-06+0.00010664i,-0.00028622+0.00023824i,-0.00017236-0.00031968i,-0.0004698-0.00086698i,-0.0006085-0.00061997i,-0.00027043-9.677e-05i,-9.7642e-05+0.00037372i,2.908e-05-0.00013105i,0.00021548-0.00044931i
-0.00091202+4.6537e-05i,-0.00048442+0.00046737i,0.00062581+0.00036926i,0.0021133-0.00040407i,0.0021421-0.0014956i,0.0010222-0.0018721i,-0.00053676-0.0014046i,-0.00028156-1.5763e-05i,0.0014985+0.0017826i,0.0021265+0.0015419i,0.0013398+7.1936e-05i,0.00089577-0.00027152i,0.0012771+0.00011888i,0.0002795+0.00058901i,-0.00072015+0.00057277i,-0.00056854+0.00035646i,-0.00064591+0.00048943i,-0.00044965-0.00010988i,-0.00040889-0.0010005i,-0.0003056-0.0008098i,-0.00029296-0.00065109i,-0.00025046-0.00058819i,-0.00032921+0.00033048i
0.0014573-0.0012738i,0.0016545-0.0007357i,0.0016564-0.0013711i,0.00067784-0.0035242i,-0.00063595-0.0040642i,-0.0014827-0.00266i,-0.0010339-0.00064174i,0.00023542+0.0012218i,0.00073026+0.0014037i,0.0010066+0.00014348i,0.0002284-0.00019987i,0.00024246-4.387e-05i,0.0005269-0.00023505i,0.0003409-0.00048399i,-7.3525e-06-0.00029226i,0.00021246+0.00042955i,0.0005349+0.00080206i,0.00035764+0.00078528i,-0.00052106-0.00035738i,-0.0012481-0.0011798i,-0.00059241-0.00056032i,-0.00010591-0.00018035i,-0.0011192+0.00011694i
7.8012e-05+3.9579e-05i,-0.00022414+0.0007977i,-0.00039565+0.00037566i,5.077e-05-0.00038058i,0.0010024-0.00095187i,0.00089078+3.6025e-05i,3.2704e-05+0.0012325i,-3.3651e-07+0.0011519i,0.0006082+0.00080852i,0.00066974+0.00079666i,0.00075155+0.00048139i,0.000991-0.00012372i,0.00019814-0.00058427i,-0.00016462-0.00043565i,-0.00037331+5.8827e-05i,-8.4152e-05-4.433e-05i,-0.00016615-0.00026814i,-0.00078801-2.8892e-05i,-0.00092114+0.00035304i,-0.0002964+0.00035771i,0.00054051-0.00018346i,0.00037126-0.00019158i,-0.00033588+0.0012873i
0.00040408+0.00050086i,0.00046797-0.00011899i,0.00063565-0.00031928i,0.00047574-0.00085167i,0.00044422-0.0013765i,0.00059629-0.0010215i,-0.00018943-1.9421e-05i,-0.00060362+0.0012224i,-4.459e-05+0.0018137i,0.0010047+0.0011919i,0.001419+0.00051113i,0.00068196-0.00036578i,-0.00061002-0.00072303i,-0.0012503-2.7082e-05i,-0.00049501+0.0003482i,0.00011168-0.00027815i,0.00024774-0.0006461i,0.00055854-0.00072306i,0.00017126-0.0013322i,-0.00052677-0.0019269i,-0.00090782-0.0014176i,-0.00080811+0.00015916i,-4.3989e-06+0.001178i
0.00055801-0.0003993i,0.00048669+0.00041866i,0.00023423+0.0014047i,-0.00071135+0.00057963i,-0.00048634-0.001154i,-0.0011066-0.0012789i,-0.0017606+0.00048838i,-0.00072277+0.001918i,0.00073772+0.001831i,0.00078351+0.00095549i,2.1614e-05+0.00039025i,0.0006257-0.00031535i,0.0011499-0.00025428i,0.00031932+0.00035222i,0.0001402+0.00017823i,0.0007114+9.5901e-05i,0.00099025-5.085e-05i,0.00037413-0.00048782i,-0.00054969-7.2022e-05i,-0.00022196+0.00013315i,8.6298e-05-0.00076429i,-0.00019496-0.0010796i,-0.00047092-0.00059176i
0.0010016+0.0016253i,0.0013894+0.00068555i,0.0024081-8.0239e-05i,0.0028638-0.0014179i,0.0024298-0.0027112i,0.0007848-0.0029182i,-0.00070186-0.0011161i,-0.00023417+0.00061544i,0.00046265+0.0010318i,0.00053675+0.0008839i,0.00035281+0.00019799i,-0.00016502-0.00069997i,7.462e-05-0.00017409i,0.00031474+0.00085954i,-0.00035843+0.00087408i,-4.0916e-05+0.00032225i,0.00057145+0.00055082i,5.6206e-05+0.00058786i,-0.00098394-0.00063613i,-0.0012858-0.0014369i,-0.00057474-0.0011384i,-0.00011471-0.00043565i,0.00039682+9.7932e-05i
0.00061466-0.00047486i,0.00072531+0.00039678i,7.2371e-05+0.00021967i,-0.001112-0.00027664i,-0.0024504-0.0008941i,-0.0018988-0.0012432i,-0.00059755-0.00036576i,0.00025307+0.0014018i,0.0010102+0.0020259i,0.00080552+0.00058071i,0.0002517-0.00031774i,6.4597e-05-4.6091e-05i,0.00020427+0.00019744i,0.00013412-2.9365e-05i,0.0007783+0.0001576i,0.00096513+0.00051688i,0.0007369-0.00024879i,0.0005105-0.00053861i,-0.00017143+9.9717e-05i,-0.00095766+0.00010187i,-0.0012731+2.3478e-05i,-0.00061329-8.6417e-05i,0.00016365-0.00083855i
-0.0012351+0.00071937i,-0.00070005+0.00091408i,0.0012216+0.001278i,0.0035344-0.00010239i,0.0039079-0.0015808i,0.0022768-0.0017078i,0.00095776-0.00063062i,0.00059337+0.000564i,0.00080811+0.0013577i,0.00071449+0.00099205i,0.00079564+8.3105e-05i,0.0015018-4.5209e-05i,0.0015976-0.00025172i,0.00050907-4.557e-05i,-0.00050729+0.00041002i,-0.00037084+0.0004976i,-0.00014208+0.0005288i,5.4989e-05+0.00014233i,0.00037408-1.1105e-05i,0.00010005+0.00034993i,-0.00017525-6.3145e-05i,-0.00028447-6.0488e-05i,0.00021413+0.00034818i
3.3919e-05+0.00078852i,0.00077515+0.00089033i,6.4608e-05-0.00054905i,-0.00095106-0.0016348i,-0.0016338-0.0025604i,-0.0010985-0.0013272i,-1.5021e-05+0.00073575i,0.00062085+0.0014846i,0.001105+0.0020438i,0.0011696+0.0014563i,0.00068315+0.00024036i,0.00052111+9.8976e-05i,-8.6484e-05+0.0004825i,-0.00039209+9.3628e-05i,-4.0498e-05-0.00060104i,0.00027562-0.00081336i,0.00071799-0.00074333i,0.00073561-0.0003777i,5.2829e-05-0.00065435i,-0.00079154-0.0004996i,-0.00062037-0.0001481i,9.7251e-05-0.00016072i,-0.00037682+0.00016238i
-0.00073127+0.00080461i,-0.00058635-0.00013131i,2.3221e-05-0.00055227i,0.00092824-0.0011504i,0.0010581-0.0019367i,0.00052036-0.0026877i,-0.00090511-0.0012894i,-0.0015498+8.2314e-05i,-0.00019509+0.00018407i,0.00083923+0.00031539i,0.00036699+0.00049334i,-9.2231e-05-6.4261e-05i,0.00061762-0.00094846i,0.00072249-0.00094376i,0.00044238-0.00015101i,0.00082787+0.00017362i,0.00081895+8.0927e-05i,0.00021645+0.00013993i,-0.00034752+0.00038675i,4.2118e-05+0.00032337i,0.0008626-0.00037587i,2.0087e-05-0.00027161i,-0.00072178-0.0003212i
0.00033582+0.0010224i,-0.0008833+0.0002754i,-0.00025212-0.00033979i,0.00053505-0.0006214i,0.0004086-0.0023381i,-0.00096553-0.0023302i,-0.0012037-0.00034057i,-0.00042247+0.0014271i,0.00079342+0.0018451i,0.0013477+0.00064422i,0.0003571+0.00015027i,-0.00060852+0.00046221i,-0.00051679+0.00031049i,0.00065991+0.00028631i,0.0010495+0.00026363i,0.00090616-0.0001568i,0.00085053-0.00046373i,0.00053736+0.00026561i,0.00010608+0.0006698i,-0.00012254+9.8778e-05i,0.00045606-0.00043353i,0.00030658-0.00033386i,-0.00055223-0.00041441i
0.0013036-0.00038072i,0.00058557+0.00045728i,-0.00033857+0.00043586i,-0.0002774-0.00024442i,3.4238e-05-0.0016987i,-0.0003412-0.0013415i,-0.00095561+0.00075765i,-0.00030487+0.0015655i,0.00087054+0.0011892i,0.0011097+0.00051182i,0.00034528-0.00038173i,-0.00064925-0.00075201i,-0.00093098-0.00033968i,-0.00093825-0.00068724i,-0.00067298-0.00049204i,0.00045387+0.00046833i,0.00091834+0.0010377i,0.00082962+0.00035376i,0.0011377-0.00041744i,0.00034369+3.4001e-05i,-0.00054618-7.2185e-05i,-0.00039708-0.00019987i,-0.0007374+0.00017227i
0.0005272+3.8943e-07i,0.0018099-0.0010403i,0.0023868-0.0012846i,0.002601-0.0017179i,0.0020447-0.0019232i,0.00039307-0.0015565i,-0.00026813-0.00086609i,0.00020418-0.00013662i,0.0013775-5.4116e-05i,0.0012091-0.0002877i,0.00034053-0.00022456i,0.00041374-2.1495e-05i,8.6298e-05-0.0001262i,-0.000101-0.00012758i,-0.0001806+0.00010133i,0.00045232-0.00068424i,0.00033099-0.00096916i,-0.00033039-0.00020195i,-0.00014973+8.22e-05i,-0.00028597+0.00025533i,-0.00020002+0.00020176i,-0.00054527+0.00040214i,-0.0012535+0.00032747i
-0.00050681+0.00037359i,-0.00035775+0.00091572i,3.3885e-06+0.00096376i,0.00021732-0.00033041i,0.00014183-0.00084728i,-0.00084683-0.0006916i,-0.0017531-9.2523e-05i,-0.00076952+0.00048245i,0.0015684+0.0010582i,0.0021346+0.00098425i,0.00089554-0.00050529i,0.00062368-0.0011464i,0.00083633-0.0010748i,0.00032032-0.00056499i,0.00014804-0.00030594i,0.00070662-0.00054843i,0.00085145-0.00090104i,0.00028188-0.0010264i,-3.8782e-05-0.00098333i,0.00014588-0.00035786i,0.00028291+3.3099e-05i,0.00027238-0.0006374i,0.00040154-0.00044716i
-0.00056321-0.00042591i,0.00061055-0.0012677i,0.0010079-0.0010052i,0.00087087-0.00076602i,0.0016742-0.0013498i,0.0020107-0.0013889i,0.0011697-0.00074488i,0.00057218+0.00091622i,0.00049498+0.001834i,0.00042722+0.0006168i,0.00046724+2.6931e-05i,0.00043535+0.00026021i,0.00031344+0.00032879i,-0.00040838+0.00032892i,-0.001024+0.00024029i,6.1984e-05-4.6512e-05i,0.00037446-0.00018262i,0.00015794-0.00069257i,-5.1035e-05-0.00057339i,-0.00032423-0.00068243i,-0.00049561-0.0011468i,-0.00077508-0.00025901i,-0.0008805+0.00056019i
0.0011731+0.0014082i,0.00087259+0.0011568i,0.0010438+0.00022888i,0.00034271-0.001703i,0.000222-0.0031594i,0.00088041-0.0024514i,0.00053166-0.0010889i,0.0005171+0.00011731i,0.0013429+0.001589i,0.0012456+0.0010479i,0.00071165+1.9907e-05i,0.00022972+0.0001609i,-0.00052705-5.6839e-05i,-0.00015086-0.00044696i,0.00022057-0.00018837i,0.00027374+0.00026947i,0.00021653+0.00025211i,-0.00056256+0.00054571i,-0.0010234+7.2439e-05i,-0.00039921-0.00088376i,-0.00021322-0.0008564i,-0.00070301-1.8314e-05i,-0.00023235-8.2006e-05i
-0.0006238-0.00048653i,4.5562e-05-0.00025788i,0.00083485+0.0011876i,0.0011008+0.0014229i,0.0016421-0.00015401i,0.0019045-0.00039385i,0.0012691+0.00053325i,0.0011336+0.0009987i,0.0015318+0.0012952i,0.0018447+0.00073645i,0.0011391+0.00052302i,-0.00041577+0.00022006i,-0.00088704-0.00079166i,-0.00063729-0.00065958i,-0.00041104-0.00024697i,-0.00015493-0.00032456i,-0.00023151-0.00029958i,-0.00069945-0.00072692i,-0.0009108-0.00042635i,-0.00048731-6.2028e-05i,0.00068526-0.00042778i,0.0002083-0.00037989i,-0.00065233-0.00032615i
0.00032917-0.00076213i,0.00060382-0.0009307i,0.00054638-0.0017989i,0.001025-0.0018099i,-1.8672e-05-0.0016006i,-0.00069129-0.0014296i,-0.0013445+0.00044946i,-0.0019669+0.0018946i,-0.0007651+0.0022214i,0.00088582+0.0012607i,0.00094506+0.00041736i,0.0005819+0.00029982i,0.00046677-9.8287e-05i,0.00067029-0.00057856i,0.00068968-0.00029891i,0.00024184+0.00047915i,-0.00022039+0.00075131i,-0.0007104+0.00049314i,-0.00036596-0.00030621i,0.00025543-0.0007568i,0.00052926-0.0003152i,0.00054951+0.00031521i,0.00014103+0.00070605i
0.00092612-0.00014659i,0.00054919-0.00048444i,-0.00011637+0.00011813i,-0.00097349+0.00088583i,-0.0016956-0.00024378i,-0.00043511-0.0015965i,0.00074029-0.0013122i,0.0003591-0.00035224i,0.00041986+0.00077648i,0.0012169+0.0010057i,0.00084434-1.2878e-06i,0.00016276-0.00091195i,0.00067163-0.00093162i,0.00014161-0.00026486i,-0.00017056+2.9435e-05i,0.00070373+0.00039496i,0.00078971-2.9594e-05i,-0.00012625-0.00070776i,-0.00070597-0.0004909i,-0.00016987-0.0005719i,1.0352e-06-0.00070968i,-0.00031698-0.00028679i,-0.00080323+0.00074381i
1.2595e-05+0.001369i,0.00063775+0.0010175i,0.0011803+0.00074138i,0.0023369-0.00077811i,0.0030958-0.0027211i,0.0026582-0.003397i,0.0016522-0.0014119i,0.0013467+0.0013827i,0.0014154+0.0018499i,0.0016099+0.00074256i,0.0010242+7.3488e-05i,7.784e-05+9.9222e-05i,-0.00062293+0.00073652i,-0.00096289+0.00063337i,-0.00012288-0.00012377i,-5.0218e-05-0.0004833i,-0.00066472-0.00058256i,-0.0010035-0.00011171i,-0.00045551+0.00042688i,-0.00038678+4.856e-05i,-0.00087417-0.00074114i,-0.00033958-0.00041561i,-0.00018883+6.8967e-05i
0.00088856+0.00029863i,0.00046979-0.00036502i,0.00073253+3.3238e-05i,0.00049261-0.0002i,-0.0001635-0.0018474i,0.00016976-0.0031943i,0.00044063-0.0011082i,0.00075603+0.0010834i,0.0015137+0.0020934i,0.0024074+0.0017767i,0.0017659+0.00068471i,0.0011201-6.6157e-05i,0.00061737-0.00033942i,-0.00046264-2.608e-05i,-0.00048122+0.00018391i,0.00011149-0.00020628i,0.0001252-0.00049434i,-0.00011647-0.00060824i,-0.00091361-0.00038868i,-0.00070655+0.0003157i,-5.032e-06-1.1006e-05i,-0.00029547-0.00072775i,-0.00045549-0.00055779i
-0.00024038+0.00074931i,-0.0006777-4.8723e-06i,0.00039964-0.00075382i,0.00083703-0.0017602i,0.00021307-0.0030103i,-0.00046033-0.003151i,-0.0011756-0.0010046i,-0.00070697+0.0014408i,0.00089902+0.0025963i,0.0011865+0.0016261i,0.00044564+0.00025263i,-0.00033588-0.00047946i,-0.0007214-0.00066928i,-0.00027674-0.00063881i,-0.00080874-0.00031994i,-0.0013526-0.00012023i,-0.000622-0.00029755i,0.0002272-0.00078262i,-0.00016628-0.00054007i,-0.00076544-0.00018789i,-0.000224-0.00017482i,0.00016704-0.00012575i,-0.00034053-6.6892e-05i
-0.00039509+0.00085324i,-1.0352e-05+0.00040934i,0.00028424+0.000648i,0.00035809+0.00012507i,0.00051367-0.0015532i,-0.00069514-0.0017009i,-0.0011213-0.00013315i,-0.00084977+0.0011835i,4.8522e-05+0.0012648i,0.00032398+0.00032065i,0.00035598+0.00056601i,0.00042604+0.00079735i,0.00030179+0.00043527i,0.00038738+0.00055756i,0.00081651+0.00047566i,0.0009071+0.00034331i,0.00073493+0.00014095i,0.00052375-0.00065969i,-4.5023e-05-0.00098982i,-0.00019792+3.4776e-05i,-0.00051559+0.00032302i,-0.00053784+0.00062453i,-0.0001124+0.0008827i
0.00023832-0.00060889i,0.00027538-0.00057679i,0.00041053-0.00095645i,1.8897e-05-0.0010999i,-0.00049999-0.0012536i,-0.00027805-0.0010109i,-0.00020775+0.00017455i,-0.00041954+0.0022297i,0.0007936+0.0024026i,0.0019063+0.0010889i,0.0013032+0.00036769i,0.0012553+0.00034798i,0.0010347+0.00053017i,0.00053059+0.00029353i,0.0011664+0.00039717i,0.00050778+0.000241i,-0.00082842-0.0010352i,-5.1228e-05-0.0011064i,-8.8907e-05-0.00022091i,-0.00042318-0.00083174i,8.0529e-06-0.0016438i,-5.9958e-05-0.0010509i,0.00031162-0.0004795i
-0.0016036-0.0010025i,-0.00056336-0.00018488i,0.00093795-0.00032266i,0.0012156-0.00071499i,0.0007082-0.00081077i,0.00050844-0.00086912i,0.00033706-0.000217i,0.00039275+0.00079279i,0.0014807+0.00089481i,0.0016869+0.00023438i,0.00054838-0.00033839i,0.00019222-0.00014761i,0.00070998+0.00014855i,0.00089293+0.00028991i,0.00053808+9.6842e-05i,-0.00027197-0.00062078i,-0.0002728-0.00084054i,0.00062616-0.00090319i,0.00093908-0.0011167i,0.00033745-9.4287e-05i,0.00031047+0.00055388i,-0.00013289+0.00015215i,-0.00068179-0.00023304i
-0.0012915-0.00012728i,-0.000816-0.00083649i,-0.00052459-0.00048601i,-8.9998e-05-0.00047921i,0.00059097-0.00084122i,0.00071937-0.00093968i,0.0003392+0.00010612i,0.00028616+0.0015285i,0.00041883+0.0018354i,0.00098502+0.0011487i,0.0014992+4.9869e-05i,0.0008805-0.00052412i,5.2661e-05-6.3525e-05i,-0.00010543+0.00039852i,-0.00045924-0.00029504i,-4.0195e-06-0.00081783i,-0.00050603-0.00066206i,-0.0012546-0.00071033i,-0.00034046-0.00027794i,-4.5318e-05+0.00057161i,-3.9785e-05+0.00068981i,-0.00018501+0.00030945i,-5.0379e-05-7.8581e-05i
0.00031366-0.0014083i,0.00044536-0.0021566i,0.00059307-0.0012549i,0.0012742+7.9384e-05i,0.0018229+0.00010894i,0.00083219+0.00034254i,-0.00017421+0.00043654i,-0.00024443+0.0006928i,0.00061045+0.0013689i,0.0013404+0.0012369i,0.0007423+0.00084468i,0.00026797+0.00052874i,0.00043659+0.00027617i,0.00029615+0.00017749i,0.00018902-0.00034754i,0.00037701-0.00088209i,0.00038519-0.0013572i,0.00020217-0.0013403i,-0.00029855-0.0013227i,-0.00011396-0.001336i,-0.00016287-0.00084781i,-0.00021188-0.00014027i,0.0003051+0.00020568i
0.00075932-0.0010184i,-1.8862e-05-0.00061653i,-0.00089522-0.00057704i,-0.0012757-0.00067013i,-0.0014334-0.00085932i,-0.001803+0.00012161i,-0.0015582+0.00044695i,-0.0010005+0.00063966i,-0.00048937+0.0010648i,0.00044688+0.00070133i,0.0010327+0.0001513i,0.0009894+0.00034168i,0.00065281+0.00055916i,0.00048336-0.00032317i,0.00077525-0.00097978i,0.00072195-0.0010206i,0.00015133-0.00021143i,-0.00018927+0.00019509i,-0.00022316+0.00020969i,-0.00032044+0.00017469i,-0.0007762+0.00030993i,-0.0013809+0.00015793i,-0.0012653+5.0204e-05i
-8.7431e-05-0.00049375i,0.00060595+0.00016322i,0.0010848+0.00023868i,0.0024492+0.00014494i,0.0029156-4.9094e-05i,0.0024262-0.00019789i,0.0015879+0.00031933i,0.00047359+0.00079499i,-0.00019011+0.00068853i,0.00051527+0.00034566i,0.00096418+0.00058114i,0.00063516+0.00052314i,0.00098327-0.00017385i,0.00094573-0.00038282i,0.00064331+5.4105e-05i,0.00015298+0.00012432i,-0.00041538-0.00078766i,-0.0002015-0.0013139i,0.00016576-0.0005102i,5.1226e-05+3.8917e-07i,-0.00010217+0.00018251i,0.00015657+1.4432e-05i,0.00044468+0.00018769i
8.2701e-05-9.6095e-06i,-0.00065859-0.00010899i,-0.00081328-7.8152e-05i,-0.00047541-0.000737i,0.00010369-0.0013028i,0.00010994-0.00020475i,6.6806e-05+0.0015005i,0.00079694+0.0019923i,0.0018317+0.0023468i,0.0016534+0.0021374i,0.00060301+0.0010215i,0.00018703+0.00051713i,0.00026876-0.00045127i,0.00040704-0.0011607i,0.00065444-0.0012547i,0.0014933-0.00095332i,0.0014943-0.0002931i,0.00038725+0.00061658i,-0.0002204+0.00059408i,-0.0004347-0.00012423i,-0.0012899-0.00071049i,-0.0014697-0.0004513i,-0.00048976+6.5196e-06i
0.00062757+0.00025331i,0.0011813+0.00041106i,0.0015334-8.4268e-05i,0.0011918-0.00056198i,0.00055076-0.0019226i,0.00038379-0.0015551i,0.0012855-0.00031399i,0.0015603+0.00057882i,0.0013504+0.0014611i,0.0015151+0.0016153i,0.00052211+0.00065582i,-0.00073129+0.00013488i,-0.00048067-0.00040524i,-1.5802e-05-0.0012092i,0.00091798-0.0015304i,0.0014233-0.00099196i,0.001027-0.00032661i,6.4075e-05-0.00035575i,-0.00015681-0.001089i,-7.2447e-05-0.0010833i,-0.00037832-0.00084814i,-6.4152e-05-0.00094496i,0.00041356+0.00033067i
0.00060531+0.00029561i,0.00045028+0.00014225i,0.0012522-0.00018684i,0.0032949-0.0015826i,0.0037685-0.0028033i,0.0013847-0.0020858i,6.4603e-05-0.00093519i,0.0011758+0.00047114i,0.0017701+0.0013258i,0.0006906+0.0014519i,0.00015195+0.00035536i,-0.00016498-0.00077309i,-0.00043764-0.00080844i,0.00016682-0.00017291i,0.00044846-4.3105e-05i,0.00020973-0.00087058i,0.00026553-0.0011063i,-0.00016686-0.0013246i,-0.00050537-0.0011579i,8.0535e-05-0.00072461i,0.00016385-0.00080875i,0.00029917-0.00070355i,1.9998e-05-8.5999e-05i
0.0014969+0.00059213i,0.001416+0.00026024i,0.0015185-0.00033648i,0.0015677-0.00028867i,0.00049393-0.00093423i,-0.00053366-0.001522i,-0.000574-0.0001707i,0.00014954+0.00069447i,0.0010272+0.00038157i,0.0012715+0.00081012i,0.000363+0.0011256i,-0.00066863+0.00043681i,-0.00059387-6.2761e-05i,0.00085113+0.00023845i,0.0012893+0.00023053i,0.00030417-0.00056434i,8.8164e-05-0.00081378i,0.00010495+3.3395e-05i,-0.00033225+0.00039615i,-0.00078859-0.00090141i,-0.00054937-0.0017102i,-0.00016992-0.00092518i,-0.00015186+0.00021609i
0.00077646-0.001286i,0.0010564-0.00038084i,0.00063054-0.00055716i,0.00041479-0.001803i,0.00045931-0.003317i,-0.00027763-0.0029619i,-0.00093634-0.00085784i,-0.0008083+0.00094465i,-0.00024867+0.0014843i,0.00075714+0.0011165i,0.0011095+0.0010038i,0.0005538+0.00122i,0.00057743+0.00034641i,0.00077879-0.0011009i,-1.8135e-06-0.0011585i,-0.00045952-0.00086828i,0.00010682-0.00073396i,0.0001971-0.00049969i,-3.3164e-05-8.3939e-05i,-8.7967e-05+0.00026605i,0.0003203+0.00019315i,0.00043739-0.00020334i,-0.00026565-0.00011798i
-6.8437e-05+0.00016816i,0.00048459-0.00018981i,0.00049857+0.00092996i,-0.00065444+0.00046236i,-0.001226-0.00061758i,-0.00044141-0.00052668i,-0.00018857-0.00037156i,0.0006258-0.00019047i,0.0018278+0.00080152i,0.0013631+0.00071146i,0.00063096-0.00084657i,0.00010086-0.0013054i,-3.2338e-05-0.00029307i,0.00026497+0.00021963i,0.00065221+0.00029467i,0.0011265-6.6787e-06i,0.00067488-0.0007731i,0.00010374-0.00095477i,-5.7549e-05-0.00079506i,-0.0002214-0.00082556i,-0.00039643+1.9922e-06i,-0.00029342+0.00096005i,-0.00014786+0.00076428i
-0.00047627+0.0016201i,-0.00065368+6.6981e-05i,0.00063771+0.00119i,0.0012718+0.0013947i,0.0015605-0.00027808i,0.0017605-0.00086964i,0.0010691+0.00019154i,0.00087092+0.0018499i,0.0011216+0.003189i,0.00070167+0.00243i,0.00026+0.00097615i,0.0004979+0.00041386i,0.00070751-0.00017488i,0.00063419-0.00039162i,0.00066518-0.00035472i,0.00041588-0.00058298i,0.00018389-0.0006002i,0.00027417-7.9736e-05i,-0.00048994-0.00024853i,-0.00030283-0.00078738i,0.00078184-0.00053625i,0.00025822+0.00017474i,-0.00015268+0.00030389i
5.4172e-05+0.00018075i,-7.8177e-05-0.00045091i,-0.00074074-0.0008204i,0.00022887-0.00024329i,0.00096086-0.00050023i,0.00061396-0.0013484i,-0.00033697-0.00082905i,-0.0010312+0.00036248i,-0.00048406+0.0016036i,-0.00044318+0.0015239i,-0.00074027+0.00051664i,7.7029e-05+0.00010559i,0.00058878-0.00015962i,0.00028481-0.00038545i,-1.905e-05+0.00019065i,-0.00028296-0.00027018i,0.00028273-0.0011907i,0.00089455-0.00063355i,0.00014832+0.00029313i,-0.00035876-4.4714e-05i,-0.0001605-0.00025745i,-0.00023734+3.8407e-05i,-0.00029688+0.00065223i
-0.00015323-0.00084715i,-0.00051902-0.00036504i,-3.3487e-05+0.00019283i,0.00038328-0.0006457i,3.7239e-05-0.0024952i,-0.0005111-0.0035391i,-0.00079984-0.0017202i,-0.00037563+0.00082551i,0.00028854+0.0012731i,0.00070077+0.00031772i,0.0010598-0.00041845i,0.001513-0.00065394i,0.00098073-9.7163e-05i,-0.00020498+0.00050463i,0.00023822+0.00077537i,0.00056307+0.0010022i,0.00042804+0.0007468i,0.0005483+4.1187e-05i,-0.00020678+8.4833e-05i,-0.00060392+0.00011442i,-0.00064651-0.00044624i,-0.00031156-0.00039708i,-1.311e-05-0.00010822i
0.00024088+2.3894e-05i,-0.00024704-0.00023889i,0.00014582-0.00076722i,0.00185-0.0010615i,0.0027922-0.0017922i,0.0015584-0.0020759i,0.00029142+0.0001711i,0.0001558+0.0019522i,0.0011582+0.0020166i,0.0014769+0.0010544i,0.0014503-0.000242i,0.0011891-0.00052523i,0.00022325-0.00044312i,-0.00033875-0.00083172i,0.00020483-0.00049534i,0.0015127+2.086e-05i,0.0015929-3.9174e-05i,0.00088546-8.4365e-05i,0.00011684+0.00011767i,-0.00052308+0.00049108i,0.0002734-0.00011129i,0.00055119-0.00076747i,0.00057144-0.00061348i
0.0018501-0.00042004i,0.0011379+0.00078112i,0.0008711+0.00020109i,-0.0008572-0.0010615i,-0.0026841-0.0012155i,-0.0027401-0.00022228i,-0.0017203+9.1707e-05i,-0.0002001+0.0010273i,0.00077515+0.0019107i,0.00078446+0.0010399i,0.00080453+0.00025372i,8.4676e-05+0.00012517i,-0.00011994-0.00037135i,0.00063547-0.00015018i,0.0012691-0.00013369i,0.0014226-0.0013286i,0.00038174-0.0013118i,-0.00039946-0.00017024i,0.00021803+0.00030716i,0.00098873+0.00010158i,-0.00014147+0.00018046i,-0.0012054-1.9695e-05i,-0.00063107-0.00036547i
0.00070378-1.9797e-05i,0.00027815-0.000258i,0.00031711-0.00085724i,0.0013317-0.0019775i,0.0021038-0.0032492i,0.0016529-0.0026421i,0.0010623-0.0012292i,0.0014068+0.00018139i,0.0018244+0.00050631i,0.0014448-7.019e-05i,0.00062332-0.00062454i,0.00073072-0.00046503i,0.00072321+0.0002876i,0.00096165-0.00063528i,0.0013498-0.0017692i,0.0005344-0.0012067i,-0.00028897-3.5372e-05i,-4.3002e-05-0.0001054i,0.00047901-0.00069918i,0.00016948-0.0011365i,-4.226e-05-0.00076785i,0.0001205+1.1438e-05i,0.000337+0.00050418i
0.00031442-0.00096957i,0.00011943-0.00063854i,2.3825e-05-0.0003816i,0.0002369-0.00032883i,-0.00029354+0.00023722i,-0.00041985+0.00046015i,-0.00032514+0.00050752i,-4.7286e-06+0.0012781i,0.00074792+0.0012542i,0.0009035+0.00046578i,7.1825e-05+0.00043631i,-0.00019253+0.00043173i,0.00050649+8.0275e-05i,0.0004234-0.00031215i,-4.3152e-05-0.00055106i,8.8843e-05-0.00014341i,0.00061571-0.00012256i,0.0007561-0.00042899i,-0.00069469-0.00051981i,-0.0013199-0.00027362i,-0.00063589+0.0001445i,-0.00014871+2.1458e-05i,3.2642e-05-0.00046354i
