-0.00036056-0.00049478i,1.4344e-05-0.0015074i,0.00065466-0.00053488i,0.0013571+0.00081848i,0.00072883+0.0011602i,0.00023058+0.00065069i,-0.00049402+0.00066429i,-0.00066047+0.001255i,-0.00076571+0.0017767i,-0.00057966+0.0018988i,0.00074999+0.00091579i,0.00026373+0.00027644i,-0.00062808-0.00010098i,-0.00053208-0.00072462i,-0.00021346-7.8468e-05i,0.0002307+0.00074003i,0.00019525+0.0007675i,-0.00041915+0.00077537i,-0.0008481+0.000548i,-0.00084905-0.00011377i,0.00045681-0.00057858i,0.0013271-0.00035646i,0.00068967-0.00010699i
-0.00079141+0.00058054i,-0.0005285+0.0011891i,0.0001468+0.002434i,-0.0013669+0.00091042i,-0.0036429-0.0046271i,-0.0035293-0.0093319i,-0.0013139-0.0087302i,0.0013725-0.0039105i,0.0034709-1.603e-05i,0.0021503+0.0019175i,-0.00052319+0.0025087i,-0.0015878+0.0013415i,-0.0022173-0.00064116i,-0.0031099-0.0011061i,-0.0031761-5.1772e-05i,-0.0030506+0.00018714i,-0.0027849+0.00026134i,-0.0022972+0.00094037i,-0.0020547+0.00092613i,-0.0011134+0.00052054i,-0.00050024+0.00078126i,-0.00099838+0.00088382i,-0.0013044-0.00037114i
-0.00031716+0.0016476i,0.0006836+0.0018121i,0.0019283+0.0027855i,0.00085311+0.0046798i,-0.004947+0.0049993i,-0.010348+0.0027711i,-0.0081791+6.3348e-05i,-0.001824-0.0022579i,0.0017176-0.0034556i,0.0023082-0.0016966i,0.0014307+0.00096885i,-0.0005328+0.0017081i,-0.0026122+0.0020792i,-0.0023994+0.0027722i,-0.0019568+0.0023657i,-0.002545+0.0014872i,-0.0015022+0.001363i,-0.00051853+0.0012989i,-0.00046912+0.00096877i,-0.00049733+0.00021639i,-0.00066665+9.9491e-05i,-0.0004944+0.00072525i,0.0001591+0.00072651i
0.00042067+0.00044414i,0.0013426+0.00070575i,0.0026199+0.0035925i,0.0037683+0.0076707i,0.0046474+0.01173i,0.0036452+0.013798i,0.0012397+0.009871i,-0.0013658+0.0022336i,-0.002674-0.0021372i,-0.0012904-0.0024796i,0.0011767-0.0013628i,0.0016177+0.00025885i,0.0010007+0.0021364i,0.000912+0.0038935i,0.0011575+0.0042675i,0.001657+0.0041675i,0.0019822+0.0040107i,0.002608+0.0033747i,0.0027706+0.0020934i,0.0021634+0.0013684i,0.0012753+0.0012155i,0.00030034+0.0010117i,-0.00077572+0.0010767i
-0.00063586+0.0016738i,0.0012809+0.0018865i,0.0036459+0.002164i,0.0088337+0.0015128i,0.014597-0.00034555i,0.015856-0.00038581i,0.011211+0.00010666i,0.0021974-0.00097228i,-0.0044999-0.0010656i,-0.0045137-0.0010568i,-0.0006885-0.0015648i,0.0016908-0.0014855i,0.0020223-0.0001584i,0.0013172+0.0005996i,0.00058266+0.00020081i,-0.00018127-0.00028228i,-0.00046448-0.0014283i,-0.00071963-0.002362i,-0.001405-0.0024141i,-0.00066146-0.0017516i,-2.4465e-05-0.00018889i,0.00062438+0.00049817i,0.0013948-0.00076138i
-0.00080111+0.0014703i,8.3187e-05+0.0023405i,0.00026109+0.0028031i,-0.001161+0.00021853i,-0.0024347-0.006106i,-0.0011316-0.01225i,-0.001096-0.012696i,-0.0026075-0.0070492i,-0.0036079-0.001333i,-0.0032455+0.00091704i,-0.0026991+0.00085177i,-0.0026121-0.00035399i,-0.0012657-0.0018203i,-0.00031351-0.0023386i,-0.00029294-0.0025502i,0.00028462-0.0022552i,0.00041506-0.0017489i,0.00043271-0.0015717i,0.00054219-0.0013474i,-0.00017937-0.001379i,0.00031647-0.00084003i,0.0018271-0.00045146i,0.0015625-5.9495e-05i
0.0012113+0.00075402i,0.0018785+0.0018996i,0.0015707+0.0025439i,-0.00035583+0.0015585i,-0.0068565+0.00051948i,-0.013567-1.9662e-05i,-0.011299+0.00011091i,-0.0041097+0.0014073i,0.00050788+0.002633i,0.00021125+0.0030214i,-0.0011202+0.0025821i,-0.0015649+0.0014627i,-0.0025559+0.00062748i,-0.0032328+0.00016329i,-0.0033788+0.00029338i,-0.0034251+0.00091704i,-0.0026078+0.0014423i,-0.0014579+0.0019544i,-0.001176+0.0018224i,-0.00084126+0.00066488i,2.8154e-06-0.00027543i,-0.00022647-0.00079608i,-0.0019862-0.0013998i
-0.001708+0.00018861i,-0.00018998+0.0012951i,0.0015902+0.0053128i,0.0023757+0.011732i,0.0018066+0.019227i,0.00074193+0.02153i,0.00014891+0.015604i,0.0010654+0.0063971i,0.0021061+0.0013841i,0.002388+0.0014385i,0.0018182+0.0022611i,0.00040927+0.0024084i,-0.00092476+0.0022095i,-0.00080929+0.0020329i,-0.00093762+0.0012439i,-0.0017045+0.00024807i,-0.002167+7.6879e-05i,-0.001298+0.00065057i,0.0002174+0.00051706i,0.00032005-0.00051055i,9.663e-05-0.00079618i,-0.00010079-0.00039781i,0.00036214+0.00021344i
-0.0007236-0.00021937i,0.0010727+0.001629i,0.0032942+0.0026898i,0.0076287+0.0022082i,0.013424+0.0021591i,0.017763+0.0029069i,0.016102+0.0011394i,0.0092823-0.0031789i,0.0026115-0.0050697i,-0.0001688-0.003595i,0.00085213-0.0016522i,0.0018038+0.00039738i,0.00078413+0.0018682i,0.00075931+0.0026239i,0.001171+0.0032582i,0.00043899+0.0031216i,0.00070092+0.0024205i,0.0019247+0.0016633i,0.0026525+0.0017475i,0.0016859+0.0010872i,0.00071706+0.00027521i,0.0014896+0.0012495i,0.00185+0.0029012i
0.0010021+0.0020267i,0.002474+0.0015423i,0.0038747+0.0012506i,0.0039821-0.0019515i,0.0052485-0.009633i,0.0081814-0.016815i,0.0064775-0.016432i,0.00057518-0.012022i,-0.0041825-0.0077861i,-0.0055077-0.0047104i,-0.0031795-0.0030047i,-0.00022399-0.0019759i,0.0014074-0.0012969i,0.0017322-0.0013134i,0.00055035-0.0018393i,-0.00054969-0.0020193i,-0.00071298-0.0021378i,-0.00088785-0.0019158i,-0.00042428-0.001743i,3.7561e-05-0.0013059i,0.00036076-0.00012461i,0.00070622-6.2255e-05i,0.00073575-0.0013232i
-0.00033409-0.0001373i,0.0013518+0.00076825i,0.00052434+0.0017618i,-0.0035526+0.0024207i,-0.01202-0.00016853i,-0.018848-0.0052073i,-0.017818-0.0064908i,-0.013021-0.0033853i,-0.0099028+0.0003739i,-0.0070598+0.0030962i,-0.0040446+0.0018099i,-0.0018245-0.00065415i,-0.00053032-0.0011952i,-0.00093129-0.0011622i,-0.0011919-0.00092761i,0.0002133-0.00041467i,0.00099519-0.00041462i,0.00020869-0.00054445i,-0.00049644-0.00053091i,-0.00025177-0.00074554i,8.2577e-05-0.00043895i,0.00063638-0.00029343i,0.0019828-0.0010373i
0.001326+0.00030542i,0.0016869+0.0020731i,0.0025194+0.0044433i,0.0016706+0.008266i,-0.002229+0.013642i,-0.0067666+0.01792i,-0.00749+0.016385i,-0.0049789+0.011179i,-0.002575+0.0074773i,-0.00079792+0.0054231i,1.0715e-05+0.0039373i,-0.00078189+0.0013938i,-0.0025533-0.001142i,-0.0036226-0.0015184i,-0.0043988-0.00011741i,-0.0050123+0.0018867i,-0.0048717+0.0026554i,-0.003619+0.0019664i,-0.0020751+0.0016775i,-0.00083655+0.0016862i,0.00064804+0.00085868i,0.00055164+0.00045212i,-0.0015941+6.6718e-05i
0.0017369+0.00074277i,0.0017234+0.0020962i,0.003841+0.0030519i,0.008358+0.004596i,0.015326+0.008553i,0.020222+0.012554i,0.018409+0.011687i,0.013168+0.0067832i,0.0090339+0.002206i,0.0067652+3.8854e-05i,0.0036173+0.00060626i,-0.00043068+0.0016565i,-0.0023694+0.0013118i,-0.0013852+0.0013132i,0.00097639+0.0013186i,0.00219+0.00058868i,0.0023236+6.4943e-05i,0.0024013-0.00036839i,0.0028148-0.00078188i,0.0019246-0.00095469i,0.00051408-0.00076702i,0.0007235-0.00036437i,0.0010938-0.00095825i
-0.0020367+0.0013271i,-0.00028916+0.0018249i,0.001605+0.0025681i,0.0045677+0.00057669i,0.0093224-0.0077093i,0.014657-0.016572i,0.014259-0.017953i,0.0094128-0.015091i,0.0043469-0.011284i,0.0011253-0.0074055i,0.00054173-0.0040805i,0.00026786-0.0011723i,-0.00055629+0.0019457i,-0.00076016+0.002791i,-0.00076094+0.0018702i,-0.00026396+0.0021178i,0.00098847+0.002811i,0.0013596+0.0024679i,0.0014907+0.0011913i,0.0016678+0.00060076i,0.00097365+0.00060135i,0.0010377+0.00050472i,0.0024981+0.0010658i
-0.00024638-0.00032368i,0.0011429+0.00057516i,0.0019772+0.0014031i,-0.00138-0.00052553i,-0.0090882-0.0063241i,-0.014615-0.013654i,-0.0145-0.016434i,-0.012426-0.014071i,-0.011429-0.0087935i,-0.0093107-0.0030252i,-0.0046763-0.00010792i,-4.4553e-05+0.00015749i,0.0016633-0.0001566i,0.00083995-0.0014092i,-0.0012637-0.0034637i,-0.0036566-0.0043468i,-0.0040812-0.0036555i,-0.0026974-0.0027478i,-0.0014441-0.0015731i,-0.00012701-0.00063872i,0.00027771-8.8581e-05i,-0.001051-0.0001356i,-0.0014206-0.0004046i
0.00094265+0.0020402i,0.00070218+0.0023938i,0.0015595+0.0049189i,-0.00012528+0.0087753i,-0.0073371+0.013493i,-0.01566+0.016316i,-0.018372+0.014523i,-0.015221+0.010466i,-0.01092+0.0079174i,-0.0069196+0.0068564i,-0.0030876+0.0038567i,-0.0014574+0.0003073i,-0.00072317-0.00079094i,-0.00040719-4.2904e-05i,-0.00075181+0.0018805i,-0.00015706+0.0034704i,0.00012277+0.0025802i,-0.000348+0.00092957i,-0.00080592-8.5226e-05i,-0.00094559+1.6089e-05i,-0.00087907+3.1236e-05i,0.00021823-0.00035637i,0.00096237-0.001394i
-0.0011542+0.0011102i,0.0011893+0.00095006i,0.0029298+0.0031298i,0.0070654+0.007166i,0.013731+0.013606i,0.017471+0.019045i,0.015682+0.018222i,0.0098164+0.014422i,0.0050319+0.011318i,0.0035057+0.0081604i,0.0022389+0.004943i,-2.3138e-05+0.0015377i,-0.0027463-0.0011047i,-0.0045081-0.00057926i,-0.0044045+0.0016846i,-0.0033349+0.0040717i,-0.0031557+0.0049718i,-0.0029915+0.0043954i,-0.00076076+0.0031257i,0.0012515+0.0014884i,0.0018951+0.00034858i,0.0014274+0.00076947i,0.00057559+0.0013073i
-0.00069611+0.00075119i,0.00073126+0.0018953i,0.002916+0.0032755i,0.0073163+0.0015993i,0.014235-0.0048322i,0.021726-0.011507i,0.022388-0.012493i,0.017563-0.0080709i,0.012972-0.0040088i,0.008118-0.0025594i,0.0039108-0.001494i,0.00093725-0.000399i,-0.0014868+0.00025152i,-0.00098295+0.0011001i,0.0020808+0.00037293i,0.0045024-0.0020532i,0.0046682-0.0034954i,0.0028918-0.0031146i,0.0019614-0.0020434i,0.0016652-0.00089498i,0.0010854-0.00043848i,0.00028019-0.00058863i,-0.0008029-0.00044383i
0.0030096+0.0015408i,0.0041994+0.0021551i,0.004988+3.2205e-05i,0.0011728-0.005375i,-0.0071241-0.01488i,-0.013061-0.023748i,-0.011601-0.02495i,-0.0063342-0.020915i,-0.0035058-0.016134i,-0.0028607-0.010802i,-0.0016133-0.0050223i,-0.00065597-0.00096919i,-0.00052233+0.0016286i,-0.00040302+0.0029796i,-0.00056877+0.0011892i,-0.0013829-0.00039899i,-0.0011936+2.6226e-05i,-0.00059166-0.00056911i,0.00027504-0.001526i,0.00064985-0.0019249i,4.1915e-05-0.0021993i,0.00070364-0.0026037i,0.0024858-0.0025364i
-0.00081804+0.0015714i,9.3463e-05+0.0026168i,0.0018215+0.0042519i,-0.00019464+0.0087089i,-0.010051+0.012916i,-0.021709+0.012219i,-0.023981+0.0074414i,-0.019118+0.0012746i,-0.015503-0.0017785i,-0.011528-0.00081047i,-0.0057665+0.00021622i,-0.0007577+0.0013944i,0.0018567+0.0019017i,0.00095053+9.6671e-07i,-0.0027372-0.0015436i,-0.0056421-0.0015211i,-0.0050791-0.0017884i,-0.0036566-0.0021143i,-0.0025427-0.0013775i,-0.0018358-0.00086228i,-0.0012229-0.00045379i,-0.00048952+0.001212i,-0.00072336+0.0023606i
0.00016918-0.00053174i,0.0018156+6.5519e-05i,0.001893+0.0010585i,0.0028499+0.0048101i,0.0072628+0.016223i,0.011197+0.028583i,0.008909+0.029394i,0.0018912+0.020995i,-0.0023607+0.014826i,-0.0022971+0.011736i,-0.0016348+0.0076078i,-0.00051755+0.0021065i,0.00092128-0.0023331i,0.00033251-0.001993i,-0.00028851+0.0023663i,0.0012186+0.0066897i,0.0014561+0.006598i,-6.8184e-05+0.0037788i,-0.0010005+0.0025257i,-0.0011295+0.0028183i,-0.00077183+0.0021366i,-8.3061e-05+0.00022256i,0.00017978-0.0012702i
-0.0035528-0.00041998i,-0.0019263+0.0018286i,0.0015603+0.0047927i,0.0080851+0.0035545i,0.019396-0.0021396i,0.028823-0.0070864i,0.027344-0.0075176i,0.019689-0.0034408i,0.013102+0.001548i,0.007864+0.0033595i,0.0043167+0.0032076i,0.0013776+0.00062532i,-0.0018629-0.0024076i,-0.0025203-0.00097862i,-4.8401e-05+0.0009914i,0.0018249+0.00065853i,0.0021675+0.00086971i,0.0021283+0.0020419i,0.0019959+0.0021199i,0.0020706+0.0012295i,0.0028769+0.00074945i,0.0030756+0.00068098i,0.0019547+0.00064227i
0.0018714-0.00052938i,0.0026945+0.00097593i,0.0025609+0.001295i,-0.00041522-0.0026252i,-0.0049574-0.014528i,-0.005033-0.026915i,-0.0014035-0.028399i,0.0019854-0.021369i,0.0042608-0.014887i,0.0046881-0.010686i,0.0036004-0.0062745i,0.0011877-0.0026653i,-0.0019836+0.00023347i,-0.0023151+0.00073267i,0.00021776-0.0026462i,0.002396-0.0062845i,0.002501-0.0065003i,0.0019917-0.0046745i,0.0020814-0.002659i,0.0017661-0.0022861i,0.0014248-0.0033637i,0.00076867-0.0034748i,0.0004882-0.0020002i
-0.0014625-0.0010292i,0.0014359+0.00015986i,0.0035595+0.0026811i,-0.00048762+0.0059196i,-0.013192+0.0074037i,-0.027333+0.0070999i,-0.02924+0.0036616i,-0.021158-0.0029086i,-0.014506-0.0076364i,-0.010154-0.0071737i,-0.0055514-0.0043845i,-0.0029522-0.001594i,-0.0015635+0.0015721i,-0.00051169+0.0023717i,-0.0029543+0.0013153i,-0.0072726+0.0012784i,-0.0070598+0.00096772i,-0.0034984-0.00040746i,-0.0014808-0.0017247i,-0.0025944-0.001996i,-0.0032152-0.0015038i,-0.0021634-0.0006242i,-0.0005329-0.0003719i
-0.00010071-0.00030458i,-8.03e-05-0.00021875i,-0.00031858+0.0002584i,0.0010154+0.0044757i,0.00080624+0.018507i,-0.00076117+0.031228i,-0.00093542+0.028179i,-0.0037652+0.017257i,-0.008939+0.009853i,-0.0098485+0.0071863i,-0.0060509+0.004165i,-0.00037842+0.0018665i,0.0029022+0.001936i,0.0021317+0.0012677i,-0.0010655+0.0014444i,-0.0034035+0.0031752i,-0.003292+0.0030429i,-0.0025507+0.0019097i,-0.0025285+0.0010267i,-0.0025409+0.0016266i,-0.0021279+0.0026853i,-0.0018728+0.0026728i,-0.0017238+0.0022503i
-0.00018355+0.0022711i,-0.00055082+0.0044477i,0.0005312+0.0072401i,0.0063219+0.0062236i,0.019952+0.003713i,0.033257+0.0039011i,0.03341+0.0050926i,0.021836+0.0052022i,0.01125+0.0066074i,0.0057932+0.0080547i,0.0022986+0.0067059i,0.00075424+0.0030934i,0.00052567-0.0013785i,0.00047396-0.0021143i,0.002218+0.002334i,0.0048006+0.0062007i,0.0055879+0.0058852i,0.0042207+0.0048118i,0.0016536+0.0040411i,-4.616e-05+0.0033327i,0.00057501+0.002749i,0.0019749+0.0017277i,0.0013653+0.00076861i
0.0026174+0.0033327i,0.0027955+0.0055149i,0.0055962+0.0053458i,0.0043765-0.00076091i,0.0023962-0.014329i,0.0025531-0.026358i,0.0027053-0.02723i,0.0047056-0.019288i,0.0084562-0.011154i,0.0094619-0.00508i,0.007494-0.001253i,0.003697-0.00081672i,-0.00032111-0.0025072i,-0.0023047-0.0025722i,-0.00031823-0.0031392i,0.0021679-0.0055894i,0.001362-0.0060364i,0.0013756-0.0043634i,0.0026891-0.0026042i,0.0027656-0.0023581i,0.0024528-0.002537i,0.0030194-0.001327i,0.003024-4.1172e-05i
-0.00031545-0.00048138i,0.0023327+0.002217i,0.005504+0.0053864i,0.0017128+0.007772i,-0.014291+0.0041331i,-0.028915-0.0053163i,-0.028112-0.010512i,-0.018106-0.010953i,-0.010012-0.011364i,-0.0044687-0.009647i,-0.00033284-0.0066412i,-0.00026033-0.0039203i,-0.003034-0.00046979i,-0.003745+0.001385i,-0.0023057-0.00017828i,-0.002499-0.0035971i,-0.0037455-0.0053i,-0.0040684-0.0048192i,-0.0030487-0.0042494i,-0.0020288-0.0040874i,-0.0020199-0.0041707i,-0.0015821-0.0039389i,-0.00053402-0.0031197i
-0.0011142-0.0002649i,-0.00077919-0.0014337i,0.00017849-0.003079i,0.0019313-0.00024299i,0.0011795+0.011954i,-0.0030212+0.026403i,-0.0068873+0.028032i,-0.0092971+0.017173i,-0.01104+0.0071829i,-0.0097233+0.0020134i,-0.006508-0.0017384i,-0.0040301-0.0018528i,-0.0014899+0.0013606i,-0.00027176+0.0033378i,-0.0033197+0.0041945i,-0.0074418+0.0062447i,-0.0077983+0.0070849i,-0.0052434+0.0047142i,-0.003742+0.0011895i,-0.0038605+0.00035175i,-0.0032877+0.0008337i,-0.0014612+0.00070964i,-0.0003475-0.00029876i
-0.00055891+0.0035536i,-0.00149+0.0042107i,-9.5976e-05+0.0043773i,0.007116+0.0038617i,0.019667+0.0073939i,0.02612+0.012749i,0.023423+0.011328i,0.014845+0.0081301i,0.0053822+0.0084328i,-0.00072971+0.0077447i,-0.0044127+0.0059506i,-0.0045612+0.0048117i,-0.00066872+0.0029302i,0.0020212+0.001369i,0.0024094+0.0022496i,0.0031137+0.0036491i,0.0040216+0.0041605i,0.0034742+0.0047334i,0.0024738+0.0052827i,0.0014741+0.0058683i,0.00026318+0.0051301i,-0.00039852+0.0037004i,-0.00061352+0.0026126i
-0.0043684-0.0026732i,-0.00036642-0.00086685i,-0.0079381+0.0063869i,-0.011107+0.0056818i,-0.0048349-0.0090617i,0.011258-0.023819i,0.019313-0.027723i,0.015583-0.018809i,0.0091748-0.006296i,0.0041966+0.0027247i,0.0024113+0.0070337i,0.0027913+0.0051363i,0.0019219-0.0010668i,0.00017737-0.0045599i,0.0010748-0.0030112i,0.0044717-0.0010278i,0.0057717-0.0012499i,0.0046951-0.0023577i,0.0043507-0.0028353i,0.0044447-0.0019882i,0.0040884-0.0014811i,0.0035776-0.0016329i,0.0037852-0.0010318i
-0.0010201+0.00032258i,0.0039403+0.002364i,0.0078569+0.0068619i,0.0046723+0.010141i,-0.0086856+0.0065297i,-0.021235-0.0013294i,-0.023845-0.0071289i,-0.016543-0.010474i,-0.0075532-0.010127i,-0.0011386-0.0056017i,0.0041608-0.0017895i,0.005492-0.0018152i,0.00083243-0.0024672i,-0.0038168-0.0017347i,-0.0040997-0.0034359i,-0.0037733-0.0065216i,-0.0042013-0.0071171i,-0.0024476-0.0057192i,0.00011865-0.0044667i,-3.7154e-05-0.0040572i,-0.00071262-0.0028113i,0.00030841-0.00090247i,0.0010009-0.00037453i
-0.0008221+0.00077128i,0.0014462-0.0011338i,0.0069997+0.00054784i,0.011223+0.008095i,0.0030496+0.020705i,-0.011477+0.025475i,-0.016114+0.018238i,-0.014286+0.0078943i,-0.012919+0.0007587i,-0.0086099-0.0028202i,-0.0022875-0.0054068i,-0.00083119-0.0062856i,-0.0033212-0.0029748i,-0.0043738+0.001638i,-0.0045442+0.0028997i,-0.0064898+0.0026498i,-0.0080709+0.0031658i,-0.0081393+0.0026733i,-0.0066996+0.0012258i,-0.0051039+1.4484e-05i,-0.0044042-0.0010302i,-0.0036105-0.0012597i,-0.0025676-0.0010542i
-0.00080683+0.0032124i,-0.0020381+0.0017055i,-0.0013049-0.0031262i,0.0056596-0.010052i,0.021294-0.0067634i,0.033524+0.0058466i,0.030145+0.013334i,0.01625+0.012462i,0.0033152+0.009964i,-0.0025741+0.0063245i,-0.0051546+0.00093117i,-0.0062891-0.0013879i,-0.0036031+0.00067008i,-0.00071471+0.0031782i,-0.00064013+0.004321i,-0.0013446+0.006312i,0.00027896+0.0082534i,0.00081725+0.0073515i,-0.00087647+0.0052286i,-0.00059122+0.0042092i,0.00094121+0.003515i,0.0013842+0.002823i,0.00066663+0.0016239i
-0.0003513+0.00068635i,-0.0028823+0.0062034i,-0.0059628+0.009589i,-0.0079705+0.0057533i,-0.00084808-0.0051145i,0.0086016-0.0129i,0.01029-0.013913i,0.0095348-0.0086769i,0.0084462-0.0032463i,0.0036345+0.00034685i,-0.002068+0.0044531i,-0.0030785+0.0064882i,0.00073949+0.0044511i,0.0038607+0.00026164i,0.005646-0.0023802i,0.0073714-0.0022424i,0.0071156-0.0013635i,0.0050517+3.7992e-05i,0.0048374+0.0015271i,0.0049004+0.0018635i,0.002513+0.0016428i,0.00072622+0.0014328i,0.00093809+0.00098087i
0.0011396+0.0020131i,0.0049618+0.0052211i,0.0070378+0.012926i,-0.0015413+0.016766i,-0.019874+0.0036824i,-0.027733-0.01731i,-0.019476-0.022773i,-0.0091377-0.017826i,-0.0034911-0.013051i,-0.00081668-0.0052201i,0.0027568+0.0025216i,0.0047747+0.0039197i,0.0028434+0.00078071i,-0.0010083-0.0012698i,-0.0029184-0.0019921i,-0.0020248-0.0045684i,-0.0007065-0.0074003i,0.00011173-0.0076177i,0.0013375-0.0068807i,0.0018053-0.0068013i,0.0011058-0.0046821i,0.00011731-0.0024747i,0.00051796-0.0024703i
-0.00072082+0.00048518i,0.005465-0.00057221i,0.014926+0.0010725i,0.021701+0.008506i,0.015938+0.020767i,0.0025885+0.029345i,-0.0069669+0.024524i,-0.011186+0.010385i,-0.011181+0.0012303i,-0.0060826-0.00035545i,0.001379-0.00090275i,0.0049164-0.0031i,0.0014159-0.0034538i,-0.0038158-0.0021754i,-0.0058164-0.0024097i,-0.0072566-0.0027795i,-0.0080604-0.0011769i,-0.0068504-0.00051179i,-0.0057103-0.0014445i,-0.0049229-0.0012227i,-0.002914-2.6763e-05i,-0.001485+0.00059573i,-0.0020443+0.00018505i
-0.0011803-0.0028639i,-0.00015447-0.0048979i,0.0035381-0.010188i,0.013487-0.009998i,0.020683+0.0062903i,0.016245+0.019539i,0.0087921+0.015656i,0.002668+0.010054i,-0.0029139+0.0089918i,-0.0032828+0.0058693i,-0.0014013-0.00061263i,-0.0020859-0.0043259i,-0.0034121-0.0023664i,-0.0024455+0.0021897i,-0.001012+0.0057042i,-0.00173+0.008147i,-0.003842+0.0090953i,-0.0048611+0.0070582i,-0.0042406+0.0051061i,-0.002982+0.0041262i,-0.0018865+0.0028046i,-0.00090365+0.001419i,0.00056181+0.0013947i
-0.00061127+0.0034824i,-0.0054691+0.0052998i,-0.014787+0.0025116i,-0.021471-0.013037i,-0.0095972-0.035553i,0.012652-0.041626i,0.020076-0.02696i,0.01447-0.0099279i,0.0092552-0.001095i,0.0038741+2.4289e-06i,-0.0028747-0.00063604i,-0.0064628+0.00061176i,-0.004555+0.0023067i,-0.00054475+0.0018625i,0.0017012+0.001613i,0.0038461+0.0026544i,0.0067077+0.0034707i,0.0086729+0.0029209i,0.007823+0.0032873i,0.0055869+0.0034541i,0.0050818+0.0012255i,0.0044498-0.00035324i,0.00306-0.00081058i
0.00045121+0.003421i,0.00056791+0.0091229i,0.00018192+0.020974i,-0.0043046+0.027544i,-0.010592+0.019606i,-0.014321+0.0067756i,-0.013255-0.0010116i,-0.0053393-0.0053563i,0.00082204-0.0076032i,-0.00032051-0.0054498i,-0.0025892+0.00064614i,-0.0020375+0.004577i,-0.00034269+0.0036814i,0.0010075-0.00017976i,0.0023553-0.0031078i,0.0031791-0.0041254i,0.0027288-0.0042002i,0.002406-0.0028747i,0.0032912-0.0025859i,0.0026958-0.0034551i,0.00057354-0.0023891i,-0.001182-0.0010907i,-0.0010596-0.0015133i
0.0025752+3.4643e-05i,0.010327+0.0023426i,0.02056+0.013266i,0.01921+0.0311i,-0.0049408+0.038952i,-0.026008+0.024644i,-0.020954+0.0065302i,-0.011579-0.0027726i,-0.011582-0.0054135i,-0.010189-0.00086735i,-0.0030794+0.0043424i,0.003421+0.0042981i,0.0030257+0.00068992i,-0.0016097-0.0012501i,-0.0051795-0.0018057i,-0.0069125-0.0037945i,-0.0073867-0.0069275i,-0.0061302-0.008898i,-0.0041629-0.0088674i,-0.0037099-0.0067898i,-0.0034138-0.0038472i,-0.0028084-0.0012489i,-0.0023254+0.0003257i
0.0019346+0.00064091i,0.0016049-0.0047601i,0.010731-0.018829i,0.029887-0.030451i,0.048171-0.022924i,0.049861-0.0024922i,0.033338+0.0072038i,0.010822+0.0052503i,-0.0023419+0.0053381i,-0.0016091+0.0063945i,0.0034525+0.0025735i,0.0041862-0.002531i,0.0010351-0.0024783i,-0.0011286+0.00096032i,-0.0017694+0.0030746i,-0.0022221+0.0051007i,-0.0031041+0.0071389i,-0.0036531+0.0072831i,-0.0034219+0.0059372i,-0.0027706+0.0052818i,-0.0012363+0.0043154i,0.00058221+0.0033853i,0.0015341+0.002879i
-0.0018698+0.001156i,-0.0063841-0.0017382i,-0.012651-0.0093285i,-0.012145-0.017477i,-0.0024879-0.014767i,-1.7893e-05-0.0051341i,-0.0058082-0.0026302i,-0.0059112+0.00026466i,0.0010308+0.0062558i,0.0061046+0.0040209i,0.0046657-0.0029583i,0.00063512-0.0049451i,-0.0012478-0.0027198i,-0.0004993+0.0016775i,0.00090078+0.0055877i,0.0014421+0.0067419i,0.0014804+0.0067967i,0.00042595+0.0064881i,-0.001402+0.0062042i,-0.0016171+0.0046801i,-0.00085822+0.0020411i,0.0007162+0.00026138i,0.0021998-0.00036847i
0.00038785+0.0020622i,-0.0031439+0.011304i,-0.018671+0.023679i,-0.045842+0.021902i,-0.059847-0.0055461i,-0.042387-0.029896i,-0.015915-0.023552i,-9.8224e-05-0.0096147i,0.004748-0.0086009i,0.00061071-0.0094556i,-0.0051737-0.0058422i,-0.0067322-0.0013155i,-0.0050588+0.00011804i,-0.0021766-0.0016413i,0.00067486-0.0027655i,0.004605-0.0029905i,0.0080377-0.0041373i,0.0091827-0.0041068i,0.008481-0.0028728i,0.0068007-0.0026499i,0.0048045-0.0035056i,0.0035071-0.0043886i,0.0020837-0.0043747i
0.0020767-9.1827e-05i,0.0095337+0.0061746i,0.022382+0.020182i,0.032189+0.039125i,0.031+0.051026i,0.022112+0.048945i,0.014049+0.032934i,0.0087441+0.010366i,0.00010633-0.0043355i,-0.0081884-0.0043368i,-0.0081185+0.0016835i,-0.0036785+0.0048748i,-0.0011994+0.0037864i,-0.0012172+0.0010861i,-0.00087804-0.0016441i,-0.0013878-0.0031532i,-0.0036146-0.0035255i,-0.0035105-0.0033819i,-0.0016314-0.0037843i,-0.0011271-0.0029019i,-0.0007471-0.0015651i,0.00023301-0.00064056i,-0.0002229+0.00074401i
0.0021712+0.00073944i,0.01045-0.0037296i,0.032145-0.005982i,0.050525+0.0031115i,0.038566+0.021228i,0.0090955+0.019776i,-0.0037377+0.00044285i,-0.0065395-0.0083941i,-0.010989-0.0014854i,-0.0079134+0.0071742i,-0.00034852+0.0092746i,0.0024372+0.0065351i,0.00063434+0.0039885i,-0.0034698+0.0030924i,-0.0064334+0.0013151i,-0.0060341-0.00069585i,-0.0055463-0.0020059i,-0.0059778-0.0032864i,-0.0061737-0.0039739i,-0.0054598-0.0034113i,-0.0038348-0.0027531i,-0.002853-0.0014616i,-0.0019391+0.00018779i
