-9.9319e-06-0.00048199i,-0.00019512-0.0016547i,-0.00027081-0.0036632i,-7.4871e-05-0.0036323i,-0.00056463-0.0019547i,-0.0019728-0.00046343i,-0.002007+0.00043239i,-0.00067725+0.001106i,0.00037507+0.0012186i,0.00084899+0.00025733i,0.0010514-4.2818e-05i,0.00060559-3.7911e-05i,0.00049625-0.00085317i,0.00089582-0.0011011i,0.00067307-0.00033142i,-0.00026995+1.097e-05i,-0.00055019-0.00026019i,0.00017045-0.00031132i,0.00034398+0.00027286i,0.00025781+0.00021336i,0.00062502-0.00016198i,0.00020775+0.00016089i,-0.00028301+0.00042231i
0.0012209-0.0015972i,0.0002856-0.003132i,-0.00072444-0.0044745i,-0.0016034-0.0032197i,-0.0018988-0.0014882i,-0.0017079-0.00081803i,-0.00025184-0.00080095i,0.0011732-0.00034025i,0.001217-0.00029342i,0.00040382-0.0012675i,0.00017081-0.0012863i,0.00027945-0.00014514i,0.00036482+0.00027593i,0.0006916+0.00032234i,0.0011954+0.00069067i,0.001771+0.0011884i,0.0011255+0.000955i,-0.00024325+0.00025764i,-0.00075753-0.00022508i,-0.0001438-0.0003607i,0.00037822-0.00012093i,0.00077572-0.00038488i,0.00037153-0.00035519i
-0.00078824-0.0014185i,-0.0013618-0.0013723i,-0.0026939-0.0023832i,-0.0033122-0.0018547i,-0.0019775-6.427e-05i,-0.0005872+0.00054765i,-0.0004675+0.00047279i,-0.00055361+0.00018748i,1.251e-05-0.00026045i,0.00049333-0.00025152i,0.00083174-0.00032713i,0.00048207-5.7867e-06i,9.351e-05-5.4465e-05i,-0.00024249+7.0681e-05i,-0.00029261+0.00044187i,4.2e-05-0.00011158i,-4.044e-05-0.00028974i,-0.00024171-0.00012799i,-0.00062381+0.000196i,-6.3423e-05+0.00054371i,0.00055244+0.00050728i,-0.0001268+0.00033637i,-0.00054237+0.00012685i
-0.00085636-0.0014296i,-0.0010008-0.0017762i,-0.0015198-0.0019393i,-0.0013752-0.00055799i,-0.0007108+0.00014586i,-3.7569e-05-0.00012528i,-2.9507e-05+0.00027045i,-0.00011304+0.00038331i,0.00014046-0.00021435i,-6.0294e-05-0.00059909i,5.4071e-05-0.00027163i,-0.00029792+0.0004624i,-0.00051054+0.00075988i,-0.00032587-6.4223e-05i,0.0002892-0.00020545i,0.00037744+0.0003607i,-0.00012508+0.00064409i,-0.00026857+0.00052514i,-0.00015156-0.00029431i,0.00058518-0.00049209i,0.0014046-0.00085507i,0.00066481-0.0010014i,8.8926e-05+0.00016348i
-0.00038656-2.8781e-05i,-0.0017182-0.00062088i,-0.0025114-0.00062339i,-0.0026687+0.0012189i,-0.0017653+0.0013763i,-0.00077023-0.00072132i,-0.00052573-0.0013853i,-0.00070847-0.00030046i,-0.00070548+0.00026091i,-0.00029547-0.00015272i,9.7851e-05-0.00053717i,0.00030613-0.0001364i,0.00028671-6.2378e-05i,0.0003973-0.00041153i,0.00072552-9.6079e-05i,0.00083085+0.00024846i,0.00052887+0.00022302i,3.2469e-05-1.0845e-05i,-6.6887e-05+3.8061e-05i,0.00028658-0.00010012i,0.00063692-0.00032169i,0.00047905+0.00058661i,0.00028492+0.00099584i
0.00010885-0.00040201i,-5.1188e-05-0.00074971i,0.00014707-0.00092629i,0.00028447-0.00073973i,-0.00021248-0.0007885i,-0.0010075-0.0012486i,-0.0012684-0.00058758i,-0.00099743+0.00045571i,-1.0824e-05-5.3222e-05i,0.00028229-0.00060748i,0.00052199-0.00029611i,0.00074242-0.00045494i,0.00082701-0.00062857i,0.0002185-0.00012298i,-5.531e-05-9.5532e-06i,0.00042305+0.00074989i,0.00067567+0.00034788i,-8.7523e-05-0.00064842i,-0.00068467-0.00072531i,-0.00012474-0.00068454i,0.0001946-0.00078265i,-0.00016213-0.00088938i,-0.00016821-0.0005413i
-0.00017095-0.00012475i,-0.00044897-0.00088644i,-0.0011425-0.00093937i,-0.00070846+5.4695e-05i,0.00022011+0.00060352i,6.5176e-05+0.00037051i,0.00019864-0.00014239i,0.00066557+0.00028327i,0.001265+0.00089839i,0.0014579-0.00020648i,0.0005546-0.0010362i,-0.00014057-0.0002753i,0.00069395+8.1284e-06i,0.0010355+9.6207e-05i,0.00070153-0.00012663i,0.00058322-0.0003171i,1.9505e-05+0.00012548i,-0.00022679-0.00036079i,0.00052476-0.00058709i,0.00083072+0.00014034i,0.00071593+0.00091467i,0.00037285+0.0012406i,-0.00031432+0.00048309i
-0.0010231-0.0017494i,-0.00083125-0.0025362i,-0.0010439-0.0022398i,-0.0015788-0.0008069i,-0.0015798+0.00057662i,-0.0011622+0.00065757i,-0.0001894-0.00021241i,0.00028701-0.00044801i,0.00044579-0.001119i,0.00015877-0.0013639i,-0.00052955-0.00035821i,-0.00054984+0.00052484i,-0.00084535+0.00042572i,-0.00076138+0.00078899i,-0.00048792+0.00070539i,-0.00044884-0.00044974i,-0.00039383-0.0010592i,-0.00010095-0.001222i,-0.00031704-0.00062453i,-0.00052015+0.00044747i,6.3333e-05+0.00056442i,0.00027538+0.00033676i,0.00047601+0.0003746i
0.0010144+0.00036086i,0.0010741-0.0010136i,0.0008053-0.0020441i,0.00052862-0.0014015i,0.00054949-0.00056367i,0.00074907+5.5004e-05i,1.1496e-07+9.4883e-05i,0.00037863-0.00013261i,0.00085683+0.00054557i,0.00059525+0.00041601i,-0.00018501-6.0203e-05i,-0.00051803+0.0005414i,0.00042477+0.0012665i,0.00032844+0.0013246i,-0.00042239+0.0014427i,0.00010067+0.0006063i,0.00062847-0.00058418i,0.00063011-0.00090292i,0.00064086-0.00080668i,-6.7842e-05-0.0006377i,-0.00065819-0.00046349i,-0.00045092-0.0003406i,-0.00024766-0.00010579i
-0.0017527-0.0011905i,-0.002257-0.00030088i,-0.0040838+0.00011612i,-0.0027518+0.00076887i,-0.00062258+0.001722i,-0.00023119+0.0013082i,-0.00071684-0.00040551i,-0.0002495-0.00087436i,-9.704e-05-1.0485e-06i,-0.00091903-0.00029332i,-0.00036882-0.00048723i,0.00028129-0.0001387i,-0.00035469-6.7631e-05i,-0.00044024-0.00018601i,0.0004048+0.00020591i,0.000436+0.00018252i,0.00073254-0.00059673i,0.001306-0.00030057i,0.00016627+2.7817e-05i,6.3754e-05-0.00012528i,0.00069977-0.00035116i,0.0007684-0.00046597i,0.00034917-0.00050823i
0.0021457-0.0010846i,0.0011751-0.0024972i,9.143e-05-0.0037598i,-0.0003447-0.0029515i,-0.00063004-0.0014372i,-0.00086886-0.00074801i,-0.00079528-0.00027544i,-7.6572e-05+0.00065877i,0.00051961+0.00019191i,2.5993e-05-0.0011717i,-0.00030723-0.0012644i,-0.00011808-9.1539e-05i,0.00050507+0.00015494i,0.00079686-0.0003163i,0.00087831-0.00040405i,0.00045325-0.00022105i,0.00031429-0.00046514i,0.00018789-0.00064865i,-0.0001073-0.00078633i,0.00016591+0.00021979i,0.00022389+0.0016715i,0.00066763+0.0017601i,0.00089355+0.00097985i
0.00087233-9.6e-06i,0.00026454-0.00019407i,-0.00042216-0.0018529i,-0.0014255-0.0025256i,-0.0015632-0.0016443i,-0.0015871-0.001106i,-0.0021271-0.00079414i,-0.0014659+2.6683e-05i,-0.00081491-0.00015651i,-0.00041983-0.00052866i,-0.0002874-0.00036872i,-0.00025582-0.00083652i,4.5187e-05-0.00015491i,-0.00026934+0.00042764i,-0.00033742+0.00010388i,-7.3568e-05-0.00015002i,-0.00045803+0.00028007i,-0.00068036+0.00076639i,-0.00055778+0.00057077i,-0.00024853+2.0462e-05i,-7.2925e-05-0.00027641i,-0.00029062-0.00017928i,-0.00053064+0.00060176i
0.001584-0.0012568i,0.00066157-0.0019112i,-0.00077872-0.0015863i,-0.00062854-0.00024257i,-0.00018869-3.606e-05i,0.00026927-0.00061955i,0.00071187+1.4824e-05i,0.0004392+0.00013401i,0.00044407-0.0012149i,0.00047623-0.0012516i,-1.936e-05-0.00042539i,-0.00030427-5.9128e-05i,-0.0010471+0.00029179i,-0.00071078+0.00073369i,0.00049013+0.00074913i,0.00041574+0.00041552i,-0.00015093+0.00045611i,-0.00048133+0.00030882i,-0.00049667-0.00024193i,-0.0008599-0.00043805i,-0.00060763-0.00025354i,-0.0004241-0.00094679i,-0.00033976-0.00076537i
-0.0022013-0.00067643i,-0.0020164-0.00050117i,-0.0020026+0.00015213i,-0.0019106+0.0005019i,-0.00091338+0.00034339i,-0.00052663+0.00025726i,-0.00055741-0.00080717i,-0.00037783-0.0016999i,0.00037845-0.00071853i,0.000281-0.00028705i,-0.00013406-0.00041078i,-0.00053098+0.00017584i,-0.0012081+4.1081e-05i,-0.00094327-8.1496e-05i,-0.00012839-0.00012243i,-0.00024499-0.00024763i,0.0003879-0.00054084i,0.00089303-0.00033889i,0.00035432-0.00018199i,0.0003204-0.00023554i,9.9715e-05+3.7427e-05i,-0.00072282-0.00014098i,-0.0011361-8.3756e-05i
0.0002343-0.0016776i,-0.00028978-0.0020921i,-0.00076894-0.0030652i,-0.0010642-0.0019476i,-0.00099691-0.00037015i,6.0185e-05-0.00052329i,0.00046372-0.00038045i,0.0001742-0.00015676i,-0.00019777-1.3985e-05i,-0.00082281-0.00060546i,-0.00029642-0.0010327i,4.5611e-05-0.00083515i,-0.00018476-0.00090153i,-0.00022369-0.00042047i,7.3691e-05+0.00042243i,6.1941e-05+0.00063327i,9.9528e-05+0.00023669i,-0.00035033-0.00027616i,-0.0012912-0.00048113i,-0.00060249-0.00024817i,1.9219e-05+0.0004887i,-0.00037689+0.00095297i,8.456e-05+0.00053688i
-0.00065751-0.00073321i,-0.00057983-0.0017875i,-0.0019344-0.0009236i,-0.0019125+0.00060145i,-0.00069646+0.0010262i,0.00053697+0.00024556i,0.00088363-0.00049548i,0.00048438-0.00057382i,0.00053914-0.00018808i,0.0004782-0.00045164i,0.00038229-0.0011954i,0.00041009-0.0017062i,-0.00025445-0.00070233i,-0.00063082+0.0009342i,-0.00044593+0.0011395i,-0.0001979+0.00082991i,-0.00025696-0.00022814i,-0.0004993-0.0010837i,-0.00054233-0.00039509i,-0.0006966+0.00013765i,-0.00022181+0.00011001i,0.00047003+0.00022841i,0.00071748+0.00032577i
-0.0018719-0.0014191i,-0.0025895-0.0018398i,-0.0022436-0.0013182i,-0.0019786-7.8852e-05i,-0.0007206+0.00070537i,0.0011092+2.8157e-05i,0.0016538-0.00068858i,0.00061796-0.00036417i,-0.00051976-0.00036617i,-0.00070565-0.0010043i,-0.0004223-0.00080943i,-0.00042242-0.00041589i,-0.00022096-0.00071015i,0.00023613-0.00031284i,0.00030424+0.00085473i,0.00013571+0.00049628i,0.00020367+0.00032398i,0.00019738+0.00080314i,-0.00015166+0.00049873i,6.9395e-06-0.00044671i,-3.2872e-05-0.00028952i,-0.00061851+0.00032142i,-0.00072935-6.6802e-05i
-0.00082928-0.0012996i,-0.0013906-0.0029728i,-0.002062-0.0044857i,-0.0024473-0.0026336i,-0.0018783-0.0011325i,-0.00061989-0.0011136i,0.00032824-0.0012557i,0.00038208-0.0011691i,0.00060944-0.00060746i,0.00014226-0.00090953i,0.00020282-0.00088521i,0.00079013+9.7225e-05i,0.00027825+0.00096666i,-0.00031254+0.0013454i,-0.00012623+0.001519i,-0.00018242+0.00076093i,-0.00016794-0.00013215i,0.00041201-0.00027269i,0.00040266-0.00030428i,-9.5071e-05+3.2588e-05i,0.00012932+0.00076023i,0.00013082+0.00073045i,5.6497e-05+0.00041716i
-0.00054736-0.0011072i,-0.0012088-0.0018473i,-0.0022138-0.0017022i,-0.0028888-0.0010169i,-0.0023517-1.5782e-05i,-0.0013797-0.00023027i,-0.0010271-6.2411e-05i,-0.00076828+0.00075504i,0.0001166+0.00053573i,0.00038429+9.318e-05i,0.00039614+0.00068904i,-0.00023071+0.00099014i,-0.00023658+0.00082541i,0.00061246+0.00083109i,0.0004922+0.00084507i,5.2252e-05+0.0004471i,-0.00041144-5.8163e-05i,-0.0011172+3.8327e-05i,-0.0014636+9.436e-05i,-0.00079054-0.00024587i,0.00021567+0.00026683i,0.00012312+0.0006539i,-0.00046292+0.00054107i
0.00019642-0.0010871i,4.5186e-05-0.0015729i,0.00049722-0.0020546i,-0.00059562-0.0009952i,-0.00093432-0.00025312i,-0.00041225-0.00048695i,-0.00059011-0.00064442i,0.0001157-0.0002038i,8.1336e-05-0.00051192i,-0.00069806-0.0014472i,-0.00037113-0.0015901i,0.00027483-0.0010533i,0.00053671-0.00029566i,0.0013401+0.00033919i,0.0012987+7.6693e-05i,0.00031406-0.00040693i,-2.2955e-05-0.00071119i,-3.4452e-05-0.00088456i,-0.00014672-0.00060769i,-0.00023951+0.00027938i,-0.00072398+0.00039943i,-0.00039789+0.00054571i,1.8663e-05+8.7135e-05i
-0.00028193-0.0023943i,-0.00029984-0.0022315i,-0.00098304-0.0017606i,-0.0014781+0.00027232i,-0.00097493+0.0018482i,-0.0010342+0.001139i,-0.00068305+0.00013726i,0.00076207-0.00027695i,0.0015745-3.597e-05i,0.00099742-0.00020052i,-0.00033497-0.00082872i,-0.00044933-0.00060032i,0.00039364+3.6471e-05i,0.000561+0.00015314i,0.00017877+0.00039206i,0.00018094+0.00039186i,0.00022046+0.0002042i,0.0003784-0.00024215i,0.00062473-0.00051627i,0.0011079-0.00043457i,0.0013487-0.00014109i,9.8245e-05-0.00015952i,-0.00052669-0.00058433i
-0.00030717+0.00051488i,-0.00046791-0.0016523i,-5.1292e-05-0.0018774i,-0.00045165-0.0011832i,-0.00084899-0.0011619i,-0.00059504-0.00069902i,-0.00093809-0.00064203i,-0.0010313-0.00014389i,-0.00012143+0.00072908i,0.00075982+0.00062718i,0.00055235-0.00041474i,-0.00015029-0.00059001i,-0.00077267+3.1191e-05i,-0.00088235+0.0005946i,-0.00059696+0.0010288i,0.0001986+0.00046537i,0.00072823+6.1118e-05i,0.00074536+0.00045675i,-6.3872e-05+0.00015761i,5.8384e-05-0.00049672i,0.00046325-0.00073543i,-4.2194e-05-0.00088698i,-5.4378e-05-0.00018411i
-0.00027006-0.00090493i,-0.00026669-0.001755i,-0.00044802-0.001566i,-0.00081723+0.00017491i,-0.0010863+0.0017074i,-0.00018292+0.00073876i,0.00037383-0.00081078i,0.00031529-0.00098502i,-0.00011883-0.00062189i,-0.00056038-0.00082819i,-0.00068543-0.0014187i,-0.0012151-0.0010326i,-0.0012109+0.00026922i,-0.00046986+0.00057638i,-8.4613e-05+9.9233e-05i,0.00016285+0.00051533i,-6.1532e-05+0.0005458i,-0.00044584-0.00023523i,-0.00021295-0.00044639i,0.00027347+0.00013566i,-0.00068108+4.2266e-05i,-0.0010319-0.00015345i,5.1596e-05-0.00028949i
-0.0030362-0.0023671i,-0.0021098-0.0020461i,-0.0023659-0.0021391i,-0.0022403-0.0015232i,-0.0011637-0.00040261i,-0.00023238+3.6493e-06i,-0.00036084-0.00043787i,-0.0003469-0.00055152i,0.0001597+0.00032849i,5.6878e-05+0.00070933i,0.00056393+8.826e-05i,0.0010696+0.0001394i,0.00014369+0.00024195i,-7.6544e-05+0.00047273i,0.00044256-6.1061e-05i,0.00035726-0.00036259i,-7.6074e-05-0.00014155i,-0.00016959+0.00025269i,-0.00018406-0.00016127i,-0.0008207-0.0012426i,-0.00030584-0.0013922i,0.00065734-0.00086169i,0.00067331-0.00050031i
-0.00014284-0.0012084i,-0.00031091-0.0020565i,-0.00058315-0.0015783i,-0.0013592-0.00066586i,-0.0015858-0.0013197i,-0.00077621-0.0016992i,0.00012902-0.00068939i,0.0001271+0.00020173i,0.00018699+9.3679e-05i,-0.00011151-0.00018724i,-0.00036252+0.0001874i,-0.00014555+0.00085767i,-0.00011847+0.00020753i,-0.00011856+0.00013728i,0.0005521+0.00084533i,0.00088837+0.00091519i,0.00052857+0.00067721i,0.00034844+0.00037029i,0.00010482+0.00034686i,-0.00073606+0.00016265i,-0.00055453+8.5412e-05i,0.00026743+7.7244e-05i,-0.00014357-4.0516e-05i
0.0019363-0.00025354i,0.0014394-0.0013868i,0.00060206-0.0022i,-0.00017336-0.0017998i,0.00028236-0.0012986i,0.00072702-0.0002268i,-6.906e-06-5.1029e-05i,-0.00058879-0.00037084i,-0.0003325-0.00017811i,-0.00014105-0.00085018i,-0.00033832-0.0012455i,-0.00080129-0.00082289i,-0.00098099+9.0986e-05i,-0.00087322+0.00040541i,-0.0011125+0.00012288i,-0.00043596+0.00034969i,7.2799e-05+0.0010315i,-0.00061298+0.00078323i,-0.0011056-4.7458e-05i,-0.00056077-1.5488e-05i,-0.00050088+8.4739e-05i,-0.00099623+0.00048612i,-0.00070206+0.00030518i
-0.00023161-0.0013653i,0.00010675-0.0020992i,-0.00049137-0.0031513i,-0.0011618-0.0020491i,-0.0010631-0.00019356i,-0.00084069-0.00028202i,-0.00029194-7.0917e-05i,0.00037439+1.4304e-05i,0.00026853+0.00027901i,1.2642e-06+0.00016392i,-8.4722e-05+6.3111e-05i,0.00026753+0.00076014i,0.00011924+0.0011043i,6.4623e-05+0.00075223i,-9.5e-05+0.00012049i,-0.00036457-0.00055344i,-0.00027427-0.0005849i,-0.00015622-0.00028401i,-0.00047785-8.4438e-05i,-0.00098286+0.00061569i,-0.00075961+0.00091755i,-7.5923e-05+0.00051216i,-0.00075786+0.00043339i
-0.0010389-0.0014589i,0.00038197-0.0021409i,-0.00063811-0.0023279i,-0.0013557-0.0011187i,-0.00090421-0.0004013i,0.00033357-0.00039158i,0.0005647-0.00029656i,-0.00038379+0.00039029i,-0.00030929+0.00048679i,0.00064549-0.00022142i,0.00014653+6.637e-05i,-0.00063655+0.00068762i,-0.0010476+0.0011547i,-0.00090738+0.0012774i,0.00024128+0.00068689i,0.00096396-0.00066462i,0.00069004-0.0010445i,-0.00032728-0.00058079i,-0.00029199-0.00047591i,0.00018505-0.00013595i,-0.00010562-3.6531e-05i,-0.00022628+0.00037723i,-7.9342e-05+0.0011413i
-0.00036852-0.00079802i,-0.0010449-0.0028084i,-0.00079251-0.0039252i,-0.0010411-0.0018137i,-0.00093088+0.00010224i,-0.000296-0.00039606i,-0.00081638-0.00012643i,-0.00050454+0.00083279i,0.00081565+0.0006936i,0.0010198-0.00049598i,0.0002235-0.0010827i,0.00086168-0.0012538i,0.0011772-0.000978i,0.00014582-0.00032646i,-0.00052316-0.00029605i,1.8054e-05-0.00049528i,0.00045601-0.00031206i,5.4839e-05-3.9657e-05i,-0.00045879+0.0004439i,-0.00063979+0.00091707i,-0.00024041+0.00075235i,-0.00016299-0.00034039i,-0.00050733-0.00019388i
0.00042521-0.0030767i,-0.0013765-0.0038893i,-0.0037582-0.0037279i,-0.0040872-0.0020345i,-0.0023641-0.00076981i,-0.00075753-0.00014303i,-0.00038404-0.00071449i,-0.0002623-0.00081864i,8.9524e-05-0.00044524i,-0.00019908-0.00081181i,-0.00031387-0.00071132i,-0.00020246-0.00011151i,0.00024458+0.00037107i,0.00069581+0.00079946i,0.00063211+0.00073015i,0.00046202-2.824e-05i,0.00080039-0.00021875i,0.0006618-0.00010565i,-7.1199e-05-0.00047685i,-0.0008441-0.00081939i,-0.00094614-0.00076973i,-5.1611e-05-0.00079385i,-0.0001725-0.00053461i
0.00031812+0.00019546i,-7.631e-05-0.00031273i,7.7379e-05-0.00046709i,2.5044e-05-0.0003589i,-0.00058616-0.00068838i,-0.00058487-0.0012836i,-0.00059853-0.0011333i,-0.00051127-7.9342e-05i,0.00077621+0.00037051i,0.00093647-0.00010442i,-9.0509e-05-0.00068234i,0.00071445-0.00058354i,0.00059301+0.00043581i,-0.00062341+0.00076606i,0.00018232+0.00076935i,0.00059807+0.00062237i,0.00029798-3.1264e-05i,-5.1046e-05-0.00083619i,-0.00037143-0.00075078i,-0.00025458+2.8727e-05i,-7.4144e-05+0.00068048i,-0.00025157+0.00060297i,-0.0005066+0.00013569i
-0.0006304-0.00093387i,-0.00037059-0.00051095i,0.00039218-0.00073058i,-0.00023966-0.00056228i,-0.0014907+0.00030509i,-0.0013221+0.00091712i,-8.9197e-05+0.0010001i,0.00045481+0.00042914i,0.00042603-6.3841e-05i,0.00026367-0.00088837i,-5.5567e-05-0.0010344i,0.00010156-1.2887e-05i,0.00014092+0.00079042i,0.0002204+0.0010215i,0.00046597+0.00051898i,0.0007701+0.00093082i,0.00068387+0.00095376i,0.00056757+0.00036868i,0.00030718-6.1683e-05i,-0.00039829+2.1213e-05i,-9.5751e-05+0.00010307i,0.00059079-0.0003416i,0.00049707-0.00031916i
-0.000615-0.0023368i,-0.0012892-0.0020601i,-0.0024862-0.0019439i,-0.0024824-0.0013248i,-0.0021229+0.00049647i,-0.001235+0.0014934i,5.437e-07+0.00068374i,4.4856e-05-0.00026926i,0.00030176-0.0006018i,0.00066641-0.00076107i,-2.2789e-05-0.00094022i,-0.00018088-0.0014065i,-0.00045751-0.0011819i,-0.0010958-2.3212e-05i,-0.00059474+0.0011959i,-0.00024467+0.00048276i,-0.00084571-0.00084986i,-0.00083489-0.00025928i,-0.00065321+0.0011712i,-0.00068449+0.00098046i,5.2496e-05-0.00025656i,0.00060727-0.00029166i,1.8955e-06+0.00050108i
-0.00018311-0.0014139i,-0.00044257-0.002133i,-0.0014927-0.0017538i,-0.0021685-0.00071307i,-0.0010565-1.2417e-05i,0.00018855+0.00042068i,-0.00027161+0.00063537i,-0.00051207+0.00083687i,-0.00024994+0.00023516i,-0.00025003-0.00034637i,-0.00029154-0.00016363i,-2.1369e-05-0.00012817i,0.00042116-9.0005e-06i,-7.8652e-06-6.382e-05i,-0.00067686-0.00018153i,-0.00056688+0.00033814i,-0.00028758+0.0010399i,-0.00040609+0.00054593i,-0.00029639-0.00015802i,0.00051388-0.00061145i,0.00020443-0.00088631i,-0.00079147-0.0005219i,-0.00075452-0.00056881i
-0.00024389+0.00031859i,0.00076909-0.0016449i,0.00092906-0.0022302i,0.00055365-0.0016201i,0.00060402-0.0014179i,0.0011978-0.0013479i,0.0014033-0.0014638i,0.0014928-0.0009983i,0.0013907-0.00026903i,0.0010603-4.7152e-05i,0.000509+0.00029059i,-0.00036201+0.00044817i,-0.00037887+0.00029359i,-0.00092352-0.00026627i,-0.0016568-0.00074682i,-0.001542-0.00020507i,-0.00075796+0.00026314i,-0.00015363+0.00037665i,1.2033e-05+0.00017235i,4.3832e-05-9.3771e-06i,4.724e-05-0.00033964i,9.6227e-05-0.00065751i,0.00010428-0.00022842i
-0.00096036-0.0027948i,-0.0017121-0.0033287i,-0.002931-0.0028398i,-0.0040196-0.00097399i,-0.0041929+0.00063964i,-0.0021507+9.0147e-05i,-6.5589e-05-0.00073499i,-0.00036049-0.0004646i,-0.00049765-0.00038892i,-0.00011051-0.00013672i,-0.0004302+0.00043433i,-0.0005513+0.00074994i,-0.00050675+0.00036489i,-0.00016718+1.8057e-05i,0.00055897+0.00024082i,0.0007543+0.00046158i,0.00021886+0.00061739i,0.0002849+0.0004251i,0.00054022+0.00018419i,-3.7624e-05+0.00068466i,-0.00017082+0.00056557i,-6.0708e-05-0.00016461i,4.0125e-05-0.00055255i
-9.3585e-05+0.0007748i,-0.00081539+0.0004457i,-0.0020789-0.00036915i,-0.001979-9.1114e-05i,-0.00046212+0.00029007i,0.00023934-0.00036539i,-7.3703e-05-0.0010087i,-4.6879e-05-0.00029161i,0.00020255+0.00088079i,-7.0052e-05+0.0011397i,-0.00011399+0.00011824i,0.00016197-0.00070304i,0.00048175-0.00091847i,0.00064963-0.00066652i,-0.00019068+0.00021387i,-0.00039054+0.00060806i,-3.6783e-05+0.00092228i,-0.00082745-3.6234e-05i,-0.0010492-0.00061038i,-0.00085604+0.00029873i,-0.00078685-0.00027965i,-0.0005996-0.00040373i,-0.0005427+0.00010781i
-0.00061635-0.0023247i,-0.0014553-0.002289i,-0.0027081-0.0020749i,-0.0035757-0.00041158i,-0.002296+0.00089181i,0.00027823+0.00039067i,0.00099931-0.00053846i,0.0010152+0.00011464i,0.00062519+0.00052723i,-0.00022022-0.00053878i,-0.0011126-0.00083535i,-0.0011274-0.00065531i,-0.0006522-0.00069354i,0.0004848+4.511e-05i,0.0014555+0.00039726i,0.001151+0.00022551i,0.00075946-0.00012128i,0.00064034-0.0011861i,0.00095837-0.00099908i,0.00083904+0.00012088i,-8.9792e-05+0.00013373i,-0.00063451-0.00044151i,-0.00048337-0.0007978i
-0.00022+0.00061334i,0.00046958-0.00037076i,-0.00026526-0.0003985i,-0.00032188+0.00043285i,0.00054574+0.0011656i,0.00097128+0.0009436i,-3.9193e-05+0.00065157i,-0.00078474+0.0008004i,-0.0001263+0.00010836i,0.0002917-0.0010962i,-1.8817e-05-0.00057818i,2.8821e-05+0.00083413i,9.4654e-05+0.00098102i,-4.1401e-05+0.00058667i,2.4126e-05+0.00033486i,0.00094999+0.00010207i,0.0013032+0.00019888i,0.00099037+6.8631e-05i,0.00067859+0.00013767i,0.00053135+0.00064442i,0.00031153+0.00062492i,-0.00032053+0.00032317i,-0.00053498+0.00059628i
-0.001776-0.00061616i,-0.0016926-0.0017081i,-0.0024825-0.0019009i,-0.0028349-0.00092927i,-0.0011554-0.00014602i,0.00020627-0.00020836i,-0.00050268-0.00057595i,-0.0013401-0.00029212i,-0.00093624-0.00034779i,-0.00024551-0.00082941i,-0.00036807-0.00088197i,0.00011006-0.00072575i,0.00045809-0.00069582i,9.2947e-05-0.00013409i,-0.00027322+0.00070248i,0.00026631+0.00044477i,0.00059653+0.00038086i,0.00022556+0.00017056i,3.9124e-05-0.0010459i,-2.8902e-05-0.00070279i,-0.00010101+0.0010454i,0.00015222+0.0015081i,4.2845e-05+0.00088905i
0.00062756-0.0010593i,-0.00025728-0.0015601i,-0.0010593-0.0016706i,-0.0011146-0.00047622i,-0.0010914+0.00064793i,-0.0011082+9.8921e-05i,-0.0011035-0.0001821i,6.1601e-05-0.00010111i,0.0012216-0.00022542i,0.0012488-0.00086858i,2.825e-05-0.00072661i,-0.00097748-0.00017963i,-0.00076382-0.00024777i,0.00025334+0.00022418i,0.00077742+0.00064125i,0.00055618-0.0004875i,9.9625e-05-0.0014148i,-0.00033718-0.00077354i,-2.6751e-05-0.00059896i,-0.00011867-0.00077231i,4.2894e-05-0.0007459i,0.00029236-0.00025683i,0.00048819+0.00010339i
0.00019621-0.0020019i,0.00068507-0.0021728i,0.00027376-0.0028247i,0.00026062-0.0022998i,0.00035164-0.0012224i,-0.00091027-0.0008317i,-0.00076665-0.00020354i,0.00022481+0.00058454i,6.8503e-06+0.00037834i,0.00010639+0.00012045i,-0.00031087+0.00010962i,-0.00078479+0.00031911i,-0.00083336+0.00039744i,-0.00063928+0.0007429i,0.00043104+0.0014509i,0.00080772+0.0016058i,-0.00021122+0.0011148i,-0.00051519+0.00014573i,-0.00027107-0.00050373i,-0.00077841+0.00031136i,-0.00071856+0.000972i,-0.00036061+0.00038694i,-0.00021141-0.00010483i
0.00053703-0.00060667i,-0.00013064-0.0022265i,-0.00076972-0.0028339i,-0.00093158-0.0014193i,-0.00018741+7.345e-05i,0.00011734-0.00046259i,-0.00075601-0.0010199i,-0.00069241-0.00050801i,0.00097898+8.3655e-05i,0.00059885-0.00027008i,-0.00078628-0.00097479i,-0.0005208-0.00080123i,-0.00023824-0.00034691i,0.00028495-0.00085045i,0.00071118-0.0016338i,0.00074508-0.0011126i,9.9618e-05+5.039e-05i,-0.00065268+0.00010986i,-0.00060213+8.9055e-05i,-0.00057434+0.00042263i,-0.00021858+0.00031559i,-0.00016048+0.00038186i,-0.00028916+0.00067749i
