-0.0015385+0.0013872i,-0.0005688-0.00077669i,-0.00069614-0.00093707i,-0.0010987-0.00097229i,-0.0011455+0.0001961i,-0.00077988+0.0015861i,0.00012353+0.0018875i,0.0010212+0.0015925i,0.0012299+0.00078015i,0.001116-0.00013779i,0.0003614-0.0008085i,-0.00043679-0.00089729i,-8.5636e-06-0.00013867i,0.00085516+0.00026181i,0.00032456+0.00049813i,-0.00050117+0.0013409i,0.00030402+0.0017095i,0.00091795+0.00051954i,0.0005351-0.00074337i,-0.00024465-0.0012747i,-0.00031399-0.00078593i,0.00033398-0.000609i,0.00065589-0.00090666i
0.00019493-0.003354i,-0.0017693-0.0034593i,-0.0042138-0.0014764i,-0.0032999+0.0010869i,-0.00060932+0.0033144i,0.00095942+0.0034776i,0.00055455+0.0013568i,-0.00062802-0.0014381i,-0.00093002-0.0036291i,5.0796e-05-0.0033835i,0.000695-0.0016137i,0.0012635-7.9058e-05i,0.0022414+0.0009801i,0.0030467+0.001257i,0.0016495+0.00114i,-0.0016042+0.0014409i,-0.0028659+0.0021097i,-0.0016917+0.0022856i,5.4772e-05+0.0015659i,0.00063321+0.00079735i,-0.00042779+0.00040167i,-0.0010474+0.00042129i,-0.00084718+0.00085451i
-0.0024416+0.0034304i,-0.0023982+0.0034732i,-6.3091e-05+0.0020017i,0.0013751-0.00024561i,0.0018777-0.0013434i,0.0017232-0.001029i,0.0010184+0.00018668i,-0.00097256+0.0016639i,-0.0022132+0.0015867i,-0.0010649+0.0012831i,-0.00048747+0.00043532i,-0.0013202-0.00029929i,-0.0016264-0.00049112i,-0.0020493-0.00084647i,-0.0023398-0.0024069i,-0.00057182-0.0037975i,0.0010745-0.0041697i,0.001047-0.0031663i,-0.00015494-0.0010789i,-0.00069556+0.00054883i,-0.000311+0.0012331i,3.2786e-05+0.0014705i,-1.039e-06+0.0012205i
0.00047357-0.0031699i,-0.00023917-0.0021231i,-0.0017127-0.00096635i,-0.0011776-0.0010899i,-0.00052372-0.002715i,-0.00011292-0.0038035i,0.00033433-0.0029318i,-0.00017248-0.00086696i,-0.0016457+0.00048463i,-0.0029753+0.00077482i,-0.0021695+0.0018803i,-0.00011627+0.0017352i,0.00042835+0.00040208i,0.00064323+2.2153e-05i,0.00096948+0.00079151i,0.00097175+0.0019709i,0.0014953+0.0022854i,0.0022557+0.00091335i,0.0021627-0.00066713i,0.0017563-0.0017992i,0.0014668-0.0019081i,0.00074078-0.00092832i,0.00012708-8.9272e-05i
-0.0011632+0.0031i,-0.0019473+0.0024405i,-0.0025956+0.0013092i,-0.0022021+0.0005664i,-0.00092849+8.6481e-05i,-0.00033476+1.7001e-05i,0.00076537-0.00034356i,0.0018957+0.00030961i,0.0030818+0.0024385i,0.0037308+0.0028237i,0.0028691+0.0017667i,0.0014541+0.00091641i,0.00026626+0.00127i,-0.00073321+0.0026533i,-0.0017192+0.0028852i,-0.0020071+0.0019218i,-0.0027733+0.0012961i,-0.0028924+0.0011911i,-0.0018191+0.0014271i,-0.0010171+0.001489i,-0.00016223+0.0010558i,0.00034474+0.0010351i,0.0011222+0.0010306i
-0.0017513-0.0028917i,-0.00040014-0.0021592i,0.00015337-0.0006148i,-0.00040484+0.0011419i,-0.00088953+0.0029938i,-0.0013412+0.0033185i,-0.0010671+0.0011988i,0.00069845-0.00063802i,0.0021752-0.00073934i,0.0027299+0.00043367i,0.0025342-6.3373e-05i,0.0014344-0.0014036i,0.00026443-0.0018515i,0.00068527-0.0012019i,0.0016972-0.00046011i,0.0021589-0.00059434i,0.0020218-0.000448i,0.0015095-0.00017776i,1.8111e-05-0.001076i,-0.00088141-0.0016677i,-0.0010295-0.0010749i,-0.0013555+7.5606e-05i,-0.0015471+0.00055878i
0.00056209+0.0033848i,0.0010027+0.0037082i,0.0019403+0.0028929i,0.0018065+0.00099415i,0.0012976-0.0012921i,0.00080129-0.0013892i,-0.0001672-0.0011197i,2.5652e-06-0.002794i,0.00021491-0.0045918i,-5.8904e-05-0.0053491i,-0.00068661-0.0041903i,-0.00031561-0.0023214i,0.00035737-0.00053917i,0.0014039-0.00021239i,0.0012469-0.00049782i,-0.00017684+0.00049833i,-0.00026307+0.001768i,0.0011831+0.0014411i,0.0018743+0.0013851i,0.0016646+0.0010824i,0.0017916+3.8224e-05i,0.0013926-0.00062502i,0.00073044-0.00068657i
-0.00091873-0.0013589i,-0.00065614-0.001786i,-0.00074715-0.0012695i,0.00052345-0.0013526i,0.0018525-0.0018896i,0.002161-0.0022651i,0.00033445-0.0019898i,-0.0024655-0.00098933i,-0.0031202-0.00069199i,-0.0025039-0.00081985i,-0.0022246-5.9764e-05i,-0.0035282+0.0012585i,-0.0041967+0.0010128i,-0.0034144-0.00038427i,-0.0042307-0.00051238i,-0.004111-0.0006777i,-0.0021598-0.0010174i,-0.0015035-0.0010691i,-0.0021294-0.00032282i,-0.0015011+0.00096516i,0.00014036+0.0014724i,0.00066901+0.0010464i,0.00048016+0.0007714i
0.0015151+0.00125i,0.0013675+0.0012376i,0.0016494-0.00018636i,0.00091563-0.00026322i,-0.00071145+0.00056581i,-0.00075348+0.00063102i,-0.00036947+0.00087215i,-0.0014954+0.001372i,-0.0025269+0.0019077i,-0.0019371+0.0024648i,-0.00048477+0.0022699i,0.0012718+0.00066247i,0.0020814-0.00074635i,0.0014866-0.0011292i,0.0012328-0.00011325i,0.0014258+0.00041515i,0.0012861-0.00058667i,0.0012567-0.001404i,0.0007472-0.0017492i,-0.00065449-0.0017505i,-0.0010459-0.0013013i,-0.001329-0.00071067i,-0.00097544-9.3584e-05i
-0.0021569-0.00084557i,-0.0029535+0.00014611i,-0.0028044+0.00062053i,-0.00053641+0.001217i,-0.00022388+0.00067578i,-0.0017781-0.00053026i,-0.00042302-0.00020977i,0.0013079+0.0018812i,0.0012675+0.004368i,0.0016367+0.0041899i,0.0020542+0.0025326i,0.002598+0.0018435i,0.0029283+0.0015152i,0.0025989+0.0022756i,0.0017871+0.0029484i,0.00093426+0.0024037i,0.00084311+0.0020079i,0.0011659+0.0023733i,0.0015803+0.0029185i,0.0017399+0.0027945i,0.00086789+0.0016168i,0.00086747+0.00051485i,0.0017474-0.00046067i
0.0036875-0.001634i,0.0029977-0.0014717i,0.0012836-0.0019557i,-0.00044524-0.0015566i,-0.001476-0.00049236i,-0.0015758+0.00048833i,-0.0012089+0.0012566i,0.00096727+0.0012602i,0.0025665+0.00079638i,0.0017695+0.00040222i,0.00057029-0.00051705i,-0.0005051-0.0024693i,-0.0018083-0.0031007i,-0.0032447-0.0017181i,-0.0037509-0.00026611i,-0.002264-2.4539e-06i,-0.0004283-0.0012025i,0.00018419-0.0022789i,-0.0006037-0.0014382i,-0.0013314-0.00051667i,-0.00081099+4.0938e-05i,-0.00021258+0.00055484i,-9.9305e-05+0.00028997i
0.00049561-0.00041578i,0.0016456-0.0006632i,0.0026618-0.00081661i,0.0027233-0.00044058i,0.0020681+0.00052852i,0.0019047+0.0021687i,0.003028+0.0026111i,0.0035031+0.00021011i,0.0038727-0.0017323i,0.0028811-0.0027232i,0.0006556-0.0023592i,-0.00064702+1.9687e-05i,-0.0010074+0.00096782i,-0.00053912+0.0005799i,-0.00032416+0.0008566i,-0.00067595+0.00042897i,-0.00043996-0.00074039i,0.00021605-0.0011185i,0.0010278-0.0013028i,0.0014715-0.0015241i,0.00088652-0.0013649i,0.00025615-0.0010264i,-0.00045061-9.4411e-05i
0.0010453-0.00050724i,-0.00041629-0.00034034i,-0.00067378+0.00018397i,-0.00099373-0.00018824i,-0.00032615-0.00074156i,0.00088601-0.00043147i,0.0001215-0.00064364i,-0.0012097-0.0015834i,-0.0017068-0.0018404i,-0.0011233-0.0012601i,-0.00068882-0.00071526i,-0.00079077+0.00092548i,-0.00035004+0.0031962i,5.5414e-05+0.0044661i,-0.00041659+0.0039292i,-0.00085651+0.0023869i,-0.00070607+0.0010645i,-0.00078166+0.000626i,-0.0015195+0.0014236i,-0.0011963+0.0015889i,-0.00014106+0.00077074i,-0.00010366+0.00033505i,0.00013324+0.00044406i
-0.0020379+0.0019332i,-0.0018884+0.0019279i,-0.0020024+0.00064998i,-0.001129-0.000469i,0.00015831-0.0010362i,0.00059013-0.00188i,-0.0003328-0.0038705i,-0.0019153-0.0044257i,-0.0020812-0.002962i,-0.00089239-0.0012539i,-0.00043896-0.00080912i,0.00060317-0.0016255i,0.0021149-0.0024362i,0.0015493-0.0024127i,0.00063172-0.00054895i,8.4923e-06+0.0010273i,-0.00041859+0.00053833i,-0.00016588-0.00062654i,-0.00022755-0.00076789i,-0.00041965-8.2584e-05i,-0.00057784+0.00034648i,-0.00083601+0.00043993i,-0.00018161+0.0011302i
0.0012293-0.0034957i,0.0012244-0.003273i,0.0013828-0.0014868i,0.0012319-0.00094498i,0.0012014-0.0012967i,0.0015145-0.00081913i,0.0012329-4.5089e-05i,-0.00054244+0.0012179i,-0.0014316+0.002018i,-0.00027318+0.0015117i,0.0010344+0.00048133i,0.0015069+3.9416e-06i,0.001258-0.00041675i,0.00086181-0.0013186i,0.0010551-0.0022023i,0.0012436-0.0022861i,0.0013158-0.0015952i,0.0014467-0.0012077i,0.0014863-0.00085097i,0.0012669-0.00014483i,0.00085436-0.00021667i,0.00095008-0.00027399i,0.00029768-0.00051907i
-0.00027989+0.0047303i,-0.00067111+0.0037309i,2.6279e-05+0.0017215i,0.00022546+0.00031899i,0.00030192+3.1571e-05i,-0.00082182-0.000254i,-0.0026118+5.7569e-05i,-0.0020751+0.0015101i,-0.0011885+0.0024386i,-0.0012569+0.0014245i,-0.0019537-0.00023773i,-0.0029526-0.00060919i,-0.0037363-2.739e-05i,-0.0039+0.00034352i,-0.0023203+0.00036083i,-0.00023064+0.00011167i,0.000348-0.00040913i,-4.8439e-05-0.0012378i,-0.00064831-0.0011069i,-0.00010093-0.00023261i,0.00062521+0.00047973i,2.0793e-05-0.00012518i,-0.00021546-0.00017467i
0.00037786-0.0037983i,-0.00050809-0.0032551i,-0.0014284-0.0013444i,-0.0024158-0.0015481i,-0.0031392-0.001463i,-0.0040006+0.00014352i,-0.0026256+0.0015589i,0.00024473+0.0018985i,0.0017865+0.0016192i,0.001864+0.0012474i,0.00080091+0.00082962i,9.6006e-05+0.00079775i,1.4804e-05+0.0017932i,-0.00071053+0.0022513i,-0.0019547+0.0016772i,-0.0025731+0.00093674i,-0.0023497+0.00094443i,-0.0016165+0.00077644i,-0.0012475+0.00041455i,-0.0008425-0.00016822i,-0.00059151-0.0010544i,0.00022398-0.0014197i,0.00010622-0.00018565i
-0.00021305+0.004059i,9.5666e-06+0.0044668i,0.001298+0.0027616i,0.0028324+0.0013632i,0.0029564+0.001928i,0.0027017+0.0030918i,0.0024549+0.0025214i,0.0022052+0.00052382i,0.0017304-0.0005395i,0.0010195+9.8823e-06i,0.00023074+0.00067875i,-4.8742e-06+0.00090651i,0.00026379+0.0010915i,0.0015141+0.0011751i,0.0019915+0.00065816i,0.00059462+2.1281e-05i,-0.0002919+7.2789e-05i,-0.00014251+0.00083877i,-0.00021983+0.00063326i,-0.00011596+0.00036921i,0.00029477+9.4747e-05i,-0.00013697-0.0003624i,-0.00034191-0.0001808i
-0.00052904-0.0047103i,-0.00016221-0.0056641i,-0.00051448-0.0047028i,-0.00036015-0.0017612i,0.0013376+0.00020984i,0.0033248+0.0013219i,0.0043824+0.00057719i,0.0032447-0.0021379i,0.0016979-0.0023782i,0.0014123-0.00095731i,0.0008702-0.0010957i,0.0005804-0.0013325i,0.0011721-0.0010589i,0.0018386-0.0006291i,0.0019285+0.00085395i,0.00068843+0.0021447i,0.00022801+0.0021918i,0.0011573+0.0015371i,0.0018393+0.00098355i,0.0016744+0.00022473i,0.00035764+0.00035281i,-0.00044477+0.00042395i,-3.744e-06-8.6057e-05i
0.00059845+0.0023848i,-0.00073474+0.0021749i,-0.0025369+0.00032849i,-0.0026812-4.1951e-05i,-0.0021958+0.00012703i,-0.00078075-0.0021482i,-0.00064785-0.0043841i,-0.0030869-0.0041334i,-0.0048753-0.0029278i,-0.0033568-0.0014762i,-0.0010844-0.00084413i,-0.00017579+9.1107e-06i,4.3788e-05+0.00017175i,-0.00042704-0.00041306i,-0.001094-0.00011256i,-0.00041519-7.7467e-05i,0.00059155-0.00061783i,0.00014699-0.00041285i,-0.00021961-0.00048816i,-0.00017921-0.0011914i,-2.085e-05-0.0014852i,0.00073065-0.00081323i,0.0010594-0.00036378i
-0.002862-0.0035202i,-0.0034487-0.0031852i,-0.0031952-0.00094929i,-0.0017339-0.00027406i,-0.0005985-0.0023067i,-0.0011495-0.0039606i,-0.0015581-0.0031661i,-0.0025059-0.0011607i,-0.0036354+0.00017969i,-0.0031068+3.7906e-05i,-0.0017961+0.00057107i,-0.0013187+0.0008852i,-0.0014634+0.00042447i,-0.0011624+0.0006374i,0.00027967+0.00041873i,0.001552-0.00028388i,0.001363-0.0015364i,0.00025273-0.0013269i,-0.00037067-9.0285e-05i,-0.00039569-4.2131e-05i,0.00041059-0.00042373i,0.00030778-0.00024113i,-0.00033789-0.00039167i
0.0037012+0.0051126i,0.0042429+0.0043163i,0.0040212+0.0030702i,0.0024647+0.0019323i,0.00045587-0.00022693i,-0.0017709-0.0011726i,-0.0033243+0.0007074i,-0.0025626+0.0044636i,-0.0012102+0.0058795i,-0.0005639+0.0036413i,-8.2988e-05+0.00067766i,0.00074113-0.0010619i,0.00081642-0.000989i,0.00040732+0.00063182i,-0.00022021+0.0017482i,-0.00080937+0.00085049i,-0.0011969+0.00038593i,-0.0015016+0.00099165i,-0.001757+0.00081761i,-0.0014592+4.8145e-05i,-0.001076-0.00036154i,-0.0012267-0.00078449i,-0.00093516-0.0003296i
-0.0041723-0.0040142i,-0.005146-0.0032424i,-0.0042931-0.0031482i,-0.0022467-0.0019325i,-0.0015457+0.001179i,-0.0021908+0.0044079i,-0.0012708+0.0047156i,0.0017501+0.0015305i,0.0029666-0.00059941i,0.0021045-0.0001933i,0.0015208+0.00063471i,0.0013252+0.00063235i,0.00067483+0.00075781i,0.00043268+0.0008099i,-0.00094128+0.00062114i,-0.0019032+0.0012504i,-0.001498+0.0016226i,-0.0012568+0.0012655i,-0.00095765+0.00079309i,-0.00021282+1.0093e-05i,0.00017227-0.00077689i,1.2728e-05-0.00019489i,-0.0001152+0.0011702i
0.0024711-0.0017269i,0.00036212-0.0025502i,-0.0014187-0.0021281i,-0.0020517-0.00034837i,-0.0010518+0.0015984i,0.00082626+0.0027689i,0.0032349+0.0029837i,0.0049483+0.0013152i,0.0045328-0.00027458i,0.0021859+0.00035515i,-1.1575e-06+0.00079406i,-0.00073333+0.00060676i,2.0869e-05+0.0012873i,0.00015809+0.0028645i,-0.00048448+0.0023253i,-6.4576e-05+0.001168i,0.00087696+0.00084168i,0.0019908+0.00091261i,0.0028248+0.0012308i,0.0022353+0.0007318i,0.0013407+0.00049018i,0.00035564+7.8586e-05i,0.00053961-0.00021588i
-0.0037817-0.0037628i,-0.0052729-0.0015271i,-0.0030026-0.00079905i,-0.0011341-0.0014721i,0.00048357-0.0010892i,0.0051059+0.00061791i,0.0077943-0.00016929i,0.0049822-0.0025654i,0.0005391-0.0043159i,-0.0010699-0.0037874i,7.9572e-05-0.002692i,0.0018909-0.0010619i,0.0024714+0.00079935i,0.0017501+0.0018443i,0.0010385+0.0025697i,0.0011943+0.0027261i,0.001879+0.0016146i,0.001362+0.00011221i,-2.3386e-05-0.00081977i,-0.00032641-0.00077357i,7.1959e-05-0.00098594i,0.00011691-0.0014807i,0.00035391-0.00106i
0.0037059-0.0025627i,0.0045653-0.0035816i,0.0036539-0.0042512i,0.0030177-0.0025545i,0.0020253-0.0014276i,0.00080023-0.0031634i,-0.00022786-0.0056719i,-0.0023422-0.0049725i,-0.0026603-0.0019343i,-0.0019368+0.00029897i,-0.0012815+0.0010125i,8.2185e-05+0.0017492i,0.0010481+0.0021255i,0.0014627+0.0016891i,0.0013872+0.00086122i,0.00014727-0.00052552i,-0.0015566-0.0014104i,-0.0020518-0.0013355i,-0.0004495-0.0019547i,0.0012012-0.0020789i,0.0011684-0.0015301i,0.00057505-0.0010146i,0.00020349-0.00096326i
-0.0039182-0.0035687i,-0.0056878-0.0022163i,-0.0038784-0.00091726i,-0.0034321+0.00086881i,-0.0043713+0.0012174i,-0.0037402+0.00015892i,-0.0046975-0.0010524i,-0.005266+5.6594e-05i,-0.0035682+0.0029279i,-0.0031059+0.0029924i,-0.0027857+0.00049082i,-0.0016709-0.0012451i,-0.00071371-0.0015125i,0.00038274-0.0017055i,0.00068667-0.0021599i,0.00031962-0.0021516i,-0.00063969-0.0016536i,-0.00053131-0.00068214i,6.489e-05+0.00025824i,7.3959e-05+0.00053019i,-0.00083538+0.0005441i,-0.0010085+0.0002459i,-0.0014909+0.0010126i
0.0036688-0.0032894i,0.0012341-0.0041444i,-0.002486-0.0048472i,-0.0042714-0.0036378i,-0.004333-0.002663i,-0.0051757+0.00022129i,-0.0043908+0.0045429i,-0.0012108+0.0052199i,0.0022532+0.0028861i,0.0028502+0.00065532i,0.0018157+0.0007209i,0.0015062+0.0013565i,0.00037548+0.0011902i,-0.00095296+0.0011832i,-0.0018014+0.00165i,-0.0016628+0.0020549i,-0.00040476+0.0017138i,0.0011378+0.00094661i,0.00082137+0.00025702i,0.00027811-0.00025867i,0.001231-0.00076303i,0.0010818-0.0012047i,-0.0001056-0.00096865i
0.001432-0.0035863i,0.0014325-0.0045974i,0.001994-0.0065454i,0.0019479-0.0041886i,0.0007126+0.000602i,0.00087298+0.0049336i,0.0045124+0.0057973i,0.0065116+0.0031536i,0.0040661+0.00035772i,0.00018679+0.00048697i,-0.0015708+0.0022459i,-0.0024326+0.0030666i,-0.0022671+0.0035212i,-0.002648+0.0053043i,-0.0038087+0.0055779i,-0.0028854+0.003552i,-0.0018895+0.0022923i,-0.0013445+0.0017382i,8.9441e-06+0.00053286i,0.00096773-0.00028991i,0.0011941-6.8946e-05i,0.0004654+8.6385e-05i,0.00036277+5.5883e-05i
0.006871-0.0064511i,0.0041341-0.0083268i,-0.00025177-0.008576i,-0.0048305-0.0033437i,-0.0066557+0.00050645i,-0.0027322+0.0012564i,0.0036645-2.7489e-06i,0.0056803-0.0019905i,0.0025784-0.0041643i,-0.0013854-0.0056315i,-0.0018532-0.0047048i,-0.000902-0.0023712i,0.00012407+0.0016033i,0.0010324+0.0045731i,0.002133+0.004634i,0.0027812+0.0029594i,0.0021678+0.00038173i,0.001646-0.00028807i,0.0011559+0.00075199i,0.00087584+0.00039592i,0.00073448-0.00046369i,0.00012316-0.0014314i,-0.00063907-0.0013711i
-0.02476+0.013834i,-0.020258+0.01972i,-0.012294+0.026737i,0.00058314+0.019292i,0.011764+0.0092753i,0.012811-0.0025723i,0.0026083-0.0109i,-0.0061602-0.01023i,-0.0068505-0.0014601i,-0.00023064+0.0065588i,0.0053756+0.0056631i,0.0057695+0.0015936i,0.0054927-0.0039062i,0.0061195-0.010619i,0.0070626-0.012674i,0.0055027-0.0077933i,0.0026563-0.0012434i,0.0015091+0.0010437i,-0.00061341-0.0015706i,-0.0025-0.0030549i,-0.001683-0.00084868i,0.00064425+0.001576i,0.001892+0.0009923i
-0.0063187+0.0046261i,-0.005325+0.005617i,-0.00072147+0.007626i,0.0036086+0.0061752i,0.004296+0.0022643i,0.0022541-0.0015508i,-0.0026804-0.00181i,-0.0060443+8.3443e-05i,-0.0049219+0.0015221i,-0.0028309+0.0014464i,-0.0020335+0.00025814i,-0.0021694-0.00057675i,-0.0027448-0.0025141i,-0.0030114-0.004302i,-0.0028072-0.0040198i,-0.0031041-0.0030916i,-0.0034896-0.0022335i,-0.0025931-0.0016235i,-0.0012835-0.00085036i,-0.0012313+0.00030677i,-0.00075982+0.0011672i,0.0003679+0.0015238i,0.00077758+0.0012311i
-0.005729+0.003024i,-0.0042627+0.006026i,-0.0038424+0.0089298i,-0.0040887+0.0070647i,-0.0024685+0.002189i,2.2156e-05+7.4902e-05i,0.00076925+0.0034454i,0.0012944+0.0063728i,0.0031045+0.0040792i,0.0052538+0.0010383i,0.0064191+0.00028948i,0.0061433-1.4055e-05i,0.0041018-0.000871i,0.0012805-0.00088292i,-9.8902e-05-0.0005642i,6.2875e-05-0.00066594i,0.00022746-0.00063843i,-9.5788e-05-0.0017067i,-0.0013547-0.0021111i,-0.0016807-0.0013226i,-0.00094056-0.0012125i,-0.00057793-0.001465i,-0.00025089-0.0011144i
-0.0032505-0.00080734i,-0.0053505-0.00091265i,-0.0039829-0.0011182i,0.00042352-0.0011752i,0.002301+0.00056773i,0.00046607+0.0021879i,5.9905e-05+0.001276i,0.0027866-0.00035243i,0.0030996-0.00080317i,0.00021322+0.00092269i,-0.0010046+0.0027529i,-0.00011765+0.0021137i,-0.00025348+0.0011631i,0.00013407+0.0019599i,0.0017088+0.002361i,0.0021186+0.001945i,0.0010104+0.0018966i,0.00046602+0.0020113i,0.0012222+0.00098095i,0.0013836-0.00027456i,0.00019146+0.00035178i,-0.00032772+0.0010385i,-0.00081758+0.0013944i
-0.0012252+0.0011959i,-0.00038776+0.0013511i,0.0024843+0.0023775i,0.0050603+0.004841i,0.0051273+0.0058709i,0.0041353+0.0022873i,0.0033316-0.0035061i,0.0032325-0.007884i,0.0022159-0.0089995i,0.0010482-0.0074515i,0.0013578-0.0061738i,0.0012516-0.0055072i,0.00045842-0.0045437i,0.0012511-0.0035406i,0.0016985-0.0025619i,0.00045-0.00091801i,-0.0001072-1.6238e-05i,0.00033109-0.00057057i,-0.00053777-5.6305e-05i,-0.0010726+0.00045088i,-0.00076318-0.00013414i,-0.00043284+0.00015733i,-0.00015339+0.00062221i
-0.00048205-0.0008389i,-0.0028373+0.00041619i,-0.0065398+0.0014817i,-0.0086613-0.0021986i,-0.0045962-0.0046134i,-0.00082063-0.0019721i,-0.0033753-0.00066966i,-0.0059906-0.00078293i,-0.0055177+0.0010462i,-0.0022452+0.0038627i,-5.8314e-05+0.0049867i,0.00021353+0.0040724i,0.00099786+0.0027904i,0.001229+0.001119i,0.00074979-0.00089198i,0.00078453-0.0014729i,0.00098465-0.0013689i,0.0013896-0.0018623i,0.0012957-0.002237i,0.00037506-0.0018889i,0.00062654-0.0012203i,0.00072026-0.0011562i,0.00053591-0.0010502i
-0.0021223+0.0047416i,-0.00064494+0.0056263i,4.0845e-05+0.003298i,0.0035459-9.0242e-06i,0.0049274-0.001293i,0.0028043-0.00265i,-0.00085043-0.00090273i,-0.005413+0.0036073i,-0.0055226+0.0047476i,-0.0044839+0.0018013i,-0.0049336-0.0008158i,-0.0038827+0.00024318i,-0.0023131+0.0014006i,-0.0017881+0.00019008i,-0.0011181+0.00038335i,-0.00030114+0.00081173i,-4.0714e-05+0.00089277i,-0.00060719+0.0013739i,-0.0011298+0.0017284i,-0.0010738+0.00068547i,-0.00088468+3.8106e-05i,-7.4215e-05-0.00023431i,-4.1447e-05-0.00086714i
-0.00041225-0.001104i,0.0016075-0.00039781i,0.0022539+0.0046193i,0.00066504+0.0089009i,-0.0013763+0.0064575i,-0.0002192+0.0018297i,0.0035793+0.0013753i,0.006608+0.0038434i,0.0081811+0.0049478i,0.008528+0.0028652i,0.0075509+0.0011024i,0.0056909-0.00031892i,0.0034498-0.0020441i,0.0018932-0.00064599i,0.001394+0.00087437i,0.00038813+0.00039642i,-0.00015552+0.00044523i,2.7724e-05+0.0013204i,0.00014621+0.0013387i,-0.0008822+0.00032792i,-0.0019959-0.00041687i,-0.0014823+0.00019932i,-0.00018557+0.0009161i
-0.0016716+0.0034494i,-0.0016228+0.0048664i,-0.0041766+0.0013279i,-0.0048229-0.0040731i,-0.0022685-0.0048213i,-0.0015773-0.002535i,-0.00059541-0.0031296i,0.002507-0.0060682i,0.0027168-0.0062659i,-0.00069063-0.0026987i,-0.002713+0.00031525i,-0.0013044+0.00083452i,0.00074468+0.00035492i,0.0012052-0.00031975i,0.00048204-0.0021367i,4.4401e-06-0.0026363i,0.00040749-0.0013548i,0.0016211-0.00084527i,0.0026946-0.0010507i,0.0018495-0.00064524i,0.00028034-0.00050127i,-0.001078+4.0863e-05i,-0.0014976+0.001144i
-0.00047202-0.0016667i,-0.0020387-0.0033064i,0.0029701-0.0037595i,0.0097309-0.0014461i,0.0076972+0.0028661i,0.0012128+0.0020391i,-0.0024852-0.0026283i,-0.00299-0.0071022i,-0.0018033-0.0089721i,-4.6295e-05-0.0074402i,0.00047208-0.0051955i,-0.0010041-0.0038505i,-0.0030985-0.0023618i,-0.004185-0.00097805i,-0.0030757-0.00024695i,-0.0020768+0.00052902i,-0.00075311+0.00016335i,0.00020868-0.00085649i,-0.00028505-0.00053806i,-0.00035757-6.0983e-05i,0.00056197-0.00022701i,0.0013946-0.00096481i,0.0017446-0.0014859i
0.0011756+0.003427i,0.0016543+0.0077466i,-0.0019632+0.011621i,-0.0069107+0.011172i,-0.0041329+0.0060449i,0.0023105+0.0027953i,0.00090882+0.0048096i,-0.0053961+0.0066538i,-0.0075886+0.0065814i,-0.0046451+0.0066434i,-0.0010844+0.0051437i,0.00027967+0.0032901i,0.00025617+0.0020059i,-0.0007984+0.00099019i,-0.0023114+0.0018065i,-0.002377+0.003013i,-0.0015209+0.0025332i,-0.00086094+0.0017328i,-0.0012494+0.0016959i,-0.0013397+0.00070226i,-0.00054247+2.8636e-05i,-0.00037615+0.00067979i,-0.00035666+0.0016965i
-0.0061303-0.00038135i,-0.0090306+0.00013062i,-0.0081547-0.0032434i,-0.0010267-0.009299i,0.0063867-0.0077637i,0.0067874-0.0032149i,0.0038246-0.0010719i,0.00086887+0.0027934i,-0.0011081+0.0047056i,-0.0020585+0.0014382i,-0.0027873-0.00231i,-0.0016369-0.0014i,0.00059165+0.0012269i,0.0013849+0.0015649i,0.0029783+0.00014989i,0.0041639-0.0014256i,0.0024836-0.0016279i,0.00086488-0.00061508i,-0.00011291-0.00017495i,-0.0013319+3.5284e-05i,-0.0018207+0.00022438i,-0.0016459-0.00030146i,-0.0013569-0.00027022i
0.0011771+0.00066648i,0.0070664-0.00068052i,0.014023+0.0010691i,0.014878+0.0057857i,0.0065298+0.0021398i,0.0024514-0.0065844i,0.0065863-0.0078636i,0.011114-0.0021744i,0.011579+0.0028492i,0.0089993+0.0037019i,0.0068216+0.0033213i,0.0042148+0.0019515i,0.00060615-0.0004604i,-0.0004735-0.0015743i,0.001044-0.0013442i,0.0018272-0.00050811i,0.001904+0.00051187i,0.0017687+0.00095714i,0.0015566+5.9164e-05i,0.0014685-0.00055622i,0.0014515-0.00088025i,0.001247-0.00093809i,0.0013051+0.00030229i
-0.0012106+0.0023061i,-0.0047824+0.0070625i,-0.012581+0.0086764i,-0.020106+0.00080763i,-0.01902-0.0074977i,-0.013063-0.0069878i,-0.0078572-0.0052409i,-0.0040662-0.0076377i,-0.0019381-0.0080562i,-0.0023773-0.0046832i,-0.0031937-0.0012492i,-0.0013395-0.0011117i,0.0011768-0.0033403i,0.0017671-0.0036289i,-0.00071259-0.0026002i,-0.0045084-0.0018008i,-0.0053641+1.0755e-05i,-0.0036107+0.00071554i,-0.0017652+0.00046422i,-0.00055322+0.0017191i,-0.00094923+0.0022346i,-0.0016655+0.0019529i,-0.0013167+0.0016558i
