-0.0010191+0.00050353i,0.00019468+0.00063599i,0.00054125+0.00040729i,0.00060172+0.00019061i,-0.00010492+0.00020275i,-0.0010233+0.00034151i,-0.00089828+0.00052603i,-0.00051344+0.0010668i,-0.00011851+0.0011373i,-0.00018431+0.0010061i,2.6009e-05+0.00079562i,0.00046634+0.00012836i,-0.00013702-0.00091954i,-0.00047586-0.00093345i,0.00027939-0.00081342i,0.0011194+2.335e-05i,-1.5704e-05+0.00089159i,-0.0013812+5.1059e-06i,-0.00061723-0.00074906i,9.8441e-05-0.0011622i,5.3241e-08-0.00090155i,0.00037799-0.00071631i,0.00049505-0.00038715i
-0.061324-0.033143i,-0.21217-0.11786i,-0.47039-0.25923i,-0.68174-0.39349i,-0.64258-0.44216i,-0.42026-0.43219i,-0.28702-0.42951i,-0.25536-0.308i,-0.14685-0.092072i,-0.0060888-0.0082211i,0.036461-0.028553i,0.022382-0.028854i,0.023155-0.016041i,0.038708-0.0052232i,0.063031-0.0019354i,0.093696-0.010124i,0.12119-0.021694i,0.12433-0.038902i,0.087048-0.049454i,0.032585-0.034365i,0.00062903-0.010542i,-0.0038829-0.0032695i,-0.00042379-0.0025714i
0.031522+0.041628i,0.079042+0.11809i,0.089755+0.22452i,-0.013742+0.32379i,-0.1336+0.36739i,-0.1232+0.337i,-0.046384+0.23891i,-0.0045948+0.10209i,0.024503-0.016146i,0.026579-0.079826i,-0.011112-0.061582i,-0.015636-0.0080935i,0.0032358-0.0023818i,-0.0033113-0.024814i,-0.015753-0.041433i,-0.019953-0.074497i,-0.024562-0.11625i,-0.033033-0.12686i,-0.03788-0.089992i,-0.03105-0.039685i,-0.024361-0.015428i,-0.028454-0.0049309i,-0.027415+0.0090681i
-0.01089-0.049161i,-0.01692-0.12752i,0.029558-0.21201i,0.14428-0.23135i,0.21124-0.13503i,0.17863+0.03705i,0.14835+0.17214i,0.12253+0.19008i,0.051418+0.1237i,-0.013894+0.063853i,-0.039532+0.024444i,-0.046748-0.0027777i,-0.041274-0.011185i,-0.034431-0.012592i,-0.039781-0.003678i,-0.055688+0.016341i,-0.08134+0.030401i,-0.093865+0.038166i,-0.067486+0.034466i,-0.027564+0.015362i,-0.0088675+0.0045295i,-0.0059222+0.0092918i,-0.00040901+0.011561i
0.01176+0.046024i,0.057625+0.11954i,0.16256+0.16529i,0.26432+0.06845i,0.21727-0.14252i,0.0011593-0.28926i,-0.1797-0.2621i,-0.18648-0.13327i,-0.13022-0.0060464i,-0.087353+0.075903i,-0.033174+0.083825i,0.0021888+0.046579i,0.0099525+0.016755i,0.0098332+0.0019918i,0.0050619+0.0031471i,0.0070273+0.028535i,0.015858+0.068297i,0.019901+0.084754i,0.016627+0.058672i,0.012723+0.019381i,0.014122-0.0028013i,0.015113-0.0086565i,0.0062414-0.011385i
0.007006-0.046099i,0.0056913-0.10426i,0.0064105-0.1426i,0.03696-0.12544i,0.091064-0.10861i,0.11907-0.1225i,0.10797-0.13978i,0.076209-0.15089i,0.044696-0.12221i,0.043586-0.057534i,0.059781-0.022865i,0.047835-0.018339i,0.021772-0.0017366i,0.020254+0.012397i,0.028375+0.0049557i,0.031049-0.011549i,0.042902-0.026529i,0.057019-0.030551i,0.04902-0.019939i,0.024249-0.0079453i,0.0069653-0.0052439i,0.0018119-0.0084349i,-0.0023287-0.0099784i
-0.02126+0.044367i,-0.05978+0.11784i,-0.11746+0.21476i,-0.15963+0.29689i,-0.1131+0.33892i,0.028492+0.30631i,0.1479+0.21721i,0.18845+0.11545i,0.1827-0.0092372i,0.12983-0.10677i,0.054991-0.10504i,0.020536-0.054218i,0.021716-0.023189i,0.025071-0.012957i,0.025548-0.013234i,0.024113-0.021847i,0.021328-0.041938i,0.018592-0.061044i,0.012831-0.052816i,0.0034227-0.022577i,-0.0044074-0.00027531i,-0.0039684+0.0048275i,0.0011271+0.00632i
0.026987-0.040197i,0.040345-0.10792i,-0.0067569-0.18096i,-0.14378-0.15956i,-0.28526-0.010623i,-0.32533+0.158i,-0.27192+0.2094i,-0.20203+0.15596i,-0.13736+0.095496i,-0.087047+0.054629i,-0.057558+0.019477i,-0.034992-0.018503i,-0.033664-0.045597i,-0.044866-0.034255i,-0.03155-0.0065729i,-0.0062136-0.0011117i,-0.0067234-0.0095653i,-0.026672-0.013916i,-0.030559-0.013232i,-0.016702-0.0082074i,-0.0061683-0.0024994i,-0.0040471-0.0013339i,-0.0014361-0.0037042i
-0.029892+0.025187i,-0.061445+0.056517i,-0.064217+0.056162i,-0.037374-0.032173i,-0.027526-0.14665i,-0.028874-0.19086i,-0.026648-0.1707i,-0.072188-0.101i,-0.12762+0.021293i,-0.09949+0.098091i,-0.054274+0.0759i,-0.060955+0.052996i,-0.059422+0.064114i,-0.028385+0.057698i,-0.0054432+0.030075i,-0.0079209+0.0072878i,-0.023383+0.010227i,-0.029265+0.031518i,-0.020313+0.035017i,-0.0091608+0.018541i,-0.003552+0.0068538i,0.00068202+0.0041976i,0.0038135-0.0036139i
0.042655-0.015886i,0.1228-0.057276i,0.24034-0.13679i,0.33513-0.24457i,0.32714-0.32821i,0.22066-0.31538i,0.14535-0.23595i,0.13965-0.1844i,0.1032-0.15977i,0.039313-0.11209i,0.012576-0.051209i,0.020195-0.0060461i,0.046113+0.0095495i,0.057525-0.011764i,0.023586-0.031641i,-0.015352-0.010364i,-0.012444+0.016528i,0.0093952+0.018462i,0.011952+0.011075i,0.00032775+0.0040189i,-0.0073941-0.0012582i,-0.008234-0.0012009i,-0.0085311+0.0064712i
-0.042633+0.0095486i,-0.11309+0.042318i,-0.17409+0.13095i,-0.13715+0.26113i,-0.0087901+0.3502i,0.069366+0.33425i,0.027206+0.26373i,-0.0077933+0.17857i,0.030363+0.066704i,0.049624-0.011005i,0.038118-0.026672i,0.038582-0.036451i,0.030038-0.053457i,0.0026488-0.047144i,-0.011095-0.011412i,0.012512+0.01776i,0.042369+0.009757i,0.042896-0.012279i,0.022851-0.013743i,0.0049583-0.0014387i,-0.00044566+0.004691i,8.1426e-05+0.0060801i,0.0034209+0.0077399i
0.037995+0.01643i,0.10183+0.052471i,0.16589+0.12967i,0.17863+0.22803i,0.12984+0.24838i,0.05507+0.15173i,-0.022392+0.063719i,-0.059028+0.088231i,-0.018821+0.13997i,0.027246+0.11028i,0.027241+0.049217i,0.0095952+0.012437i,-0.013286+0.00284i,-0.018774+0.023413i,0.015076+0.027201i,0.039268-0.016023i,0.020142-0.050819i,-0.0041923-0.045639i,-0.0025303-0.030301i,0.0095943-0.02196i,0.012741-0.015449i,0.0081454-0.013435i,-0.0023298-0.016364i
-0.03329-0.029239i,-0.097255-0.091078i,-0.18921-0.20484i,-0.28813-0.32052i,-0.33176-0.33221i,-0.25152-0.24049i,-0.094296-0.17052i,-0.016063-0.14934i,-0.051984-0.10052i,-0.075957-0.031033i,-0.061925+0.0074015i,-0.059352+0.032485i,-0.046444+0.052504i,-0.011126+0.035752i,0.0043019-0.0064008i,-0.019992-0.02527i,-0.045639-0.0092501i,-0.042253+0.0068529i,-0.027394+0.00026038i,-0.02125-0.011777i,-0.022407-0.011828i,-0.023753-0.003636i,-0.020305+0.0064159i
0.019748+0.031498i,0.052485+0.069582i,0.076117+0.079218i,0.063561+0.007287i,0.036524-0.10017i,0.037116-0.11853i,0.059055-0.065042i,0.047209-0.056497i,4.9245e-05-0.084072i,-0.026159-0.070474i,-0.0058295-0.029101i,0.034336-0.0051838i,0.058033-0.011748i,0.036523-0.032126i,-0.0085545-0.017822i,-0.01415+0.029351i,0.017508+0.050189i,0.03676+0.036259i,0.030087+0.024729i,0.014935+0.024447i,0.0060582+0.024661i,0.0088038+0.020957i,0.018853+0.0089031i
-0.0064801-0.040001i,0.0029667-0.092894i,0.069311-0.14205i,0.17862-0.15699i,0.19835-0.11914i,0.05917-0.031731i,-0.069603+0.067224i,-0.040993+0.093117i,0.038895+0.042546i,0.054538-0.0029669i,0.037405-0.033603i,0.021999-0.075354i,0.00026503-0.09501i,-0.014631-0.057737i,-0.0029639-0.0035794i,0.025904+0.015223i,0.042314+0.0024872i,0.036484-0.011447i,0.027262-0.011981i,0.02507-0.006299i,0.025721-0.0063611i,0.021777-0.015514i,0.0082729-0.020751i
-0.0030819+0.042494i,-0.010275+0.1025i,-0.040339+0.18463i,-0.073297+0.26636i,-0.047165+0.30214i,0.033897+0.21966i,0.06889+0.070997i,0.031159+0.023986i,0.011219+0.067158i,0.018153+0.074421i,-0.012499+0.052011i,-0.062505+0.058948i,-0.072235+0.079998i,-0.033482+0.068948i,0.010345+0.023181i,0.015969-0.022937i,-0.0043036-0.037077i,-0.017949-0.024798i,-0.019932-0.014883i,-0.017826-0.015485i,-0.017471-0.017382i,-0.020023-0.011329i,-0.020153+0.0030672i
0.0082066-0.037388i,0.019416-0.063213i,0.023768-0.047492i,0.0018853+0.017077i,-0.050922+0.051594i,-0.069657+0.019246i,-0.025577-0.030583i,0.0010821-0.058614i,-0.025349-0.045949i,-0.038692-0.0125i,-0.010935+0.0068575i,0.018623+0.023853i,0.035815+0.041005i,0.037979+0.022943i,0.017206-0.021458i,-0.012992-0.045208i,-0.03232-0.043528i,-0.035805-0.032658i,-0.033996-0.016888i,-0.033451-0.0038111i,-0.029812+0.0090188i,-0.016848+0.020966i,-4.3884e-05+0.020059i
-0.017736+0.02644i,-0.047669+0.037548i,-0.087142-0.0072983i,-0.12515-0.10209i,-0.13753-0.11578i,-0.11601+0.014437i,-0.078426+0.13308i,-0.05474+0.107i,-0.051362+0.018701i,-0.033401-0.024658i,0.0024479-0.043939i,0.025787-0.07167i,0.02873-0.084979i,0.011543-0.066634i,-0.014568-0.029766i,-0.022493+0.0022357i,-0.016264+0.014366i,-0.012333+0.011287i,-0.0074795+0.011588i,0.0028994+0.01823i,0.015379+0.017999i,0.023731+0.0049713i,0.020976-0.01126i
0.021671-0.02044i,0.052918-0.037381i,0.092801-0.033703i,0.14307-0.02383i,0.18223-0.070281i,0.14456-0.15464i,0.033948-0.16901i,-0.01597-0.084031i,0.033148-0.012249i,0.059777-0.005805i,0.032842-0.0047761i,0.013228-0.0065367i,-0.00039673-0.028052i,-0.011877-0.021651i,-0.002116+0.022265i,0.021254+0.052107i,0.03912+0.050464i,0.045582+0.034887i,0.047493+0.010571i,0.043911-0.013797i,0.026889-0.029901i,-0.00081764-0.033862i,-0.018115-0.02395i
-0.024382+0.008025i,-0.034133+0.018201i,0.0039012+0.011699i,0.084594-0.0096595i,0.12209-0.01181i,0.08127-0.017399i,0.039027-0.053074i,0.022102-0.07815i,0.0020431-0.059815i,-0.016291-0.021376i,-0.028794+0.010014i,-0.041424+0.040121i,-0.044181+0.062056i,-0.02576+0.056538i,0.0075392+0.032062i,0.030535+0.0072845i,0.032833-0.007933i,0.022604-0.015824i,0.0038912-0.024452i,-0.01964-0.025612i,-0.037065-0.011078i,-0.037531+0.013368i,-0.025406+0.028676i
0.026745+0.0016373i,0.045899+0.0020194i,0.024899+0.017458i,-0.036182+0.055708i,-0.049805+0.0981i,0.048594+0.12547i,0.1531+0.12033i,0.13433+0.085201i,0.038812+0.052635i,-0.017425+0.031364i,-0.024787+0.01552i,-0.014681+0.021443i,0.010075+0.041545i,0.024472+0.030859i,0.010534-0.010375i,-0.013231-0.039848i,-0.02921-0.043919i,-0.034195-0.025771i,-0.031601+0.0084154i,-0.023073+0.035201i,-0.0046183+0.040799i,0.019135+0.028182i,0.028088+0.0091288i
-0.025561-0.0056233i,-0.055669-0.004053i,-0.071483-0.0044199i,-0.077818-0.022544i,-0.11741-0.05498i,-0.18283-0.051944i,-0.18554+0.013207i,-0.10181+0.054569i,-0.020828+0.027335i,0.0039274-0.0031993i,0.011944-0.01872i,0.025451-0.047093i,0.030174-0.078034i,0.019653-0.080085i,-0.008063-0.052389i,-0.032491-0.015158i,-0.03284+0.012991i,-0.01742+0.022704i,0.0059977+0.020471i,0.027882+0.011341i,0.035027-0.0036637i,0.024799-0.02108i,0.0077613-0.029935i
0.023972+0.0099458i,0.044609+0.010508i,0.045575-0.013158i,0.016192-0.059681i,-0.0188-0.088373i,-0.047416-0.067762i,-0.079445-0.039123i,-0.087815-0.024673i,-0.05534-0.0034124i,-0.015922+0.014824i,0.00012228+0.018144i,-0.0090021+0.006468i,-0.031712-0.0068604i,-0.035587-0.0031304i,-0.0080468+0.017715i,0.02822+0.034454i,0.050488+0.034591i,0.052935+0.016918i,0.036676-0.013786i,0.013048-0.03398i,-0.0030644-0.029381i,-0.01026-0.011341i,-0.010188+0.000901i
-0.020547-0.020143i,-0.035732-0.029716i,-0.028602-0.016068i,0.023384+0.020224i,0.085123+0.025044i,0.10191-0.05096i,0.08245-0.14156i,0.047759-0.15127i,0.0083413-0.088622i,-0.0084361-0.025358i,-0.0099347+0.0013788i,-0.013326+0.022542i,-0.0090887+0.05376i,0.008191+0.0614i,0.03184+0.029139i,0.042207-0.0195i,0.031803-0.055682i,0.01225-0.063098i,-0.0082866-0.045873i,-0.023351-0.022709i,-0.028122-0.0063683i,-0.02163+0.0039415i,-0.010774+0.010423i
0.016114+0.025866i,0.036886+0.043536i,0.057127+0.045124i,0.045034+0.043134i,-0.0028642+0.090656i,-0.013009+0.17134i,0.022143+0.18503i,0.027039+0.11924i,0.0093231+0.047033i,0.0019193+0.0069004i,0.0048396-0.0082828i,0.011737-0.011188i,0.021016-0.0079452i,0.019746-0.0095129i,-0.0068782-0.020412i,-0.04195-0.02656i,-0.061391-0.020535i,-0.05779-0.007691i,-0.038359+0.0095402i,-0.019124+0.022209i,-0.011034+0.022933i,-0.0094769+0.017693i,-0.0062137+0.013984i
-0.0085752-0.023456i,-0.020131-0.040598i,-0.041293-0.03265i,-0.051519+0.0035665i,-0.031009+0.018609i,-0.012583+0.0012016i,0.002419+0.01554i,0.040992+0.045947i,0.06908+0.033152i,0.062492-0.0026615i,0.045831-0.022369i,0.04108-0.035391i,0.033063-0.055536i,0.0071207-0.050667i,-0.014284-0.0084547i,-0.011198+0.036313i,0.0043692+0.057406i,0.012407+0.053707i,0.012527+0.036758i,0.015159+0.020987i,0.022503+0.0086636i,0.02666-0.0026536i,0.021709-0.011228i
-0.0021155+0.02477i,0.0017352+0.046853i,0.02391+0.042154i,0.042232-0.0161i,0.0084906-0.08341i,-0.060585-0.1011i,-0.11182-0.086538i,-0.11544-0.057992i,-0.083669-0.020701i,-0.049171+0.0063805i,-0.035611+0.011618i,-0.040926+0.0064036i,-0.040058+0.0041631i,-0.019196+0.0033455i,0.011045+0.0019549i,0.034757-0.0026813i,0.044194-0.0069996i,0.038494-0.0062018i,0.025435-0.0071661i,0.014564-0.012336i,0.0070648-0.017911i,0.0011504-0.022315i,-0.0047833-0.023307i
0.0073835-0.021384i,0.0136-0.046967i,0.010134-0.060731i,0.025199-0.036622i,0.096243+0.0082306i,0.16296+0.051367i,0.16124+0.078158i,0.10365+0.069756i,0.038257+0.052302i,0.0076329+0.038152i,-0.0030318+0.026485i,-0.015512+0.036659i,-0.015703+0.054955i,-0.0033238+0.041714i,0.0014933+0.0061748i,-0.005288-0.018089i,-0.011799-0.030069i,-0.0081918-0.035236i,-0.00043973-0.031105i,-0.0010047-0.021293i,-0.010146-0.0076336i,-0.017267+0.0066165i,-0.015259+0.013755i
-0.014724+0.015035i,-0.027956+0.034813i,-0.015616+0.044133i,0.011624+0.020002i,-0.00051633-0.022722i,-0.029678-0.056219i,-0.028187-0.075935i,-0.0033586-0.08812i,0.006763-0.099868i,-0.0096179-0.091322i,-0.012987-0.061821i,0.0031592-0.04327i,0.0088176-0.032754i,0.0024122-0.015625i,-0.0037601-0.0047928i,-0.0079765-0.003894i,-0.014411-0.0065401i,-0.02165-0.0098054i,-0.021688-0.0094435i,-0.016984-0.0046269i,-0.010407+0.0034269i,-0.00037655+0.011366i,0.0080133+0.012872i
0.017703-0.0071741i,0.037224-0.022097i,0.025022-0.032311i,-0.034117-0.01631i,-0.096084+0.023275i,-0.12654+0.04245i,-0.12942+0.022318i,-0.11623+0.0057786i,-0.080065+0.015972i,-0.038262+0.028826i,-0.015177+0.027994i,-0.0049382+0.013542i,-0.00099813-0.0078385i,-0.001109-0.015732i,-0.0004117-0.0062013i,0.001675+0.0056666i,0.0054144+0.020485i,0.0061402+0.035767i,0.002606+0.036607i,0.00094513+0.02328i,0.0022288+0.007426i,0.0035375-0.0048831i,0.0032296-0.010897i
-0.020923+0.00077913i,-0.04284+0.010272i,-0.041644+0.018829i,-0.011259+0.0073421i,0.021575-0.026483i,0.073594-0.059352i,0.13205-0.068625i,0.13261-0.051818i,0.085332-0.017808i,0.05589+0.007616i,0.042204+0.0067149i,0.026302+0.0027502i,0.019197+0.0013968i,0.014249-0.0045036i,0.0075397-0.0027765i,0.0080245+0.0043233i,0.01778+0.0035272i,0.030083-0.00078924i,0.030366-0.0038166i,0.017792-0.005979i,0.0040169-0.0050233i,-0.0076724-0.0021836i,-0.014253-0.00062025i
0.016316+0.004227i,0.03983+0.004749i,0.04772-0.0053124i,0.030552-0.02479i,0.010158-0.034607i,-0.023231-0.010833i,-0.051465+0.035758i,-0.04906+0.053179i,-0.046982+0.030389i,-0.050781+0.0091516i,-0.041243+0.00076806i,-0.025548-0.0027175i,-0.015698+0.0065808i,-0.0086654+0.014233i,-0.0021752+0.007109i,-0.0010577-0.0039324i,-0.0075322-0.016376i,-0.015955-0.02905i,-0.017589-0.028123i,-0.010603-0.014541i,-0.00015826-0.0020485i,0.0079183+0.0064776i,0.0089473+0.010118i
-0.0186-0.010225i,-0.038119-0.013985i,-0.038691+0.0024159i,-0.0048998+0.038307i,0.021006+0.072705i,0.00019163+0.10164i,-0.040442+0.13324i,-0.034124+0.13797i,0.0063443+0.099916i,0.022137+0.056482i,0.025067+0.035019i,0.026833+0.019987i,0.019026+0.0094512i,0.013978+0.0079885i,0.014678+0.0021358i,0.014573-0.0051594i,0.011246-0.0028225i,0.0039026+0.0024744i,-0.0019719+0.0049064i,-0.00203+0.0050958i,0.0018018-0.00011036i,0.0069203-0.010546i,0.010291-0.017004i
0.013244+0.014082i,0.029745+0.025923i,0.041559+0.025238i,0.038759+0.011249i,0.03035-0.0059915i,0.018862-0.043271i,-0.0021943-0.11405i,-0.02597-0.13853i,-0.014908-0.089823i,0.016584-0.055613i,0.014146-0.047461i,-0.0030673-0.031705i,-0.0035207-0.023127i,0.00022669-0.024561i,-0.00087216-0.020794i,-0.00079164-0.015802i,0.004638-0.012164i,0.010796-0.00429i,0.011086+0.00049532i,0.0048496+0.00044121i,-0.0056862+0.0027855i,-0.015521+0.0051412i,-0.017367+0.0045442i
-0.0065567-0.015885i,-0.015884-0.032491i,-0.027837-0.039466i,-0.041955-0.02027i,-0.043966+0.017851i,0.0035657+0.030184i,0.06191+0.0082937i,0.057704-0.0098389i,0.01172-0.010327i,-0.017852-0.00028365i,-0.028638+0.0031305i,-0.031847+0.0071186i,-0.023579+0.010844i,-0.015351+0.0069827i,-0.01492+0.010176i,-0.015838+0.018345i,-0.015295+0.01726i,-0.011417+0.007764i,-0.0038713-0.00014366i,0.002443-0.0023797i,0.0069473+0.0012906i,0.0097098+0.011686i,0.010445+0.018283i
0.001649+0.01473i,0.0068761+0.031417i,0.02046+0.031262i,0.032228-0.0095097i,0.013116-0.060192i,-0.026474-0.035864i,0.002109+0.036592i,0.071147+0.035586i,0.066023-0.011885i,0.02799-0.010004i,0.031551+0.0027487i,0.034693-0.014344i,0.015777-0.017565i,0.007739-0.0025064i,0.012897+0.0014166i,0.017985-0.0034462i,0.015078-0.0071631i,0.0047544-0.0065249i,-0.0033415-0.0036224i,-0.0054297-0.008525i,-0.0039618-0.018902i,-0.00030927-0.024304i,0.0011837-0.021993i
0.0017213-0.013319i,0.0051986-0.029161i,0.0042278-0.043316i,-0.0003219-0.046738i,-0.004591-0.041157i,-0.031186-0.041448i,-0.094963-0.025467i,-0.1154+0.0052143i,-0.063494+0.006007i,-0.019654-0.016726i,-0.011582-0.018657i,-0.0077891-0.0030867i,-0.0022081+0.0033103i,-3.9214e-05-0.0034867i,-0.002333-0.017367i,-0.0082661-0.026448i,-0.0077761-0.023156i,-0.00062579-0.014803i,0.0012971-0.0047103i,-0.0059538+0.0063931i,-0.014998+0.0099711i,-0.019255+0.0023486i,-0.020081-0.0060634i
-0.0085336+0.0069537i,-0.018668+0.022731i,-0.016963+0.044522i,0.022366+0.059696i,0.092273+0.034676i,0.13913-0.028819i,0.10827-0.08478i,0.025855-0.070587i,-0.015121-0.013714i,-0.020344+0.0071336i,-0.028389+0.014941i,-0.016335+0.028527i,0.0056848+0.018739i,0.0052893+0.0063225i,-0.0035726+0.011814i,-0.0047173+0.020007i,-0.0041796+0.022002i,-0.0029062+0.01676i,0.0015874+0.0081805i,0.01008+0.0084474i,0.016562+0.016318i,0.013892+0.02027i,0.0082078+0.01928i
0.011405-0.0066427i,0.024157-0.013917i,0.023641-0.024624i,-0.012401-0.01375i,-0.061649+0.047178i,-0.059558+0.10355i,-0.0091326+0.084904i,0.0066348+0.029553i,-0.022459+0.015804i,-0.019686+0.028665i,0.00066197+0.0094143i,-0.0087956-0.016181i,-0.020234-0.012042i,-0.0098143+0.0012013i,0.0072273+0.0087165i,0.016048+0.010487i,0.013195+0.0085014i,0.0051886+0.0071392i,0.00078284+0.0020849i,0.0012867-0.010653i,0.0036367-0.017127i,0.0088814-0.0076666i,0.017611+0.0023118i
-0.013557+0.0018762i,-0.025653+0.0041018i,-0.035374+0.012828i,-0.043566+0.025291i,-0.069403+0.047572i,-0.095752+0.10635i,-0.063324+0.16099i,0.007985+0.13541i,0.036671+0.055832i,0.024823+0.0067214i,0.017773-0.010419i,0.0099602-0.015104i,0.00076772-0.005662i,-0.0011554-0.0016209i,-0.0025553-0.0080156i,-0.002798-0.011129i,0.0017857-0.012975i,0.0070867-0.012347i,0.0044049-0.0060991i,-0.0085485-0.0024562i,-0.018719-0.0014289i,-0.015349-0.0043075i,-0.008213-0.01296i
0.013376+0.00218i,0.027302+0.0042222i,0.046859-0.0095712i,0.062727-0.060756i,0.053765-0.15684i,-0.0073244-0.25071i,-0.081786-0.23727i,-0.081556-0.13559i,-0.032095-0.065958i,-0.018103-0.036964i,-0.016236-0.00012318i,0.0085663+0.015661i,0.019679+0.0014117i,0.0101-0.0053515i,0.0022343-0.0041666i,0.0020492-0.0067427i,0.0064653-0.011793i,0.0079637-0.015905i,0.0060291-0.0093256i,0.0070268+0.0063895i,0.0093755+0.013149i,0.0029545+0.0072111i,-0.014331+0.003181i
-0.010469-0.0021836i,-0.017986-0.0078456i,-0.017238-0.0048677i,0.0053011+0.0016835i,0.048078-0.0056808i,0.081726-0.023668i,0.071462-0.03649i,0.035054-0.014866i,0.022248+0.033307i,0.030259+0.047883i,0.022261+0.028691i,0.003744+0.016466i,-0.00027037+0.011988i,0.007474+0.0058251i,0.011764+0.0017244i,0.0070763+0.0018633i,-0.00070746+0.0057088i,-0.0052187+0.0064832i,-0.0021845+0.00067892i,0.0085707-0.0068017i,0.014765-0.014039i,0.010317-0.012822i,0.010465-0.00088791i
0.0085421+0.0052083i,0.013365+0.01196i,0.015985+0.0195i,0.022107+0.056381i,0.061484+0.1466i,0.15547+0.21751i,0.23125+0.1645i,0.19372+0.034697i,0.10125-0.038816i,0.049905-0.044944i,0.022512-0.045805i,-0.003684-0.037617i,-0.0070273-0.015093i,0.0022985-0.0055946i,0.0065183-0.0051563i,0.0078208-0.0035766i,0.0063293-0.0010211i,0.0022199+0.0032293i,-0.0029988+0.00039836i,-0.011708-0.009529i,-0.021365-0.0098065i,-0.016757-0.0020379i,-0.00086578-0.0058824i
-0.004837-0.0068727i,-0.0063359-0.014625i,-0.010735-0.020849i,-0.038297-0.032141i,-0.1161-0.04398i,-0.21835-0.021095i,-0.25601+0.024352i,-0.20627+0.034411i,-0.14413+0.0084498i,-0.1003+0.0013322i,-0.054295+0.011631i,-0.017818+0.0044281i,-0.0099245-0.0090656i,-0.015343-0.0090866i,-0.01613-0.0048638i,-0.011731-0.0073657i,-0.006352-0.015499i,-0.00091431-0.018151i,-0.00035133-0.0094745i,-0.0056389+0.0060839i,-0.0035891+0.019808i,0.0047996+0.020276i,0.0026681+0.010979i
0.0011887+0.0060691i,0.00061699+0.010936i,-0.0075259+0.0039981i,-0.030348-0.021919i,-0.077854-0.067637i,-0.14369-0.1029i,-0.15491-0.059142i,-0.068592+0.025768i,0.015873+0.0526i,0.031263+0.037419i,0.027993+0.0279i,0.027082+0.018711i,0.015836+0.010006i,0.0031212+0.0081592i,-0.0015167+0.0097906i,-0.0022398+0.0125i,-0.0040866+0.010904i,-0.0077976+0.0030137i,-0.0054771+5.626e-05i,0.0083381+0.00055045i,0.019589-0.0081163i,0.014851-0.016538i,0.0030923-0.0098471i
0.0032115-0.0023118i,0.0067373-0.0050769i,0.026711+0.00061846i,0.082529+0.0021754i,0.17823-0.024216i,0.27797-0.080761i,0.27653-0.15962i,0.14987-0.19024i,0.047364-0.13538i,0.023441-0.088072i,-0.0037747-0.0686i,-0.026889-0.034194i,-0.013451-0.0084973i,0.0041783-0.0075983i,0.0086205-0.010693i,0.0094279-0.0071143i,0.01153+0.0035368i,0.011179+0.014324i,0.0062511+0.0129i,-0.0031678-0.00074771i,-0.018508-0.0099938i,-0.028856-0.0043289i,-0.022022+0.0031281i
8.9051e-05+0.0047028i,0.0020823+0.0038838i,0.0006067-0.0016961i,0.0016209+0.012394i,0.027511+0.063097i,0.056393+0.11154i,0.036677+0.13321i,-0.015956+0.13222i,-0.052153+0.10883i,-0.053898+0.075i,-0.032034+0.043797i,-0.01513+0.020926i,-0.013109+0.0098869i,-0.012299+0.0062799i,-0.010079+0.0030865i,-0.0098308-0.002397i,-0.0060372-0.007319i,0.0026877-0.010348i,0.0061228-0.01045i,-0.0019374+0.00075524i,-0.0061941+0.019713i,0.0037983+0.02764i,0.012517+0.017397i
0.00099198-0.0032468i,-0.002086-0.0022086i,-0.0078336+0.012729i,-0.036266+0.033835i,-0.12794+0.07178i,-0.21945+0.15201i,-0.16776+0.2069i,-0.017053+0.15267i,0.061641+0.057815i,0.057753+0.026935i,0.051906+0.02205i,0.043584+0.0007027i,0.023854-0.0043791i,0.015137+0.0062205i,0.016445+0.012244i,0.01445+0.011415i,0.0058197+0.0049347i,-0.0038001-0.0020494i,-0.0062455-0.0040785i,0.0046536-0.0028009i,0.021727-0.0081159i,0.026301-0.02016i,0.014328-0.022323i
0.0022132+0.0021382i,0.0090701-0.0002973i,0.014276-0.022739i,0.0061581-0.062439i,2.7957e-05-0.11518i,-0.012339-0.19434i,-0.05294-0.24916i,-0.082996-0.21309i,-0.068865-0.13027i,-0.044935-0.076318i,-0.039226-0.040869i,-0.024762-0.0082848i,-0.0027062-0.00050736i,0.0050482-0.0092513i,0.0064381-0.013946i,0.012968-0.012024i,0.017985-0.0054469i,0.014478+0.0037765i,0.0099907+0.007479i,0.0057413-0.002797i,-0.0057597-0.017491i,-0.018334-0.018602i,-0.017932-0.0070533i
-0.0016063-0.0072324i,-0.0093986-0.0095184i,-0.012591-0.0045732i,0.022934-0.01484i,0.089457-0.088973i,0.12978-0.17182i,0.10189-0.14538i,0.04996-0.033149i,0.024611+0.038827i,0.004343+0.040412i,-0.012804+0.025741i,-0.012496+0.015928i,-0.0073461+0.0078624i,-0.0087407+0.0040723i,-0.011832+0.00337i,-0.011094+0.00093455i,-0.0037646-0.0037787i,0.0062056-0.0082669i,0.0071386-0.0090809i,-0.0030547-0.0029426i,-0.012585+0.012203i,-0.012189+0.025413i,-0.0046038+0.022955i
