-0.00077987+0.00018792i,-2.2916e-05-0.00044392i,-0.00034446-0.00081877i,0.0001375-0.00096929i,-3.8468e-05-0.00042141i,-0.0014053-0.00019186i,-0.0018791-0.00029083i,-0.00061217+0.00060705i,0.00075553+0.00061456i,0.001205-0.00032402i,0.00087334-0.00050492i,0.00021761-0.00032552i,0.00074383-0.00022772i,0.00081172-0.00012912i,3.9067e-05-1.416e-05i,-0.00020116+8.2855e-05i,0.00027108-0.0002903i,0.00010558-0.00069701i,-0.0011485-0.0011151i,-0.00084673-0.00064655i,-9.9063e-06-0.00030079i,0.00012555-0.00023757i,0.00025735-0.00012341i
0.0006513+0.0006944i,0.00058369+2.523e-06i,0.0010028-0.00027256i,0.00091324-0.0011471i,0.00065629-0.0013669i,-0.00054959-0.0014018i,-0.00032985-0.0013341i,0.00038008-0.00081761i,0.00016742-0.00056969i,0.00012452-0.00068987i,-0.00031649-0.00045707i,-0.00013652+0.00027567i,0.00040004+0.00090946i,0.00039083+0.00094802i,-0.00022018+0.00076881i,-0.00045869+0.00037315i,-0.00010611+7.0051e-05i,-6.6656e-05+0.00050273i,-0.00022911+0.001021i,0.00029094+0.00089454i,0.00062655+0.00031347i,0.00019511-0.0002975i,0.00025156-0.00039622i
0.0009266+0.00013603i,0.0013172+0.0014895i,0.00037274+0.0012687i,-0.00087955-0.00040347i,-0.00093918-0.00080104i,0.00012633-0.0010427i,0.0013631-0.00053358i,0.0017791+0.0003081i,0.0013342+0.00056352i,0.00041024-0.00013433i,7.1162e-05-0.00025463i,-0.00031758+0.00033835i,-0.00050514+0.00033318i,0.00026834+0.0002478i,0.00036342-0.00015427i,0.00026583-0.00038164i,0.00031656-0.00010507i,-0.00048001-0.00059882i,-0.00037459-0.00078623i,0.00025532-0.00024144i,6.3971e-05-1.7037e-05i,-0.00017535-8.4691e-05i,-0.00015514+0.00040577i
0.00085327+4.0172e-05i,0.00011618+0.00057996i,0.00068063-0.00040386i,0.0011012-0.00065313i,0.0010008-0.0007262i,0.00049621-0.00022535i,-0.0004339+0.0001365i,-0.0006406-0.00030531i,-0.00039876-0.00061009i,-0.00032668+9.4493e-05i,0.00010785+0.00022872i,0.00021939+0.00026008i,9.2567e-05+0.00060853i,-0.00012305+0.0002545i,-0.00019887-0.00039518i,-0.00030321-0.00031286i,-0.00011095-0.00024865i,0.00018679-0.0002729i,0.00034763-0.0001425i,0.00039666+3.5811e-05i,-0.00044178+3.8207e-05i,-0.0003285+0.0001462i,0.0006339+0.00021124i
0.00073927+0.0012936i,0.00036801+0.0011236i,-0.00011162+0.00029432i,6.4774e-05-0.00057457i,0.00049457-0.0017493i,-2.835e-05-0.0022703i,-0.00055701-0.0016797i,-7.2004e-05-0.00058639i,0.00052693+0.00012427i,0.00062274-0.0004035i,0.00032059-0.00031648i,8.2712e-05+0.00060996i,-0.00026189+0.00098399i,-0.00055843+0.00075726i,0.00036484+0.00050982i,0.0012323+0.00013819i,0.00080098-0.00020468i,-0.00015288-0.00029224i,-0.0013069-0.00040371i,-0.0010696-0.00031981i,-0.00055217-0.00017654i,-0.00065279+0.00025224i,-0.00039811+0.00098984i
-4.6977e-05+0.00083978i,0.00017837+0.0011053i,0.0012019+0.00066139i,0.0010218-9.0807e-05i,0.00066068-0.0010241i,0.0012307-0.0012935i,0.0010285-0.0012169i,-3.0737e-05-0.00080143i,-0.00045259+0.00017336i,0.00033384-9.3094e-05i,0.0011082-0.00027056i,0.0006988+0.00041776i,-3.7093e-05+0.00097724i,-0.00026925+0.00023399i,1.4e-05-3.4941e-05i,3.1877e-05+0.00030675i,-8.6664e-05-9.9564e-05i,-0.00015942-0.000287i,-0.00022493+0.00055974i,-6.2732e-05+0.00037191i,-8.9275e-06-0.00055948i,-0.00010202-0.00034174i,0.00054624+0.00019888i
0.0013497-0.00012649i,0.001181+0.00041908i,-0.00012484+0.00047107i,-0.00071657+7.1367e-06i,-0.0003128-0.0007836i,-9.3882e-06-0.00044124i,0.00035409+0.0002984i,0.00029593-0.0003767i,-6.0113e-05-0.00097563i,0.00015595-0.00086539i,-5.0323e-05-0.0003441i,-0.00041872+4.3508e-05i,-0.00017593-5.8351e-05i,3.3119e-05+0.00014054i,0.00069955-0.00036889i,0.0010648-0.00043371i,0.00052218+4.5568e-06i,0.00020455-0.00021359i,0.00019247-0.00026987i,0.00026023-0.00080444i,9.6423e-05-0.00084931i,-3.0829e-05-0.00058816i,-0.00014234-0.00091108i
0.0012531+0.0016252i,0.00074995+0.0012825i,0.00087171+0.00041835i,0.00014235-0.0010289i,-0.00057918-0.0017436i,-0.0013675-0.001873i,-0.0012119-0.0015362i,-8.0149e-06-0.00024479i,0.00046166+0.00018743i,0.00054461-0.00017502i,5.006e-05-0.00013943i,-0.00038373+0.00015136i,0.0001599+0.00031993i,0.0004747+0.00075964i,0.00058815+0.00094378i,0.00060213+0.00020685i,0.00039799-6.4149e-05i,-0.00011074+0.00039157i,-9.8117e-05+0.0003027i,-0.00013637-0.00013521i,-0.00056909-0.00031763i,-0.00032649-0.00020438i,0.00029451+0.00011576i
0.00036743-0.000409i,0.00031673-0.00073374i,0.0014104-0.00043719i,0.0010485+0.00027527i,-0.00010939-0.00011424i,-1.884e-05-0.00024003i,-0.00021831-0.00047707i,-0.00064876-0.00081991i,-0.00097426-0.0008788i,-0.00099218-0.00056096i,8.2839e-05-0.00034738i,0.00029744+6.9182e-05i,-7.8536e-05+0.0003168i,0.00030543+0.0002793i,0.0010501+0.00024189i,0.00053788-0.00035775i,0.00036584-0.00038851i,0.0013039+0.00058526i,0.0014652+0.00068714i,0.0010853+0.00010827i,0.00047016-0.00059241i,-0.00047914-0.00043003i,-0.00024345+0.00024583i
-1.1638e-05-0.00019824i,-7.3258e-05+2.4997e-05i,0.0012865-0.00042388i,0.0015312-0.00086856i,0.00091716-0.0016299i,0.0012613-0.0018758i,0.00089507-0.00095218i,0.00036275-0.00048954i,0.00026121+3.2236e-05i,-0.00038537+0.00072883i,-0.0011187-8.9067e-05i,-0.0012571-0.0003546i,-0.00042258+0.00052633i,7.9065e-05+0.00066222i,-5.9782e-05+0.00031871i,3.1287e-05-0.00021166i,4.7401e-06-0.00037573i,0.00028965-5.379e-05i,0.00060506+6.2188e-05i,-9.4245e-05+0.0003429i,-0.00055614-0.00015062i,-0.00048777-0.00017362i,-0.00022577-8.7509e-05i
-0.00024084-0.00037697i,-0.00024457-0.00063049i,-0.0010008-0.00065849i,-0.00096884-5.4751e-06i,0.00054926-0.00019932i,0.0013941-0.00095264i,0.00098282-0.0024513i,0.00027031-0.0024637i,-0.00030885-0.00058075i,-0.00078012+0.00069857i,-0.00079361+0.00079204i,-0.00050179+0.00035908i,-0.00052423-3.6653e-05i,-0.00060049+6.8986e-05i,-6.8486e-05+2.0378e-05i,0.00078949+0.00025791i,0.0012957+0.0015291i,0.00090302+0.0017576i,-0.00037709+0.0007518i,-0.0010419+3.2226e-05i,-0.00048193-0.00024086i,-7.3449e-05-1.6778e-05i,0.00028845+0.00038607i
0.00089461+0.00022444i,0.0011398-0.00077408i,0.0007775-0.00096769i,0.00045601-0.00030145i,0.00066779+0.00024472i,0.00048699-5.7646e-06i,-0.00021855-0.0012501i,-0.00068082-0.0017992i,-0.00086418-0.001423i,-0.00072799-0.00058649i,0.00049142-1.0067e-05i,0.0003236+0.00026244i,0.00020331+0.00012039i,0.00032349-0.00058222i,-0.00025648-0.00045505i,7.0879e-05-0.00011469i,0.00041076+0.00018418i,0.00058753+0.00079048i,0.00081676+0.0006141i,0.0003204-0.00016467i,-0.00053452-0.00023332i,-0.00034237+5.577e-05i,0.0002632-0.00033195i
0.00070139+0.00016027i,0.00028653+1.5967e-05i,-0.00033086-0.00041507i,-0.0010119-0.00065946i,-0.00083701+0.00032843i,-0.0007081+0.00054964i,-0.00017544+6.6203e-05i,0.00031546-0.00027233i,0.00031366-0.00047534i,0.00032082-0.00047599i,0.00031729-0.00063122i,0.00051623-9.3407e-06i,0.00010185+0.00072452i,0.00012706+0.00058569i,9.5415e-06+0.00054621i,2.4619e-05+0.00094291i,0.00025567+0.00073695i,0.00038249+0.00017548i,0.0010857+0.00043567i,0.00044751+0.00087612i,-0.00042145+0.00079177i,0.00018927-5.3389e-05i,6.2701e-05-9.3306e-05i
-0.0012348-5.3812e-05i,-0.00043831-0.0004739i,0.00088208-0.00021173i,0.0012511-9.6943e-05i,0.0011877+0.00047664i,0.0014825+0.00082095i,0.00086287+0.00063751i,-9.4394e-05+0.00042611i,-4.5897e-05+1.3174e-05i,0.00047319-0.00081417i,0.00062764-0.0011128i,0.00053042-0.00041084i,7.4007e-05+6.4537e-05i,0.00042072-2.7707e-05i,0.00092104+0.00050221i,0.0008877+0.00045853i,0.0009158-0.00028893i,0.0009402-0.00080656i,0.00037942-0.0012409i,0.00038603-0.00019621i,0.00013138+0.0010724i,-0.00023569+0.0010548i,2.2174e-05+0.00036375i
-0.00021545+6.8708e-05i,-0.0002631-0.00034979i,-0.00069781-0.00045815i,-0.0010328+2.3678e-05i,-0.0013975-0.00027197i,-0.00062585-0.00094112i,-0.00056573-0.00048347i,-0.00011999-0.00015052i,0.0005329-0.0001647i,0.00091322-0.00012536i,0.00028157+3.8039e-05i,-0.00078746-5.5863e-05i,-0.00071606+3.6113e-05i,-0.00026522+0.00047126i,-0.00024107+0.0010562i,-0.00029645+0.0012944i,-0.00023808+0.00061544i,-0.00040938-0.00034006i,0.00019786-0.00020505i,0.00013267+0.00031552i,-0.0003409+0.00055473i,-0.00042885+0.00051167i,-0.00043915+5.119e-05i
-0.0011455+0.0029858i,-0.00026577+0.0016745i,0.0022976+0.0013381i,0.003151-1.8366e-05i,0.002125-0.0012246i,0.00015698-0.002057i,-0.0012981-0.0017496i,-0.001123-0.00071709i,0.0001387-0.00026567i,0.00043786-0.00023051i,0.00018899-9.4894e-05i,-0.00020927+0.00014862i,-0.00072758-0.00041226i,-0.00053081-0.00066892i,-0.00014659+9.9368e-05i,4.9575e-07+0.00078316i,0.00014567+0.00043507i,0.00013965+9.1019e-05i,-0.00062453-0.00048052i,-0.0002712-0.00099545i,0.00049761-0.0010209i,0.00024533-0.00099029i,-0.00023958-0.0006612i
0.0016323-0.00037937i,0.001355-8.4389e-05i,0.00093291-0.00046674i,2.4742e-05-0.0015971i,-0.00049121-0.002381i,-0.00047561-0.00094259i,-0.00026948+0.0004972i,-1.9909e-05+0.00077093i,-0.00023272-0.00011155i,-0.00015109-0.0010207i,-4.3266e-06-0.00094947i,-0.00028317-9.8031e-05i,0.00072887+0.00083799i,0.0020198+0.00033126i,0.0015244-0.0004705i,0.00075678-0.00043922i,0.0004347-0.00047169i,0.00049795-0.000285i,0.00070293+0.00028258i,0.001083+0.00031926i,0.00060783+0.00016416i,0.00019585+0.00014713i,-0.00013511+0.00013513i
7.0133e-05+0.0004811i,0.0010128+0.00032618i,0.0013269-8.6131e-06i,0.0006976+0.00039784i,0.0013885+0.0012937i,0.002148+0.0018022i,0.0008386+0.00061243i,-0.00026-0.0007467i,-0.00059828-0.00035898i,-0.00086482+0.00040473i,-0.00073652-0.00021233i,-0.00013055-0.00033103i,-5.9473e-05-1.96e-05i,0.00036838-0.00030955i,0.00039849-0.00022378i,-2.7181e-05-9.8074e-05i,-0.00033064-0.00020383i,-7.4276e-05-0.00039297i,0.00012999-0.00031825i,0.00017122-0.00018303i,-0.00022281+0.00013075i,-0.00085638+0.00013997i,-0.00064757-0.00043933i
-0.00049519+0.00075502i,-0.00053215+0.00012256i,-0.0013128+0.000852i,-0.0017468+0.00074192i,-0.0010374+0.00017431i,-3.7695e-05+0.00016788i,0.00011412-0.00048357i,0.00027913-0.00062805i,0.0011693+0.00065491i,0.0011147+0.00091529i,0.00031981+0.00028079i,0.00011443-0.0002951i,1.1593e-05-0.00037537i,-0.00057978+0.00089436i,-0.0014378+0.0018303i,-0.0011975+0.0014468i,-0.00059756+0.0012225i,-0.00034483+0.00096364i,-0.00019812+0.00064832i,0.00049232+9.1842e-05i,0.00059413-0.00065646i,-0.00050462-0.00084382i,-0.00061647-0.00051614i
0.00019268+0.00044802i,-0.00012121+0.00066781i,0.00089521-0.00048341i,0.0016976-0.0012622i,0.0006489-0.0013812i,-0.00037821-0.00167i,-0.0004515-0.0011781i,0.00031641-0.00020551i,0.0010972+0.00027754i,0.00037836-0.00075339i,-0.00042763-0.00049846i,-0.00071592+0.00037213i,-0.00013053+0.00015467i,0.00033027+2.0117e-05i,0.00016034+0.00037766i,0.00018718+0.00067486i,-0.00042081+0.00083156i,-0.0010957+0.00057652i,-0.00024+0.00039161i,9.5635e-05+0.00019819i,-0.00017458-0.00073623i,-4.7747e-05-0.0010073i,5.3141e-06-0.00049509i
-0.00077122+0.00069299i,-0.00075498+1.7213e-05i,-0.00047605+0.00011628i,-0.00074666+8.5877e-05i,-0.00081552-0.00071988i,-0.00066654-0.0013342i,-0.0011333-0.0011996i,-0.0013711-0.00033017i,-0.00050459-0.00017827i,-0.00021818-0.0011109i,0.00034902-0.0011888i,0.00016106-0.00014261i,-7.0365e-05+0.00026404i,0.0002528-0.0003834i,-7.287e-05-0.00062966i,-0.00050232-0.00032865i,-0.00013194-0.00050583i,0.0011792+0.00019838i,0.0013184+0.00086475i,0.00019713+0.00061886i,-0.00032811+0.0011945i,-2.8302e-05+0.00083234i,0.00015417-0.00054056i
0.00022227+0.0012882i,-0.0002226+0.0010439i,0.00057468+0.00048705i,0.0017513+0.00024854i,0.0021433+0.00032013i,0.0017321-0.001145i,0.00096744-0.0020682i,-0.00032522-0.0011934i,-0.00090151+0.0001549i,-0.0011973+0.00023917i,-0.0010718-0.00021058i,-0.00074942+0.00019549i,-0.0005645+0.00069099i,-0.00037511+0.00084601i,-0.00063686+0.00037399i,-0.0010903+0.0006263i,-0.00068811+0.00049474i,-0.00014461-0.00022705i,0.0001784-0.00030593i,0.00039492+0.0006065i,0.00074369+0.00081115i,0.00096692-0.00014678i,0.00052124-0.0012668i
0.00032989+0.00091583i,-0.00052681+0.00051233i,0.00019696-0.00016604i,0.00085687-0.0011547i,0.0015377-0.0016114i,0.0012281-0.00059856i,0.00065122+0.0003384i,0.0010164-1.19e-05i,0.00043047+0.00013907i,-0.00013862+0.000646i,0.00034276-0.00014929i,0.00026357-0.00040028i,0.00021032+0.00064758i,0.00024005+0.0007511i,-0.0002019+0.00019185i,-0.00024412+0.00014475i,0.00015481-1.3202e-05i,0.00069654+0.00048034i,0.00095259+0.00096021i,0.00048967+0.0005058i,-0.00018398-0.00043671i,-0.00050349-0.00050365i,-0.00062542-0.00021414i
0.00065167+0.0014652i,0.0011618+0.0015555i,0.0010051+0.00071468i,0.0010866+0.00023937i,0.00077146+0.00020276i,0.00080988-0.00017481i,0.00046768-0.00091491i,-0.00059761-0.0014713i,-0.00084677-0.0015994i,-0.00087695-0.00091571i,-0.00026359-3.3128e-05i,0.0004823+0.00079406i,0.00093881+0.0010558i,0.00034804+0.00025949i,-0.00033153-0.00058583i,0.00023494-0.00058244i,0.00079858-0.00062556i,0.00075425-0.00034085i,0.00044157+7.4903e-05i,0.00080591+0.00033223i,0.00042619+3.5469e-05i,0.00011382+0.00010983i,-0.00026551+0.00031502i
-0.0011041-0.00106i,-0.00073998-0.0016642i,1.8862e-05-0.0014111i,-0.0013332-0.0017724i,-0.0021296-0.0013181i,-0.00206-0.00031798i,-0.0018638-0.00016654i,-0.0010012-0.00029157i,-0.00011664-0.00039678i,3.2837e-05+0.00015247i,-0.00035317+0.00020007i,-0.0010769-0.00022832i,-0.0014592-0.00029532i,-0.0012492-0.00031071i,-0.0010639-0.00016106i,-0.00033142+0.00076225i,0.0010841+0.0015735i,0.0012932+0.0013288i,0.00079236+0.0011556i,-0.00022396+0.00066167i,-0.00036396+9.6626e-05i,4.1604e-05+0.00017804i,0.00027281-0.00017314i
-8.8801e-05+0.00035327i,0.00022191-0.00019088i,0.00050372-0.00016867i,0.00024085-0.00030915i,-0.00060377-0.00045604i,-0.00069001-7.5613e-05i,-0.00022244+0.0003833i,0.00022202+0.00013504i,0.00031352-0.00022296i,-0.00044683-0.00080045i,-0.00032154-0.0006305i,0.00044496+0.00025259i,0.00091525-2.5405e-05i,0.0011482-0.00077846i,0.00095294-0.00073344i,0.00016191-0.00051042i,-0.00027729+0.00038495i,-0.0010774+0.00076282i,-0.0016082+0.00018871i,-0.0018761+0.00019599i,-0.0010385+0.00034282i,-0.00046614+0.00024839i,-0.00067875+0.00012779i
-0.00012888-0.0012585i,0.00059789-0.00039819i,-4.4641e-05+0.00046471i,-0.00011824+0.00067087i,0.00064542+0.00068978i,0.00052296-6.2015e-05i,0.00015167-0.00095799i,-9.2047e-05-0.00076914i,-0.00047525+0.00010888i,-0.00018558-0.00022124i,0.0007004-0.00077249i,0.0005765-0.00087696i,-9.201e-05-0.00086712i,2.2696e-05-0.00039253i,0.00078627+0.00035119i,0.00060446+0.00010723i,-0.00011867-0.00043326i,-0.00017079+8.493e-05i,0.00039011+0.00059877i,0.00072714+0.00043924i,0.00052789-0.00015885i,0.00041636-0.0012783i,1.2429e-05-0.0013522i
0.00070789+0.0010386i,0.00099641-0.00053585i,0.00055263-0.00098705i,0.00080925-0.0017393i,0.0014486-0.0029618i,0.0015969-0.0029612i,0.00039732-0.002091i,-0.00027439-0.0015768i,-0.00035995-0.00096339i,-0.00028145-0.00041999i,-0.00023102-0.00025646i,-0.00098474-0.00071335i,-0.00075589-0.00065005i,5.8624e-05+0.00013815i,7.0984e-05+0.00067636i,-0.00022697+0.00042437i,-8.3692e-05+0.00043783i,-6.1925e-05+0.00052378i,-0.00021987-5.83e-05i,-0.00021304-0.00014216i,-0.00046166+0.00039885i,-0.00032787+0.00029452i,0.00026894-0.00022053i
0.00069421+0.00067697i,-0.00035826-0.00011003i,-0.00080447-0.00035371i,-0.00039646-0.00095331i,0.00021215-0.0010459i,-0.00027921-0.001163i,-0.00084247-0.00094487i,-0.0010131+1.1581e-05i,-0.00069374+0.00022251i,-0.0002585-0.00049099i,-0.0003977-0.00072173i,-1.8872e-05-7.8404e-05i,0.00021674-0.00017132i,-6.3949e-05-0.00028717i,0.00012863-4.1899e-05i,0.00040128-0.00010199i,0.00031406+0.00021526i,-4.9436e-05+0.00061864i,-0.00032929+0.0010895i,0.00024721+0.00090158i,0.001198+0.00047061i,0.00089607+8.6575e-05i,0.00073313+0.00011852i
-0.0003289+0.00049152i,8.3305e-06+0.00016238i,0.00058633-0.00030722i,-0.0003181-0.00038228i,-0.0011728+0.00022311i,-0.00096759+0.00057607i,-0.00034918+2.7549e-05i,-0.00072339-0.00044196i,-0.00093795-0.0010598i,-0.00018183-0.0011876i,0.00038632-0.00089891i,0.00019884-0.00056823i,-6.3496e-05+8.872e-05i,0.00079272+0.00087947i,0.001447+0.00059878i,0.001403+0.0001685i,0.00078401+0.00047536i,-0.00027613+0.0006656i,-0.00042399+0.00047791i,0.00024515-4.6199e-05i,0.00032252-0.00021875i,-0.00047485+2.1495e-05i,-0.00062629-7.5225e-05i
0.0002644-2.707e-05i,-0.00018855-0.00015742i,0.00059476+0.00063226i,0.0012936+0.00072399i,0.0011288-0.00030571i,-0.00048125-0.0015779i,-0.00025244-0.0014735i,0.00045747-0.00070589i,0.00021827-0.00039736i,0.00014918+0.00033461i,0.00027281+0.0007949i,-0.00011007+3.3683e-05i,-0.00020872-0.00081082i,3.7959e-05-0.0011273i,0.00022263-0.0008333i,1.9874e-05-0.00083781i,0.00015127-0.0013586i,0.00016499-0.0015354i,0.00042519-0.00042537i,0.00065416+0.00061638i,0.00024236+0.00017136i,8.1224e-05-0.00011568i,6.9645e-05+0.00046688i
0.00075136-0.00048295i,0.00069473-0.0012237i,-0.00036495-0.0020425i,-0.0012011-0.0019462i,-0.00076226-0.0012528i,0.00058288-0.00055485i,0.0013962-0.00077942i,0.0007589-0.0010151i,0.0002943-0.0008965i,0.00022144-0.00087839i,-0.00027776-0.0010233i,1.8661e-06-0.00061957i,0.00060354+3.2289e-05i,0.00028293+0.00046954i,-0.00065936+0.00036382i,-0.00070398-0.00035536i,-0.00046648-0.00037335i,-0.00042093+0.00035634i,0.00019768+0.00042658i,0.00039273+0.00013902i,-2.2831e-05-0.00056781i,-0.00037816-0.00050686i,-0.000355+3.8527e-05i
-0.00063586+0.0007025i,-0.00089406+0.00024059i,-1.0233e-06-5.249e-05i,0.00074094-0.00036841i,0.00079275-0.0011828i,0.00041617-0.00085809i,1.8674e-05-0.00014183i,-2.516e-05-0.0005667i,-0.00029665-0.0010606i,-0.00024617-0.0004458i,-0.00039568-0.00035956i,-0.00025556-0.00075642i,0.00038174-0.00050122i,0.00056151-0.00047991i,0.00041459-0.00088863i,0.0003397-0.00087133i,0.00026112-0.00014346i,-0.00013903+0.00031896i,0.00014665-0.00012223i,0.00040641-0.00026217i,6.8495e-06+0.00049041i,0.00028001+0.00090439i,0.00056333+0.00068162i
-0.0017728+0.0010414i,-0.00098676+0.00020597i,0.0011527-0.00087697i,0.0026114-0.0014329i,0.0029135-0.0021311i,0.0022094-0.0024038i,0.001085-0.0018621i,0.00047027-0.0015966i,0.00049685-0.00020797i,0.00068352+0.0010758i,0.00092798+0.00057318i,0.0010118+0.00015375i,0.00064402+0.00017333i,2.5971e-05+4.7597e-06i,-0.00027198-0.00021167i,-9.5048e-05-0.00018062i,-0.00033121+0.00068865i,-0.0006374+0.000613i,-0.00044984-0.00020594i,-0.00062797-0.00018123i,-0.00019461+0.00053344i,0.00011535+0.00079098i,2.7031e-05+0.00020671i
0.0010131+0.0010402i,-3.3425e-05+0.0016731i,-0.00040594+0.0015832i,-0.0012086+0.00069858i,-0.0015033+0.00024463i,-0.0013298-0.00019914i,0.00013612-0.00082249i,0.00079911-0.00067083i,0.00013811-0.00067785i,7.3532e-05-0.00072843i,0.00022915-0.00039544i,-0.00037939+0.00052896i,-0.00089517+0.00076403i,-0.00094797-0.00044453i,-0.00020508-0.00076962i,0.00013998+0.00057675i,-0.00037342+0.0013264i,-0.00052175+0.00013388i,-0.0006938+5.2637e-05i,-0.00058398+0.00093077i,-0.00015824+0.00070693i,0.00031663+0.00017343i,0.0004598-0.00012545i
0.0016271-0.00091611i,0.00062434-0.00035733i,0.0012781-0.0012904i,0.0016957-0.0016147i,0.0010662-0.00072903i,0.00014424-0.00039293i,-0.00036347-0.00070186i,-5.9001e-05-0.00043096i,-0.00025978-0.0009052i,-0.0010545-0.0010406i,-0.00094093-0.00027186i,-0.00060193-0.00045753i,-0.00086117-0.0009584i,-0.00026816-0.00080284i,0.00097388+6.38e-05i,0.00076612+0.00089394i,0.00015203+0.00072701i,-9.4568e-05+0.00025131i,0.00011714+0.00053239i,0.00085993+0.00088048i,0.00061572-0.00037897i,0.0004524-0.0014264i,0.00057691-0.00094531i
0.00012076+0.00032256i,0.0007548-0.0002889i,0.00017149-0.00011741i,-0.0013074+0.00036293i,-0.00082012+0.00037965i,0.00034524+0.00052661i,0.00050482-0.0002268i,0.00028822-0.00076747i,-0.00034703-0.00061474i,-0.00084629-0.00029105i,-0.00079249+0.00029897i,8.0386e-05+0.00010746i,0.00086734-0.00033133i,6.8801e-05-0.00026868i,-0.00050996-0.00035355i,-0.00046403-0.00089488i,-0.00063552-0.00087309i,-0.00061635-0.00015324i,-0.00048375-5.7633e-05i,-0.00065718-0.00057154i,-0.0008445-0.0006052i,-0.0008794-0.00010678i,-0.00053783+0.00032204i
0.00017393+0.00099795i,0.00047002+0.00034353i,0.0023003-0.00046298i,0.002853-0.0016947i,0.0020349-0.0026889i,0.00076241-0.0018201i,0.00015842-0.0011193i,-0.00017476-0.00074852i,0.00033322+4.8637e-05i,0.00094395-0.00033861i,0.00026744-0.00073094i,-0.00016208+0.00024929i,-7.8816e-05+0.00085897i,0.00021646-6.311e-06i,0.00072-0.00051293i,0.0010649-0.00018108i,0.00072166+3.3091e-05i,5.0522e-05-0.00018473i,-0.00037797-0.00054622i,-0.00058813-0.00013519i,-0.0005391-2.1826e-08i,-0.00019193-0.00038916i,-0.00029378-0.00030197i
0.00040714+0.00022868i,-0.00019614+0.00011814i,-0.00097621+0.00032796i,-0.00095048+0.00045886i,-0.00024619+0.00033419i,-0.00041344-0.0003355i,-0.00019543-0.00067381i,-0.0010051+0.00028514i,-0.00093807+0.0012835i,0.00018277+0.00035853i,0.00016085-0.0010935i,-0.00014701-0.00097722i,0.00014388-0.00025207i,0.00029834-3.273e-05i,9.0031e-05-0.00032845i,0.0001381-0.00086577i,0.0002737-0.00073515i,0.00023909-0.00059355i,-1.5108e-05-0.00092211i,-0.00038601-0.0011205i,-0.00064194-0.00023496i,-0.0013166+2.6997e-05i,-0.00098487-0.00050706i
0.00083974+0.00052395i,0.00080909-0.00049589i,0.0014149-0.00070994i,0.0020561-0.0012561i,0.0014139-0.001891i,0.00017616-0.0020774i,-8.2706e-05-0.0017882i,0.00011553-0.0012254i,-0.00084832-0.00056572i,-0.0013482-0.00034484i,-0.0010517-0.00039554i,-0.0012296-0.00026092i,-0.0011248+0.00044117i,-0.00043412+0.000407i,-6.5277e-05-3.8926e-05i,-0.00039239+0.00028891i,-0.00052015-7.0746e-05i,0.0002241-0.00038055i,0.00062465+0.00026954i,0.00024367+9.6658e-05i,0.00045371-0.00029009i,0.00023546-0.00030551i,-8.0666e-06+0.0002271i
-0.0010499-0.0004194i,-4.3219e-05-5.0395e-05i,-0.0004708+0.00045531i,-0.0010798-6.2805e-05i,-0.00013881-0.00064796i,0.0012867-0.00070701i,0.00092116+0.00015156i,-0.00042127+0.0011592i,-0.00043694+0.00076257i,0.00011289-3.9972e-05i,0.00033589-0.00040146i,0.00029273-0.00017351i,3.989e-06-2.947e-06i,0.00021571+0.00013019i,0.00022254+0.0004917i,6.3106e-05-3.3694e-05i,0.00029683-0.00018918i,0.00064535+0.00019711i,0.00024869-2.5578e-05i,-0.00019566-2.976e-05i,-0.00011531-2.6866e-05i,0.00057459+0.00016364i,0.00095577+0.00067016i
0.0014687+0.00070761i,0.0012146+0.00056962i,0.00053695-0.0010736i,0.0008185-0.0025655i,0.00077246-0.0026273i,-0.00028935-0.0016723i,-0.0010787-0.001197i,-0.0010887-0.0010505i,-0.00022899-0.00055065i,0.00022829+0.0001203i,0.00021562+0.00027592i,2.8439e-05+7.9069e-05i,-0.00012384+0.00036615i,0.00013956+0.00066524i,0.00021741+0.0005403i,-3.0532e-05+0.00032961i,4.0475e-06-0.00010154i,0.00019432+7.2342e-05i,0.00048431+0.00037563i,0.00051421+0.00063583i,0.00076172+0.00053926i,0.0009198+7.526e-05i,0.00054998+0.00014257i
0.0011284-5.1094e-05i,0.00050232+0.00010006i,0.0010329+0.00038296i,0.00044898+0.00017298i,-5.8544e-05-0.00086431i,-0.00033892-0.0006854i,-0.00011614-6.9096e-06i,0.00039217-0.0005347i,-0.0006204-0.0009396i,-0.0011138-0.00085617i,-0.00033262-0.00048021i,0.00013689-0.0005313i,0.00029032-0.00019179i,0.00093021+0.0004313i,0.00083596+0.00010171i,0.00036827-0.0005826i,0.00034524-0.00081571i,-0.00011447-0.00024899i,-0.00099547+9.9848e-05i,-0.00081037-0.00011802i,2.4119e-05+5.8673e-05i,-1.9982e-06+0.00059026i,-0.00014942+0.00033869i
