-0.0013109+0.00054096i,-0.00056675-0.00066308i,-0.00027194-0.0010377i,-0.0014935-0.00067843i,-0.001838+0.00018498i,-0.0010215+0.00031752i,0.00043842+0.00052199i,0.0020561+0.0016726i,0.0013667+0.0014348i,7.5168e-05+0.00089933i,-8.892e-05+0.0010278i,-9.5914e-05+0.00044292i,-0.001119+0.00015315i,-0.0015026+0.00041664i,-0.00065124+0.00064535i,-0.00073704+0.00069165i,-0.00029894+0.00021644i,0.00022736-9.642e-05i,-0.0004231-0.00039428i,-0.00084303-0.00053224i,-0.00044311-0.00048997i,0.00034872-0.0005703i,0.00050468+8.5628e-06i
0.0053255+0.0024977i,0.01391+0.00025754i,0.025998+0.0059823i,0.028041+0.032248i,0.018801+0.071887i,0.017177+0.07807i,0.0029369+0.034992i,-0.052544-0.014118i,-0.094265-0.029172i,-0.075782-0.013371i,-0.043162+0.0054663i,-0.031919+0.017151i,-0.028054+0.023677i,-0.022675+0.030722i,-0.01355+0.037019i,-0.0034991+0.036289i,0.0061014+0.032618i,0.022648+0.027568i,0.042117+0.0097332i,0.041166-0.014326i,0.015393-0.021983i,-0.0028727-0.012487i,-0.0033947-0.004073i
0.00064694-0.00071617i,-0.011301+0.0034078i,-0.03753+0.0070896i,-0.076574+0.014216i,-0.10508+0.036244i,-0.096195+0.072134i,-0.053848+0.084137i,-0.0066517+0.059325i,0.027436+0.034846i,0.042586+0.01813i,0.037587-0.00057398i,0.024694-0.011753i,0.018754-0.010046i,0.019876-0.0094702i,0.019717-0.017147i,0.015305-0.026695i,0.011436-0.035853i,0.0037462-0.048302i,-0.01733-0.050666i,-0.033143-0.028667i,-0.025117-0.00060273i,-0.010402+0.007627i,-0.0061041+0.0015469i
4.0617e-05-0.0030245i,0.0061868-0.0087827i,0.017791-0.025421i,0.013555-0.061935i,-0.029149-0.11439i,-0.085179-0.14647i,-0.094272-0.13218i,-0.054725-0.10636i,-0.027693-0.090857i,-0.033104-0.064197i,-0.039387-0.034334i,-0.033424-0.017538i,-0.02951-0.0088475i,-0.030199+0.00099462i,-0.029689+0.011317i,-0.027838+0.017173i,-0.030576+0.021868i,-0.032535+0.0371i,-0.015187+0.055579i,0.011743+0.050081i,0.021164+0.022495i,0.012316+0.0042461i,0.0044183+0.0013961i
-0.0047393+0.00575i,-0.0086884+0.0089957i,-0.0099193+0.010153i,0.009869-0.0047727i,0.058812-0.04116i,0.095942-0.070649i,0.084609-0.048214i,0.056403+0.025574i,0.042855+0.079615i,0.038259+0.071994i,0.039321+0.040614i,0.038501+0.020088i,0.032726+0.0097861i,0.027371+0.0028774i,0.026173-0.0021691i,0.029712-0.0025159i,0.046029-0.0015471i,0.066499-0.011135i,0.066019-0.032546i,0.041957-0.043707i,0.014377-0.032562i,0.0023832-0.016846i,0.00068944-0.0099188i
0.0041062-0.0061775i,0.012153-0.010772i,0.030629-0.0094335i,0.0627+0.0075154i,0.097701+0.029403i,0.1112+0.03179i,0.085089+0.012004i,0.035227-0.010832i,0.0069315-0.030124i,0.0031138-0.044544i,-0.0058407-0.04111i,-0.015495-0.02304i,-0.016273-0.010073i,-0.014553-0.0060874i,-0.016164-0.0047676i,-0.021325-0.0086897i,-0.033939-0.019681i,-0.054629-0.028047i,-0.067926-0.016999i,-0.05575+0.0075716i,-0.026854+0.019611i,-0.0077706+0.014787i,-0.00066287+0.0085578i
-0.0040319+0.00091053i,-0.010719+0.0091566i,-0.029711+0.025988i,-0.055365+0.059018i,-0.067096+0.11054i,-0.052332+0.14506i,-0.032197+0.12537i,-0.036626+0.081891i,-0.049683+0.06248i,-0.040606+0.063994i,-0.019246+0.059428i,-0.0040925+0.041676i,0.003514+0.027444i,0.008992+0.022027i,0.011927+0.01797i,0.01016+0.022038i,0.012908+0.041827i,0.027996+0.062864i,0.047899+0.059641i,0.053736+0.030855i,0.039289+0.0036904i,0.020384-0.0069426i,0.0065972-0.010947i
0.0013356-0.0016014i,0.0055441-0.00616i,0.0094381-0.017032i,-0.010907-0.035254i,-0.06872-0.057707i,-0.11808-0.069083i,-0.10373-0.064852i,-0.043404-0.062017i,0.006188-0.057276i,0.021897-0.045397i,0.013128-0.038799i,-0.0029556-0.030758i,-0.012829-0.017652i,-0.013781-0.0082097i,-0.0099954-0.0066439i,-0.00091761-0.017939i,0.011844-0.044236i,0.017111-0.074787i,0.0063099-0.086028i,-0.010571-0.066453i,-0.019291-0.034479i,-0.01876-0.012509i,-0.013728+0.00075392i
0.0066662+0.0043042i,0.0012766+0.0068783i,-0.0086085+0.00057165i,-0.018114-0.029108i,-0.013544-0.078592i,-0.0031491-0.10799i,0.0013205-0.080994i,0.0075261-0.025293i,0.00081951+0.0025184i,-0.022533+0.0021189i,-0.025979+0.0036954i,-0.0089638+0.0080402i,0.00103+0.0084953i,0.00074893+0.0079256i,-0.0003965+0.0074355i,-0.010783+0.0088293i,-0.033802+0.019111i,-0.051239+0.037747i,-0.045079+0.051483i,-0.017584+0.049692i,0.0073408+0.034575i,0.015987+0.017985i,0.018336+0.0050576i
0.00090953+0.004185i,0.007619-0.00054824i,0.032039-0.010191i,0.072261-0.02229i,0.11214-0.036605i,0.12699-0.049493i,0.09742-0.050404i,0.047569-0.029061i,0.02901+0.00037703i,0.038323+0.0080573i,0.036731-0.0012955i,0.020439-0.01127i,0.0061282-0.015565i,0.00050729-0.013818i,0.0023549-0.0086769i,0.016694-0.0019299i,0.046642+0.0016204i,0.07649-0.0028817i,0.083491-0.014485i,0.061438-0.027336i,0.027727-0.032359i,0.004935-0.025564i,-0.0061752-0.01587i
0.00099595+0.00032846i,-0.0027618+0.0052396i,-0.01147+0.021001i,-0.013157+0.053332i,0.0075953+0.096493i,0.028758+0.12318i,0.024495+0.10984i,0.0057981+0.076331i,-0.0064238+0.044715i,-0.0071313+0.019342i,-0.0082158+0.011292i,-0.006922+0.018943i,4.9116e-05+0.022197i,0.0038111+0.016575i,0.0025451+0.0094334i,-0.0065598-0.0032157i,-0.026925-0.023969i,-0.050006-0.042931i,-0.062296-0.04384i,-0.057613-0.021486i,-0.040334+0.0054602i,-0.021299+0.018054i,-0.0066512+0.019813i
0.001282-0.0054965i,0.0028536-0.0078236i,0.0025977-0.01093i,-0.012878-0.0018785i,-0.056797+0.018809i,-0.088347+0.023346i,-0.070288-0.0013963i,-0.037007-0.033401i,-0.026086-0.037298i,-0.022986-0.0099344i,-0.0089669+0.0033301i,-0.00035047-0.0086064i,-0.00081112-0.011565i,0.0011542-0.0043965i,0.002553+0.00084207i,0.0020045+0.014819i,0.0060825+0.039571i,0.013432+0.061285i,0.022875+0.06359i,0.032127+0.04096i,0.032783+0.010481i,0.02382-0.0073651i,0.013124-0.013202i
-0.0048901-0.0034359i,-0.010255+0.00055469i,-0.027441+0.0017958i,-0.050575-0.012377i,-0.068587-0.049172i,-0.070949-0.074085i,-0.056279-0.053348i,-0.0348-0.0095108i,-0.011362+0.015767i,0.0035255+0.011964i,-0.002337+0.0045913i,-0.01176+0.010184i,-0.010927+0.016359i,-0.0078231+0.014397i,-0.0051529+0.0066543i,0.0021397-0.0089998i,0.016409-0.033678i,0.030578-0.059829i,0.030933-0.072758i,0.013142-0.063369i,-0.0084914-0.040655i,-0.016924-0.019299i,-0.014586-0.0077936i
-0.0037911-0.0073078i,-0.00064304-0.011009i,0.0083174-0.021911i,0.030667-0.043196i,0.057857-0.069934i,0.077187-0.089169i,0.079105-0.081185i,0.069567-0.061477i,0.048439-0.051472i,0.020128-0.039787i,0.014577-0.025151i,0.022317-0.020205i,0.016113-0.016981i,0.0065875-0.0086808i,0.0020103-0.0036879i,-0.010105-0.00017458i,-0.032697+0.0085713i,-0.054308+0.017488i,-0.059605+0.023369i,-0.038449+0.028115i,-0.0073836+0.026918i,0.010159+0.018043i,0.013132+0.010012i
-0.003325-0.0018294i,-0.0055054+0.0021747i,-0.0068205+0.010767i,0.0077425+0.02499i,0.042959+0.042206i,0.065275+0.058625i,0.037197+0.056501i,-0.015921+0.049963i,-0.037929+0.053357i,-0.021483+0.046351i,-0.010702+0.03045i,-0.017523+0.018257i,-0.017588+0.008964i,-0.010237+0.00066024i,-0.004645-0.0023637i,0.0083124-0.000417i,0.032499+0.0049879i,0.05681+0.011608i,0.064858+0.009795i,0.050068-0.0041497i,0.024779-0.016642i,0.0071077-0.015634i,0.0022787-0.00873i
0.0028691+0.0028274i,0.0057855+0.00060008i,0.011554+0.00073096i,0.010412+0.015835i,-0.0067276+0.045553i,-0.028524+0.057018i,-0.021941+0.040918i,0.012945+0.018893i,0.042016+0.00018836i,0.044715-0.013305i,0.032108-0.015229i,0.025475-0.0080198i,0.018434-0.0026284i,0.0079584+0.0023977i,0.0024103+0.0050728i,-0.0045258-0.0034762i,-0.018025-0.023327i,-0.030946-0.046096i,-0.038788-0.054336i,-0.039218-0.037228i,-0.030905-0.0097014i,-0.018025+0.0054246i,-0.0092283+0.0048069i
-0.0034758+0.004758i,-0.0057441+0.0079859i,-0.015813+0.014123i,-0.036908+0.010461i,-0.0655-0.0046176i,-0.077099-0.019889i,-0.065155-0.031525i,-0.060633-0.038177i,-0.070483-0.028915i,-0.065993-0.0078614i,-0.044815-0.0018516i,-0.0312-0.0094979i,-0.019488-0.007501i,-0.0047389-0.0027062i,0.0012946-0.0017566i,0.00122+0.0075192i,0.00075312+0.02662i,-0.0023419+0.047237i,-0.0036635+0.054914i,0.0033002+0.03943i,0.011512+0.015502i,0.00937+0.0012211i,0.0020244-0.0021807i
-5.7606e-05+0.00059881i,0.0017569-0.002371i,0.0044133-0.011494i,0.0077969-0.032427i,0.012581-0.066263i,0.014376-0.093364i,0.015557-0.072674i,0.025812-0.015069i,0.045723+0.022217i,0.056992+0.021639i,0.049411+0.012829i,0.033095+0.014741i,0.016162+0.016297i,0.0014907+0.012485i,-0.0054062+0.0083375i,-0.0018301-0.00044511i,0.011916-0.01552i,0.029536-0.032753i,0.037201-0.041592i,0.026581-0.037465i,0.0092903-0.026223i,0.0016947-0.014273i,0.0036866-0.0084408i
0.0026738+0.0013141i,0.0018174+0.0025178i,0.0013872+0.0018683i,0.010848-0.0030445i,0.036431-0.0042649i,0.065424+0.0046521i,0.063513+0.0012525i,0.031298-0.025822i,-0.0016532-0.047985i,-0.022026-0.045666i,-0.026044-0.031788i,-0.020652-0.023304i,-0.015189-0.012939i,-0.0048984-0.00099667i,0.0036546+0.0019516i,-0.0020299+0.0031464i,-0.01945+0.0055974i,-0.039161+0.0034768i,-0.048704-0.00049202i,-0.039652+0.0019051i,-0.020015+0.0072653i,-0.0046924+0.005322i,3.6173e-06-0.00059486i
0.0025727-0.0013297i,0.0034464-0.0039769i,0.0088716-0.0037058i,0.01976+0.009489i,0.02763+0.029531i,0.013363+0.037409i,-0.0094039+0.03182i,-0.019589+0.036871i,-0.018242+0.055839i,-0.0049477+0.062359i,0.0047946+0.048847i,0.00071104+0.031284i,-0.0047682+0.016842i,-0.0089872+0.0055299i,-0.010103+0.0007755i,-0.0024843+0.00020544i,0.011137+0.0056509i,0.025275+0.017635i,0.031135+0.024283i,0.024856+0.018203i,0.013072+0.0070021i,0.0031209+0.0018531i,-0.0016599+0.0036947i
0.0076939-0.0032555i,0.0054558-0.00032196i,-0.0019801+0.0010416i,-0.021734+0.0065917i,-0.048683+0.020697i,-0.057453+0.028908i,-0.035072+0.02062i,0.0005964+0.0025044i,0.026205-0.026124i,0.021791-0.053659i,0.0028291-0.056431i,-0.0036841-0.038319i,-0.0028255-0.01855i,-4.635e-05-0.0014233i,0.002548+0.0091238i,0.0017106+0.0076492i,-0.00099091-0.0063948i,-0.0040994-0.028364i,-0.0056209-0.042033i,-0.0086808-0.036322i,-0.012964-0.019788i,-0.011567-0.0064417i,-0.0056506-0.002011i
0.0044469-0.0044803i,0.0036252-0.0070359i,0.00091007-0.011274i,-0.0051069-0.02012i,-0.014915-0.045378i,-0.021199-0.071276i,-0.019506-0.070149i,-0.026852-0.049034i,-0.043539-0.018811i,-0.042558+0.0107i,-0.024502+0.020491i,-0.010306+0.016533i,-0.0010192+0.012008i,0.0033682+0.0045309i,0.0020674-0.002763i,-0.00051191-0.0027324i,-0.0056701+0.0053721i,-0.014256+0.019103i,-0.021027+0.029174i,-0.016901+0.027851i,-0.0043862+0.01762i,0.0025993+0.003843i,0.0011069-0.0063656i
-0.0045389+0.0059567i,-0.0039814+0.0075152i,-0.0039804+0.0060156i,-0.00066859-0.0043967i,0.013474-0.014879i,0.02922-0.017148i,0.021726-0.0047499i,0.011842+0.020248i,0.031049+0.031973i,0.053748+0.013414i,0.047108-0.0086821i,0.025393-0.0098956i,0.010283-0.0014535i,0.002436+0.004919i,-0.0021915+0.007911i,-0.0021954+0.0075797i,0.0066276+0.0032372i,0.021327-0.0044545i,0.031789-0.0094891i,0.030403-0.011517i,0.019113-0.010794i,0.0086532-0.0061472i,0.003497-0.0021127i
0.000501-0.0014559i,0.0013768-0.0036969i,0.0059066-0.0038852i,0.019008+2.4162e-05i,0.033548+0.0041257i,0.04026+0.0074655i,0.039389-0.0004959i,0.029605-0.024501i,0.0024207-0.039492i,-0.028688-0.02282i,-0.034825+0.0052915i,-0.023531+0.01526i,-0.013487+0.01355i,-0.003266+0.0096079i,0.0059339+0.0030352i,0.0078068-0.0023636i,-0.00097611-0.0069937i,-0.015658-0.013066i,-0.02618-0.016765i,-0.02748-0.009952i,-0.019613+0.002123i,-0.0067309+0.0056986i,0.0040169+0.0029675i
-0.0039299-0.00080629i,-0.0040643+0.0015551i,-0.00721+0.006249i,-0.01349+0.014751i,-0.020446+0.03i,-0.033029+0.035811i,-0.046738+0.023856i,-0.051493+0.021196i,-0.040943+0.037408i,-0.01288+0.039675i,0.0047791+0.017322i,0.0031067-0.0004309i,-0.0012412-0.0035999i,-0.0038064-0.0011262i,-0.0048927+0.0015766i,-0.0043718+0.0035176i,-0.0010102+0.0082555i,0.0043005+0.017116i,0.0073114+0.025218i,0.0090165+0.023354i,0.0073623+0.012667i,0.00058036+0.0038877i,-0.0058096+8.5657e-05i
-0.0025791-0.0030622i,-0.0026565-0.0022004i,-0.00436-0.0019197i,-0.0085638-0.0027866i,-0.019922-0.011658i,-0.019204-0.024558i,0.0054297-0.018381i,0.037544-0.0027626i,0.049203-0.015667i,0.019575-0.037503i,-0.013878-0.028732i,-0.01782-0.0075754i,-0.0091642+0.001928i,-0.0020018+0.006038i,0.0032943+0.0098752i,0.0083509+0.0082734i,0.011959-0.0013969i,0.011402-0.013869i,0.0096936-0.022028i,0.0039502-0.021312i,-0.0047853-0.013124i,-0.0064657-0.0049331i,-0.00409+0.00067226i
0.0092735+0.0012289i,0.0093552+0.0018261i,0.0066111-0.0041191i,-0.00070913-0.014078i,-0.0033364-0.027354i,-0.0036686-0.03447i,-0.011935-0.039659i,-0.035011-0.047402i,-0.052772-0.03401i,-0.03243-0.0079526i,0.00078164-0.0022513i,0.011901-0.00784i,0.010323-0.0054628i,0.0066382-0.0013345i,0.0019174-0.00079216i,-0.0030012-0.0016483i,-0.0083449+0.00074885i,-0.014067+0.0048702i,-0.0187+0.0070458i,-0.014301+0.0083996i,-0.0034524+0.0065214i,0.0009233-0.0010429i,0.00047424-0.0086838i
-0.0024406-0.0031027i,-0.0031643-0.0046339i,-0.00080181-0.0049008i,0.0079423-0.0034651i,0.022698-0.0028759i,0.032229-0.0046336i,0.020999+0.011738i,0.014639+0.050021i,0.034091+0.061875i,0.03826+0.033539i,0.013127+0.010588i,-0.0059535+0.0098027i,-0.0078834+0.012334i,-0.0047299+0.010168i,-0.002426+0.0070517i,-0.00034963+0.0063942i,0.0044022+0.0064153i,0.012002+0.0063504i,0.017184+0.0060553i,0.017444+0.0023253i,0.013113-0.0012754i,0.0093403-0.00061153i,0.006899-0.00015465i
-0.0010502-0.003894i,0.00020698-0.0032541i,-0.00088573-0.0005359i,-0.0026886+0.0039969i,-0.0037034+0.012731i,-0.0037222+0.022822i,0.010346+0.00076535i,0.021535-0.055639i,0.00070285-0.076987i,-0.01933-0.038213i,-0.0055748+0.0013012i,0.012115+0.0079466i,0.011961+0.0032727i,0.0084945+0.0024018i,0.0076425+0.00025773i,0.0046188-0.0050539i,0.0001885-0.010288i,-0.0035256-0.014702i,-0.0056917-0.01835i,-0.0061944-0.01354i,-0.0043671-0.0034712i,-2.0748e-06+0.00028832i,0.0020752-0.00016844i
-0.00044631+0.00048882i,-0.0008651+5.5486e-05i,-0.0026556+0.0014517i,-0.0046622+0.0047022i,-0.0071535+0.0071143i,-0.015123-0.0054553i,-0.037968-0.0070735i,-0.060497+0.031783i,-0.054272+0.063232i,-0.032733+0.045304i,-0.027527+0.011771i,-0.027078-0.0002999i,-0.016352+0.00021308i,-0.0056617+0.00049153i,0.00042277+0.0011543i,0.0027542+0.00086477i,0.00046482+0.0019779i,-0.0042703+0.0078084i,-0.007456+0.015169i,-0.0059546+0.015945i,-0.0036726+0.0093028i,-0.0047167+0.0043517i,-0.005169+0.0031559i
-0.0016971-0.0002544i,-0.0010258+0.00027336i,-0.0013836+0.001132i,-0.0045516-0.0049115i,-0.013984-0.017775i,-0.012621-0.016684i,0.022861-0.004144i,0.070034-0.012609i,0.081097-0.037725i,0.049255-0.037337i,0.022625-0.0092268i,0.018236+0.0088957i,0.015314+0.0084648i,0.0096171+0.006064i,0.0049349+0.0048637i,0.004553+0.0022606i,0.0083916-0.0010449i,0.013581-0.0049476i,0.016931-0.0081122i,0.014401-0.0081591i,0.0082718-0.0055494i,0.0039275-0.0049106i,0.00058159-0.0071203i
-0.0015804-0.0071451i,-0.0043289-0.0060185i,-0.0084161-0.0084636i,-0.005361-0.0072296i,0.011726-0.0057264i,0.02461-0.018715i,-0.0037269-0.038415i,-0.064585-0.040363i,-0.095317-0.016635i,-0.06676-0.0021379i,-0.030805-0.014811i,-0.019718-0.022285i,-0.013728-0.011278i,-0.0050362-0.00025512i,0.0016844+0.003759i,0.0040034+0.0037611i,0.001499+0.0010943i,-0.0052565-0.0039335i,-0.013224-0.0084449i,-0.013751-0.0090756i,-0.0078268-0.0074166i,-0.0041257-0.0072677i,-0.0041743-0.0058701i
0.0026808+0.0034626i,0.0055696+0.0024126i,0.0090579+0.002341i,0.010097+0.00029337i,0.0026925-0.0011669i,-0.0095117+0.01145i,-0.0053496+0.040175i,0.031655+0.069767i,0.069446+0.067872i,0.061028+0.046883i,0.029897+0.039842i,0.013896+0.03471i,0.0088971+0.020128i,0.0046266+0.0061806i,0.00085069-0.0020717i,-0.0021676-0.0041988i,-0.0023216-0.00054106i,0.0021621+0.0059343i,0.0082973+0.01128i,0.010749+0.011672i,0.008659+0.0094339i,0.007253+0.007899i,0.007321+0.0045879i
0.0038559+0.0024327i,0.0018607+0.0013618i,-0.00022487-0.00059401i,-0.0036521+0.0041693i,-0.0017309+0.011989i,0.0097833+0.0021823i,0.019701-0.042622i,-0.00073322-0.10121i,-0.039741-0.10893i,-0.04322-0.066683i,-0.013554-0.039096i,0.0037545-0.033367i,-7.3154e-05-0.021144i,-0.0033746-0.0049005i,-0.0010086+0.0041488i,0.00064156+0.0052706i,0.0011866+0.0012576i,0.0021093-0.0068162i,0.0025089-0.014425i,0.0027691-0.01579i,0.0036456-0.012454i,0.0035306-0.0096915i,0.0013479-0.0075752i
-0.0011479-0.0015528i,-0.00035858-0.00043704i,0.002193+0.00037599i,0.0022282-0.0052547i,-0.0099644-0.017163i,-0.03508-0.022031i,-0.05882+0.010756i,-0.052523+0.077818i,-0.023752+0.10753i,-0.013805+0.081136i,-0.023211+0.054597i,-0.020103+0.041514i,-0.0041601+0.025499i,0.0050016+0.0091444i,0.0075321-0.0022352i,0.0072732-0.0095275i,0.0034514-0.011033i,-0.0036822-0.0054349i,-0.0092802+0.0026934i,-0.00999+0.0072295i,-0.0098216+0.0066353i,-0.011295+0.0047348i,-0.011922+0.0039556i
-0.0027035+0.0029076i,-0.0042925+0.0019817i,-0.0068799+0.0023052i,-0.0070767+0.0025433i,0.0030063+0.0028068i,0.032646+0.005214i,0.076213-0.0095469i,0.095947-0.05348i,0.07885-0.084092i,0.052509-0.069572i,0.040578-0.040033i,0.031296-0.023504i,0.014063-0.013873i,6.4849e-05-0.0055576i,-0.0065104+0.0016627i,-0.0078655+0.0063095i,-0.0048777+0.0066739i,0.0025371+0.0034939i,0.010566-0.00085488i,0.013557-0.003247i,0.012396-0.0036483i,0.010289-0.0029609i,0.0068432-0.0033388i
0.00094861-0.0029093i,0.0020964-0.0016043i,0.0064595-0.0027386i,0.010974-0.0078863i,0.01025-0.016674i,-0.010973-0.031135i,-0.067358-0.032732i,-0.11988+0.0012492i,-0.12147+0.043967i,-0.084306+0.047882i,-0.056367+0.024088i,-0.043408+0.011915i,-0.023974+0.011917i,-0.004037+0.011063i,0.0073709+0.0062796i,0.013702-0.00034502i,0.013872-0.006054i,0.0070619-0.0099693i,-0.0017862-0.012224i,-0.0067156-0.01134i,-0.0068317-0.0098377i,-0.0065894-0.010316i,-0.0067132-0.010366i
-0.0016673-0.0021292i,-0.0033505-0.0025668i,-0.0090536-0.0013995i,-0.011457+0.005221i,-0.010225+0.019789i,0.00229+0.044444i,0.043232+0.064542i,0.094796+0.057496i,0.1086+0.029925i,0.082729+0.016248i,0.059864+0.017297i,0.044295+0.0095041i,0.023264-0.0024186i,0.005399-0.0075742i,-0.0043367-0.0080844i,-0.010348-0.0064155i,-0.013642-0.004063i,-0.011833+0.00062356i,-0.0057847+0.005462i,0.00085423+0.0072836i,0.0033008+0.0088992i,0.002538+0.010716i,0.0016741+0.011395i
0.0019486-0.0015277i,0.0029661-0.00085033i,0.0041612-0.002253i,0.0032554-0.0055241i,0.0026343-0.015987i,-0.00101-0.049355i,-0.026346-0.097331i,-0.0765-0.11884i,-0.1041-0.091007i,-0.083421-0.050742i,-0.051179-0.032862i,-0.031582-0.023581i,-0.019327-0.0080634i,-0.0077238+0.0051495i,0.0031195+0.010258i,0.010457+0.011i,0.014055+0.0092737i,0.01387+0.0030512i,0.010821-0.0043659i,0.0078763-0.0066317i,0.0067385-0.0065088i,0.0067698-0.0064185i,0.0053348-0.0060749i
-0.00037441-0.0004692i,-0.0037618-0.00015581i,-0.0072977-0.00057577i,-0.011094-0.00094414i,-0.019397+0.0012501i,-0.028035+0.02707i,-0.018551+0.083941i,0.018975+0.12792i,0.048055+0.11737i,0.04213+0.080884i,0.027649+0.057834i,0.022024+0.04053i,0.018685+0.018042i,0.012141+0.00074139i,0.0044847-0.0082639i,-0.0030767-0.014548i,-0.0091914-0.018202i,-0.010939-0.016214i,-0.010245-0.0086883i,-0.0094448-0.0021033i,-0.0094167+0.00047548i,-0.011352+0.00049092i,-0.014052+0.0003582i
-0.00021583+0.0015018i,0.0021916+0.0027991i,0.005299+0.0014244i,0.0099172-0.0016635i,0.023206-0.0085041i,0.047889-0.035236i,0.061981-0.085855i,0.046591-0.12267i,0.024465-0.11383i,0.015198-0.080931i,0.0091376-0.054952i,-0.00068031-0.035499i,-0.0082158-0.015494i,-0.0085577-0.0008134i,-0.0059985+0.0070002i,-0.0044653+0.012563i,-0.0031877+0.015896i,-0.00042183+0.014901i,0.003024+0.01061i,0.0053999+0.0065241i,0.0069171+0.0042829i,0.0064032+0.0039361i,0.0058234+0.0035778i
-0.0036239+0.00077274i,-0.0046896+0.0011878i,-0.0045421+0.0029773i,-0.0047297+0.0022096i,-0.015659+0.0011778i,-0.049194+0.01513i,-0.09141+0.056185i,-0.10568+0.099742i,-0.084371+0.11172i,-0.051216+0.09003i,-0.028476+0.059773i,-0.01604+0.038154i,-0.0048646+0.022571i,0.0036822+0.0087061i,0.0076717-0.0027332i,0.0090366-0.010899i,0.010248-0.017002i,0.0093941-0.019586i,0.0058154-0.018281i,0.0023465-0.015162i,0.00015491-0.012868i,0.0002618-0.012469i,-0.0007194-0.012456i
-4.2966e-05-0.00013771i,0.0028777+0.00012385i,0.0034428+0.0016933i,0.005101+0.0042661i,0.017393+0.0086577i,0.0493+0.0039013i,0.095787-0.020987i,0.12004-0.045881i,0.10216-0.048676i,0.069756-0.036023i,0.046898-0.027062i,0.027106-0.024578i,0.0076514-0.017729i,-0.0034863-0.0067829i,-0.0077016+0.00045417i,-0.011705+0.0046203i,-0.016278+0.0076194i,-0.01751+0.0078781i,-0.013646+0.0063052i,-0.0081736+0.0048758i,-0.0045921+0.00474i,-0.0034073+0.0067997i,-0.0033171+0.010087i
-0.0022711-0.00074268i,-0.0039339-0.00025566i,-0.006575+0.0003471i,-0.010013-0.0018777i,-0.021398-0.013333i,-0.051903-0.030807i,-0.099324-0.036495i,-0.13253-0.02789i,-0.12115-0.017051i,-0.08367-0.0078059i,-0.050694+0.0019394i,-0.028266+0.0086842i,-0.012972+0.0095052i,-0.002305+0.0070549i,0.0059166+0.0035542i,0.012361+0.00028214i,0.017059-0.0017082i,0.017804-0.0025473i,0.01612-0.0032618i,0.01445-0.0029356i,0.013805-0.0023695i,0.014665-0.0019637i,0.012623-0.0021786i
0.002266-0.0014171i,0.0043358-0.0010993i,0.0063485-0.0018097i,0.0050999-0.0015373i,0.0094111+0.0068597i,0.033888+0.031271i,0.077879+0.059098i,0.11224+0.07079i,0.10885+0.062677i,0.082695+0.041321i,0.056167+0.020309i,0.034525+0.007188i,0.017693-0.00018481i,0.0044741-0.001711i,-0.0048145-0.0018898i,-0.013044-0.0048369i,-0.018967-0.0086942i,-0.018548-0.009747i,-0.014529-0.0078531i,-0.010138-0.0057021i,-0.0082094-0.0036705i,-0.0099393-0.0029762i,-0.012166-0.0022879i
-0.0030603+0.00075121i,-0.0040236+0.00088362i,-0.0047907+0.00092239i,-0.0020308-0.0013285i,0.0015925-0.01515i,-0.0097667-0.050569i,-0.03831-0.087971i,-0.053674-0.099386i,-0.041377-0.083618i,-0.025829-0.055116i,-0.021681-0.028953i,-0.020053-0.010869i,-0.014258-0.0006604i,-0.0055523+0.0025949i,0.0019197+0.0035332i,0.0072324+0.0070052i,0.010414+0.011832i,0.009949+0.014007i,0.008768+0.013137i,0.0080167+0.011266i,0.0067513+0.009412i,0.0055723+0.0090909i,0.0042635+0.0084978i
0.0012398-0.00048897i,0.0037972-0.0015059i,0.0074246-0.0010353i,0.0044458-0.00018363i,-0.005354+0.011296i,-0.0087765+0.048417i,-0.0016387+0.094008i,-0.0034495+0.11776i,-0.010457+0.1145i,-0.004183+0.086847i,0.0052236+0.049431i,0.0076302+0.022956i,0.0062302+0.010617i,0.0028916+0.0052835i,-7.8551e-05-0.00083061i,-0.0029536-0.010135i,-0.0043488-0.017233i,-0.0026391-0.019362i,-0.0017237-0.019091i,-0.0019681-0.017685i,-0.0012166-0.01535i,-0.00061464-0.013352i,-0.0018301-0.011494i
-0.0032485+0.0036116i,-0.0044364+0.0043646i,-0.0047925+0.0064075i,9.1819e-05+0.0062773i,0.013213-0.007248i,0.024571-0.046711i,0.029096-0.088213i,0.038974-0.10042i,0.042172-0.087161i,0.026265-0.063203i,0.0087137-0.04047i,-0.00089315-0.024158i,-0.0048548-0.012031i,-0.00334-0.0025629i,-0.0010474+0.0040632i,-0.0011791+0.010339i,-0.0034828+0.015144i,-0.0058544+0.015317i,-0.0069902+0.012686i,-0.0063413+0.0091653i,-0.0052566+0.0064561i,-0.0041015+0.0052449i,-0.0034039+0.00588i
