-0.00073545+0.00057236i,-0.0010366+0.001625i,-0.0022237+0.0041233i,-0.0018304+0.0039405i,-0.001213+0.0026914i,-0.0011364+0.0014879i,-0.00097366+6.4053e-05i,-0.00016998+0.00012068i,0.00039205+0.0011437i,-0.00019611+0.00095664i,-0.00064676-0.000374i,-0.00010068-0.00044762i,0.00051778+0.00022273i,0.0013765+8.9883e-06i,0.001266+0.00029394i,0.0002164+0.00045748i,-0.00013764+0.00010606i,-7.9678e-05-0.00054378i,1.9454e-05-0.00068265i,-0.00012139+0.0008434i,-0.00033738+0.0017928i,-0.00062906+0.0006552i,-0.00018526-0.00024481i
-0.037809+0.0076672i,-0.10219+0.0045837i,-0.15733-0.012361i,-0.14135-0.0074289i,-0.066759+0.049155i,-0.0084259+0.10419i,0.010572+0.10683i,0.015462+0.066243i,0.013115+0.019397i,0.0046582-0.0049191i,0.00823-0.0042422i,0.023359+0.0016455i,0.035164-0.0084494i,0.033557-0.030519i,0.019713-0.052733i,0.0071221-0.07287i,0.0057281-0.085962i,0.013704-0.078282i,0.021232-0.053585i,0.018492-0.035716i,0.0054847-0.031833i,-0.0024064-0.029521i,0.0077022-0.022112i
0.046147-0.022533i,0.13169-0.059918i,0.21928-0.12189i,0.19722-0.16374i,0.073925-0.12724i,-0.0056293-0.043975i,-0.0057449+0.007115i,0.0096787+0.013829i,0.01822+0.0057875i,0.012339+0.00035828i,0.0025051+0.0040546i,0.0043852+0.0011718i,0.0031369-0.0085433i,-0.0083957-0.0013556i,-0.019212+0.021417i,-0.02819+0.044168i,-0.039824+0.053896i,-0.045399+0.045747i,-0.036226+0.028757i,-0.02161+0.016819i,-0.01165+0.015445i,-0.0097927+0.016925i,-0.017091+0.013142i
-0.027714+0.024764i,-0.065079+0.083397i,-0.063888+0.1611i,-0.011375+0.18501i,0.012583+0.11936i,-0.034545+0.042325i,-0.073183+0.010414i,-0.062048+0.0070699i,-0.031766+0.011578i,-0.0027611+0.0098976i,0.0019154+0.0078421i,-0.0054844+0.026283i,0.007867+0.045464i,0.03311+0.034365i,0.049759+0.0035485i,0.06225-0.022303i,0.07606-0.03032i,0.074862-0.022266i,0.052251-0.0090001i,0.030537-0.0018132i,0.022254-0.0058597i,0.020393-0.011259i,0.018575-0.0070209i
0.030205-0.029819i,0.065982-0.052998i,0.078306-0.057533i,0.042343-0.04774i,0.014436-0.055174i,0.02864-0.083393i,0.038451-0.090574i,0.024637-0.059119i,0.0076251-0.021503i,-0.005833-0.004172i,-0.012636-0.010281i,-0.017039-0.026192i,-0.026988-0.033444i,-0.039385-0.0239i,-0.050309-0.0055822i,-0.062983+0.0077308i,-0.075087+0.0083501i,-0.070657-0.0016059i,-0.049527-0.010458i,-0.030695-0.0094759i,-0.022187-0.00071973i,-0.018341+0.0049612i,-0.013175-0.00012773i
-0.025494+0.023995i,-0.085849+0.059547i,-0.15224+0.092855i,-0.14759+0.10085i,-0.065078+0.086783i,0.017103+0.07854i,0.056719+0.065802i,0.053941+0.026336i,0.028527-0.0040433i,0.015144-0.0043767i,0.01676-0.00043756i,0.0099311-0.0030486i,-0.00050137+0.0021147i,0.006542+0.010102i,0.02536+0.010265i,0.040823+0.010945i,0.047255+0.02316i,0.04295+0.036509i,0.030787+0.034937i,0.019417+0.023488i,0.015542+0.014025i,0.017149+0.010345i,0.015306+0.010067i
0.033713-0.044148i,0.088121-0.12188i,0.11785-0.21924i,0.071626-0.23766i,0.0093465-0.13733i,-0.019101-0.028341i,-0.03594+0.020654i,-0.037699+0.045302i,-0.020584+0.042705i,-0.01038+0.015736i,-0.0016984+0.0026554i,0.022559-0.001072i,0.038249-0.018424i,0.023395-0.036782i,-0.0053154-0.043077i,-0.027138-0.047889i,-0.034477-0.058692i,-0.027957-0.059405i,-0.0142-0.04167i,-0.0035694-0.024437i,-0.0048813-0.018296i,-0.011879-0.015248i,-0.01317-0.010249i
-0.0051437+0.044127i,-0.0012368+0.11198i,0.036979+0.15758i,0.076878+0.12368i,0.04267+0.057627i,-0.024346+0.029644i,-0.04168+0.017432i,-0.023789-0.012276i,-0.0072077-0.026452i,0.0015667-0.0094414i,-0.00015031+0.011614i,-0.012194+0.025532i,-0.017374+0.036784i,-0.0051387+0.042997i,0.012809+0.045112i,0.023159+0.051183i,0.020453+0.060933i,0.0082282+0.05974i,-0.004025+0.042702i,-0.0088148+0.02597i,-0.0058395+0.018549i,-0.001679+0.015169i,0.00013045+0.010241i
0.007836-0.031003i,0.03241-0.056599i,0.068247-0.059314i,0.07769-0.040782i,0.055223-0.049274i,0.034786-0.083561i,0.018418-0.098872i,-0.007709-0.070203i,-0.01869-0.025876i,-0.01057-0.013945i,-0.011283-0.018528i,-0.0091561-0.010355i,0.0042363-0.0038824i,0.010667-0.011118i,0.0084068-0.024294i,0.0080547-0.036966i,0.015788-0.046788i,0.025183-0.04798i,0.024264-0.039617i,0.017098-0.029588i,0.01163-0.022945i,0.007552-0.019805i,0.0040336-0.015414i
-0.01599+0.035405i,-0.058482+0.10633i,-0.10384+0.18739i,-0.092246+0.20562i,-0.020897+0.15424i,0.040223+0.095489i,0.07556+0.066633i,0.094915+0.039748i,0.07579+0.0083438i,0.038527+0.0038759i,0.017549+0.0025335i,-0.0015159-0.014835i,-0.024398-0.020803i,-0.032841-0.0038635i,-0.031359+0.017533i,-0.036556+0.030674i,-0.046866+0.036239i,-0.047729+0.032142i,-0.032875+0.022008i,-0.017436+0.014757i,-0.01099+0.012361i,-0.0075954+0.010632i,-0.0037493+0.0086249i
0.0025882-0.059234i,-0.0073077-0.14889i,-0.039836-0.22872i,-0.083085-0.20705i,-0.088867-0.10029i,-0.052941-0.0031623i,-0.036055+0.036917i,-0.049794+0.043724i,-0.046802+0.038062i,-0.019342+0.018581i,0.0052297+0.0024289i,0.021445+0.0014759i,0.034309+0.0018313i,0.036577-0.0081818i,0.033375-0.021793i,0.038588-0.030362i,0.049753-0.027182i,0.052544-0.01208i,0.042077+0.0017876i,0.028461+0.006326i,0.021068+0.0066453i,0.019127+0.0060989i,0.014767+0.0032593i
0.02793+0.027422i,0.059517+0.060979i,0.084526+0.061319i,0.07178+0.015963i,0.021149-0.01496i,-0.040946-0.0041276i,-0.06727+0.014698i,-0.039058+0.015966i,-0.0042269+0.0070278i,-0.0025888+0.0065172i,-0.0092085+0.013916i,-0.0046384+0.011054i,-0.0044112+0.0001295i,-0.012355-0.0030232i,-0.020925+0.00016344i,-0.031602+0.0017526i,-0.043305-0.0029028i,-0.047871-0.0083328i,-0.041905-0.0051758i,-0.031447+0.00085531i,-0.023045+0.0020196i,-0.017174-2.5424e-05i,-0.011494-0.0018933i
0.0068821-0.025089i,0.039515-0.05781i,0.093078-0.099114i,0.10467-0.11322i,0.057803-0.087505i,0.02716-0.079902i,0.015839-0.10462i,-0.01506-0.10157i,-0.034772-0.06416i,-0.022383-0.030509i,-0.01073-0.010248i,-0.010864+0.01092i,-0.0043205+0.026028i,0.012025+0.021887i,0.026395+0.013742i,0.035055+0.01785i,0.03879+0.028848i,0.03418+0.030852i,0.024743+0.017177i,0.015795+0.0020098i,0.0065459-0.0033784i,-0.0016747+0.0006464i,-0.0041276+0.0066389i
0.0067177+0.047684i,0.014648+0.14257i,0.035206+0.24783i,0.07045+0.24704i,0.091375+0.13179i,0.08231+0.047709i,0.083463+0.03683i,0.092826+0.032885i,0.076537+0.020666i,0.040007+0.0044591i,0.010006-0.0097824i,-0.0015766-0.019792i,-0.0044953-0.026911i,-0.0091914-0.024167i,-0.017948-0.018285i,-0.028292-0.022606i,-0.030588-0.035522i,-0.021668-0.042818i,-0.012721-0.036639i,-0.0083069-0.024121i,-0.0019406-0.016389i,0.0055076-0.015792i,0.007835-0.01466i
-0.037359-0.034542i,-0.097257-0.074613i,-0.15624-0.091929i,-0.15915-0.047427i,-0.10071+0.022164i,-0.037255+0.058217i,-0.0063977+0.060737i,-0.0061088+0.036579i,-0.014468+0.0099525i,-0.0044303+0.0066362i,0.0097525+0.0046965i,0.0079518-8.9947e-05i,0.0034378+0.0055565i,0.0071273+0.012668i,0.013116+0.01641i,0.014688+0.021292i,0.0093467+0.029874i,0.0036108+0.03725i,0.0078598+0.03474i,0.015169+0.023649i,0.011703+0.013653i,-0.0010033+0.0085474i,-0.009774+0.0052607i
0.022475+0.00080061i,0.031098+0.0027507i,0.013133-0.0019294i,-0.023713-0.0098187i,-0.041855-0.0070793i,-0.049021+0.00028427i,-0.068017+0.016901i,-0.061809+0.04774i,-0.024834+0.049686i,-0.0039536+0.022813i,0.0019475+0.0079221i,0.012407+0.0041122i,0.017073-0.0023481i,0.0090268-0.0097724i,0.00056224-0.015793i,0.0020742-0.023883i,0.012467-0.02989i,0.017356-0.02762i,0.006538-0.018562i,-0.0072587-0.0056995i,-0.0063586+0.0067439i,0.0092666+0.012228i,0.021577+0.00872i
0.0030575-0.031898i,0.018952-0.098158i,0.037516-0.18321i,0.025121-0.20258i,-0.010422-0.13783i,-0.027638-0.074812i,-0.017889-0.071921i,-0.0096881-0.094523i,-0.013477-0.077107i,-0.015491-0.028785i,-0.011925+0.0016545i,-0.012949+0.0081353i,-0.016618+0.0085761i,-0.0135+0.0087701i,-0.007884+0.010408i,-0.0091467+0.017063i,-0.02063+0.022412i,-0.030237+0.021834i,-0.024382+0.018324i,-0.010362+0.010639i,-0.0058537-0.0017724i,-0.013696-0.012003i,-0.019332-0.013234i
0.045534+0.031277i,0.11698+0.091817i,0.20007+0.14306i,0.21518+0.11476i,0.15383+0.043252i,0.097763+0.0010832i,0.069267-0.0087795i,0.040976+0.0087296i,0.023126+0.023582i,0.017422+0.0087204i,0.0082312-0.0046816i,0.0045866-0.00080993i,0.0081463-0.00097144i,0.0089661-0.0081671i,0.0079311-0.012684i,0.0079307-0.012933i,0.014144-0.0088624i,0.023634-0.0069107i,0.022578-0.013576i,0.011299-0.017837i,0.0023459-0.0092886i,0.0029055+0.0077338i,0.0060629+0.018305i
-0.031925+0.0083508i,-0.072372+0.034574i,-0.085829+0.070637i,-0.052832+0.080699i,-0.027637+0.054368i,-0.018996+0.043567i,0.017682+0.049564i,0.050317+0.026506i,0.038191-0.0036362i,0.010567-0.0061916i,-0.0021187-0.0022455i,-0.0052994-0.0078115i,-0.0031059-0.011898i,0.0021799-0.0084041i,0.0030124-0.0034309i,-0.0044183-0.0038577i,-0.015125-0.01038i,-0.020189-0.012676i,-0.014965-0.0031488i,-0.0019719+0.005665i,0.0086251-1.5498e-05i,0.010742-0.015095i,0.0061368-0.024856i
0.0037401+0.0011884i,-0.014867+0.025026i,-0.056091+0.06829i,-0.071371+0.098442i,-0.028197+0.07859i,-0.0081961+0.035785i,-0.047685+0.029638i,-0.075189+0.044387i,-0.053747+0.041339i,-0.013639+0.02233i,0.0084946+0.0049608i,0.0098233+0.0039674i,0.0088853+0.011835i,0.0090944+0.012446i,0.0088027+0.0084176i,0.010789+0.007433i,0.014084+0.012837i,0.015495+0.019047i,0.014089+0.013974i,0.0055483+0.0051247i,-0.0077208+0.0068225i,-0.016374+0.015504i,-0.01632+0.020985i
-0.02389-0.030184i,-0.068805-0.093085i,-0.11878-0.16548i,-0.1346-0.1663i,-0.10722-0.093902i,-0.05974-0.03967i,-0.019352-0.035694i,0.0091685-0.040703i,0.017199-0.036237i,0.0026958-0.0218i,-0.0065034-0.0075201i,-0.0042666-0.0068598i,-0.0042368-0.0091928i,-0.0056482-0.0051319i,-0.0056358-0.00033239i,-0.0036298-0.0012775i,-0.0012519-0.0099904i,-0.004412-0.016329i,-0.011229-0.012013i,-0.011729-0.0029165i,-0.0010675+0.0014206i,0.014785-0.0024811i,0.023802-0.0083625i
0.046236-0.017369i,0.12265-0.039168i,0.18384-0.071824i,0.15499-0.083932i,0.082864-0.051079i,0.05033-0.019263i,0.027656-0.030455i,-0.01011-0.038599i,-0.01908-0.016858i,-0.00098554+0.0023834i,0.0076154+0.0082938i,0.0031653+0.00993i,-0.0027912+0.0086645i,-0.0048166+0.0022763i,-0.0056459-0.0031021i,-0.0088832-0.00034094i,-0.013394+0.0093299i,-0.011244+0.016351i,5.0134e-05+0.011362i,0.0067181-0.00031581i,0.00078093-0.0085152i,-0.012261-0.010724i,-0.022206-0.007516i
0.0041028+0.021213i,0.028088+0.053281i,0.08361+0.062946i,0.1099+0.022188i,0.054559-0.013008i,0.0016166+0.011766i,0.031812+0.05299i,0.07427+0.053544i,0.057198+0.027328i,0.016066+0.0063644i,-0.0026633-0.00074919i,0.00076091-0.0035113i,0.0077037-0.0094022i,0.0087889-0.011031i,0.0075387-0.0092812i,0.0080959-0.0087665i,0.012658-0.0098072i,0.014196-0.012209i,0.0078485-0.010026i,0.0029186-0.0026618i,0.00559+0.0069908i,0.012893+0.016594i,0.019078+0.019045i
0.0081097+0.014909i,0.015476+0.068518i,0.022732+0.15341i,0.036879+0.18191i,0.0473+0.10585i,0.020569+0.017212i,-0.028782-0.012475i,-0.053964-0.011509i,-0.040966-0.0048676i,-0.013907+0.0059738i,-0.0015364+0.0085468i,-0.0027335+0.0071814i,-0.001357+0.0076075i,0.0038772+0.0036644i,0.0066872-8.94e-05i,0.0031912-0.0026938i,-0.0072517-0.0040731i,-0.013142+0.0016655i,-0.0080977+0.0096562i,-0.00086223+0.0098274i,0.00048892+0.00077411i,-0.0028134-0.012209i,-0.0079667-0.019912i
-0.039741+0.007992i,-0.11389+0.016308i,-0.18074+0.024169i,-0.16455+0.025706i,-0.085219+0.0182i,-0.030335+0.011697i,-0.016535+0.026013i,-0.008726+0.039407i,-0.0011732+0.023878i,-0.00059538-0.0028255i,-0.00084307-0.01247i,0.0021351-0.0069601i,0.0048097-0.00025287i,0.003428+0.0038812i,9.3751e-05+0.0081925i,0.0011894+0.011958i,0.007276+0.013259i,0.010667+0.0069359i,0.0045136-0.0032756i,-0.0066141-0.006681i,-0.01246-0.0011411i,-0.014253+0.010075i,-0.011126+0.020055i
0.0087242-0.040648i,0.0062486-0.10508i,-0.028197-0.15984i,-0.072863-0.12548i,-0.05187-0.033272i,0.012144-0.014454i,0.025564-0.06946i,0.0067544-0.090924i,0.0025983-0.057672i,0.0043594-0.01603i,0.0024075+0.0015627i,-0.0047016-0.00096783i,-0.0086216-0.0030424i,-0.0043721-0.0024194i,-0.00096579-0.0035807i,-0.0014987-0.0071058i,-0.0050056-0.011471i,-0.0089817-0.0090831i,-0.0070454+0.00017476i,0.00067713+0.0047947i,0.010176+0.00034236i,0.019164-0.0079831i,0.019641-0.015415i
0.020425-0.0036799i,0.066466-0.024809i,0.12563-0.083366i,0.12041-0.13941i,0.031293-0.10633i,-0.030841+0.0050218i,-0.010201+0.076791i,0.010754+0.071489i,0.0036884+0.041102i,0.0021951+0.013979i,0.0041633-0.00033636i,0.0068389-0.0023113i,0.0073989-0.003358i,0.0011609-0.0052252i,-0.0047816-0.0060662i,-0.0086508-0.0030735i,-0.0084594+0.0041927i,-0.0023756+0.0053008i,0.0049276-0.0031901i,0.0059261-0.0094646i,-0.00072696-0.0077005i,-0.010607-0.0025953i,-0.016508+0.0034239i
0.027731+0.0016348i,0.080901+0.025304i,0.14364+0.067316i,0.15529+0.076682i,0.10513+0.026729i,0.053845-0.029923i,0.039082-0.048516i,0.043149-0.037598i,0.033351-0.018301i,0.0091259+0.00041008i,-0.0025256+0.0089611i,-0.0017341+0.0057276i,0.0022898+0.0013167i,0.010009-0.00018749i,0.016907-0.0015762i,0.019902-0.0049993i,0.0173-0.0092786i,0.0087625-0.0071801i,0.00036503+0.0037126i,-0.0021815+0.012326i,0.0019424+0.014418i,0.010357+0.014942i,0.016459+0.01171i
-0.010324+0.039223i,-0.025423+0.116i,-0.016148+0.18945i,0.024031+0.1695i,0.03022+0.077517i,-0.023775+0.031686i,-0.071921+0.053152i,-0.077404+0.05851i,-0.053304+0.030201i,-0.020888+0.0059275i,-0.0026343-0.0011032i,0.0017732+0.0041537i,0.002083+0.0056806i,-0.0018482+0.0019031i,-0.006576-0.00028232i,-0.010447-0.00016811i,-0.011979+0.0027531i,-0.0066241+0.0027086i,0.0014435-0.0028737i,0.0031329-0.0083822i,-0.0023611-0.0128i,-0.0099773-0.016406i,-0.01442-0.015679i
-0.026587-0.017173i,-0.092234-0.035155i,-0.1909-0.018437i,-0.21723+0.053679i,-0.093827+0.09117i,0.047916+0.0262i,0.081415-0.048136i,0.063587-0.049078i,0.046061-0.020571i,0.020271-0.0076547i,0.0010677-0.0036845i,-0.0050823-0.0019496i,-0.0031446+0.001591i,0.0033674+0.0057575i,0.006954+0.00975i,0.008793+0.013607i,0.010171+0.012975i,0.0046719+0.010068i,-0.0050644+0.0094688i,-0.0089894+0.0084194i,-0.0055023+0.0087502i,-0.00030728+0.011957i,0.0032543+0.014061i
0.003015-0.014442i,0.0030713-0.057024i,-0.0012913-0.13698i,-0.030625-0.18777i,-0.086523-0.12583i,-0.11161-0.012117i,-0.090956+0.02454i,-0.075837-0.0032755i,-0.055418-0.013468i,-0.017993-0.0036543i,0.0017492-0.00044868i,0.00030369-0.002169i,-0.0028994-0.0067033i,-0.005642-0.014014i,-0.0087628-0.020124i,-0.011149-0.023879i,-0.013238-0.022153i,-0.0083144-0.015148i,0.0015319-0.0092403i,0.0065701-0.0059815i,0.0077268-0.0058407i,0.0079992-0.010863i,0.0065995-0.01632i
0.018275-0.029561i,0.055527-0.07497i,0.09676-0.1192i,0.092229-0.11476i,0.065278-0.06408i,0.080291-0.021454i,0.11009-0.00012468i,0.10912+0.019461i,0.071643+0.023365i,0.023624+0.011592i,0.0021091+0.0016325i,0.0028003-0.0033829i,0.0050186+0.00025162i,0.0075448+0.0080024i,0.0089284+0.011881i,0.006398+0.015078i,0.0035925+0.01685i,-0.0001986+0.0122i,-0.0056641+0.005119i,-0.0080483+0.0029661i,-0.0078298+0.0059205i,-0.0089577+0.011757i,-0.0091992+0.015706i
0.031174+0.030967i,0.10336+0.089991i,0.20998+0.13439i,0.25465+0.081781i,0.15262-0.021082i,-0.01933-0.04722i,-0.098243-0.016272i,-0.080417-0.01882i,-0.049968-0.027251i,-0.023363-0.010121i,-0.0041948+0.0025684i,0.0045501+0.0036644i,0.0078637-0.0019027i,0.0082701-0.0095648i,0.010725-0.015019i,0.013919-0.019929i,0.013832-0.020744i,0.013112-0.014212i,0.013771-0.006319i,0.011783-0.0039583i,0.0087807-0.0063581i,0.0098274-0.0086801i,0.01251-0.0093938i
-0.021301+0.010474i,-0.07022+0.054225i,-0.13302+0.1447i,-0.13114+0.22964i,-0.02932+0.21862i,0.078857+0.12667i,0.092126+0.066664i,0.053941+0.068526i,0.03518+0.055929i,0.019414+0.014965i,0.004779-0.0026848i,0.00055942+0.0020967i,-0.0018193+0.0096946i,-0.0042101+0.016835i,-0.009789+0.021298i,-0.0173+0.024534i,-0.019656+0.025357i,-0.016951+0.020174i,-0.013053+0.012082i,-0.0085758+0.0067342i,-0.0069478+0.0036383i,-0.011999+0.0016515i,-0.017329+0.0027407i
-0.007201+0.0056126i,-0.036001+0.0081863i,-0.078478-0.0014704i,-0.10435-0.028631i,-0.10691-0.053863i,-0.11031-0.066867i,-0.099608-0.084088i,-0.066081-0.093745i,-0.035152-0.063756i,-0.011159-0.016532i,-0.0013409+0.0031184i,-0.0018566+0.0034442i,0.0007452-0.0025862i,0.0035865-0.011903i,0.0090197-0.01502i,0.017271-0.015596i,0.019614-0.015879i,0.014109-0.010603i,0.0086175-0.0028052i,0.006865+0.00099411i,0.0083871+0.0013415i,0.013142+0.0027035i,0.017755+0.0032514i
-0.018103-0.032755i,-0.053316-0.099706i,-0.11298-0.18076i,-0.15817-0.17124i,-0.11146-0.047481i,0.0061719+0.053126i,0.063945+0.0709i,0.039743+0.066334i,0.015132+0.051883i,0.0089605+0.02128i,0.0040555+0.0016937i,-0.0011603-0.0034842i,-0.0070121-0.0020816i,-0.010124+0.00090751i,-0.014777-0.0011764i,-0.02379-0.0037199i,-0.027269-0.0035611i,-0.021509-0.0045948i,-0.015221-0.0048452i,-0.012355-0.00067449i,-0.010763+0.002607i,-0.012534-0.0026883i,-0.015527-0.0089174i
0.042636-0.0073593i,0.1331-0.021811i,0.26853-0.060617i,0.3244-0.13899i,0.20398-0.19926i,0.037613-0.16147i,-0.004853-0.091851i,0.022025-0.073788i,0.0125-0.056668i,-0.009599-0.017279i,-0.0093583+0.00059056i,-0.0014043-0.0026409i,0.0087205-0.0075867i,0.018601-0.0088818i,0.025125-0.0046112i,0.032038+0.0020544i,0.034525+0.0051649i,0.028542+0.0047669i,0.019351+0.0014304i,0.011152-0.0024069i,0.0063516-0.00092485i,0.0064926+0.0074881i,0.0092508+0.01486i
0.0023475+0.013121i,0.0056948+0.052111i,0.0054608+0.12356i,0.0060424+0.1942i,0.029221+0.2156i,0.04427+0.17949i,0.012815+0.13321i,-0.020601+0.10513i,-0.01379+0.061154i,0.0023894+0.010537i,0.0060029-0.006633i,0.0064094-0.0014503i,0.0021812+0.0033482i,-0.0041026+0.004211i,-0.010438-0.00075509i,-0.02021-0.0077694i,-0.024187-0.0090581i,-0.017455-0.0048803i,-0.008236-0.0013144i,-0.0035798-0.0017305i,-0.0025425-0.0055907i,-0.0011522-0.012773i,-0.00062912-0.018358i
0.0088036+0.019816i,0.015269+0.075691i,0.029163+0.14344i,0.047594+0.1398i,0.035373+0.038646i,-0.0086118-0.064276i,-0.020972-0.086594i,0.0076812-0.063593i,0.018481-0.037994i,0.0069262-0.013834i,0.00087444-0.0010268i,0.0019762+0.0028412i,0.0061672+0.0054768i,0.0086872+0.0082139i,0.010729+0.014067i,0.014023+0.020291i,0.01234+0.021951i,0.0062807+0.019087i,0.0037464+0.01491i,0.0058918+0.010799i,0.0050709+0.0086697i,-0.0012921+0.011852i,-0.0058264+0.015723i
-0.034552-0.0044819i,-0.11837-0.026263i,-0.25367-0.054119i,-0.34102-0.035705i,-0.27563+0.033981i,-0.12508+0.076966i,-0.048669+0.049034i,-0.053938+0.015395i,-0.036051+0.01475i,0.0028176+0.010522i,0.012074+0.0027711i,0.0041249+0.0016731i,-0.0051296+0.0011049i,-0.010948-0.0034161i,-0.011005-0.014081i,-0.011586-0.025985i,-0.011219-0.030016i,-0.0095919-0.024183i,-0.010082-0.01458i,-0.0082135-0.0066811i,-0.0016672-0.0028975i,0.0079128-0.0044391i,0.014484-0.00774i
0.019351-0.024733i,0.061263-0.075704i,0.13129-0.15654i,0.18033-0.22186i,0.16227-0.21736i,0.10936-0.15887i,0.087011-0.085671i,0.082521-0.034063i,0.044795-0.012601i,0.0015763+0.0035985i,-0.010242+0.0085931i,-0.0068802+0.0029749i,-0.00083481-9.6277e-05i,0.003972+0.00036123i,0.0039491+0.0085394i,0.0036774+0.019959i,0.0042326+0.022261i,0.0029865+0.014611i,0.00062448+0.0061797i,-0.001853+0.0043388i,-0.0058683+0.0046687i,-0.01152+0.0025253i,-0.014873+0.0006133i
0.0041799-0.0046644i,0.01959-0.010803i,0.046106-0.018168i,0.041531-0.0095355i,-0.0047529+0.03643i,-0.030098+0.094924i,-0.029544+0.085862i,-0.036015+0.02947i,-0.029785+0.003763i,-0.0094851-0.0003542i,-0.0012257-0.0027967i,-2.2617e-05-0.0029972i,0.0015134-0.0058528i,0.0027623-0.0097035i,0.0063132-0.01524i,0.0091586-0.021259i,0.010209-0.018595i,0.011122-0.009493i,0.0092904-0.0058511i,0.0055213-0.007533i,0.0045471-0.0055494i,0.0086452+0.001329i,0.012692+0.0081192i
0.028941+0.0075033i,0.08756+0.051936i,0.17094+0.12953i,0.22981+0.16962i,0.20773+0.10575i,0.10588+0.016645i,0.026898+0.013802i,0.021572+0.03973i,0.020456+0.020172i,-0.00099362-0.004618i,-0.0069142-0.0073123i,-0.00026224-0.003924i,0.0054816+0.0016488i,0.0069053+0.0079581i,-0.00087342+0.012735i,-0.010923+0.017187i,-0.016007+0.016876i,-0.01502+0.012056i,-0.0086698+0.0085003i,-0.0034723+0.0050219i,-0.0041384-0.00093287i,-0.0066033-0.0078539i,-0.0059486-0.01357i
-0.020818+0.02206i,-0.082511+0.058283i,-0.18927+0.086799i,-0.28472+0.083516i,-0.28415+0.067128i,-0.18539+0.034795i,-0.091825-0.02322i,-0.05346-0.053001i,-0.022763-0.034648i,0.008485-0.013009i,0.015374-0.0045757i,0.0084987+0.0022054i,0.0024573+0.0041849i,0.00092752+0.00085169i,0.0074266-0.0057926i,0.015319-0.012367i,0.016994-0.010734i,0.011941-0.0040739i,0.0070312+0.00049291i,0.0066433+0.0022069i,0.0076867+0.0030755i,0.0045729+0.0063792i,-0.0024306+0.010483i
-0.00064623-0.015471i,-0.010279-0.045021i,-0.016537-0.067715i,0.019652-0.065878i,0.090683-0.064686i,0.11109-0.064129i,0.067544-0.029188i,0.030986+0.016737i,0.019228+0.02589i,0.0088746+0.012621i,0.0035538+0.0060726i,0.0026202+0.0032323i,3.7252e-05+0.0023106i,-0.003469+0.0021089i,-0.0089512+0.0017504i,-0.015074+0.0022444i,-0.016092-0.0014168i,-0.012159-0.0057964i,-0.0088887-0.0043482i,-0.0072278-0.00083197i,-0.0035979+9.6506e-05i,0.0035203-0.0025329i,0.012851-0.0064066i
-0.0065079-0.007766i,-0.013975-0.036949i,-0.016626-0.11718i,-0.039074-0.19245i,-0.074825-0.15409i,-0.054967-0.044619i,0.0096376-0.0072568i,0.027976-0.033925i,0.0061125-0.024358i,0.00050672+0.0050158i,0.0004456+0.0099489i,-0.0037393+0.0048184i,-0.0028846-0.00064108i,0.0010654-0.0034053i,0.0084513-0.00077715i,0.015179+0.0023741i,0.014539+0.0067366i,0.010508+0.0093165i,0.0070223+0.0060289i,0.0039531+0.0041617i,0.00039169+0.0067485i,-0.0047604+0.0072759i,-0.010787+0.0040664i
0.026061-0.016331i,0.085202-0.018283i,0.17688+0.022766i,0.24344+0.10336i,0.22073+0.14561i,0.12174+0.11351i,0.018181+0.082794i,-0.023854+0.075365i,-0.01873+0.041768i,-0.015456+0.0066326i,-0.012676-0.0018788i,-0.0049531-0.0019465i,0.00061645-0.0019412i,0.0013156-0.0021846i,-0.0051694-0.004535i,-0.011628-0.0087282i,-0.010935-0.013475i,-0.0062363-0.013146i,-0.0025442-0.0090976i,-0.0026257-0.0074554i,-0.0039505-0.0064032i,-0.00040358-0.0012747i,0.006343+0.0062966i
0.0038242+0.022904i,0.0016709+0.06597i,-0.02055+0.097389i,-0.074987+0.05558i,-0.13068-0.027898i,-0.13216-0.048951i,-0.060862-0.031776i,0.00109-0.040882i,0.0042425-0.039093i,-0.0028029-0.016791i,-0.00048305-0.0069361i,-0.00031091-0.005549i,0.0014404-0.00228i,0.0045953+0.00034724i,0.0075274+0.0035445i,0.0089817+0.0085386i,0.0060597+0.012362i,0.0019829+0.012441i,0.001476+0.010631i,0.0028316+0.0077123i,0.0014089+0.0031167i,-0.0023734-0.0043915i,-0.0053654-0.012343i
-0.002491-0.0029507i,-0.024148+0.0058657i,-0.055481+0.049547i,-0.055249+0.11766i,-0.00057325+0.13074i,0.034759+0.050873i,-0.01061-0.014546i,-0.042607-0.00188i,-0.011292+0.0098227i,0.011834-0.0047523i,0.0099037-0.0058831i,0.0077769+0.00026107i,0.0058985+0.0028989i,0.0043069+0.0022054i,0.0031444-0.0041722i,0.0020079-0.010368i,0.0041994-0.01353i,0.0054597-0.011865i,0.0024837-0.0072031i,0.0017902-0.0057862i,0.0038245-0.0043736i,0.0039363+0.00013693i,0.0020318+0.0067763i
