-0.0030113+0.0020575i,-0.0034187+0.00085635i,-0.0040853-0.00026504i,-0.0031429-6.6583e-05i,-0.0026268+0.0013222i,-0.0016673+0.0016757i,-0.0002649+0.00097611i,0.00074242+0.0008915i,0.0010001+0.00065879i,0.00027793+0.00017473i,0.00019686+0.0001576i,-4.7365e-05+0.00010855i,-0.00047645+0.00047919i,-0.00063925+0.00072431i,-0.0010286-4.5689e-05i,-0.00067273-0.00054678i,9.8266e-06-0.00030636i,0.00023673-0.00048135i,0.00024398-0.0008928i,0.00020857-0.00082469i,6.0955e-05-0.00017539i,-0.00058317+0.0001957i,-0.001263-0.00020594i
-0.0011235+0.00013784i,-0.00075581+0.00022904i,-0.0011937+0.00027676i,-0.0017951-0.00035289i,-0.00090692+0.00040284i,-9.8156e-05+0.0010773i,4.0261e-05+7.6161e-05i,-2.9067e-06-0.00046935i,-0.00085331-0.00015262i,-0.00086287-0.00031594i,-0.00057277-0.00019639i,-0.00048945+0.00045967i,-0.00074884+0.00044101i,-0.00028484-8.4716e-05i,-6.6194e-05-0.0002137i,-0.00043087+0.00021185i,4.6502e-05+0.00065042i,-2.2622e-05+0.00072621i,-0.00026888+0.00033827i,-0.00051799-0.00056355i,-3.6353e-05-0.00080949i,0.00042956-0.00020342i,-0.0003469-0.00038945i
0.00045879-0.00078969i,0.00021223-0.00029769i,-0.0011602-0.00088361i,-0.0020749-0.00068394i,-0.0024298-0.00027574i,-0.0017961-0.00041023i,-0.00041039-0.00086963i,-0.00022479-0.00087967i,-0.00068055-0.00022305i,2.939e-05+0.0004639i,0.00070511+0.001078i,0.00052018+0.00085521i,0.00040391+9.1111e-05i,0.0002881-0.00037586i,-0.0005432-0.00052407i,-0.0010348-0.00045664i,-0.00078851-0.0001811i,-0.00074724-3.8392e-05i,-0.00026246-0.00027757i,0.00016026-0.00025198i,2.8017e-05+5.3193e-05i,0.00036577+0.00010236i,0.00074007-0.00027747i
-7.8571e-05-0.00037784i,-0.00021436-0.0016174i,-0.001022-0.0027445i,-0.0018538-0.0021567i,-0.0010845-0.00019394i,6.3954e-05+0.00104i,0.00018289+0.00082266i,-6.0621e-05+0.001046i,-0.00054275+0.0010755i,-0.00050298+0.00075863i,-0.00017669+0.00093707i,2.6707e-05+0.00021868i,-0.00024941-0.00038136i,-0.00048882-0.00049039i,-0.00057844-0.00017949i,-8.6943e-05+8.3942e-05i,0.00042786-0.00010756i,0.00078038-0.00023359i,0.00086961-0.00068989i,0.000267-0.0012572i,-0.00015137-0.00080145i,-0.00027333-0.00040843i,-9.5105e-05+0.00023597i
0.0051921+0.00015781i,0.0045527-0.00066443i,0.0042693-0.0015969i,0.0026551-0.0017715i,0.00035328-0.0026382i,-0.0010073-0.002426i,-0.00010839-0.0010354i,0.00068055+7.5764e-05i,0.00092549-8.7136e-05i,0.00075564-0.0012033i,0.00080922-0.0012382i,0.00021636-0.00066134i,-0.00041493-0.00031991i,-0.0003598-0.00024967i,-9.0383e-05+0.00031281i,0.0008205-0.00047512i,0.0010611-0.001602i,0.00029449-0.0010847i,-9.6909e-05-0.00066617i,0.00034787+9.8184e-05i,0.00043037+0.00076439i,-0.00010214-1.8284e-05i,-0.00023972-0.00082541i
0.00048371-0.0010112i,0.00040321-0.0014376i,-0.0012566-0.000531i,-0.0016624+0.0011233i,-0.0011951+0.0017152i,-0.0010312+0.00079083i,-0.0010799+0.00041912i,-0.00053169+0.00029286i,0.00020376-0.00026291i,9.5191e-05-0.00024051i,0.00081025+0.00016115i,0.0011917+0.00054123i,0.00031158+0.00078201i,-0.0009749+0.00021121i,-0.00097018-0.00050461i,0.00037464-0.000351i,0.00087685-1.9836e-05i,0.00038995-5.6005e-05i,-0.00016028+0.00037647i,-0.00016514+0.00083513i,-0.00027902+0.00019171i,0.00018054-0.0012839i,0.00059653-0.001131i
0.0012186-0.0018137i,0.00020332-0.0022167i,-0.00029583-0.0024026i,-0.00029152-0.0018353i,0.00014839-0.00091351i,0.00019565-0.0001588i,0.00016952+0.00033837i,0.00024247+0.00019029i,0.00011766+7.3247e-06i,-0.00014658-0.0006327i,-7.998e-05-3.9756e-06i,-0.00031075+0.00078409i,-0.00043154-0.00031941i,0.00010337-0.0013097i,-0.00013404-0.00034259i,-0.0003863+0.00061396i,0.00045191+0.00036116i,0.00015909+0.00030731i,9.4083e-05-9.8466e-05i,0.00096238-0.00060002i,0.00067411-0.00056815i,0.00041366-0.00074282i,0.00082888-0.00078604i
0.0024387-0.0040713i,0.0020796-0.0039696i,0.00050718-0.003938i,-0.0015368-0.0030437i,-0.002283-0.0010873i,-0.001129+0.00021273i,-0.00024026+0.0002475i,-0.00031664-3.5973e-05i,-0.00081912+0.00015807i,-0.0012607+0.00051325i,-0.00090127+0.00060078i,-0.00059819+0.00072459i,-0.00054471+0.00054199i,-0.00046227+0.00073249i,-0.00045631+0.00028343i,-0.0004638-7.8584e-05i,-0.00037456+0.00086915i,-0.00049878+0.00086501i,-0.000349+0.00037934i,-6.124e-05+0.0001759i,0.00037327+3.4061e-05i,0.00036179-0.00018101i,0.00049158-0.00022432i
0.0015524+0.0011638i,0.0012526+0.00087754i,-1.1529e-06+2.6203e-05i,-0.00051651+0.0002822i,-0.0015405+0.00071921i,-0.0016595+0.00067073i,-0.00097093+0.00095833i,-0.00039599+0.0010396i,-0.00064596+0.001114i,-0.00038632+0.0012712i,0.00019931+0.00088159i,0.00028278+0.00085439i,0.00012586+0.0013803i,0.00025694+0.0012282i,0.00012675+0.001119i,4.8969e-06+0.0012796i,9.6705e-05+0.00084031i,0.00060302+0.00098554i,0.0013472+0.00084445i,0.00037938-2.6225e-05i,-0.00098864-0.00022103i,-0.00060681-0.00015061i,-0.00025278-0.00044279i
0.0029163+0.0011996i,0.0028756+0.0011096i,0.0021721+0.0018314i,0.0017033+0.0013087i,0.0014964-3.9159e-05i,0.00051203-0.0010519i,-0.00068524-0.00076535i,-0.00026089+4.3547e-05i,0.0012259-3.8157e-05i,0.0015556-8.2537e-05i,0.0014415-4.026e-05i,0.0011012-0.00073795i,0.00060697-0.00078826i,-0.00035899-0.00042535i,-0.00041834-0.0004967i,0.00030156-0.00010188i,-0.00023382-0.00036599i,-0.00036257+1.7436e-05i,-0.00023601+0.00082986i,0.00043345+0.00027336i,0.00095352-0.000296i,0.0010648+4.5199e-06i,0.00072028+0.00017768i
-0.0014158-0.00058172i,-0.0010654-0.00063254i,-0.0018255+0.00043057i,-0.0016774+0.00088173i,-0.00084394+0.0012229i,0.00042146+0.00019827i,0.00094809+0.00011079i,0.00073772+0.0007749i,0.0006311+0.00040264i,0.00071354+0.00024208i,0.00078282+0.00098192i,0.00035968+0.0011108i,-0.0001308+0.0002755i,-0.00020144-0.00015807i,-0.00015494-0.00042852i,0.00011094-0.00057871i,0.00034283-0.00033315i,0.00018726-3.59e-05i,0.00018609-0.00047243i,0.00035701-0.0010656i,0.00043236-0.00090944i,0.00055407-0.0008241i,0.00014285-0.0008979i
-0.00022433+0.0026017i,-0.00040011+0.0020208i,-0.00022175+0.002258i,-0.0005068+0.0019209i,-0.00038569+0.00043987i,0.00057544-0.00099584i,0.00040965-0.0014642i,0.00033124-0.00087752i,0.00082857-0.0011486i,0.00065602-0.0016546i,0.00038633-0.000418i,0.0003841+0.00030989i,0.00092246+0.0003853i,0.00060929+0.00096718i,-0.00048376+0.00057309i,-0.00023942+0.00032038i,0.00042435+4.8083e-05i,0.00029692-0.00075453i,2.8658e-05-0.00081542i,0.00037143-0.00017408i,0.00064976+0.00079715i,0.00069244+0.00074837i,0.0008609+0.00013993i
-0.0010031-0.00026948i,-0.0012655-0.0016507i,-0.0017062-0.0015622i,-0.0011087-6.6636e-05i,-0.00054295+0.00045147i,-0.00016023-0.00042585i,0.0002701-0.00078513i,0.00059267-0.00065074i,-0.00019757-0.00093018i,-0.0010478-0.00022533i,-0.00076565+0.00067029i,-0.00084498+0.00071466i,-0.0010923+4.0414e-05i,-0.00066961-2.0007e-05i,-0.00035109+0.00038195i,0.00010193+0.00066825i,-1.4556e-05+0.00091313i,-0.00068851+0.00081758i,-0.00053563+0.0007495i,-0.00019655+2.3551e-05i,-3.9349e-05+6.8346e-05i,0.00066865+0.00057051i,0.00087358+0.0008374i
0.0019151+0.00027202i,0.00086294-0.0010369i,-0.0010799-0.0016117i,-0.0024658-0.00098144i,-0.0023878-0.00043463i,-0.00098155-0.0010208i,-0.00014387-0.00074162i,-0.00071397+0.00024762i,-0.0013683+0.00022857i,-0.0012205+0.00045775i,-0.00030958+0.0010311i,5.9806e-05+0.00078826i,-0.00052826+0.00068695i,-0.0010015+0.00056941i,-0.00098429+0.00010391i,-0.00090808-1.9401e-05i,-0.00081123-0.0006184i,-0.00036766-0.00073202i,0.00012733+0.00029854i,0.00040187+0.00053073i,-0.00013554-3.4023e-06i,-0.00028493-0.00048239i,0.0001194-0.00058012i
0.0011312-0.00074597i,-0.0011677-0.001818i,-0.0017739-0.00072224i,-0.0014619+8.1996e-05i,-0.0011421+5.0867e-05i,-0.00095568+0.00072389i,-0.00080866+0.0012168i,-0.00022951+0.00090766i,-0.00027073+0.00040363i,-0.0012538+0.00032328i,-0.0014559+0.00093865i,-0.0004722+0.00097249i,0.00022009+0.0012105i,8.9066e-05+0.00031827i,-0.00059217-0.0007562i,-0.00038556-0.00057348i,0.00022523-0.00026616i,0.00081878-0.00011239i,0.0010738+0.00018974i,0.00029594+0.00040749i,-0.00019538+9.5859e-05i,-0.00072065-0.00061412i,-0.0002027-0.00091048i
0.00071665-0.00079359i,-0.00040023-0.0010803i,-0.0013739-0.0014704i,-0.0015076-0.0016346i,-0.0015551-0.00087509i,-0.00042463+0.00011485i,0.00023305+0.00027335i,4.6445e-05-0.00025779i,0.00013396-0.00017923i,0.00012344+0.00022263i,-0.00033007+0.00073895i,0.00027135+0.00026752i,0.0010543-0.00038936i,0.00012538+1.4488e-05i,-0.00080818-0.00030214i,-0.0013492-0.00058972i,-0.0012944-0.000253i,-0.00019637-9.9069e-05i,0.00028643+0.00024956i,-0.00029482+0.00061873i,-0.00014605-8.2773e-05i,0.00079857-0.00045982i,0.00097867-4.5113e-05i
-9.5458e-05-0.00027333i,-0.00035631-0.0012663i,-0.0018345-0.00072769i,-0.0015887-0.00013007i,-0.0013616+4.9617e-05i,-0.00091916+0.0002751i,0.00017444+0.00043487i,0.00089517+0.00066123i,0.00089464+0.00035923i,0.00052056-0.00010507i,0.00014115+1.1424e-05i,3.5203e-05+7.6081e-05i,7.269e-05-3.9853e-06i,-0.00051356-0.00013665i,-0.00083503+0.00038917i,-0.00077252+0.00091622i,-0.00069092+0.00021329i,-0.00077067-0.00031098i,3.5812e-06-0.00064578i,0.00088618-0.00064071i,6.5083e-05-0.00044874i,-0.00014876-0.00068041i,0.00050202+0.00015988i
-0.00033734+0.00074547i,-0.0008913-7.2669e-07i,-0.0014014-0.00061114i,-0.0023988+0.00066145i,-0.0021936+0.0013252i,-0.00094258+0.00078751i,-0.00028269-4.0351e-05i,5.2234e-05-0.00039679i,4.1784e-05-0.0007271i,-0.0007303-0.0011939i,-0.00061529-0.00050991i,-0.00040882-0.00025202i,-0.0011771-7.5619e-05i,-0.0016297+0.0004477i,-0.0016121+0.00041338i,-0.00037648+0.00022342i,0.00035214+0.00011556i,6.0949e-05+0.00066724i,7.7504e-05+0.00073345i,-8.0713e-05+0.00035945i,0.00068104-9.1784e-05i,0.00090742-0.00071301i,0.00086133-0.00047931i
0.0006399-0.00065275i,0.00079622-0.00070592i,2.8634e-05+8.8216e-05i,-0.00096912+0.00074348i,-0.0010835+0.00032279i,-0.00065963-0.00054664i,-0.00052493-0.0010755i,-0.00040108-0.0014017i,-0.00044755-0.0012448i,-0.00090239-0.001071i,-0.0012136-0.00063888i,-0.00081029-0.00042385i,0.00066337+0.00012668i,0.001641+0.00085016i,0.0013794+0.00075981i,0.00054983+0.00037549i,6.5121e-05-0.00029508i,-4.443e-05-0.00049446i,0.00070703-0.0002293i,0.00073345-0.00035144i,0.00025288-0.00067002i,0.00017123-0.00043605i,0.00031558-0.00044783i
-0.0009941-0.00048892i,-0.0017547-0.0014411i,-0.0020546-0.0017976i,-0.0019252-0.0013467i,-0.0019211-0.00044541i,-0.0015008-1.01e-05i,-0.0019059-0.00014528i,-0.00084625-0.00054175i,0.00027506-4.0835e-05i,0.00016925+0.00076993i,2.5172e-05+0.00069405i,0.00050798+0.00068458i,0.00087843+0.00055669i,0.00050864+0.00041987i,-0.00024664-0.00046817i,-0.00097988-0.00079183i,-0.00044319+6.2065e-05i,-0.00036686+0.00046722i,-0.00062611-0.00016173i,-0.00059649-0.000929i,-0.0011638-0.00076712i,-0.0011479+5.5839e-05i,1.7801e-05-6.5043e-05i
0.00088693-0.0018051i,-0.0005242-0.0029749i,-0.0012975-0.0024515i,-0.0013608-0.0011394i,-0.0011783-0.00010455i,-0.0009915+0.00020891i,-0.00061634+5.4093e-05i,-0.00031198+0.00015648i,4.2415e-05-0.0001906i,0.0002923-0.00037909i,0.00061638+0.00054193i,0.00014752+0.001294i,-0.00062268+0.00039904i,-0.0009641-0.00043499i,-0.00042807-0.00024785i,0.00045522+8.3549e-05i,0.00033803+0.0003766i,-7.3982e-05+0.00041437i,6.4314e-05+0.00034959i,0.00090796+8.1141e-05i,0.00046231-0.00018728i,-0.00048785-0.00085744i,-0.00054106-0.00055763i
-0.0010749-0.0020442i,-0.0021566-0.0023787i,-0.0034925-0.0030691i,-0.0028762-0.001749i,-0.001236+0.00042815i,-1.7868e-05+0.00094402i,-0.00015872-6.3526e-05i,-4.3926e-05-0.00010715i,0.000348+0.00041613i,0.00048297+0.00052563i,-8.0041e-05+0.00014367i,-0.00033401+0.00016098i,-0.00061793-0.00041688i,-0.00062928-0.00094624i,-0.00014867-0.00079906i,8.0226e-05-0.00053875i,-0.00024419-0.00065656i,-0.00080637-0.00016539i,-0.00071185+0.0006041i,-0.00026592+0.00032363i,-0.00021153-0.00027678i,7.9396e-05-0.00047119i,9.2231e-05+0.00011342i
-0.00087167-0.0001665i,-0.0009872-0.00087689i,-0.0019123+0.0007451i,-0.0024791+0.0019545i,-0.0021228+0.0012252i,-0.00083532+0.0001039i,1.0254e-05-0.00061944i,-0.00032994-0.00069499i,-0.00028567+0.00027562i,-6.3679e-05+0.00055578i,-0.00053571+0.00039543i,-0.0010689+0.00025955i,-0.0010218+0.00061948i,-0.00076406+0.00083446i,-0.00032246+0.00068137i,-0.00018118+0.00088753i,0.00044646-6.9637e-05i,0.00024592-0.00050698i,-0.00011619-2.6829e-05i,0.00048756-7.9518e-05i,0.00026254-0.00017639i,-0.00076189-0.00058113i,-0.001058-0.00098641i
5.0305e-05+0.0013398i,-0.00085963-0.00052317i,-0.00049746-0.0015579i,1.6403e-05-0.0010077i,0.00023948-0.00037573i,0.00045299-0.00097227i,-0.00018938-0.0014607i,7.1403e-05-0.00066956i,0.00077236-0.0002257i,0.00022215-0.000432i,-0.00079245-0.00039131i,-0.00078749+9.8065e-05i,-0.00055355-3.0552e-05i,-4.1082e-05-0.0006379i,-0.00032799-0.00040784i,-0.0014324-0.00036189i,-0.0012082-0.00014706i,-0.00071091+0.00029264i,-0.00018962+0.00028737i,0.00027251-0.00034183i,0.00038569-0.00060527i,0.00059725-0.0006281i,0.00042036-0.00080762i
0.00024058+0.0026187i,-0.0008493+0.00093091i,-0.00094328+0.00074592i,-0.0011872+0.0012595i,-0.00099689+0.0011439i,-0.00042421+0.00033725i,-0.00084854+9.6289e-05i,-0.00056564+0.00026943i,-0.00034965-2.7957e-05i,-0.00058198-8.6582e-05i,-0.00028489+0.00065182i,0.00013286+0.0004503i,0.00049319-0.0002583i,0.00021814+0.00040464i,-0.00022775+0.00059249i,-1.1797e-05-0.00010845i,0.00058815-6.1195e-05i,0.0002375+0.00030347i,-0.00031617+0.00057144i,1.2778e-05+0.00063702i,0.00056282+0.00024559i,-2.2194e-05+0.00042264i,-0.0011582+0.0009201i
-0.0011941+0.0026384i,-0.0025838+0.0018274i,-0.0034459+0.00295i,-0.0023728+0.0030374i,-0.00028788+0.001799i,0.00056224+0.00061877i,0.0004506-0.00015969i,0.00022881-5.1635e-05i,-0.00061624+0.00011164i,-0.00061665+0.00056835i,0.00096437+0.00088075i,0.0019591+0.00048323i,0.0017124+0.00016935i,0.0010339-0.00037653i,0.00035681-0.00060964i,-6.724e-05+0.00021796i,6.5795e-05+0.00070372i,0.0004003+0.0010161i,0.00071401+0.00064484i,0.0010836-0.00037366i,0.00089719-0.00016529i,0.00045993+2.4344e-05i,-0.00012239-8.3998e-05i
-0.00077112+0.00059625i,-0.0010083+0.00044933i,-0.0012681+0.0017052i,-0.0013784+0.00088593i,-0.00047545+0.00029159i,0.00051719-0.00023339i,0.00061588-0.00065184i,0.00047803-0.00057078i,0.00063058-0.00081431i,0.00044701+0.00023635i,0.0008485+0.0012272i,0.001106+0.00027824i,0.00047344-0.00062456i,0.00057418-0.00090987i,0.0005119-0.0011867i,0.00095994-0.00026433i,0.00052894+0.00031834i,-0.00046484+0.00025621i,-0.00069304+0.00010432i,-0.00020244-0.00062936i,0.00050255-0.00016003i,0.00071394+0.00067666i,6.5059e-05+0.00080624i
0.00052114-0.0018915i,2.8021e-05-0.0019705i,-0.00051256-0.0016077i,-0.001368-0.00079649i,-0.0015506-0.00031455i,-0.00087995-0.00014096i,-0.0005449+0.00037108i,0.00048998+3.8389e-05i,0.00056797-0.00053959i,-0.00037444-0.00067572i,-3.708e-05-0.00043526i,0.00094839-0.00037287i,0.00042795-0.0003587i,-0.00021377+0.00080197i,-0.00038997+0.0019945i,-0.00053523+0.0013242i,-0.00064492+0.00014648i,-0.00058501-0.00034379i,-0.0001892-0.00044971i,5.2942e-07-1.0368e-05i,-0.00033981+0.00013644i,-0.00013364-0.000301i,-0.00035352+0.00023121i
0.0011851-0.00054678i,0.00071256-0.0011033i,-0.00066698-0.00104i,-0.0018206-0.00073764i,-0.0012061-0.00075734i,0.00027928-0.0011305i,0.0008175-0.00058803i,0.00074035-0.00014341i,0.00050275-0.0003665i,0.00041659-7.274e-05i,-0.00050222-0.00022258i,-0.0015758-0.00059901i,-0.0017712+0.0005001i,-0.00070281+0.0014103i,0.00029458+0.0010428i,0.00051483+0.0012357i,0.00012288+0.0010588i,-0.00058399+0.00010752i,-0.00037297-0.00052876i,0.00014956-0.00068674i,-0.00013433-0.00039475i,-0.00068811-0.00091588i,8.3325e-05-0.00083948i
0.00048163+0.0043653i,0.00029678+0.0035565i,-0.0012726+0.0029077i,-0.0020694+0.0024109i,-0.0021382+0.0015606i,-0.0018094+1.1338e-05i,-0.00066138-0.00041839i,-2.1941e-05-0.00018783i,-0.00018069-6.8139e-05i,8.3768e-05-0.00033208i,0.00015403-0.00016239i,-0.00030367+0.00058175i,-0.0011452+0.00054778i,-0.00053161+6.7778e-05i,0.00031945+0.0004329i,-0.00043256+0.00075584i,-0.00025977+0.00023238i,-1.7816e-05-8.9521e-05i,-0.00065997+0.0002367i,-0.0005447+8.2103e-05i,-0.0006595-0.00042604i,0.00011747-0.00089149i,0.00095913-0.00093039i
-0.0012534-0.0017566i,-0.0014211-0.0019944i,-0.0028328-0.00048487i,-0.0022153+0.00056799i,-0.00087348-0.0002976i,0.00088029-0.0014736i,0.0012405-0.00072173i,-0.00039511+0.00035299i,-0.0012908+0.00022682i,-0.0011441+0.00011425i,-0.00065581+0.00043652i,-0.00036273+0.00064975i,0.00010124+0.0011993i,0.00046618+0.0010573i,0.0001711+0.00021136i,-8.6995e-05-0.00011764i,0.00028886+0.0001941i,0.00074548+0.00069688i,0.00040509+0.00061757i,0.00024821-0.00015097i,0.00096977-0.00061623i,0.00066204-9.5152e-05i,0.00011461-0.00017285i
0.0022011+0.00035546i,0.001506-0.00050252i,3.4259e-05+0.0001111i,-0.0019824+0.00012749i,-0.0022728-0.00025043i,-0.0004995+0.00037468i,0.00057285+0.00075381i,0.00065959+0.00056839i,0.00049594+0.00084591i,-0.00028591+0.0010548i,-0.00047852+0.00035705i,0.00032684+0.00023795i,5.075e-06+0.00023371i,-0.00015719-0.00015776i,-0.00071799-0.00034224i,-0.0015298-0.0005215i,-0.0004915-0.00047419i,0.00049306-7.0423e-05i,0.00091686+4.581e-05i,0.0013964-0.00013456i,0.0011293-1.7288e-05i,-0.00014195+0.00015332i,-0.00068178+2.1849e-05i
0.00087378+0.0015506i,0.0011513+0.00083824i,0.0007125+0.00047499i,-2.4316e-05-0.00037137i,-6.988e-05-0.00078081i,0.00033052-0.00070416i,9.6823e-05-0.00046715i,8.5337e-05-0.0002794i,0.00039585-3.3961e-05i,0.0001785+5.2386e-06i,0.00010289-0.00042462i,-0.00040023-0.00011485i,-0.00032354+6.6716e-05i,-0.00040545-0.00058769i,-0.0010613-0.00091767i,-0.0009749-0.00075194i,-0.00038022+0.00041686i,4.3673e-05+0.00042329i,-5.9616e-05-0.00068007i,0.00042659-0.00089679i,0.00041036-0.00038571i,-0.00042732-0.00023328i,-0.00017466-0.00029009i
-0.00084503-0.00020383i,-0.0010784+0.00020363i,-0.0029617+0.00016291i,-0.003364+0.00039313i,-0.0021778+0.00065356i,-0.00073295+0.00035161i,0.00077711-0.00011667i,0.0015143+0.00029793i,0.00079966+0.00019983i,0.00048798-0.00011114i,9.0357e-05-0.00014836i,-0.00028007-0.00034539i,-0.00067385-0.00048009i,-0.001241-0.00047706i,-0.00084056-0.00021686i,-0.00033085-1.9081e-05i,-0.00090548+3.6395e-06i,-0.0012209-0.00010411i,0.00010028-0.00040067i,0.0011967-0.00075721i,0.0010199-0.00082373i,0.00058924-0.00040449i,0.00033549+0.0010074i
0.0014029-0.0017639i,0.0014226-0.0024367i,0.00076898-0.0022387i,-0.00066223-0.0014959i,-0.00084037-0.0010583i,-0.0005911-0.00094594i,-0.00063412-0.00067839i,-0.00018843-0.00038958i,-7.1489e-05-0.0012832i,-0.0009425-0.0015968i,-0.001466-0.0004368i,-0.00094243-1.0225e-05i,-2.5753e-05+0.0002103i,-1.9913e-06+0.00080241i,-0.00034835+0.00062788i,0.00033089-9.5954e-06i,0.00059038-0.00024837i,0.00040016-0.00058236i,0.00059071-0.00047947i,0.0011303-0.00037055i,0.00090414-0.00044782i,0.0001578-0.0011432i,0.00031261-0.0010785i
0.00038618+0.0011112i,0.00021122-0.00028307i,-0.00097186-0.0015353i,-0.0016197-0.0011212i,-0.0022942-0.00040449i,-0.002234-6.7104e-05i,-0.0011346+0.00029466i,0.0003307-0.00010559i,0.00044229-0.00057976i,1.7201e-05+0.0001134i,-0.00025149+0.0011807i,-0.00077909+0.0017624i,-0.00014923+0.0017684i,0.00086427+0.0010057i,0.00049471+0.00062996i,0.00060241+0.0010952i,0.00077616+0.001339i,0.00022075+0.0010429i,-4.0073e-05-0.00012277i,-0.00020091-0.00035822i,-0.00015725+0.00016731i,-0.00020893-5.5912e-05i,-0.00027257+0.00018145i
-0.0011035-0.00031621i,-0.0017941-0.00064964i,-0.0021747+0.00030061i,-0.0016649+0.0008122i,-0.00044369+0.0011196i,-0.00010829+0.0011325i,-0.00022663+0.00076972i,-0.00034354+0.000446i,-0.00082698+0.00039819i,-0.00021417+0.00031419i,0.0011843+0.00068307i,0.0011225+0.00090302i,-0.00012212+0.00025358i,-0.0002356-0.00040818i,0.0008577-0.00054553i,0.00071938-0.00043028i,0.00050794-3.2229e-06i,0.00035153+2.3114e-07i,0.00021845-0.00028077i,0.00021113-0.00038182i,0.00028976+2.7969e-05i,0.00040687+0.00080237i,0.00028556+0.00063758i
0.00080243-0.0014967i,0.00052811-0.0017717i,-0.00024348-0.0015877i,-0.001721-0.0010807i,-0.0030984-0.00059587i,-0.0022908-0.00087414i,-0.00076263-2.7124e-05i,0.00021118+0.00061556i,0.00027381+0.00018663i,-0.00015777-0.0003037i,-5.8378e-05-0.00055781i,-0.0003526-0.0011798i,-0.00078458-0.0016655i,-0.00062774-0.0015849i,-2.04e-05-0.00021715i,0.00040467+0.0012199i,0.00010942+0.0011396i,4.2352e-05+0.00085274i,0.00030833+0.0002992i,0.00070692-0.0001055i,0.00026941-0.00034363i,-0.00024159-0.0004878i,0.00042167+9.8786e-05i
0.0014328+0.00084237i,0.00073531+0.0010118i,-6.8791e-05+0.000474i,-0.00050629+0.0004222i,-0.00062308+0.00088438i,-0.00087731+0.00062965i,-0.00059263+1.9142e-05i,0.00054387-0.00057465i,0.00086515-0.0011694i,-5.5429e-05-0.0011512i,-0.00027922-0.00087705i,-0.00010781-0.00080561i,-0.0010783-0.00060246i,-0.0012956+0.0002724i,-0.00085278+0.0010399i,-0.0011252+0.0011007i,-0.00096376+0.00046285i,-0.00038237+0.00019541i,-0.00018955-0.00015211i,-0.00015132-0.00094935i,-0.00027547-0.0012486i,0.00017476-0.00081681i,0.00089541+0.00032132i
-0.0023382-0.0021038i,-0.0021612-0.0010972i,-0.0013693-6.6131e-05i,-0.0005082+0.0008633i,-0.00010391+0.00016262i,-8.1567e-05-0.00092249i,0.00034776-0.00062093i,0.00033102-0.00053196i,-0.00011145-0.00092073i,-0.00029743-0.0012623i,-0.00056046-0.0009252i,-0.0011428-0.00018889i,-0.0011403+0.00048269i,-0.0015986+0.00065371i,-0.0014644+0.0010782i,0.00012481+0.0020738i,0.00029366+0.0011069i,-0.0003516-0.00038933i,-0.0005843-0.00046703i,-0.00020721-0.00010924i,1.4578e-05-0.00033164i,-0.00061564-0.001004i,-0.00045947-0.00084272i
0.0016195+0.0014454i,0.0010694+0.00094389i,-0.00015017+0.00052622i,-0.0010512-0.00025052i,-0.0015807-0.00051516i,-0.0012588-0.00024525i,-0.00040842+0.00047039i,-0.00044752+0.000483i,-0.0012241+0.00018211i,-0.0016589+0.00010152i,-0.0013203+0.00053038i,-0.0013517+0.0010332i,-0.0012656+0.00052756i,0.00014809+0.00037115i,0.001068+0.00080865i,-5.3858e-05+0.0009045i,-0.0013472+0.00027362i,-0.00057038+0.00021212i,0.00043675+0.0003427i,0.00022172-0.00011783i,-0.00016346-0.00031525i,0.00010527+0.00022166i,-0.00055744+5.1935e-05i
-0.00057825-0.0003117i,-0.0012058-0.00018207i,-0.001889-0.00018624i,-0.0027391-0.00016689i,-0.0019541-0.0013582i,-0.001181-0.0014859i,-0.00083353-3.038e-05i,-0.0004613+0.00062634i,-0.00066355+0.00048916i,-0.00040021-5.6649e-05i,0.00027094+2.1298e-05i,0.00075478+0.00068666i,0.00089629+0.00014909i,0.00071666+0.00011627i,-0.00029468+0.00067413i,0.00018461+0.00016128i,0.00098916+0.00014205i,0.00047161+7.9411e-05i,0.00039427-0.00021932i,0.00063238-0.00049348i,0.00028775-0.00092295i,-0.00068092-0.00070427i,-0.00050455-0.00037534i
0.00038544-0.00085846i,-0.00057453-0.0011302i,-0.00076362+0.00018395i,-0.00095342+0.00065599i,-0.0013414+0.0002896i,-0.0018105-0.00023345i,-0.00068906-0.00052928i,0.00046226-0.00045639i,-6.2496e-06-0.00039954i,3.1721e-05-0.00038728i,-6.1831e-06+0.00028091i,-0.0003153-0.00018692i,-0.00024366-0.0009486i,-0.00034099-0.00028348i,-0.0008225+0.00013123i,-0.00080853-0.00017346i,6.2704e-05-0.00014644i,0.00062108-0.00043175i,0.0012243-0.00050456i,0.00090872-0.00051399i,0.00028155-0.00067915i,0.00035021-0.00042865i,0.00023824-6.3254e-05i
