-0.00046552+0.001595i,-1.2599e-05+0.00017424i,-0.0012643-0.00039655i,-0.0013254-0.0012658i,-0.0014198-0.0005119i,-0.0019736+0.00012545i,-0.0014888+0.00012497i,-0.00025164+0.00090723i,0.00019493+0.0011949i,0.00054034+0.00014872i,0.00092001-0.00096685i,0.00043379-0.0010079i,-0.00056352-0.00076302i,-0.00083338-0.0005889i,-0.0002493-0.00065085i,-7.4359e-05-0.00058594i,0.00026203+0.00023188i,0.00085557+0.00015007i,0.00025558+4.327e-05i,-0.00011554+2.5756e-05i,-0.00013537+0.0001792i,-0.001192+0.00031358i,-0.00086667-0.00026917i
0.25023-0.3144i,0.36358-0.51177i,0.27277-0.51975i,0.063461-0.34161i,-0.0469-0.17809i,-0.04176-0.11254i,0.0091669-0.058027i,0.076925-0.011096i,0.099334-0.0011575i,0.063149+0.014772i,0.032896+0.045564i,0.026905+0.053397i,0.021789+0.035526i,0.016424+0.017595i,0.016771+0.0022504i,0.016054-0.020238i,0.010319-0.042601i,0.0042996-0.049275i,-1.4923e-06-0.037084i,0.00069204-0.016948i,0.0026112-0.0044249i,-0.0037642+0.00022611i,-0.012301+0.0050807i
0.20897+0.32347i,0.36769+0.49487i,0.42169+0.42428i,0.33131+0.19755i,0.21699+0.077017i,0.1426+0.056814i,0.047851+0.035798i,-0.047664+0.038623i,-0.077665+0.05329i,-0.062655+0.035017i,-0.056328+0.0058973i,-0.054328-7.2798e-05i,-0.036032+0.00663i,-0.020035+0.0080851i,-0.012804+0.013021i,0.00082893+0.024904i,0.01653+0.032168i,0.020462+0.026523i,0.014148+0.0099048i,0.0041949-0.0039938i,-0.0016552-0.0075062i,0.00082834-0.0096817i,0.0028464-0.013831i
-0.33689+0.079862i,-0.5468+0.16943i,-0.53057+0.23834i,-0.33051+0.22124i,-0.19759+0.14578i,-0.14103+0.096273i,-0.044766+0.04907i,0.035042-0.03092i,0.037596-0.078574i,0.020824-0.062812i,0.025894-0.04351i,0.026061-0.043697i,0.013388-0.033022i,0.0076557-0.018264i,-0.0012297-0.015418i,-0.021291-0.0095657i,-0.037705+0.00248i,-0.040689+0.010319i,-0.030162+0.011629i,-0.016528+0.0060733i,-0.0088496+0.0011663i,-0.0023923+0.0041127i,0.0071295+0.0069647i
0.034512-0.33032i,0.024928-0.56408i,-0.031928-0.57609i,-0.049489-0.37353i,0.0040552-0.21387i,0.017221-0.13395i,-0.02224-0.019703i,-0.018849+0.087325i,0.020466+0.10509i,0.03375+0.065113i,0.025621+0.040111i,0.024306+0.031904i,0.01968+0.017248i,0.01174+0.0090813i,0.015245+0.0044517i,0.020759-0.010821i,0.021699-0.023326i,0.017899-0.021386i,0.0062279-0.010334i,-0.0040182-0.0012811i,-0.0074515+0.0013802i,-0.010304+7.0995e-05i,-0.012969+0.003409i
0.28637+0.13515i,0.50378+0.20783i,0.53029+0.1781i,0.32946+0.11293i,0.13525+0.11869i,0.066708+0.098112i,0.022068-0.0045217i,-0.047495-0.068742i,-0.078446-0.049139i,-0.056263-0.009023i,-0.033794+0.0066399i,-0.02946+0.010696i,-0.01988+0.011116i,-0.0097235+0.0033761i,-0.0070029+0.0046284i,0.0017894+0.016192i,0.013981+0.024074i,0.020247+0.022793i,0.020192+0.015046i,0.015495+0.0089495i,0.010429+0.0048514i,0.0066844-0.0030214i,0.00024093-0.013203i
-0.21969+0.21109i,-0.36377+0.38906i,-0.34582+0.41474i,-0.2077+0.22749i,-0.13512+0.034977i,-0.094936-0.0033503i,-0.0016182+0.034063i,0.075282+0.034646i,0.074608+0.00094601i,0.027178-0.020841i,-0.0055291-0.022007i,-0.011465-0.019852i,-0.0088742-0.012753i,-0.00087207-0.0029569i,0.0019251-0.0032851i,-0.00909-0.0061194i,-0.018133-0.0066136i,-0.013867-0.0083076i,-0.0025586-0.0041873i,0.0053014+0.0042683i,0.0068421+0.0086238i,0.0075692+0.010324i,0.014066+0.0094129i
-0.11034-0.2591i,-0.21791-0.45712i,-0.24735-0.45258i,-0.12836-0.24112i,0.023208-0.083927i,0.03533-0.056175i,-0.053871-0.037511i,-0.10114+0.00043428i,-0.070362+0.020112i,-0.010828+0.0054091i,0.020307-0.017513i,0.023565-0.020146i,0.01449-0.01372i,-2.4523e-05-0.0059426i,-0.0018263-7.0239e-05i,0.0054685-0.0073346i,0.0075098-0.017718i,0.0052289-0.018531i,0.0020145-0.01634i,0.0015203-0.014196i,0.0008045-0.010069i,-0.0040749-0.0031384i,-0.011785+0.0079866i
0.28271-0.00043464i,0.50582-0.030658i,0.50704-0.073088i,0.24832-0.065359i,0.037634-0.0035884i,0.025371+0.010539i,0.079301-0.046747i,0.092412-0.093887i,0.059443-0.079419i,0.025879-0.016253i,0.020827+0.031849i,0.020363+0.038229i,0.016829+0.025163i,0.013072+0.0081569i,0.0039158+0.0025174i,0.0011275+0.010794i,0.0016309+0.016375i,-0.0045089+0.011609i,-0.0073851+0.0019386i,-0.0024303-0.0044853i,0.0027966-0.0058936i,0.0037995-0.0078485i,0.00066581-0.01517i
-0.093921+0.25257i,-0.14978+0.46791i,-0.10402+0.49444i,0.008254+0.26662i,0.040821+0.057426i,0.009411+0.051244i,0.0031705+0.12598i,0.014919+0.15044i,0.013758+0.10697i,-0.017319+0.039407i,-0.052641+0.0054104i,-0.057335-0.00057561i,-0.04047+0.0035663i,-0.019541+0.010004i,-0.0092885+0.0062895i,-0.014404+0.0017238i,-0.017161+0.0038693i,-0.011103+0.0060045i,-0.0085157+0.0065273i,-0.011827+0.0057006i,-0.010737+0.0037118i,-0.0015329+0.0051126i,0.013115+0.010264i
-0.18624-0.17623i,-0.36784-0.31268i,-0.4316-0.28306i,-0.29445-0.082685i,-0.13033+0.037163i,-0.092374-0.00027164i,-0.1187-0.057985i,-0.12006-0.076074i,-0.080046-0.061903i,-0.014863-0.048279i,0.02833-0.05893i,0.033125-0.06352i,0.01962-0.049906i,0.0041648-0.031545i,0.0011786-0.017367i,0.0061426-0.014879i,0.0071756-0.012253i,0.0050918-0.00054928i,0.00084696+0.0070153i,-0.0033155+0.0042398i,-0.0049846-0.00020974i,-0.0081902-0.00044724i,-0.017118+0.0047508i
0.23923-0.1007i,0.44344-0.21529i,0.45364-0.30639i,0.21955-0.28626i,0.04446-0.17671i,0.060938-0.090191i,0.1131-0.049908i,0.12575-0.019146i,0.10035+0.0020431i,0.057524+0.031279i,0.042266+0.062178i,0.043685+0.06428i,0.037473+0.044524i,0.027095+0.023033i,0.017051+0.012305i,0.013635+0.011634i,0.014095+0.008031i,0.012363+0.00051568i,0.010055+0.00022486i,0.0083022+0.0060321i,0.0066167+0.0061778i,0.0057285-0.0026534i,0.0060235-0.018834i
0.0033343+0.25536i,0.028915+0.4921i,0.1097+0.55745i,0.18631+0.36071i,0.1484+0.16274i,0.041614+0.12095i,-0.034404+0.1204i,-0.076117+0.099629i,-0.077906+0.069898i,-0.066224+0.027314i,-0.07628+0.0040995i,-0.079286+0.0077444i,-0.061152+0.012393i,-0.037302+0.010506i,-0.02061+0.0045898i,-0.015086+0.00032148i,-0.010816-0.0023606i,-0.00080113-0.005123i,0.007133-0.0056441i,0.0063982-0.0031349i,0.0035301+0.0012042i,0.0054198+0.0076193i,0.011668+0.016566i
-0.21579-0.094283i,-0.44285-0.1777i,-0.55657-0.14586i,-0.43255-0.0067882i,-0.2312+0.029689i,-0.12129-0.045391i,-0.060724-0.092191i,-0.0071571-0.10784i,0.0142-0.0978i,0.023741-0.069545i,0.035202-0.063743i,0.032641-0.066113i,0.021616-0.052066i,0.011771-0.031546i,0.0065558-0.017194i,0.0058231-0.012017i,0.0028049-0.0091056i,-0.002901-0.004953i,-0.0035564-0.0035068i,0.0012181-0.0041132i,0.0020053-0.0031018i,-0.0060515-0.00050341i,-0.02053+0.0012162i
0.17573-0.15772i,0.35133-0.32883i,0.38944-0.44802i,0.23133-0.39275i,0.11044-0.21035i,0.11094-0.055812i,0.10177+0.026512i,0.072963+0.075997i,0.055114+0.078266i,0.035195+0.057623i,0.028611+0.055627i,0.033961+0.054323i,0.030385+0.042624i,0.019968+0.029905i,0.011227+0.020564i,0.0059317+0.014323i,0.0018622+0.0089317i,-0.003901+0.0017261i,-0.0080464-0.0039542i,-0.0062709-0.0039532i,-0.0017635-0.0029174i,0.004174-0.0064434i,0.01281-0.013965i
0.061016+0.22082i,0.13645+0.45676i,0.21829+0.56119i,0.22654+0.41044i,0.10748+0.21546i,-0.026864+0.12502i,-0.07976+0.057997i,-0.098747-0.0023281i,-0.090155-0.014569i,-0.059693-0.0079112i,-0.051609-0.0060864i,-0.055055-0.0013635i,-0.047023-0.00027871i,-0.031984-0.0031127i,-0.018828-0.0017217i,-0.012178+0.0019873i,-0.0073861+0.00416i,-0.0016649+0.0053915i,-0.00043893+0.0040861i,-0.0023626-0.00060791i,-0.0015287-0.0025602i,0.0028866+0.0041154i,0.0072526+0.017892i
-0.2097-0.032882i,-0.45017-0.075989i,-0.58842-0.071493i,-0.46884-0.016684i,-0.23369-0.025237i,-0.08132-0.080938i,-0.00083256-0.077478i,0.057987-0.053904i,0.062884-0.04461i,0.035829-0.031844i,0.023715-0.032577i,0.020643-0.04074i,0.018474-0.036553i,0.015493-0.025527i,0.0081246-0.015809i,0.0016634-0.0088963i,-2.7927e-05-0.002797i,0.0004805+0.0045682i,2.1395e-05+0.010348i,-5.5266e-05+0.010173i,-0.0012712+0.0063194i,-0.0074033-7.995e-05i,-0.016615-0.0088089i
0.12146-0.15762i,0.27417-0.3464i,0.34482-0.47184i,0.24274-0.39181i,0.1241-0.17486i,0.080307-0.01813i,0.028877+0.034695i,-0.019915+0.060829i,-0.020562+0.058524i,-0.0036438+0.03077i,0.011418+0.019871i,0.020613+0.022021i,0.016377+0.022491i,0.0096083+0.018238i,0.0082445+0.0084447i,0.0076923-0.00071951i,0.0057459-0.0052621i,0.0045172-0.0061208i,0.0029969-0.00454i,-0.00092245-0.0012588i,-0.0040948-0.00030256i,0.0011392-0.0046993i,0.01407-0.010501i
0.090251+0.17944i,0.17875+0.39373i,0.24459+0.51894i,0.21603+0.39239i,0.088003+0.16601i,-0.016469+0.042864i,-0.020264-0.014759i,-0.0033533-0.061845i,-0.0038263-0.058612i,-0.00018228-0.022663i,-0.0018057+0.0007076i,-0.011408+0.0068636i,-0.01611+0.0023288i,-0.014911-0.0023193i,-0.0097582-0.00030534i,-0.0036765+0.0034029i,0.0004545+0.0024465i,0.0038052-0.00076941i,0.0076548-0.0032235i,0.0092659-0.0033229i,0.0068948+0.00015228i,0.0019254+0.0073791i,-0.0036383+0.017214i
-0.17842-0.0068931i,-0.40099-0.036922i,-0.54351-0.046182i,-0.42362-0.0073056i,-0.16608+0.0054924i,-0.011399-0.0070681i,0.031904+0.027314i,0.056051+0.063879i,0.049247+0.051507i,0.013099+0.02632i,-0.0078154+0.011091i,-0.0063274-0.00029181i,0.003468-0.0041822i,0.0084315-0.0024721i,0.0036621-0.0037404i,-0.0046844-0.0053552i,-0.0089221-0.0043129i,-0.0091055-0.0034806i,-0.0063443-0.00179i,-0.0021628+0.0020339i,0.00042878+0.0044272i,-0.0023162+0.00049695i,-0.0096501-0.008533i
0.081816-0.14308i,0.21431-0.31492i,0.29609-0.42773i,0.21019-0.34213i,0.06685-0.13161i,-0.0012066-0.0011558i,-0.047173+0.00948i,-0.08831+0.0043677i,-0.073358+0.0043569i,-0.031643-0.010362i,-0.0080227-0.020764i,0.00066171-0.014089i,0.00063709-0.0014793i,0.00022563+0.005773i,0.0064386+0.005077i,0.011097+0.00040601i,0.0083939-0.0030592i,0.0024565-0.0049592i,-0.0029337-0.0072744i,-0.0047593-0.0077155i,-0.0013911-0.0051286i,0.0063085-0.0017032i,0.015986+0.0011194i
0.07944+0.1328i,0.16163+0.32645i,0.21437+0.45147i,0.186+0.34194i,0.092486+0.12408i,0.025683+0.0070076i,0.036264-0.030575i,0.056398-0.056824i,0.04531-0.048835i,0.032596-0.015298i,0.027908+0.0057709i,0.019013+0.0091757i,0.0071542+0.0038245i,-0.0010115-0.00058486i,-0.0051792+0.004587i,-0.0045433+0.012594i,-0.0012485+0.014327i,0.00062541+0.011824i,0.001501+0.008158i,0.0023031+0.0031654i,0.0019638+0.00015404i,-0.00097801+0.0034054i,-0.0068718+0.010267i
-0.14547+0.0092365i,-0.33967-0.011988i,-0.4709-0.032896i,-0.37446-0.0036014i,-0.1561+0.039502i,-0.033126+0.048396i,-0.01681+0.065573i,-0.010142+0.08361i,-0.003432+0.066188i,-0.014162+0.038078i,-0.024148+0.022769i,-0.021844+0.012733i,-0.0104+0.0054529i,-0.00060392-0.0013368i,-0.0012475-0.0093871i,-0.0072492-0.012567i,-0.0077797-0.0088793i,-0.0047553-0.0024391i,-0.0044997+0.0028276i,-0.004829+0.0044622i,-0.0044352+0.0021841i,-0.0046336-0.0037147i,-0.004543-0.012457i
0.060867-0.1106i,0.17171-0.26067i,0.25346-0.36293i,0.18205-0.31011i,0.034503-0.16718i,-0.035165-0.074601i,-0.048741-0.067757i,-0.057232-0.071828i,-0.045002-0.050835i,-0.019413-0.036877i,-0.0051385-0.036608i,-0.0012831-0.032066i,-0.0016869-0.019132i,-0.00048981-0.0064914i,0.0064451-0.0019649i,0.011262-0.002766i,0.01091-0.0028004i,0.0088374-0.0023937i,0.0063226-0.0026657i,0.0025331-0.0026996i,0.00046372-0.0023205i,0.0031606-0.00022774i,0.0099725+0.0030913i
0.068138+0.10153i,0.13683+0.25847i,0.17894+0.37643i,0.17136+0.29901i,0.13074+0.11302i,0.091869+0.016541i,0.092577+0.0079642i,0.097828+0.0038296i,0.069606-0.0022807i,0.040994+0.0047087i,0.034038+0.012833i,0.031323+0.011495i,0.020624+0.0041247i,0.0070729+0.00081212i,-0.00087131+0.0039315i,-0.0030383+0.0066079i,-0.0034021+0.0058466i,-0.0018181+0.0027764i,0.0029052+0.0018198i,0.0054699+0.0032398i,0.0030877+0.0036848i,-0.0022764+0.0046192i,-0.009588+0.0068159i
-0.1147+0.009339i,-0.26978-0.0090873i,-0.38752-0.034478i,-0.33048-0.0056656i,-0.16966+0.055544i,-0.0737+0.074363i,-0.06412+0.074228i,-0.061041+0.074529i,-0.038483+0.053606i,-0.025301+0.029049i,-0.025676+0.02146i,-0.022923+0.020276i,-0.012533+0.014965i,-0.0026939+0.0060636i,0.00050456-0.001707i,-0.00036548-0.0058756i,-0.0025363-0.0075333i,-0.0042406-0.0072539i,-0.0039457-0.0052408i,-0.0023553-0.0020419i,6.4302e-05+0.00091016i,0.00078991-0.0010725i,0.00086821-0.0079658i
0.044604-0.093968i,0.13412-0.20651i,0.21618-0.28889i,0.17496-0.26339i,0.05425-0.17027i,-0.0089031-0.10119i,-0.015718-0.088262i,-0.015285-0.082589i,-0.010205-0.054123i,-0.0030663-0.032033i,-0.0021877-0.029454i,-0.0049918-0.027274i,-0.0066857-0.016328i,-0.0045523-0.0040873i,0.0005149+0.0023475i,0.0046464+0.0035197i,0.0053474+0.0030748i,0.0033506+0.0003533i,0.0018038-0.0038836i,0.0010535-0.0053767i,0.00057883-0.0030838i,0.0032371+0.00094155i,0.0070859+0.006052i
0.056525+0.075999i,0.10328+0.20076i,0.1272+0.31122i,0.12568+0.27916i,0.11299+0.14993i,0.089803+0.068663i,0.076414+0.054852i,0.06613+0.047215i,0.042129+0.027588i,0.022166+0.014716i,0.020428+0.011398i,0.02235+0.0075898i,0.016583+0.0017895i,0.0077229-0.00077942i,0.0014149+0.00088563i,-0.0019211+0.0026018i,-0.0022497+0.0027607i,-0.00025504+0.0033655i,0.00059376+0.0030941i,0.00076494+0.00079979i,0.00011464-0.00094453i,-0.0036506-0.00080163i,-0.0081309+0.00036025i
-0.086076+0.011787i,-0.20442-0.011138i,-0.30578-0.050421i,-0.28738-0.040805i,-0.18509+0.013372i,-0.10731+0.03693i,-0.085666+0.030193i,-0.072685+0.020717i,-0.041995+0.01275i,-0.019691+0.0087239i,-0.017038+0.011306i,-0.01549+0.015506i,-0.0065565+0.014194i,0.00034531+0.0073855i,0.00063043+0.0011573i,-0.00028124-0.0007672i,0.00029819-0.00012096i,-0.00058902+0.0011521i,-0.0033319+0.0021123i,-0.0045556+0.0022148i,-0.0027116+0.0010268i,-0.00040523-0.0018717i,0.0017241-0.0056793i
0.032097-0.070015i,0.1061-0.15326i,0.1878-0.21421i,0.17688-0.20512i,0.08795-0.15115i,0.031713-0.099667i,0.028238-0.077618i,0.030844-0.061354i,0.020036-0.033308i,0.0085858-0.013805i,0.00090913-0.013663i,-0.0058409-0.01648i,-0.0085754-0.011325i,-0.0061212-0.0039457i,-0.0027294-0.0018935i,-0.0001039-0.0026804i,0.00072265-0.0025731i,0.00059196-0.0030017i,0.00095672-0.0037456i,0.00059342-0.0029083i,-0.00043484-0.0014507i,-0.00034082+0.00086299i,0.000814+0.0039626i
0.040055+0.049202i,0.068803+0.14646i,0.0705+0.2437i,0.059004+0.24177i,0.057082+0.15783i,0.050344+0.093361i,0.038702+0.077225i,0.025174+0.06486i,0.0094186+0.036055i,0.0016548+0.013614i,0.0070147+0.0050385i,0.014664-1.472e-06i,0.014376-0.0039146i,0.0089387-0.0032395i,0.0058837+0.00032556i,0.0046141+0.000898i,0.0032989-0.00075307i,0.0037702-0.0011108i,0.0054184-0.00011205i,0.0051744+0.00072433i,0.0030803+0.00096542i,0.0003077+0.00054271i,-0.0031888-0.00022051i
-0.054234+0.0092847i,-0.14004-0.014579i,-0.21892-0.065126i,-0.21689-0.079554i,-0.15338-0.039977i,-0.10018-0.0087483i,-0.079609-0.0066918i,-0.060959-0.013353i,-0.03072-0.014415i,-0.0095894-0.0099378i,-0.0042255-0.0013194i,-0.0035299+0.0083535i,-0.0024177+0.011385i,-0.0020346+0.0075678i,-0.0031471+0.0041708i,-0.0039769+0.0033014i,-0.0038076+0.0023781i,-0.0037767+0.0022043i,-0.0040379+0.0017685i,-0.0032741+0.0015686i,-0.0019357+0.0018404i,-3.9253e-05+0.00090002i,0.0018269-0.0010066i
0.017273-0.04413i,0.077352-0.094182i,0.15636-0.12856i,0.17187-0.11854i,0.11383-0.087614i,0.060948-0.061237i,0.047013-0.046745i,0.043385-0.032333i,0.030075-0.013711i,0.016559-0.0018675i,0.0058385-0.0016446i,-0.0050251-0.0059567i,-0.0098139-0.0066717i,-0.0052083-0.0051373i,0.00094028-0.004983i,0.00267-0.0053785i,0.0014645-0.0050507i,5.9496e-05-0.0051545i,-0.00068268-0.0057679i,-0.0010473-0.0058509i,-0.0016959-0.00459i,-0.0021204-0.0022956i,-0.0015213+0.00079808i
0.024545+0.032751i,0.034769+0.10224i,0.018753+0.17844i,-0.0021028+0.18735i,0.0015312+0.13169i,0.0095408+0.080608i,0.0063168+0.060845i,-0.0016195+0.046975i,-0.007673+0.026025i,-0.0080804+0.011694i,-0.0016309+0.0048436i,0.0071854-0.0025194i,0.010364-0.0062253i,0.0081875-0.0026605i,0.0061389+0.0030772i,0.0052578+0.0053865i,0.0041828+0.0046386i,0.0037455+0.0045246i,0.0040326+0.0036375i,0.0042954+0.00058208i,0.0037277-0.0015746i,0.0019011-0.0015166i,7.9426e-05-0.00024697i
-0.029596+0.0046297i,-0.084478-0.023562i,-0.13333-0.076454i,-0.13171-0.1006i,-0.092667-0.06999i,-0.059517-0.034609i,-0.043014-0.025046i,-0.026545-0.0248i,-0.010036-0.019533i,-0.0037845-0.011619i,-0.0020296-0.0025119i,0.0013453+0.0084835i,0.0026822+0.013464i,0.00021982+0.0086564i,-0.0041275+0.0024715i,-0.0071656+0.00057485i,-0.0062937+0.0011902i,-0.0049652+0.001922i,-0.0057629+0.0026938i,-0.0047539+0.0035656i,-0.0019949+0.0028989i,-0.00050598+0.0017527i,-5.2847e-05+0.00098163i
0.01559-0.023095i,0.062707-0.050341i,0.12654-0.059925i,0.14334-0.041661i,0.10015-0.024074i,0.057559-0.016552i,0.043912-0.0087886i,0.037096+0.0017106i,0.024584+0.0072565i,0.013301+0.0043992i,0.0037543-0.00088066i,-0.0073645-0.0030508i,-0.012087-0.0023041i,-0.0065091-0.0021749i,0.00074661-0.0043871i,0.0042357-0.0052993i,0.0040902-0.0048402i,0.0031935-0.0050589i,0.0023007-0.0047613i,4.7869e-05-0.0035347i,-0.00096341-0.0024767i,3.0644e-05-0.0019475i,0.00019451-0.0010211i
0.010869+0.021519i,0.0097954+0.068331i,-0.01721+0.11933i,-0.044945+0.12508i,-0.038871+0.087584i,-0.021016+0.056688i,-0.016805+0.045443i,-0.018717+0.033341i,-0.015465+0.018722i,-0.0082089+0.0094592i,-0.00024514+0.002791i,0.0067783-0.0051603i,0.0089014-0.008936i,0.0061213-0.0046685i,0.0035524+0.0013295i,0.0023837+0.004536i,0.0025424+0.0041577i,0.0032603+0.0023808i,0.0035947+0.0022207i,0.0034699+0.0018616i,0.0021168+0.00076676i,0.0014134+0.0011584i,0.00097353+0.0010861i
-0.019084+0.00069427i,-0.050276-0.023965i,-0.074682-0.071834i,-0.066199-0.095395i,-0.042482-0.069532i,-0.0304-0.03842i,-0.025061-0.02925i,-0.015198-0.025527i,-0.005662-0.017525i,-0.0018065-0.0093263i,-0.00073548-0.00093018i,0.0021474+0.0085603i,0.0041809+0.012596i,0.0008587+0.0083001i,-0.0024633+0.0018125i,-0.003467-0.0012292i,-0.0038126-0.0016964i,-0.0034768-0.0015163i,-0.0032188-0.00071201i,-0.0019803+0.00057097i,-0.001019+0.0016578i,-0.0016651+0.0013379i,-0.0020001+0.00052895i
0.01298-0.014587i,0.047213-0.025702i,0.091187-0.021068i,0.099047-0.00084773i,0.064541+0.0083244i,0.034322+0.003224i,0.025953+0.00012274i,0.020295+0.002648i,0.011652+0.0026283i,0.0062359-0.00089323i,3.8966e-05-0.0038347i,-0.0097898-0.0043615i,-0.014288-0.0028726i,-0.0077417-0.0012589i,0.00081672+0.00034812i,0.0044472+0.00045912i,0.0035303-0.0010295i,0.0017175-0.0029529i,0.0016189-0.0042749i,-8.6658e-05-0.0040248i,-0.0020787-0.0030368i,-0.0010272-0.001108i,-0.00011959+0.00019751i
0.0088587+0.019093i,0.0014069+0.046039i,-0.025963+0.072127i,-0.049451+0.065284i,-0.04189+0.036835i,-0.024565+0.020168i,-0.017566+0.016886i,-0.013424+0.012541i,-0.0071476+0.0054252i,-0.0012808+0.0028241i,0.0044656-0.00098963i,0.0095943-0.0099877i,0.0090838-0.013701i,0.0045761-0.0081795i,-0.00028466-0.0012082i,-0.0022898+0.0015968i,-0.0013967+0.0021819i,-0.00045196+0.001571i,0.00050728+0.0011586i,0.001672+0.00048221i,0.0013532-0.00045799i,8.1804e-05-3.9733e-05i,7.1497e-05+0.00075403i
-0.013179-0.0040921i,-0.027554-0.02463i,-0.033442-0.058132i,-0.019721-0.069961i,-0.0053445-0.047751i,-0.0035035-0.024077i,-0.0032078-0.015405i,0.0016235-0.01201i,0.0027956-0.0069368i,-0.0019831-0.0017748i,-0.0023849+0.0046149i,0.0045079+0.012225i,0.0086139+0.015053i,0.0062018+0.010969i,0.0030286+0.0038102i,0.0013724-0.001002i,0.00019913-0.00072981i,-0.0012781+0.0012438i,-0.0022256+0.00169i,-0.0015873+0.0017791i,0.00048775+0.0016497i,0.00072576+0.0011868i,-0.00072214+0.00056495i
0.010836-0.0060476i,0.03377-0.0064161i,0.060121+0.0050195i,0.060339+0.022392i,0.036378+0.023885i,0.018889+0.015653i,0.01348+0.013182i,0.0099715+0.01186i,0.0062445+0.0053207i,0.0030418-0.0033983i,-0.0040425-0.0056684i,-0.013236-0.0022495i,-0.015844-0.00080233i,-0.011039-0.00066604i,-0.0053834+0.00079651i,-0.0015339+0.0019601i,5.9937e-05+0.0012662i,0.00036964-9.004e-05i,0.00095398-0.0010158i,0.00044674-0.001352i,-0.00039917-0.00093706i,-8.4714e-05-0.00064545i,0.00033133-0.0010529i
0.0032729+0.011601i,-0.0068053+0.027946i,-0.028805+0.039495i,-0.042112+0.030721i,-0.031053+0.015692i,-0.017944+0.011469i,-0.01557+0.011031i,-0.012313+0.0077269i,-0.0035838+0.0055718i,0.0061245+0.0044235i,0.010786-0.0013572i,0.011175-0.0099905i,0.010676-0.012909i,0.0086649-0.0088493i,0.0049733-0.0050122i,0.0020626-0.0033869i,0.0019947-0.0024793i,0.0025579-0.0011584i,0.0025935+0.00076648i,0.0027822+0.00068945i,0.0023423-0.00043062i,0.001496-0.00045357i,0.0013633+0.00065376i
-0.0039044-0.0038285i,-0.0094515-0.019698i,-0.0091805-0.042792i,-0.00014402-0.045693i,0.0030001-0.025567i,-0.00084529-0.011343i,-0.0020286-0.0090545i,-0.0010285-0.0065056i,-0.0020435-0.0004115i,-0.0041017+0.0063309i,-0.0019594+0.010743i,0.0039829+0.013972i,0.0065042+0.015557i,0.0047043+0.0135i,0.0035518+0.0097926i,0.0030678+0.0055604i,0.0018848+0.001896i,-0.00020907-3.5213e-05i,-0.0021978-0.0012712i,-0.0017106-0.0014184i,-0.000313-0.00058463i,-0.00055361-0.00037967i,-0.0012975-0.00068669i
0.0072435-0.0017552i,0.022377+0.00052201i,0.034856+0.011004i,0.027196+0.020589i,0.0085185+0.016732i,0.0014046+0.0090238i,0.0034864+0.0074587i,0.003165+0.0054353i,-5.3761e-05-0.0007018i,-0.0042452-0.0059196i,-0.0093704-0.0071438i,-0.015822-0.0049665i,-0.017883-0.0027357i,-0.01325-0.0027389i,-0.0092538-0.0022759i,-0.007028-0.00063568i,-0.004546-0.00080927i,-0.0022312-0.0029532i,0.00041254-0.0045376i,0.0022293-0.0042886i,0.0014292-0.0028451i,0.00084286-0.0004666i,0.0009798+0.00066106i
-0.00031334+0.0046453i,-0.009927+0.013907i,-0.024687+0.016388i,-0.030787+0.0063835i,-0.021198-0.0016002i,-0.011528+0.0010321i,-0.0089875+0.0042315i,-0.0044506+0.0019316i,0.002147-0.0011105i,0.0075147-0.0029659i,0.011253-0.006815i,0.011319-0.013391i,0.010152-0.014266i,0.010089-0.0095826i,0.0085149-0.0075789i,0.0052146-0.0068318i,0.0025384-0.0035374i,0.00069332-0.00018113i,-0.00039934+0.0014749i,-0.00036359+0.0020072i,-0.00016352+0.00085024i,-0.0011328+0.00051612i,-0.0016284+0.001108i
0.00029881+0.0012705i,-0.00099969-0.0096657i,0.0039858-0.023318i,0.010893-0.025009i,0.0099435-0.014919i,0.0040348-0.0074221i,0.0012647-0.0036485i,0.00088173+0.00052303i,0.00089706+0.0043426i,0.00023101+0.0076642i,0.0016993+0.011607i,0.0067678+0.014444i,0.0065794+0.014452i,0.0014901+0.012938i,-0.00016482+0.010877i,0.0016809+0.0082261i,0.0012443+0.0052111i,-0.0017994+0.0027954i,-0.0032063+0.0009694i,-0.0031894-8.4927e-05i,-0.0026858-0.00067126i,-0.00093271-0.00087938i,-0.00042504-0.00081548i
0.0047968+0.0029612i,0.014893+0.0063758i,0.021811+0.013104i,0.016425+0.015925i,0.0079861+0.010596i,0.0049062+0.0062371i,0.0019747+0.0063271i,-0.00061271+0.0056499i,-0.0018326+0.0017492i,-0.0058642-0.0029184i,-0.012628-0.0034923i,-0.017893-0.0010489i,-0.016181-0.002159i,-0.011539-0.0067167i,-0.010027-0.0082202i,-0.0095839-0.005373i,-0.0061936-0.0026223i,-0.00051656-0.0010461i,0.0023864+0.00012564i,0.0022712+0.00032439i,0.0014411+0.0002961i,0.00078457-0.00014597i,0.00094626-2.1595e-05i
