-0.0029905+0.0018308i,-0.0021124+0.00072399i,-0.0017219+0.0012898i,-0.001451+0.0016627i,-0.0012468+0.0011924i,-0.00089699+0.00076767i,-0.001027+0.00089421i,-0.00042278+0.0014441i,0.00065571+0.0018978i,0.0021099+0.0012356i,0.0021598+0.00010763i,0.00071608-0.0012945i,0.00012546-0.0019951i,0.00025087-0.0016485i,-0.00020164-0.00046149i,-6.8879e-06-0.00027333i,0.00038178-0.00026314i,0.0003952-0.00020223i,0.00055102-0.00010208i,0.00018178+0.00019457i,-0.0001098+0.00020269i,0.00042339+0.00010385i,0.00054329-0.00016856i
0.077494+0.019266i,0.099312+0.03118i,0.086971+0.0189i,0.060208-0.0070888i,0.043301-0.011906i,0.030984+0.0019665i,0.015275+0.0077066i,0.0049118+0.0058485i,0.0041672+0.0033444i,0.003927+0.00074343i,0.0012384-0.0014541i,-0.00077299-0.0011981i,-0.0012007-0.00065551i,-0.00016506-0.0026723i,0.00082716-0.0047099i,0.00072807-0.0056679i,2.2513e-05-0.0031546i,0.0011882+0.0039231i,0.0045143+0.015603i,0.0042346+0.024698i,0.00011557+0.024706i,-0.0032135+0.018729i,-0.0048877+0.01242i
-0.06489+0.020675i,-0.08503+0.022134i,-0.068224+0.024818i,-0.039745+0.031722i,-0.033058+0.026022i,-0.030835+0.0098127i,-0.015173-0.0011872i,-0.0028474-0.0047457i,-0.0006128-0.0034548i,0.00040137-0.0013446i,0.0029334-0.00028322i,0.0038529+0.00028162i,0.0039284+0.0014719i,0.0048319+0.0037324i,0.0047167+0.0054486i,0.0029724+0.0051939i,0.00022849+0.00079491i,-0.0059058-0.0055622i,-0.012999-0.012094i,-0.013975-0.018466i,-0.0093683-0.020144i,-0.005413-0.017563i,-0.0018078-0.013541i
0.037045-0.046829i,0.049361-0.057158i,0.034218-0.052181i,0.013201-0.046857i,0.01484-0.040354i,0.018823-0.023721i,0.010925-0.0043927i,0.004923+0.0043383i,0.0034708+0.0029892i,0.00071169+0.00079665i,-0.0034501+0.0001577i,-0.0055734+0.00011762i,-0.0058318-0.00011077i,-0.0051021-0.001101i,-0.0046801-0.0026305i,-0.0050813-0.0034719i,-0.0037574-0.00071397i,0.0034658+0.0041957i,0.015612+0.0070656i,0.021086+0.0097931i,0.017427+0.012951i,0.011355+0.013388i,0.0061156+0.011493i
-0.0011925+0.051685i,-0.0055408+0.061673i,0.0029943+0.048532i,0.014282+0.037907i,0.0065191+0.038027i,-0.0071871+0.026491i,-0.0091394+0.0066095i,-0.0048405-0.002663i,-0.0017689-0.00262i,0.00029852-0.003213i,0.0011581-0.005572i,0.00087576-0.005669i,0.0026441-0.0037308i,0.005669-0.002918i,0.0071525-0.0028717i,0.0062922-0.0020551i,0.0018743-0.00040313i,-0.0064384+0.002636i,-0.015811+0.0054964i,-0.021279+0.0039451i,-0.019424-0.0015524i,-0.014036-0.0065515i,-0.0084703-0.0088674i
-0.025458-0.037932i,-0.027721-0.044418i,-0.029271-0.031007i,-0.032597-0.022746i,-0.026229-0.027605i,-0.0079571-0.022475i,0.0075151-0.0078874i,0.0093348-0.00091432i,0.005553-0.00093987i,0.0029903+0.00047545i,0.0011374+0.0030157i,-0.00098775+0.0035342i,-0.002894+0.0033021i,-0.0041123+0.0037574i,-0.0055038+0.0033425i,-0.0054628+0.0020848i,-0.0012453+0.0012562i,0.0056618-0.0034625i,0.012753-0.011021i,0.016804-0.011671i,0.017535-0.0056423i,0.015339-0.00031476i,0.011363+0.0021065i
0.034185+0.013198i,0.035114+0.016202i,0.031282+0.0050814i,0.034519-0.00097443i,0.029826+0.0091579i,0.012085+0.015655i,-0.0016726+0.0098965i,-0.0035402+0.0025809i,-0.0015586-9.574e-06i,-0.0005277-0.0019042i,-0.0013694-0.0040496i,-0.0016747-0.0049337i,0.00050398-0.0052141i,0.002801-0.0064538i,0.0046986-0.0066071i,0.0052798-0.0046484i,0.0034245-0.0020679i,-0.000273+0.005408i,-0.0031754+0.015714i,-0.0054363+0.018056i,-0.0080289+0.011418i,-0.0097711+0.0035086i,-0.010143-0.0012669i
-0.03422+0.0081722i,-0.03648+0.0070814i,-0.027974+0.01571i,-0.027527+0.022269i,-0.028085+0.011232i,-0.015847-0.0036739i,-0.0017519-0.0078491i,0.0040853-0.0042259i,0.00404-0.0012608i,0.0044468+0.00089445i,0.0058184+0.002693i,0.0055746+0.0034423i,0.0039544+0.0051167i,0.0024895+0.0082529i,0.00033639+0.0094211i,-0.0023726+0.0069866i,-0.0033433+0.0016197i,-0.0044625-0.0072824i,-0.0053524-0.016028i,-0.0029601-0.018232i,0.0010089-0.013756i,0.0042754-0.007668i,0.0058807-0.0031104i
0.017032-0.023931i,0.015667-0.023158i,0.0035304-0.026804i,0.0035177-0.032243i,0.013334-0.020836i,0.012673-0.0017203i,0.0044799+0.0056019i,-0.0005936+0.0042703i,-0.0014734+0.0024403i,-0.0039007+0.0011911i,-0.0066315+0.00056462i,-0.0067341-5.1901e-05i,-0.0057479-0.0024227i,-0.003925-0.0066554i,-0.0014401-0.0095659i,-0.00016841-0.0091944i,0.00075213-0.0052569i,0.0050939+0.0018399i,0.011109+0.0090459i,0.011119+0.012355i,0.0048806+0.010078i,-0.00082831+0.0063723i,-0.0038899+0.0049077i
-0.00033085+0.025102i,0.0017249+0.025201i,0.01261+0.023464i,0.013901+0.027153i,-0.0019177+0.021346i,-0.010436+0.0061018i,-0.0058411-0.0022352i,-0.0011141-0.0039471i,0.0010782-0.0026981i,0.0031919-0.002933i,0.0038149-0.0051352i,0.0028777-0.0045415i,0.0037746-0.0011152i,0.0062875+0.002272i,0.0062536+0.0040241i,0.0032586+0.0053595i,-0.00077322+0.0050095i,-0.0076911+0.0024009i,-0.016274-0.0005738i,-0.016905-0.0029194i,-0.0080831-0.0029478i,1.6332e-05-0.0031689i,0.0035055-0.0038991i
-0.0089448-0.012139i,-0.011561-0.012416i,-0.018081-0.009547i,-0.019198-0.017351i,-0.0049983-0.022581i,0.0065528-0.011704i,0.0067693+0.00021058i,0.0048606+0.002879i,0.0044334+0.0022987i,0.0034137+0.0033358i,0.0011801+0.0047318i,-0.001502+0.0037784i,-0.0051707+0.001784i,-0.009062+0.00058035i,-0.010004-0.00095383i,-0.0074059-0.0027954i,-0.0035927-0.0034917i,0.0038599-0.0035058i,0.013162-0.0040438i,0.015735-0.0039864i,0.0088385-0.0019273i,0.001568+0.00041164i,-0.00085157+0.0016691i
0.012821+0.00024812i,0.013905-0.0039057i,0.01917-0.0095583i,0.024726-0.001547i,0.014441+0.011046i,-0.00095296+0.0096467i,-0.0055394+0.001392i,-0.0029014-0.00070572i,-0.0012994-0.0012031i,-0.0022603-0.0037268i,-0.0030786-0.0052918i,-0.00068323-0.0045879i,0.0035003-0.0038423i,0.0073359-0.0030216i,0.0086656-0.00099683i,0.0085092+0.00073819i,0.0059934+0.0017475i,-0.00076012+0.0054311i,-0.0073733+0.011446i,-0.0082502+0.012307i,-0.0032295+0.0063809i,0.0010727-0.00010672i,0.0014935-0.0030417i
-0.01282+0.0092552i,-0.0073896+0.01414i,-0.006211+0.020065i,-0.015342+0.013929i,-0.014844-0.0016573i,-0.0022171-0.0081217i,0.0057741-0.0044692i,0.0043547-0.0011337i,0.0037136-0.00012792i,0.0060021+0.00075918i,0.0066447+0.0015331i,0.0037562+0.0016866i,0.00083771+0.0032143i,-0.0021619+0.0051821i,-0.0051468+0.005101i,-0.0065899+0.0034738i,-0.0054525+0.0010394i,-0.0015949-0.0053822i,0.0024422-0.014085i,0.00247-0.015486i,-0.00036253-0.0083006i,-0.0021511-0.0011814i,-0.0029729+0.0014626i
-0.0014223-0.0092543i,-0.0054859-0.0087954i,-0.0056053-0.013747i,0.0066939-0.015191i,0.012514-0.0026367i,0.0057689+0.0075564i,-0.00048624+0.0065975i,-0.0014288+0.0019259i,-0.0021828+0.00094314i,-0.0041326+0.0023535i,-0.004897+0.0021653i,-0.0036009-0.00066758i,-0.0011397-0.0031018i,0.0019992-0.0053602i,0.0052855-0.0071457i,0.0072726-0.0071639i,0.0066067-0.0048088i,0.0045564+0.0026813i,0.004326+0.010802i,0.0051159+0.011759i,0.0051069+0.0051184i,0.0035564-0.0014214i,0.0016411-0.0030767i
0.0074944+0.006762i,0.013019+0.0029909i,0.018148+0.0071797i,0.0085682+0.013175i,-0.0048569+0.0044439i,-0.0059071-0.0060857i,-0.0012935-0.0053073i,0.0023491-0.0018214i,0.0035119-0.0024667i,0.0035992-0.0052443i,0.0024389-0.0058953i,-0.00020877-0.0036529i,-0.00183-0.00039963i,-0.0022531+0.0029843i,-0.0029182+0.0056034i,-0.0043816+0.0072405i,-0.0054168+0.0064038i,-0.0072583+0.00052529i,-0.011312-0.0066153i,-0.012135-0.0065925i,-0.0087161-0.00046255i,-0.0045978+0.0043291i,-0.0015121+0.0047585i
-0.0056597-0.00064102i,-0.009666+0.0031982i,-0.014976+0.00091486i,-0.010172-0.009824i,0.0009422-0.009424i,0.0032149-0.00083105i,0.0003498+0.0020127i,-0.00070914+0.0016177i,0.0013138+0.0017456i,0.0028739+0.0039352i,0.0029595+0.0044485i,0.0021404+0.0019585i,0.00058911-0.00089956i,-0.0017223-0.0036538i,-0.0029443-0.0065238i,-0.0026419-0.0083689i,-0.0012732-0.0074808i,0.0030682-0.0027897i,0.01018+0.0027281i,0.012359+0.0024656i,0.0073117-0.0026969i,0.0026936-0.0052287i,0.00094876-0.0048762i
0.0089564-0.0044185i,0.0096731-0.010373i,0.014404-0.012851i,0.012942-0.0036101i,-9.6981e-05+0.0023147i,-0.0073962-0.00047187i,-0.0035864-0.0013558i,0.00020721-0.00095324i,8.4548e-05-0.0020359i,-0.002052-0.0034926i,-0.0040614-0.0036701i,-0.0033155-0.00058351i,-0.00067404+0.0039725i,0.0019474+0.0062997i,0.0036093+0.0068496i,0.0046815+0.0077444i,0.0038405+0.0076176i,-0.0017531+0.0058586i,-0.0091127+0.0051947i,-0.010276+0.0061352i,-0.0047152+0.0075851i,0.00013226+0.0072249i,0.00040771+0.0049307i
0.0034264+0.0053321i,0.004208+0.0081221i,-0.00092456+0.0096481i,-0.0080939+0.001412i,-0.0049008-0.007042i,0.0001707-0.0040785i,0.0010863+0.0012565i,0.0028741+0.00097651i,0.0056602-0.00016104i,0.008-0.00075072i,0.0067867-0.0022179i,0.0035119-0.0035721i,0.0012529-0.0033305i,0.00038572-0.0018959i,-0.00057972-0.0019716i,-0.0034112-0.0023933i,-0.0056601-0.0018757i,-0.0014446-0.0024332i,0.0071128-0.0065316i,0.0081826-0.009924i,0.0023006-0.0096715i,-0.0016892-0.0074894i,-0.0026426-0.0049499i
-0.0062455-0.005603i,-0.010096-0.0076477i,-0.0073959-0.012035i,0.0033704-0.0090212i,0.0047604+0.0012376i,-0.00099866+0.0042991i,-0.0017944+0.0015851i,-0.00050935+0.00043431i,-0.0016029+0.00060789i,-0.0035535+0.002434i,-0.0030759+0.0040795i,-0.0012705+0.0033655i,0.00033069+0.0016638i,0.0022702+0.00010455i,0.0048529-0.0015598i,0.0074474-0.00282i,0.0080484-0.0038542i,0.0042312-0.00084854i,-0.0013899+0.0067343i,-0.00085628+0.010935i,0.0042167+0.0093315i,0.0058784+0.0060739i,0.0040783+0.0030546i
0.0074824+0.003638i,0.014413+0.0026114i,0.014863+0.0071845i,0.0036918+0.0076557i,-0.0034697-0.00047747i,-0.00089679-0.0052821i,0.0013494-0.0031411i,0.0008967-0.0011433i,0.0013558-0.0027683i,0.001974-0.0055242i,0.001389-0.0060735i,-0.002089-0.003753i,-0.0053031-0.0024702i,-0.0057282-0.0024883i,-0.0058455-0.0011424i,-0.0065534+0.0022194i,-0.0054912+0.0050636i,-0.0028714+0.0011301i,-0.0017643-0.0075328i,-0.0041989-0.010585i,-0.0076325-0.0071801i,-0.0079707-0.0034519i,-0.0056043-0.0013646i
-0.0075775+0.0032815i,-0.010621+0.0075867i,-0.012346+0.0044849i,-0.0044381-0.0018544i,0.0032422+0.00016944i,0.0025345+0.0033139i,0.0003369+0.001747i,-7.5135e-06+0.00063987i,0.0021713+0.0020268i,0.0037544+0.0040935i,0.0033557+0.0040842i,0.0028976+0.0019148i,0.0032913+0.00063996i,0.0025501+0.00019567i,0.001648-0.0014555i,0.00042341-0.0049761i,-0.001474-0.007484i,-0.001507-0.0033315i,0.0017111+0.0052921i,0.0069623+0.0085033i,0.0090313+0.0044406i,0.0068284+0.0004178i,0.0050583-0.00093242i
0.0026553-0.0090075i,0.0024455-0.013292i,0.0054409-0.011178i,0.0021172-0.0017339i,-0.0052944+0.001657i,-0.0054418-0.00045865i,-0.00062551-0.0006948i,0.0021229-0.0010443i,0.0011469-0.0023384i,-0.0017731-0.0021572i,-0.0029578-0.00066961i,-0.0029246+0.00025072i,-0.001971+0.0013164i,-0.00076011+0.0024954i,0.0003471+0.0032138i,0.0021856+0.0052903i,0.0039681+0.0065703i,0.0025558+0.003021i,-0.0039527-0.002424i,-0.0083094-0.0019575i,-0.0083726+0.0019621i,-0.0069427+0.002738i,-0.0042152+0.0022013i
0.0028849+0.0040371i,0.0029235+0.008053i,-0.001757+0.0083232i,-0.003263+0.00020579i,0.0013748-0.0047885i,0.0024726-0.0016464i,0.00026774+0.0013991i,4.4176e-05+0.00095793i,0.0023391-0.001201i,0.0049324-0.0025227i,0.0041223-0.0025912i,0.0015169-0.0025682i,0.0011288-0.0025969i,0.0025991-0.0014834i,0.0023813-0.001277i,-0.0014062-0.0024659i,-0.0062613-0.0028417i,-0.0040354-0.00024448i,0.0045007+0.0016586i,0.0091411-0.0010202i,0.0085821-0.0050042i,0.0064544-0.0064217i,0.0034666-0.0051142i
-0.0035947-0.0004577i,-0.0043226-0.00322i,-0.00047204-0.0055453i,0.0043952-0.0027377i,0.0018622+0.0015174i,-0.0020655+0.00023669i,-0.00088687-0.0016519i,0.0010799-0.00023709i,0.0011692+0.0021812i,0.00078118+0.0037911i,0.00018444+0.0030921i,-0.00044881+0.0018555i,-0.0012413+0.0010079i,-0.0010704+0.00015342i,0.00099655-0.001331i,0.0038067-0.0021999i,0.0064785-0.0028544i,0.0050352-0.0030722i,-0.0015061-0.00063079i,-0.0046027+0.0037605i,-0.0032215+0.0068521i,-0.0020995+0.0056503i,-0.0018412+0.0026832i
0.001026-0.0031715i,0.0056218-0.00093618i,0.004156+0.0029299i,-0.0012552+0.0025934i,-0.001086-0.0004766i,0.0015981-1.4355e-05i,0.0014765+0.0006413i,0.00046025-0.00031027i,0.00011565-0.0026934i,-0.0011429-0.0050859i,-0.0023603-0.0041714i,-0.002814-0.002063i,-0.002441-0.0019648i,-0.001728-0.0022183i,-0.0026498-0.00042988i,-0.0050953+0.0030012i,-0.0059787+0.0064155i,-0.0023519+0.0056278i,0.0026933-0.00072019i,0.0035468-0.0063266i,0.0004176-0.0084331i,-0.0013393-0.0074831i,-0.002261-0.0049362i
-0.0022521+0.0027088i,-0.004553+0.0035151i,-0.003976+0.00075262i,-0.00014929-0.0029411i,0.00073931-0.00098096i,-0.0015227+0.00087135i,-0.0021032+0.00060808i,0.0004381+0.0007435i,0.0034928+0.0013667i,0.0048831+0.002018i,0.003989+0.00086889i,0.001922-0.00032708i,0.00084554-0.0002163i,0.00043694-0.00054329i,-0.00047067-0.0013583i,-0.00086291-0.0042559i,-0.0015919-0.0072362i,-0.0036662-0.0057549i,-0.0044033+0.00065883i,-0.0013661+0.0057724i,0.0025761+0.0062806i,0.0032665+0.0050009i,0.0017113+0.0035587i
0.0026662-0.00084093i,0.0049814-0.0037558i,0.0068938-0.0022654i,0.0040864-0.00057469i,0.00026401-0.0029869i,-0.0012261-0.0045221i,-0.001055-0.0034639i,0.00049629-0.0013429i,-0.00088975+0.00051646i,-0.003617+0.00089011i,-0.002325+0.0014574i,-5.5821e-05+0.0022456i,0.00057915+0.0032572i,0.0018624+0.0050127i,0.0031395+0.0059904i,0.0043609+0.0069108i,0.0065011+0.0076522i,0.0068101+0.0051572i,0.0037293-0.00085981i,-0.00096811-0.0041481i,-0.0045619-0.0028931i,-0.0048724-0.0020984i,-0.0032191-0.0020367i
0.00049699+0.0044113i,0.0014852+0.0052971i,0.00041661+0.0029712i,0.00092622-0.00051801i,0.0026871-0.0013188i,0.0022034+0.0011141i,0.00081577+0.0015884i,0.0015009-0.00028313i,0.0032096-0.0021367i,0.0040082-0.0043522i,0.0018308-0.0054385i,-0.0011849-0.0044646i,-0.0015521-0.0039334i,-0.0010267-0.0039476i,-0.0019197-0.0036122i,-0.0039953-0.0039158i,-0.0072392-0.0042094i,-0.0083735-0.0012693i,-0.004453+0.0034523i,0.0015152+0.004264i,0.0050876+0.0013232i,0.0045024-0.0006008i,0.0027898-0.0015487i
-0.0036593-0.0052383i,-0.004023-0.0050691i,-0.00085533-0.0041645i,-9.7475e-05-0.0010046i,-0.0031943+0.00090861i,-0.0036379+0.00087062i,-0.0012837+0.00043643i,0.00020074+2.2488e-05i,0.0012358+0.0020483i,0.0021626+0.0049681i,0.0026911+0.0044306i,0.003132+0.0015021i,0.0039212+0.00024069i,0.0039981-0.0007918i,0.0045602-0.0024376i,0.0061912-0.0029986i,0.0080594-0.0024855i,0.0071644-0.0025131i,0.0020329-0.0026012i,-0.0022057-0.0012186i,-0.003502+0.00077515i,-0.0034375+0.0011628i,-0.0033382+0.00083891i
0.0017612+3.8164e-05i,0.0024298+0.0014581i,0.0017205+0.0033209i,0.0010071+0.0024045i,0.0021774+2.6143e-05i,0.0031209-0.00044734i,0.0024225+0.0003589i,0.0008141-0.00011384i,-0.00070098-0.0026624i,-0.0021193-0.0043i,-0.0039659-0.0028107i,-0.0049893-0.00058771i,-0.0047398+0.0003861i,-0.0054088+0.00054389i,-0.007346+0.00066937i,-0.0088302+0.00205i,-0.0093285+0.0051692i,-0.0072327+0.006638i,-0.0016739+0.0049024i,0.001851+0.0010701i,0.0016916-0.0030226i,0.00090446-0.0041157i,0.0014091-0.0027899i
-0.00067216+0.0011925i,-0.001066+0.0010849i,-0.00062581-0.0018233i,0.00092301-0.0029619i,-0.00065956-0.0013316i,-0.0032798-0.00071579i,-0.0017874-0.00037785i,0.0018901+0.00011317i,0.0049203+0.00080224i,0.007068+0.00021431i,0.0070363-0.0022184i,0.0042823-0.0037646i,0.0024869-0.0030162i,0.0020814-0.0016584i,0.0026757-0.0024916i,0.0036959-0.0055786i,0.0036064-0.0078405i,0.0017613-0.0086729i,-0.0011797-0.0062752i,-0.0019761-0.0013694i,-0.00054362+0.0030818i,0.00053551+0.0039942i,0.00077908+0.0028396i
0.0046957-0.0038187i,0.0050025-0.0053809i,0.0051156-0.0050384i,0.0012258-0.0049435i,-0.0022792-0.0053307i,-0.0024241-0.0033809i,-0.0010677-0.0011015i,-8.1516e-05-0.00021762i,-0.0011928+0.00027194i,-0.0038852+0.0017884i,-0.0043468+0.0044562i,-0.002486+0.0068608i,-0.00060244+0.0073549i,-0.00028784+0.007493i,0.00012654+0.0088511i,0.0017094+0.0096068i,0.0035555+0.0092841i,0.0052223+0.0076502i,0.005282+0.0042321i,0.0023819+0.00072774i,-0.00079831-0.0012815i,-0.0014384-0.0013521i,-0.0010999-0.00044559i
0.0044736+0.008313i,0.0048899+0.0062816i,0.0044347+0.0022661i,0.0042623-0.0029496i,0.0030837-0.0050609i,0.00090859-0.0041832i,0.00048059-0.0021428i,0.0019882-0.0015562i,0.0040947-0.003238i,0.0049454-0.00657i,0.0016649-0.0087078i,-0.0028305-0.0079905i,-0.0039157-0.006662i,-0.0020804-0.0062307i,-0.0003548-0.0069111i,-0.0013797-0.0074485i,-0.0043215-0.00742i,-0.0068373-0.0054175i,-0.0073946-0.0016132i,-0.0042024+0.0013038i,0.00049457+0.0023763i,0.0029647+0.0018661i,0.0031286+0.001111i
-0.0030696-0.0013946i,-0.0020099-0.00076672i,0.00038948+0.00014413i,0.0013565+0.0010487i,-0.00012222+0.00010574i,-0.0013335-0.00055641i,-0.00061361-0.00055637i,0.0017895+4.3393e-05i,0.0024179+0.0020398i,0.0026476+0.0043736i,0.0048385+0.0046884i,0.0068281+0.0033238i,0.0070635+0.0017271i,0.0053342+0.0021346i,0.0037123+0.0030999i,0.0035232+0.0022323i,0.0051578+0.0010327i,0.0066811-0.00075231i,0.0060115-0.0020885i,0.0038983-0.0018097i,0.0011231-0.00064941i,-0.0015398+0.00056518i,-0.00281-1.7957e-05i
0.0028808-0.00075469i,0.0030533-0.0017574i,0.0014358-0.0033623i,-0.00011817-0.0049065i,7.6662e-05-0.004361i,0.00062935-0.00076903i,0.0013844+0.0012835i,0.0019646-0.00076374i,0.00024874-0.0036921i,-0.0043737-0.0043698i,-0.0078715-0.0022071i,-0.008363-0.00022275i,-0.0072554+0.00014246i,-0.0065064-0.0016081i,-0.0071189-0.0036496i,-0.0094214-0.0027835i,-0.010638+0.00097223i,-0.0087076+0.004277i,-0.0054554+0.0046577i,-0.0018451+0.0029971i,0.00062826+0.00026555i,0.0016532-0.0020909i,0.0015253-0.0017785i
0.00014321+0.0025192i,0.0021666+0.0028991i,0.0041375+0.0034605i,0.003754+0.0036939i,0.00095439+0.0025365i,-0.0011911+0.00044683i,-0.00067034-0.00068643i,0.0021233-0.00030867i,0.0050359+0.00022717i,0.0078047-0.00046957i,0.007807-0.0024108i,0.0054351-0.0041787i,0.0043251-0.003514i,0.0048842+0.00013677i,0.0058065+0.0030802i,0.0062705+0.0019326i,0.0057168-0.0021538i,0.0042688-0.0057774i,0.0024842-0.0064153i,0.0014906-0.0045282i,0.00086175-0.0015604i,0.00040766+0.00057145i,-9.3086e-05+0.0011962i
0.00063048-0.0018254i,0.00078778-0.0032932i,0.0026203-0.0043538i,0.0020713-0.0046201i,0.00026022-0.0040027i,-0.00081024-0.0018115i,-0.0002993+0.00034358i,-2.8048e-05+0.0011624i,-0.0017432+0.0012823i,-0.0038583+0.0026978i,-0.0046501+0.0046927i,-0.003643+0.0051621i,-0.0033882+0.0043281i,-0.0042263+0.0033327i,-0.0045433+0.0028228i,-0.003383+0.0033706i,-0.00086736+0.0053381i,0.00077682+0.0062342i,0.0013277+0.0053105i,0.0010621+0.0037929i,-0.00015771+0.0011319i,-0.0011533-0.0017985i,-0.00079415-0.0028516i
0.0029572-0.0012264i,0.0022562-0.0027426i,0.00028343-0.0032446i,-0.0018156-0.0026107i,-0.0028919-0.0013868i,-0.0022802-0.00035272i,-0.00033164-0.00022253i,0.0020121-0.001858i,0.0028529-0.0045008i,0.0025289-0.0067118i,0.0014585-0.0078774i,-0.00053042-0.0075408i,-0.00036774-0.0060133i,0.0023125-0.0047231i,0.0049555-0.0048706i,0.0037734-0.0054469i,-0.00098553-0.0054789i,-0.0038624-0.0057923i,-0.0038922-0.0048717i,-0.0032091-0.0036794i,-0.00062574-0.0017273i,0.0014484+0.00045518i,0.00092234+0.00079285i
-0.0012086+0.0012139i,-0.0015829+0.0012325i,-0.0018725+0.0012554i,-0.0010498+0.00098697i,0.00011242+3.7608e-05i,-0.00078455-0.00012292i,-0.0013763+0.00048911i,-0.00050798+0.0023957i,0.00051183+0.0042528i,0.0021009+0.0051424i,0.0031944+0.0056578i,0.0033648+0.0045067i,0.0024313+0.0030625i,-0.000383+0.003246i,-0.0022548+0.0029253i,-0.0019015+0.0017254i,0.0005215+0.00075274i,0.0031895+0.0013817i,0.0036859+0.0024517i,0.0023748+0.0018503i,0.00087522+0.0017546i,-0.00025167+0.0010719i,-0.00099268-0.00085765i
0.0025184-0.0011929i,0.0015736-0.0030464i,0.0023712-0.0065371i,0.0023093-0.008055i,0.00011888-0.0053256i,-0.0012453-0.0019578i,0.00018127-0.0010884i,0.0016631-0.0023257i,0.00025725-0.0045602i,-0.0030819-0.005303i,-0.0054911-0.0047196i,-0.0059024-0.0028039i,-0.0042742-0.0012231i,-0.0022233-0.0023848i,-0.00015726-0.0041238i,0.00011286-0.0032401i,-0.003167+1.135e-05i,-0.0064722+0.0020626i,-0.0064607+0.0022772i,-0.0037031+0.00088175i,-0.00022524-0.00047732i,0.0013907-0.00051297i,0.0013547-0.00043306i
0.0015098+0.0013312i,0.001347+0.00026501i,0.00065179-0.00075424i,-0.00065152-0.001043i,-0.0022406-0.0020454i,-0.0036478-0.001801i,-0.002377+9.5582e-05i,0.00033645+0.00029977i,0.0038696+7.8977e-05i,0.0071666-0.00028625i,0.0074336-0.0011477i,0.0056952-0.0010602i,0.0034341-8.573e-05i,0.0020281+0.0019718i,0.0014575+0.0047342i,0.001184+0.0045287i,0.0021165+0.0012489i,0.0041311-0.0019546i,0.0051768-0.0026519i,0.00417-0.0017377i,0.0026489-0.0003594i,0.0009104-0.00027193i,-0.00065757-0.00077179i
0.012284+0.0039685i,0.015628-0.0011876i,0.020211-0.0097475i,0.014049-0.013473i,0.0046116-0.014387i,-0.0035993-0.011067i,-0.0039456-0.0041328i,0.00025757-0.0015784i,0.0028683-0.0022143i,0.00061756-0.0026315i,-0.0054101-0.00075608i,-0.0077743+0.0026889i,-0.0054689+0.0047105i,-0.002688+0.0040967i,-0.00072557+0.0013021i,0.0008092-0.00017031i,0.0016813+0.0016744i,0.0015428+0.0038323i,-0.0003024+0.0041298i,-0.0016689+0.0031315i,-0.0013945+0.0015327i,-0.00038004+0.00061351i,0.00026003+0.00022575i
-0.0040947-0.002975i,-0.0050456-0.00031765i,-0.0059639+0.002039i,-0.003306+0.0030951i,-0.0011555+0.0030677i,0.00023322+0.001781i,0.00076758+0.00034861i,0.001212-0.0007509i,0.0016287-0.0024975i,0.0016922-0.0042861i,0.0018704-0.0056729i,0.0016007-0.0059746i,0.0009171-0.0055206i,0.0017577-0.0037973i,0.0033809-0.0014679i,0.0027204-0.00076308i,0.00036225-0.0030423i,-0.0011408-0.0054393i,-0.00028023-0.0052239i,0.0010156-0.0037914i,0.00080851-0.0016284i,-0.00018279+0.00024158i,-0.00075381+0.0007878i
-0.0027377-0.0015203i,-0.0019858+0.00054769i,-0.0029986+7.4749e-06i,-0.0032368-0.00097411i,-0.0028075+0.000638i,-0.0017382+0.0018421i,0.00053354+0.0013347i,0.0010035+0.0013587i,0.0003648+0.0025894i,0.0011019+0.0047464i,0.0014231+0.0059316i,0.001234+0.0047475i,0.0011591+0.0021671i,-7.1916e-05-0.00068429i,-0.002852-0.0020022i,-0.0031309-0.0018516i,-0.00025299-0.00021983i,0.0010195+0.00155i,0.0010588+0.0018193i,0.00074058+0.0025755i,0.00013709+0.0022292i,6.1173e-05-0.00017667i,-0.00026909-0.0012017i
-0.0008967-0.002246i,-0.00032008-0.00096214i,-0.00059639+0.0020078i,-0.00065891+0.0035747i,-0.00095699+0.0027482i,-0.00028091+0.0018596i,0.00030084+0.0006671i,0.00024062-0.0005664i,-0.00083905-0.002037i,-0.0024141-0.0038098i,-0.0033818-0.0043226i,-0.0038156-0.0033251i,-0.0032834-0.0010644i,-0.0011018+1.4564e-05i,0.00099274-0.0012334i,0.0016297-0.0016187i,-0.00099265-0.0011049i,-0.0042483-0.0011348i,-0.0035142-0.0014576i,-0.0011641-0.0013161i,0.00018123-0.00073231i,-2.0415e-05-0.00086425i,-0.00015406-0.00078273i
0.00046956+0.00023398i,0.00025084-0.00080081i,-0.00052556-0.0015664i,-0.0006832-0.0019771i,0.00094166-0.0016584i,0.0012785-6.0343e-05i,0.0010645+0.0015614i,0.0025151+0.0011936i,0.004128+0.0011455i,0.0053133+0.0019684i,0.005739+0.0011775i,0.0041356-0.00039493i,0.002286-0.0014859i,0.00033721-0.0010834i,-0.0015685+0.0010618i,-0.0025966+0.0016202i,-0.0017602+0.00055596i,0.00089712-5.0086e-05i,0.002278+0.00087395i,0.0023687+0.0016199i,0.0018245+0.0006518i,0.00048238-0.00054726i,0.00026907-0.00081972i
