-0.0037129+0.00049996i,-0.0022605-0.00041054i,-0.0009799+0.001019i,-0.00074342+0.0027654i,-0.00047813+0.0028955i,-0.00043032+0.0012872i,-0.00030411+0.0011253i,0.00028072+0.0012452i,0.0003193+0.00081706i,0.00038598+0.0005i,0.00089199-0.00016877i,0.0007683-0.0015914i,0.00029839-0.0017352i,0.00039547-0.00091944i,-8.9956e-05-0.00054808i,-0.00016462-0.00011063i,5.67e-05+7.5782e-05i,5.6886e-05-0.00037649i,0.00032302-0.00088449i,0.00075993-0.00032549i,0.00091192+3.5424e-05i,1.4428e-05-0.0004204i,-0.00015638-0.00065135i
-3.7634e-05+0.0011652i,0.00037592+0.001716i,-0.00037682+0.0015628i,-0.00067856+0.0015042i,-0.00027537+0.0016648i,-0.00014803+0.001073i,-0.00042318+0.0011745i,9.1806e-05+0.00044731i,0.00073313-0.00033476i,0.00020214-0.00018953i,-0.00047767+0.00037445i,-0.00067019+0.00076455i,-0.00023722+0.00057251i,0.00014176-6.0483e-05i,7.7769e-05-0.00052036i,-0.00054982-0.00018292i,-0.00050118-0.00028267i,0.00026587-0.00077514i,0.00015133-0.00064109i,-0.00024048-0.00031077i,-0.00044444-0.00053078i,-0.00076941-0.00039511i,-0.00076135-0.00027911i
-0.00017876-0.0015753i,-0.00050439-0.00083248i,-0.00038202-4.5207e-05i,0.00014965+0.00013379i,-0.0002643+0.0003332i,-4.3781e-05+0.00038116i,0.00073547+0.0005678i,0.0008723+0.00037025i,0.00075108-0.00030318i,-0.00023924-0.00050475i,-0.00047568-0.00054754i,-3.9775e-05-0.00043829i,6.1629e-05+0.00045763i,0.00017571+0.00097876i,-0.00033672+0.00040161i,-0.00085095-0.00017674i,-0.00040587-0.00034142i,0.00057894-0.00043288i,0.00068466+2.87e-05i,0.00011489+0.00016857i,-0.00064763-0.00060436i,-0.0006878-0.00048111i,-0.00087016+0.0003528i
-0.001351-0.0007514i,-0.00032268-0.00048969i,6.9358e-05+0.00090218i,-0.00043659+0.0023729i,-0.0011965+0.0020967i,-0.0009579+0.00086001i,-0.00015151-1.2741e-05i,-0.00031809-0.0003807i,-0.00062606-0.00026888i,-0.00040485-0.00061212i,-0.00017088-0.00062694i,-0.00033085-9.6859e-05i,-0.00014848+0.00021388i,-0.00025324+3.7148e-05i,-0.00062191-0.00050159i,-4.0739e-05-0.00066935i,0.00024544-0.00017005i,0.0002198-0.00038114i,0.00028276-0.00058326i,3.774e-06-3.3486e-05i,-0.0003314+0.00032554i,-0.00026251+0.00021052i,-0.00059522+5.5892e-05i
0.00049035+0.0002186i,-2.8035e-05-0.00020465i,4.1926e-05+0.00018217i,5.308e-05+0.0017498i,0.00055961+0.0029417i,0.00085897+0.0020682i,0.00054687+0.00089273i,0.00024047+0.00031694i,0.00065522+0.0001768i,0.00037532+0.00013267i,-7.8024e-05-0.00044829i,0.00068722-0.00068605i,0.0013081-0.00027961i,0.00054451+0.0002156i,-0.00048177+0.00047316i,0.00017565+6.0441e-05i,0.00047539-8.2385e-05i,0.00016091+0.00043253i,0.00015675+0.00011108i,0.00032563-0.0005875i,0.0004848-0.00049853i,0.00044782-7.6755e-05i,4.5232e-05-0.00017202i
0.0012981-1.5655e-05i,0.0014729-0.00066357i,0.0012006-0.00041756i,0.00019651+0.00027733i,0.00016053+0.00043979i,6.9863e-05+0.00069215i,-0.00062211+0.00088355i,-0.00031365+0.00067075i,-0.00020917+0.00026963i,-0.0012843+8.7772e-06i,-0.0019747+0.00024431i,-0.001032+0.0001594i,-0.00011753+0.00042669i,-0.00054053+0.00057056i,-0.0015504+0.00039057i,-0.0013474-0.00027881i,-0.00036678-0.0013429i,0.00053092-0.0006853i,0.00058102+0.00061902i,0.00040817+0.00052598i,0.00053629+0.0007566i,1.765e-05+0.0011828i,-0.00039511+0.00080219i
-0.0017335+0.0011677i,-0.0021595+0.001085i,-0.0015044+0.0010857i,-0.00035039+0.0011852i,0.00050639+0.0010428i,0.001616-0.00019395i,0.0014877-0.0004778i,0.00029033+0.00016688i,-3.8032e-06+0.00013643i,-0.00015774+0.00074805i,-0.00025591+0.0010614i,0.00015729+0.00077932i,0.00063487+0.00057257i,0.0012561+0.00065265i,0.0013592+0.00045271i,0.0008388+0.00056026i,-0.00043637+0.00042604i,-0.00097881-2.0289e-06i,-0.0010333-0.00052676i,-0.0010194-0.00061005i,-0.0010637+0.00043025i,-0.00082406+0.0005815i,8.76e-05-3.668e-06i
-0.0018182-0.00034011i,-0.0025265-0.00029154i,-0.0020773+1.1817e-05i,-0.0012547+0.00031321i,-0.00097881+0.001246i,-0.00034321+0.0013374i,-0.00010245+0.00038704i,-0.0005088-5.977e-06i,-0.00087636-4.9989e-05i,-0.00083467-0.00039918i,-0.0003806-0.00059177i,0.00014323-0.00049208i,0.00026566-9.9734e-05i,-0.00047931+0.00034516i,-0.0008109-8.7913e-05i,-0.00081919-0.00043574i,-0.0013298-0.0006282i,-0.0010742-0.00064889i,-0.00041101-0.00013444i,-0.00034277-0.00018105i,-0.00029895-0.00032903i,-0.00016458+5.8293e-05i,-7.9716e-05+0.00032541i
-0.0012174+0.00052138i,-0.0012509+0.00090148i,-0.00074199+0.0021403i,-0.00040009+0.0031488i,0.00012271+0.0025836i,0.00056018+0.00094071i,0.00067508-2.5308e-05i,0.00086713-0.00014868i,0.00038788-0.00018136i,-0.00064106-0.00036338i,-0.00047157+0.00022249i,0.00011377+0.00075015i,0.00052773+0.00060952i,0.00094211+0.00029858i,0.0003371-0.00037789i,0.00028203-0.00026778i,0.0006035+0.00081312i,9.4706e-05+0.00081181i,-0.00031429+0.00014428i,-0.00018535-0.00041123i,0.00055848-0.00030911i,0.0007586+0.00010553i,0.00094747-0.00027015i
-0.0020001+0.00077833i,-0.0021497+0.00054581i,-0.0017875+0.00051498i,-0.00084556+0.00075152i,1.5951e-05+0.00061132i,0.00049445+0.00087018i,-0.0001387+0.00039604i,-0.00048492-0.00023307i,0.00019747-0.00033574i,0.00034377+4.7373e-05i,0.0001058+0.00052998i,-1.2215e-05+0.0006039i,0.00064265+0.00024823i,0.00075465+0.00029482i,-5.4617e-05-0.00015107i,-0.00087103-0.00077059i,-0.001089-0.00055181i,-0.0001829+0.00043734i,0.00041987+0.0010946i,8.2663e-05+0.00085914i,-0.00074272+0.000122i,-0.00049073-0.00013382i,-0.00043218-2.8312e-05i
0.0010577-0.00044962i,0.0017006-6.7757e-05i,0.0015544-0.00025269i,3.7515e-06-0.00042516i,-0.0014209+0.00044917i,-0.0015898+0.0012424i,-0.0010788+0.00088482i,-0.00063633+0.00029076i,9.4596e-05-0.00063344i,0.00039768-0.0012013i,-0.00019062-0.00050006i,-0.00039986+0.00052636i,-0.00050612+0.0008202i,-9.3287e-06+0.00022034i,0.00039225-0.00030271i,7.7668e-05-0.00044685i,2.1821e-05-0.00046468i,0.00027376-0.00023237i,0.00028368-0.00071908i,-5.1043e-05-0.001272i,-0.00021324-0.00019712i,-0.00061985-0.00018387i,-0.00056851+6.3615e-05i
0.00094276+0.0017907i,0.00029007+0.00083799i,0.00098161+0.00032154i,0.0013447-2.7708e-05i,0.00093121-0.00029149i,8.4675e-05-0.00045427i,-2.6952e-05-0.00014833i,0.00062068-0.00011449i,0.0006193+0.00012452i,-8.7501e-06-0.00012198i,0.00024738-0.0005385i,0.0010392-0.00067002i,0.00080131-0.00038501i,-1.8288e-05+0.00033461i,-0.00045223+2.8906e-05i,-0.00062131-0.00032697i,-0.00042405+0.00025962i,-0.00011649+0.00046867i,0.00023694+0.00079477i,0.00038341+0.00047069i,0.00034872+0.0001565i,-0.00027288+0.00034318i,-0.00081997+0.00050849i
-0.00022795-0.0016694i,-0.00050486-0.00054696i,-0.0017635+0.00024675i,-0.0020557+0.0014728i,-0.0018027+0.0023671i,-0.00072641+0.0019251i,4.4225e-05+0.0012238i,-8.4968e-05+0.0012789i,-0.00014115+0.00061248i,-2.8118e-05-0.00070355i,0.00029372-0.00059287i,0.00045375+4.2587e-05i,0.00038766+0.00045054i,0.00070305+0.00013245i,0.00051431-0.00028385i,0.00010713-0.00071722i,0.00026984-0.00058277i,-0.00021539-0.00024212i,-0.00092511-0.00012926i,-0.00065827-4.7897e-07i,-0.00048407+0.00049846i,-0.00029269+0.0004078i,0.0003567-0.00026295i
8.0543e-05-0.0011849i,0.00060303-0.0012548i,-0.00038346-0.00054469i,-0.0010895+0.0013208i,-0.0011219+0.0029911i,-0.00048836+0.0028781i,0.00022243+0.0018283i,-8.5055e-05+0.00054303i,-0.00073803-0.0009274i,-0.00061695-0.00081754i,-0.00031733+0.0004608i,0.0001442+0.0011859i,0.00056432+0.0012263i,0.00019173+0.00093952i,-0.00018464+1.8655e-05i,-0.00027184-0.00068898i,-0.00075148-0.00030703i,-0.00076798-0.00013502i,-6.5114e-05-0.00025789i,0.0005069-0.00026805i,0.001358-0.00091444i,0.0013143-0.0011457i,0.00034697-6.8348e-05i
-0.00052258-0.00056114i,-0.00021003+0.0003569i,2.2537e-05+0.0010589i,-0.00053398+0.0018289i,-0.00020398+0.002281i,0.00063346+0.0020786i,0.0001816+0.0010403i,0.00017027-6.5239e-05i,0.00044721-0.00023019i,-0.00022606+0.00016158i,-0.0006019+3.0573e-05i,-0.00035747+2.9805e-05i,-0.0004112-5.9219e-05i,0.00019305-0.00078794i,2.1008e-06-0.0012471i,-0.00090997-0.00036771i,-0.0004072+0.00039844i,-0.00013437+0.00035524i,-6.0935e-05+0.00046463i,0.00030782+0.0003754i,0.00024662-0.00013077i,-5.3763e-05-0.00036814i,-0.0003922-0.00046905i
-0.00082094+0.00014209i,-0.00088867+0.00048195i,-0.00060554+0.00045948i,-0.00031885+0.0007439i,0.00021495+0.00016485i,7.6982e-05-0.00014948i,-6.4511e-05-0.00013677i,0.00043926-0.00036328i,0.00039781-0.00043831i,-0.00092698+3.6962e-06i,-0.0017898+0.00066039i,-0.00088059+0.000803i,7.1644e-05+0.00055237i,-0.00026285-3.1539e-05i,-0.00037402-0.00019063i,-0.00019716-0.00049212i,0.00019931-0.00041763i,0.00043081+0.00022992i,0.00039643+0.00053188i,-0.0001875+0.00038418i,-0.00045136-0.00028266i,-0.0001895-0.0011367i,0.00022607-0.0011677i
9.0277e-05+0.0014974i,0.00092127+0.0021667i,0.0010541+0.0019275i,0.0012082+0.0011991i,0.0008296+0.00085943i,0.00019572+0.00074919i,3.5593e-05+0.00068951i,5.0574e-05+0.00070171i,-7.4477e-06+0.00044972i,-8.1822e-05+2.9889e-05i,-0.00034444+0.00035808i,-0.0004639+0.00045101i,-0.00034708-0.00014508i,7.9355e-05-0.00098631i,0.00034716-0.0011319i,0.0005733-0.0009301i,0.00067656-0.00066635i,0.00052544+0.00024562i,0.00053166+0.0001809i,0.00042105-0.00043535i,0.00051795+3.8476e-05i,5.9974e-05+0.0011177i,-0.00036102+0.0013192i
-0.00059602-0.0011994i,-0.00061067-4.7637e-05i,-0.00050046+0.00079112i,-0.00053184+0.0013566i,0.00058299+0.0014921i,0.00093391+0.0010919i,0.00029838+0.00069078i,0.00030041+0.001123i,0.0010686+0.00096804i,0.0011048+9.0613e-05i,0.00097208+0.00029084i,0.00062678+0.00103i,-0.00050255+0.0011096i,-0.00010091+0.00055774i,0.000602-3.6586e-05i,0.00030562+0.00065765i,0.00024777+0.00060536i,3.044e-05-9.207e-07i,0.0001332-3.3656e-05i,0.00031474+0.00055597i,-0.00057598+0.00049126i,-0.0012388-0.00091016i,-0.00037404-0.0011124i
-0.0007236+0.00027992i,-0.00039077-0.00029986i,-0.00042472+0.00014038i,-1.0297e-05+0.00013919i,-0.00029893+0.00067378i,-0.0014147+0.00071263i,-0.00056202+0.00048093i,0.00011957+0.0011254i,3.3925e-05+0.00086256i,5.2683e-06-5.0036e-05i,0.00038195-0.00039791i,0.00053351+0.00013989i,0.0012511+0.00013802i,0.0012613+9.484e-05i,0.00052661+0.00050419i,0.00052608+0.00040624i,0.00017356+0.00052494i,-0.00012323+0.00042785i,0.00069209-0.00033901i,0.0008745-0.00013814i,0.00053765-6.8805e-05i,0.00080434+0.00015765i,0.00097118+0.0002354i
-0.00083004+2.2416e-05i,-0.00097196+0.00042353i,-0.0011876+0.0011411i,-0.00037949+0.0012387i,0.0011799+0.00061286i,0.001075-6.29e-05i,0.00040932+0.00010557i,9.9163e-06+4.1712e-05i,-0.00018081-0.00052117i,-0.00024346-0.00096163i,-4.7195e-05-0.00039541i,4.9483e-05+0.0001459i,-0.00076741+0.00022966i,-0.0010611+0.000207i,-0.0004917+3.4025e-05i,2.8351e-05+0.00052827i,-5.9937e-05+0.00027282i,0.0004725+0.0001247i,0.0008585+0.00037083i,0.00046066+0.00080237i,0.00047653+0.00058175i,0.00067094-0.00023141i,0.00028242+2.6461e-05i
-0.0011606+0.0010487i,-0.0020079+0.00011393i,-0.0029231+0.00056585i,-0.0023282+0.001181i,-0.00040624+0.0013792i,0.00010879+0.0011408i,-0.00019403+0.00057515i,0.00037999+0.00030163i,-0.00015182-0.00033124i,-0.0006047-0.00041844i,0.00023361+0.00030007i,0.00084751+0.00078269i,0.00051675+0.00089672i,0.00072155+0.00064591i,0.0011739+0.00026139i,0.0010872-0.00016274i,0.0012032+0.00028447i,0.00060997-3.7942e-05i,-6.4961e-05+0.0002154i,-0.0002938+0.00039089i,-0.00036031-0.00072316i,4.6587e-05-0.0010574i,0.00011706+2.9669e-05i
4.844e-06-0.00023211i,0.0004907-0.00089595i,0.00043321-4.5614e-05i,-0.00054796+0.00092615i,-0.0008069+0.0012189i,-0.00045021+0.0002621i,2.9776e-05-0.00032045i,-0.00017749-0.00039103i,-0.00037098-9.7367e-05i,0.00058103+0.00066682i,0.00034192+0.00063974i,0.00049159-1.9299e-05i,0.0010825-0.0004801i,0.0001888-8.6928e-05i,0.00027007+0.00037501i,0.0014254-8.5316e-05i,0.00092022+0.00032157i,0.00031865+0.0004669i,-9.4548e-05-5.2878e-05i,0.00028741-3.7707e-05i,0.00031261+0.00035756i,-0.00038385+0.00020214i,0.00044167-0.00071911i
-0.0012506+0.00036489i,-0.0014273+0.0012419i,-0.0015288+0.0031278i,-0.0010171+0.0029689i,-9.5932e-05+0.001757i,0.00023697+0.00059975i,-0.00013655-0.00027595i,3.0876e-05-0.00017998i,-0.00027879+0.0004226i,-0.00029737+0.00041193i,0.00059152-5.666e-06i,0.0011154+0.00016905i,0.0010281+0.000694i,0.00073237+0.00035603i,0.00068778-0.00016929i,0.00069461-0.00030125i,0.00081254-0.00024223i,0.0010622-0.0002126i,0.00030339+8.6315e-05i,-0.001059+0.00036917i,-0.00026714-0.00015635i,-7.0504e-05-0.0002142i,-0.00014549+0.00060005i
0.0019068-2.8596e-05i,0.00064874-0.0014965i,5.0423e-05-0.0011321i,-8.5808e-05-0.00034257i,-0.00039843+0.00042723i,-0.00052527+0.00109i,-0.0001186+0.00095054i,-4.8456e-05+0.0007898i,0.00046162+0.00039075i,0.0011158-0.00069235i,0.00021045-0.0008367i,-0.00033704+0.00027681i,-4.4195e-05+0.00083606i,0.0001346+0.00067388i,0.00032838+0.00054214i,0.00033389+0.00033336i,0.00030845+0.00039264i,0.00021352+0.00023233i,0.0009064-0.0001159i,0.0012581+7.8035e-05i,0.00055247+0.00032372i,0.00043554+0.00030681i,0.00067833+0.00037903i
0.00037184+0.0022294i,0.0013671+0.0023656i,0.0008616+0.0012407i,0.00090835+0.00017544i,0.00045039-0.00023578i,-0.00036757-0.00043325i,-0.00020817+0.00043533i,-0.00019724+0.00054129i,-0.00025201+0.00022303i,0.00014401+0.00029064i,0.00031644+0.00032409i,0.00038098-0.00032919i,0.00026789-0.00068251i,0.00018776+0.00019411i,0.0002182+0.00064516i,0.00026457-0.00022825i,0.0005424-0.00047974i,-0.00027466-9.0425e-05i,-0.001043-0.00055483i,-0.00058624-0.00030816i,-0.00035773+0.00037138i,-0.00016986+6.3256e-05i,-6.8819e-05-3.9297e-05i
0.0022881-4.7562e-05i,0.0016217+0.00031815i,-0.00047404-3.3016e-05i,-0.0021124-0.00030872i,-0.0020683+0.00021724i,-0.00097524+0.00036945i,-0.00031795-0.00028265i,-0.00043627-0.00017136i,-0.00033899+0.00017702i,-9.925e-06+0.00032826i,-0.00011143+0.00075603i,-0.00070026-0.00021353i,-0.001193-0.00014603i,-0.00084705+0.00096474i,-0.00026406+0.00074278i,6.511e-05+0.00018558i,-1.0505e-05-0.00013154i,1.0922e-05-0.00061324i,0.00072752-0.00083253i,0.0011637-0.00090434i,0.00051606-0.00091748i,0.00037452-0.0007321i,0.00016767-4.0492e-06i
0.0015333-0.000853i,0.0010463-0.00065766i,-0.00026504-4.9294e-05i,-0.001327+0.0004781i,-0.0020902+0.0018794i,-0.0010967+0.0025456i,0.00046625+0.0015081i,0.00058176+0.0013865i,0.00012346+0.00059163i,-0.00033474-0.00060574i,-0.00034368-0.0010821i,-2.4092e-05-0.0010489i,-0.00022668-0.00022866i,-0.0010877-0.00026037i,-0.0008022-0.0012888i,-0.00060037-0.001281i,-0.00047584-0.00072687i,-0.00016443-6.7932e-05i,0.00041461+9.4336e-05i,0.0007478+0.00015091i,0.00062661+0.00034464i,0.00012071+0.00065332i,-6.944e-05+0.00089717i
0.0003789+0.0010663i,0.00058579+0.00081663i,0.00082935+0.0013819i,0.0010252+0.002028i,0.0013371+0.0021877i,0.0006314+0.0015478i,-0.00040753+0.00087563i,-0.00037526+0.00075535i,-9.5243e-05+0.00028373i,-0.00010283+0.00026969i,-0.00037495+0.00022308i,0.00027706-0.00067095i,0.00058606-0.00033599i,0.00027143+0.0006557i,0.00044168+0.00093336i,0.00027565+0.00046666i,-0.00019928+0.0001409i,-6.519e-05+0.00029395i,0.00035178+0.00026151i,0.00062142+1.286e-06i,0.00024062-8.1876e-05i,-0.000401+0.00013392i,-6.0755e-05-1.1333e-05i
-0.0029678-0.00077134i,-0.0017599+0.00044308i,-0.0024321+0.0027349i,-0.0028904+0.0026782i,-0.0016136+0.0016374i,2.2697e-05+0.00081002i,0.00019532-0.00038478i,-0.00050682-0.00064825i,-0.00091995-0.00012512i,-0.00096811+0.00031268i,-1.3928e-05+0.00021143i,0.00052303+0.00041725i,0.00033198+0.00039841i,0.00057499+0.00013427i,0.0013965+0.00043834i,0.0011319+0.00095361i,0.00012836+0.0018071i,6.0942e-05+0.0013004i,0.00061306-0.00011741i,0.00091151-0.00070671i,0.00063688-0.00033326i,0.0002617+0.00014029i,-3.3815e-05-7.6561e-05i
-0.00057425+0.0014318i,-1.3245e-06+0.00091316i,-0.00011192+0.00054686i,6.6899e-05-0.0005156i,0.00028403-0.00042242i,0.00051751+0.00032873i,0.00040932+0.0008394i,0.00011289+0.0010234i,-0.00041324+0.00061089i,-0.00051874-0.00053213i,0.00046712-0.00077625i,0.00055649+2.6871e-05i,-2.7913e-05+0.00017964i,0.00030272+0.00032386i,5.2148e-05+0.00053487i,-0.00045525+0.00041594i,-0.00032376+0.00039146i,-0.0002317+0.00010011i,-0.00017571+0.00012488i,2.0442e-05+9.9466e-05i,-0.00040368-0.00012958i,-0.00023269-0.00019343i,0.00021987+0.00019504i
-0.00087619+0.0001467i,-0.001594-0.00015219i,-0.0020269+0.00060344i,-0.0019508+0.00084402i,-0.0016044+0.00058556i,-0.00080255-1.8266e-05i,0.00010417+2.6847e-05i,0.00024999+1.706e-05i,6.5415e-05+0.00019333i,8.1743e-05+0.00084212i,6.3585e-07+0.00099262i,-0.00013523+0.00054091i,2.8223e-05+0.00013189i,-0.00037281-0.00048778i,-0.00032153-0.00081917i,0.00019936-0.00024817i,-0.00032517+0.0001218i,-0.00032547+0.00071843i,-1.566e-06+0.00086148i,-0.00029122+0.00012692i,0.00019032-0.00028235i,0.00047164-0.00013805i,0.00018151+1.2718e-05i
-0.0010747-0.00014151i,-0.00068815+0.0013473i,-0.00052095+0.0017461i,-0.00023254+0.0019496i,-0.00079383+0.0022336i,-0.0009184+0.0017554i,-0.00023182+0.00075758i,0.00016373+0.00046691i,-2.8823e-05+0.00042376i,-0.000305+0.00062518i,-0.00079338+0.00087763i,-0.0011678+0.00070672i,-0.00099171+0.00078832i,-0.00063487+0.00057021i,-0.00012501+0.00051868i,0.00028664+0.0003085i,0.00051313+0.00029875i,0.00060968+0.00039639i,0.0011827-3.1569e-05i,0.0015323+0.00014084i,0.0011005+4.7214e-05i,-4.1338e-06-0.00040131i,-0.00087935+2.7254e-05i
-2.8463e-05-0.001467i,-0.00019351-0.00076969i,-0.0012745+6.6703e-05i,-0.0018265+0.00048734i,-0.00098888+0.0010737i,0.00042989+0.00035641i,0.00046866-0.00026467i,9.3589e-05-3.7276e-06i,-0.00047036+5.9333e-05i,-0.00049185-0.00058706i,3.0681e-07-0.00064915i,8.6144e-05-7.8595e-05i,0.00049334+0.00034099i,0.00045014+0.0014164i,-8.8139e-05+0.001447i,-0.00029544+0.00034798i,1.0962e-05-0.00044186i,-3.6796e-05-0.00024663i,-6.0449e-05+0.00023375i,0.00031307-0.00073994i,0.00029692-0.00077203i,0.00026701-0.0002365i,0.0010148-0.00065773i
-0.00024927-0.00011738i,0.00052109+0.00030335i,-0.00016584+0.00036065i,-0.00044907+0.001176i,-2.7971e-05+0.0012492i,0.00016509+0.0012371i,-4.646e-05+0.0014192i,-0.00040618+0.00063358i,-0.00048459+0.00013372i,-0.00095203+0.00031749i,-0.00071415+8.9356e-05i,0.00077262+0.00029316i,0.00063819+0.00036435i,-0.00036716-0.00019093i,8.9591e-05-9.6081e-05i,-0.00020097+0.00069978i,-0.00023066+0.00095055i,-2.9263e-05+0.00070891i,-0.00061744+5.7022e-05i,-0.00086127-0.00033656i,-0.00024065+0.00027026i,0.0002267-0.00013289i,0.00068116-0.00053537i
-0.000532+3.5133e-05i,-0.00020647-0.00082988i,-0.00022559-0.001457i,-0.00064101-0.00019844i,-0.00019613+0.00065158i,0.0008902+0.00089924i,0.0013414+0.00036383i,0.00079777+0.00042844i,0.00064196+0.00041654i,-5.9538e-05-0.00066168i,-0.0008903-0.00038423i,-0.00079571+0.00020073i,-0.00026046+1.77e-05i,-0.00010618+0.000168i,0.00017243+7.117e-05i,0.00029781-0.00052839i,-8.3588e-05-0.00053192i,0.00030643-0.00021852i,0.00023426+0.00027622i,0.00014957-5.8232e-05i,0.00063173-0.0010619i,0.00084778-0.00030319i,0.00097812+1.2534e-05i
-4.5139e-05-0.00010314i,-0.00056093-7.9857e-05i,-0.0010604+0.00089405i,-0.0020021+0.0015906i,-0.0018785+0.0017695i,-0.00089837+0.0014227i,0.00033461+0.0003796i,0.00059528-0.00020134i,5.4038e-05-0.00038585i,0.00021303-0.00088331i,0.00054813-0.0011625i,4.481e-06-0.00099139i,-0.00040929-0.00080304i,8.8371e-05+3.1763e-05i,0.00035987+0.00070298i,-0.00027797+8.405e-05i,-0.0010583-0.00071042i,-0.00070456-0.00059959i,-0.00012568-0.00027063i,-0.0004214-0.00047011i,0.00012192-0.0002357i,0.00061474+0.00010964i,-8.2758e-05+5.1409e-05i
-0.00049239-0.00020754i,-0.00026497+0.00083825i,-0.00060095+0.0022392i,-0.00082588+0.0037527i,-0.00014529+0.0040678i,0.00062158+0.002202i,0.00078419+7.9911e-05i,0.00058758-0.00069039i,0.00047073-0.0005118i,0.00069836-0.00048133i,0.0010362-0.00038867i,0.00070365-0.00021187i,0.0002138-4.5656e-05i,7.0299e-05+0.00056463i,-0.0003014+0.00078253i,-0.00033239+0.0003404i,-4.2564e-05-0.00048216i,0.00029948-0.00044266i,0.00037165-6.567e-06i,-0.00015249-0.00025319i,-0.00013946-0.00016038i,0.00023615+0.00066851i,0.00023248+0.00087383i
0.0016581-0.0004747i,0.0014751-0.00063523i,0.00091246-0.00055972i,-0.0010434-0.00032112i,-0.0021349-0.00064248i,-0.0012641+1.7259e-05i,-2.2012e-05+0.00068059i,0.00074287+0.0006954i,0.00049173+9.6631e-05i,-0.00024389-0.00034414i,-0.00032448-0.00019121i,-0.00030161-6.4425e-05i,7.3083e-05+0.00033879i,6.578e-05+0.0010523i,-0.00081136+0.00077781i,-0.00091339+0.00021742i,-0.00042882+0.00018379i,-0.0004439+0.00033123i,-0.00032047+0.00029813i,0.00013227+0.00048985i,0.0008115+0.00075211i,0.00069009+0.00098686i,5.2915e-05+0.00028669i
0.0021248+0.001466i,0.0022891+0.0017564i,0.0018573+0.00084326i,0.0013539-0.00037601i,0.0011014-0.0010995i,-0.00054496+5.4042e-06i,-0.0017427+0.00074464i,-0.0013946+0.00026154i,-6.7072e-05+0.0004329i,6.1917e-06+0.0006355i,-0.0009384-0.00033706i,-0.00098034-0.00082702i,-0.00058157-0.00025818i,-0.00014161+0.00031595i,-0.00034115+0.00057173i,-0.00028745-0.00026017i,0.00058148-0.00094483i,0.0011005-0.00054102i,0.00038195-3.3106e-05i,-0.00029726-0.00035625i,-0.00080059-0.0001258i,-0.000633+0.00052731i,0.00035932+0.00046736i
0.001007-0.0021237i,6.5132e-05-0.0016811i,-0.0010332-0.0011296i,-0.0021287-0.00043501i,-0.0019499+0.00030982i,-0.00063773+0.0013882i,0.00061021+0.0016416i,9.5201e-05+0.00045712i,-0.00050132-0.00022523i,-0.00012585-3.4772e-05i,-0.00055206+0.00058114i,-0.00066894+0.0011129i,0.00010817+0.00058512i,0.0014763-0.00028399i,0.0012958-0.00023446i,0.00030661-0.00025491i,-1.5509e-05-0.0004682i,0.00024665+0.00026476i,0.00050269+0.0008532i,0.00055625-6.2387e-05i,0.00059775-0.00013628i,0.00054404+0.00045756i,0.00046873+9.5224e-05i
-9.8378e-05-0.0014183i,-1.652e-05-0.0013643i,-0.00029824-0.00043339i,-0.0011277+0.00087046i,-0.0013024+0.0018729i,-0.00095375+0.0019447i,-0.00080176+0.0012081i,-0.001063+0.00053078i,0.00019722+9.8893e-05i,0.0017392+0.00060904i,0.000904+0.0012446i,-9.5095e-05+0.00026145i,-0.00020794-0.00032132i,1.4429e-05-0.00031318i,-6.7401e-05-0.0003849i,-0.00014354-0.00065035i,0.00075792-0.00034336i,0.00062692+0.00084119i,9.0873e-05+0.00077188i,0.00043403-0.00033894i,0.00072706-0.0011671i,0.00058927-0.00088497i,1.7463e-05-0.00026145i
-0.0020616+0.0010556i,-0.0013606+0.002093i,-0.00084026+0.0031293i,-0.00034384+0.0033722i,-0.00049565+0.0029995i,5.6071e-05+0.0014925i,0.0007227+0.00030808i,0.00040612+0.00060381i,-0.00021108+0.00060219i,-0.0002529+8.9127e-05i,0.0002733+0.00040239i,0.00051172-2.3082e-05i,0.00075363-0.00069146i,0.0013142-0.00031396i,0.00066069+9.2966e-05i,-0.00030725+7.165e-05i,2.8225e-06-0.00063521i,-0.00032012-0.00084684i,-0.00068443+7.5024e-05i,-0.00062944+0.00036069i,-0.00056252+0.00011103i,-0.00094755+0.00060631i,-0.0012986+0.00067007i
-0.0013442+0.0016061i,-0.0020771+0.0011758i,-0.0020146+0.00055021i,-0.00095043+0.00099463i,0.00031964+0.0016338i,-7.3691e-05+0.0016606i,-8.1988e-05+0.0010735i,-0.00013047+0.00048389i,-0.00036369+0.00027392i,-0.00019068+0.0010532i,1.3902e-06+0.0014647i,-0.00034964+0.00052405i,-0.00040269-0.00062137i,0.00033738-0.00096012i,0.00022346-0.00034581i,-0.00025798-4.5308e-06i,-0.00032514-0.00066339i,8.3052e-05-0.00082659i,0.00055903-0.00049018i,0.00021863-0.00094689i,4.1192e-05-0.0016868i,0.00062914-0.00095873i,0.00028745+0.00018836i
