0.00034691-0.00059808i,0.00033585-0.0011282i,-0.00080389-0.0013325i,-0.002174-5.4638e-05i,-0.0025211+0.0010069i,-0.0018039+0.0020602i,0.00023695+0.0022951i,0.0014801+0.0017083i,0.0014966+0.0012476i,0.00055384+0.00060398i,-0.00046509-0.00028885i,-0.00027391-0.0005419i,0.00047917-6.0106e-05i,2.7631e-05+0.00075642i,-0.00035932+0.00056148i,0.00054067-0.00021308i,0.00055457-0.00024155i,0.00041862-0.00049607i,0.00017636-4.3456e-05i,-0.00010993+0.00068959i,7.6633e-05+0.00066598i,0.00010404+0.00056244i,6.2445e-05+0.00047885i
-9.892e-05-0.00026853i,0.00041506+0.0022289i,0.00026975+0.0091739i,-0.0029354+0.018344i,-0.0080169+0.018333i,-0.0063328+0.0089656i,-0.0012586+0.0031175i,0.0015306+0.0056874i,0.0030422+0.011598i,0.0041499+0.012858i,0.0045595+0.0096738i,0.0029093+0.0055696i,0.0022717+0.0013977i,0.002067-0.00085141i,0.00057011+0.0011363i,0.0012454+0.0045574i,0.0026852+0.0049603i,0.0017567+0.0029494i,-4.0061e-05+0.0023319i,-0.00045848+0.0022167i,0.00030513+0.0011758i,-0.00047213+0.00046707i,-0.0015135+0.00035863i
0.0035733-0.0021774i,0.0019516-0.0043231i,2.2832e-05-0.0093294i,0.0019321-0.017238i,0.0080077-0.018078i,0.0089793-0.007427i,0.0027064+0.0035476i,-0.0041031+0.0096285i,-0.0073481+0.010771i,-0.007304+0.008016i,-0.0051643+0.0041199i,-0.0041951+0.0019441i,-0.0050194+0.0033823i,-0.0048682+0.0049035i,-0.0055247+0.0031489i,-0.0077461+0.00078878i,-0.0081384+0.00045985i,-0.0057556+0.0012664i,-0.0022335+0.00099709i,0.0002053-3.3831e-06i,0.0015853-0.000431i,0.002759-0.00090585i,0.0026009-0.001042i
0.0021429-0.00047034i,0.0031918-0.0023062i,0.0060223-0.0035557i,0.0088819-0.0012425i,0.0062529+0.0036891i,-0.00049286+0.0051162i,-0.0039865+0.0020925i,-0.004768-0.0027928i,-0.0055275-0.0060189i,-0.006039-0.0053403i,-0.003478-0.0021011i,-0.00063235-0.0010151i,-0.0012951-0.0028815i,-0.0040449-0.0035685i,-0.0026577-0.0028565i,0.0021217-0.0031228i,0.0025222-0.0046743i,0.00050076-0.0038005i,0.0010013-0.00053515i,0.0012337+0.00057787i,-0.00047544+0.00023685i,-0.0019478+0.00057958i,-0.0017772+0.00028944i
-9.3242e-05-0.00016453i,-0.0016724+0.00092007i,-0.0061429+0.0035098i,-0.014196+0.0048348i,-0.017984+0.00016247i,-0.010914-0.0043713i,-0.0014919-0.0062021i,0.0022801-0.0077536i,0.00074885-0.0094479i,-0.0030421-0.0087878i,-0.005011-0.0037135i,-0.0026621+0.0010783i,0.001821+0.00085592i,0.0042541-0.0018427i,0.0026566-0.0013593i,0.0011054+0.002055i,0.0023654+0.0040802i,0.0028571+0.002845i,0.00055674+0.0016834i,-0.0010401+0.0015745i,-0.00051497+0.00027375i,-0.00011769+3.9416e-05i,-0.00030934+0.0002945i
0.00048317-4.662e-05i,0.00032267-0.0018183i,0.0002088-0.0028849i,0.0026982-0.0026318i,0.0086725+9.6616e-05i,0.0089572+0.00080209i,0.0043816-0.0025025i,0.0011176-0.0047129i,0.0011999-0.0066459i,0.0018566-0.0081932i,-0.0003944-0.0081814i,-0.0026104-0.0062566i,-0.0013327-0.0034294i,0.0014618-0.0020434i,0.0025039-0.0026083i,0.00067395-0.0037204i,-0.0021834-0.0026307i,-0.0023957-0.0018153i,-0.00038761-0.0021357i,0.0015893-0.0014306i,0.0028091-0.00054139i,0.0030023-0.00042141i,0.0024045+2.7377e-05i
0.00068279+0.00015563i,0.0028783+3.3935e-05i,0.0065605+0.0026144i,0.0089544+0.0068831i,0.0074073+0.008656i,0.0031301+0.0038629i,0.00030276-0.0019435i,0.0018633-0.0022016i,0.0058714+0.0009423i,0.0084628+0.0023074i,0.0083106+0.00055561i,0.0067556-0.0010656i,0.0046145-0.00097134i,0.0022617-0.00040226i,0.0029889+0.00092392i,0.0064046+0.0016191i,0.0067331-0.00021385i,0.0040146-0.0010675i,0.0029419+0.00066441i,0.0025738+0.0015829i,0.00067384+0.0011763i,-0.00069551+0.00085496i,-0.0010181+0.00082877i
-0.0005402-0.00055808i,-0.00088791+0.00022383i,-0.0022958-0.0013776i,-0.0031961-0.0050946i,-0.00090997-0.0079827i,0.0016332-0.0069576i,0.0017958-0.0027306i,0.0013928+0.001811i,0.00085133+0.0050061i,0.0012359+0.0057386i,0.0014391+0.004964i,0.0002878+0.0035132i,-0.00035105+0.0031958i,7.8708e-05+0.0035658i,-0.0013926+0.0036594i,-0.0035407+0.0043347i,-0.0028536+0.0046108i,-0.0013413+0.0037569i,-0.0012741+0.0017231i,-0.0010339-0.00046093i,-0.0011515-0.0016132i,-0.0015729-0.0025404i,-0.0011281-0.00255i
-0.0019851+0.0020468i,-0.0010329+0.00070808i,3.4156e-06-0.0029531i,0.0026845-0.0051156i,0.0047456-0.0026112i,0.004926+0.00061509i,0.0036264+0.00064142i,0.0015907-0.00052974i,-0.0012208-0.00043179i,-0.0030734+0.00031452i,-0.0015848-0.0010292i,-0.0005951-0.0033229i,-0.0015693-0.0026818i,-0.0021479-0.00043478i,-0.0021063-0.0013354i,-0.0016496-0.0037614i,-0.002111-0.0040708i,-0.0019252-0.0022788i,-0.00075188-0.0010595i,-0.00060436-0.00015867i,4.7708e-05+0.0010224i,0.0013516+0.0012536i,0.0014874+0.00065582i
0.0013669+0.0013795i,0.0018519+0.0020619i,0.0024976+0.0043589i,0.00082344+0.0076603i,-0.0019008+0.007295i,-0.00070068+0.0031006i,0.0021833-0.00033215i,0.0019028-0.0017173i,-0.0010235-0.0028889i,-0.0032755-0.0021575i,-0.0016356+0.00076164i,0.0019569+0.00253i,0.0016136+0.001515i,-0.0011131-0.00034757i,-0.00078108+0.00023493i,0.00096369+0.0016738i,0.0025845+0.0013278i,0.002657+0.00011099i,0.0010133+0.00015172i,0.00024459+0.0014807i,0.00066393+0.0025975i,0.00097001+0.0018068i,0.00089563+0.00017088i
-0.00064882+0.0021191i,0.0008572+0.0024984i,0.00031097+0.0037482i,-0.00015885+0.0040605i,0.0025167+0.0022478i,0.003741+0.00067591i,0.00099281+0.0012426i,-0.00028328+0.0014062i,0.00038997-0.00027611i,-0.0015089-0.0025413i,-0.003916-0.0018835i,-0.0045238-0.00028708i,-0.0030599-0.00034514i,-0.0017603-0.0009538i,-0.0026265-0.0015429i,-0.003576-0.0011361i,-0.0031383+0.00083841i,-0.0022065+0.0014699i,-0.0010022-2.0337e-05i,-0.00031707-0.00096331i,-0.00044496-0.00084499i,-0.00035049-0.0015822i,0.00011469-0.0017948i
0.0016555-0.0018785i,0.0014826-0.0023506i,0.0041879-0.0023428i,0.0060989-0.0017346i,0.0038474+0.00072344i,-0.00035034+0.0022418i,-0.0027187+0.0018419i,-0.0014461+0.0016197i,0.0026101+0.00025992i,0.0043724-0.0019254i,0.0023828-0.0041667i,0.00065403-0.0049371i,0.00044809-0.0035686i,0.00092005-0.0013438i,0.00228-0.00082753i,0.0035732-0.0017729i,0.002892-0.0027112i,0.0009958-0.0026483i,0.00037966-0.0015769i,0.00044742-0.0013337i,0.0008094-0.0011553i,0.0014591-0.00045883i,0.0010984+0.0001508i
0.0021988+0.00020255i,0.0023888-0.00066278i,0.00098751-0.0032333i,4.2431e-05-0.0023713i,-0.00065787-0.00048616i,-0.0012464-0.00068557i,-0.0027079-0.0014002i,-0.0035904-0.00040385i,-0.00032089+0.00071955i,0.0033618+0.00066741i,0.0031999+0.00061349i,0.0017614+0.0017486i,0.00096008+0.0017822i,-0.00013079+0.00075846i,-0.00081207+0.0018473i,-0.0001549+0.0032727i,0.0008085+0.0037645i,0.00047035+0.0034007i,0.00013638+0.0018026i,0.00066628+0.00098675i,-0.00017982+0.0012933i,-0.0012156+0.0013473i,-0.00083021+0.0012873i
0.00060953+6.0381e-05i,-4.2416e-05-0.0012762i,-0.0013844-0.0031549i,-0.0023366-0.0046288i,-0.00010645-0.0037342i,0.0023278-0.001904i,0.00023446-0.0026896i,-0.0031472-0.0035725i,-0.0045406-0.0019444i,-0.0038479+0.0002407i,-0.0035706+0.0012425i,-0.0036018+0.0011848i,-0.0022993+0.0011064i,-0.00052745+0.001379i,-0.00039717+0.00051757i,-0.0017687-0.001004i,-0.0019608-0.00071572i,-0.0014677-0.00016348i,-0.0011763+0.0001798i,-0.0012338+0.00038606i,-0.0010162-0.00073237i,-0.00015239-0.0022171i,5.7419e-05-0.0012156i
-0.0010141-0.00094979i,-0.00059918-0.0002136i,0.00058007+0.0019458i,0.0011981+0.00355i,0.0011238+0.0031195i,0.0020175+0.00040345i,0.0030441-0.0031965i,0.0013109-0.0043196i,-0.0023695-0.0032929i,-0.0033844-0.0012586i,-0.00066308-0.00074887i,0.0012622-0.0017029i,0.0015084-0.0015739i,0.001287+3.1002e-05i,0.0017248+0.0011987i,0.0030785+0.0021498i,0.0036003+0.0025876i,0.0026152+0.0015379i,0.0020799+0.00092289i,0.0021306+0.00099378i,0.0021159+0.0011957i,0.0020677+0.0009733i,0.0013928+0.00023452i
0.00039815+0.0020355i,0.0016517+0.0014458i,0.002247+0.0023965i,0.0025636+0.0041615i,0.0030879+0.0035321i,0.00412+0.00033225i,0.0046982-0.0031277i,0.0032472-0.0044512i,0.0013406-0.0033874i,-0.00022897-0.0020169i,0.00014582+0.0005457i,0.001669+0.0019789i,0.001679+0.0002726i,0.00093783-0.0015134i,-0.00061811-0.00067006i,-0.0021502+0.0016954i,-0.0026136+0.0017797i,-0.0019258+0.00055813i,-0.0005576+0.0002085i,0.00051061+1.6313e-05i,0.00059144+0.00032379i,-5.8114e-05+0.00084955i,-0.00050534+0.0010206i
-0.00010345-0.00010432i,0.00015619+0.00035799i,0.00021893-8.6495e-05i,0.0031232-0.00067943i,0.0062328-6.3468e-05i,0.0061009-0.00082133i,0.0048809-0.0011807i,0.0050798-0.00037067i,0.0054588-0.00096972i,0.0034847-0.0023396i,0.00038501-0.0026965i,-0.0016272-0.0015871i,-0.0020196-0.00027266i,-0.0008117+0.00073468i,0.00017045-0.00063104i,0.00037764-0.0040912i,0.00087393-0.0048808i,8.4884e-05-0.0030652i,-0.0011228-0.0016276i,-0.00131-0.00098195i,-0.00066919-0.0012979i,0.00024559-0.0022457i,0.00081659-0.0018464i
0.00021029-0.0014133i,-0.00049538-0.0019594i,-0.0013855-0.0009088i,-0.0013371+0.00042097i,0.00030732+0.0012321i,0.0015267+0.0013989i,0.0019206+0.0018137i,0.002851+0.0020978i,0.0043956+3.4254e-05i,0.003963-0.0020194i,0.0017376-0.002607i,0.00046779-0.0022036i,-0.00063371-0.00093737i,-0.0019805+0.00043618i,-0.00048403+0.0014092i,0.0011701+0.0019644i,0.00072328+0.0026787i,0.00020072+0.0028899i,0.00039391+0.0015312i,0.0010947+0.00017843i,0.0011947+0.001014i,0.0013657+0.0017262i,0.0010863+0.0019293i
-0.0017212-0.002491i,-0.00092857-0.0020034i,-0.0012775-0.0014651i,-0.0030914-0.00042785i,-0.0047377+0.0016339i,-0.0027808+0.0026123i,-0.00021992+0.002145i,0.00046949+0.0025244i,0.00069309+0.003396i,0.0010981+0.003465i,0.0011634+0.0033005i,0.0013195+0.0026924i,0.0018428+0.00078307i,0.0022823-0.00060517i,0.0011763-0.00045025i,-0.0011199-0.00082939i,-0.0023693-0.0015141i,-0.0016124-0.0010335i,-0.00030051-0.00036513i,-0.00065483+0.00031466i,-0.0020862+0.00058571i,-0.0022697+0.00027838i,-0.0011005+0.00017516i
0.0030606+0.001283i,0.002777-0.00044868i,0.0032846-0.00018161i,0.0024991+0.0023785i,0.0015804+0.004225i,0.0015003+0.0034657i,-0.00081777+0.0019704i,-0.003755+0.0020184i,-0.003502+0.0031326i,-0.0023367+0.0033904i,-0.0026262+0.0012031i,-0.0019937-0.00056067i,-0.00065313+0.00028133i,-0.00022051+0.0010597i,0.00015222+0.00065657i,0.0019937-0.00014596i,0.0049012-0.0002914i,0.0056042-0.00017181i,0.0036306+9.8098e-05i,0.0018053+0.00030153i,0.0012059-0.00075019i,0.0010376-0.0016264i,0.0012696-0.0012762i
0.0011918-0.0017849i,-0.00010064-0.0028116i,-0.0014626-0.0036766i,-0.00068673-0.0020305i,-0.00018048-5.4532e-06i,-0.00040213-1.0147e-05i,-0.00099463-0.0014978i,-0.0022368-0.0010039i,-0.0028548+0.00071595i,-0.0024927+0.0016167i,-0.00093351+0.00051792i,-1.247e-05-0.00096708i,-0.00024641-0.002271i,-0.00027714-0.0030575i,-7.4428e-05-0.00043172i,-0.00078098+0.003247i,-0.0012664+0.0032322i,-0.00065358+0.0016029i,0.00050616+0.00034946i,0.0019456+0.00026478i,0.0018312+0.0011155i,0.00079692+0.0017625i,5.994e-05+0.0016282i
0.0023476+0.0014685i,0.0026615+0.00033939i,0.0038791-0.0011741i,0.0044861-0.0029387i,0.0033073-0.0044584i,0.0020429-0.0058435i,0.0012325-0.0062561i,-0.00036814-0.0052178i,-0.0023265-0.00407i,-0.0029466-0.0027887i,-0.0023333-0.0013443i,-0.00082258-0.00024856i,0.0013263-0.00034273i,0.002381-0.00079822i,0.00086297-0.0012064i,-0.0016269-0.002529i,-0.001174-0.0034618i,-0.00090657-0.0025086i,-0.001835-0.00015958i,-0.0018835+0.00043186i,-0.0017166-0.00080025i,-0.0017594-0.0014021i,-0.001334-0.0018766i
0.0020505-0.00032109i,0.0034513-0.00065182i,0.0046435-6.7891e-05i,0.0028571+0.00056109i,0.00069439+0.0010217i,0.0017859-0.00022537i,0.0032194-0.0036332i,0.002422-0.006614i,0.0010157-0.0070888i,-2.0949e-05-0.0057238i,-0.0017678-0.0035591i,-0.0022937-0.0017018i,-0.0011415+0.00044561i,-0.00049845+0.0032077i,0.00018264+0.0027953i,0.0010673+0.0015565i,0.0016784+0.0018722i,0.0018866+0.0017376i,0.001173+0.00044276i,0.0003503-0.0013482i,0.00057555-0.0012931i,0.0011192-0.00067991i,0.0014045+7.589e-05i
0.0007356+0.0035288i,0.0017484+0.0028175i,0.0020977+0.0029786i,0.0012972+0.0026009i,0.0013818+0.0017273i,0.0014494+0.00032587i,0.0017409-0.00044405i,0.003101-0.0019446i,0.0034525-0.0039241i,0.0023206-0.0038951i,0.0019499-0.00161i,0.00086516-0.00075713i,-0.0011083-0.0019236i,-0.0020726-0.0025071i,-0.002493-0.0013568i,-0.0026333-0.00060009i,-0.0031926-0.00012153i,-0.0024093+0.0012015i,0.00022812+0.0018971i,0.00098147+0.0024303i,0.0006585+0.0027732i,-8.8146e-05+0.0014294i,-0.00042269+0.00043563i
-0.0014658-0.0013397i,-0.0036896+0.00025182i,-0.0043445+0.0010459i,-0.0015077+0.0018082i,0.0017373+0.0017961i,0.0031155+0.00013786i,0.0028877+0.00040923i,0.0030666+0.0026637i,0.0034456+0.0029167i,0.0022622+0.0011334i,0.00083176+0.00020453i,0.0010264-0.00035154i,0.0023245-0.0013131i,0.003024-0.00011483i,0.0025505+0.00097717i,0.0021861-0.001301i,0.0023391-0.0034205i,0.00099238-0.0025983i,-0.00062675-0.0016342i,-0.00091241-0.00093884i,-0.0010627-0.00089273i,-0.0012962-0.0015557i,-0.00091674-0.00172i
0.00060651+0.0013671i,0.0030616+0.0011546i,0.0043676+0.0011635i,0.0028136+0.0010247i,0.00086159+0.0022297i,5.2422e-05+0.0036419i,-4.9431e-05+0.0045437i,0.0012265+0.0056357i,0.0027667+0.0056334i,0.0030811+0.0035457i,0.0020947+0.0015038i,0.0013821-0.000206i,0.00065466-3.8164e-05i,-0.00086309+0.00039038i,-0.0015027-0.00014029i,0.00012126+0.00089465i,0.0023164+0.0023619i,0.0031455+0.0017116i,0.0027812+0.0009726i,0.0018468+0.00030972i,0.0023462-0.0006464i,0.0028306-0.00010497i,0.0019373-3.8464e-06i
0.0023478+0.0010834i,0.0031587+0.0011543i,0.0046011-0.00056947i,0.0044594-0.0014879i,0.0037903-0.00072644i,0.0025461+0.00044967i,0.00064085+0.0018009i,-0.00046458+0.0033809i,0.00012733+0.0041909i,0.00071306+0.0031409i,0.00079939+0.0014285i,0.00075624+0.00038327i,-0.00054091-0.00029644i,-0.0013425-0.0012096i,-0.00084391-0.0014194i,-0.0011319-0.0015232i,-0.0027744-0.0016133i,-0.0035812-0.000303i,-0.0015891+0.0009712i,-0.00035428+0.0021427i,-0.00020121+0.0026566i,-0.00054786+0.0016535i,-0.0014392+0.0009312i
0.0014579-0.0013231i,0.00052029-0.00099081i,-0.00058408-0.00093236i,-0.0012173+6.0898e-05i,-0.0011669+0.00090849i,-0.0013265+0.00035249i,-0.0028454-0.00016343i,-0.0045347-0.00086546i,-0.0047635-0.001846i,-0.0034212-0.00088465i,-0.0025689+0.00096899i,-0.0022848+0.0012382i,-0.00056025+0.0010805i,0.00034369+0.0014388i,-0.00030782+0.0015151i,0.00075755+9.5952e-05i,0.0024616-0.0010649i,0.001445-0.0011718i,-7.7084e-05-0.0014339i,-0.00062853-0.00063042i,-0.0011449-6.3121e-05i,-0.00090825-0.00078397i,-0.00038562-0.0016928i
-0.0022007-0.0005209i,-0.0017165-0.00051166i,-0.0014977+0.00021589i,-0.0010085+0.0012656i,-0.0018119+0.0016243i,-0.0033276-0.00078481i,-0.0038375-0.0040786i,-0.0036145-0.0052045i,-0.0048197-0.0046378i,-0.0051482-0.0022606i,-0.0044079+0.000154i,-0.0031841-1.5894e-05i,-0.0021326-0.00053595i,-0.0019462-0.0014528i,-0.00080837-0.0017201i,-0.00060915+0.0011494i,-0.00030047+0.0038558i,0.0013128+0.0035219i,0.0020264+0.0014674i,0.0017938+6.5373e-05i,0.0022826+0.00044503i,0.0027007+0.0010685i,0.0018297+0.0017364i
0.00088271+0.0011402i,0.0021198-0.00012575i,0.0032028-0.00075221i,0.0038207+2.3078e-05i,0.0053618+0.0014278i,0.0056533+0.00010629i,0.0033157-0.0036057i,0.00089643-0.0058101i,0.00021442-0.0063023i,0.00022651-0.0054272i,-0.00051793-0.0043487i,-0.0013965-0.0046688i,-0.0015344-0.0044273i,-0.00053318-0.0030284i,-0.0006353-0.0020335i,-0.0015076-0.0018586i,-0.0012263-0.0020248i,-0.0016657-0.0012881i,-0.0010584-0.0003393i,0.0001824+0.0007281i,0.00020388+0.0014177i,-0.00085017+0.0015073i,-0.0013102+0.00047524i
0.00078146-0.00055613i,0.00095549+0.00039187i,0.0011339+0.0012687i,0.00089707+0.0013864i,0.00089491+0.0016864i,0.0019387+0.0012156i,0.0028448-0.00036442i,0.0034902-0.0022913i,0.0051957-0.0038557i,0.0050158-0.0040538i,0.0030489-0.0029493i,0.0023329-0.0019129i,0.0035083-0.0016146i,0.0033924-0.0008996i,0.0019277+0.00042437i,0.0024058+0.00044668i,0.0031691-0.00094731i,0.0021697-0.0019044i,0.00047235-0.0016602i,0.0001734-0.0011252i,0.00059611-0.0011468i,0.00063211-0.001579i,0.0011818-0.0017119i
-0.00076186-0.003448i,-0.0013616-0.0019875i,-0.00052896-0.00084392i,0.00026514-0.00010926i,0.00047156-0.00076074i,0.0018162-0.00055456i,0.0040396-2.7028e-05i,0.0047708-1.9006e-06i,0.0048479-0.0002918i,0.0049998+1.2429e-05i,0.0036887+0.0014739i,0.0024725+0.0024103i,0.0022678+0.002717i,0.0020792+0.0019624i,0.0018922+0.00076939i,0.00099032+0.00067292i,-0.0006371+0.0023352i,-0.00012522+0.0035268i,0.0010203+0.0019526i,0.0010195+5.8818e-05i,0.00099935-2.876e-05i,0.00094477+0.00048123i,-8.9957e-05+0.0010527i
-0.0017463+0.0004296i,-0.00061737+0.00060141i,0.00029565+0.0003505i,-0.00034593+0.0014909i,-8.0796e-05+0.0030751i,0.0011052+0.0038552i,0.0020592+0.0036342i,0.002829+0.0032158i,0.0029846+0.0035932i,0.0022692+0.0036069i,0.00087296+0.0030321i,0.0003824+0.0017563i,-0.00052095-0.0010065i,-0.00057845-0.0017414i,0.00050488-0.00052252i,0.0013642-0.0010059i,0.00052972-0.001405i,-0.0012508-0.0013828i,-0.001409-0.00068142i,-0.00095924+0.00019842i,-0.00069634+0.0007737i,-0.0005119+0.00033875i,-0.0010451-0.00079309i
-0.00092478+0.00029483i,-0.00072735+0.0008299i,-0.0015362+0.00086032i,-0.00056007+0.00071514i,0.0016774+0.0010042i,0.0017504+0.00081215i,-0.00063571+0.0010222i,-0.0018528+0.0032276i,-0.002516+0.0044076i,-0.0028519+0.0033364i,-0.0023851+0.0021404i,-0.0014206+0.0016018i,5.9495e-05+0.0013529i,0.00034514+0.00060608i,-6.9916e-05+0.0013409i,0.00051487+0.0020123i,0.0019926+0.0011888i,0.0024361+0.00036097i,0.0016839-3.8539e-05i,0.00078822-0.00046119i,8.944e-06-0.00034467i,0.00082412-5.4931e-05i,0.0023381-0.0001062i
-0.00087668-0.0025961i,-0.00098257-0.0015081i,-0.0013373+0.00086206i,-0.00060603+0.003445i,-0.00018237+0.0049242i,-0.00055744+0.0028459i,-0.0017131+4.3946e-05i,-0.0036422-0.00023243i,-0.0052582+0.00033283i,-0.0040027+0.00031365i,-0.0026454-9.2974e-05i,-0.0026362-0.000837i,-0.0021657+0.0003676i,-0.0010819+0.0014532i,0.00026809+0.0013476i,0.00054283+0.0014885i,-0.00019238+0.0016548i,-0.00028662+0.0014434i,0.0002362+0.0006062i,0.00036828-0.00015343i,0.00033232+2.1279e-05i,0.00054669+0.00089588i,0.0002298+0.00096773i
0.0028208+0.0011434i,0.0019686+0.00037443i,0.0014342-0.001108i,0.0015963-0.0018952i,0.0010351-0.0013177i,-0.00034772-0.00079013i,-0.0022255-0.0020617i,-0.0034219-0.0033994i,-0.0021226-0.0036211i,-0.00041404-0.003801i,-9.4109e-05-0.0043965i,-0.00053953-0.0050318i,-0.0013295-0.0056128i,-0.0019472-0.0048483i,-0.0017569-0.0026633i,-0.00068586-0.0015411i,1.8759e-06-0.0020405i,-0.00020269-0.0018044i,-0.00049579-0.00063839i,-0.0010218+0.00051805i,-0.0012191+0.00078541i,-0.00078525-0.00057334i,-0.00038082-0.0016882i
0.0018771-0.0019442i,0.00076211-0.0024268i,-0.00081551-0.002582i,-0.00059395-0.0027531i,0.0015672-0.0018751i,0.0023127-0.0023896i,0.0013284-0.0049315i,0.00052051-0.0056652i,0.0008689-0.0050455i,0.0021387-0.0042712i,0.0034014-0.002247i,0.0045102-0.00036517i,0.0047991-0.00086164i,0.0039288-0.0014954i,0.001271-0.0010385i,8.6907e-05+0.00060709i,0.00083245+0.0013358i,0.0016091-4.7791e-06i,0.0018016-0.00074351i,0.00025219-4.8778e-05i,-8.4718e-06-0.00034155i,0.00093102-0.00039774i,0.0004188+0.00045162i
0.002415+0.00038875i,0.0026584+0.00042472i,0.0030069+0.00046274i,0.00083712-0.00032037i,-0.0010164+0.00035644i,0.00043224+0.0015299i,0.0027655+0.00045323i,0.003889-0.002456i,0.003658-0.005012i,0.0028662-0.0037178i,0.0021779-0.00043726i,0.0017545+0.0020508i,0.00086939+0.0032258i,-1.4878e-05+0.003229i,4.1229e-05+0.0019824i,-5.6585e-06+0.00059802i,-0.0009807+0.00043091i,-0.00082827+0.00098659i,0.00068057+0.0014502i,0.00086598+0.001346i,0.00047222+0.0012742i,0.00048991+0.0015461i,0.00031983+0.0010925i
0.0016483-0.00017292i,0.0016487+0.00096461i,0.0013592+0.0014939i,0.00074386+0.00096719i,0.00014231+0.0012431i,0.00091386+0.0011867i,0.0032894-0.00010727i,0.0044371-0.00051082i,0.0032469+0.00068784i,0.0011423+0.0023513i,-0.00056621+0.0028639i,-0.00061167+0.0025506i,-0.00010901+0.0012692i,-0.00075795-0.00026432i,-0.00082391-0.00016296i,0.00010648+7.4369e-05i,0.00070676-0.00019363i,0.00047449-0.00059589i,0.00018493-1.7671e-05i,0.00099159+0.00014988i,0.0012303-0.00026859i,-0.00011766-0.0003701i,0.00025785-0.0002519i
0.00084806-0.0011659i,0.00029968-0.0021938i,-0.00034882-0.0025379i,-0.00021606-0.0011342i,0.0019303+0.00047327i,0.0038675+6.4503e-05i,0.0042091+0.00085932i,0.0032864+0.0031326i,0.001801+0.0036836i,-0.00011236+0.0025082i,-0.0021264+0.0016735i,-0.0021851+0.0023484i,-0.00044953+0.0026911i,0.0010252+0.0017995i,0.00085141+0.0010601i,0.00042764+0.0016413i,0.00058759+0.002264i,0.0014279+0.0014052i,0.0024397+0.00013368i,0.002145-0.00064124i,0.00098975-0.00084684i,0.00055522-0.0012384i,0.00096462-0.00078168i
0.0006494+0.0018679i,0.0020788+0.0014284i,0.0032136+0.0008105i,0.0027212-0.00063094i,0.0022171-0.0019042i,0.0013437-0.001779i,0.00020284-9.6891e-05i,-0.00024436+0.0017055i,-0.00010692+0.001041i,-0.00049058-0.0011074i,-0.0022521-0.0019837i,-0.0037714-0.0017932i,-0.0044549-0.0011663i,-0.0044452-0.00023878i,-0.0032054-8.3569e-05i,-0.0013374-0.00031181i,-8.6434e-05-0.0003073i,-0.00026007+0.00067265i,-0.00076665+0.0017005i,-8.3392e-05+0.0012565i,0.0004827+0.00027699i,3.4133e-05+6.2777e-05i,-0.00055579-0.00012252i
0.00063986-0.00052243i,0.00050231-0.0012751i,0.0009282-0.0013692i,0.0010465-0.00061769i,7.8836e-05+9.2698e-05i,-0.0014682+0.00096009i,-0.0025596+0.00084721i,-0.0027462+0.0001065i,-0.0015912-0.0015121i,-0.00050791-0.0029326i,0.0001304-0.0034531i,0.00045327-0.0042953i,-8.8112e-05-0.0055327i,-0.0007008-0.0048714i,-0.0011662-0.0027059i,-0.00038239-0.00090984i,0.0009937-0.00038139i,0.0010717-0.00062166i,0.00023794-5.8007e-05i,-0.00014593+0.00022555i,4.0713e-05-0.0001465i,0.00044301-0.00041769i,0.00015807-0.00064767i
0.0013138+0.0013065i,0.0022393+0.00079443i,0.0011517+0.0014574i,0.00015206+0.0028539i,0.00074506+0.0026181i,0.0012369+0.00058105i,-0.00066055-0.0012342i,-0.0016084-0.0023191i,-2.1866e-05-0.0024302i,0.0019753-0.00099059i,0.0035244+0.00051062i,0.0044442-1.4301e-05i,0.0043554-7.0559e-05i,0.0026821+0.00080861i,0.001178+0.00099645i,0.00055186+0.00085097i,0.00013332+0.0017912i,0.00030498+0.0024069i,0.0010744+0.0013311i,0.0014756+0.00045802i,0.0011432+0.0010033i,0.00094461+0.0011764i,0.0014321+0.00075595i
-0.00091258-0.0012069i,-0.00013879-2.8378e-05i,-0.00038991+0.0018813i,-6.9112e-05+0.0027721i,0.0013679+0.0015756i,0.0016266-0.0019734i,0.00037896-0.004989i,-0.00028374-0.0050814i,-5.9343e-05-0.0020447i,0.00062114+0.00076217i,0.00035973+0.0020908i,-0.00049382+0.0022298i,-0.00050641+0.0017013i,-0.00039277+0.0018633i,-0.00046075+0.0013921i,-0.00069932+0.00062567i,-0.00045103+0.0003293i,-0.00041697-0.00034171i,-0.00043128-0.00019937i,-0.00032016-0.00038749i,0.000249-0.00060213i,0.00049727-0.00010788i,0.00035913+7.9293e-05i
-0.00018798+0.00054103i,0.0010068-0.00013935i,0.0014659-0.0010712i,0.0018801-0.00025245i,0.0024053+0.0020934i,0.0017964+0.0024262i,0.0024444+0.00041116i,0.0025675-0.0018455i,0.0016695-0.001364i,0.0010896+0.0006441i,0.00017462+0.0015204i,-0.00049339+0.0011619i,9.4522e-05-4.9979e-05i,0.0007663-0.0014497i,0.00036113-0.0017128i,0.00068783-0.00079557i,0.0014057-0.00053389i,0.00049356-0.0011204i,-0.00047017-0.0019338i,-0.00045851-0.001749i,-0.00034951-0.00096164i,-0.00076755-0.00080412i,-0.00070386-0.00054987i
