-0.00042956+0.00046992i,-0.0015747+0.00076232i,-0.0024929+0.00078363i,-0.0027779+0.00023841i,-0.0022118-0.00066242i,-0.0012885-0.00035358i,-0.0018771+0.00083395i,-0.0018283+0.0015744i,-0.00029611+0.00060167i,0.0011424-0.00045215i,0.0016706-0.00048532i,0.00068325-0.00086958i,0.00013263-0.00087204i,4.3657e-05-0.00044146i,0.00070135+9.8973e-05i,0.00040412+0.00038181i,-0.00094863+0.00031321i,-0.0015424+0.00014219i,-0.0009847+9.5848e-05i,-0.00035708-0.00013412i,-0.00012195-0.00028684i,2.8177e-05+3.819e-05i,-3.4135e-05-0.00012623i
0.00083053+0.0013354i,0.0022646+0.0006893i,0.0034626+0.00050557i,0.0026153-0.00043941i,0.00099835-0.0020393i,-0.00060891-0.0024087i,-0.0013102-0.001268i,-0.00062849-7.0552e-05i,0.00024517-6.7582e-05i,0.00025587-0.0011385i,-0.0002164-0.00049217i,-0.00069412+0.00056204i,-0.00070242+0.00062632i,-0.00029482+0.00098436i,0.0004825+0.00044445i,0.00030635-7.8491e-05i,-0.00073852-0.00028356i,-0.00044284-0.00098499i,-0.00013861-0.00033351i,0.00028699+0.00063726i,0.00128+0.00013782i,0.001005+0.00022095i,0.00011389+0.00060626i
0.0007745+0.00071305i,0.00095317+0.00083331i,0.0013506-0.00021604i,0.0015399-0.00078555i,0.0012602-0.00056652i,0.0010489-0.00026492i,0.00068153-0.00038437i,-7.2183e-05-0.00033779i,-0.00019029-0.00010439i,-0.00041191-0.00024894i,-0.00025597+0.00014692i,0.00047257+0.00058289i,0.00052375+0.00086811i,0.00026565+0.00088787i,0.00010908+0.00051776i,8.5497e-05+7.8758e-05i,0.0003794+1.2051e-05i,-0.0001382-0.00021289i,-0.00088382-0.00039929i,-0.0006115+5.3214e-05i,-0.00061436+0.00072427i,-0.00011534+7.4675e-05i,0.0010038-0.00062082i
-0.00062236+0.00084786i,-0.00024711+0.00043446i,0.00040161+0.00052907i,-0.00058403-0.00011799i,-0.0013237-0.0016847i,-0.0011137-0.0017279i,-0.00097569-0.0011331i,-0.00072297-0.00091655i,-0.0010799-0.00036214i,-0.00098972+8.3777e-05i,-0.0001895-9.2694e-05i,0.00082082-4.3173e-05i,0.0013019+0.00011376i,0.00075809+0.00050042i,0.00021307+0.00070148i,0.00038626+0.00027197i,0.00082282+0.00021237i,0.00056432+0.00084461i,0.0001262+0.00094492i,0.00043861+0.00024699i,0.00075293-0.00020499i,0.00011748-0.00052235i,0.00012053-0.0006602i
-0.00055941-3.3301e-07i,0.00095085+0.00053927i,0.00054249+0.00083322i,-0.00041174+0.00032856i,0.00016596+0.0001503i,0.00080174-0.00041435i,0.00071339-0.00051804i,0.00011327-0.00071515i,-0.00037971-0.00080975i,-2.647e-05-0.00082465i,0.00048512-0.0011097i,0.00062311-0.00089982i,0.00029516-0.00098935i,-0.00028229-0.0010475i,-9.93e-05-0.00051158i,-0.00030025-0.00012512i,-0.001238+0.00056769i,-0.0017056+0.00047805i,-0.00092494+0.00032596i,-0.00066178+0.00054814i,-0.00077313+0.00023251i,0.00016329-2.3263e-07i,0.00056765-0.00031511i
-0.0033083-0.00071838i,-0.0029172+0.0012534i,-0.0028007+0.001901i,-0.0014644+0.0012576i,-0.00015501+0.00034411i,0.00064621-0.00075531i,0.00050679-0.0012656i,-0.00047657-0.00133i,-0.0014071-0.0012625i,-0.0011039+5.4828e-05i,-0.00053852+0.0005097i,-0.00047707-0.00041505i,-3.2887e-05-0.0015011i,0.00028486-0.0012664i,0.00024719-0.00099228i,3.3307e-05-0.0015053i,0.00010436-0.0013771i,-5.6828e-05-0.00068412i,-0.0003421-0.00029976i,-0.00033616+3.8517e-05i,-0.00040608-0.00036887i,-0.00045453-0.00048819i,-0.00049891-5.1018e-05i
0.001183-0.00067504i,0.0016712-0.00070386i,0.0017806-0.0020337i,0.0002401-0.0034022i,-0.00091462-0.0027657i,-0.0011009-0.0015408i,-0.00048306-0.0011348i,0.00051961-0.00051285i,0.0004344-0.0002187i,-9.4913e-05-0.00055203i,-0.00046675-0.00016936i,-0.00043059+0.00018667i,3.0973e-05-0.00086252i,0.00047423-0.0013172i,1.9766e-05-0.00072359i,-2.4321e-05-0.00047329i,-0.00038876-0.00029024i,-0.001265-0.00040553i,-0.00063687-0.00064i,0.0005058-0.00020969i,0.00081047-0.00016674i,0.0007342+0.00022837i,0.00078816+0.00079202i
-0.0017537-0.002073i,-0.00040606-0.00099988i,-0.0010816+4.4267e-05i,-0.0010189+0.0009491i,0.00034925+0.0015691i,0.00044059+0.0011142i,0.00029083+0.00032022i,0.00049578-7.768e-05i,6.0269e-05-0.00039358i,-8.011e-05+0.00032854i,4.6509e-05+0.0012537i,-0.00050171+0.00086655i,-0.00050994+0.00011829i,-6.3775e-06-0.00055415i,0.00055226-0.00081993i,0.00069445-0.0010252i,0.00025849-0.00054434i,-0.000445-0.00017826i,-0.00098497-0.00046212i,-0.00055183-0.00014099i,-0.00024673-0.00047705i,-0.00058158-0.0010814i,-0.00094372-0.00080581i
0.00072578+0.00027739i,0.00071756-0.00088689i,-5.6805e-05-0.0008606i,0.00022513-0.00098498i,0.00041231-0.0015307i,0.00017296-0.0014313i,0.00018651-0.00084444i,0.00020965-0.00069912i,-0.00013842-0.0011725i,-0.00059943-0.00092963i,0.00018875+0.00030895i,0.0010212+0.00075119i,0.00078424+0.00060658i,0.00055929+0.00043304i,0.00045841-5.3583e-05i,0.00028908-8.678e-06i,-0.00032943+0.00019137i,-0.00072502+5.0185e-05i,-0.00064515+0.00061057i,-0.00079486+0.0011818i,-0.00022767+0.00085035i,0.00078713-0.00017172i,0.00061304-0.000213i
-0.00017609+5.0676e-05i,1.1919e-05+0.0011003i,0.0018462+0.00078531i,0.0021207-0.0008398i,0.0007503-0.0023836i,1.3438e-06-0.0021655i,-0.0003678-0.0011019i,-0.00066382-0.00018244i,-0.00034068+0.00045719i,-0.00026784+0.0007032i,-0.00068281+0.00044504i,-0.00075367-0.00025794i,9.5392e-06-0.00084898i,0.00045395-0.0004045i,0.00018555+4.262e-05i,0.00027032+5.0366e-05i,7.3088e-06+0.00076872i,0.0002883-9.9105e-07i,0.0012101-0.001047i,0.00023531-0.0011709i,-8.6311e-05-0.00067078i,0.001114+0.00060918i,0.0011776+0.00092031i
0.0013688-0.0008692i,0.0020519-0.00097743i,0.0011039-0.00074574i,-8.8585e-05-0.0010092i,-0.00026459-0.0016724i,-0.00021453-0.0013152i,-0.00048447-0.00011124i,-0.00036612+0.00026252i,-0.00055122+0.00017266i,-0.0011989+0.00053034i,-0.00084037+0.00093304i,0.00059621+0.0010773i,0.0011068+0.00054155i,0.0010243-0.00029112i,0.0014048-0.0010434i,0.00050693-0.00069319i,-0.00087592-0.00025827i,-0.0003815-1.7853e-05i,-0.00010175+0.00034855i,-0.00048958+4.831e-05i,-0.00011254-0.00028721i,6.8341e-05-0.00044777i,-6.7466e-05-0.00098906i
-0.0018227+0.0014744i,-0.0012564+0.00074634i,-0.00069765+0.00026566i,-0.00011583-0.0006323i,0.0008478-0.0011102i,0.0011041-0.0010016i,0.00024122-0.00099801i,-0.00078951-0.0014814i,-0.00086877-0.0012526i,-0.00048607-0.00045688i,-0.0001103+0.00034204i,0.00055573+0.0004014i,0.00056975-6.022e-05i,-0.00017456-0.00079559i,-0.00016032-0.00060922i,0.00028758-0.0001019i,0.00010809+5.3841e-06i,-0.00028756-0.00019434i,-0.00032013+6.5605e-05i,-3.3868e-05+0.00083859i,-0.00035272+0.00028931i,-0.00010781-0.00020457i,0.00015862+0.000549i
-0.00066941+0.0012524i,-0.00045753+0.00086767i,0.0007764+0.0012321i,0.0018847+0.0007864i,0.0013758-0.00033996i,0.00021618-0.0010925i,-2.724e-05-0.0011344i,0.00023143-0.0013356i,-5.5206e-05-0.0003438i,-0.00098782+0.0002756i,-0.00086009-0.00054973i,0.00025525-0.0013341i,0.00071838-0.0016212i,0.00077316-0.00015623i,-2.5174e-05+0.0014651i,-0.0001641+0.001235i,-0.00023824+0.0010992i,-7.4657e-05+0.00040269i,0.00034437-0.00037577i,0.00069319+7.1226e-05i,0.00079918-0.00019921i,0.00045738-0.00038059i,-8.7898e-05+5.5106e-05i
0.0021836+0.0014766i,0.0017319+0.0013819i,0.001426+0.00045443i,0.0010203-0.0012198i,0.001503-0.0019115i,0.0015604-0.0010952i,-0.00041603-0.00017347i,-0.0016828+0.00010983i,-0.00087589+7.9247e-05i,-0.00085359-9.2735e-05i,-0.0010046-1.7428e-05i,-0.00019688+0.00039801i,0.00012062-8.9635e-05i,-0.00018164-0.00048274i,-0.00048713-0.00029657i,-0.00038029-0.00089462i,-0.00016712-0.00091622i,-0.00018515-0.00033261i,-0.00014229-0.0005567i,0.00012323-0.00043325i,0.00016795+0.00015928i,0.00021083+2.0813e-05i,-0.00020967-0.00030075i
-0.00010487+0.00061409i,0.00042586+0.00061318i,0.0011906+0.00060191i,0.00092053-0.000131i,0.00043181-0.0012577i,5.2603e-05-0.0010594i,-0.00079596-0.00065248i,-0.00069576-0.0004264i,-0.0006218-0.0001648i,-0.0010364-0.00017696i,-0.00097933+0.00034195i,-0.00090032+0.00032078i,-0.00011319+0.00048414i,0.00040891+0.00057202i,-0.00030386+0.00036222i,-0.00028662+0.00053076i,0.00024064+0.00034948i,9.6667e-05-5.8736e-05i,-0.00078218-0.00016111i,-0.0004245-0.00035639i,2.2723e-05+0.00080335i,-0.00078568+0.0015999i,-0.00091202+0.0018928i
0.001222-0.00027046i,0.0010471-8.0385e-06i,0.0008452-0.00065287i,0.00091325-0.00074697i,0.00050739-0.00086808i,0.00048204-0.0009772i,0.00059772-0.00043448i,0.00016039-0.00014443i,0.00051802-0.00074095i,0.00055664-0.00075065i,-0.00050213+2.9314e-05i,-0.00057029+0.00048673i,-6.9605e-05+8.1408e-05i,-6.9924e-05+0.00043049i,-0.00071882+0.00026823i,-0.00041856-0.00028437i,0.00056211+0.00029773i,0.0013624+0.00054632i,0.00081516+6.1879e-05i,7.3877e-05-0.00019577i,-0.00034265+2.2712e-05i,-0.00075635+0.00031455i,-0.00058697+0.00043896i
0.001049+0.001169i,0.0021948+0.00093504i,0.0025801+9.222e-05i,0.0019049-0.0011007i,0.0010681-0.0019259i,0.0001418-0.0018907i,-0.0005723-0.0013479i,-0.00018571-0.0006449i,-0.00049853-0.00073463i,-0.00057389-0.00075212i,-0.00013868-0.00074766i,3.596e-05-0.00080154i,0.00013901-0.00034821i,0.0004748+0.00017981i,0.00088163+0.00034211i,0.00066417+0.00089016i,0.0002844+0.00074078i,0.0003463+0.00033548i,-0.00041557+0.00024812i,-0.00087681-0.00017781i,-0.00014208-0.00021806i,0.00033385-0.00029209i,0.0007234-0.00017494i
-0.00037706-0.00083787i,-0.00078014-0.0012302i,-0.0011729-0.0018038i,1.5287e-05-0.0019969i,0.00074594-0.0018212i,5.5294e-05-0.00072353i,-0.00017479-0.00071872i,0.00028213-0.00057919i,0.00064723-0.00011835i,-0.0001376-0.00014909i,-0.00055343+0.00011904i,-7.4626e-05+0.00039308i,-0.00035286-0.00011516i,-1.1719e-05-0.00070275i,0.00049608-0.00053442i,0.00026506-0.00049263i,-0.00047339-0.00038837i,-0.00036223-0.0010421i,-0.000344-0.00106i,-0.00044033-0.00070696i,-0.00026099-0.00030169i,9.9918e-05-8.0675e-05i,0.00013422-1.3128e-05i
-0.00011546+0.0012386i,0.0002238+0.00056125i,0.00066862+0.0010464i,0.00047517+0.0004224i,-0.00029515-0.0004653i,-0.00085208-0.001179i,-0.00080663-0.0011737i,0.00019083-0.00098699i,0.00019455-0.00049987i,-0.00044693+0.00033287i,-0.00031801+0.00025188i,-1.6838e-05-0.0001163i,-0.00020506+0.00021077i,-0.00058116+0.00033943i,-0.00083433+0.00059823i,-0.00051776+0.00034478i,-2.4295e-06-3.2859e-05i,-0.00024951-0.00034246i,-0.00013732+3.4788e-05i,0.00018553+0.00052788i,8.9429e-05+0.00036876i,0.00018884+8.4073e-05i,0.00055917-0.00091678i
-0.0013906+0.0020068i,-0.00065507+0.0018492i,-0.00012022+0.0020213i,0.00028476+0.0012699i,0.00063447+0.0004263i,0.00018544-0.00038082i,0.00053182-0.00086956i,0.00085578-0.0011632i,0.00038884-0.0011813i,0.00013953-0.00095491i,0.00015481-0.00033417i,-1.6995e-05-0.00020828i,0.00049502-0.00065387i,0.0012581-0.00040492i,0.0016122+0.00043719i,0.0014686+0.00059461i,0.00064885+0.00013261i,0.00042353-0.00011097i,-1.887e-05+0.00018653i,-0.00068463-3.6826e-05i,-0.00060457-0.0002307i,-0.00019165-0.00042061i,-0.00032152-0.0012159i
-0.0011893-0.00149i,-0.00051123-0.00066428i,-0.00030472+0.0013659i,0.00032936+0.0013881i,0.0017066+1.413e-05i,0.0018276-0.00096494i,2.1296e-06-0.0020773i,-0.00072574-0.0024177i,-0.00048718-0.001342i,6.6051e-05-0.00061984i,0.00080288-0.0003476i,0.0012805+4.4362e-06i,0.00070375-0.00021002i,0.00046493-0.0010642i,0.00022917-0.0010725i,5.9558e-05-0.00045352i,0.00029397+0.00010775i,-0.00032235-9.0635e-05i,-0.00077841-9.5343e-05i,-0.00073693+0.00033272i,-0.00071872-0.00018024i,-0.00048371-0.0011902i,0.00037119-0.00097711i
-0.00036571+0.002703i,0.00018346+0.0023291i,0.00073763+0.0013314i,0.0012479+0.00035348i,0.00042644-7.7654e-05i,-0.00075909-0.00068538i,-0.00070894-0.0008248i,-5.9011e-05-0.00083063i,0.00017741-0.0010537i,-0.00024262-0.0011016i,0.00016657-0.0010948i,0.00075112-0.00095323i,0.00025608-0.00094109i,-0.0010454-0.00029534i,-0.0010728+0.00069672i,-0.00065843+0.00093962i,-0.0010901+0.00068555i,-0.00082256+0.00087097i,-0.00026893+0.0011767i,9.0235e-05+0.00043934i,0.0012049-0.00080049i,0.0010163-0.0010779i,0.00033838-0.00074855i
-0.0016086-0.0015328i,-0.0010851-0.0010904i,-0.001288-0.0013397i,-0.0010304-0.00087727i,0.00047604-0.00071545i,0.0011124-0.00034939i,0.00079123-0.00038885i,0.00061875-0.00059002i,-0.0002489-0.00082363i,-0.00061569-0.00035124i,-0.00024997+0.00040376i,-3.2068e-05+0.0012653i,-0.00017437+0.001318i,-0.00019298+0.0006651i,-0.00074813-0.00017657i,-0.00080359-0.0010314i,-6.6732e-06-0.00077419i,-0.00036419-0.00076255i,-0.0010811-0.00057283i,-0.0011712-0.0001066i,-0.0009631+0.00016325i,-0.00091384-4.9306e-05i,-0.00080673-0.00086558i
0.0006776-0.00057224i,0.00055547+0.0014349i,5.5683e-05-0.0012311i,0.00064118-0.0020486i,0.0014844-0.00094055i,0.0007487-0.00068224i,-0.0001342-0.00049709i,-0.00047711-0.00078251i,0.00013945-0.00081922i,0.00079873-0.00059885i,0.00066031-0.00036104i,0.0003607+0.00039074i,-0.00050471+1.0384e-05i,-0.00068925+5.9945e-05i,-0.0010795+0.00065795i,-0.0010354+3.8297e-05i,-0.00021049+4.6605e-05i,7.3574e-05+0.00037974i,-0.00063172+0.00045327i,-0.00098309+0.00093302i,-0.00017383+0.00082998i,0.00029413+0.00045558i,0.00043258+0.00039549i
0.00042247-0.00082088i,0.00045244-0.0025954i,0.00013117-0.0033651i,0.00011501-0.0026303i,7.6429e-05-0.0012738i,-0.001163-0.0007139i,-0.0015184-0.00078593i,-0.00082687-0.00093157i,-0.00021613-0.0013398i,-0.00048014-0.00063111i,-0.0011467+0.00011055i,-0.0011622+3.187e-05i,-0.00011093-0.00028756i,0.00026217-0.00066819i,0.00043758-0.00070691i,-6.881e-05-0.00093832i,-0.00080466-0.00044359i,-0.00063334+0.00029132i,-0.00014174-0.00018432i,-0.00030129-0.00085228i,0.00023503-0.00086173i,0.00095491-0.0002883i,0.00073149+0.00077732i
-0.00097745-0.0031643i,-0.0014508-0.0032891i,-0.0025503-0.0027386i,-0.0021702-0.0027074i,-0.00098952-0.0026355i,-0.00077032-0.0016816i,-0.00044684-0.00091226i,-0.00036135-0.00041932i,-0.00082053-0.00029999i,-0.00073896-0.0004381i,-1.9662e-05+9.1786e-05i,0.00097658+0.00053868i,0.00056628-0.00036784i,0.00018581-0.0013585i,0.00038479-0.00097751i,2.1346e-06-0.00031126i,-9.2641e-05-0.00022916i,0.00032068+2.4569e-05i,9.2122e-05+0.00041782i,-0.0002098-0.00018058i,-0.00045214-0.00069718i,-0.00039895-0.00086653i,2.0743e-05-0.0012632i
0.00074699-0.0030571i,0.00089431-0.0035685i,0.0010046-0.0030417i,0.0010446-0.0022456i,0.00014502-0.0020276i,-0.00041665-0.0018705i,-0.00025147-0.00099994i,-0.00078434-0.00070409i,-0.001592-0.00061269i,-0.0011002-0.0010073i,-0.00030475-0.00086294i,0.00017444-0.00013914i,0.00073167+0.00035031i,0.0011353+0.00019618i,0.00083393-6.6785e-05i,0.00050678-6.4268e-05i,0.00046798+0.00029612i,-0.00049221+0.00012511i,-0.00033545-0.00040462i,0.00069096-0.00013727i,0.00084828+0.00045i,0.0003415+0.00027155i,-6.2924e-05-0.00067311i
0.001428+0.00019084i,0.0013602+0.00055011i,0.00089692+0.00020178i,0.00040362-0.0016303i,-0.0002264-0.0023194i,-0.0015202-0.0011889i,-0.0011171-0.00085664i,-0.00042704-0.0006232i,-0.00065432-0.00027685i,2.5847e-05+1.1369e-06i,0.0006129+0.00036334i,0.00043878+0.00052653i,0.00073084+0.0012339i,0.00126+0.0010992i,0.0011387+5.6871e-05i,0.00075825-0.00017518i,0.0010538-0.000282i,0.0014872-0.00040921i,0.0003401-0.0002846i,-0.00081561-0.00013477i,-0.00082012-0.00027095i,-0.00038187-0.00082043i,0.00029987-0.00055687i
0.0030837-0.0018023i,0.002507-0.0011139i,0.0023186-0.0017247i,0.0025776-0.0030617i,0.0017646-0.0037754i,0.00031069-0.0033221i,0.00017253-0.0015563i,0.00048686-0.00036443i,-4.0752e-05-0.00048468i,-0.00087729-0.00089449i,-0.00059279-0.00073251i,-0.0001051+8.4094e-05i,-0.00024744+0.0006996i,-0.00020223+0.0010051i,-5.8394e-05+8.5748e-05i,0.00014795-0.00066494i,0.00014705-0.00066811i,-0.00020407-2.1743e-05i,-0.00048529+0.00072593i,-0.00057129+0.00038761i,-0.00032798-0.00013526i,0.00025189-0.00038521i,0.00074375-0.00034978i
0.0013584+0.0025851i,0.0016408+0.0029202i,0.0022142+0.0022216i,0.0018063+0.00079695i,0.00071051-0.00039299i,-0.00097634-0.0012992i,-0.0015816-0.00097027i,-0.00076853-0.00044368i,-4.9003e-06-0.00045127i,0.00040993-0.00049555i,0.0005839-0.00011692i,0.00048483+0.0003425i,0.00016091+0.0005882i,-7.0302e-05+0.0010641i,0.00031063+0.00041492i,0.0002713-0.00065002i,0.00018185-0.00053071i,0.00076156-0.00067204i,0.00064013-0.0010343i,0.0002621-0.00058204i,0.00012163-0.00013699i,6.7957e-05+0.00010678i,6.9433e-05+3.8459e-05i
-0.0011099-0.0011874i,-0.00068724-0.00083828i,-0.00062698-2.0929e-05i,-0.00041707-0.00018984i,1.5749e-05-0.00044648i,0.00020196-0.00077826i,0.00059369-0.0012666i,0.00032344-0.00068297i,-0.00046204-0.00030502i,-0.00084814+3.7132e-05i,0.00024053-8.6516e-05i,0.0010992-0.00047701i,0.00071264-0.00069048i,0.00030652-0.00021208i,-0.00033565-0.00060227i,-0.00017652-0.0010002i,0.00063031-0.00027604i,0.00054743+9.9726e-06i,-8.7839e-05-0.00046291i,-0.00032783-0.00064781i,0.0001531+4.2155e-06i,0.00074097+0.00034795i,0.00020706+7.2132e-05i
1.3051e-05+0.00072435i,-0.00030248+0.00039103i,-0.00022427+0.00075258i,0.00029598+0.0012169i,0.00070306+0.00078129i,0.00039325-0.00029403i,-0.00010626-0.0010523i,-0.00016156-0.0010129i,-0.0006054-0.0010749i,-0.0011501-0.0010344i,-0.0006651-0.00029436i,-5.1693e-05-0.00034896i,0.00011953-0.0003518i,-0.00058711+0.000334i,-0.00088631-0.00059351i,-0.00056235-0.0013649i,-0.00083009-0.00074068i,-0.00076519+0.00030352i,0.00024783+0.00077078i,0.00134+2.2428e-05i,0.0013735-0.00039289i,0.00073363+0.00036526i,-4.1348e-05+0.00034421i
6.2849e-05+6.9023e-05i,0.0002705+0.00039466i,0.00030352+0.00039102i,0.00060527-0.00062615i,0.0012634-0.0010406i,0.00015534-0.0010999i,-0.0013498-0.00056648i,-0.00075094+0.0001526i,-5.5067e-05+0.00016987i,-0.00019926-0.0004173i,-0.00010099-0.00088436i,-7.4894e-05-0.0010983i,0.00021216-0.00095963i,0.00035892-0.00035964i,0.00036321-7.1649e-05i,-6.1444e-05+0.00021541i,-0.001319+0.00019584i,-0.0022393-0.00037966i,-0.0016295-0.00035149i,-0.00045271-0.00074579i,0.00064104-0.0015796i,0.0009105-0.0010775i,0.00012642-0.0003757i
-0.00012412-0.00023862i,0.00088189+0.0010957i,0.00049902+0.0017625i,0.00017179+0.00048551i,0.00085543-0.00075685i,0.0011661-0.0010616i,0.00083608-0.00091444i,0.00014363-0.00080634i,-5.0011e-05-0.0011423i,0.00034885-0.00093967i,0.00016118-0.00049299i,8.0919e-05-0.00031881i,-0.00014777+0.00024762i,-0.00014371+0.00023605i,3.0659e-05-8.7399e-06i,-2.2335e-05+0.00099529i,-0.00037428+0.001503i,-0.00039604+0.0007934i,0.00078654+0.00036325i,0.0014201+0.00039342i,0.0014123-0.00015457i,0.001386-0.00074032i,0.00057193-0.00044332i
0.00091824+0.0014491i,0.00095601+0.002426i,0.0015109+0.0013121i,0.0018409-0.00095053i,0.0016937-0.0017934i,0.00041906-0.0015041i,-0.00040389-0.00067465i,-0.00053284-0.00056817i,-7.9724e-05-0.00073981i,-5.0384e-05-0.00026333i,-0.00084229-0.00042094i,-0.0015892-0.00054411i,-0.00056046+0.00011055i,0.00061242+0.00026939i,3.8203e-05+0.00023424i,-0.00033459+6.6363e-05i,-0.00012073-0.00017729i,0.00032642-0.00028825i,0.00062888-0.00036154i,0.0008229+0.00040857i,0.00088476+0.00083778i,0.00064567+7.3832e-05i,0.00074279-0.00050635i
0.00025313-0.0023077i,0.00039608-0.0027982i,-0.00052824-0.0025758i,-0.00085783-0.0021736i,-0.00030071-0.0020221i,-0.00033214-0.0017295i,-0.00025318-0.0015082i,0.00011339-0.00090666i,-2.9567e-05-0.0013535i,0.00020084-0.00095784i,0.00020354+8.8718e-05i,0.00046421+0.00051234i,0.00081414+0.0015261i,0.001194+0.0012078i,0.00098575+0.00038248i,-0.00028508+0.00022496i,-0.00090296+6.7926e-05i,-0.00056715-0.00056411i,-0.00045947-0.00072464i,0.00014722-0.00054228i,0.00066455-0.00036361i,0.00066759+0.00015317i,0.00057291-6.1741e-05i
0.0010653+0.00056117i,0.0007951-0.0002455i,0.00089989-0.0013802i,0.00038526-0.0022821i,0.00045098-0.0030732i,-2.9459e-05-0.0022247i,-0.00064822-0.0010805i,-0.00023623-0.00161i,0.00025512-0.0017321i,9.498e-05-0.00057326i,-1.9633e-05+0.00030466i,-0.00047005+0.00061115i,-0.00050318+0.00067379i,-7.5718e-05+0.00092394i,0.00064015+0.00071439i,0.00096588-9.4786e-05i,0.00010526-0.00075321i,-0.00072882-0.00018521i,-0.00053+0.00067955i,-0.00017284+0.00082971i,-0.00025158+0.00053353i,0.00013839+0.00015071i,8.4377e-05+0.00016606i
0.00033686-0.0013908i,0.0004261-0.0015961i,0.0013343-0.0022382i,0.0015312-0.0014817i,0.0011033-0.00025099i,0.00053608-7.344e-05i,0.00054223-0.00024367i,0.00087065-0.00019257i,0.00044599-0.0004152i,0.00024845-0.00025312i,0.00017956+0.00037748i,-2.5803e-05+0.00015987i,3.9824e-05+7.9138e-05i,0.00016171-0.00028045i,-8.9457e-05+0.00013849i,-0.0001739+0.00040754i,0.0001573-8.3113e-05i,0.0003169+9.7617e-05i,0.00030381-0.00017832i,0.0004318-0.000357i,0.0003785-0.00014677i,0.0014863-0.00012363i,0.0017093-0.00031158i
0.0011866-0.00051291i,0.00098634+0.0002102i,-0.00092251-0.00037299i,-0.0010667-0.0011154i,-0.0004112-0.00096916i,-0.00049008-0.001388i,-0.0008688-0.0012934i,-0.00094-0.00096046i,-0.00017074-0.00072627i,0.00021051+0.00046721i,8.7419e-05+0.00099101i,0.00012724+0.00032083i,-6.4558e-05-6.4254e-05i,9.1344e-05-0.00030557i,0.00012967-0.00017i,-0.00037387+0.00029055i,-0.00040441+0.0006082i,-8.9099e-05+0.00041226i,-0.00055412-0.0001576i,-0.00046815+0.00019863i,-0.00015926+0.00063387i,-0.00023966+9.3676e-05i,-6.795e-05-0.00050071i
0.001175+0.00037198i,0.00051791+0.00029172i,0.00077792-0.00084367i,0.00058155-0.0010647i,-0.00018881-0.00075474i,-0.00034261-0.00074577i,-0.00028425-0.00073731i,-0.00016453-0.00066534i,7.9301e-06-0.00085475i,-0.00022865-0.0013003i,0.00029819-0.00026646i,0.00027714+0.00035887i,-0.00019666-0.00016957i,3.3708e-06+0.00040619i,0.00039548+7.5915e-05i,0.000871-0.00070729i,0.00018262-0.001023i,-0.00043086-0.0012475i,-0.00069289-0.0012065i,-0.00071664-0.00065666i,-0.00048539-0.00021764i,-0.00080249-0.00048916i,-0.00050005-0.00088531i
0.00093051-0.0014119i,0.0017365-0.00078094i,0.0011579+4.6374e-05i,0.00052875-0.00033759i,0.00058772-0.0011883i,6.9933e-05-0.00047374i,-0.00074563+0.00020674i,-0.00014671-0.00052503i,0.00034263-0.00066555i,0.00029761-0.00048721i,0.00015921-0.00089158i,0.00017813-0.0005534i,0.00030538+5.3655e-05i,0.00044434+0.00038052i,0.00012797+0.00024497i,-0.00028534-0.00016507i,-0.0004241-0.00039698i,-0.0001501-0.00051557i,-0.00026726-0.0002893i,-0.00043037+9.3479e-05i,-0.00037026+0.00019225i,-0.0009585+0.00019696i,-0.00089931-0.00022879i
0.0031124+0.00025089i,0.0027084+2.0823e-05i,0.002023-0.0011551i,0.0010256-0.0020983i,0.00049274-0.0021692i,0.00034177-0.001132i,5.3417e-05+0.00021518i,0.00020747-0.00027646i,-9.3805e-06-0.0014918i,-0.00070136-0.0013632i,-0.001044-0.00056445i,-0.00089713-4.5483e-05i,0.00027062+0.00015169i,0.00055761-6.7802e-05i,0.00043162+8.778e-05i,0.00062931+0.00076206i,-0.00036423+0.00091782i,-0.0010302+0.00022498i,-0.00051975+0.00024204i,-0.00047412-4.0082e-05i,-0.00078845-7.1571e-06i,-0.00095244-3.9865e-06i,-0.00098749+3.9749e-05i
-0.001624-0.0023109i,-0.0015577-0.0022513i,-0.00082131-0.0015416i,-0.0007976-0.00091734i,-0.00080741-0.00062001i,-0.00059921-0.00084166i,0.00033428-0.0012438i,0.0004929-0.0015481i,-0.0004341-0.00092335i,-0.00026367-0.00013027i,0.00015044-8.1281e-06i,-0.00019772+0.00024225i,8.0635e-06+0.00058242i,0.00029641+0.00064399i,1.6279e-05+2.6415e-05i,-0.00018909-0.0002351i,-0.00085352-0.00075858i,-0.00092534-0.00088477i,-9.2472e-05-0.00046069i,7.4239e-05+7.7506e-06i,1.4447e-05-0.0001107i,-4.7152e-05-0.00047476i,0.0001996-0.00082245i
