0.0018896-0.00054447i,0.00072525-0.0011443i,-0.00079556-0.0014663i,-0.00083956-0.0015141i,-0.001359-0.0006943i,-0.0018769+3.4031e-05i,-0.0016981+0.0013433i,-0.00024976+0.0022171i,0.0020515+0.0011741i,0.002924-0.00012226i,0.0016818-0.0011412i,0.00022101-0.0011975i,0.00019296-0.00047792i,0.00022392-0.00072373i,-0.00023859-0.00092569i,0.000113-0.00034868i,0.00010013+0.00046371i,5.8669e-05+0.00068587i,0.00061997+0.00089851i,0.00060874+0.00069932i,0.00057015+0.00012984i,-0.0002186-0.00044831i,-0.0012407-0.00041763i
-0.041138+0.035802i,-0.10955+0.077356i,-0.21077+0.13567i,-0.31227+0.23423i,-0.36015+0.36816i,-0.2829+0.43286i,-0.11138+0.32695i,-0.014765+0.16303i,-0.0093469+0.081937i,-0.0081106+0.050044i,-0.0017786+0.022873i,0.0039318+0.0052383i,0.0064269-0.0044879i,0.005971-0.0068507i,0.013849-0.0072637i,0.024612-0.010559i,0.022594-0.013765i,0.0052101-0.016094i,-0.0090873-0.015095i,-0.009765-0.0094019i,-0.0054093-0.0044204i,6.4977e-05+0.00090448i,0.0080511+0.0071798i
-0.023983-0.063359i,-0.044157-0.14116i,-0.037444-0.20639i,0.030506-0.17695i,0.14174-0.062198i,0.17961+0.020543i,0.088351+0.049358i,-0.0043185+0.075275i,-0.014068+0.079425i,0.0044209+0.040886i,0.00085905+0.011181i,-0.0017225+0.014263i,0.0070039+0.018874i,0.014137+0.0096558i,0.0094894-0.00704i,-0.0072358-0.020104i,-0.0084012-0.021446i,0.013524-0.011943i,0.031479-0.001114i,0.030539+0.0040567i,0.017795+0.0031931i,0.0032322-0.005426i,-0.01061-0.014141i
0.069476-0.0027514i,0.17227-0.011304i,0.29429-0.030349i,0.3814-0.10716i,0.39198-0.24474i,0.29575-0.32189i,0.11122-0.26616i,-0.021566-0.14209i,-0.035678-0.05346i,-0.017158-0.021702i,-0.01382-0.011456i,-0.015053-0.0017752i,-0.0084129+0.010743i,0.0034304+0.020752i,0.011472+0.026866i,0.011497+0.031531i,0.0010626+0.031508i,-0.0098473+0.022119i,-0.011897+0.0082478i,-0.0090837-0.0028257i,-0.0054983-0.0091292i,-0.0024771-0.0054385i,0.0011359+0.0059669i
-0.023406+0.065594i,-0.048268+0.17256i,-0.082091+0.24679i,-0.13267+0.19163i,-0.21412+0.045937i,-0.25961-0.053125i,-0.17242-0.071061i,-0.059767-0.087856i,-0.04007-0.085709i,-0.040715-0.0354i,-0.01564-0.0049838i,-0.0067274-0.0089752i,-0.015558-0.015056i,-0.021326-0.022892i,-0.015489-0.028031i,0.0061599-0.030866i,0.025185-0.029721i,0.023089-0.014547i,0.0072049+0.0015919i,-0.0030853+0.0082247i,-0.00011679+0.011022i,0.0081335+0.0072937i,0.012811-0.0057235i
-0.070003-0.045261i,-0.18144-0.097023i,-0.29693-0.10563i,-0.35069-0.0036496i,-0.34157+0.15904i,-0.24304+0.24826i,-0.079231+0.21257i,0.029556+0.11487i,0.0372+0.039084i,0.017079+0.016763i,0.019566+0.016935i,0.02692+0.0099457i,0.019034-0.0022377i,-0.00033514-0.0059576i,-0.022934+0.0007728i,-0.040537+0.01126i,-0.042341+0.00608i,-0.026217-0.014774i,-0.0050923-0.026801i,0.0066835-0.023605i,0.0062442-0.014131i,-0.0034926-0.0026797i,-0.012935+0.014077i
0.066066-0.046961i,0.15089-0.13598i,0.20364-0.19044i,0.20457-0.10159i,0.25297+0.075741i,0.29984+0.15732i,0.20727+0.11336i,0.080957+0.090364i,0.055793+0.085493i,0.051595+0.035465i,0.017775+0.0053257i,0.0059951+0.0054481i,0.013512+0.0035967i,0.025124+0.0078128i,0.039742+0.013523i,0.046408+0.021816i,0.038721+0.041358i,0.015008+0.053762i,-0.006778+0.046223i,-0.01585+0.027337i,-0.017486+0.011697i,-0.0074134+0.0031783i,0.0074849-0.010035i
0.039836+0.071623i,0.10857+0.18287i,0.20319+0.2316i,0.26113+0.11601i,0.24571-0.066861i,0.16077-0.1649i,0.037564-0.15496i,-0.049513-0.084714i,-0.054466-0.018168i,-0.028519+0.0014175i,-0.019901-0.0025432i,-0.015582+0.001868i,-0.0073755+0.0092209i,-0.0051361+0.0045097i,-0.011349-0.01877i,-0.024627-0.051531i,-0.027093-0.070748i,-0.0091881-0.058852i,0.010004-0.027557i,0.020885-0.0039723i,0.025971-0.00032203i,0.016395-0.0084765i,-0.0074316-0.0096015i
-0.08731+0.011678i,-0.21313+0.03663i,-0.2985+0.052491i,-0.26541-0.016595i,-0.24247-0.15873i,-0.2741-0.20411i,-0.21343-0.11421i,-0.1031-0.059025i,-0.071663-0.050577i,-0.055505-0.013533i,-0.01734+0.00098134i,-0.0051246-0.0098463i,-0.0039221-0.0067149i,-0.0044862+0.0045543i,-0.0097149+0.024486i,-0.012963+0.046221i,-0.027663+0.047936i,-0.045497+0.025798i,-0.046224+0.00044723i,-0.034232-0.0081621i,-0.021193-0.0040954i,-0.0093854+0.0050598i,0.011332+0.014996i
0.012957-0.094963i,0.022054-0.21906i,-0.0088819-0.28645i,-0.071476-0.15303i,-0.093776+0.07702i,-0.039104+0.18503i,0.029961+0.14467i,0.044395+0.062915i,0.017557+0.02129i,0.0019742+0.022971i,0.0017548+0.024514i,-0.012549+0.019456i,-0.026645+0.020521i,-0.014573+0.013031i,0.015597-0.0048841i,0.057414-0.020126i,0.094992-0.024295i,0.097087-0.012376i,0.065432+0.0038801i,0.02801+0.012021i,0.0067869+0.012857i,0.00070802+0.0034799i,-0.011297-0.010067i
0.083664+0.042494i,0.2057+0.097129i,0.29614+0.15i,0.26218+0.20499i,0.21288+0.27488i,0.23282+0.24929i,0.19748+0.10078i,0.099387+0.015107i,0.050487+0.017543i,0.031439+0.0032712i,0.013773-0.0052741i,0.024168-0.00067477i,0.029706-0.0076723i,0.0085502-0.013915i,-0.025792-0.015981i,-0.066986-0.010604i,-0.086065-0.0097521i,-0.065444-0.022547i,-0.027795-0.033293i,-0.0021174-0.035734i,0.0035327-0.030537i,0.0022212-0.01463i,0.0067158+0.0050094i
-0.06624+0.068213i,-0.15363+0.16911i,-0.20211+0.24167i,-0.14047+0.15816i,-0.050528-0.043936i,-0.036614-0.17162i,-0.062862-0.15143i,-0.056017-0.074488i,-0.01964-0.036738i,-0.0077612-0.034808i,-0.015924-0.02475i,-0.0082005-0.017104i,0.0044402-0.023201i,0.010768-0.01583i,0.021051+0.0067643i,0.031338+0.033995i,0.031232+0.065537i,0.020106+0.083648i,0.0082507+0.072193i,0.0047252+0.048065i,0.0073288+0.029879i,0.010178+0.014311i,0.0069641-0.0068915i
-0.050727-0.068001i,-0.12448-0.18753i,-0.18947-0.30006i,-0.1785-0.33554i,-0.14019-0.31628i,-0.17207-0.23539i,-0.19815-0.083671i,-0.14039+0.016214i,-0.071822+0.032599i,-0.024231+0.037851i,0.0058138+0.038449i,0.0097875+0.03873i,0.01292+0.042977i,0.019916+0.027561i,0.018535-0.0091418i,0.011458-0.058643i,0.0023297-0.098624i,-0.0040174-0.097902i,-0.0040119-0.06017i,0.00079984-0.022861i,0.0026589-0.0061954i,-0.0046604+0.0013896i,-0.010009+0.01472i
0.096582-0.027055i,0.22643-0.069228i,0.33067-0.11583i,0.27398-0.082521i,0.11931+0.074064i,0.047867+0.21011i,0.053533+0.19089i,0.028791+0.10439i,-0.012672+0.06913i,-0.0088455+0.060063i,0.012239+0.018306i,0.004709-0.025571i,-0.013745-0.032568i,-0.028392-0.013813i,-0.039622+0.018615i,-0.0408+0.051561i,-0.043655+0.06376i,-0.05364+0.048881i,-0.056011+0.021617i,-0.046851+0.0061197i,-0.0303+0.0028797i,-0.011915-0.003502i,-0.00034828-0.014268i
-0.0086229+0.09224i,0.0016773+0.23458i,0.034742+0.39554i,0.091905+0.44868i,0.14093+0.36379i,0.17954+0.21901i,0.19402+0.070861i,0.14077-0.021399i,0.059506-0.036233i,0.0057047-0.022013i,-0.018103-0.0036244i,-0.028406+0.015859i,-0.029431+0.029307i,-0.010829+0.026122i,0.019756+0.0076545i,0.048496-0.0094637i,0.076035-0.018117i,0.090734-0.018617i,0.078548-0.013194i,0.051676-0.0092237i,0.027552-0.0093677i,0.010657-0.0060462i,-0.0014872+0.0048642i
-0.070819-0.025756i,-0.1949-0.045045i,-0.31551-0.036846i,-0.29642+0.0026669i,-0.13856-0.019962i,-0.023961-0.12399i,-0.020847-0.15425i,-0.019034-0.091818i,0.011642-0.05442i,0.01381-0.04587i,0.011248-0.017837i,0.037567+0.0061252i,0.058837+0.0024344i,0.048942-0.015132i,0.016671-0.031599i,-0.024063-0.034461i,-0.056296-0.022891i,-0.062049-0.0073795i,-0.041816+0.0028304i,-0.018159+0.0064807i,-0.0065315+0.0077854i,0.0020716+0.0060234i,0.014886-0.005422i
0.042191-0.056588i,0.079396-0.16611i,0.074275-0.29121i,-0.018748-0.32718i,-0.12708-0.23483i,-0.15961-0.10327i,-0.15499-0.029959i,-0.13609+0.0041246i,-0.089711+0.022872i,-0.046133+0.019067i,-0.033793-0.00027437i,-0.044427-0.024818i,-0.055379-0.034172i,-0.048961-0.010446i,-0.026077+0.023105i,0.00012955+0.041016i,0.021939+0.047266i,0.030539+0.045317i,0.021739+0.035348i,0.015351+0.02257i,0.017854+0.008662i,0.0097498-0.00028713i,-0.01201+0.0063685i
0.037448+0.040181i,0.11837+0.089429i,0.2137+0.084401i,0.22122-0.0067046i,0.11549-0.058783i,0.0062443+0.0049048i,-0.012348+0.05251i,-0.013473+0.029964i,-0.030644+0.025775i,-0.012927+0.037735i,0.011509+0.034997i,0.022544+0.043869i,0.033949+0.049378i,0.034979+0.025054i,0.023882-0.0062864i,0.012575-0.024909i,0.0012492-0.04084i,-0.011566-0.059071i,-0.018667-0.062891i,-0.020482-0.046724i,-0.020471-0.022376i,-0.0095667-0.0042968i,0.012273-0.0015485i
-0.041387+0.012571i,-0.097937+0.065769i,-0.10195+0.14999i,0.0077952+0.1973i,0.13272+0.14567i,0.15774+0.048391i,0.11953+0.013942i,0.096019+0.017903i,0.075848+0.0025572i,0.048481-0.011694i,0.035038-0.022324i,0.030709-0.03932i,0.021983-0.048899i,0.002992-0.042747i,-0.012827-0.028461i,-0.010942-0.019504i,-0.0030393-0.0055042i,0.0024278+0.023418i,0.0082565+0.039673i,0.0075828+0.031156i,0.0030459+0.01978i,-0.0053402+0.010811i,-0.023009-0.00050535i
0.011488-0.034212i,-0.0042661-0.068873i,-0.04897-0.039622i,-0.06781+0.092293i,-0.016248+0.1791i,0.033335+0.11736i,0.014329+0.021278i,-0.02182+0.0059894i,-0.024073+0.030516i,-0.019033+0.04429i,-0.023922+0.047063i,-0.043329+0.045323i,-0.055941+0.055155i,-0.033524+0.05916i,-0.0098727+0.044123i,-0.012173+0.028815i,-0.01906+0.011332i,-0.013572-0.0081557i,-0.0028224-0.01372i,0.0061341-0.0090391i,0.0095541-0.010622i,0.011121-0.0072372i,0.023959+0.0087515i
0.005633+0.0021721i,0.024558+0.00070018i,0.0061763-0.027592i,-0.089521-0.039948i,-0.18732+0.024705i,-0.18292+0.091783i,-0.11956+0.06951i,-0.087497+0.018989i,-0.072747+0.0072451i,-0.039949+0.0098036i,0.0024226+0.0080531i,0.041737+0.0022737i,0.057631-0.0088874i,0.043759-0.014561i,0.026975-0.0076523i,0.029074+0.010231i,0.030139+0.027801i,0.0044073+0.034021i,-0.020594+0.03496i,-0.01667+0.033003i,-0.0012482+0.02196i,0.0017259-0.0018932i,-0.011301-0.026475i
-0.0041774+0.00092818i,-0.012493+0.00081182i,-0.0029277-0.02063i,0.016158-0.084091i,0.024585-0.12777i,0.045813-0.088741i,0.073363-0.029186i,0.064383-0.022479i,0.026781-0.038702i,-0.0084301-0.047446i,-0.034765-0.044482i,-0.048437-0.034293i,-0.047344-0.024747i,-0.031209-0.013267i,-0.01172-0.017439i,-0.011044-0.046596i,-0.011076-0.069357i,0.011022-0.065659i,0.02739-0.049366i,0.016638-0.031684i,-0.0013395-0.014177i,-0.010165+0.0066828i,-0.010515+0.029667i
0.0091406+0.010333i,0.027226-0.001037i,0.058836-0.026918i,0.10405-0.073161i,0.13362-0.12817i,0.097414-0.15636i,0.022466-0.12282i,-0.011407-0.05167i,0.0027715-0.004325i,0.013752+0.0093323i,0.0068043+0.020291i,0.008197+0.041223i,0.021986+0.04775i,0.020337+0.029475i,-8.2852e-05+0.024333i,-0.012003+0.051661i,-0.012769+0.070517i,-0.018881+0.046321i,-0.027624+0.0076741i,-0.027242-0.0098204i,-0.01484-0.0089161i,0.004217-0.00988i,0.013789-0.020397i
-0.021802+0.011956i,-0.034192+0.040002i,-0.039991+0.092552i,-0.029528+0.15201i,-0.024714+0.17185i,-0.050706+0.12568i,-0.066305+0.048774i,-0.060503-0.002795i,-0.055079-0.010599i,-0.032467+0.0012804i,0.0010913-0.00867i,0.01209-0.037634i,0.002094-0.051391i,-0.0034012-0.041012i,0.012218-0.027893i,0.043299-0.041347i,0.061694-0.055314i,0.060105-0.027924i,0.053622+0.0074287i,0.044313+0.012376i,0.026402+0.0032729i,0.0057706+0.0014097i,-0.0041601+0.0081041i
0.011604-0.024391i,-0.0023294-0.041584i,-0.012619-0.012824i,0.0022814+0.075113i,0.038226+0.1554i,0.072111+0.15675i,0.070697+0.099385i,0.041938+0.056161i,0.02004+0.055506i,0.024046+0.063817i,0.031887+0.050376i,0.015279+0.02952i,-0.0045372+0.02325i,-0.0097093+0.009958i,-0.029223-0.0159i,-0.076491-0.016683i,-0.11121+0.0025518i,-0.10048+0.0097476i,-0.060205+0.0070845i,-0.025396+0.0071806i,-0.00501+0.01186i,0.011251+0.013412i,0.021073+0.00052045i
0.023236+0.019358i,0.051119+0.021757i,0.047056+0.013087i,0.0092977+0.011202i,-0.002931+0.015656i,0.025802+0.014438i,0.024908+0.016558i,0.0070243+0.040811i,0.031144+0.053036i,0.046996+0.028387i,0.034652+0.01467i,0.033347+0.018097i,0.033105+0.018583i,0.022072+0.029995i,0.023674+0.053373i,0.057473+0.066836i,0.088544+0.054942i,0.065965+0.028759i,0.014083+0.013915i,-0.0090104+0.010381i,-0.0057457-0.0037605i,-0.012991-0.02046i,-0.024831-0.012389i
-0.032726+0.024597i,-0.046894+0.057152i,-0.041891+0.050925i,-0.05666-0.01884i,-0.11856-0.077005i,-0.16386-0.092915i,-0.14337-0.085605i,-0.12114-0.073065i,-0.13195-0.0516i,-0.12494-0.012524i,-0.084295+0.018786i,-0.042801+0.031077i,-0.012107+0.03326i,0.018749+0.017126i,0.037483-0.025844i,0.015928-0.075025i,-0.020576-0.094032i,-0.023237-0.076197i,-0.001728-0.044461i,0.0057911-0.018345i,-0.0039128+0.0011034i,-0.0082597+0.011263i,-0.0031367+0.0065631i
-0.010957-0.046762i,-0.042592-0.10172i,-0.076847-0.14179i,-0.076516-0.15115i,-0.059358-0.12489i,-0.050739-0.043117i,-0.027761+0.026807i,-0.0077878+0.018405i,-0.017791-0.0079598i,-0.020349-0.0095526i,-0.013859-0.017389i,-0.021991-0.030889i,-0.030945-0.03169i,-0.043214-0.024034i,-0.064058+0.002948i,-0.061309+0.05203i,-0.027964+0.083007i,-0.0018799+0.071689i,0.00185+0.040339i,0.0018275+0.020835i,0.013812+0.016252i,0.026696+0.011318i,0.017707+0.010104i
0.05625+0.024574i,0.1105+0.038118i,0.14424+0.078945i,0.16456+0.16026i,0.2218+0.21012i,0.25764+0.16738i,0.20381+0.084896i,0.12881+0.041112i,0.086742+0.01169i,0.045395-0.024945i,0.0030397-0.029116i,-0.009587-0.0070007i,-0.0045769+0.0103i,0.0077926+0.025319i,0.037896+0.030457i,0.062405+0.0061775i,0.049524-0.02961i,0.015092-0.040564i,-0.00497-0.023483i,-0.006042-0.014117i,-0.01048-0.021829i,-0.017201-0.022417i,-0.0028775-0.017263i
-0.044366+0.020805i,-0.053561+0.064655i,-0.010615+0.092866i,0.053643+0.086332i,0.070146+0.067926i,0.056625-0.0035778i,0.01131-0.10256i,-0.043104-0.094389i,-0.030892-0.005283i,0.019387+0.030628i,0.04821+0.0075502i,0.05758-0.017632i,0.055817-0.038154i,0.036098-0.06202i,-0.0017115-0.078596i,-0.037011-0.06846i,-0.047847-0.028723i,-0.030204+0.0033831i,-0.0074416-0.00029636i,-0.0003963-0.0088015i,0.0027818-0.00045696i,0.0033366+0.0053035i,-0.012357+0.0024256i
-0.013009-0.037313i,-0.073124-0.062339i,-0.16834-0.047557i,-0.23479-0.0056335i,-0.22085+0.0087202i,-0.17596-0.0032249i,-0.1253-0.000122i,-0.068088-0.0067088i,-0.02891-0.020368i,-0.0014407-0.0029567i,0.0031434+0.01222i,-0.027257+0.013582i,-0.052614+0.025534i,-0.046631+0.041634i,-0.02629+0.05142i,-0.0028856+0.03987i,0.022413+0.0060692i,0.039488-0.020704i,0.038574-0.024913i,0.028809-0.015531i,0.025527-0.0088196i,0.029123-0.011482i,0.030794-0.013329i
0.051512+0.00042881i,0.14056-0.0072405i,0.22022-0.020598i,0.23319-0.00086188i,0.1595+0.046419i,0.042539+0.10064i,-0.027534+0.12883i,-0.056412+0.11558i,-0.085746+0.10613i,-0.07869+0.12013i,-0.021773+0.12386i,0.03939+0.10069i,0.072515+0.068231i,0.076834+0.032576i,0.061197+0.0039399i,0.035899+0.0080472i,-0.00069262+0.03082i,-0.04312+0.050444i,-0.05582+0.066867i,-0.034475+0.061094i,-0.022431+0.034786i,-0.027274+0.021388i,-0.021922+0.018587i
-0.049481+0.019457i,-0.10665+0.028422i,-0.15865-0.018995i,-0.18312-0.10187i,-0.15481-0.11653i,-0.067279-0.057421i,-0.013077-0.012648i,-0.021837+0.021277i,-0.022383+0.042014i,-0.022462+0.013796i,-0.034093-0.019397i,-0.038607-0.034251i,-0.045878-0.036335i,-0.047649-0.021512i,-0.037886-0.014691i,-0.024048-0.026108i,0.0014857-0.040726i,0.024062-0.053359i,0.018197-0.054542i,-0.0014604-0.032532i,-0.0048539-0.0036797i,0.0039686+0.0069448i,0.0054546+0.0051636i
-0.0099344-0.041532i,-0.044215-0.023707i,-0.078768+0.096716i,-0.079647+0.22538i,-0.059273+0.17585i,-0.0088872+0.00052038i,0.056351-0.10873i,0.077113-0.14237i,0.035891-0.14973i,-0.014728-0.10897i,-0.029661-0.044399i,-0.029136+0.0038583i,-0.023063+0.03674i,-0.0064446+0.04284i,0.0030569+0.026174i,-0.0059291+0.014398i,-0.02633+0.011527i,-0.035054+0.009402i,-0.019878+0.0094599i,0.0046386+0.007101i,0.019501-0.0065726i,0.014674-0.019548i,0.0010877-0.014779i
0.077026+0.016196i,0.18809-0.033878i,0.31552-0.15406i,0.37882-0.21294i,0.32839-0.067168i,0.1611+0.1023i,-0.011366+0.098753i,-0.084371+0.036032i,-0.054767+0.033551i,0.018903+0.029879i,0.054965-0.021039i,0.046896-0.065722i,0.026788-0.073589i,0.0021862-0.047949i,-0.0036992-0.0053402i,0.02433+0.017452i,0.059323+0.015901i,0.065903+0.012456i,0.04518+0.010405i,0.016299+0.0024908i,-0.0083784-0.0014462i,-0.015976+0.0047384i,-0.0090608+0.0047167i
-0.070272+0.040021i,-0.20718+0.10738i,-0.40513+0.19753i,-0.52154+0.24197i,-0.38795+0.17927i,-0.11025+0.072925i,0.0057981+0.02972i,-0.063588+0.072229i,-0.11291+0.10724i,-0.10206+0.080381i,-0.089707+0.055032i,-0.069716+0.058619i,-0.034635+0.05547i,-0.010473+0.022812i,-0.016449-0.021857i,-0.053438-0.041706i,-0.090821-0.033041i,-0.091083-0.020642i,-0.064425-0.016789i,-0.037507-0.012582i,-0.012081-0.0094999i,0.001827-0.01816i,-0.0092607-0.024497i
0.037483-0.049212i,0.15218-0.062322i,0.41954-0.0038377i,0.69526+0.062501i,0.67322+0.021199i,0.40693-0.086648i,0.23199-0.14611i,0.20857-0.15219i,0.17705-0.13536i,0.10991-0.087785i,0.066299-0.0278i,0.051578+0.00478i,0.047566+0.0031689i,0.043852-0.0040133i,0.044508+0.0025346i,0.064554+0.016157i,0.087816+0.01867i,0.080982+0.0061673i,0.053722-0.0037818i,0.039014-0.00020955i,0.037608+0.0072429i,0.034087+0.011673i,0.036586+0.015962i
0.020793+0.0073527i,-0.019567-0.077203i,-0.23114-0.29096i,-0.55716-0.42033i,-0.68609-0.20228i,-0.52823+0.13778i,-0.30773+0.23434i,-0.18045+0.15937i,-0.10324+0.12833i,-0.022243+0.13008i,0.034372+0.084062i,0.043803+0.028074i,0.024159+0.013569i,0.012473+0.022072i,0.010485+0.022019i,-0.0054762+0.00086805i,-0.035082-0.024346i,-0.048812-0.022163i,-0.037022-0.00078727i,-0.027233+0.008349i,-0.031041+0.006407i,-0.030738+0.0035617i,-0.023819-0.0038429i
-0.057836+0.057588i,-0.10296+0.24183i,-0.10206+0.61222i,0.024301+0.92312i,0.17723+0.76824i,0.16591+0.27576i,-8.4409e-05-0.048502i,-0.15451-0.089278i,-0.22519-0.047785i,-0.20692+0.0021473i,-0.12807+0.040296i,-0.060329+0.024698i,-0.030626-0.013536i,-0.019389-0.044763i,-0.01453-0.061636i,-0.0025354-0.044371i,0.019703-0.010551i,0.025871+0.0082863i,0.020734+0.0064166i,0.022239-0.0020324i,0.030725-0.0011459i,0.043225+0.0034809i,0.047403+0.0052965i
0.026314-0.082912i,0.11114-0.27311i,0.26714-0.58696i,0.36222-0.81615i,0.29331-0.6718i,0.19877-0.30877i,0.15454-0.09247i,0.10677+0.010821i,0.13588+0.10838i,0.19775+0.082335i,0.1372+0.0016112i,0.031151+0.021982i,-0.0078643+0.091195i,-0.011734+0.12119i,-0.036346+0.10678i,-0.07876+0.07005i,-0.094484+0.025744i,-0.06507-0.0085638i,-0.027169-0.0064341i,-0.00075391+0.015792i,0.0058252+0.012595i,-0.015358-0.0044695i,-0.038026-0.0025708i
-0.01865+0.048928i,-0.11024+0.12603i,-0.3607+0.26073i,-0.59041+0.38817i,-0.56676+0.35464i,-0.42627+0.24995i,-0.31251+0.24738i,-0.19747+0.2101i,-0.20029+0.085019i,-0.25976+0.084206i,-0.151+0.12616i,-0.0050289+0.032232i,0.017002-0.059865i,0.011065-0.06479i,0.034043-0.048096i,0.072905-0.03394i,0.090949-0.016451i,0.055613+0.010107i,0.012729+0.02934i,-0.0037201+0.021623i,-0.0024009+0.011332i,0.0038054+0.011959i,0.0086747+0.015745i
-0.0083465+0.04689i,0.074802+0.14501i,0.36081+0.27496i,0.70108+0.31176i,0.77049+0.21518i,0.6192+0.027913i,0.42921-0.22249i,0.19429-0.33993i,0.061931-0.22492i,0.067622-0.13832i,0.011146-0.13117i,-0.07162-0.052043i,-0.061718+0.027239i,-0.020603+0.020605i,-0.004715-0.023986i,-0.011229-0.048889i,-0.013344-0.046862i,-0.0059592-0.042174i,-0.01105-0.021202i,-0.017501+0.020183i,-0.017115+0.040405i,-0.016534+0.029077i,-0.019733+0.0043841i
0.015173-0.11206i,-0.084726-0.29208i,-0.27271-0.4663i,-0.42958-0.47308i,-0.34411-0.29488i,-0.1067-0.15528i,-0.037414-0.13438i,-0.13048-0.096732i,-0.1736-0.051517i,-0.14006-0.03308i,-0.067163-0.0009644i,0.022533+0.0054981i,0.053591-0.015167i,0.020514-0.0072576i,-0.0040554+0.022684i,0.008393+0.036132i,0.016928+0.031622i,-0.0017681+0.022054i,-0.020444+0.0022875i,-0.018005-0.017328i,-0.0012653-0.027657i,0.0059628-0.03248i,0.0050976-0.01472i
0.016637+0.028239i,0.14933+0.2267i,0.22498+0.3926i,0.194+0.56456i,0.084113+0.67448i,-0.088353+0.63275i,-0.20694+0.54242i,-0.16866+0.48533i,-0.059666+0.40774i,0.018704+0.29888i,0.060836+0.17888i,0.056696+0.082251i,0.03154+0.049215i,0.036437+0.042314i,0.057056+0.026396i,0.051505+0.0069776i,0.017035-0.0094603i,-0.011962-0.010389i,-0.02043-0.0031026i,-0.026397-0.0092903i,-0.036239-0.018939i,-0.032423-0.019623i,-0.021578-0.033143i
0.0065848+0.056456i,-0.0077843+0.065088i,0.046717+0.11454i,0.12882+0.15302i,0.21669+0.12506i,0.32549-0.084018i,0.27117-0.44259i,-0.013357-0.54588i,-0.21119-0.30235i,-0.20061-0.073623i,-0.13473+0.016103i,-0.066583+0.04781i,-0.002155+0.040933i,0.029101-0.0067201i,0.014519-0.062596i,-0.021202-0.055169i,-0.033698-0.0017009i,-0.030937+0.020666i,-0.018695+0.021361i,0.019077+0.024972i,0.057221+0.014058i,0.057334-0.0091131i,0.025125-0.0018606i
-0.0036249-0.13009i,-0.2368-0.44731i,-0.46373-0.55354i,-0.4935-0.46625i,-0.46328-0.35493i,-0.58537-0.23194i,-0.75907+0.029143i,-0.7563+0.3586i,-0.5487+0.56867i,-0.24251+0.55835i,-0.014594+0.3671i,0.017772+0.17356i,-0.017309+0.10784i,-0.010594+0.10393i,-0.016744+0.094881i,-0.037236+0.081648i,-0.029351+0.036665i,-0.003162-0.017969i,0.024896-0.044745i,0.038166-0.060321i,0.026336-0.074211i,-0.00080737-0.079383i,-0.021586-0.07126i
0.88125+8.7356i,1.0081+9.4671i,2.8873+9.4848i,3.584+5.5846i,3.4096+1.5109i,2.2796-1.0605i,0.73379-1.0047i,0.39874+0.31284i,0.98658+0.98619i,1.5548+0.78482i,1.5959+0.23632i,1.4256-0.098871i,1.456-0.25313i,1.3788-0.34478i,1.1497-0.44892i,0.79543-0.50375i,0.34534-0.35585i,0.041241-0.13164i,-0.071646+0.0076353i,-0.0027117+0.14753i,0.22759+0.25137i,0.40844+0.16495i,0.32496+0.008716i
0.03028+0.00235i,0.0093213-0.11512i,0.18944-0.1313i,0.46248-0.26629i,0.36448-0.6039i,-0.11206-0.81319i,-0.46574-0.66994i,-0.50435-0.34284i,-0.39565-0.037037i,-0.22046+0.13369i,-0.055138+0.12732i,-0.015545+0.065141i,-0.02618+0.06158i,-0.0019427+0.06194i,0.011727+0.030055i,0.00036682+0.012275i,0.0022121+0.0052738i,0.019555-0.002069i,0.050321+0.0018495i,0.084589-0.00029259i,0.092323-0.0063976i,0.074255-0.0062836i,0.049765-0.010191i
-0.03298-0.081908i,-0.21712-0.29013i,-0.4759-0.50892i,-0.63477-0.64551i,-0.50261-0.5369i,-0.17883-0.20348i,0.012152+0.12464i,-0.0042715+0.32027i,-0.033569+0.37726i,0.0060368+0.29609i,0.051118+0.16425i,0.070861+0.086877i,0.074712+0.063875i,0.063619+0.068098i,0.043496+0.098665i,0.028523+0.14303i,0.0093117+0.15601i,-0.017166+0.11506i,-0.019573+0.055009i,0.0095588+0.0073098i,0.023431-0.020842i,0.0074129-0.013553i,0.00070569+0.021319i
0.022106+0.080207i,0.20529+0.29869i,0.37349+0.44521i,0.49748+0.47285i,0.57483+0.30714i,0.48176+0.061384i,0.31226-0.0082336i,0.32447+0.03177i,0.39375-0.0086976i,0.32469-0.065359i,0.20616-0.07172i,0.13046-0.073399i,0.092424-0.085257i,0.073512-0.091515i,0.067855-0.090483i,0.058293-0.099485i,0.02734-0.090737i,-0.0033259-0.046124i,-0.020017-0.012684i,-0.035847-0.019261i,-0.050825-0.040847i,-0.055171-0.044595i,-0.038943-0.046192i
-0.0057476-0.040533i,-0.0050898-0.10055i,0.060757-0.18945i,0.090934-0.29963i,0.019943-0.33586i,-0.046276-0.21306i,-0.035711-0.056063i,-0.0096719-0.0015393i,-0.0071297-0.008876i,-0.011129-0.017707i,-0.020243-0.030815i,-0.037424-0.043482i,-0.041787-0.041741i,-0.047948-0.040573i,-0.085672-0.038171i,-0.12557-0.0024752i,-0.11715+0.057236i,-0.065144+0.093113i,-0.01206+0.077184i,0.0090602+0.032297i,-0.00043193+0.0047609i,-0.01001+0.0061313i,-0.011334+0.014698i
