0.0027148+0.0010007i,0.0024026-0.00041483i,-4.7441e-05-0.0020944i,-0.0021742-0.0025472i,-0.0027772-0.0015767i,-0.0029683-0.00034935i,-0.0023193-1.0437e-05i,3.4905e-05-0.000443i,0.0019265-0.00080819i,0.0012874-0.0012402i,0.00014986-0.00074334i,0.00036282+3.4003e-05i,0.00089099+0.00030175i,-0.00013511-0.00014889i,-0.00077868-0.00023139i,-0.00068995+0.00071312i,-0.00068143+0.00075408i,8.6593e-05+0.00021223i,0.0010812+0.00032022i,0.00078799+0.00018537i,0.00024777-0.00052486i,-0.00021917-0.00047759i,-0.00069839+2.2114e-05i
0.00024687+0.0019352i,0.00053949+0.0011759i,0.0009404+0.0013751i,0.00078086+0.00011426i,0.00035106-0.0012321i,5.5805e-05-0.0017432i,-0.0002653-0.0016379i,-0.001213-0.00047392i,-0.0010032-2.9685e-05i,0.00046835-9.4213e-06i,0.00039596-0.00044363i,0.00059832-0.00037049i,0.00096444+0.00058484i,0.00089142+0.00067996i,0.001071-0.0001744i,0.0010382-0.0002341i,0.00047119+0.00024576i,0.00012579+0.00020552i,0.00051532+0.00018912i,-1.8569e-06-2.096e-05i,-5.255e-05-0.00037243i,0.00091404-0.00038936i,0.00081338-0.00024952i
0.0038662+6.4002e-05i,0.0041436-0.0013942i,0.0020322-0.0024713i,-0.00052572-0.0021356i,-0.00034909-0.0015569i,0.00043661-0.0018412i,0.00027188-0.001926i,0.00035962-0.0010345i,0.000373-0.00039862i,-0.00048821-0.00067656i,-0.00032996-0.00069784i,-2.4928e-05-0.00029187i,-0.00078661-2.3071e-05i,-0.0016182+0.00041925i,-0.0011475+0.00013719i,-0.00015072+0.00029559i,0.00059775+0.00062079i,0.00048939+0.00017776i,0.00035313+2.6314e-05i,0.00089794+0.0010068i,0.00088537+0.00034464i,0.00022374-0.0006007i,-0.00010571-9.4319e-05i
0.00038846-0.0014642i,0.00030998-0.0012941i,-0.0005838-0.0016442i,-0.00056136-0.0017138i,0.00018678-8.6152e-05i,0.00063826+0.00030967i,0.00032787-0.00016031i,-0.00039665-5.0103e-05i,-0.00078968-0.00043172i,-0.00064138-0.00025645i,-0.00058306+0.00069076i,-0.00011839+0.00040213i,0.00079346-1.8417e-05i,0.0012871+0.00061342i,0.0013347+0.00088529i,0.00049786+0.0011417i,-0.00026123+0.00066621i,-4.7547e-05+0.00034117i,0.00060356+0.00030603i,0.0011336+0.00034834i,0.0013284-0.0001722i,0.00085253-0.00022898i,0.00021063+8.8237e-05i
0.00032749-0.0021411i,-0.00071798-0.0024099i,-0.0011761-0.0012625i,-0.00051223-0.0003264i,0.00025795+0.00038843i,0.00043475+0.00058221i,-3.0875e-05-0.00080064i,-0.0001793-0.0016452i,-0.0001183-0.00076538i,-0.00017922-0.00015809i,-0.00052623+0.00033878i,-0.00040095+0.0006645i,-0.00034006+0.00031823i,-0.00021554+0.00012447i,0.0001058+0.00030092i,0.00014829+0.00031875i,-0.00049063+0.00013145i,-0.00019734-6.3313e-05i,0.00076688+6.8745e-05i,0.0013993+0.00031581i,0.0013049+0.00052334i,0.00040289+0.00057662i,0.00030204+0.00021349i
0.0030438+0.0017897i,0.0037082+0.00021515i,0.0030112-0.0016908i,0.0015372-0.0018477i,0.00068211-0.00081199i,0.0010405-0.00057139i,0.00082336-0.00046006i,-0.00054443-0.00045943i,-0.0011228-0.00023265i,-0.00069508+0.00014849i,7.944e-05+8.6304e-06i,0.00045718-0.00036376i,-1.1734e-05-0.0003204i,-0.00078115+0.00023396i,-0.0010524+0.00048154i,-0.00051691+0.00053661i,-0.00036992+5.1174e-05i,-0.00031386-0.00016094i,-9.0613e-05+0.00017406i,0.00075794+0.00062586i,0.00065087+0.00081565i,0.00021682+0.00065285i,-0.00053909+0.00064555i
-0.0023761+0.00079724i,-0.0016167+0.001926i,-0.001231+0.0018735i,-0.0010286+0.00059285i,-0.00056197+0.0004218i,0.00013431+1.2974e-05i,0.00049895-0.0014241i,0.00044444-0.0021232i,0.00073324-0.00084208i,0.00030276+0.00053288i,-0.00013123+0.00021513i,-7.0312e-05-0.00011429i,-0.00018191+1.9937e-05i,4.6846e-05-0.00064298i,0.00081871-0.00071977i,0.0005356-0.00016769i,0.00026114-0.00029888i,0.00017948-0.00071954i,-2.0125e-06-0.00039099i,0.00036334-0.00047276i,0.00032994-0.00076893i,-0.00028695-0.00058691i,-0.00022823+0.00024959i
-0.0033403-0.0016843i,-0.0030822-0.0026265i,-0.0018043-0.001312i,-0.00053565+0.00072721i,0.00085289+0.0017693i,0.0012291+0.00048261i,0.000168-0.0015361i,-0.00049025-0.0012051i,-0.0003718+0.00025674i,-0.00031146+1.3716e-05i,-0.00068845-0.0001894i,-0.00042405+0.00018023i,0.0004158+0.00028678i,0.0013504+0.00032684i,0.0018839-2.6832e-05i,0.00088366+0.00042021i,-0.00041299+0.0011631i,-0.00065186+0.000304i,-0.00088821-0.00061132i,-0.0011335-0.00043652i,-0.00083803-0.00024027i,-0.00071028-0.00048287i,-0.00071395-0.00022237i
0.0026317-0.00028578i,0.0019861-0.0016897i,0.0011547-0.0026115i,-0.00036273-0.0027995i,-0.0003044-0.002165i,-0.00031395-0.00093838i,-0.0010698-0.00068467i,-0.00056246-0.00063118i,0.00035132-9.4842e-05i,0.0012134+0.00031444i,0.00043523+0.00073701i,-0.00080795+0.0017885i,-0.00076034+0.0022226i,8.6636e-05+0.0012932i,0.00023626+0.00040986i,-7.581e-05+0.00028944i,-9.09e-05+0.00027033i,0.00023295+0.00013447i,0.00038165+0.00035378i,0.00039939+0.00060875i,0.00030172+0.00060314i,0.00012756+0.00047629i,0.00034653-3.358e-05i
0.00171+0.00056526i,0.0021631+0.0019438i,0.002729+0.0012054i,0.0019956-0.00097183i,0.0012874-0.0014886i,0.00073388-0.00064622i,0.00049373-0.00076789i,-0.00010291-0.0012348i,-0.00039789-0.00080532i,-0.00024731-0.00010462i,0.00014851+0.00047376i,3.3576e-05+0.00065888i,1.696e-05+0.00069404i,0.00065471+0.0015769i,0.00020347+0.0017761i,-0.00030743+0.00075714i,0.00044207-3.7241e-05i,0.00079876+4.087e-05i,0.00081146+0.00015661i,0.00067027+0.00059749i,-1.726e-05+0.00059556i,-0.00052477-0.00039466i,-0.00030946-0.00019429i
-0.0018902-0.00030916i,-0.0020725-1.4198e-05i,-0.0017419-0.00029452i,-0.00037374+0.00041764i,0.0016066+0.00094839i,0.0028719+0.00020794i,0.0017196-0.00075288i,0.00040045-0.0011563i,2.936e-05-0.00054807i,-0.00013194-0.00016971i,-0.00042992-1.6162e-05i,-0.00076237+0.00052632i,0.00050093+0.0013076i,0.0021664+0.00093239i,0.0014947+0.000276i,-9.8175e-05+0.00048264i,-0.00077378+0.00038066i,-0.00061982+8.8463e-05i,8.3247e-05-0.0004041i,-5.901e-06-0.00046106i,-0.00041347-0.00042818i,-0.00065906-0.00089522i,0.00016904-0.00071857i
-0.00096577-0.0009217i,-3.669e-05+0.00098513i,-0.00072408+0.001613i,-0.00071603+0.0010088i,0.00058465-0.00011301i,0.0011402-0.0015399i,0.00078846-0.0024832i,-0.00033306-0.0017472i,7.131e-05-0.00093527i,0.00096523-0.00033275i,0.00085597+0.00068337i,0.00026461+0.001069i,0.00033157-3.3973e-05i,0.00073858-0.00035123i,0.00077417+0.00068826i,0.0008724+0.00098388i,0.00060142+0.0008465i,0.00022615+0.00092777i,0.00027517+0.00046431i,0.00094472-0.00018024i,0.00057786-0.00058201i,-0.00049408+2.9469e-06i,-0.00071276+0.00063457i
0.00057491+0.00024705i,-0.00020256-0.0006416i,-0.00075704-0.0013031i,0.00017841-0.00091192i,0.00068334+4.5056e-05i,0.00040622-0.00040295i,-3.9438e-05-0.0019838i,-1.5688e-05-0.0014567i,-0.00019699-1.9487e-05i,0.00020265+0.00066316i,0.00079675+0.00043233i,0.00041911+0.00042214i,-6.8714e-06+0.00071498i,0.00044335+0.00037257i,0.00062572+0.00025956i,-0.0005259+0.00080525i,-0.00074142+0.00042498i,0.00038312-3.5894e-05i,0.00070993-0.00036349i,0.00079933-0.00043026i,0.0005779+1.4042e-05i,0.00031356-9.3471e-05i,0.00026068+0.00037919i
-0.00099985+0.0023761i,-0.00049034+0.00050599i,0.00054025+0.0014528i,0.00083184+0.0029554i,0.00038114+0.0016418i,0.0013959-0.00091447i,0.0010911-0.0017126i,-0.001349-0.00063071i,-0.00090418+0.00060755i,0.00045458+0.00044226i,0.00017829-0.0002991i,0.00046543-0.00031693i,0.00095213+7.7605e-05i,0.00056607+0.00018915i,7.647e-05+6.4136e-05i,-0.00028072+0.00013875i,0.00011004+8.2802e-05i,0.00069317+0.00047037i,0.00019893+0.0002733i,-0.00055693-0.00044143i,-0.00061331-0.00022397i,2.6435e-06+0.00033241i,-5.0462e-05+7.8533e-05i
0.0031803-0.0013871i,0.0029344-0.0014485i,0.0020541-0.0020103i,0.0011798-0.0021035i,0.00030874-0.0017009i,0.00039008-0.0009391i,0.00082051-0.00047019i,8.2082e-05-0.00060539i,-0.00036239-0.00070896i,-0.00040783+3.2996e-06i,-0.00019772+0.0009332i,2.1562e-05+0.00093057i,-0.00055659+0.00059352i,-0.00083146+0.00040682i,-0.00047902+0.0006095i,-0.00057469+0.00053745i,-0.00014563-3.6917e-05i,0.00050158+0.00029451i,0.00079656+0.00028955i,0.0012119-0.00038709i,0.00043585-0.00010136i,-0.00034717+0.00052216i,0.00014921+0.0004456i
-0.00060668-0.0023497i,-0.00039934-0.0033743i,-0.00069733-0.0021333i,-0.0013882-0.0010363i,-0.00098822+0.00051582i,9.5541e-05+0.00078333i,0.00053027-0.00069736i,0.00023383-0.00070871i,-0.00050485-0.00028897i,-0.00085602-0.00028687i,-0.00078347+0.00037708i,-0.0008855+0.00099697i,-0.00054339+0.00044749i,0.00014264+0.00033356i,0.00081718+0.0003204i,0.00089358+0.00018365i,0.00032357+0.00027008i,0.00027261+4.3864e-07i,0.00065932+0.0002241i,0.00026318-1.2752e-05i,-8.692e-05-0.00050452i,0.00038792+0.00018761i,0.00041368+0.00034482i
-0.0010528+0.00077598i,-0.0014661+0.0010351i,-0.0021199+0.00041663i,4.2549e-05+0.00056267i,0.0021937+0.00060051i,0.0018544-0.00081084i,0.00077895-0.0015889i,0.00042418-0.00075917i,0.00048076+5.3008e-05i,0.00070529-0.00020567i,0.00067839-0.00033669i,0.00063242+0.00015449i,0.00087921-2.2294e-05i,0.0013366-0.00010757i,0.00093218+0.0003595i,0.00059189+0.0003229i,0.00064583+2.8697e-05i,0.00034017+0.0002547i,-0.0006206+0.0002019i,-0.00096738-0.00023354i,0.00041218-0.00050615i,0.0015354-0.00026813i,0.00086837+0.00065298i
0.0018335+0.0012994i,0.0022024-0.00031383i,0.002369-0.00047779i,0.0024916-0.0015075i,0.0015777-0.0033786i,0.000406-0.0034185i,0.00026566-0.0025957i,0.00045929-0.001212i,0.00036132-0.00041593i,6.0803e-05-0.00057528i,9.0159e-06-0.00090047i,-0.00038903-0.0012775i,-0.00077921-0.0010788i,-0.00020054-0.00032167i,-0.00011115+5.702e-05i,-0.00042307-1.5021e-05i,0.0004661-0.00022949i,0.00069345+8.3488e-05i,0.00022601+0.00028898i,3.987e-05-0.0001643i,-0.00077295-0.0005186i,-0.00065184-0.00049095i,-0.00047371+0.00015812i
0.00091424-0.001264i,0.00087033-0.0013725i,0.00052191-0.0020651i,-0.00015442-0.0017878i,-0.00039363+0.00011922i,3.0372e-05+0.00013735i,0.000193-0.0015504i,0.0003531-0.0016742i,-0.00013064-0.00098222i,-0.00013714-0.00045047i,0.00029441+0.00027294i,0.0001247+0.00030996i,3.1111e-05-0.00030606i,0.0003199-0.00045172i,0.00037216-0.00061678i,2.984e-05-0.0003434i,0.00025006+0.00013261i,0.00034829+0.00042237i,0.00025714+0.00066369i,-0.00011935-6.6466e-05i,-0.00079337-0.00061694i,-0.00051511-0.00057189i,0.00055441-0.000499i
-0.0016662+0.00016143i,-0.0014814-0.0009683i,-0.00055301-0.00097828i,9.6637e-05-0.00019317i,0.00079591-0.00034449i,0.0016513-0.0014066i,0.0014331-0.0017678i,0.00029835-0.0013374i,-9.7119e-05-0.00045134i,-0.00015214+0.00070723i,0.00032215+0.00092361i,0.00081185+0.00080562i,0.00036128+0.00029639i,0.0006681-0.00057336i,0.0012988-0.00042445i,0.00045729-6.0032e-05i,-0.00041669-0.00029788i,-0.00058031-0.00069475i,-0.00028656-0.00073249i,-1.9172e-06-0.00088111i,8.9031e-05-0.0006673i,-0.00013252-0.00037029i,0.00020972-0.00051395i
0.00042191+0.0007753i,0.0019776+0.0015155i,0.0025461+0.001161i,0.001571-0.00075338i,0.0013274-0.0015176i,0.0018554-0.0021461i,0.001427-0.002733i,0.0008922-0.001874i,0.00044073-0.00041646i,0.00040262+0.00035283i,0.00052531+0.00078431i,0.00047644+0.00092746i,0.00079956+0.00081003i,0.0002347+0.00069093i,-0.00055113+0.00041451i,-0.0010318+0.00066751i,-0.0012008+0.00067584i,-0.00065378-0.00014294i,0.00025708+0.00021616i,0.0010305+0.00080753i,0.00069306+0.00023092i,-0.0005891-0.00016022i,-0.0011594-0.00015786i
0.0039773+0.00088839i,0.0036994-0.0010869i,0.0024433-0.0030468i,0.0011931-0.0023704i,0.00030056-0.0007099i,0.00026808-4.7452e-05i,4.8612e-05-0.00063832i,0.00030058-0.001329i,0.0010845-0.00037591i,0.0013716+0.00040339i,0.00074383+0.00036524i,-0.00013729+0.00038569i,-8.3952e-05+0.00015679i,-0.00032976-0.00052397i,-0.00099327-0.00044003i,-0.00076172+7.1857e-05i,-0.0006906+0.00055833i,0.00018492+0.00034665i,0.0010386-0.00032616i,0.00092338-0.00028576i,0.00044478+0.00031643i,0.00039584+0.00055123i,0.00037844+0.00038925i
-0.0024441+0.0019293i,-0.0017141+0.0013474i,-0.0013493+0.0012477i,-0.0011992+0.0012491i,0.00039158+0.00014052i,0.0018156-0.0014744i,0.00081277-0.0020202i,-0.00061714-0.0013499i,-0.0010918+5.0499e-05i,-0.0014819+0.00067587i,-0.0021505+0.0010215i,-0.0011333+0.0012329i,-0.00019282+0.00086867i,0.00021366-1.7199e-06i,0.00066157-0.00052987i,0.00047949-0.00033201i,-0.0005852+0.00035264i,-0.0008656+0.00059676i,-0.00047575+0.00042832i,-0.00056577+0.00027641i,-0.00083577+0.00058523i,-0.00092259+0.00053603i,-0.00050223+0.00059739i
0.00052071-0.0013592i,0.0010455-0.0019462i,0.0010859-0.0027105i,0.0011281-0.0016715i,0.0011083-0.00044331i,0.001023-0.00079602i,0.00041395-0.0012918i,-0.00027742-0.0013298i,-0.0001042-0.00053856i,0.00034211+0.00083351i,0.00031522+0.0016313i,0.00049713+0.0015016i,0.00056862+0.00039316i,0.00031462-0.0002018i,-0.00018498-0.00011651i,-0.0001389+0.0001105i,0.0008769+0.00050212i,0.00065646+0.00027477i,0.0003422-0.00029967i,0.00034286-0.00084042i,0.00061924-0.0011587i,0.00087723-0.0011198i,9.5614e-05-0.00047387i
0.0021168+0.0020676i,0.0039446+0.001256i,0.0040696+0.00092554i,0.002939+0.00069337i,0.0020592+0.0001567i,0.0010581-0.00066418i,-4.3792e-05-0.00097881i,-0.00012323-6.2272e-05i,0.00041738+0.00052883i,0.000901+0.00043293i,0.00080771-0.00011655i,0.00042284-0.00069235i,0.00035063-0.00019189i,-0.00068148-9.1629e-05i,-0.0015096-0.00037181i,-0.00056919-0.00042282i,6.0107e-05-0.00034869i,-1.1316e-05+6.796e-05i,0.00010878+0.00047377i,0.00021012+0.00064767i,0.00023226+0.00051048i,0.00022693-0.00016337i,0.00037335-0.00049891i
0.0015609+0.0016343i,0.0015551+0.00087994i,0.00055072-0.00065543i,-0.00055363-0.0014026i,0.00018039-0.0015205i,0.0012922-0.0016076i,0.00095525-0.0013928i,0.00040866-0.0007236i,0.0002892-0.0002406i,0.00066386-0.00042294i,0.00076515-0.00034385i,0.00077725+0.00019777i,0.00076818-2.6525e-05i,0.00069769-0.00050466i,-0.00021491-6.1981e-05i,-0.00042765+0.00025861i,-0.00024385+6.4265e-05i,-0.00042043-0.00037639i,0.00011797-0.00024343i,-3.372e-05-3.9861e-05i,-0.00030846+2.4329e-05i,2.9631e-05-0.0003834i,7.6239e-05+6.8783e-07i
-0.0022679-0.0039146i,-0.0024649-0.0034737i,-0.0028547-0.0031368i,-0.0022483-0.0006164i,-0.0012793+0.0015284i,0.00020794+0.0011388i,0.00098933-0.00035415i,0.00068924-0.0011004i,9.3137e-05-0.00080914i,-0.00083304-0.00076511i,-0.0013414+0.00046082i,-0.00082583+0.0019727i,0.00016641+0.0014765i,0.00079692+0.00025343i,0.00076681-0.00025889i,0.00040592-0.00042177i,-0.00057105-0.0004755i,-0.00083042-0.00013565i,-0.00032857-0.0003768i,0.00013608-0.0010936i,-0.00072952-0.0011393i,-0.0018124-0.00061353i,-0.0011077-0.00042455i
-0.0012156+0.0013835i,-0.00070404+0.0013472i,0.00045276+0.0015195i,0.00086613+0.00021747i,0.0014416-0.00051889i,0.0016815-0.0005376i,0.001569-0.00061163i,0.00039904+3.9433e-05i,-0.00073411+0.00048832i,-8.748e-05-6.7481e-05i,-0.00026213-0.0006999i,-0.00067836-0.0011038i,0.0010568-0.00095049i,0.0015842-0.001178i,0.00039289-0.001239i,-0.00038232-8.6471e-05i,-0.00050337+0.00013585i,-0.00032566-0.00025544i,-0.00025766-0.0003064i,-0.00042655+0.00050952i,-0.00084909+0.00068744i,-0.00083834+0.001305i,0.00019078+0.0012102i
0.0029707-0.00066448i,0.0040457-0.0013612i,0.0029536-0.0021316i,0.0014278-0.0016193i,-0.00014358-0.0015977i,-0.00012913-0.0020763i,0.0012111-0.0014733i,0.0015637-0.00079482i,0.0012191-0.00049861i,0.00075659-0.00057655i,-0.00016058-0.00036726i,-0.00027946-7.9174e-05i,0.0004631-1.2536e-05i,5.3499e-05+6.5924e-05i,-0.0006721-9.4162e-05i,-0.00055221+0.00051946i,-2.9386e-05+0.00038773i,0.00043864-0.00038247i,0.00079315-8.1491e-05i,0.00073884+0.00029671i,0.00060273-0.00039091i,0.00010981-0.00072769i,-0.00011446-0.00079711i
0.0001024-0.00036266i,0.00058118-0.00019832i,0.00030171+0.00014314i,0.00033477+0.00092787i,0.00075958+0.001689i,0.00078993+0.0011222i,0.00033656-0.00089666i,4.2615e-06-0.0015241i,6.2453e-05-0.00080426i,0.00010379-3.5973e-05i,2.8081e-05+0.00036371i,0.00011309+0.00070454i,0.00037276+0.00039725i,0.00036111-0.00040526i,0.00059431-0.00030983i,0.00021932+0.00024265i,9.5194e-05+0.00077698i,0.00033671+0.00079009i,0.00017241+2.7768e-06i,0.00050329-0.00087546i,0.00025122-0.0010977i,-0.00022652-0.00098433i,0.00023703-0.00076364i
-0.00071482+0.003147i,-0.00016649+0.002698i,0.00092442+0.0019495i,0.0010552+0.0011824i,0.0013877+3.132e-05i,0.0019579-0.00099647i,0.0011497-0.0012235i,-0.00032511-0.00035493i,-0.00057034+0.00062637i,1.5983e-05+0.00051205i,-0.0002472-4.7899e-05i,-0.000964-0.00052226i,-0.00091981-0.0010152i,0.00011953-0.00071592i,0.00049004-0.00039492i,0.00022413-0.00028482i,0.0009505-2.0582e-05i,0.0010643+3.6811e-05i,-9.5838e-05+0.00031837i,-7.4139e-05+0.00015991i,0.0009369+6.2406e-05i,0.0010474+0.00020314i,0.0010862+0.00028181i
0.00061111-0.00066916i,1.3062e-05-0.0011879i,-0.0010927-0.0018285i,-0.00087362-0.0016957i,0.00046293-0.00077838i,0.00042946-0.0013309i,0.00020109-0.002086i,0.0001345-0.0012299i,0.00029878-0.00012566i,0.00073486+0.0002325i,0.00092578+0.00088073i,0.00051073+0.001123i,0.00010517+0.00066928i,0.00035818+0.00048466i,-0.00016609+0.00048176i,-0.0011177-9.4284e-05i,-0.0001936+6.9802e-05i,0.00043991+0.0008766i,-8.6379e-05+0.00088351i,0.00050115+0.00042537i,0.00012247-9.7261e-06i,-0.00074237-0.00059842i,-0.00025137-0.00059825i
-0.00058587+0.0013455i,0.0011528-0.00015797i,0.0022356+0.00023717i,0.0017493+0.00055943i,0.0017007-0.00020231i,0.0011758-0.00060162i,-0.00013576-0.0014471i,-0.00075777-0.0018005i,-0.00052215-0.001062i,0.00030362-0.00044561i,0.00067186-4.694e-05i,0.00070978+0.00029854i,0.00050293-5.4788e-05i,0.00070808-0.0007796i,0.00098579-0.0011765i,0.00090976-0.0014962i,0.00079651-0.0010701i,0.00028339-0.00060782i,-4.4557e-05-0.0003867i,-8.5561e-05-0.0002012i,0.00082516-8.0898e-05i,0.00048649-0.00023584i,-0.00081615-0.00017425i
-0.0029684-1.8722e-05i,-0.0022848+0.00094526i,-0.0014397+0.0018726i,-0.0003582+0.0015782i,0.0014574+0.00015767i,0.0024955-0.0011085i,0.0011388-0.0018514i,-0.00084886-0.001337i,-0.00085111-0.00019722i,-0.00021147+9.5906e-05i,-0.0001519+0.00017594i,0.00019044+0.00063762i,0.00047402-1.4671e-05i,0.00080948-0.0013343i,0.00023636-0.0017207i,-0.00065295-0.0012005i,-0.00064224-0.00073915i,0.00011041-0.00049979i,0.00048776-0.00023241i,0.00055226+0.00031408i,0.00042561+2.6651e-05i,0.00021498+5.9653e-05i,-0.00017966+0.00032375i
0.0019357-0.0035088i,0.0014166-0.0027869i,-1.0707e-05-0.0016652i,-0.00052886-0.0010896i,-8.5145e-05-0.00048475i,0.00088644-0.00055708i,0.001666-0.00074852i,0.001909-0.00055399i,0.00133-0.00042626i,5.3064e-05+9.5324e-05i,-0.00046276+0.00029912i,-0.00069414+0.00052709i,-0.00047193+0.0011751i,0.00030785+0.0013812i,-3.7949e-06+0.00050804i,-0.00053573-6.2238e-06i,-0.00027779-0.0001829i,0.00064707+0.00024763i,0.00073627+8.1351e-05i,0.0005501-0.00066674i,0.0010719-0.0007529i,0.00059984-0.00071828i,-0.00061628-0.00034665i
0.0039655+0.00062105i,0.0046138-8.6183e-05i,0.0038834-0.0015596i,0.0023271-0.0019088i,0.00067591-0.0010431i,0.00029987-0.00090118i,0.0003781-0.0013754i,-0.00021702-0.001736i,-0.00029162-0.0010145i,0.00029365-0.00012908i,0.00040185-7.9061e-05i,0.00031844-8.7523e-05i,0.00055429+4.1272e-05i,3.6431e-05-3.7756e-05i,-9.6302e-05+0.00019202i,0.00048811+0.00069808i,0.00095017+0.00041149i,0.00046563+0.00055904i,-0.00054059+0.00066547i,-0.00075687+0.00013899i,-0.00041701+8.2767e-05i,0.00032045-0.00015427i,0.00072062-0.0005386i
-0.00046854+0.00068728i,-0.00025724+0.00075198i,-0.00075441+0.00023731i,-0.00032647+0.00020296i,0.00037991+0.00051716i,0.00076487-0.00070634i,0.00028641-0.0012039i,-0.00038662-0.0005208i,-5.0918e-05+0.00010648i,0.00035604-0.00027384i,0.00053573-0.00029996i,0.00027882+0.00050114i,-0.00042251+0.00060475i,-0.00035356+0.00056053i,3.73e-05+0.00052997i,9.3892e-05+0.00084131i,8.0056e-05+0.00048766i,0.00062659-0.00011763i,0.0010992-4.7616e-05i,0.00096724-0.00018833i,0.00058104+0.00024249i,0.00017421+0.0012451i,-0.00012219+0.00065504i
-0.0015165+0.0019494i,-0.0019472+0.0011438i,-0.002086+0.00053757i,-0.00054047-0.00029234i,0.00054647-0.0014111i,0.00022544-0.0017519i,-0.00059006-0.0020757i,-0.00086783-0.0017742i,-3.7699e-05-0.00085399i,0.00014706+1.1899e-05i,-0.0002093+0.00067875i,-0.00021603+0.00022539i,-0.00015003-0.0010444i,0.0003448-0.00071809i,-6.7371e-05-0.00017848i,-0.0012573-0.00029425i,-0.00092717-8.9935e-05i,-0.00026289-7.5933e-05i,0.00020963+0.00023504i,0.00023209-0.00017069i,0.0003902+0.00018656i,0.0003504+0.0003589i,-0.0001659-0.00086785i
0.0002392-0.0012524i,0.0022844-0.0016876i,0.0030738-0.0016231i,0.0014684-0.0013291i,0.0011295-0.0013357i,0.0013204-0.0012091i,0.00061986-0.001539i,-1.2746e-05-0.0010909i,0.00015+0.00042511i,-0.00038741+0.0011788i,-0.0010982+0.00096381i,-0.0013088+0.00042391i,-0.00069807+0.00052474i,0.00050517+0.00075681i,0.00078244+0.00064391i,0.00022193+0.00082532i,0.00027622+0.0011392i,0.00039412+0.00082863i,0.00028987+0.00016897i,0.00022104-0.00044773i,0.00011629-0.00069155i,-1.2576e-06-0.00036557i,-0.0001155-0.00017545i
0.00071757-0.00026386i,0.0016113+0.00072683i,0.00048805+0.00059912i,-0.00044608+0.00094876i,0.00054047+0.0012401i,0.0013551-0.0002239i,0.0012489-0.0016733i,0.00098695-0.0019168i,0.00063787-0.0012007i,-3.988e-05-0.00041773i,-0.00044818-0.0001559i,-0.000265+6.3166e-05i,-4.7515e-05+0.00038898i,0.00034909+0.00052074i,0.00086423+0.00023675i,0.00064447+9.0093e-06i,-0.00038009-0.00015651i,-0.0002534-0.00016953i,0.00037381-0.00087769i,0.00047816-0.0014481i,-0.00015908-0.0010034i,-0.00069269-0.0011737i,-4.651e-05-0.0011184i
-0.00072234+0.00090789i,0.00039231-0.00072862i,0.00021164-0.0013682i,0.00024153-0.00077437i,0.00069373-0.0002439i,0.0015479-0.0009975i,0.0013676-0.0019754i,9.4516e-06-0.0012641i,-0.00048237-0.00030162i,-0.00012999+0.00064742i,0.00027713+0.0004122i,-6.1181e-05+0.00044407i,-0.00048614+0.00081852i,0.00047776+0.00013101i,0.00065588-0.00018666i,0.00012613-0.00024679i,0.00061699-0.00048126i,0.00037289+0.00045321i,0.00025039+0.00051946i,0.00011941-0.00022166i,6.9569e-05-0.00039669i,7.6255e-05+2.8662e-05i,-0.0006586-1.1895e-05i
-0.002622+0.0036327i,-0.0001212+0.0034578i,0.0020576+0.0026393i,0.0027503+0.00082897i,0.0025299-0.00084508i,0.0013385-0.0024623i,1.4888e-06-0.0027142i,-0.00084252-0.00142i,-0.00051724+0.00026891i,0.00054679+0.00026257i,0.00061562+0.0001091i,3.7363e-05+0.00044586i,-0.00027229-0.00035292i,-0.00047506-0.0012582i,-0.00098391-0.0011967i,-0.0012251-0.00047328i,-0.00092244+0.00031796i,-0.0011212+0.0007224i,-0.00046645+0.00085929i,0.00045409+0.00056251i,0.00013335+0.00053677i,0.00032836+0.00036019i,0.00076758-0.0003802i
0.0019003+0.0013852i,0.0020922+0.00081722i,0.0020739+3.0218e-05i,0.001597-0.0013455i,0.0010626-0.0016534i,0.00098373-0.0011518i,0.00021129-0.00098886i,-0.00034726-0.00073092i,8.7642e-05-8.6865e-05i,0.00020603-0.00010385i,0.00044027-0.00073146i,-0.00034443-0.00076504i,-0.001066+0.00047i,-0.00035003+0.0014621i,-0.00045896+0.0009428i,-0.00059708+0.00023413i,-0.0001063+0.0003246i,0.00017721+0.00066109i,-2.9933e-05+0.00034978i,-0.00019624-0.00098541i,-8.6643e-05-0.0017491i,-0.00028996-0.0011134i,-0.00068203-0.00055203i
-0.0003817+0.0029332i,7.7359e-05+0.0022807i,-0.00033874+0.0015029i,-4.5087e-05+0.00024399i,0.0013509-0.00037129i,0.0014256-0.0010207i,0.00060505-0.0016609i,0.00080958-0.0012562i,0.0013082-0.00070364i,0.0009446-0.0010193i,0.00016141-0.0010887i,0.00023966-0.00076645i,-6.8027e-05-0.00079049i,-0.00096709-0.00079449i,-0.00038464-0.0010483i,0.00019409-0.0012108i,0.00042381-0.00089994i,0.00066778-0.00044941i,0.00041865+0.00017684i,5.7835e-05+0.00074233i,-0.00062472+0.00014912i,-0.00026692-0.0013753i,0.00077928-0.0016559i
