-0.002279-0.00057677i,-0.0026448-0.00037734i,-0.0039182+0.00061492i,-0.0032559+0.0014464i,-0.0013706+0.0027562i,-0.0011603+0.00244i,-0.0013613+0.0018987i,-0.00043117+0.0010975i,0.00071395-0.00017421i,0.00054821-0.00085794i,0.00043161-0.00076525i,0.00067465-0.00058574i,0.00069575-0.00084256i,0.00097297-0.00048637i,0.00035801+7.5489e-05i,0.00036504+2.3217e-05i,1.472e-05-0.00035867i,-0.00043827+8.5503e-05i,-0.00027397-0.00011521i,-5.3243e-05-0.00053928i,0.00017474-0.00021659i,0.00023044-0.000349i,0.00051331-0.00082972i
0.001087+0.0019649i,0.0014954+0.0030608i,0.0017593+0.0042534i,0.001909+0.003695i,0.0017918+0.0028789i,0.00122+0.0026933i,0.00046506+0.002298i,-0.00022115+0.00086046i,0.0002228-0.0009264i,0.00042533-0.0013331i,0.00041017-0.00082258i,0.0005888-0.00031147i,0.00012466-0.00045344i,-0.00079754-0.00047578i,-0.0011347+0.00023675i,-0.0011069-4.2376e-05i,-0.00026414-0.00039669i,0.00029743-0.00012246i,1.9572e-05+0.00023284i,-6.4744e-05+0.0006026i,2.9629e-05+0.00054635i,0.00035591+0.00066646i,0.00045502+0.00054042i
-0.0020015+0.002267i,-0.0030393+0.00029796i,-0.0035791-0.00028139i,-0.0032308+0.00058991i,-0.0021334+0.00107i,-0.00027493+0.0012085i,0.00055494+0.00090334i,-0.00022968+0.00062466i,-0.00072242-6.0609e-05i,-0.00072059-0.00052699i,-0.00048255-0.00087282i,-0.00013013-0.00083475i,-0.00037829+7.9055e-05i,-0.00074357+0.0007776i,-0.0013521+0.0010854i,-0.0013458+0.00099274i,-0.00087297+0.00063877i,-0.00024414+0.00087392i,-0.00012505+0.00094631i,-0.00039791-0.00011848i,-0.00036718-0.00061484i,-0.0010477+0.00042196i,-0.0014411+0.0013226i
0.00029304-0.0025509i,0.00057261-0.0026021i,-0.00093975-0.0029814i,-0.0025145-0.0019938i,-0.0015266+0.00029808i,0.0015171+0.0011583i,0.0028811+0.0007651i,0.0033737-0.00050132i,0.0037646-0.00081769i,0.0018521-0.00083777i,0.00040947-0.0013856i,0.00039234-0.0016084i,-0.00036954-0.0012639i,-0.00070127-0.0008878i,1.1637e-06-0.00061164i,9.9634e-05-0.00031012i,-0.0001059+0.00016443i,-6.5688e-05+0.00019159i,-0.00038257-0.00031372i,-0.001308-0.00073094i,-0.0013756-0.0013056i,-0.0010569-0.00088201i,-0.00045183-0.00019397i
-0.001988+0.0021469i,-0.00083974+0.0032203i,0.0001355+0.0042962i,0.0023334+0.0033638i,0.0031277+0.0020778i,0.0017535+5.2766e-05i,0.0017246-0.0027926i,0.0035784-0.0031522i,0.0044573-0.0020338i,0.0037713-0.0014166i,0.00093918-0.00069122i,-0.00059849-0.0001553i,-0.00020722+0.00013772i,0.00011003+0.00085436i,0.00058758+0.0010904i,0.00023121+0.00028657i,-0.00067869-0.00025502i,-0.00056016-7.2463e-05i,-0.00028577+0.00051579i,-0.0011198+0.00090791i,-0.001133+0.00097583i,-0.00013598+0.00095436i,-0.00014778+0.0004648i
-0.0026488+0.0022643i,-0.0044819+0.0020709i,-0.0050107+0.0039622i,-0.0039736+0.0045596i,-0.0027202+0.003181i,-0.0015416+0.0015448i,-0.0010973+0.00042251i,-0.0012371-0.00062952i,-0.00058325-0.00088482i,0.00059207-0.000945i,-0.00012301-0.0010309i,-0.0013696-0.00048188i,-0.001799-0.00073848i,-0.0018038-0.0011796i,-0.0009801-0.00071844i,-0.00016739-0.00010803i,0.00020052+0.00036524i,0.00021095+0.00058008i,0.00062185+0.00083506i,0.0012096+0.0012444i,0.00065817+0.0010931i,-0.0001194+0.00010219i,0.00029171-0.00061107i
-0.00095737-0.0019219i,-0.00017932-0.0027109i,-0.00050602-0.0037431i,-0.001141-0.002576i,-0.00099362-0.00071832i,-0.0015993-0.00054179i,-0.0022504-0.0010437i,-0.0028545-0.0013795i,-0.0028766-0.0020819i,-0.0019619-0.0021276i,-0.0013675-0.0012101i,-0.00083074-0.00074654i,-6.78e-05-0.00075409i,-0.00012326-0.001173i,-0.00024283-0.00089913i,0.00049395-8.6028e-05i,0.0006762+0.00071462i,0.00031456+0.0011142i,-0.00016045+0.0010762i,-0.00053606+0.00049784i,-0.00025177-0.00026385i,8.2765e-06-0.00077523i,-3.9793e-05+0.00026178i
4.9426e-05+0.00076802i,0.0012636-0.00053756i,0.00093858-0.0012237i,0.00040592-0.0012859i,0.000438+0.00028917i,-0.00069152+0.0015467i,-0.0010515+0.0020834i,-8.2866e-05+0.001432i,0.00071246-0.00052972i,4.8518e-05-0.0010402i,-0.0010276+3.8445e-07i,-0.00017817+0.00025153i,0.0012698-0.00017074i,0.0013615+0.00018966i,0.00041561+0.0011024i,-0.00073144+0.00065482i,-0.0010963-0.0003907i,-0.0011463+3.5292e-05i,-0.001009-9.0534e-05i,-0.000215-0.00084978i,-0.00015164-0.00087804i,-0.001154+0.00012673i,-0.0015269+0.0014656i
-0.0034818+0.0023046i,-0.0034926+0.0039804i,-0.0026552+0.0063925i,-0.00037966+0.006706i,0.0011728+0.0044826i,0.0022657+0.0014195i,0.0035559+0.000899i,0.0041954+0.0024059i,0.0039236+0.0023213i,0.0032224+0.0010578i,0.0022122+0.00011292i,0.0006214-0.00052637i,-0.00055176+0.00034597i,-0.00064311+0.0017944i,-0.00076151+0.0012997i,-0.0012822-8.0461e-05i,-0.0013649-0.0004039i,-0.00078083-0.00065811i,-0.00038115-0.00065629i,-0.00068876-2.3187e-05i,-0.00079145+0.0010701i,-0.00053393+0.0017918i,-0.0010513+0.0010327i
-0.0021561-0.0036279i,-0.001895-0.0042819i,-0.0017456-0.0045539i,-0.0017379-0.0031097i,-0.0020318-0.0006256i,-0.00091392+0.00061989i,0.0015344+0.00052736i,0.0029392-3.2305e-05i,0.0029288-0.0011417i,0.0023092-0.0019178i,0.00059954-0.0019211i,-0.00055253-0.001615i,-0.0012403-0.0010669i,-0.0014838-0.00070869i,-0.00022713-0.00063733i,0.0012763-0.00075243i,0.0014941-0.00048207i,0.0013868+0.00030618i,0.00079185+0.00084042i,2.7003e-06+0.00070471i,-0.00046634+0.00051983i,-0.00088347-0.00022674i,-0.00053052-0.0002494i
0.00056753-0.002765i,0.0010441-0.0023538i,0.00079292-0.002269i,2.3761e-05-0.0011402i,-0.00048527-5.756e-05i,0.00053147+0.00025667i,0.0015577-0.0019691i,0.00091739-0.0051464i,0.00038053-0.0068597i,0.0005842-0.0064977i,0.00012564-0.003816i,-0.00039427-0.001544i,0.00050317-0.0011639i,0.0017016-0.00098974i,0.00090265-0.00014342i,0.00010087+0.00096341i,-0.00071616+0.0018179i,-0.0012932+0.0018888i,-0.00086895+0.0012628i,-6.1695e-05+0.00016032i,0.0010378-0.000327i,0.001588-0.00028621i,0.0014088-0.00068251i
-0.00069738-0.0012686i,-0.0010204-0.0010844i,-0.001463-0.0010426i,-0.0016638+0.00082376i,-0.0023928+0.0024967i,-0.0016788+0.00097295i,-0.00064163-0.0019423i,0.00041117-0.0036099i,0.00040241-0.0037139i,-0.0013519-0.0029949i,-0.0023811-0.001544i,-0.0012441-5.6108e-05i,0.00011977+0.00051782i,-0.00010537+0.00077666i,-0.00085565+0.00057899i,-0.00079926+0.00053557i,-0.00067526-0.00045106i,0.00015591-0.00077149i,0.001413+0.00023068i,0.0012515+0.00038315i,-0.00046968-8.1667e-05i,-0.0010402+0.00029203i,-0.00091985+0.0011884i
-0.0021984-0.00014548i,-0.0023683-0.00098017i,-0.0016276+9.9603e-06i,-0.00076527+0.0012897i,-0.00014482+0.0014212i,0.00025353+0.00086802i,-0.00031566+0.00040901i,-0.0016405+0.0010693i,-0.0017222+0.0021414i,-0.00079427+0.0030372i,-0.00041893+0.0027668i,-0.00071997+0.0019534i,-0.0010674+0.0015424i,-0.0016187+0.0010291i,-0.0015085+0.00038911i,-0.00087288-0.00034616i,-4.3282e-06-0.00096796i,0.00062325-0.00071629i,0.0001186-0.00035544i,-0.00095796-0.00020191i,-0.0016929-0.00022129i,-0.0018559-8.9735e-05i,-0.0012312+0.00023092i
0.0023032+0.00075032i,0.0020065+0.0023472i,0.0025684+0.0016885i,0.0021537+0.0001048i,0.00020293-0.00070559i,-0.0012386+0.0010562i,-0.0017523+0.0035365i,-0.0017851+0.004067i,-7.005e-05+0.0030461i,0.0015048+0.0011073i,0.001678-0.0006312i,0.0017382-0.001308i,0.00082515-0.0020674i,0.00024099-0.0023535i,0.0004677-0.0015699i,0.00078722-0.00062157i,0.00070848+0.00066709i,-0.00012533+0.0010594i,-0.0010711+0.00094146i,-0.0016793+0.00024785i,-0.0012009-0.0014572i,-0.00085955-0.0017614i,-0.001063-0.00104i
-0.0022603-0.00061751i,-0.0030626-0.00043297i,-0.0029366-0.00030556i,-0.0013059+0.0005806i,-3.0564e-05+0.0018071i,-0.00022405+0.0026877i,0.00050312+0.0021174i,0.003406+0.00032527i,0.0056823-0.0028237i,0.0053499-0.0051056i,0.0032374-0.0034611i,0.0016254-0.00060677i,0.0013023+0.00030585i,0.0014319+0.00082476i,0.00091557+0.0012825i,-0.00047922+0.0014494i,-0.0017733+0.0013571i,-0.0015736+0.00085185i,-0.00039521+0.00066182i,-0.00033464+0.001525i,-0.00064614+0.0017518i,-3.2021e-05+0.0014482i,0.0011573+0.00089456i
-0.00014491-0.00090765i,-0.0005552-0.00060794i,-0.00095866+9.776e-05i,-0.00073283+0.0016005i,0.00034785+0.0014593i,0.0015253+0.00089209i,0.0029812-0.00076477i,0.0052792-0.0030802i,0.0056654-0.0053734i,0.0034071-0.0057838i,0.00087526-0.0035297i,-0.00064123-0.00064727i,-0.00069088+0.00082084i,-1.823e-06+0.0005163i,0.0002543+0.00059099i,-0.00074136+0.00053363i,-0.0004564-0.00016074i,0.00091584+0.00011586i,0.0004555+0.0013668i,-0.00045706+0.0014988i,-0.00054159+0.0014837i,-0.00082433+0.0020531i,-0.0015335+0.0020283i
-0.00078906-0.00037374i,-0.0021445-5.4358e-05i,-0.0031906-0.00096093i,-0.0021457-0.0020145i,-0.00096559-0.0007788i,0.00028064+0.00067171i,0.0017428+3.1707e-05i,0.00060889-0.00066468i,-0.001975-0.0014189i,-0.0036112-0.0013011i,-0.0031902-0.00062087i,-0.0017262-4.7334e-05i,-0.0012396-0.00039091i,-0.00097162-0.0017527i,-0.00021553-0.0016415i,0.0010682-0.00081403i,0.001562-0.00017062i,0.0010578-8.2123e-05i,-6.8084e-05-0.00025124i,-0.0012965-7.2875e-05i,-0.0016004-0.00013849i,-0.0015056-0.00057137i,-0.0012854-0.00065974i
-0.00031724+0.0011426i,-0.00074771+0.0013747i,0.00018632+0.0019633i,0.00079126+0.0019888i,0.00045838+0.0010559i,-3.9596e-05+0.00078854i,-0.0013076+0.00047813i,-0.0038526+5.8207e-05i,-0.0054658+0.00096424i,-0.0047848+0.0018793i,-0.0020175+0.0010625i,-5.6176e-06+0.00028437i,4.4637e-05-0.00014682i,0.00082217-0.00094925i,0.0017247-0.0016171i,0.0016379-0.0011299i,0.00097455-5.6451e-05i,0.00033284+5.514e-05i,0.00040619-0.0013123i,0.00027002-0.0016659i,0.00024104-0.00063909i,0.00094931-0.0003176i,0.0012262-0.00027555i
0.0016849+0.0019686i,0.0026052+0.00051213i,0.0036767+0.00093439i,0.0037003+0.0020722i,0.0018631+0.0016255i,-0.00077701+0.00030164i,-0.0011454-0.0015467i,0.00063443-0.001644i,0.0036704-2.6952e-05i,0.0056403+0.00079932i,0.0035979-0.00039229i,0.00095514-0.0011698i,0.0003524-0.00081767i,0.00013229+0.00022575i,-0.00052974+0.0003979i,-0.0014975+0.00044635i,-0.0020579+0.00043012i,-0.0010319+9.9419e-05i,0.0001883-0.00038702i,0.0008148-0.00017549i,0.00083497+0.00074557i,0.00089588+0.00095887i,0.0010976+0.001247i
4.4333e-06+0.00080524i,-0.00068283+0.0013155i,-0.0020022+0.0022708i,-0.0028925+0.0027951i,-0.0019746+0.0028291i,0.0001965+0.0017699i,0.0017251+0.000993i,0.0041786+0.0012672i,0.0067162+0.00089828i,0.0072747-0.00086637i,0.0047255-0.0019005i,0.0012508-0.00099656i,-0.0008935-0.00014069i,-0.0019079+0.00018432i,-0.0019592+0.00024927i,-0.0015048+0.00041827i,-0.0011908+0.00064776i,-0.0011244+0.00038843i,-0.0011175+0.00074412i,-0.001277+0.0011444i,-0.0012114+0.00059162i,-0.001079+0.00063851i,-0.00087328+0.0014201i
0.00047387+0.0024298i,-0.00023997+0.0018103i,0.000589+0.0017326i,0.0015915+0.001714i,0.0014895+0.00074325i,0.00090113+2.9897e-05i,0.0017433+1.457e-05i,0.0026835-0.00029181i,0.0015343-0.0025562i,0.00039512-0.0055005i,-0.00061393-0.0050194i,-0.00068143-0.0025778i,0.00011425-0.00065528i,-0.00019289+2.697e-05i,-0.00036581-0.00026142i,-0.0002193-0.00052532i,8.0414e-05-9.6578e-05i,8.4722e-05+6.7862e-05i,-0.00061525-0.00050988i,-0.00044556-0.0008196i,-0.00069654-0.00075302i,-0.0011825-0.00099691i,-0.00076369-0.000393i
0.0015183+5.5802e-06i,0.0019247-0.00030143i,0.0031883-0.00072743i,0.0029542-0.0010852i,0.0012922+0.00037969i,-0.00048885+0.0025924i,-0.0015395+0.0016i,-0.0012064-0.0017186i,-0.002525-0.0044724i,-0.0046148-0.0053221i,-0.0042647-0.0033934i,-0.0017705-0.00092986i,-9.1382e-05+0.00025079i,0.00039177+0.00082315i,0.0016423+0.00078341i,0.0028019-9.8662e-05i,0.0024904-0.0005986i,0.0016039+0.00013512i,0.0010868-0.0002167i,0.00085902-0.00062555i,0.0016069-0.00046129i,0.001222-0.00041667i,-0.00012547-0.00066452i
-0.0014525+0.00012391i,-0.0021758+0.0019914i,-0.002679+0.0031415i,-0.0019381+0.0041617i,-0.0010643+0.0038427i,-0.00048969+0.0024911i,-0.00046821+0.0003593i,-0.00080163-3.2907e-05i,-0.00072885+0.0017366i,-0.00046924+0.00298i,4.3404e-05+0.002905i,0.00047752+0.0012187i,0.00017288-0.00060952i,0.00027187-0.0002893i,0.00034589+0.00066583i,-0.00016729+0.00077336i,-0.00019041+0.0015716i,6.4856e-05+0.002379i,0.00030384+0.002328i,-7.5929e-05+0.0021913i,-0.00089045+0.0017844i,-0.0012517+0.0013603i,-0.0010207+0.0010876i
8.6337e-05+0.0001779i,-0.0011589+0.0022163i,-0.0013021+0.0016412i,-0.0014439+0.00051576i,-0.0017932-0.00070244i,6.5891e-05-0.0019727i,0.0022577-0.00082942i,0.0028786+0.001874i,0.0035341+0.0038649i,0.0045858+0.0045538i,0.0042465+0.0034141i,0.0024322+0.0011943i,0.0013472-0.00011033i,-0.0001169-0.0015727i,-0.0010571-0.0026836i,-0.00138-0.0023218i,-0.0018266-0.00097093i,-0.0017284+0.00022631i,-0.0012913-8.6442e-05i,-0.0012785-0.00056134i,-0.00090853-0.00034336i,-0.00017383-4.1119e-05i,-0.00015247-0.00012064i
0.0017617+0.001961i,0.0022322+0.00092655i,0.002125-0.00044668i,0.0021834-0.0011817i,0.0028287-0.00097407i,0.0027671+9.2483e-05i,0.002245+0.00097334i,0.0023493+0.0004935i,0.0034743-0.0014283i,0.0043156-0.0031927i,0.0032451-0.0031397i,0.001797-0.0030379i,0.00077751-0.0026922i,0.00028503-0.002312i,0.00051912-0.0021086i,0.00080922-0.0019345i,0.00026237-0.0018659i,-0.00019411-0.0019076i,8.1407e-05-0.0020434i,0.00096191-0.0013335i,0.00076176-0.00096418i,-4.0981e-05-0.00084981i,-0.00043648-0.00055512i
0.00060499-0.0003051i,0.0012909+0.00077241i,0.00081024+0.001767i,0.0012098+0.0026305i,0.00093129+0.0023984i,-0.0014313+0.0019374i,-0.0023916-0.00029208i,-0.0004901-0.0033855i,0.0018721-0.0054681i,0.0022053-0.0074965i,0.00053069-0.0072316i,-0.0013083-0.0039239i,-0.0015522-0.00052968i,-0.0008532+0.0014137i,-0.00065363+0.0016671i,0.00017778+0.0016059i,0.0013858+0.00157i,0.0020066+0.0011998i,0.001875+0.00083873i,0.001091+0.00027851i,0.00019692-0.00065008i,-1.928e-05-0.00051589i,-0.00038999+0.0011275i
-0.0046505-0.00066225i,-0.0047611-2.6065e-05i,-0.0058585+0.0022118i,-0.0056829+0.0046079i,-0.0030787+0.0040182i,0.0002589-0.0006438i,0.0020643-0.0049603i,0.0010528-0.0055416i,-0.0016732-0.0044195i,-0.0047203-0.0028947i,-0.0057042-0.0016315i,-0.0042133-0.00031897i,-0.0025081+0.00066983i,-0.001966+0.002192i,-0.0023151+0.0034999i,-0.0026379+0.0030576i,-0.0021365+0.0029493i,-0.0013682+0.0036908i,-0.00052856+0.0040876i,-0.00068358+0.0035104i,-0.0016033+0.0023478i,-0.0012473+0.0019394i,-0.00046822+0.00038599i
0.0009506-0.0037778i,0.0013591-0.0049902i,0.00028351-0.0064798i,-0.0010289-0.0057166i,-0.0012475-0.0032504i,-0.001246-0.00040239i,-0.00035665+0.00081196i,-0.00047587+0.00081025i,-0.0024739+0.0014673i,-0.0038624+0.0026876i,-0.0026596+0.0022718i,-0.00017524+0.00070868i,0.00059328-0.00095658i,0.00028807-0.0016666i,0.00062772-0.0014992i,0.00052332-0.0015962i,-0.00048892-0.0015191i,-0.0010985-0.00094798i,-0.0017901-0.00093836i,-0.0019689-0.0011195i,-0.00098029-0.00027089i,-5.2748e-05+0.00056969i,0.00039541+0.00042177i
0.00091105+0.00039283i,-0.00016397+0.0019952i,-0.00037933+0.003102i,-0.00097651+0.0025082i,0.00040544+0.003472i,0.0021512+0.0064756i,0.0012479+0.0075881i,0.0012795+0.0045248i,0.0034991+0.0020503i,0.0048654+0.0023971i,0.0047571+0.0026887i,0.0038474+0.0022571i,0.0026746+0.00075556i,0.003016-0.00054879i,0.003687-0.00047959i,0.0025704-0.00072924i,0.0012666-0.0015304i,0.00089435-0.0017016i,0.00073769-0.00189i,0.00048569-0.0018573i,-0.0005128-0.0011738i,-0.0011587-0.00076641i,-0.00099245+0.0001116i
0.0012637+0.0024898i,0.0016352+0.0030098i,0.002899+0.0039496i,0.0031573+0.0041595i,0.0012137+0.0028107i,-0.0014307+0.00095434i,-0.00087309-0.00069943i,0.0019994-0.00056105i,0.0056643-7.5433e-05i,0.0083433-0.0013576i,0.0068553-0.0027316i,0.0036876-0.0019607i,0.0011658-0.00014561i,8.1386e-06+0.0010727i,-4.8482e-05+0.0015819i,9.3205e-05+0.0016819i,0.00085064+0.0019862i,0.0012843+0.0017306i,0.00065869+0.00083509i,0.00034754+0.00088092i,0.00026798+0.0013745i,8.9137e-05+0.00093556i,0.00016437+7.2663e-05i
0.0029822-0.00063373i,0.0010312-0.0018956i,-0.00017416-0.0045803i,-0.0026232-0.0056805i,-0.0032596-0.0052812i,-0.0011281-0.0048825i,0.0020616-0.0047782i,0.0039464-0.0053406i,0.0028143-0.0072435i,-0.00019781-0.0091325i,-0.0018819-0.0082525i,-0.0015311-0.0050582i,-0.0023088-0.0027175i,-0.0043406-0.0013157i,-0.0052565+0.00058033i,-0.0040321+0.0012639i,-0.0022773+0.0015201i,-0.0017892+0.0023458i,-0.0024548+0.0025797i,-0.0022479+0.0014874i,-0.00074184+0.0009605i,-0.00019302+0.00097743i,-0.00043555-0.00034527i
0.001601+0.0030572i,0.001074+0.0036648i,0.0016723+0.0055396i,0.0011186+0.0059667i,0.0026968+0.004455i,0.005824+0.0028935i,0.0068499+0.0018233i,0.0040694+0.00012161i,-0.0010709-0.001623i,-0.0036766-0.0023412i,-0.0030552-0.0028069i,-0.0016036-0.0019813i,-1.2423e-05-0.00081369i,0.00040272-0.0014836i,-7.6731e-05-0.0020968i,-0.00029495-0.0022475i,-0.00082071-0.0017363i,-0.0014987-0.0010643i,-0.0013517-0.00079818i,-0.00087309-0.00010286i,-0.00053871+0.00061904i,0.00065964+0.0013468i,0.00092388+0.0014555i
0.0015717+0.005055i,0.0034888+0.0053346i,0.0069642+0.0037983i,0.0085526+0.00021448i,0.0059245-0.0022756i,-6.0887e-05-0.0024753i,-0.0040769-0.0010583i,-0.0034345+0.00037523i,-0.0008856+0.0026863i,0.00020121+0.0045787i,-0.00066468+0.0050088i,-2.6712e-05+0.004299i,0.0021834+0.0033099i,0.0034102+0.0025508i,0.0033131+0.001515i,0.0027786+0.00051345i,0.0027457-0.00011678i,0.0021785-0.00022213i,0.00085041+2.3349e-05i,0.00047923+0.00041829i,0.0011221-0.00013346i,7.3337e-06-0.00021004i,-0.00094955+0.00088753i
0.00084987-0.00080953i,-0.0011094+0.00010329i,-0.0030331+0.00047192i,-0.0055278+0.0029037i,-0.0063505+0.0043759i,-0.0065737+0.0013497i,-0.0065784-0.002522i,-0.0045246-0.0025876i,4.1713e-05+0.0006401i,0.00311+0.0036243i,0.0020855+0.0038675i,-0.00034013+0.0031136i,-0.0013931+0.0023513i,-0.0016182+0.0022324i,-0.00085265+0.0029209i,0.00071198+0.0029528i,0.00081579+0.0019333i,0.00071132+0.00096529i,0.00093679+0.0008948i,0.00033016+0.00086263i,-0.00063942+0.00072061i,-0.00094014+0.0004967i,-0.00063226-0.00063869i
0.00058755+0.0049465i,0.0010289+0.0046241i,0.0016336+0.0044729i,0.0015118+0.00065057i,0.0016913-0.0037387i,0.0028958-0.0051681i,0.004441-0.0028013i,0.0058912-5.032e-05i,0.0062023-0.0010202i,0.0051809-0.0044019i,0.0034773-0.005891i,0.0019942-0.0048387i,0.001316-0.0032064i,0.00022923-0.0024594i,-0.00058709-0.0020282i,-0.0017003-0.00065842i,-0.0028672+0.00081748i,-0.0022167+0.0015871i,-0.0013681+0.0011128i,-0.0014838+0.00082246i,-0.0016088+0.00023723i,-0.0011262+4.5187e-05i,-2.6949e-05+0.00044369i
0.002007+0.0018465i,0.0022723+0.00177i,0.0034282+0.0023168i,0.0038925+0.0022299i,0.0035377+0.003179i,0.0050768+0.0064306i,0.0062965+0.0088563i,0.0060067+0.0062766i,0.0045263-0.00054411i,0.0026409-0.0060061i,0.0018316-0.0065008i,0.0025224-0.0043339i,0.0038833-0.002166i,0.0042226-0.0015526i,0.0026245-0.0024141i,0.00075946-0.002936i,-0.00079146-0.0016772i,-0.0019143-0.00067628i,-0.001866-0.0001309i,-0.0010486+0.00037847i,-0.00082039+0.0010623i,-0.00056694+0.0016266i,9.2947e-05+0.0013273i
0.00036017+0.0036022i,6.6313e-05+0.0043859i,-0.00014891+0.0046276i,0.0017673+0.0033224i,0.0017869+0.003023i,-0.0016233+0.0032117i,-0.0046935+0.0016948i,-0.0045358-0.00067716i,-0.0027514-0.00038508i,-0.0023324+0.0015324i,-0.0021892+0.0019002i,-0.0015992+0.0025831i,-6.1171e-05+0.0035364i,0.0019026+0.0032028i,0.0032146+0.0016643i,0.0030836-6.0249e-05i,0.0015883-0.00098023i,0.00072092-0.0010212i,0.0008137-0.00036602i,0.00077851+0.0012915i,0.00025683+0.0014431i,-6.2224e-05-6.751e-05i,-0.00058589-0.00050505i
0.0009817-0.00078756i,-0.0013973-0.00059677i,-0.0015238+0.00055139i,-0.0029972+0.0011891i,-0.0041265-0.0011458i,-0.0026807-0.0067035i,-0.001355-0.010256i,-0.001359-0.008098i,-0.0024036-0.0014997i,-0.0031968+0.0030982i,-0.0029219+0.0030738i,-0.0025675+0.0011714i,-0.0023835-0.00046098i,-0.0020094+3.7286e-05i,-0.0015994+0.0017933i,-0.00093552+0.0024618i,7.4311e-05+0.0021245i,0.00084702+0.0020476i,0.0009821+0.0020017i,0.00076903+0.001495i,0.00035619+0.0011373i,4.5164e-05+0.00031402i,-0.00052973-0.00042077i
0.00027974+0.0073961i,0.00011768+0.0099016i,0.0034049+0.011964i,0.0064676+0.0060302i,0.0097431-0.0012537i,0.012295-0.0046851i,0.011088-0.0043603i,0.0079762-0.0030559i,0.0060262-0.0012685i,0.0061992-0.0013312i,0.0056239-0.002962i,0.0034446-0.0033759i,0.0014728-0.0028871i,0.00027948-0.0030271i,-0.00053752-0.0030015i,-0.0016791-0.0024902i,-0.0024427-0.00077501i,-0.0016003+0.00097563i,-0.00046107+0.0010617i,0.00035736+0.00077962i,6.0436e-05+0.00074332i,0.00017585+0.00045532i,0.0014505-0.00011972i
-0.0058347-0.019041i,-0.0020829-0.022443i,-0.0068481-0.02638i,-0.0093254-0.014134i,-0.0091136+0.0024315i,-0.0069129+0.014383i,-0.0041638+0.014502i,-0.0040378+0.0069527i,-0.0020835-0.00087353i,-0.0001626-0.005133i,-7.4654e-05-0.0035182i,-4.8449e-05-0.00033871i,-0.0016382+0.00017313i,-0.0025449-0.00031485i,-0.0019202-0.00057346i,-0.0013118-0.00090865i,-0.0010726-0.0009623i,-0.0011162-0.00062452i,-0.0006321-6.4975e-05i,-0.00079371-0.00050664i,-0.0013584-0.0012591i,-0.0016565-0.00087264i,-0.0018514+0.00025471i
-0.0032971-0.0054012i,-0.0046863-0.0061097i,-0.0066391-0.0052648i,-0.0083599-8.9567e-05i,-0.011875+0.0039487i,-0.015559+0.0039673i,-0.015149+0.00052819i,-0.0094256-0.0017254i,-0.0039707-0.0020016i,-0.003767-0.0021557i,-0.0045954-0.0013997i,-0.0033067+0.001271i,-0.0022513+0.0025657i,-0.0013238+0.0020917i,-0.00025782+0.0014093i,0.00068254+0.00053653i,0.0016764+7.1752e-05i,0.0013471-0.00055253i,-0.0009128-0.00017974i,-0.002306+5.4876e-05i,-0.0018996-0.00019882i,-0.0010018+0.00087053i,-0.0005384+0.0011734i
-0.00024441-0.0035292i,0.00073017-0.0034521i,0.0012361-0.0031865i,0.00066608-0.001818i,0.0016113-0.0026406i,0.0062623-0.0056943i,0.0097927-0.0082449i,0.0080073-0.0077635i,0.0024241-0.0045683i,-0.0027961-0.0015361i,-0.005075-0.00078715i,-0.0040548-0.00085507i,-0.0016726-4.6763e-05i,-0.0009181+0.0012238i,-0.0016342+0.002434i,-0.0012735+0.0013375i,0.0002535+0.00032876i,0.0013294+0.0010986i,0.0012074+0.0009067i,0.00063786+0.00011483i,-0.00021759-5.2291e-05i,-0.0010079-0.00012428i,-0.00095692-4.8015e-05i
-0.0032805-0.0024874i,-0.0028163-0.0027072i,-0.0024229-0.0038851i,5.1512e-05-0.0027569i,0.0039272+0.0018801i,0.0089141+0.0071892i,0.012269+0.0081886i,0.010389+0.0049271i,0.0065764+0.0010007i,0.0043865-0.00010336i,0.003674+0.00022868i,0.0023027+0.00020657i,-2.3194e-05+0.00018905i,-0.0019568-0.00021323i,-0.0029164+0.00055583i,-0.0020778+0.00074769i,-0.0016181-0.00017386i,-0.0016979+0.00049625i,-0.0011087+0.0003133i,-0.0003677-0.00042i,-0.00033849-0.00082322i,-0.00025035-0.0008305i,-5.2364e-05+4.8254e-05i
0.0020113-0.0027624i,2.1553e-05-0.0028717i,-0.0029444-0.001636i,-0.005937+0.0019221i,-0.0079935+0.006089i,-0.0093166+0.010428i,-0.010461+0.010622i,-0.0079241+0.0052309i,-0.0013954+0.00025138i,0.0039203-0.001544i,0.0049767-0.00092502i,0.002756+0.00048223i,0.00032101-0.0010246i,-0.00034444-0.0026117i,0.00037955-0.0023523i,0.00015266-0.0022946i,-0.0010013-0.0023501i,-0.0024076-0.001552i,-0.0021859-0.00065253i,-0.00093883-0.00049801i,-0.00064045-0.0011626i,-0.00017895-0.0011259i,8.2309e-05-0.00022772i
