-0.0021294+0.00014801i,-0.00074494-0.00055173i,-0.0015842-0.00022669i,-0.0024837+0.0015376i,-0.0016665+0.0034316i,-0.00060159+0.0032099i,-0.00028889+0.0014219i,-0.00028531+0.00047687i,-0.00017401+0.00060188i,0.00050796+0.0016876i,-6.573e-05+0.0010682i,-0.0003316+0.00011248i,-0.00042771+0.00023711i,-0.00073778+0.0003242i,-0.00031871+0.00062567i,-0.00024789+0.0010322i,1.5943e-05+0.00062638i,9.6446e-05+0.0005653i,-0.00025992+0.00030512i,0.00057062-0.00047703i,0.0011414-0.00027429i,0.00081093+4.7658e-05i,0.00014047+8.5861e-05i
-0.0021596+0.0018432i,-0.0010079+0.0016399i,-0.00034677+0.0025093i,0.00083782+0.0029803i,0.0016232+0.0022987i,0.0018113+0.0019824i,0.0016273+0.0012457i,0.00030577-6.1173e-05i,-0.00084674-0.00043196i,-0.00085371+0.00014589i,-0.0004558+4.6793e-05i,-1.2867e-05-0.00040738i,-0.00034705-0.00025396i,-0.00096029+2.0912e-05i,-0.00063295-0.00039938i,-0.00012967-0.000359i,-0.00049407+0.00021712i,-0.00065834+0.0003283i,-0.00022787+0.00040588i,0.00059377-0.00019801i,0.00070166-0.0013256i,4.7708e-05-0.0015449i,0.00018935-0.0010306i
0.001379-0.0027041i,0.00048191-0.0025131i,-0.0014615-0.0023612i,-0.0031594-0.0020936i,-0.0029987+0.00016854i,-0.0015863+0.0020214i,0.00014088+0.00081576i,0.00073572-0.00087389i,8.1651e-05-0.0011028i,-0.0010322-0.00088745i,-0.001503-6.4271e-05i,-0.0013464+0.00094346i,-0.00095903+0.001373i,-0.00014275+0.0014542i,0.00032151+0.00078984i,-0.00026283+0.00019386i,-0.00044341-8.3744e-05i,-0.00015944-1.066e-05i,3.8082e-05+0.0002907i,-0.00016131+0.00033648i,-0.00050301-1.159e-05i,8.5956e-05+0.00017474i,0.00044217+0.0003291i
0.00058563-0.0012017i,0.00072222-0.0015907i,0.00041224-0.0023402i,-0.00089576-0.0014688i,-0.0020872+0.00109i,-0.0013098+0.0023155i,0.00016052+0.0015393i,0.0011879+0.0002949i,0.00091596-0.00043099i,0.0004989-0.00096216i,-0.00038298-0.0008567i,-0.0016697-0.00011138i,-0.0021348+9.4204e-05i,-0.0017999-0.00013561i,-0.0013439-0.00048904i,-0.0011516-0.0003142i,-0.00081236+0.00077914i,-0.00019335+0.00099439i,0.00061807+0.0010809i,0.0011863+0.0012311i,0.0015003-8.9775e-05i,0.0004283-0.00080019i,-0.0016005-0.00075813i
-0.0014946-0.0018482i,-0.00073099-0.0017189i,-0.0012675-0.00084559i,-0.0015169-0.00036653i,-0.0014969+0.0010259i,-0.0014958+0.0019588i,-0.00087705+0.0012798i,0.00011579+0.00033113i,2.6704e-05-0.00086702i,-0.00050965-0.0011487i,-0.00050826-0.00048616i,1.6567e-05-0.00024142i,0.00011717-0.00077234i,-2.6412e-05-0.00093309i,-9.2502e-05-0.00035872i,-0.00053723+0.00029608i,-0.00053346+0.0010714i,8.7798e-05+0.00099271i,0.00063573+0.00087247i,0.0005099+0.0010327i,0.00069802+0.00057653i,0.00079167-0.00049976i,-0.00040009-0.0007074i
0.0011752-0.00045255i,0.00011706-0.00066877i,0.00016458-0.0012051i,-0.00049423-0.0011473i,-0.0014456-0.00026684i,-0.0011543+0.00023769i,5.9774e-05+0.00073868i,0.0006332+0.00023961i,-3.8298e-05-0.0013481i,-0.0002175-0.0014808i,-0.00010629-0.00030657i,-0.0003661+0.00081706i,0.00014831+0.0013987i,0.00072781+0.0013086i,0.00065841+0.0014469i,0.00041997+0.0013227i,-8.5122e-05+0.00045257i,-6.3069e-05+0.00014067i,0.00045442+0.00022436i,0.00062703+0.00037507i,-1.4278e-05+0.00042382i,-0.00089555+0.00012611i,-0.0006366+0.00021864i
0.00074291+5.9066e-05i,0.0012513-0.00079678i,0.00092716-0.0010334i,-0.00061736-0.0016608i,-0.0011149-0.0014362i,-0.0010182-1.0421e-05i,0.00045835+0.00069244i,0.0016141+0.00054997i,0.00087732-0.00031007i,-0.00014221-0.0012768i,-0.00073373-0.0010036i,-0.001346-0.00033467i,-0.0019136-0.00011489i,-0.0010485+0.0002489i,0.00021021+0.0005968i,8.1181e-05+0.00032778i,-0.00061154-0.00040889i,-3.3672e-05-0.00041339i,0.00054973+0.00046104i,0.00040167+0.00012062i,-8.5727e-06-0.00025737i,-0.00039061-0.00011957i,-0.00037397-0.00046199i
-0.0013722+0.0015746i,-0.00017229+0.0030337i,-0.00082612+0.0029169i,-0.0014078+0.0019345i,-0.00088432+0.0017937i,-0.00013759+0.0011666i,0.00082068+0.00033413i,0.00039325-6.9755e-05i,-0.00041803-9.7276e-05i,-0.0002779+0.00034961i,-0.00074403-3.7336e-05i,-0.00094542-0.00020258i,-0.0010421-1.9066e-05i,-0.00084264-0.00068211i,-0.00075015-0.00038237i,-0.0010853+0.00027808i,-0.00073969+0.00029674i,-0.00034142+0.00042392i,-0.00022709+0.00080146i,-0.000427+0.00084926i,-0.00010171-0.00010012i,0.00042649-0.00053198i,0.00022911-0.00057601i
-0.0015498+0.00058569i,-0.00040205+0.00034128i,3.8159e-05-0.00011155i,-7.1274e-05+0.0005154i,-0.00045098+0.0024938i,-0.00055199+0.0020014i,8.3181e-05+0.00028588i,0.00068289-0.00066092i,0.00014632-0.00087704i,-0.00074213-0.00041336i,-0.00020112-0.00030737i,0.00014806-5.7992e-05i,0.00050953+0.00074893i,0.00057625+0.00093724i,-0.00047682+0.00040009i,-0.0010345-9.8303e-06i,-8.5723e-05-3.7578e-06i,-0.0001005-0.00012215i,-0.0003788+0.00045127i,1.6569e-06+0.0006499i,0.00033424-0.00019142i,0.00070042-0.00029647i,0.00034323-0.00024021i
0.00052003+0.00050322i,0.0011411+0.00019189i,0.0014406+0.00057278i,0.0014057+0.0011646i,0.0001962+0.00020276i,-0.00041846-0.00011932i,-6.8865e-05+0.00068786i,0.00075799+0.00014565i,0.00082191-0.00037966i,0.00013588-0.00020764i,-0.00018052+0.00057754i,-0.00021557+0.0010671i,-0.0004048+0.001296i,-0.00083884+0.0013797i,-0.00057693+0.0011227i,0.0001788+0.0011837i,0.00077364+0.0010816i,0.00065071+0.00076325i,2.791e-05+0.00015928i,0.00022035-0.00071547i,0.00030938-0.00092419i,0.0001023-0.0004125i,0.00044889-0.00030738i
0.00039645+0.0020143i,-0.00047929+0.0029935i,-0.0016016+0.0030158i,-0.0017938+0.0020466i,-0.00091232+0.00067216i,0.00054687-0.00023512i,0.0012771+0.00028757i,0.00071144+0.00035993i,-0.0001501-0.00018158i,-0.00063372+6.0676e-05i,-0.00088666-0.00039041i,-0.00095614-0.00077689i,-0.0016346-0.00019675i,-0.001654+0.00017227i,-0.00049552-0.00020662i,0.0004034+4.2157e-06i,0.00017595+0.00041858i,-0.0002682+4.9892e-05i,1.2433e-05+0.00014117i,0.00020568+0.00046453i,-0.00055021-0.00077887i,-0.00060967-0.0014737i,-0.00017624-0.0004851i
-0.0013103-0.002727i,-0.0013622-0.001947i,-0.0012966-0.0012994i,-0.0016754-0.00021451i,-0.0020243+0.00047683i,-0.0014011+0.0014785i,-0.00026629+0.00096686i,-0.00011517-0.00056727i,-0.00082446-0.00089382i,-0.0011509-0.00037668i,-0.00071957-0.00033199i,2.7051e-05-0.00081353i,0.00068926-0.00046088i,0.00066024+0.00019278i,0.00048911-0.00023229i,0.00031324+0.00022982i,-0.00022187+0.0010615i,-0.00048317+0.0012348i,-0.00075544+0.0013632i,-0.00016318+0.00055121i,0.00051769+0.0005061i,0.00016354+0.00091674i,-0.00016409+0.00023213i
-0.00049176-0.0024971i,-0.00021916-0.00181i,-0.00053603-0.0002292i,-0.0011874+0.0019912i,-0.0011968+0.0031096i,0.00036174+0.0026139i,0.0015794+0.0013455i,0.0015959-0.00053435i,0.00080641-0.001425i,-0.00024345-0.00022844i,-0.00093529+0.00058625i,-0.00050356+0.00010187i,-0.00019238+0.00098585i,-0.0010461+0.0015262i,-0.0011798+0.00060491i,-0.00082071+0.00012929i,-0.00074828+1.618e-05i,-0.00027644+0.00020315i,-0.00034933+8.3743e-05i,-0.00049512-0.0006787i,-1.619e-05-0.00052396i,-0.00040755+0.0003588i,-0.00073099+0.00086498i
5.4755e-05+0.0021784i,0.00024416+0.0025748i,-5.0886e-05+0.0013887i,-0.0005462-8.0313e-05i,-0.00036175+0.00034149i,0.00044242+0.00054457i,0.0006341+2.3107e-05i,2.0413e-05-0.00041714i,-0.00081108-0.00076722i,-0.00089357-0.0011037i,-0.0015916-0.00077409i,-0.0017518+0.00014784i,-0.0012696+0.00056841i,-0.0014876+5.4271e-05i,-0.0011658-4.6553e-05i,-0.00088997-0.00010002i,-0.00088726-0.0004851i,-1.3254e-05-0.00033171i,0.00085707+0.0001735i,0.00052891+7.7252e-05i,4.159e-05-0.00023615i,4.3936e-05-0.00040499i,0.00026793-0.00074429i
-0.002049-0.001315i,-0.002773-0.00034146i,-0.0028244+0.00033798i,-0.0010178+0.001517i,-0.00026671+0.0024526i,5.2381e-06+0.0021923i,0.00032507+0.0011888i,-0.00061205-0.00040622i,-0.001822-0.00073682i,-0.00177-0.00037385i,-0.00067715-0.00047254i,-0.00017347-0.00042906i,-0.0003991-0.00042238i,-0.00068787-0.0004978i,-0.0007007-0.00056974i,-0.00040792-1.5738e-05i,-0.00066177+0.0005575i,-0.00066583+0.00077573i,-0.00052085+0.00095991i,-0.00029833+0.00013993i,0.00067497-0.00078452i,0.00071198-0.00039608i,0.0005186+0.00011805i
0.00064636-0.00038213i,0.0011836-0.00071752i,-0.00031692-0.0013568i,-0.0011561-0.00010392i,-0.0013059+0.002674i,-0.00076299+0.0031175i,0.0010326+0.0016958i,0.0010093+1.5314e-06i,-0.00045584-0.00089995i,-0.00071322-0.00046601i,-0.00045109-0.00023813i,-0.000483-0.00013106i,-0.00079065-0.00010409i,-0.0011035-0.00031166i,-0.0014113-0.00023944i,-0.001272-8.4198e-05i,-0.0010947+0.00083375i,-0.0008685+0.0011053i,-0.00049019+0.00025393i,-0.00068003-0.00051945i,-0.00040876-0.00057228i,0.00044096-0.00070318i,0.00021778-0.00065721i
-0.0022603+0.0011982i,-0.0025706-0.00083482i,-0.0011451-0.0017154i,-0.00023968-0.00084128i,-0.00073727+0.00098142i,-0.0014976+0.0013947i,-0.0009568+0.00048567i,-0.0004196-0.00036251i,-0.00088702-0.00029031i,-0.00095958+0.00018981i,-0.00082971+0.00019777i,-0.00085319+0.00033258i,-0.0010849+0.00035805i,-0.0010759+0.00011108i,-9.3817e-05-0.00015026i,-0.00020368-8.0923e-05i,-0.0013569-9.6843e-07i,-0.001274+0.0002858i,-0.00017465+7.3285e-05i,0.00067389-0.00077057i,0.00076671-0.0013052i,0.00060416-0.0010144i,-0.00034302+1.252e-05i
0.0019243-7.5152e-05i,0.0012537+0.00024896i,0.00012268-0.00062604i,-0.00055829-0.00098516i,-0.0010393+7.6858e-05i,-0.0013168+0.00081887i,-0.00040359+0.00014213i,0.00025247-0.0012269i,-0.00016402-0.0014293i,-0.00034684-0.00079581i,-0.0010783-0.00056388i,-0.0014367+0.0002954i,-0.00064197+0.0011473i,6.6091e-05+0.001247i,0.00026939+0.00013055i,-0.00017649-0.00020419i,-0.00093293+0.00068498i,-0.00094162+0.00064675i,0.00016494-6.1188e-05i,0.00058859-0.00024393i,2.3425e-06+0.00014334i,-0.00041748+0.00028777i,-0.00010074+0.00014264i
0.00017965+0.0017868i,0.00087585+0.00073089i,0.00071844-0.00038281i,0.00011663+1.2609e-05i,-0.000334+0.0013002i,0.00013541+0.0019202i,0.00069434+0.0011004i,0.00091052-0.00076524i,0.00056731-0.0010684i,7.4312e-06-0.00088331i,0.00031893-0.00072016i,0.00035889+0.00027282i,-0.00032307+0.0012208i,1.9729e-05+0.0012708i,0.00049699-8.3103e-05i,-0.00023806-0.00073649i,-0.0009991-0.00020005i,-0.00074628+0.00041841i,-0.00035221+0.00048231i,-0.00010626+0.00070053i,-0.00014939+0.00066058i,0.00047123-0.0001448i,0.0001935-0.00024994i
0.00030822+0.00063398i,-0.0003153+0.00061847i,-0.00032252+0.0010828i,-0.00051619+0.00083093i,-0.00046032+0.0005799i,-0.00024053+0.00049827i,0.00057852-0.0004703i,0.0010579-0.00094187i,0.00042317-0.00049405i,-2.683e-05-0.00021757i,5.712e-05+0.00042875i,-0.00049762+0.0014044i,-0.0011785+0.0012906i,-0.00080795+0.00040266i,-8.657e-05+9.7279e-05i,-0.00025474+0.00015453i,-0.001195+0.00083981i,-0.0013282+0.0011843i,-0.00055561+0.00089057i,0.0001343+0.00062176i,0.00038601+0.00086688i,3.3612e-05+0.0002829i,-0.00043471-0.00077293i
-0.00043392-0.0020366i,-0.0010823-0.0025678i,-0.0016262-0.002103i,-0.0010566-0.0012821i,-0.0011061-0.00025916i,-0.0015241+0.0012981i,-0.0004242+0.0014304i,0.00061961-0.00052943i,-0.00048145-0.0015367i,-0.0017311-0.0012196i,-0.0015618-0.0012738i,-0.00080967-0.00036704i,-0.00023638+0.0011589i,-0.00035837+0.0010006i,-0.00064792+0.0002672i,-0.00090163-4.1161e-05i,-0.0013132+0.00023844i,-0.00062326+0.00057652i,0.00022894+0.00083264i,0.0010502+0.00091138i,0.0012393+0.00027992i,0.00081667-0.00028379i,0.00041794-0.00016798i
0.0010649-4.0561e-05i,0.0010987-0.0013712i,8.964e-05-0.00208i,-0.0016577-9.5342e-06i,-0.0026295+0.0018507i,-0.0019044+0.0016905i,-0.00046653+0.0002846i,0.00010281-0.00090991i,-4.7985e-05-0.00087572i,-0.00023386-0.0009206i,-0.00086962-0.00067007i,-0.00092113+0.00021295i,-0.00038088+0.00041779i,8.769e-05+0.00021708i,-0.00020944+0.00021888i,-0.00075483+0.00021458i,-0.00057051+0.00045972i,-0.00056419+8.1935e-05i,-1.9876e-05-0.00040854i,0.00093297-0.0004287i,0.0010545-0.00028449i,0.00068978-0.00058823i,0.00050948-0.00066796i
-0.0013847+0.00090084i,-0.00098805+0.0009499i,-0.00096275+0.0011315i,-0.00080163+0.0011851i,-0.00061933+0.0015179i,0.0005425+0.0020531i,0.0012233+0.0012437i,6.2611e-05+0.00019422i,-0.00031845-0.00055324i,0.00078147-0.00053502i,0.00025109+0.0006948i,-0.0006666+0.00094934i,-0.000735+0.00021004i,-6.4824e-06+0.00013402i,0.00049747+0.00029504i,0.00021585+0.00011481i,-0.00035482+0.0008064i,-0.00077538+0.0015986i,-0.00011546+0.0011577i,0.00057379+0.0008688i,0.00045077+0.0011323i,-0.00028277+0.00059697i,-0.00049134+0.00031751i
-0.0024042-0.00013212i,-0.0033878+0.00040451i,-0.003141-0.00020655i,-0.0016542-0.00026874i,-0.0011165+0.0010652i,-0.00043228+0.0013346i,0.00074974+0.00017591i,0.0004427-0.00013041i,-0.00082677-0.00033524i,-0.0007171-0.00080219i,-0.0014007-0.00068346i,-0.0017515+0.00066091i,-0.0011169+0.001464i,-5.7544e-05+0.0012126i,-0.00010892+0.0010115i,-0.00095425+0.00064555i,-0.0010547+7.1667e-05i,-0.00086631+0.00011251i,-0.00035877+0.00053514i,-9.3398e-05+0.00012011i,0.00032997-0.00059658i,0.00053204-0.00051749i,-7.3392e-05-0.00015523i
-0.0010267-0.00048765i,-0.00025108-0.0010413i,-0.00028556-0.001313i,-0.00060258+5.5582e-05i,-0.0012125+0.0028182i,-0.0012033+0.0036844i,5.9319e-05+0.0019717i,0.00032157+0.00015184i,8.4346e-05-0.0011442i,-5.0016e-06-0.0016795i,-0.00042199-0.00099761i,-0.0005312+0.00037469i,-0.0009422+0.0011673i,-0.0016031+0.00067405i,-0.0016195-4.5965e-05i,-0.0004791-0.00048037i,-0.00019099-0.00024196i,-0.00070021-0.00014091i,-0.00017436-0.00048736i,-5.1236e-05-0.00071574i,2.0242e-05-0.00079108i,0.00052628-0.00010189i,0.00039824+2.0664e-05i
0.00046054-0.0013369i,-0.0015857-0.0013724i,-0.0024464-0.0025079i,-0.0030165-0.0024648i,-0.0041225-0.00013094i,-0.0033039+0.0017262i,-0.00081401+0.0012162i,0.00017705-0.00050101i,-8.6613e-05-0.0011492i,-0.00027056-0.0008553i,-0.00030224+9.7297e-05i,-0.00021506+0.0011592i,-0.00044017+0.0012612i,0.0004197+0.0006974i,0.0016989-0.00027973i,0.00089455-0.0011154i,-0.00099673-0.0006866i,-0.00093239-0.00016357i,0.00049424+0.00032371i,0.00089248+0.00055557i,0.0011022+0.00010112i,0.0014359-0.0001633i,0.0010113+2.3822e-05i
-0.0019924-0.00090482i,-0.0025459+0.00054092i,-0.0018482+0.0011789i,-0.0012638+0.0018886i,-0.0014056+0.0019942i,-0.0009444+0.0018298i,0.00010978+0.00064568i,0.00067523-0.00023613i,-0.00040725+0.00016017i,-0.0013475+0.00061377i,-0.0011383+0.0012663i,-0.00064057+0.00079355i,-0.00034753-0.00074496i,0.00034612-0.00068939i,0.00092113+0.00024697i,0.0003243+0.0003738i,-0.00073463-0.00015439i,-0.00070944-4.3722e-06i,-0.00070782+0.00070463i,0.00017746+0.00072625i,0.0007689-0.00014775i,0.00059361+5.7744e-05i,0.00039144-7.5337e-05i
-0.0011288+0.0010822i,0.00021385+0.0021259i,0.00032971+0.0027329i,-6.5486e-05+0.002177i,0.00091411+0.0029743i,0.0021922+0.0031597i,0.0020142+0.0011312i,0.00034638-0.00078702i,-0.0013277-0.00035848i,-0.0016172+0.00011i,-0.0010549-0.00031914i,-0.00024875-0.00023591i,-0.00022188+0.00050075i,-0.00093368+0.0011543i,-0.001182+0.0010101i,-0.001394+0.00043478i,-0.001648+0.00061939i,-0.0008877+0.00058946i,-0.00013519+5.8433e-05i,-6.6895e-05-7.4583e-05i,-3.1054e-05-0.00018769i,-8.1128e-05-9.18e-05i,-0.00047335+0.00072965i
-0.00034499+0.0021358i,0.00053479+0.0023985i,0.00047031+0.0018402i,-0.0003744+0.0019683i,-0.00064561+0.0024582i,-0.00044899+0.0024399i,0.00017108+0.0010234i,0.00046176-0.00047027i,2.5006e-05-0.00090044i,-8.4138e-05-0.0015629i,-6.5937e-05-0.0012972i,-0.00063507-0.000666i,-0.0014061-0.00036584i,-0.0018105-0.00018621i,-0.0017408-0.00048011i,-0.0013727+0.0001765i,-0.0007523+0.00076594i,-0.00039729+0.00023055i,0.00036397+2.1062e-05i,0.0012978-6.4637e-05i,0.0014946-0.00054375i,0.00088868-0.00078276i,-0.00018579-0.0011444i
-0.0027737-0.00016584i,-0.0025796+0.0005862i,-0.00156+0.0014389i,-0.000724+0.0012447i,-0.00057915+0.0016i,-0.00061305+0.0014484i,-0.00011986-8.8815e-06i,4.1046e-05-0.0007946i,-0.00028553-0.0013856i,-0.00039829-0.00052363i,-0.00035302+0.00079466i,-0.00068031+0.00032619i,-0.0008845-0.00061565i,-0.00084898-0.001351i,-0.00027773-0.0022126i,0.00046491-0.0018026i,-0.00042449-0.00076605i,-0.0011515-0.00046026i,-0.00019095-0.00020596i,0.00097563+8.3007e-06i,0.00068253-0.0003184i,-0.00018464-0.00056755i,-0.00029242-0.00078998i
0.00057306+0.0040232i,0.0015467+0.0039407i,0.002037+0.0039328i,0.0011268+0.0032494i,0.001104+0.0021262i,0.0020956+0.0014453i,0.001083+0.00059342i,-0.00011484-0.00060194i,5.0988e-05-0.0007174i,-0.00029977-0.00076695i,-0.00097937-0.0005992i,-0.0012222+0.00012355i,-0.0010221+0.00040294i,-4.4719e-05+0.00062109i,0.00058986+0.0010327i,6.2669e-05+0.0016554i,-7.5608e-05+0.0013494i,0.0002266+0.00042536i,0.00018737+4.7208e-05i,0.00027713-0.00044949i,-6.6468e-05-0.00055897i,-0.0003621-0.00035307i,-0.00032708-0.00050107i
0.00045599-0.00017869i,0.00043249-0.0010371i,0.00020062-0.001883i,-0.0011307-0.0020275i,-0.0026413-0.0001557i,-0.0018523+0.0017303i,0.00013933+0.0019327i,0.00092215+0.0009406i,0.0012488-0.0010704i,0.0006835-0.0017764i,-0.00054467-0.0013863i,-0.0010664-0.00050485i,-0.0010569+0.00056174i,-0.001132+0.0011131i,-0.0012179+0.00045252i,-0.0013892-0.00062087i,-0.0014298-0.00028215i,-0.0011828+0.00023052i,-0.0013072+8.7073e-05i,-0.0006783+0.00022057i,-5.0292e-05-0.00020213i,-0.00026052+0.00021401i,-0.00051121+0.00047968i
-0.0013843-0.0028453i,-0.00062715-0.0023324i,-0.00066494-0.00061313i,-0.00073243+0.00080937i,-0.00080907+0.0015125i,-0.00092505+0.0021511i,-0.00074038+0.0016685i,-1.6069e-05-0.00024708i,-0.00031509-0.0010771i,-0.00082954-0.00037453i,-0.00064678+4.2404e-05i,-0.00090833-0.000772i,-0.00098242-0.0013202i,-0.0004387-0.0011257i,-0.00010379-0.00080938i,-0.00021521-0.00029784i,-0.0004192+8.4181e-05i,-0.000131+3.2707e-05i,0.00066483-0.00063012i,0.0011189-0.0014188i,0.00069465-0.0017105i,0.00035755-0.001556i,0.00068125-0.00082671i
-0.00034933+0.0013287i,0.00071328+0.0022499i,0.00064229+0.0033329i,-0.00061478+0.0033291i,-0.0012931+0.002773i,-0.00079321+0.0017555i,0.0008312+0.0004055i,0.0016983-0.0010966i,0.00030339-0.0014971i,-0.00080664-0.000902i,-0.00042912-0.0001365i,-0.0005316+0.00060353i,-0.00078969+0.00060748i,-0.00011752-0.00025208i,0.00026765-0.00070711i,0.00018585-1.6347e-05i,-0.00035656+0.00040747i,-0.00048255-0.00027294i,0.00016888-8.3275e-05i,0.00072646+0.00054181i,0.0016862+0.0002037i,0.0013056-0.00032345i,0.00053756-0.00030195i
0.00021326+0.0016834i,0.00075207+0.00079454i,0.0010313-0.00034759i,3.5856e-05-0.00087878i,-0.00062847-0.0005973i,0.00060895+0.00028073i,0.0018399+0.00010318i,0.0014063-0.00122i,0.00013621-0.0012624i,-0.00036955-0.0010213i,-0.00059857-0.0011877i,-0.0013044-0.0002059i,-0.001593+0.00043448i,-0.0016901+0.00046225i,-0.00082246+0.0010172i,1.4524e-05+0.0017063i,-0.00049563+0.0022157i,-0.00091375+0.0021377i,-0.00047698+0.0017178i,-1.8298e-05+0.00067486i,0.00016003-0.00022743i,-0.00039567-0.00010488i,-0.0010152+0.00023117i
0.00046916-0.0027182i,0.00016183-0.002116i,-0.001179-0.0013195i,-0.0015025-0.00019582i,-0.0013154+0.0014931i,-0.0010927+0.002665i,-0.00051605+0.0014966i,-0.00052457-0.00038915i,-0.00085922-0.00058627i,-0.00044349-0.0003466i,-0.00057578-9.6182e-05i,-0.0010016+0.00061922i,-0.0014343+0.00076834i,-0.0016563+0.0002288i,-0.0015416-0.00046294i,-0.0013236-0.00080455i,-0.00022653-0.00014831i,9.7699e-05+0.00033934i,-0.0011436+0.0002852i,-0.00073672+9.6434e-05i,0.0001327-0.0004551i,-5.9981e-05-0.00016586i,-0.00034265+3.3435e-05i
0.00025399+0.0021441i,0.00010331+0.0011475i,0.0011364-0.00026858i,0.00066713-0.00053744i,-0.0013197-0.00035938i,-0.0023325-0.00038499i,-0.0014445-0.00063507i,0.00028564-0.0012508i,0.0015825-0.0016795i,0.0010561-0.0010289i,-0.0010958-0.00028913i,-0.0016271+0.00025215i,-0.00035729+0.00019667i,3.7256e-05-0.00066464i,3.1397e-05-0.00049253i,-0.00025513-0.00011872i,-0.00034643-0.00070917i,-0.00071328-0.00036451i,-0.0001822-0.00014186i,-1.1203e-05-0.00068188i,-0.00029422-0.0010479i,0.00029909-0.0012914i,0.00059871-0.00098265i
-0.00022221+0.00072786i,-4.3597e-05+0.00064017i,0.00062274+0.0012591i,0.0006015+0.00099013i,0.00053737+0.00043068i,0.00014523+0.00095196i,0.00046962+0.00087952i,0.00078292-0.0001035i,9.2779e-05-0.00041238i,-0.00014606-0.00024877i,-0.00065626-0.00010001i,-0.0014428-4.1827e-05i,-0.0011233+0.00012763i,8.469e-05+0.00020806i,0.00058755-0.00031165i,0.00052651+0.00040195i,0.00090637+0.0011937i,0.0011509+0.00029318i,0.0009628-0.00056824i,0.00039188-2.5237e-06i,-0.00018966+0.00080744i,-0.00022721+0.00066384i,-0.00049015-0.00033596i
0.0019348-0.00075956i,0.0025809-0.0012498i,0.0023611-0.0025901i,0.00048931-0.0020644i,-0.00030083-0.00046759i,0.00016826+0.0016297i,1.5607e-05+0.0017629i,-0.00013052-0.00029787i,7.4036e-06-0.0012603i,-0.00021066-0.00043289i,-0.00052967+0.00055668i,-0.00087025+0.00060638i,-0.0018287+0.00063261i,-0.0024631+0.0012803i,-0.001404+0.00076711i,-0.00065055+0.00035916i,-0.0014438+0.0001666i,-0.0016778-3.0889e-05i,-0.0006347+0.00016947i,-0.00030974+8.9934e-05i,-0.00036763-0.00078069i,-0.0004114-0.00044622i,-0.00093007+0.00016175i
-0.0038107-7.2106e-05i,-0.0043291+0.00087101i,-0.0036049+0.0013372i,-0.0023676+0.0016876i,-0.0017565+0.0028036i,-0.000826+0.0026178i,0.00021154+0.00070947i,2.24e-05-0.00069808i,-0.00080098-0.0011983i,-0.0011528-0.0011986i,-0.0014141-0.00034972i,-0.0019455-7.1223e-05i,-0.0016499-0.00032159i,-0.0014917-0.00018093i,-0.0012624-0.00065304i,-0.0011657-0.0010432i,-0.0010791-0.00015651i,-0.00089405+0.00075571i,-0.0005781+0.00072297i,8.9948e-05+5.1516e-05i,0.00069155-0.00058512i,0.001006-0.0010048i,0.0003398-0.0011579i
0.00021314-0.0018169i,-0.00010668-0.0023435i,-0.0013278-0.0027876i,-0.0026743-0.002453i,-0.0038263-0.0013594i,-0.0017064-0.00010507i,0.00072396+0.00054303i,0.0015928-8.4804e-05i,0.0013622-0.0013997i,0.00067232-0.0016388i,0.00041912-0.0006822i,-0.00035656+0.00082481i,-0.000556+0.0010078i,0.00046299-0.00065979i,0.0012085-0.0015445i,0.00094992-0.00082665i,0.00045051+0.00020697i,0.00052219+0.00045038i,0.00052924-3.3823e-05i,0.00041311-0.0001274i,0.00046884-0.000102i,-7.3406e-05-0.00070893i,-0.00021548-0.00088217i
0.0013689+0.0023872i,0.0018933+0.0013928i,0.0012958+0.00052855i,0.00084299-0.00057476i,0.0017896-3.1887e-05i,0.0011797+0.00096411i,0.00090855+0.00089574i,0.00061845+0.00052267i,0.0006245-9.6553e-05i,0.00036299-0.00047768i,-0.00092986-0.00036151i,-0.0013121-4.6758e-05i,-0.0010614+0.00020859i,-0.00076551+0.000181i,-0.00041859-0.00017334i,-0.00075952-0.00015532i,-0.0002465-0.00018792i,0.00059405+0.00046129i,0.00071535+0.0008172i,0.00054543+0.00012223i,0.0002546+0.00048305i,4.093e-05+0.00059852i,-0.00066949+9.767e-05i
-0.00089129+0.0010718i,-0.00086964+0.0011392i,-0.00031748+0.0021541i,-0.00080197+0.0023139i,-0.00099695+0.0017458i,-0.0009225+0.0015669i,-0.0012003+0.00024157i,-0.0020067-0.0015253i,-0.001927-0.0021475i,-0.0012041-0.001349i,-0.00036555-0.00043169i,-0.00017965+0.00016963i,-0.00050302+0.00053453i,-0.00098868+0.0007967i,-0.0012051+0.0005687i,-0.0012711+0.00013772i,-0.0012687+0.00078779i,-0.00070495+0.00065441i,6.9611e-05+0.00043271i,0.00013858+0.00095592i,-8.2493e-05+0.00050552i,-0.00027642-0.00037816i,-0.00029857-0.00085459i
