-0.0010949-0.00026672i,0.00054569-0.0010621i,-0.00098659-0.00071654i,-0.0012665-0.00015394i,-0.00055747+0.0013447i,-0.00015005+0.0014159i,0.0002407+0.0013449i,0.00059741+0.0021183i,0.00081956+0.0018865i,0.00093247+0.0011648i,0.0009542+0.00014004i,0.001186-0.00044638i,9.6565e-05-8.3482e-05i,-0.0010311+0.00010528i,-0.00083084+0.00024997i,-0.0007181+0.00049564i,-0.00050094+0.0001994i,-0.00053801-0.00040578i,-0.0010109-0.0002685i,-0.00097225+0.00016946i,-0.00065051-0.00060825i,-0.00044411-0.0010633i,-0.00041318-0.00066034i
0.0004616-0.00087033i,-0.00092133+0.00080337i,-0.0010991+0.001113i,-0.00066607+0.00069568i,-0.00090848-0.00030777i,-0.0011181-0.00078245i,-0.0014428-0.00074058i,-0.00062019-0.00034843i,0.00046767+0.00097773i,0.00033273+0.00087182i,-0.0002075-0.00030439i,-0.00021841-0.00070038i,0.00030978-0.00038136i,7.0243e-05-0.00035065i,-0.00019154+0.00017848i,-0.00028703+0.00074541i,7.1197e-05+0.0010998i,0.00072956+0.0011892i,0.00018449+0.0005879i,-0.00049335+0.00040663i,-0.00048398-0.00024896i,-0.00059415-0.00080187i,-0.00020547-0.00049736i
0.00044159+0.00019339i,0.00078089-0.00034241i,0.00089493-0.00059909i,0.00089044-0.00099117i,0.00071566-0.00097708i,-0.00022788-0.00023656i,-0.00082874+0.00083366i,-0.00028151+0.0010135i,0.0011264+0.00032615i,0.0017714-0.00039998i,0.0011055-0.0010389i,0.00037566-0.00070269i,-7.1426e-05+0.00016218i,-0.00052624+0.00035144i,-0.0012551-0.00064031i,-0.0001864-0.0010902i,0.00096111+3.3788e-05i,0.000629+0.00053159i,3.944e-06+0.00044168i,-0.0004502+0.00045287i,-0.00026869+0.00047448i,-0.00043608-0.00037007i,-0.00092658-0.00071888i
-0.00036873-3.7188e-05i,0.0012173+1.3956e-05i,0.0024294+0.00091382i,0.0028249+0.0012831i,0.0035218+0.0017529i,0.0044191+0.001461i,0.0041515+0.0012187i,0.0027517+0.0008505i,0.0019564-0.00023934i,0.00068067-0.0008534i,-0.00027366-0.00062147i,-2.0147e-05-0.00051153i,-0.00042254-0.00067173i,-0.0011089+0.00039733i,-0.00078796+0.0014402i,2.6911e-05+0.00092003i,0.00020191-3.0874e-05i,9.7522e-05-0.00070819i,0.00042182-0.00064743i,0.00085554-2.5642e-05i,0.00038972-0.00013063i,-0.00031978-0.00086565i,-0.00015629-0.0007365i
-0.00038567-0.00058969i,-0.00092171-0.00041514i,0.00046448+0.00040954i,0.0017306-0.00073405i,0.0021421-0.0012748i,0.0025335-0.00033168i,0.0022566-5.6424e-05i,0.0011214-0.00090737i,-0.00085507-0.0019992i,-0.0013146-0.0020489i,-0.00062961-0.0015048i,7.535e-05-0.00054809i,0.00047244+0.00046111i,0.00080893+0.00051998i,0.00069124+0.00057076i,0.00023837+0.00098726i,0.00012442+9.9073e-05i,6.0792e-05-0.00036987i,0.0003765-8.0129e-05i,0.00057907+0.00014335i,1.3453e-05+0.00053784i,-0.00055151+0.00050822i,-0.00074889-0.00015686i
0.00071695-0.00060888i,0.0016155-0.0012835i,0.0018649-0.0014532i,0.0019555-0.0015723i,0.0014853-0.0013954i,0.0010491-0.0011432i,0.00079886-0.0018188i,-7.4201e-05-0.0022608i,-0.0016673-0.00096419i,-0.0019544+0.00070383i,-0.00046074+0.00090799i,0.0011462+0.00029548i,0.0022251+0.00055512i,0.0016077+0.00028231i,0.00083772-0.00019273i,0.00082656-0.00050818i,-0.00010206-0.0009876i,-0.0006249-0.00094802i,-0.00016627-0.00064398i,0.00022594-0.00048255i,-4.0562e-07-0.00052621i,-4.9056e-05-0.00096872i,0.00041976-0.00065436i
-0.00099483+0.0012439i,-0.00090156+0.0024191i,-0.0005503+0.0027292i,0.00072119+0.0015884i,0.001214+8.8104e-06i,0.00026381-0.0012148i,-0.0013414-0.0010341i,-0.0016372+0.00024083i,-0.00014113+0.0018719i,0.0010933+0.0025951i,0.0011143+0.0022096i,0.0013885+0.0011479i,0.0016074+0.00075269i,0.0011873+0.00039968i,0.00041597-0.00033924i,-0.00035002-0.00039339i,3.6974e-06+0.0003662i,0.00085763+0.00021399i,0.00069011-0.00014361i,0.00032601-0.00023761i,0.00063896-0.00027158i,0.0013648-0.00016469i,0.0012109-0.00038167i
0.00026934-0.0016965i,0.00032443-0.0017413i,0.00075772-0.0012867i,0.001164-0.00044871i,0.00020253+0.00031123i,-0.001047+0.00099943i,-0.0014944+0.0015793i,-0.0010715+0.0014572i,9.2798e-05+0.0011975i,0.0012921+0.00071062i,0.0015815-0.00043481i,0.00093776-0.00083053i,0.00025324-0.00021601i,6.248e-05-7.4408e-06i,-0.00070614-0.00028629i,-0.0011577+0.00014196i,-0.00031333-0.0003873i,0.00067178-0.00043288i,0.00018631+0.00062489i,0.00016096+0.00042404i,-0.00017818+0.00039879i,-0.00035038+0.000187i,0.00025697-0.00081632i
-0.00057196-0.0014124i,-0.00074727-0.0014624i,-0.00088102-0.0013735i,-0.00091549-0.001629i,-0.00029148-0.00038185i,2.4092e-05+0.0019642i,0.00010358+0.0027892i,0.00057789+0.0020809i,0.001116+0.00032653i,0.0012853-0.00091636i,0.00078755-0.00046022i,0.00016625+7.7254e-05i,-0.00080279+0.00024056i,-0.0011607+0.00042723i,-0.00020588+0.00014834i,0.00022231-0.00011928i,-0.00013144-0.00040122i,-0.00079153-0.00082377i,-0.001422-0.00053142i,-0.0011423+0.00032315i,-0.00037706+0.00010464i,-9.6911e-06-0.00057297i,1.6147e-05-0.00016152i
-0.0014415-0.0018362i,-0.00127-0.0010314i,-0.0012722+0.00032895i,-0.00085365+0.0017813i,-0.00034531+0.0028345i,0.0010583+0.0025133i,0.0026367+0.0013937i,0.0016335+0.00029801i,-0.0005771-0.00050047i,-0.0012374-0.001004i,-0.00076623-0.0012132i,-0.00033722-0.00075067i,0.0001384+0.00076412i,0.00036588+0.0014252i,0.00011078+0.00063033i,0.00045782+0.00015236i,0.00060917-0.00027821i,0.00012674-0.00047001i,-0.00063568-0.00092932i,-0.00074711-0.00052675i,0.00026032+0.00055919i,0.00076501+0.00051991i,0.00042466-0.00015893i
0.00095851+0.00018125i,0.0014855+0.00053183i,0.0012394+0.00088283i,0.0013218+0.00123i,0.0024172+0.00089164i,0.003337+0.00011651i,0.001991-0.00056278i,0.00060372-0.0010541i,-0.00040933-0.0010494i,-0.001971-0.00041788i,-0.0014713+7.3026e-05i,-4.1882e-05+0.00016022i,0.00042921+0.00050716i,8.1869e-05+0.0004505i,0.00098722+0.00011337i,0.001268-7.2141e-05i,0.00052792-0.00019067i,0.00015666+0.00020802i,-0.00038914+0.00076299i,-0.00057141+0.00062685i,-0.00047013+1.6629e-05i,-4.751e-05-0.00042587i,0.0007268+0.000301i
-0.00018207-0.00031569i,-0.00028714-9.3267e-05i,-0.00029965+6.3258e-05i,-5.0198e-06+0.00060992i,0.00091526+0.0007004i,0.0018973-0.00017858i,0.0014156-0.0010837i,-0.00011289-0.0015376i,-0.0015562-0.00082265i,-0.0017525+0.00021908i,-0.00038688+0.00057189i,0.00091756+0.00016338i,0.0017034-0.00049046i,0.0021144-0.0010722i,0.0010032-0.00086941i,0.00062635-0.00035915i,0.0011856-0.00025626i,0.00028266-0.00025635i,-0.00048206-5.3716e-05i,-0.00064138-1.7094e-05i,-0.00070443-0.00017615i,-0.00012921-0.00053507i,0.00016835-0.00041053i
0.00020657-0.00034477i,-0.00056426+3.5834e-05i,-0.0011036+0.00080206i,-0.00068971+0.00026642i,-0.00049654-0.00044643i,-0.0012233-0.00085281i,-0.0019492-0.0014135i,-0.0017756-0.0010636i,-0.00067965+0.00014275i,0.00044876+0.0014087i,0.00057659+0.0013415i,0.00030914+0.00018238i,0.00034782-0.00041074i,0.00034894-0.00064282i,2.5781e-05-0.00039423i,-0.00029345+0.00010007i,-0.00081706+0.00027394i,-0.0011865+0.0002928i,3.6081e-06+0.00070908i,0.00081816+0.00067022i,0.00015995+0.00011862i,-0.00062742+0.00067373i,-0.00069581+0.0005431i
-0.0015769-0.00079393i,-0.0007712-0.00047816i,-0.001755-4.5697e-05i,-0.0015272+0.00069596i,-0.0003673+0.0011764i,0.00069756+0.00077866i,0.00090828+0.0011553i,-9.5554e-05+0.0014211i,0.00037533+0.00022209i,0.0019112-0.00034578i,0.0021323+0.00023989i,0.0012572-0.00017086i,0.00044844-0.0015231i,3.7081e-05-0.0014435i,0.00039119-0.00024818i,0.00058037+0.00087661i,-0.00038801+0.0010834i,-0.00099083+0.00032187i,-0.00093672+8.0467e-05i,-0.0012763+0.00055543i,-0.00087918+0.00050105i,-0.00010888-5.3678e-05i,-0.00011837-0.00063208i
-0.00086976-0.0010195i,0.00073216-0.00067093i,0.0003313+0.00085564i,-0.00066777+0.0019782i,0.00016914+0.0023659i,0.0021183+0.0023891i,0.0021774+0.0023192i,0.0012866+0.0016393i,0.00067461+0.00012852i,0.00033731-0.0016499i,0.00043588-0.0019383i,-0.00030733-0.00082674i,-0.00099689+0.00023956i,-0.00059907+0.00037511i,5.907e-06-3.7195e-06i,0.00010997+0.00041343i,0.00043347+6.9661e-05i,0.00035378+0.00017818i,-0.00041105+0.00055184i,-0.0001753+0.00030187i,-0.00035697-0.00021595i,-0.0010799-0.00067641i,-0.0010529-0.00028661i
0.00020661-0.0003855i,0.00054524-0.00045943i,-0.00060947-0.00086037i,-0.0016199-0.00063104i,0.0001111-0.00045132i,0.0021764-0.00055166i,0.002914-0.00026353i,0.0016621-0.00016507i,-0.00061718-0.00033132i,-0.0032809-0.00074742i,-0.0039803-0.00025561i,-0.0019567+0.0011173i,-0.00065971+0.0015976i,-0.00049581+0.0015277i,-0.00035046+0.0014147i,0.00012049+0.0010835i,0.00018374+0.00078832i,-7.766e-05+0.00019167i,-0.00027404-0.00048519i,-0.00071544-0.00079051i,-0.00094728-0.0010545i,-0.00066218-0.00059396i,-9.9443e-05-0.00025249i
0.0013329-0.00091028i,0.0014537-0.001054i,0.0017189-0.0010358i,0.0018592-0.001252i,0.001647-0.0011178i,0.00091291-0.0017609i,0.00072671-0.0021032i,0.001052-0.0012314i,5.9414e-05+0.00042848i,-0.0020035+0.0015139i,-0.0023152+0.0018192i,-0.0012267+0.001473i,-0.0003265+0.00031644i,0.00041157-1.5224e-05i,0.00087823-0.00014206i,0.00084756-0.0009665i,0.00031244-0.001446i,0.00014671-0.0010768i,-0.00031659-0.00012437i,-0.00049622+0.00014989i,-0.00067023-0.00014081i,-0.0011429-0.0004823i,-0.00062284-0.00047323i
0.00016841-0.00080909i,-0.00066575-0.00084217i,-0.00064339-0.0005411i,0.00018264-0.00049402i,0.00083781-0.00076118i,0.00065862-0.00131i,-0.00096974-0.0020168i,-0.0012928-0.0014414i,-4.6005e-05+0.00056953i,0.00074099+0.0028191i,0.001486+0.0033787i,0.001862+0.0021483i,0.0022706+0.00084713i,0.001338+0.00011613i,-0.00018114-0.00015347i,-0.00060616-0.00019797i,-0.00021447-0.00057398i,-0.00010256-0.00089762i,-0.0007042-0.00052242i,-0.00057473+5.5397e-05i,0.00035287+0.00057719i,0.0006505+0.00041395i,0.00038748+2.8616e-05i
0.00037501+0.00028492i,-0.00042042+0.0010048i,-0.00065825+0.0013468i,0.00016155+0.0010184i,0.00093681+0.00026416i,0.0007222-0.00041244i,-0.00014474-0.00018112i,-0.00050525+0.00057411i,0.00011002+0.00098732i,0.0021517+0.00060555i,0.0031634-0.0001754i,0.0017569-0.00098342i,0.00050829-0.0015023i,0.000602-0.0015164i,0.00094977-0.0014963i,0.00025735-0.0015504i,-0.00050472-0.0010385i,0.00038482-0.0002648i,0.0011408+0.00049817i,0.00048008+0.00066879i,0.00017398+0.00056141i,-0.00042806+0.00024573i,-0.00048199+3.3656e-05i
-0.00024532-0.00071697i,0.0010118-0.00044414i,0.0019758-0.00014933i,0.0014583-0.000794i,0.00096665-0.0010121i,2.7144e-05+0.00010015i,-0.00096712+0.0011366i,-0.0011868+0.00091538i,-0.00037294-0.00044202i,7.9444e-05-0.0017282i,-2.3347e-05-0.0020356i,6.6562e-05-0.0011519i,-0.00037597-0.00034123i,-0.0011337-0.00021632i,-0.0012623-0.00053384i,-0.00020487-0.00033583i,0.00086455-0.00016847i,0.00045601-0.0002705i,-0.00034287+1.4033e-05i,-0.00023435+0.00021938i,-0.00022007-0.00062859i,-0.00084984-0.0010835i,-0.0009242-0.00068321i
-7.0698e-05-0.001397i,-0.00076563-0.0010032i,-0.00061942-0.00059701i,-0.00073347-0.0010148i,-0.0010565-0.00037618i,-2.1516e-05+0.0011596i,0.0016737+0.0020569i,0.0016423+0.0019634i,3.5907e-05+0.00024632i,-0.0017273-0.0013913i,-0.0023874-0.0015923i,-0.002156-0.00084808i,-0.0011551+0.00038272i,-0.00045658+0.0011011i,0.00012691+0.00076374i,0.0003087+0.0001288i,-0.00019331+0.00018657i,-0.00061803+0.0011938i,-0.00013101+0.0014983i,0.00012168+0.0010854i,-0.00023694+0.0010666i,-0.00055439+0.0010767i,-0.00019015+0.0010093i
-0.00040806+0.00023277i,0.00094637-6.7068e-05i,0.0013848+0.00087846i,0.0013203+0.0012293i,0.0029502+0.0011945i,0.0049887-0.00037927i,0.004121-0.0010446i,0.001251-0.00097125i,-0.00093673-0.00072938i,-0.0017178+0.00020558i,-0.0019214+0.00091065i,-0.00096191+0.0015924i,0.00058572+0.0012936i,0.0004001+5.355e-05i,-0.00034728-0.0002288i,-0.00083174-0.00014292i,-0.00028496-0.00028168i,0.00034096-1.5212e-05i,0.00011469+0.00013263i,-8.8413e-05-0.00017076i,-6.1547e-06-0.00014045i,0.00068844+0.00046341i,0.0010124+0.0010115i
0.0017054-0.00019548i,0.0018203-0.00022635i,0.0011391-0.00087529i,0.001478-0.0021227i,0.0020969-0.0022843i,0.00032828-0.0016183i,-0.00058618-0.0013452i,2.2971e-05-0.0012355i,0.00018609-0.00046416i,-7.9494e-06+0.00059269i,0.00038798+0.001271i,0.0011188+0.0012789i,0.0011201+0.00062704i,0.00072173+0.00010316i,0.00012951+0.00041599i,0.00016583+8.0206e-05i,-0.00011354-0.00055777i,-0.0008345-0.00054465i,-0.0010196-0.00031717i,-0.00010012+0.00033914i,0.00088089-0.00029062i,0.00085612-0.001523i,8.7567e-05-0.0010689i
-0.00017592-0.0025768i,-0.0012615-0.00078816i,-0.0020186-0.0012592i,-0.0021791-0.00087376i,-0.0023335-0.00077903i,-0.0011464-0.0013166i,-0.00083358-0.0015439i,-0.0015532-0.0016725i,-0.00052319-0.00092283i,0.0013476+0.00067461i,0.0018106+0.00098006i,0.0017913+0.0002366i,0.001834-0.00064738i,0.00082328-0.001615i,0.00019112-0.001554i,0.00024881-0.0014099i,0.00060742-0.0011147i,0.00050692+4.56e-06i,-0.00021951+0.00067721i,7.5504e-05+0.00057574i,0.00027188+0.00017819i,0.00053147-0.00064157i,0.00015138-0.0012678i
-0.00093662-0.0027226i,0.00038698-0.0029267i,0.00072734-0.0022233i,0.00099982-0.0015937i,0.0010707-0.00060063i,-0.00029776+0.00017842i,-0.0016482+0.0001498i,-0.002033-0.00010377i,-0.00067945-0.0014704i,0.00078021-0.0021775i,0.00083214-0.0016319i,0.00043823-0.001452i,-0.00015774-0.00093213i,-0.00046902-0.00045183i,-0.00028621-0.00016235i,-1.9977e-05-7.2783e-05i,0.0002639-0.00035579i,0.00057231-0.0010429i,0.0005581-0.0017805i,-0.00011561-0.0013461i,-0.00048059-0.0010481i,-0.0001991-0.0012227i,-0.00083738-0.0010551i
-0.00073948-0.0014839i,-0.0010761-0.002039i,-0.00048228-0.0020279i,4.3132e-05-0.0013212i,-0.00010626-0.00016453i,-0.00053886+0.001684i,-0.00029522+0.0027854i,-0.00073245+0.0019094i,-0.0018855+0.00023816i,-0.001453-0.00078224i,-0.0010882-0.00036785i,-0.0020329+0.00012187i,-0.0022965-0.00021645i,-0.0010502+2.8426e-05i,-0.00018289+0.00040081i,-0.00011813+0.00010801i,0.00023983-4.4555e-05i,0.00020975-0.0003369i,-0.00019035-7.3975e-05i,-0.0005721+0.00011619i,-0.00032804+0.00010445i,-4.5259e-05+0.0004548i,-0.00015572+0.0010283i
1.9489e-05-0.00056987i,-0.00040132-0.00072951i,-0.0002222+0.0002583i,0.0001965+0.0015612i,0.0010892+0.0016281i,0.0021122+0.0018177i,0.0025677+0.0015263i,0.0025837+0.00052957i,0.0010275+0.0004027i,-0.0010323+0.0013581i,-0.0023081+0.0012915i,-0.0022508+0.00094332i,-0.001294+0.0016765i,-0.00052647+0.0016234i,0.00012187+0.00085982i,-0.00015837+0.00043462i,-0.00025714+0.00035414i,0.00023104+0.0003154i,0.00010748+0.00020008i,2.5709e-05+0.00066833i,0.00023599+0.0012166i,1.0163e-05+0.0012153i,-0.0001684+0.00098039i
0.0015312+0.00051771i,0.0010175-0.00012429i,0.0020078-0.00030549i,0.002472+2.9807e-05i,0.0022719-5.0192e-05i,0.0028358-0.0012783i,0.0025855-0.0014634i,0.002134-0.00045105i,0.0012079+0.0010334i,4.8702e-05+0.0017353i,-9.5148e-05+0.0021877i,4.6676e-05+0.0021622i,0.00054272+0.0015576i,0.00084191+0.00086872i,0.00034706+0.0012795i,0.00057546+0.0012154i,0.00030036+3.3705e-06i,-0.0013991-0.00044686i,-0.0012148+0.00037563i,-0.00029275+0.0005621i,7.9618e-05-0.00030891i,0.00039342-0.00082555i,0.00042526-0.00015974i
0.00035623-0.00071764i,-0.0006634-0.00045969i,2.4534e-05-0.00069882i,0.0011708-0.00061312i,0.0011953-0.0006877i,0.00064544-0.0010958i,-0.00011716-0.0016624i,-1.4485e-05-0.0022005i,0.0011562-0.0010084i,0.0019015+0.00057234i,0.0023544+0.00086428i,0.0023481+0.00068564i,0.0020125+0.00015485i,0.001268-5.4308e-05i,0.00054327-0.00042977i,0.00064157-0.00079421i,0.00068757-0.00035846i,-0.0005416-4.2844e-05i,-0.00038811+0.00040145i,0.0010169+0.00046248i,0.00052737-4.9146e-05i,-0.00045353-0.00036533i,-0.00085769-0.00043883i
-0.00070474-0.00024809i,3.5156e-05+0.00037601i,0.00055528+0.0022036i,0.0015814+0.0030847i,0.0027904+0.0024028i,0.002214+0.0001699i,-5.7876e-05-0.0014038i,-0.0012943-0.0013652i,0.00015631-0.0017244i,0.0020102-0.0021697i,0.0026919-0.0023696i,0.0014171-0.002238i,-0.00070243-0.0020193i,-0.001299-0.0011069i,-0.00066799-0.00048109i,-8.5485e-05-0.0004306i,0.0003013-0.00035347i,0.0001472-0.00029018i,-0.00063702-0.00041895i,-0.0010243-0.00079737i,-0.00055318-0.00052328i,-1.3811e-05-0.00048884i,-0.00023113-0.00089568i
0.0017451+0.00029614i,0.0013827-0.00037758i,0.0021606-0.0013565i,0.0026773-0.0021903i,0.0017573-0.0023329i,-0.00041946-0.0013559i,-0.001807-0.00054521i,-0.0017071-0.00044782i,-0.0014763-1.804e-05i,-0.0023631-0.00060685i,-0.0028952-0.0010202i,-0.0022016-0.00079756i,-0.001748-0.00041521i,-0.0016899+0.00049001i,-0.0010833+0.00012412i,-0.0001665-0.00085231i,-0.0001393-0.001423i,-0.0002027-0.0014813i,-0.00031608-0.0017697i,-0.00036571-0.00083654i,-0.0001462+0.00022826i,0.0004124-0.0001714i,0.0006424+9.8817e-06i
-0.00080698-0.00067523i,-0.00070941-0.00068574i,-0.00047658-0.00093886i,0.00021533-0.00045993i,0.0011442+0.00078683i,0.001517+0.0012916i,0.0013729+0.0011802i,0.00021176+0.00038724i,-0.0010835-0.0005385i,-0.0020895-0.00014895i,-0.0027849+0.00085277i,-0.0023139+0.0013651i,-0.0011845+0.0012538i,-0.00020404+0.0013218i,0.00022153+0.0016855i,0.00022775+0.001157i,-0.00015965+0.00055379i,-0.00088273+0.00047592i,-0.0014264+0.00058889i,-0.0013483+0.00023938i,-0.00090088-0.0002583i,-0.00048723+0.00034312i,-2.4186e-05+0.00088357i
0.0010565-0.0011884i,0.0011667-0.0015523i,0.00036418-0.0019302i,-0.00059481-0.0017393i,0.00075897-0.0016587i,0.0024019-0.00072979i,0.0028843-3.6813e-05i,0.0021799+0.00030873i,0.00077901+0.0017657i,-0.0010655+0.0036711i,-0.0011861+0.0039045i,-0.0001966+0.0030116i,0.00078567+0.0024837i,0.0013358+0.0019311i,0.0012594+0.001569i,0.00071273+0.001341i,-1.4898e-05+0.00084824i,-0.00077002+0.00094111i,-0.00023032+0.00034957i,0.00017821-0.00020448i,-8.4772e-05-0.00021658i,0.00011495-0.00026302i,0.00031859-0.00028125i
0.0006506-0.00075097i,0.00010475+2.3827e-05i,-0.00062588-1.9938e-05i,-0.00031976+0.00020355i,0.00036587+0.0010822i,0.00086791+0.0012628i,0.00074614-8.851e-05i,0.00066367-0.00061945i,0.001469+3.0401e-05i,0.0027814+0.0010992i,0.0032271+0.0016905i,0.0028669+0.00034315i,0.0023632-0.00098899i,0.0013185-0.00077061i,0.0007052-0.00079292i,0.00034246-0.00061785i,0.00011817-5.6272e-05i,0.00057377+0.00023451i,0.0011293+0.00058629i,0.0011239-5.6173e-05i,0.0014031-0.00066797i,0.0011528-0.00046781i,0.00028222-0.00051694i
-0.00098012-0.0013356i,-0.0018507-0.00072416i,-0.0016996+0.00075202i,-0.00044561+0.0024849i,-1.413e-05+0.0025994i,0.00035856+0.0007936i,0.0006212-0.0018709i,5.6662e-06-0.0034694i,2.6189e-05-0.0032647i,0.0014038-0.0016556i,0.0024513-0.00093255i,0.0022563-0.0017946i,0.0014059-0.001947i,0.00064965-0.0014969i,0.00037281-0.0014143i,-0.00026732-0.001518i,-0.00024052-0.00047912i,0.00034688+0.0010607i,0.00019729+0.00097364i,0.00048703-0.00023711i,0.00050745-0.00035645i,-6.9176e-05+0.00022229i,-0.00055636+0.00018303i
0.0018334-0.00064584i,0.0022098+0.00052682i,0.0018998+0.00085629i,0.001544+0.00097649i,0.0010531+0.00063559i,-0.00017715-0.0001653i,-0.00165-0.00072427i,-0.0015613-0.00082294i,-0.0015814-0.0017696i,-0.0018831-0.0025578i,-0.001679-0.002664i,-0.00131-0.0025153i,-0.0014473-0.0011334i,-0.0012374-0.00016525i,-0.00082029-0.0005257i,-0.000917-0.00036669i,-0.00099105-0.00024506i,-0.00049426-0.00083353i,-0.00047716-0.0009324i,-0.001138-0.00071606i,-0.0011976-0.0004282i,-4.3236e-05-0.0002094i,0.00032094-0.00016186i
-0.0016536-0.0027771i,-0.00081782-0.0016703i,-8.8541e-05-0.0013426i,7.733e-05-0.0014582i,-1.5589e-05-0.00023216i,-0.00064487+0.0010784i,-0.00095949+0.001988i,-0.00087361+0.0023015i,-0.0019302+0.00066557i,-0.0035077-0.00057282i,-0.0042192+0.00031314i,-0.0032839+0.00077045i,-0.0016035+0.00074175i,-0.0007987+0.00089416i,-0.00051206+0.00078764i,-0.00021245+0.00035781i,-0.00066251+2.1045e-05i,-0.00034418-0.00063735i,-0.00042165-0.00010956i,-0.00064105+0.00045996i,-0.00032527-0.00010359i,-8.2993e-05-0.00058279i,0.00079398-0.0006739i
-0.00095642-0.00090511i,-0.000405-0.0003315i,-0.00090459+0.00099786i,-0.00082046+0.0014869i,0.00080731+0.0013863i,0.0025051+0.0011296i,0.0018654+0.0011781i,0.00066422+0.0016352i,0.00018849+0.0025668i,-0.00083257+0.0036704i,-0.0011675+0.0037744i,-0.00038692+0.0030189i,-1.6434e-05+0.001828i,0.0001329+0.0014141i,0.00061684+0.0013277i,-1.8352e-05+0.0013187i,-0.00043518+0.00098092i,2.135e-05+0.00051214i,0.00016204+0.00033709i,0.00028715+0.00054204i,0.00066701-3.852e-05i,0.00048133-0.00096536i,0.00030873-0.00027066i
0.0001549-0.00051535i,0.00027965-7.781e-05i,0.00084926-0.00013602i,0.0026334+0.00068807i,0.0028001+0.0020634i,0.0027559+0.00097578i,0.0035561-0.0008248i,0.0033371-0.0011317i,0.0033834+0.00019288i,0.0031655+0.0013282i,0.0031349+0.0015288i,0.0031494+0.001105i,0.0015684+0.00036632i,0.00026806+0.00037976i,0.00025239+0.00082951i,0.00019385+0.00050853i,0.00015152-0.00017109i,1.3743e-05-0.00014133i,0.00015472+7.9045e-05i,0.00033548+0.00039723i,0.00040206-0.00036279i,0.000361-0.0009066i,0.00018032-0.00054862i
0.0011672-0.00056729i,3.1437e-05-0.00030949i,-0.00066262-0.00071681i,-0.00031567-0.00023173i,-9.0519e-05-0.00028238i,0.00083855-0.00082851i,0.0020465-0.0014471i,0.0025477-0.0017744i,0.0032592-0.0018623i,0.0034632-0.0020911i,0.0026015-0.002455i,0.0019837-0.0020962i,0.0011547-0.0019068i,0.00045402-0.0013576i,0.00037468-0.00075428i,0.0010825-0.00045404i,0.00066149-0.00046987i,-0.00015884-0.00036428i,0.00018318-0.00024901i,0.00029995-0.00028973i,-0.00061114+0.00029755i,-0.0012377+0.00076589i,-0.00065145+0.00022516i
0.00080642-0.0016339i,0.0011259-0.00065204i,0.00030355-0.0010333i,0.00050534-0.00092307i,0.0010947-5.7139e-05i,6.0404e-05-0.0013186i,-0.00081182-0.0028441i,-0.00047722-0.0025424i,-0.00012113-0.0020054i,-0.00048458-0.0030649i,-0.00056411-0.0035233i,-0.00083401-0.002743i,-0.0010794-0.0014678i,-0.00034522-0.00045827i,0.00019407-0.00015318i,-0.00013599-3.6211e-05i,-0.00040164-0.0006148i,-0.00034158-0.0011477i,0.00032138-0.00068318i,0.00062637-0.0002216i,-0.00031161-9.4765e-05i,-0.00078819+0.00039317i,-0.00027787+0.00068228i
-0.00088799-0.0013539i,0.00035885-0.0010828i,0.0011227-0.0003746i,0.00094245-0.00020305i,0.0011103+0.00029778i,-0.00039015+0.0011513i,-0.0022472+0.0011645i,-0.0025913+0.00065297i,-0.0031325-0.00053151i,-0.0040525-0.00087588i,-0.0043784-0.00017028i,-0.0035179+0.00037688i,-0.002268+0.00028369i,-0.0014728+0.0003287i,-0.0010066+0.0011987i,-0.0010796+0.00076124i,-0.0014426-0.00023579i,-0.0022766-0.00038481i,-0.0023736+0.00033035i,-0.0015586+0.0012979i,-0.00099259+0.0011824i,-0.00043196+0.0004655i,0.00011059+0.00028328i
-0.00083455-0.0023812i,-0.00063997-0.00080193i,-0.0012461+0.00022585i,-0.00071037-2.3303e-05i,-0.00015863+0.0004707i,0.00047521+0.0016538i,0.0010671+0.0021145i,0.0005955+0.0019929i,-0.001118+0.0021331i,-0.0027962+0.0039008i,-0.0019274+0.004435i,0.00031132+0.0028176i,0.0011358+0.0012139i,0.00088643+0.00045501i,0.00055601+0.00054393i,0.00054463+0.0011333i,0.00072505+0.00064035i,0.00015893+0.0004726i,-0.00048885+0.00083031i,-0.00016135+0.00052877i,-8.7423e-05+0.0006253i,-0.00062703+0.00046422i,-0.00077545+7.6326e-05i
-0.0011152-0.00043528i,-0.000897-0.0011769i,-0.00020625-0.00081045i,0.0003791-0.00011629i,0.0010947+0.00046644i,0.0014744+0.00084393i,0.0017772+0.0013518i,0.0021604+0.0013989i,0.0019274+0.0020204i,0.0017863+0.0040897i,0.0026471+0.004942i,0.0029+0.002786i,0.00184+0.00076393i,0.000907+0.00018259i,0.00063336-0.0001098i,0.00079455+0.00063192i,0.0016236+0.001037i,0.0016689+0.00093485i,0.0012141+0.00083421i,0.0009734+0.00022236i,0.00081575-0.00010049i,0.00065092-0.00013566i,0.00051827-0.00030008i
