0.0017604+0.00092419i,0.0020723-0.00051563i,0.000733-0.0018677i,-0.0015199-0.0020374i,-0.0024734-0.00051957i,-0.0017658+0.0018262i,0.00037133+0.0028577i,0.0023025+0.0015747i,0.0028454+2.9921e-05i,0.002233-0.00075552i,0.00089731-0.0015787i,-0.00036747-0.0015889i,-0.00060505-0.00082693i,-0.0008655+0.00038893i,-0.0017787+0.00034186i,-0.0017967-0.00042319i,-0.0013709-0.00098377i,-0.0011258-0.00053926i,-0.00025079+0.0008857i,0.0007813+0.00061941i,0.00078902-0.00079267i,-0.00044614-0.001614i,-0.00078504-0.0010543i
0.0013088-0.0014135i,0.000587-0.00079102i,-0.00064197+0.00078097i,4.5865e-05+0.0011444i,0.0031557+0.000653i,0.005643-0.00045584i,0.0053599-0.0022001i,0.0039224-0.0030607i,0.0023894-0.0034555i,0.0014836-0.0028876i,0.00051591-0.0012812i,-0.0016968+0.0014871i,-0.0033655+0.0029194i,-0.0026644+0.0013819i,-0.00079144+0.00034404i,-9.1207e-05+0.00044751i,-0.00087286+4.7778e-05i,-0.0012499+0.00050924i,-0.0010826+0.0010206i,-0.00024996+0.000127i,0.00035309-0.0015678i,0.00010356-0.001919i,8.619e-05-0.0015604i
0.00047752+0.0022794i,-0.00026707+0.0015441i,0.00043496-0.001267i,-0.00038657-0.00087853i,-0.00079848+0.0012886i,0.0018762+0.0018734i,0.0037943+0.0010101i,0.0031596+0.00073065i,0.0011615+0.0013519i,0.00011952+0.0016736i,-0.00015485-0.00024707i,0.00029372-0.0034974i,0.0022335-0.0049761i,0.0021799-0.0030534i,0.00059431-0.00062926i,-0.00013894+0.00040985i,-8.5605e-05+0.00019746i,3.5358e-05-0.00010562i,0.00042652-0.00081457i,0.00063153-0.0010263i,0.00017709-0.00028732i,0.00019412+0.00042977i,0.00051603+0.00024982i
-0.0022813+0.00020664i,-0.0027234+0.00092225i,-0.00063326+0.0032157i,0.0011663+0.0030126i,0.0023849+0.0016157i,0.0026195+0.00030065i,0.0021831-0.00070198i,0.0011396-0.0012377i,-8.6483e-05-0.0012749i,-0.00015137-0.0011666i,0.00018236-0.00021427i,0.0005521+0.002767i,0.00074879+0.0042627i,-0.00037454+0.0029424i,-0.0011375+0.0011799i,-0.00089383+0.00027524i,-4.9977e-05+0.00016851i,0.00041448+0.00032784i,3.4325e-05+0.00066342i,-0.0003272+0.00088066i,-0.00076727+0.00022609i,-0.0012379-0.00045384i,-0.0011829-0.00068353i
0.0025952-0.0015743i,0.0028039-0.0029673i,0.0014233-0.0029554i,0.00079039-0.0015909i,0.0026009-5.147e-05i,0.0059862-0.00055502i,0.0070909-0.0029017i,0.0040313-0.0035226i,0.00086887-0.0015595i,0.00059745+0.001298i,-0.00057393+0.001551i,-0.0021465-0.0010934i,-0.0021973-0.0039129i,-0.0010625-0.0051928i,-0.00022177-0.0028373i,-7.9836e-05+0.00032863i,-0.00024619+0.00041816i,-0.00085589-0.00070661i,-0.00048572-0.0008822i,-0.00040026-0.00079323i,-0.00079848-0.00030165i,-0.00088826+0.00013708i,-0.000848+0.00069875i
0.00041113+0.0027195i,0.0003976+0.0030602i,0.00065632+0.00094499i,-8.7591e-05-0.0012978i,-7.6161e-05-0.0010561i,0.00086171-8.8356e-05i,0.002224-0.00061364i,0.0014221-0.0012642i,-0.00018684-0.0016347i,-0.0012396-0.0029632i,-0.0016187-0.0035574i,0.00022235-0.00091132i,0.0022737+0.0020587i,0.0019328+0.0026775i,0.00082546+0.0019402i,0.00017035+0.0015849i,-0.00027501+0.0012138i,-0.0006736+0.0013996i,-0.00096893+0.0015466i,-0.00031422+0.001048i,-0.00020185-0.00029494i,-0.00125-0.0010965i,-0.0018161+5.8973e-05i
-0.0029616-0.0034716i,-0.0041664-0.0032194i,-0.0035465-0.00040306i,-0.00076271+0.0010905i,0.0027759+3.725e-05i,0.0053726-0.0017406i,0.0055384-0.0017298i,0.0040994-0.00105i,0.0031195-0.00026685i,0.0036461+0.00032859i,0.0024337+0.00061301i,-0.0012008+0.00023426i,-0.0033758-0.001343i,-0.0034694-0.0018765i,-0.0027477-0.0011901i,-0.0019453-0.00085744i,-0.00189+5.6949e-05i,-0.0020905-0.00029502i,-0.0015087-0.001309i,-0.00034721-0.001062i,0.00043786-0.00010813i,0.00091768+0.00051477i,0.00076462+0.00060182i
0.0014799+0.0021212i,0.0020834+0.0030723i,0.0032572+0.0042161i,0.0039528+0.0044855i,0.0042915+0.0042566i,0.0054738+0.0033229i,0.0047674+0.00075002i,0.0025081-0.0011333i,-0.00012265-0.00023998i,-0.0023587+0.0018083i,-0.0018779+0.0017991i,0.0013639+0.0010817i,0.0046055+0.00083714i,0.0047349+0.0005025i,0.0026293+0.00080255i,0.00099505+0.00015982i,0.00080717-0.00013097i,0.00090113-0.00013791i,0.00056438+1.6404e-05i,-0.00011444-0.00019618i,-0.0007408-0.00048441i,-0.00068682-5.3642e-05i,-0.0011968+0.00030084i
-0.0014465+0.0021509i,0.0010201+0.0018583i,0.0021183-0.00063931i,0.0012737-0.0017719i,0.0008379-0.00090318i,0.0017342-0.0012416i,0.0019077-0.0023995i,-5.5e-05-0.0027472i,-0.0018556-0.0024927i,-0.00043602-0.0026209i,0.00036183-0.0020252i,-0.0026743-0.00011097i,-0.0051102+0.0019073i,-0.0044385+0.0030184i,-0.0029875+0.003039i,-0.0020246+0.0026904i,-0.00043895+0.0013724i,-0.00040479-0.000144i,-0.0014843-0.00053665i,-0.00077494+0.00050834i,-0.00033516+0.00093003i,6.5786e-05+0.00022171i,0.00051159-0.00029375i
-0.00022216-0.00032631i,-7.1473e-05-0.00093111i,0.0007748+0.00011739i,0.0020975+0.0010406i,0.0035281+0.00016321i,0.0047594-0.0015181i,0.0041291-0.0024409i,0.0017258-0.0023048i,-2.7777e-06-0.0010567i,-0.0004434+0.00014804i,-0.00022672-0.00026596i,0.0017416-0.0025398i,0.0037524-0.0045663i,0.0029024-0.0048261i,0.0010217-0.0035039i,4.7342e-05-0.0020381i,0.0002555-0.0011303i,0.00039706-0.0010293i,-0.00029617-0.0011705i,-0.00075444-0.00036902i,-0.00095019+0.00031686i,-0.00082413+5.1603e-05i,-0.00099083-0.00031033i
-1.2192e-05+0.0001843i,-0.0017819+0.0018739i,-0.0036245+0.0030538i,-0.0025555+0.0032132i,0.0016776+0.0025898i,0.0054925+0.0019482i,0.0059342+0.0007423i,0.0040666-0.0013831i,0.0029893-0.0027815i,0.0021446-0.0038143i,0.00038177-0.0033426i,-0.0011603+0.00060142i,-0.0014078+0.0042213i,-0.0016196+0.0045354i,-0.0017642+0.0033539i,-0.0014222+0.0021539i,-0.001195+0.001131i,-0.00074837+0.0007142i,-7.2722e-05+0.00046751i,0.00013701+0.00024671i,-0.00018659+0.00055361i,-0.00053447+0.0011208i,-0.00049941+0.001083i
0.00094032+0.001761i,0.0050503+0.001263i,0.0071901+0.00081241i,0.0054574-0.00043377i,0.0041153-0.00034755i,0.0050818+0.00060026i,0.0048321+0.00046828i,0.0039771+0.0010598i,0.0037097+0.0027305i,0.0035105+0.0042124i,0.0024347+0.0038508i,0.00067232-0.0005807i,-0.0010307-0.0047681i,-0.0021249-0.0051503i,-0.0017314-0.003247i,-0.00090385-0.0020285i,-0.00085173-0.0015818i,-0.0011558-0.00084754i,-0.0011758-0.00050569i,-0.0010248-0.0010739i,-0.00078744-0.0010722i,-0.00090844-0.00047244i,-0.000839-8.6031e-05i
-0.00052414-0.0041126i,-0.00045327-0.0042028i,-0.00091927-0.0034596i,-0.0011726-0.001011i,0.00059501+0.00044283i,0.0028389-0.00044844i,0.00345-0.0027529i,0.0012924-0.0047253i,-0.0021358-0.0041987i,-0.0036575-0.0029961i,-0.0038636-0.0010163i,-0.0025384+0.0024107i,-0.00040685+0.0041425i,0.00040642+0.0036668i,-0.00028857+0.0023018i,-0.00039624+0.001477i,5.7698e-05+0.0020397i,0.00039085+0.0025702i,0.0006912+0.001784i,0.0010823+0.00066761i,0.0010163-0.000122i,0.0011658-0.00053287i,0.00094807-0.00049427i
-0.00037479+0.0023587i,-0.0021321+0.0024494i,-0.0020188+0.0017715i,0.00021816+0.0013673i,0.0023428+0.0011591i,0.0021696-9.0461e-05i,0.00047895-0.0015167i,-0.0013321-0.0018005i,-0.0011697-0.0011224i,0.0017787-0.00084652i,0.0024135-0.0020594i,-0.00019505-0.0032914i,-0.0022911-0.0038718i,-0.0025069-0.0027417i,-0.001972-0.0011028i,-0.0015268-1.8632e-05i,-0.00063208+0.00018749i,8.1352e-05-0.00047804i,-2.3368e-05-0.00093416i,-0.00043536-0.00020497i,-0.00093523+0.00043763i,-0.00086635-0.00042944i,-0.00013716-0.00062575i
-0.0028761+0.0029781i,0.00070564+0.0029445i,0.0047298+0.0023904i,0.0039796+0.00029694i,0.0025746-0.0003791i,0.0037403+0.00030777i,0.0058652+0.00026916i,0.0064761+1.0782e-05i,0.0036303+0.00011812i,-0.00054785+0.00076943i,-0.0013455+0.0018052i,0.0017575+0.0024508i,0.0037973+0.0020462i,0.0035535+0.00013472i,0.0022596-0.0010856i,0.0011056-0.00065197i,0.00084482-0.00027416i,0.00094461-0.00038448i,0.0010568+1.2152e-05i,0.00094639+0.00041822i,0.0010425+0.00026405i,0.0011529-2.1639e-05i,0.00067537-0.0002215i
0.0010369-0.002822i,0.00043553-0.0025771i,-0.0010906-0.001754i,3.4706e-05-0.0010097i,0.0027734-0.00056897i,0.0056116-0.0021451i,0.0059753-0.0040152i,0.0035015-0.0048646i,0.0022715-0.0031738i,0.0024188-0.0021353i,0.00093419-0.0031531i,-0.0021372-0.0032958i,-0.0046282-0.0016999i,-0.0046295+0.00033197i,-0.0027022+0.00089058i,-0.0017048+0.00058596i,-0.0016426+0.00047541i,-0.0015315+0.00067423i,-0.0016795+0.00098192i,-0.001206+0.00050104i,-0.001158-0.00032847i,-0.0011375-0.00045261i,-0.00043083+0.00044899i
-0.0017831+0.0032822i,-0.0020593+0.0036672i,-0.0021101+0.0039498i,-0.00043779+0.0039883i,0.0016813+0.0027229i,0.002246+0.001095i,0.00041403+0.00047237i,-0.0023082+0.0010645i,-0.0037045+0.002842i,-0.0025683+0.0034705i,-0.001181+0.0030292i,0.0014162+0.0024367i,0.0040129+0.00057549i,0.0038015-0.0021212i,0.0014816-0.0024364i,-0.00068444-0.0016164i,-0.00087087-0.00092098i,-0.000352-0.00087953i,0.00037606-0.0018331i,0.0013051-0.0014947i,0.00030961-0.00081358i,-0.00059417-0.0011851i,-0.00047672-0.00099196i
-0.0053015+0.00017538i,-0.0034411+0.00050118i,-0.00064437+0.0016924i,0.00041596+0.0016415i,0.00057264+0.0010015i,0.0022577-0.00038747i,0.0033174-0.0022701i,0.0034879-0.0027228i,0.001681-0.00311i,-0.00068963-0.0037198i,-0.0014849-0.0038663i,-0.0023517-0.0027844i,-0.002734-0.00051996i,-0.0019908+0.0016173i,-0.00062509+0.0020296i,-0.00011216+0.0013807i,5.894e-05+0.00065665i,9.869e-06+0.0010792i,-0.0014285+0.0014404i,-0.0022592+0.0011174i,-0.0014824+0.0014528i,-8.2764e-05+0.0016082i,0.00037013+0.00098687i
0.0011417-0.0011655i,0.0020491-0.00023199i,0.0019904+0.00088052i,0.0018207+0.0017345i,0.0038152+0.0016465i,0.0060628+0.00079293i,0.0060116-0.000503i,0.0041063-0.0028412i,0.0020999-0.0025082i,0.0019035+0.00076196i,0.0032535+0.0022897i,0.0038217+0.00084162i,0.0030645-0.0019957i,0.0020304-0.0043919i,0.0011161-0.0033939i,0.0005907-0.0014027i,-0.00058572-0.00074184i,-0.0013954-0.0012415i,-0.00063015-0.0016071i,-0.00026853-0.0017526i,-0.00027038-0.0018348i,0.00011265-0.0011859i,0.0005447+4.0813e-05i
-0.0038475+0.0073341i,-0.0017479+0.0074853i,0.0012079+0.0072632i,0.0022928+0.0035818i,0.0030969+0.00052214i,0.0033613-0.0017373i,0.0015755-0.0014359i,0.00059306+0.001081i,0.00040212+0.0022743i,-0.00023072+0.00092618i,-0.0015668-0.0011778i,-0.0030417-0.00080646i,-0.002627+0.00079203i,-0.00022014+7.996e-06i,0.001024-0.0016362i,0.00021555-0.00085293i,-0.00015475+0.00065147i,-0.00068607+0.0010956i,-0.0018617+0.0005425i,-0.0019419+0.000482i,-0.00040812+0.0017381i,0.001496+0.0018379i,0.0023407+0.00067623i
-0.018972+0.01952i,-0.013395+0.025926i,-0.0013342+0.031847i,0.010844+0.020912i,0.019416+0.0070127i,0.018107-0.0059483i,0.0070524-0.01008i,-0.00085016-0.005465i,-0.0026509+0.0010377i,0.0023978+0.00354i,0.0069787-0.00016924i,0.0053848-0.0052298i,0.0024477-0.010318i,0.00077803-0.015017i,0.00025926-0.015064i,6.4684e-05-0.0091625i,-0.00038785-0.0023261i,-0.0011984+0.00022179i,-0.0025598-0.00083837i,-0.0031149+2.1754e-05i,-0.0020524+0.0024402i,0.00013541+0.0025303i,0.002012+0.00053917i
0.01001-0.0057313i,0.0078881-0.0073911i,0.0034259-0.0091144i,-0.0008098-0.006168i,-0.0026356-0.0016848i,0.0011319+0.0024254i,0.0057709+0.0023122i,0.0054457-0.00025702i,0.0020627-0.0028579i,-0.0017186-0.0035047i,-0.0035732-0.00037064i,-0.0030306+0.0033216i,-0.001228+0.0054941i,0.00043854+0.0062396i,0.00034113+0.0052123i,0.00016572+0.0030524i,0.00055099+0.0009855i,0.0014807-6.8169e-05i,0.0022663+0.00060657i,0.0023692+0.00099922i,0.001654+0.0003584i,0.00044913-0.00016395i,-0.00043739+5.8624e-05i
0.0012969-0.0012879i,0.00031091-0.0033537i,-0.00019101-0.0055495i,-0.0015872-0.003982i,-0.0027937-0.0012935i,-0.0010186+0.0020376i,0.0025876+0.0017659i,0.0035486-0.0017889i,0.0025187-0.0023527i,0.0022793-0.0016225i,0.0019699-0.0022763i,8.9311e-05-0.0029383i,-0.001478-0.0013229i,-0.0036609+0.0012653i,-0.0054088+0.0020927i,-0.004572+0.0015382i,-0.0025836-5.5897e-06i,-0.0012922-0.00052323i,-0.0010036-0.0005146i,-0.00036873-0.0012083i,0.00037595-0.0012753i,-7.7749e-05-0.0012319i,-0.00071641-0.001838i
0.00063991-0.0031343i,0.0015902-0.0033863i,0.0025835-0.0030283i,0.0026653-0.0014988i,0.0033677+0.00093184i,0.0063848+0.0036477i,0.00793+0.0038901i,0.0054693+0.0017419i,0.0018639+0.00099669i,-0.00070208+0.0021114i,-0.0016983+0.0024881i,-0.00071449+0.0025645i,0.00084505+0.0022968i,0.0026155+0.00093825i,0.0030812-2.9281e-05i,0.0019187-0.00054231i,0.0010681-0.0010319i,0.0011781-0.0014445i,0.000312-0.0016685i,-0.00028913-0.0016342i,0.00033341-0.0012503i,-3.0351e-05-0.00080775i,-0.00061974-0.00022168i
0.0012345+0.0021767i,0.00042542+0.0019699i,-0.0011417+0.00026526i,-0.0022923+0.00091431i,-0.00072702+0.0015044i,0.0030137+0.00057762i,0.005434-0.0011361i,0.0040231-0.0013251i,0.0013091-0.0011044i,0.00048876-0.0022012i,0.0002025-0.0035427i,-0.00094682-0.0041915i,-0.0026959-0.0034712i,-0.0034814-0.00047063i,-0.0032126+0.0020239i,-0.0034798+0.0014804i,-0.0031499+0.00076668i,-0.001173+0.0008456i,-0.00017989+0.00021009i,-0.00076004-0.00037518i,-0.0012581-0.0002722i,-0.0009928+0.00020861i,-0.0016673+9.691e-05i
0.001041-0.0027847i,0.0010381-0.0020954i,0.00089483-0.0023739i,0.00038782-0.0013991i,0.0010614+0.0003156i,0.0028744+0.00099005i,0.0029666+0.00027609i,0.0014583-0.0011744i,0.00013208-0.001226i,-0.00027874+0.00087282i,-0.00050003+0.0030563i,0.0001588+0.0042327i,0.0012341+0.0027187i,0.0016406-0.00015908i,0.0010638-0.0010612i,0.00070155-0.00087944i,0.00054296-0.001356i,0.00067587-0.0014925i,0.0012037-0.00058164i,0.0013313-0.00039602i,0.00072926-0.00056639i,0.00073576-0.0002062i,0.00061021-0.00040972i
0.0026489-0.0057628i,0.0018971-0.0065332i,0.00018512-0.0056581i,-0.0015106-0.0033926i,-0.00081105-0.00058063i,0.0024683+0.0019669i,0.0056715+0.0015949i,0.005286-0.00092139i,0.0022455-0.0024408i,-0.00032111-0.002641i,-0.0015111-0.0028239i,-0.0025017-0.0021095i,-0.0031068+0.00057822i,-0.0028538+0.0040004i,-0.0020562+0.0052374i,-0.0017223+0.0038691i,-0.0013635+0.0026902i,-0.0005969+0.0019344i,-7.7559e-05+0.001167i,-8.5694e-05+0.00025092i,5.5879e-06-0.00040994i,-2.8842e-05-0.00078013i,-0.00047553-0.00098152i
-8.1021e-05+0.0010908i,0.00026055+0.00047192i,0.00056599+0.00026997i,0.0011399+0.00056059i,0.0030611+0.0013185i,0.0050523+0.0012184i,0.0055272-0.00033364i,0.0036345-0.0011356i,0.0012234-0.00027628i,0.00063985+0.00042295i,0.0010268+0.00052935i,0.00094503+0.0016786i,0.00091869+0.000954i,-0.00010821-0.0014338i,-0.00019641-0.0020485i,0.0010752-0.0012931i,0.00095012-0.0013087i,0.00024352-0.0020815i,3.5687e-05-0.0021452i,0.00011474-0.0010209i,-0.00027802-0.00069657i,-0.00093111-0.00078311i,-0.00067772-0.00058156i
0.00026031-0.0014777i,0.00049602-0.0011599i,0.00071544-0.0016694i,0.00015325-0.0026712i,0.00013706-0.0020029i,0.0020364-0.00014698i,0.0037934+0.00047435i,0.0036178+0.00058138i,0.0016429+0.00043138i,-0.001062-0.00046225i,-0.0029521-0.0021197i,-0.0027865-0.002064i,-0.00070676-3.7052e-06i,0.00072149+0.0016693i,0.0003411+0.0027828i,-0.000533+0.003196i,-0.00077539+0.0022594i,5.5028e-05+0.00083618i,0.00062653+0.00090656i,0.00076233+0.00095888i,0.00036074+0.00077572i,-0.00059072+0.00085826i,-0.00086037+0.00034967i
0.0013475-0.00029899i,-0.00033213-0.00071827i,-0.00084511-0.00019258i,2.5844e-05+0.00050882i,0.0010417+0.0014225i,0.0010098+0.0019736i,0.00045316+0.0015133i,0.0012156+1.7692e-05i,0.00134-0.00057545i,0.0015837-0.00016153i,0.0026101-0.00013769i,0.002402-0.00034051i,0.001034-0.00070864i,-0.0010238-0.00052246i,-0.0021937-0.0010388i,-0.0015129-0.0017691i,-0.00055638-0.0017706i,-0.00050449-0.00090921i,-0.0012386+0.00042063i,-0.0016417+0.00036224i,-0.00080463-0.00070047i,0.00019053-0.001074i,0.00053294-0.00097142i
-0.00082492+0.0018277i,0.00021928+0.0021064i,0.0010615+0.0022723i,0.0001489+0.0016412i,0.00062471+0.00050415i,0.0032931-0.00037835i,0.0040111-0.0010582i,0.0021184-0.0016784i,0.000116-0.0010496i,-0.00078926+0.00017984i,-0.0021841+0.00028239i,-0.0033009+0.00043767i,-0.0014647+0.00097237i,0.00032355+0.00050656i,0.00063479+0.00018626i,0.0010582+0.00085036i,0.0010953+0.00087521i,0.00037499-0.00013466i,-3.6208e-06-0.00086466i,0.00061475-0.0008953i,0.00077476-0.00020372i,0.00029735+0.00055196i,0.00011135+0.00011558i
-0.0010282+0.00030503i,-0.00089872+0.0016361i,-0.00056338+0.0015192i,-0.00020278+0.001012i,0.0016162+0.0007072i,0.0044645+0.00054363i,0.0047588-0.0013711i,0.0028594-0.0023779i,0.0013872-0.0017011i,0.0011434-0.0012913i,0.00068001-0.0011786i,0.00073287-0.00048957i,0.0010011-0.00036267i,-0.0003321-2.3316e-05i,-0.0020147-0.00042725i,-0.001715-0.0021285i,-0.0010101-0.0017829i,-0.00098279-0.00035845i,-0.00081231+0.00015562i,-0.00094905-8.2826e-05i,-0.00089189-0.00054024i,-0.00036756-0.0006998i,-0.00040481-0.00022175i
0.0039363+0.00079628i,0.0037761-9.6943e-05i,0.003786-0.0011926i,0.0034076-0.0016363i,0.0024885-0.00089906i,0.0027359+8.0547e-05i,0.0031799+0.00026983i,0.0027697+0.00044761i,0.0017306+0.00055608i,0.00081727+0.00010372i,-0.00067481-0.00038965i,-0.002554+0.00016885i,-0.001968-0.00052627i,-0.00018789-0.0014376i,1.2368e-05+1.9675e-05i,4.9846e-05+0.0016987i,0.00082373+0.0014667i,0.00064529+0.00059084i,9.6415e-05-0.00025557i,0.00029542-0.00055591i,0.00053683-9.159e-06i,0.00056659+0.00040626i,0.00015112+0.00082345i
-0.0023155+0.00043546i,-0.0013032+0.00021726i,-0.00045131-0.00019323i,8.1841e-05+0.0014674i,0.00069576+0.0026206i,0.0024115+0.0024506i,0.0035315+0.0018221i,0.0026593+0.00031336i,0.0013638-0.0010699i,0.0013541-0.0011699i,0.0015654-0.0002998i,0.0020757-0.00011804i,0.0016978-0.00026376i,0.00064936+0.00016248i,-0.00053157+0.00021165i,-0.0013794-0.00074575i,-0.0012021-0.00042328i,-0.0010112+0.00084271i,-0.00052239+0.00054245i,9.6184e-05-0.0003626i,-7.7643e-05-0.00065827i,-0.00024764-0.00043629i,-0.000295-0.00010145i
0.00016813-0.001835i,0.00067361-0.00099135i,0.0021526+0.00088179i,0.002034+0.0017762i,0.0017581+0.0011079i,0.0030716+0.00071828i,0.0037179+0.00066169i,0.0027006+0.00074946i,0.0016041+0.00074166i,0.00011958+0.001518i,-0.0013611+0.0016688i,-0.0018007+0.0012139i,-0.0017436+0.00065028i,-0.0013017-0.0010364i,-0.00064501-0.0015864i,3.4093e-05-0.00039639i,0.00063011+0.00036526i,0.00085588+0.00059439i,0.00046461+0.00013151i,3.8782e-05-0.00037409i,0.00038122-0.00066235i,0.00042715-0.0010084i,9.7407e-05-0.0013692i
0.0015096+0.0023673i,0.0010628+0.00059873i,-9.0569e-05-0.0013313i,-0.00092198-0.0013773i,0.00017292-0.00077521i,0.0033423-0.0006319i,0.00468-0.0010652i,0.0031611-0.0012752i,0.00086492-0.0012916i,7.0853e-05-0.001463i,-0.00044997-0.0021254i,-0.00018673-0.0025115i,0.00082566-0.0013914i,-1.455e-05-0.00018949i,-0.0011862+0.00031634i,-0.0010086-0.00049534i,-1.9869e-05-0.0011626i,0.00044939-6.5657e-05i,0.00031987+0.0011424i,-0.00030295+0.00069787i,-0.0009594+0.00041558i,-0.0015795+0.00083027i,-0.0014091+0.00099333i
-0.0011906-0.0021732i,-0.00055976-0.0029643i,-0.00055526-0.0027481i,-0.00051552-0.0010549i,0.00044479+0.00054395i,0.0020446+0.0010506i,0.0031128+0.00012829i,0.0024204-0.00092348i,0.00050787-0.00089723i,-0.0011266-0.00033396i,-0.0017426+8.5824e-07i,-0.001213+0.00085104i,-0.00093172+0.001355i,-0.00080598+0.00056843i,0.00029839+9.6725e-05i,0.00089222-0.00036406i,0.00081785-0.00094992i,0.00037295-0.0011466i,0.00045355-0.0011961i,0.0015965-0.0010752i,0.0011205-0.00083838i,8.9369e-05-0.0011097i,2.3982e-05-0.001576i
0.0026301-0.0017526i,0.0016655-0.0012214i,-6.2594e-05-0.00056588i,-0.00029743+0.00085924i,0.0015556+0.00194i,0.0035541+0.0020291i,0.0043766+0.001004i,0.0038471-0.00023217i,0.0020724-0.0013687i,0.00036115-0.0015942i,-0.00080269-0.0019209i,-0.00097938-0.0022338i,0.00019411-0.00066809i,0.0010697+0.0010543i,-0.00024246+0.0017144i,-0.0011306+0.0017623i,5.1696e-05+0.0011689i,0.00074522+0.00052671i,-0.00010153+0.00037024i,-0.00049515+0.0008355i,-0.00076812+0.00089244i,-0.00022302+0.00025378i,0.00050247+0.0006838i
-0.0019429+0.0025866i,-0.001719+0.0024904i,-0.00074349+0.0021635i,0.0009112+0.0012918i,0.0019152+0.0010307i,0.002718+0.001225i,0.0024944+0.00028229i,0.0012003-0.00025764i,0.0014099+0.0004281i,0.0015999+0.00097099i,0.00097626+0.0014227i,0.00035032+0.0019308i,-0.00076823+0.00060842i,-0.0017311-0.00094599i,-0.0015237-0.0011944i,-9.4955e-05-0.0012389i,0.0005608-0.00077583i,2.5985e-05-0.00051833i,0.00028617-0.00062724i,0.00026152-0.0007336i,-5.9794e-05-0.00066852i,5.6112e-05-0.0001283i,0.00031949-5.3864e-05i
-0.00016686-0.0025116i,-0.00015757-0.0023698i,0.00052221-0.0012436i,0.0013872-0.0017347i,0.0023953-0.0019654i,0.0028591-0.0022007i,0.0025011-0.0026206i,0.0016632-0.0016183i,-0.00016568-0.00012104i,-0.0012305-0.00037627i,-0.0022978-0.0016227i,-0.002353-0.002859i,-0.00030576-0.0028845i,0.00056462-0.0021179i,-8.4364e-05-0.0013616i,-0.00070617-9.8908e-05i,-0.00048844+0.00046274i,-0.0010158-0.00032111i,-0.0013756-0.00043061i,-0.00087815-0.00015832i,-0.00048385+0.00028321i,4.5007e-05+0.00058252i,-7.533e-06+0.00021146i
-0.00068021-0.00014026i,-0.001598+0.00067535i,-0.0015356+0.0022072i,-0.00057364+0.002423i,3.9504e-05+0.0024594i,0.0014219+0.0024942i,0.0020658+0.00059702i,0.00086003-0.0018765i,0.00016136-0.001769i,-0.00055492-0.0009606i,1.7938e-06-0.00058276i,0.00083478+0.00065095i,-0.0002327+0.0021178i,-0.0011376+0.0024414i,-0.0011677+0.0016677i,-0.00062798+0.00068605i,-0.00019206+0.00030041i,3.1683e-05+3.1046e-05i,0.00021208-0.00043612i,0.00011375-0.00044186i,7.9845e-05-0.00029923i,-0.00011381-0.00069552i,-0.00017625-0.00094008i
-0.0020481+0.0001161i,-0.00082171+8.5851e-05i,0.00065664-5.8668e-05i,4.8076e-05-0.00028248i,0.00033416+0.00035355i,0.0020682+0.00083602i,0.0030816+0.00036493i,0.0028623-9.6094e-05i,0.0015834+0.00015334i,-6.8253e-05+0.0001956i,-0.0010639-0.00012345i,-0.0012536-0.00060841i,-0.0011469-0.0012474i,-0.00055872-0.0016435i,0.00038026-0.0011091i,-0.00066566-0.00021473i,-0.0013575-0.00046787i,1.1644e-05-0.00033504i,0.00089475+8.4372e-05i,0.00076751+0.00052962i,0.0004464+0.00057383i,0.0001225-0.00030236i,-3.802e-05-0.00097147i
0.0005556-0.00013898i,0.00072525+0.0010308i,0.0010579+0.0017269i,0.0023617+0.0012676i,0.0039062+0.00055154i,0.004801-0.00028669i,0.0045628-0.00097007i,0.0025168-0.0010414i,0.00092754-0.001704i,0.00037402-0.0012734i,0.00072199+0.00028952i,0.0010234+0.0013197i,0.00012877+0.0012889i,-0.00062046+0.0008689i,-0.00087407+0.00083961i,-0.00080215+0.00062289i,-0.00074953-0.00030553i,-0.00044444-0.00053011i,-7.1723e-05+3.5427e-06i,-0.00047803-0.00015007i,-0.00098907-2.9375e-05i,-0.0012034-9.4856e-05i,-0.00062032-0.00065633i
-0.00034794+0.0024275i,0.00066906+0.002018i,2.621e-05+0.00059013i,7.9994e-05+0.00043178i,0.0016733+0.0023447i,0.0030219+0.0026954i,0.0031783+0.00017201i,0.00085745-0.0011492i,-0.00069321-0.0005502i,-0.00041168+0.00028757i,-0.00051559+7.4068e-05i,-0.0015978-0.0012201i,-0.0010284-0.0020091i,0.0001685-0.0027311i,-0.00043356-0.0021017i,-0.00028008-0.0012278i,0.00022881-0.0011968i,-7.2237e-05-0.00090964i,-0.00033709-0.00024535i,-0.00011191+1.604e-05i,0.0002509-0.00038918i,0.00045229-0.00064085i,0.00032307+8.1515e-05i
