-0.0042235-0.0021807i,-0.0037946-0.0022015i,-0.0024921+0.00048382i,-0.0018515+0.0021704i,-0.0012897+0.0018381i,-0.00014654+0.0013958i,-0.00026655+0.0014753i,0.00027095+0.0016606i,0.0016141+0.0013444i,0.0020471+4.8776e-05i,0.0017942-0.00086186i,0.00078883-0.0010884i,0.00023697-0.0013812i,-0.0002695-0.0014343i,-0.00091586-0.0010605i,-0.00096755-0.00038844i,-0.0007393+0.00080763i,-0.00065527+0.00065894i,-0.00027253-0.00013542i,0.0004312+0.00034213i,0.00065516+0.00094232i,0.00072704+0.00041412i,0.0004698-4.8017e-05i
0.00083699-0.0013642i,0.0015544-0.00025542i,0.0017396-0.00092964i,0.0017296-0.0012648i,0.00093691-0.0011675i,0.00054986-0.0014046i,-1.9859e-05-0.00097876i,-0.00035351-0.0005259i,-0.00027838-0.0004165i,0.00034964-0.00068562i,0.00062124-0.00022232i,0.00045814+0.00048623i,0.00012305+0.00062824i,-0.00036132+9.0313e-05i,-0.00068588-0.00076861i,-0.00023166-0.0013364i,0.00015122-0.001344i,0.00047991-0.0012342i,-6.7179e-07-0.00033621i,-0.00084106+0.00059903i,-0.00076607+0.00022746i,-0.00047213-0.00049321i,-0.00032873-0.00047524i
0.00032972+5.5878e-05i,0.00036312-0.00048366i,0.00043264-0.0011547i,0.00061769-0.0013095i,0.00073368-0.0010658i,-0.00031576-0.00059738i,-0.0011773-0.00011114i,-0.00089472-0.00015751i,-0.00017214-0.00060161i,0.00040651-0.00054707i,-0.00014764-0.00010574i,-0.00066578+6.0883e-06i,-0.00082825-0.00021974i,-0.00092993-0.00068169i,-0.00086707-0.00079513i,-0.00070683-0.00064521i,-0.00042953+0.00035318i,8.2464e-05+0.00099782i,0.00066376+0.00040854i,0.00064544-0.00036846i,8.8941e-05-0.00069549i,-0.00042124-0.00061568i,-0.00028848-0.00035392i
0.00052057-0.0010956i,0.0010854-0.0011711i,0.0010129-0.00094329i,0.00041334-0.0010831i,-0.00010962-0.00092329i,-0.00045871-0.00037035i,-0.00098691-1.3386e-05i,-0.00059407-0.00020328i,0.0005339-0.00042775i,0.00048581-0.00063141i,7.7314e-05-0.00087962i,0.0001819-0.00065954i,-0.00029901-0.00059949i,2.1143e-05-0.0001525i,0.00058001+0.00022536i,0.00031217+0.00031347i,-4.4844e-05+0.0006532i,-0.00010869+0.00019588i,-8.0212e-05-2.9583e-05i,-0.00067275+0.00027271i,-0.00096447+0.00042211i,-8.946e-05+0.00032128i,-0.00050797+0.00059479i
0.0021768+0.00033402i,0.00064708+0.0016477i,-0.00073515+0.00045262i,0.00037884-0.0017813i,0.00099665-0.0021738i,-0.00011261-0.0012249i,-0.00033578-5.0494e-06i,0.00036177+0.00031644i,0.00055682-0.00064992i,0.00019658-0.0008576i,-0.00013593+7.9672e-05i,-0.00039946+0.00026139i,-0.00042095-0.00012682i,-0.0002239-0.00017531i,-0.00064313-0.00036432i,-0.0010397+0.00066644i,-0.00072819+0.0017268i,-4.2105e-05+0.0013247i,0.00096959+0.00011352i,0.0011593-6.8861e-05i,0.00016536+0.0006725i,-0.00047675+0.00022719i,-4.4626e-05-0.00018443i
1.3032e-05-0.0034356i,-0.00041386-0.0031809i,-0.00085495-0.0028268i,-0.0016208-0.0022477i,-0.00089182-0.0011944i,0.00067764-0.0010776i,0.00075813-0.00065782i,0.00063309+0.0010066i,0.00076472+0.0013848i,-0.00011253+0.00049052i,-0.0010588+2.4161e-05i,-0.0014075-0.00020278i,-0.00037792+0.00071712i,0.00058707+0.00079773i,7.5708e-05-0.00082175i,-0.00053561-0.0012461i,-0.0009988-0.00015082i,-0.00047834+0.00043937i,0.00044237+0.00059543i,0.00042443+0.00036688i,5.0328e-05-0.00013113i,-6.3385e-05+9.1182e-05i,-4.7529e-05+0.00014332i
0.0020691-0.0016151i,0.0020031-0.0021447i,0.0019867-0.0020584i,0.00092036-0.0023379i,0.00016752-0.0018566i,0.00047909-0.00032571i,0.0009082+0.00017126i,0.00056802+0.00045617i,-0.00014394+0.00034609i,-0.00063603-0.00063894i,-0.00088968-0.00028341i,-0.00064096-0.0001408i,-0.00037616-1.6819e-05i,-0.00055511+0.00026679i,-0.00037974-5.0057e-05i,0.00030506-0.00043017i,0.00012042-0.00082311i,-0.00053433-0.0010649i,-0.00088701-0.00099969i,-0.0007292-0.00017119i,-0.0002576+0.00010842i,-0.00043578+6.1419e-05i,-0.00034806+0.00023131i
0.00021286-0.0022578i,0.0006057-0.0013258i,7.2442e-05-0.0013173i,-0.00021313-0.0014144i,0.0001772-0.0014317i,2.1016e-05-0.0015105i,0.00010769-0.0011726i,0.00065096-6.0122e-05i,0.00050075-0.00024368i,0.00088747-0.0014176i,0.00070511-0.0011545i,-0.0005354-0.00046129i,-0.00083509-0.0003485i,-0.00053995+0.00018551i,-0.00060135+0.00056907i,-3.391e-05+0.0001603i,-8.723e-06+0.00057227i,-0.00071567+0.00096974i,-0.00084582+0.00038312i,-0.00010465-0.00028982i,0.00033405-0.00034363i,-0.00023122+0.00012916i,-0.00018879-1.1324e-05i
0.0016833-0.0017763i,0.0021561-0.0018967i,0.0022065-0.0024279i,0.0014672-0.0021572i,0.00064613-0.0016098i,0.00037608-0.00047811i,8.641e-05+0.00048662i,0.00021159+0.00065908i,0.00073895+0.00022354i,0.0010678-0.00076052i,0.00052219-0.00053635i,-0.00049964+0.00052819i,-0.00039107+0.00029888i,0.00025609-8.0368e-05i,0.00045619-1.9515e-05i,0.00020455-1.6656e-05i,0.00036247-0.00022084i,0.00083954-0.00019932i,0.00026311-0.00032328i,-0.00045537-0.00060378i,-0.00016481-0.0011342i,0.00053943-0.00097862i,6.9065e-05-0.00040445i
0.0013907-0.00058219i,0.0015907-0.00045409i,0.0019842+0.0004602i,0.0023425+0.00028247i,0.0024669-0.00067838i,0.0016757-0.00091562i,0.00020609-0.00059148i,4.3094e-05-8.4128e-05i,0.00066044+0.00044095i,0.00042402-0.0002534i,0.00014284-0.00074858i,-0.00010262-0.0012028i,-0.00013458-0.0011594i,-0.00032451-0.00055567i,-0.00062253-0.00067396i,9.3181e-05-0.00064436i,0.00042411-0.00028099i,0.00028284-0.00012265i,0.00051424-0.0001502i,0.00048863+2.8486e-05i,9.1712e-05-0.00012548i,0.00035505+1.6261e-05i,0.00081354+0.00049777i
-0.0016016-0.00052119i,-0.00050687-0.0009292i,-0.0010322+0.00044383i,-0.0012994+0.0010133i,-0.00010731+0.0010169i,0.00062579+0.00016661i,0.00049002+0.00016916i,-1.9876e-05+0.00077395i,0.00014901+0.00051672i,0.00073981+0.00034564i,0.00017949+0.00010763i,-7.4239e-05-0.00041079i,0.00029364-0.00023364i,-0.00010969+0.00014371i,-0.00043069-0.00034675i,-0.0004771-0.0010228i,-6.75e-05-0.00043975i,-9.0466e-05-0.00010289i,-0.00034285-0.00013397i,-0.00037182+0.00033567i,-0.00015424+0.0002491i,0.00032335+0.00031275i,0.00040114+0.00047663i
0.00021177-0.00081953i,0.00016239-0.0004428i,0.00011788-0.0017423i,-7.3545e-07-0.002086i,0.00026136-0.00067462i,0.00069027-0.00021266i,0.00020159-0.00055642i,-0.00042627-0.0003282i,-0.00080367-0.00021234i,-0.00042004+2.7288e-05i,-6.431e-05+0.00014433i,-0.00028082-0.0001428i,-0.00028904-0.0002497i,0.00053203-0.00011173i,0.00044624-0.00050729i,-0.00072917-0.00066307i,-0.00094779-0.00062207i,-4.3153e-05-0.00053905i,0.00029614-1.9385e-05i,-0.00038809-5.7373e-05i,-0.00028714-0.00030165i,0.00026985+0.00016481i,0.00018772+0.00046436i
-0.0023578-0.0004029i,-0.0013191+8.5636e-05i,-0.00014366-0.00014825i,0.00068586+0.00071569i,0.0014361+0.00088455i,0.0020095-0.00018037i,0.0009362-0.00063788i,0.00022325-0.00046012i,9.4253e-05-3.6347e-05i,0.00033589-0.00021174i,0.00033337-9.9778e-05i,0.00012644+0.00023098i,-0.00025057-0.00022568i,-0.0011031-0.0010822i,-0.00071625-0.0013424i,-0.00060681-0.001069i,-0.0011162-0.00077992i,-0.00039192-0.00047842i,0.00050677-0.00027278i,0.00022253-9.984e-05i,-2.5092e-05+2.7773e-05i,0.00013917-0.00018671i,0.00057792-0.00047124i
0.00030716-0.00023901i,0.00064522-0.00048627i,0.00024736+0.00019915i,0.00028961+0.00062005i,0.0012515+0.00063478i,0.00075018+0.00045521i,0.00035052+8.2863e-05i,0.00024548+0.0001013i,0.00045981-0.00049913i,0.00040743-0.00073165i,0.00010554-0.00039811i,-0.00029625+0.00045807i,-0.00049856+0.00051674i,0.00038882-0.00028673i,0.00067249-0.00029585i,7.8367e-05-0.00022486i,0.00019892-0.00075779i,0.00047305-0.00092165i,0.00027801-0.00060205i,0.00066465-0.00063741i,0.00058706-0.00088854i,-0.00050462-0.00068183i,-0.00087118-0.00030684i
-0.0013663+0.00061646i,-0.001611+0.00053931i,-0.0014741+0.0011174i,9.0295e-05+0.0020782i,0.00064629+0.0017546i,0.00063011+0.00087483i,0.0012855+0.00045668i,0.00095484+0.00034331i,0.00038485+0.00043881i,0.00022121+0.00077205i,-0.00041903-0.00016441i,-0.0002531-0.0014258i,0.00035508-0.0014424i,0.00021865-0.0006178i,-0.00055798-0.00021933i,-0.00032222-0.00090704i,0.00062029-0.00068353i,0.0011279+0.00063615i,0.00098846+0.00083988i,0.0004612+0.0005101i,4.8866e-05+0.00093972i,0.0003989+0.0006718i,0.00083686-0.00011849i
-0.0009122+1.5678e-05i,-0.0010235-4.3691e-05i,-0.00054456-0.00040658i,0.00065383+0.00035848i,0.0015303+3.9344e-05i,0.0012903-0.00077609i,0.0007872-0.00036555i,0.00058191+0.00015224i,0.00092646-0.00047094i,0.00098558-0.00089734i,-0.00016912-0.00029306i,-0.00088559+0.00035688i,-0.00040553+0.00031887i,-0.00040504+4.9793e-05i,-0.0012156+0.00034413i,-0.00067153+0.00023105i,-1.9851e-05+0.00012344i,-1.154e-05+0.0006331i,-3.2513e-05+0.00046814i,0.00023868-5.9983e-05i,0.0003687+0.00045746i,-6.8489e-05+0.0007023i,-0.00013352+0.00050671i
0.002194+0.00074422i,0.0018135+9.0628e-05i,0.0029566-0.0010065i,0.0039178-0.0018662i,0.0016511-0.0014362i,3.3163e-05-0.0015365i,-0.00056428-0.0013216i,-0.0010472+0.00054007i,4.5304e-05+0.00044937i,0.00063459-0.0012764i,6.4664e-05-0.0012733i,-0.0003775-0.00049116i,-0.00022383-0.00057158i,-0.00024341-0.00038861i,-0.000399+0.0002962i,-0.0001701+0.00010134i,0.00057268-0.00076614i,0.00094844-0.00095999i,0.00078466-0.00053469i,0.00014323-0.00015801i,-4.4732e-05-0.00030188i,0.00015391-0.0002964i,0.00090716-0.0001675i
-0.0027043-0.0028239i,-0.0027483-0.0019808i,-0.0035569+2.5648e-05i,-0.0020369+0.0014546i,-0.00017861+0.0010996i,0.00079466-6.7404e-05i,0.00095827-0.00041476i,0.00022858+0.00038107i,0.00015191+0.00057886i,-0.000106+0.00014108i,-0.00018703-0.00049125i,0.00053669-0.00079906i,0.0011783-0.00075779i,0.00089273-0.0007739i,0.0006866-0.00054364i,0.00083159-0.0010528i,0.00057763-0.0014558i,0.00018074-0.00079121i,0.00072007-4.9064e-05i,0.00081854-5.7033e-05i,-7.6869e-05-0.00080401i,-0.0008304-0.0006028i,-0.00092443-3.069e-05i
0.0016536+0.00090363i,0.0020671+0.0011864i,0.0024596+0.00012058i,0.0023123-0.0017441i,0.00099128-0.0016362i,-0.00029527-0.001648i,-0.00083934-0.0011853i,-0.00038121+0.00016746i,-0.00021076+0.00076329i,-8.4439e-05-0.00045092i,0.0001148-0.00059042i,-0.00015493+0.00065805i,0.00014705+0.0010296i,0.00032192+0.00031574i,-0.00017969+0.00044717i,-0.00041516+0.00065001i,-1.7991e-05+7.8417e-05i,0.00015473-0.00064398i,-9.2111e-05-6.944e-05i,8.1061e-05+0.00016888i,0.00048712-0.00010872i,0.00030311+0.00020239i,-0.00037744+0.00024596i
0.00023464+0.00044622i,-0.00012316+0.00097344i,0.00081209+0.00082798i,0.0018702+0.00076705i,0.0015761+0.00022989i,0.00080553-0.00058942i,-0.00017172-0.00097608i,0.00014958-0.00048543i,0.00044871+0.00040148i,0.00022197-0.00023087i,0.00023369-0.0006844i,-0.00011302-0.00088796i,-0.00054322-0.0013896i,-0.00058972-0.00074611i,-0.00013398+0.00053466i,-5.2137e-05+0.0004978i,-0.0002445-0.00074729i,0.00010535-0.00087018i,0.00024086-0.00046358i,0.00021861-6.5902e-05i,0.00022472-3.4215e-05i,0.00037632-0.00074463i,0.00083481-6.9754e-05i
0.00096134+0.00048306i,0.0019169+0.00081021i,0.0019852+0.0013352i,0.00098516+0.00033424i,0.00042907-0.00023157i,0.00037202-0.0006761i,0.00030643-0.00050239i,0.00092649+0.00039967i,0.0013153+0.00092825i,0.00054841+0.00058102i,2.8018e-05+0.00019077i,-0.00080664+0.00038158i,-0.0010628+0.0010206i,-0.00023233+0.0018403i,3.8441e-05+0.0020229i,0.00057769+0.00048443i,0.00098961-0.00028204i,0.0011431-0.00010916i,0.00062571+0.00022713i,-0.00034091+0.00054984i,-0.00073631+0.00092881i,-0.00060763+0.0012988i,-0.00072825+0.0011007i
-0.00077696-9.8506e-05i,-0.00062964+0.00054833i,-0.00013211+0.0005014i,0.001156+0.00055637i,0.0025002-0.0002543i,0.0023135-0.0010036i,0.00079569-0.00064742i,-0.00051272-0.00056832i,-0.00017916-0.00061777i,0.0004089+4.8507e-05i,0.00011813+6.2054e-05i,-0.00016561-0.00043239i,-0.00027396-0.00017363i,-0.00013847-1.1207e-05i,0.00039274-0.0002595i,0.00053647-4.422e-05i,0.00035295+0.00022622i,-1.1413e-05+2.8756e-05i,-0.00033681-7.5277e-05i,8.3757e-05-0.00021752i,0.00042051+3.9945e-05i,0.00030518+8.4637e-05i,0.00036344-0.00024518i
-0.0022908+0.00052036i,-0.00137+0.00014079i,-0.0016385-0.00048701i,0.0004388-1.8647e-05i,0.0024128+0.00023602i,0.0014713-0.00032794i,0.00055197-0.00063117i,0.00069657-6.7189e-05i,0.00067317+0.0001384i,6.909e-07-0.00071821i,-0.00043751-0.00054654i,-0.00016474-0.000606i,0.00091191-0.00046032i,0.00042038+0.00039468i,-0.00057894+8.3317e-05i,-2.8091e-05-0.00037213i,0.00017167-0.0004094i,-0.0001728-0.00038243i,0.00011451-0.00027536i,-0.00050895+0.00069469i,-0.0003268+0.0008338i,0.00046739+0.00031392i,0.00076197+0.0009676i
0.00050575+0.00053654i,0.00037324+0.00010278i,0.00089888+3.1029e-05i,0.00096959-1.083e-07i,0.00038272+0.0004917i,0.00021245+0.0011001i,-7.1771e-05+0.001085i,0.00014889+0.0014307i,0.0005109+0.0011727i,0.00048763-7.8922e-05i,0.00017616+0.00014776i,-0.00052894+0.0013635i,-0.0011353+0.0014279i,-0.00076031+0.0010029i,-0.00018659+0.00029066i,-0.00051933-0.0004267i,-0.0010334+4.1322e-05i,-0.0013381+0.00026719i,-0.0009504+0.0001262i,-0.00024814+0.0001502i,-0.00025707+0.00028102i,-0.00052907+0.00026316i,-2.4805e-05+2.7332e-05i
0.00093173+0.00088673i,0.0010725+0.00071702i,0.0010038+4.391e-06i,0.0014663-0.00045561i,0.0019073-0.00081044i,0.0011246-0.00074389i,0.0010895+0.00051596i,0.00043701+0.0013015i,0.00013719+0.00062997i,0.0007101+0.00011862i,-0.00017928-0.00026986i,-0.0010852-0.00089587i,-0.0015066-0.00044666i,-0.001294+0.00013269i,-0.00059001+0.0003238i,-1.0206e-05-6.4797e-05i,0.00033284-0.00087641i,-0.00022049-0.00074376i,-0.00057041-0.00087018i,-0.00010909-0.0010297i,-7.9937e-05-0.0008273i,4.1509e-05-0.00045572i,0.00054103-5.4157e-05i
0.00015819-0.00078843i,0.00035706-0.0016928i,-0.00016322-0.0021531i,0.00031664-0.0012882i,0.0017274+0.00054969i,0.0013258+0.0017084i,0.00047633+0.0011182i,0.00062816+0.00023682i,0.00080173-0.00015799i,0.00083151-0.00052221i,0.00028398-0.00039291i,-0.00025371-0.00089585i,-0.00093906-0.0010198i,-0.00095643-0.00047034i,-6.42e-05-0.00043828i,0.00027487-0.00078644i,-0.00014435-0.00022123i,-0.00080534+0.00043716i,-0.00094985+0.00078366i,-0.00053592+0.00089454i,-0.00043236+0.00080733i,-0.00088527+0.00028311i,-0.00056416-0.00079218i
-0.00057766+0.00087139i,-0.00027176+0.002089i,0.00076076+0.0034634i,0.0023974+0.0038365i,0.0027888+0.0020736i,0.0017013+0.00029696i,0.00044556-0.00020395i,0.00058355+4.8377e-05i,0.0011037+0.00063462i,0.00092983+0.00069513i,0.00014868+0.00073167i,-0.00071011+9.1378e-05i,-0.00056483-0.00147i,-0.00018056-0.0017645i,-0.00026254-0.00037133i,-0.00019502+0.000616i,0.00039179+0.00037174i,0.00030467-6.5881e-05i,-0.00065446-0.00013281i,-0.00092292-0.00058905i,-0.00067817-0.00027815i,0.00014337+0.00046719i,0.00041624+0.00018311i
-0.00098417+9.4438e-05i,-0.0015014+9.6909e-05i,-0.00077493-0.00040828i,0.0004662-0.00022893i,0.00091416-0.00020836i,0.00025431-0.00038127i,-0.00017181+0.00034058i,-0.00011205+0.00045359i,-0.0002286-0.00021656i,-9.9071e-05-8.4251e-05i,0.00041278+0.00014053i,0.00067202+0.00036217i,-5.1947e-05+1.614e-06i,-0.00023015-0.00066743i,-5.6498e-05-0.00047683i,4.9329e-05+0.00033261i,4.2503e-05+0.00044604i,0.00046286+0.00015141i,0.00081182+1.1959e-05i,0.00098054-0.00020574i,0.00087847+0.00015389i,0.0002018+0.0010347i,0.00035001+0.00095832i
-0.0004794-0.00067275i,-4.5941e-05-0.00060572i,-0.00061703-0.0003187i,-0.0013682-0.00036739i,-0.00019196+0.00037187i,0.0007982+0.00057665i,0.00065472+0.00052266i,0.0005109+5.669e-05i,0.00072603-8.4389e-05i,0.00022031-3.6715e-06i,-0.00068832-6.0269e-05i,-0.00072556-0.00030016i,-0.00052358-0.0006479i,0.00018201-0.00062652i,0.00044444-0.0010574i,1.7485e-06-0.001074i,0.00022578-0.00017644i,0.00050746+7.965e-05i,0.00056094-2.6873e-05i,0.00032421+3.8975e-05i,0.00023242-0.00025199i,0.00030157-0.00024995i,0.00071939+0.0003251i
0.00025179-0.00067235i,0.0006223-0.00075969i,0.0018049-0.00086368i,0.00248-0.00086408i,0.0013003-0.00048823i,0.00017732-0.00033465i,-0.00028142-0.00028555i,-0.00062057+3.8471e-06i,-0.00044041+0.00035597i,-0.00049612+0.0002438i,-0.00098957-0.00036846i,-0.00067816-0.00044739i,-0.00011412+4.8843e-05i,0.00012341-0.00010121i,0.00028902-0.0007619i,0.00086197-0.00095297i,0.00074736-0.00089684i,-0.00012739-0.0012388i,-0.00059077-0.0012362i,-0.00036183-0.00027855i,0.0009783+0.00033573i,0.0015829+0.0003493i,0.00067083+0.00049032i
0.00088843-0.0002437i,0.00099311+0.0002104i,0.0010524-0.00012328i,0.00071436-0.00057492i,0.00047039-0.00092138i,0.00066211-0.00011574i,-7.112e-06+0.00051585i,-2.3638e-05-5.8767e-05i,0.00042351-0.00025219i,-9.2751e-05+8.4452e-06i,-0.00054688-0.00015983i,-0.0007534-0.00025244i,-0.00097378+0.00027879i,-0.00082793-0.00044717i,-0.00047367-0.00091493i,-2.2721e-05-0.0003308i,0.00014726-0.00027836i,-0.00010444-0.0010942i,-0.00086721-0.0009526i,-0.00055071+3.1524e-05i,-8.1836e-05+0.00036724i,-0.00042467+0.00018799i,2.2116e-05-0.00047037i
8.8454e-05+0.00121i,0.00151+0.0013904i,0.002499+0.001084i,0.0030328+6.0028e-05i,0.0025552-0.0013803i,0.00096883-0.0015377i,8.0687e-05-0.00041288i,0.0002732+0.00038469i,-3.869e-05+0.00032576i,-0.0008303-0.00048252i,-0.00082226-0.0010408i,-0.00052077-0.00067425i,-0.00036743-0.0004857i,0.00016106-0.00012826i,0.0001158+0.00076743i,5.2663e-05+0.0011969i,-0.00026211+0.00056694i,-0.00092934-0.00018969i,-0.00075178-0.00015727i,-0.0004524-9.4294e-05i,-0.00029711-0.00085477i,1.0523e-05-0.00084142i,-3.521e-05+2.715e-05i
-8.3615e-05-0.00036314i,0.00019316-0.0011666i,0.00019057-9.4769e-06i,0.00031247-0.00011307i,0.0010771-0.00062056i,0.00080083-0.0005053i,-0.0001979+4.5846e-05i,2.6574e-05+0.00059097i,0.00018653-0.00027905i,8.6913e-05-0.0015309i,0.00046228-0.0015663i,0.00058761-0.0015025i,-8.3389e-05-0.0010796i,0.00011125+0.00031226i,0.00064101+0.00087123i,0.00029702+0.00053989i,7.0216e-05+0.00010763i,-0.00044649+0.00021597i,-0.00020079+0.00066661i,0.00015401+0.00035399i,0.00026362+0.0006125i,-3.496e-05+0.00063939i,0.00011638+0.00063472i
0.00038897+0.0017433i,0.00038776+0.0020436i,0.00063791+0.0025463i,0.0017114+0.0023708i,0.0020839+0.0016856i,0.0011431+0.00068138i,0.00054538+0.00042818i,0.00043887+0.00048808i,-4.7904e-05+0.00020215i,-0.00048758-0.00023703i,-0.00018777-0.00087648i,0.00027169-0.00097071i,0.00041734-3.8581e-05i,6.775e-06+0.00034962i,4.6665e-05-0.00054776i,0.0012415-0.00095595i,0.0018101-0.0012504i,0.0015471-0.00097914i,0.0012579+0.00011871i,0.0011656+0.00050708i,0.00093619+0.00041676i,0.00082936-0.0002031i,0.00043438-0.00050112i
0.00034115+0.00035855i,0.00027971-0.0002705i,-0.00029945-0.00039626i,0.0006689-0.0012661i,0.0021778-0.0017931i,0.0014245-0.001644i,-0.00020094-0.0010474i,-0.00060589-0.00059201i,-9.8138e-05-0.00060727i,-0.00040503-0.0014066i,-0.00055136-0.001561i,3.3939e-05-0.00039976i,0.00014967-0.00024778i,0.00010683-0.00016775i,-0.00011669+5.0729e-05i,0.00015701-0.00035646i,0.00057089-0.00054743i,-0.0004042-0.00050091i,-0.00092438-0.00065531i,-0.00048662-0.00049023i,-0.00035297-0.00019792i,0.000693-0.00088307i,0.00078144-0.00079426i
-0.00076336+4.4161e-05i,-0.0005298+0.00046551i,-0.00051896+0.00018458i,0.00064328+0.0002317i,0.0019351+0.00053837i,0.0012242+0.00042025i,-0.000403+0.00055947i,-0.00082494+0.00030505i,-0.00053614+0.00031492i,-0.00010279-0.00064613i,0.00037145-0.001186i,0.00049041-0.00070945i,-0.00026435-0.00052806i,-0.0010347-0.0010341i,-0.00067805-0.0016508i,-0.00030463-0.001371i,-0.00058683-0.00050152i,-0.0011408+5.7701e-05i,-0.00082141+0.00014226i,-0.00027201-0.00044821i,-1.0763e-05-0.0010664i,0.00011218-0.00035951i,0.00021354-6.6602e-05i
0.00055324-0.00064874i,0.00040073-0.00029888i,0.00083232-0.00059353i,0.001761-0.00027595i,0.0017876+2.6205e-05i,0.00071984-0.00021106i,-0.00034948+0.00034043i,3.8898e-05+0.00084919i,0.000727+0.00075819i,0.00045935-0.0001443i,-0.00040275-0.00081349i,-0.00092469-0.00073668i,-0.00084965-0.00028915i,-0.00038181-1.7077e-05i,-0.0004635-0.0011849i,-0.00063676-0.001626i,1.5453e-05-0.00036617i,0.00079325-0.00021779i,0.00036832-0.00077491i,8.9882e-05-0.0012668i,-0.00017439-0.0016668i,-0.00060473-0.0011381i,0.00029208-0.00062795i
0.00018564-0.0032269i,-0.00089721-0.0036659i,-0.0019742-0.0033777i,-0.0014352-0.0020173i,-0.00045712-0.00046865i,0.00064039+0.00048293i,0.0012875+0.00013539i,0.00079849-0.00085378i,0.0007237-0.00066996i,0.00031381+2.498e-05i,-0.00022401+0.00061616i,-0.00031343+0.00062779i,-0.00017991-0.00021252i,0.00024998-0.00052264i,0.00040878-0.00038593i,0.00042746-0.00018436i,0.00068045-0.00063353i,0.00054505-0.0012792i,0.00035838-0.00049588i,0.00019854+0.0003959i,0.00034385+0.00029307i,0.00099452+0.00021428i,0.0010377+0.00071645i
0.001627+0.0012037i,0.00067001+0.00044334i,0.00098534+0.00030297i,0.0014833-0.00016076i,0.001337-0.0008964i,0.0010523-0.00092825i,5.4323e-05-5.586e-05i,0.0001848+0.0006469i,0.0010483+0.00062936i,0.0010554+0.00027987i,-0.0001057+2.7494e-05i,-0.00083914+6.2479e-05i,-0.00047224-0.00039129i,0.00041638-0.0001572i,0.00074534+0.00079731i,0.00050385+0.00059524i,-0.00039675-0.00025949i,-0.0011084-0.0003441i,-0.00034526-0.00013321i,0.00086399-0.00053713i,0.00095362-0.00081784i,0.00012084-0.00023637i,-0.00045946-1.1592e-05i
0.00074296-0.00059935i,0.0006916+0.0010256i,0.00047515+0.001469i,0.001131+0.0003718i,0.0015679-0.00058196i,0.0010511-0.00036404i,0.00019762+0.00027867i,-0.00011256+0.00040673i,-0.00021646-0.00024758i,-0.00092264-0.00083898i,-0.0011904-0.00047742i,-0.0007625+8.7819e-05i,-0.00044025+0.00057217i,-0.00024709+0.00020283i,-0.00012973-0.00023209i,0.00018013-0.00011056i,-0.00060771-8.9787e-05i,-0.00098135-0.00019531i,-0.00044637-0.00043668i,-0.000509-5.0739e-05i,-0.00053065-0.0002267i,0.00020264-0.00085123i,9.8183e-06-0.0006177i
-0.0020169+0.00075503i,-0.0010222+5.6822e-05i,-0.0013245+0.00095704i,0.00016147+0.0015897i,0.001503+0.0011905i,0.0012633+2.5989e-05i,0.00073472-0.00034146i,0.00077543-0.0008556i,0.0019033-0.001326i,0.0017162+0.000162i,-0.00033836+0.00036094i,-0.001038-0.00080082i,-0.0010736-0.00078733i,-0.00059211-0.00068384i,-0.00021906-0.00074074i,-0.0007861-0.00010958i,-0.0008149+0.00042355i,-0.00064136+0.00025834i,-0.00059227-0.0002614i,-0.00052548-0.00046764i,-0.00054227-0.00090748i,-0.00046052-0.00096249i,-0.00026415+0.00012408i
0.00092696+0.00070646i,0.00088737+0.0012013i,0.00064666+0.0012012i,0.0012277+0.00092122i,0.0017196+9.9331e-05i,0.00096659+5.9214e-05i,0.00023297+0.00054001i,-8.0414e-05+0.0008664i,0.00072915-4.6525e-06i,0.00067909-0.00096138i,-0.00041972-0.0013021i,-0.00012928-0.00090977i,7.7438e-05-0.00039227i,5.346e-06+0.00044339i,-0.00046342+0.00090126i,-0.00032514+0.00015885i,0.00039891-0.00012497i,-0.00019916+0.00021711i,-0.00049635+0.00012345i,5.9213e-05-0.00067501i,4.6209e-05-0.0012197i,-5.6245e-05-0.00062523i,-2.4031e-05-7.2981e-05i
0.0030769+0.00066043i,0.0013703-0.00020728i,0.0014906-0.00084151i,0.0014866-0.00064058i,0.00083251-0.0002324i,0.00068509-0.00012181i,-0.00022817-0.00075084i,-0.00059389-0.0011626i,0.0001203-0.00040559i,0.00072918-5.3981e-05i,0.00036134-0.00087128i,9.987e-05-0.00076909i,-0.00028828+9.714e-05i,0.00015771+0.00026151i,0.0009954+0.00016198i,0.00073004-0.00037759i,0.00075997-0.00043072i,0.00062644+0.0001206i,0.00078669+0.00051152i,0.00050903+0.00025829i,0.00025387+0.00029173i,0.00031343+0.00058549i,0.00016545+0.00023122i
0.002973+0.00038823i,0.0032236+0.00070936i,0.0033976-0.00060287i,0.0033357-0.0023569i,0.0023617-0.0024346i,0.0019132-0.001096i,0.0015348+0.00018662i,0.00059076+0.00022794i,0.00061784-0.00031065i,0.0003454-0.00053892i,-0.00039978-0.00098154i,-0.0012738-0.00091319i,-0.001472-0.00028866i,0.0001162+0.00012608i,0.0014245-0.00031626i,0.001098-0.00093711i,0.00031621-0.00048558i,0.00018041-9.4397e-05i,-0.00017804-0.00075619i,-0.00069519-0.00063507i,-8.9559e-06+9.6919e-05i,0.00067631+6.7131e-05i,0.00038883-0.00022728i
