-0.0029346+0.0001169i,-0.0030842-0.0012575i,-0.0033944-0.0018076i,-0.0024261-0.001196i,-0.0011676-0.00016985i,-0.00064082+0.001227i,-0.0003916+0.0022474i,0.00063304+0.0018489i,0.0011859+0.00039073i,0.00094932-0.00066106i,0.00043004-0.00063845i,7.6313e-05-0.00054313i,0.00063751-0.0011421i,0.00049609-0.00019158i,-4.7274e-05+0.00079412i,0.00059457+0.00068063i,0.00083798+0.0010289i,0.00055877+0.00054527i,0.00063015+8.7085e-05i,2.8389e-05-3.4787e-05i,-0.00018892-4.3749e-06i,-0.00038787+0.00035128i,-0.00026785+6.7286e-06i
-0.0014733-4.5317e-05i,-0.00090368-0.0002874i,-0.00096181+0.00095844i,-0.00067803+0.00079329i,8.4065e-05-0.0001019i,0.00047358+7.4551e-05i,0.00083178+0.00082196i,0.0011327+0.00075878i,0.0010761+9.6712e-05i,0.0010082+4.2177e-05i,0.00030974+0.00021104i,-0.00077389+0.00041428i,-0.00074791+0.0010753i,-0.00040051+0.0016366i,-0.00041917+0.0015057i,-7.2113e-05+0.0010057i,0.00019627+0.0002334i,0.00020435-0.00034426i,-0.00049154-0.00050284i,-0.00082723-0.00023181i,-0.00099467+0.0010127i,-0.0013581+0.00096228i,-0.0010551-0.00060038i
0.000405-0.0010704i,0.0006794-0.0016901i,7.1152e-05-0.0037464i,9.1413e-05-0.0035386i,0.00039182-0.0016939i,0.00037835-0.00098526i,0.00084751-0.00081277i,0.00020819-0.00028915i,-0.00029909-0.00013792i,-0.00045326-0.00033994i,-0.00030133-0.00017571i,8.6085e-05+0.00080627i,0.00036028+0.0011423i,-6.856e-05+0.00034846i,-0.00080749-0.00058351i,-0.0010578-0.0007255i,-0.00012956-0.00087231i,0.00030277-0.00044345i,-0.00084629+0.00074859i,-0.0014237+0.00079639i,-0.00099572+0.00012739i,-0.00068958-0.00021876i,-0.00039117+0.00032858i
-0.00018763+0.00079581i,-0.00013337+0.0010763i,-0.0010196+0.0011105i,0.00044874+0.00028865i,0.0012526-0.00036759i,0.00064297+5.1788e-05i,0.0005175+1.5599e-05i,0.00014391-0.00026516i,-0.00051521-0.00042429i,-0.00060147-0.0001428i,7.0386e-05-0.00010319i,0.00084751-0.00040265i,0.00087032-4.1001e-05i,-8.8295e-05+0.00035211i,-0.00075398+8.0516e-05i,-0.00036486-0.00035897i,-0.00056274+0.0001207i,-0.00035485+0.00034211i,-0.0003332+0.00016234i,-0.00045284+7.6251e-07i,-0.00044337-0.00010509i,-0.00065975+0.00026922i,1.0587e-05-9.183e-05i
-0.0016897-0.00055195i,-0.0016837-0.0011685i,-0.00086945+0.00039802i,0.00054054+0.0010049i,0.0019896+4.0282e-05i,0.0017209-0.00031485i,0.00082113-5.3791e-05i,0.00017155+0.0006513i,0.0003003+0.0012771i,0.0010213+0.0014604i,0.00054027+0.0011903i,-0.00054458+0.00052717i,-0.00080124-0.0002653i,-0.00022229-7.2533e-05i,0.0001776+0.00066769i,0.0004268+0.0004614i,0.0003765+6.8133e-06i,-0.00027325+0.00012337i,-0.0011327-0.00023018i,-0.0015295-0.00053875i,-0.0009829-0.00028639i,-0.00021707-0.00012675i,6.3505e-05-0.00067168i
0.0016144-0.00097087i,0.0022124+0.00028805i,0.0024359+0.00047923i,0.0020315-0.00059225i,0.0017015-0.0014621i,0.0012237-0.0014994i,0.00069289-0.00096014i,0.00056027+0.00082405i,0.0014942+0.0013913i,0.0018479+0.00040162i,0.0013565-0.0005989i,0.00065585-0.00069286i,0.00013252-0.00022756i,1.415e-05-5.9704e-05i,0.00039468-0.00010818i,0.00074946+0.0003767i,-3.9226e-05+0.00050595i,-0.00073662+0.00016636i,-0.00048404-9.202e-06i,0.00016781+0.00021469i,0.00049356+0.00020874i,0.00044411+0.00032291i,0.00027543+0.00052468i
0.0019357+0.0010314i,0.00050602+0.00050138i,0.00031937-0.00026383i,0.00095469-0.00044381i,0.00027491-0.00075053i,-0.00085501-0.00079162i,-0.00062394-0.00061806i,0.00045502-0.00075464i,0.0016814-0.00018533i,0.0016432-0.00013708i,0.00050395-0.00066218i,-0.00045409-0.00085789i,-0.00068794-0.0005443i,-0.00054009+0.00023064i,-0.00049513+0.00034537i,-0.00078882+0.00037175i,-0.00047594+0.00035607i,-5.3926e-05-5.249e-05i,0.0001372-0.00031837i,-0.00013898-0.00050394i,0.00012874-0.00025079i,0.00016813+0.00010537i,-0.00029432+9.8561e-06i
0.00080153+0.00081447i,0.00093954+0.0011492i,0.0018402+0.00080764i,0.0022138-0.00067095i,0.002064-0.0010289i,0.0012734-0.00050137i,-0.00011035+4.7806e-05i,-0.00013709-0.00012669i,0.00069521+0.00018359i,0.0003309-0.00020865i,-0.0003586-0.001279i,-0.0004204-6.7152e-05i,-0.00031469+0.00084271i,0.00019779+0.00062315i,0.00071661+0.0001276i,0.00087517-0.00075459i,0.00029335-0.00071934i,-1.2941e-05-0.00065307i,0.00017936-0.00032028i,0.00087823+0.00075611i,0.00060554+0.001031i,-0.00016828+0.00010316i,-0.0004801-0.0010337i
-0.0014493-0.00059861i,-0.0016719-4.4354e-05i,-0.00041702+0.001051i,0.00051018+0.00073519i,0.0012335+0.00048726i,0.002213+0.00042133i,0.0016608-0.00066374i,0.0008076-0.0012951i,0.00058734-0.00070199i,0.00017135-0.00015864i,0.00019412-0.0006103i,-0.00030587-0.00095822i,-0.00033233-0.00057144i,0.00029912-0.0005013i,0.00038602-0.00029275i,0.00046355-0.00020242i,0.00079373+0.00018413i,0.0011594+0.00089426i,0.0002257+0.00029109i,-0.0010874-0.00057697i,-0.0005799-0.00043674i,6.1208e-05+0.00018311i,0.00014893+0.00018109i
-0.0010412+0.00081475i,0.00016562-0.0004575i,-0.0002832-0.0017472i,0.00011248-0.0020921i,0.0014727-0.0018461i,0.0011991-0.00082519i,-0.00011129-9.1164e-05i,-0.001079-0.00038291i,-0.00088327-0.00012065i,0.00048034+0.00073219i,0.0011317+0.00087319i,0.00024033+0.0011824i,-5.2301e-05+0.00066626i,-0.00028582-5.3451e-05i,-0.00030321-9.804e-05i,0.00024348-0.00020499i,-0.00013129-0.00055219i,0.00011303-0.00074778i,0.00061289-0.00044446i,1.1925e-05-0.00058454i,-0.0003617-0.00091551i,-0.00045234-0.00024045i,-0.00041898+0.00043218i
0.00021251-0.00013268i,0.00039506-0.00050097i,-0.00051585-6.253e-05i,-0.00081889+9.0234e-05i,0.00090494+3.0424e-05i,0.0021896-0.00029257i,0.00096279+2.3725e-05i,-0.00086898+0.0016974i,-0.00025828+0.0026966i,0.00089387+0.0017357i,0.00040623+0.00081198i,9.0387e-05+0.0007222i,0.00028023+0.00071506i,2.0716e-05+0.00047227i,-0.00055212-0.00024436i,-0.00045262-0.00071817i,-0.00018169-0.00069979i,-8.3679e-05-0.00092108i,0.00010618-0.0005753i,-0.00046483-0.00036806i,-0.0008216-6.3414e-05i,-0.00076838+0.00037203i,-0.0011898+0.00078584i
-0.00049389+0.0012976i,-0.00034273+0.0014391i,0.0011354+2.7692e-05i,0.0015298-0.0012653i,0.00056501-0.0015205i,-0.00056599-0.0014096i,0.00014319-0.0007971i,0.0012351-4.0513e-05i,0.0012381+0.00084915i,0.0014874+0.00069779i,0.0020574-0.00072201i,0.0022724-0.00074735i,0.0012018-0.00012322i,0.00018714-0.0009471i,0.0005283-0.0008619i,0.00029981+1.4388e-05i,-0.00010493+0.00028567i,0.00028831+0.00029092i,0.0005751-0.00016606i,0.00014127-0.00024284i,-0.00027061-0.0006016i,-9.3029e-05-0.0005189i,-0.00011531+0.00031845i
0.0030528-0.00055021i,0.003158-0.0012286i,0.0039299-0.0011664i,0.0036875-0.0010149i,0.0024557-0.001345i,0.00095039-0.0011324i,-0.00012041-4.1995e-05i,-9.5805e-06+0.00087142i,0.0006342+0.00070301i,0.00042736-0.00036436i,0.00018183-0.0011933i,-8.5868e-05-0.0012275i,-0.00038141-0.0010182i,-0.00038194-0.00094094i,-0.00037162-0.0009642i,-0.00065072-0.0010873i,-0.00041215-0.0008777i,0.00055021-0.00036898i,0.00058265-0.00058321i,0.00010791-0.0010168i,0.00081556-0.00024529i,0.00090956+0.00024858i,0.00069593-0.0003321i
-6.1441e-05-0.00046776i,4.6048e-05-0.00017229i,-0.00028463-0.0012494i,0.00023316-0.0015246i,0.00081864-0.0010215i,0.00046232-0.00092642i,0.00034623-0.0005186i,0.00067563+4.073e-05i,0.00096838+7.6765e-05i,0.00093558-0.00097771i,5.7178e-05-0.0013295i,-0.00027732-0.00058593i,-0.00078854-0.00026372i,-0.00071524-0.00067465i,0.00023085-0.00055035i,0.00053879+3.8528e-05i,0.00089511+0.00031109i,0.0010027+0.00037463i,0.0002397+0.00068159i,5.4758e-05+0.0013494i,-8.5051e-05+0.0009156i,-0.00072654-0.00010533i,-0.00087652-5.6701e-05i
-0.0015491-0.0013228i,-0.0012469-0.0015933i,-0.00090373-0.0026063i,-0.00065468-0.0025597i,-0.0002754-0.0010855i,0.00059565+0.00032903i,0.001076+0.00057988i,0.0010448+0.0005953i,0.00037442+7.7531e-05i,-0.00051123+0.00028509i,-0.0013453+0.00072115i,-0.0010659+0.00075261i,-0.00012751+0.00091037i,-9.2239e-05+0.00095808i,-0.00037139+0.00039453i,-0.00023376+0.00028281i,-0.00036434+0.00063245i,-0.0006175+0.00043125i,-0.00019386+0.00046062i,-0.00057032-0.00015845i,-0.0007265-0.00050159i,0.00018125+2.9328e-05i,0.00019272+9.16e-05i
0.0027994+0.0017203i,0.0021591+0.00096042i,0.001222+0.00018634i,0.0012306-0.00080392i,0.0011048-0.0018105i,0.00046313-0.00179i,-0.00075295-0.00046787i,-0.0007573+0.00018644i,-0.00016982+0.0006423i,0.00033143+0.0010814i,0.00073634+0.00089179i,0.00041069-3.7337e-05i,-0.00010067-0.00086736i,-0.0002188-0.00053415i,0.0001318-6.8966e-05i,-0.00025963+0.00031278i,-3.1882e-05+0.00062278i,0.0009932+0.0003929i,0.00070008-0.00042778i,-2.6867e-06-0.00050499i,0.00018618+0.00062285i,0.00026863+0.0011487i,0.00015449+0.00077583i
-0.00030411+0.0003956i,-0.0008298-0.00014259i,-0.0010248-5.5053e-05i,0.00038239-0.00040074i,0.00099113-0.00086903i,0.0011935-0.00091006i,0.00086545-0.00050688i,-2.9706e-06-0.00015008i,-0.00016614+0.00043192i,0.00074599+0.0012353i,0.0016884+0.0013927i,0.0011321+0.00078189i,0.00031763+0.00065555i,-0.00019906+0.00073201i,-0.00018356+0.00069537i,-4.9417e-05+0.00093414i,-0.00013991+0.00016389i,-8.4521e-05-0.001339i,-0.00015798-0.0010969i,-0.00060279-0.00031143i,-0.00076376+0.00033877i,-0.00070398+0.00090534i,-0.001061+0.00081978i
-0.00043886-0.0012921i,-0.00025808-0.0011848i,1.2847e-05-0.0014694i,0.00067008-0.0023055i,0.00060796-0.0018658i,-0.00083532-0.0010991i,-0.0015249-0.00028388i,-0.00075728-4.8516e-05i,0.00048894+7.7003e-05i,0.00096503+0.00020171i,0.0007961-0.00033143i,0.00097418-0.00011594i,0.0012136+0.00052325i,0.00090776+0.00013568i,0.00027056+6.1183e-05i,-0.00043419+0.00028948i,-0.00033397-0.00026088i,0.0002827-0.00055644i,0.00071586-0.00040487i,0.00067954+0.00036989i,-0.00010572+0.00085615i,-0.00075751+0.00087823i,-0.00045795+0.00059519i
0.0017276+3.1416e-05i,0.0012577+0.00013454i,0.0021315+0.00018886i,0.0025201+5.2715e-05i,0.0020036-0.0001737i,0.00088183+0.00014838i,-0.0002612+0.00031747i,0.00016483+0.00065321i,0.0011662+0.00025211i,0.0017086-0.00059161i,0.0013478-0.00091583i,0.00041444-0.0012722i,0.00058385-0.0014301i,0.00029075-0.00010798i,-0.0010541+0.00080194i,-0.00078103-4.5584e-05i,5.4991e-05-0.0006593i,-0.00032636-0.00072925i,-0.00048587-0.0010793i,-0.00026284-0.00089861i,-0.00096681-0.0010599i,-0.0014457-0.00053395i,-0.00080637+0.0007562i
-0.0019746-6.8321e-05i,-0.0015546+0.0003878i,-0.0013228-0.00035623i,-0.00032508-0.00086786i,0.00049312-0.00054702i,0.00053485+0.00058856i,0.00042206+0.0014125i,1.2455e-05+0.0013555i,-0.00030621+0.00076563i,-1.5855e-05+0.00034438i,-3.1124e-06-3.9649e-05i,-0.00040658-0.00016909i,-0.00063228+0.0002499i,-0.00078511+0.00010512i,-0.00075906-0.00093033i,-0.00037683-0.0010832i,-0.00022525-0.00037062i,-0.00037572-4.5182e-05i,-0.00026689-0.00022265i,0.00067781-0.00026658i,0.00058389-0.00023965i,6.5006e-05+0.00038899i,5.6955e-05+0.00055851i
-0.00031229-0.0010074i,0.00037049-0.00069412i,0.00070545-0.0012119i,0.0019053-0.0015949i,0.0023235-0.0020338i,0.0013445-0.0018534i,0.0008911-0.00042073i,0.0011185-0.00017083i,0.0004319-0.00018754i,-0.00031129-3.1518e-05i,-0.00021542-0.00010852i,-0.00048358-0.00010196i,-0.0010965+0.00019836i,-0.001407+7.2784e-05i,-0.0014087+9.2978e-05i,-0.00035986+9.7594e-05i,0.00031771-0.00029628i,0.00016543-0.00054077i,0.00030987-0.00021854i,-0.00011003+0.00038672i,-0.00055527+0.00052659i,0.0004087-0.0002421i,0.0008103-0.00029073i
-8.5654e-06+0.0012934i,0.00059915+0.0013055i,0.0011468+0.00075084i,0.0017055+0.00040492i,0.0011674-0.00084535i,0.00062698-0.0011376i,2.4036e-05+8.1317e-05i,-0.00049325+0.00065153i,-0.00077353+0.0012832i,-0.00092614+0.001686i,-0.00039189+0.0011894i,-0.00062522+0.00088838i,-0.0011201+0.00057893i,-0.0012627+0.00014493i,-0.001427-0.00033553i,-0.00065283+0.00023608i,0.00077909+0.0004071i,0.0010939-0.00089337i,0.00016403-0.00056324i,-0.00057654+0.00063843i,-0.00081174+0.00023454i,-0.00034956-0.00026162i,0.00042708-0.00043773i
-0.0017691+0.001432i,-0.0011089+0.00075367i,-0.00075881+0.00034906i,-0.00012565-5.5417e-05i,0.00033695+1.2406e-05i,0.00012372+0.00012916i,2.3549e-05+0.00051227i,0.00026618+0.0012782i,0.00068152+0.0014742i,0.0010321+0.00051034i,0.00076271-0.00018822i,5.4129e-05-5.9878e-05i,0.00012381+0.00017233i,-0.00045125+0.00010382i,-0.00061892-9.1203e-05i,0.00038132-0.00036424i,0.00092421-0.0010254i,0.0011265-0.0010575i,0.0012038-0.0004793i,0.0010944-0.00011164i,0.00080784+0.00044763i,-0.00026577+0.00075917i,-0.00055686+0.00080259i
0.0012582+0.00053524i,0.00060663+0.0010724i,0.0010285+0.00021875i,0.0015947-0.00037062i,0.0011454-7.7442e-05i,0.00054349-5.8347e-05i,-0.00032593-0.00042723i,-3.9584e-05-0.00048246i,0.0013824+7.6612e-06i,0.0020318+0.00013927i,0.0014034-0.00043918i,0.0005085-0.00033338i,0.00093777+0.001045i,0.00082116+0.0015857i,-0.0001643+0.00050469i,0.00031954+0.00012956i,0.00047045-0.00072202i,-0.00048689-0.001248i,-0.00087362-0.00087064i,-0.0010774-0.00012077i,-0.0011046-2.5436e-05i,-0.00028194+4.1703e-05i,-7.4059e-05-0.00010856i
0.0032392+0.00076589i,0.0029629+0.0015457i,0.0034488+0.0014666i,0.0026287-1.0232e-05i,0.0012217-0.0014453i,-2.9146e-05-0.00074283i,-0.00050724-0.00044301i,-0.00067626-0.00081511i,-0.00027194-0.00056159i,0.00056792-0.00056724i,9.1521e-05-0.0014699i,0.00020234-0.0012938i,0.00073557-0.00012979i,0.00028464-0.00021475i,0.00024058-7.5449e-05i,9.1712e-05-0.00015141i,-0.00062975-0.0011184i,-8.1563e-05-0.0012184i,0.00089785-3.1186e-05i,0.00053722+0.00077686i,-0.00024284+0.00039989i,-0.00082759+0.00016544i,-0.00096975+0.0001315i
-0.0023444+0.00023514i,-0.0013808-0.00060886i,0.00038867-0.00032252i,0.0020866-2.4921e-05i,0.0024677-0.0010858i,0.0013228-0.0021087i,0.00054789-0.00073489i,0.00037421+0.001268i,0.00047689+0.00098669i,0.00046404+0.00025586i,-1.7197e-05-0.00015454i,0.00055791-0.0010552i,0.00083922-0.0011581i,6.2016e-06-0.00099923i,-0.00015338-0.00062935i,-0.00080204-0.00031794i,-0.0019689-0.00014314i,-0.0014175+0.00052348i,-0.00066535+0.0014238i,-0.00021549+0.00095237i,0.00034544-7.943e-05i,0.00060425-0.0001592i,0.00023927-0.0003131i
-0.0013945-0.0011266i,-0.00091311-0.0011239i,-0.0008482-0.00083466i,-0.00032844-0.00012927i,-0.00032731+0.00044114i,-0.00035011+0.00055949i,0.0007931+0.00050776i,0.0010483+0.0011939i,0.00029126+0.0012561i,0.00021099+0.0007094i,0.00035191+0.00088266i,0.00039685+0.0011456i,-0.00050304+0.0001296i,-0.00099628-0.00058216i,-0.00042604-1.0168e-05i,-0.00024379+0.00056421i,-0.00017439+0.00097812i,-0.00022518+0.00057832i,-0.00017583+0.00017854i,-0.00038214+0.00031553i,-0.0009595+0.00033627i,-0.00047101+0.00057429i,0.00030458+0.00086796i
-0.00053884-0.00035921i,-0.00060302-0.00040225i,-2.2847e-05-0.001408i,0.00065566-0.00112i,0.00097075-0.00013543i,0.0015246+0.00025109i,0.0022996-0.00015013i,0.0018788-1.2404e-05i,0.001774+0.00094325i,0.0012674+0.0016988i,-0.00037324+0.00096443i,-0.0012859-0.00022592i,-0.0018564+0.0004746i,-0.0015837+0.0010259i,-0.00076906+0.00070802i,-0.00036459+0.00067704i,-0.000693+0.00087228i,-0.00056355+0.00050745i,0.00023869-0.00011396i,0.00015324-0.00029006i,2.9029e-07-0.00020636i,1.721e-05-4.4903e-05i,-0.00010965+0.00032792i
-0.0012021-0.00053089i,0.00019757-0.00080621i,0.0010745-0.00030144i,0.0016993+0.0010309i,0.0015072+0.0010108i,0.0010093-0.00013038i,0.00047867-0.00024464i,0.00051326-0.00020626i,0.00074305-0.0003157i,0.0003057+0.00014284i,1.4162e-05+0.0001051i,-2.4375e-06+0.00040365i,-1.6021e-06+0.0012285i,-0.00062406+0.0011446i,-0.0012509+0.00087549i,-0.0010416+0.00069932i,0.00021492-5.2814e-05i,0.0011719-0.00051525i,0.0014165-0.00015268i,0.0009484+0.00036905i,0.00030462+4.3901e-06i,0.00041676-6.934e-05i,0.00037505+0.0002169i
0.00087455+0.0012314i,0.00019454+0.0014898i,0.0005332+0.0013094i,0.0012145-0.00065681i,0.0011082-0.0018129i,0.0009371-0.0012812i,-8.0987e-05-0.0005636i,-0.00059978-0.0013236i,0.0004767-0.00088976i,0.00083327-0.00014014i,0.00046318-0.00048598i,0.00016722+0.00026168i,-0.00023131+0.0011414i,-1.1192e-05+0.00078626i,0.00051269+9.4193e-05i,0.00042851-0.00071153i,0.00019749-0.0011518i,0.00018555-0.00064022i,-0.00030629-0.0002012i,-0.00094514-1.9673e-05i,-0.00093557-9.1143e-06i,-0.00069359+7.0774e-05i,-0.00028146+0.00042294i
0.0018154-0.00044246i,0.0015733-0.0012401i,0.0022712-0.0013491i,0.0027818-0.0014167i,0.0016302-0.0012728i,-5.9103e-05-0.0011474i,-0.00057229-0.00036358i,-0.0013364+0.00053956i,-0.0016057-0.00037119i,-0.0011116-0.0011867i,-0.00080922-0.0011532i,4.525e-05-0.00057268i,0.00076315-0.00064314i,0.00099952-0.00069674i,0.0008657-0.00067761i,0.00061921-0.0010514i,-0.00047372-0.001241i,-0.001326-0.0010275i,-0.00095885-0.00094074i,-0.0007779-0.0012324i,-0.00068185-0.0011964i,-0.00084149-0.0011118i,1.4812e-05-0.00023606i
0.00074994+0.00010319i,0.00038183+0.00087852i,0.0012241-1.6196e-05i,0.0022242-0.00091831i,0.001966-0.00043381i,0.00039983+0.00020234i,-0.00046017+0.00062068i,-0.00069678+0.001107i,-0.0012413+0.0016251i,-0.00071103+0.0014376i,-9.8988e-05-0.0001983i,-9.9181e-05-0.0016836i,0.00036641-0.0022826i,0.00018411-0.002235i,8.1148e-06-0.0015056i,-0.00035767-0.0003942i,-0.00068326+0.0005981i,-0.00074816+0.0013618i,-0.0010509+0.00022613i,-0.00082863-0.00067559i,-0.00065647+0.00041222i,-0.00082015+0.0011215i,-0.00084111+0.00085159i
-0.0029336-0.000147i,-0.0024709-0.00097701i,-0.0022673-0.00077256i,-0.001696+0.00029417i,-7.0813e-05+0.00033901i,0.0011366+0.00077805i,0.0013248+0.0012446i,0.0010273+0.001768i,0.00029947+0.0018899i,3.3243e-05+0.0015445i,0.00015708+0.0010368i,-0.00052717+0.00043719i,-0.00081551+0.00013227i,-0.00090918+0.00015715i,-0.00084597-0.00017662i,-0.00041983-0.00061498i,-0.00050867-0.00019855i,-0.00071675+0.00065355i,-0.0005895+0.00053105i,-0.0010931-0.00024231i,-0.00060152-0.0006639i,0.00032917-0.00043727i,0.00033083+0.00027182i
-0.0011795+0.000537i,-1.7023e-05+0.0012895i,0.00096516+0.0016312i,0.0011704+0.00048885i,0.0019154-0.00045277i,0.0019874+0.00013577i,0.0012392+0.00041626i,0.0022024+0.0005732i,0.0031544+0.0020117i,0.0023054+0.0019466i,0.00053927+0.0010342i,-0.0013461+0.00094436i,-0.001756+0.00049728i,-0.0019421+3.3141e-05i,-0.0020994-0.00014542i,-7.5299e-05+8.8483e-05i,0.0016926+0.00011078i,0.0014559-0.00013851i,0.00044417-0.00052888i,-0.00021007-0.00078927i,0.00019466-0.00012315i,0.0013316+9.6251e-05i,0.0013605+0.00010345i
-0.00013137-0.00075565i,-5.5824e-05-0.0011884i,0.00034074-0.00096728i,6.2448e-05-0.0012323i,-0.00015101-0.0016503i,0.00076222-0.0017154i,0.00091115-0.0019995i,0.00178-0.0017865i,0.0024729-0.0014078i,0.001399-0.0013188i,-0.0002602-0.0019257i,-0.001093-0.0016141i,-0.00069638-0.00013981i,4.3143e-05+0.00084861i,0.00058063+0.00105i,0.0010146+0.00019009i,0.00057303-0.00052516i,0.00036927-0.00066019i,0.00052649-0.00077184i,0.00051132-0.00048167i,0.00035367-0.00031733i,-0.00023915+6.2413e-05i,-0.00020432+0.00054779i
0.00068324+0.0019775i,-0.00049128+0.0031628i,-0.00015794+0.0019411i,0.0014708-0.00052046i,0.0026724-0.0014298i,0.0020949-0.0010321i,0.0010258-0.00019221i,0.00016405-0.00016021i,-0.00020076-0.00090083i,-0.0003915-0.00068374i,-0.00033739-8.1633e-05i,0.0011961+0.00036015i,0.0017527+9.3523e-05i,0.0012056-0.000332i,0.00093339+6.0567e-05i,0.00025012-0.00047811i,-3.2996e-05-0.0013335i,0.00030358-0.0014082i,0.00030764-0.0010246i,-2.969e-05-0.00059417i,-0.00073536-9.1535e-05i,-0.0012123+0.00016222i,-0.0016259+0.00021361i
0.0011945-0.0020676i,0.0014425-0.0016176i,0.0021141-0.0017119i,0.0025069-0.0017311i,0.0013703-0.0010911i,0.0002041-0.00072579i,-0.00047767-0.0010913i,-0.0012645-0.0017025i,-0.0013791-0.0019051i,-0.0014797-0.0012544i,-0.0012665-0.00015212i,-0.00050044-0.00015284i,-0.00018261-0.00084183i,0.00025681-0.00056179i,0.0011761-0.00039267i,0.0008673-0.00058045i,0.00020572-0.0016506i,0.00035714-0.0021353i,-0.00014814-0.0012113i,-0.00099703-0.0006889i,-0.0016232-0.00082662i,-0.0012447-0.00072398i,-0.00029374-0.00027908i
-0.00055491+0.0020258i,-0.00050298+0.002277i,-0.00081522+0.0010365i,-0.00029854-8.0241e-05i,0.0004248-0.00020661i,0.00016771+0.00029877i,-0.00038137+0.0012959i,-0.0012346+0.0018205i,-0.0023666+0.0016541i,-0.0020509+0.0011366i,-0.00017972+0.00034044i,0.0006675-0.00018168i,0.00061088-0.00067155i,-0.00049242-0.00094578i,-0.00065885-0.0009174i,4.6786e-05-0.00046897i,-0.00052682+0.00017071i,-0.0013804+0.00073393i,-0.0018256+0.00051775i,-0.0011369-0.00027546i,-0.00014601-0.00019774i,-9.1743e-05+0.00031871i,9.6876e-05+0.00061119i
-0.0028838+0.0030268i,-0.0022551+0.0026429i,-0.0014564+0.0026007i,0.00088841+0.0021275i,0.0023561+0.0016339i,0.0023889+0.001241i,0.0019073+0.0017238i,0.0015511+0.0027242i,0.0010652+0.0033788i,0.00077824+0.0036134i,0.0006005+0.0022502i,0.00021775+0.00086156i,0.00038943+0.00094161i,0.0005835+0.00031259i,0.00062936-0.0003562i,0.00048849-0.00033011i,-9.0231e-05+2.3417e-05i,-0.00015458+0.00067675i,-0.00025359+0.00072515i,-0.00072707+0.0010138i,-0.00029503+0.0013861i,0.00036181+0.00093392i,-0.00011369+0.00067307i
-0.0010396+0.00050299i,-0.0012599-0.00069635i,-0.00091808+0.00028431i,0.0008683+0.00044856i,0.002341-0.00074269i,0.001755-0.00045323i,0.0014738+0.0004322i,0.0028153+0.0017995i,0.0030249+0.0026078i,0.002841+0.0020187i,0.0021998+0.00097154i,0.00041442-2.3712e-05i,-0.0002268-0.0001293i,-0.00038728-6.9897e-05i,-0.0010398+0.000219i,-0.00068697+0.001011i,0.00018787+0.0011446i,0.00043626+0.00079743i,0.00072564-9.2006e-05i,0.00031205-0.00096525i,-7.3118e-05-0.00036096i,-1.067e-05-0.00012859i,0.00053959-0.00043426i
-0.0024357+0.00113i,-0.0020087+0.00077335i,-0.00095304+0.0010763i,0.00046747-0.00046361i,0.0011764-0.0016803i,0.00052207-0.0017515i,0.00020208-0.0016674i,0.0011423-0.001474i,0.0025566-0.00080807i,0.0033503-0.00036833i,0.0024392-0.00088083i,0.0014575-0.00016936i,0.00090498+0.0009342i,-0.0001412+0.0013306i,1.5373e-06+0.00088031i,0.00062608+0.00038848i,0.00074128-7.2545e-05i,0.00058133-0.00053038i,0.0010082-0.0012156i,0.0015512-0.001269i,0.0010409-0.00047444i,3.7256e-05-3.8293e-05i,-0.00012766-4.2293e-05i
0.0010907-0.00052908i,0.0012509-0.00039904i,0.0013034-0.0010477i,0.00072256-0.0010458i,0.00053578-0.00062125i,0.00014647-1.7179e-05i,8.2909e-05-0.00030699i,0.00081365-0.0014267i,0.0011697-0.0024502i,0.00087347-0.0020007i,0.00073865-0.0013681i,0.00027561-0.00065983i,-0.00031727+0.00050981i,-0.00037603+0.00064439i,-0.00026922+0.00010904i,-0.00027748+0.00023222i,-0.0001858+0.00061712i,2.9887e-05+0.00035456i,0.00046193-0.00045205i,0.00021075-0.00021333i,-0.00030696+0.00065702i,-0.00081457+0.00016648i,-0.0014038-0.00043546i
0.0022512+0.00034836i,0.0015747+0.00079318i,0.003136+0.00062767i,0.0034663+0.00027538i,0.0021503-0.00040541i,0.00036755-0.00079254i,-0.00044722-0.00082614i,-0.001232-0.00081402i,-0.0017444-0.00091701i,-0.0020358-0.00072726i,-0.0015059+7.5382e-05i,-0.00054745+0.00049039i,-4.8069e-05+0.00012378i,0.00013143-3.3511e-05i,-0.00014372+4.5097e-05i,-0.00050335-0.00016089i,-0.00083263-0.00015305i,-0.00066693+0.00012434i,-0.00016303+0.00010874i,-0.0002193+7.1235e-05i,-0.00070272+0.00011706i,-0.00029106-0.00021118i,4.9355e-06-8.1253e-05i
0.0028293+0.0012182i,0.0038005+0.0012547i,0.0041382+8.6611e-05i,0.0036093-0.0018735i,0.0025803-0.0023349i,0.0012-0.00082761i,-1.088e-05+0.00086142i,-0.0012423+0.001312i,-0.0024512+0.0013116i,-0.0018934+0.0013872i,-0.00094114+0.0014609i,-0.00073994+0.00053835i,-0.0004311-0.00060909i,-0.00067717-0.00036888i,-0.00054868-0.000275i,0.00022965-0.00073963i,0.00038051-0.0016295i,-0.00061169-0.0013015i,-0.00050644-0.0010614i,9.3908e-05-0.00087578i,0.00028397-0.0013714i,5.6556e-05-0.0018714i,-0.00033302-0.00064022i
