-0.0045294-0.00070519i,-0.0051468-0.00069731i,-0.0058067+0.0006856i,-0.0053892+0.0026609i,-0.0038424+0.0026095i,-0.001796+0.0033662i,-0.00061503+0.003438i,-0.00054211+0.0017991i,-0.00064192+0.0013539i,4.4147e-05+0.0016365i,0.0013961+0.00052256i,0.0018201-0.00067874i,0.0010499-0.0011313i,0.00020903-0.00086977i,-0.00038128-0.0012114i,-0.0003955-0.0010341i,-0.00050997+0.00038535i,-0.00020974+0.001195i,8.6381e-05+0.0010722i,-0.00071233+0.00041429i,-0.0014361-0.00052515i,-0.0006251-0.00045941i,0.00031801+0.00037794i
-0.090201-0.40853i,-0.063643-0.48959i,0.030089-0.35042i,0.12094-0.16629i,0.16922-0.093542i,0.15792-0.06491i,0.1114-0.025042i,0.068726-0.0094454i,0.036389-0.013673i,0.023037-0.0078566i,0.032173-0.0012685i,0.038472-0.0047961i,0.028641-0.0063973i,0.017896+0.0023964i,0.017331+0.016874i,0.01974+0.023206i,0.014232+0.017079i,0.0046541+0.0048258i,0.0014604-0.0051013i,0.0041595-0.0082564i,0.0083685-0.009804i,0.012797-0.013517i,0.015285-0.018399i
0.33292+0.20921i,0.3571+0.27919i,0.18198+0.22978i,-0.024466+0.15303i,-0.12546+0.14236i,-0.13532+0.12673i,-0.10504+0.075405i,-0.064524+0.040193i,-0.030004+0.02875i,-0.017541+0.018513i,-0.025134+0.015754i,-0.027893+0.022126i,-0.018834+0.018802i,-0.014283+0.0040047i,-0.020694-0.0097067i,-0.02704-0.013857i,-0.021994-0.01044i,-0.010698-0.0027974i,-0.0043548+0.0068313i,-0.0036147+0.011412i,-0.0047647+0.013084i,-0.0061589+0.019022i,-0.0053776+0.025604i
-0.37077+0.080661i,-0.42467+0.053444i,-0.24702-0.013372i,-0.019833-0.087031i,0.084841-0.15469i,0.10084-0.16431i,0.081325-0.11381i,0.045211-0.062996i,0.015785-0.03485i,0.010576-0.021694i,0.019016-0.026041i,0.018698-0.034544i,0.011474-0.027817i,0.011189-0.010671i,0.022372+0.0017289i,0.031735+0.0047105i,0.024592+0.0034613i,0.0090133-0.00020666i,-0.00043551-0.0072119i,-0.0027411-0.012136i,-0.0035984-0.014822i,-0.0056742-0.019965i,-0.008013-0.023987i
0.19609-0.29918i,0.24074-0.3196i,0.13887-0.15494i,0.0018765+0.052439i,-0.045347+0.17859i,-0.045321+0.20313i,-0.038649+0.15033i,-0.023923+0.086453i,-0.0063081+0.048082i,-0.0015532+0.031939i,-0.0047127+0.03518i,0.00041412+0.037604i,0.0039472+0.025345i,-0.0043805+0.011258i,-0.019416+0.00618i,-0.027572+0.0072537i,-0.019971+0.0066498i,-0.0059756+0.0056867i,0.0046586+0.0086816i,0.0089981+0.011457i,0.009394+0.011989i,0.012063+0.014097i,0.016376+0.0171i
0.06632+0.34009i,0.066046+0.38059i,0.049345+0.18998i,0.029619-0.054202i,0.00076632-0.18535i,-0.019589-0.21392i,-0.020743-0.16429i,-0.014663-0.092219i,-0.013131-0.045656i,-0.010026-0.029054i,-0.0097438-0.034745i,-0.017013-0.038328i,-0.015519-0.027434i,-0.0011342-0.016438i,0.015231-0.015953i,0.021491-0.018714i,0.015381-0.01572i,0.0037434-0.010445i,-0.0081937-0.0091801i,-0.013832-0.0083753i,-0.014178-0.0065593i,-0.017377-0.0071513i,-0.021728-0.0073627i
-0.2772-0.18238i,-0.31236-0.19522i,-0.1831-0.059046i,-0.026661+0.1099i,0.059266+0.2015i,0.096517+0.21085i,0.08617+0.14936i,0.048582+0.077352i,0.02664+0.037955i,0.02253+0.023582i,0.029305+0.021999i,0.037027+0.017099i,0.028091+0.0089494i,0.0081566+0.0095348i,-0.008231+0.017834i,-0.013235+0.023418i,-0.0088287+0.017857i,0.0009268+0.0075428i,0.012937+0.0017245i,0.018453-0.00060794i,0.019008-0.0019751i,0.022078-0.0028794i,0.023348-0.0049605i
0.31808-0.065575i,0.35025-0.095363i,0.17883-0.11458i,-0.017133-0.14285i,-0.12278-0.17744i,-0.16469-0.16705i,-0.13541-0.10723i,-0.074088-0.057377i,-0.039693-0.031141i,-0.029361-0.01735i,-0.032174-0.011609i,-0.034859-0.0025835i,-0.023738+0.0023313i,-0.0081545-0.0040109i,0.0010317-0.017873i,0.0016568-0.026259i,-0.0023186-0.020246i,-0.0085988-0.0085703i,-0.015388+0.0010673i,-0.016969+0.0068146i,-0.015733+0.0090399i,-0.017997+0.012095i,-0.018876+0.015375i
-0.17382+0.26694i,-0.16595+0.31672i,-0.041237+0.23308i,0.093778+0.15622i,0.18765+0.14335i,0.22185+0.10751i,0.1659+0.049645i,0.086019+0.026008i,0.047046+0.01773i,0.035425+0.00637i,0.034972-0.0033254i,0.03383-0.014705i,0.0228-0.014846i,0.010405-0.00061548i,0.0080183+0.016493i,0.011769+0.02248i,0.011869+0.013633i,0.010308+0.00044858i,0.011186-0.010018i,0.010313-0.014531i,0.0072333-0.015886i,0.0075843-0.018544i,0.0082929-0.020367i
-0.066403-0.3058i,-0.11146-0.33737i,-0.14338-0.21485i,-0.1814-0.10432i,-0.23594-0.060053i,-0.243-0.014908i,-0.16679+0.015673i,-0.089087+0.0094743i,-0.05421+0.0054361i,-0.036934+0.012085i,-0.027927+0.019397i,-0.020714+0.02495i,-0.011323+0.019093i,-0.0074093+0.0031878i,-0.01253-0.011016i,-0.018186-0.012974i,-0.015368-0.004856i,-0.0092513+0.0059433i,-0.0065307+0.015313i,-0.0044893+0.018747i,-0.0011724+0.017714i,0.0014328+0.018199i,0.0031177+0.019183i
0.26057+0.16275i,0.31758+0.15885i,0.26612+0.069085i,0.22437+0.0037754i,0.23828-0.026776i,0.22219-0.066483i,0.13947-0.069855i,0.071299-0.035855i,0.044049-0.020139i,0.02777-0.023186i,0.016935-0.028859i,0.0076239-0.032946i,0.0021666-0.025482i,0.0064187-0.0087035i,0.016088+0.0018098i,0.019662+0.0015241i,0.013596-0.0040238i,0.0056503-0.01049i,-0.00039538-0.016398i,-0.0056979-0.017464i,-0.0096711-0.015189i,-0.011878-0.015735i,-0.012852-0.015373i
-0.2952+0.064133i,-0.34349+0.10374i,-0.25512+0.12832i,-0.18758+0.12209i,-0.19666+0.11888i,-0.17111+0.13868i,-0.095244+0.11008i,-0.052002+0.052795i,-0.034546+0.031864i,-0.013393+0.029665i,0.0024594+0.026796i,0.011944+0.022538i,0.01232+0.012901i,0.0018814+0.0047789i,-0.010968+0.0036159i,-0.014035+0.0065215i,-0.0063211+0.0082604i,0.0019043+0.0092496i,0.0074705+0.010692i,0.0115+0.0093877i,0.014178+0.0066313i,0.016093+0.0064708i,0.01627+0.0058836i
0.15853-0.25585i,0.17364-0.32218i,0.098974-0.27114i,0.07502-0.17987i,0.1225-0.15118i,0.10542-0.15959i,0.046403-0.11445i,0.027233-0.056082i,0.017704-0.036023i,0.00083818-0.027961i,-0.0085321-0.020981i,-0.012821-0.015861i,-0.0090264-0.0091495i,0.00199-0.0057991i,0.010601-0.0092585i,0.0095947-0.013462i,0.0011262-0.012831i,-0.0069599-0.011613i,-0.012048-0.010017i,-0.013756-0.0049236i,-0.01423-3.8353e-05i,-0.016247+0.0020338i,-0.016536+0.0029357i
0.052217+0.28783i,0.088892+0.36021i,0.10172+0.26924i,0.029377+0.16367i,-0.057455+0.16806i,-0.042323+0.17193i,-0.00642+0.10602i,-0.012615+0.053089i,-0.0090351+0.037087i,0.0080464+0.024503i,0.017657+0.013999i,0.019892+0.0077657i,0.012707+0.0033938i,0.0016833+0.003684i,-0.0032181+0.0091868i,0.00020975+0.011345i,0.0054513+0.0071433i,0.0087414+0.0044289i,0.010618+0.0028888i,0.010962-0.0011395i,0.010413-0.0049659i,0.010225-0.0072859i,0.0092984-0.0081988i
-0.2381-0.16939i,-0.32367-0.19746i,-0.25962-0.1123i,-0.089551-0.069749i,0.011812-0.1313i,-0.00031097-0.14282i,-0.012086-0.082933i,0.0023028-0.044987i,-0.0013379-0.028533i,-0.011989-0.010969i,-0.015698-0.0025144i,-0.015871-0.0020963i,-0.010478-0.0037925i,-0.0039589-0.0076313i,-0.0038024-0.012049i,-0.0078507-0.010253i,-0.010671-0.0031475i,-0.011034+0.0010576i,-0.011451+0.0021729i,-0.010247+0.0047511i,-0.0078154+0.0090696i,-0.0054372+0.010952i,-0.0029282+0.0096639i
0.29006-0.039296i,0.37632-0.083222i,0.26269-0.10355i,0.072711-0.013355i,0.001333+0.11046i,0.022506+0.12587i,0.021763+0.072843i,0.0013408+0.043768i,0.0010455+0.028104i,0.0075541+0.0079386i,0.010989-0.0044521i,0.014934-0.0082549i,0.014034-0.0057691i,0.010453+0.00076076i,0.0097794+0.0041528i,0.0097198+0.00098819i,0.0092949-0.0028133i,0.0097169-0.0034961i,0.0088096-0.004574i,0.0056439-0.0069652i,0.0019075-0.0093424i,-0.0010345-0.0098601i,-0.0020978-0.0080181i
-0.18757+0.21732i,-0.22087+0.31572i,-0.11695+0.2617i,-0.0039989+0.067315i,0.0043281-0.089772i,-0.027511-0.10482i,-0.023815-0.063314i,-0.0088285-0.046071i,-0.0068364-0.031048i,-0.0043444-0.0082698i,-0.0033954+0.0035901i,-0.0073575+0.0071152i,-0.0075987+0.0057561i,-0.0061798+0.00096533i,-0.0076443+0.00065545i,-0.0064332+0.0048513i,-0.0036269+0.0076663i,-0.0042849+0.0066806i,-0.0056982+0.0047457i,-0.0027472+0.0044408i,0.0022534+0.0049458i,0.0042136+0.0044107i,0.0032704+0.0021329i
-0.0069984-0.28641i,-0.051685-0.38492i,-0.10703-0.28193i,-0.095851-0.045029i,-0.020156+0.11593i,0.031423+0.11581i,0.027179+0.066813i,0.014812+0.04872i,0.012589+0.032647i,0.0067663+0.010266i,0.003892-0.0036227i,0.0078458-0.010008i,0.010124-0.010191i,0.010312-0.005985i,0.0087118-0.0050926i,0.0042206-0.008469i,0.0011033-0.010335i,0.0034435-0.010258i,0.0053567-0.0090131i,0.002109-0.006453i,-0.0025731-0.0035587i,-0.0039473-0.00022424i,-0.0008107+0.0025718i
0.19893+0.20491i,0.29936+0.25357i,0.29135+0.13936i,0.15691-0.056069i,0.00052154-0.15863i,-0.059887-0.12621i,-0.045722-0.070013i,-0.033479-0.047533i,-0.025407-0.03048i,-0.0098101-0.011639i,-0.0013787+0.0013985i,-0.0017587+0.011488i,-0.0036013+0.01456i,-0.0050451+0.011191i,-0.001809+0.0092701i,0.0050309+0.0072158i,0.0062181+0.0057757i,0.00085046+0.0064212i,-0.0033199+0.0073741i,-0.002294+0.0058454i,0.00096594+0.0018304i,0.00068009-0.0013678i,-0.004466-0.00194i
-0.27893-0.022566i,-0.39445+0.0023676i,-0.33596+0.095484i,-0.12524+0.19544i,0.064462+0.2035i,0.10986+0.13248i,0.075532+0.067253i,0.050813+0.039151i,0.035691+0.024559i,0.016112+0.012831i,0.0026566+0.0018871i,-0.0020897-0.01265i,-0.0028064-0.020262i,-0.0016659-0.016755i,-0.0043063-0.010888i,-0.0090354-0.0064495i,-0.0093327-0.0052203i,-0.0058595-0.0071487i,-0.0025826-0.0089382i,-0.0018192-0.0071282i,-0.001463-0.0022917i,0.0016294+0.0010364i,0.0068509-0.00022231i
0.22222-0.16583i,0.30555-0.2622i,0.21716-0.31243i,-0.0040611-0.28734i,-0.16415-0.19714i,-0.1691-0.10103i,-0.10767-0.04269i,-0.069686-0.019822i,-0.049277-0.0088692i,-0.025578-0.0042359i,-0.0048478-0.001316i,0.0097953+0.0072344i,0.016049+0.012363i,0.013238+0.01021i,0.010981+0.0044521i,0.010083-0.00076805i,0.0082916+0.00039135i,0.0068994+0.0057624i,0.0059688+0.008165i,0.0050112+0.0053346i,0.002289+0.0014852i,-0.0030339+0.00086523i,-0.0074082+0.0054749i
-0.057087+0.26642i,-0.066094+0.40464i,0.025526+0.4118i,0.18424+0.28914i,0.26798+0.14301i,0.22042+0.0453i,0.12656+0.0030085i,0.072182-0.00788i,0.04717-0.012213i,0.02596-0.0097669i,0.0084442-0.0055086i,-0.0083069-0.006603i,-0.017352-0.0058393i,-0.014155-0.0024591i,-0.010025+0.0030806i,-0.0081639+0.0076793i,-0.0060837+0.0053829i,-0.0062615-0.00074989i,-0.0080464-0.0040847i,-0.0079238-0.003721i,-0.0043846-0.0019014i,0.00036955-0.0032715i,0.0024643-0.0098038i
-0.1296-0.23269i,-0.21203-0.35556i,-0.2862-0.32869i,-0.343-0.16724i,-0.33818-0.015439i,-0.24023+0.050256i,-0.12392+0.049096i,-0.065174+0.034495i,-0.038461+0.029236i,-0.016486+0.018792i,-0.00064108+0.005217i,0.014331-0.0038864i,0.020477-0.0090623i,0.015741-0.0083294i,0.0098613-0.0087341i,0.006262-0.011639i,0.0062887-0.0094936i,0.008716-0.0041039i,0.010065-0.0018158i,0.0080611-0.0015419i,0.0040678-0.00048995i,0.0012016+0.0038759i,0.0014819+0.010467i
0.24061+0.090156i,0.38512+0.14021i,0.43798+0.10416i,0.41224-0.02103i,0.34137-0.12923i,0.21715-0.14251i,0.10039-0.092786i,0.046695-0.052221i,0.02392-0.035413i,0.010653-0.020681i,0.0036968-0.0058399i,-0.0056628+0.0063676i,-0.010068+0.012352i,-0.007709+0.011448i,-0.0035124+0.011413i,0.00074315+0.011093i,-0.0005395+0.0073402i,-0.0060595+0.0047805i,-0.0096503+0.0063169i,-0.0088228+0.0073582i,-0.0061561+0.0042478i,-0.0051831-0.0013496i,-0.0074034-0.0076359i
-0.23679+0.085294i,-0.38347+0.13239i,-0.42583+0.1759i,-0.36681+0.24294i,-0.26431+0.28843i,-0.1427+0.23529i,-0.055722+0.12819i,-0.025743+0.062916i,-0.010918+0.040227i,-0.0009793+0.023547i,0.0015165+0.0081473i,0.0045771-0.0082985i,0.0040125-0.018961i,0.0004913-0.017892i,-0.0037959-0.01396i,-0.0071609-0.011145i,-0.0044586-0.0087689i,0.00011201-0.0089012i,0.0015336-0.0099405i,0.00099212-0.0086844i,0.0004427-0.005445i,0.0031653-0.0008435i,0.0084759+0.0038287i
0.1216-0.21049i,0.21209-0.33125i,0.24862-0.38322i,0.20455-0.39856i,0.11833-0.37918i,0.03604-0.27259i,0.00065831-0.13788i,0.0015989-0.06625i,-0.0040622-0.038752i,-0.0086829-0.020095i,-0.0039961-0.0076551i,0.0020213+0.0055191i,0.0088888+0.012669i,0.012173+0.010539i,0.012014+0.0071727i,0.010672+0.0055383i,0.0064585+0.0064205i,0.0029691+0.0092914i,0.0037627+0.01053i,0.0049365+0.0078983i,0.0032631+0.0051801i,-0.0016439+0.0037143i,-0.0083928+0.0019803i
0.039713+0.23123i,0.033877+0.37943i,0.010577+0.44857i,0.018095+0.45022i,0.059573+0.3993i,0.080769+0.26421i,0.05109+0.12283i,0.0161+0.060078i,0.011018+0.034602i,0.011661+0.0133i,0.0063814+0.0020542i,-0.002634-0.0053003i,-0.011724-0.0067574i,-0.013432-0.0025017i,-0.012822+0.00032493i,-0.011687+0.00057407i,-0.0082263-0.0025874i,-0.0069874-0.0060037i,-0.0077673-0.0068617i,-0.0081698-0.005633i,-0.0061577-0.004281i,-0.00056142-0.003312i,0.0063174-0.0031348i
-0.17218-0.14648i,-0.25063-0.26807i,-0.25118-0.34969i,-0.22738-0.36917i,-0.22101-0.31944i,-0.17615-0.19402i,-0.089655-0.085789i,-0.034495-0.049747i,-0.02006-0.028927i,-0.01144-0.0082321i,-0.0033002-0.0023964i,0.0056832-0.0023957i,0.012195-0.0047763i,0.011754-0.0063948i,0.010814-0.0060921i,0.010673-0.0054882i,0.0096435-0.0012571i,0.0098983+0.0015733i,0.010564+0.00021728i,0.00967-0.00057575i,0.0077382+0.00040048i,0.0036282+0.0021672i,-0.0024431+0.0049103i
0.21384+0.0012612i,0.34107+0.054287i,0.37497+0.14028i,0.35324+0.20822i,0.32235+0.19482i,0.22803+0.10558i,0.10616+0.044006i,0.044445+0.035852i,0.025681+0.023625i,0.013163+0.0068604i,0.0064411+0.00067981i,-0.00033758-3.8763e-05i,-0.0034181+0.0044667i,-0.0017498+0.0077227i,-0.002596+0.0079669i,-0.0046119+0.0066884i,-0.0059524+0.0013437i,-0.0075126-0.0011767i,-0.0084093+0.0020267i,-0.0078588+0.004525i,-0.0063327+0.0036158i,-0.0033615+0.0004799i,0.00070642-0.003838i
-0.16024+0.1202i,-0.28784+0.15144i,-0.36317+0.081077i,-0.38634-0.016633i,-0.35711-0.032426i,-0.23532+0.0030821i,-0.1057+0.001323i,-0.055995-0.019251i,-0.038472-0.012478i,-0.017061+0.00038921i,-0.0043873+0.0035528i,0.0018366-0.00048035i,0.0019349-0.006889i,-0.00032549-0.0092601i,0.0004865-0.010152i,0.0026357-0.010073i,0.0052209-0.0070742i,0.0054163-0.006828i,0.003347-0.0091381i,0.0021769-0.0099187i,0.0027036-0.0074405i,0.0023739-0.0029024i,0.00046671+0.0022494i
0.035128-0.19244i,0.11149-0.28344i,0.21465-0.24482i,0.30634-0.14491i,0.30824-0.10175i,0.19568-0.081368i,0.088964-0.033041i,0.056587+0.0019084i,0.037716+0.0024418i,0.013595-0.0013955i,0.0028664-0.0019751i,0.0011651+6.0212e-05i,0.0053981+0.0027823i,0.0091077+0.0020444i,0.0067915+0.0029538i,0.0011752+0.0047573i,-0.0035463+0.0049834i,-0.004007+0.006732i,-0.0014349+0.0089324i,0.00016528+0.0088266i,-0.00083988+0.0073639i,-0.0017092+0.0046247i,-0.001163+0.00032916i
0.084834+0.16117i,0.078564+0.26615i,-0.037257+0.28246i,-0.18713+0.24289i,-0.22125+0.20881i,-0.13147+0.14407i,-0.062319+0.057792i,-0.054171+0.018512i,-0.038476+0.014184i,-0.013669+0.0073042i,-0.00030591+0.0021004i,0.0034062+0.00037508i,-0.00016452+0.0016399i,-0.0039069+0.0031697i,-0.0042425+1.9248e-05i,-0.002116-0.0033332i,0.0010219-0.0052234i,-0.00023685-0.0069059i,-0.0044539-0.0073785i,-0.0056353-0.0067269i,-0.0036867-0.0067666i,-0.0019231-0.0050796i,-0.00077417-0.00067145i
-0.15757-0.061668i,-0.20859-0.13841i,-0.11148-0.20675i,0.053377-0.24954i,0.10964-0.24283i,0.060584-0.15732i,0.035289-0.065713i,0.041924-0.037817i,0.028607-0.029823i,0.0095721-0.01298i,0.00069824-0.0044131i,-0.00096528-0.003304i,0.00030129-0.0056749i,0.00093504-0.0064527i,0.0027401-0.0018897i,0.0039357+0.0027292i,0.0033239+0.00506i,0.0050835+0.0060808i,0.0091753+0.0043725i,0.010036+0.0023391i,0.0069043+0.0029797i,0.0041555+0.0024851i,0.0015014-0.0012541i
0.15685-0.048196i,0.23075-0.023492i,0.17524+0.080192i,0.046937+0.20747i,-0.0062945+0.23892i,0.0017502+0.14867i,-0.012238+0.064835i,-0.025399+0.047873i,-0.012378+0.037794i,-0.00096562+0.0157i,0.0032289+0.0012059i,0.0056386-0.0021359i,0.006038+0.0010512i,0.004944+0.0029003i,0.00039018+0.0012163i,-0.0033495-0.0028732i,-0.0039091-0.0066082i,-0.0051344-0.0049271i,-0.0072756+0.00039879i,-0.0079764+0.001686i,-0.0065193-0.0015445i,-0.0049056-0.0020943i,-0.0019688+0.0012676i
-0.082305+0.12761i,-0.1449+0.15245i,-0.14232+0.03832i,-0.093897-0.13873i,-0.068383-0.19306i,-0.044927-0.11445i,-0.0069-0.055631i,0.0038183-0.050584i,-0.0054937-0.035641i,-0.0042064-0.010941i,0.00034266+0.0012822i,-0.00030689+0.0038133i,-0.003723+0.0020792i,-0.0044483+0.00066783i,-0.00097084+0.00026488i,0.0031399+0.00089404i,0.0053362+0.0016999i,0.0060961-0.0014439i,0.0050496-0.0060414i,0.0042415-0.006586i,0.0049387-0.0036583i,0.0047483-0.002014i,0.0016221-0.0024963i
-0.016787-0.14104i,0.0071806-0.1961i,0.052365-0.095473i,0.09852+0.087193i,0.11151+0.14741i,0.066531+0.085783i,0.017299+0.047841i,0.010343+0.045971i,0.013466+0.028528i,0.0040733+0.0091205i,-0.0023645-0.00021118i,-0.0011051-0.0052788i,0.003159-0.0064797i,0.0044137-0.0052381i,0.0016433-0.0020498i,-0.0022764-0.00031085i,-0.0052707-0.00052332i,-0.004808+0.002392i,-0.0021879+0.0063742i,-0.0014049+0.0072653i,-0.0031381+0.0054615i,-0.0041232+0.004648i,-0.0014556+0.0042167i
0.10293+0.094342i,0.12253+0.14221i,0.041718+0.075039i,-0.088392-0.054821i,-0.13149-0.093643i,-0.073765-0.054172i,-0.026174-0.039129i,-0.025926-0.036778i,-0.022356-0.017075i,-0.0053541-0.004711i,0.0039023-0.0023393i,0.0044935+0.0015905i,0.0016528+0.0051434i,1.8559e-05+0.0058926i,0.0017685+0.0031431i,0.0038385+0.00026562i,0.0041359-0.0016163i,0.00091035-0.0052267i,-0.0025473-0.0075694i,-0.002263-0.0072095i,0.0010666-0.0068439i,0.002448-0.006017i,-0.00056865-0.003574i
-0.13131-0.010192i,-0.17801-0.024176i,-0.085699-0.0017754i,0.083989+0.045632i,0.13925+0.054484i,0.076495+0.035996i,0.034936+0.032862i,0.033611+0.024369i,0.021773+0.0069424i,0.0048306+0.0041538i,-0.0017872+0.004964i,-0.0026569+0.00067153i,-0.0011269-0.0034653i,-0.00053706-0.0044475i,-0.0019964-0.0013124i,-0.0028752+0.0016092i,-0.0017645+0.0029139i,0.0020568+0.0039758i,0.0055978+0.0040706i,0.0056589+0.0034439i,0.0023939+0.0039803i,0.00097918+0.0050889i,0.0025532+0.0034453i
0.10322-0.075549i,0.14435-0.10145i,0.05898-0.081731i,-0.098244-0.035721i,-0.14266-0.0084655i,-0.077634-0.01272i,-0.04211-0.022774i,-0.038878-0.012365i,-0.020461+0.00050529i,-0.0040588-0.0030109i,0.00094027-0.0081395i,0.003622-0.0062136i,0.0049356-0.0014408i,0.0048422+0.00052259i,0.0034436-0.0017578i,0.0017924-0.0045662i,-0.00043993-0.0052702i,-0.004511-0.0038053i,-0.0073782-0.0018859i,-0.0070656-0.0016808i,-0.005076-0.004206i,-0.0040543-0.0051884i,-0.0033291-0.0027919i
-0.02919+0.11494i,-0.040085+0.16606i,0.021009+0.12004i,0.12069+0.016252i,0.13649-0.026276i,0.077953-0.0016781i,0.046958+0.011482i,0.035267-4.7008e-06i,0.014674-0.0024557i,0.0066112+0.0062075i,0.0068331+0.0089953i,0.0035219+0.0049897i,-0.00051094+0.00070971i,-0.0009844+6.7701e-05i,0.00041142+0.0016702i,0.0014217+0.0026877i,0.0035491+0.00068038i,0.0066126-0.003306i,0.0080042-0.0066518i,0.0069696-0.0058518i,0.0052307-0.0010794i,0.0049723+0.0023608i,0.0041793+0.0020172i
-0.048228-0.10194i,-0.076843-0.15106i,-0.11283-0.09258i,-0.14374+0.032948i,-0.12559+0.072538i,-0.076595+0.027521i,-0.050786+0.0058423i,-0.034171+0.011882i,-0.015996+0.006552i,-0.011407-0.0032561i,-0.011024-0.004514i,-0.0060317-0.0026396i,-0.0014544-0.0013464i,1.3402e-05-0.00079177i,-0.0011184-0.00057842i,-0.002656-0.00068972i,-0.0034784+0.0010346i,-0.0040633+0.0051035i,-0.00419+0.0077459i,-0.0037368+0.0067591i,-0.0040569+0.0034186i,-0.0050949+0.0015728i,-0.0040295+0.0016118i
0.097029+0.047961i,0.15377+0.072099i,0.16632+0.012863i,0.1372-0.092925i,0.098019-0.10698i,0.067728-0.046393i,0.047747-0.022273i,0.02682-0.022883i,0.012361-0.01028i,0.012143-0.0025805i,0.011559-0.0039477i,0.0060874-0.0038107i,0.0016978-0.0037448i,0.0001735-0.0029629i,0.00071694-0.0016599i,0.0025365-0.0014667i,0.0030609-0.0035248i,0.0011056-0.0078706i,-0.0015152-0.010869i,-0.0020508-0.0090159i,0.00057926-0.0053573i,0.0032223-0.0040636i,0.0031372-0.0033337i
-0.10164+0.018417i,-0.16712+0.035604i,-0.16089+0.091623i,-0.094148+0.16001i,-0.054525+0.1454i,-0.049425+0.074386i,-0.036599+0.040506i,-0.017403+0.029968i,-0.010403+0.014762i,-0.010719+0.0094497i,-0.0070931+0.0095872i,-0.0012339+0.0058094i,0.0039058+0.0030744i,0.0045814+0.0027169i,0.0019706+0.0021752i,-0.00019626+0.0031846i,0.00071954+0.0064025i,0.003414+0.0093461i,0.0051286+0.0094112i,0.0049076+0.0064513i,0.0010223+0.0038801i,-0.0023477+0.0039659i,-0.0015609+0.0030288i
0.065272-0.071187i,0.11248-0.12517i,0.088639-0.1719i,0.013735-0.1912i,-0.0030843-0.15243i,0.02167-0.086781i,0.018368-0.052236i,0.0036803-0.035129i,0.0027068-0.018744i,0.0054046-0.014142i,0.0031714-0.013619i,-0.00045929-0.0082637i,-0.0046298-0.0033186i,-0.0067389-0.0022669i,-0.0044578-0.0027134i,-0.0020601-0.0041574i,-0.0037939-0.006106i,-0.0074529-0.0057073i,-0.0091087-0.0040009i,-0.007067-0.0026964i,-0.0026389-0.0023657i,0.00018518-0.0032948i,0.00052814-0.0024515i
-0.0054113+0.096195i,-0.012262+0.17103i,0.023747+0.20613i,0.079646+0.18813i,0.066295+0.14432i,0.01476+0.092223i,0.0034156+0.054616i,0.0089249+0.032039i,0.0045408+0.020039i,0.0027451+0.017163i,0.0060014+0.01201i,0.0076876+0.0042768i,0.0089053-0.0011257i,0.0094365-0.0025725i,0.0070378-0.0010639i,0.0051359+0.0014539i,0.0068059+0.003407i,0.010093+0.0026481i,0.010688-0.00096784i,0.0067485-0.0033798i,0.0014352-0.0019371i,-0.00039079+0.0010592i,-0.0004678+0.0018553i
-0.047139-0.076413i,-0.086562-0.14356i,-0.12973-0.16236i,-0.15575-0.12896i,-0.1175-0.099866i,-0.049848-0.075685i,-0.025207-0.046963i,-0.021762-0.024848i,-0.014318-0.014168i,-0.012464-0.010547i,-0.01277-0.0058336i,-0.010031+0.00027412i,-0.0078981+0.0056773i,-0.0064149+0.0074489i,-0.0044796+0.0049196i,-0.0051216+0.0014412i,-0.0074208+0.00059864i,-0.0090382+0.0026482i,-0.0084354+0.0043186i,-0.0044649+0.004616i,-0.00025993+0.0031034i,0.0011841-0.00034189i,0.0018799-0.00076985i
0.081018+0.027249i,0.14983+0.062466i,0.19649+0.068128i,0.19873+0.044619i,0.14787+0.044115i,0.077198+0.051854i,0.040768+0.033859i,0.026038+0.012466i,0.015586+0.0041517i,0.01402+0.0008414i,0.012554-0.0041096i,0.0079424-0.009325i,0.0042377-0.013622i,0.002028-0.013741i,0.0018763-0.0093201i,0.0041398-0.0063942i,0.0067733-0.0066642i,0.0079113-0.0077659i,0.0049777-0.0074292i,-0.00083259-0.0056896i,-0.0039024-0.002347i,-0.0024373+0.00176i,-0.0015274+0.0031464i
-0.078401+0.018616i,-0.15251+0.026955i,-0.20309+0.040804i,-0.19883+0.052792i,-0.14972+0.027164i,-0.088269-0.010135i,-0.048169-0.011586i,-0.02624-0.0003984i,-0.0142+0.003915i,-0.010213+0.0079298i,-0.0042289+0.010463i,0.0034766+0.010607i,0.0081689+0.011191i,0.0084122+0.010114i,0.005035+0.006643i,2.0941e-05+0.0052603i,-0.003583+0.0067843i,-0.0034911+0.0077276i,-0.0013085+0.006307i,0.0016911+0.0021388i,0.0035963-0.0020398i,0.0019914-0.0039763i,0.0010373-0.0032879i
0.044598-0.054059i,0.10107-0.099159i,0.14341-0.13138i,0.14374-0.12973i,0.11922-0.077756i,0.084074-0.021158i,0.048059-0.0080117i,0.022351-0.0090474i,0.0089656-0.0065403i,0.0047529-0.0076784i,0.0014721-0.0084261i,-0.0047381-0.0073345i,-0.01076-0.0072447i,-0.012362-0.0069608i,-0.0080576-0.0055997i,-0.0022895-0.0065724i,-8.9212e-05-0.0091284i,-0.0010675-0.0094743i,-0.0026115-0.0063368i,-0.0035248-6.4216e-05i,-0.0030073+0.0055216i,0.00054957+0.0076663i,0.0015448+0.0070044i
